wavelength,Back_DelCasf,Belly_DelCasf,Breast_DelCasf,Crissum_DelCasf,Crown_DelCasf,DorTail_DelCasf,Patch10_DelCasf,Patch11_DelCasf,Rump_DelCasf,Throat_DelCasf,WingTip_DelCasf
189.81,40.9769333333,21.1492666667,14.6552,44.3678,35.4598,47.5862,30.3449333333,42.0114666667,42.6436666667,27.7011333333,35.9195333333
190.19,43.5696,27.769,21.5224,49.3439333334,37.6379333333,49.5536666667,35.4854666667,44.6719333333,43.8844,30.3938,39.6849333333
190.57,50.1678666667,39.3765333333,31.3190666667,55.0120666667,46.0912,58.3694,41.5827333333,53.1414666667,51.271,39.1367333334,47.8177333333
190.95,54.9044666667,45.8598,39.3206,58.1741333333,51.7198,60.8917333333,45.2652666667,60.8917333333,53.8428666667,47.0488666667,53.5881333333
191.33,61.0482,51.0273333333,45.7441333333,64.0670666667,57.3584,64.4865333333,48.218,65.283,57.7358666667,50.4822,57.7778
191.71,62.0085333334,51.7094,47.906,64.1454,59.4444666667,65.7693333333,46.8802666667,67.0512666667,57.4358666667,50.9401333333,58.9316666666
192.09,60.8172,50.5375333333,47.742,64.1720666667,59.1826666667,65.5483333333,44.215,65.5484,54.9677333333,48.8171333333,57.9356
192.47,62.8829333333,53.7838666667,47.027,65.3604,60.3153333333,68.4234666667,45.7208,66.6666666667,57.2522666667,50.1352666667,58.4684666667
192.85,63.6405333333,52.9078666667,45.3426666667,63.0732,58.0614666667,67.7541333333,43.9716666667,65.9574,56.8794666667,46.9031333333,56.0756
193.23,62.1233333333,50.0246666667,40.5926666667,57.7285333333,55.2098666667,66.5185333333,37.7777333333,61.4321333333,53.3333333333,41.9752,51.5062666667
193.61,61.9190666667,52.2728666667,40.4546,58.5858,57.1211333333,68.3837333333,37.0202,63.6363333333,53.8384,40.5554666667,51.6161333333
193.99,62.7452666666,52.661,39.2717333333,57.6469333333,58.4314,68.2353333333,36.6386,65.4902,55.182,41.5128,51.3164666667
194.37,68.1099999999,51.6836666667,33.6770666667,56.22,61.0996666666,70.9278666667,30.4468,66.3916666666,57.8008,39.3126666667,50.7905333334
194.75,73.4259999999,46.8518666667,24.8147333333,59.2592000001,60.3703333333,73.0554666668,21.7592666667,70.0924666667,55.0,37.5001333333,47.4075333334
195.13,71.9752666666,33.8273333333,5.30866666666,56.4197999999,50.9876666667,69.6296000001,-1.23473333334,63.9506,46.6666,22.2222,32.5925333333
195.51,59.8742666667,17.9874666667,-1.88686666666,42.2642,35.3460000001,57.8616,-15.0943333333,49.3081333334,28.0503333333,15.4718,17.2327333334
195.89,42.1704666667,-4.34106666668,-37.6743333333,19.8449333333,7.28693333334,34.8837333333,-46.2015333333,26.0466666666,0.930200000052,-10.0775333334,-11.938
196.27,21.9444666667,-45.8332666667,-138.611,-7.22213333348,-41.6667333335,10.2778666667,-146.944333333,4.99986666666,-41.3888666667,-62.7777999999,-78.6112666667
196.65,-39.3333333333,-180.0,-396.666666667,-74.6666666667,-175.333333333,-108.0,-453.333333333,-86.6666666667,-202.666666667,-223.333333333,-270.0
197.03,-206.6666,-564.444533333,-1404.4444,-266.666600001,-644.444399998,-508.888799999,-1600.00006667,-264.444466666,-795.5556,-753.333399999,-962.222266666
197.40,104.666666667,196.666666667,452.666666666,90.6666666667,240.666666667,214.666666667,494.666666667,81.3333333333,257.333333333,233.333333333,340.0
197.78,71.884,117.681133333,231.014533333,73.3334000001,144.927466667,134.492866667,241.739133333,63.7680666667,137.391333333,117.1014,173.913066666
198.16,86.6666666666,173.846133333,402.5642,102.051133333,254.871666667,222.0512,403.076933333,109.743666667,216.410266667,186.666666667,296.923066667
198.54,172.5,294.166666667,681.666666667,190.833333334,468.333333333,387.5,690.0,177.5,366.666666667,293.333333333,511.666666667
