wavelength,Back_CamPauf,Belly_CamPauf,Breast_CamPauf,Crissum_CamPauf,Crown_CamPauf,DorTail_CamPauf,Rump_CamPauf,Throat_CamPauf,WingTip_CamPauf
575.21,13.2208666666,35.5489333333,17.7463,32.3512,9.90653333335,8.30873333333,12.9351,22.0473333333,10.473
575.55,13.2294,35.5987,17.7497666667,32.3605666667,9.89879999999,8.30126666667,12.9262,22.062,10.4725333333
575.89,13.2453333333,35.6528666667,17.7564333333,32.4321,9.93133333333,8.3152,12.9375333333,22.1225333333,10.4790666667
576.22,13.2352,35.6854,17.7625333333,32.4746666667,9.93120000001,8.27733333333,12.9398,22.1221333333,10.4712666667
576.56,13.2532666667,35.7324666667,17.8079333333,32.5272,9.96673333335,8.32273333333,12.9801,22.1692666667,10.4857333333
576.90,13.2259333333,35.7107666667,17.7830666667,32.5100666667,9.95506666667,8.29546666667,12.9645333333,22.1363333333,10.4685333333
577.24,13.2372,35.7488666667,17.8094,32.5723,9.96793333334,8.29693333333,12.9723333333,22.1736666667,10.4542666667
577.58,13.2420666667,35.7742333333,17.7974,32.6143333333,9.98060000001,8.30806666667,12.9757333333,22.1734,10.4556
577.92,13.2436666667,35.8361333333,17.8252,32.6498666667,10.0126,8.309,13.0052,22.2177333333,10.4949333333
578.26,13.253,35.8460666667,17.8331333333,32.6559666667,10.0199333333,8.32306666667,13.0171333333,22.2416,10.5041333333
578.60,13.1876666667,35.8324,17.7993666667,32.6936,9.98813333333,8.29753333333,12.9782666667,22.2334666667,10.463
578.94,13.1574666667,35.8238,17.7766666667,32.6978333333,9.95246666667,8.30106666667,12.9481,22.2115333333,10.4314
579.28,13.1678,35.8320666667,17.8285666667,32.7500333333,9.96993333333,8.31946666667,12.9895666667,22.2131333333,10.4770666667
579.61,13.1815333333,35.9081,17.8717,32.7604666667,9.95226666668,8.3342,13.0020333333,22.2106,10.4750666667
579.95,13.2201333333,35.9789333333,17.9389666667,32.8389666667,10.0035333333,8.42333333333,13.0776666667,22.2804,10.5345333333
580.29,13.248,36.0163666667,17.9359666667,32.8275333333,10.0185333333,8.43933333333,13.0562333333,22.2616,10.5656
580.63,13.2494,36.0496666667,17.9311666667,32.8216333333,10.0182666667,8.45973333334,13.0638333333,22.2437333333,10.5642
580.97,13.2236,36.0206666667,17.9148666667,32.7785333333,9.99786666667,8.465,13.0683333333,22.2395333333,10.5632
581.31,13.2867333333,36.1115,18.0011333333,32.8374666667,10.0454666667,8.526,13.1451,22.3068666667,10.6061333333
581.65,13.3510666667,36.1549,18.0437666667,32.9062666667,10.0609333333,8.57153333333,13.1920666667,22.3498666667,10.6455333333
581.98,13.4032,36.2725666667,18.0984666667,32.9900666667,10.1118,8.626,13.2632666667,22.4198,10.707
582.32,13.5095333333,36.3285333333,18.1629333333,33.0152,10.1784,8.7222,13.353,22.4631333333,10.807
582.66,13.5293333333,36.3222333333,18.1664666667,32.981,10.1948666667,8.7582,13.3984666667,22.4685333333,10.8503333333
583.00,13.5031333333,36.3724666667,18.1377333333,32.9830333333,10.1576,8.72613333333,13.3831,22.4589333333,10.8147333333
583.34,13.518,36.3504666667,18.1448,33.0103666667,10.1849333333,8.73266666667,13.3877333333,22.4981333333,10.8246
583.68,13.4626,36.2858666667,18.0507,32.9518666667,10.1333333333,8.685,13.3284666667,22.4346666667,10.7676666667
584.01,13.4648,36.2866666667,18.0478,32.9741,10.1126,8.65906666667,13.3373333333,22.4169333333,10.7709333333
584.35,13.5372666667,36.3970333333,18.1416,33.0689,10.1708666667,8.70386666667,13.4053333333,22.5086,10.8636666667
584.69,13.557,36.4198,18.1376,33.1054333333,10.1840666667,8.69873333333,13.4004,22.4622,10.8636666667
585.03,13.5123333333,36.4103666667,18.1145666667,33.0952,10.1304,8.6664,13.3527,22.4331333333,10.8061333333
585.37,13.4880666667,36.3896666667,18.0640666667,33.0727666667,10.1142666667,8.66646666667,13.3289666667,22.3622666667,10.7775333333
585.70,13.5182666667,36.4091333333,18.0747666667,33.1406,10.1326666667,8.68493333333,13.3448666667,22.3792666667,10.8008
586.04,13.4823333333,36.3761,18.0468,33.1262333333,10.1124666667,8.66986666667,13.3398333333,22.3658666667,10.7620666667
586.38,13.5246,36.4123666667,18.0666,33.1881666667,10.1558,8.6738,13.3709333333,22.4093333333,10.7742666667
586.72,13.638,36.5004333333,18.1397666667,33.2781333333,10.2664666667,8.77186666667,13.4895666667,22.4942,10.8769333333
587.06,13.5996,36.4945333333,18.0798,33.2239666667,10.2160666667,8.74413333333,13.4551,22.4346666667,10.8455333333
587.39,13.6621333333,36.5605666667,18.1347333333,33.2686,10.2398,8.79553333333,13.5009333333,22.4646,10.9029333333
587.73,13.6268666667,36.5796666667,18.1425,33.2836,10.235,8.79913333333,13.5068333333,22.5024666667,10.8786666667
588.07,13.6321333333,36.5852333333,18.1473666667,33.3009333333,10.2256666667,8.82093333333,13.5325666667,22.5158666667,10.8956666667
588.41,13.7147333333,36.7173,18.2263333333,33.3778,10.3128666667,8.92766666667,13.6331333333,22.6376,10.9923333333
588.74,13.7159333333,36.6599,18.1982666667,33.3431666667,10.3419333333,8.95933333333,13.6484333333,22.6314,11.0404666667
589.08,13.7237333333,36.6801,18.2309333333,33.3096666667,10.3646,8.99726666667,13.6650666667,22.6851333333,11.0397333333
589.42,13.7044666667,36.6253666667,18.2140333333,33.2537666667,10.3411333333,8.99986666667,13.6429666667,22.6538666667,11.0272
589.76,13.7314,36.6875333333,18.2625333333,33.2651333333,10.3482,9.01293333333,13.6710666667,22.6747333333,11.0562666667
590.09,13.733,36.7558,18.3022,33.3047,10.3395333333,9.04,13.6638333333,22.7012,11.0852
590.43,13.6957333333,36.7018333333,18.2678666667,33.2752,10.2948666667,9.01913333333,13.6166333333,22.7120666667,11.0442
590.77,13.8228666667,36.7702666667,18.3603333333,33.3235333333,10.4058666667,9.10613333333,13.7010666667,22.7885333333,11.1678
591.11,13.8743333333,36.7904333333,18.3930333333,33.3443,10.451,9.14393333333,13.7600333333,22.8421333333,11.2377333333
591.44,13.9749333333,36.8619666667,18.4520333333,33.4298333333,10.5215333333,9.20306666667,13.855,22.9136,11.3459333333
591.78,14.0056666667,36.8641666667,18.4329333333,33.4508,10.515,9.21613333333,13.8603333333,22.9265333333,11.3426
592.12,13.9739333333,36.8139666667,18.4122,33.407,10.4647333333,9.17286666667,13.8294666667,22.8892,11.297
592.46,14.0412666667,36.9067333333,18.4749333333,33.4907,10.5269333333,9.21126666667,13.8935333333,22.9756666667,11.3528666667
592.79,14.0746,36.8955,18.4817666667,33.5532333333,10.558,9.18306666667,13.9273,22.9946666667,11.4114666667
593.13,14.0340666667,36.9319,18.4900666667,33.5747333333,10.5198,9.16526666667,13.9193666667,23.0081333333,11.3848
593.47,14.0114666667,36.8464,18.4449,33.5543666667,10.5156,9.13046666667,13.8835666667,22.9775333333,11.3859333333
593.80,13.9766,36.7679,18.3924333333,33.5169333333,10.4914666667,9.10493333334,13.8913,22.9616,11.3516666667
594.14,13.969,36.7024,18.3887,33.4496,10.4964666667,9.07853333333,13.882,22.9180666667,11.3449333333
594.48,13.8976,36.6842,18.3806,33.4325,10.4601333333,9.0528,13.8820333333,22.9239333333,11.2985333333
594.81,13.8526,36.6229333333,18.3564,33.3868666667,10.4559333333,9.04853333333,13.8613666667,22.889,11.2730666667
595.15,13.8252,36.5708666667,18.3476,33.3641666667,10.4538,9.05226666667,13.8398,22.86,11.2549333333
595.49,13.8024666667,36.5123666667,18.3298666667,33.2874,10.4670666667,9.0512,13.8310666667,22.8505333333,11.2701333333
595.82,13.7859333333,36.4869333333,18.321,33.3057666667,10.4686,9.03793333333,13.8251,22.8659333333,11.2951333333
596.16,13.807,36.4969666667,18.3448,33.328,10.4827333333,9.0768,13.8470666667,22.8898,11.3344666667
596.50,13.7702,36.5005666667,18.3230333333,33.3095333333,10.4445333333,9.0588,13.8164333333,22.8771333333,11.3207333333
596.83,13.7902,36.4573666667,18.2799333333,33.2493666667,10.4634,9.03333333333,13.8148666667,22.8678,11.3297333333
597.17,13.7896666667,36.4940333333,18.3241666667,33.3053666667,10.4679333333,9.05073333333,13.8307,22.9028,11.3498
597.51,13.8167333333,36.5288333333,18.3481666667,33.3396333333,10.4779333333,9.07353333333,13.8514333333,22.9338,11.3874
597.84,13.8562666667,36.6223,18.3749666667,33.4069,10.5282,9.13053333333,13.9238333333,22.9969333333,11.4458666667
598.18,13.8970666667,36.6417666667,18.3789333333,33.4547666667,10.5449333333,9.13146666667,13.9385333333,23.0149333333,11.4549333333
598.52,13.8696666667,36.7026,18.3522,33.4935333333,10.5028,9.07573333333,13.8983666667,23.0372,11.3943333333
598.85,13.8626,36.7455,18.3256666667,33.5021666667,10.5092,9.07253333333,13.8828,23.0486666667,11.3812
599.19,13.9108666667,36.8423333333,18.4014333333,33.6248,10.5509333333,9.10393333333,13.9326,23.1224666667,11.4250666667
599.53,13.9316666667,36.8672,18.4481333333,33.6611,10.5832,9.13706666667,13.9704,23.1498,11.4627333333
599.86,13.9609333333,36.9309666667,18.4770666667,33.6944,10.6134666667,9.1778,14.0216666667,23.2054,11.5073333333
600.20,14.0512666667,37.0287333333,18.5445,33.7807333333,10.6923333333,9.28293333333,14.0893666667,23.2951333333,11.5910666667
600.53,14.0944666667,37.1108666667,18.6139333333,33.8848333333,10.7604,9.38513333333,14.1472333333,23.3642,11.6534
600.87,14.1336666667,37.1452666667,18.6294666667,33.8496666667,10.7768,9.39973333333,14.1687333333,23.3592666667,11.6706
601.21,14.1294666667,37.1659333333,18.6332333333,33.8827333333,10.8058666667,9.36733333333,14.1555333333,23.3694666667,11.6544
601.54,14.1218,37.1604333333,18.6478333333,33.9508666667,10.7750666667,9.3466,14.1171333333,23.3618,11.6436
601.88,14.0922,37.0923333333,18.6246,33.8978333333,10.7628666667,9.36033333333,14.1093,23.3123333333,11.639
602.21,14.1266,37.056,18.6378666667,33.8631333333,10.8096,9.41513333333,14.1657,23.3160666667,11.7036
602.55,14.1109333333,37.0122333333,18.6526,33.8348333333,10.7752666667,9.40786666667,14.1428,23.2979333333,11.6737333333
602.88,14.0768666667,36.9280333333,18.6084666667,33.7688,10.7378666666,9.3874,14.0969,23.2317333333,11.6166666666
603.22,14.1056666667,36.9354666667,18.6059,33.7285666667,10.7672666667,9.3968,14.1044,23.2362,11.6142
603.56,14.0566,36.8884,18.5712666667,33.6879666667,10.7263333333,9.349,14.0496333333,23.1870666667,11.5724
603.89,14.0261333333,36.8712666667,18.5739333333,33.6837333333,10.7062,9.32873333333,14.0355,23.1872666667,11.5452666667
604.23,13.9874,36.8001333333,18.5477,33.6399,10.6545333333,9.2644,13.9957666667,23.1499333333,11.4894666666
604.56,14.0100666667,36.8753666667,18.6054333333,33.7067,10.7260666667,9.33006666667,14.0667,23.2270666667,11.5528666667
604.90,14.0282666667,36.9031666667,18.6541333333,33.6932333333,10.7316666667,9.38166666667,14.11,23.2565333333,11.5766
605.23,13.9908,36.9069666667,18.646,33.6469666667,10.7454,9.38033333333,14.0986333333,23.2613333333,11.5584666667
605.57,13.9968666667,36.9612,18.6615,33.6879,10.7670666667,9.40946666667,14.1180666667,23.3084,11.5842
605.90,14.0042,37.0107666667,18.7068,33.7311,10.7599333333,9.40926666667,14.1360333333,23.3502666667,11.5975333333
606.24,14.0320666667,37.0478,18.6982333333,33.7644666667,10.7791333333,9.39613333333,14.1800666667,23.4039333333,11.6427333333
606.58,13.9881333334,37.0523666667,18.6472666667,33.7573333333,10.7235333333,9.35106666667,14.175,23.3999333333,11.5964666667
606.91,13.9210666667,36.9800333333,18.6014333333,33.7352,10.6676,9.29213333333,14.1246333333,23.3454666667,11.553
607.25,13.9226666667,37.0026333333,18.6275333333,33.7418666667,10.6868666667,9.2814,14.1515666667,23.3654,11.5328
607.58,13.9161333333,36.9757,18.6318,33.6990333333,10.6758,9.26493333333,14.1486333333,23.3242666667,11.5206666667
607.92,13.9358,37.0799666667,18.6811666667,33.7416333333,10.7344,9.33326666667,14.2075,23.3804666667,11.5722
608.25,13.9418666667,37.0041666667,18.6112333333,33.7046666667,10.7196666667,9.30833333333,14.1751333333,23.3605333333,11.5246
608.59,13.9653333333,36.9743333333,18.6172,33.7154,10.7564666667,9.3176,14.1839666667,23.3730666667,11.5272
608.92,14.0134,36.9402,18.6338666667,33.7323333333,10.7702666667,9.37206666667,14.2323333333,23.3914666667,11.5398666667
609.26,13.9842666667,36.9587666667,18.6391333333,33.7035,10.7568,9.32446666667,14.2351,23.3876,11.5025333333
609.59,13.9892666667,36.9638,18.6274,33.7125333333,10.784,9.3358,14.2368,23.3858,11.4689333333
609.93,13.9936,36.9531666667,18.6818333333,33.6966666667,10.8550666667,9.41466666667,14.2758666667,23.4024,11.4916
610.26,14.0585333333,37.0337,18.7677666667,33.7583,10.9669333333,9.49153333333,14.3354,23.4964666667,11.5641333333
610.60,14.1122,37.1340333333,18.8048,33.8244333333,11.0183333333,9.55653333333,14.4219,23.5935333333,11.5945333333
610.93,14.1195333333,37.1134333333,18.7935333333,33.8255,11.0465333333,9.59113333333,14.4353666667,23.5974666667,11.6039333333
611.27,14.1176666667,37.1600666667,18.769,33.8807,11.0726666667,9.60266666667,14.4508333334,23.6536666667,11.5773333333
611.60,14.1495333333,37.1301333333,18.7762666667,33.8648333333,11.0998666667,9.61926666667,14.4478666667,23.6695333333,11.5895333333
611.93,14.1321333333,37.2096,18.8259666667,33.9063,11.107,9.6014,14.4650666667,23.6830666667,11.5781333333
612.27,14.0798666667,37.2631666667,18.7830666667,33.9215666667,11.0628666667,9.5484,14.4231,23.6827333333,11.5318666667
612.60,14.0558666667,37.2913333333,18.7926,33.9637666667,11.0818666666,9.52966666667,14.4002666667,23.7111333333,11.5395333333
612.94,14.0779333333,37.2714666667,18.7991,34.0251,11.087,9.55053333333,14.3923666667,23.7501333333,11.5522
613.27,14.0298,37.219,18.7570333333,33.9838333333,11.0728,9.52826666667,14.3585,23.7554666667,11.5404666667
613.61,14.0369333333,37.2883333333,18.7386,34.043,11.0360666667,9.49266666667,14.3219,23.8033333333,11.5234
613.94,14.0765333333,37.286,18.7534333333,34.0405666667,11.0436,9.49646666667,14.3333333333,23.8235333333,11.5595333333
614.28,14.1088,37.3169666667,18.8321,34.1198,11.1026666667,9.53826666667,14.3128333333,23.8315333333,11.6167333333
614.61,14.1559333333,37.4063,18.8689,34.2340666667,11.1363333333,9.52006666667,14.3324666667,23.8782666667,11.6504
614.94,14.1645333333,37.3818,18.8859333333,34.2061333333,11.1366,9.50213333333,14.3173,23.8352666667,11.6448666667
615.28,14.1937333333,37.4666666667,18.9065333333,34.2671333333,11.1227333333,9.4818,14.3343333333,23.8598,11.6628
615.61,14.1483333333,37.4205666667,18.8349,34.229,11.0779333333,9.45313333333,14.2611333333,23.8451333333,11.6501333333
615.95,14.2354666667,37.4621333333,18.8673666667,34.2843333333,11.1436,9.5322,14.3097666667,23.8620666667,11.7210666667
616.28,14.2725333333,37.5174666667,18.8766333333,34.3267,11.1783333333,9.53286666667,14.3456,23.8784666666,11.7687333333
616.61,14.3147333333,37.5841666667,18.9227,34.334,11.2355333333,9.57326666667,14.3632666667,23.8697333333,11.8272666667
616.95,14.3319333333,37.6500333333,18.9537333333,34.3897666667,11.2236666667,9.56213333333,14.377,23.8411333333,11.8357333334
617.28,14.3894666667,37.6855333333,19.0033,34.4424,11.2814666667,9.60613333333,14.4481666667,23.8613333333,11.8907333333
617.62,14.372,37.7641,18.9992,34.5384666667,11.279,9.60626666667,14.4223333333,23.8638,11.8601333333
617.95,14.2932666667,37.7869,18.9432666667,34.5202666667,11.1974666667,9.53326666667,14.3591,23.8286,11.7652666667
618.28,14.3121333333,37.8227333333,18.9705333333,34.5306333333,11.2324,9.59633333333,14.3882666667,23.8657333333,11.8104
618.62,14.3536,37.8763666667,19.0089333333,34.5703,11.2706,9.67633333334,14.4560666667,23.9300666667,11.8776666667
618.95,14.3802666667,37.8865666667,19.0507,34.6073666667,11.3292,9.72026666667,14.5054666667,23.927,11.8979333333
619.28,14.546,38.0543666667,19.2156666667,34.7904,11.4832666667,9.84513333333,14.6674666667,24.0462666667,12.0479333333
619.62,14.5588,38.1204666667,19.2562333333,34.863,11.5195333333,9.87526666667,14.7078,24.1029333333,12.0723333333
619.95,14.5731333334,38.1623,19.2721333333,34.8746666667,11.5261333333,9.918,14.7146666667,24.1092666667,12.0566666667
620.28,14.563,38.1976333333,19.2462333333,34.8868333333,11.4985333333,9.89479999999,14.6861666667,24.1216666667,12.0102
620.62,14.6109333333,38.2607666667,19.2891333333,34.9702333333,11.5526666667,9.93113333333,14.7358333333,24.1846666667,12.0757333333
620.95,14.5836666667,38.2872333333,19.2888666667,34.9830666667,11.5522,9.93879999999,14.7181666667,24.1391333333,12.0492666667
621.28,14.6009333333,38.2913666667,19.3129666667,34.9353666667,11.5780666667,9.94673333334,14.7556666667,24.1169333333,12.0775333333
621.62,14.7128,38.3623666667,19.3901666667,34.9902,11.6788666667,10.022,14.8747666667,24.1846,12.1744
621.95,14.6466,38.3170333333,19.3163,34.9053,11.5967333333,9.92593333335,14.7907666667,24.0909333333,12.0944666667
622.28,14.645,38.2761,19.3061333333,34.9103,11.5686666667,9.88279999999,14.7809666667,24.0681333333,12.0903333333
622.62,14.6502666667,38.3198666667,19.3373333333,34.9265,11.5662,9.89966666667,14.7751666667,24.095,12.0973333333
622.95,14.5063333333,38.1986666667,19.1920666667,34.7553666667,11.4214,9.77513333333,14.6483666667,23.9649333333,11.9638
623.28,14.5009333333,38.0991666667,19.2243333333,34.6449666667,11.4094666667,9.78306666667,14.6552,23.9212,11.9862666667
623.62,14.6004,38.2078666667,19.3178666667,34.7205666667,11.4482,9.8736,14.7416333333,23.9982,12.0604
623.95,14.6911333333,38.2277666667,19.3842666667,34.7613,11.5389333333,9.96399999999,14.8516333333,24.0844666667,12.161
624.28,14.8184,38.2899666667,19.4818666667,34.7886333333,11.6643333333,10.1074666667,14.9457,24.1474,12.2362666667
624.62,14.8714666667,38.3388666667,19.5401666667,34.8407666667,11.6946666667,10.1535333333,15.0031666667,24.2356666667,12.2835333333
624.95,14.9123333333,38.3147333333,19.5792333333,34.8688,11.737,10.2234666667,15.0460666667,24.2686,12.3528
625.28,14.8644,38.2458333333,19.5036666667,34.8031666667,11.6712666667,10.2114,15.0089666667,24.231,12.2942666667
625.61,14.9318666667,38.2875333333,19.5721666667,34.8562333333,11.71,10.278,15.0752333333,24.2532666667,12.3443333333
625.95,14.8941333333,38.3142666667,19.5486333333,34.8647333333,11.6992,10.2798666667,15.0514333333,24.2290666667,12.3240666666
626.28,14.9091333333,38.319,19.5417333333,34.8792333333,11.7344666666,10.3078666667,15.0937,24.2636666667,12.3592
626.61,15.0134666667,38.3999333333,19.6315,34.9773666667,11.8233333334,10.4218666667,15.1813,24.3520666667,12.4325333333
626.94,15.1056,38.4923666667,19.6828,35.0836666667,11.8833333333,10.4928,15.2433,24.3926666667,12.4976666667
627.28,15.0969333333,38.4298333333,19.6491333333,35.0617,11.8794,10.4765333333,15.2255333333,24.3528,12.4970666667
627.61,15.1464,38.5340333333,19.6680666667,35.1419333333,11.899,10.5276666667,15.2504333333,24.4038666667,12.5230666667
627.94,15.1117333333,38.4988333333,19.6553666667,35.1271666667,11.8383333333,10.5084666667,15.2092,24.3739333333,12.5052
628.27,15.1447333333,38.5313666667,19.6635,35.1418666667,11.8771333333,10.5476,15.2484666667,24.3605333333,12.5565333333
628.61,15.2479333333,38.6660666667,19.7214666667,35.2706,11.9483333333,10.6338,15.3500666667,24.4704666667,12.6334666667
628.94,15.3098,38.6923333333,19.7808333333,35.3353666667,12.0028,10.7002666667,15.4174666667,24.4927333333,12.7236
629.27,15.3378,38.7169333333,19.7960333333,35.4036,12.0707333333,10.763,15.4507333333,24.5593333333,12.7683333333
629.60,15.4674,38.8548,19.8905666667,35.5377333333,12.1806666667,10.8453333333,15.5830666667,24.6655333333,12.8793333333
629.94,15.4744,38.9040666667,19.9000666667,35.5697,12.202,10.8851333333,15.5958666667,24.6861333333,12.8953333333
630.27,15.4586,38.8647333333,19.8726333333,35.5611,12.1914666667,10.8896,15.6209,24.6456666667,12.9096666667
630.60,15.391,38.8444666667,19.7949666667,35.5308333333,12.1788666667,10.8346,15.5556333334,24.6463333333,12.8388666667
630.93,15.3732,38.8601333333,19.7896333333,35.5327333333,12.1737333333,10.8132,15.5467333333,24.6575333333,12.8284
631.26,15.2608666667,38.6672,19.7128666667,35.3646,12.128,10.7372,15.4931333333,24.5538666667,12.7763333333
631.60,15.2885333333,38.7438,19.6816333333,35.4086666667,12.1526666667,10.7639333333,15.541,24.6102,12.8444
631.93,15.1836,38.6193,19.5559333333,35.3055333333,12.0458,10.6806666667,15.4452,24.5199333333,12.7351333333
632.26,15.1056,38.5759333333,19.5048,35.2334333333,11.9732666667,10.6052666667,15.3762333333,24.4208666666,12.666
632.59,15.122,38.6126666667,19.5208,35.2032,12.012,10.5962,15.385,24.4356,12.6842
632.92,15.0637333333,38.5680666667,19.4828333333,35.1785,11.9462,10.5403333333,15.3737666667,24.4033333333,12.6670666667
633.26,15.0247333333,38.4859333333,19.4244666667,35.1035666667,11.9058,10.5676,15.3178666667,24.3591333333,12.6519333333
633.59,14.9604666667,38.3886333333,19.3503,35.1008333333,11.8292,10.4701333333,15.2529,24.2683333333,12.5890666667
633.92,14.9816666667,38.4155,19.3767,35.1416,11.8235333333,10.5037333333,15.2576333333,24.3285333333,12.6197333333
634.25,15.0814,38.4455666667,19.4287,35.1840333333,11.8687333333,10.5792,15.354,24.3441333333,12.6967333333
634.58,15.0773333333,38.4645,19.4088,35.2049,11.8602,10.5648,15.3685666667,24.3271333333,12.6933333333
634.91,15.1467333334,38.5695,19.4303666667,35.3215666667,11.848,10.6336,15.3903333333,24.3406,12.7280666666
635.25,15.1140666667,38.5511,19.4534333333,35.3036,11.8233333333,10.5901333333,15.3991,24.3223333333,12.6697333333
635.58,15.2388666667,38.7024,19.5803,35.4490666667,11.8726666667,10.6620666667,15.4834333333,24.4618666667,12.7869333334
635.91,15.1882,38.6396333333,19.5351666667,35.4397333333,11.8675333333,10.6498666667,15.4493666667,24.4427333333,12.7446
636.24,15.1946,38.6388666667,19.5002666667,35.4978666667,11.8494,10.6515333333,15.4072333333,24.481,12.7276
636.57,15.2485333333,38.6496666667,19.4999333333,35.4524333333,11.8649333333,10.6994666667,15.4208333333,24.4576666667,12.7407333333
636.90,15.245,38.6465666667,19.5003333333,35.4533333333,11.8551333333,10.6738666667,15.4409666667,24.4741333333,12.7511333333
637.23,15.3738,38.8271,19.5936333333,35.5845666667,11.9227333333,10.7777333333,15.5452333333,24.5595333333,12.8352666667
637.56,15.3591333333,38.8058333333,19.5534,35.6004333333,11.9092,10.6970666667,15.4867,24.5431333334,12.7508
637.90,15.3157333333,38.8401333333,19.5688666667,35.6468333333,11.9081333333,10.6784,15.4834333333,24.5555333333,12.7292
638.23,15.323,38.8355666667,19.6094666667,35.6597333333,11.9389333333,10.7292,15.4852,24.5921333333,12.727
638.56,15.2794666667,38.7786666667,19.5837333333,35.6105333333,11.943,10.6625333333,15.4785333333,24.5516,12.6592666667
638.89,15.2758,38.7719,19.5645,35.6667333333,11.9546,10.656,15.4621,24.5544,12.672
639.22,15.2372666667,38.6998333333,19.5331333333,35.6344333333,11.9952666667,10.6534,15.4931666667,24.5231333333,12.6538
639.55,15.2566666667,38.7221666667,19.5499,35.6666,11.9681333333,10.6119333333,15.5435,24.5585333333,12.7206666666
639.88,15.267,38.7713,19.5791,35.6466333333,11.9627333333,10.6427333334,15.6223333333,24.56,12.7623333333
640.21,15.2550666667,38.8171333333,19.6655666667,35.7290333333,11.9859333333,10.6067333333,15.6630333333,24.6003333333,12.7780666667
640.54,15.219,38.8255666667,19.6945666667,35.7185666667,11.9530666667,10.5461333333,15.6228666667,24.543,12.7394
640.87,15.1966,38.7536,19.7054,35.6720666667,11.9705333333,10.5547333333,15.6295333333,24.5574,12.7305333333
641.20,15.2049333333,38.841,19.756,35.6956333333,11.9812666667,10.5939333334,15.6989666667,24.5823333333,12.7546
641.53,15.0917333333,38.7054333333,19.6431,35.5700333333,11.8480666667,10.5026,15.5933666666,24.5265333333,12.6928
641.87,15.0596666667,38.6686333333,19.5487666667,35.5272666667,11.7680666667,10.4506666667,15.5514666667,24.46,12.6678666667
642.20,15.0788,38.7557666667,19.6168,35.6185333333,11.7796666667,10.5028666667,15.5902666666,24.498,12.75
642.53,15.0590666667,38.7535666667,19.5778,35.6168666667,11.7484666667,10.5323333333,15.5496,24.4708666667,12.7275333333
642.86,14.9738666667,38.7134,19.4939,35.5364333333,11.6232,10.4313333333,15.4305666667,24.4146,12.6427333333
643.19,14.9502,38.6873333333,19.4956333333,35.5015666667,11.6066,10.4716,15.3866,24.4388666667,12.5949333333
643.52,14.8844666667,38.6576333333,19.4691333333,35.531,11.5946,10.4386,15.3279666667,24.4415333333,12.5806666667
643.85,14.9443333333,38.7293333333,19.4421666667,35.6003333333,11.6103333333,10.5274666667,15.3410666667,24.5374,12.5946666667
644.18,14.9559333333,38.7677666667,19.4531,35.6732,11.6213333333,10.5458,15.3656,24.5908,12.6142666667
644.51,14.9709333333,38.7619666667,19.4512666667,35.6107333333,11.6101333333,10.5108666667,15.3192,24.5792666667,12.6305333333
644.84,14.9712666667,38.7047333333,19.4121,35.5579333333,11.6525333333,10.5343333334,15.3150666667,24.5274,12.6936
645.17,15.062,38.788,19.4874333333,35.6102333333,11.7166666667,10.6475333333,15.3929,24.6049333333,12.7654666667
645.50,15.1358666667,38.8725333333,19.6083333333,35.6919,11.828,10.7267333333,15.4758666667,24.7278,12.8998666667
645.83,15.1928666667,38.8904666667,19.6549666667,35.7574666667,11.8714,10.7690666667,15.5342,24.8176666667,12.9222666667
646.16,15.2694666667,38.9320333333,19.7859,35.8022333333,11.9236,10.8100666667,15.6010333333,24.928,12.9757333333
646.49,15.3373333333,38.9568,19.8396666667,35.8685,12.0103333333,10.8764666667,15.6487333333,24.9396,13.0429333333
646.82,15.3342666667,38.9550333333,19.8273333333,35.8267333333,12.0564,10.8838666667,15.6733,24.8724,13.0462666667
647.15,15.3189333333,38.9228,19.8420333333,35.7979333333,12.0308666667,10.877,15.6806,24.8437333333,13.0175333333
647.48,15.3174,38.8832,19.8753,35.7833333333,12.0686,10.8568,15.6669333333,24.803,13.0544
647.81,15.408,38.9737666667,19.9177666667,35.8096666667,12.1844,10.9766666667,15.7481666667,24.9522,13.1454666667
648.14,15.4228666667,38.9226333333,19.9387333333,35.8095333333,12.224,11.0039333333,15.7883666667,24.9744666667,13.1948
648.47,15.4523333333,38.8828,20.0011666667,35.7747666667,12.2249333333,11.0128,15.7939666667,25.0088,13.1903333333
648.80,15.3331333333,38.8411333333,19.9476333333,35.7207666667,12.1529333334,10.8743333333,15.7072,24.9620666667,13.0547333333
649.13,15.207,38.7661333333,19.8370666667,35.6776666667,12.0441333333,10.7469333333,15.6375,24.8564666667,12.8963333333
649.46,15.076,38.7589666667,19.7485333333,35.5851666667,11.9695333333,10.6082666667,15.523,24.7854666667,12.8324
649.79,15.0943333333,38.7310333333,19.7529666667,35.5411666667,12.029,10.6373333333,15.572,24.7697333333,12.8686
650.11,15.1056,38.8006,19.7813666667,35.5519333333,12.0220666667,10.6541333333,15.6261666667,24.8262,12.8743333333
650.44,15.1720666666,38.9265,19.9080666667,35.6460333333,12.0808666667,10.6967333333,15.7050666667,24.9384666667,12.9521333333
650.77,15.1902,38.8916333333,19.9243333333,35.6562333333,12.0834,10.7227333333,15.6885,24.9323333333,12.9316666667
651.10,15.1124666667,38.8166666667,19.7795,35.5253666667,11.9738,10.6184666667,15.6234333333,24.8579333333,12.8056
