wavelength,Back_SalSimm,Belly_SalSimm,Breast_SalSimm,Crissum_SalSimm,Crown_SalSimm,DorTail_SalSimm,Patch10_SalSimm,Patch11_SalSimm,Patch12_SalSimm,Patch13_SalSimm,Rump_SalSimm,Throat_SalSimm,WingTip_SalSimm
285.96,5.1424,6.04826666667,4.371,4.2934,3.4908,5.72286666666,4.08173333333,4.05926666667,6.05353333333,5.98126666667,5.09086666666,8.64193333334,9.30326666668
286.33,5.2834,6.03533333333,4.43943333333,4.31333333333,3.52733333333,5.75453333333,4.13813333333,4.08213333333,6.10353333333,5.96226666667,5.14213333333,8.797,9.269
286.70,5.22106666667,5.91673333333,4.3256,4.20406666667,3.41846666667,5.61733333333,4.0118,3.99313333333,6.0664,5.84346666667,5.10193333333,8.89453333333,9.07743333333
287.07,5.12753333333,5.8306,4.32903333333,4.19593333333,3.36153333333,5.53033333333,3.8716,3.95346666667,6.01666666667,5.8254,5.07293333333,8.91226666667,8.93863333333
287.44,5.22686666667,5.8106,4.46403333333,4.357,3.42586666667,5.6498,3.95313333333,4.06786666667,6.19773333333,6.01266666667,5.12226666667,9.03959999999,8.98979999999
287.82,5.31686666667,5.971,4.57546666667,4.41853333333,3.4712,5.735,3.997,4.1702,6.36126666667,6.24166666667,5.2112,9.18900000001,9.04756666667
288.19,5.0782,5.79066666667,4.3994,4.27086666667,3.25786666667,5.50213333333,3.75193333333,3.95793333334,6.23586666667,6.13186666667,5.04653333333,8.97446666665,8.84889999999
288.56,5.39226666667,6.09133333333,4.7159,4.546,3.57946666667,5.72506666667,4.06626666667,4.19373333333,6.51093333333,6.50913333333,5.36746666667,9.28486666668,9.06160000001
288.93,5.4262,6.15806666667,4.72116666667,4.50313333333,3.55013333333,5.82953333333,4.08566666667,4.2018,6.4776,6.5078,5.4102,9.48146666665,8.99703333334
289.30,5.8394,6.37053333333,5.10636666667,4.73386666667,3.66093333333,5.98306666667,4.35346666667,4.42526666667,6.71873333333,6.80126666667,5.70126666666,9.87360000001,9.21569999999
289.67,5.93393333333,6.45606666667,5.32906666667,4.8574,3.8132,5.99326666667,4.4344,4.5748,6.74573333333,6.82866666667,5.7432,10.0926666667,9.27983333333
290.04,6.11826666667,6.59686666667,5.52603333333,5.08946666667,4.02506666667,6.08786666667,4.5968,4.78853333333,6.80106666667,6.97133333333,5.93733333333,10.2813333333,9.3827
290.41,6.25186666667,6.78153333333,5.69183333333,5.25726666667,4.21586666667,6.20693333333,4.7508,4.97526666667,6.86066666667,7.23046666667,6.1694,10.4066,9.45953333335
290.78,6.31033333333,6.834,5.7239,5.28473333334,4.1852,6.1286,4.7484,4.98973333333,6.87893333333,7.28213333333,6.11786666667,10.4020666667,9.46566666667
291.15,6.56546666667,7.07326666667,5.91046666667,5.4778,4.40113333333,6.33773333333,5.07853333333,5.25373333333,7.03713333333,7.50673333334,6.3396,10.6430666667,9.6505
291.52,6.5314,7.16953333333,5.9068,5.32633333333,4.3994,6.43986666667,5.0942,5.15813333333,6.952,7.4914,6.35766666667,10.7003333333,9.60223333335
291.89,6.6482,7.32546666667,6.06826666667,5.51613333333,4.5692,6.70513333333,5.30506666667,5.27573333333,7.06846666667,7.62273333333,6.49433333333,10.9515333333,9.69356666667
292.26,7.02326666667,7.72966666667,6.53356666667,5.8606,4.93253333333,7.11053333333,5.67206666667,5.66093333333,7.36733333333,7.99766666667,6.76086666667,11.5881333333,10.0138666667
292.64,6.8612,7.55526666667,6.38323333333,5.62473333333,4.74373333333,6.96413333333,5.43213333333,5.49373333333,7.15313333333,7.81133333333,6.5076,11.5992666667,9.78483333333
293.01,6.83993333333,7.44653333333,6.31723333333,5.51013333333,4.6284,6.7796,5.37053333333,5.37253333333,7.1488,7.8384,6.41226666667,11.6002,9.6563
293.38,6.63053333333,7.44553333333,6.24026666667,5.38426666667,4.61866666667,6.64773333333,5.25886666667,5.2742,7.03533333333,7.85213333333,6.37406666667,11.7127333333,9.53646666666
293.75,6.96686666667,7.8652,6.59503333333,5.81726666667,4.968,6.96113333333,5.61353333333,5.54933333333,7.4556,8.39,6.7818,12.1536666667,9.79619999999
294.12,6.93826666667,7.91046666667,6.59546666667,5.70753333333,4.90406666667,6.9102,5.567,5.47893333333,7.51326666667,8.45366666666,6.7022,12.3554666667,9.72473333334
294.49,6.88846666667,7.9938,6.56866666667,5.59113333333,4.85533333333,6.74053333333,5.456,5.40066666667,7.55193333333,8.48526666667,6.60753333333,12.6014,9.74676666667
294.86,6.70246666667,7.93433333333,6.53133333333,5.52813333333,4.7696,6.71513333333,5.33446666667,5.2682,7.53453333333,8.47566666667,6.54653333333,12.686,9.64953333333
295.23,6.54993333333,7.8846,6.49393333333,5.51586666667,4.73746666667,6.58586666667,5.17393333333,5.22026666667,7.517,8.45999999999,6.48466666667,12.7528,9.53193333333
295.60,6.51253333333,7.9282,6.5086,5.55586666667,4.717,6.3896,5.13633333333,5.24773333334,7.46953333333,8.51640000001,6.49453333333,12.9334666667,9.52476666665
295.97,6.46586666667,7.9212,6.49156666667,5.56133333333,4.7166,6.2648,5.07453333333,5.2896,7.5146,8.557,6.53326666667,13.1133333333,9.51786666668
296.34,6.44193333333,7.95946666667,6.4338,5.499,4.68726666667,6.119,5.0268,5.1988,7.51313333333,8.59020000001,6.59733333333,13.1251333333,9.44326666667
296.71,6.4278,8.02706666667,6.4345,5.57,4.6356,6.08006666667,5.0586,5.26353333333,7.492,8.75373333333,6.674,13.2876666667,9.5195
297.08,6.6058,8.30146666666,6.68263333333,5.8826,4.91613333333,6.32226666667,5.2402,5.54393333333,7.6592,9.06093333333,6.96893333333,13.6458,9.69963333333
297.45,6.7008,8.39339999999,6.7029,6.04226666667,4.97553333334,6.43913333333,5.27853333333,5.7222,7.77473333333,9.20973333334,7.04353333333,13.7827333333,9.74473333335
297.82,6.50806666667,8.24393333333,6.41416666667,5.82453333333,4.74273333334,6.29,5.09233333333,5.57506666667,7.5528,9.05779999999,6.9172,13.7013333333,9.55820000001
298.19,6.49173333333,8.31973333334,6.38596666667,5.892,4.76326666667,6.341,5.12153333333,5.5934,7.5948,9.13860000001,6.99493333333,13.7426666667,9.58766666666
298.56,6.42013333333,8.28953333333,6.3312,5.82946666667,4.67833333333,6.33826666667,5.071,5.50106666667,7.46673333333,9.17426666667,6.97633333334,13.7174,9.5448
298.93,6.44953333333,8.3158,6.29003333333,5.75306666667,4.61833333333,6.2806,4.98833333333,5.5098,7.2858,9.25126666667,6.98573333333,13.8008666667,9.46826666667
299.30,6.49566666667,8.42226666667,6.3252,5.74233333333,4.57946666667,6.27493333333,5.0116,5.52613333333,7.32526666667,9.31659999999,7.00726666667,14.007,9.56790000001
299.67,6.55353333333,8.47706666667,6.4241,5.81113333333,4.59746666667,6.35833333333,4.99113333333,5.52426666667,7.434,9.40406666667,7.10073333333,14.1624,9.58079999999
300.04,6.52066666667,8.51386666667,6.34973333333,5.65546666667,4.46006666667,6.206,4.89173333333,5.38113333333,7.32293333333,9.35653333332,7.0022,14.1437333333,9.41973333332
300.41,6.42166666667,8.50333333333,6.35666666667,5.63166666667,4.35,6.175,4.85333333333,5.3,7.24833333333,9.38999999999,6.975,14.29,9.39583333333
300.78,6.50753333333,8.57640000001,6.42116666667,5.6896,4.45233333333,6.24906666667,4.93326666667,5.28733333333,7.41113333333,9.44746666666,7.02593333334,14.4131333333,9.40710000001
301.15,6.19846666666,8.31219999999,6.08416666667,5.38713333333,3.95453333333,5.85193333333,4.61813333333,4.8944,7.1174,9.2292,6.67706666667,14.1814666667,9.07956666667
301.52,6.13846666667,8.27066666666,6.0921,5.3026,3.89366666667,5.71453333333,4.52206666667,4.84253333333,6.93686666667,9.18553333332,6.5916,14.2841333333,9.0852
301.89,6.3046,8.5758,6.4542,5.56266666667,4.19666666667,5.9102,4.79553333333,5.14126666667,7.1696,9.50953333333,6.77326666667,14.6832,9.36213333333
302.26,6.48253333333,8.73653333334,6.5944,5.6986,4.33853333333,6.0182,4.9382,5.31753333333,7.259,9.70299999999,6.8996,14.9066666667,9.5394
302.63,6.43753333333,8.69353333333,6.59006666667,5.7488,4.344,5.98866666667,4.93006666667,5.3648,7.3248,9.75753333334,6.92086666667,15.1022,9.48526666666
303.00,6.5984,8.89833333334,6.82103333333,5.95913333333,4.5964,6.09766666667,5.2248,5.57506666667,7.52866666667,10.0402,7.09213333333,15.4591333333,9.68563333332
303.37,6.91186666667,9.21953333333,7.11513333333,6.26393333333,4.9034,6.29786666667,5.53346666667,5.8754,7.8642,10.4618,7.465,15.897,9.99826666666
303.74,6.84086666667,9.12579999999,6.90276666667,6.12993333333,4.79806666667,6.0996,5.44966666666,5.79593333333,7.69333333333,10.4810666667,7.38106666666,15.9719333333,9.7898
304.10,6.9238,9.20306666668,6.94996666667,6.22046666667,4.90913333333,6.24933333333,5.57473333333,5.90206666667,7.75133333333,10.7537333333,7.53899999999,16.3015333333,9.98363333335
304.47,7.0924,9.27140000001,7.03286666667,6.4466,5.17326666667,6.36733333333,5.70706666667,6.15986666667,7.895,11.03,7.71639999999,16.6217333333,10.1280666667
304.84,7.02353333333,9.36419999999,7.0209,6.5,5.18833333333,6.30606666667,5.62493333333,6.25353333333,7.7046,11.0942,7.6974,16.7263333333,9.99626666667
305.21,7.15046666667,9.60399999999,7.2066,6.5218,5.35286666666,6.4544,5.76246666667,6.4348,7.83546666667,11.2348666667,7.85166666666,17.0572,10.1385666667
305.58,7.06086666667,9.58573333334,7.07,6.4814,5.21153333334,6.376,5.7276,6.36686666667,7.84373333333,11.3188666667,7.83113333333,17.0698666667,9.91546666667
305.95,6.9212,9.42959999999,6.84516666667,6.33693333333,5.03173333333,6.12293333333,5.51673333333,6.1924,7.60053333333,11.2002,7.70300000001,17.0722666666,9.61273333333
306.32,6.76913333333,9.20940000001,6.62906666667,6.12626666667,4.82,5.9046,5.375,6.0016,7.3848,11.1312,7.52786666667,17.0009333333,9.29463333335
306.69,7.014,9.39766666667,6.86233333333,6.25733333333,4.9574,6.04146666667,5.5168,6.153,7.55486666667,11.3737333333,7.71966666667,17.3018666667,9.43696666667
307.06,6.87626666667,9.19446666667,6.6402,6.1946,4.79486666667,5.80466666667,5.33273333333,5.93773333333,7.45233333333,11.2593333333,7.62899999999,17.31,9.25270000001
307.43,6.69393333333,9.06013333335,6.54273333333,6.0592,4.6438,5.69753333334,5.2188,5.80426666667,7.22153333333,11.2346,7.46386666667,17.4566,8.93346666667
307.80,6.66846666667,9.19960000001,6.7014,6.13173333333,4.61666666667,5.7308,5.23513333333,5.86633333333,7.26186666667,11.3352,7.47413333334,17.6632,8.9689
308.17,6.6056,9.22893333334,6.83866666667,6.14793333333,4.70346666667,5.66073333333,5.16113333333,5.85973333333,7.257,11.3736,7.53139999999,17.8693333333,8.88466666667
308.54,6.58173333334,9.34560000001,6.90513333333,6.06573333333,4.64813333333,5.52746666667,5.10306666666,5.7788,7.1726,11.3878666667,7.55286666667,17.8626,8.74119999999
308.90,6.70433333333,9.36619999999,7.01026666667,6.0188,4.67406666667,5.58086666667,5.17093333333,5.78426666667,7.32593333333,11.4866,7.65553333334,18.0598666667,8.85703333333
309.27,6.6316,9.30599999999,6.91533333333,5.9218,4.63253333333,5.4898,5.0166,5.72166666667,7.13026666667,11.3926666667,7.51960000001,18.0688666667,8.77563333334
309.64,6.81153333333,9.56246666667,7.12633333333,6.03373333333,4.83206666667,5.6316,5.18946666667,5.86726666667,7.2982,11.5574666667,7.70486666667,18.4874,8.96796666666
310.01,6.80213333333,9.54806666665,7.15653333333,5.94293333333,4.7562,5.67493333333,5.20566666667,5.87146666667,7.36513333333,11.7072666667,7.74473333333,18.6330666667,8.94273333334
310.38,6.90946666667,9.77106666666,7.3952,6.12293333333,4.8782,5.806,5.25473333333,6.02833333334,7.48386666667,11.8502666667,7.90693333333,18.9474,9.06869999999
310.75,6.77426666667,9.72986666666,7.16526666667,6.12946666667,4.73533333333,5.57213333333,5.07766666667,5.87733333333,7.2928,11.7988666667,7.76566666666,18.9326,8.87386666667
311.12,7.0444,10.0906,7.41083333333,6.35813333333,4.92913333333,5.76526666667,5.27153333333,6.15446666667,7.48026666667,12.1236,7.98366666667,19.3038,9.09386666666
311.49,7.17953333334,10.1968666667,7.45293333333,6.40533333333,4.91986666667,5.84173333333,5.26833333333,6.1918,7.53646666667,12.2007333334,8.05653333334,19.4082666667,9.19136666667
311.85,7.2884,10.2402,7.54696666667,6.40393333333,4.96833333333,5.92633333333,5.3242,6.23993333333,7.62046666667,12.3881333333,8.14199999999,19.6298666667,9.26323333333
312.22,7.60033333333,10.5096666667,7.77303333333,6.6438,5.10773333333,6.21133333333,5.54033333333,6.52806666667,7.89286666666,12.6908666667,8.27413333333,19.9286666666,9.45979999999
312.59,7.7136,10.4981333333,7.74053333333,6.6812,5.0772,6.29686666667,5.56873333333,6.60726666667,7.98926666667,12.8155333333,8.24006666667,20.2118666667,9.49953333332
312.96,7.59926666667,10.4387333333,7.6624,6.55833333333,4.9276,6.13073333333,5.4876,6.52106666667,7.87853333333,12.8566,8.17246666666,20.2525333333,9.35776666666
313.33,7.82366666667,10.5784666667,7.89433333333,6.78973333333,5.04906666667,6.24086666667,5.76053333333,6.6606,8.10026666667,13.2800666667,8.45306666667,20.6476,9.44563333333
313.70,7.71086666667,10.3691333333,7.8062,6.71813333333,4.87006666667,6.06566666667,5.66766666667,6.49173333333,7.9764,13.2959333333,8.34466666667,20.6243333333,9.21246666665
314.07,7.87586666667,10.4382666667,7.9366,6.80746666667,4.93606666667,6.02693333333,5.675,6.46666666667,8.0118,13.3205333333,8.3844,20.8604666667,9.2034
314.43,7.98533333333,10.5501333333,7.99506666667,6.89493333333,5.06726666667,6.0394,5.78006666667,6.48593333333,8.11986666667,13.5698,8.46473333333,21.2758,9.22576666667
314.80,8.09946666667,10.7431333333,8.23623333333,6.95233333333,5.23893333333,6.2284,5.99146666667,6.65326666667,8.33126666667,13.8624,8.69913333334,21.6444666667,9.31883333332
315.17,7.9124,10.5998,8.16663333333,6.78173333333,5.19593333333,6.1752,5.90386666667,6.5448,8.3196,13.823,8.63233333334,21.6494666667,9.13053333333
315.54,8.014,10.6596666667,8.1797,6.86453333333,5.31053333333,6.17073333333,5.9326,6.54226666667,8.37833333333,14.0149333333,8.7026,21.8625333333,9.10393333333
315.91,8.06726666667,10.7520666667,8.2238,6.99553333333,5.36466666667,6.07026666667,5.91186666667,6.54526666666,8.4034,14.0618,8.70066666666,21.9726,9.12836666666
316.28,7.96733333333,10.707,8.19716666667,6.96713333333,5.2474,5.82533333333,5.8094,6.3608,8.31386666667,13.966,8.6762,21.9352666667,8.9811
316.64,8.11106666667,10.9218666667,8.38443333333,7.16886666667,5.37666666667,5.9392,5.97993333333,6.43786666667,8.41273333333,14.1388666667,8.83693333332,22.1487333333,9.10196666668
317.01,8.3172,11.2052666667,8.6489,7.3408,5.55786666667,6.15346666667,6.1606,6.56293333333,8.62306666667,14.3936666667,9.07,22.6217333333,9.30886666667
317.38,8.11626666667,11.1356666667,8.54583333333,7.1636,5.416,6.044,5.91846666667,6.3994,8.52886666667,14.2052666667,8.88053333333,22.5941333333,9.14506666667
317.75,8.19926666667,11.2677333333,8.65353333333,7.22686666667,5.49913333333,6.1084,5.9238,6.5202,8.49553333333,14.3797333333,8.95446666667,22.8481333334,9.26273333333
318.12,8.16586666666,11.4020666667,8.70503333333,7.37453333333,5.5178,6.1784,5.87526666667,6.61573333333,8.4472,14.5839333333,8.97913333335,23.0039333333,9.3529
318.49,8.19673333333,11.3278666667,8.73583333333,7.35333333333,5.40073333333,6.16926666666,5.79233333333,6.63753333333,8.4098,14.6193333333,8.94893333334,23.0019333333,9.34236666668
318.85,8.31773333333,11.2716,8.74563333333,7.3454,5.48793333334,6.1466,5.80186666667,6.747,8.4218,14.7108666667,8.96733333335,23.1034666667,9.4499
319.22,8.28393333333,11.2751333333,8.76076666667,7.29906666667,5.32033333333,6.049,5.71686666667,6.591,8.24346666667,14.7569333333,8.88886666667,23.2163333333,9.38766666665
319.59,8.07026666667,11.1704666667,8.82683333334,7.09926666667,5.1778,5.9502,5.6196,6.572,8.13333333333,14.6646,8.76640000001,23.1374666666,9.25363333333
319.96,7.98093333333,11.1243333333,8.80453333333,7.07853333333,5.16146666667,5.93073333333,5.7082,6.6686,8.14,14.728,8.78026666667,23.2537333333,9.26153333334
320.32,7.64966666666,10.8248666667,8.46233333333,6.68926666667,4.90593333333,5.68546666667,5.47273333333,6.47086666667,7.8042,14.6440666667,8.48960000001,23.1242666667,8.97816666666
320.69,7.62193333333,10.8938666667,8.53013333333,6.6234,4.97126666667,5.74726666667,5.43186666667,6.47986666667,7.83533333333,14.838,8.55659999999,23.2721333333,9.05126666667
321.06,7.67486666667,10.9086,8.5825,6.66846666667,5.02453333333,5.72046666666,5.48346666667,6.56886666667,7.83673333333,14.9698,8.638,23.3615333333,9.01420000001
321.43,7.68886666667,10.883,8.52686666667,6.67593333333,5.09573333333,5.62753333333,5.46986666667,6.55013333333,7.74893333334,15.1916,8.59826666667,23.5305333333,8.98906666665
321.80,7.77773333333,10.972,8.6459,6.71853333333,5.2588,5.72233333333,5.59446666667,6.60926666666,7.8706,15.3404666667,8.68859999999,23.7673333333,8.98896666667
322.16,7.75266666667,10.8728,8.64183333333,6.62986666667,5.24253333333,5.6396,5.6028,6.52153333333,7.80233333333,15.3840666667,8.65126666666,23.8350666667,8.8276
322.53,7.78293333333,11.1335333333,8.7002,6.7826,5.4256,5.76953333333,5.72953333333,6.598,7.9422,15.6109333333,8.80326666667,24.0290666667,8.9045
322.90,7.89926666667,11.3274666667,8.87653333333,7.016,5.496,5.98926666667,5.90933333333,6.74833333333,8.10166666667,15.8074666667,8.95273333333,24.3256,8.97406666667
323.27,8.07126666667,11.4388666667,9.03656666667,7.22886666667,5.6628,6.15273333334,6.08886666667,6.99153333334,8.29986666667,15.9773333333,9.14060000001,24.4818,9.13870000001
323.63,8.15139999999,11.4678666667,9.12096666667,7.3394,5.719,6.11973333334,6.19033333333,7.0426,8.39786666667,16.2608,9.26346666665,24.7442666667,9.14020000001
324.00,8.26006666666,11.5413333333,9.15366666667,7.39106666667,5.81546666667,6.2058,6.2174,7.09466666667,8.39853333333,16.4128,9.45653333334,24.8729333333,9.13173333334
324.37,8.3966,11.7505333333,9.3167,7.5544,5.91,6.29233333333,6.35226666667,7.1674,8.444,16.5388,9.64306666666,25.1690666667,9.2725
324.74,8.45813333334,11.7262,9.30033333333,7.51333333333,5.93073333333,6.21646666667,6.42086666667,7.24746666667,8.41193333333,16.5814666667,9.69506666667,25.3192,9.18339999999
325.10,8.53980000001,11.7554,9.33916666667,7.61533333333,5.98806666667,6.23853333333,6.428,7.2468,8.4222,16.6561333333,9.62859999999,25.402,9.16116666667
325.47,8.60613333333,11.8472,9.42323333333,7.714,6.0158,6.31366666667,6.4588,7.35813333333,8.53206666667,16.7195333333,9.73773333334,25.5553333333,9.26120000001
325.84,8.4498,11.7131333333,9.2726,7.56973333333,5.83353333333,6.1638,6.288,7.17526666667,8.3884,16.6352666667,9.58559999999,25.5008666667,9.15426666667
326.21,8.59513333333,11.9404666667,9.43713333334,7.70406666667,5.98646666667,6.24506666667,6.39393333333,7.28506666667,8.57826666666,16.8838666666,9.75886666668,25.7528666666,9.34513333335
326.57,8.45826666666,11.8264666667,9.34716666666,7.5044,5.80513333333,6.04513333333,6.23233333334,7.16793333333,8.362,16.7784,9.567,25.738,9.16699999999
326.94,8.12753333333,11.6045333333,9.0407,7.14946666667,5.46813333333,5.736,5.8504,6.76426666667,7.96433333333,16.5704,9.27713333333,25.5587333333,8.83779999999
327.31,7.8132,11.4106,8.68543333333,6.78726666667,5.2008,5.3928,5.51753333333,6.46906666667,7.579,16.3408666667,8.9944,25.5412,8.4851
327.67,7.59686666667,11.2818,8.3607,6.56833333333,4.94453333333,5.18786666667,5.2442,6.2082,7.18173333333,16.0701333333,8.70560000001,25.4734666667,8.26226666667
328.04,7.4116,11.1338666667,8.21926666667,6.37886666667,4.68953333333,5.0086,5.04126666667,5.99286666667,6.94306666667,15.9714,8.46860000001,25.5426666667,8.04356666667
328.41,7.27926666667,10.8988,8.05253333333,6.2328,4.59093333333,4.8014,4.86346666667,5.8262,6.795,15.9062666667,8.32726666667,25.5324666667,7.79323333333
328.78,6.95166666666,10.7504,7.7888,5.97713333333,4.31293333333,4.54086666667,4.61233333333,5.568,6.525,15.709,8.13193333334,25.435,7.47243333333
329.14,6.79833333333,10.7710666667,7.73703333333,5.88153333333,4.27453333333,4.4784,4.52266666667,5.49853333333,6.46573333333,15.733,8.17186666667,25.4616666667,7.3838
329.51,6.78786666667,10.8516,7.72703333333,5.86893333333,4.2914,4.47386666667,4.58313333333,5.56513333333,6.4346,15.8494,8.28626666667,25.5066666667,7.31016666667
329.88,7.02666666667,11.1642,7.9605,6.11853333333,4.49473333333,4.67673333333,4.78986666667,5.88493333333,6.68173333333,16.147,8.59906666667,25.8306666667,7.4402
330.24,6.7942,10.9793333333,7.67646666667,5.82873333333,4.2016,4.41913333333,4.57413333333,5.69646666667,6.437,15.9488666667,8.36360000001,25.7786,7.14503333333
330.61,6.7578,10.9492666667,7.62646666667,5.81,4.13646666667,4.3496,4.53073333333,5.6626,6.37446666667,15.9575333333,8.3918,25.8648666667,7.0782
330.98,7.10586666667,11.2429333333,8.0333,6.1368,4.49173333333,4.5882,4.8708,6.03726666667,6.801,16.2946,8.71326666667,26.2500666667,7.37916666667
331.34,7.46566666667,11.5217333333,8.51696666667,6.47086666667,4.7864,4.92833333333,5.16726666667,6.26646666667,7.0878,16.6412666667,9.02640000001,26.5486666667,7.68586666667
331.71,7.69646666667,11.7375333333,8.82743333333,6.75833333333,5.0724,5.15373333333,5.3916,6.39333333333,7.43946666667,17.0093333333,9.25686666667,26.85,7.86063333333
332.08,7.8688,12.0626,9.1053,7.05873333333,5.32026666667,5.34933333333,5.58993333333,6.57926666667,7.7174,17.3581333333,9.52413333334,27.1532666667,8.1136
332.44,8.07893333333,12.4034,9.4087,7.30106666667,5.52713333333,5.59013333333,5.79853333333,6.89053333333,7.9082,17.5960666667,9.78553333335,27.3884666667,8.35376666667
332.81,8.19566666666,12.4682,9.53846666667,7.39726666667,5.57513333333,5.72366666667,5.84973333333,7.01766666667,7.94506666667,17.7828666667,9.84633333333,27.5485333333,8.48793333333
333.18,8.24619999999,12.4590666667,9.47959999999,7.34673333333,5.5166,5.7264,5.85933333333,7.0444,7.92033333333,17.9194666667,9.85946666665,27.7172666667,8.51693333333
333.54,8.49173333333,12.6672,9.71453333334,7.5242,5.779,5.93713333333,6.0582,7.19373333333,8.18333333333,18.1862666667,10.0303333333,27.9328666667,8.69259999999
333.91,8.40000000001,12.5516,9.65803333333,7.3804,5.71233333334,5.77333333333,5.91753333333,7.05546666667,8.0616,18.1866,9.91160000001,27.9647333333,8.60533333333
334.28,8.44553333334,12.6595333333,9.7704,7.449,5.85233333333,5.87366666667,6.01833333333,7.1168,8.08786666667,18.3229333333,9.99273333334,28.0717333333,8.62093333333
334.64,8.55106666666,12.7922666667,9.95306666667,7.58786666667,6.02413333333,6.02133333333,6.16786666667,7.2354,8.25806666667,18.5708,10.1649333333,28.2423333333,8.75293333333
335.01,8.47466666667,12.7528,9.85446666667,7.462,5.866,5.9172,6.05986666667,7.0938,8.13426666667,18.5926666667,10.0719333333,28.3714,8.6144
335.38,8.367,12.7328,9.73086666666,7.37966666667,5.82813333333,5.80633333333,6.0456,7.13006666667,8.1224,18.614,10.0104,28.4678666667,8.53866666666
335.74,8.36193333333,12.8348,9.72143333335,7.3368,5.8476,5.79686666667,6.11973333334,7.26946666667,8.13813333333,18.6304,10.0750666667,28.558,8.54563333334
336.11,8.39133333333,12.8082,9.6498,7.27193333333,5.8044,5.758,6.13406666667,7.28206666667,8.04673333333,18.6550666667,10.0557333333,28.5290666667,8.48026666667
336.47,8.45886666666,12.7497333333,9.57806666667,7.23073333333,5.79793333333,5.78553333333,6.08786666667,7.21933333333,8.03866666667,18.7135333333,9.9832,28.5840666667,8.42969999999
336.84,8.3142,12.6508666667,9.43766666667,7.1154,5.71866666667,5.629,5.89073333333,7.038,7.93933333333,18.6204,9.84873333334,28.5699333333,8.24916666667
337.21,8.14913333334,12.541,9.31416666667,7.0406,5.5516,5.48,5.73313333333,6.89793333333,7.78893333333,18.4480666667,9.67073333333,28.5203333333,8.03236666667
337.57,7.96406666667,12.3114,9.11766666667,6.81226666667,5.2392,5.23326666667,5.48813333333,6.66666666667,7.52826666667,18.2426,9.46046666667,28.6231333333,7.76443333333
337.94,8.06606666667,12.4502,9.18446666667,6.95393333333,5.23346666667,5.28893333333,5.55926666667,6.74146666667,7.64406666667,18.3712,9.59820000001,28.8166,7.80916666667
338.31,8.18026666667,12.5008,9.24383333333,7.05886666667,5.24466666667,5.32993333333,5.608,6.78933333333,7.79153333333,18.4539333333,9.69486666667,28.9346,7.83986666667
338.67,8.19073333334,12.5257333334,9.18763333334,7.0966,5.21206666667,5.30306666667,5.57026666667,6.7686,7.7762,18.4554666667,9.74113333333,29.0533333333,7.74146666667
339.04,8.25040000001,12.5944666667,9.2683,7.15566666667,5.3686,5.4434,5.685,6.91293333333,7.8756,18.5388666667,9.86860000001,29.1486666667,7.8017
339.40,8.33039999999,12.7234666667,9.36286666667,7.2504,5.44353333333,5.5476,5.72066666667,6.939,7.9836,18.6808,9.97153333333,29.3001333333,7.83486666667
339.77,8.36060000001,12.7253333333,9.41966666666,7.2876,5.46846666667,5.59013333333,5.69033333333,6.92746666667,7.97706666667,18.7663333333,10.0217333333,29.4138,7.90383333333
340.14,8.44759999999,12.7896666667,9.47966666667,7.32173333333,5.56766666667,5.59806666667,5.693,6.95373333333,8.05966666666,18.7746,10.1066666667,29.5758,7.9022
340.50,8.35606666667,12.8489333333,9.45686666666,7.36866666667,5.5246,5.5314,5.68166666667,6.9146,8.06506666667,18.8438,10.1804666667,29.6600666667,7.85556666667
340.87,8.58479999999,13.0273333333,9.65023333334,7.58386666667,5.71513333333,5.64613333333,5.83706666667,7.036,8.3284,19.069,10.4142666667,29.9216,8.02093333333
341.23,8.85946666666,13.2485333334,9.88779999999,7.7848,5.95393333333,5.7948,5.9874,7.20746666667,8.57786666667,19.3252666667,10.61,30.3476666667,8.24146666667
341.60,8.785,13.2741333333,9.87203333333,7.827,5.96353333333,5.7282,5.93393333333,7.17053333333,8.5448,19.4424666667,10.6337333333,30.4301333333,8.243
341.96,8.69093333333,13.2536,9.89843333332,7.7292,6.01586666667,5.70046666667,5.89126666667,7.12773333334,8.45433333333,19.3794666667,10.5874666667,30.3518,8.2187
342.33,8.73653333333,13.289,9.9846,7.78673333333,6.10106666667,5.7136,5.9638,7.21893333333,8.46873333333,19.5374,10.6437333333,30.5628,8.34856666666
342.70,8.69180000001,13.2402666667,9.94563333334,7.68406666667,6.06993333334,5.62186666667,5.888,7.141,8.41566666667,19.6254666667,10.5712666667,30.6622,8.3205
343.06,8.66373333334,13.2545333333,9.94016666665,7.68633333333,6.00213333333,5.51886666667,5.82073333333,7.05513333333,8.33566666667,19.7096666667,10.5356,30.7677333333,8.28126666667
343.43,8.74806666667,13.3034666667,10.0265333333,7.72913333333,6.0566,5.55306666667,5.87246666667,7.14893333333,8.39346666667,19.8636666667,10.641,30.8986,8.32923333333
343.79,8.70753333334,13.2903333333,9.95596666667,7.63426666667,6.0072,5.4928,5.79246666667,7.08386666667,8.3512,19.8123333333,10.5722666667,30.9298666667,8.23116666667
344.16,8.66146666667,13.2868666667,9.94950000001,7.60773333333,5.94186666666,5.48686666667,5.76093333333,7.00693333333,8.34793333333,19.8262666667,10.498,30.9787333333,8.2281
