wavelength,Back_SalSimm,Belly_SalSimm,Breast_SalSimm,Crissum_SalSimm,Crown_SalSimm,DorTail_SalSimm,Patch10_SalSimm,Patch11_SalSimm,Patch12_SalSimm,Patch13_SalSimm,Rump_SalSimm,Throat_SalSimm,WingTip_SalSimm
575.55,16.493,39.5362,26.1777,30.1346,9.00306666667,8.92426666667,10.3786,11.3635333333,12.2349333333,38.457,19.4138666667,57.7874666667,11.7463333333
575.89,16.4557333333,39.5844666667,26.1649666667,30.16,8.9544,8.88106666667,10.3331333333,11.3193333333,12.1955333333,38.4355333333,19.3958666667,57.8446666667,11.7196333333
576.22,16.4412666667,39.5841333333,26.1508,30.179,8.958,8.87953333333,10.3137333334,11.3267333333,12.1839333333,38.42,19.3861333333,57.8138,11.7238
576.56,16.3752,39.5618666666,26.1023,30.1593333333,8.9042,8.84773333334,10.2703333333,11.2941333333,12.1422666667,38.3659333333,19.3086666667,57.7486666667,11.6864666667
576.90,16.3806,39.529,26.1101,30.1535333333,8.92886666667,8.8688,10.3030666667,11.296,12.1735333333,38.3146,19.2953333333,57.6829333333,11.7043
577.24,16.3803333333,39.5880666667,26.1307333333,30.1738,8.94053333333,8.88613333333,10.2976666667,11.3134,12.1587333333,38.3116,19.3016,57.7074,11.7216333333
577.58,16.4003333333,39.6787333333,26.1700666667,30.2551333333,8.99286666666,8.94506666667,10.3374666667,11.3673333333,12.2142,38.3221333333,19.3256666666,57.7439333333,11.7746
577.92,16.3856666667,39.7259333333,26.1563666667,30.2916,8.96866666667,8.90246666667,10.292,11.3346,12.1886,38.3321333333,19.3003333333,57.8052666667,11.7483333333
578.26,16.4011333333,39.7908666667,26.1905,30.3618666667,9.00806666667,8.895,10.3147333333,11.3584666667,12.2284666667,38.3728,19.3142,57.8581333333,11.7649666667
578.60,16.4552666667,39.8897333333,26.2579666667,30.4624,9.02920000001,8.93013333333,10.3438,11.3913333333,12.2497333333,38.4443333334,19.3508,57.9746,11.8135
578.94,16.5050666667,40.0126,26.3342,30.5258,9.07133333334,8.9852,10.3864,11.4362666667,12.3224,38.4864,19.3928,58.0962,11.8518666667
579.28,16.4969333333,40.023,26.3196666667,30.5211333333,9.0508,8.94366666667,10.3474666667,11.4211333333,12.3366,38.4992,19.4192666667,58.1412666667,11.838
579.61,16.5449333333,40.0750666667,26.3798333333,30.5749333333,9.09673333334,8.96426666666,10.4103333333,11.4704666667,12.3884,38.5488666667,19.4464,58.1663333333,11.8721
579.95,16.5695333333,40.1568666667,26.4363333333,30.6164666667,9.12626666667,8.99306666667,10.4248,11.4866,12.4278,38.5768666667,19.4714666667,58.2072666667,11.9018
580.29,16.5974,40.2452,26.5046666667,30.6853333333,9.13559999999,9.02726666667,10.4401333334,11.5163333333,12.4265333333,38.6356,19.534,58.2532666667,11.9268
580.63,16.5723333333,40.3116666667,26.5045,30.7398,9.07653333333,8.99646666666,10.3922,11.4661333333,12.3842,38.6607333333,19.5154,58.3013333333,11.8826333333
580.97,16.5484666667,40.3386,26.5243,30.7978,9.04120000001,8.98493333333,10.3775333333,11.4376,12.3792,38.6588666667,19.5099333333,58.3286,11.8527
581.31,16.5466,40.3236,26.5290333333,30.8089333333,9.01580000001,8.96333333333,10.3697333333,11.4119333333,12.3564,38.6386,19.4984,58.3211333333,11.8491666667
581.65,16.6084666667,40.3696,26.5955333333,30.8982,9.06993333333,9.05126666667,10.4448,11.4844,12.3984,38.6685333334,19.573,58.3368,11.9287
581.98,16.5477333333,40.2898666667,26.5532,30.8352,9.00386666666,9.01493333333,10.4063333333,11.4232,12.3349333333,38.5489333333,19.4874666667,58.1836,11.894
582.32,16.4967333333,40.2189333333,26.4749,30.802,8.9538,8.97126666666,10.3728,11.3666,12.2751333333,38.4718,19.4520666667,58.0765333333,11.8520333333
582.66,16.5218,40.1902,26.4868,30.8506666667,8.96353333333,8.98546666667,10.3922,11.4,12.2916666667,38.4767333333,19.4676,58.0444,11.8774333333
583.00,16.5472666667,40.2502666667,26.5312333333,30.8916,9.00553333333,9.0328,10.4381333333,11.4232,12.3104666667,38.4838666666,19.4867333333,58.0386666667,11.9163
583.34,16.5175333333,40.2100666667,26.506,30.9001333333,8.98406666667,9.05593333333,10.4158,11.3972666667,12.2751333333,38.4266,19.4536,57.9796666667,11.8845333334
583.68,16.5406,40.2426666666,26.5427666667,30.9348,8.98066666666,9.07973333333,10.4518666667,11.4085333333,12.2878,38.445,19.4585333333,58.0196666667,11.9001666667
584.01,16.6124666667,40.2756,26.5787333333,31.0031333333,9.03826666666,9.1114,10.5234,11.4473333333,12.3608666667,38.4680666667,19.4852666667,58.0518666667,11.9644666667
584.35,16.6881333333,40.318,26.6677666667,31.1022666667,9.13600000001,9.21466666667,10.5962,11.5259333333,12.4270666667,38.5047333333,19.5567333333,58.0905333333,12.0581
584.69,16.7228,40.2912666667,26.6505333333,31.119,9.16186666666,9.24119999999,10.6255333333,11.5368,12.4736,38.5019333333,19.5501333333,57.9888666667,12.0983333333
585.03,16.7698666667,40.3501333333,26.6971333333,31.2008666667,9.20466666667,9.29859999999,10.6562666667,11.6069333333,12.5351333333,38.5759333333,19.6078,57.9754666667,12.1487333333
585.37,16.7275333333,40.3272666667,26.6636666667,31.1676666667,9.19613333333,9.27626666666,10.623,11.5463333333,12.5381333333,38.5426,19.5752666667,57.9203333333,12.1213666667
585.70,16.8156,40.4908,26.7674666667,31.2872666667,9.267,9.35546666667,10.7122,11.6354,12.6498666667,38.6703333333,19.6737333333,58.0917333333,12.2097666667
586.04,16.8466666667,40.5414666667,26.8139,31.3394666667,9.28546666667,9.37573333333,10.7286,11.6555333333,12.6634,38.7185333333,19.6956,58.1231333333,12.2419
586.38,16.8306666667,40.612,26.8355,31.41,9.29820000001,9.40673333335,10.7456,11.634,12.6596,38.7196666667,19.6966666667,58.1320666666,12.2321333333
586.72,16.8540666667,40.5917333334,26.8194666667,31.4460666667,9.27720000001,9.39513333333,10.7562,11.643,12.6938666667,38.679,19.6826,58.0472666667,12.2327666667
587.06,16.8334,40.618,26.8080666667,31.4792666667,9.23126666666,9.36713333333,10.7260666667,11.615,12.685,38.6930666667,19.6618666667,58.0304666667,12.2123
587.39,16.8348666667,40.6732666667,26.8387333333,31.5467333333,9.23833333333,9.383,10.7361333333,11.6393333333,12.7074,38.7505333334,19.6893333333,58.1054,12.2079666667
587.73,16.8618,40.7438,26.8694666667,31.6069333333,9.26366666667,9.42253333333,10.7663333333,11.6638666667,12.7553333334,38.7804666667,19.7234666667,58.1148666667,12.2422333333
588.07,16.8370666667,40.7576,26.8444333333,31.6162,9.20060000001,9.38200000001,10.7403333333,11.6442666667,12.7738,38.7885333334,19.7104666667,58.1362666666,12.2296666667
588.41,16.8304666667,40.8339333333,26.8767,31.672,9.185,9.35933333333,10.7162666667,11.6471333333,12.7512,38.8091333333,19.713,58.2299333333,12.2239666667
588.74,16.7850666667,40.8055333333,26.8493666667,31.6446666667,9.14226666667,9.31186666667,10.6586666667,11.5902,12.6716666667,38.7375333333,19.6520666667,58.2329333333,12.1513
589.08,16.8026666667,40.8797333333,26.8993,31.7031333333,9.13973333333,9.34520000001,10.7064666667,11.6272666667,12.6957333333,38.7956666667,19.6822,58.3132,12.2103333333
589.42,16.7958666667,40.862,26.8951333333,31.7554666667,9.14259999999,9.36013333333,10.6994666667,11.6157333333,12.6691333333,38.7919333333,19.6907333333,58.2842,12.2103
589.76,16.8161333333,40.9250666667,26.9421,31.8041333333,9.15706666667,9.3774,10.7276,11.6422,12.723,38.8116666667,19.7120666667,58.2865333334,12.2406
590.09,16.8825333333,40.9854666667,27.0088,31.8770666667,9.19746666667,9.39540000001,10.7828,11.6985333333,12.7736,38.8602666667,19.7752666667,58.375,12.3107333333
590.43,16.8489333333,40.9782,27.0020333333,31.8980666667,9.18566666666,9.3824,10.7569333333,11.7097333333,12.7384666667,38.8558666667,19.7309333333,58.3903333333,12.2989
590.77,16.8789333333,41.0128666667,27.045,31.9348,9.22546666667,9.38406666665,10.7977333333,11.7265333333,12.7535333333,38.8894,19.7646666667,58.4448,12.3296333333
591.11,16.8826666667,41.0346666667,27.0383666667,31.9493333333,9.20446666666,9.38113333334,10.7755333333,11.6918666667,12.7360666667,38.8523333333,19.7501333333,58.3936666667,12.3419
591.44,16.8858,41.0564,27.0450333333,31.9871333333,9.22339999999,9.41033333333,10.753,11.7012,12.7416,38.8494666667,19.7479333333,58.3845333333,12.3447333333
591.78,16.9286,41.1078666667,27.0992333333,32.0239333333,9.28660000001,9.45666666667,10.8016666667,11.7406,12.7830666667,38.8921333333,19.7852666667,58.3621333333,12.3836333333
592.12,16.9857333333,41.1778,27.1634666667,32.0817333333,9.36366666667,9.53379999999,10.8735333333,11.8022666667,12.8172666667,38.9572666666,19.8338,58.4406,12.4258666667
592.46,17.0657333333,41.2374,27.2265666667,32.1670666667,9.42666666666,9.59540000001,10.9754666667,11.8596666667,12.9072666667,39.0045333333,19.8997333333,58.4196,12.525
592.79,17.072,41.2818,27.2350333333,32.1895333333,9.4096,9.58186666666,10.938,11.8594,12.8648,39.0007333333,19.8983333333,58.4008,12.5073
593.13,17.0134666667,41.2616666667,27.1742666667,32.1599333333,9.36273333333,9.52100000001,10.9045333333,11.8294666667,12.8230666667,38.9386,19.8619333333,58.3292666666,12.4632333333
593.47,16.9463333333,41.1874666667,27.0968333333,32.1382666667,9.31766666667,9.4772,10.8666,11.7824,12.7480666667,38.8754,19.7931333333,58.269,12.4107333333
593.80,16.8841333333,41.1073333333,27.0293,32.0492,9.26586666667,9.4218,10.7968666667,11.748,12.6832,38.838,19.7244666667,58.1888666666,12.3581333333
594.14,16.9074666667,41.1482666667,27.0709666667,32.0821333333,9.2902,9.48580000001,10.8462666667,11.7409333333,12.7126,38.8613333333,19.7679333333,58.1969333333,12.4069333333
594.48,16.9694,41.2296,27.1312666667,32.1755333333,9.35493333333,9.56333333333,10.9213333333,11.8251333333,12.8231333333,38.9322666667,19.8205333333,58.2438,12.4981666667
594.81,17.0117333333,41.3132666667,27.1872,32.263,9.4198,9.61819999999,10.9949333333,11.9076666667,12.8888666667,39.0137333333,19.8921333333,58.3180666667,12.5851333333
595.15,16.9494,41.2673333333,27.1484666667,32.2034,9.34526666667,9.55013333332,10.944,11.8449333333,12.8241333333,38.932,19.8158666667,58.2863333333,12.5415
595.49,16.8882,41.2613333333,27.1198,32.1854666667,9.28380000001,9.49533333333,10.8864666667,11.7768,12.7340666667,38.9112666667,19.7716666667,58.2696666667,12.5152333333
595.82,16.8638666667,41.2526,27.0881,32.1812,9.26126666667,9.47693333335,10.8642666667,11.7439333333,12.7230666667,38.8942666667,19.7708,58.192,12.5179333333
596.16,16.8388,41.3186,27.0865666667,32.2242,9.2256,9.48313333333,10.8262,11.7318666667,12.7217333333,38.9251333333,19.7405333333,58.2965333333,12.5177
596.50,16.7760666667,41.2682666667,27.045,32.1958666667,9.17313333334,9.44393333333,10.7876,11.6798666667,12.6934,38.8758666667,19.6704,58.2346666667,12.4666666667
596.83,16.833,41.3131333333,27.0895666667,32.2478666667,9.20233333332,9.51440000001,10.8187333333,11.7244666667,12.7383333333,38.9355333334,19.7116,58.2842666667,12.5123
597.17,16.8646666667,41.4234,27.1246666667,32.3224,9.23920000001,9.55259999998,10.8486,11.7686,12.7942,38.9832666666,19.7592666667,58.3395333333,12.5589666667
597.51,16.886,41.524,27.1774333333,32.4220666667,9.26113333333,9.59493333334,10.8786,11.7763333333,12.8264666667,39.0263333333,19.7862666667,58.4017333333,12.6179
597.84,16.8860666667,41.6009333333,27.1921,32.4784,9.25513333333,9.58306666667,10.8738666667,11.7843333333,12.8218666667,39.0489333333,19.7918666667,58.4603333333,12.6202
598.18,16.8586666667,41.5930666667,27.1801333333,32.4708,9.24466666667,9.59359999999,10.8435333333,11.7748,12.7808,38.9784,19.7774666667,58.3808,12.6038
598.52,16.8349333334,41.5632,27.1738666667,32.4406,9.21753333333,9.5472,10.8028,11.7344666667,12.7400666667,38.9130666667,19.7394,58.2834,12.5532
598.85,16.8556666667,41.6348,27.2074666667,32.5340666667,9.27959999999,9.58020000001,10.849,11.7744,12.7626,38.9603333333,19.7884666667,58.3343333333,12.577
599.19,16.9076666667,41.7070666667,27.2496,32.6034666667,9.3316,9.63226666667,10.9066,11.8494,12.8496666667,38.9856666667,19.8234,58.3648666667,12.6176
599.53,16.9390666666,41.8088,27.309,32.6612666667,9.32293333334,9.63173333332,10.9219333333,11.8848666667,12.8714666667,39.0138666667,19.8312666667,58.4507333333,12.6381666667
599.86,16.9732,41.8375333333,27.3652333333,32.6965333333,9.37359999999,9.67186666667,10.9947333333,11.9428,12.92,39.0624,19.8822666667,58.421,12.6951666667
600.20,17.0040666667,41.8823333333,27.3868666667,32.7441333333,9.41046666666,9.67593333332,11.0215333333,11.9756,12.9432,39.0798666667,19.9238666667,58.4267333333,12.7241666667
600.53,16.9939333333,41.9486666667,27.4478333333,32.7949333333,9.44259999999,9.66593333333,11.0446666667,11.9708,12.9706,39.101,19.9270666666,58.4766666667,12.7437666667
600.87,16.9698666667,41.9280666667,27.4335,32.7644,9.41206666666,9.65039999999,11.0170666666,11.9389333334,12.9188,39.0785333333,19.8997333333,58.4277333333,12.7262
601.21,16.8772666667,41.7878666667,27.3101333333,32.6166666667,9.32066666667,9.58900000001,10.937,11.8336666667,12.8196666667,38.9122666667,19.7924666667,58.2332,12.6269666667
601.54,16.893,41.8016,27.3366,32.6457333333,9.34713333333,9.61213333334,10.9457333333,11.8334666667,12.8389333333,38.9090666667,19.8034,58.2278,12.6468666667
601.88,16.9124,41.8249333333,27.3607666667,32.6552,9.346,9.63173333332,10.946,11.8329333333,12.881,38.9359333333,19.8162666667,58.2766666667,12.6956666667
602.21,16.9380666667,41.8802,27.3703333333,32.7211333333,9.35173333334,9.66960000001,10.9517333333,11.8298666667,12.9345333333,39.0021333333,19.8314,58.3920666667,12.7189333333
602.55,16.9473333333,41.9168,27.4043333333,32.7512,9.325,9.6648,10.9463333333,11.8239333333,12.9486666667,39.0610666667,19.8325333333,58.4192,12.7284666667
602.88,16.9083333334,41.9235333333,27.3812333333,32.7829333333,9.28033333333,9.62333333333,10.9084666667,11.7786666667,12.8927333333,39.0434666667,19.8083333333,58.4628666666,12.6941
603.22,16.8869333333,41.8656666667,27.3528333333,32.7864666667,9.26946666667,9.65019999999,10.8991333333,11.7636,12.8781333333,38.9929333333,19.8028,58.3933333333,12.6876333333
603.56,16.8837333333,41.9275333333,27.3590666667,32.8142666667,9.24880000001,9.66666666666,10.8761333333,11.7536666667,12.8589333333,38.9954666667,19.7942666667,58.4418666667,12.6704333333
603.89,16.979,42.0245333333,27.4288666667,32.9157333333,9.28593333334,9.75326666666,10.9411333333,11.8104666667,12.9179333333,39.0857333333,19.8456666667,58.5132,12.7452333333
604.23,16.9758666667,41.9984,27.4007333333,32.921,9.25826666667,9.75553333334,10.918,11.8034666667,12.8897333333,39.0219333333,19.8401333333,58.4388,12.7388333333
604.56,17.0254666667,42.0258,27.4539666667,32.98,9.32306666667,9.82953333333,10.981,11.8487333333,12.9365333333,39.0623333333,19.8890666667,58.4893333333,12.8100666667
604.90,17.0709333333,42.1366,27.5427666667,33.0936,9.36633333334,9.87546666667,11.0166666667,11.9196,13.0031333333,39.1408,19.9331333333,58.5812,12.8393
605.23,17.1305333333,42.2081333333,27.5954333333,33.1610666667,9.40953333333,9.92899999999,11.0606,11.9788666667,13.0664666667,39.218,19.9787333333,58.6467333334,12.9060333333
605.57,17.0968666667,42.1944,27.5518,33.1937333333,9.38646666667,9.90686666666,11.0306666667,11.9594,13.0217333333,39.1977333333,19.9334,58.6096,12.8580666667
605.90,17.0447333333,42.1388666667,27.5046,33.1616666667,9.33626666667,9.87366666667,10.9873333334,11.9178,12.9273333333,39.1288666667,19.8882666666,58.5052666667,12.8216
606.24,17.0538,42.1668666667,27.5149,33.1842,9.33059999999,9.89446666666,10.9914,11.9326,12.9337333333,39.1202666667,19.902,58.4832666667,12.8327
606.58,17.0581333333,42.1846666667,27.5325666667,33.2162,9.33046666666,9.91486666665,10.9821333333,11.9172666667,12.9322,39.1060666667,19.8962,58.5072666667,12.8462333333
606.91,17.0234,42.2104,27.5120333333,33.2374666667,9.30353333333,9.84539999998,10.9372666667,11.8661333333,12.9243333333,39.0916,19.8431333333,58.5151333333,12.8045333333
607.25,16.9694,42.1284,27.4656,33.1916666667,9.28606666667,9.77893333333,10.8862666667,11.8118666667,12.8902666667,39.0172,19.8204,58.395,12.7554666667
607.58,16.9071333333,42.1116666667,27.4697666667,33.2252666667,9.28293333333,9.76713333334,10.8744666666,11.7826,12.8810666667,38.9618,19.8048,58.3666666667,12.7492333333
607.92,16.9209333333,42.1645333333,27.5214333333,33.2894666667,9.31393333333,9.79319999999,10.8921333334,11.8084,12.9006666667,39.0202,19.8155333333,58.4256,12.7691
608.25,16.9022,42.1702,27.5343333333,33.2990666667,9.26366666667,9.73486666667,10.8554,11.7653333333,12.8974,39.0140666667,19.7914,58.3905333333,12.7094333333
608.59,16.908,42.1929333333,27.5363666667,33.343,9.26453333333,9.7596,10.8568,11.7540666667,12.8982,39.0230666667,19.8088,58.3782666667,12.7397333333
608.92,16.8022666667,42.0739333333,27.4527666667,33.2436666667,9.15819999999,9.68180000001,10.7576,11.6414,12.8134,38.8868666667,19.7118,58.1979333333,12.6420666667
609.26,16.7758,42.0359333333,27.4515,33.2076666667,9.12173333334,9.65733333333,10.7488,11.6042666667,12.7802666667,38.8245333333,19.6637333333,58.1023333333,12.6432
609.59,16.765,42.0289333333,27.4706333333,33.2034666667,9.14740000001,9.65293333333,10.7631333333,11.641,12.8206,38.7657333333,19.642,58.0529333333,12.6537666667
609.93,16.7494666667,41.9919333333,27.4714666667,33.2099333333,9.16199999999,9.68813333334,10.7805333333,11.6566,12.8421333333,38.7228,19.6453333333,57.9648666666,12.6814333333
610.26,16.7301333333,41.9687333333,27.4646333333,33.1978,9.14806666667,9.69766666667,10.7706,11.6762666667,12.8593333333,38.6854666667,19.6134,57.8282,12.6839
610.60,16.7423333333,41.9538666667,27.5020666667,33.2259333333,9.1664,9.78826666666,10.8250666667,11.7171333333,12.8768666667,38.6664666667,19.6564666667,57.7682,12.7298333333
610.93,16.7593333333,41.9922666667,27.5506666667,33.2711333333,9.18400000001,9.82366666666,10.8642666667,11.7534666667,12.8896,38.6698,19.6500666667,57.7748666667,12.7537666667
611.27,16.7687333333,42.0104666667,27.5610333333,33.2867333333,9.17220000001,9.79806666667,10.8325333333,11.7482,12.8923333333,38.6692666667,19.6630666667,57.7596666667,12.7368
611.60,16.7224666666,42.0072,27.5334333333,33.2592666667,9.12766666667,9.761,10.8033333333,11.7308,12.8824666667,38.641,19.6524666667,57.7136666667,12.7242333333
611.93,16.7202,42.0558,27.5639666666,33.3226666667,9.11793333334,9.79806666667,10.7980666667,11.7740666667,12.8977333333,38.6165333333,19.6436666667,57.7381333333,12.7656
612.27,16.7256,42.0838666667,27.5740333333,33.3418666667,9.13173333334,9.79333333333,10.8256,11.8159333334,12.9324,38.6075333333,19.6646,57.7349333333,12.7951
612.60,16.7632666667,42.1563333334,27.6317333333,33.4276666667,9.1808,9.83040000001,10.8861333333,11.8654,12.9649333333,38.6354,19.6986666667,57.806,12.8468333333
612.94,16.7631333333,42.2380666667,27.6379,33.5147333333,9.17906666667,9.82026666666,10.8604666667,11.8624,12.9692,38.6791333333,19.7204666667,57.8981333333,12.8224333333
613.27,16.7968,42.3448666667,27.6873,33.6347333333,9.19206666666,9.84673333333,10.8884666667,11.8616666667,12.9995333333,38.7826666667,19.7861333333,58.0346666667,12.8583
613.61,16.7847333333,42.3365333333,27.6531333333,33.6238,9.15313333333,9.80160000001,10.8501333333,11.8314666667,12.9224666667,38.7208666667,19.7162666667,58.0445333333,12.8190666667
613.94,16.8512666667,42.4501333333,27.7092333333,33.7008666667,9.2478,9.83760000001,10.9321333333,11.8889333333,12.988,38.8087333333,19.7868666667,58.1334666667,12.8713333333
614.28,16.8661333333,42.5698,27.7456,33.7655333333,9.26066666666,9.79766666667,10.9167333334,11.8918666667,13.0020666667,38.9005333333,19.7700666667,58.2910666667,12.8831333334
614.61,16.8964666667,42.6188666667,27.7551333333,33.8530666667,9.25846666667,9.77646666666,10.9006666667,11.8922666667,13.0334,38.9354,19.8061333333,58.2939333333,12.9192
614.94,16.9043333333,42.6445333333,27.7552333333,33.8628666667,9.30006666666,9.8228,10.9500666667,11.9212,13.061,38.9523333333,19.8035333333,58.2907333333,12.9422666667
615.28,16.9786666667,42.7275333333,27.8270666667,33.9704666667,9.39453333333,9.90306666666,11.0122666666,11.97,13.1181333333,39.0330666667,19.8527333333,58.3624666667,13.0081666667
615.61,16.9626,42.6701333333,27.7564666667,33.8964,9.38139999999,9.87659999999,10.9939333334,11.9230666667,13.0866666667,39.0,19.8384666666,58.2804666667,12.9688
615.95,16.968,42.6784,27.7789333333,33.9056666667,9.3572,9.87986666667,10.9568666667,11.882,13.0486,39.0451333333,19.8180666666,58.3404,12.9379
616.28,17.0008,42.7266,27.8098,33.9614,9.36806666667,9.88273333332,10.9516666667,11.9245333334,13.0645333333,39.1254,19.8446666667,58.4172666667,12.9567666667
616.61,17.0986,42.8567333333,27.9397,34.0476666667,9.45646666666,9.97746666667,11.0613333333,12.0316666667,13.1672,39.2308666667,19.9510666667,58.5238666667,13.0722333333
616.95,17.1738666667,42.9304666667,27.9888333334,34.1357333333,9.51479999999,10.0482666667,11.1526666667,12.1044666667,13.2211333333,39.2667333333,20.0096666667,58.5442666667,13.1621
617.28,17.1994,43.0443333333,28.0426666667,34.2047333333,9.55260000001,10.0522,11.1982,12.1363333333,13.2374,39.3853333333,20.0589333333,58.6674,13.1963666667
617.62,17.1298666667,42.9892,27.9906666667,34.1772666667,9.4386,9.99146666667,11.1211333333,12.0467333333,13.1489333333,39.3487333333,20.0195333333,58.6708666667,13.1203
617.95,17.1303333333,42.9953333333,27.9944,34.1758666667,9.41653333334,9.96500000001,11.0972666667,12.0366,13.1438666667,39.3348,20.0321333333,58.6649333333,13.1317
618.28,17.0716666667,42.9730666667,27.9330666667,34.1374666667,9.38366666666,9.9666,11.0794666667,11.9859333333,13.1027333333,39.2486666667,19.9858,58.6018666667,13.0943333333
618.62,17.0712666667,42.9661333333,27.9247666667,34.1632666667,9.35406666666,9.97473333334,11.0696666667,12.0020666667,13.1050666667,39.2473333333,20.0016666667,58.6292,13.1291
618.95,17.0878,43.028,27.9470333333,34.2126,9.34000000001,9.99500000001,11.1046666667,12.0164666667,13.1280666667,39.253,20.0256,58.6712,13.1342
619.28,17.1759333333,43.1914,28.0570666667,34.3715333333,9.43093333333,10.0672666667,11.1989333333,12.1095333333,13.2298,39.3811333333,20.125,58.7953333333,13.2396333333
619.62,17.2141333333,43.2114,28.0819,34.3990666667,9.46599999999,10.0813333333,11.2476,12.1826,13.2518,39.3629333333,20.1457333333,58.7162,13.3021333333
619.95,17.2378,43.3110666667,28.1243666667,34.4743333333,9.5326,10.1354666667,11.2996666667,12.2395333333,13.2837333333,39.4147333333,20.2147333333,58.7827333333,13.3692666667
620.28,17.2441333333,43.3284666667,28.1265333333,34.5075333333,9.56473333333,10.1818666667,11.3164666667,12.2638666667,13.2962666667,39.4203333333,20.2858,58.7857333333,13.4115666667
620.62,17.2202666667,43.3288,28.1417666667,34.4850666667,9.53033333333,10.1596666667,11.2602666667,12.2339333333,13.2648666667,39.4411333333,20.2668,58.7805333333,13.3632
620.95,17.2390666667,43.3556666667,28.1661666667,34.5608666667,9.55453333333,10.2383333333,11.2683333333,12.2500666667,13.3288,39.4608,20.2998,58.7741333333,13.4027666667
621.28,17.3204,43.4044,28.2652333334,34.6654666667,9.67506666667,10.3463333333,11.3565333333,12.3824,13.4245333333,39.4775333333,20.3836,58.8134,13.5273333333
621.62,17.3668666667,43.4712,28.3382333333,34.7926666667,9.74246666667,10.4510666667,11.4602666667,12.4648666667,13.4756666667,39.5324666667,20.4406666667,58.8453333333,13.6028666667
621.95,17.4235333333,43.4749333333,28.412,34.7999333333,9.79626666667,10.5074,11.5108,12.5324,13.5274666667,39.5551333333,20.4828666667,58.8794666667,13.6533333333
622.28,17.4109333333,43.4854666667,28.4494,34.8147333333,9.78906666667,10.4781333333,11.4865333333,12.4952,13.4616,39.5440666667,20.463,58.8736,13.6171666667
622.62,17.4118666667,43.3939333333,28.4193666666,34.7337333333,9.79599999999,10.4716666667,11.4695333333,12.4865333333,13.4512666667,39.4534666667,20.4134,58.7354,13.6107333333
622.95,17.2824666667,43.2578,28.3104666667,34.6359333333,9.69213333333,10.4120666667,11.3666,12.3766,13.3628,39.3254,20.2736666667,58.6087333333,13.5196333333
623.28,17.2278666667,43.2422,28.2800666667,34.6060666667,9.65493333333,10.3946666667,11.3204,12.3032666667,13.3351333333,39.2788,20.2413333333,58.6172666667,13.466
623.62,17.2666666667,43.2841333333,28.3272666667,34.6635333333,9.6596,10.4323333333,11.353,12.3203333333,13.3696666667,39.3112,20.2525333333,58.5898,13.4814666667
623.95,17.2786666667,43.3026666667,28.3432,34.7222,9.64526666666,10.414,11.367,12.3148666667,13.4016,39.3426,20.2272,58.5872666667,13.4810666667
624.28,17.3008666667,43.3504666667,28.3801666667,34.8006,9.65846666666,10.466,11.3915333333,12.3460666666,13.4444,39.3786666666,20.2415333333,58.6592,13.5252666667
624.62,17.3077333333,43.3558666667,28.4027,34.803,9.66159999999,10.4588666667,11.4177333333,12.3624,13.4582666667,39.3471333333,20.2767333333,58.6220666667,13.5538666667
624.95,17.3478,43.4093333333,28.4125333333,34.8236,9.6452,10.4728666667,11.4239333333,12.3686666667,13.4911333333,39.3997333333,20.2795333333,58.6207333333,13.5443666667
625.28,17.3466666667,43.3840666667,28.3973,34.7872666667,9.6286,10.4466,11.3839333333,12.3388666667,13.4815333333,39.4081333333,20.2659333333,58.5310666667,13.5304
625.61,17.3556666667,43.4559333333,28.4252,34.8592666667,9.60893333333,10.4707333333,11.4050666667,12.3572,13.4960666667,39.498,20.3069333333,58.613,13.5656
625.95,17.3833333333,43.5570666667,28.4839,34.9293333333,9.63966666667,10.5155333333,11.4453333333,12.4196666667,13.5794666667,39.5587333333,20.3428,58.6990666667,13.6066333333
626.28,17.3504,43.6086,28.4758,34.99,9.57780000001,10.4916,11.4147333333,12.3991333333,13.5555333333,39.6154666667,20.3256666667,58.8027333333,13.5961
626.61,17.3986666667,43.7472,28.5712,35.1274666667,9.62479999999,10.5165333333,11.4720666667,12.445,13.574,39.7089333333,20.3957333333,58.9474666666,13.6555333333
626.94,17.3894,43.7568,28.5840333333,35.1966666667,9.62753333333,10.5293333333,11.4665333333,12.4384,13.5904666667,39.7191333333,20.4169333333,58.968,13.6879333333
627.28,17.365,43.8102666667,28.5662,35.1829333333,9.58773333334,10.471,11.4325333333,12.3785333333,13.5675333333,39.7258,20.4116666667,59.0660666666,13.6588
627.61,17.3588666667,43.9148,28.6021,35.22,9.57480000001,10.492,11.4534,12.3837333333,13.5690666667,39.7652,20.4246,59.1779333333,13.6615333333
627.94,17.3072666667,43.8364,28.5356333333,35.1726,9.5466,10.4334,11.4160666667,12.3268,13.5268,39.6988,20.3644666667,59.0746,13.6176666667
628.27,17.3284,43.8761333333,28.5709,35.2344666667,9.55386666667,10.4595333333,11.4227333333,12.3161333333,13.5412666667,39.7154,20.3432666667,59.1542,13.6215
628.61,17.3130666667,43.9022,28.5699666666,35.2835333333,9.57093333333,10.4901333333,11.442,12.3,13.5424,39.7504,20.3794,59.2138,13.6452333333
628.94,17.2728,43.9508,28.5819333333,35.3166666667,9.53939999999,10.4802666667,11.4299333334,12.2869333333,13.5428666667,39.6942666666,20.3364666667,59.2744,13.6135333333
