wavelength,Back_CatInof,Belly_CatInof,Breast_CatInof,Crissum_CatInof,Crown_CatInof,DorTail_CatInof,Patch10_CatInof,Rump_CatInof,Throat_CatInof,WingTip_CatInof
318.12,7.58573333333,9.6904,8.34500000001,6.2138,6.93313333333,10.1998,6.64326666667,7.54586666667,9.17753333333,10.2931333333
318.49,7.54566666666,9.76786666667,8.37146666667,6.0166,6.7364,10.0598,6.41786666667,7.54886666667,9.29353333334,10.1857333333
318.85,7.97573333333,10.0590666667,8.85180000001,6.41406666667,7.0112,10.5085333334,6.74213333333,7.90353333333,9.66206666666,10.5117333333
319.22,8.31773333333,10.1982,9.21206666668,6.85333333333,7.2072,10.8305333333,7.07613333333,8.1736,9.83773333333,10.837
319.59,8.18673333333,9.78293333335,9.26646666667,6.68326666667,6.86533333333,10.6805333333,7.04433333333,7.96166666667,9.80633333334,10.6342666667
319.96,7.7996,9.21053333333,8.79173333333,6.29806666667,6.34486666667,10.1458666667,6.499,7.404,9.31126666666,10.0418666667
320.32,7.59006666667,8.83053333334,8.69560000001,6.12746666667,6.09366666667,9.87186666667,6.22846666667,7.09466666667,9.26506666667,9.95973333334
320.69,7.40413333333,8.71453333334,8.4264,5.86906666667,5.89253333333,9.73680000001,6.08346666667,6.8946,9.16706666666,9.93466666667
321.06,7.4204,8.56253333334,8.34993333333,5.81346666667,5.8466,9.63146666667,5.8832,6.90906666667,9.49533333333,9.79093333334
321.43,7.10613333333,8.41393333333,8.01799999999,5.5484,5.44193333333,9.14293333332,5.46526666667,6.6134,8.97326666667,9.20946666667
321.80,6.84413333333,8.16253333332,7.75153333334,5.18393333333,5.08873333334,8.88886666667,5.31233333333,6.11446666667,8.59646666666,8.87246666667
322.16,6.68626666667,8.09826666667,7.3874,4.96646666667,4.914,8.74033333334,4.9992,5.68706666667,8.11140000001,8.54700000001
322.53,6.88753333333,8.43260000001,7.56873333333,5.32313333333,5.10873333333,8.81966666667,5.45113333333,5.75493333333,8.22779999999,8.63713333333
322.90,6.4316,8.25266666667,7.10226666667,4.92713333333,4.82993333333,8.33726666666,5.12766666667,5.28446666667,8.08653333333,8.20553333334
323.27,5.553,7.51046666666,6.13313333333,3.88393333333,3.93666666667,7.4546,4.25926666666,4.2842,7.22213333333,7.2064
323.63,5.2742,7.49526666667,5.892,3.77026666667,3.77026666667,7.29053333333,4.01146666667,4.14713333333,7.13686666667,6.9952
324.00,5.46946666667,7.68873333333,6.033,4.00926666667,4.0122,7.45806666667,4.2838,4.40346666667,7.44046666667,7.163
324.37,5.12246666667,7.47859999999,5.7094,3.68946666667,3.7978,7.13666666667,3.98573333333,4.09686666667,7.1054,6.66946666667
324.74,5.11593333333,7.53279999999,5.8146,3.58193333333,3.68253333333,7.13593333333,3.91166666667,3.99273333333,7.23386666667,6.66106666667
325.10,5.11413333333,7.70266666667,5.8642,3.72073333333,3.806,7.03213333333,4.10293333333,3.92966666667,7.24093333334,6.83693333333
325.47,5.27933333333,7.94966666667,6.11593333333,3.9802,4.26353333333,7.42586666667,4.50413333333,4.29026666667,7.63973333334,7.21446666667
325.84,5.3444,8.0652,6.16466666667,4.1458,4.23766666667,7.6524,4.44526666667,4.40326666667,7.86273333333,7.3896
326.21,5.41193333333,8.1234,6.33746666667,4.1654,4.24053333333,7.73973333333,4.43486666667,4.58806666667,8.02733333333,7.51673333333
326.57,5.47666666667,8.03766666667,6.34586666667,4.002,4.35646666667,7.6472,4.24786666667,4.6334,8.09713333333,7.59033333333
326.94,5.50246666667,8.06893333333,6.56326666667,4.0874,4.29446666667,7.78426666667,4.22973333333,4.67226666667,8.10226666667,7.7274
327.31,5.84246666667,8.47493333334,7.04533333333,4.6084,4.65213333333,8.18926666667,4.60593333333,5.2086,8.60633333333,8.3128
327.67,6.07086666667,8.69366666667,7.20313333333,4.8924,4.84333333333,8.1804,4.74273333333,5.3334,8.78406666667,8.56739999999
328.04,5.84106666667,8.64133333334,7.12993333333,4.59113333333,4.51333333333,8.046,4.53413333333,5.0416,8.56886666667,8.33326666666
328.41,5.9426,8.69273333333,7.10153333333,4.55213333333,4.4714,8.0442,4.4896,5.01046666667,8.59900000001,8.41659999999
328.78,6.18953333334,8.79799999999,7.1648,4.80006666667,4.77646666667,8.25013333333,4.55626666667,5.20913333333,8.69586666666,8.41526666667
329.14,6.3972,9.0888,7.49866666667,4.98413333333,5.10306666667,8.71626666667,4.8124,5.56253333333,8.962,8.68466666666
329.51,6.53813333333,9.2782,7.59613333333,5.24973333333,5.16406666667,8.81213333333,4.872,5.6944,9.09593333333,8.83906666666
329.88,5.89166666667,8.68913333334,7.00686666667,4.55513333333,4.68473333333,8.05979999999,4.17166666667,5.1006,8.48106666667,8.1842
330.24,6.12926666667,9.01846666667,7.07166666667,4.8576,5.02766666667,8.31386666666,4.4984,5.37606666667,8.6674,8.3542
330.61,6.25026666667,9.22419999999,7.17773333333,5.15533333333,5.12573333333,8.54013333333,4.72566666667,5.44746666667,8.9592,8.48073333333
330.98,6.30886666667,9.23586666667,7.02993333333,5.29473333333,5.21906666667,8.53106666667,4.78866666667,5.42633333333,9.02353333334,8.39933333334
331.34,5.96966666667,9.0202,6.6344,4.95646666667,4.92973333333,8.18386666667,4.372,5.0048,8.74666666665,7.89166666667
331.71,5.77553333333,8.78166666666,6.47246666666,4.70866666667,4.66086666667,8.06340000001,4.1128,4.60493333333,8.4038,7.5792
332.08,5.99433333333,9.08406666667,6.74766666667,5.1204,5.0496,8.18933333333,4.27793333333,4.81153333333,8.6342,7.83353333333
332.44,5.8672,9.14253333334,6.7724,5.14493333333,5.03926666667,8.22713333333,4.196,4.84333333333,8.63193333333,7.78346666667
332.81,5.547,8.99173333334,6.6162,4.92553333333,4.832,8.0212,4.003,4.7006,8.49633333333,7.6346
333.18,5.45826666667,8.96433333333,6.48006666667,4.95586666667,4.6128,7.86519999999,3.827,4.57793333333,8.3478,7.5246
333.54,5.63806666667,8.97380000001,6.5234,4.94886666667,4.687,7.8992,3.78206666667,4.6094,8.43766666666,7.61753333333
333.91,6.35466666667,9.64753333335,7.119,5.66193333333,5.28093333333,8.55946666666,4.59773333333,5.4548,9.05479999999,8.3382
334.28,6.06726666667,9.23833333335,6.83826666667,5.29153333333,4.85886666667,8.17586666666,4.20073333333,5.17153333333,8.80346666666,7.9926
334.64,6.01606666667,9.10020000001,6.9274,5.18113333333,4.89046666667,8.13146666667,4.25846666666,5.28726666667,8.83513333334,8.07373333333
335.01,5.95966666667,8.92153333334,6.8986,5.03013333333,4.75966666667,7.98273333333,4.14366666667,5.23693333333,8.7668,7.97133333334
335.38,6.22366666667,9.02613333333,6.92933333333,5.14866666667,4.91933333333,8.2204,4.32946666667,5.46013333333,8.90813333333,8.1268
335.74,6.50573333333,9.35186666666,7.17146666667,5.45193333333,5.31526666667,8.5208,4.5568,5.895,9.21753333333,8.45466666667
336.11,6.67533333333,9.4974,7.2998,5.66573333333,5.47213333333,8.84466666666,4.7628,6.19226666667,9.47346666666,8.62486666667
336.47,6.72233333333,9.40866666668,7.36613333333,5.86246666667,5.53313333333,8.93806666667,4.8552,6.32226666667,9.54760000001,8.58313333333
336.84,6.67086666667,9.258,7.28066666667,5.8876,5.37106666667,8.8388,4.85033333333,6.17973333333,9.48253333333,8.428
337.21,6.629,9.18026666667,7.2306,5.7988,5.38773333333,8.80713333333,4.8448,6.14046666667,9.47380000001,8.325
337.57,6.4484,9.1114,7.1494,5.66566666667,5.31113333333,8.76300000001,4.76126666667,6.05813333333,9.4176,8.1942
337.94,6.55026666667,9.20026666667,7.349,5.84086666667,5.4144,9.00053333334,4.8612,6.1592,9.52273333333,8.31406666667
338.31,6.88693333334,9.6962,7.8386,6.27733333333,5.77073333333,9.4614,5.27646666667,6.51626666667,9.92686666666,8.84773333333
338.67,7.0694,9.94240000001,7.836,6.45086666667,5.9042,9.66913333333,5.32473333333,6.62153333333,9.9568,8.95613333333
339.04,7.22806666667,10.2428,7.97093333333,6.63393333333,6.12173333333,9.85293333333,5.40306666667,6.8178,10.0530666667,9.11626666667
339.40,7.5934,10.6602,8.5362,7.1632,6.53933333333,10.3008666667,5.746,7.19766666666,10.5310666667,9.56193333334
339.77,7.29473333333,10.4001333333,8.1914,6.97753333333,6.33366666667,10.0852666667,5.5532,6.9356,10.3561333333,9.36913333333
340.14,7.04073333333,10.1660666667,7.87113333333,6.59066666667,6.06653333333,9.74573333333,5.3182,6.52873333333,10.1021333333,9.1196
340.50,6.93946666667,10.2021333333,7.7722,6.4536,6.0292,9.56273333334,5.2804,6.3878,10.021,9.05686666667
340.87,6.87633333333,10.2244666667,7.67533333333,6.39393333333,6.05553333333,9.52826666665,5.21106666667,6.43126666667,9.88633333334,9.05373333333
341.23,7.0248,10.3484666667,7.73693333333,6.55986666667,6.16466666666,9.65553333334,5.36493333333,6.59453333333,9.94146666665,9.18266666667
341.60,7.2216,10.4744666667,7.88939999999,6.7566,6.33953333333,9.85646666667,5.63153333333,6.80066666667,10.0918,9.2978
341.96,7.21306666667,10.5728666667,7.803,6.8274,6.37366666667,9.86006666667,5.58893333333,6.8236,10.1644666667,9.23433333333
342.33,7.0652,10.2614,7.54546666667,6.6592,6.28486666667,9.66633333334,5.33373333333,6.66113333333,10.0037333333,8.94146666667
342.70,6.69393333333,9.89200000001,7.27653333333,6.3654,5.88613333333,9.25666666667,4.9386,6.3382,9.72859999999,8.5888
343.06,6.6294,9.91139999999,7.33506666667,6.43426666667,5.92906666667,9.40606666667,5.09746666667,6.48226666667,9.76773333333,8.6542
343.43,6.6058,9.98873333333,7.31986666667,6.45406666667,6.071,9.40333333333,5.2174,6.618,9.72039999999,8.67686666667
343.79,6.81166666667,10.1636666667,7.54313333333,6.54406666667,6.16866666667,9.52433333333,5.3538,6.73493333333,9.78186666667,8.861
344.16,6.92993333333,10.2186666667,7.6406,6.68166666667,6.23573333333,9.69733333333,5.44466666667,6.87953333333,9.84166666667,8.965
344.52,7.0782,10.3225333333,7.74453333333,6.81053333333,6.30786666667,9.94706666667,5.534,7.02893333333,10.0083333333,9.13679999999
344.89,7.10873333333,10.447,7.83886666667,6.84506666667,6.32446666666,10.0080666667,5.55666666667,7.05133333333,10.1768,9.16
345.25,7.34046666666,10.6536666667,8.14406666666,7.1186,6.60673333333,10.2148,5.79846666667,7.24006666667,10.5048,9.40953333333
345.62,7.33993333333,10.7726,8.14253333334,7.2254,6.6458,10.3220666667,5.7852,7.2882,10.6223333333,9.50186666667
345.99,6.83013333333,10.2898,7.69633333333,6.75086666667,6.24906666667,9.82826666666,5.30193333333,6.84146666667,10.2088666667,9.06586666667
346.35,6.9554,10.6754,7.86266666666,6.93593333333,6.41866666667,9.99833333334,5.46086666667,7.01093333333,10.3686666667,9.24633333334
346.72,7.18406666667,10.9059333333,8.12106666667,7.16286666667,6.67333333333,10.2986666667,5.72473333333,7.14326666667,10.6202666667,9.40579999999
347.08,7.39353333333,11.1314666667,8.34033333334,7.28053333333,6.84206666667,10.4487333333,5.9742,7.2344,10.8606,9.56279999999
347.45,7.04706666667,10.9057333333,8.13733333333,7.02893333333,6.53,10.1844666667,5.6686,6.92693333333,10.6984666667,9.36433333333
347.81,7.0468,11.0264,8.25146666667,7.174,6.53946666667,10.2760666667,5.85013333333,7.07333333333,10.8990666667,9.42333333333
348.18,7.00346666667,11.1447333333,8.33213333333,7.25426666667,6.64686666667,10.2732,5.84626666667,7.1882,11.0026666667,9.47113333333
348.54,6.9956,11.1238666667,8.3986,7.31926666667,6.63353333333,10.1571333333,5.88506666667,7.1674,11.0048,9.46460000001
348.91,7.13153333333,11.1488,8.44386666667,7.368,6.6584,10.1486,6.00646666667,7.3056,11.029,9.58199999999
349.27,6.72426666667,10.8084666667,8.03693333333,6.8624,6.1912,9.70959999999,5.60406666667,6.892,10.6570666667,9.17673333334
349.64,6.38033333333,10.5162666667,7.69726666666,6.46373333333,5.83246666667,9.32353333333,5.37093333333,6.5178,10.2431333333,8.84913333333
350.00,6.76526666667,10.8922,8.06286666667,6.8446,6.14566666667,9.69506666666,5.76073333333,6.81566666667,10.6414,9.22273333334
350.37,6.79846666667,10.8824666667,8.16353333334,7.02686666667,6.15726666667,9.72379999999,5.973,6.9032,10.6984,9.26340000001
350.73,6.7646,10.9353333333,8.1348,7.03133333333,6.12193333333,9.63920000001,6.01626666666,6.95386666667,10.6290666667,9.2762
351.10,6.69633333333,10.8960666667,8.05619999999,6.98173333333,5.98133333333,9.48473333333,5.82133333333,6.88293333333,10.545,9.22453333334
351.46,6.93413333333,11.0676,8.13313333333,7.08193333333,6.1208,9.61193333333,5.9528,7.01346666667,10.6571333333,9.32273333333
351.83,7.01186666667,11.1440666667,8.19613333334,7.12153333333,6.29506666667,9.7316,5.97293333333,7.06906666667,10.7062,9.40333333334
352.19,7.17466666667,11.2377333333,8.39726666666,7.20966666667,6.3702,9.85853333332,6.14353333333,7.17606666667,10.8043333333,9.54220000001
352.55,7.16726666667,11.2680666667,8.35733333333,7.12226666667,6.35953333333,9.81866666667,6.13906666667,7.2092,10.7074,9.4844
352.92,7.4792,11.593,8.73406666666,7.54433333333,6.73626666666,10.2094,6.48613333333,7.5354,11.0456,9.8024
353.28,7.66093333333,11.8675333333,8.96799999999,7.86033333333,7.0176,10.4671333333,6.69146666667,7.8122,11.2052666667,10.0232666667
353.65,7.63106666667,11.7594,8.89593333334,7.79573333333,6.95713333333,10.3284666667,6.53926666667,7.76846666667,11.1712666667,9.94353333333
354.01,7.61433333333,11.8316666667,8.89173333333,7.73513333333,6.9932,10.3638666667,6.59933333333,7.78693333333,11.1600666667,9.94599999999
354.38,7.61586666666,11.7586666667,8.84453333333,7.60066666667,7.007,10.3072666667,6.47173333333,7.699,11.1788666667,9.892
354.74,7.46533333333,11.5788666667,8.61493333333,7.44773333333,6.8254,10.1675333333,6.2056,7.571,11.08,9.69286666667
355.11,7.28946666667,11.3981333333,8.52366666666,7.40126666667,6.78626666667,10.0764666667,6.0756,7.45173333333,11.0022,9.59953333333
355.47,7.1264,11.2522,8.4502,7.26073333333,6.60266666667,9.94786666666,5.96286666667,7.29346666667,10.9138666667,9.42966666666
355.83,7.0406,11.1694666667,8.39813333333,7.1644,6.53653333333,9.77606666667,5.87446666667,7.14906666667,10.8694666667,9.27593333333
356.20,6.94026666667,11.1097333333,8.20126666667,7.09953333334,6.4484,9.62053333334,5.77326666667,7.02553333333,10.8337333333,9.11213333334
356.56,7.17853333333,11.3962666667,8.48933333333,7.39273333333,6.7256,9.89346666667,6.05986666667,7.3054,11.1562,9.37053333333
356.93,6.80193333333,11.1804666667,8.23053333333,7.0166,6.41433333333,9.49360000001,5.72686666667,6.9298,10.8832,9.03033333333
357.29,6.65213333333,11.0528,8.14480000001,6.8172,6.20533333333,9.33613333333,5.603,6.73766666667,10.7782666667,8.9038
357.66,6.91033333333,11.3430666667,8.4724,7.1152,6.49393333333,9.53726666667,5.86906666667,7.02753333333,11.0780666667,9.16693333334
358.02,7.00093333333,11.3876666667,8.58553333334,7.1926,6.53473333333,9.50513333333,5.893,7.02773333333,11.1342,9.18386666666
358.38,6.654,11.1127333333,8.32186666667,6.9276,6.20233333333,9.19433333334,5.6334,6.73906666667,10.9115333333,8.87226666666
358.75,6.62613333333,11.1242,8.38933333334,6.9122,6.25113333333,9.21026666667,5.72313333333,6.7016,10.8787333333,8.91186666666
359.11,6.59746666667,11.1150666667,8.38793333333,6.85653333333,6.18726666667,9.17226666666,5.70026666667,6.6512,10.9077333333,8.82573333333
359.48,6.58913333333,11.1462,8.42440000001,6.9196,6.1704,9.0664,5.65706666667,6.66873333333,10.9017333333,8.82413333333
359.84,6.42526666667,11.0027333333,8.243,6.75273333333,5.93206666667,8.84400000001,5.44373333333,6.50093333334,10.7322666667,8.64506666667
360.20,6.22186666667,10.8614,8.1196,6.58173333333,5.7972,8.66140000001,5.17846666667,6.30066666667,10.554,8.4168
360.57,5.85173333334,10.5164666667,7.77686666666,6.24986666667,5.445,8.29626666667,4.74566666667,5.87853333333,10.2321333333,8.08686666667
360.93,5.7954,10.4717333333,7.6856,6.2128,5.41073333333,8.24813333334,4.68786666667,5.855,10.2068666667,8.06033333333
361.29,5.72793333333,10.4707333333,7.65633333333,6.21473333333,5.41306666667,8.10726666666,4.62933333333,5.81773333333,10.1664,7.978
361.66,5.47526666667,10.2456666667,7.44253333334,6.00953333333,5.13726666667,7.86659999999,4.3754,5.57153333334,9.93126666667,7.72146666667
362.02,5.266,10.0568666667,7.27146666667,5.84133333333,4.91866666666,7.62446666667,4.1656,5.38286666667,9.74486666666,7.52073333333
362.39,5.2612,10.0891333333,7.25646666667,5.77653333333,4.89073333333,7.5514,4.112,5.30633333333,9.70980000001,7.48033333333
362.75,5.27753333333,10.1315333333,7.33026666667,5.82213333333,4.89733333333,7.5204,4.08426666667,5.2702,9.75306666666,7.48066666667
363.11,5.37613333333,10.2592,7.4036,5.87386666667,4.9612,7.57386666667,4.1704,5.29993333333,9.82093333334,7.55426666667
363.48,5.42726666667,10.2646666667,7.44,5.86213333333,4.98786666667,7.56946666667,4.16533333333,5.25146666667,9.85646666665,7.52786666667
363.84,5.4654,10.3269333333,7.44806666667,5.90346666667,4.98513333333,7.59573333333,4.18466666667,5.28146666667,9.88306666665,7.57453333333
364.20,5.4428,10.2914,7.47286666666,5.88686666667,4.89146666667,7.52646666667,4.184,5.23986666667,9.9418,7.56166666667
364.57,5.43346666667,10.3124,7.44926666667,5.8008,4.86233333333,7.5048,4.172,5.2078,9.95593333333,7.46126666667
364.93,5.3574,10.2332666667,7.39706666666,5.6584,4.7414,7.4152,4.015,5.05846666667,9.85806666667,7.3278
365.29,5.4416,10.2784,7.44526666667,5.7068,4.842,7.5,4.06546666667,5.13353333333,9.99793333333,7.38153333333
365.66,5.66526666667,10.5465333333,7.69166666666,5.90286666667,5.09346666667,7.71686666667,4.32666666667,5.3636,10.2122666667,7.56553333333
366.02,5.71446666667,10.6325333333,7.75866666666,5.92733333333,5.1226,7.77926666667,4.3482,5.42213333333,10.3194666667,7.54713333333
366.38,5.70093333333,10.7362666667,7.82313333333,5.95406666667,5.1796,7.82193333333,4.3804,5.48966666667,10.3852,7.56366666667
366.75,5.71973333333,10.9186,7.90133333333,6.0334,5.28453333333,7.91379999999,4.48813333333,5.61653333334,10.5102666667,7.64146666667
367.11,5.65773333333,10.9518666667,7.88173333333,6.01413333333,5.2558,7.80393333334,4.422,5.59673333333,10.4662,7.5482
367.47,5.67353333333,11.1252,7.96426666666,6.06806666667,5.341,7.88986666666,4.55806666667,5.71593333333,10.5204,7.63706666667
367.84,5.56893333333,11.1108666667,8.00666666667,6.0512,5.3454,7.79140000001,4.5022,5.6686,10.5390666667,7.52733333333
368.20,5.7154,11.3148666666,8.08726666667,6.11553333333,5.4896,7.86966666667,4.63993333333,5.80453333333,10.5884,7.68006666667
368.56,5.71573333333,11.349,8.14360000001,6.13866666667,5.49606666667,7.84553333333,4.6834,5.85186666667,10.6238666667,7.7352
368.93,5.77786666667,11.4249333333,8.19713333334,6.21873333333,5.55846666667,7.87686666667,4.70666666667,5.87666666667,10.7173333333,7.71213333333
369.29,5.715,11.4320666667,8.19133333334,6.21346666667,5.497,7.87633333334,4.66706666667,5.78766666667,10.6564,7.70333333333
369.65,5.52533333334,11.2586666667,8.00486666666,6.00106666667,5.24733333333,7.63160000001,4.37593333333,5.51006666667,10.4660666667,7.45193333333
370.01,5.53953333333,11.2758,8.01086666667,6.00366666667,5.2772,7.6762,4.3922,5.50533333333,10.4440666667,7.4856
370.38,5.60053333333,11.2446666667,8.02566666666,6.068,5.27886666667,7.67119999999,4.39553333333,5.50833333333,10.4427333333,7.47873333333
370.74,5.54013333334,11.0910666667,7.88780000001,5.91966666667,5.14286666667,7.46306666667,4.1634,5.33706666667,10.3233333333,7.26793333334
371.10,5.57133333333,11.0958,7.89973333334,5.9768,5.1766,7.52266666666,4.16446666666,5.38366666667,10.3464,7.30466666667
371.46,5.60426666667,11.0836,7.83393333333,5.97373333333,5.17,7.49240000001,4.05646666667,5.3446,10.3673333333,7.256
371.83,5.77846666667,11.2473333333,7.93553333333,6.07833333333,5.27373333333,7.63086666667,4.1788,5.48326666667,10.4906,7.3924
372.19,5.81973333333,11.3098666667,7.92993333333,6.11893333333,5.331,7.72613333334,4.22786666667,5.5302,10.5516666667,7.38686666667
372.55,5.93026666667,11.4616,8.00359999999,6.226,5.4162,7.83619999999,4.32106666667,5.61133333333,10.6014666667,7.43726666667
372.92,5.93913333333,11.5294666667,8.04133333333,6.3276,5.43806666667,7.88413333333,4.3958,5.70226666667,10.6578666667,7.5136
373.28,6.01906666667,11.5858,8.03173333333,6.3592,5.4306,7.88393333333,4.40866666667,5.83753333333,10.6805333333,7.494
373.64,6.22493333333,11.8485333333,8.2122,6.60373333333,5.664,8.12326666667,4.64453333333,6.05333333333,10.921,7.68713333333
374.00,6.15153333333,11.8580666667,8.18733333334,6.58826666667,5.67106666667,8.02053333333,4.57853333334,6.02646666667,10.9522,7.64646666667
374.37,6.08946666667,11.8259333333,8.0872,6.56766666667,5.5864,8.00773333334,4.51006666666,5.9972,10.8864,7.57106666667
374.73,5.996,11.8072,7.98093333333,6.5344,5.51586666667,7.96459999999,4.44786666667,5.9528,10.8094666667,7.52553333333
375.09,5.96893333333,11.8177333333,7.92299999999,6.4524,5.4578,7.906,4.38253333333,5.90986666667,10.7919333333,7.46653333333
375.45,5.6712,11.5350666666,7.67179999999,6.19013333333,5.18606666667,7.66646666667,4.10766666667,5.6192,10.5414,7.15913333333
375.81,5.6288,11.5251333333,7.64826666667,6.13313333333,5.16453333333,7.7028,4.09913333333,5.59786666667,10.5185333333,7.1034
376.18,5.61513333333,11.5443333333,7.72633333333,6.17893333333,5.18106666667,7.74686666667,4.10073333333,5.6706,10.573,7.11026666667
376.54,5.61626666666,11.546,7.71453333333,6.19473333333,5.202,7.68206666666,4.0524,5.68706666667,10.5622,7.11173333333
376.90,5.72033333333,11.6616666667,7.81653333333,6.29853333333,5.33106666667,7.78626666666,4.1802,5.80133333333,10.6833333333,7.17213333333
377.26,5.69353333333,11.711,7.84246666666,6.3254,5.32873333333,7.77426666666,4.19833333333,5.7542,10.7208,7.161
377.63,5.6312,11.652,7.81546666667,6.24553333333,5.25806666667,7.68073333332,4.16466666667,5.7154,10.6526,7.11013333333
377.99,5.6586,11.7068,7.84793333334,6.27926666667,5.2394,7.73206666667,4.20486666666,5.76486666667,10.6278666667,7.13346666667
378.35,5.77553333333,11.8284,7.99086666667,6.3714,5.4298,7.82806666667,4.335,5.87686666667,10.7658666667,7.25453333333
378.71,5.91546666667,11.9669333333,8.15033333334,6.47626666667,5.55393333333,7.916,4.4616,6.02713333333,10.9097333333,7.33346666667
379.07,5.83806666667,11.9467333333,8.1248,6.45733333333,5.50346666667,7.84386666667,4.41726666667,5.9556,10.8247333333,7.28446666667
379.44,6.0122,12.1434,8.3416,6.65353333333,5.70186666667,8.026,4.66673333333,6.16753333333,11.0168666667,7.4984
379.80,5.9542,12.0576,8.30786666666,6.6074,5.64013333333,7.85546666666,4.60753333333,6.11646666666,10.9526666667,7.43613333333
380.16,5.92433333333,12.0619333333,8.23980000001,6.55053333333,5.56513333333,7.72600000001,4.52813333334,5.9912,10.8934666667,7.38126666667
380.52,5.87786666667,12.0083333333,8.219,6.48506666667,5.4788,7.67433333334,4.451,5.9268,10.8764,7.32366666667
380.88,5.91686666667,12.0292666667,8.22559999999,6.44593333333,5.42526666667,7.61293333333,4.3998,5.93446666666,10.8243333334,7.30753333333
381.24,5.88446666667,11.9976,8.19626666666,6.377,5.40413333333,7.60946666666,4.36393333333,5.89213333333,10.7652666667,7.26413333333
381.61,5.8116,11.9770666667,8.15333333334,6.3288,5.3624,7.57053333333,4.28413333333,5.85273333333,10.7008666667,7.19126666667
381.97,5.94013333333,12.1025333333,8.26273333333,6.4602,5.49266666667,7.67166666667,4.3952,5.93433333333,10.8367333333,7.26906666667
382.33,5.9256,12.1916666667,8.29333333333,6.412,5.43186666667,7.64879999999,4.379,5.9566,10.8112666667,7.26786666667
382.69,5.8214,12.1105333333,8.18033333334,6.3594,5.3572,7.60060000001,4.2986,5.85913333333,10.704,7.16273333333
383.05,5.85893333333,12.1594666667,8.24993333333,6.40793333333,5.4406,7.68846666667,4.38306666667,5.96993333333,10.8154,7.21213333333
383.41,5.82413333333,12.1798,8.20819999999,6.3888,5.39413333333,7.653,4.35206666667,5.9678,10.7820666667,7.153
383.77,5.80806666667,12.2438666667,8.23266666667,6.41786666667,5.435,7.73246666667,4.3324,5.95826666667,10.7906,7.1336
384.14,5.71186666667,12.1864,8.2046,6.34566666667,5.37413333333,7.69459999999,4.27886666667,5.9292,10.7074,7.06333333333
384.50,5.7738,12.3333333333,8.30266666667,6.44506666666,5.4884,7.79493333333,4.41406666667,6.038,10.7952,7.14146666667
384.86,5.68293333333,12.2692666667,8.25333333334,6.4068,5.46226666667,7.73119999999,4.3918,5.97726666666,10.7395333333,7.09026666667
385.22,5.6316,12.2812,8.26480000001,6.39433333333,5.41253333333,7.67420000001,4.32,5.9602,10.7117333333,7.0202
385.58,5.67953333333,12.3214666667,8.30966666667,6.42193333333,5.47966666667,7.68613333333,4.35593333333,5.99693333333,10.7495333333,7.0676
385.94,5.63366666667,12.3153333333,8.28073333334,6.36053333333,5.4506,7.649,4.3284,5.96673333333,10.6977333333,7.04026666667
386.30,5.68793333333,12.3484,8.3206,6.4504,5.5448,7.69993333333,4.37773333333,6.00746666667,10.7608,7.0514
386.66,5.77646666667,12.4516666667,8.45053333333,6.52793333333,5.62033333333,7.75693333333,4.45813333333,6.12413333333,10.8509333333,7.17173333333
387.03,5.80853333333,12.4849333333,8.44053333333,6.5378,5.62386666667,7.7526,4.4206,6.11713333333,10.8437333333,7.1596
387.39,5.92666666667,12.6177333333,8.54206666666,6.6202,5.7036,7.86133333333,4.4858,6.18766666666,10.9495333333,7.2562
387.75,5.8954,12.5982,8.4954,6.58126666667,5.64313333333,7.80826666667,4.45073333333,6.16613333333,10.9072,7.23633333333
388.11,6.02326666667,12.7126,8.5768,6.7034,5.76893333333,7.92673333333,4.54806666667,6.26826666667,11.0030666667,7.31733333333
388.47,6.04073333333,12.7529333333,8.61,6.7234,5.78893333333,7.96386666667,4.54733333333,6.30146666667,11.0546666667,7.3684
388.83,6.071,12.8322666667,8.65153333333,6.76146666667,5.82773333333,8.02979999999,4.58173333334,6.35313333333,11.1056666667,7.42926666667
389.19,6.1446,12.9008666667,8.67906666667,6.78986666667,5.88173333333,8.07053333334,4.6736,6.42413333333,11.1647333333,7.51186666667
389.55,6.05346666667,12.8622,8.60206666666,6.73573333333,5.74466666667,8.0258,4.61746666667,6.3446,11.0977333333,7.45393333333
389.91,6.075,12.9187333333,8.63073333333,6.77613333333,5.7774,8.02733333333,4.64,6.39433333333,11.1576666667,7.49466666667
390.27,6.03673333333,12.9024666667,8.57406666667,6.74893333334,5.69333333333,8.00033333333,4.6186,6.36633333333,11.1165333333,7.48653333334
390.63,6.04873333333,12.9406666667,8.58646666666,6.75826666667,5.73253333333,8.05326666667,4.6662,6.38813333333,11.1549333333,7.50466666667
391.00,6.07806666667,12.9769333333,8.63306666667,6.7928,5.7362,8.0726,4.72266666667,6.41686666667,11.1896,7.554
391.36,5.97613333333,12.9062,8.54253333334,6.73513333333,5.6434,7.96213333333,4.66946666667,6.33706666667,11.077,7.48586666667
391.72,5.9396,12.9191333333,8.51633333334,6.714,5.64653333333,7.91266666666,4.66373333333,6.322,11.0806,7.44833333333
392.08,5.95546666667,12.9876,8.55393333333,6.74546666667,5.6786,7.90426666667,4.70013333333,6.34366666667,11.1528666667,7.46606666667
