wavelength,Back_AniLacf,Belly_AniLacf,Breast_AniLacf,Crissum_AniLacf,Crown_AniLacf,DorTail_AniLacf,Patch10_AniLacf,Patch11_AniLacf,Patch12_AniLacf,Patch13_AniLacf,Rump_AniLacf,Throat_AniLacf,WingTip_AniLacf
511.36,12.1036,19.67375,14.0457333333,18.4181333334,12.4759333333,7.62926666667,10.4394,9.29359999999,13.6748,20.7896,14.9866666667,14.5678,8.61459999999
511.70,12.1258,19.9807916666,14.3072666667,18.7777333333,12.4643333333,7.6366,10.4402666667,9.28779999999,13.6325333333,21.0156333334,14.9480666667,14.7723333333,8.6174
512.05,12.1858666667,20.3315833334,14.5580666667,19.1560666667,12.483,7.6734,10.4742666667,9.30953333333,13.6351333333,21.2779,14.9366,15.0016666667,8.64033333333
512.40,12.2123333333,20.6382083333,14.7847333333,19.4928666667,12.463,7.68893333333,10.4990666667,9.29873333333,13.6014666667,21.5024666667,14.8998666667,15.2016666667,8.65773333333
512.75,12.2574666667,20.981875,15.0355333333,19.8382666667,12.4846,7.7026,10.5218666667,9.30033333333,13.5974,21.7549,14.8672,15.4106,8.67426666667
513.09,12.3317333333,21.3259583333,15.3064666667,20.2104,12.5225333333,7.73973333333,10.5633333333,9.33460000001,13.6175333333,22.0078,14.8781333333,15.6406,8.70646666667
513.44,12.4081333333,21.6730833333,15.5974666667,20.5971333333,12.582,7.80973333333,10.6312,9.3874,13.6567333333,22.2856333333,14.9146,15.9018,8.76566666666
513.79,12.465,22.0085833333,15.8572666667,20.9467333334,12.5921333333,7.8354,10.6684666667,9.41133333334,13.6386666667,22.5246,14.8961333333,16.1326,8.80493333333
514.13,12.5184666667,22.3704583333,16.1081333333,21.3300666667,12.6143333333,7.86853333333,10.7000666667,9.43660000001,13.6309333334,22.7879,14.8924666667,16.3548,8.83513333334
514.48,12.5501333333,22.7195,16.3872,21.7033333333,12.6296666667,7.8762,10.7304,9.43693333333,13.6269333333,23.0128,14.8587333333,16.5884,8.84873333334
514.83,12.6109333333,23.0914583333,16.6817333333,22.1071333333,12.6581333333,7.9046,10.7692,9.46326666667,13.6285333333,23.2691666667,14.8592,16.8316666667,8.88473333333
515.17,12.6444666667,23.4620833333,16.937,22.4854,12.6727333333,7.93326666666,10.7934666667,9.49433333335,13.6142,23.5025,14.8426,17.0631333333,8.9086
515.52,12.6972666667,23.7993333333,17.2056666667,22.8628,12.6806,7.94906666667,10.8128666667,9.48673333331,13.6006,23.7351,14.8050666667,17.2956666667,8.90553333334
515.87,12.7106666667,24.148875,17.4898666667,23.2407333333,12.6678,7.9536,10.834,9.4678,13.5766666667,23.9833333333,14.7765333334,17.4979333333,8.89913333333
516.21,12.7384,24.4735,17.7414666667,23.5866,12.6742,7.93,10.8326666667,9.46733333331,13.5543333333,24.2070333333,14.7305333333,17.6923333333,8.90073333333
516.56,12.7355333333,24.7434166667,17.9542,23.8940666667,12.6384,7.92026666667,10.8332,9.45766666667,13.5217333333,24.3849666667,14.6815333333,17.8612,8.88959999999
516.91,12.7092,25.0124583333,18.1346666667,24.1694666667,12.5976,7.89706666667,10.815,9.40966666667,13.4614,24.5466666667,14.6008,18.0249333333,8.87100000001
517.25,12.6974666667,25.24725,18.3081333333,24.4298666667,12.5705333333,7.88293333333,10.7994,9.38886666667,13.4227333333,24.6939333333,14.5414,18.1647333333,8.85986666667
517.60,12.6788666667,25.478375,18.4505333333,24.6500666666,12.5326666667,7.85193333333,10.7671333333,9.36153333335,13.3818,24.818,14.4859333333,18.2812666667,8.82886666667
517.95,12.6762,25.6649166667,18.5968666667,24.85,12.5170666667,7.8372,10.7629333334,9.34053333334,13.3504666667,24.9353666667,14.4327333333,18.4004666667,8.80933333333
518.29,12.67,25.8103333333,18.7039333333,25.0242,12.4916666667,7.82973333333,10.7493333333,9.31346666668,13.3054666667,25.0433666667,14.3872,18.5036666667,8.78940000001
518.64,12.6279333333,25.93925,18.8065333333,25.1608666667,12.4396666667,7.80386666667,10.7303333333,9.2562,13.2474666667,25.1227,14.3186666667,18.5836666667,8.75373333333
518.99,12.63,26.0847083333,18.9186666666,25.3388,12.4162,7.7898,10.7248,9.216,13.2156666667,25.2299,14.2715333333,18.6872,8.74060000001
519.33,12.6196666666,26.2630833334,19.0488666667,25.5317333333,12.399,7.79146666667,10.7389333333,9.21126666667,13.1966,25.3442666667,14.2385333333,18.801,8.74266666666
519.68,12.6172,26.4130416667,19.1644666667,25.6922,12.3972666667,7.7824,10.7235333333,9.21373333333,13.1622,25.4155666667,14.1862666667,18.9232,8.75626666666
520.02,12.6176,26.5994166667,19.3045333333,25.8829333333,12.3816666667,7.79053333333,10.7294666667,9.19893333334,13.1440666667,25.5216,14.1627333333,19.0426,8.7484
520.37,12.6202666667,26.8022916666,19.4552,26.0886,12.3682,7.78673333333,10.7246666667,9.18946666667,13.111,25.6349666667,14.1344,19.1871333333,8.75273333333
520.72,12.6168666667,26.961625,19.5957333333,26.2739333334,12.3494,7.78813333333,10.7277333333,9.1886,13.0785333333,25.7451,14.104,19.2982,8.75119999999
521.06,12.626,27.157125,19.7478666667,26.4886,12.3426,7.785,10.7256,9.17766666667,13.0501333333,25.8505666667,14.0680666667,19.4296666667,8.75946666667
521.41,12.66,27.390875,19.9604666666,26.7413333333,12.367,7.81806666667,10.7754,9.19279999999,13.0513333333,26.0118333333,14.066,19.6048,8.77986666667
521.75,12.6769333333,27.6040833333,20.1563333333,26.9713333333,12.3748,7.82806666667,10.7878666667,9.19366666666,13.0386,26.1444,14.0439333333,19.7429333333,8.79899999999
522.10,12.7154,27.8566666667,20.3728,27.2299333333,12.3856,7.85006666667,10.8145333333,9.21133333333,13.0329333333,26.2773,14.0309333333,19.9103333333,8.82966666667
522.45,12.7617333333,28.1202083333,20.5804,27.5036666667,12.4094,7.86893333333,10.8337333333,9.24060000001,13.0282,26.4287666667,14.0114,20.0869333333,8.85133333333
522.79,12.7468,28.331875,20.7468666667,27.6926666667,12.3866,7.85606666667,10.8148666667,9.2268,12.9762,26.5190333333,13.9536,20.2105333333,8.84846666667
523.14,12.7386666667,28.4981666667,20.8932666667,27.8566666667,12.3582,7.8446,10.7942,9.20640000001,12.9210666667,26.6109333333,13.898,20.3166666667,8.84226666667
523.48,12.7565333333,28.6944166667,21.057,28.0676,12.348,7.84446666667,10.798,9.19806666666,12.8999333333,26.7366666667,13.8629333333,20.4498666667,8.85366666666
523.83,12.7277333333,28.851625,21.1747333333,28.2391333333,12.3098666667,7.83866666667,10.7817333333,9.18926666667,12.8449333333,26.8172333333,13.7994,20.5634,8.86333333334
524.17,12.7259333333,29.0027916667,21.3086,28.4039333333,12.2918666666,7.8352,10.779,9.17393333333,12.8050666667,26.9027,13.757,20.6517333333,8.85560000001
524.52,12.7236666667,29.1784583334,21.4266666667,28.5676666667,12.2594666667,7.8144,10.7609333333,9.15646666667,12.7583333333,26.9799333333,13.7041333333,20.7469333333,8.8434
524.87,12.7233333333,29.3359166667,21.5274666667,28.7166,12.2300666667,7.81033333333,10.7422,9.13533333334,12.7129333333,27.0592666667,13.6649333333,20.8500666667,8.8226
525.21,12.7112,29.4565,21.6289333333,28.8638666667,12.1985333333,7.79353333333,10.7133333333,9.10973333333,12.6648666667,27.1226,13.6150666667,20.9282,8.80893333334
525.56,12.6761333333,29.5985833333,21.7266,29.001,12.1435333333,7.76613333333,10.6772666667,9.07166666666,12.6018,27.1767333333,13.5362666667,21.0312,8.7706
525.90,12.6512,29.795375,21.8536,29.1850666667,12.1066,7.74573333333,10.6562666667,9.03906666667,12.5652666667,27.2742,13.4816666667,21.1525333333,8.74766666667
526.25,12.6125333333,29.9400833333,21.9506,29.2993333333,12.0522666667,7.7226,10.6297333333,9.0094,12.5034,27.3348,13.4164666667,21.2489333333,8.72866666666
526.59,12.5996666667,30.0785416667,22.0557333333,29.4414666667,12.0070666667,7.7072,10.6143333333,8.98146666666,12.467,27.4146666667,13.3708,21.3476,8.70559999999
526.94,12.5732666667,30.2330416667,22.1396666667,29.5693333333,11.9704666667,7.6832,10.582,8.94033333333,12.4312,27.4639,13.3167333333,21.4286,8.68793333333
527.28,12.5396666667,30.33225,22.2066,29.6578666667,11.9128,7.6396,10.5458666667,8.897,12.3778666667,27.4981666667,13.2444666667,21.4916666667,8.64313333333
527.63,12.5368666667,30.439125,22.2927333333,29.7561333333,11.8932666667,7.6338,10.5404,8.8724,12.3601333333,27.5398,13.2199333333,21.565,8.63866666667
527.97,12.5318,30.5264166667,22.3351333333,29.8382666667,11.8729333333,7.62453333333,10.5231333333,8.86066666667,12.3272,27.5598333333,13.1838666667,21.6257333333,8.63299999999
528.32,12.5051333333,30.597375,22.3823333333,29.9109333333,11.8442666667,7.60406666667,10.4983333333,8.84,12.3016666667,27.5797666667,13.1454666667,21.6750666666,8.60953333334
528.66,12.492,30.6725,22.4468,29.9890666667,11.8258,7.59526666667,10.4898,8.82326666667,12.2818666667,27.6114333333,13.1216666667,21.7249333333,8.60720000001
529.01,12.4746,30.7427083333,22.5048,30.0667333333,11.8046,7.58706666667,10.4837333333,8.80406666667,12.2618666666,27.6245,13.0892,21.7838666667,8.59699999999
529.35,12.4586666667,30.8380416667,22.5678666667,30.1482,11.7879333333,7.58406666667,10.4798,8.78826666667,12.2370666667,27.6485333333,13.0701333333,21.8415333333,8.59346666666
529.70,12.4574666667,30.9157916667,22.6263333333,30.2245333333,11.778,7.58973333333,10.4829333333,8.78606666667,12.2169333333,27.6836,13.055,21.8970666667,8.59486666667
530.04,12.4696666667,31.0183333333,22.7165333333,30.3423333333,11.7900666667,7.59933333333,10.4874,8.78573333333,12.2094,27.7259,13.0467333333,21.9702666667,8.59626666666
530.39,12.4757333333,31.1496666667,22.8259333333,30.4786,11.799,7.6104,10.493,8.79673333333,12.2020666667,27.7667666667,13.0323333333,22.0615333333,8.60733333333
530.73,12.4951333333,31.288625,22.958,30.6212,11.8044666666,7.62546666667,10.5134,8.8086,12.1919333333,27.8380333333,13.0233333333,22.1726,8.62353333333
531.08,12.5069333333,31.4461666667,23.0845333334,30.7720666667,11.8199333333,7.66153333333,10.531,8.8174,12.1886666667,27.9069666667,13.0212666667,22.2743333333,8.63813333334
531.42,12.5025333333,31.6022083333,23.2149333333,30.928,11.8098,7.66913333333,10.5263333334,8.81346666667,12.1582,27.9761666667,12.9925333334,22.3864666667,8.6324
531.77,12.502,31.760625,23.3678,31.0735333333,11.8032666667,7.67526666667,10.5364,8.8084,12.1441333334,28.0602,12.9617333333,22.5003333333,8.63886666667
532.11,12.5244666667,31.9136666667,23.5193333333,31.2222,11.8071333333,7.69553333333,10.5575333333,8.80766666667,12.1385333333,28.1531,12.9541333333,22.6298666667,8.66253333333
532.46,12.541,32.0522083333,23.6514666667,31.3691333333,11.8152,7.7122,10.5768666667,8.82266666667,12.1364,28.2330333333,12.932,22.7494666667,8.67740000001
532.80,12.5661333333,32.1965833333,23.7659333333,31.486,11.8242,7.74046666667,10.5942,8.84373333333,12.1412,28.3135666667,12.9308666667,22.8508,8.71013333333
533.15,12.5940666667,32.3045833333,23.8718,31.6188,11.8418,7.76246666667,10.6194,8.8612,12.1541333333,28.4008666667,12.9305333333,22.9476,8.7326
533.49,12.6116666667,32.4004583334,23.9728,31.7365333333,11.8498666667,7.77733333333,10.6266,8.86486666667,12.1578,28.4556,12.919,23.0488,8.75193333334
533.84,12.6092,32.51675,24.0467333333,31.8374666667,11.8285333333,7.77813333333,10.6231333333,8.85073333333,12.1402666667,28.5121666667,12.8922,23.1376666667,8.75760000001
534.18,12.6244666667,32.6489166667,24.1492,31.9524,11.8419333333,7.80513333333,10.6498,8.85913333333,12.1378666667,28.5895333333,12.8962,23.2391333333,8.77846666667
534.52,12.6428,32.7646666667,24.2302666667,32.0592,11.8482,7.8308,10.6610666666,8.87706666667,12.1336666667,28.6444333333,12.8883333333,23.3245333333,8.79226666667
534.87,12.6689333333,32.896125,24.3524666667,32.2017333333,11.8548,7.85786666667,10.6867333333,8.8928,12.1284,28.7158333333,12.8834666667,23.4444,8.81880000001
535.21,12.6900666667,33.00225,24.4472666667,32.3150666667,11.8766,7.87306666667,10.708,8.90933333333,12.1196,28.7709333333,12.8623333333,23.5321333333,8.83546666667
535.56,12.7217333333,33.1562916667,24.5797333333,32.4783333333,11.9022,7.9162,10.7456666667,8.93673333333,12.1382666667,28.8616333333,12.8802,23.6687333333,8.86446666666
535.90,12.7386666667,33.260375,24.6876666667,32.6030666667,11.9204,7.94513333333,10.759,8.948,12.1325333333,28.9115,12.8798666667,23.7644,8.879
536.25,12.7572666667,33.4144583333,24.8048,32.7118666667,11.9414,7.97046666667,10.7782,8.96393333333,12.1389333333,28.9739666666,12.8896,23.8794666667,8.90433333333
536.59,12.7596666667,33.5387083333,24.908,32.8349333333,11.9451333333,7.96646666667,10.7772,8.93986666667,12.125,29.0481333333,12.865,23.9732666667,8.9022
536.93,12.7572,33.6642083334,25.0004,32.9295333333,11.9456,7.9704,10.7751333333,8.924,12.0974,29.0862666667,12.8372666667,24.0464666667,8.90659999999
537.28,12.7354666667,33.796375,25.0898,32.9976666667,11.9222666667,7.95613333333,10.7606,8.90566666667,12.0578666667,29.1159666667,12.7921333333,24.0963333334,8.89066666667
537.62,12.7398,33.8815833333,25.2058,33.102,11.929,7.9652,10.7678,8.914,12.052,29.1606333333,12.7877333333,24.1570666667,8.90059999999
537.97,12.7131333333,33.98025,25.2774,33.1934666667,11.8874666666,7.93546666667,10.7261333333,8.86673333334,12.0088,29.1896666667,12.7252,24.2204,8.86233333333
538.31,12.7013333333,34.1273333333,25.4152,33.3406,11.8702,7.9334,10.7155333333,8.84213333333,11.9902,29.2581,12.6848666667,24.3348,8.87113333333
538.65,12.6592,34.24875,25.504,33.4319333333,11.8382666667,7.91106666667,10.6842,8.81066666667,11.9516,29.3051,12.6338666667,24.4269333333,8.86246666666
539.00,12.6276,34.396875,25.6246,33.5427333333,11.8082,7.90086666667,10.6598666666,8.77033333333,11.9222,29.3608,12.5778,24.5281333333,8.84786666666
539.34,12.585,34.4972083334,25.7182666667,33.6358,11.7703333333,7.872,10.6206666667,8.72053333333,11.8726666667,29.3896666667,12.5136666667,24.6005333333,8.82206666667
539.69,12.5668,34.623125,25.8022,33.7352666666,11.7224666667,7.85533333333,10.597,8.69873333333,11.8219333333,29.4344,12.4452666667,24.6706,8.80313333333
540.03,12.5226666667,34.64525,25.8192,33.7600666667,11.6659333333,7.82633333333,10.5522,8.6476,11.7532666667,29.4071,12.3644,24.6772,8.76406666666
540.37,12.4774666666,34.6783333333,25.8571333333,33.7724,11.6172,7.8056,10.5097333333,8.603,11.6886,29.3877,12.2954666667,24.7078,8.73186666667
540.72,12.4238666667,34.6873333333,25.8822666667,33.768,11.5552666667,7.77066666667,10.4578666667,8.55766666667,11.6259333333,29.3618666667,12.2256,24.7199333333,8.69586666667
541.06,12.3700666667,34.689625,25.8932,33.7667333333,11.5040666667,7.7328,10.4126,8.51166666667,11.5654,29.319,12.1651333333,24.7308666667,8.66593333334
541.40,12.3292,34.7375833333,25.9250666667,33.8039333333,11.4662,7.71006666667,10.3882,8.4712,11.5126666667,29.3188,12.1012666667,24.7604,8.63986666667
541.75,12.3233333333,34.7883333333,25.9834,33.8447333333,11.4464666667,7.71353333334,10.3824666667,8.46133333333,11.4812,29.3338,12.0637333333,24.7951333333,8.64533333333
542.09,12.2870666667,34.8054166667,26.0023333333,33.8425333333,11.4173333333,7.69573333333,10.3604666667,8.4268,11.4277333333,29.3092,12.006,24.8024666667,8.61333333333
542.43,12.2704666667,34.8509166667,26.0496,33.8956,11.4080666667,7.68873333333,10.3516,8.40453333333,11.396,29.3,11.9714,24.8286,8.5962
542.78,12.2596666667,34.9135833333,26.1064666667,33.9517333333,11.3874666667,7.6868,10.3386,8.38746666667,11.3586,29.2942,11.9341333333,24.8716666667,8.5822
543.12,12.2482666667,34.9934166667,26.1584666666,34.007,11.3662666667,7.6912,10.331,8.37366666667,11.3227333333,29.3040333333,11.8932,24.9162,8.56933333334
543.46,12.225,35.0972916667,26.2469333334,34.0923333333,11.3756,7.70713333333,10.3433333333,8.368,11.3036666667,29.3089,11.8735333333,24.9918666667,8.57340000001
543.81,12.243,35.2285833333,26.3820666667,34.2152,11.3818666667,7.73606666667,10.3801333333,8.381,11.3106,29.3836,11.8728,25.0964666667,8.59219999999
544.15,12.274,35.3772916667,26.5152666667,34.353,11.4033333333,7.77813333333,10.4160666667,8.40566666666,11.3153333333,29.4540333334,11.8747333333,25.1961333333,8.61406666667
544.49,12.3434666667,35.54775,26.6615333333,34.5252,11.4632,7.83826666667,10.4782666667,8.46153333333,11.3583333333,29.5551,11.914,25.352,8.66526666667
544.84,12.3988666667,35.7233333333,26.8124666667,34.6999333333,11.5070666666,7.89393333333,10.5319333333,8.5078,11.3931333333,29.6690333333,11.9235333333,25.4849333333,8.69713333333
545.18,12.4736666667,35.909125,26.9764,34.876,11.5648666667,7.957,10.5908,8.55693333333,11.4317333333,29.7682,11.9618,25.6337333333,8.75320000001
545.52,12.5158,36.0669166667,27.1160666666,35.0068,11.6246,7.98806666667,10.6318666667,8.5948,11.4672,29.8459666667,11.9820666667,25.7618666667,8.79580000001
545.87,12.5794,36.200125,27.2615333333,35.1735333333,11.6884,8.05426666667,10.692,8.66113333333,11.517,29.9568,12.0394,25.9121333333,8.86606666666
546.21,12.6442666667,36.3889166667,27.4238,35.3219333334,11.7212,8.107,10.7472666667,8.71153333334,11.5621333333,30.0734333333,12.0796,26.0648666667,8.92059999999
546.55,12.7095333333,36.5519583333,27.5694666667,35.4791333333,11.7732666667,8.17020000001,10.8048666667,8.7778,11.6132666667,30.2074333333,12.1288666666,26.2073333333,8.98899999999
546.90,12.7518666667,36.65125,27.685,35.5707333333,11.8196666667,8.20473333334,10.8410666667,8.8186,11.637,30.2625666667,12.1655333333,26.3052666667,9.04286666667
547.24,12.8258,36.7725416667,27.7817333333,35.6880666666,11.8671333333,8.23980000001,10.8675333333,8.85386666667,11.6803333333,30.3713,12.1998,26.4095333333,9.10033333333
547.58,12.8616,36.95025,27.9242,35.8475333333,11.9077333333,8.27513333334,10.8977333333,8.884,11.7037333333,30.4508333333,12.2257333333,26.5478,9.14673333333
547.92,12.8992,37.0982916667,28.0249333333,35.9972,11.9375333333,8.28873333333,10.9257333333,8.92833333333,11.7298666667,30.5096666667,12.2464666667,26.6954666667,9.1902
548.27,12.913,37.2625416667,28.1495333333,36.1184,11.9414,8.3204,10.9464666667,8.94466666667,11.7326,30.5704333333,12.2562,26.7988,9.22033333333
548.61,12.9633333333,37.456625,28.3045333333,36.2936666667,11.9876666667,8.37713333334,11.0094,8.98486666667,11.7734,30.6745333333,12.3042666667,26.9548,9.28586666666
548.95,12.9780666667,37.5897916667,28.4064,36.3838,11.9894,8.39,11.0143333333,9.0004,11.7733333333,30.7332666667,12.2965333333,27.0778,9.29386666666
549.29,12.9894666667,37.693625,28.51,36.4918666667,11.9891333333,8.41740000001,11.0292,9.0056,11.7648666667,30.7756666667,12.3035333333,27.1780666667,9.30686666667
549.64,12.96,37.884,28.6183333333,36.6314,11.948,8.39073333334,11.0091333333,8.97906666667,11.7358,30.8301666667,12.2864666667,27.2792,9.28
549.98,12.9339333333,37.940875,28.6686666667,36.6827333333,11.919,8.36100000001,10.9757333333,8.94713333333,11.68,30.8222666667,12.2275333333,27.3144666667,9.2454
550.32,12.9496,38.0391666666,28.7654666667,36.7726,11.9224,8.35093333333,10.9814666667,8.934,11.6742666667,30.8545666667,12.2082666667,27.3960666667,9.23466666667
550.66,12.9852,38.16775,28.8772666666,36.9007333333,11.9225333333,8.37626666667,11.0021333333,8.93113333333,11.696,30.9337333333,12.1977333333,27.5127333333,9.25873333334
551.01,12.9578666667,38.2345,28.9346,36.9209333333,11.8872,8.36439999999,11.0078,8.92613333333,11.6632666667,30.9518333333,12.1480666667,27.5716666666,9.2544
551.35,12.9398666667,38.2934583333,28.9744666667,36.9302666667,11.8530666667,8.34333333333,10.9755333333,8.904,11.6235333333,30.9627,12.1022,27.6171333333,9.24073333334
551.69,12.9274666667,38.3332916667,29.0242,36.9492,11.8204,8.35513333334,10.9588,8.88066666667,11.6098,30.9653333333,12.0833333333,27.6386666667,9.23706666667
552.03,12.9396,38.3649583333,29.1065333333,37.0039333333,11.8378,8.37506666667,10.9718,8.8832,11.638,31.0153,12.0675333333,27.6995333333,9.25280000001
552.38,12.9046666667,38.3511666667,29.1384,36.9927333333,11.802,8.34806666667,10.9122,8.8428,11.6006666667,30.9926,12.0146,27.7119333333,9.22539999999
552.72,12.8978666667,38.3909166666,29.1890666667,37.0438,11.8058,8.36833333334,10.9184,8.8428,11.6066,31.0159,11.999,27.7687333333,9.24773333333
553.06,12.9198,38.513875,29.3044666667,37.1788,11.8255333333,8.42726666667,10.9622,8.8574,11.6506,31.1180333333,12.0143333333,27.9018666666,9.30446666667
553.40,12.9306,38.566625,29.3443333333,37.2141333333,11.8256,8.44806666667,10.9623333333,8.8738,11.6596,31.1411,11.9872,27.9581333333,9.31033333333
553.74,12.9909333334,38.7132916667,29.4634,37.3351333333,11.8684,8.53280000001,11.0118,8.92266666667,11.7107333333,31.2598333333,12.0299333334,28.1124666666,9.38713333333
554.09,13.0031333333,38.7798333333,29.5031333333,37.3824666667,11.8760666667,8.57646666666,11.0112666667,8.95326666667,11.7200666667,31.2712333333,12.0388,28.1768,9.42673333334
554.43,12.9839333333,38.8527916667,29.5340666667,37.4091333333,11.8934666667,8.59733333333,10.9948,8.95006666667,11.7092,31.2791,12.0162,28.2283333334,9.43073333333
554.77,13.0138666667,38.9799166667,29.653,37.5340666667,11.9238666667,8.62680000001,10.9993333333,8.95213333333,11.7271333333,31.3154,12.0212,28.3318666667,9.45359999999
555.11,13.0946,39.1555,29.8139333333,37.7090666666,12.0105333333,8.72673333334,11.0758666667,9.02286666667,11.7991333333,31.4360666667,12.0933333333,28.481,9.54673333334
555.45,13.1322666667,39.3234583333,29.9594666667,37.8706,12.0605333333,8.7666,11.1256666667,9.06326666667,11.8277333333,31.5458333333,12.116,28.6228666667,9.57986666667
555.80,13.1416,39.4810833333,30.052,37.9902,12.0478,8.77133333333,11.1238666667,9.0764,11.8182,31.5797,12.0981333333,28.7247333333,9.58946666667
556.14,13.2048,39.6595,30.1843333333,38.1303333333,12.0892666667,8.83266666667,11.1852,9.11993333333,11.8560666667,31.6734,12.1452666666,28.8780666666,9.64813333333
556.48,13.2715333333,39.8471666666,30.3283333333,38.2687333333,12.1364,8.89846666667,11.2722,9.18526666667,11.9343333333,31.7622,12.1986666667,29.0062,9.72826666667
556.82,13.2950666667,39.9565833333,30.3536666667,38.2954666667,12.146,8.90173333333,11.2684666667,9.21899999999,11.9311333333,31.7595333333,12.2128,29.0632,9.73913333333
557.16,13.3246,40.083625,30.4869333333,38.4126,12.1775333333,8.92493333333,11.2978666667,9.22153333334,11.9358666667,31.8242666667,12.2231333333,29.1542666666,9.77686666667
557.50,13.303,40.080875,30.5488666667,38.4470666667,12.1610666667,8.93253333333,11.2752,9.21906666667,11.9252666667,31.7892,12.1989333333,29.1752,9.78693333334
557.85,13.3272666667,40.1744166667,30.6265333333,38.4966666667,12.1724,8.93146666667,11.3062,9.21353333334,11.943,31.8248666667,12.2097333333,29.2744,9.81653333334
558.19,13.326,40.24075,30.703,38.571,12.1539333333,8.9054,11.3120666667,9.19840000001,11.9086,31.8519,12.2016666667,29.324,9.81226666666
558.53,13.2806666667,40.23575,30.7145333333,38.5707333333,12.1107333333,8.88493333333,11.2673333333,9.14653333334,11.8675333333,31.8129666667,12.1592666667,29.3432,9.78593333333
558.87,13.2108,40.2385,30.6839333334,38.5736,12.033,8.81613333333,11.1978,9.09173333334,11.8187333333,31.7487666666,12.0613333333,29.3585333333,9.72726666667
559.21,13.2082666667,40.2987916667,30.7448666667,38.6066666667,12.0187333333,8.78160000001,11.1767333333,9.07046666667,11.8152666667,31.7652,12.0431333333,29.4209333333,9.7432
559.55,13.1604666667,40.2777916667,30.7302,38.5990666667,11.9824666667,8.76826666666,11.1500666667,9.04333333333,11.7822666667,31.7308,12.0149333333,29.4382666667,9.73773333333
559.89,13.0984666667,40.2559166667,30.7223333333,38.5687333333,11.9268666667,8.71873333334,11.0989333333,8.98786666667,11.7250666667,31.6664,11.9558666667,29.4337333333,9.69379999999
560.23,13.0177333333,40.262625,30.7267333333,38.5403333333,11.8508666666,8.66653333332,10.9968,8.92313333333,11.6383333333,31.6254666666,11.8731333333,29.4461333333,9.63766666667
560.58,12.9647333333,40.221875,30.7794666667,38.5338,11.7971333333,8.6338,10.9574666667,8.87393333333,11.5734,31.5619,11.792,29.4494,9.59233333334
560.92,12.9498,40.2611666667,30.8092,38.5466,11.7821333333,8.62553333334,10.9282,8.84506666667,11.5478,31.5233,11.7546666667,29.5009333333,9.58440000001
561.26,12.9319333333,40.3582916667,30.8328666667,38.5970666667,11.7698,8.58906666667,10.9130666667,8.8032,11.5093333333,31.5384,11.7364,29.5466,9.55493333333
561.60,12.9313333334,40.51125,30.9466666667,38.7313333333,11.7712,8.63053333333,10.9368,8.832,11.4981333333,31.6022666667,11.7366666667,29.6328,9.58400000001
561.94,12.9041333333,40.5338333334,30.9726,38.7312666667,11.7396,8.6306,10.9112,8.8126,11.4930666667,31.5743,11.7053333333,29.6764,9.58280000001
562.28,12.9489333333,40.7385,31.12,38.8626,11.7583333333,8.67786666668,10.9684666667,8.86053333333,11.5154666667,31.6786666667,11.7397333333,29.799,9.63826666666
562.62,12.9735333333,40.804875,31.2096666667,38.9311333333,11.7622666667,8.70460000001,10.9924666667,8.87153333334,11.5198,31.7453333333,11.7667333333,29.8742666667,9.66833333333
562.96,12.9883333334,40.872625,31.2549333333,38.9710666667,11.7824666667,8.75313333333,11.028,8.89713333334,11.5254,31.7697666667,11.7538666667,29.9312,9.69746666667
563.30,13.0616,41.01825,31.3966666667,39.0733333333,11.8244,8.80246666666,11.0666666667,8.91713333333,11.5622,31.8789,11.7778666667,30.0667333333,9.74226666667
563.64,13.1029333333,41.177375,31.5118666667,39.1896,11.8436,8.83673333333,11.0994666666,8.94726666667,11.5870666667,31.9856,11.7866,30.1973333333,9.79519999999
563.99,13.1318666667,41.22925,31.5458666667,39.2412666667,11.8476,8.84433333334,11.1162,8.94046666666,11.5887333333,32.0045333333,11.8002,30.2563333333,9.79159999999
564.33,13.0960666667,41.2613333333,31.5386666667,39.256,11.8136666667,8.80046666667,11.0802666667,8.8996,11.5634666667,32.0173333333,11.7648666667,30.2982,9.75906666666
564.67,13.0998666667,41.3557083334,31.6188,39.315,11.7828,8.80713333334,11.0923333333,8.9064,11.5649333333,32.0712333333,11.7713333333,30.3795333333,9.76166666667
565.01,13.0944,41.41575,31.6548,39.343,11.7736,8.82006666667,11.0842,8.91833333333,11.5515333333,32.0742333333,11.7292,30.4127333333,9.76459999999
565.35,13.0206,41.390125,31.6350666667,39.3176,11.6817333333,8.73126666666,10.9954,8.82893333333,11.4724,32.0367333333,11.6544,30.3896666667,9.68126666667
565.69,13.0388,41.529875,31.7231333333,39.3979333334,11.6817333333,8.75026666667,11.0097333333,8.85733333333,11.4749333333,32.1119333333,11.6568,30.4688,9.69573333333
566.03,13.0459333333,41.5284583333,31.7552,39.4384,11.6848666667,8.76053333334,11.0448,8.87613333333,11.4873333333,32.1276,11.6744,30.5113333333,9.69706666667
566.37,13.0097333333,41.566375,31.7556,39.445,11.6524,8.72006666667,10.9926,8.82726666667,11.4114666667,32.1009333333,11.6134,30.5078,9.62980000001
566.71,12.9567333333,41.5854166667,31.7719333333,39.4535333333,11.5944,8.67033333333,10.9373333333,8.77546666667,11.3544,32.0705,11.5764,30.5044,9.57966666667
