wavelength,Back_TanCyom,Belly_TanCyom,Breast_TanCyom,Crissum_TanCyom,Crown_TanCyom,DorTail_TanCyom,Patch10_TanCyom,Patch11_TanCyom,Patch12_TanCyom,Patch13_TanCyom,Rump_TanCyom,Throat_TanCyom,WingTip_TanCyom
192.85,-12.6126666665,22.0720833333,-23.5360833333,-114.864833333,-39.4465238095,-18.24325,-97.5225000002,-56.5315833332,-63.5134999999,-93.9188333333,18.24325,-65.5405000001,12.3874166667
193.23,-24.6666666666,18.6666666666,-57.3333333333,-170.333333333,-42.3333333334,-28.9999999998,-169.333333333,-83.9999999999,-99.6666666667,-134.333333333,10.6666666667,-121.333333333,12.6666666667
193.61,-37.0833333333,-0.8333333334,-74.5833333332,-214.583333333,-36.4285714285,-34.1666666667,-230.0,-106.25,-132.5,-160.833333333,17.0833333333,-145.0,18.3333333333
193.99,-80.0000833333,-80.00025,-115.277708333,-322.77775,-84.2064642857,-101.666625,-368.888916667,-166.666666667,-204.4445,-238.888916667,-36.1113333334,-250.0,-26.66675
194.37,-71.2964166667,-83.7963333333,-69.6758749999,-256.9445,-68.7828571429,-81.2499166667,-298.148333333,-119.444416667,-163.889,-183.33325,-25.0000833335,-218.518583334,-65.50925
194.75,-75.6666666666,-82.6666666667,-53.5000000001,-202.0,-78.1904761905,-70.9999999999,-215.666666666,-88.3333333333,-140.333333334,-160.333333333,-29.0,-180.0,-63.3333333332
195.13,-80.0595833335,-81.5475833334,-60.8631250001,-194.642833333,-86.3094642858,-80.5058333332,-220.53575,-104.761916667,-139.880916667,-147.321333333,-53.5714166667,-174.107083333,-79.4642500001
195.51,-158.730166667,-151.58725,-132.738083333,-285.71425,-170.805047619,-157.341125,-332.142833333,-183.333333334,-231.746,-236.508166667,-149.20625,-271.825333333,-171.230166667
195.89,-120.833416667,-109.226166667,-91.8155416666,-208.630833333,-136.98975,-129.464291667,-228.27375,-119.642916667,-171.726166667,-179.761833333,-108.928583334,-203.5715,-138.392958333
196.27,-150.641,-152.2435,-112.339583333,-231.73075,-145.238047619,-152.564125,-267.3075,-141.6665,-212.499916667,-196.15375,-140.705,-237.179333334,-172.756625
196.65,-355.952333333,-370.238,-300.000125,-478.5715,-325.765309524,-326.785625,-583.333416667,-328.571416667,-467.262,-417.261916667,-336.904916667,-508.333333334,-420.238125
197.03,-814.285666667,-861.904666668,-648.214333333,-1007.14283333,-714.285738096,-722.619166667,-1242.85691666,-757.142666668,-1011.90475,-985.714416668,-777.380916667,-1072.61916667,-927.381000001
197.40,3287.5,3345.83333333,2695.83333334,3991.66666667,3091.66666667,2981.25,4725.0,3220.83333333,3920.83333334,4204.16666667,3083.33333334,4150.0,3772.91666667
197.78,493.333416667,444.4445,395.27775,538.888833333,437.142928571,391.666708333,657.222083333,428.88875,531.111166667,605.000000001,422.77775,587.77775,504.722166667
198.16,319.097333333,278.8195,264.583416666,332.291583333,273.313511905,226.041583333,398.611166666,281.249916667,344.791666667,396.180583333,259.02775,366.3195,324.479125
198.54,294.551083333,271.474333333,266.666625,304.80775,264.148380952,208.653791667,366.98725,276.602583333,328.525583333,390.064083333,256.73075,340.064166667,294.230666667
198.92,289.236,263.889,271.875041667,286.805583333,242.014,196.874833333,370.833166667,280.20825,325.347333333,386.805583333,259.375083333,339.236,282.465333333
199.30,255.74725,231.034333333,237.069041666,245.114916667,211.740654762,180.02875,308.620833334,251.436833334,279.59775,344.253083334,231.321833333,310.919416667,241.379333333
199.68,250.297583333,231.54775,237.499958333,264.58325,206.335107143,182.291541666,324.7025,264.880833333,277.97625,345.23825,236.011833333,335.119083333,236.904833333
200.06,215.31525,197.74775,203.378291667,224.099083333,170.688452381,157.770166667,284.23425,233.107916667,230.630583333,283.108166667,199.324333333,279.504416667,200.112541667
200.44,204.365,186.508,191.170583333,214.484166667,169.756214286,158.432666667,268.849166667,224.8015,214.881,267.063583333,192.262,260.317583333,194.940333333
200.82,326.0,298.333333333,303.833333333,347.0,275.476190476,258.166666667,452.333333333,354.333333333,343.666666667,440.333333333,309.333333333,420.0,297.166666667
201.19,275.862166667,268.678083334,275.430958333,318.390916667,249.260976191,235.77575,406.32175,321.264333334,316.379333333,388.21825,278.735666667,386.78175,264.511375
201.57,335.71425,329.762,341.468208333,384.920666667,292.516964286,278.76975,519.047583333,399.206333333,391.666666667,480.9525,347.618833333,486.507916667,316.071416667
201.95,432.22225,433.888916667,475.833333333,540.555666667,408.015916667,386.388916667,714.999833333,593.33325,541.666666667,627.77775,491.666666667,686.666666667,459.999833333
202.33,505.555583333,474.305416666,569.09725,630.555583333,466.865059524,486.111083334,863.888916665,731.250166667,634.72225,728.472166667,602.77775,831.944416667,539.23625
202.71,537.12125,465.151416667,579.166708333,661.363583333,462.986880952,564.394041667,909.090999998,770.454666667,632.575833332,719.696833334,608.333333333,890.909083332,554.5455
203.09,322.222,277.777666667,321.296375,404.629833334,291.534333334,347.916833333,557.870333333,459.259416667,384.25925,427.777666666,351.388833333,544.907416667,321.064708333
203.47,221.428583334,182.142833333,208.333291667,276.488083333,192.517107143,228.720375,359.523833333,293.154916667,250.892833333,263.09525,210.119083333,347.916666666,205.654583333
203.85,261.607166667,202.083333333,225.892833333,291.964333333,218.239928571,269.791791667,380.0595,315.476083333,275.59525,286.607166667,215.476166667,369.940416667,222.619166667
204.22,304.861166667,243.749916667,275.347291667,336.11125,250.694464286,330.382,440.277916667,370.833416667,329.513833333,321.875,254.16675,440.625,265.104125
204.60,364.166666667,281.666666667,355.833333333,392.083333333,287.678571428,396.041666666,510.416666667,434.583333333,392.5,370.833333333,302.083333333,540.416666667,329.583333333
204.98,397.807083334,308.333333333,387.28075,422.3685,300.062714286,446.710416667,528.50875,462.280666667,416.228083333,393.42125,321.929833333,599.123,361.622916667
205.36,559.615416666,378.205,533.974208333,528.84625,395.054940476,612.179333333,710.897416667,600.641083333,557.051333333,512.179333332,403.205166667,834.615333333,455.769208333
205.74,268.103583333,180.747083333,257.183875,251.149333334,191.913023809,291.954083333,331.321916666,267.52875,277.87375,246.839166667,191.379416666,397.413666667,228.44825
206.12,194.128666667,140.719666667,180.681833333,178.598416666,136.823452381,221.306916667,231.628666667,187.6895,200.947,184.090833333,143.939416667,275.56825,170.7385
206.50,220.940083334,172.0085,189.850458333,205.342,143.101333333,252.13675,259.18825,205.34175,232.264833333,211.111,161.965916667,309.829166666,187.606708333
206.87,202.12775,164.893583333,177.659666667,187.94325,133.307869048,220.390041666,238.82975,196.453916667,220.0355,191.312166667,158.333333333,279.25525,174.467958333
207.25,265.714333333,219.523916667,245.238083333,247.380916667,173.435380952,292.262041667,312.619,270.238,289.28575,260.238083333,209.761916667,370.9525,242.380875
207.63,234.429833333,210.307,234.320291667,219.517583333,161.246916667,271.271916667,293.421083333,243.421,276.75425,252.631333333,199.780666666,342.544166667,226.096458333
208.01,204.60525,207.237,225.109666667,200.438583334,149.185440476,242.872833333,272.58775,227.631583333,269.517583333,250.4385,191.008833334,314.912333333,222.916583333
208.39,206.666666667,208.333333334,221.770833333,198.541666667,162.202380952,234.270833334,264.791666666,236.041666667,276.458333333,262.708333333,187.5,303.541666667,222.1875
