wavelength,Back_TanCyom,Belly_TanCyom,Breast_TanCyom,Crissum_TanCyom,Crown_TanCyom,DorTail_TanCyom,Patch10_TanCyom,Patch11_TanCyom,Patch12_TanCyom,Patch13_TanCyom,Rump_TanCyom,Throat_TanCyom,WingTip_TanCyom
360.20,9.81358333333,12.9300833333,12.8445,7.27775,6.27429761904,7.40316666667,11.7416666667,7.38308333334,7.87825000001,16.2109166667,17.4619166667,11.2286666667,5.35745833333
360.57,9.87275,13.00525,12.8995416667,7.31566666667,6.31753571428,7.47666666667,11.8421666667,7.42949999999,7.93374999999,16.1938333333,17.5920833333,11.2719166667,5.4655
360.93,10.0231666667,13.13675,12.9844583333,7.42408333333,6.43803571428,7.583375,12.01125,7.53991666666,8.07441666667,16.27125,17.78175,11.40925,5.56083333333
361.29,10.0463333333,13.2405,13.0342916667,7.45049999999,6.43954761904,7.55191666667,12.0431666667,7.52741666666,8.10683333332,16.172,17.8358333333,11.4418333334,5.63825
361.66,10.0585,13.2326666667,13.0730416666,7.42783333333,6.42195238096,7.56520833333,12.1119166667,7.53533333334,8.12658333332,16.1543333333,17.9229166666,11.4609166667,5.67508333333
362.02,10.1151666667,13.2991666667,13.148625,7.40333333334,6.42385714286,7.609375,12.2136666667,7.57641666667,8.16166666666,16.1305,18.0510833334,11.5454166666,5.69604166666
362.39,10.0870833333,13.2935833333,13.178125,7.39783333332,6.38889285713,7.56979166667,12.2401666667,7.563,8.18858333333,16.0798333333,18.1198333333,11.5754166666,5.714625
362.75,10.10225,13.3568333333,13.2519166667,7.4395,6.3816547619,7.60983333334,12.27925,7.57908333332,8.28316666666,16.0355,18.1760833333,11.6943333333,5.80883333333
363.11,10.2575833333,13.5383333333,13.3965,7.61683333333,6.53748809525,7.75304166667,12.476,7.74166666667,8.47016666667,16.1815833333,18.3656666667,11.9025,5.94679166667
363.48,10.35875,13.67375,13.57775,7.74591666666,6.66647619046,7.85025,12.59125,7.86433333333,8.6505,16.2206666667,18.538,11.9901666667,6.08908333333
363.84,10.4511666667,13.8175,13.6754166666,7.83408333332,6.69047619047,7.93416666667,12.6909166667,7.94658333333,8.75125,16.2033333333,18.6595833333,12.09175,6.1925
364.20,10.5185833333,13.94525,13.78825,7.91116666667,6.73760714286,7.987,12.7636666667,7.9735,8.81124999999,16.28075,18.8055,12.1589166667,6.26070833333
364.57,10.4675833333,13.9284166667,13.8042083334,7.86366666666,6.65535714287,7.8985,12.7238333333,7.92466666667,8.82016666668,16.1978333333,18.8343333333,12.1490833333,6.18583333334
364.93,10.3998333333,13.926,13.853625,7.83383333333,6.56439285714,7.83270833333,12.64675,7.86774999999,8.78816666668,16.0835,18.8284166666,12.0895,6.11904166666
365.29,10.4210833333,13.9274166667,13.9243333333,7.85925,6.56127380952,7.872,12.6545833333,7.87616666668,8.85325000001,16.0804166666,18.9085,12.1043333334,6.11795833333
365.66,10.5360833333,14.1176666667,14.0182083333,8.01333333333,6.68845238096,7.98929166667,12.7605833333,8.00383333332,9.02491666667,16.2370833333,19.043,12.2309166666,6.18483333333
366.02,10.5165,14.1770833333,14.0395833333,8.05666666667,6.69710714286,7.97308333333,12.7475,8.02633333333,9.099,16.2436666667,19.1358333333,12.2474166667,6.188375
366.38,10.5113333333,14.2274166667,14.0324583333,8.03291666667,6.65644047619,7.987375,12.744,8.00308333333,9.13758333333,16.2045,19.1545,12.2773333333,6.137375
366.75,10.4965833333,14.2956666666,14.039125,8.02391666667,6.62589285713,7.94133333333,12.7684166667,8.05991666668,9.18258333333,16.1648333333,19.254,12.2769166667,6.07770833333
367.11,10.4523333333,14.26475,14.0034166667,7.98858333333,6.5668452381,7.87616666667,12.67825,8.00308333334,9.11800000001,16.0346666667,19.222,12.2094166667,6.077125
367.47,10.4455833333,14.283,13.924625,7.99141666667,6.53414285714,7.83975,12.61375,7.98800000001,9.09083333333,16.0051666667,19.25325,12.2006666667,5.99654166667
367.84,10.368,14.2105,13.8729583334,7.91775000001,6.4745,7.78854166667,12.5078333333,7.929,9.07741666667,15.93225,19.2505,12.1966666667,5.89341666666
368.20,10.349,14.1701666667,13.87075,7.88875000001,6.44569047619,7.81691666667,12.5215,7.93700000001,9.10541666666,15.8911666667,19.25275,12.2086666667,5.81245833333
368.56,10.44075,14.3160833334,14.0229166667,7.98333333332,6.5410952381,7.909875,12.6374166667,8.00733333333,9.26283333333,15.9130833334,19.3965833334,12.34825,5.86983333333
368.93,10.5075,14.4278333333,14.08425,8.01958333334,6.59971428572,7.96220833333,12.7376666667,8.03333333333,9.39966666666,15.9995,19.5545,12.4481666667,5.86358333333
369.29,10.3805,14.4168333333,14.0057083333,7.93616666667,6.56003571429,7.949875,12.6699166667,7.96374999999,9.37975,15.9229166666,19.56225,12.4263333333,5.74554166667
369.65,10.19575,14.3140833333,13.912875,7.81908333334,6.42824999999,7.80520833333,12.5304166667,7.85074999999,9.27783333332,15.7221666667,19.562,12.3496666667,5.58770833333
370.01,10.2425,14.39225,13.9330416667,7.80266666666,6.39521428571,7.76133333333,12.5384166667,7.85141666667,9.33408333333,15.6891666667,19.5980833333,12.40775,5.54895833334
370.38,10.31075,14.5230833333,14.036875,7.8815,6.45574999999,7.82683333333,12.6045,7.92175000001,9.48533333334,15.6731666667,19.7445833333,12.4983333334,5.618125
370.74,10.2801666667,14.4975833333,13.9976666667,7.79233333334,6.41598809524,7.742375,12.5038333333,7.81816666668,9.46141666666,15.5275833333,19.75075,12.472,5.59420833333
371.10,10.2885,14.5936666667,14.05925,7.78941666667,6.42769047619,7.74604166667,12.5423333333,7.82516666667,9.57824999999,15.5163333333,19.8824166667,12.54,5.58883333333
371.46,10.27525,14.6744166666,14.137375,7.78125,6.44788095238,7.76829166667,12.5781666667,7.85275000001,9.66033333333,15.4484166667,19.9315833334,12.6220833333,5.60841666667
371.83,10.3285,14.8131666666,14.2480416667,7.83291666667,6.53220238095,7.80945833333,12.71475,7.92958333333,9.80041666667,15.4625,20.1140833333,12.7014166667,5.676875
372.19,10.3433333333,14.9444166667,14.2714166667,7.87283333334,6.56097619048,7.81495833333,12.7285833333,7.96091666667,9.89941666666,15.3964166667,20.1673333333,12.7431666667,5.76870833333
372.55,10.3801666667,15.0424166667,14.274875,7.92183333332,6.59885714287,7.89495833333,12.7745833333,8.04741666667,9.94216666667,15.3833333333,20.23025,12.8335,5.84104166667
372.92,10.4003333333,15.11875,14.2889166667,7.97175000001,6.65492857144,7.89304166667,12.78775,8.08891666668,9.97808333332,15.3526666667,20.3098333333,12.9225,5.97425
373.28,10.5958333333,15.3696666667,14.5103333333,8.17391666666,6.79526190476,8.051625,12.97025,8.29775000001,10.2233333333,15.4381666666,20.57175,13.166,6.22229166666
373.64,10.6878333333,15.4693333333,14.6103333333,8.25300000001,6.79876190477,8.13879166667,13.02,8.3585,10.34875,15.4381666666,20.6445833333,13.21275,6.33154166667
374.00,10.6409166667,15.473,14.6107083333,8.23966666666,6.78785714285,8.15329166667,12.9796666667,8.35891666668,10.3824166667,15.3784166667,20.68175,13.2196666667,6.36066666667
374.37,10.65725,15.5143333333,14.6935833333,8.28141666667,6.82527380952,8.188125,13.01975,8.41225,10.4428333333,15.4185833333,20.7676666667,13.2605,6.39104166667
374.73,10.6956666667,15.6894166667,14.8372916666,8.44258333333,6.87698809525,8.32145833333,13.1258333333,8.495,10.5768333333,15.5279166667,20.9715833334,13.4095,6.43029166667
375.09,10.7309166667,15.7898333333,14.9099166667,8.52375,6.90045238094,8.37570833333,13.176,8.608,10.6700833334,15.5658333333,21.0444166667,13.5005833333,6.457
375.45,10.802,15.9245,15.0062916667,8.64908333334,6.95507142858,8.50545833333,13.2570833333,8.70983333334,10.7929166667,15.6361666667,21.2086666667,13.5975833333,6.53279166667
375.81,10.8095,15.9564166667,15.02675,8.64833333334,6.92417857144,8.49325,13.2539166667,8.73475,10.8034166667,15.6639166666,21.2039166666,13.61625,6.53425
376.18,10.8358333333,16.01425,15.0810833333,8.66741666668,6.91191666666,8.492375,13.2625833334,8.73608333332,10.85375,15.6854166666,21.3268333333,13.6830833333,6.53233333333
376.54,10.8141666667,16.03125,15.121625,8.69008333333,6.87607142856,8.46545833334,13.2595,8.69300000001,10.9033333333,15.6835833333,21.3709166667,13.6685833333,6.4785
376.90,10.7895833334,16.0633333333,15.1699583333,8.69375,6.81777380952,8.45108333333,13.2346666666,8.70383333333,10.9641666667,15.6495833333,21.4049166667,13.6561666666,6.40120833333
377.26,10.7594166667,16.069,15.1175,8.65783333333,6.75533333332,8.379625,13.2074166667,8.67908333333,10.9311666667,15.6341666666,21.4541666667,13.6429166667,6.32491666667
377.63,10.82775,16.1958333333,15.1864583333,8.72483333332,6.81322619048,8.40041666667,13.28275,8.70883333332,11.0396666666,15.6594166666,21.5986666667,13.7925833333,6.35179166667
377.99,10.787,16.18775,15.1562083333,8.73033333332,6.73932142857,8.320375,13.24375,8.66066666666,11.0123333333,15.5980833334,21.6190833333,13.7535,6.27958333333
378.35,10.7490833333,16.23675,15.1039583333,8.70150000001,6.67496428572,8.24791666667,13.1925,8.64016666666,11.00125,15.5274166667,21.6341666667,13.7273333333,6.21258333334
378.71,10.7230833333,16.1965833333,15.0643333333,8.63075,6.62332142858,8.16833333333,13.1528333333,8.62741666666,10.982,15.4605,21.61425,13.67525,6.15916666667
379.07,10.6379166667,16.17875,14.98775,8.52408333334,6.54514285713,8.07420833333,13.0405,8.52799999999,10.9414166667,15.343,21.6153333334,13.6380833333,6.06570833334
379.44,10.5570833333,16.1309166667,14.9192083333,8.43925,6.44955952381,7.92925,12.9239166667,8.44191666667,10.9200833333,15.22875,21.5745833333,13.6148333334,5.94925
379.80,10.5026666667,16.16725,14.9167916667,8.45308333333,6.40582142858,7.905625,12.8805833333,8.43966666668,10.9791666667,15.1501666666,21.632,13.6265,5.87158333333
380.16,10.4728333333,16.1840833333,14.9005,8.47683333332,6.36134523809,7.87079166667,12.84925,8.44850000001,10.9925,15.0925833333,21.63425,13.5795,5.80470833333
380.52,10.4429166667,16.1715,14.8497916667,8.41866666667,6.29084523809,7.80479166667,12.74225,8.41333333334,10.9943333333,14.9806666667,21.65525,13.5493333333,5.73720833333
380.88,10.4135833333,16.2029166667,14.79375,8.37416666666,6.24508333332,7.7415,12.65625,8.38691666666,10.9706666667,14.9096666667,21.6283333333,13.5540833334,5.69354166667
381.24,10.3183333333,16.1619166667,14.7280416667,8.35849999999,6.20011904762,7.671,12.5551666666,8.338,10.9785833334,14.75525,21.5369166667,13.4754166667,5.621625
381.61,10.2343333333,16.14725,14.7055416667,8.30066666667,6.12997619047,7.60291666667,12.46925,8.31616666666,10.9513333333,14.6295833333,21.4829166667,13.4115,5.55045833333
381.97,10.3871666667,16.3473333334,14.8893333333,8.44549999999,6.28207142858,7.75670833333,12.6366666667,8.45575,11.1670833333,14.7305,21.6295,13.5721666667,5.67008333333
382.33,10.4279166667,16.3933333334,14.9019166667,8.50525,6.30611904761,7.75945833333,12.65775,8.48250000001,11.23425,14.7555833334,21.6774166667,13.6479166666,5.709375
382.69,10.4188333333,16.4540833333,14.9182916667,8.55666666667,6.31311904762,7.75308333333,12.6428333333,8.47791666666,11.2735833333,14.71075,21.7094166667,13.6554166667,5.72829166667
383.05,10.54725,16.6213333334,15.0371666667,8.73983333333,6.41870238096,7.89570833333,12.771,8.63025000001,11.4183333333,14.80425,21.8295833333,13.7473333333,5.86779166667
383.41,10.6394166667,16.7661666667,15.1225833333,8.86283333334,6.48324999999,8.00241666667,12.85625,8.71733333333,11.5355833333,14.849,21.9466666666,13.8784166667,5.95816666666
383.77,10.7095,16.7936666667,15.1438333333,8.89783333334,6.51678571429,8.01666666667,12.8831666667,8.75150000001,11.57525,14.80875,21.9835,13.9059166667,6.01441666667
384.14,10.6843333334,16.8928333333,15.1692916667,8.89208333333,6.52008333333,8.03158333333,12.8906666667,8.74024999999,11.6608333333,14.7716666667,22.0354166667,13.9715833333,6.03625
384.50,10.70025,16.9664166667,15.1998333333,8.94466666667,6.582,8.08520833334,12.9115833333,8.79666666666,11.7260833333,14.8209166667,22.1175833333,14.03975,6.08816666666
384.86,10.8375,17.1278333333,15.3425833333,9.08208333334,6.69451190475,8.238375,13.0611666667,8.92283333334,11.8979166666,14.9076666667,22.28,14.1784166666,6.22995833334
385.22,10.9225833333,17.2446666666,15.4140833333,9.14108333335,6.73991666667,8.29816666667,13.1225833333,8.98966666666,11.9894166667,14.9663333333,22.4070833333,14.2505,6.28416666666
385.58,10.9710833333,17.34225,15.4525,9.15241666667,6.78654761905,8.33029166666,13.1581666667,9.047,12.0534166667,15.04275,22.4986666667,14.30175,6.31741666667
385.94,10.9409166667,17.37,15.4302916667,9.14533333334,6.76211904763,8.30833333333,13.1085,9.05099999999,12.07125,15.0308333333,22.4941666667,14.28425,6.31295833334
386.30,10.9245,17.41375,15.4410416667,9.14316666667,6.73985714286,8.319875,13.09875,9.05374999999,12.1185833333,14.99875,22.5416666667,14.30975,6.27845833333
386.66,10.9435833333,17.489,15.450125,9.19741666666,6.73882142857,8.3605,13.1156666666,9.13108333333,12.18175,14.9966666667,22.5765833333,14.3533333333,6.3165
387.03,10.87575,17.4339166667,15.3875416667,9.13549999999,6.65478571429,8.29466666666,13.018,9.06225,12.1401666667,14.9028333333,22.52,14.2985,6.23341666666
387.39,10.8464166667,17.4448333334,15.3778333333,9.14666666669,6.65919047618,8.25304166667,12.9751666666,9.07208333333,12.1460833333,14.9375833333,22.5205,14.2568333334,6.23833333333
387.75,10.85175,17.58225,15.43425,9.19716666668,6.69647619048,8.30445833333,12.9719166667,9.12808333334,12.2225833333,15.01425,22.6160833333,14.3434166667,6.26516666666
388.11,10.8444166667,17.57275,15.399,9.21641666666,6.69134523809,8.26725,12.9273333333,9.11574999999,12.1985,14.9870833334,22.59475,14.2941666667,6.23095833333
388.47,10.807,17.6428333334,15.4224583333,9.22133333333,6.66830952381,8.21691666666,12.9255,9.13450000001,12.239,14.9668333334,22.5939166667,14.284,6.20870833333
388.83,10.7054166667,17.6248333333,15.37275,9.19791666666,6.58295238094,8.11558333333,12.819,9.07025000001,12.22175,14.8885,22.6058333333,14.2385,6.11366666666
389.19,10.6935833333,17.6643333334,15.4030416667,9.236,6.56701190477,8.09845833333,12.81775,9.05658333334,12.2459166667,14.90475,22.635,14.2551666667,6.0965
389.55,10.6650833333,17.7024166667,15.4003333333,9.28050000001,6.52923809523,8.06495833333,12.7646666667,9.02816666666,12.251,14.8690833333,22.667,14.2360833333,6.06441666667
389.91,10.62575,17.7293333333,15.3730416667,9.25700000001,6.47901190476,8.01308333333,12.6895,8.98608333333,12.24175,14.79925,22.6986666667,14.2311666667,5.982375
390.27,10.6509166667,17.8015,15.4031666666,9.31033333335,6.49632142858,8.02908333333,12.6566666667,9.02333333333,12.2880833333,14.7926666667,22.7348333333,14.2270833333,6.01820833333
390.63,10.68325,17.86125,15.4285833333,9.35208333332,6.54017857144,8.0635,12.648,9.04025000001,12.3231666667,14.8361666667,22.7999166666,14.25925,6.03625
391.00,10.72275,17.9928333333,15.5146666667,9.42991666668,6.58682142858,8.1035,12.6825833333,9.10308333334,12.4334166667,14.8730833333,22.9084166666,14.3574166667,6.07904166667
391.36,10.7199166667,18.0564166667,15.527625,9.43541666667,6.56824999999,8.08504166667,12.69825,9.11083333333,12.4613333333,14.8055,22.9545833334,14.39125,6.08733333333
391.72,10.7164166666,18.063,15.5257083333,9.46858333335,6.54553571429,8.08420833333,12.6903333333,9.10375000001,12.48625,14.7563333333,22.96075,14.3893333333,6.073125
392.08,10.7445833333,18.16125,15.589875,9.53441666667,6.57628571429,8.12154166667,12.7006666667,9.18449999999,12.5871666667,14.77325,23.01675,14.4729166667,6.12141666667
392.44,10.7679166667,18.1995,15.5744583333,9.57316666668,6.59332142856,8.14904166667,12.6839166667,9.19524999999,12.6335,14.7673333334,22.9945,14.4725,6.15329166666
392.80,10.76475,18.2058333334,15.5627916667,9.56200000001,6.60432142856,8.15675,12.6914166666,9.21466666668,12.63925,14.735,22.9651666667,14.47475,6.15566666667
393.16,10.79075,18.26975,15.5748333333,9.56583333334,6.61372619047,8.18625,12.6934166667,9.27408333333,12.6776666667,14.74825,22.9625833333,14.5095,6.17470833334
393.52,10.782,18.2791666667,15.5763333333,9.57791666667,6.60746428571,8.20795833333,12.6858333333,9.29083333333,12.7010833333,14.69675,22.9120833333,14.5239166667,6.18370833333
393.88,10.7805833333,18.2876666667,15.5820833333,9.58124999999,6.58802380953,8.229,12.6945,9.31925,12.6971666667,14.6535833333,22.898,14.5053333333,6.23429166667
394.24,10.7263333333,18.2891666667,15.5616666666,9.57216666666,6.56354761904,8.17720833333,12.6865,9.27916666666,12.6861666667,14.6228333333,22.8601666666,14.5098333333,6.22120833333
394.60,10.7109166667,18.339,15.5625833333,9.54358333333,6.53521428572,8.13895833334,12.6700833334,9.26175000001,12.745,14.582,22.84875,14.52025,6.18741666667
394.96,10.66375,18.3535,15.5125833333,9.54133333333,6.5240952381,8.106875,12.6458333333,9.23658333333,12.7635833333,14.558,22.80075,14.5005,6.18220833333
395.32,10.676,18.4249166666,15.5623333334,9.58508333333,6.55667857144,8.16441666667,12.6550833333,9.24808333333,12.8154166667,14.611,22.8079166667,14.5414166667,6.18408333333
395.68,10.6060833333,18.4204166667,15.4719166667,9.49941666666,6.47584523809,8.042875,12.5460833333,9.14033333334,12.7475,14.5519166667,22.7124166667,14.44425,6.10108333334
396.04,10.6269166667,18.44325,15.4920416667,9.49091666665,6.46409523809,8.05354166667,12.5448333333,9.15175000001,12.757,14.5615,22.7546666667,14.4584166667,6.117125
396.40,10.65825,18.537,15.5523333333,9.54541666666,6.47376190476,8.07175,12.5691666667,9.19674999999,12.7921666667,14.5724166667,22.8171666667,14.5206666667,6.15170833333
396.76,10.63675,18.5796666667,15.5514583334,9.55458333332,6.45257142858,8.07904166667,12.5113333333,9.21191666668,12.8095,14.5705833333,22.7894166667,14.4949166666,6.158875
397.12,10.6366666667,18.6290833333,15.5696666667,9.59391666666,6.4759404762,8.09520833333,12.5046666666,9.22475000001,12.8515,14.57125,22.794,14.5220833334,6.18779166667
397.48,10.6439166667,18.6885833333,15.5800416667,9.62558333332,6.49603571428,8.07254166667,12.4836666667,9.25208333333,12.89625,14.6158333333,22.8575833333,14.56425,6.18120833334
397.84,10.6765,18.7805833333,15.6147083333,9.73925,6.56586904762,8.08583333333,12.4836666667,9.28108333333,12.9988333333,14.6755833333,22.8923333333,14.6441666667,6.221625
398.20,10.7294166667,18.8958333333,15.6856666667,9.80049999999,6.65115476191,8.166125,12.51625,9.36883333333,13.09875,14.75525,22.9770833333,14.71775,6.27929166667
398.56,10.7325,18.9213333333,15.6933333333,9.81366666667,6.65963095238,8.165,12.4786666667,9.40058333332,13.0974166666,14.775,22.9458333333,14.7045833333,6.286625
398.92,10.7964166667,19.0190833334,15.75425,9.85133333332,6.66811904763,8.16470833333,12.4805833333,9.44366666666,13.1228333333,14.8294166667,23.0315833333,14.7564166667,6.31408333333
399.28,10.73625,19.008,15.6934583333,9.79550000002,6.60121428571,8.08633333333,12.3905,9.42383333333,13.0791666667,14.7626666667,22.9715,14.6805,6.28216666666
399.64,10.7904166667,19.1060833333,15.8195416667,9.92625000001,6.70616666666,8.23033333334,12.4611666667,9.58158333334,13.1825833333,14.869,23.06975,14.7888333333,6.382
400.00,10.7779166667,19.1758333333,15.8505,9.95466666666,6.73050000001,8.24125,12.46075,9.60391666667,13.2129166667,14.8884166667,23.068,14.8014166667,6.39595833333
400.36,10.7135,19.1743333333,15.828625,9.90849999999,6.68789285715,8.190375,12.4085,9.56833333333,13.1655833333,14.85725,23.0595,14.7665833333,6.29679166667
400.72,10.6963333333,19.2556666667,15.8123333334,9.92625,6.67197619047,8.16920833333,12.3968333333,9.57275,13.1439166667,14.8634166667,23.10875,14.7949166667,6.268875
401.08,10.5895,19.238,15.7502083333,9.88225000002,6.58104761905,8.08604166667,12.28725,9.51358333333,13.0739166666,14.77275,23.0694166666,14.727,6.18916666667
401.44,10.5934166667,19.28525,15.7609583334,9.91991666666,6.59177380951,8.12291666667,12.2784166667,9.53616666666,13.099,14.763,23.0740833333,14.7181666667,6.22845833333
401.80,10.5736666667,19.3135833333,15.7572916667,9.88983333332,6.58383333334,8.10858333333,12.2648333333,9.554,13.0704166667,14.7536666667,23.0745833333,14.7085,6.22220833333
402.16,10.535,19.3478333333,15.7629583333,9.91758333333,6.53144047619,8.08291666667,12.2408333333,9.54233333333,13.0500833333,14.7170833333,23.0398333333,14.6943333333,6.18783333333
402.52,10.4970833333,19.3816666667,15.7804583334,9.95983333334,6.51386904763,8.06283333333,12.2233333333,9.53316666668,13.0833333333,14.6961666667,23.0764166667,14.74525,6.181375
402.88,10.4491666667,19.3619166667,15.7245833333,9.94749999999,6.48989285714,8.02625,12.177,9.52266666667,13.0546666667,14.6220833333,23.0116666667,14.6941666667,6.140125
403.24,10.4658333333,19.4096666667,15.7538333333,9.99708333334,6.51752380952,8.033875,12.2005833333,9.55375000001,13.1076666667,14.6329166667,23.0809166667,14.7618333333,6.14495833333
403.60,10.4483333333,19.4194166667,15.7066666667,9.97783333334,6.49878571428,7.96470833333,12.16375,9.51541666667,13.118,14.5834166667,23.0594166667,14.7444166667,6.14275
403.95,10.463,19.47525,15.7411666667,10.0205,6.51840476189,7.95579166667,12.1639166667,9.54474999999,13.1670833333,14.6205833333,23.0836666667,14.7965,6.15875
404.31,10.4503333333,19.4903333333,15.731875,10.05825,6.52677380954,7.94758333334,12.1340833333,9.54858333333,13.1898333333,14.6073333333,23.0726666667,14.8139166667,6.20241666667
404.67,10.3930833333,19.44475,15.70375,10.0121666667,6.48515476191,7.870875,12.0679166667,9.50141666667,13.1768333333,14.56175,23.0218333333,14.7399166667,6.146625
405.03,10.3948333333,19.4606666666,15.71425,10.0543333333,6.50867857144,7.8665,12.0646666667,9.53649999999,13.2149166667,14.5665833333,23.0278333333,14.7393333333,6.158125
405.39,10.3864166667,19.50475,15.7506666667,10.0610833333,6.50738095239,7.85345833333,12.0688333333,9.53916666666,13.2420833333,14.57975,23.0213333334,14.7485,6.17075
405.75,10.3796666667,19.55425,15.7582083334,10.0785833333,6.50304761904,7.85745833333,12.0685833334,9.56500000001,13.2684166667,14.5958333333,23.0296666667,14.7675,6.1535
406.11,10.3706666667,19.55975,15.732,10.0548333333,6.49622619047,7.84125,12.0306666667,9.55908333334,13.2811666667,14.5889166667,23.0305,14.7483333333,6.15083333333
406.47,10.42975,19.63425,15.806375,10.1266666666,6.54708333333,7.907625,12.0784166666,9.60258333333,13.3229166667,14.6514166667,23.0900833333,14.7935833333,6.22904166667
406.83,10.4084166667,19.6518333333,15.8472916666,10.163,6.55054761904,7.90725,12.0755,9.59874999999,13.3696666667,14.6716666667,23.103,14.8075,6.234125
407.19,10.3916666667,19.6525833333,15.8235416667,10.1493333333,6.53385714286,7.87708333333,12.0161666666,9.57141666666,13.3649166667,14.6735833333,23.0636666667,14.7593333333,6.221125
407.55,10.425,19.7223333333,15.8971666667,10.21075,6.57008333334,7.92020833333,12.0493333333,9.61066666667,13.417,14.7266666667,23.1038333333,14.80275,6.23220833333
407.90,10.4461666667,19.8043333334,15.92775,10.28225,6.60351190475,7.95466666667,12.06725,9.66308333333,13.4595,14.7711666667,23.1781666667,14.8294166667,6.26120833333
408.26,10.49075,19.9091666667,15.9880833333,10.3496666667,6.64223809525,8.02229166667,12.1106666667,9.73983333334,13.5258333333,14.8354166667,23.2390833333,14.89175,6.28383333333
408.62,10.5463333333,20.0390833333,16.0775833333,10.4681666667,6.71670238096,8.09054166667,12.17375,9.82291666666,13.6235,14.9220833333,23.3005,14.9901666667,6.36383333333
408.98,10.6195833333,20.1519166666,16.177375,10.5354166667,6.78429761905,8.16858333334,12.2369166666,9.88133333333,13.7043333333,15.0289166667,23.3903333333,15.0850833333,6.42729166666
409.34,10.6141666667,20.1701666667,16.162,10.5548333333,6.78822619048,8.155,12.23075,9.88616666667,13.71,15.0241666667,23.4091666667,15.10925,6.40666666667
409.70,10.59525,20.1693333333,16.179125,10.5751666666,6.78333333333,8.12879166667,12.18575,9.88208333333,13.7194166667,15.0089166666,23.4135,15.0949166667,6.38620833333
410.06,10.531,20.158,16.1639166666,10.56725,6.73278571428,8.08104166667,12.0988333333,9.84533333334,13.6720833333,14.97375,23.3889166667,15.0639166667,6.32291666667
410.42,10.43325,20.1249166667,16.0685416667,10.49725,6.65921428571,7.96733333333,11.99325,9.78566666666,13.599,14.91125,23.3169166667,14.9655,6.23258333333
410.77,10.4451666667,20.1749166667,16.0905,10.5104166667,6.68296428572,7.99283333333,11.99125,9.81375,13.63025,14.9565,23.3379166667,14.99,6.23070833334
411.13,10.4800833333,20.2593333333,16.1704166666,10.5794166667,6.72684523809,8.024,12.0373333333,9.89416666667,13.69,15.0155833333,23.393,15.0694166667,6.243875
411.49,10.4244166667,20.2733333333,16.146,10.5733333333,6.68345238094,7.98183333333,11.9839166667,9.8975,13.67175,14.9795833333,23.3475833333,15.0440833333,6.22583333334
411.85,10.3600833333,20.2506666667,16.1120416667,10.534,6.63594047619,7.93233333334,11.9323333333,9.86241666667,13.61075,14.9350833333,23.2840833333,15.00025,6.16175
412.21,10.3199166667,20.2335833334,16.091625,10.5176666667,6.60176190475,7.88041666667,11.8783333333,9.81699999999,13.5829166667,14.9184166667,23.2359166667,14.9651666667,6.138
412.57,10.3393333333,20.2476666667,16.1169583333,10.5428333333,6.61965476192,7.90058333333,11.8655,9.85433333334,13.6046666667,14.9393333333,23.2455833333,14.9746666667,6.13629166666
412.92,10.30675,20.2786666667,16.0854166667,10.5625,6.61923809524,7.86775,11.8216666667,9.87158333333,13.6086666667,14.9055,23.2355,14.9785,6.1285
413.28,10.3148333333,20.3629166667,16.1375416667,10.6159166667,6.63807142856,7.892,11.8238333333,9.93875000001,13.6745,14.9588333333,23.2936666667,15.0245,6.167625
413.64,10.3214166667,20.4368333333,16.1985833333,10.6431666667,6.67658333334,7.92133333333,11.8370833333,9.97424999999,13.7183333333,14.99875,23.31675,15.0629166667,6.18504166667
414.00,10.3835,20.5503333334,16.2745833333,10.715,6.74516666667,7.96454166667,11.9105,10.064,13.8115,15.085,23.3938333333,15.1550833333,6.24070833333
414.36,10.4303333333,20.6370833333,16.333625,10.7900833333,6.80121428571,8.03366666667,11.9499166667,10.129,13.86975,15.1378333333,23.4436666667,15.2085833333,6.25579166667
414.72,10.4199166667,20.69775,16.32375,10.8045833333,6.76958333333,7.99845833333,11.9169166667,10.1458333333,13.8583333333,15.1010833333,23.4520833333,15.1876666666,6.26395833334
415.07,10.3703333333,20.7301666666,16.3074166667,10.8104166667,6.75044047619,7.977,11.8794166667,10.1125,13.8505833333,15.087,23.42975,15.1663333333,6.22745833333
415.43,10.3965,20.78725,16.34775,10.8595,6.78704761905,7.99333333334,11.89275,10.1505,13.88,15.1393333334,23.5001666667,15.2076666667,6.253375
415.79,10.3745833333,20.7646666667,16.340375,10.862,6.79014285713,7.97429166667,11.87375,10.157,13.8925833333,15.13375,23.4811666667,15.21325,6.23854166667
416.15,10.37325,20.81575,16.385,10.8753333333,6.78748809524,7.97208333333,11.88275,10.19475,13.9435,15.14125,23.5424166667,15.23075,6.2275
416.51,10.3275833333,20.8401666667,16.393625,10.8835,6.75253571429,7.93320833333,11.86175,10.1845833333,13.9465,15.1280833333,23.5533333333,15.2305,6.20254166667
416.86,10.3414166667,20.869,16.4334166667,10.91325,6.7525,7.95166666666,11.8889166667,10.2049166667,13.9695,15.1675833334,23.56,15.254,6.206
417.22,10.322,20.8816666666,16.442625,10.9293333333,6.7473452381,7.92254166667,11.85725,10.1975833333,13.9593333333,15.1624166667,23.5401666667,15.24025,6.17679166667
