wavelength,Back_TanVelf,Belly_TanVelf,Breast_TanVelf,Crissum_TanVelf,Crown_TanVelf,DorTail_TanVelf,Patch10_TanVelf,Patch11_TanVelf,Patch12_TanVelf,Rump_TanVelf,Throat_TanVelf,WingTip_TanVelf
572.15,6.05325,10.4215,12.20875,10.7715,4.88258333333,6.54816666666,12.8589166666,8.12433333334,12.6595833333,87.1670000001,9.94466666667,7.10258333333
572.49,6.0175,10.443,12.19625,10.7640833333,4.8605,6.53883333333,12.7963333333,8.07316666667,12.6085833333,87.1545000002,9.90941666667,7.08375
572.83,5.9995,10.4668333333,12.1775833333,10.7630833334,4.84275,6.52025,12.7455,8.02016666667,12.5505,87.0228333334,9.87216666667,7.04883333333
573.17,5.99133333333,10.4918333333,12.16025,10.7933333333,4.81575,6.50425,12.70975,7.98491666667,12.5031666667,86.9911666666,9.86358333332,7.044875
573.51,5.98375,10.5225833333,12.126,10.8085,4.82258333333,6.50516666666,12.6760833334,7.94708333333,12.47225,86.9365833333,9.85266666667,7.0525
573.85,5.957,10.5423333333,12.1081666667,10.8246666667,4.81208333333,6.49033333333,12.6390833333,7.92158333333,12.4360833333,86.9122500001,9.83041666666,7.043125
574.19,5.94991666667,10.5679166667,12.11325,10.83375,4.80816666666,6.49958333333,12.60525,7.889,12.4081666667,86.8989166667,9.81300000001,7.029875
574.53,5.93025,10.5776666667,12.0751666667,10.8479166667,4.79408333334,6.48183333333,12.552,7.83925,12.3565833333,86.8794166666,9.79216666667,7.01825
574.87,5.9535,10.6308333333,12.1059166667,10.9069166667,4.8095,6.49816666666,12.5581666667,7.85441666667,12.33125,86.8244999999,9.79875,7.05033333333
575.21,5.95225,10.6715833333,12.0955833333,10.9273333333,4.81758333334,6.49666666667,12.5438333334,7.84416666667,12.2996666666,86.7372500001,9.80358333332,7.060375
575.55,5.94425,10.6975833333,12.06575,10.9480833334,4.8215,6.49608333334,12.509,7.82883333333,12.2643333333,86.6203333333,9.78774999999,7.04225
575.89,5.94166666667,10.738,12.05575,10.9775833333,4.82833333334,6.49916666667,12.4803333333,7.80058333334,12.2430833333,86.5524166667,9.79025000001,7.04370833333
576.22,5.96825,10.7720833333,12.04675,11.0476666667,4.84675,6.52466666667,12.5029166667,7.80383333333,12.2255833334,86.4432500002,9.82150000001,7.06070833333
576.56,5.98225,10.80075,12.0678333333,11.0835833333,4.8895,6.55683333333,12.5008333334,7.81366666667,12.2191666667,86.3939166665,9.84033333334,7.09125
576.90,5.95708333334,10.7916666667,12.0620833333,11.085,4.89383333334,6.54075,12.45425,7.79208333333,12.1775,86.3447499998,9.81233333334,7.07358333333
577.24,5.95308333333,10.7843333333,12.0233333333,11.0979166667,4.87325,6.51475,12.4156666667,7.76383333333,12.1361666667,86.23075,9.78558333334,7.04675
577.58,5.9475,10.7505,11.9830833333,11.09925,4.85333333333,6.50033333333,12.3425,7.70608333333,12.0859166667,86.00625,9.742,7.00666666667
577.92,5.92758333333,10.7634166667,11.9590833333,11.1364166667,4.831,6.48525,12.3113333333,7.688,12.0456666667,85.8556666667,9.71808333334,7.02091666667
578.26,5.94708333333,10.7870833333,11.9724166667,11.1826666667,4.8395,6.49475,12.3055833334,7.68933333334,12.0274166666,85.7897500001,9.73558333334,7.04020833333
578.60,5.91408333333,10.7949166667,11.9236666666,11.1855,4.81383333333,6.47275,12.2643333333,7.66291666667,11.9949166667,85.6795833333,9.72724999999,7.03504166667
578.94,5.96625,10.8689166667,11.989,11.29925,4.85708333333,6.51458333334,12.2815,7.71425,12.0193333333,85.6987500002,9.78158333334,7.09916666666
579.28,6.05641666667,10.9836666667,12.0795,11.4155833333,4.93366666667,6.58783333334,12.3646666667,7.75283333333,12.06625,85.725,9.84841666665,7.19345833333
579.61,6.06616666666,11.0106666667,12.0704166667,11.4284166667,4.94716666667,6.58316666667,12.3729166667,7.74233333333,12.0351666666,85.5808333334,9.84408333334,7.22016666667
579.95,6.07,11.0635833333,12.0829166667,11.4616666667,4.95283333333,6.60233333334,12.35975,7.73183333333,12.0310833334,85.6006666666,9.83016666668,7.24904166667
580.29,6.07125,11.1205833333,12.0559166667,11.5248333333,4.93491666666,6.58466666667,12.3418333333,7.71891666667,11.9985,85.4892500001,9.82166666668,7.26020833334
580.63,6.0945,11.1910833333,12.0251666667,11.5715,4.9305,6.60216666667,12.3255,7.70616666667,11.9788333333,85.3059166667,9.81733333332,7.29458333333
580.97,6.14783333333,11.3050833333,12.0824166667,11.6389166666,4.99333333333,6.67758333333,12.3298333333,7.75591666667,11.9915833333,85.2150833332,9.84941666667,7.36733333333
581.31,6.17733333333,11.4011666666,12.1166666667,11.7154166666,5.0245,6.71708333334,12.37475,7.78525,11.9885,85.2248333332,9.91416666667,7.42420833333
581.65,6.17966666667,11.4551666667,12.1259166667,11.7455833333,5.073,6.71491666667,12.3654166666,7.796,11.9710833333,85.1863333333,9.94175,7.43716666667
581.98,6.16891666667,11.50325,12.0965,11.778,5.06541666666,6.69416666667,12.3344166667,7.76858333334,11.9398333333,84.9835,9.92149999999,7.42504166667
582.32,6.15783333333,11.5440833333,12.1065,11.81125,5.07125,6.70975,12.3045833333,7.74433333333,11.9188333333,84.9397500001,9.89149999999,7.41475
582.66,6.17383333333,11.5954166667,12.1038333333,11.829,5.0895,6.727,12.2863333333,7.73075,11.90875,84.8730833334,9.8645,7.40095833333
583.00,6.10408333333,11.5605,12.0396666666,11.8016666667,5.02533333333,6.69041666667,12.187,7.68491666667,11.818,84.8105833333,9.794,7.352125
583.34,6.08975,11.6040833333,12.0403333333,11.8460833333,5.0055,6.70358333334,12.16075,7.69,11.8105,84.8590833334,9.78483333333,7.35395833334
583.68,6.08725,11.6166666667,12.034,11.8574166667,4.99475,6.68891666667,12.09425,7.66983333333,11.75075,84.7140833333,9.76575000001,7.36245833333
584.01,6.0415,11.6035,12.0315,11.84625,4.96608333333,6.67183333333,12.0686666666,7.62658333333,11.6785833333,84.7338333333,9.70558333333,7.34258333333
584.35,6.0715,11.6984166667,12.0734166667,11.89,5.00591666667,6.70266666667,12.0886666666,7.64433333333,11.6688333333,84.8000833333,9.74725,7.35875
584.69,6.04691666667,11.6869166666,12.0480833334,11.9204166667,4.94525,6.669,12.0465,7.59016666667,11.61175,84.7130833334,9.71841666668,7.32604166667
585.03,6.00791666667,11.6860833334,12.0184166667,11.9233333333,4.916,6.60675,11.985,7.53941666666,11.5376666667,84.6334166667,9.64741666666,7.29116666667
585.37,5.997,11.69575,11.9783333333,11.9539166667,4.87608333333,6.577,11.94225,7.49183333333,11.502,84.4822500001,9.60950000001,7.26525
585.70,5.97975,11.7175833333,11.97275,11.99525,4.86775,6.59325,11.9045833334,7.48516666667,11.45625,84.5067499999,9.59874999999,7.278875
586.04,6.00575,11.8083333333,12.0181666667,12.0789166667,4.89483333333,6.61366666666,11.9231666667,7.49841666667,11.4531666667,84.49075,9.64258333332,7.33441666667
586.38,5.9615,11.8045,11.9721666667,12.0775833333,4.84541666667,6.58716666667,11.8783333333,7.44775,11.4005833333,84.4490833334,9.63283333334,7.329625
586.72,5.98341666667,11.8818333333,12.0115,12.1295,4.86541666667,6.58108333333,11.9063333334,7.42883333333,11.4223333333,84.3571666668,9.66033333332,7.33054166667
587.06,5.99066666667,11.8971666667,11.9801666666,12.1571666667,4.869,6.55,11.8585833333,7.39666666667,11.3790833333,84.3024166667,9.65375,7.32729166666
587.39,6.01316666667,11.9576666666,11.987,12.2124166667,4.90458333334,6.58441666667,11.8849166667,7.41216666667,11.4215833333,84.2851666666,9.66966666668,7.34429166666
587.73,6.03491666667,12.0125833333,11.9886666667,12.2535,4.92925,6.59208333333,11.8621666667,7.40058333333,11.4353333333,84.208,9.71508333335,7.36445833333
588.07,6.02308333334,12.0178333333,11.9899166667,12.2834166667,4.92816666667,6.58158333333,11.8250833333,7.39425,11.4396666666,84.0825833332,9.67674999999,7.367375
588.41,6.0135,12.05125,11.9873333333,12.318,4.94225,6.59408333333,11.82675,7.37491666667,11.4174166667,84.1151666667,9.679,7.364875
588.74,6.06058333333,12.1274166667,12.0270833333,12.3915,4.99141666667,6.64691666666,11.8526666667,7.40116666667,11.4615,84.0344166668,9.73641666665,7.44295833333
589.08,6.07116666667,12.1921666667,12.0499166667,12.3995,4.99608333333,6.66816666667,11.8561666667,7.373,11.4483333333,84.0024166666,9.72399999999,7.45533333334
589.42,6.05125,12.2144166667,12.0384166667,12.41,4.98141666667,6.65441666666,11.8556666667,7.32158333333,11.4444166666,83.9492500001,9.70141666667,7.42370833334
589.76,6.06216666667,12.20525,12.0106666667,12.4301666667,4.96441666666,6.64141666667,11.8345,7.30908333333,11.4203333333,83.8276666668,9.67508333333,7.42420833334
590.09,6.06041666667,12.2590833333,12.05,12.4626666667,4.976,6.64233333333,11.8230833333,7.31416666667,11.42025,83.7816666667,9.66191666666,7.433
590.43,6.06875,12.2774166667,12.01225,12.4795,4.98175,6.64275,11.79125,7.30983333333,11.3993333334,83.73275,9.63691666666,7.45983333333
590.77,6.05091666667,12.3295,12.0134166667,12.5045833333,4.97383333333,6.64333333333,11.7825833333,7.31525,11.3785833333,83.56575,9.61858333333,7.46229166667
591.11,6.04191666667,12.3640833333,11.99625,12.5448333333,4.97366666667,6.62391666667,11.7615,7.27741666667,11.3204166667,83.4482499999,9.60625,7.43091666667
591.44,6.02008333334,12.3850833333,11.94475,12.5521666666,4.94875,6.57908333333,11.73025,7.24291666667,11.2883333333,83.2960833333,9.55225000001,7.39566666667
591.78,6.00916666666,12.4083333333,11.9180833333,12.588,4.94116666667,6.56066666667,11.725,7.21383333333,11.2745833333,83.1496666667,9.57774999999,7.40641666667
592.12,6.01941666667,12.4696666667,11.9189166667,12.63325,4.94891666667,6.55158333333,11.71825,7.21191666667,11.2791666667,82.9905,9.57925000001,7.44283333333
592.46,5.95083333333,12.4425833333,11.8429166666,12.5998333333,4.86241666667,6.50066666667,11.6545833333,7.13425,11.2139166667,82.8853333334,9.49416666667,7.36195833333
592.79,5.9085,12.43325,11.8044166667,12.61325,4.81916666666,6.47075,11.6105,7.07958333333,11.1580833333,82.7684166666,9.4825,7.32133333333
593.13,5.91858333333,12.4743333333,11.84175,12.6361666667,4.821,6.47291666667,11.5793333333,7.08925,11.1414166667,82.6444166667,9.48708333332,7.34375
593.47,5.922,12.5391666667,11.8318333333,12.6555833333,4.84308333333,6.48591666667,11.5850833333,7.07375,11.1504166666,82.6013333333,9.49583333332,7.33029166666
593.80,5.90808333334,12.531,11.7805833333,12.6709166667,4.80875,6.45958333333,11.5555,7.00358333333,11.1010833334,82.4044166666,9.45549999999,7.301875
594.14,5.90241666667,12.56675,11.77525,12.6999166667,4.78566666666,6.45516666667,11.52675,7.00841666667,11.0525833333,82.2195833334,9.451,7.284625
594.48,5.94708333333,12.6408333333,11.7993333333,12.7811666667,4.82541666666,6.5035,11.5541666667,7.01216666667,11.082,82.1882500001,9.5025,7.31658333333
594.81,5.96141666667,12.70925,11.8495833333,12.8490833333,4.84275,6.52491666666,11.5650833333,7.04216666667,11.1269166667,82.16275,9.55533333333,7.40679166667
595.15,5.97341666666,12.7565,11.8965833333,12.9089166667,4.85258333333,6.57033333333,11.54325,7.05875,11.1048333334,82.1419166668,9.58324999998,7.458375
595.49,5.99708333334,12.783,11.9053333333,12.93575,4.86341666667,6.60975,11.5388333333,7.04525,11.0986666667,82.1465833334,9.56049999998,7.481125
595.82,6.02141666667,12.8490833333,11.9505,12.98725,4.889,6.64516666667,11.5405833333,7.048,11.1235833334,82.2326666666,9.56816666666,7.48345833334
596.16,6.05666666667,12.9089166667,12.0008333334,13.0309166667,4.93925,6.67233333333,11.54875,7.07558333334,11.1315833333,82.1219166667,9.58916666665,7.50275
596.50,6.11441666667,12.9905833333,12.0520833333,13.1038333333,4.99891666667,6.7325,11.5934166667,7.13666666667,11.1600833333,82.0366666667,9.63741666666,7.54641666666
596.83,6.13916666667,13.0310833333,12.04275,13.1580833333,5.02741666667,6.74041666667,11.6235,7.13975,11.1734166667,82.0109166667,9.63791666667,7.56941666667
597.17,6.08816666667,12.9978333334,11.9825833333,13.1363333333,4.96875,6.7105,11.5550833333,7.08775,11.1058333333,81.8169999999,9.5865,7.533625
597.51,6.09775,13.0246666667,11.9835833333,13.1653333333,4.98175,6.74491666667,11.5434166667,7.098,11.0985833333,81.6853333334,9.60816666667,7.556875
597.84,6.09875,13.049,11.9693333333,13.2125,4.99975,6.75183333334,11.5383333333,7.08516666666,11.0988333334,81.6099166666,9.62674999999,7.58545833333
598.18,6.08275,13.0695833333,11.9746666667,13.2420833333,4.98933333333,6.75466666667,11.544,7.07475,11.1034166667,81.5134166666,9.59875,7.59391666667
598.52,6.08191666667,13.0824166667,11.9508333333,13.2395833333,4.99675,6.772,11.5220833333,7.055,11.0875833333,81.3674166667,9.56666666668,7.54883333333
598.85,6.04991666667,13.1045833333,11.8889166667,13.2299166667,4.97825,6.7455,11.5026666667,7.03933333333,11.0579166667,81.2578333333,9.50833333332,7.50004166667
599.19,6.00641666667,13.1193333333,11.8590833333,13.24075,4.95333333333,6.73275,11.4654166667,7.02183333333,11.021,81.0410833333,9.49350000001,7.46370833333
599.53,5.95433333333,13.1010833333,11.7913333333,13.2215833333,4.90525,6.67075,11.4115833333,6.99166666667,10.9539166667,80.70825,9.45358333332,7.4485
599.86,5.96316666666,13.1463333334,11.78125,13.2790833333,4.89966666667,6.67925,11.39975,7.00175,10.9359166666,80.6418333332,9.47491666668,7.461875
600.20,5.93233333333,13.1845833333,11.7508333333,13.2980833333,4.88641666667,6.65475,11.3568333334,6.96841666667,10.9270833333,80.5083333332,9.44549999999,7.46625
600.53,5.9345,13.2498333333,11.7454166666,13.3340833333,4.87716666667,6.67758333333,11.32025,6.98075,10.9191666666,80.3125,9.43383333334,7.46933333333
600.87,6.00383333333,13.3554166667,11.8436666667,13.4263333333,4.93558333333,6.73641666667,11.385,7.03316666667,10.99125,80.2805,9.49608333333,7.54441666667
601.21,5.99883333333,13.4285,11.8635833333,13.4930833333,4.93933333334,6.72991666667,11.4124166667,7.06683333333,11.0039166667,80.2189166666,9.50925,7.54808333333
601.54,5.96275,13.4494166667,11.8768333333,13.4891666666,4.90291666667,6.70508333333,11.3754166667,7.01466666667,10.9768333333,80.0521666667,9.4445,7.522125
601.88,5.95,13.4446666667,11.8490833333,13.4550833334,4.8855,6.66291666667,11.30325,6.95866666667,10.91425,79.8885000001,9.41858333332,7.49591666667
602.21,5.91191666667,13.4620833333,11.8143333333,13.4574166667,4.83475,6.61416666667,11.2544166667,6.9125,10.8654166666,79.7250833333,9.37208333332,7.49433333333
602.55,5.95183333334,13.5328333333,11.87275,13.5158333333,4.8575,6.6435,11.2464166667,6.90766666667,10.9085833334,79.5220833332,9.43875,7.554625
602.88,5.98383333334,13.6200833333,11.9166666667,13.5924166667,4.89291666667,6.66816666667,11.259,6.92225,10.917,79.48225,9.47099999999,7.59620833333
603.22,6.03433333333,13.6868333333,11.9365833333,13.6650833333,4.92883333333,6.72591666667,11.3105833333,6.94783333333,10.9396666667,79.4990000001,9.50741666668,7.63133333333
603.56,6.05375,13.73475,11.9395,13.69125,4.939,6.74008333333,11.3185833334,6.95108333333,10.9644166667,79.4456666667,9.51483333334,7.65783333333
603.89,6.08025,13.777,11.9388333334,13.7384166667,4.94833333333,6.76675,11.3339166667,6.96633333333,10.9915,79.3459166667,9.50741666666,7.67770833333
604.23,6.09841666667,13.7884166667,11.9225833333,13.7381666667,4.94891666667,6.75866666667,11.3164166666,6.95966666667,10.9800833333,79.1975000001,9.51516666666,7.68475
604.56,6.0835,13.81,11.8934166667,13.7409166667,4.95408333333,6.72091666667,11.27675,6.933,10.9265833333,79.0624999999,9.46924999999,7.65458333333
604.90,6.13375,13.8651666667,11.9143333333,13.786,5.002,6.76525,11.2898333333,6.93141666667,10.9378333333,78.9774166668,9.49816666668,7.70204166667
605.23,6.14791666667,13.8965,11.9078333334,13.82025,5.00641666667,6.77933333333,11.2921666667,6.93583333333,10.9185,78.93075,9.51366666665,7.709625
605.57,6.16333333333,13.94925,11.9156666667,13.8795833333,5.02866666667,6.81608333333,11.3186666667,6.95875,10.929,78.7585,9.53724999999,7.72366666667
605.90,6.17558333334,13.9735,11.923,13.8953333333,5.04266666667,6.83033333333,11.3374166667,6.96125,10.9081666667,78.6658333333,9.57141666668,7.72254166667
606.24,6.23225,14.055,11.9680833333,13.98875,5.09741666666,6.87666666667,11.3963333333,7.01641666667,10.9310833333,78.6355833333,9.61258333334,7.789125
606.58,6.22666666667,14.0505,11.9479166667,13.9910833333,5.08916666667,6.85691666667,11.3996666667,7.00733333334,10.89775,78.42325,9.60008333335,7.76895833334
606.91,6.1995,14.0575833333,11.9238333333,13.9926666667,5.07475,6.83908333334,11.3509166667,6.99158333333,10.86925,78.1540833333,9.55666666667,7.75783333334
607.25,6.18608333333,14.0661666667,11.907,14.01525,5.0645,6.8255,11.3110833333,6.97058333334,10.82525,77.8487500001,9.52774999999,7.75254166667
607.58,6.20616666667,14.094,11.9328333333,14.0391666667,5.07825,6.83716666667,11.2935833333,6.96541666666,10.8054166667,77.7065833333,9.54033333333,7.78745833333
607.92,6.14675,14.1386666667,11.94175,14.07525,5.0475,6.8055,11.2805,6.94116666667,10.7595,77.5751666666,9.53883333333,7.758125
608.25,6.16466666667,14.17875,11.94,14.1425833333,5.04075,6.8555,11.2845833333,6.94791666667,10.7733333333,77.4226666668,9.57033333332,7.78854166667
608.59,6.11125,14.1795,11.887,14.1345833333,5.00158333333,6.81666666667,11.2244166667,6.91541666667,10.7311666667,77.2054166667,9.53066666665,7.752125
608.92,6.1235,14.2073333333,11.8843333333,14.1740833334,5.03116666667,6.83825,11.20775,6.93016666667,10.7334166667,76.95175,9.53050000001,7.78304166666
609.26,6.11666666667,14.2089166667,11.86925,14.1806666667,5.00983333334,6.8115,11.1585,6.91175,10.6866666666,76.8185833333,9.51491666667,7.78233333333
609.59,6.14725,14.2601666667,11.8771666667,14.24875,5.04275,6.82275,11.1498333333,6.93216666667,10.70975,76.5861666667,9.50283333334,7.814125
609.93,6.15091666667,14.2826666666,11.8659166667,14.2953333333,5.03525,6.81833333333,11.15775,6.93941666667,10.7050833333,76.4359166667,9.48275000002,7.81175
610.26,6.13933333334,14.2879166667,11.8025833333,14.3109166667,5.01741666667,6.80116666666,11.1028333333,6.91525,10.6895833333,76.3181666667,9.44666666668,7.81295833333
610.60,6.12333333334,14.2724166667,11.7783333333,14.3366666667,4.98516666667,6.76666666667,11.0419166667,6.87291666667,10.6443333333,76.10975,9.42224999998,7.79554166666
610.93,6.1265,14.3056666667,11.76075,14.38775,4.98175,6.74608333333,11.0445833333,6.85066666667,10.63775,76.0215833333,9.42558333332,7.81129166667
611.27,6.09516666667,14.3115833333,11.7255,14.43325,4.94933333333,6.73541666666,11.0385833334,6.83266666667,10.6215,75.8319166667,9.42716666666,7.80041666667
611.60,6.15041666667,14.3445,11.7260833333,14.48925,4.9985,6.793,11.0511666667,6.85241666667,10.6430833333,75.5919166667,9.43925,7.832625
611.93,6.15616666667,14.3584166667,11.7520833333,14.52175,5.02391666667,6.77208333333,11.0531666667,6.85108333333,10.6381666667,75.36575,9.44425000001,7.85545833333
612.27,6.17433333333,14.38875,11.78525,14.5953333334,5.03533333333,6.78466666667,11.0735833333,6.862,10.6355,75.226,9.4765,7.86379166667
612.60,6.16908333333,14.427,11.7711666667,14.641,5.02433333333,6.76833333333,11.08575,6.85825,10.64225,75.0596666667,9.47924999999,7.85004166666
612.94,6.11741666667,14.4244166666,11.7365,14.65625,4.98183333333,6.74358333333,11.0758333333,6.824,10.6256666667,74.85325,9.45433333334,7.80533333333
613.27,6.14825,14.4906666667,11.7725833333,14.73725,4.99583333333,6.78825,11.1234166667,6.86483333333,10.63975,74.7950833333,9.5025,7.85595833333
613.61,6.09883333333,14.4515833333,11.6905,14.7039166667,4.95008333333,6.787,11.06225,6.79875,10.5644166667,74.60925,9.45741666665,7.80575
613.94,6.09666666667,14.5286666667,11.736,14.7676666667,4.95425,6.79666666667,11.0615,6.80825,10.5628333333,74.42875,9.48525,7.81979166667
614.28,6.06716666667,14.6045,11.69425,14.8029166666,4.91741666667,6.774,11.035,6.78758333333,10.5089166667,74.3621666667,9.45850000001,7.78175
614.61,6.003,14.6218333334,11.67975,14.804,4.87958333333,6.75375,10.992,6.76691666667,10.4641666667,74.2598333334,9.44825000001,7.728875
614.94,5.94483333333,14.6189166667,11.6204166667,14.7693333333,4.85225,6.69275,10.8878333333,6.70333333334,10.377,74.154,9.38225000001,7.65745833333
615.28,5.9465,14.6621666667,11.63025,14.8180833333,4.82191666667,6.67691666667,10.88525,6.69883333334,10.38725,74.1076666667,9.37450000001,7.68504166666
615.61,5.8715,14.6814166667,11.5479166667,14.7951666667,4.72108333333,6.63491666667,10.8014166667,6.66741666667,10.3021666667,74.0206666667,9.29008333333,7.63541666667
615.95,5.93091666667,14.724,11.582,14.8525,4.75716666667,6.67408333333,10.8086666667,6.68725,10.3221666667,73.9008333333,9.283,7.68029166667
616.28,5.91383333333,14.767,11.61825,14.8633333333,4.7695,6.67275,10.7875,6.669,10.2996666667,73.76675,9.27725,7.68470833333
616.61,6.00758333333,14.91425,11.70325,14.969,4.83841666667,6.77566666666,10.8479166667,6.77691666667,10.394,73.8168333333,9.35008333334,7.796375
616.95,5.95008333333,14.8779166667,11.5928333333,14.9170833333,4.76341666666,6.6855,10.7488333333,6.65466666667,10.336,73.59725,9.27125,7.718125
617.28,5.9895,14.9468333333,11.6075833333,14.94625,4.78616666667,6.65025,10.7466666667,6.65458333334,10.37625,73.439,9.26275,7.74341666667
617.62,5.99625,14.94425,11.6151666666,14.93375,4.76075,6.63725,10.7410833333,6.63008333333,10.3749166666,73.26425,9.25541666667,7.73704166667
617.95,6.03158333333,14.9743333333,11.6701666667,14.9615833333,4.79316666666,6.68166666667,10.7901666667,6.67483333333,10.4169166667,73.1099166666,9.27000000001,7.782125
618.28,6.03316666667,14.9938333333,11.6515833334,14.9649166667,4.78358333333,6.704,10.7760833333,6.63283333334,10.404,72.8979166667,9.22416666667,7.79195833333
618.62,6.06766666666,15.0444166667,11.6806666667,15.0169166666,4.80825,6.73191666667,10.8230833333,6.63958333334,10.4394166667,72.7920833334,9.2565,7.82641666667
618.95,6.08775,15.07325,11.69025,15.0435833333,4.83033333333,6.73358333333,10.8301666667,6.6625,10.4411666667,72.62,9.26641666665,7.83470833334
619.28,6.18266666667,15.1695833333,11.7555,15.1658333333,4.92383333333,6.80675,10.932,6.70016666666,10.5453333333,72.5748333333,9.34766666667,7.90154166667
619.62,6.12658333333,15.1624166667,11.6695833333,15.1259166667,4.86316666667,6.7465,10.8831666667,6.66316666667,10.4939166667,72.4413333333,9.30125,7.857125
619.95,6.15975,15.2256666666,11.6589166667,15.1725833333,4.85866666667,6.77208333333,10.9024166667,6.68941666667,10.5025,72.3528333333,9.33441666668,7.88066666666
620.28,6.14458333333,15.2315833333,11.61275,15.172,4.81491666667,6.70433333333,10.8555,6.60125,10.46525,72.142,9.25691666667,7.83520833333
620.62,6.18775,15.3304166667,11.6580833333,15.2451666667,4.8555,6.76108333333,10.90425,6.668,10.4799166666,72.06875,9.26825000001,7.86883333334
620.95,6.20308333333,15.4089166667,11.6745833333,15.3176666667,4.8835,6.83441666667,10.9156666667,6.72308333333,10.4945,71.96375,9.33408333332,7.888
621.28,6.32033333334,15.5604166667,11.7470833333,15.4720833333,4.99083333333,6.95891666667,11.0385833334,6.84033333333,10.593,71.9685,9.40641666667,7.99533333333
621.62,6.39091666667,15.6600833333,11.7926666667,15.5775833334,5.087,7.03966666667,11.1021666667,6.90141666667,10.6785,71.8308333333,9.51283333334,8.07533333333
621.95,6.44375,15.7351666667,11.8698333333,15.6895833333,5.152,7.06683333333,11.1358333333,6.957,10.7229166667,71.71275,9.60491666667,8.11075
622.28,6.44133333333,15.77875,11.8558333333,15.7271666667,5.13908333333,7.06708333333,11.1021666667,6.97725,10.7166666666,71.5404166667,9.59716666668,8.12
622.62,6.34075,15.78275,11.79225,15.6973333334,5.09233333334,7.02125,11.0099166667,6.89866666667,10.6653333334,71.43125,9.51499999999,8.064875
622.95,6.25233333333,15.7321666667,11.7191666667,15.6263333334,5.02508333333,6.95816666667,10.917,6.83066666667,10.6120833333,71.2651666667,9.44750000001,7.99525
623.28,6.268,15.83425,11.76625,15.686,5.05491666667,6.98125,10.9303333333,6.85841666667,10.6504166667,71.11425,9.4865,8.01220833333
623.62,6.22541666666,15.8285,11.7171666666,15.6660833333,5.01491666667,6.947,10.87325,6.80825,10.6211666667,70.9440833333,9.43725,7.96604166667
623.95,6.23633333333,15.8795,11.7718333333,15.7199166667,5.07816666667,6.97491666667,10.88225,6.86008333333,10.6163333333,70.7514166667,9.48691666666,8.01195833333
624.28,6.17108333333,15.8815,11.7704166667,15.7290833333,5.037,6.94708333333,10.8363333333,6.8115,10.5801666667,70.6501666667,9.49225,8.00175
624.62,6.07633333333,15.8405833334,11.73975,15.7145,4.95125,6.85283333333,10.77275,6.70116666666,10.5094166667,70.47575,9.38450000002,7.94291666667
624.95,5.98966666667,15.8113333333,11.7335,15.7011666667,4.90958333333,6.80908333333,10.7149166667,6.60516666667,10.42775,70.2935,9.33666666668,7.87329166667
625.28,5.89508333333,15.8065,11.6749166667,15.6595833333,4.84558333333,6.74208333333,10.64075,6.51708333333,10.3754166667,70.19175,9.25500000001,7.82158333333
625.61,5.89691666667,15.817,11.6354166667,15.658,4.81008333334,6.724,10.6405833333,6.498,10.36575,70.0610833333,9.19283333333,7.80966666667
625.95,5.89933333333,15.88425,11.66925,15.7094166667,4.83933333333,6.72416666667,10.6518333333,6.50725,10.3505,69.91675,9.18666666666,7.82995833333
626.28,5.939,15.9178333333,11.6935833334,15.7626666667,4.84183333333,6.75066666667,10.6795833333,6.51458333333,10.3515,69.7423333334,9.20933333334,7.88275
626.61,5.95691666667,15.9646666667,11.7044166667,15.8175833333,4.85466666666,6.75283333333,10.68325,6.52691666667,10.33875,69.5423333333,9.22033333332,7.87591666667
626.94,5.91783333333,15.91925,11.6446666667,15.8263333334,4.81075,6.72558333333,10.64525,6.4675,10.2794166667,69.3894166667,9.14175,7.83904166667
627.28,5.92075,15.9413333333,11.6410833333,15.83975,4.81558333333,6.70458333333,10.6445,6.4315,10.2784166667,69.2978333333,9.12925,7.84254166667
627.61,5.92908333333,15.9703333333,11.6341666667,15.9021666667,4.80125,6.72041666667,10.681,6.4545,10.28325,69.1870833334,9.15008333333,7.89083333333
627.94,6.00125,16.0168333333,11.6660833333,15.9675,4.863,6.76166666667,10.7371666667,6.49891666667,10.3333333333,69.0103333334,9.17891666667,7.95516666667
628.27,6.08466666667,16.1118333333,11.7105,16.05975,4.93983333333,6.8225,10.8275,6.56525,10.4014166667,68.8596666667,9.27191666667,8.02875
628.61,6.11566666667,16.1409166667,11.6554166666,16.0700833333,4.93975,6.81791666667,10.8224166667,6.59491666667,10.4170833333,68.668,9.27491666668,8.06720833333
628.94,6.13875,16.1655833333,11.6861666667,16.1115833333,4.95391666667,6.83208333334,10.8613333333,6.62716666666,10.39375,68.4394166667,9.30199999999,8.08979166667
629.27,6.12533333333,16.2115,11.6560833334,16.13475,4.96566666667,6.83925,10.8535,6.64308333333,10.37625,68.1981666666,9.3025,8.083375
629.60,6.15908333334,16.2280833333,11.6440833333,16.1893333333,4.9665,6.86408333333,10.872,6.65975,10.40275,67.9985,9.33841666666,8.09679166667
629.94,6.19875,16.31225,11.6471666667,16.2576666667,5.01325,6.90091666667,10.904,6.68091666667,10.4525,67.9208333333,9.40083333334,8.077
630.27,6.2675,16.4255833334,11.7268333333,16.3235,5.11125,6.98425,10.9825833333,6.74608333334,10.5283333333,67.81325,9.48066666666,8.17491666667
