wavelength,Back_UroStof,Belly_UroStof,Breast_UroStof,Crissum_UroStof,Crown_UroStof,DorTail_UroStof,Rump_UroStof,Throat_UroStof,WingTip_UroStof
565.35,6.53216666667,24.6808333333,23.9343333334,10.8686666667,5.25566666667,7.43083333334,5.7885,40.0786666666,8.45183333333
565.69,6.49566666667,24.6893333333,23.9298333333,10.8368333334,5.2335,7.42033333333,5.77016666667,40.0988333333,8.42683333334
566.03,6.47116666667,24.7065,23.9161666666,10.7968333333,5.20366666666,7.4025,5.75983333333,40.082,8.41566666667
566.37,6.481,24.6466666666,23.8728333334,10.7676666667,5.19233333334,7.413,5.75016666666,40.0451666667,8.4155
566.71,6.48733333334,24.6945,23.8563333334,10.7646666667,5.20266666667,7.41916666667,5.72616666666,40.0586666667,8.40783333333
567.05,6.48866666666,24.6843333334,23.7665,10.7455,5.18483333333,7.41116666667,5.7155,39.9788333333,8.3935
567.39,6.39333333333,24.6135,23.6958333334,10.636,5.11333333333,7.3375,5.63983333333,39.9091666667,8.30133333333
567.73,6.3955,24.6265,23.7146666667,10.6561666666,5.13083333333,7.29283333334,5.64183333333,39.9308333333,8.287
568.07,6.42583333333,24.6151666666,23.7315,10.7021666667,5.12566666666,7.28566666667,5.6465,39.8831666667,8.2665
568.41,6.478,24.6516666667,23.7546666667,10.7403333333,5.168,7.329,5.6845,39.9491666667,8.30016666666
568.75,6.49616666667,24.6523333334,23.7485,10.7306666667,5.1925,7.34616666667,5.686,40.0238333333,8.2935
569.09,6.54283333333,24.6926666666,23.7598333334,10.7866666666,5.22083333334,7.40133333333,5.6925,39.9798333334,8.29316666667
569.43,6.55816666667,24.6945,23.7803333334,10.7991666666,5.2255,7.39383333333,5.69566666667,39.9763333333,8.33483333333
569.77,6.50333333334,24.6195,23.7286666667,10.78,5.17666666667,7.332,5.629,39.9025,8.26366666666
570.11,6.47,24.6321666667,23.719,10.8153333334,5.17383333334,7.2975,5.59983333334,39.9388333333,8.24716666667
570.45,6.48016666666,24.581,23.7298333333,10.8368333334,5.192,7.29633333333,5.6055,39.922,8.25383333334
570.79,6.515,24.5981666667,23.7708333333,10.8255,5.19783333333,7.29733333334,5.61533333334,39.9218333333,8.26866666666
571.13,6.59,24.6176666666,23.8115,10.8895,5.25366666666,7.3515,5.67066666667,39.9278333333,8.31933333333
571.47,6.6095,24.6146666666,23.7936666667,10.9206666666,5.255,7.3715,5.67783333334,39.9825,8.313
571.81,6.607,24.5751666666,23.7416666667,10.8615,5.21583333333,7.37066666667,5.645,39.944,8.271
572.15,6.61666666667,24.5815,23.7463333334,10.8323333334,5.234,7.377,5.63616666666,39.9341666667,8.28316666667
572.49,6.628,24.588,23.7723333333,10.8315,5.24366666666,7.36416666666,5.64666666667,39.9508333333,8.3275
572.83,6.63333333333,24.598,23.7981666667,10.8155,5.27133333334,7.39683333333,5.666,40.0323333333,8.35433333333
573.17,6.63083333333,24.6001666667,23.791,10.8255,5.30116666667,7.41133333333,5.69666666667,40.0353333333,8.347
573.51,6.717,24.65,23.8563333333,10.868,5.39316666666,7.52966666666,5.794,40.0601666667,8.475
573.85,6.7495,24.7051666667,23.9026666666,10.8628333334,5.421,7.57466666667,5.82933333333,40.0756666667,8.493
574.19,6.7685,24.734,23.8986666667,10.8638333333,5.44666666667,7.6095,5.86583333334,40.095,8.50616666666
574.53,6.76433333334,24.723,23.9246666666,10.9235,5.46883333333,7.65616666666,5.88633333334,40.1633333333,8.52783333333
574.87,6.75566666667,24.7636666666,23.9816666666,10.9501666667,5.49366666667,7.67283333334,5.91,40.2453333333,8.51366666666
575.21,6.77433333333,24.7963333333,24.031,10.9375,5.49166666667,7.701,5.92383333333,40.2735,8.57333333333
575.55,6.7725,24.8513333333,24.0946666666,10.9975,5.53816666667,7.702,5.9505,40.3238333333,8.63166666666
575.89,6.78733333333,24.845,24.1081666666,11.0233333333,5.52633333333,7.724,5.94866666666,40.2858333333,8.65566666667
576.22,6.7895,24.877,24.102,11.0535,5.52766666667,7.7335,5.92766666667,40.26,8.6525
576.56,6.79433333334,24.8171666667,24.0868333334,11.0521666667,5.50683333333,7.729,5.90416666667,40.2113333333,8.6535
576.90,6.818,24.832,24.1155,11.0785,5.53216666667,7.76833333333,5.92016666667,40.2718333334,8.69033333333
577.24,6.76816666667,24.8028333334,24.0778333333,11.0798333333,5.4765,7.71716666666,5.874,40.2858333333,8.61433333334
577.58,6.73383333334,24.7395,24.0358333333,11.0886666667,5.45866666666,7.7015,5.8615,40.268,8.63166666666
577.92,6.73566666667,24.7771666666,24.0638333333,11.1186666667,5.44033333333,7.71833333333,5.86783333333,40.3561666667,8.68633333333
578.26,6.73116666667,24.8333333333,24.082,11.0643333333,5.44383333333,7.69916666666,5.84783333334,40.3895,8.6995
578.60,6.80233333333,24.8568333334,24.0605,11.0786666667,5.457,7.76316666667,5.8765,40.3833333333,8.795
578.94,6.73483333334,24.8003333334,23.9748333333,11.0601666667,5.40716666667,7.707,5.81233333333,40.2958333334,8.73133333333
579.28,6.80283333334,24.8158333333,24.003,11.0776666667,5.45283333333,7.79233333333,5.8985,40.3286666666,8.76483333334
579.61,6.76566666667,24.8533333334,24.0031666666,11.0526666666,5.41983333333,7.7665,5.90666666667,40.3763333334,8.7275
579.95,6.7795,24.8128333333,24.0183333334,11.0476666667,5.4,7.82233333334,5.9445,40.345,8.7725
580.29,6.79466666667,24.8706666667,24.0413333333,11.1228333334,5.407,7.85516666667,6.02383333334,40.3855,8.81233333334
580.63,6.815,24.8761666667,24.0425,11.1123333334,5.37033333333,7.85416666666,6.00966666667,40.3651666666,8.82816666667
580.97,6.8555,24.9093333333,24.0683333333,11.1181666666,5.369,7.85816666667,6.01816666667,40.4208333334,8.85066666666
581.31,6.86116666666,24.9218333334,24.0471666666,11.0768333333,5.31383333333,7.831,5.97516666667,40.3711666666,8.79883333334
581.65,6.89466666666,24.8883333333,24.046,11.08,5.31866666666,7.81483333333,5.98316666667,40.3033333333,8.8015
581.98,6.8915,24.9045,23.9923333333,11.0908333333,5.29483333333,7.80783333334,6.00116666667,40.3013333334,8.81466666667
582.32,6.8275,24.9033333333,23.9811666667,11.0666666667,5.23283333333,7.74083333334,5.95683333334,40.3425,8.76833333334
582.66,6.84616666667,24.9276666666,23.9813333334,11.08,5.27033333333,7.78683333334,6.00533333333,40.3313333334,8.79916666667
583.00,6.74066666666,24.9161666666,23.9831666666,11.0945,5.2525,7.76783333334,5.95,40.3498333333,8.7565
583.34,6.78883333333,24.932,24.0215,11.162,5.3115,7.79666666667,5.976,40.3923333333,8.76633333333
583.68,6.70683333334,24.9263333334,23.9693333333,11.1008333333,5.27816666666,7.75516666667,5.92,40.4658333333,8.69833333334
584.01,6.681,24.9383333334,23.9963333333,11.079,5.32083333333,7.739,5.885,40.446,8.673
584.35,6.6705,24.9298333334,23.9905,11.0668333333,5.352,7.713,5.89383333333,40.4093333333,8.6655
584.69,6.71616666666,24.9643333333,24.0276666667,11.1298333333,5.425,7.74466666666,5.96183333333,40.378,8.69533333333
585.03,6.71716666667,24.9438333333,24.0556666667,11.1068333334,5.45283333333,7.7655,5.99383333333,40.4248333334,8.71633333333
585.37,6.67166666666,24.9708333333,24.0568333333,11.0878333333,5.47033333333,7.81233333333,5.97666666667,40.42,8.70416666666
585.70,6.72033333333,25.0183333333,24.1496666667,11.143,5.54816666666,7.89033333334,6.03466666667,40.4243333334,8.70616666667
586.04,6.806,25.121,24.2423333334,11.2378333334,5.67016666667,7.996,6.116,40.4378333333,8.7905
586.38,6.8305,25.2116666667,24.3255,11.2745,5.70383333333,8.02433333334,6.1485,40.5151666667,8.844
586.72,6.96233333333,25.3115,24.3961666667,11.3678333333,5.75266666667,8.117,6.20866666666,40.5503333333,8.93583333334
587.06,6.90916666666,25.2461666667,24.2971666667,11.2528333334,5.6705,8.05366666667,6.122,40.5013333334,8.91
587.39,6.94066666666,25.2513333333,24.2741666667,11.2806666666,5.65633333333,8.04116666667,6.11683333334,40.4323333334,8.908
587.73,6.94183333333,25.243,24.227,11.2698333333,5.61816666667,8.04483333333,6.10966666667,40.3701666667,8.873
588.07,6.9345,25.2793333333,24.2615,11.2216666667,5.5855,8.02433333333,6.09533333334,40.3915,8.87233333333
588.41,6.88733333334,25.2686666667,24.2108333334,11.2205,5.53933333333,8.02466666667,6.03633333333,40.35,8.83033333334
588.74,6.86716666666,25.2936666667,24.214,11.2625,5.53183333333,8.024,6.018,40.3585,8.866
589.08,6.833,25.2438333334,24.1911666667,11.2418333333,5.47166666666,7.93416666666,5.91933333334,40.3325,8.846
589.42,6.74766666667,25.1085,24.0636666667,11.156,5.38566666667,7.81483333334,5.81783333333,40.2495,8.7965
589.76,6.63816666667,24.9921666667,23.9203333334,11.0551666667,5.26233333334,7.70916666667,5.72383333333,40.167,8.69383333333
590.09,6.63733333333,24.9535,23.9103333333,11.0461666667,5.221,7.66083333333,5.69816666667,40.1706666666,8.6505
590.43,6.57833333333,24.9021666667,23.8245,10.9448333334,5.16,7.55933333333,5.63816666667,40.1448333334,8.62533333333
590.77,6.5845,24.9273333333,23.8455,10.965,5.1975,7.5575,5.7025,40.1073333333,8.62283333333
591.11,6.59133333334,24.9768333334,23.8738333333,10.9916666666,5.213,7.56766666666,5.72533333333,40.1655,8.6065
591.44,6.666,25.0198333333,23.9223333334,11.0365,5.283,7.63,5.76366666666,40.2568333333,8.69666666666
591.78,6.617,25.008,23.897,11.0671666666,5.279,7.699,5.76,40.2266666667,8.715
592.12,6.6645,25.0323333333,23.9211666667,11.0166666666,5.30316666666,7.7,5.80883333333,40.2673333333,8.78366666667
592.46,6.69183333333,25.0451666667,23.9131666667,11.0236666666,5.296,7.68466666667,5.841,40.2038333333,8.75766666666
592.79,6.70216666666,25.0538333333,23.9128333334,11.067,5.317,7.72266666667,5.881,40.2526666667,8.72166666667
593.13,6.82,25.1815,23.9996666667,11.1763333333,5.394,7.827,5.977,40.2635,8.827
593.47,6.80866666667,25.1705,24.0198333334,11.2103333334,5.4165,7.79433333333,5.981,40.284,8.84366666667
593.80,6.78083333333,25.1356666666,23.9546666667,11.1613333334,5.411,7.83,5.9635,40.232,8.81916666667
594.14,6.751,25.1325,23.952,11.1451666666,5.38833333333,7.85783333333,5.95116666666,40.1588333333,8.763
594.48,6.716,25.0898333334,23.9273333333,11.1388333333,5.329,7.83416666667,5.891,40.1683333333,8.72483333333
594.81,6.7155,25.047,23.9761666667,11.129,5.33533333333,7.7935,5.90083333334,40.1696666667,8.76683333333
595.15,6.637,25.0033333333,23.9293333334,11.0425,5.25583333333,7.6945,5.86733333333,40.1371666667,8.71183333334
595.49,6.65783333333,24.9583333334,23.9203333333,11.0268333333,5.25183333334,7.64533333333,5.845,40.11,8.6665
595.82,6.60933333333,24.9185,23.8873333333,11.0326666666,5.21916666667,7.63016666666,5.78883333333,40.1571666666,8.60833333334
596.16,6.67066666666,24.9375,23.9595,11.0771666667,5.27666666666,7.698,5.80716666667,40.2285,8.659
596.50,6.67533333333,24.9525,23.9578333334,11.0408333334,5.27883333333,7.716,5.85083333334,40.1795,8.673
596.83,6.63433333334,24.9261666666,23.9855,11.0076666666,5.22933333334,7.7,5.8165,40.24,8.63183333333
597.17,6.7455,24.9985,24.0288333334,11.0313333333,5.27933333333,7.81166666666,5.87916666667,40.2611666666,8.72533333333
597.51,6.76633333333,25.0318333334,24.0645,11.0583333333,5.3145,7.80733333333,5.90333333334,40.3196666667,8.76766666667
597.84,6.7405,24.9413333333,23.9991666667,11.0223333333,5.29383333333,7.75416666667,5.88683333333,40.2846666666,8.76933333334
598.18,6.76066666667,24.9583333333,24.004,11.0618333334,5.31733333334,7.76466666667,5.90283333333,40.3006666667,8.79033333333
598.52,6.77933333333,24.9648333334,23.9798333334,11.0711666667,5.32716666666,7.8125,5.91183333334,40.2765,8.7875
598.85,6.74166666666,24.9193333334,23.9466666666,11.0735,5.274,7.8165,5.85283333333,40.2408333333,8.73766666666
599.19,6.76316666667,24.9208333334,23.9548333334,11.0878333334,5.28416666666,7.827,5.8475,40.3316666667,8.74616666667
599.53,6.82783333334,24.9581666667,24.0456666667,11.1308333334,5.30716666667,7.87883333334,5.88883333334,40.3046666667,8.78966666666
599.86,6.8145,24.9563333333,24.0038333333,11.1005,5.294,7.8645,5.87616666667,40.2946666667,8.7735
600.20,6.8725,24.9726666666,24.0258333334,11.1551666667,5.3245,7.88466666666,5.85933333333,40.3473333334,8.81716666666
600.53,6.87233333333,24.99,24.0246666667,11.1568333333,5.3725,7.88966666666,5.8885,40.3453333333,8.855
600.87,6.82216666667,24.983,24.0683333333,11.1575,5.329,7.85,5.86916666667,40.3843333333,8.8595
601.21,6.73116666667,24.9433333333,23.9961666667,11.1105,5.232,7.7455,5.793,40.2158333334,8.79166666667
601.54,6.69383333334,24.9361666667,24.0245,11.092,5.193,7.75133333334,5.76083333333,40.2386666667,8.7505
601.88,6.696,25.0188333333,24.0841666666,11.0823333334,5.19466666667,7.74866666666,5.726,40.2748333334,8.76716666667
602.21,6.64466666666,25.0048333333,24.0738333334,11.0533333333,5.17833333333,7.70666666666,5.68016666667,40.2891666666,8.739
602.55,6.694,25.164,24.1553333334,11.1205,5.258,7.7475,5.76383333333,40.3773333333,8.82783333334
602.88,6.72516666667,25.2348333334,24.1681666667,11.15,5.31683333333,7.81683333333,5.8175,40.3658333333,8.91283333333
603.22,6.68033333333,25.1555,24.0788333333,11.0703333333,5.29783333334,7.77316666667,5.79766666667,40.3275,8.88716666666
603.56,6.6565,25.1491666667,24.0613333333,11.0815,5.293,7.7485,5.796,40.3378333333,8.8565
603.89,6.59316666666,25.1276666667,24.0113333334,10.9893333333,5.236,7.697,5.75833333333,40.3576666667,8.8215
604.23,6.62483333334,25.1595,24.0333333333,11.0055,5.24433333333,7.722,5.78333333333,40.4063333333,8.8205
604.56,6.679,25.2238333334,24.0801666667,11.0328333334,5.3285,7.77083333333,5.8075,40.4496666667,8.8295
604.90,6.81933333333,25.2903333333,24.2041666667,11.1621666667,5.485,7.94416666667,5.93933333334,40.6383333334,8.939
605.23,6.91066666666,25.4186666667,24.2926666667,11.2511666667,5.58183333334,8.01466666667,6.02066666667,40.7906666666,9.041
605.57,6.96016666666,25.4125,24.2953333334,11.2965,5.665,8.07783333334,6.09266666667,40.8056666667,9.08033333334
605.90,7.05383333333,25.512,24.3321666667,11.39,5.76116666666,8.18633333333,6.20666666667,40.8641666667,9.16583333333
606.24,7.11716666667,25.4895,24.417,11.4765,5.86833333334,8.27216666667,6.28083333333,40.8883333334,9.23266666667
606.58,7.15733333333,25.5441666667,24.5081666666,11.553,5.89933333333,8.30583333333,6.33783333334,40.9636666667,9.21833333333
606.91,7.21983333333,25.6481666667,24.561,11.6431666666,5.95716666666,8.365,6.38716666666,41.0531666667,9.3005
607.25,7.222,25.6686666667,24.571,11.6408333333,5.92066666667,8.3485,6.36316666667,41.0643333334,9.33783333334
607.58,7.22783333333,25.7166666667,24.6563333333,11.7061666666,5.94933333333,8.38016666667,6.37983333334,41.1355,9.346
607.92,7.1685,25.6206666667,24.5636666667,11.687,5.918,8.36416666666,6.319,41.0376666666,9.29466666666
608.25,7.099,25.5251666667,24.4831666666,11.591,5.81716666666,8.331,6.27266666666,40.9395,9.21666666666
608.59,6.9895,25.4256666667,24.3973333333,11.478,5.6785,8.24566666667,6.17266666667,40.7623333333,9.1915
608.92,6.96483333333,25.4001666667,24.3661666667,11.4211666667,5.65383333333,8.281,6.17633333333,40.6705,9.20033333333
609.26,6.95533333334,25.3586666667,24.3136666667,11.367,5.61116666667,8.31566666667,6.19216666666,40.6075,9.23133333333
609.59,6.905,25.2786666667,24.2753333333,11.2698333334,5.525,8.2955,6.13516666667,40.5631666667,9.23633333334
609.93,6.8965,25.3008333333,24.1825,11.213,5.41616666666,8.28066666667,6.1165,40.6271666667,9.234
610.26,6.882,25.2296666666,24.0896666667,11.1836666666,5.38166666666,8.303,6.14016666666,40.5496666667,9.31133333333
610.60,6.86466666667,25.166,24.1051666667,11.1741666666,5.35666666667,8.32233333333,6.1305,40.5156666666,9.30366666667
610.93,6.915,25.1725,24.1868333333,11.2685,5.44416666667,8.44416666666,6.22483333334,40.5128333334,9.36033333335
611.27,7.016,25.224,24.2005,11.341,5.52133333333,8.571,6.329,40.4893333334,9.4355
611.60,7.08783333334,25.3151666667,24.3013333334,11.4023333334,5.593,8.70033333333,6.43483333333,40.6026666667,9.55866666667
611.93,7.12366666666,25.3078333334,24.2818333334,11.4571666667,5.599,8.69866666666,6.46166666666,40.5536666667,9.61299999998
612.27,7.09983333333,25.371,24.2866666667,11.4595,5.5955,8.72366666667,6.46433333334,40.627,9.59966666667
612.60,7.09833333333,25.3528333333,24.232,11.4571666667,5.54683333333,8.662,6.45216666667,40.6063333334,9.58933333333
612.94,7.09516666666,25.3185,24.2735,11.4885,5.51816666667,8.62916666667,6.44216666667,40.6723333333,9.58616666667
613.27,7.17033333333,25.3568333334,24.3153333333,11.6126666667,5.57233333334,8.65083333334,6.4755,40.7868333334,9.5955
613.61,7.196,25.3573333333,24.3725,11.693,5.68616666667,8.73666666667,6.51333333333,40.7208333334,9.6515
613.94,7.22233333333,25.3431666666,24.4338333333,11.7376666667,5.75366666667,8.7505,6.5285,40.7786666667,9.60383333335
614.28,7.21466666666,25.3926666667,24.4421666667,11.7778333333,5.78766666667,8.74533333334,6.54383333333,40.7975,9.60050000001
614.61,7.14283333333,25.4188333334,24.3666666666,11.664,5.72333333333,8.6655,6.44516666667,40.7601666667,9.57283333335
614.94,7.07983333333,25.3238333333,24.3563333334,11.6213333333,5.66983333334,8.56016666667,6.36833333334,40.7231666667,9.58450000001
615.28,7.006,25.2276666667,24.3008333333,11.5473333334,5.583,8.41016666666,6.27966666666,40.6743333334,9.49000000001
615.61,6.93366666667,25.2818333334,24.3256666667,11.5396666667,5.559,8.4125,6.256,40.7833333334,9.49066666668
615.95,7.0245,25.2936666666,24.3776666667,11.633,5.64733333334,8.459,6.32166666667,40.8341666667,9.54283333335
616.28,7.024,25.24,24.3801666667,11.6813333333,5.74216666666,8.56366666667,6.37566666666,40.8788333333,9.54549999999
616.61,7.017,25.2873333333,24.4031666667,11.6733333333,5.76766666667,8.562,6.3805,40.8523333334,9.50683333333
616.95,6.9695,25.2753333333,24.3793333334,11.5446666667,5.7295,8.49816666667,6.31966666667,40.77,9.49083333332
617.28,6.96983333333,25.2508333333,24.3933333334,11.4341666667,5.69066666666,8.42516666666,6.25033333333,40.8041666667,9.46516666667
617.62,6.88183333333,25.2838333334,24.3146666666,11.3083333333,5.56516666667,8.35433333333,6.10216666666,40.8146666667,9.39583333333
617.95,6.98583333333,25.4426666667,24.4015,11.343,5.6715,8.47483333333,6.20083333333,40.8996666666,9.50266666669
618.28,7.09166666667,25.4468333333,24.4525,11.404,5.78733333333,8.52966666666,6.293,40.9485,9.62499999999
618.62,7.1075,25.5245,24.4493333333,11.4125,5.7735,8.52633333333,6.33533333333,40.893,9.57766666666
618.95,7.139,25.597,24.4916666666,11.4576666666,5.78883333333,8.60316666667,6.38266666667,40.9261666667,9.61633333335
619.28,7.258,25.5961666666,24.5221666667,11.5743333333,5.887,8.69516666666,6.47466666667,41.0093333333,9.66450000001
619.62,7.3785,25.7221666667,24.602,11.6031666667,5.97316666666,8.75516666667,6.56133333333,41.052,9.71633333334
619.95,7.434,25.7548333333,24.6353333334,11.5658333333,5.943,8.63266666667,6.514,40.9881666667,9.688
620.28,7.40066666666,25.7723333333,24.635,11.5323333333,5.91,8.62666666666,6.49133333333,41.0265,9.67333333334
620.62,7.4435,25.7783333333,24.6903333334,11.5865,5.90966666667,8.643,6.5075,41.0188333334,9.69183333335
620.95,7.34683333333,25.6925,24.629,11.5578333334,5.82666666666,8.56416666666,6.4435,40.9346666667,9.59716666665
621.28,7.42866666667,25.7108333333,24.6653333333,11.6715,5.9295,8.57883333333,6.56816666667,40.9178333333,9.67266666669
621.62,7.388,25.678,24.6076666667,11.6663333333,5.87966666666,8.489,6.53016666667,40.9055,9.62183333335
621.95,7.34316666666,25.6493333334,24.5776666666,11.6946666667,5.84733333333,8.46216666667,6.51883333333,40.8816666667,9.49516666666
622.28,7.324,25.5413333333,24.5898333333,11.67,5.83633333334,8.44633333333,6.48816666667,40.9773333333,9.48283333335
622.62,7.294,25.5028333334,24.527,11.6701666666,5.84083333334,8.41133333333,6.46266666667,40.9361666666,9.48733333335
622.95,7.19966666667,25.51,24.5091666666,11.533,5.75566666667,8.26666666666,6.3675,40.8475,9.43066666665
623.28,7.10416666666,25.385,24.4008333334,11.4716666667,5.63516666667,8.16133333333,6.26866666667,40.8085,9.38166666668
623.62,7.0055,25.3091666667,24.3891666666,11.5068333334,5.59566666667,8.14166666666,6.23366666667,40.8176666666,9.35183333331
623.95,7.0155,25.2583333334,24.4143333333,11.5713333333,5.61616666667,8.17283333333,6.26566666667,40.7815,9.38066666668
624.28,7.01916666666,25.2628333334,24.4425,11.671,5.72183333333,8.2325,6.28833333334,40.7905,9.38283333335
624.62,7.07133333333,25.2591666666,24.4246666667,11.738,5.76916666667,8.27383333333,6.34566666667,40.7695,9.40783333333
624.95,7.0355,25.3003333333,24.3766666667,11.6801666666,5.69883333333,8.19216666667,6.2285,40.819,9.36616666669
625.28,6.97916666667,25.277,24.33,11.6281666667,5.61833333334,8.15116666667,6.167,40.8003333333,9.29833333334
625.61,6.929,25.2508333334,24.3011666667,11.5733333333,5.55616666666,8.1145,6.09216666666,40.8083333333,9.23733333333
625.95,6.86016666667,25.2758333333,24.2776666666,11.627,5.57016666667,8.12216666667,6.07033333334,40.705,9.2615
626.28,6.91016666667,25.4106666667,24.3103333334,11.6561666666,5.61683333333,8.1365,6.10666666667,40.7606666667,9.249
626.61,6.91083333333,25.3963333334,24.3088333334,11.7026666666,5.652,8.16066666666,6.13666666667,40.7736666667,9.25366666667
626.94,6.96516666667,25.4095,24.383,11.7398333333,5.741,8.22866666667,6.15216666667,40.8055,9.28366666666
627.28,7.052,25.5365,24.4395,11.8131666667,5.819,8.2865,6.20266666667,40.8643333334,9.403
627.61,7.1105,25.6256666666,24.4023333334,11.8051666667,5.847,8.28133333334,6.19066666667,40.8771666666,9.44266666667
627.94,7.057,25.6506666667,24.3658333333,11.7355,5.7525,8.25883333333,6.17483333334,40.9003333333,9.39683333333
628.27,7.121,25.7651666667,24.4658333333,11.7531666666,5.80466666666,8.30266666667,6.22616666666,41.0428333334,9.45016666666
628.61,7.167,25.7701666667,24.5336666666,11.7871666667,5.82916666667,8.391,6.29516666667,41.0028333333,9.46733333333
628.94,7.2325,25.7848333333,24.601,11.7975,5.87983333334,8.42966666666,6.33266666667,41.0263333333,9.5425
629.27,7.359,25.9051666666,24.645,11.8743333333,5.98666666667,8.50083333333,6.4475,41.11,9.717
629.60,7.5415,25.9551666667,24.672,11.9108333334,6.06266666666,8.593,6.57516666666,41.2163333334,9.79499999998
629.94,7.534,25.9215,24.6693333334,11.9115,6.06366666667,8.6355,6.56083333334,41.2185,9.85533333335
630.27,7.59316666666,25.9545,24.6835,11.983,6.10683333333,8.72466666666,6.59383333334,41.2208333334,9.90533333335
630.60,7.481,25.9568333333,24.5955,11.915,5.99416666667,8.64733333333,6.5725,41.1456666667,9.88383333335
630.93,7.48983333333,25.9255,24.5743333333,11.8688333333,5.982,8.65316666666,6.60983333334,41.1458333333,9.854
631.26,7.47466666667,25.9205,24.5978333333,11.9018333333,5.999,8.67366666666,6.61616666667,41.221,9.87350000001
631.60,7.5095,25.935,24.6673333333,11.9388333334,6.04366666666,8.72983333333,6.63666666667,41.241,9.93850000002
631.93,7.42166666667,25.8266666666,24.5895,11.8761666667,5.96383333333,8.7055,6.578,41.1723333333,9.89483333335
632.26,7.31466666666,25.7773333334,24.577,11.8581666666,5.91983333334,8.635,6.534,41.2756666666,9.84783333334
632.59,7.25516666666,25.7426666667,24.5476666666,11.9001666666,5.86966666667,8.569,6.50733333333,41.2366666666,9.77466666665
632.92,7.1145,25.6758333333,24.5425,11.7791666666,5.72833333333,8.481,6.4045,41.1573333334,9.68766666666
633.26,6.93533333333,25.6173333334,24.4598333333,11.6565,5.5475,8.34016666667,6.1675,41.1091666666,9.54116666665
633.59,6.94683333334,25.5378333333,24.4726666666,11.623,5.5275,8.29333333333,6.1035,41.0146666667,9.49816666665
633.92,6.9455,25.5233333333,24.478,11.592,5.5,8.25016666667,6.08116666667,41.1035,9.48016666666
634.25,7.02716666666,25.5815,24.545,11.6881666666,5.57633333334,8.32716666667,6.12916666667,41.2143333333,9.51316666667
634.58,6.9815,25.5768333333,24.513,11.6656666667,5.54,8.32116666667,6.08433333333,41.2536666666,9.47083333333
634.91,6.9415,25.538,24.4885,11.6296666666,5.52933333333,8.27666666667,6.09066666667,41.2028333334,9.38383333333
635.25,6.90516666667,25.4733333333,24.4026666666,11.5641666667,5.4725,8.15783333333,6.03166666667,41.1415,9.31116666666
635.58,6.91733333333,25.4226666667,24.3503333334,11.5053333333,5.44233333333,8.10616666667,5.96816666667,41.0448333333,9.2595
635.91,6.969,25.4448333333,24.3905,11.5123333333,5.50316666666,8.13816666667,6.004,41.0458333333,9.34483333333
636.24,6.91333333334,25.3996666667,24.3605,11.4821666667,5.50266666667,8.15383333333,5.9455,41.0456666667,9.34616666667
636.57,6.93866666667,25.3275,24.3038333333,11.5435,5.49616666667,8.1365,5.94533333334,41.0123333333,9.30883333333
636.90,7.0005,25.325,24.339,11.5471666666,5.56916666667,8.16033333334,6.02483333333,40.9311666667,9.30083333333
637.23,7.0345,25.3556666667,24.328,11.5663333333,5.57733333333,8.14083333333,6.078,40.9738333334,9.34416666667
637.56,6.9625,25.2583333333,24.2636666667,11.4796666667,5.502,8.0615,5.96316666666,40.843,9.2535
637.90,6.97583333334,25.2275,24.2623333333,11.519,5.487,8.02183333333,5.94366666666,40.7533333333,9.28016666667
638.23,7.03133333334,25.2955,24.2921666666,11.5526666667,5.5385,8.0625,5.96166666666,40.7196666666,9.29416666667
638.56,7.0765,25.3445,24.2956666667,11.6078333333,5.5585,8.161,5.94,40.7713333334,9.34633333333
638.89,7.14366666667,25.4696666666,24.329,11.646,5.6745,8.27433333333,6.02983333334,40.8733333334,9.4455
639.22,7.1775,25.5878333333,24.367,11.7716666667,5.733,8.33233333334,6.1305,40.95,9.523
639.55,7.23266666667,25.6368333333,24.3206666666,11.8253333333,5.67933333334,8.36816666667,6.13966666667,40.924,9.51866666669
639.88,7.43416666667,25.6541666666,24.3736666666,11.8983333333,5.784,8.542,6.28866666666,40.9351666667,9.62516666666
640.21,7.482,25.8396666667,24.475,11.8961666667,5.874,8.678,6.384,41.1151666666,9.68466666666
640.54,7.50316666666,25.783,24.4883333333,11.9635,5.8475,8.6495,6.394,41.1803333333,9.70316666669
640.87,7.43716666667,25.7736666667,24.5173333333,11.9498333333,5.82516666666,8.62016666666,6.35433333333,41.2675,9.68049999998
641.20,7.41366666666,25.9028333333,24.5573333333,11.8676666667,5.81866666666,8.63633333333,6.39383333334,41.3221666667,9.70600000001
641.53,7.20833333334,25.797,24.3633333333,11.649,5.61083333334,8.46583333333,6.2055,41.2708333333,9.49466666665
641.87,7.30066666667,25.8055,24.4286666667,11.7361666666,5.65216666667,8.51733333333,6.25816666666,41.4086666666,9.63016666668
642.20,7.29466666666,25.8913333333,24.5016666667,11.723,5.5815,8.49216666666,6.27133333333,41.353,9.65116666666
642.53,7.30666666667,25.8331666667,24.5753333333,11.7736666667,5.56333333334,8.482,6.323,41.4193333333,9.63766666668
642.86,7.2735,25.7211666666,24.5345,11.6966666666,5.514,8.35416666667,6.22383333333,41.3343333334,9.56949999999
643.19,7.23016666667,25.672,24.5363333334,11.666,5.63283333333,8.40583333333,6.18533333334,41.2101666666,9.58499999998
