wavelength,Back_DigPlum,Belly_DigPlum,Breast_DigPlum,Crissum_DigPlum,Crown_DigPlum,DorTail_DigPlum,Rump_DigPlum,Throat_DigPlum,WingTip_DigPlum
340.87,10.2486666667,14.2514,11.6842666667,11.7792,8.47233333333,8.98973333333,12.8882,10.6297333333,9.18946666667
341.23,10.2348444444,14.2623333333,11.7211333333,11.8552666667,8.51580000001,9.01086666667,12.9660666667,10.6368,9.20886666667
341.60,10.0478444445,14.098,11.5446666667,11.6526666667,8.35733333334,8.88106666667,12.7436666666,10.4524,9.01506666668
341.96,9.86802222223,13.8183333333,11.2739333333,11.4583333333,8.10586666666,8.53186666666,12.4873333333,10.1958666667,8.77520000001
342.33,9.73504444444,13.6758,11.1020666667,11.2655333333,7.93713333334,8.368,12.3037333333,10.1585333333,8.64006666666
342.70,9.47155555555,13.5085333333,10.849,11.017,7.72006666667,8.13586666667,12.069,9.94099999999,8.34800000001
343.06,9.12817777777,13.2852,10.4634666667,10.7501333333,7.43153333333,7.83206666667,11.8284666667,9.67746666666,7.99526666667
343.43,9.10484444444,13.2103333334,10.3041333333,10.6827333333,7.382,7.77193333333,11.7567333333,9.64246666666,7.92533333333
343.79,9.16002222222,13.2692,10.2344666667,10.7504,7.40906666667,7.72593333333,11.7182,9.64659999999,8.0348
344.16,9.14926666667,13.2724,10.2200666667,10.7224,7.352,7.71646666667,11.6592666667,9.62059999999,8.0608
344.52,9.05455555556,13.1740666667,10.1709333333,10.581,7.27373333334,7.6692,11.5534,9.6118,8.01006666667
344.89,9.11717777778,13.2939333333,10.2782,10.6684666667,7.36133333332,7.7518,11.5864,9.79553333334,8.05973333334
345.25,9.10482222222,13.2733333333,10.2475333333,10.6337333333,7.28086666667,7.68106666667,11.4986666667,9.80913333334,7.99086666667
345.62,9.23497777778,13.4257333333,10.3547333333,10.7492666667,7.3978,7.73153333333,11.6413333333,9.92673333333,8.06086666667
345.99,9.29446666667,13.6123333333,10.4824666667,10.8025333333,7.52873333334,7.86833333333,11.7738,10.0701333333,8.1408
346.35,9.34484444445,13.6826666667,10.5302,10.8663333333,7.60066666667,7.9326,11.8772,10.1033333333,8.1174
346.72,9.30144444445,13.6315333333,10.4186,10.7626666667,7.4714,7.787,11.7351333333,10.0431333333,8.0102
347.08,9.33173333333,13.6971333333,10.5668666667,10.8348,7.57833333333,7.85273333333,11.7889333333,10.1268666667,8.12286666667
347.45,9.39613333333,13.797,10.7020666667,10.9081333333,7.60926666667,7.9332,11.8288666667,10.2351333333,8.16766666667
347.81,9.46035555555,13.8476666667,10.8149333333,11.0074666667,7.64299999999,8.00866666667,11.9182,10.3202,8.16386666667
348.18,9.39791111111,13.7733333333,10.7603333333,10.9655333333,7.58946666666,7.94933333333,11.8653333333,10.2829333333,8.04033333333
348.54,9.50753333333,13.9564,10.9508666667,11.154,7.75246666666,8.07406666667,12.0225333333,10.3914666667,8.10246666667
348.91,9.52164444445,14.0094666667,10.9957333333,11.2006666667,7.80413333333,8.06726666667,12.0652,10.3018666667,8.11446666667
349.27,9.4826,13.9746666667,11.023,11.2086666667,7.8234,8.09106666666,12.0792666667,10.2737333333,8.1794
349.64,9.42097777779,13.8567333333,10.9961333333,11.2060666667,7.74606666667,8.00486666667,12.0473333333,10.2126666667,8.11826666667
350.00,9.33971111112,13.8239333334,10.9431333333,11.2102,7.72499999999,7.93113333333,12.0352,10.1704666667,8.13846666667
350.37,9.15126666667,13.6226666667,10.78,11.0886666667,7.52073333333,7.7106,11.838,9.98113333334,7.99353333333
350.73,9.19400000001,13.7052,10.8413333333,11.1587333333,7.58946666667,7.78773333333,11.9626666667,10.0708666667,8.04386666667
351.10,9.09084444445,13.573,10.7152,11.0667333334,7.44746666667,7.653,11.8336666667,9.95360000001,7.95333333333
351.46,8.92013333333,13.415,10.5599333333,10.9163333333,7.32846666667,7.43233333333,11.6884,9.756,7.8216
351.83,8.83046666667,13.4178,10.5252666667,10.8654,7.2782,7.312,11.5951333333,9.67946666667,7.8208
352.19,8.90326666667,13.454,10.5617333333,10.91,7.33386666667,7.33086666667,11.6444,9.68253333333,7.90986666667
352.55,8.87733333333,13.3614,10.4842,10.8676,7.25233333333,7.29093333333,11.5969333333,9.65246666667,7.89426666667
352.92,8.65715555555,13.1549333333,10.2733333333,10.6478,7.0308,7.0846,11.3686666667,9.51513333333,7.64686666667
353.28,8.7502,13.28,10.2830666667,10.6929333333,7.06846666667,7.08073333333,11.4389333333,9.57406666666,7.62206666667
353.65,8.72693333334,13.3304,10.2014666667,10.6512666667,7.04226666667,7.07066666667,11.3852,9.55173333334,7.6626
354.01,8.79942222221,13.4124666667,10.2902,10.7074666667,7.10893333333,7.09793333333,11.4369333333,9.64773333333,7.69126666667
354.38,8.80717777777,13.4835333333,10.3058666667,10.7042,7.13913333333,7.11533333333,11.481,9.68126666667,7.67486666667
354.74,8.80397777778,13.5538666667,10.3561333333,10.7428666667,7.18053333334,7.136,11.4958666667,9.71786666666,7.7238
355.11,8.90857777778,13.7343333333,10.4704666667,10.8752666667,7.28226666667,7.22033333334,11.5626666667,9.81100000001,7.78726666667
355.47,8.98548888888,13.8223333333,10.5202,10.9782666667,7.33033333333,7.29213333333,11.6029333333,9.88546666667,7.82033333333
355.83,9.00351111111,13.8873333333,10.5602666666,10.9502,7.33959999999,7.3724,11.6616,9.94693333332,7.83846666667
356.20,8.89037777779,13.9162,10.5309333333,10.9616666667,7.31866666667,7.32606666667,11.6408,9.93473333333,7.79246666667
356.56,8.92808888889,14.0139333333,10.5540666667,11.0152,7.35893333333,7.34386666666,11.6702666667,9.99119999999,7.86253333333
356.93,9.03748888889,14.1316,10.7335333333,11.1402666667,7.45013333334,7.45026666667,11.7637333333,10.1142666667,8.00973333333
357.29,8.98984444445,14.1532,10.7811333333,11.1699333333,7.44440000001,7.4814,11.7778,10.1244,8.02393333333
357.66,8.89873333333,14.1681333333,10.8272,11.1568666667,7.43373333333,7.4584,11.7687333333,10.1432666667,7.9422
358.02,8.74435555555,14.0144666667,10.6736666667,10.9790666667,7.23166666667,7.27266666667,11.5767333333,9.93466666666,7.7446
358.38,8.77477777778,14.0632666667,10.7534666667,11.0053333333,7.24926666667,7.288,11.5811333333,9.94240000001,7.77846666667
358.75,8.78322222222,14.0594666667,10.7648666667,11.0218,7.26040000001,7.31013333333,11.6067333333,9.90106666666,7.7834
359.11,8.74335555555,13.9974666667,10.7692666667,11.0181333333,7.23786666666,7.2934,11.5883333333,9.88553333333,7.75626666667
359.48,8.74593333333,14.0256666667,10.8667333334,11.0421333333,7.2598,7.314,11.6413333333,9.89893333334,7.78126666667
359.84,8.66837777778,13.9356,10.8189333334,11.0229333333,7.19273333334,7.23266666667,11.5776666667,9.76006666667,7.68706666667
360.20,8.63315555555,13.8299333333,10.7564,10.9101333333,7.09139999999,7.1464,11.5015333333,9.6604,7.6436
360.57,8.51971111111,13.7622,10.6989333333,10.8208,6.97733333334,7.0286,11.4341333333,9.5526,7.52793333333
360.93,8.42191111111,13.7102,10.5872666667,10.7293333333,6.89026666666,6.9132,11.3960666666,9.45806666667,7.43526666667
361.29,8.33046666667,13.6301333333,10.5143333333,10.5920666667,6.79426666667,6.7616,11.2823333333,9.33086666666,7.32686666667
361.66,8.33622222222,13.5909333333,10.469,10.6085333333,6.76933333333,6.721,11.2373333333,9.22913333334,7.30073333333
362.02,8.4278,13.6874666667,10.5372666667,10.7130666667,6.8682,6.82713333333,11.3503333333,9.32279999999,7.41806666667
362.39,8.48586666666,13.7019333333,10.5243333333,10.758,6.89033333333,6.89753333334,11.397,9.35153333334,7.44006666667
362.75,8.49015555556,13.7090666667,10.5466666667,10.7412666667,6.88006666667,6.86433333333,11.4116,9.37080000001,7.4242
363.11,8.55224444445,13.7517333333,10.5668666667,10.7676,6.9086,6.89286666667,11.4746,9.41793333334,7.4678
363.48,8.49848888889,13.6449333333,10.4273333333,10.6637333333,6.83033333333,6.80653333333,11.3717333333,9.30646666667,7.38546666666
363.84,8.66648888889,13.8116,10.5494666667,10.7827333333,6.95746666667,6.91173333333,11.491,9.47773333333,7.494
364.20,8.77468888888,13.9164,10.6208,10.8593333333,7.05053333333,6.98753333333,11.5537333333,9.56860000001,7.51033333333
364.57,8.84617777778,13.9554666667,10.6576,10.9151333333,7.12493333333,7.03153333333,11.5792666667,9.61013333333,7.55253333333
364.93,8.93237777778,14.0049333333,10.6979333333,11.0226666667,7.19680000001,7.13826666667,11.6084666667,9.64099999999,7.62446666667
365.29,8.99480000001,14.0827333334,10.7219333333,11.1348666667,7.25246666667,7.207,11.6590666667,9.72553333333,7.637
365.66,9.10717777777,14.1770666667,10.8046666667,11.2351333333,7.32486666667,7.32133333333,11.7314666667,9.85746666667,7.7322
366.02,9.16613333334,14.2119333333,10.8583333333,11.2994,7.37600000001,7.373,11.7287333334,9.89273333334,7.71946666667
366.38,9.12475555556,14.2892,10.8654666667,11.317,7.37546666667,7.3422,11.6988666667,9.89259999999,7.697
366.75,9.15515555556,14.3572,10.9069333333,11.4222666667,7.40986666667,7.40166666667,11.766,9.93653333333,7.72313333333
367.11,9.09722222223,14.3856,10.8927333333,11.4138,7.40753333334,7.36826666667,11.7456666667,9.91906666667,7.66813333333
367.47,9.17040000001,14.5890666667,11.018,11.5937333333,7.51659999999,7.49706666667,11.8941333333,10.0853333333,7.7624
367.84,9.02882222223,14.4976,10.9227333333,11.5050666667,7.40893333333,7.38186666667,11.7758666667,9.99846666667,7.65953333333
368.20,9.03393333334,14.5385333333,10.9576666667,11.5245333333,7.42340000001,7.38786666667,11.8198666667,9.99206666668,7.6864
368.56,9.0813111111,14.6514,11.0096666667,11.609,7.47139999999,7.4616,11.9110666667,10.0199333333,7.7122
368.93,9.12793333333,14.7043333333,11.0872666667,11.632,7.51686666666,7.4512,11.9728666667,10.0636666667,7.75406666667
369.29,9.18044444444,14.7226666667,11.1368666667,11.6756666667,7.52093333334,7.53446666667,12.0332,10.0997333333,7.80206666667
369.65,9.13046666666,14.7432,11.1641333333,11.6296,7.47766666668,7.50953333333,12.0278666667,10.0666666667,7.77966666667
370.01,9.17339999999,14.8296666667,11.2334,11.6630666667,7.49253333334,7.5378,12.0934666667,10.0962,7.84406666667
370.38,9.26722222221,14.8869333333,11.3509333333,11.7364,7.57586666666,7.5876,12.1704,10.1784666667,7.91793333333
370.74,9.24937777779,14.8539333333,11.2868,11.6814666667,7.53986666667,7.529,12.0989333334,10.1144,7.90853333333
371.10,9.3972,14.9986,11.4202666667,11.8166666667,7.62386666667,7.64846666667,12.1893333333,10.2336,8.0342
371.46,9.34820000001,14.9016666667,11.3793333334,11.7458,7.55266666667,7.5762,12.1223333333,10.1654666667,8.00686666667
371.83,9.40882222222,14.9362,11.4322,11.8232,7.60866666667,7.67406666667,12.1975333333,10.2104,8.06293333333
372.19,9.41904444445,14.9820666667,11.5003333333,11.9088,7.63266666666,7.7324,12.2162,10.282,8.121
372.55,9.36693333332,14.9015333333,11.4728666667,11.8605333333,7.58679999999,7.678,12.1463333333,10.2429333333,8.07566666667
372.92,9.36657777778,14.9593333333,11.4947333334,11.8926666667,7.56146666666,7.6428,12.1206666667,10.2533333333,8.06526666667
373.28,9.411,15.0278666667,11.5414,11.9723333333,7.67573333334,7.69046666667,12.1608,10.2946666667,8.1286
373.64,9.43373333333,15.0519333333,11.5874,12.0426666667,7.73533333333,7.699,12.2163333333,10.3694666667,8.1514
374.00,9.28477777778,14.9163333334,11.4640666667,11.9302,7.63933333334,7.54013333333,12.0998,10.2843333333,7.98533333333
374.37,9.12384444445,14.7605333333,11.2976666666,11.7991333333,7.48226666667,7.39273333333,11.9334,10.1650666667,7.8152
374.73,9.11433333333,14.7534,11.336,11.8112666667,7.48326666667,7.35633333333,11.9147333333,10.1998666667,7.76213333333
375.09,9.02902222222,14.6964666667,11.2324666667,11.7183333333,7.3888,7.24386666667,11.8108666666,10.1102666667,7.64586666667
375.45,9.01346666666,14.7169333333,11.1983333333,11.7026,7.3872,7.20893333333,11.7862,10.0696666667,7.58766666667
375.81,8.96966666667,14.6948666667,11.1841333333,11.6441333333,7.34906666666,7.10406666667,11.7077333333,10.0348666667,7.53173333333
376.18,8.97391111112,14.706,11.1632,11.6116666667,7.35206666667,7.09013333333,11.6954666667,10.037,7.4796
376.54,8.99422222221,14.7298666667,11.1995333333,11.6043333333,7.36640000001,7.08153333333,11.6576666667,10.0378,7.4978
376.90,8.91917777779,14.5857333333,11.1302,11.5036,7.29206666667,7.04366666667,11.6134,9.95753333333,7.3942
377.26,8.83755555556,14.5630666667,11.1027333333,11.4189333333,7.22213333333,6.965,11.5887333333,9.96026666666,7.3642
377.63,8.68535555556,14.4376666667,10.9005333333,11.2146,7.06406666667,6.83766666667,11.4482666666,9.78099999999,7.21926666666
377.99,8.70122222222,14.4615333333,10.9228,11.2311333333,7.076,6.8874,11.4581333333,9.77426666668,7.241
378.35,8.69953333333,14.4594666667,10.9286,11.2268,7.09246666667,6.89646666667,11.4828,9.74739999999,7.25186666667
378.71,8.59908888889,14.4343333333,10.8812,11.1598666667,7.02253333333,6.88433333333,11.4244666667,9.65220000001,7.23626666667
379.07,8.62808888889,14.4339333333,10.9312666667,11.199,7.08806666667,6.9312,11.4976666667,9.70699999999,7.28966666667
379.44,8.63564444444,14.4392666667,10.9893333333,11.1996,7.12826666666,6.95666666667,11.5292,9.75773333333,7.33973333333
379.80,8.6,14.4254666667,10.9595333333,11.1684666667,7.1012,6.95653333333,11.5356666667,9.7146,7.29033333333
380.16,8.56851111111,14.4140666667,10.9414,11.1678,7.0468,6.89766666667,11.5204,9.65566666667,7.26606666667
380.52,8.63728888889,14.4945333333,11.0042,11.2638666667,7.05986666666,6.97153333333,11.6437333333,9.74693333333,7.32266666667
380.88,8.63611111111,14.5481333333,11.0008,11.2746,7.0376,6.966,11.6454666667,9.76660000001,7.31793333333
381.24,8.68373333333,14.5928666667,11.0214,11.3258666666,7.04526666667,7.00066666667,11.6385333333,9.74739999999,7.33886666667
381.61,8.81846666666,14.6926,11.1866666667,11.515,7.16926666667,7.1028,11.7287333333,9.8762,7.48373333333
381.97,8.89144444444,14.7691333333,11.2852666667,11.5944,7.22346666667,7.15913333333,11.7969333333,9.96400000001,7.57006666667
382.33,8.98179999999,14.84,11.3830666667,11.6784,7.2854,7.2164,11.8495333333,10.0409333333,7.64466666667
382.69,9.10246666667,14.9315333333,11.4906,11.7702,7.37559999999,7.2806,11.9260666667,10.1201333333,7.7188
383.05,9.02028888888,14.8968666667,11.4402,11.6945333333,7.26253333334,7.1764,11.8340666667,10.0302666667,7.61273333333
383.41,9.05286666667,14.9564666667,11.4722,11.7545333333,7.26279999999,7.22,11.8342,10.0672,7.62586666667
383.77,9.0622,14.965,11.4655333333,11.7439333333,7.24533333333,7.20746666667,11.8139333333,10.0843333333,7.62766666667
384.14,9.02635555555,14.9584666667,11.4710666667,11.7204,7.21419999999,7.18413333333,11.7734,10.1040666667,7.58086666667
384.50,8.93755555556,14.8872,11.4036666667,11.6496,7.17126666667,7.1038,11.6454,10.0414666667,7.4986
384.86,8.98015555556,14.9356666667,11.4522,11.7018,7.23399999999,7.12886666667,11.6718,10.0753333333,7.541
385.22,8.88239999999,14.8313333333,11.3569333333,11.6141333333,7.13386666667,6.99853333333,11.5548666667,9.97013333332,7.40106666667
385.58,8.8006,14.7798,11.2889333333,11.5,7.04693333333,6.90813333333,11.4592,9.91419999999,7.2882
385.94,8.72277777778,14.7230666667,11.2064,11.4300666667,6.98146666667,6.80986666667,11.3804666667,9.83066666666,7.204
386.30,8.69297777778,14.7668666667,11.1656,11.4137333333,6.94866666667,6.784,11.3653333333,9.80126666665,7.1578
386.66,8.63228888889,14.7363333333,11.0691333333,11.3693333333,6.90193333333,6.71206666667,11.3128666667,9.77180000001,7.04853333333
387.03,8.63617777778,14.7403333333,11.0532,11.3688,6.92033333333,6.7092,11.2958666667,9.77093333334,7.0388
387.39,8.64997777778,14.8056,11.0527333333,11.3652,6.93426666667,6.6872,11.3160666667,9.77746666667,7.009
387.75,8.71448888889,14.8741333333,11.1184,11.4631333333,7.0186,6.7544,11.3645333333,9.82526666666,7.07726666667
388.11,8.68146666667,14.7951333334,11.0556666667,11.427,6.98073333333,6.71766666667,11.3122666667,9.73766666667,7.06753333333
388.47,8.66646666666,14.8005333333,11.0546666667,11.42,6.96846666667,6.677,11.3148666667,9.71566666666,7.04333333333
388.83,8.58962222222,14.7554,10.9801333334,11.3681333333,6.90153333333,6.58026666667,11.2028666667,9.636,6.95833333333
389.19,8.64035555556,14.8503333333,11.0812666667,11.4076,6.99726666667,6.6452,11.2726,9.72113333334,7.027
389.55,8.75297777778,14.9906666667,11.1815333333,11.5504,7.1064,6.76133333333,11.3733333333,9.83700000001,7.1268
389.91,8.73966666667,15.0094,11.1630666666,11.5394666667,7.08366666667,6.7594,11.3505333334,9.84666666668,7.1052
390.27,8.6942,14.9887333333,11.1407333333,11.4961333333,7.07126666666,6.71726666667,11.3166,9.82773333333,7.0732
390.63,8.69651111111,14.9898666667,11.1878666667,11.5216,7.08973333333,6.7372,11.3268,9.84693333332,7.12086666667
391.00,8.64208888889,14.9857333333,11.1598,11.5294666667,7.0752,6.7288,11.3161333333,9.81826666666,7.08826666667
391.36,8.56695555555,14.8950666667,11.0938666667,11.4654666667,6.99173333333,6.6378,11.2264,9.73046666667,7.02353333333
391.72,8.50264444444,14.887,11.0723333333,11.4125333333,6.92433333333,6.56666666666,11.1912666667,9.6872,6.9662
392.08,8.55457777778,15.0034666667,11.1658,11.4828,6.98806666666,6.61846666667,11.2772,9.78380000001,6.99566666667
392.44,8.55893333333,15.0358666667,11.1624,11.4774,6.98579999999,6.6332,11.3094666667,9.80293333333,7.00646666667
392.80,8.60631111111,15.1082,11.2304666667,11.5437333333,7.01913333333,6.71166666667,11.3946666667,9.88920000001,7.0846
393.16,8.60884444444,15.0996,11.2042666667,11.5649333333,6.96206666666,6.71566666667,11.3836,9.89573333334,7.0762
393.52,8.5496,15.0676,11.1682,11.511,6.89406666667,6.6776,11.3480666667,9.85359999999,7.01246666667
393.88,8.55017777778,15.0792666667,11.1839333333,11.5278,6.8824,6.6874,11.3492,9.86393333332,7.03066666667
394.24,8.551,15.0878666667,11.1886,11.535,6.85986666667,6.70486666667,11.3376666667,9.86,7.03626666667
394.60,8.51717777778,15.0724,11.1689333333,11.4963333333,6.80186666667,6.65853333333,11.3002,9.8378,6.987
394.96,8.55306666667,15.0876666667,11.2152,11.4902,6.8162,6.66493333333,11.3062666667,9.86286666668,7.01053333333
395.32,8.61828888889,15.1267333333,11.3063333333,11.5728,6.88553333333,6.74633333333,11.3972666667,9.94686666667,7.08146666667
395.68,8.64677777778,15.1254,11.3192,11.6092666667,6.88766666666,6.75606666667,11.4106666667,9.96986666667,7.078
396.04,8.578,15.0598666667,11.2368666667,11.5557333333,6.84686666667,6.697,11.3296666667,9.90713333334,7.022
396.40,8.59586666667,15.0831333333,11.2652,11.6034666667,6.8644,6.70806666667,11.3180666667,9.93379999999,7.017
396.76,8.60404444444,15.0937333333,11.2862666667,11.5939333333,6.89593333333,6.7308,11.3170666667,9.94786666667,6.9966
397.12,8.53582222222,15.0747333333,11.2468666667,11.5468,6.856,6.68573333333,11.2764666667,9.89873333333,6.92866666667
397.48,8.55162222222,15.0813333333,11.2696,11.5624666666,6.86846666667,6.66146666667,11.2911333334,9.90933333333,6.9474
397.84,8.52988888889,15.0788666667,11.2838666667,11.5525333333,6.8738,6.65246666667,11.3139333333,9.90700000001,6.9036
398.20,8.60408888889,15.1740666667,11.3600666667,11.6547333333,6.93893333333,6.7092,11.3872666667,10.0,6.95846666667
398.56,8.60846666667,15.1996666667,11.3514666667,11.6695333333,6.97173333334,6.72833333333,11.3887333333,10.0136,6.97813333333
398.92,8.61346666667,15.2122666667,11.3813333333,11.7063333333,6.9736,6.7606,11.4237333333,10.0364666667,7.007
399.28,8.57508888889,15.2404666667,11.3562666667,11.6842666667,6.92166666667,6.72773333333,11.3966,10.0,6.98733333333
399.64,8.60048888889,15.2994666667,11.373,11.7026,6.9676,6.75773333333,11.4345333333,10.0313333333,7.03426666667
400.00,8.64482222222,15.3624666667,11.4176,11.7362,6.99566666667,6.7894,11.4714666667,10.0861333333,7.07773333333
400.36,8.6168,15.3714666667,11.3911333333,11.7152,6.96566666667,6.76413333333,11.4490666667,10.0615333333,7.0666
400.72,8.5886,15.3836,11.3542666667,11.719,6.9308,6.72653333333,11.4229333333,10.0579333333,7.05073333333
401.08,8.68315555556,15.4421333334,11.44,11.8219333333,7.02033333333,6.78966666667,11.4975333333,10.1250666667,7.1304
401.44,8.70408888889,15.4575333333,11.4466,11.851,7.04073333333,6.8278,11.5254,10.1277333333,7.15013333333
401.80,8.72775555556,15.4700666667,11.4492,11.8875333333,7.06600000001,6.83526666667,11.5076666667,10.1248,7.17073333333
402.16,8.71264444444,15.4189333333,11.4400666667,11.845,7.03466666666,6.81433333333,11.4971333333,10.1049333333,7.1672
402.52,8.76637777778,15.4673333333,11.4803333333,11.902,7.03533333333,6.81213333333,11.5420666667,10.1282,7.20533333333
402.88,8.79284444444,15.5028666667,11.5078,11.925,7.0562,6.82393333333,11.5555333334,10.1481333333,7.24033333333
403.24,8.80248888889,15.4978666667,11.5192666667,11.9454,7.08246666667,6.831,11.5214,10.1661333333,7.25193333333
403.60,8.73331111111,15.4574666667,11.4766666667,11.8964666667,7.0102,6.788,11.4466666667,10.1282,7.20513333333
403.95,8.70468888889,15.4492,11.4694666667,11.9063333333,6.9816,6.77313333333,11.4484,10.0963333333,7.19846666667
404.31,8.65988888889,15.4124666667,11.4615333333,11.8662666667,6.9536,6.74453333333,11.3919333333,10.0592,7.17953333333
404.67,8.63368888889,15.3666,11.4485333333,11.8151333333,6.93186666667,6.71626666667,11.3704666666,10.0105333333,7.1552
405.03,8.59262222222,15.3406,11.4192666667,11.7599333333,6.89473333333,6.69513333333,11.3406666666,10.0041333333,7.1448
405.39,8.60226666667,15.3706,11.4409333333,11.7708,6.9322,6.69726666667,11.3517333333,10.0277333333,7.15973333333
405.75,8.62877777778,15.4087333333,11.4624,11.8068,6.94013333333,6.71873333333,11.3976666667,10.0747333333,7.18173333333
406.11,8.57426666667,15.3762,11.4144666667,11.7916666667,6.8976,6.6586,11.3424666667,10.0312666667,7.10626666667
406.47,8.49435555556,15.2913333333,11.3496666667,11.7043333333,6.82213333333,6.59553333333,11.2610666667,9.97866666666,7.01953333333
406.83,8.47417777778,15.2721333333,11.3148666667,11.6789333333,6.80046666667,6.56386666667,11.2436,9.96880000001,6.95846666667
407.19,8.44691111111,15.2678666667,11.2516,11.6388,6.77126666666,6.52326666667,11.2344,9.93666666665,6.90466666667
407.55,8.47442222222,15.2906,11.2795333333,11.6521333333,6.7906,6.5378,11.2584,9.94246666667,6.9048
407.90,8.47184444444,15.2890666667,11.2794666667,11.6308,6.7662,6.5214,11.2161333333,9.94213333334,6.86706666667
408.26,8.53524444444,15.3628666667,11.3082,11.7210666667,6.81573333333,6.57033333334,11.2818,10.0022,6.88666666667
408.62,8.58633333333,15.4376666667,11.3587333333,11.7983333333,6.85866666667,6.614,11.3374666667,10.0746666667,6.92646666667
408.98,8.57528888889,15.4697333333,11.3493333333,11.8232666667,6.8614,6.60566666667,11.3318,10.0486666667,6.92993333333
409.34,8.50673333333,15.4446,11.2937333333,11.7696666667,6.78473333333,6.53113333333,11.2691333333,9.98819999999,6.84953333333
409.70,8.48457777778,15.4252,11.2626666667,11.721,6.761,6.48513333333,11.2353333333,9.94253333333,6.82046666667
410.06,8.56748888889,15.5117333333,11.3292,11.7806,6.8538,6.57206666667,11.3110666667,10.027,6.89993333333
410.42,8.64891111111,15.6430666667,11.413,11.8752,6.94786666667,6.6776,11.3991333333,10.1138,6.995
410.77,8.65188888889,15.6848666667,11.4194666667,11.8987333333,6.95453333333,6.6886,11.3986,10.1318666667,7.03373333333
411.13,8.64324444445,15.7030666667,11.4662,11.9296,6.97266666667,6.70993333333,11.4189333333,10.1642,7.04913333333
411.49,8.65577777778,15.7275333333,11.4681333333,11.9696666667,7.0022,6.72046666667,11.4321333333,10.2012,7.07933333333
411.85,8.66917777778,15.7604666667,11.4942666667,11.9895333334,7.024,6.73766666667,11.4604,10.207,7.11213333333
412.21,8.66408888889,15.7685333333,11.5278666667,11.9640666667,7.02673333333,6.73573333334,11.4518,10.2042666667,7.13226666666
412.57,8.70517777778,15.8133333333,11.5655333333,12.0016666667,7.0508,6.7732,11.4676666667,10.2398666667,7.18
412.92,8.72062222222,15.8106666667,11.6026666667,11.9986666667,7.0488,6.77553333333,11.4853333333,10.2541333333,7.1666
413.28,8.77093333333,15.8281333333,11.6284,12.0547333333,7.0834,6.82233333333,11.5153333333,10.2925333333,7.22406666667
413.64,8.71875555556,15.8138666667,11.6203333333,12.0453333333,7.05093333333,6.81333333333,11.4869333333,10.2658,7.22606666667
414.00,8.63233333333,15.7702666667,11.5445333333,11.9751333333,6.95493333333,6.72186666667,11.4113333333,10.1752,7.172
414.36,8.56831111111,15.6946666667,11.5013333333,11.9362666667,6.88373333333,6.6316,11.3555333333,10.1141333333,7.089
414.72,8.57871111111,15.6952666667,11.5346,11.9738,6.8628,6.6374,11.3614666667,10.1179333333,7.07793333333
415.07,8.63035555556,15.7210666667,11.5635333333,12.0031333333,6.88806666667,6.66206666667,11.3815333333,10.1452666667,7.11773333333
415.43,8.60957777778,15.6973333333,11.549,11.9904666667,6.85333333333,6.62606666667,11.3503333333,10.1064,7.08426666667
415.79,8.61266666667,15.7033333333,11.5265333333,12.0192666667,6.8792,6.63833333333,11.3644,10.137,7.08093333333
416.15,8.63793333333,15.7028666666,11.4930666667,12.0422666667,6.895,6.63393333333,11.3870666667,10.1413333333,7.09106666667
416.51,8.59853333333,15.6738666667,11.4710666667,12.0304666667,6.87573333333,6.61206666667,11.3584,10.1212666667,7.04686666667
416.86,8.60128888889,15.6953333333,11.4744666667,12.0572,6.8702,6.62146666667,11.3584,10.1442,7.05166666667
417.22,8.58015555556,15.7074,11.4895333333,12.0489333334,6.85126666667,6.60513333333,11.3462,10.1412666667,7.0372
417.58,8.59626666667,15.724,11.5148666667,12.0675333333,6.87973333333,6.6204,11.3562,10.1796666667,7.045
417.94,8.60477777778,15.7330666667,11.5469333334,12.0978666667,6.88866666666,6.64053333333,11.3664,10.1966666667,7.04366666667
418.29,8.59273333333,15.7265333333,11.5472,12.0874666666,6.87766666666,6.64613333333,11.3616,10.1911333333,7.0418
418.65,8.54646666666,15.6834,11.5060666667,12.0381333333,6.85406666666,6.60886666667,11.3102666667,10.1364,7.0082
419.01,8.5092,15.6729333333,11.4816666667,12.0119333333,6.821,6.59426666667,11.2802666667,10.1186666667,6.99246666667
419.37,8.50955555556,15.6686666667,11.4914666667,12.0272,6.82426666667,6.5982,11.2840666667,10.1303333333,7.00866666667
419.73,8.50806666667,15.6525333333,11.502,12.0092666667,6.81873333333,6.5818,11.2696666666,10.1152666667,7.01253333333
420.08,8.48831111111,15.6442,11.4990666667,11.9982666667,6.79866666667,6.5918,11.2634666667,10.1177333333,7.00846666667
420.44,8.47144444445,15.6258,11.4842666667,11.9738666667,6.78213333334,6.57726666667,11.2448,10.1034,7.00826666667
420.80,8.45024444444,15.5977333333,11.4554666667,11.9368,6.75086666667,6.54993333333,11.2064,10.0746,6.99953333333
421.16,8.42651111111,15.5661333333,11.4349333333,11.9071333333,6.7334,6.5402,11.1753333333,10.0602666667,6.97586666667
421.51,8.42562222222,15.5463333333,11.4132,11.9052666667,6.71713333333,6.52913333333,11.1554,10.0346,6.962
421.87,8.43535555555,15.5575333333,11.4312,11.9259333333,6.7372,6.5394,11.1624,10.0478666667,6.9714
