wavelength,Back_DigPlum,Belly_DigPlum,Breast_DigPlum,Crissum_DigPlum,Crown_DigPlum,DorTail_DigPlum,Rump_DigPlum,Throat_DigPlum,WingTip_DigPlum
252.04,11.2337777778,10.6207333333,9.70120000001,10.446,10.6574666667,12.9746666667,12.9562,9.75173333335,11.9908
252.41,11.2422,10.5149333333,9.65826666669,10.2059333333,10.4494,12.7716666667,12.9776666667,9.81266666667,11.7041333333
252.79,11.7928666667,10.8186,10.1900666667,10.5935333333,10.8562,13.2676,13.1737333333,10.2650666667,12.1182
253.16,11.8869555556,10.7964,10.5247333333,10.601,10.8868,13.3524666666,13.1377333333,10.5197333333,12.3270666667
253.54,12.8919777778,11.8191333334,11.7190666667,11.6856666667,11.7570666667,14.5142,14.1618666667,11.5332,13.4332
253.91,13.8299111111,12.5035333333,12.5277333333,12.7123333333,12.6346666667,15.6332,15.1625333333,12.6685333333,14.2262
254.28,14.4131555556,13.1010666667,13.1654,13.3135333333,13.2643333333,16.1678666667,16.0543333333,13.5406,14.8001333333
254.66,15.8130444444,14.0541333333,14.3577333334,14.6152,14.3474666667,17.4104666667,17.4261333334,14.9496666667,15.9692
255.03,16.9177555555,14.7908,14.9258,15.4710666667,15.0012,18.2887333333,18.1916666667,15.8812,16.5344
255.41,17.5044888889,15.4114666667,15.2766,15.99,15.5463333333,18.8992,19.0677333333,16.4672666667,16.9504
255.78,17.4832222222,15.1292666667,14.9491333333,15.9895333333,15.3501333333,19.2036666667,19.2968,16.6404,16.9951333333
256.15,17.6786,15.3281333333,14.7448666667,15.8822,15.2580666667,19.4168,19.0376666667,16.617,17.1654666667
256.53,17.81,15.2502666667,14.7724,16.0068666667,15.3412,18.9818,19.1126,16.5982666667,17.5881333333
256.90,17.0011555555,15.2772,14.2489333334,15.7161333333,15.2984666667,18.4952,18.6452,16.4872,17.3549333333
257.28,15.9047555555,14.3218,13.195,14.5986,14.2178,17.3412,17.3709333333,15.4682,16.1996
257.65,14.6144444444,13.3158666667,12.0506666667,13.2808666667,13.097,16.1042666667,15.8459333333,14.3138666667,15.1193333333
258.02,13.4654444444,12.1904666667,11.2571333333,12.0419333333,12.2095333334,14.8495333333,14.7122,12.9637333333,14.1296666667
258.40,12.4598444444,11.0842666667,10.4605333333,11.0649333333,11.3363333333,13.8891333333,13.6240666667,11.7111333333,13.2139333333
258.77,11.2300222222,10.1486666667,9.44726666667,9.83446666666,10.1879333333,12.6738666667,12.3962,10.4460666667,12.1746
259.15,10.4773111111,9.61753333335,8.93946666667,9.18119999999,9.65740000001,11.8853333333,11.5963333333,9.68219999999,11.7682666667
259.52,10.1028222222,9.23759999999,8.58793333333,8.78133333335,9.30193333332,11.4812666667,11.0804666667,9.2352,11.442
259.89,9.90920000002,9.12833333333,8.32633333333,8.48753333333,9.09166666667,11.1406,10.7664,8.92186666665,11.1985333333
260.27,9.80873333332,9.10093333333,8.30113333333,8.43793333332,9.0304,11.0918666667,10.6959333333,8.77559999999,11.1208
260.64,9.40931111111,8.78373333334,7.8902,8.09973333333,8.68386666667,10.8723333333,10.3328,8.40086666666,10.7624666666
261.01,9.39659999999,8.53846666666,7.79906666667,7.87606666667,8.44113333333,10.7729333334,10.234,8.15966666666,10.5155333333
261.39,9.64911111112,8.75379999999,8.0594,8.0838,8.74566666667,11.012,10.5090666666,8.2672,10.8186666667
261.76,9.66057777777,8.6016,8.12833333333,8.01646666667,8.68399999999,10.9527333333,10.5914666667,8.15573333334,10.8618
262.13,9.95875555555,8.92573333333,8.38773333333,8.40973333333,8.98559999999,11.2912,10.9679333333,8.52060000001,11.1695333333
