wavelength,Back_TerVirf,Belly_TerVirf,Breast_TerVirf,Crissum_TerVirf,Crown_TerVirf,DorTail_TerVirf,Rump_TerVirf,Throat_TerVirf,WingTip_TerVirf
363.48,19.9364166667,43.03225,22.54175,31.4646597222,16.857,7.85641666666,19.7763611111,18.2630833333,6.896875
363.84,19.8558333333,42.9681666667,22.4780833333,31.4359236111,16.7433333333,7.76175,19.6920092592,18.2020833334,6.83366666667
364.20,19.9726666667,43.1228333333,22.58425,31.5808402778,16.8953333333,7.835,19.7966666667,18.3346666666,6.887375
364.57,20.0785833334,43.34025,22.6965833333,31.7095069444,17.0434166667,7.95375,19.8633240741,18.46175,6.95279166667
364.93,20.0633333333,43.3750833333,22.7144166666,31.7649583333,17.066,7.931,19.8886759259,18.4576666666,6.91566666666
365.29,20.0704166667,43.5221666667,22.7106666666,31.7956458333,17.0809166667,7.86041666667,19.8923240741,18.4373333333,6.80658333333
365.66,20.1215,43.5675,22.8001666667,31.8498055556,17.169,7.93966666667,19.9381388889,18.5009166666,6.81583333333
366.02,20.2060833334,43.7621666667,22.8923333333,31.947,17.2953333333,8.05441666667,20.0169537037,18.6404166667,6.92733333333
366.38,20.2836666666,43.85725,22.9205,32.0106180555,17.33575,8.07308333333,20.0298981482,18.7091666667,6.95175
366.75,20.29525,43.9525833333,22.92675,32.0804652778,17.3695833333,8.06733333333,20.0067407407,18.6795,6.85233333333
367.11,20.4244166667,43.99375,22.9668333333,32.0974097222,17.5035833333,8.13641666667,20.065712963,18.74675,6.98904166667
367.47,20.445,44.1093333334,23.0264166667,32.1555138889,17.5545833333,8.13116666666,20.1285462963,18.7934166667,6.99591666666
367.84,20.4055,44.1434166667,23.0199166667,32.1285763889,17.5116666667,8.03366666667,20.0656481482,18.768,6.83683333333
368.20,20.30575,44.0759166667,22.8908333333,32.0327986111,17.4584166666,7.89416666667,19.9835185185,18.6805,6.78145833333
368.56,20.37,44.106,22.9745,32.0956736111,17.5409166667,7.95241666667,20.0433888889,18.7603333334,6.84941666667
368.93,20.4645833333,44.3229166667,23.0343333334,32.238125,17.5985,8.01866666667,20.1103240741,18.8118333334,6.93454166666
369.29,20.44725,44.33775,23.0256666667,32.2841388889,17.60025,7.99025,20.1174259259,18.7705,6.9785
369.65,20.3569166667,44.33725,22.9349166667,32.2746527778,17.5138333333,7.85583333334,20.0481759259,18.70775,6.94454166667
370.01,20.2855,44.3159166667,22.9175,32.2594722222,17.4725833333,7.8495,19.999462963,18.6249166667,6.92725
370.38,20.2743333333,44.5319166667,22.9655,32.3859652778,17.56575,7.90066666666,20.1170833333,18.68775,6.96041666667
370.74,20.2744166666,44.48875,23.06175,32.3858194445,17.6283333333,7.94241666667,20.1470740741,18.7759166667,7.11220833333
371.10,20.16825,44.4784166667,22.97975,32.3342291666,17.4904166667,7.87141666667,20.0536111111,18.698,6.999
371.46,20.0103333333,44.328,22.8391666667,32.1522152778,17.3405833333,7.74775,19.795287037,18.5779166667,6.83366666667
371.83,19.96975,44.29925,22.8028333334,32.1639652778,17.36825,7.8475,19.7833518519,18.58375,6.92504166667
372.19,19.8094166667,44.1641666667,22.6908333333,32.0488958334,17.1808333334,7.7865,19.5940277778,18.47525,6.75283333333
372.55,19.6668333333,44.1460833333,22.5476666667,31.9950694444,17.0295,7.70333333333,19.4923796296,18.44375,6.67904166667
372.92,19.6096666666,44.0905833333,22.5364166667,31.9733333333,16.9940833333,7.72075,19.3991296296,18.46725,6.61304166667
373.28,19.4615,43.977,22.40325,31.8915694444,16.883,7.70008333333,19.237537037,18.46675,6.50145833333
373.64,19.3548333333,43.95025,22.33875,31.8087569444,16.80325,7.62,19.1609814815,18.4335,6.38483333333
374.00,19.2084166667,43.867,22.192,31.7682013889,16.6201666667,7.42625,19.0141296296,18.3606666667,6.19895833333
374.37,19.1525833334,43.8729166666,22.1963333333,31.7402638889,16.5435,7.37625,18.9391666666,18.3613333333,6.18866666667
374.73,19.05575,43.86375,22.0915,31.7342291667,16.518,7.36091666667,18.8768703703,18.3451666667,6.137625
375.09,18.9964166667,43.8671666667,22.0899166667,31.7585833333,16.5461666667,7.36175,18.8508981481,18.35575,6.15195833333
375.45,19.18375,44.0166666667,22.2303333333,31.9783819444,16.7618333333,7.62325,19.0449351852,18.6301666666,6.43658333333
375.81,19.1693333333,44.01725,22.1998333333,31.9729722222,16.7430833333,7.62658333333,19.0123888889,18.6854166667,6.47054166667
376.18,19.1561666667,44.0195,22.2320833333,31.9827361111,16.8041666667,7.64483333333,19.0086481482,18.76925,6.55945833333
376.54,19.0288333333,43.8820833333,22.10875,31.8759722222,16.6998333333,7.60591666667,18.9055740741,18.7200833333,6.52191666667
376.90,18.9255,43.9149166667,22.1095,31.8475416667,16.6895833333,7.53725,18.8670462963,18.7260833333,6.51425
377.26,18.8470833333,43.9319166666,22.0840833333,31.8507777778,16.6775833334,7.47458333333,18.8233148148,18.6869166667,6.487875
377.63,18.7780833334,43.81075,21.9675833333,31.8104930556,16.6589166667,7.5005,18.6932407407,18.6784166667,6.55275
377.99,18.7905833333,43.8600833333,22.0085,31.8410833333,16.7645833333,7.53233333333,18.7145370371,18.7806666666,6.65104166667
378.35,18.6411666667,43.6683333333,21.7983333333,31.7163333333,16.64925,7.46041666667,18.5300925926,18.6669166667,6.57341666667
378.71,18.52425,43.5925,21.6639166666,31.6332222222,16.5713333333,7.3895,18.4253425926,18.5919166667,6.48666666667
379.07,18.44325,43.6170833333,21.61,31.6294722222,16.5574166667,7.41425,18.3376481482,18.5803333333,6.47429166666
379.44,18.3299166666,43.53625,21.4760833334,31.524375,16.4624166667,7.3235,18.2409444444,18.4905833333,6.46183333333
379.80,18.24825,43.5430833333,21.3836666667,31.5385694444,16.4674166667,7.28116666667,18.1620185185,18.4819166667,6.40783333333
380.16,18.2250833333,43.6071666667,21.3133333334,31.5489444445,16.4295833333,7.24458333333,18.1723703704,18.4375,6.43720833333
380.52,18.2403333334,43.6673333333,21.35925,31.6081875,16.5621666667,7.29425,18.1835833333,18.5025,6.50554166666
380.88,18.229,43.5810833333,21.2295833333,31.6233888889,16.5398333333,7.33158333333,18.1186481482,18.504,6.55833333333
381.24,18.1921666666,43.4726666666,21.1215,31.5645208333,16.4779166667,7.32991666667,18.0511203703,18.4859166667,6.602125
381.61,18.2263333333,43.5816666667,21.18475,31.6608402778,16.49475,7.386,18.0940092593,18.5475,6.63025
381.97,18.1284166667,43.6116666667,21.1180833333,31.676625,16.4660833333,7.43041666666,18.0322037037,18.5530833333,6.61754166667
382.33,18.1420833333,43.64325,21.1578333334,31.6582777778,16.5144166666,7.54325,18.0881296296,18.6410833334,6.73975
382.69,18.1255,43.6881666667,21.1335,31.7058680555,16.4969166667,7.60975,18.0537222222,18.7206666667,6.81608333333
383.05,18.0116666667,43.59625,21.0601666667,31.6573680556,16.4044166667,7.55033333333,18.000537037,18.71275,6.78279166667
383.41,17.9440833334,43.6598333333,21.0218333333,31.7224722222,16.373,7.54341666666,17.972962963,18.7395,6.71470833333
383.77,17.9450833333,43.6473333333,21.0633333333,31.7570833333,16.36525,7.61625,17.993462963,18.81,6.805
384.14,17.8208333333,43.5375833333,21.0003333333,31.6995277778,16.3200833333,7.6205,17.8974166666,18.8135,6.73104166667
384.50,17.6535,43.3785833333,20.8489166666,31.562875,16.1739166667,7.52341666667,17.7508333333,18.6521666667,6.63266666667
384.86,17.55275,43.3355,20.763,31.4689236111,16.1151666667,7.46441666667,17.6661944444,18.6189166667,6.58941666667
385.22,17.4775833334,43.3576666667,20.7596666667,31.4685486111,16.0775833333,7.44275,17.6310277778,18.63575,6.53266666666
385.58,17.4238333333,43.3938333333,20.72,31.4246805556,16.0885,7.42833333333,17.6186203704,18.6591666667,6.52566666667
385.94,17.4028333333,43.28875,20.6505,31.3905763889,16.068,7.47208333333,17.5884722222,18.6438333333,6.58083333333
386.30,17.309,43.2380833333,20.555,31.3438541667,15.9844166667,7.38491666666,17.4547037037,18.59025,6.47554166667
386.66,17.3230833333,43.2785833333,20.5899166666,31.3766736111,16.0408333333,7.39075,17.4569166667,18.62575,6.51820833333
387.03,17.3164166667,43.2924166666,20.5436666667,31.3830625,16.0503333333,7.43625,17.422787037,18.6669166667,6.57566666667
387.39,17.2663333333,43.2058333333,20.49625,31.3180833333,16.0495833333,7.46175,17.3497222222,18.6631666667,6.610625
387.75,17.1328333333,43.12125,20.3805833333,31.1974930555,15.953,7.38833333333,17.2864259259,18.6161666666,6.56525
388.11,17.0356666667,43.021,20.2480833333,31.1321736111,15.8848333333,7.388,17.1902407408,18.5849166666,6.60670833333
388.47,17.1105,43.1300833334,20.3366666667,31.2557013889,15.9979166666,7.51366666667,17.282537037,18.7380833333,6.76595833333
388.83,17.08425,43.1253333333,20.3275833333,31.2642847222,16.00175,7.58841666667,17.2646944445,18.7818333333,6.85904166667
389.19,17.0596666667,43.1069166667,20.2834166667,31.2583055556,16.0083333334,7.68866666667,17.2308425926,18.84375,6.96866666666
389.55,16.9645,43.0064166667,20.1966666667,31.2343472222,15.9496666667,7.75858333333,17.1399259259,18.8726666667,7.04358333334
389.91,16.8775833333,42.9636666666,20.1203333334,31.1675902778,15.8528333333,7.70191666667,17.0519166667,18.8410833333,6.98291666667
390.27,16.76925,42.9006666666,20.0068333333,31.1433263889,15.8188333333,7.70141666666,16.9837592593,18.8684166667,7.00116666667
390.63,16.6293333333,42.82875,19.88425,31.0324791666,15.6956666667,7.68808333333,16.8482685185,18.8309166667,6.97158333333
391.00,16.4649166667,42.7640833334,19.69925,30.8979097222,15.5619166667,7.56308333333,16.6760555556,18.7388333333,6.87120833333
391.36,16.2819166667,42.6535,19.4740833333,30.7443333333,15.3753333333,7.47091666667,16.4767314815,18.6538333333,6.78970833333
391.72,16.1523333333,42.58825,19.2904166667,30.6778194444,15.27325,7.43216666667,16.2986018519,18.60125,6.74975
392.08,16.1195833333,42.5725,19.2066666667,30.6597361111,15.2471666667,7.49266666667,16.2504351852,18.64475,6.78945833333
392.44,15.8563333333,42.3440833333,18.93475,30.4702986111,15.0045833333,7.40666666667,15.9708240741,18.5299166666,6.70341666667
392.80,15.701,42.2166666666,18.7703333333,30.3801944444,14.8845833333,7.39141666667,15.8457407407,18.4958333333,6.6845
393.16,15.5884166667,42.1010833333,18.62325,30.2751180556,14.81525,7.37408333333,15.72825,18.4549166667,6.6745
393.52,15.3413333333,41.8551666667,18.3346666667,30.0848125,14.6016666667,7.24716666667,15.5092314815,18.33025,6.54320833333
393.88,15.1615833333,41.68775,18.1441666667,29.9651736111,14.4943333333,7.25625,15.3453611111,18.32025,6.57654166667
394.24,15.09675,41.5865,18.056,29.9031041667,14.4240833333,7.33516666667,15.2991018519,18.3399166667,6.63079166667
394.60,14.9349166667,41.3573333333,17.8510833334,29.7723125,14.29275,7.34108333333,15.1694814815,18.28525,6.65054166667
394.96,14.8375,41.17775,17.7425833333,29.6700833334,14.2649166667,7.45508333333,15.1061481482,18.3240833333,6.75429166667
395.32,14.7083333333,41.0175,17.6628333334,29.5829930556,14.21875,7.495,15.0269259259,18.33475,6.83041666667
395.68,14.5430833333,40.8750833333,17.5340833333,29.4700208333,14.1036666667,7.48683333333,14.8908981481,18.3278333334,6.85441666667
396.04,14.3925,40.7249166667,17.3929166667,29.3343402778,13.9946666667,7.47608333333,14.7302685185,18.2971666667,6.84925
396.40,14.2615833333,40.5943333334,17.21425,29.2025833333,13.8875833333,7.41383333333,14.6121759259,18.2996666667,6.84004166667
396.76,14.1518333333,40.46975,17.05725,29.1058263889,13.7965833333,7.40783333333,14.5013703704,18.2745,6.8445
397.12,13.96075,40.3659166667,16.8981666667,29.0167916667,13.645,7.41125,14.3380185185,18.2440833334,6.83541666667
397.48,13.9131666667,40.25725,16.82375,28.9524722222,13.6271666666,7.5035,14.2505462963,18.2541666667,6.95116666667
397.84,13.77875,40.1595,16.6838333333,28.8743958333,13.52125,7.5185,14.1373055556,18.2073333334,6.967375
398.20,13.5849166667,39.9754166667,16.4975,28.7726458333,13.376,7.45483333334,13.9476851852,18.116,6.96141666667
398.56,13.46025,39.85725,16.3596666667,28.6921666667,13.2579166667,7.434,13.846,18.1093333333,6.95245833333
398.92,13.2989166667,39.6390833333,16.1796666667,28.5382013889,13.0909166666,7.37641666666,13.6807407407,18.0186666667,6.896875
399.28,13.23525,39.591,16.0799166667,28.5255416666,13.0418333333,7.40391666667,13.5831759259,18.0236666667,6.93804166666
399.64,13.2131666667,39.493,16.01025,28.5071180556,13.017,7.49508333333,13.5322407407,18.0393333334,6.99695833333
400.00,13.078,39.4085833334,15.8504166667,28.4193472222,12.8823333333,7.45025,13.4183796296,17.98825,6.95854166667
400.36,12.96125,39.2918333333,15.7545833333,28.3482708333,12.7963333333,7.47491666667,13.3369537037,17.9135833333,6.953125
400.72,12.84925,39.1766666667,15.6203333333,28.2332986111,12.72075,7.49208333333,13.2285185185,17.8850833333,6.959625
401.08,12.7653333334,38.9845833334,15.4708333333,28.0983402778,12.6341666667,7.43433333334,13.1216296297,17.8266666667,6.924125
401.44,12.66375,38.97025,15.3798333333,28.0766666667,12.5454166667,7.41883333333,13.0959444444,17.8391666667,6.884625
401.80,12.5565,38.8213333333,15.2591666666,27.9739652778,12.4118333333,7.37866666667,12.984787037,17.7939166666,6.86383333333
402.16,12.468,38.7218333333,15.1518333333,27.8654791667,12.33525,7.37975,12.9072592593,17.7855833333,6.873125
402.52,12.4283333333,38.6249166667,15.0618333333,27.8155486111,12.2911666666,7.37866666666,12.820824074,17.7545833333,6.8755
402.88,12.3659166667,38.5806666667,14.9909166666,27.8164861111,12.21675,7.39958333333,12.7629444444,17.77,6.90408333333
403.24,12.2064166667,38.4264166667,14.8174166667,27.683125,12.0575,7.36616666667,12.6391574074,17.68025,6.82345833333
403.60,12.0735833334,38.31175,14.6876666666,27.5705625,11.9571666666,7.31808333333,12.5313333333,17.63325,6.76070833333
403.95,11.9245,38.1651666667,14.5655,27.4784861111,11.8365833333,7.27325,12.4071851852,17.57825,6.72854166667
404.31,11.917,38.12625,14.534,27.4661944445,11.8120833333,7.31758333333,12.3714907408,17.6188333333,6.78091666667
404.67,11.82825,38.04575,14.467,27.4175902778,11.724,7.30008333333,12.2885555556,17.5961666666,6.75591666667
405.03,11.7820833333,38.0446666667,14.4213333333,27.3824861111,11.69225,7.33375,12.2746666667,17.6110833334,6.80495833333
405.39,11.74675,37.9873333333,14.3639166667,27.3597847223,11.6585833333,7.32391666667,12.2009722222,17.6208333333,6.831875
405.75,11.7026666666,37.9723333333,14.3075833333,27.3295972222,11.646,7.34441666666,12.1672962963,17.6260833333,6.82191666667
406.11,11.6585,37.9695,14.2743333333,27.3191527778,11.60925,7.35566666667,12.121212963,17.6271666667,6.831875
406.47,11.53975,37.8969166667,14.1758333333,27.2459375,11.5378333333,7.32808333333,12.0401296296,17.5975833333,6.7875
406.83,11.4731666667,37.8579166667,14.0895833333,27.1944513889,11.4879166667,7.29925,11.9467407407,17.56175,6.739375
407.19,11.48125,37.8570833333,14.1006666667,27.2227430556,11.5071666667,7.31183333333,11.9784907407,17.6215,6.79833333333
407.55,11.4501666667,37.8349166667,14.0605,27.1889583333,11.4835,7.3095,11.9595277778,17.6080833333,6.85654166666
407.90,11.4834166667,37.8859166667,14.0875833334,27.2486805555,11.5059166667,7.35858333333,11.9826018518,17.6519166667,6.899375
408.26,11.4401666667,37.8806666667,14.02175,27.2264097222,11.4695,7.36891666667,11.946212963,17.6543333333,6.890125
408.62,11.3689166666,37.8503333333,13.9531666667,27.2171180555,11.3960833333,7.34475,11.9056574074,17.6356666666,6.883625
408.98,11.2969166667,37.7806666666,13.8846666667,27.1954930555,11.3081666667,7.316,11.8365740741,17.60375,6.85095833333
409.34,11.2421666667,37.7458333333,13.8036666667,27.1457777778,11.2378333333,7.31358333333,11.7697685185,17.56225,6.82858333333
409.70,11.1608333334,37.6984166667,13.7106666667,27.1003541667,11.1828333333,7.27,11.691,17.5396666667,6.82020833333
410.06,11.1088333333,37.6348333333,13.62975,27.0681597223,11.1209166667,7.24125,11.6473611111,17.5101666667,6.794125
410.42,11.12875,37.68225,13.65,27.1052152778,11.1370833333,7.305,11.6681018519,17.5505833334,6.87866666667
410.77,11.1315833333,37.64175,13.6358333333,27.1135069444,11.1255833333,7.33716666667,11.662037037,17.572,6.94679166666
411.13,11.1270833334,37.6145,13.5970833333,27.0909166667,11.0974166667,7.39125,11.6454907407,17.5731666667,6.9665
411.49,11.0774166667,37.57575,13.5245833333,27.0673472222,11.0206666667,7.37916666667,11.590537037,17.55225,6.9365
411.85,11.0353333333,37.4986666667,13.42825,26.9966319445,10.9778333334,7.38775,11.5496481482,17.5434166667,6.93479166667
412.21,10.8893333333,37.35375,13.2983333333,26.8738055555,10.856,7.286,11.4145740741,17.4415833333,6.86604166666
412.57,10.8963333334,37.307,13.2613333333,26.8362291666,10.8614166667,7.319,11.4074444445,17.4910833333,6.89125
412.92,10.869,37.2590833333,13.2164166666,26.7973402778,10.8341666667,7.3485,11.37125,17.5213333333,6.935375
413.28,10.84925,37.1928333334,13.1830833333,26.738625,10.7966666667,7.40133333333,11.3563888889,17.5351666666,7.00245833333
413.64,10.8726666667,37.1324166667,13.2065833333,26.7588611111,10.8051666667,7.47225,11.3812592593,17.5718333333,7.080375
414.00,10.793,37.0105,13.089,26.6567638889,10.7280833333,7.48758333333,11.3015740741,17.5728333333,7.096875
414.36,10.6985,36.8633333333,12.9674166667,26.5114722222,10.626,7.46733333333,11.2026296296,17.539,7.07341666667
414.72,10.609,36.8035833333,12.89475,26.4299722222,10.549,7.49016666667,11.1860925926,17.53775,7.09645833333
415.07,10.4456666667,36.648,12.7189166667,26.2748125,10.3819166667,7.38433333333,11.0244537037,17.4461666667,7.01904166667
415.43,10.3873333333,36.4998333333,12.64225,26.1822777778,10.3244166667,7.4225,10.9513611111,17.4471666666,7.033875
415.79,10.294,36.3470833333,12.5549166667,26.0737222222,10.2240833333,7.4165,10.8392314815,17.4168333333,7.03458333334
416.15,10.3005833333,36.31425,12.5148333333,26.0442152778,10.2025833333,7.49308333333,10.860537037,17.4595833333,7.11379166667
416.51,10.2276666667,36.2358333334,12.4388333334,25.9903263889,10.1361666667,7.52833333333,10.7819166667,17.4466666667,7.16354166667
416.86,10.1470833334,36.1135833333,12.34325,25.9014027778,10.0690833333,7.54191666667,10.6888518518,17.4256666667,7.14795833333
417.22,9.99541666666,35.9125,12.18,25.7254652778,9.91174999999,7.46966666667,10.5493055556,17.3215,7.070875
417.58,9.84966666666,35.6866666667,11.985,25.4912986111,9.74383333334,7.40791666667,10.37975,17.2048333333,7.00783333334
417.94,9.79699999999,35.56225,11.9145833334,25.4016875,9.67191666669,7.42733333333,10.3147592593,17.1531666667,7.01591666667
418.29,9.69041666666,35.3900833333,11.78875,25.2622222222,9.55808333333,7.40658333333,10.2045462963,17.0715,7.00733333333
418.65,9.6255,35.1915833333,11.67175,25.0963263889,9.46458333333,7.40591666667,10.1095,16.98625,6.988625
419.01,9.57033333334,35.032,11.5995833333,24.9759513889,9.39508333334,7.42258333333,10.0525833333,16.9490833333,7.01495833334
419.37,9.47858333334,34.8729166667,11.47325,24.8380972222,9.28158333334,7.40458333333,9.96776851851,16.8728333334,6.98366666667
419.73,9.41341666666,34.7189166667,11.3711666667,24.7026805555,9.20374999999,7.39075,9.89370370369,16.7828333333,6.97120833333
420.08,9.32808333333,34.5740833333,11.2679166667,24.5736944445,9.10266666666,7.37516666667,9.78658333333,16.7076666667,6.952625
420.44,9.23916666668,34.3913333333,11.16125,24.4460555556,9.00550000001,7.34666666667,9.70182407408,16.6385,6.93183333333
420.80,9.17666666666,34.2596666666,11.07375,24.3325208333,8.92633333334,7.32166666667,9.65798148147,16.5718333333,6.93129166667
421.16,9.12575,34.1514166667,11.0133333334,24.2672638889,8.88766666666,7.33416666667,9.61752777778,16.5346666667,6.95054166666
421.51,9.1015,34.05025,10.969,24.219625,8.84191666666,7.35283333333,9.59262037037,16.5188333333,6.97158333333
421.87,9.02908333333,33.9096666667,10.8815833333,24.09825,8.76483333333,7.34175,9.53922222222,16.4788333333,6.97408333333
422.23,9.00366666666,33.8094166667,10.83175,24.02925,8.73008333333,7.35791666666,9.52635185185,16.4640833333,6.98875
422.58,8.95049999999,33.7254166667,10.7794166667,23.9700208333,8.68441666667,7.35475,9.47528703704,16.4534166667,6.99191666667
422.94,8.90825,33.6090833333,10.7311666667,23.9050277778,8.64116666667,7.37641666667,9.44131481483,16.4280833333,6.99908333333
423.30,8.89108333333,33.542,10.70925,23.8583958333,8.62858333333,7.401,9.43098148147,16.4245833333,7.04116666667
423.66,8.88291666667,33.485,10.7030833333,23.8434652778,8.61766666667,7.4395,9.44806481483,16.4580833333,7.09929166666
424.01,8.85933333333,33.3814166666,10.67075,23.7956805555,8.60075,7.461,9.44459259259,16.4706666667,7.112125
424.37,8.83875000001,33.3056666667,10.6260833333,23.7298402778,8.56083333333,7.46633333333,9.41606481482,16.43575,7.11125
424.73,8.827,33.2195833334,10.5920833333,23.6983263889,8.53925,7.4845,9.39186111112,16.4456666666,7.14079166666
425.08,8.79874999999,33.1264166667,10.5430833333,23.6153402778,8.49875,7.48108333333,9.35865740742,16.4268333334,7.12733333333
425.44,8.77733333332,33.0759166667,10.5095,23.5662013889,8.46375,7.48458333333,9.33653703705,16.4105,7.13104166667
425.80,8.73583333333,32.9994166667,10.4635,23.5253263889,8.41633333334,7.46216666667,9.28383333333,16.3790833333,7.10041666667
426.16,8.69291666667,32.9385833333,10.4146666667,23.4877569444,8.36391666667,7.4455,9.23928703703,16.3541666667,7.08383333333
426.51,8.69433333334,32.8965,10.4038333333,23.4902777778,8.35608333333,7.458,9.24421296298,16.3635,7.11145833333
426.87,8.68308333333,32.8779166667,10.3750833333,23.4678611111,8.34216666667,7.448,9.21698148148,16.3584166667,7.12808333333
427.23,8.64108333334,32.8183333333,10.3419166667,23.4447430555,8.29558333333,7.43933333333,9.17442592592,16.349,7.12716666666
427.58,8.59541666667,32.7635833333,10.2755833333,23.3824513889,8.23816666667,7.40391666667,9.11646296297,16.3159166667,7.08
427.94,8.57875,32.7401666667,10.231,23.3534236111,8.19983333334,7.38325,9.07894444443,16.2861666667,7.07291666667
428.30,8.59125,32.75825,10.2421666667,23.3775555555,8.21583333334,7.39508333333,9.09757407407,16.3275,7.10833333333
428.65,8.59558333334,32.7776666667,10.2415833333,23.3679236111,8.2165,7.40633333334,9.09090740741,16.30775,7.11695833333
429.01,8.63833333333,32.8110833333,10.2604166667,23.4162638889,8.22191666667,7.43433333333,9.12905555555,16.3405,7.17466666667
429.37,8.64375,32.8220833333,10.2644166667,23.4479513889,8.22266666666,7.44675,9.13223148147,16.3754166667,7.204375
429.72,8.6935,32.905,10.3055833333,23.5111111111,8.26525,7.49058333333,9.1792037037,16.42825,7.26320833333
430.08,8.71708333334,32.9523333333,10.3449166667,23.5490833333,8.26916666667,7.52191666667,9.19770370371,16.4604166667,7.291875
430.44,8.71708333333,33.0131666667,10.3240833333,23.5716666666,8.25333333333,7.54458333333,9.19622222221,16.4699166667,7.28541666667
430.79,8.72083333333,33.0815833334,10.3069166667,23.6305902778,8.24008333333,7.5455,9.20187037036,16.4956666666,7.26504166667
431.15,8.76633333334,33.1440833333,10.331,23.6655277778,8.26091666667,7.56616666666,9.22748148148,16.5218333333,7.26625
431.50,8.79116666668,33.2084166666,10.3455833333,23.7364861111,8.28608333333,7.58616666667,9.22921296297,16.5428333333,7.28566666666
431.86,8.80183333334,33.3060833333,10.3761666667,23.8100486111,8.31416666667,7.5875,9.25906481483,16.5771666667,7.279125
432.22,8.76041666666,33.2865833334,10.3475833333,23.7938055556,8.277,7.56241666667,9.23568518518,16.53925,7.24795833333
432.57,8.76566666667,33.33325,10.3623333333,23.8413055556,8.26708333333,7.58083333333,9.25819444445,16.578,7.25908333333
432.93,8.70908333332,33.3428333333,10.3115,23.8325555556,8.22333333334,7.54408333333,9.19587962961,16.5626666666,7.208875
433.29,8.69775,33.38975,10.30875,23.8542569444,8.23125,7.54316666667,9.20621296296,16.5610833333,7.19575
433.64,8.67925000001,33.4044166667,10.3038333333,23.8691527777,8.20675,7.53433333333,9.18562962962,16.54725,7.177
434.00,8.6745,33.4263333333,10.2928333333,23.8849027777,8.21658333333,7.5215,9.1750925926,16.5479166666,7.162875
434.35,8.68233333334,33.4425833333,10.3115,23.908125,8.21541666666,7.50575,9.19435185187,16.5653333333,7.176375
434.71,8.70266666666,33.491,10.34625,23.9442083333,8.24908333333,7.54175,9.20962037037,16.584,7.20370833333
435.07,8.69133333333,33.52475,10.3459166667,23.9709027777,8.257,7.52783333333,9.21481481483,16.5811666667,7.20845833333
435.42,8.68966666666,33.5573333333,10.3431666667,23.9977222222,8.24975,7.53091666667,9.22709259257,16.5979166667,7.2205
435.78,8.68124999999,33.5309166667,10.3279166667,23.9994236111,8.23225,7.52816666666,9.20135185184,16.5838333334,7.22895833333
436.13,8.68016666667,33.5825,10.3228333333,24.0297291667,8.21683333333,7.50558333333,9.17194444443,16.5996666667,7.20625
436.49,8.66424999999,33.6144166667,10.2983333333,24.0469027778,8.20666666667,7.48366666667,9.15112962964,16.5893333333,7.17833333333
436.84,8.70958333334,33.70625,10.3680833333,24.1161041667,8.253,7.53441666666,9.19637037037,16.6311666666,7.22154166666
437.20,8.71774999999,33.755,10.3795,24.1340138889,8.24716666667,7.54591666667,9.19884259259,16.6569166667,7.22625
437.56,8.74591666667,33.8069166667,10.4068333333,24.1712013889,8.27016666667,7.57075,9.21981481482,16.6929166667,7.25225
437.91,8.774,33.8545,10.43425,24.2229444444,8.27841666667,7.59941666667,9.25453703705,16.7128333333,7.28316666667
438.27,8.76725000001,33.897,10.4275833333,24.2563541667,8.28058333333,7.61225,9.24463888888,16.7006666667,7.28316666667
438.62,8.73641666667,33.88125,10.3889166667,24.236,8.22225,7.58233333333,9.22152777779,16.67225,7.25666666666
438.98,8.70666666667,33.8658333333,10.3503333333,24.2421458334,8.17691666667,7.56841666667,9.19956481482,16.6706666667,7.24445833334
439.33,8.68191666666,33.8673333333,10.3515833333,24.2338263889,8.14891666667,7.57008333334,9.18062962963,16.6476666667,7.22254166667
439.69,8.68658333334,33.8904166667,10.3644166667,24.2315902778,8.141,7.58591666666,9.18659259259,16.6569166666,7.24141666667
440.04,8.69216666667,33.896,10.3803333333,24.2357847222,8.14275,7.63358333333,9.2025,16.6715,7.27695833333
440.40,8.66625000001,33.85225,10.37125,24.20975,8.13433333333,7.63058333334,9.18858333332,16.6486666667,7.27570833334
440.75,8.62049999999,33.7776666666,10.32675,24.1659097222,8.09875,7.60358333333,9.15485185185,16.607,7.252625
441.11,8.59141666666,33.7234166666,10.3016666667,24.1358541667,8.07833333333,7.58841666667,9.12825925926,16.5835,7.23595833333
441.47,8.57391666668,33.6910833333,10.2744166667,24.129625,8.06833333333,7.58025,9.10601851852,16.5684166667,7.23495833334
441.82,8.54658333333,33.6483333333,10.2373333333,24.0842430556,8.04016666666,7.56341666666,9.07470370372,16.5611666666,7.23275
442.18,8.5295,33.5620833334,10.2026666667,24.0254444445,8.002,7.54616666667,9.03473148148,16.5419166666,7.235375
442.53,8.50983333333,33.46475,10.1966666667,23.9573611111,8.00366666667,7.55875,9.03003703704,16.5203333333,7.25166666667
442.89,8.51033333333,33.3749166667,10.1759166667,23.8840486111,7.99183333334,7.58141666666,9.00566666668,16.4976666667,7.27108333333
443.24,8.46725,33.2234166667,10.1198333333,23.7477361111,7.95216666667,7.55883333334,8.97146296296,16.4474166667,7.28345833334
443.60,8.4335,33.0985833333,10.068,23.6732430555,7.91291666667,7.55775,8.93666666668,16.4294166667,7.28175
