wavelength,Back_RamDimm,Belly_RamDimm,Breast_RamDimm,Crissum_RamDimm,Crown_RamDimm,DorTail_RamDimm,Patch10_RamDimm,Rump_RamDimm,Throat_RamDimm,WingTip_RamDimm
353.28,1.6454,3.28306666667,1.92553333333,2.59453333333,2.07573333333,3.8834,2.06733333333,1.91206666667,2.14433333333,4.81503333333
353.65,1.636,3.16606666666,1.75093333333,2.53106666667,1.94386666667,3.783,1.92446666667,1.7854,1.9834,4.65923333333
354.01,1.70066666667,3.198,1.7402,2.56546666667,1.88293333333,3.78646666666,1.96973333333,1.883,2.0468,4.76543333333
354.38,1.83686666667,3.37713333333,1.95513333333,2.76193333333,2.0591,3.92806666667,2.16866666667,2.056,2.22343333333,4.8976
354.74,1.74133333333,3.44673333333,1.96086666667,2.72333333333,2.04226666667,3.909,2.16773333333,2.09746666667,2.19916666667,4.78186666667
355.11,1.5704,3.34166666667,1.79926666667,2.53393333333,1.88723333334,3.70553333333,2.0916,2.00026666666,2.0109,4.66346666667
355.47,1.5732,3.38,1.7724,2.5906,1.88346666667,3.78093333333,2.20886666667,2.06606666667,2.06886666667,4.69733333333
355.83,1.96993333333,3.6978,2.09826666667,2.9114,2.2453,4.07486666667,2.60246666667,2.38986666667,2.4501,4.9568
356.20,2.08173333334,3.75173333333,2.2374,3.09006666667,2.3591,4.1754,2.71213333333,2.48733333333,2.67683333333,5.0262
356.56,1.96666666666,3.66206666667,2.2086,2.92506666667,2.21893333334,4.10306666667,2.507,2.36793333333,2.55063333333,5.02356666667
356.93,1.99946666667,3.71493333333,2.23133333333,2.97326666667,2.2718,4.16153333333,2.55573333333,2.3778,2.62753333333,4.96563333333
357.29,2.04833333333,3.7866,2.29726666667,2.97966666667,2.3004,4.19753333333,2.55146666666,2.44053333333,2.654,4.9688
357.66,2.17453333333,4.0216,2.56873333333,3.2422,2.51133333333,4.44893333333,2.805,2.60926666667,2.92316666667,5.21983333333
358.02,2.15006666667,3.95373333334,2.61126666667,3.21653333333,2.52526666667,4.4526,2.78926666667,2.5204,2.9418,5.29526666667
358.38,2.22386666667,3.997,2.69466666667,3.274,2.58953333333,4.5272,2.79473333333,2.57586666667,3.0004,5.46426666667
358.75,2.54,4.22166666667,2.95573333333,3.45153333333,2.79936666667,4.7742,2.99633333333,2.7854,3.20006666667,5.65613333333
359.11,2.69526666667,4.4622,3.123,3.65573333333,2.9855,4.96426666667,3.19546666667,2.9126,3.40913333333,5.8035
359.48,2.78646666667,4.56633333333,3.20273333333,3.73046666667,3.01773333333,5.03873333333,3.20593333333,2.98906666667,3.5013,5.88806666667
359.84,2.53773333333,4.3374,2.9448,3.46513333333,2.79996666667,4.84766666667,2.9676,2.7784,3.20706666667,5.67766666667
360.20,2.43106666667,4.27973333333,2.835,3.30513333333,2.6734,4.78033333333,2.83586666667,2.65666666667,3.0536,5.6275
360.57,2.47393333333,4.3252,2.86953333333,3.40466666667,2.73226666667,4.82573333333,2.90006666667,2.69713333333,3.08656666667,5.64836666667
360.93,2.45906666667,4.27813333333,2.864,3.4246,2.75473333333,4.77526666667,2.9492,2.6894,3.13683333333,5.73403333333
361.29,2.29606666666,4.1074,2.68053333333,3.23613333333,2.60186666667,4.65046666667,2.78646666667,2.51353333333,2.94956666667,5.6046
361.66,2.08966666666,3.82813333333,2.388,2.8482,2.33966666667,4.41166666667,2.5354,2.27813333333,2.6507,5.33383333333
362.02,2.10493333333,3.82593333333,2.3336,2.8114,2.331,4.3514,2.53553333333,2.22266666667,2.61996666667,5.25866666667
362.39,2.10613333333,3.78993333333,2.296,2.774,2.3109,4.2916,2.52213333333,2.17233333333,2.55996666667,5.23246666667
362.75,1.8442,3.57146666666,2.05466666667,2.5936,2.10216666667,3.984,2.2842,1.9684,2.38473333333,5.10006666667
363.11,1.9086,3.5612,2.15173333333,2.63793333334,2.144,4.03253333333,2.29573333333,2.0028,2.4488,5.1532
363.48,1.90986666667,3.50966666667,2.1308,2.58053333333,2.10466666667,4.01053333333,2.33813333333,1.95253333333,2.3871,5.07756666667
363.84,2.1838,3.76733333333,2.3468,2.81,2.30863333334,4.21593333333,2.53526666667,2.19273333333,2.6741,5.26956666667
364.20,2.2408,3.8374,2.45486666667,2.874,2.39006666667,4.2438,2.61113333333,2.211,2.75696666667,5.27853333333
364.57,2.18346666667,3.767,2.3768,2.73353333334,2.33273333333,4.16213333333,2.60693333333,2.149,2.7073,5.26603333333
364.93,2.00873333333,3.66153333333,2.24413333333,2.57566666667,2.1777,4.01346666667,2.40833333333,2.01513333333,2.43256666667,5.11093333333
365.29,2.16146666667,3.8188,2.37406666667,2.75746666667,2.2615,4.09073333333,2.53446666667,2.13653333333,2.5396,5.24073333333
365.66,2.30853333333,4.03773333333,2.54726666667,3.00706666667,2.4017,4.2262,2.70986666667,2.25593333333,2.72216666667,5.4281
366.02,2.33233333333,4.11246666667,2.62686666667,3.10653333333,2.4191,4.36166666667,2.72986666667,2.35213333333,2.78616666667,5.47523333333
366.38,2.3268,4.08486666666,2.547,3.07353333333,2.3937,4.37566666667,2.74386666667,2.3438,2.7919,5.44636666667
366.75,2.2592,3.9836,2.3952,2.9816,2.2923,4.3452,2.71586666667,2.18646666667,2.6969,5.313
367.11,2.04906666667,3.756,2.1484,2.757,2.09886666667,4.17426666667,2.5104,2.02993333333,2.52313333333,5.15593333333
367.47,2.0204,3.76006666667,2.14513333333,2.7514,2.1736,4.2078,2.48506666667,2.01626666667,2.54923333333,5.14736666667
367.84,2.04833333333,3.8306,2.20066666667,2.82446666667,2.2267,4.26133333333,2.5342,2.09586666667,2.5888,5.24753333333
368.20,1.90106666667,3.69813333333,1.9894,2.69126666667,2.06043333333,4.04233333333,2.36406666667,1.98186666667,2.3865,5.0305
368.56,1.9688,3.718,2.01266666667,2.77873333333,2.10816666667,4.06966666667,2.35986666667,2.02726666667,2.44393333333,5.03356666667
368.93,1.8608,3.538,1.81933333333,2.59246666667,1.90276666667,3.92953333333,2.20166666667,1.84593333333,2.334,4.86326666667
369.29,1.88106666667,3.49926666667,1.82806666667,2.52846666667,1.94243333333,3.92086666667,2.24133333333,1.88746666666,2.3642,4.853
369.65,1.7224,3.31693333333,1.66846666667,2.33173333333,1.8022,3.72353333334,2.0466,1.74453333333,2.21233333333,4.68146666667
370.01,1.60926666667,3.17213333333,1.585,2.18646666667,1.69593333333,3.62146666667,1.93893333333,1.63113333333,2.08776666667,4.48753333333
370.38,1.5418,3.15226666667,1.654,2.2378,1.66926666667,3.582,1.8748,1.61673333333,2.01243333333,4.41266666667
370.74,1.68726666667,3.28593333333,1.84886666667,2.379,1.85553333333,3.7482,2.06186666666,1.84993333333,2.1501,4.61183333333
371.10,1.82686666667,3.4304,1.9402,2.51333333333,1.96743333333,3.82453333333,2.206,1.93326666667,2.1717,4.6807
371.46,1.73733333333,3.34553333333,1.91933333333,2.48073333333,1.833,3.68313333333,2.10646666667,1.873,2.07926666667,4.7084
371.83,1.5592,3.1848,1.76813333333,2.36553333333,1.70686666667,3.53813333333,2.01413333333,1.6546,1.96453333333,4.56336666667
372.19,1.60206666667,3.18133333333,1.859,2.3998,1.7141,3.65906666667,2.08686666667,1.70206666667,2.03443333333,4.6501
372.55,1.7096,3.31593333333,2.0038,2.51593333333,1.83743333333,3.7662,2.21873333333,1.84093333333,2.16833333333,4.70813333333
372.92,1.7666,3.40426666667,2.07526666667,2.61026666666,1.92343333334,3.87366666667,2.2758,1.9374,2.23523333333,4.7422
373.28,1.68893333333,3.3592,2.02493333333,2.58793333333,1.8306,3.828,2.18546666667,1.81973333333,2.2168,4.63973333333
373.64,1.70326666667,3.39646666666,2.10086666667,2.63173333333,1.88513333333,3.90566666667,2.23893333334,1.86106666667,2.23116666667,4.64736666667
374.00,1.64093333333,3.3072,2.00266666667,2.55506666667,1.79016666667,3.71826666667,2.11666666667,1.79713333333,2.16486666667,4.6487
374.37,1.46153333333,3.15926666667,1.73413333333,2.3164,1.58896666667,3.53966666667,1.9134,1.62226666667,2.0521,4.5027
374.73,1.53153333333,3.28873333333,1.8164,2.41446666667,1.67883333333,3.62526666667,1.9464,1.69626666667,2.13486666667,4.52373333333
375.09,1.35546666667,3.15706666667,1.67053333333,2.204,1.5172,3.453,1.78253333333,1.53733333333,1.98276666667,4.3603
375.45,1.5264,3.22173333333,1.70093333333,2.28633333333,1.67403333333,3.60066666667,1.97526666667,1.61966666667,2.13216666667,4.48323333333
375.81,1.67813333333,3.35693333333,1.84273333333,2.41986666667,1.816,3.75886666667,2.11413333333,1.80206666667,2.29803333333,4.66173333333
376.18,1.676,3.3302,1.74586666667,2.35433333333,1.8421,3.6888,2.13453333333,1.75866666667,2.23803333333,4.64666666667
376.54,1.59513333334,3.1878,1.66746666667,2.31053333333,1.76226666667,3.6246,2.041,1.69966666667,2.07833333333,4.63103333333
376.90,1.76693333333,3.3294,1.8666,2.47686666667,1.95936666667,3.77353333333,2.2338,1.8562,2.20716666667,4.82056666667
377.26,1.7262,3.27386666667,1.82366666667,2.40606666667,1.9569,3.7422,2.2188,1.80893333334,2.0717,4.81543333333
377.63,1.72666666667,3.27786666667,1.8086,2.36933333333,1.97543333333,3.7556,2.23346666667,1.82326666667,2.08766666667,4.8452
377.99,1.94466666667,3.49193333333,2.02033333333,2.56853333333,2.22586666667,3.9644,2.496,1.9986,2.29753333333,5.03176666667
378.35,2.11506666667,3.66126666667,2.20953333333,2.73273333333,2.40186666667,4.16846666667,2.68766666667,2.1742,2.47256666667,5.12466666667
378.71,1.9994,3.554,2.09813333333,2.5644,2.24736666667,4.07826666667,2.52873333333,2.0102,2.35136666667,5.0356
379.07,2.1102,3.66986666667,2.19266666667,2.70793333333,2.36663333333,4.2378,2.64113333333,2.158,2.5149,5.17356666667
379.44,2.0138,3.68466666667,2.0862,2.62013333333,2.23876666667,4.15013333333,2.4628,2.09113333333,2.38326666667,5.0282
379.80,2.01006666667,3.67473333333,2.09533333333,2.57013333333,2.17956666667,4.1276,2.39746666666,2.06586666667,2.30853333333,4.9694
380.16,2.03266666667,3.70706666667,2.20786666667,2.6086,2.1828,4.13506666667,2.35746666667,2.10633333333,2.31903333333,4.97236666667
380.52,1.89133333333,3.64126666667,2.08773333333,2.5044,2.07056666667,4.005,2.22113333333,1.96386666667,2.23626666667,4.84846666667
380.88,1.87886666667,3.6488,2.03026666667,2.477,2.00073333333,3.92686666667,2.16086666667,1.9104,2.1933,4.80666666667
381.24,1.8912,3.71026666667,2.06506666667,2.49573333333,2.03163333333,3.9796,2.17513333333,1.97086666667,2.28556666667,4.8431
381.61,1.97046666667,3.77013333333,2.14986666667,2.59466666667,2.09276666667,4.05773333333,2.25073333333,2.04826666667,2.4025,4.88803333333
381.97,1.96793333333,3.75033333333,2.1432,2.60346666667,2.07893333333,4.11973333333,2.29346666667,2.03953333333,2.39806666667,4.91723333333
382.33,2.13266666667,3.8348,2.25473333333,2.7546,2.1975,4.2242,2.43553333333,2.172,2.51136666667,5.1282
382.69,2.22606666667,3.86246666667,2.31133333333,2.88333333333,2.28623333333,4.25653333333,2.55253333333,2.26413333333,2.60113333333,5.211
383.05,2.26613333333,3.85466666667,2.41753333333,2.93386666667,2.3039,4.2194,2.5754,2.27813333333,2.6045,5.1661
383.41,2.23406666667,3.77866666667,2.45746666667,2.94566666667,2.29673333333,4.18873333333,2.59746666667,2.2694,2.59236666667,5.1777
383.77,2.06213333333,3.6188,2.276,2.8244,2.1753,3.99713333333,2.47673333333,2.1212,2.4458,5.0415
384.14,2.0216,3.58406666667,2.226,2.77273333333,2.15263333333,3.99593333333,2.47366666667,2.0882,2.44413333333,5.00066666667
384.50,2.15473333333,3.68193333333,2.32466666667,2.92053333333,2.27083333333,4.12526666667,2.59433333333,2.2436,2.56446666666,5.10026666667
384.86,2.16313333333,3.67626666667,2.35086666667,2.89613333333,2.2813,4.18673333333,2.6326,2.27613333333,2.6214,5.0945
385.22,2.2434,3.7622,2.43546666667,2.96933333333,2.36486666667,4.21433333333,2.7154,2.32606666667,2.66246666666,5.0916
385.58,2.2334,3.71413333333,2.39566666667,2.93373333333,2.3441,4.1444,2.68446666667,2.2892,2.58093333333,5.0429
385.94,2.12166666667,3.59726666667,2.26866666667,2.80686666667,2.225,4.01433333333,2.55453333333,2.18086666667,2.44166666667,4.8913
386.30,1.981,3.45786666667,2.12546666667,2.6586,2.1155,3.8346,2.44413333333,2.03706666667,2.29963333333,4.6997
386.66,2.09313333334,3.54893333333,2.21753333333,2.73306666667,2.23496666667,3.92953333333,2.59033333333,2.1442,2.40976666667,4.7766
387.03,2.11213333333,3.5534,2.16153333333,2.763,2.27116666667,3.96233333333,2.60226666667,2.17186666667,2.41316666667,4.83666666667
387.39,2.23586666667,3.67426666667,2.23953333333,2.83113333333,2.39533333333,4.06766666667,2.70826666667,2.28233333333,2.475,4.9467
387.75,2.4026,3.82946666667,2.41666666667,2.96653333333,2.52376666667,4.2568,2.87,2.45153333333,2.62623333333,5.09186666667
388.11,2.59126666667,4.04973333333,2.59366666667,3.1704,2.72053333333,4.4626,3.0396,2.65826666666,2.8071,5.27693333333
388.47,2.567,4.0378,2.64346666667,3.11133333333,2.72346666667,4.47653333333,3.05093333333,2.6392,2.81166666667,5.27386666667
388.83,2.4962,3.9794,2.56793333333,3.08866666667,2.67363333333,4.39566666667,2.97533333333,2.5742,2.74313333333,5.18523333333
389.19,2.42593333333,3.87966666667,2.5056,3.01953333333,2.57553333333,4.349,2.90653333333,2.52313333333,2.69466666667,5.1688
389.55,2.3766,3.84586666667,2.453,2.9968,2.5253,4.32626666667,2.80866666667,2.4704,2.65776666667,5.13356666667
389.91,2.5338,4.04513333333,2.61713333333,3.18113333333,2.71266666666,4.49626666667,2.9428,2.61793333333,2.82343333333,5.33786666667
390.27,2.5516,4.09366666667,2.71106666667,3.24066666667,2.72836666667,4.54293333333,2.9342,2.64466666667,2.86726666667,5.38303333333
390.63,2.40706666667,4.05826666667,2.62506666667,3.15486666667,2.5994,4.44293333333,2.77913333333,2.52706666666,2.722,5.26086666667
391.00,2.40826666666,4.07253333333,2.66826666667,3.1244,2.5585,4.44586666667,2.75986666667,2.53046666667,2.72776666667,5.2577
391.36,2.39186666667,4.05126666667,2.638,3.14173333333,2.53406666667,4.424,2.72446666667,2.5016,2.76653333333,5.22883333333
391.72,2.39873333333,4.09326666667,2.6642,3.19966666667,2.5943,4.4774,2.71953333333,2.50106666667,2.80583333333,5.2906
392.08,2.35406666667,3.9782,2.56946666667,3.12746666667,2.5205,4.37473333333,2.6474,2.4082,2.72853333333,5.22673333333
392.44,2.37333333333,3.95526666667,2.50773333333,3.1242,2.50266666667,4.30513333333,2.64373333333,2.36106666667,2.7111,5.15936666667
392.80,2.471,4.0238,2.61286666667,3.16586666667,2.5954,4.3774,2.7444,2.42726666667,2.77476666667,5.28066666667
393.16,2.50186666667,4.04266666667,2.64773333333,3.21113333333,2.6619,4.39026666667,2.75566666667,2.42126666667,2.7996,5.2733
393.52,2.56026666667,4.114,2.72153333333,3.24686666667,2.70343333333,4.44273333333,2.86326666667,2.47693333333,2.8555,5.31843333333
393.88,2.60086666667,4.14066666667,2.77853333333,3.30573333333,2.72706666667,4.49506666667,2.91913333333,2.556,2.90153333333,5.36063333333
394.24,2.7038,4.24253333333,2.8546,3.36693333333,2.80853333333,4.56893333333,3.01566666667,2.6548,2.9939,5.5
394.60,2.69006666667,4.20513333333,2.8086,3.30833333333,2.78716666667,4.5434,2.98313333333,2.61693333333,2.97263333333,5.45353333333
394.96,2.64446666667,4.18546666667,2.74386666667,3.28706666667,2.80196666667,4.51346666667,2.95613333333,2.5904,2.9672,5.37016666667
395.32,2.63473333333,4.1776,2.7704,3.27706666667,2.80403333333,4.48646666667,2.95046666667,2.56486666667,2.9654,5.30566666667
395.68,2.7042,4.2034,2.8052,3.30833333333,2.85416666667,4.46846666667,3.0092,2.58873333333,3.00253333333,5.29496666667
396.04,2.74633333333,4.2794,2.89866666667,3.4056,2.9316,4.5132,3.0742,2.62493333333,3.08306666667,5.36613333333
396.40,2.78426666667,4.36886666667,2.99766666667,3.45346666667,2.9743,4.625,3.11966666667,2.68726666667,3.1312,5.44453333333
396.76,2.82833333333,4.4146,3.0444,3.522,3.02093333333,4.66246666667,3.15153333333,2.7274,3.1785,5.46876666667
397.12,2.87006666667,4.48133333333,3.06553333333,3.57373333333,3.0358,4.7228,3.19986666667,2.78713333333,3.2157,5.5319
397.48,2.8242,4.40886666667,3.01473333333,3.5406,3.0415,4.70813333333,3.14933333333,2.76253333333,3.206,5.52103333333
397.84,2.78733333333,4.34513333333,2.94813333333,3.44073333333,2.9943,4.62353333333,3.10393333333,2.6934,3.13013333333,5.44793333333
398.20,2.74853333333,4.31333333333,2.92006666667,3.43286666667,2.98543333333,4.6416,3.1168,2.62633333333,3.10133333333,5.35113333333
398.56,2.76306666667,4.28073333333,2.95873333333,3.44826666667,2.94626666666,4.61653333333,3.11806666667,2.6444,3.07276666667,5.36473333333
398.92,2.8572,4.33526666666,3.06846666667,3.53626666667,2.9905,4.68326666667,3.21726666667,2.6892,3.09336666667,5.5072
399.28,2.91846666667,4.40026666667,3.1154,3.58893333333,3.04893333334,4.7432,3.286,2.75366666667,3.1493,5.58903333333
399.64,2.88206666667,4.38406666667,3.08786666667,3.542,2.99796666667,4.73266666667,3.24406666666,2.739,3.12316666667,5.54666666667
400.00,2.78846666667,4.30026666667,2.97886666667,3.436,2.89176666667,4.66753333333,3.13826666667,2.6614,3.03436666666,5.4764
400.36,2.82313333333,4.33966666667,3.0108,3.5098,2.96883333333,4.71566666667,3.1962,2.69,3.11326666666,5.5356
400.72,2.7878,4.3012,2.95493333333,3.4968,2.9425,4.66546666667,3.14493333333,2.6926,3.12876666667,5.51096666667
401.08,2.85953333333,4.3816,3.02786666667,3.57553333333,3.0225,4.68266666667,3.23393333333,2.76886666667,3.18943333333,5.5873
401.44,2.87206666667,4.43053333333,3.04973333333,3.61526666667,3.00533333333,4.677,3.25093333333,2.7926,3.151,5.6213
401.80,2.8346,4.40066666667,3.0612,3.58793333333,2.9901,4.65786666667,3.207,2.79346666667,3.16563333333,5.579
402.16,2.85866666667,4.4208,3.09066666667,3.6094,3.0122,4.67446666667,3.20233333334,2.842,3.2011,5.6344
402.52,3.0438,4.5724,3.25866666667,3.7862,3.2228,4.85266666667,3.38193333333,3.01106666667,3.414,5.80073333333
402.88,3.03093333333,4.60353333333,3.22173333333,3.72866666667,3.2411,4.86433333333,3.3826,2.9994,3.46613333333,5.7613
403.24,3.02346666667,4.60386666667,3.231,3.716,3.19766666667,4.86453333333,3.36713333333,3.01033333333,3.4547,5.75996666667
403.60,3.01,4.59213333333,3.19646666667,3.72573333334,3.1982,4.8416,3.37933333333,3.00566666667,3.43833333333,5.76823333333
403.95,3.14186666667,4.70313333333,3.29406666667,3.85693333333,3.3327,4.9692,3.5344,3.1254,3.54516666667,5.85133333333
404.31,3.1416,4.6718,3.28566666667,3.83013333333,3.30966666666,4.9176,3.5202,3.129,3.51206666667,5.8152
404.67,3.26006666667,4.79453333333,3.415,3.9434,3.4319,5.0542,3.65026666667,3.22713333333,3.60786666667,5.92436666667
405.03,3.2728,4.81486666667,3.43013333333,3.94773333333,3.43926666667,5.10653333333,3.6636,3.25093333333,3.62623333333,5.93
405.39,3.3048,4.83713333333,3.4422,3.96453333334,3.4575,5.131,3.66573333333,3.25606666666,3.6933,5.93986666667
405.75,3.2306,4.7462,3.33073333333,3.8938,3.36576666667,5.0388,3.59093333333,3.14713333333,3.6143,5.90436666667
406.11,3.21473333333,4.70853333333,3.2498,3.87793333333,3.35313333333,4.9984,3.56806666667,3.14526666667,3.5861,5.87593333333
406.47,3.304,4.80333333333,3.3144,4.00033333333,3.4348,5.0754,3.64606666667,3.2532,3.66216666667,5.97036666667
406.83,3.41566666667,4.88426666667,3.44126666667,4.15746666667,3.55716666667,5.18466666667,3.77193333333,3.36686666667,3.75626666667,6.09293333333
407.19,3.45253333333,4.8934,3.466,4.21733333333,3.6157,5.22673333333,3.79853333333,3.42126666667,3.77433333333,6.161
407.55,3.52886666667,4.96073333333,3.57073333333,4.2712,3.69996666667,5.29213333333,3.85046666667,3.51193333333,3.83416666667,6.2599
407.90,3.48413333333,4.9238,3.57486666667,4.19406666667,3.67113333333,5.24686666667,3.78853333333,3.49933333333,3.81233333333,6.2527
408.26,3.50093333333,4.9692,3.60553333333,4.19846666667,3.6979,5.28473333333,3.79833333333,3.52186666667,3.84086666666,6.30026666667
408.62,3.43173333333,4.91926666667,3.52953333333,4.10553333333,3.61713333333,5.22213333333,3.73453333333,3.4574,3.78346666667,6.24986666667
408.98,3.34233333333,4.8142,3.4528,4.0288,3.5275,5.11993333333,3.62926666667,3.3786,3.71286666667,6.20953333333
409.34,3.40966666667,4.86286666667,3.5476,4.11446666667,3.62013333333,5.174,3.72,3.46293333334,3.77086666667,6.2903
409.70,3.55573333333,5.024,3.71306666667,4.29273333333,3.7787,5.3518,3.87366666667,3.6406,3.89956666667,6.39433333333
410.06,3.60226666667,5.0764,3.8188,4.3342,3.82326666667,5.40373333333,3.91166666667,3.65606666667,3.93376666667,6.43363333333
410.42,3.52813333333,5.0336,3.7702,4.27526666667,3.78873333333,5.34846666667,3.8666,3.56866666667,3.8825,6.36206666667
410.77,3.31913333333,4.84946666666,3.5662,4.04766666667,3.58183333333,5.16346666667,3.63646666667,3.36646666667,3.68086666667,6.17066666667
411.13,3.25446666667,4.85193333333,3.51786666667,3.9632,3.5487,5.0992,3.60506666667,3.30166666667,3.64173333333,6.08746666667
411.49,3.21426666667,4.81133333333,3.47686666667,3.91706666667,3.49486666667,5.0636,3.59506666667,3.23793333333,3.6087,6.03716666667
411.85,3.17606666667,4.83186666667,3.4316,3.93133333333,3.46753333333,5.0226,3.59413333333,3.19893333333,3.58406666667,5.99263333333
412.21,3.1248,4.788,3.379,3.91873333333,3.42683333333,4.99846666667,3.57426666667,3.17613333333,3.54466666667,5.99786666667
412.57,3.15213333333,4.80133333333,3.439,3.96653333333,3.45776666667,5.0258,3.59673333333,3.19093333333,3.5562,6.00923333333
412.92,3.22153333333,4.86093333333,3.4978,4.031,3.53206666667,5.08653333333,3.6618,3.22286666667,3.61813333333,6.0226
413.28,3.202,4.85026666667,3.4442,3.96653333333,3.48506666667,5.05466666667,3.61573333334,3.18233333333,3.57733333333,5.9683
413.64,3.195,4.8642,3.42953333333,3.9636,3.4764,5.03033333333,3.6136,3.16013333333,3.57956666667,5.9465
414.00,3.10806666667,4.77726666667,3.32786666666,3.8604,3.37603333333,4.94826666667,3.516,3.0592,3.5009,5.84706666667
414.36,3.01753333334,4.68226666667,3.24446666667,3.75213333333,3.2884,4.87133333333,3.43686666667,2.99853333333,3.39376666667,5.7792
414.72,3.09333333333,4.72433333333,3.30246666667,3.8374,3.36036666667,4.94146666667,3.51073333333,3.08226666667,3.4525,5.81956666667
415.07,3.1096,4.70413333333,3.272,3.85046666667,3.35123333333,4.9508,3.50866666667,3.0644,3.4522,5.8319
415.43,3.12713333333,4.71093333333,3.26353333333,3.87606666667,3.3685,4.96826666667,3.53026666667,3.07766666666,3.46813333333,5.8299
415.79,3.15786666667,4.68666666667,3.2714,3.8746,3.3762,4.99766666667,3.5408,3.11086666667,3.4682,5.8523
416.15,3.2128,4.7214,3.28626666667,3.8812,3.394,5.01666666667,3.56793333333,3.11273333333,3.48936666667,5.82703333333
416.51,3.19733333333,4.76153333333,3.2498,3.87273333333,3.40116666667,5.01733333333,3.56113333333,3.11366666667,3.49923333333,5.8243
416.86,3.16573333333,4.72633333333,3.20926666667,3.83593333333,3.35693333333,4.99366666667,3.5384,3.09093333333,3.4469,5.80223333333
417.22,3.17106666667,4.73386666667,3.2258,3.88486666667,3.3707,5.03606666667,3.56013333334,3.11146666667,3.46473333333,5.8348
417.58,3.1194,4.68893333333,3.18626666667,3.84753333333,3.3282,5.0028,3.53946666667,3.0726,3.42736666666,5.83113333333
417.94,3.174,4.71,3.23373333333,3.8996,3.37486666667,5.04073333333,3.59633333333,3.1282,3.4678,5.8825
418.29,3.16733333333,4.71153333333,3.22513333333,3.8884,3.35153333333,5.02433333333,3.57006666667,3.093,3.45973333333,5.8749
418.65,3.19673333333,4.74866666667,3.2568,3.9206,3.38226666667,5.04373333333,3.60666666667,3.10913333333,3.4962,5.91356666667
419.01,3.22666666667,4.76973333333,3.29786666667,3.93506666667,3.41043333333,5.06293333333,3.63693333333,3.13253333333,3.52296666667,5.93993333333
419.37,3.20946666667,4.77046666667,3.29353333333,3.9264,3.40703333333,5.06693333333,3.60773333333,3.13813333333,3.5171,5.94806666667
419.73,3.25173333333,4.7858,3.32753333333,3.942,3.4223,5.08026666667,3.6332,3.14193333333,3.54683333333,5.96586666667
420.08,3.2682,4.80213333333,3.3544,3.96253333333,3.45166666667,5.088,3.64813333333,3.1682,3.56456666667,5.99293333333
420.44,3.29453333333,4.8002,3.37806666667,3.9784,3.4573,5.11053333333,3.66933333333,3.18126666667,3.57763333333,6.01643333333
420.80,3.3168,4.8284,3.41506666667,3.99453333333,3.48996666667,5.14873333333,3.69373333333,3.21853333333,3.61093333333,6.04056666667
421.16,3.31946666667,4.8286,3.43286666667,3.9822,3.5032,5.13433333333,3.70326666667,3.22173333333,3.6131,6.03916666667
421.51,3.32793333333,4.84173333333,3.44706666667,3.9886,3.50366666667,5.1344,3.687,3.22133333333,3.62176666667,6.03826666667
421.87,3.34333333333,4.87866666666,3.46893333333,4.00453333333,3.52166666667,5.15046666667,3.6878,3.24546666667,3.64,6.05856666667
422.23,3.34406666667,4.87206666667,3.4802,4.0052,3.53343333333,5.15466666667,3.69646666667,3.2488,3.6527,6.06233333333
422.58,3.34493333333,4.8726,3.48573333333,3.9814,3.52483333333,5.1474,3.6832,3.2414,3.64353333334,6.06946666667
422.94,3.3446,4.88193333333,3.50386666667,3.99353333333,3.53293333333,5.1506,3.68866666667,3.26153333333,3.6489,6.07536666667
423.30,3.38706666667,4.90893333333,3.53973333333,4.03486666667,3.57133333333,5.1806,3.74153333333,3.29753333333,3.69686666667,6.10053333333
423.66,3.36806666667,4.90866666667,3.54213333333,4.02913333333,3.56843333333,5.16853333333,3.73613333333,3.29593333333,3.6824,6.0776
424.01,3.36273333333,4.915,3.542,4.0238,3.5567,5.16506666667,3.73693333333,3.28433333333,3.68563333333,6.084
424.37,3.35126666667,4.9028,3.54006666667,4.01393333333,3.555,5.14886666667,3.7406,3.2878,3.6845,6.0653
424.73,3.35053333333,4.89326666667,3.52966666667,4.0146,3.5483,5.12846666667,3.72706666667,3.28,3.68373333333,6.05006666667
425.08,3.37213333333,4.91466666667,3.54806666667,4.02093333333,3.56166666667,5.15626666667,3.7526,3.29913333334,3.70113333333,6.05556666667
425.44,3.41773333333,4.9676,3.59386666667,4.04813333333,3.61166666667,5.20733333333,3.80453333333,3.34913333333,3.74763333333,6.10953333333
425.80,3.45406666667,5.0156,3.6322,4.072,3.6533,5.2516,3.8606,3.38073333333,3.79236666667,6.14716666667
426.16,3.5148,5.06713333333,3.66746666667,4.1174,3.70013333333,5.3006,3.9156,3.4364,3.84006666667,6.19726666667
426.51,3.52386666667,5.0736,3.68546666667,4.15226666667,3.72493333333,5.3248,3.9476,3.47426666667,3.8647,6.20873333333
426.87,3.56846666667,5.1046,3.70866666667,4.20033333333,3.7598,5.37066666667,3.99193333333,3.50886666667,3.91723333333,6.25403333333
427.23,3.5564,5.11153333333,3.703,4.18373333333,3.74746666667,5.36373333333,3.97266666667,3.48113333333,3.88443333333,6.25656666667
427.58,3.56673333333,5.13293333333,3.68966666667,4.19926666667,3.77473333333,5.4064,3.98886666667,3.50246666667,3.91966666667,6.30226666667
