wavelength,Back_EmbPlaf,Belly_EmbPlaf,Breast_EmbPlaf,Crissum_EmbPlaf,Crown_EmbPlaf,DorTail_EmbPlaf,Patch10_EmbPlaf,Patch11_EmbPlaf,Rump_EmbPlaf,Throat_EmbPlaf,WingTip_EmbPlaf
324.00,4.23033333333,13.4921333333,5.84033333333,5.83266666667,4.05606666667,5.78826666667,6.41326666667,3.10773333333,4.63293333333,8.15873333333,5.34293333333
324.37,4.6728,14.0372666667,6.2412,6.23373333333,4.6448,6.28973333333,6.87966666667,3.573,5.02033333333,8.59513333333,5.69433333333
324.74,4.8108,14.3891333333,6.39466666667,6.39813333333,4.96873333333,6.51986666667,7.1346,3.80046666667,5.19013333333,8.71646666667,5.9592
325.10,4.5618,14.3493333333,6.28773333333,6.2682,4.74866666667,6.30553333333,7.04393333334,3.6312,5.0352,8.55633333333,5.77
325.47,4.56833333333,14.4976666667,6.33386666667,6.33893333333,4.758,6.37033333333,7.10593333333,3.6306,5.02126666667,8.6814,5.86846666667
325.84,4.8376,14.9368,6.66493333333,6.66493333333,5.02226666667,6.6258,7.4282,3.88486666667,5.27313333333,8.98386666667,6.15766666667
326.21,4.82553333333,15.1002,6.7156,6.76306666667,5.0316,6.54826666667,7.4984,3.76866666667,5.27693333333,9.05906666667,6.1054
326.57,5.01893333333,15.3494666667,6.90886666667,7.00126666667,5.16346666667,6.73886666667,7.73273333334,3.87386666667,5.4342,9.30966666667,6.23286666667
326.94,4.6222,15.2242666667,6.5452,6.66486666667,4.7132,6.37646666667,7.43766666666,3.52393333333,4.96286666667,9.05373333333,5.95806666667
327.31,4.40093333333,15.1836666667,6.36653333333,6.44113333334,4.48573333333,6.2392,7.31446666667,3.44273333333,4.7688,8.87986666667,5.78813333333
327.67,4.48566666667,15.3145333334,6.45673333333,6.63786666667,4.5314,6.35846666667,7.44886666667,3.68633333333,4.84633333333,8.96453333333,5.87746666667
328.04,4.5064,15.3774,6.44293333333,6.62226666666,4.48773333333,6.33373333333,7.44546666667,3.76526666667,4.7814,8.93946666667,5.84693333333
328.41,4.141,15.1748,6.06606666667,6.2698,3.9862,5.85033333333,7.1696,3.46726666667,4.37433333333,8.56746666667,5.5092
328.78,4.13933333333,15.2909333333,6.07053333333,6.2732,3.86593333333,5.7848,7.16406666667,3.3986,4.30506666667,8.55553333333,5.47093333333
329.14,4.58226666667,15.7586,6.48206666667,6.63293333333,4.2148,6.24233333333,7.41226666667,3.78873333333,4.6604,9.03153333333,5.83746666667
329.51,4.78933333333,16.0631333333,6.7292,6.81166666667,4.47433333333,6.43566666667,7.693,4.04793333333,4.89166666667,9.27813333333,6.05946666667
