wavelength,Back_EmbPlaf,Belly_EmbPlaf,Breast_EmbPlaf,Crissum_EmbPlaf,Crown_EmbPlaf,DorTail_EmbPlaf,Patch10_EmbPlaf,Patch11_EmbPlaf,Rump_EmbPlaf,Throat_EmbPlaf,WingTip_EmbPlaf
186.01,15.2382666667,27.227,23.5854,22.6892,25.6582666667,36.6388,24.8179333333,45.8263333333,33.8375333333,20.9523333333,18.1514
186.39,2.70120000001,13.4484666667,9.19546666667,12.1839333333,14.4827333333,28.678,14.6552666667,33.0458666667,22.2987333333,8.50579999999,7.87353333333
186.77,2.07546666666,13.7736,6.16346666667,9.81139999999,13.0189333333,32.2640666667,13.3333333333,34.3396,23.585,8.1762,11.0693333333
187.15,-1.18813333332,14.1254666667,5.28066666667,6.53466666667,12.7392666667,32.4092,11.7490666667,33.3994,23.3664,5.87459999999,10.7590666667
187.53,0.22733333334,15.6817333333,4.62126666666,10.3787333333,19.3181333333,42.0454,13.8636,41.1362666667,28.5606,2.95460000001,17.803
187.91,-6.66666600026e-05,16.0527333333,6.92973333333,11.9298666667,26.3158,51.3158666666,15.3508666667,45.7018666667,34.2982666667,4.64913333334,23.2456666667
188.29,-31.2,-7.73333333332,-16.2666666666,-4.66666666667,8.79999999999,49.6,-9.2,39.3333333333,20.6666666667,-18.5333333333,6.40000000002
188.67,-71.0568666668,-19.3495333333,-34.7968,-23.2520666667,-9.59366666666,47.3170666666,-23.4146,40.1626666666,11.7073333333,-32.8455999999,-6.8293333334
189.05,-106.190466667,-21.9047333333,-51.6666666667,-32.8571333333,-25.4761333334,84.5238,-28.0953333333,64.0476666667,19.5238,-51.4285333333,-12.3809333334
189.43,-147.7778,-47.4073333332,-86.6667999999,-48.5184666667,-47.037,138.518466667,-53.7037333334,108.518533333,27.7777999999,-71.4815333333,-15.1850666668
189.81,-167.843066667,-76.0783333334,-99.6078666665,-44.3137333333,-63.9216,157.255,-64.7058666667,115.686266667,14.1177333334,-83.5294666667,-5.49020000014
190.19,-119.111066667,-17.7778666665,-48.8888666667,28.4444666665,-13.7777999999,251.5556,3.1110666666,194.6668,60.4445333333,-39.5556666665,83.1113333333
190.57,-737.777733335,-224.444266666,-420.0,-126.666733333,-368.8888,1142.22213333,-211.111133334,657.777799999,66.6665333342,-431.111066667,191.111199999
190.95,-757.777800001,-295.5554,-373.333266667,-197.777800001,-422.222266667,1104.44446667,-211.111200001,606.666666668,-37.777666666,-466.6666,257.777733335
191.33,296.0,202.0,203.333333333,142.666666667,202.666666667,-269.333333334,155.333333334,-90.6666666667,84.0,178.666666667,5.99999999986
191.71,822.222333334,515.555533333,637.777866666,437.777733333,675.555533333,-995.555600001,399.999933333,-308.888933333,264.444399999,344.444466667,-93.3332666674
192.09,470.000066666,307.777666667,401.111133333,227.777733333,453.3332,-364.444466666,271.1112,-40.0000000001,242.2222,232.222333333,53.3333333334
192.47,298.095266667,189.523733333,304.7618,152.380933333,331.4286,-351.4284,158.0952,-75.2380666665,170.476133333,195.2382,6.6666666666
192.85,119.999933333,100.444533333,176.0,71.5555999999,155.999866667,-160.889,97.3332666668,-27.1110666666,108.000066667,94.2222000001,3.5555333334
193.23,85.5554666667,68.3334666667,188.888866667,70.5555999998,152.777733333,-214.4444,91.6666666667,-36.1109999998,103.889,73.3333333333,-43.8889333332
193.61,90.6666666667,71.3333333333,171.333333333,45.3333333335,145.333333333,-289.333333333,74.6666666668,-21.3333333333,144.0,65.9999999999,-45.3333333332
193.99,21.5383999999,11.7948000001,81.0256000001,10.7692,85.641,-231.794933333,14.8717333332,-12.3076666667,105.641066667,16.9229333335,-54.8718
