wavelength,Back_BanEdwm,Belly_BanEdwm,Breast_BanEdwm,Crissum_BanEdwm,Crown_BanEdwm,DorTail_BanEdwm,Patch10_BanEdwm,Patch11_BanEdwm,Patch12_BanEdwm,Rump_BanEdwm,Throat_BanEdwm,WingTip_BanEdwm
578.60,8.9378,17.7589739216,35.485,16.9237666667,4.67706666667,7.62213333333,8.95026666667,9.24633333333,9.69833333333,9.38846666667,5.9054,8.263
578.94,8.9328,17.7645490196,35.5352666667,16.9450666667,4.68086666666,7.62466666667,8.94519999999,9.2454,9.70293333333,9.39266666667,5.91193333333,8.2802
579.28,8.9048,17.7730203921,35.4946,16.9474666667,4.67313333333,7.61713333333,8.93233333333,9.21686666667,9.68653333333,9.39119999999,5.91866666667,8.28383333333
579.61,8.85213333334,17.7433564706,35.4959333333,16.9534666667,4.62573333333,7.59073333333,8.90526666667,9.19313333333,9.66060000001,9.36780000001,5.88213333333,8.27443333333
579.95,8.7938,17.6952272549,35.475,16.8827666667,4.5606,7.52133333333,8.83393333333,9.12826666667,9.60213333333,9.28693333333,5.8312,8.21466666667
580.29,8.7768,17.692787451,35.5094,16.8653333333,4.5692,7.50413333333,8.82146666667,9.11379999999,9.58760000001,9.24686666667,5.8218,8.1861
580.63,8.8422,17.769477451,35.6348,16.9369333333,4.65106666667,7.57526666667,8.91886666666,9.21826666666,9.68306666667,9.33173333333,5.8974,8.28016666667
580.97,8.90826666667,17.8446443137,35.7064666667,17.0141333333,4.718,7.65973333333,8.98133333334,9.27019999999,9.78106666667,9.41053333333,5.9338,8.37946666667
581.31,8.8904,17.8258658824,35.7130666667,17.0118,4.69373333333,7.65633333333,8.95573333333,9.24933333333,9.77693333333,9.41080000001,5.96006666667,8.36603333333
581.65,8.86806666667,17.7720811765,35.638,16.9705333333,4.66786666667,7.61873333333,8.9228,9.20013333333,9.76533333333,9.36906666666,5.92233333333,8.3454
581.98,8.88386666667,17.8101533333,35.6476666667,16.9996666667,4.69626666667,7.63293333333,8.93613333334,9.207,9.79966666667,9.4166,5.96986666667,8.38133333333
582.32,8.92366666667,17.8748019608,35.7788666667,17.0759,4.74833333333,7.67593333333,9.01426666666,9.24126666667,9.85786666668,9.44106666667,6.02413333333,8.4479
582.66,8.96426666667,17.8920172549,35.7747333333,17.1094666667,4.799,7.7204,9.05500000001,9.25713333333,9.86673333334,9.45273333333,6.0872,8.46856666666
583.00,8.97453333333,17.8737782353,35.812,17.0976333333,4.817,7.69786666667,9.0558,9.24139999999,9.87726666666,9.43933333333,6.09506666667,8.47803333333
583.34,9.00833333333,17.8730519608,35.8337333333,17.1125333333,4.86126666667,7.73173333333,9.06946666666,9.23713333334,9.89886666667,9.45626666667,6.11553333333,8.5297
583.68,9.04353333334,17.9397139216,35.8915333333,17.1749,4.92226666667,7.78826666667,9.12759999999,9.28680000001,9.95719999999,9.50786666666,6.15946666667,8.58913333333
584.01,9.03993333333,17.8966337255,35.807,17.1610333333,4.91066666667,7.7922,9.10706666667,9.27546666666,9.94626666665,9.51366666667,6.15546666667,8.61376666667
584.35,8.9582,17.8156815686,35.718,17.0593333333,4.83133333333,7.70753333333,9.00366666666,9.15573333333,9.86253333332,9.41466666666,6.0996,8.55533333333
584.69,8.91453333333,17.8074888235,35.6904666667,17.0450333333,4.82153333333,7.69386666667,8.98433333333,9.11113333333,9.83446666666,9.36539999999,6.07846666667,8.53943333333
585.03,8.90666666667,17.8107098039,35.6712,17.035,4.84186666666,7.67473333333,8.97199999999,9.12306666667,9.82833333334,9.34466666666,6.0706,8.56613333333
585.37,8.98853333333,17.9114619608,35.7846,17.1172,4.91393333333,7.7388,9.03886666666,9.21526666666,9.8906,9.4076,6.1514,8.65773333333
585.70,8.97986666667,17.9366537255,35.8583333333,17.1366333333,4.901,7.76733333333,9.0522,9.23166666667,9.92140000001,9.41673333333,6.1522,8.67216666667
586.04,8.8806,17.7897115686,35.7093333333,17.0086333333,4.7896,7.67613333333,8.9064,9.12700000001,9.7984,9.30033333334,6.0456,8.564
586.38,8.80966666667,17.7374847059,35.7242666667,16.9463666667,4.73226666667,7.58946666667,8.81260000001,9.02906666666,9.73666666667,9.2342,5.9624,8.5205
586.72,8.7952,17.7208901961,35.7170666667,16.9480333333,4.6938,7.58833333333,8.752,9.01493333334,9.7012,9.2064,5.94613333333,8.52553333334
587.06,8.72886666667,17.6724178432,35.6714,16.8809333333,4.654,7.50986666667,8.68639999999,8.96266666667,9.63453333333,9.1608,5.90593333333,8.48663333333
587.39,8.69993333334,17.6420252941,35.6902666667,16.8707333333,4.63746666667,7.50066666667,8.65279999999,8.91126666667,9.60540000001,9.12946666667,5.90033333333,8.48136666667
587.73,8.70153333333,17.6795670588,35.7122666667,16.9206,4.67546666667,7.49866666667,8.65993333334,8.93573333333,9.61146666666,9.14313333333,5.94226666667,8.5058
588.07,8.75893333333,17.7333109804,35.7810666667,16.959,4.7528,7.5688,8.7236,9.01113333334,9.64646666667,9.19806666666,5.99986666667,8.56246666667
588.41,8.84153333333,17.7772086275,35.8542666667,16.9967666667,4.81333333334,7.60873333333,8.77113333333,9.0914,9.70440000001,9.25146666667,6.08086666667,8.64403333333
588.74,8.8518,17.7469745098,35.7954,16.9816333333,4.82526666667,7.63833333333,8.77019999999,9.062,9.68886666665,9.23679999999,6.07966666667,8.64276666667
589.08,8.80346666667,17.7204468627,35.7778666667,16.9292333333,4.787,7.6068,8.7152,8.99193333334,9.65226666667,9.18880000001,6.04986666667,8.60206666667
589.42,8.7436,17.6073670588,35.6854666667,16.8409,4.7348,7.54433333333,8.64013333333,8.89940000001,9.57620000001,9.08773333333,5.99106666667,8.5741
589.76,8.79526666667,17.6708666667,35.7731333334,16.9128666667,4.81233333333,7.6114,8.70773333334,8.96060000001,9.65079999999,9.16186666666,6.062,8.63466666667
590.09,8.81466666667,17.6934398039,35.8028666667,16.9517666667,4.81446666667,7.64753333333,8.7218,9.01919999999,9.69639999999,9.17493333333,6.08913333333,8.6537
590.43,8.76633333333,17.6513827451,35.7826,16.9134666667,4.7854,7.61433333333,8.69973333333,8.97086666666,9.6836,9.13020000001,6.05906666667,8.5988
590.77,8.80193333333,17.6507962745,35.8215333334,16.9274,4.78633333333,7.63953333333,8.70553333333,8.95340000001,9.71293333335,9.12773333334,6.0632,8.58766666667
591.11,8.81073333333,17.6533135294,35.8450666667,16.9265,4.78866666667,7.65086666667,8.72793333334,8.97626666667,9.72006666666,9.11766666666,6.04493333333,8.6067
591.44,8.82486666667,17.6791270588,35.9366666667,16.9448333333,4.80853333333,7.66433333333,8.76206666667,8.97226666667,9.72213333334,9.12786666667,6.0382,8.60896666667
591.78,8.7296,17.6109941176,35.8668666667,16.8664,4.6868,7.54406666667,8.65233333333,8.85613333333,9.63453333333,9.01046666667,5.9336,8.51843333333
592.12,8.61873333333,17.5018029412,35.8222666667,16.8114,4.5674,7.4528,8.54340000001,8.72606666667,9.52619999999,8.89326666667,5.8364,8.38076666667
592.46,8.59,17.519715098,35.9414666667,16.8452333333,4.5342,7.45326666667,8.53239999999,8.7016,9.51726666666,8.87913333333,5.8086,8.3682
592.79,8.56313333333,17.4843911765,35.9443333333,16.8709333333,4.52026666667,7.46906666667,8.54306666667,8.676,9.48653333335,8.84713333333,5.7704,8.3383
593.13,8.55953333333,17.5004037255,36.0390666667,16.9219,4.50213333333,7.46306666667,8.51246666667,8.6792,9.45660000001,8.83373333334,5.74093333333,8.30583333333
593.47,8.48346666667,17.4452545098,36.0177333333,16.8452,4.4362,7.3532,8.42226666667,8.5614,9.36306666665,8.73193333333,5.64593333333,8.23766666667
593.80,8.48793333333,17.4571605882,36.0161333333,16.8346333333,4.46433333333,7.33206666667,8.43573333333,8.5406,9.35473333333,8.74293333334,5.65506666667,8.2442
594.14,8.515,17.4650427451,36.0416,16.8701666667,4.4964,7.34546666667,8.4388,8.56166666667,9.34626666667,8.76006666666,5.65893333333,8.3039
594.48,8.4776,17.5032966667,36.0732,16.8992666667,4.5052,7.3298,8.4492,8.55266666667,9.31859999999,8.72019999999,5.6698,8.33756666667
594.81,8.4502,17.512147451,36.0942666667,16.9494,4.4956,7.3224,8.42413333333,8.53146666667,9.29053333335,8.70186666667,5.66593333333,8.34283333333
595.15,8.4532,17.51117,36.0849333333,16.9504333333,4.48146666667,7.33986666667,8.42959999999,8.52673333333,9.33813333333,8.6754,5.6912,8.38653333333
595.49,8.46006666667,17.5047268627,36.0842666667,16.9913333333,4.53466666667,7.40206666667,8.44939999999,8.54513333333,9.34913333333,8.70966666667,5.7446,8.4252
595.82,8.43,17.4722990196,36.0312666667,16.9605,4.5284,7.36933333333,8.41786666667,8.50313333333,9.3064,8.68613333333,5.72826666667,8.44483333333
596.16,8.37806666667,17.3930847059,35.9808666667,16.8702333333,4.46466666667,7.27473333333,8.33980000001,8.43226666667,9.25713333334,8.60919999999,5.6938,8.3672
596.50,8.39606666667,17.4155209804,35.9991333333,16.8702666667,4.49526666667,7.28526666667,8.34613333333,8.4478,9.27413333334,8.60866666666,5.72726666667,8.40426666667
596.83,8.3548,17.4155137255,35.9923333333,16.8403666667,4.4908,7.28433333333,8.36066666667,8.42086666667,9.26906666666,8.58553333333,5.72606666667,8.41503333333
597.17,8.37266666667,17.3900811765,35.9496666667,16.8414333333,4.49633333333,7.32326666667,8.36213333333,8.43486666667,9.27613333333,8.582,5.7596,8.44133333333
597.51,8.33513333333,17.3424607843,35.9457333333,16.8289333333,4.4516,7.31826666666,8.34720000001,8.38633333333,9.23933333333,8.5088,5.72246666667,8.44363333333
597.84,8.34113333333,17.3528180392,35.9080666667,16.8137666667,4.47133333333,7.344,8.3766,8.385,9.24213333335,8.50313333333,5.7484,8.466
598.18,8.36946666667,17.3473047059,35.9246666667,16.8076,4.49326666667,7.37573333333,8.38086666666,8.41306666667,9.25753333333,8.51726666666,5.7652,8.47863333333
598.52,8.3988,17.3577688235,35.9631333333,16.7872666667,4.50146666667,7.3834,8.38493333334,8.414,9.26506666667,8.53279999999,5.7902,8.4715
598.85,8.40946666667,17.3326231373,35.9534666667,16.7837666667,4.52633333333,7.405,8.37873333333,8.39853333333,9.25913333334,8.53466666667,5.81093333333,8.48216666667
599.19,8.40993333333,17.3133021569,35.9544,16.7827,4.49913333333,7.3748,8.35813333333,8.377,9.26920000001,8.48873333333,5.77426666667,8.454
599.53,8.3842,17.3086256863,36.0145333333,16.7715333333,4.47746666667,7.37246666667,8.33479999999,8.36453333333,9.26280000001,8.429,5.7436,8.4378
599.86,8.43853333333,17.3739343137,36.1172,16.8903666667,4.52473333333,7.448,8.3958,8.41906666667,9.28786666668,8.4782,5.78273333333,8.51676666667
600.20,8.3248,17.2599137255,36.0464666667,16.7882,4.40366666666,7.32166666667,8.27033333334,8.29433333333,9.17739999999,8.37193333333,5.65193333333,8.40976666667
600.53,8.3582,17.2641923529,36.0294666667,16.7996666667,4.4126,7.31886666667,8.27306666666,8.2626,9.17673333333,8.3794,5.65553333333,8.4187
600.87,8.40633333333,17.3138254902,36.0862666667,16.8929333333,4.46393333333,7.3708,8.30413333333,8.3144,9.2316,8.43126666666,5.70766666667,8.4679
601.21,8.45026666667,17.3835349019,36.0698,16.9193,4.49746666667,7.4196,8.306,8.3584,9.25626666666,8.4584,5.75806666667,8.50329999999
601.54,8.38146666667,17.3429311765,36.0978666667,16.9001,4.4532,7.3428,8.24513333333,8.30786666667,9.21806666668,8.3902,5.70833333333,8.41876666667
601.88,8.29006666667,17.2948572549,36.0928,16.8667333333,4.36273333333,7.28733333333,8.16626666666,8.243,9.15733333333,8.32666666667,5.635,8.35893333333
602.21,8.25546666666,17.2761470588,36.0576,16.8669333333,4.39173333334,7.26966666667,8.17726666666,8.23006666667,9.17793333333,8.29933333333,5.627,8.38986666667
602.55,8.1536,17.1851682353,35.9593333333,16.7673666667,4.27533333333,7.15973333333,8.06166666666,8.13986666667,9.06133333332,8.1956,5.50226666667,8.29326666667
602.88,8.09293333333,17.1455021569,35.9533333333,16.7194666667,4.22413333333,7.10213333333,8.01633333334,8.04266666667,8.99853333335,8.12706666667,5.44526666667,8.24933333333
603.22,8.10153333334,17.1734137255,35.9264,16.7297333333,4.25153333333,7.146,8.03873333333,8.05673333333,9.02666666665,8.15813333333,5.503,8.2698
603.56,8.101,17.1855643137,35.8870666667,16.6989666667,4.2746,7.15906666667,8.03406666667,8.04026666667,9.05006666667,8.139,5.51946666667,8.3036
603.89,8.11946666667,17.2122721569,35.9084666667,16.7436,4.30906666666,7.20213333333,8.06320000001,8.05366666667,9.05613333333,8.1416,5.54873333333,8.345
604.23,8.1134,17.1901278431,35.9016666667,16.7414666667,4.3076,7.205,8.048,8.07966666667,9.05193333333,8.117,5.55726666667,8.35256666667
604.56,8.05673333333,17.1480337255,35.8950666667,16.6581666667,4.25873333333,7.153,7.982,8.01673333333,8.98913333333,8.05133333333,5.49173333333,8.319
604.90,7.9842,17.0707821569,35.8683333333,16.6289,4.21686666667,7.12126666666,7.92646666667,7.95246666667,8.94613333334,8.001,5.43473333333,8.26626666667
605.23,8.01,17.0971384314,35.9155333333,16.6715,4.22733333333,7.18226666667,7.93913333333,7.96986666667,8.95006666666,8.01226666666,5.4528,8.31866666667
605.57,8.0244,17.1031145098,35.8960666667,16.6777666667,4.26633333333,7.20286666667,7.9748,7.9476,8.95706666667,8.0202,5.48313333333,8.37066666667
605.90,8.00733333333,17.0718480392,35.8807333333,16.6194,4.20926666667,7.184,7.9044,7.87506666667,8.87686666665,7.97466666667,5.4578,8.3354
606.24,8.028,17.0885447059,35.9468,16.6359,4.24253333333,7.20246666667,7.92353333333,7.8806,8.88633333333,7.9658,5.47773333333,8.35993333333
606.58,8.06206666667,17.1217121569,35.9486,16.6577666667,4.28733333333,7.2498,7.96033333333,7.929,8.90733333333,7.98713333334,5.51866666667,8.3982
606.91,8.08046666667,17.1070913726,35.9919333333,16.7253,4.32046666667,7.29506666667,7.98306666667,7.93793333333,8.90206666668,8.00753333333,5.50353333333,8.43663333333
607.25,8.0116,17.0828205882,35.9784,16.7069,4.2754,7.2626,7.91440000001,7.902,8.83566666667,7.96326666667,5.45633333333,8.39016666667
607.58,8.0004,17.0827096078,35.9608,16.6821,4.26366666667,7.2752,7.90473333334,7.878,8.82706666667,7.9588,5.46386666667,8.37556666667
607.92,7.99966666667,17.0899376471,35.9946666667,16.6794,4.25906666667,7.29566666667,7.88979999999,7.8496,8.79986666667,7.95,5.451,8.36806666667
608.25,7.99046666667,17.0964056863,35.992,16.6943666667,4.263,7.30786666667,7.90846666667,7.83326666667,8.80239999999,7.9672,5.43426666667,8.35283333333
608.59,8.0164,17.1211621569,36.0444,16.6773,4.30533333333,7.33986666667,7.93293333333,7.84253333334,8.80866666667,8.0018,5.45466666667,8.38246666667
608.92,8.04226666667,17.1429072549,36.0409333333,16.6745,4.34653333333,7.3914,7.96673333334,7.8404,8.82780000001,8.06213333333,5.48573333333,8.403
609.26,8.05526666667,17.1578490196,36.0302666667,16.6938,4.36593333333,7.44853333333,7.9686,7.8656,8.8386,8.082,5.51886666667,8.3898
609.59,8.08846666667,17.1634860784,36.0296666666,16.7230666667,4.3904,7.52533333333,8.0032,7.8998,8.88013333333,8.11666666667,5.54886666667,8.40176666667
609.93,8.06786666667,17.1575468628,36.0257333333,16.7349,4.39213333333,7.59993333333,7.99766666666,7.8672,8.87099999999,8.1292,5.57306666667,8.42316666667
610.26,8.0926,17.164927451,36.0666666667,16.7537,4.41073333333,7.65893333333,7.99013333333,7.8714,8.86713333333,8.15426666667,5.59513333334,8.4672
610.60,8.08553333333,17.1490682353,36.0168,16.6581,4.37326666667,7.65733333333,7.95526666667,7.83886666667,8.84713333333,8.1412,5.56606666667,8.4411
610.93,8.13366666667,17.1207509804,36.0184,16.651,4.4042,7.71946666667,7.99973333333,7.84653333333,8.8578,8.1624,5.56706666667,8.45556666667
611.27,8.1922,17.149224902,36.0576666667,16.7003666667,4.45426666667,7.76366666667,8.0302,7.87566666667,8.90313333333,8.2292,5.59326666667,8.47866666667
611.60,8.24546666667,17.1942127451,36.0770666667,16.7230666667,4.52146666667,7.8478,8.10333333333,7.90426666667,8.95733333333,8.29766666667,5.65286666667,8.51996666667
611.93,8.27966666667,17.2137515686,36.0808666667,16.7435333333,4.55353333333,7.91753333333,8.12486666667,7.908,8.95859999999,8.2872,5.6946,8.55273333334
612.27,8.3124,17.2264243137,36.0746666667,16.7764,4.56033333333,7.95533333333,8.15886666667,7.93546666667,8.95719999999,8.3004,5.71306666667,8.5779
612.60,8.28726666667,17.1932811765,36.0722,16.7574,4.54486666667,7.93293333333,8.12406666666,7.92133333333,8.94280000001,8.2612,5.70606666667,8.5536
612.94,8.29933333333,17.1961135294,36.0886,16.7496,4.54493333333,7.9296,8.12453333333,7.90506666666,8.94186666665,8.24526666667,5.6684,8.58533333333
613.27,8.19506666667,17.1421635294,36.081,16.7094666667,4.519,7.863,8.08006666667,7.82006666667,8.89420000001,8.19193333333,5.6112,8.56816666667
613.61,8.22773333333,17.1608621569,36.0896666667,16.6945,4.53693333333,7.8174,8.10286666667,7.8596,8.91140000001,8.19173333334,5.60966666667,8.57426666667
613.94,8.23313333333,17.1666739216,36.091,16.6988,4.57333333333,7.84966666667,8.13920000001,7.89393333333,8.9614,8.23853333333,5.66313333333,8.61063333333
614.28,8.24013333334,17.2238092157,36.2154,16.7777,4.6176,7.85126666667,8.14433333333,7.89893333334,8.98760000001,8.24126666667,5.71286666667,8.63476666667
614.61,8.174,17.2276637255,36.1797333333,16.7645666667,4.6178,7.82053333333,8.12826666666,7.85766666667,8.97933333334,8.1978,5.71146666667,8.64363333333
614.94,8.19426666667,17.2466784314,36.2154,16.7312666667,4.66333333333,7.8806,8.13646666667,7.88713333333,8.9984,8.18033333333,5.7508,8.72196666667
615.28,8.18006666667,17.2454964706,36.2124666667,16.7155666667,4.67686666667,7.88926666667,8.12493333333,7.88633333333,8.99513333333,8.14693333333,5.728,8.76533333333
615.61,8.1852,17.2627496078,36.2669333333,16.7692666667,4.73133333333,7.90613333334,8.1818,7.93873333333,9.028,8.17706666667,5.762,8.81276666667
615.95,8.12546666667,17.2456413725,36.2829333333,16.7195,4.69146666667,7.84573333333,8.1284,7.8604,9.03153333333,8.11966666667,5.74086666667,8.80546666667
616.28,8.04033333333,17.1458384314,36.2504,16.6314333333,4.64126666667,7.7746,8.09586666666,7.77106666667,8.97746666666,8.01713333333,5.68306666667,8.7869
616.61,8.10626666667,17.2019847059,36.3408,16.6922666667,4.7376,7.84853333333,8.16733333333,7.85346666667,9.03653333332,8.08906666667,5.78466666667,8.8375
616.95,8.22553333333,17.2940556863,36.4382666667,16.7660333333,4.84346666667,7.9098,8.24513333334,7.95633333333,9.1002,8.1332,5.8722,8.9519
617.28,8.20806666667,17.3250258824,36.4543333333,16.7961333333,4.8596,7.91053333333,8.25146666666,7.9358,9.10606666667,8.1586,5.867,8.95126666667
617.62,8.1856,17.353832549,36.5012,16.7894,4.86946666666,7.9184,8.24620000001,7.9334,9.10660000001,8.14273333333,5.84506666667,8.95903333333
617.95,8.18186666667,17.3293423529,36.4807333333,16.7637,4.89146666667,7.94846666667,8.2862,7.93246666667,9.09499999999,8.13706666667,5.85193333334,8.9745
618.28,8.24933333333,17.3533692157,36.5723333334,16.8111,4.9544,7.99966666667,8.33200000001,7.96846666666,9.13426666667,8.204,5.92346666667,9.0187
618.62,8.2024,17.3263835294,36.6009333334,16.8382666667,4.95166666667,7.96273333333,8.33880000001,7.9318,9.09506666666,8.18380000001,5.90986666667,9.0268
618.95,8.18033333334,17.3210286275,36.6112,16.8546,4.95106666667,7.94073333333,8.33533333333,7.93406666667,9.09820000001,8.17846666667,5.93266666667,8.9987
619.28,8.14433333333,17.3080486274,36.5514666667,16.8023333333,4.9226,7.90333333333,8.28053333333,7.85886666666,9.0652,8.16213333333,5.94173333334,8.93793333333
619.62,8.20346666667,17.3800570588,36.5229333333,16.8650333333,4.9946,7.98533333333,8.32659999999,7.9154,9.08273333333,8.24206666666,5.9904,8.95806666667
619.95,8.28286666667,17.5153256863,36.5836666667,16.9384666667,5.06906666667,8.0826,8.39773333334,7.99013333333,9.16039999999,8.33006666667,6.06166666667,9.01956666667
620.28,8.3106,17.5622380392,36.6666666667,16.9509,5.08213333333,8.1044,8.42879999999,8.02546666667,9.22826666667,8.35753333333,6.0822,9.04393333333
620.62,8.35266666667,17.6329705882,36.6418666666,16.9691666667,5.11346666667,8.14706666667,8.51006666667,8.0574,9.2864,8.40653333334,6.14673333333,9.07123333333
620.95,8.41553333333,17.6472086274,36.6834,16.9785,5.1598,8.20566666667,8.56313333334,8.0984,9.34959999999,8.42806666667,6.19413333333,9.14336666667
621.28,8.4196,17.6785347059,36.649,17.0049666666,5.16633333333,8.19233333333,8.584,8.1116,9.35693333334,8.44399999999,6.23513333334,9.17776666667
621.62,8.52066666667,17.7932327451,36.7156,17.1161,5.25873333333,8.29753333333,8.67946666666,8.20853333333,9.45573333333,8.56146666666,6.35246666667,9.2922
621.95,8.52826666667,17.8123754902,36.6799333333,17.0972666667,5.2444,8.27913333333,8.69,8.19966666667,9.48679999999,8.54180000001,6.37813333333,9.32
622.28,8.63753333334,17.8809750981,36.7226,17.1760666667,5.3488,8.37906666667,8.79673333332,8.29713333333,9.6032,8.64480000001,6.48113333333,9.41073333333
622.62,8.67213333333,17.8659829412,36.6752,17.1729666667,5.3624,8.38213333333,8.77799999999,8.27593333333,9.61999999999,8.65726666666,6.49313333333,9.4508
622.95,8.73193333333,17.9520443137,36.764,17.2132,5.404,8.42066666667,8.82840000001,8.3652,9.68119999999,8.69299999999,6.51873333333,9.5276
623.28,8.71366666667,17.8980631373,36.8217333333,17.1969333333,5.39893333333,8.35986666667,8.81766666667,8.3316,9.67873333334,8.61546666667,6.50846666667,9.54663333333
623.62,8.77246666667,17.8968931373,36.8318666667,17.2749,5.44213333333,8.34153333333,8.85340000001,8.34926666667,9.72560000001,8.65700000001,6.56666666667,9.59533333333
623.95,8.7096,17.8504303922,36.7612666667,17.2495333333,5.42733333333,8.29806666667,8.84586666666,8.2916,9.6692,8.61786666667,6.54873333333,9.60773333333
624.28,8.63486666666,17.7520258823,36.7323333333,17.2261333333,5.40173333333,8.27113333333,8.79426666666,8.24766666667,9.6364,8.57453333333,6.4854,9.57316666667
624.62,8.5634,17.7190496079,36.6598666667,17.2305333333,5.3506,8.19993333333,8.728,8.19586666667,9.57226666667,8.51426666666,6.4712,9.53706666667
624.95,8.50933333333,17.663242353,36.6254,17.1772666667,5.3088,8.13006666667,8.67566666667,8.12526666667,9.50993333335,8.47386666667,6.42073333333,9.47113333333
625.28,8.495,17.6286221568,36.6364666667,17.1298666667,5.26246666666,8.0324,8.63133333334,8.07513333333,9.45846666668,8.42293333334,6.36906666667,9.4597
625.61,8.47893333333,17.6240462745,36.6426,17.1441666667,5.262,8.03486666667,8.62293333333,8.1048,9.44766666667,8.40293333333,6.35753333333,9.4697
625.95,8.43086666667,17.6192541176,36.5754,17.0924666667,5.229,7.9896,8.58539999999,8.08,9.41426666666,8.39013333333,6.36126666667,9.44806666667
626.28,8.4532,17.6983327451,36.7082,17.1653333333,5.27593333333,8.03353333333,8.63513333333,8.15413333333,9.4402,8.44486666667,6.4372,9.4851
626.61,8.3744,17.598207451,36.6630666667,17.1150333333,5.18233333333,7.9418,8.53593333334,8.0528,9.36513333332,8.33000000001,6.37253333333,9.44206666667
626.94,8.49346666667,17.7157354902,36.7262,17.2257,5.30853333333,8.04586666667,8.65546666666,8.19686666667,9.48846666666,8.47766666666,6.4978,9.58573333333
627.28,8.54406666667,17.7812045098,36.7762666667,17.2517333333,5.34106666667,8.11233333333,8.72793333333,8.26053333333,9.53466666667,8.53639999999,6.57026666667,9.66223333333
627.61,8.6224,17.8249711765,36.791,17.3093333333,5.38093333333,8.14766666667,8.76539999999,8.30153333334,9.58246666667,8.56766666666,6.63173333334,9.69103333334
627.94,8.65113333333,17.8653337255,36.7878666667,17.3563666667,5.392,8.14326666667,8.78280000001,8.3052,9.60113333333,8.58813333333,6.68033333333,9.72313333333
628.27,8.7262,17.9459103922,36.9065333333,17.4302666667,5.4998,8.24906666667,8.87013333333,8.36913333333,9.68146666667,8.68953333334,6.75853333333,9.79816666667
628.61,8.85973333333,18.0140756863,37.0037333333,17.5380333333,5.59706666667,8.3686,8.98366666666,8.46306666667,9.79219999999,8.76273333333,6.86106666667,9.90610000001
628.94,8.87013333333,18.0090147059,36.9464,17.5342333333,5.6202,8.41,8.99666666667,8.5042,9.86386666668,8.77633333333,6.89626666666,9.90790000001
629.27,8.9324,18.0776958823,37.0178,17.5961,5.66153333333,8.46973333333,9.03686666666,8.56406666667,9.94046666667,8.85386666667,6.96206666667,9.94010000001
629.60,8.88286666667,18.0258129412,37.0051333333,17.5568333333,5.5956,8.43093333333,8.98113333334,8.50473333333,9.8896,8.79966666667,6.8938,9.88940000001
629.94,8.9722,18.0664717647,37.0154,17.6384333333,5.63233333334,8.464,9.05953333333,8.58113333333,9.98226666667,8.87693333333,6.94433333333,9.94766666666
630.27,9.11566666667,18.1924390196,37.1046,17.7031666667,5.7856,8.61926666667,9.24920000001,8.7334,10.1282,9.06233333334,7.07673333333,10.1005666667
630.60,9.03486666667,18.118362353,37.0493333333,17.5999666667,5.67086666667,8.54593333333,9.17260000001,8.63533333333,10.0424,8.96833333334,6.99626666667,9.97549999999
630.93,8.99013333333,18.1100907843,37.0558666667,17.6103,5.66653333333,8.53346666667,9.12826666667,8.6094,10.029,8.94479999999,6.95646666667,9.93496666667
631.26,8.97073333333,18.113857451,37.0898666667,17.6459666667,5.689,8.54893333333,9.13639999999,8.60813333333,10.0239333333,8.97180000001,6.94653333333,9.97296666666
631.60,8.99086666667,18.1256319608,37.1095333333,17.6220666667,5.7048,8.56513333333,9.14033333333,8.62006666666,10.0540666667,8.95386666667,6.93466666667,10.0016
631.93,9.0918,18.2307770588,37.2476,17.6855666667,5.7564,8.6158,9.21539999999,8.74686666667,10.1506,9.00833333333,7.01506666667,10.1213333333
632.26,9.0724,18.221017451,37.249,17.6897,5.748,8.59166666667,9.20306666667,8.7432,10.1366666667,8.98906666666,6.9832,10.1205333333
632.59,8.99766666667,18.1922872549,37.2164,17.6338333333,5.68666666667,8.50853333333,9.16893333334,8.6526,10.0271333333,8.91373333333,6.9272,10.0419666667
632.92,9.00426666667,18.1882480392,37.2195333333,17.6201333333,5.6906,8.49593333333,9.19066666666,8.61206666667,9.97833333334,8.89513333334,6.92353333333,10.0808666667
633.26,9.09526666666,18.2507929412,37.2904,17.6906,5.75246666667,8.53393333333,9.23393333333,8.67533333333,10.0292,8.91880000001,6.96573333333,10.1564666667
633.59,8.95786666667,18.1472101961,37.2052,17.5306333333,5.65733333333,8.43366666667,9.11453333333,8.5178,9.87466666665,8.75513333333,6.85813333333,10.0776
633.92,8.9028,18.1424519608,37.1606666667,17.5717,5.64813333333,8.45166666667,9.06119999999,8.50726666667,9.85399999999,8.72973333334,6.86413333333,10.0499666667
634.25,8.90666666667,18.1760931372,37.214,17.6484333333,5.6696,8.5012,9.08006666667,8.53186666667,9.87393333334,8.76806666666,6.92573333334,10.1305666667
634.58,8.8238,18.0993480392,37.1917333333,17.5807,5.5776,8.37746666666,8.99506666667,8.44113333333,9.75586666665,8.65673333333,6.816,10.0693
634.91,8.72533333333,17.9735003921,37.1153333333,17.4886666667,5.43126666667,8.2568,8.8792,8.3454,9.63893333334,8.51246666667,6.70213333333,9.96423333334
635.25,8.654,17.8742088235,37.0448,17.3802,5.34366666667,8.16586666667,8.78633333333,8.23913333333,9.51106666667,8.449,6.63353333333,9.84846666667
