wavelength,Back_RamSanf,Belly_RamSanf,Breast_RamSanf,Crissum_RamSanf,Crown_RamSanf,DorTail_RamSanf,Rump_RamSanf,Throat_RamSanf,WingTip_RamSanf
345.99,3.03286666667,3.35466666667,1.74153333333,2.42833333333,1.564,5.56383333333,2.17056,3.52913333333,4.36853333333
346.35,3.02173333333,3.4056,1.82806666667,2.4964,1.621,5.61115416667,2.25302,3.58,4.40173333333
346.72,2.93273333333,3.2934,1.75546666667,2.44153333333,1.51666666667,5.5034375,2.17246,3.5046,4.3294
347.08,2.85646666667,3.16933333333,1.5872,2.34913333333,1.3938,5.38242916667,2.05156666667,3.407,4.23866666666
347.45,2.879,3.1938,1.57613333333,2.37726666667,1.40713333333,5.3648125,2.04922,3.37486666667,4.17773333333
347.81,2.85373333333,3.2074,1.5846,2.38626666667,1.39986666667,5.31581666667,2.07494,3.35466666667,4.15706666667
348.18,2.7402,3.137,1.483,2.30846666667,1.30093333333,5.2365625,1.99159333333,3.28546666667,4.0618
348.54,2.62626666667,3.02773333333,1.32133333333,2.2074,1.188,5.13145416667,1.87368,3.18393333333,3.89413333333
348.91,2.65426666667,3.04786666667,1.32466666667,2.22933333333,1.21473333333,5.15327083334,1.90604666667,3.2342,3.91733333333
349.27,2.61973333333,3.033,1.33026666667,2.22406666667,1.23386666667,5.15396666667,1.89721333334,3.25526666667,3.93106666667
349.64,2.52593333333,2.9218,1.2626,2.14893333333,1.15313333333,5.07293333334,1.82042,3.1974,3.84393333333
350.00,2.69233333333,3.05173333333,1.44946666667,2.35046666667,1.3248,5.19162083333,1.97480666667,3.347,3.95426666667
350.37,2.74046666667,3.03426666667,1.43853333333,2.3752,1.3404,5.19249166667,1.97179333333,3.33653333333,3.93086666667
350.73,2.7476,3.03433333333,1.47193333333,2.37726666667,1.36586666667,5.1842375,1.97920666667,3.34366666667,3.93393333333
351.10,2.7946,3.06486666667,1.56186666667,2.45693333333,1.4676,5.22520833334,2.03909333333,3.4292,3.97566666667
351.46,2.7714,3.0634,1.63826666667,2.46306666667,1.4866,5.24545,2.07556,3.4664,4.0196
351.83,2.90533333333,3.21206666667,1.75346666667,2.63426666667,1.60913333333,5.40440416667,2.17244,3.5698,4.14753333333
352.19,3.08306666667,3.3734,1.94013333333,2.7458,1.73906666667,5.53419166667,2.29372666667,3.68386666667,4.24646666667
352.55,3.20193333333,3.49953333333,2.06106666667,2.86346666667,1.85153333333,5.6516,2.39894666667,3.8086,4.37866666667
352.92,3.10133333333,3.42253333333,1.9708,2.7804,1.7592,5.569125,2.30822,3.7102,4.28286666667
353.28,3.0746,3.35993333333,1.92433333333,2.75193333334,1.72386666667,5.54618333334,2.26774,3.65873333333,4.21966666667
353.65,3.16506666667,3.4874,1.98193333333,2.8304,1.85293333333,5.6051625,2.36814666667,3.7126,4.31573333333
354.01,3.16433333333,3.5002,1.99466666667,2.8006,1.815,5.644375,2.37460666667,3.71726666667,4.34353333333
354.38,3.0458,3.36513333333,1.8412,2.64226666667,1.70866666667,5.52040833333,2.24756666667,3.6056,4.23593333333
354.74,3.10086666667,3.4104,1.88346666667,2.67153333333,1.7544,5.5884875,2.29871333333,3.64573333333,4.281
355.11,3.0298,3.3344,1.81573333333,2.60826666667,1.6846,5.54297916667,2.21712666667,3.56893333333,4.22493333333
355.47,2.936,3.214,1.688,2.49513333333,1.59106666667,5.44053333333,2.09182666667,3.47466666667,4.10213333333
355.83,2.86,3.13833333333,1.6426,2.4214,1.53893333334,5.34045833333,2.03135333333,3.4504,4.01526666667
356.20,2.81953333333,3.05053333334,1.59553333333,2.37833333333,1.51373333333,5.2741875,2.01992666667,3.39693333333,3.98946666667
356.56,2.79653333333,3.037,1.58106666667,2.3462,1.50266666667,5.24643333333,2.02986666667,3.3722,3.9628
356.93,2.8416,3.0432,1.65573333333,2.39166666666,1.55266666667,5.3041625,2.08772666667,3.4226,4.02266666667
357.29,2.8254,2.99406666667,1.63826666667,2.36326666667,1.50686666667,5.2653125,2.06805333333,3.38926666667,3.98613333333
357.66,2.75966666667,2.87746666667,1.56853333333,2.31133333333,1.4038,5.19990416667,2.00614666667,3.32893333333,3.90066666667
358.02,2.7216,2.867,1.50673333333,2.26746666667,1.35926666667,5.14124583333,1.95886,3.28493333333,3.86386666667
358.38,2.7612,2.92673333333,1.5674,2.30213333333,1.3764,5.19037916667,1.97290666667,3.31933333333,3.89653333333
358.75,2.79153333334,2.94806666667,1.58433333333,2.34246666667,1.39873333333,5.21488333333,2.00395333334,3.36166666667,3.9076
359.11,2.8026,2.97233333333,1.59586666667,2.33,1.39326666667,5.23119166667,2.04131333333,3.36773333333,3.90633333333
359.48,2.93013333333,3.12166666667,1.72093333333,2.4742,1.50253333333,5.343375,2.16085333334,3.49066666667,4.04493333333
359.84,2.93526666667,3.09826666667,1.7016,2.46246666667,1.49613333333,5.32932083333,2.14008666667,3.44706666667,4.05646666667
360.20,2.9738,3.16893333333,1.72146666667,2.5242,1.54633333333,5.365325,2.16360666667,3.50373333333,4.09846666667
360.57,3.0428,3.22566666667,1.78653333334,2.59926666667,1.62953333333,5.43612916667,2.22473333333,3.57246666667,4.19453333333
360.93,3.01133333333,3.24633333333,1.77593333333,2.58613333333,1.62613333333,5.421375,2.21031333333,3.567,4.20633333334
361.29,2.94486666667,3.2048,1.73466666667,2.54113333333,1.60613333333,5.33615833333,2.16559333333,3.54066666667,4.18046666667
361.66,2.94126666667,3.20846666666,1.72826666667,2.51113333333,1.60273333333,5.3379875,2.14019333333,3.5432,4.16326666667
362.02,2.86213333333,3.11873333333,1.68293333333,2.4286,1.543,5.2545125,2.05598,3.46593333333,4.09413333333
362.39,2.8756,3.1482,1.6996,2.4572,1.5688,5.25632083333,2.08426,3.4796,4.11
362.75,2.85826666667,3.14,1.6778,2.43533333333,1.56533333333,5.22450416667,2.05528,3.45113333333,4.09673333333
363.11,2.8648,3.15246666667,1.6846,2.465,1.58653333333,5.21438333333,2.06888,3.47286666667,4.1116
363.48,2.80746666667,3.08173333333,1.62986666667,2.39073333333,1.5502,5.16214583333,2.02812,3.41106666667,4.05113333333
363.84,2.77153333333,3.0522,1.59573333333,2.33493333333,1.51313333333,5.11790416667,1.99685333333,3.39473333333,4.03346666667
364.20,2.75566666667,3.02173333334,1.5706,2.32246666667,1.48973333333,5.09111666667,1.97246666667,3.38006666667,4.021
364.57,2.71786666667,2.97846666667,1.53226666667,2.28553333333,1.45233333333,5.04981666667,1.91902666667,3.34486666667,3.9636
364.93,2.69566666667,2.92106666667,1.4884,2.23266666667,1.4214,4.99154166667,1.87626666667,3.292,3.8878
365.29,2.7052,2.94286666667,1.48086666667,2.2308,1.40233333333,5.00325833333,1.86856,3.25773333333,3.8738
365.66,2.7538,3.02493333333,1.5426,2.288,1.45433333333,5.0498375,1.93778,3.301,3.92773333333
366.02,2.79106666667,3.06206666667,1.55113333333,2.32406666667,1.48533333333,5.07708333334,1.99013333333,3.35866666667,3.9302
366.38,2.768,3.0532,1.55286666667,2.32773333333,1.46466666667,5.04780833333,1.97110666667,3.37853333333,3.9218
366.75,2.76033333333,3.07806666667,1.54873333333,2.3332,1.45433333333,5.04952083333,1.97302,3.37466666667,3.9322
367.11,2.7202,3.0334,1.50886666667,2.28006666667,1.40746666667,5.02450416666,1.91624666667,3.31133333333,3.86906666667
367.47,2.706,2.99486666666,1.47246666667,2.2528,1.38046666667,4.9945125,1.88408666666,3.28133333333,3.8262
367.84,2.7106,3.0,1.45446666667,2.25753333333,1.37926666667,5.01712916667,1.89592666667,3.2516,3.80086666667
368.20,2.70406666667,3.0092,1.45633333333,2.21086666667,1.38413333333,5.0294125,1.89405333333,3.2602,3.77733333333
368.56,2.63913333333,2.94753333333,1.40773333333,2.1198,1.31386666667,4.939,1.84511333333,3.19773333333,3.7214
368.93,2.68713333333,2.94353333333,1.42766666666,2.16586666667,1.33246666667,4.95970416667,1.85673333333,3.21493333333,3.75113333333
369.29,2.7236,2.96693333333,1.4804,2.19186666667,1.35313333333,5.012075,1.88398666667,3.26613333333,3.7784
369.65,2.70446666667,2.909,1.48086666667,2.17726666667,1.34606666667,4.97877916667,1.83874,3.21073333334,3.77293333333
370.01,2.7206,2.92046666667,1.507,2.20286666667,1.37513333333,5.02638333333,1.86188,3.189,3.82886666667
370.38,2.677,2.83526666667,1.4652,2.1538,1.33313333333,5.01775416667,1.82342666667,3.087,3.7786
370.74,2.702,2.83433333333,1.5036,2.178,1.36053333333,5.03915416667,1.85706,3.11166666667,3.83326666667
371.10,2.82086666667,2.961,1.639,2.2966,1.49293333333,5.164625,1.99477333333,3.2448,3.9666
371.46,2.85286666667,3.00706666667,1.67953333333,2.33833333333,1.5144,5.17959166667,2.02822,3.283,4.01433333333
371.83,2.85253333334,3.0028,1.686,2.32066666667,1.5198,5.16592083333,2.01406666666,3.29606666666,4.02266666667
372.19,2.858,3.02673333333,1.70226666667,2.3304,1.5204,5.1603125,2.03533333333,3.3014,4.0352
372.55,2.95926666667,3.10813333333,1.7758,2.43786666667,1.6156,5.25201666667,2.12890666667,3.3844,4.11946666667
372.92,2.89653333333,3.11526666667,1.74993333334,2.406,1.57646666667,5.2278125,2.09028,3.35146666667,4.08166666667
373.28,2.90666666667,3.1372,1.72726666667,2.4126,1.60513333333,5.19085416667,2.09748,3.3484,4.06266666667
373.64,2.8838,3.1514,1.66586666667,2.37766666667,1.5818,5.1861,2.08280666667,3.32473333333,3.9954
374.00,2.83053333333,3.10526666667,1.61393333333,2.34473333333,1.55653333333,5.131725,2.04932666667,3.30846666667,3.93033333333
374.37,2.94606666667,3.22846666667,1.6806,2.4356,1.6508,5.1996875,2.1625,3.43413333333,4.0062
374.73,2.9816,3.2624,1.67513333333,2.425,1.6436,5.18960833333,2.16861333333,3.4346,3.991
375.09,2.8862,3.1652,1.5698,2.3264,1.52146666667,5.0863875,2.06047333333,3.33473333333,3.8952
375.45,2.90393333333,3.207,1.56613333334,2.3512,1.5302,5.12555833333,2.09257333333,3.3576,3.9278
375.81,2.92106666667,3.2356,1.6122,2.40446666667,1.55026666667,5.14782083333,2.13298,3.40353333334,3.95986666667
376.18,2.92206666667,3.2234,1.5984,2.42186666667,1.51493333333,5.14744583333,2.10794666667,3.38,3.93366666667
376.54,2.84526666667,3.16706666667,1.52973333333,2.35053333333,1.42606666667,5.07289166667,2.04830666667,3.30066666667,3.85626666667
376.90,2.81806666667,3.12293333333,1.4896,2.31053333333,1.39113333333,5.04823333333,2.01912,3.27686666667,3.81826666667
377.26,2.81106666667,3.10846666667,1.5092,2.3148,1.37366666667,5.08312916667,2.02976,3.26806666667,3.83786666667
377.63,2.799,3.0674,1.49926666667,2.3172,1.34586666667,5.061675,2.01242,3.2474,3.84126666667
377.99,2.8944,3.16973333333,1.60513333333,2.3966,1.43013333333,5.16118333333,2.09674666667,3.34066666667,3.93626666667
378.35,2.8654,3.13373333333,1.5918,2.3562,1.40973333333,5.14021666667,2.03877333333,3.31066666667,3.9098
378.71,2.8332,3.09446666667,1.56866666667,2.34966666667,1.3862,5.1364375,2.01306,3.30513333333,3.8644
379.07,2.85306666667,3.08913333333,1.56586666667,2.34733333333,1.38966666667,5.12252083333,2.0007,3.31546666667,3.86753333333
379.44,2.79466666667,3.00673333333,1.52233333333,2.278,1.3312,5.0580875,1.95206666666,3.26186666667,3.79813333333
379.80,2.781,2.99466666667,1.48833333333,2.26266666666,1.32806666667,5.05297083333,1.94872666667,3.24093333333,3.7766
380.16,2.77506666667,2.98393333333,1.49533333333,2.26133333333,1.36193333333,5.0566,1.96443333333,3.23793333333,3.79913333333
380.52,2.80486666667,2.99213333333,1.52353333333,2.28233333333,1.39473333333,5.08179166667,1.9357,3.25093333333,3.81906666667
380.88,2.91313333333,3.07306666667,1.62173333333,2.35926666667,1.48306666666,5.17245416667,2.02869333333,3.35866666667,3.91893333333
381.24,2.91226666667,3.0682,1.61,2.3652,1.49626666667,5.1511125,2.01444666667,3.36733333333,3.91913333333
381.61,2.92206666667,3.06886666667,1.63093333333,2.3854,1.51646666667,5.1412125,2.03651333333,3.39766666667,3.94633333333
381.97,2.86633333334,2.99873333333,1.57113333333,2.35206666667,1.45753333333,5.08691666667,1.97264666667,3.3408,3.8728
382.33,2.829,2.9686,1.55726666667,2.32426666667,1.431,5.05667083333,1.97693333333,3.3168,3.8506
382.69,2.85673333333,3.01153333334,1.6162,2.3742,1.48486666667,5.08387083333,2.03174666667,3.35313333333,3.91293333333
383.05,2.89846666667,3.06293333334,1.64906666667,2.4294,1.5442,5.1326,2.0913,3.4014,3.9746
383.41,2.92946666667,3.10226666667,1.66686666667,2.461,1.57286666667,5.15772083333,2.09493333333,3.4324,3.9906
383.77,2.96926666667,3.13813333333,1.722,2.49613333333,1.59873333333,5.18442916666,2.09670666667,3.46033333333,4.00813333333
384.14,2.97593333333,3.15586666667,1.74353333334,2.49146666667,1.58773333333,5.18028333333,2.10281333333,3.4868,4.01513333333
384.50,2.94746666667,3.1258,1.7296,2.46713333333,1.55866666667,5.15855833333,2.10752,3.49953333333,4.00966666666
384.86,2.8972,3.10866666667,1.69773333333,2.44853333333,1.53266666667,5.10864166667,2.07332,3.45333333333,3.96886666667
385.22,2.90913333333,3.128,1.70813333333,2.44693333333,1.52266666667,5.10899583333,2.07060666667,3.47373333333,3.97906666667
385.58,2.92533333333,3.15546666667,1.718,2.44313333333,1.53246666667,5.1377625,2.07382666667,3.505,3.97633333333
385.94,2.92453333333,3.15573333333,1.71533333333,2.42166666667,1.52006666667,5.11417916667,2.06226666667,3.49466666667,3.98886666667
386.30,2.92446666667,3.1642,1.69593333333,2.41226666667,1.5074,5.10620416667,2.0337,3.48673333333,3.9934
386.66,2.85386666667,3.09866666667,1.6076,2.31953333333,1.42513333333,5.0517625,1.94808666667,3.40713333333,3.90826666667
387.03,2.8702,3.12093333333,1.64286666667,2.3406,1.43126666667,5.054475,1.96466666667,3.4242,3.90146666667
387.39,2.9162,3.16953333333,1.71106666667,2.39193333333,1.48386666667,5.10505833333,2.02846,3.46826666667,3.96453333333
387.75,2.90926666667,3.16046666667,1.71186666666,2.3692,1.48133333333,5.10895833333,2.03168,3.4662,3.97106666666
388.11,2.87833333333,3.13566666667,1.6886,2.3484,1.47806666667,5.08049166667,2.00844,3.43073333334,3.93846666667
388.47,2.8632,3.14906666666,1.68,2.34726666667,1.48653333333,5.06107083334,1.99443333333,3.40033333333,3.918
388.83,2.81953333333,3.09206666667,1.62306666667,2.2816,1.42846666667,4.99919166667,1.93258666667,3.34153333333,3.86013333333
389.19,2.784,3.0302,1.58926666667,2.24293333333,1.39413333333,4.96200416667,1.90832,3.30153333333,3.8152
389.55,2.77986666667,3.0194,1.5872,2.23493333333,1.3808,4.95930416667,1.90232,3.283,3.8226
389.91,2.76606666667,3.012,1.56866666667,2.2212,1.36686666667,4.96157083333,1.89876666667,3.27593333333,3.8052
390.27,2.73853333333,2.9818,1.55026666667,2.211,1.34913333333,4.9382375,1.8812,3.25766666667,3.765
390.63,2.77233333333,3.00986666666,1.58646666667,2.25133333333,1.3842,4.9427625,1.90374666667,3.2764,3.7958
391.00,2.763,3.0106,1.5842,2.23726666667,1.39033333333,4.95123333333,1.88628666667,3.2638,3.80913333333
391.36,2.779,3.01793333333,1.5788,2.24746666667,1.3982,4.94610416667,1.87082666667,3.271,3.80433333333
391.72,2.80506666667,3.0354,1.57506666667,2.26373333333,1.41933333333,4.94875833333,1.89174666667,3.28593333333,3.83486666667
392.08,2.83766666667,3.05826666667,1.5768,2.27786666667,1.4348,4.98129583333,1.89872666667,3.3124,3.86966666667
392.44,2.8668,3.07506666667,1.58113333333,2.28093333334,1.43566666667,5.02424166666,1.91784666667,3.33226666667,3.88133333333
392.80,2.90213333333,3.11006666667,1.6246,2.32066666667,1.4864,5.08088333333,1.97315333333,3.3768,3.92186666667
393.16,2.90433333333,3.129,1.62493333333,2.32193333333,1.4894,5.09905416667,1.97281333333,3.3758,3.9256
393.52,2.89453333333,3.10446666667,1.60526666667,2.30206666667,1.474,5.06289166667,1.94897333333,3.34526666667,3.88553333333
393.88,2.8924,3.107,1.60546666667,2.314,1.48546666667,5.06276666667,1.95024666667,3.36093333333,3.8822
394.24,2.95213333333,3.1718,1.64793333333,2.35466666667,1.53313333333,5.1006375,2.00641333333,3.4022,3.9352
394.60,2.93653333333,3.14813333333,1.6078,2.33273333333,1.50846666667,5.0852375,1.97954666667,3.3934,3.92193333333
394.96,2.8968,3.08393333333,1.54653333333,2.2764,1.4596,5.0314125,1.93389333333,3.3488,3.8644
395.32,2.82926666667,3.02873333333,1.50446666667,2.21633333333,1.41533333333,4.98921666667,1.88934666667,3.302,3.8234
395.68,2.8032,3.012,1.48053333333,2.1956,1.37146666667,4.96038333333,1.8507,3.26246666667,3.77846666667
396.04,2.7646,2.96806666667,1.46333333333,2.17473333333,1.33613333333,4.9217875,1.82329333333,3.222,3.7322
396.40,2.7594,2.98073333333,1.4718,2.1662,1.3376,4.89892916667,1.82022,3.2212,3.74326666667
396.76,2.7262,2.9546,1.43653333333,2.1332,1.2834,4.84448333333,1.78103333333,3.17686666667,3.7134
397.12,2.71326666667,2.94486666667,1.43013333333,2.1348,1.28306666667,4.8160375,1.77534666667,3.16373333333,3.68906666667
397.48,2.73086666666,2.97933333333,1.47066666667,2.1656,1.3092,4.8629625,1.81243333333,3.20413333333,3.73126666667
397.84,2.7414,2.98966666667,1.49973333333,2.16386666667,1.31186666667,4.86055833333,1.82265333333,3.1974,3.73613333333
398.20,2.70906666667,2.964,1.4938,2.1362,1.2956,4.85049166667,1.81117333333,3.18253333333,3.72806666667
398.56,2.7412,2.99773333333,1.5404,2.1752,1.3242,4.90295,1.84446,3.2118,3.74973333333
398.92,2.78813333333,3.056,1.59273333333,2.2266,1.359,4.9487625,1.8819,3.24953333333,3.7864
399.28,2.82693333333,3.106,1.60946666667,2.25346666667,1.3932,4.97212083333,1.92430666667,3.26653333333,3.8064
399.64,2.84586666667,3.13206666667,1.61906666667,2.28013333333,1.43133333333,4.99130833333,1.9512,3.30306666667,3.82046666667
400.00,2.88726666667,3.1742,1.6494,2.31606666667,1.47986666667,5.03986666667,1.98306,3.354,3.87933333333
400.36,2.90973333333,3.1836,1.66313333333,2.34466666667,1.51086666667,5.0728,2.00247333333,3.39386666667,3.90386666667
400.72,2.9304,3.2008,1.6738,2.3548,1.5432,5.10998333334,2.0005,3.42113333333,3.93113333333
401.08,2.96986666667,3.2406,1.70973333333,2.37726666667,1.57686666667,5.16264583333,2.02512,3.46693333333,3.96886666667
401.44,2.96493333333,3.2538,1.69593333333,2.3602,1.57293333333,5.16471666667,2.01816,3.47726666667,3.97366666667
401.80,2.96546666667,3.25013333333,1.6712,2.3486,1.55786666667,5.17224166667,1.99046,3.46553333333,3.96293333333
402.16,2.9836,3.23426666667,1.66533333333,2.3582,1.56766666667,5.17877916667,1.97764,3.46846666667,3.9646
402.52,2.9942,3.22866666667,1.66873333334,2.34926666667,1.5804,5.16340833333,1.99017333333,3.469,3.97453333333
402.88,2.93813333333,3.17386666667,1.61166666666,2.29006666667,1.53106666667,5.10992916667,1.92904666667,3.4204,3.92726666667
403.24,2.91813333333,3.135,1.5852,2.27093333333,1.5098,5.09348333333,1.89389333333,3.4062,3.89633333333
403.60,2.8854,3.1018,1.54646666667,2.23713333333,1.471,5.05877916667,1.84510666667,3.38686666667,3.86606666667
403.95,2.85813333333,3.08106666667,1.51026666667,2.1976,1.43113333333,5.03749166667,1.81269333333,3.35833333333,3.83613333333
404.31,2.8078,3.03673333333,1.4662,2.14486666667,1.38446666667,4.98530833333,1.77151333333,3.30173333334,3.77513333333
404.67,2.7918,3.02926666666,1.4556,2.13393333333,1.35393333333,4.95672083333,1.76526666667,3.28833333333,3.75746666667
405.03,2.70693333333,2.95193333333,1.37826666667,2.0624,1.27066666667,4.86392083333,1.69092666667,3.20813333333,3.6998
405.39,2.71933333333,2.95793333333,1.3852,2.08066666667,1.2784,4.85386666667,1.69236666667,3.2146,3.71486666667
405.75,2.71093333333,2.9418,1.38266666667,2.06486666667,1.2716,4.82840416667,1.68141333334,3.20366666667,3.71506666667
406.11,2.71566666667,2.9546,1.39266666666,2.0644,1.27933333333,4.82399583333,1.6842,3.2078,3.71753333333
406.47,2.7274,2.98506666667,1.3986,2.0656,1.29326666667,4.83215833333,1.68793333333,3.22913333334,3.73553333333
406.83,2.7384,3.01653333333,1.4176,2.08173333333,1.31626666667,4.84293333333,1.72096,3.24586666667,3.75306666667
407.19,2.69546666667,2.98286666667,1.38426666667,2.02846666666,1.26506666667,4.79097916667,1.67524666667,3.2062,3.71786666667
407.55,2.7016,2.99686666667,1.40053333333,2.0212,1.272,4.799375,1.70058666667,3.20846666667,3.73033333333
407.90,2.74606666667,3.0344,1.437,2.0536,1.3082,4.81236666667,1.74229333333,3.24453333333,3.74386666667
408.26,2.7834,3.06966666667,1.4814,2.08273333333,1.333,4.84950416667,1.76931333333,3.27746666667,3.77106666667
408.62,2.81726666667,3.10273333333,1.5076,2.10106666667,1.37453333333,4.889925,1.79585333333,3.3146,3.8132
408.98,2.8852,3.1646,1.55826666667,2.14213333333,1.44313333333,4.95918333333,1.84788,3.3814,3.86413333333
409.34,2.87986666667,3.153,1.54986666667,2.12106666667,1.43486666667,4.94897083333,1.83985333333,3.37026666667,3.84886666667
409.70,2.895,3.178,1.56193333333,2.1376,1.4514,4.96223333333,1.85874666667,3.3958,3.86433333333
410.06,2.86813333333,3.161,1.53793333333,2.11233333333,1.42473333333,4.9487375,1.83356666667,3.38253333333,3.84573333333
410.42,2.8404,3.13346666667,1.515,2.0868,1.39926666667,4.922475,1.80446,3.36326666667,3.81886666667
410.77,2.87973333333,3.14586666667,1.53493333333,2.10773333333,1.41553333334,4.9591625,1.82474666667,3.3906,3.854
411.13,2.92886666667,3.18466666667,1.5666,2.14673333333,1.46046666667,5.00870833333,1.86546666667,3.42913333334,3.9036
411.49,2.9302,3.1646,1.5604,2.12293333333,1.452,4.99990833333,1.83912666667,3.4152,3.8938
411.85,2.894,3.11786666667,1.51586666667,2.07906666666,1.41413333333,4.9604,1.78988,3.37006666667,3.8572
412.21,2.873,3.09426666667,1.47186666667,2.06033333333,1.3902,4.9284,1.75898666667,3.33846666667,3.84953333333
412.57,2.84866666667,3.05473333333,1.4412,2.03466666667,1.36713333333,4.88155416667,1.72872,3.29833333333,3.80193333333
412.92,2.85573333333,3.04526666667,1.43653333333,2.03266666667,1.36446666667,4.86872083333,1.72111333333,3.28493333333,3.80213333334
413.28,2.87193333333,3.05326666667,1.4406,2.04566666667,1.37686666667,4.88252083333,1.72568666667,3.2984,3.81826666667
413.64,2.88373333333,3.0568,1.44993333333,2.0548,1.39206666667,4.90494166667,1.73426666666,3.303,3.82533333333
414.00,2.91766666667,3.0678,1.4592,2.0602,1.39926666667,4.9165125,1.74658,3.3046,3.838
414.36,2.926,3.06626666667,1.46406666667,2.0642,1.3902,4.926125,1.74214666667,3.3084,3.83233333333
414.72,2.90386666667,3.0548,1.44133333333,2.03526666667,1.36713333333,4.90118333333,1.71927333333,3.29106666667,3.82313333333
415.07,2.89353333334,3.04966666667,1.4374,2.02993333333,1.35473333333,4.90095833333,1.72376666667,3.28566666667,3.8182
415.43,2.90726666667,3.0606,1.45066666667,2.0626,1.3736,4.9237875,1.75574666667,3.3012,3.84186666667
415.79,2.91646666667,3.07346666667,1.4642,2.07466666667,1.38626666667,4.94404583333,1.77767333333,3.31366666667,3.869
416.15,2.93166666667,3.09533333333,1.48906666667,2.09386666667,1.4196,4.96165833334,1.80706,3.3382,3.8928
416.51,2.9572,3.1236,1.52,2.1208,1.4436,5.02024166667,1.84399333333,3.37086666667,3.9346
416.86,2.95833333333,3.14573333333,1.53153333333,2.1298,1.44653333333,5.0421625,1.85148666667,3.383,3.95426666667
417.22,2.92633333333,3.1402,1.5106,2.11146666667,1.42746666667,5.02655416667,1.82762666667,3.35413333333,3.9328
417.58,2.90146666667,3.11666666667,1.47953333333,2.08273333334,1.39706666667,5.00370833333,1.7963,3.3302,3.90993333333
417.94,2.86886666667,3.105,1.455,2.06373333333,1.37406666667,4.981525,1.76887333333,3.3142,3.8902
418.29,2.85193333333,3.09533333333,1.43873333333,2.0462,1.36053333333,4.9572625,1.75874,3.29773333333,3.87626666667
418.65,2.8504,3.091,1.43866666667,2.046,1.35826666667,4.959775,1.74563333333,3.2956,3.8646
419.01,2.8674,3.10993333333,1.45266666667,2.0534,1.37233333333,4.96219166667,1.74328,3.3106,3.87466666667
419.37,2.8596,3.11633333333,1.44846666667,2.0478,1.36893333333,4.948975,1.72756666667,3.3094,3.87313333333
419.73,2.865,3.13393333333,1.45113333333,2.05446666667,1.37266666667,4.94916666667,1.72719333333,3.3166,3.87053333333
420.08,2.85346666667,3.12073333333,1.4368,2.03706666667,1.34873333333,4.93319166667,1.70373333333,3.30466666667,3.84993333333
420.44,2.85173333333,3.12006666667,1.42893333333,2.0344,1.3486,4.916575,1.68925333333,3.2996,3.84053333333
420.80,2.84293333333,3.10413333333,1.41973333333,2.02733333333,1.33626666667,4.89799166667,1.67734,3.2934,3.81933333334
421.16,2.84946666667,3.0966,1.42226666667,2.01673333333,1.33393333333,4.894325,1.67491333334,3.2988,3.81466666667
421.51,2.86073333333,3.1154,1.43506666667,2.0304,1.34786666667,4.9020125,1.69192666667,3.31426666667,3.82773333333
421.87,2.87846666667,3.12893333333,1.4496,2.0412,1.36866666667,4.91855,1.70580666667,3.33326666667,3.8434
422.23,2.88726666667,3.1294,1.45173333333,2.04746666667,1.37593333333,4.9267375,1.70276666666,3.33633333333,3.854
422.58,2.88113333333,3.13,1.442,2.0384,1.37746666667,4.914975,1.69982666667,3.33993333333,3.84946666667
422.94,2.8756,3.12506666667,1.44133333333,2.0386,1.37333333333,4.9113375,1.69517333334,3.33606666667,3.84633333333
423.30,2.88526666667,3.13506666667,1.45133333333,2.04373333333,1.38173333333,4.92446666667,1.70072,3.3444,3.85
423.66,2.8664,3.1118,1.43873333333,2.02266666667,1.3638,4.90839583333,1.68001333333,3.327,3.838
424.01,2.88,3.12173333333,1.4496,2.03246666667,1.37473333333,4.92328333333,1.68902,3.33553333333,3.8552
424.37,2.86706666667,3.11053333333,1.43446666667,2.01426666667,1.35873333333,4.91045833333,1.67350666667,3.32993333333,3.84813333333
424.73,2.86746666667,3.11133333333,1.42693333333,2.0056,1.36026666667,4.91575416667,1.67011333334,3.32546666667,3.85313333333
425.08,2.85866666667,3.1094,1.41513333334,1.99793333333,1.35193333334,4.908075,1.66296666667,3.31793333333,3.85113333333
425.44,2.8716,3.11706666667,1.42213333333,1.99546666667,1.35926666667,4.91437083333,1.66676,3.33026666667,3.85893333334
425.80,2.86266666667,3.1072,1.41473333333,1.98766666667,1.34326666667,4.90614166667,1.65894666667,3.31593333333,3.84853333333
426.16,2.85646666667,3.11486666667,1.41273333334,1.98786666667,1.342,4.91423333333,1.65932666667,3.31346666667,3.85306666666
426.51,2.86053333333,3.1218,1.4246,1.997,1.3506,4.92957916667,1.66397333333,3.3208,3.8674
426.87,2.8574,3.11913333333,1.418,1.98786666667,1.35006666667,4.93032083334,1.66224666667,3.3228,3.86866666667
427.23,2.85633333333,3.11126666666,1.40813333333,1.9748,1.34266666667,4.92092083333,1.65704666667,3.31813333333,3.86513333333
427.58,2.86473333333,3.1204,1.41466666667,1.98346666667,1.3554,4.92818333333,1.66380666667,3.33293333333,3.87753333333
427.94,2.8472,3.1062,1.39366666667,1.96386666667,1.34246666666,4.91109166667,1.64756,3.3182,3.85486666666
428.30,2.85333333334,3.11466666667,1.406,1.9714,1.34106666666,4.9164875,1.65681333333,3.32573333333,3.8598
