wavelength,Back_RamSanf,Belly_RamSanf,Breast_RamSanf,Crissum_RamSanf,Crown_RamSanf,DorTail_RamSanf,Rump_RamSanf,Throat_RamSanf,WingTip_RamSanf
196.27,-19.7333333333,-77.6000000001,-159.733333334,-20.2666666666,-116.8,-51.2333333333,-145.893333334,-124.266666667,-88.7999999999
196.65,4.04033333326,-41.4140666667,-95.5555333334,16.3636666666,-76.1614666666,-5.98481666674,-83.5153533335,-72.7273333333,-32.7272666667
197.03,-8.54706666668,-47.1795333333,-82.5640666667,14.7008666667,-70.7690666667,-1.93371250008,-75.28198,-58.6325333334,-23.4188000001
197.40,-9.07406666675,-44.6297333333,-91.4813333333,15.7407333333,-70.9259333333,5.9954333334,-85.8703266667,-60.3703999999,-14.0740666666
197.78,-37.1170666667,-57.1172000001,-108.828866667,-12.4324,-98.9189333334,-17.691425,-115.891886667,-86.8467333334,-35.3153333333
198.16,-28.4616,-37.9488,-77.8204000001,-15.6409333334,-81.9230666667,-18.1889083333,-85.0512533333,-63.0769333333,-32.8205333334
198.54,-13.2119999999,-23.5152,-57.4545333333,-4.48486666667,-70.5455333334,-0.833275,-65.0908133333,-47.394,-17.8182666667
198.92,13.4284666667,2.28580000002,-25.3334,14.6666,-39.3332666667,22.0238166666,-35.1238533333,-16.2857333333,1.7142
199.30,13.3334,5.93599999999,-20.7304666667,18.7216,-37.2601333333,21.7809583334,-35.9269533334,-14.3378,1.64386666666
199.68,16.1766,9.99986666665,-22.6470666667,21.5684666666,-41.9608666667,23.8296874999,-41.4998666667,-12.3528666667,1.17633333334
200.06,30.8642,26.996,-0.164466666674,39.0122666667,-16.3786666667,36.131425,-22.5843666667,8.64186666668,14.8971333333
200.44,41.7054,40.3875333333,17.0542,52.8682666667,-3.87593333333,47.30625,-6.43413333335,22.5582666667,29.2248666667
200.82,43.1650666667,42.8955333333,21.0774,51.9865333333,3.23226666667,44.8780833334,0.127859999994,26.5318666667,27.0032666667
201.19,55.0840666667,56.9698,30.8416,62.4916,11.7172,54.9032833333,11.0034533333,38.8552,33.8722
201.57,55.0758666667,58.409,27.8030666667,65.1516666667,5.45453333333,54.5784874999,5.63631999999,38.4849333333,27.6514666667
201.95,67.1154,68.3974,42.6282666667,77.6282666667,26.7948,68.9222374999,24.94226,52.7563333333,40.6410666667
202.33,75.2104,77.2814666667,50.6149333333,86.6667333334,39.2880666667,78.6933958333,32.2783,61.7477333333,48.2848
202.71,77.6472,75.9478,50.0,86.0785999999,41.6994,77.1281749999,32.5229733333,63.5293333333,45.4246666667
203.09,76.6666666667,73.0128666667,50.5128,84.1026000001,43.5897333333,74.9680416667,34.9103133333,62.0512666667,47.7565333333
203.47,84.1423333333,78.7701333333,56.6988666667,90.1617333333,50.1619333333,81.9498458334,42.01298,68.2847333333,55.2104000001
203.85,83.4202666667,78.087,61.4492666667,89.5074,57.4494,83.1412916666,47.49562,70.0868666667,59.3623333334
204.22,87.1794666666,79.0768,64.2050666667,86.5640666666,62.2565333333,84.1475125,53.1179333333,72.564,63.1283333332
204.60,77.2946,70.3865333333,54.1546666667,74.8309333333,56.4734666667,73.6441833333,44.42512,63.2366,53.0918
204.98,75.6542,69.3332666667,50.5678666667,70.7654,55.0617333333,69.3025,40.5580733334,58.1234,50.1235333333
205.36,71.0312,65.3717333333,48.3932666666,65.8992,53.525,63.0485875,38.46512,51.8944666667,45.4197333333
205.74,67.9166666667,62.7272666667,50.5303333333,63.7120666667,52.9166,59.8578624999,42.8675466666,51.7425333333,46.6666666667
206.12,66.1628666666,60.8526666667,49.341,61.0853333333,50.2324,55.8091333334,41.8915266667,49.9610666666,45.3487333333
206.50,64.5952666667,60.904,48.7382,59.6234666667,49.5292,53.0813958334,43.2240533333,46.8926,45.2354666667
206.87,58.5868666667,58.6232,47.1014666667,56.9202666667,47.3188,51.2569333334,39.8477266667,44.4202,45.0363333333
207.25,55.7239333333,57.138,45.0842,54.1076666667,44.8148,48.9646208333,37.93284,42.6599333333,41.9192666667
207.63,54.8,57.4666666667,44.3,53.3666666667,43.9666666667,48.6375,37.22,43.6,41.0333333333
208.01,54.2714,57.7555333333,42.5126,53.6684,42.6131333333,46.7189,36.91464,43.6182,39.6986
208.39,49.9629333334,55.4813333333,40.3332666666,53.7037333333,37.7776666667,42.8194041667,32.9999866667,40.037,34.8147333333
208.77,55.5675333333,59.6395333333,47.4232666667,60.6486,43.6396666667,48.1465541666,39.0197333333,47.8198666667,43.4234
209.14,59.3973333333,64.1054,51.9772666667,68.1354666667,47.4953333333,53.2368125,43.98116,53.4087333333,48.211
209.52,61.3333333333,66.8626,53.5685333333,71.6470666667,48.745,54.6691291667,45.12946,55.2942,52.1568666667
209.90,63.7348666667,70.8835333333,55.9438,74.3372,52.8112,56.4130875,48.8594933333,57.0280666667,54.8192
210.28,67.2125333333,74.2690666667,57.9338,77.0761333333,54.6978,58.3041208334,51.8791666667,58.7135333333,57.2708666667
210.66,69.114,74.6836,57.7216,80.5907333334,55.1898666667,59.0955291667,52.1942066667,60.6329333333,55.2744
211.03,72.8662,78.6411333334,59.6176666667,83.6518666666,58.4712666667,60.9473499999,58.2081333333,63.4818,56.3058
211.41,77.8239999999,84.1203333333,64.1667333333,91.9907333331,63.6111333333,65.3212041666,64.6110666667,67.9166,60.5556
211.79,84.5713333333,86.8095333333,69.3809333333,98.6189333334,69.381,69.9612249999,68.7761266666,70.2381333333,63.8571333333
212.17,81.4553999999,81.9249333333,66.432,93.4271999999,65.2582,66.8749458332,63.2066599999,65.6338,58.8264
212.55,83.4032666665,80.6993333334,66.4336,90.6759333333,65.641,66.9756083334,62.4196800001,65.2679333333,58.9277333333
212.92,80.0926666667,75.4629333333,61.9908,83.287,63.1482,63.0178625,60.37494,58.7499333333,52.9166666667
213.30,82.0689333333,74.5746666667,64.4598666667,80.7815333333,64.1378666667,62.1638333334,61.3884933333,57.7012,51.1724
213.68,76.7099333334,68.4416,59.6535333333,72.5975333333,60.3462666667,57.7408708333,58.3810533333,52.2943333334,46.5368666667
214.06,70.3258666667,60.6516,49.1729333333,64.6615333333,52.1803333333,46.6917041667,49.0826666667,43.2078,34.1855333333
214.44,71.0919333333,57.5287333333,45.0576,63.3333333334,52.0689333333,42.3885583333,49.2414133333,41.3792666666,27.9886
214.81,72.1311333333,60.4371333334,48.3607333333,62.131,54.153,43.9891083333,48.8141666667,43.6065333333,34.3716666667
215.19,78.1511999999,61.5127333333,52.605,65.0419333333,55.0140666667,46.6770916667,48.0056066667,44.1456,38.8794666667
215.57,82.8572,66.6666,57.4403333333,67.3809333333,59.5237333333,50.4426166667,50.4404333333,46.131,44.2263333333
215.95,80.9968666666,71.9626666666,59.564,66.9157333333,58.567,47.9750416666,51.2959533333,47.5389333333,45.7944666667
216.32,85.688,81.2232,67.5229333333,73.1498666667,67.4005333333,56.3684749999,58.7766466667,56.4526,56.6361333333
216.70,86.6042666666,87.7258666667,70.0312,74.8287333333,71.5889333333,56.8924041667,63.6324,57.5078,58.9408
217.08,95.9138666666,101.433666667,82.509,89.1038666667,80.6450666666,64.6549208333,72.04298,66.9534,67.8854
217.46,97.1556,111.7334,80.0000000001,93.3332666667,78.4888666666,58.4222458334,71.1377999999,63.2,68.3556000001
217.83,124.6258,151.428533333,100.0,121.632666667,99.8640000002,68.1463749999,85.5645133334,73.7414666667,82.7211333332
218.21,133.333333333,163.4012,115.3742,132.789066667,111.700733333,85.6377916667,97.7824200001,86.5305333335,97.4148666667
218.59,130.138866667,169.4444,122.916533333,134.722133333,111.111,91.0502333333,97.3611799999,91.1112666667,97.6389333333
218.97,145.891466667,185.891466667,139.845,161.395333333,128.217066667,110.426295833,116.961206667,106.356733333,109.147333333
219.34,124.637533333,168.261,116.087,141.159533333,119.420333333,99.5381416667,111.855053333,99.1304666668,92.8985333333
219.72,92.8205333334,133.4616,81.4103333333,107.4358,87.5641333334,70.6170958333,81.3717333333,78.4615333332,56.6666
220.10,72.5424666667,99.6609333335,64.8586666667,85.7627333334,68.0226666666,49.9081583334,63.6157533334,58.5311333334,38.757
220.47,78.7878666666,114.3436,56.1616666667,97.9797333333,66.8687333335,29.4065541666,64.0605533333,41.8181333333,7.67679999999
220.85,90.8888666666,127.777733333,57.3333999999,111.111066667,74.8888000001,43.2777541667,71.2221266666,54.8888666666,17.9999999999
221.23,114.074266666,175.1852,19.2593333333,124.074066667,84.8148000001,23.8425875,74.77788,53.3334000001,-15.1852666667
221.61,112.533333333,137.066666667,47.4666666667,110.133333333,89.8666666667,63.65,67.1733333332,83.2,12.8
221.98,128.0,139.666666667,48.6666666666,125.333333334,93.3333333333,68.2083333333,63.4333333335,94.6666666666,-15.0000000001
222.36,105.866666667,96.8000000001,34.4,98.9333333333,66.1333333333,50.9833333333,31.2266666667,68.2666666667,-13.0666666667
