wavelength,Back_SpoRufm,Belly_SpoRufm,Breast_SpoRufm,Crissum_SpoRufm,Crown_SpoRufm,DorTail_SpoRufm,Patch10_SpoRufm,Rump_SpoRufm,Throat_SpoRufm,WingTip_SpoRufm
359.84,8.82466666667,2.65126666667,3.12083333333,4.06546666667,9.40853333333,4.84363333333,27.1691333333,8.64013333333,4.45173333333,5.02246666667
360.20,9.00326666667,2.8529,3.33336666667,4.32266666667,9.69146666667,5.01036666667,27.4329,8.80213333334,4.63546666667,5.1969
360.57,9.21159999999,3.12686666667,3.55566666667,4.54446666666,9.88946666666,5.2654,27.7100666667,9.07913333334,4.89186666667,5.44776666667
360.93,9.43193333334,3.28853333333,3.63476666667,4.62706666667,9.89086666666,5.40893333333,27.8022,9.19266666665,4.99146666667,5.61906666667
361.29,9.78980000001,3.73646666667,4.06016666667,5.08333333333,10.3217333333,5.8244,28.2943333333,9.58413333332,5.35693333333,6.0497
361.66,9.9944,4.0191,4.30693333333,5.15373333333,10.5394,6.1279,28.53,9.89486666667,5.61286666667,6.2223
362.02,10.0172666667,4.1189,4.33446666667,5.12033333333,10.5508,6.11936666667,28.6803333333,9.91200000001,5.65713333333,6.2677
362.39,9.96573333333,4.23386666667,4.40426666667,5.0758,10.5613333333,6.05393333333,28.7004,9.96906666667,5.70473333333,6.32553333333
362.75,9.83586666666,4.10526666667,4.249,4.8954,10.4358666667,5.91576666667,28.5944666667,9.92426666666,5.6402,6.1683
363.11,9.75659999999,4.07666666667,4.16446666667,4.79346666667,10.3744666667,5.77266666667,28.5189,9.92,5.5778,6.01163333333
363.48,9.85366666667,4.18966666667,4.1644,4.8122,10.512,5.90476666667,28.5916333333,9.94266666667,5.56266666667,6.11966666667
363.84,9.94693333333,4.25846666667,4.15113333333,4.81533333333,10.5898666667,5.92086666667,28.6684333333,10.0075333333,5.52906666666,6.10643333333
364.20,9.93259999999,4.30806666667,4.10926666667,4.7854,10.5149333333,5.90303333333,28.6331,10.0024,5.43373333333,6.11446666667
364.57,9.88526666668,4.2204,4.0579,4.64413333333,10.5024666667,5.75513333333,28.6017,9.9374,5.26473333333,5.99526666667
364.93,9.77693333333,4.11506666667,4.02383333333,4.58393333333,10.4308,5.64993333333,28.5541333333,9.89126666665,5.07786666667,5.89216666667
365.29,9.56066666666,3.816,3.7292,4.3814,10.1692666667,5.27776666667,28.3251333333,9.63879999999,4.74206666667,5.5086
365.66,9.30146666667,3.51416666667,3.42483333333,4.28453333333,9.98100000001,5.00583333333,28.0828333333,9.36526666666,4.46373333333,5.24393333333
366.02,9.4198,3.46696666667,3.42376666667,4.3608,10.0579333333,5.11816666667,28.1608333333,9.45913333333,4.45166666667,5.21573333333
366.38,9.41353333334,3.38796666667,3.33886666667,4.36933333333,10.0248,5.17076666667,28.1873333333,9.40366666667,4.35466666667,5.12733333333
366.75,9.44853333334,3.3876,3.39203333333,4.3796,10.0903333333,5.21843333333,28.3367,9.391,4.35106666667,5.1431
367.11,9.49946666666,3.46733333333,3.55336666667,4.48973333333,10.1688666667,5.32813333333,28.4253,9.49933333332,4.40246666667,5.22036666667
367.47,9.53546666666,3.50946666667,3.62306666667,4.5784,10.1822666667,5.34706666667,28.5425333333,9.53033333333,4.42746666667,5.12246666667
367.84,9.66213333333,3.54276666667,3.77096666667,4.74386666667,10.2954,5.50433333333,28.7200666667,9.65700000001,4.53186666667,5.29313333333
368.20,9.54846666667,3.4046,3.68713333333,4.58453333333,10.2206,5.41426666667,28.7835333333,9.5938,4.45966666667,5.11613333333
368.56,9.356,3.21166666667,3.40153333333,4.39313333333,9.98873333333,5.30806666667,28.6306,9.41646666665,4.29113333334,4.91686666667
368.93,9.1806,3.0722,3.18026666667,4.21966666667,9.87286666667,5.21143333333,28.5184333333,9.23833333335,4.1642,4.72243333333
369.29,9.25826666668,3.157,3.33846666667,4.21513333333,10.0338666667,5.39273333333,28.6717333333,9.38459999999,4.28386666667,4.89496666667
369.65,9.41573333333,3.3177,3.57443333333,4.36873333333,10.2274,5.5661,28.9847333333,9.59366666667,4.42453333333,5.0813
370.01,9.55473333333,3.48563333333,3.77683333333,4.5184,10.4452666667,5.80166666667,29.2446333333,9.79513333335,4.61346666667,5.25143333333
370.38,9.55233333334,3.45913333333,3.69913333333,4.47206666667,10.4037333333,5.67863333333,29.4096666667,9.83326666667,4.52346666667,5.22803333333
370.74,9.74980000001,3.69743333333,3.87956666667,4.7626,10.5154666667,5.88713333333,29.4893,9.96673333332,4.7156,5.4386
371.10,9.90840000001,3.8843,3.96756666667,4.92013333333,10.7380666667,6.04396666667,29.7565666667,10.1420666667,4.9644,5.5518
371.46,9.97286666667,4.04163333333,4.06526666667,4.9952,10.8618,6.17946666667,29.8055333333,10.2714666667,5.05466666667,5.72603333333
371.83,10.0205333333,4.24316666667,4.1397,5.06126666666,10.9666,6.2604,29.8436333333,10.3565333333,5.1302,5.8432
372.19,10.0944666667,4.36463333333,4.23783333333,5.25106666667,11.0331333333,6.35633333333,29.8137333334,10.4289333333,5.2728,5.97503333333
372.55,10.3198666667,4.64976666667,4.5582,5.5378,11.2818,6.63383333333,30.0517333333,10.6651333334,5.49433333333,6.23096666667
372.92,10.5186,4.86306666667,4.75506666667,5.69746666667,11.4637333333,6.83783333333,30.3961666667,10.8779333333,5.79513333333,6.37543333333
373.28,10.5723333333,4.94063333333,4.75296666667,5.79993333333,11.5193333333,6.88946666667,30.5384666667,10.9648666667,5.78713333333,6.43713333333
373.64,10.5656,5.02373333333,4.66113333333,5.78066666667,11.4389333333,6.9104,30.5861666667,10.9690666667,5.69933333333,6.41696666667
374.00,10.2356666667,4.73896666667,4.3284,5.51853333333,11.1167333333,6.51376666667,30.3047,10.6729333333,5.24786666667,6.0828
374.37,10.3770666667,4.86076666667,4.448,5.68846666667,11.2839333333,6.69633333333,30.3164,10.7755333333,5.45286666667,6.1792
374.73,10.3045333333,4.7814,4.34,5.53693333333,11.2503333333,6.54493333333,30.392,10.7118,5.31706666667,6.07056666667
375.09,10.3552666667,4.77433333333,4.34483333333,5.60453333333,11.2136666667,6.57043333333,30.4763333333,10.6780666667,5.22233333333,6.18736666667
375.45,10.3771333333,4.74093333333,4.3457,5.72213333333,11.2393333333,6.59626666667,30.6554666667,10.7584,5.255,6.18016666667
375.81,10.2524,4.6117,4.25943333334,5.63573333333,11.0888666667,6.55853333333,30.6339666667,10.6572666667,5.09493333333,6.02903333333
376.18,10.2796666667,4.65823333333,4.27023333333,5.60766666667,11.1204666667,6.56336666667,30.8011666667,10.6749333333,5.033,6.09136666667
376.54,10.2459333333,4.5577,4.12643333333,5.56913333333,11.0776,6.45766666667,30.9154666667,10.6608,4.93866666667,6.00866666667
376.90,10.3244,4.65576666667,4.22233333333,5.7062,11.1751333333,6.59983333333,31.0121,10.7546666667,4.98313333333,6.14123333333
377.26,10.343,4.6987,4.23936666667,5.72906666667,11.1637333333,6.60916666667,31.0639,10.7126666667,5.0114,6.07206666667
377.63,10.4640666667,4.8823,4.39543333333,5.91173333333,11.3667333333,6.8128,31.3054,10.8882666667,5.20733333333,6.24213333333
377.99,10.7627333333,5.24183333333,4.72283333333,6.26526666667,11.6761333333,7.23583333333,31.6161666667,11.1550666667,5.65786666667,6.54456666667
378.35,10.8084666667,5.32636666667,4.82856666667,6.356,11.7556666667,7.3275,31.7755333333,11.2068666667,5.71026666666,6.61696666667
378.71,10.8002,5.33186666667,4.84033333333,6.3686,11.7506,7.3931,31.7857,11.2339333333,5.78633333333,6.6382
379.07,10.7675333333,5.32873333334,4.85086666667,6.3366,11.7336,7.33903333333,31.7369666666,11.1772666667,5.78026666667,6.60653333333
379.44,10.8282666667,5.3137,4.8599,6.3298,11.7583333333,7.33356666667,31.8203,11.1783333333,5.78826666667,6.6968
379.80,10.8911333333,5.39546666667,4.85863333333,6.31693333333,11.8735333333,7.29436666667,31.8876666667,11.2500666667,5.87366666667,6.72996666667
380.16,10.9491333333,5.41833333333,4.83663333333,6.3512,11.9273333333,7.39946666667,31.9441666667,11.3085333333,5.92713333333,6.72393333333
380.52,11.008,5.53666666667,4.9639,6.40673333333,11.9948,7.54763333333,31.9118,11.3292,6.00393333333,6.7941
380.88,11.0406666667,5.5899,4.98433333333,6.4582,12.0592,7.5459,31.9162,11.3864666667,5.9922,6.79936666667
381.24,11.0714,5.58516666667,4.953,6.39713333333,12.0726666667,7.5458,31.9620666667,11.4022,5.9268,6.83433333333
381.61,11.1038666667,5.58983333333,5.01563333333,6.4098,12.1000666667,7.5462,31.8827,11.4122,5.97266666667,6.85686666667
381.97,11.1778,5.5939,5.01896666667,6.42033333333,12.1276,7.52723333333,32.0116,11.4853333333,5.98553333333,6.9493
382.33,11.2612,5.64843333333,5.05293333333,6.422,12.2156,7.57986666667,32.0916333333,11.5779333333,6.05,7.0873
382.69,11.336,5.72386666667,5.1419,6.491,12.3424666667,7.62423333333,32.2450666667,11.6972666667,6.08033333333,7.16946666667
383.05,11.4223333333,5.78646666667,5.14296666667,6.51853333333,12.3836666667,7.6868,32.4963,11.8152,6.099,7.21376666667
383.41,11.2278666667,5.61393333333,4.97126666667,6.3048,12.2442666667,7.5359,32.4399,11.6716666667,5.91753333333,7.0371
383.77,11.2292,5.5876,4.98206666667,6.37953333333,12.2374666667,7.52926666667,32.5304,11.7084,5.87886666667,7.08786666667
384.14,11.2279333333,5.5531,4.97476666667,6.38766666667,12.2724666667,7.50053333333,32.6312,11.7190666667,5.85213333333,7.08636666667
384.50,11.2146666667,5.51486666667,4.8874,6.35626666667,12.2476666667,7.3726,32.6962333333,11.695,5.75193333333,7.0936
384.86,11.1536666667,5.38693333333,4.84256666667,6.33786666667,12.2286666667,7.27216666667,32.7235,11.5838,5.7352,7.0297
385.22,11.1662666667,5.42426666667,4.88373333333,6.42133333333,12.2637333334,7.30843333333,32.7774333333,11.6466,5.86393333333,7.10536666667
385.58,11.0818666667,5.29463333333,4.78443333333,6.3788,12.1804,7.19506666667,32.8502333333,11.5673333333,5.758,6.99893333333
385.94,11.0252666667,5.2317,4.69253333333,6.23193333333,12.1214,7.08723333333,32.7786333333,11.4801333333,5.6784,6.92726666667
386.30,11.1327333333,5.3907,4.80333333333,6.39673333334,12.2036666667,7.20983333333,32.9181,11.5609333333,5.7862,7.0058
386.66,11.2905333334,5.51226666667,4.9291,6.55853333333,12.3374666667,7.36006666667,33.0568666667,11.6628,5.86533333333,7.16643333333
387.03,11.3912,5.5923,5.01403333333,6.66653333333,12.5166,7.48926666667,33.1671666667,11.7878,5.96726666667,7.25196666667
387.39,11.4553333333,5.68143333333,5.09346666667,6.76126666667,12.5690666667,7.55953333333,33.1732,11.8612,6.05486666667,7.29633333333
387.75,11.4673333334,5.70413333333,5.10186666667,6.77473333333,12.6300666667,7.62096666667,33.2549,11.8663333334,6.08706666667,7.28983333333
388.11,11.4553333333,5.75736666666,5.16606666667,6.76573333333,12.5802,7.633,33.1633666667,11.8606,6.13573333333,7.26283333333
388.47,11.5523333333,5.84126666666,5.2869,6.89513333333,12.6737333333,7.73566666667,33.3180333333,12.0104666667,6.30586666667,7.3868
388.83,11.6182,5.9288,5.31806666667,6.89973333333,12.7051333333,7.8351,33.3624333333,12.137,6.3278,7.51350000001
389.19,11.715,6.0568,5.47466666667,7.0388,12.8337333333,7.98543333333,33.5018333333,12.2898,6.41906666666,7.59999999999
389.55,11.6664,5.9899,5.3864,6.93206666667,12.7886666667,7.9491,33.4822666667,12.2473333333,6.38573333333,7.55526666667
389.91,11.7423333333,6.09083333333,5.47653333333,7.09033333333,12.945,8.0369,33.6653666667,12.3562,6.47286666667,7.63693333334
390.27,11.5981333333,5.92013333333,5.3542,6.9038,12.8652,7.91053333333,33.6736666667,12.2822,6.34613333333,7.54389999999
390.63,11.5008666667,5.81943333333,5.23873333333,6.81453333333,12.7834,7.79313333333,33.6706333333,12.2069333334,6.28506666667,7.411
391.00,11.4242666667,5.74073333334,5.18846666667,6.76893333333,12.6644666667,7.74846666667,33.6072333333,12.1487333333,6.2444,7.32943333333
391.36,11.578,5.93546666667,5.3301,6.93313333333,12.8848666667,7.87056666667,33.7945,12.2959333333,6.38706666667,7.48493333333
391.72,11.713,6.06116666667,5.42093333333,7.0092,12.9810666667,7.94836666667,33.9567666667,12.4436666667,6.49906666667,7.61326666666
392.08,11.7783333333,6.05213333333,5.44753333333,7.04273333333,13.0833333333,7.94773333333,34.1411,12.5228666667,6.5148,7.71896666667
392.44,11.729,5.96873333333,5.3397,6.938,13.0494,7.8676,34.0641666667,12.4030666667,6.4288,7.62526666666
392.80,11.5863333333,5.80576666667,5.1931,6.7752,12.9066666667,7.71213333333,34.0314666667,12.2258666667,6.2916,7.43573333333
393.16,11.3993333333,5.5794,4.97176666666,6.56953333333,12.694,7.4647,33.8969333333,11.9954,6.08733333333,7.2312
393.52,11.4389333333,5.60546666667,4.9647,6.59846666667,12.7047333333,7.4174,33.9674333333,12.0102666667,6.06166666667,7.25466666667
393.88,11.3324666667,5.47146666667,4.85383333333,6.4828,12.5829333334,7.3109,33.8947333333,11.9137333334,5.95486666667,7.13703333333
394.24,11.3373333333,5.4504,4.82603333333,6.494,12.5579333333,7.25946666667,33.8459666667,11.9126666667,5.93886666667,7.04673333333
394.60,11.4042,5.51263333333,4.91346666667,6.58566666667,12.6325333333,7.33096666667,33.9597666667,11.994,6.0232,7.08463333333
394.96,11.4323333334,5.56553333333,4.96193333333,6.6136,12.6909333333,7.30863333333,34.0262,12.0361333333,6.05473333333,7.09616666667
395.32,11.4466666667,5.5372,4.97893333333,6.592,12.6546666667,7.30753333333,34.0787333333,12.0640666667,6.0652,7.0782
395.68,11.3585333333,5.40996666667,4.8824,6.47646666667,12.5725333333,7.1893,34.0163333333,11.9138,5.98726666667,6.96213333333
396.04,11.378,5.45816666667,4.88086666667,6.51693333333,12.5816666667,7.2076,34.0572666667,11.9627333333,6.0086,6.9629
396.40,11.4528,5.53866666667,4.98036666667,6.63346666667,12.6462,7.32953333333,34.1836666667,12.0972,6.11833333333,7.04856666667
396.76,11.7088666667,5.7901,5.20923333333,6.88166666667,12.9064666667,7.544,34.4207333333,12.3527333333,6.3956,7.2816
397.12,11.8585333333,5.87686666667,5.26123333333,6.96226666667,13.0481333333,7.66513333333,34.5619,12.4758666667,6.51326666667,7.34949999999
397.48,11.8899333333,5.8827,5.2995,6.97233333333,13.0893333333,7.69913333333,34.5248666666,12.488,6.5528,7.36136666666
397.84,11.9317333333,5.92666666667,5.3316,7.04406666667,13.1689333333,7.7123,34.6142333333,12.5628,6.61613333333,7.42566666666
398.20,11.9655333333,5.9544,5.35946666667,7.08453333333,13.2254666667,7.76906666667,34.7096666667,12.573,6.6406,7.50010000001
398.56,11.896,5.8817,5.22313333333,6.94826666667,13.1207333333,7.64286666667,34.6674,12.4763333333,6.5316,7.41573333333
398.92,11.9132666667,5.83366666667,5.18156666667,6.9052,13.085,7.61906666667,34.6984,12.4320666667,6.51586666667,7.46060000001
399.28,11.8290666667,5.72456666667,5.08566666667,6.7856,12.9906,7.50863333333,34.634,12.3036666667,6.4124,7.4008
399.64,11.9330666667,5.80986666667,5.21546666667,6.9314,13.0595333333,7.59413333333,34.6983333333,12.4113333333,6.5628,7.48273333333
400.00,11.9142666666,5.75406666667,5.17833333334,6.9388,13.0693333333,7.52953333333,34.5806666667,12.3356,6.56926666667,7.44973333333
400.36,11.9295333333,5.74866666667,5.17186666667,6.9144,13.0794,7.45993333333,34.6658666667,12.3175333333,6.5506,7.43620000001
400.72,11.8050666667,5.64346666667,5.0683,6.81726666667,12.9969333333,7.3612,34.6202666667,12.2573333333,6.41673333333,7.36423333333
401.08,11.8524,5.70766666667,5.17576666667,6.90986666667,13.0962,7.41986666667,34.6938333333,12.3478,6.45653333333,7.46913333333
401.44,11.8494666667,5.7016,5.21016666667,6.95133333333,13.122,7.43916666667,34.8154333333,12.3834666667,6.4684,7.49160000001
401.80,11.9056,5.72696666667,5.27343333333,6.94653333333,13.1281333333,7.46826666667,34.9318,12.4180666667,6.49133333333,7.47586666667
402.16,11.928,5.68656666667,5.27103333333,6.92733333333,13.1350666667,7.41543333333,34.9960333333,12.4408,6.47506666667,7.46070000001
402.52,11.9328666667,5.6625,5.30136666667,6.9952,13.2068666667,7.4624,35.0737,12.4694,6.501,7.47340000001
402.88,11.8934,5.63006666667,5.28986666667,6.99133333333,13.2258666667,7.4599,35.0349,12.5056,6.48893333333,7.4226
403.24,11.9526,5.6525,5.29006666667,7.05106666667,13.2676666667,7.4468,35.1266333333,12.5519333333,6.5096,7.39023333333
403.60,11.891,5.56576666667,5.2001,6.97286666667,13.2034,7.37316666667,35.1172333333,12.5012666667,6.39093333333,7.31233333333
403.95,11.9402666666,5.59226666667,5.22786666667,6.97113333333,13.2559333333,7.41176666667,35.2819666667,12.5748666667,6.37406666667,7.33243333333
404.31,11.8834666667,5.53766666667,5.1702,6.89873333333,13.2143333333,7.3955,35.2853333333,12.5472666667,6.31133333333,7.27026666667
404.67,11.9723333333,5.59016666667,5.1915,6.95393333333,13.2581333333,7.38503333333,35.3524,12.5732,6.37246666667,7.2622
405.03,12.024,5.63336666667,5.19376666667,6.98986666667,13.2358666667,7.38653333333,35.4531,12.6232666667,6.395,7.28016666667
405.39,12.0633333333,5.64533333333,5.17133333333,7.03133333333,13.2580666667,7.40296666667,35.4814,12.6568666667,6.3938,7.2924
405.75,12.0465333333,5.62873333333,5.12843333333,7.032,13.2414,7.37406666667,35.4557333333,12.657,6.328,7.32053333333
406.11,12.0474666667,5.63013333333,5.12403333333,7.0276,13.2388,7.36953333333,35.4819666667,12.6758666667,6.34893333333,7.3179
406.47,12.04,5.6089,5.08676666667,6.96966666667,13.1679333334,7.2767,35.4099333333,12.6448,6.27693333333,7.29313333333
406.83,12.0502,5.5962,5.0433,6.947,13.1264,7.1966,35.4269333333,12.5961333333,6.2066,7.2379
407.19,12.0100666667,5.58803333333,5.06663333333,6.95506666667,13.1342,7.18896666667,35.4342666667,12.6174,6.186,7.27213333333
407.55,11.9835333333,5.58703333333,5.04736666667,6.95173333333,13.1544,7.16456666667,35.4601,12.6288,6.15333333333,7.2596
407.90,11.9733333333,5.59613333333,5.02946666667,6.945,13.1338666667,7.13093333333,35.5755666667,12.6502666667,6.155,7.2799
408.26,12.0352,5.6403,5.07163333333,7.016,13.1644666667,7.13503333333,35.6042,12.7105333333,6.1928,7.3267
408.62,11.9496,5.57313333333,5.0426,6.96166666667,13.0878,7.0625,35.5412666667,12.6492,6.09426666667,7.2818
408.98,11.8987333333,5.5195,5.01076666667,6.8872,13.0652666667,6.98136666667,35.5662666667,12.6094,6.04986666667,7.23083333333
409.34,11.9006,5.5117,5.01493333333,6.84366666667,13.0344666666,6.96196666667,35.5903,12.5998,6.0374,7.21013333333
409.70,11.9312,5.54473333333,5.01,6.87813333333,13.0591333333,6.97093333333,35.6137333333,12.599,6.1138,7.20193333333
410.06,11.9738666667,5.60983333333,5.05243333333,6.9444,13.1128,7.01076666667,35.6350666667,12.6388666667,6.14546666666,7.2562
410.42,11.9726666667,5.6163,5.08493333333,6.9744,13.1628,7.03976666667,35.7028,12.6853333333,6.15766666667,7.25646666667
410.77,12.0838666667,5.73883333333,5.22206666667,7.10586666667,13.323,7.17676666667,35.8793666667,12.8387333333,6.2866,7.40486666667
411.13,12.0572,5.70133333333,5.1638,7.04433333333,13.311,7.14693333333,35.9247333333,12.8106666667,6.24526666667,7.33193333333
411.49,12.1023333333,5.75583333333,5.18553333333,7.04506666666,13.321,7.1767,35.9867333333,12.8778,6.28813333333,7.34836666667
411.85,12.1012,5.7528,5.1949,7.05713333333,13.3119333333,7.17736666667,35.9759,12.8868,6.29373333333,7.3198
412.21,12.1031333333,5.77853333333,5.2071,7.0864,13.3314,7.18323333333,36.0255666667,12.9091333333,6.30986666667,7.33876666667
412.57,12.2151333333,5.8892,5.29726666667,7.17706666667,13.4162666667,7.3023,36.1656,13.0326666667,6.4132,7.47456666667
412.92,12.2258666667,5.9219,5.3263,7.20353333333,13.4484666667,7.31146666667,36.1525333333,13.0396,6.39493333333,7.48796666667
413.28,12.2440666667,5.95503333333,5.3508,7.22946666667,13.4877333333,7.30363333333,36.2332,13.0838666667,6.39673333334,7.52186666667
413.64,12.2239333333,5.92873333333,5.31803333333,7.2172,13.4672666667,7.28056666667,36.2807666667,13.0994666667,6.35013333333,7.49083333333
414.00,12.2205333333,5.93046666667,5.29676666667,7.22193333333,13.4593333333,7.27583333333,36.3563666667,13.1128666667,6.32753333333,7.45283333333
414.36,12.3160666667,6.0668,5.3824,7.30966666667,13.5524,7.3693,36.5103,13.2326666667,6.427,7.56193333333
414.72,12.262,6.001,5.29046666667,7.2522,13.4880666667,7.26096666667,36.4837333333,13.1724,6.35526666667,7.49913333333
415.07,12.3454666667,6.06053333333,5.38966666667,7.34093333333,13.545,7.33886666667,36.566,13.2730666667,6.4486,7.59366666667
415.43,12.3631333333,6.10963333333,5.4621,7.3824,13.6423333333,7.34756666667,36.6508666667,13.3115333333,6.4972,7.68160000001
415.79,12.3524666667,6.11566666666,5.4543,7.38473333333,13.63,7.3297,36.6471,13.3090666667,6.48233333333,7.69746666667
416.15,12.3984666667,6.14216666667,5.47056666667,7.42133333333,13.6912666667,7.3494,36.6987,13.3508,6.511,7.70610000001
416.51,12.3666666667,6.10896666667,5.43946666667,7.396,13.6745333333,7.33793333333,36.6903666667,13.3352666667,6.5208,7.68263333334
416.86,12.3794,6.124,5.4357,7.44886666667,13.6894,7.39753333333,36.7808333333,13.3788666667,6.5516,7.73456666667
417.22,12.4339333334,6.19536666667,5.48976666667,7.48966666667,13.7548,7.4737,36.8288666667,13.4302666667,6.63886666667,7.80956666666
417.58,12.4425333333,6.2178,5.54213333333,7.50006666667,13.7968,7.49743333333,36.9111333333,13.4664,6.6682,7.83703333334
417.94,12.4918,6.28953333333,5.59036666667,7.55686666667,13.8453333333,7.55756666667,36.9801333333,13.5248,6.72333333333,7.916
418.29,12.5001333333,6.29213333333,5.58293333333,7.55026666667,13.8546666667,7.56903333333,37.0538666667,13.5418,6.7432,7.92046666667
418.65,12.5123333333,6.34693333333,5.6171,7.57953333333,13.8928666667,7.63316666667,37.1079666667,13.5848666667,6.797,7.95676666667
419.01,12.501,6.36263333333,5.59873333333,7.5648,13.9048666666,7.61453333333,37.1705,13.5913333333,6.76773333333,7.96933333334
419.37,12.4598,6.2744,5.52376666667,7.5308,13.8344,7.5775,37.1832666667,13.5344666667,6.70733333333,7.90573333334
419.73,12.4812666667,6.32536666667,5.56556666667,7.57586666667,13.8692,7.6404,37.2074,13.5638,6.7584,7.95726666667
420.08,12.4996666667,6.37813333334,5.59996666667,7.60746666667,13.8908666667,7.66776666667,37.2772333333,13.6004666667,6.78993333333,7.99629999999
420.44,12.5245333333,6.39646666667,5.6339,7.6418,13.9334666667,7.67606666667,37.3619333333,13.6361333333,6.78886666667,8.00273333333
420.80,12.5122,6.38563333333,5.63486666667,7.60806666667,13.9234666666,7.643,37.3478,13.6084666667,6.77086666667,7.97033333333
421.16,12.4774,6.36893333333,5.6056,7.60093333333,13.8944,7.60833333333,37.3800333334,13.5985333333,6.7228,7.92089999999
421.51,12.5032666667,6.39616666667,5.6329,7.61913333333,13.9102,7.63906666667,37.4076,13.6362,6.73506666667,7.95326666666
421.87,12.5068666667,6.4022,5.6312,7.61586666667,13.9077333333,7.6371,37.4501333333,13.6480666667,6.71886666667,7.9335
422.23,12.5080666667,6.42433333333,5.65526666667,7.64073333334,13.9066,7.64783333333,37.4294666667,13.6493333334,6.72153333333,7.95586666667
422.58,12.5392,6.45853333333,5.6778,7.65406666667,13.9289333333,7.67523333333,37.494,13.6890666667,6.73046666667,7.99029999999
422.94,12.5696,6.4947,5.69273333333,7.699,13.9508,7.70796666667,37.5395333333,13.7028666667,6.7746,8.02056666667
423.30,12.6175333333,6.5903,5.7384,7.75006666667,14.0006666667,7.7549,37.5682666667,13.7493333333,6.81246666666,8.07453333333
423.66,12.6704,6.63543333333,5.7661,7.79753333333,14.0579333333,7.79343333333,37.6588,13.7977333333,6.8518,8.08870000001
424.01,12.6790666667,6.65143333333,5.78226666667,7.81673333333,14.0890666667,7.83106666667,37.6728333333,13.808,6.86266666667,8.10496666667
424.37,12.6824666667,6.67073333333,5.7571,7.8144,14.0866,7.8513,37.6914333333,13.8194666667,6.86946666667,8.09253333333
424.73,12.7559333333,6.7377,5.81303333333,7.89733333333,14.1562666667,7.91836666667,37.7778333333,13.9112666667,6.93833333333,8.16983333334
425.08,12.7833333333,6.80226666667,5.8671,7.93546666667,14.2130666666,7.96916666667,37.7908666667,13.9539333333,6.9948,8.20226666666
425.44,12.8017333333,6.83803333333,5.8742,7.96113333333,14.2414666667,7.98706666667,37.8149666667,13.9654666667,7.02153333333,8.21746666666
425.80,12.7652,6.81026666667,5.86633333333,7.9498,14.2345333333,7.9787,37.8097666667,13.9440666667,7.003,8.2236
426.16,12.7577333333,6.80783333333,5.84613333333,7.9308,14.2544666667,7.9544,37.7924,13.9378,6.9814,8.2111
426.51,12.7851333333,6.8273,5.88383333333,7.98493333333,14.2971333333,7.96086666667,37.8099666667,13.97,7.00493333333,8.22959999999
426.87,12.7786,6.84276666667,5.9007,7.9942,14.3064,7.96673333333,37.7912,13.9820666667,7.00406666667,8.22676666667
427.23,12.8098,6.8869,5.93326666667,8.04053333333,14.3378666667,8.0198,37.8505666667,14.0295333333,7.04573333333,8.25700000001
427.58,12.7748,6.88393333333,5.92173333333,8.0026,14.3259333333,7.9931,37.8321,14.0051333333,7.0188,8.25039999999
427.94,12.8118,6.92643333333,5.9632,8.0486,14.3649333333,8.0173,37.9080333333,14.0737333333,7.05886666667,8.2886
428.30,12.8346666667,6.96676666667,6.0161,8.08053333333,14.4314,8.0326,37.9270666667,14.1092,7.09793333333,8.34306666666
428.65,12.7674666667,6.9317,5.9833,8.03226666667,14.3963333333,7.99106666667,37.9077,14.061,7.0486,8.29643333334
429.01,12.8367333333,6.97393333334,6.00633333333,8.09953333333,14.4526666666,8.04716666667,38.0196,14.1233333333,7.10446666667,8.38886666667
429.37,12.823,6.97833333333,6.00283333333,8.09973333333,14.4405333333,8.0326,37.9994333333,14.1037333333,7.078,8.37229999999
429.72,12.876,7.0655,6.05163333333,8.16786666667,14.5123333334,8.0912,38.0418,14.1586,7.1648,8.42416666667
430.08,12.9736,7.1572,6.15086666667,8.26106666666,14.5728,8.2062,38.1838333333,14.254,7.27246666667,8.48933333333
430.44,13.0342666667,7.2345,6.1922,8.31966666667,14.6294,8.26236666667,38.2380666667,14.3092,7.3444,8.51763333333
430.79,13.1104,7.31453333333,6.2773,8.38893333334,14.7173333333,8.36783333333,38.3285333333,14.4127333333,7.42806666667,8.60363333334
431.15,13.1488,7.30863333333,6.2955,8.40320000001,14.7562666667,8.3568,38.3854333333,14.4603333333,7.4462,8.58929999999
431.50,13.1629333333,7.2899,6.28446666667,8.41393333333,14.7498,8.35786666667,38.4265333333,14.4729333333,7.4408,8.57316666666
431.86,13.1383333333,7.2806,6.2511,8.40113333334,14.7124666667,8.32476666667,38.3804,14.4518,7.4022,8.5647
432.22,13.1478666667,7.32053333333,6.24873333333,8.41200000001,14.7012,8.31466666667,38.4429333333,14.4636,7.402,8.57336666667
432.57,13.1795333333,7.38446666667,6.26643333333,8.44286666667,14.7476,8.33633333333,38.4880666667,14.5060666667,7.4468,8.60856666667
432.93,13.1594666667,7.33903333333,6.22633333333,8.4002,14.7060666667,8.298,38.4541666667,14.4809333333,7.40213333333,8.55243333333
433.29,13.201,7.37396666667,6.25943333333,8.4518,14.7545333333,8.3392,38.5564333333,14.5412666666,7.46986666667,8.59706666667
