wavelength,Back_ThrSayf,Belly_ThrSayf,Breast_ThrSayf,Crissum_ThrSayf,Crown_ThrSayf,DorTail_ThrSayf,Patch10_ThrSayf,Patch11_ThrSayf,Rump_ThrSayf,Throat_ThrSayf,WingTip_ThrSayf
348.54,11.5373333333,30.156,19.4033333333,22.5733333333,9.33199999999,9.90133333333,15.2986666667,14.6933333333,14.2376,21.048,8.14380952381
348.91,11.7022666667,30.5110666667,19.7001,22.9501333333,9.50760000001,10.1153333333,15.656,14.9510666667,14.5313733333,21.3205333333,8.39008571428
349.27,11.9536666667,30.8282666667,19.9794333333,23.2562666667,9.79246666667,10.334,15.9491333333,15.2520666666,14.8269466667,21.5931333334,8.58251428572
349.64,12.0052,30.8916666667,19.9624,23.2680666667,9.78873333333,10.1874,15.9052,15.2656,14.8642933333,21.6794,8.4696952381
350.00,11.8858,30.8321333333,19.8479,23.2139333333,9.68746666667,10.0659333333,15.8396666667,15.2066,14.8545333333,21.5784,8.32520952381
350.37,11.9473333333,30.8789333333,19.8916,23.3534666667,9.79793333333,10.1026666667,15.8678,15.241,14.8630533333,21.7321333333,8.35874285713
350.73,11.9106,30.923,19.9595666667,23.3109333333,9.74786666667,10.0019333333,15.8539333333,15.309,14.81712,21.7162666667,8.39627619047
351.10,11.8518,31.0263333333,19.9612666667,23.2786666667,9.76353333334,9.99753333333,15.8552,15.3099333333,14.85332,21.6661333333,8.39853333333
351.46,11.8907333333,31.3002666667,20.066,23.4502,9.8654,10.1802,16.1460666667,15.3878,15.04564,21.9264,8.57639047619
351.83,11.8930666667,31.3962,20.1776666667,23.5583333333,9.85346666666,10.2352,16.1976,15.3945333333,15.1575066667,22.1585333333,8.64178095238
352.19,11.8446666667,31.3873333333,20.0979666667,23.4508666666,9.7746,10.1526,16.1032666667,15.3144666667,15.02012,22.1255333333,8.52295238095
352.55,11.6792666667,31.4872,20.0364,23.4048,9.59873333333,10.0201333333,16.0407333333,15.1531333333,14.8797466667,22.0292,8.38214285713
352.92,11.7840666666,31.6803333333,20.2123666667,23.5543333333,9.75426666666,10.2419333333,16.3098666667,15.3444,15.0804933333,22.0740666667,8.56347619048
353.28,11.8716,31.7995333333,20.3586666667,23.6603333333,9.83079999999,10.3415333333,16.4460666667,15.505,15.13664,22.1471333333,8.60750476191
353.65,11.9365333333,32.0088,20.5964666667,23.7183333333,9.9078,10.4791333333,16.5985333333,15.6065333334,15.2956,22.2094666667,8.65072380953
354.01,11.9464666667,32.0862666667,20.6198666667,23.8358666667,9.9538,10.5843333333,16.7046666667,15.5866666667,15.3679866667,22.2580666667,8.59928571428
354.38,11.9028,31.9845333333,20.5251333333,23.7613333333,9.79026666667,10.5281333333,16.6538666667,15.5134,15.2858666667,22.1861333333,8.4858095238
354.74,11.9208,31.9274,20.5468,23.7578,9.74586666667,10.4096,16.5681333333,15.581,15.2097333333,22.1001333333,8.41442857142
355.11,11.9137333333,32.0642666667,20.6115333333,23.7614,9.82666666666,10.3932666667,16.6672666667,15.7066,15.277,21.9907333333,8.39560952381
355.47,11.9126,32.0546,20.6074666667,23.7432,9.86879999999,10.4054,16.6196,15.6874,15.2919866666,21.9212666667,8.4015047619
355.83,11.9398666667,31.9272,20.5882666667,23.7444,9.88673333334,10.3961333333,16.5631333333,15.7046,15.29576,21.9122666667,8.35714285714
356.20,11.9462666667,31.9873333333,20.6013333333,23.7379333333,9.855,10.392,16.5217333333,15.6318666667,15.2450666666,21.8694666667,8.34100952381
356.56,11.9874,32.1148666667,20.7144666667,23.8230666667,9.88399999999,10.3838,16.6070666666,15.5886,15.3681066667,21.9032666667,8.3279047619
356.93,11.9824666667,32.1146666667,20.7067,23.9224,9.87893333333,10.3066666667,16.6979333333,15.6083333333,15.42328,21.8875333333,8.30065714286
357.29,11.9752,32.166,20.7402333333,23.8975333333,9.79873333333,10.2519333333,16.7041333333,15.5686,15.4455066667,21.8234,8.23620952381
357.66,12.0116,32.2691333333,20.9238,24.0665333333,9.88533333333,10.2718666667,16.8137333333,15.6375333333,15.5194266667,21.9234666667,8.2319904762
358.02,11.9706,32.2500666667,20.9519666667,24.1082,9.89613333334,10.3259333333,16.8644666666,15.6336,15.5464666667,21.9193333333,8.21869523809
358.38,12.1085333333,32.4242666667,21.1178,24.2983333333,10.0348,10.4607333333,17.0641333333,15.737,15.6965066667,22.106,8.35260000001
358.75,12.1504666667,32.5507333333,21.2722666667,24.4814666667,10.0451333333,10.4996666667,17.2642666667,15.8131333333,15.8266933333,22.2269333333,8.36942857142
359.11,12.2355333333,32.7600666666,21.4966666667,24.6684,10.1480666667,10.5696666667,17.4724666667,15.9537333333,15.96756,22.3702666667,8.44298095237
359.48,12.1587333333,32.8587333333,21.5138333333,24.7360666667,10.1176666667,10.5031333333,17.4844666667,15.986,15.99916,22.4476666667,8.36996190476
359.84,12.2338,33.0248,21.5699333333,24.8837333333,10.1565333333,10.5546666667,17.5935333333,16.1174666667,16.1219066667,22.564,8.42609523809
360.20,12.2866666667,33.2066666667,21.6759666667,24.9820666667,10.2052666667,10.6522,17.6791333333,16.1932666667,16.21084,22.6134,8.46720000001
360.57,12.3445333333,33.3132,21.7556,25.1363333333,10.2702666667,10.6807333333,17.7606,16.3436,16.2575066667,22.6736666667,8.50924761905
360.93,12.4286666667,33.5513333333,21.8381,25.2002666667,10.3445333333,10.736,17.8834666667,16.3879333333,16.3597333333,22.7268666666,8.61394285714
361.29,12.5341333333,33.8134666667,21.9551666667,25.3244,10.4295333333,10.7882,18.0153333333,16.5104666667,16.53076,22.8982666667,8.66638095238
361.66,12.4966666667,33.8475333333,21.9034666667,25.3095333333,10.3498666667,10.7358666667,17.9399333333,16.4836,16.4937466667,22.8324666667,8.5492095238
362.02,12.5791333333,33.9034666667,21.9905666667,25.3524,10.4558,10.7979333333,17.9838666667,16.5219333333,16.5082533333,22.8668666667,8.62029523809
362.39,12.6109333333,33.9899333334,22.0272333333,25.4046666667,10.5346,10.8812666667,17.9990666667,16.5498666667,16.52852,22.9288,8.66480952381
362.75,12.5940666667,33.9598666667,22.0552,25.4195333333,10.5432,10.8913333333,18.0354666667,16.5199333333,16.5257866667,22.9201333333,8.64587619048
363.11,12.4524,33.8962666667,21.9947666667,25.3177333333,10.4748666667,10.7844,17.9082666667,16.3801333333,16.355,22.8057333333,8.51388571429
363.48,12.5838666667,34.0556,22.1372,25.4527333333,10.5578666667,10.8726,17.9718,16.4992,16.40112,22.9406666667,8.57841904763
363.84,12.6446,34.1502666667,22.2027666667,25.472,10.6626,10.9280666667,18.0411333333,16.4710666667,16.4841733333,23.0193333333,8.66626666667
364.20,12.7649333333,34.2643333333,22.2998666667,25.6429333333,10.7720666667,11.0168666666,18.1191333333,16.6264,16.58424,23.1134666666,8.72678095239
364.57,12.7256,34.2705333333,22.2635333334,25.6164666667,10.7422,10.9529333333,18.1070666666,16.5721333333,16.5022266667,23.012,8.66969523809
364.93,12.769,34.2596,22.3356666667,25.6464,10.7662666667,10.9669333333,18.1283333333,16.5611333333,16.55196,23.0280666667,8.68161904763
365.29,12.7372666667,34.3470666667,22.3024666667,25.6843333334,10.6664666667,10.9026666667,18.0701333333,16.5851333333,16.5589866667,23.0640666667,8.62773333334
365.66,12.6804666667,34.3510666667,22.2663666667,25.6120666667,10.5594,10.7747333333,18.0481333334,16.5432,16.5326666667,22.9671333333,8.50995238095
366.02,12.776,34.4960666667,22.3424666667,25.6652,10.653,10.798,18.0998666666,16.6242666667,16.5996933333,23.0335333333,8.54865714287
366.38,12.889,34.5113333333,22.4163666667,25.7344,10.7349333333,10.8941333333,18.1611333333,16.6971333334,16.70716,23.0905333333,8.59313333334
366.75,12.8138,34.4764,22.3616666667,25.6894,10.6856666667,10.8334666667,18.1313333333,16.6499333333,16.6714266667,23.0366,8.54719999999
367.11,12.8189333333,34.5710666667,22.4307,25.736,10.6353333333,10.8237333333,18.1208666667,16.6876666667,16.70992,23.0646,8.50177142857
367.47,12.7552,34.6262666667,22.4025666667,25.7562666667,10.5572666667,10.7718666667,18.1369333333,16.6025333333,16.7193733333,23.1238,8.43835238096
367.84,12.9043333333,34.7683333333,22.6081333333,25.8888666667,10.6076,10.9262,18.2508666667,16.7527333333,16.82036,23.3385333333,8.54340952381
368.20,12.954,34.8660666667,22.6782,26.0144666667,10.7274666667,10.9734666667,18.3426666667,16.851,16.84032,23.4724,8.57608571428
368.56,12.9267333333,34.9234,22.7861333333,26.1024,10.7784,10.9921333333,18.3687333334,16.8318666667,16.8841866667,23.4476666667,8.51877142857
368.93,13.1281333333,35.0644666667,22.9397666667,26.2413333333,10.9708,11.1804,18.5422666667,16.9762666666,17.0078666667,23.5660666667,8.66781904762
369.29,13.2444,35.1619333333,23.0769333333,26.36,10.9996,11.2042666667,18.6846,17.0442666667,17.1437066667,23.7108666667,8.73727619048
369.65,13.1786666667,35.2756,23.1045333333,26.4469333333,10.9238,11.1201333333,18.691,17.0328,17.0989866667,23.6628,8.69624761904
370.01,13.1436666667,35.3672666667,23.1484666667,26.4356666667,10.9233333333,11.0442666667,18.6782,16.9984666667,17.1010933333,23.6954,8.57374285715
370.38,13.1882,35.5014666667,23.2145666667,26.57,10.9712,11.0824,18.7838666667,17.0336,17.12848,23.8157333333,8.57786666667
370.74,13.2349333333,35.4975333333,23.2612333333,26.5934,11.0017333333,11.1086666666,18.8354666667,17.0592,17.1786933333,23.7840666667,8.54248571428
371.10,13.176,35.5762,23.3101333333,26.7117333334,11.0238666667,11.0447333333,18.8158,16.9532,17.2145466667,23.7266,8.47152380953
371.46,13.1927333333,35.7330666667,23.3759,26.7354,10.9617333333,11.0254,18.7816,16.9397333333,17.1959333333,23.7116,8.43647619048
371.83,13.3030666667,35.8135333333,23.4044333333,26.7597333333,11.0358666667,11.1077333333,18.863,16.9995333333,17.2726266667,23.8286,8.54987619047
372.19,13.2812,35.9391333333,23.4539666667,26.9011333333,11.0414666667,11.0601333333,18.8592666667,17.0011333333,17.3079866667,23.9448,8.52257142858
372.55,13.2515333333,36.093,23.4349,27.0119333333,11.0434,11.0738,18.8696,16.9440666667,17.2686533333,23.9242,8.4136
372.92,13.4766666667,36.3624,23.6396666667,27.2448666667,11.2767333333,11.3021333334,19.1217333333,17.1545333333,17.4552,24.1648666667,8.57902857142
373.28,13.5273333333,36.4800666667,23.7254666667,27.3973333333,11.3193333333,11.3390666667,19.187,17.1500666667,17.5021066667,24.1570666667,8.6156095238
373.64,13.5066,36.5036666667,23.6984333333,27.3556,11.3371333334,11.3602666667,19.1336666667,17.0882,17.4508933333,24.0915333333,8.58894285714
374.00,13.5132,36.6243333333,23.8290666667,27.4380666667,11.365,11.3543333333,19.0872666667,17.0876666667,17.40872,24.1316,8.58218095238
374.37,13.4584,36.6028666667,23.7243333333,27.4038666667,11.2935333333,11.2722666667,19.0048,17.0874,17.2919466667,24.0442666667,8.48680000001
374.73,13.5243333333,36.6336666667,23.8668,27.5331333333,11.4361333333,11.3745333333,19.1213333333,17.1221333333,17.4416266667,24.1958,8.55853333333
375.09,13.4828,36.7057333333,23.9145666667,27.6257333334,11.4314,11.3098666667,19.0985333333,17.1109333333,17.42728,24.182,8.46437142857
375.45,13.6084666667,36.8826,24.0187,27.7728,11.5385333333,11.403,19.2771333333,17.2197333333,17.55728,24.349,8.54847619048
375.81,13.7324,37.0668,24.2352666667,27.943,11.6804,11.4992666667,19.3594666667,17.3688666667,17.6957733333,24.5380666667,8.66366666667
376.18,13.6553333333,36.9832,24.2442666667,27.8907333333,11.6048,11.3954666667,19.2318666667,17.3134666667,17.6692666667,24.4710666667,8.61804761904
376.54,13.6539333333,36.9774666667,24.2219,27.8964,11.6076,11.3976666667,19.2067333333,17.3655333333,17.6584666667,24.5357333333,8.65875238095
376.90,13.7458,37.1572666667,24.4385666667,28.1308666667,11.7228666667,11.4488,19.3285333333,17.4905333333,17.7947866667,24.7142666667,8.80002857143
377.26,13.7376666666,37.2176666667,24.4518,28.1682,11.758,11.4370666667,19.3663333333,17.5042,17.77272,24.6982,8.79185714285
377.63,13.9045333333,37.4094666666,24.6643333333,28.3491333333,11.9516,11.5946666667,19.5258666667,17.6223333333,17.97656,24.9739333333,8.91788571429
377.99,13.8332,37.4318666667,24.6015333333,28.3337333333,11.8564,11.4795333333,19.4280666667,17.5306666667,17.8972133333,24.8764666667,8.8356
378.35,13.9116,37.5490666667,24.6484666667,28.3958666666,11.8824666667,11.4873333333,19.4400666667,17.5778,17.8967866667,24.9182666666,8.80235238095
378.71,13.8869333333,37.5,24.6972333333,28.4142,11.8612666667,11.4691333333,19.2956666666,17.5074,17.9127333334,24.8478666667,8.75496190475
379.07,13.811,37.4893333333,24.6897333333,28.3712666667,11.8024,11.4082666667,19.2587333333,17.436,17.8725333333,24.7917333333,8.70528571429
379.44,13.8698666667,37.5373333333,24.7327333333,28.4327333333,11.8371333333,11.4281333333,19.2852666667,17.4068666667,17.8784266667,24.8693333333,8.67256190475
379.80,13.9556,37.6973333334,24.822,28.5811333333,11.9263333333,11.4700666667,19.3481333333,17.4329333333,17.9628133333,24.9634666667,8.73818095238
380.16,14.0368666667,37.7881333333,24.9081,28.6587333333,12.0106,11.5214666667,19.4124666667,17.5202666667,18.01972,25.0058,8.70663809525
380.52,14.1933333333,37.9698666666,25.0535333333,28.7984666667,12.185,11.6865333333,19.5230666667,17.6642,18.17624,25.257,8.84640952381
380.88,14.2386,38.0312,25.1117,28.8333333333,12.2298,11.7006,19.5189333333,17.6832666667,18.1836266667,25.2462666667,8.91795238095
381.24,14.3564,38.2235333333,25.2548,29.0546666667,12.3634,11.8062666667,19.5929333333,17.8051333333,18.2738666666,25.3993333333,8.97602857142
381.61,14.3308,38.198,25.2514,29.0718666667,12.4205333333,11.7995333333,19.5821333333,17.8024,18.2938133333,25.4114,9.03785714286
381.97,14.3760666667,38.4109333333,25.3830333333,29.2338666667,12.5287333333,11.8393333333,19.6408,17.8840666667,18.2983333333,25.5202666667,9.06950476191
382.33,14.4255333333,38.4366666667,25.408,29.2930666667,12.5668,11.8739333333,19.6098666667,17.9208666667,18.2782,25.5300666667,9.0730952381
382.69,14.4332666667,38.5699333333,25.5064333333,29.3960666667,12.6142,11.862,19.609,17.9306666667,18.3140933333,25.5646666667,9.08385714285
383.05,14.4616666667,38.6268666667,25.5907333333,29.4732,12.6224666667,11.8688,19.5726666667,17.9189333333,18.29968,25.6165333333,9.05416190477
383.41,14.3321333333,38.6026,25.4620333333,29.3714666667,12.4779333333,11.6986,19.3584,17.7594666666,18.13052,25.5288,8.90418095238
383.77,14.2078666667,38.5663333333,25.4196,29.3886,12.3666,11.5544666667,19.2697333334,17.6588666667,18.07348,25.4398,8.79783809524
384.14,14.1191333333,38.534,25.3454333333,29.4012666667,12.3076,11.4552666667,19.1644,17.6016,17.9636133333,25.3868,8.68522857143
384.50,14.0172666667,38.4796666667,25.2302666667,29.3030666667,12.2289333334,11.3367333333,19.0278,17.4994666667,17.8674133333,25.3274666667,8.59434285714
384.86,14.0599333333,38.5626,25.3241,29.4162,12.2346666667,11.3962666667,19.0234666667,17.4956666667,17.8666266666,25.3597333333,8.6001904762
385.22,14.0252666666,38.4877333333,25.3034,29.3244,12.2334666667,11.3598,18.9893333333,17.4138666667,17.79876,25.3530666667,8.58751428571
385.58,14.0978666667,38.6155333333,25.4215666667,29.5020666667,12.3340666667,11.4442666666,19.0615333333,17.4682666667,17.9025866667,25.4652666667,8.71362857143
385.94,14.2078666667,38.7038,25.5434333333,29.6331333333,12.4437333333,11.5226,19.1170666667,17.5764666667,17.9404266667,25.6120666667,8.78094285715
386.30,14.1525333333,38.7000666667,25.5503,29.6121333333,12.4246666667,11.4807333333,19.0595333333,17.5342,17.8957733333,25.5859333333,8.71767619047
386.66,14.1822666666,38.7583333333,25.6403333333,29.683,12.4398,11.5140666667,19.0535333333,17.5197333333,17.9187333333,25.6466,8.7141904762
387.03,14.2712,38.8342666667,25.6842,29.6982,12.4822,11.5389333333,19.0206666667,17.5092,17.91108,25.7228,8.7422952381
387.39,14.2685333333,38.8789333333,25.7570333333,29.7186666666,12.5214666666,11.5678,19.01,17.4369333333,17.9514533333,25.738,8.74724761904
387.75,14.3091333333,38.9504666667,25.8583333333,29.8062,12.5679333333,11.6345333333,19.0274666667,17.4233333333,17.9778133333,25.8050666667,8.82003809523
388.11,14.3804,39.0956666667,25.9420333333,29.8942666667,12.6481333333,11.6541333333,19.0800666667,17.4490666667,18.0500133333,25.9582,8.85430476191
388.47,14.2771333333,39.0973333333,25.8971666667,29.8976666667,12.5598,11.576,18.9531333333,17.4188666667,17.9689466667,25.9082,8.78804761904
388.83,14.2184,39.0014,25.8717666667,29.831,12.5294666667,11.4873333333,18.8267333333,17.3382666667,17.8438666667,25.865,8.67030476191
389.19,14.1072,38.9994666667,25.7877666666,29.8026666667,12.4354,11.3883333333,18.6763333333,17.2036666667,17.7610533334,25.8232,8.55266666666
389.55,14.1744,39.1268,25.8791,29.9370666667,12.5394666667,11.4447333333,18.703,17.2283333333,17.7977466667,25.9256666667,8.58910476191
389.91,14.2224,39.1593333333,25.9404,30.0224666667,12.6189333333,11.4945333333,18.6724,17.2732666667,17.7998933333,26.0096666666,8.61864761904
390.27,14.187,39.2413333333,25.9824333333,30.1180666667,12.6442666667,11.4794666667,18.626,17.2984666667,17.79776,26.0340666666,8.61929523809
390.63,14.2117333333,39.2848,26.0449333333,30.1936,12.6556,11.4673333333,18.5903333333,17.3374,17.7360133333,26.1146666667,8.62227619047
391.00,14.2512666667,39.3902,26.1108666667,30.3058,12.7145333333,11.4517333333,18.5954666667,17.4007333333,17.74884,26.1840666667,8.60847619047
391.36,14.2376,39.4221333333,26.1533333333,30.3389333333,12.7159333333,11.4322666667,18.5126666667,17.4134666667,17.7006,26.1712666666,8.59317142857
391.72,14.3644666667,39.5735333333,26.242,30.4994666667,12.8193333333,11.5383333333,18.5864666666,17.4714666667,17.7939466667,26.2993333333,8.66263809524
392.08,14.4256,39.6580666667,26.2876333333,30.5602,12.8712,11.5653333333,18.5822666667,17.4888,17.8125866667,26.3996,8.68413333334
392.44,14.4106666667,39.7038,26.3114333333,30.5968666667,12.8686,11.5220666667,18.5352666667,17.4552666667,17.7707333333,26.4387333333,8.66619047619
392.80,14.3706,39.6660666667,26.2871666667,30.604,12.8373333333,11.4885333333,18.4522666667,17.4168,17.737,26.4098,8.64472380953
393.16,14.3035333333,39.6801333333,26.2671333333,30.6194,12.8328,11.4083333333,18.3992,17.3302,17.6938933333,26.3904,8.60458095238
393.52,14.2848666667,39.6615333334,26.2497333333,30.6315333333,12.8224,11.3982,18.3445333333,17.2504666667,17.6413733333,26.3968666667,8.54591428571
393.88,14.3075333333,39.7516,26.2598333333,30.7002666667,12.8724,11.3696666667,18.2939333334,17.2170666667,17.6517066667,26.4422,8.55905714287
394.24,14.2924,39.6992666667,26.2425,30.6964666667,12.8486,11.3144,18.2134,17.1383333333,17.5967466667,26.4459333333,8.5384095238
394.60,14.2294666667,39.5971333333,26.1662,30.6706,12.835,11.2678666667,18.1098666667,17.0142666666,17.5064133333,26.4536666667,8.52149523809
394.96,14.1754666667,39.5338,26.1297666667,30.6431333333,12.8283333333,11.1700666667,17.9652666667,16.9311333333,17.39496,26.4219333333,8.45448571429
395.32,14.1309333333,39.5405333333,26.1316,30.6632666667,12.838,11.1471333333,17.8803333333,16.8657333333,17.35464,26.4394666667,8.46453333333
395.68,14.193,39.5988666667,26.1465666667,30.6982,12.9349333333,11.2252,17.8562,16.8897333333,17.3843466667,26.4624,8.55984761905
396.04,14.285,39.7086666667,26.2433666667,30.7760666667,13.0534,11.2772,17.8858666667,16.9734,17.4138266667,26.5838,8.61210476191
396.40,14.3552,39.7293333333,26.3028333333,30.8347333333,13.1276,11.3536666667,17.8820666667,16.9672,17.4567066667,26.6738,8.70516190476
396.76,14.2851333333,39.6821333333,26.2835666667,30.7787333333,13.1036666667,11.2771333333,17.7760666667,16.8862,17.3702,26.6192666666,8.65864761904
397.12,14.2978,39.7422,26.3472666667,30.837,13.1441333333,11.3224666667,17.76,16.8908666667,17.37428,26.6928,8.70269523808
397.48,14.2667333333,39.7786,26.3703333333,30.8336,13.1644666667,11.3306666667,17.6987333333,16.8817333333,17.3285333333,26.6937333333,8.69564761905
397.84,14.28,39.9419333333,26.4386333333,30.9154666667,13.1932666667,11.2956,17.6928666667,16.9337333334,17.3126266667,26.7714666667,8.69583809523
398.20,14.283,39.9781333333,26.4593333333,30.9323333333,13.2142666667,11.3079333333,17.6610666667,16.8924666667,17.31884,26.8306,8.69609523809
398.56,14.3233333333,40.1259333333,26.5140666667,31.0419333333,13.2107333333,11.3092666667,17.6643333333,16.9228666667,17.3323733333,26.8480666667,8.72444761905
398.92,14.2808,40.087,26.4904333333,31.0724,13.164,11.2663333333,17.6188666667,16.8464,17.2675066667,26.8232,8.70160000001
399.28,14.2096,40.0380666667,26.401,31.0710666667,13.0642666667,11.1701333333,17.4758,16.7448,17.1365466667,26.7888666667,8.64768571429
399.64,14.2598,40.1424,26.4539333333,31.1450666666,13.1137333333,11.1884,17.5017333333,16.8120666666,17.14316,26.8533333333,8.68339047619
400.00,14.3172666667,40.2174,26.4866666667,31.228,13.1845333333,11.212,17.4845333333,16.8106666667,17.1424133333,26.9427333333,8.75367619048
400.36,14.3376666667,40.2173333333,26.4815,31.2791333333,13.2209333333,11.2011333333,17.4706666666,16.8127333333,17.1232,26.9732666667,8.74820952381
400.72,14.4236,40.2476,26.5407,31.3455333333,13.274,11.2274666667,17.4854666666,16.8038,17.14716,27.0597333333,8.78931428572
401.08,14.4359333333,40.2315333333,26.5417,31.3754,13.2836666667,11.2172,17.4177333333,16.7540666667,17.1686133333,27.0893333333,8.77295238095
401.44,14.4972,40.3024666667,26.6045666667,31.4530666667,13.3221333333,11.2270666667,17.4078666667,16.7496666667,17.15284,27.0991333333,8.83074285714
401.80,14.4842666667,40.2639333333,26.5876666667,31.4575333333,13.3556,11.2040666667,17.3208666667,16.6664,17.0895866667,27.1194,8.79657142858
402.16,14.5354,40.3433333333,26.6777,31.5572666667,13.4366666667,11.2491333333,17.3183333333,16.683,17.0720933333,27.2104666667,8.8031047619
402.52,14.5324,40.3830666667,26.7229333333,31.573,13.487,11.2288666667,17.272,16.6164666667,17.0700533333,27.2344666667,8.79411428572
402.88,14.5069333333,40.3731333333,26.6899,31.6466,13.5114666667,11.1924,17.1690666667,16.5786,17.028,27.236,8.79370476191
403.24,14.5812666667,40.4590666667,26.7583333333,31.7476,13.5562,11.254,17.1570666667,16.6167333333,17.05192,27.3270666667,8.83022857143
403.60,14.5154,40.3652666667,26.682,31.6898,13.4736666667,11.1912,17.0048,16.5032,16.93576,27.2247333333,8.74128571429
403.95,14.507,40.4352666667,26.7246666667,31.7806,13.5030666667,11.2238666667,16.9856666667,16.5034,16.9192933333,27.2565333333,8.77299047619
404.31,14.5551333333,40.4467333333,26.7559333333,31.8174666667,13.5763333333,11.2824666667,16.9754666667,16.5172666667,16.9130133333,27.2572,8.81188571429
404.67,14.5324,40.4614,26.7447666667,31.8622,13.5797333333,11.2673333333,16.9518,16.5267333333,16.91272,27.3002,8.80869523809
405.03,14.5035333333,40.4434666667,26.7045,31.8604666667,13.5822666667,11.2321333333,16.9022666667,16.4916,16.8712933333,27.3044666666,8.78913333334
405.39,14.4798666667,40.5024666667,26.6722,31.8632,13.5802,11.1799333333,16.8387333333,16.4703333334,16.8585066667,27.3373333333,8.77571428571
405.75,14.4885333333,40.5058666667,26.6782333333,31.9234666667,13.6018,11.2374666667,16.8266,16.4815333334,16.8646266667,27.3676,8.82540952381
406.11,14.4447333333,40.4742666667,26.6309333333,31.8694666667,13.5442666667,11.1992,16.7346666667,16.4046,16.7817066667,27.3248666667,8.76873333334
406.47,14.4058666667,40.4724,26.5894666667,31.891,13.5503333333,11.1631333333,16.6852666667,16.352,16.7414933333,27.3012666667,8.76140000001
406.83,14.4644666667,40.5948666667,26.6820333333,31.9988666667,13.6533333333,11.2006666666,16.7292,16.3949333333,16.79492,27.4197333333,8.84991428572
407.19,14.3793333334,40.5284666667,26.5644,31.9445333333,13.5797333333,11.0852,16.5710666666,16.277,16.6876,27.3702666667,8.76451428571
407.55,14.3089333333,40.5178,26.5069333333,31.9592,13.5217333333,11.0109333333,16.5142666667,16.1866666666,16.6096133333,27.3824666666,8.72929523809
407.90,14.2588666667,40.5443333333,26.5013666667,32.0022666667,13.4668,10.9425333333,16.4165333333,16.0878,16.5347733333,27.3922,8.66391428571
408.26,14.2486,40.5342666667,26.5031333333,31.98,13.4718666667,10.9179333333,16.3632,16.0800666667,16.5065733333,27.3580666667,8.64124761905
408.62,14.2264666667,40.449,26.5001666666,31.9869333333,13.472,10.9079333333,16.3055333333,16.0435333333,16.4677333333,27.3410666667,8.64047619047
408.98,14.2262,40.4630666667,26.4780333333,31.9768,13.4574666667,10.8546666667,16.2289333333,15.9967333333,16.4140666667,27.3620666667,8.62118095237
409.34,14.2512,40.5853333333,26.5678333333,32.1159333333,13.5288,10.8873333333,16.2546,16.0442,16.4483866667,27.4866,8.66564761905
409.70,14.22,40.5469333333,26.5415,32.1148666667,13.5106,10.8079333333,16.1836666667,16.0008666667,16.3824666667,27.4620666667,8.62715238095
410.06,14.1675333333,40.543,26.4895666667,32.115,13.4679333333,10.7768,16.0888666667,15.9526,16.3171466667,27.4621333333,8.59381904762
410.42,14.1301333333,40.5328666667,26.4733333333,32.1130666667,13.4649333333,10.7486,16.0413333333,15.9121333334,16.2837333333,27.4511333333,8.58312380953
410.77,14.127,40.63,26.5323666667,32.1839333333,13.4632666667,10.7369333333,15.9817333333,15.9114,16.3001866667,27.4837333333,8.57002857143
411.13,14.1484,40.6086,26.5345333333,32.1845333333,13.5202666666,10.7647333333,15.9688,15.9026666667,16.2779466667,27.5057333334,8.61336190475
411.49,14.103,40.6457333333,26.5147666667,32.2234,13.4648666667,10.7265333333,15.8827333333,15.8190666667,16.1982666667,27.5587333333,8.58376190476
411.85,14.1142666667,40.6998,26.5205333333,32.2392,13.4751333334,10.7342,15.8536666667,15.7978,16.1705333333,27.5906,8.59927619047
412.21,14.1058666667,40.7256666667,26.5174,32.2536,13.4585333333,10.7072666667,15.8194,15.7643333334,16.1134,27.5744,8.58664761904
412.57,14.0857333333,40.6800666667,26.4444666667,32.1920666667,13.4112666667,10.6478,15.7548666667,15.6880666667,16.0290933333,27.5232,8.55454285713
412.92,14.1048666667,40.7779333333,26.5018666667,32.2672,13.456,10.7193333333,15.7437333333,15.701,16.0454266667,27.5960666667,8.59642857143
413.28,14.1108666667,40.7916,26.5327,32.3010666667,13.4378666667,10.7058,15.7452666667,15.6728,16.0276,27.6153333333,8.56855238095
413.64,14.1667333333,40.8692,26.6002333333,32.3688666667,13.5317333333,10.7358666667,15.7701333333,15.7073333333,16.0368533333,27.6936,8.61018095237
414.00,14.1766666667,40.8752,26.6045333333,32.3681333333,13.562,10.7448,15.7536666667,15.6873333333,15.9807733333,27.7172,8.63845714287
414.36,14.1690666667,40.8842666667,26.5999,32.4252,13.5696,10.7392666667,15.718,15.6942666667,15.9754266667,27.723,8.6167047619
414.72,14.1892,40.8848,26.6149,32.4776,13.6163333334,10.7780666667,15.7069333333,15.7337333333,15.9981066667,27.7661333333,8.64960000001
415.07,14.1773333333,40.8855333333,26.6082,32.5095333333,13.6192666667,10.7498,15.6642,15.6999333333,15.9707333333,27.7722,8.63702857142
415.43,14.1638666667,40.9188,26.5941333333,32.5307333333,13.6665333333,10.7729333333,15.648,15.6982,15.98648,27.8017333333,8.67299999999
415.79,14.1915333333,40.9663333333,26.6177666667,32.6166666667,13.7021333333,10.7900666667,15.6338666667,15.681,16.0123866667,27.8408666667,8.69963809525
