wavelength,Back_ThrSayf,Belly_ThrSayf,Breast_ThrSayf,Crissum_ThrSayf,Crown_ThrSayf,DorTail_ThrSayf,Patch10_ThrSayf,Patch11_ThrSayf,Rump_ThrSayf,Throat_ThrSayf,WingTip_ThrSayf
201.95,19.6012,25.812,32.9345666667,33.9600666667,23.4187333333,29.8575333333,14.8148,30.9971333333,16.54704,24.2735333333,19.9103619048
202.33,14.1283333333,21.0397333333,28.8685666667,31.2537333333,19.1436666667,21.7124666667,7.0948,22.6910666667,14.6789066667,17.8592666667,14.0587523809
202.71,4.53333333332,12.5333333333,17.9333333333,26.0,11.1333333333,15.3333333333,-3.0,14.0,3.91999999999,8.86666666666,7.64761904762
203.09,2.97026666666,8.7128,16.9966,24.6864666667,6.66673333334,9.63706666666,-5.41260000001,9.24099999999,0.237746666674,4.68659999999,1.65955238097
203.47,12.4092,20.198,26.7656,36.6336,15.9076,13.2012666667,3.69626666665,19.7358666667,9.42578666667,14.3894,11.8245333333
203.85,-7.03186666667,10.1370666666,17.0776,28.9498666667,-4.29240000002,-10.7762666667,-24.0182666667,5.57093333334,-12.0548266667,-2.64833333334,-8.59749523809
204.22,-5.33339999999,14.0000666667,22.5714333333,33.5238,-1.71433333334,-12.8572,-24.3808666667,10.5715333333,-7.88568,-3.52393333333,-8.63935238095
204.60,-37.7778,-12.9998000001,-4.27779999999,18.6666666667,-35.7778,-51.1111333334,-53.2222666667,-18.5555333333,-41.4667066667,-37.1109333333,-34.7776952381
204.98,-95.6589333333,-54.2634666667,-37.5968333334,-2.63573333333,-91.9378666666,-106.046466667,-108.372066667,-60.6202666667,-94.9767066666,-87.4417333333,-81.3290190477
205.36,-103.188333333,-69.4204666667,-45.2899333334,-13.4782,-102.4638,-120.724666667,-109.130466667,-66.6667333333,-106.63776,-94.6378000001,-94.4100476191
205.74,-80.3846666666,-48.7180666667,-20.8975333333,1.7948,-85.7691999999,-93.8460666666,-77.8203333333,-41.0256,-87.0513333335,-64.6154666667,-73.7728761905
206.12,-65.1190666667,-40.2379999999,-8.09526666666,6.9048,-73.2142666667,-84.9999333333,-64.9999333333,-26.3095333333,-69.0953333334,-47.2616666667,-62.8400285714
206.50,-54.8717333333,-32.7179333333,-5.43593333334,12.1026666667,-62.5640000001,-65.9485333333,-52.8204000001,-13.5384666667,-56.6973999999,-40.5128,-48.2052
206.87,-104.202933333,-77.1015333332,-38.0435666668,-7.97093333334,-120.7246,-116.086933333,-108.550666667,-50.7246,-109.941933333,-91.4492666666,-98.4056857143
207.25,-97.3584,-80.3772000001,-42.9560333334,-14.0880666667,-110.6918,-108.176066667,-100.2516,-59.3711333333,-103.547266667,-87.0440666667,-100.628923809
207.63,-162.883,-140.180266667,-92.8829333333,-49.9099333333,-187.747733333,-178.198266667,-159.639533333,-108.648666667,-185.261266667,-154.054066667,-175.315247619
208.01,-191.851933333,-146.1728,-95.6789333332,-42.9629999999,-221.234533334,-214.074,-193.827133333,-101.481466667,-222.419786667,-183.209866667,-225.326190476
208.39,-84.5614666667,-57.8948666666,-32.5438999999,3.15793333328,-117.7194,-122.982533333,-96.1404666667,-35.0875999999,-119.017546667,-89.4736666665,-135.639095238
208.77,-67.7520000001,-34.8837999999,-26.4340000001,15.969,-101.395266667,-90.2326,-82.3256666667,-28.5271333333,-89.6124533334,-63.2558000001,-108.061990476
209.14,-70.5427333334,-45.4263333334,-39.3024000001,7.28680000001,-96.2791333333,-94.2635333333,-84.3409333334,-29.4574,-98.7596400001,-68.9922666666,-109.590238095
209.52,-67.8261333333,-49.8550666667,-41.8115666667,8.11586666667,-91.0145333333,-83.3334666666,-78.4059333333,-27.6811333333,-96.6086399999,-69.4202666667,-100.952428571
209.90,-115.7576,-93.9395333332,-88.3838333335,-15.1515333334,-151.9192,-145.8586,-135.959733333,-68.8888666666,-157.414106667,-115.151533333,-166.984142857
210.28,-62.1211999999,-52.8786000001,-48.4091333333,10.0,-92.1212,-83.9394,-80.4544,-30.0,-97.0909333333,-55.1515333334,-107.034609524
210.66,-15.3938666667,-8.48486666668,-4.78773333333,40.7272,-36.7271999999,-27.0302666667,-30.303,12.3637333333,-45.4303333333,-6.18186666668,-51.0130095238
211.03,-43.7397999999,-34.7968666665,-24.9593666667,35.9349333333,-70.5691333334,-67.4798,-68.4554666666,-9.91866666666,-72.7480133333,-29.2684,-89.7794571429
211.41,-32.8786666667,-28.9392666667,-21.2879,32.7273333333,-67.2726666666,-61.2120666667,-55.4546666667,-10.7576,-63.1515600001,-20.9091333333,-71.7099904763
211.79,-93.3334,-79.9999999999,-64.2221666666,5.55553333335,-126.888866667,-112.222266667,-112.888933333,-41.111,-120.577693333,-62.6668,-122.730152381
212.17,-90.4444,-90.4444,-62.8890333333,-13.111,-128.2222,-127.5556,-110.0,-29.9999333333,-123.02224,-68.2222,-126.063361905
212.55,-151.666666667,-146.666666667,-98.8333333333,-41.0,-208.0,-201.666666667,-170.0,-69.3333333333,-181.466666667,-126.333333333,-201.047619048
212.92,-127.2,-119.2,-92.2666666667,-42.1333333333,-181.066666667,-176.266666667,-152.8,-70.1333333333,-158.933333333,-109.866666667,-189.866666667
213.30,-97.9166666667,-80.8333333334,-66.4583333333,-39.7916666667,-132.083333333,-119.166666667,-118.333333333,-49.5833333334,-120.916666667,-75.4166666667,-145.238095238
213.68,-64.5613333333,-53.6843333334,-48.4210333334,-30.3509333333,-98.2455333333,-88.5966000001,-86.4913333333,-20.5262666667,-95.5438933333,-50.5264666667,-99.2731809524
214.06,-49.9145999999,-40.3418666666,-39.9145666666,-27.8632666666,-89.9146000001,-82.2221333333,-78.6324666666,-20.1709333333,-80.10256,-44.9572666667,-80.2442666666
214.44,-9.68766666667,1.875,-0.00016666666,6.77066666668,-30.5210666667,-23.3336,-24.3753333334,6.56233333334,-27.0627733334,-2.81246666666,-17.1280571428
214.81,-16.4816666667,-6.2962,-3.56466666666,4.99993333333,-31.0186,-22.6852666666,-27.9630666667,-0.277933333334,-29.0926933333,-10.8334,-22.0104761905
215.19,-25.6621333333,-15.9817333333,-10.5934333333,0.27379999998,-36.1644666666,-27.5798,-35.5251333333,-9.77173333334,-38.0273733334,-19.4519333333,-29.8889904762
215.57,-22.6839333333,-11.2552666667,-3.20343333332,5.54126666668,-29.0908,-20.6926,-31.6016666667,-8.83119999999,-33.6622533333,-14.6320666667,-26.8644857143
215.95,-2.17393333334,1.15939999999,12.4999,19.7102,-9.13046666667,-3.55079999999,-13.7681333333,9.20293333333,-13.21736,4.56526666668,-9.3271904762
216.32,-7.03193333334,-3.19633333332,16.3927,19.5435333333,-10.6848666667,-2.3744,-16.5297333333,7.12333333333,-16.1278666667,2.10046666666,-11.0372095238
216.70,-7.60399999998,-3.22886666666,21.8229,28.7501333333,-10.5206,0.729266666654,-13.6456,8.02106666666,-12.66648,3.33353333336,-8.18443809525
217.08,-22.9239333333,-12.1638,17.8947,27.2514666667,-19.0642666667,-9.00593333333,-23.0409333333,-3.041,-18.6432666667,-10.7602,-23.1747047619
217.46,-49.0124000001,-30.8642666667,-1.48156666666,10.9877333333,-34.1977333333,-25.432,-38.0246666667,-17.5308,-39.0616666667,-31.1111333333,-47.2839714286
217.83,-74.4443999999,-59.0475333333,-16.1110666667,0.952399999987,-51.5872666667,-38.8888,-57.9365333333,-31.1112,-58.8253733334,-54.1271333333,-86.6214190476
218.21,-79.3161999999,-59.9999333333,-15.3847,2.735,-57.0938666667,-41.1965999999,-60.5127333334,-35.3846,-55.3162133333,-41.3674666666,-93.5531619047
218.59,-60.202,-49.495,7.37363333334,26.2626666667,-53.3333333333,-27.8787333333,-47.8787999999,-22.2221333333,-40.8485333333,-4.84846666667,-90.9668095239
218.97,-209.091,-196.969733333,-34.2424,38.1819333334,-202.424266667,-112.7272,-175.151533333,-130.909133333,-156.242453333,-49.0909333333,-307.792209524
219.34,626.666666666,440.0,285.333333333,73.3333333333,662.666666666,434.666666667,554.666666667,417.333333333,527.2,256.0,813.523809523
219.72,-112.548933333,-35.2941333333,-18.0392333333,53.3333333333,-134.901933333,-76.4705333334,-107.843133333,-61.5687333332,-95.6862000001,-8.62726666666,-183.305361905
220.10,-80.2666666666,-22.6666666667,-18.2666666667,31.1999999999,-94.9333333333,-63.9999999999,-68.8000000001,-52.8000000001,-69.2266666667,-7.46666666667,-132.723809524
220.47,-55.0000000001,-1.6666666666,0.72916666664,33.9583333333,-53.75,-45.8333333333,-28.9583333333,-31.8750000001,-35.2083333333,17.9166666667,-85.7738095238
220.85,-18.6665999999,23.2378666667,23.4286,59.6190666667,-20.9522666667,-19.4286666667,-4.19053333331,2.28573333334,-2.09508000002,46.8571333333,-43.8638476191
221.23,10.2127333333,39.8582,39.5745,67.0921333334,7.65966666668,0.42566666668,15.8864666667,26.241,17.3048666667,64.9646,-1.29679999999
221.61,11.7073333333,33.3332666667,40.7316666667,71.8698,11.7071333333,-3.252,15.7723333333,31.5448666667,15.122,67.4796666666,3.73968571428
221.98,12.5806666667,32.0431333333,23.9784666667,50.8602,16.7742,4.30106666668,17.6342666667,28.4946666667,20.7956533334,44.9462666667,10.5682380952
222.36,20.9194666667,39.6936,27.8543666667,46.4368,26.5134666667,14.7124666667,26.6666666667,35.249,26.6819733333,42.5286666667,22.5068095238
222.74,19.0804666667,39.5402,29.7317333333,46.2834666667,30.6514,15.7089333333,30.9579333333,30.9579333333,26.6360533333,42.9118,25.9004190476
223.11,22.2489333333,42.1686666667,32.2892333333,45.7028666667,35.0200666667,19.0361333333,38.7149333333,36.0642666666,32.3534,47.6306,29.7189428571
223.49,23.0453333333,44.7737333333,37.1193,48.8888,40.0824,24.0330666667,40.6585333333,37.2841333333,34.8148266667,48.3128666667,35.2498095238
223.87,22.9365333333,39.0476,33.0556666667,46.5079333333,37.3016,24.8412666667,35.0793333333,32.2223333333,31.7143866667,45.4762,32.244847619
224.24,16.5078666667,35.873,31.3889,41.1112,35.2382,22.5396,31.5079333333,27.0633333333,25.17456,43.0156666667,28.4692666667
224.62,10.0,33.6586666667,26.2601666667,35.1219333333,30.4877333333,20.5691333333,26.504,20.5692,22.5040933334,35.2845333333,22.9267809524
225.00,17.6840666667,39.8597333333,32.0,38.9473333333,36.3508,29.3333333333,32.9124,26.1754666667,28.3088533333,36.1403333333,28.2306285714
225.38,14.6378,38.9131333333,31.7028666667,39.4928,34.9274666667,24.3479333333,29.0578666667,22.1740666666,24.6956266667,33.116,27.0185333333
225.75,16.9893333333,37.3476666667,36.5590666667,44.0142,33.9784,24.301,28.7454,24.2294,27.71332,36.2005333333,29.6978
226.13,9.18366666669,25.5783333333,28.9794666667,33.8776,24.0136,19.5918666667,17.8230666667,15.9184666667,22.9524533333,29.4558,23.2750476191
226.51,-0.544266666668,11.3605333333,18.8434666667,22.1088666667,11.4965333333,8.02720000001,0.204133333327,3.5374,13.0749466667,20.8841333333,14.4120857143
226.88,4.381,7.93640000001,18.7619,21.2063333333,11.5555333333,6.60313333333,0.190533333334,7.23820000001,13.11744,22.5398,11.6733047619
