wavelength,Back_SalMamm,Belly_SalMamm,Breast_SalMamm,Crissum_SalMamm,Crown_SalMamm,DorTail_SalMamm,Patch10_SalMamm,Patch11_SalMamm,Patch12_SalMamm,Rump_SalMamm,Throat_SalMamm,WingTip_SalMamm
575.55,17.3459333333,43.89775,21.3999333333,26.682,10.9532666667,11.3395973262,12.5547333333,5.6706,47.7432,13.9120083333,32.7392666667,10.7974
575.89,17.3548333333,43.9836666666,21.4333666667,26.7528,10.9568,11.3424080214,12.5570666667,5.66786666667,47.8286666667,13.92765,32.8238666667,10.8108
576.22,17.3873,44.0921666667,21.4753333333,26.8384,10.9804,11.3668654189,12.5896,5.6755,47.9225333333,13.9618166667,32.9108666667,10.8214666667
576.56,17.381,44.07625,21.5042666667,26.8834666667,10.9856,11.3768629234,12.608,5.69106666667,47.9106666667,13.9762666667,32.9276666667,10.8340666666
576.90,17.3666666666,44.09725,21.5122666667,26.9222666667,10.9876666667,11.3567786096,12.5979333333,5.67763333333,47.9134666667,13.9828333333,32.9526666667,10.8436
577.24,17.3587333333,44.1315833333,21.5621666667,26.9582666667,10.9833333333,11.3567909091,12.617,5.69326666667,47.9604666667,13.9827833333,32.9988,10.8522
577.58,17.3678333333,44.1790833333,21.5802666667,27.0162,10.9901333333,11.3537417112,12.6295333333,5.68816666667,48.0082666667,13.997175,33.0469333333,10.8331333333
577.92,17.3838,44.2733333333,21.598,27.0774666667,11.01,11.3587069519,12.6176666667,5.68116666667,48.0376,14.0136416667,33.1271333333,10.8404
578.26,17.3659333333,44.2429166667,21.5561333333,27.0988666667,10.9781333333,11.3435065954,12.5974,5.6706,47.9864666667,13.9931416667,33.1199333333,10.8115333333
578.60,17.3828,44.2916666667,21.5805,27.1646,10.9967333333,11.3509064171,12.6126666667,5.66096666667,48.0642666667,14.0076666667,33.2024,10.8561333333
578.94,17.3962,44.3245,21.5936333333,27.2086,11.0160666667,11.3680707665,12.6289333333,5.6869,48.0691333333,14.0253916667,33.2508,10.8754
579.28,17.4167333333,44.4224166667,21.6612333333,27.2799333333,11.0251333333,11.3881053476,12.6300666667,5.68993333333,48.1190666666,14.0686166667,33.3815333333,10.8916
579.61,17.4267,44.42725,21.6764,27.3151333333,11.0493333333,11.415071836,12.6671333333,5.72333333334,48.1243333333,14.0922083333,33.4234,10.919
579.95,17.4814666667,44.4751666666,21.7339,27.4119333333,11.0976,11.4734907308,12.7219333333,5.80683333333,48.1324666667,14.1417583333,33.5024,10.9768
580.29,17.5380666667,44.56375,21.7772666667,27.4832666667,11.1282666667,11.5200445633,12.7272666667,5.84756666667,48.1988666667,14.194475,33.6002,11.001
580.63,17.5891666667,44.6155,21.8634,27.5714666667,11.1692666667,11.5738023173,12.7460666667,5.89383333333,48.2578666667,14.2312916667,33.7147333333,11.02
580.97,17.6486333333,44.6655,21.8901666667,27.6663333334,11.2302666667,11.6158051693,12.7708,5.92253333333,48.3018666667,14.2723416666,33.7964666667,11.0596
581.31,17.6679666667,44.686,21.9418,27.7294,11.2596,11.650543672,12.7902,5.94503333333,48.3396666666,14.2987,33.8728666666,11.1008
581.65,17.7016,44.6978333333,22.0107666667,27.7836666667,11.2640666667,11.6841459893,12.8353333333,5.96176666667,48.3776666666,14.3182416667,33.9184,11.1144
581.98,17.7625333333,44.82525,22.1045666667,27.8799333333,11.3363333333,11.7544221034,12.9122,6.00663333333,48.4968,14.3920583333,34.0300666667,11.1904
582.32,17.7369333334,44.854,22.1153666667,27.8946666667,11.3147333333,11.7399796792,12.8708,5.97923333333,48.4899333333,14.3571,34.0516,11.1404
582.66,17.7258333333,44.8589166667,22.1317333333,27.9363333333,11.2820666667,11.7161527629,12.8742666667,5.941,48.5091333333,14.3503916667,34.1021333333,11.1253333334
583.00,17.7820666667,44.9020833333,22.1643,28.0318,11.3264666667,11.7499438503,12.9373333333,5.9935,48.561,14.3823833334,34.1367333333,11.1866666667
583.34,17.7689333333,44.8553333333,22.1391666667,28.0432666666,11.304,11.7405543672,12.9124,5.99733333333,48.5173333333,14.3577666667,34.1306666667,11.1723333333
583.68,17.7279666667,44.83925,22.1087,28.0166,11.2737333333,11.7016023173,12.8739333333,5.96666666667,48.5217333333,14.3210416667,34.1431333333,11.1500666667
584.01,17.6585333333,44.8479166667,22.087,28.0162,11.2452666667,11.6793336898,12.8465333333,5.9113,48.4894,14.2773,34.1631333333,11.1398
584.35,17.6874666666,44.8689166667,22.1038,28.0659333334,11.253,11.6964896613,12.8982,5.9234,48.5138666666,14.2925333334,34.1994,11.1650666667
584.69,17.6430666667,44.8359166667,22.0643,28.0465333333,11.212,11.6877691622,12.8641333333,5.91726666667,48.4388,14.2683833333,34.1992666667,11.1542
585.03,17.6116333333,44.8524166667,22.0513,28.0224,11.1664,11.6529413547,12.8391333333,5.89913333333,48.3834666667,14.2278333334,34.1734,11.1379333333
585.37,17.5060666667,44.7929166667,21.9599333333,28.0054666667,11.0778666667,11.5815194296,12.7591333333,5.79743333333,48.3066,14.1587583333,34.1317333333,11.0500666666
585.70,17.4639666666,44.7480833333,21.9410666667,27.9743333333,11.0180666667,11.5403290553,12.7126,5.76056666667,48.2034666667,14.11575,34.1340666666,11.0179333333
586.04,17.4687333333,44.7329166667,21.9416666667,27.9740666667,11.0073333333,11.5448921569,12.7158666667,5.74946666667,48.1542,14.1075666667,34.1752,11.0368666667
586.38,17.4659333333,44.77775,21.9771333333,28.0303333333,11.014,11.552616221,12.7164,5.7703,48.1408,14.107875,34.1714666667,11.0754
586.72,17.5057,44.7629166667,22.0350333333,28.0847333333,11.0694,11.624557754,12.7510666667,5.79343333333,48.1743333333,14.17535,34.2463333333,11.1274666667
587.06,17.4319,44.7785833333,21.9823,28.0698,10.9886666667,11.544056328,12.6746,5.704,48.1128,14.1119583333,34.2332,11.0356
587.39,17.4235333333,44.8018333334,21.9858666667,28.125,10.9586666667,11.5394983957,12.6459333333,5.6718,48.0866,14.0873,34.2472,11.0238666667
587.73,17.4079,44.7288333333,21.985,28.1324,10.9318666667,11.5218964349,12.6362,5.65653333333,48.0532666667,14.0646833333,34.2384666667,10.9977333333
588.07,17.3659666667,44.7108333334,21.9597666667,28.1543333333,10.9118666667,11.5144099822,12.6144666667,5.6551,47.984,14.048675,34.2409333333,10.9949333333
588.41,17.4145,44.8008333333,22.0216666667,28.241,10.9504666667,11.569502139,12.6628,5.67323333333,48.0675333333,14.0702333333,34.3435333333,11.0178
588.74,17.4553,44.8716666667,22.0922666667,28.3360666667,10.984,11.6314317291,12.7032,5.69216666667,48.1315333333,14.10895,34.4226666667,11.0687333333
589.08,17.5161,44.9406666667,22.1555666667,28.3932,11.0222,11.6865680927,12.741,5.75496666667,48.1834,14.1374666667,34.5421333333,11.1396666667
589.42,17.5493,44.9974166667,22.1998666667,28.4844,11.0580666667,11.7248005348,12.761,5.7683,48.2376666667,14.1450333333,34.6046666667,11.1658666667
589.76,17.5968666667,45.0473333333,22.2349,28.5508,11.0884,11.7644032086,12.7786666667,5.8081,48.3185333333,14.1858,34.6423333333,11.1865333333
590.09,17.6671333333,45.1170833333,22.3212666667,28.6412666667,11.1338,11.8242745098,12.8222666667,5.86546666667,48.3921333333,14.2422,34.7918,11.2444
590.43,17.6457333333,45.1314166666,22.289,28.6145333333,11.0994,11.7943438503,12.7869333333,5.8445,48.3810666667,14.1936833333,34.8106,11.1906666667
590.77,17.7845666667,45.2209166667,22.4365,28.7708666667,11.2394,11.9344796791,12.9233333333,5.97276666667,48.5304,14.3298666667,34.9642666667,11.3449333333
591.11,17.8069,45.19275,22.4530333333,28.8098,11.2884,11.981401426,12.9724,6.02286666667,48.5153333333,14.3628416667,35.0216,11.3904
591.44,17.8786666667,45.3650833333,22.5455,28.9432,11.3349333333,12.024430303,13.0128666667,6.0727,48.6084666667,14.420475,35.1556,11.4562
591.78,17.9067,45.40225,22.5586666667,28.9917333333,11.3366666667,12.0250322638,12.9903333333,6.041,48.6762,14.4103,35.1978666667,11.4632
592.12,17.9023333333,45.3884166667,22.5334333333,28.9974,11.3043333333,11.9947377897,12.9700666667,6.02553333333,48.6490666667,14.3966083333,35.1882,11.4525333333
592.46,17.8733333333,45.3559166667,22.4696333333,28.9740666667,11.2590666667,11.9501017825,12.9294666667,5.99163333333,48.5898666667,14.3526333333,35.1886,11.4001333333
592.79,17.9061666667,45.4465833333,22.5308,29.0975333333,11.2997333333,11.9909477718,12.9523333333,6.01216666667,48.6589333333,14.4180333333,35.2743333334,11.4428
593.13,17.9239666667,45.45325,22.5596333333,29.1409333333,11.3131333333,12.006298574,12.9777333333,6.02113333333,48.6828666667,14.433175,35.328,11.4754
593.47,17.9433666667,45.4655,22.6124333333,29.21,11.3262,12.0268789661,12.9966,6.0224,48.6695333333,14.4341833333,35.3815333333,11.5069333333
593.80,17.8943666667,45.412,22.5687333333,29.1976,11.2862,12.0013071301,12.9728,5.97096666667,48.6256,14.3998416667,35.3677333334,11.4654666667
594.14,17.811,45.3929166667,22.4944333334,29.1783333333,11.2095333333,11.9408900178,12.8990666667,5.8968,48.5409333333,14.34675,35.3302666667,11.4302
594.48,17.7111666667,45.3753333333,22.4261666667,29.1340666667,11.1013333333,11.8528142602,12.8102,5.77713333334,48.4388666667,14.2540916667,35.3052,11.3406666667
594.81,17.6700666667,45.4219166667,22.4223333333,29.1528666667,11.0683333333,11.8173212121,12.7796,5.70326666667,48.4458666667,14.2472916667,35.3354,11.32
595.15,17.6443666667,45.403,22.3841333333,29.1316,11.0613333333,11.8081766488,12.7582666667,5.67483333333,48.4157333333,14.2266,35.3354666667,11.3
595.49,17.6281333333,45.3971666667,22.3666,29.1001333333,11.0448,11.801058467,12.7587333333,5.68226666667,48.3792,14.2154083333,35.3588,11.2815333334
595.82,17.6308,45.3906666667,22.3726666667,29.1434,11.0487333333,11.7790409982,12.7505333333,5.66886666667,48.4058,14.2159583333,35.3804,11.2989333333
596.16,17.6319,45.4524166667,22.4100666667,29.2089333333,11.0540666667,11.811285205,12.7655333333,5.67593333333,48.4484666667,14.2408333334,35.4493333333,11.3236
596.50,17.6012333333,45.3719166667,22.3648333333,29.1561333333,11.0055333333,11.7561488413,12.7288,5.62776666667,48.4176666667,14.1948416667,35.4161333333,11.2638
596.83,17.5800666667,45.4101666666,22.3563666667,29.1694,10.9742666667,11.7329311943,12.7053333333,5.61146666667,48.4057333333,14.1831833333,35.4429333333,11.2228666667
597.17,17.5580333333,45.4310833333,22.3282333334,29.1845333333,10.9721333333,11.7155035651,12.6953333333,5.60423333333,48.4269333333,14.187075,35.4858666667,11.2080666667
597.51,17.59,45.50675,22.3431666667,29.2137333333,10.9732,11.732387344,12.7032,5.6045,48.498,14.2096916667,35.5607333333,11.1917333333
597.84,17.6334,45.5145833333,22.3922666667,29.2815333333,11.0022666667,11.7664672014,12.7342,5.62373333333,48.5016,14.2174333333,35.61,11.2127333333
598.18,17.7112666667,45.5751666667,22.4546666667,29.3644,11.0710666667,11.8506229947,12.8033333333,5.71003333333,48.5684,14.2756666667,35.6719333333,11.2832
598.52,17.8266333333,45.704,22.5733666667,29.4832,11.1467333333,11.9300434938,12.8719333333,5.7955,48.7139333333,14.3591,35.8217333333,11.3563333333
598.85,17.8470333333,45.7254166667,22.6191,29.5216666667,11.1354666667,11.9218258467,12.8787333333,5.80223333333,48.7403333333,14.3722416667,35.8761333333,11.3686666667
599.19,17.8779,45.7948333333,22.7285,29.6116666667,11.1878666667,11.962928164,12.9138,5.83673333333,48.7859333333,14.4213416667,35.9418,11.4229333333
599.53,17.8773666667,45.8761666667,22.8192,29.6672,11.2079333333,12.0132768271,12.9316666667,5.8658,48.7997333333,14.4542833333,36.0350666667,11.429
599.86,17.8847666667,45.83125,22.7963,29.6598,11.2098666667,11.9754124777,12.9068,5.85276666667,48.7987333333,14.4273166667,36.0522,11.396
600.20,17.9266666667,45.8949166667,22.8314666667,29.7389333333,11.2521333333,12.04481123,12.9478,5.87966666667,48.8495333333,14.4759083333,36.1523333333,11.4506666666
600.53,17.9793666667,45.94875,22.8767,29.8092,11.2961333333,12.1048065954,12.9746666667,5.90256666667,48.9094666667,14.519675,36.2277333333,11.5100666667
600.87,17.9861666667,45.9696666666,22.9142333333,29.8727333333,11.2988,12.1135862745,12.9906666667,5.8917,48.9414666667,14.52595,36.2626,11.5191333333
601.21,17.9592333333,45.9459166667,22.9329333333,29.9432,11.2839333333,12.1197327986,12.9742,5.87693333333,48.9053333333,14.501975,36.2867333333,11.5355333333
601.54,17.9710666667,46.0258333333,22.9963666667,29.9938,11.2895333333,12.1377934046,13.0017333333,5.90843333333,48.9822,14.5554333333,36.3662,11.5865333333
601.88,17.9367333333,46.0706666666,23.0180666666,30.0517333333,11.2855333333,12.1380996435,12.9739333333,5.89323333333,49.0077333333,14.5584916667,36.4407333333,11.5966
602.21,17.8908333333,46.0171666666,22.9422,29.9953333333,11.2404,12.1124787879,12.9474,5.87363333333,48.9334666667,14.5237666667,36.4022666667,11.5693333334
602.55,17.8861333333,46.05125,22.9232,30.0441333333,11.2442,12.1389286988,12.9766666667,5.88733333333,48.924,14.5228916667,36.4293333333,11.5739333333
602.88,17.9268666667,46.1066666667,22.9057333333,30.0996,11.2731333333,12.1653320856,13.0157333333,5.9006,48.9689333333,14.564475,36.4819333333,11.5855333333
603.22,17.9393,46.1010833333,22.8693,30.1022666667,11.2635333333,12.1679818182,13.0226666667,5.89876666667,48.9688666667,14.5554083333,36.4899333333,11.5915333333
603.56,17.9565,46.1794166667,22.8930333333,30.1777333333,11.2746666667,12.1824791444,13.0334,5.89946666667,49.0206,14.56785,36.5762,11.6167333333
603.89,17.9410666667,46.2165,22.8998333333,30.1996,11.2842666667,12.1674245989,13.0262,5.90446666666,48.9708666667,14.56605,36.5888666667,11.6088
604.23,17.9009666667,46.2278333333,22.8771,30.2018666667,11.2553333333,12.1244857398,13.0083333333,5.8721,48.9582666667,14.549,36.5792666667,11.5828666667
604.56,17.8928,46.2564166667,22.8598666667,30.1998,11.2413333333,12.1256939394,12.9989333333,5.8715,48.9116,14.5499166667,36.5852666667,11.6006
604.90,17.8964,46.2866666667,22.8498,30.2138666667,11.2609333333,12.1048573975,13.0109333333,5.88243333333,48.9256,14.5757333333,36.6128,11.608
605.23,17.9145666667,46.3498333333,22.8379,30.2695333333,11.2988666667,12.1312315508,13.0317333333,5.90273333333,48.9706666667,14.5987083333,36.6962666667,11.6107333333
605.57,17.8972,46.3395833333,22.8312,30.2716666667,11.2832,12.112971836,13.0321333333,5.89903333333,48.9116,14.58805,36.6990666667,11.6063333333
605.90,17.8724,46.3358333334,22.8207,30.307,11.2709333333,12.1069235294,13.0138,5.88656666667,48.8808666667,14.5591916666,36.7058,11.5806666667
606.24,17.9085333333,46.3538333333,22.891,30.3822,11.29,12.1534067736,13.0315333333,5.89166666667,48.9466666667,14.6011333333,36.8010666667,11.6034666667
606.58,17.8652333333,46.3023333333,22.8942333333,30.4148,11.2447333333,12.1394675579,13.0002666667,5.86403333333,48.9139333333,14.56325,36.8229333333,11.5872
606.91,17.8732,46.3278333334,22.9303333333,30.4800666667,11.2581333333,12.1380912656,13.007,5.8498,48.971,14.5799666667,36.9081333333,11.5930666667
607.25,17.9016333333,46.35025,22.9865,30.5424666667,11.3050666667,12.1943402852,13.0726666667,5.91293333333,48.9666666667,14.6473833333,36.9274,11.6583333333
607.58,17.9254,46.3643333333,23.0286333333,30.5934,11.2870666667,12.1988069519,13.0914,5.90826666667,48.9857333333,14.6568416667,36.9732,11.6806
607.92,17.9329666667,46.341,23.0461,30.6344666667,11.2995333333,12.2220044563,13.0884666667,5.91923333333,48.9738,14.6409833333,37.0263333333,11.7085333333
608.25,17.9308,46.345,23.0694333333,30.6936,11.2946666667,12.2313688057,13.0919333333,5.91716666667,49.0281333333,14.6340416667,37.0604666667,11.6850666667
608.59,17.9412333333,46.3685,23.0737333333,30.7430666667,11.2730666667,12.2808773619,13.0874666667,5.9196,49.043,14.6203916667,37.0524,11.6983333333
608.92,17.9657666667,46.3866666667,23.1144666667,30.8004,11.2712,12.289568984,13.1042666667,5.92756666667,49.0713333333,14.6338333333,37.0966666667,11.7232
609.26,17.9835333333,46.3663333333,23.1137,30.8326666667,11.2579333333,12.2881775401,13.1092666667,5.8966,49.1572666667,14.6233,37.1318666667,11.7087333333
609.59,17.9926,46.3755,23.1181666667,30.8800666667,11.25,12.285057754,13.1162,5.87653333333,49.1958666667,14.6289583333,37.1512666667,11.7231333333
609.93,17.9607333333,46.3385,23.0790333333,30.8862,11.2534666667,12.2661762923,13.1261333333,5.87563333333,49.1234666667,14.614075,37.1294,11.744
610.26,17.9457333333,46.3623333333,23.0604666667,30.8822,11.2296,12.2333809269,13.1137333333,5.8665,49.1266666667,14.5993583333,37.1455333333,11.7482
610.60,17.9111666667,46.3439166667,23.0309666667,30.9018666667,11.2151333333,12.228539394,13.0802666667,5.86003333333,49.0465333333,14.5923083333,37.1098666667,11.7410666667
610.93,17.8706333334,46.3623333333,23.0146,30.9314,11.1948,12.2156187166,13.0562,5.82743333333,49.0862,14.5739166667,37.1674,11.7050666667
611.27,17.8726,46.3898333333,23.0173666667,30.9862,11.2085333333,12.2433005348,13.0685333333,5.83653333333,49.157,14.5638,37.2099333333,11.7252
611.60,17.8584333333,46.3514166667,22.9768333333,30.968,11.1878666667,12.2286650624,13.0744666667,5.832,49.1715333333,14.5536333333,37.2264666667,11.7111333333
611.93,17.8744,46.3349166667,22.9785,30.9875333333,11.1983333333,12.2539745098,13.1152,5.8634,49.1281333333,14.5809916667,37.2583333333,11.754
612.27,17.9068666667,46.3534166666,22.9981,31.0418,11.2492,12.2864614973,13.1576666667,5.9064,49.1414,14.6234,37.3146,11.7914666667
612.60,17.9054,46.3274166667,23.0121666667,31.0816,11.2654,12.3320743316,13.1857333333,5.91996666667,49.1115333333,14.6268083333,37.3262,11.8077333333
612.94,17.9420666667,46.4305833334,23.0194,31.1209333333,11.3102,12.3801502674,13.2346,5.98656666667,49.1060666667,14.6746833333,37.3982,11.8519333333
613.27,17.9800333333,46.46875,23.0848,31.2003333333,11.3313333333,12.3914390374,13.2633333333,6.01803333333,49.1254666667,14.7101083333,37.5302,11.8891333333
613.61,18.0057,46.5145833334,23.1044,31.2127333333,11.343,12.3975358289,13.2414,6.04013333333,49.1973333333,14.7126666667,37.5976666667,11.8709333333
613.94,18.0988333333,46.6411666667,23.1530666667,31.3311333333,11.402,12.4839347594,13.3138,6.07863333333,49.3249333333,14.7794666666,37.7162666667,11.9304666667
614.28,18.1575,46.7905833333,23.2308,31.4029333333,11.4536666667,12.5389413547,13.3676666667,6.1076,49.4459333333,14.8189916667,37.8493333333,11.9611333333
614.61,18.2073666667,46.8715,23.2881666667,31.4655333334,11.4688666667,12.5421158645,13.3598,6.09753333333,49.4797333333,14.8349333333,37.9484666667,12.0048
614.94,18.1770333333,46.8875,23.2610333333,31.4948,11.4354,12.5059185383,13.3222,6.07416666667,49.4744,14.8125666667,37.9626666667,11.9617333333
615.28,18.1777333333,46.9068333333,23.3285333333,31.5621333333,11.4478,12.5230554367,13.3258,6.08816666667,49.4183333333,14.8425333333,37.9847333333,11.9483333333
615.61,18.1577333333,46.9396666667,23.3562,31.6067333333,11.4322666667,12.5208212121,13.3006666667,6.0695,49.4306,14.81345,38.0486,11.9134
615.95,18.1145333333,46.934,23.3497666667,31.5936,11.4194,12.476672549,13.2677333333,6.0374,49.3852666667,14.7813333333,38.0759333333,11.8820666667
616.28,18.0497666667,46.89625,23.2459,31.5238,11.3421333333,12.3803755793,13.1708666667,5.95163333333,49.2906666667,14.6898333333,38.0084,11.7996666667
616.61,18.1046,46.9445,23.3053333333,31.5827333333,11.3915333333,12.4279490196,13.2057333333,5.98143333333,49.3218666666,14.7491,38.0563333333,11.8568666667
616.95,18.0895333334,46.9663333333,23.3344,31.5938,11.4398,12.476644385,13.2306,6.0047,49.2821333333,14.767175,38.0011333333,11.8784
617.28,18.0948333333,47.0560833334,23.3498666667,31.6729333333,11.468,12.5118770053,13.2565333333,6.00196666667,49.3073333333,14.78915,38.0406,11.8914666667
617.62,18.0708,47.0315,23.4065,31.6944666667,11.4639333333,12.5111702317,13.2352,6.02566666667,49.2623333333,14.8086583333,38.0674,11.8924666667
617.95,18.0617333333,46.9541666667,23.3786333333,31.6889333333,11.4316666667,12.4946950089,13.2032,6.0192,49.1967333333,14.7835166667,38.0214666666,11.9074666667
618.28,18.0994333333,46.9725833333,23.4181666667,31.7434,11.4526,12.543671123,13.2628,6.0845,49.2104,14.8042083333,38.0359333333,11.9444666667
618.62,18.1249666667,46.94025,23.4277,31.7292666667,11.4805333333,12.5601409982,13.2714,6.1064,49.1562666667,14.828125,38.0406666667,11.9719333333
618.95,18.1375333333,46.93425,23.4134,31.7661333333,11.49,12.5579734403,13.2946666667,6.11246666667,49.1558666667,14.8497333333,38.0791333333,12.0088666666
619.28,18.1988333333,46.9801666667,23.4543666667,31.8052666667,11.5383333333,12.5785468806,13.3296666667,6.14613333333,49.2205333333,14.894675,38.1286666667,12.0893333333
619.62,18.2416,47.0933333333,23.5352666667,31.8640666667,11.5485333333,12.6246679145,13.367,6.1626,49.3254666667,14.9249333333,38.2342,12.1198666666
619.95,18.2378,47.0468333334,23.5924,31.9086,11.6084,12.661557041,13.4219333333,6.20576666667,49.3139333333,14.9756916667,38.2749333333,12.1615333333
620.28,18.1847666667,46.9783333333,23.5619333333,31.9345333333,11.5621333333,12.6213117647,13.3817333333,6.1657,49.2693333333,14.941875,38.2576666667,12.1268666667
620.62,18.2262666667,46.9818333333,23.5790666667,31.9594666667,11.5631333333,12.6232402852,13.3752,6.1766,49.3288,14.94135,38.3335333333,12.1196
620.95,18.2725333333,47.02175,23.6147333333,31.999,11.5596,12.6205625668,13.3951333334,6.1962,49.3625333333,14.971975,38.4057333333,12.173
621.28,18.3083,47.0780833333,23.6858333333,32.0164,11.5942666667,12.6648675579,13.4542666667,6.209,49.4156666667,14.9893333333,38.4778,12.2185333333
621.62,18.3550666667,47.1664166667,23.7419666667,32.0900666667,11.6198666667,12.7171085562,13.5140666667,6.2591,49.476,15.0116166667,38.5714,12.2455333333
621.95,18.3784333333,47.1786666667,23.7585,32.1368,11.6454,12.752142246,13.5152,6.2756,49.5010666667,15.03105,38.6068666667,12.2758
622.28,18.425,47.2525,23.8589,32.218,11.7262,12.817871836,13.6025333333,6.34843333333,49.5762,15.1072333333,38.6900666667,12.3363333333
622.62,18.4911,47.4405,23.948,32.2974666667,11.767,12.8887040998,13.6155333333,6.35813333333,49.7369333333,15.1403583333,38.8138666667,12.3927333333
622.95,18.5321333333,47.5381666667,23.9745,32.3467333333,11.7996,12.9321286988,13.63,6.3899,49.7991333333,15.190675,38.9143333333,12.3934666667
623.28,18.5738666667,47.532,24.0032666667,32.4372,11.8589333333,12.9645525847,13.663,6.43196666667,49.8187333333,15.2344333333,38.9737333333,12.4444666667
623.62,18.6325,47.6366666667,24.0819,32.5504,11.8429333333,13.0129819964,13.6702666667,6.4554,49.9218,15.2561416667,39.0623333333,12.5102666667
623.95,18.5953666667,47.67,24.0706666667,32.571,11.8174,13.0040805704,13.6160666667,6.39216666667,49.8944666667,15.2120416667,39.1051333333,12.4656666667
624.28,18.5816333333,47.75775,24.0486333333,32.6152,11.7849333333,13.0061912656,13.6027333333,6.36386666667,49.9371333333,15.219375,39.1826666667,12.4999333333
624.62,18.5127666667,47.6458333333,24.0009333333,32.6012666667,11.7231333333,12.9493365419,13.5472666667,6.31256666667,49.8720666667,15.15815,39.1302,12.4202
624.95,18.4902666667,47.6820833334,23.9570666667,32.6412,11.7384666667,12.9578600713,13.5554,6.31663333333,49.8388,15.1728,39.1381333333,12.394
625.28,18.5196,47.7223333333,24.0214,32.7171333333,11.7734666667,12.9977098039,13.5915333333,6.3332,49.8860666667,15.2260166667,39.2356,12.4464
625.61,18.4892,47.7446666667,23.9892,32.7044,11.7311333333,12.9344071301,13.5484,6.2575,49.8772,15.1955833333,39.2447333333,12.3860666667
625.95,18.4003,47.7039166667,23.9171666667,32.7124,11.6302666667,12.8881787879,13.4416666667,6.17796666667,49.7957333333,15.1104666666,39.2256666667,12.3293333333
626.28,18.3978666667,47.7261666667,23.9148666666,32.7758666667,11.6208,12.8826370767,13.4478666666,6.17573333333,49.7848666667,15.1074083333,39.2377333333,12.3055333333
626.61,18.3843666667,47.7161666667,23.9234,32.8276,11.6169333333,12.9137506239,13.4585333333,6.15776666667,49.7720666667,15.0971,39.2454666667,12.3248
626.94,18.3721,47.68525,23.9281333333,32.8214,11.5927333333,12.9208586453,13.4586666667,6.15463333333,49.6899333333,15.09865,39.2309333333,12.3452666667
627.28,18.3688,47.6985833334,23.9384333333,32.835,11.6028666667,12.9285793226,13.4687333333,6.172,49.6904,15.1108333334,39.2548,12.334
627.61,18.4289,47.74,24.0034333334,32.9028666667,11.6654,12.9764183601,13.58,6.2612,49.7598,15.1753,39.3223333333,12.4105333333
627.94,18.4812333333,47.7963333333,24.1082,32.9702666667,11.7275333333,13.0200853832,13.637,6.31093333333,49.828,15.2201166667,39.3857333333,12.4277333333
628.27,18.5756333333,47.9449166667,24.2264,33.0853333333,11.8178666667,13.1177623886,13.7491333333,6.40893333333,49.9062,15.3183166667,39.5256,12.541
628.61,18.6261666667,47.9448333333,24.2490666667,33.1437333333,11.8211333333,13.1457991087,13.7398,6.42686666667,49.916,15.3289916667,39.5794,12.5800666667
628.94,18.6078,47.90625,24.2317333333,33.1401333333,11.8120666667,13.1436536542,13.7322,6.42206666667,49.8607333333,15.317975,39.5201333334,12.5959333333
629.27,18.5837333333,47.83425,24.2323666667,33.1377333333,11.8071333333,13.1777042781,13.7604,6.4464,49.7891333333,15.3237833333,39.5132666666,12.6269333333
629.60,18.6914333333,47.9298333334,24.2979,33.2346666667,11.8899333333,13.2196354724,13.8686,6.51803333333,49.9246,15.3967416667,39.6658666667,12.6936666667
629.94,18.7572,47.9539166667,24.4087333333,33.3121333333,11.9596666667,13.3098181818,13.9689333333,6.60506666667,49.9764,15.464275,39.7746666667,12.803
630.27,18.7840333333,48.0679166667,24.4837,33.3983333333,11.9843333333,13.3009461676,13.9916,6.6224,50.0600666667,15.4886,39.8832,12.8226666667
630.60,18.7679333333,48.09925,24.4372666667,33.4025333333,11.964,13.2509174688,13.962,6.55213333333,50.1708666667,15.4595,39.8881333333,12.7631333333
630.93,18.8002666667,48.2430833333,24.4638,33.4912666667,11.9922,13.2518777184,13.9864,6.5296,50.2647333333,15.4982166667,40.0114,12.7831333333
631.26,18.8368333333,48.3224166666,24.4809333333,33.5354,11.9912,13.2573249554,13.9641333333,6.51526666667,50.3232,15.5182583333,40.0672666667,12.7974
631.60,18.7631,48.226,24.4034,33.4988666667,11.9321333333,13.2051893048,13.9006666667,6.4679,50.2419333333,15.4765833333,40.0462,12.7578
631.93,18.7176333333,48.2399166667,24.3786666667,33.5178666667,11.8880666666,13.1790470588,13.833,6.37373333333,50.2709333333,15.42825,40.0477333333,12.7222
632.26,18.6260666667,48.238,24.3505,33.4729333333,11.8142666667,13.0944254902,13.7541333333,6.29366666667,50.2575333333,15.3400666666,39.9843333333,12.6472
632.59,18.5685,48.2095833333,24.2776333333,33.4669333333,11.7135333333,12.9901741533,13.674,6.20183333333,50.2319333333,15.2596666666,39.9818,12.5165333333
632.92,18.6251333333,48.3400833333,24.3458666667,33.5600666667,11.7306,12.9827962567,13.6694,6.19906666667,50.3444666667,15.2695583333,40.0834,12.5349333334
633.26,18.6326666666,48.36775,24.3982666667,33.5852666667,11.7198666667,13.0501782531,13.6606,6.20593333333,50.3470666666,15.2775083333,40.1156,12.5785333333
633.59,18.5972333333,48.3470833333,24.3554,33.584,11.7034666667,13.0322729055,13.6388,6.1669,50.3108,15.257375,40.1012666667,12.5529333333
