wavelength,Back_PooHypf,Belly_PooHypf,Breast_PooHypf,Crissum_PooHypf,Crown_PooHypf,DorTail_PooHypf,Patch10_PooHypf,Patch11_PooHypf,Patch12_PooHypf,Rump_PooHypf,Throat_PooHypf,WingTip_PooHypf
298.93,7.36966666668,6.56829166667,5.82375,5.145,4.99658333333,7.10958333333,7.23841666666,4.558,15.6635,5.56054761905,7.87879166668,8.81633333334
299.30,7.55341666668,6.8185,6.12941666667,5.38716666667,5.17025,7.35125,7.35633333333,4.76277777778,15.9649166666,5.85508333333,8.20591666666,9.00491666667
299.67,7.27050000001,6.63529166667,6.05570833333,5.28275,5.06175,7.26291666666,7.26541666667,4.68777777778,15.85075,5.74922619047,8.08133333334,8.87374999999
300.04,7.22758333334,6.50433333333,6.03458333334,5.4135,5.10741666667,7.24091666667,7.37791666667,4.65555555556,15.985,5.8355952381,8.19508333332,8.99075000001
300.41,7.29166666667,6.66533333333,6.11533333333,5.56383333333,5.0555,7.46125,7.47225,4.548,16.1111666667,5.95708333333,8.36112499999,9.07216666666
300.78,6.94683333332,6.40433333333,5.83008333333,5.35925,4.77375,7.11608333334,7.34,4.28288888889,15.8543333334,5.61238095238,8.18683333333,8.76116666666
301.15,6.70816666667,6.21304166667,5.69258333333,5.10666666667,4.43066666667,6.9425,7.27741666667,3.96211111111,15.70875,5.29701190476,8.18050000001,8.39549999999
301.52,6.68241666667,6.34920833333,5.56916666667,5.086,4.32883333333,6.84,7.35791666666,3.82477777778,15.8701666667,5.23411904762,8.30904166666,8.29383333334
301.89,6.73591666666,6.445125,5.40316666667,5.08325,4.32108333333,6.56758333334,7.37541666667,3.87655555556,15.9383333334,5.22748809524,8.40833333334,8.46799999999
302.26,6.53525,6.20466666667,5.29629166667,4.92141666667,4.18366666667,6.38741666667,7.28825,3.77066666667,15.932,5.1085,8.37320833332,8.40074999999
302.63,6.2215,5.83220833334,4.95629166667,4.66383333333,3.83258333334,6.0615,7.1605,3.67344444444,15.8170833333,4.78264285714,8.06704166666,8.17616666667
303.00,6.54683333332,6.1985,5.18416666667,5.07683333333,4.10675,6.36291666667,7.46475,4.06388888889,16.00375,5.08475,8.46995833332,8.62183333333
303.37,6.53841666666,6.09875,5.10991666667,5.05816666667,3.99883333333,6.21183333333,7.57316666667,4.04555555555,15.9525833334,5.00172619047,8.39741666667,8.44641666666
303.74,6.67033333334,6.11795833333,4.95241666667,5.08066666667,3.92708333333,6.08741666666,7.56741666667,3.95855555555,16.0135,5.00870238095,8.43254166667,8.34233333332
304.10,7.21625000001,6.633375,5.393875,5.57891666667,4.30283333333,6.49391666667,7.98750000001,4.52122222222,16.54125,5.44692857143,8.87045833333,8.68216666666
304.47,7.07783333334,6.39308333333,5.1515,5.32658333333,4.03733333333,6.15166666667,7.71183333333,4.39433333334,16.3711666667,5.16355952381,8.57333333332,8.30866666666
304.84,7.21674999999,6.66954166667,5.4095,5.43116666667,4.21283333334,6.31933333333,7.79375,4.46988888889,16.5403333333,5.26980952381,8.78991666666,8.28999999999
305.21,7.10816666667,6.79395833333,5.518125,5.42116666667,4.40833333333,6.22758333333,7.75766666667,4.46588888889,16.4820833334,5.25528571428,8.67195833332,8.3055
305.58,7.01183333334,6.78475,5.62720833333,5.4185,4.37808333333,6.22133333334,7.688,4.33077777778,16.3115833334,5.19535714286,8.68683333334,8.28400000001
305.95,6.84283333333,6.73379166667,5.622875,5.259,4.12925,6.2205,7.574,4.33166666667,16.1564166666,5.13255952381,8.72675,8.06558333333
306.32,6.91999999999,6.80908333333,5.748375,5.29766666667,4.10275,6.32408333333,7.547,4.30133333333,16.1113333334,5.06182142857,8.87012499999,8.06816666667
306.69,7.58091666667,7.59025,6.57804166667,6.01375,4.73566666667,7.03975,8.04733333334,4.80088888889,16.8128333333,5.69479761905,9.51650000001,8.61324999999
307.06,7.37216666667,7.53308333334,6.440625,5.82133333333,4.468,6.79133333333,7.81725,4.544,16.5925,5.46285714286,9.35612500001,8.24683333333
307.43,7.09341666666,7.484625,6.11116666666,5.54641666666,4.25408333333,6.6915,7.60291666667,4.35044444444,16.326,5.26622619047,9.19725000001,8.07541666668
307.80,7.66116666667,8.01545833333,6.63783333333,5.96091666667,4.73533333333,7.22016666667,8.15383333333,4.98377777778,17.0771666667,5.76508333333,9.93454166666,8.65566666667
308.17,7.45325000001,7.866625,6.38466666667,5.77383333334,4.5845,7.03725,7.8785,4.76866666667,16.88975,5.5493452381,9.88212500001,8.39575000001
308.54,7.63049999999,8.13816666667,6.67975,6.04425,4.888,7.21175,8.20975000001,5.133,16.85025,5.8245,10.1349166667,8.72358333333
308.90,7.66850000001,8.07041666667,6.65420833333,6.09075,4.93058333333,7.14808333333,8.39175,5.19766666667,16.9728333333,5.96475,10.15725,8.94816666667
309.27,7.56241666668,7.78429166667,6.36954166667,5.90433333333,4.70366666667,6.84558333333,8.21158333333,5.09933333333,16.8805,5.81025,9.99670833332,8.84174999999
309.64,7.53966666667,7.59679166667,6.20975,5.75933333333,4.58566666667,6.58441666667,8.18233333333,5.12166666666,16.8150833333,5.69801190476,9.90920833334,8.74208333333
310.01,7.54899999999,7.44879166667,6.02516666666,5.56908333333,4.43366666667,6.42616666667,8.10774999999,4.90544444444,16.6165833333,5.51270238095,9.73441666666,8.70425000001
310.38,7.20916666667,7.17970833333,5.71004166667,5.21008333333,4.07866666666,6.0705,7.83466666666,4.50633333333,16.3979166667,5.21123809524,9.42816666667,8.47024999999
310.75,6.75974999999,6.79920833333,5.11554166666,4.716,3.72758333333,5.57691666667,7.45783333334,4.13544444444,16.1439166667,4.75508333333,9.17549999999,8.18691666667
311.12,6.91516666666,7.00720833333,5.20191666667,4.86158333333,3.88175,5.86016666667,7.53241666668,4.20833333334,16.28975,4.88579761905,9.39783333334,8.46758333334
311.49,7.2285,7.18875,5.49441666667,5.0985,4.15041666666,6.03741666667,7.77741666668,4.43766666667,16.4891666667,5.05523809524,9.77554166667,8.76774999999
311.85,6.82125,6.916375,5.09583333334,4.81466666667,3.90416666666,5.73208333333,7.57391666667,4.04433333333,15.9859166667,4.73633333333,9.43070833333,8.44483333334
312.22,7.034,7.18516666667,5.316,5.00758333333,4.09991666666,5.98325,7.80325000001,4.35933333333,16.12025,4.91772619048,9.65024999999,8.72274999999
312.59,6.892,6.98433333333,5.0875,4.777,3.93541666666,5.77458333334,7.62816666667,4.11511111111,16.2998333333,4.70198809524,9.59945833332,8.51091666666
312.96,7.01391666667,6.87854166667,5.08366666667,4.66775,3.868,5.72141666667,7.56025,4.01911111111,16.2715833333,4.66979761905,9.60770833333,8.42599999999
313.33,7.27291666667,7.061625,5.37125,4.79133333334,3.99641666667,6.11275,7.80925,4.12988888889,16.5550833333,4.84555952381,9.93920833333,8.778
313.70,7.13333333332,6.96795833333,5.307875,4.5755,3.82916666667,6.13975,7.5765,4.01833333333,16.4475,4.69271428572,9.84029166667,8.51666666668
314.07,7.13350000001,7.10604166667,5.44620833333,4.76008333333,3.98375,6.33358333333,7.625,4.11244444444,16.7894166666,4.82994047619,10.0114166667,8.43541666666
314.43,7.17099999999,7.321125,5.60054166667,4.919,4.19341666666,6.4455,7.67733333333,4.22722222222,17.00675,4.88971428571,10.3002083333,8.48058333333
314.80,7.63324999999,7.74241666667,6.15354166667,5.38791666667,4.53183333333,6.85925,8.079,4.37966666667,17.2464166667,5.32145238095,10.8125416667,8.77366666668
315.17,7.63083333332,7.64229166667,6.11045833333,5.32883333333,4.4855,6.64916666666,8.10475,4.22411111111,17.4311666667,5.24144047619,10.9270833333,8.55066666666
315.54,7.79683333333,7.88295833333,6.392,5.58125,4.74333333334,6.94458333333,8.25024999999,4.30455555556,17.7944166667,5.43672619047,11.1155,8.47975000001
315.91,8.04483333333,8.25329166667,6.829875,5.90908333333,5.0145,7.27558333333,8.36233333333,4.51822222222,18.22275,5.67689285714,11.3812083333,8.61308333334
316.28,7.84083333334,8.09441666666,6.65058333333,5.66391666667,4.80216666667,7.03241666667,8.20049999999,4.232,18.2801666667,5.44460714286,11.2284166667,8.41891666666
316.64,8.21791666666,8.55395833333,7.08354166667,6.05891666667,5.11433333333,7.4715,8.50216666666,4.44988888889,18.5975,5.75939285714,11.573,8.80708333334
317.01,8.08525000001,8.742875,6.96983333333,6.09075,5.104,7.53508333333,8.52774999999,4.48511111111,18.75375,5.66238095238,11.6029166667,8.92216666668
317.38,8.06725000001,8.78608333333,6.85841666667,6.1095,5.09033333333,7.53816666667,8.53950000001,4.51144444445,18.7111666667,5.63255952381,11.6301666667,8.82041666667
317.75,8.75316666666,9.42175,7.41483333333,6.7435,5.7045,8.16966666667,9.26224999999,5.002,19.27475,6.27563095238,12.3436666667,9.548
318.12,8.84141666667,9.50333333334,7.43545833333,6.699,5.50675,8.09725,9.28041666667,4.95977777778,19.1705,6.16703571428,12.4282916667,9.68683333333
318.49,8.93991666667,9.52254166666,7.33554166667,6.70491666667,5.50666666667,8.0255,9.49274999999,4.98011111111,19.0869166667,6.23922619047,12.3610416667,9.52850000001
318.85,9.03549999999,9.68533333333,7.37,6.75791666667,5.67458333333,8.09325,9.55766666668,5.21744444444,19.35225,6.37648809524,12.4939166667,9.65375000001
319.22,8.68016666667,9.65029166667,7.26375,6.66191666667,5.55441666667,7.86258333333,9.51608333334,5.113,19.1740833333,6.26230952381,12.3324166667,9.54025
319.59,8.72983333333,9.72733333333,7.17091666667,6.64041666667,5.38683333333,7.65916666667,9.61758333332,5.08788888889,19.07325,6.25479761905,12.5151666667,9.69091666667
319.96,8.66833333333,9.55625,6.996625,6.38525,5.22691666666,7.33475,9.59933333334,4.77722222222,18.8268333333,6.13490476191,12.6184166667,9.54383333333
320.32,8.47758333333,9.25975,6.85145833333,6.19791666666,4.97975,7.13066666667,9.49008333334,4.41,18.7193333333,6.03959523809,12.5197916667,9.32750000001
320.69,8.40741666667,9.209375,6.73729166666,6.11566666667,4.97158333333,7.07808333333,9.48691666666,4.58922222222,18.8318333334,6.02526190476,12.578625,9.10441666668
321.06,8.16100000001,8.95370833333,6.56629166667,5.90758333333,4.64858333333,6.83716666666,9.33374999999,4.43711111111,18.6399166667,5.85789285714,12.5739583333,8.71191666666
321.43,8.05258333333,8.84508333333,6.34158333334,5.79891666666,4.51041666666,6.60666666667,9.20583333334,4.30377777778,18.80325,5.85290476191,12.47075,8.45966666666
321.80,7.83058333334,8.81604166667,6.31354166667,5.66075,4.37041666667,6.33816666667,9.21308333334,4.25822222222,18.8946666667,5.79394047619,12.4339166667,8.45283333332
322.16,7.42166666666,8.48725,5.95183333333,5.22933333333,4.11033333333,5.93658333334,8.79066666667,3.77277777778,18.6425833333,5.38089285714,12.0684583333,7.99491666666
322.53,7.70374999999,8.80929166667,6.29833333333,5.51033333333,4.36558333333,6.22133333333,9.04424999999,3.96077777778,19.0950833334,5.57271428571,12.393,8.44766666666
322.90,7.52616666667,8.57979166667,6.15533333333,5.34216666667,4.12116666667,5.9525,8.90858333334,3.74533333333,18.79475,5.27398809524,12.1229583333,8.26283333333
323.27,8.13458333333,9.00454166667,6.611125,5.79675,4.50583333334,6.38975,9.26391666666,4.22566666666,19.22575,5.74042857142,12.5438333333,8.71066666667
323.63,7.82191666666,8.5615,6.45954166667,5.4905,4.36325,6.24125,9.05658333333,4.01044444444,19.13275,5.51580952381,12.171375,8.31950000001
324.00,7.89716666666,8.630375,6.58433333333,5.59033333333,4.41025,6.35575,9.10425,4.189,19.3160833334,5.49136904761,12.2806666667,8.48591666667
324.37,7.93158333334,8.621375,6.606625,5.68608333333,4.50191666667,6.37975,9.314,4.39911111111,19.3608333333,5.46829761905,12.4020833333,8.63058333334
324.74,7.89008333333,8.642375,6.67295833333,5.75241666666,4.38191666667,6.2815,9.38716666666,4.26555555556,19.2551666667,5.48755952381,12.4150833333,8.75641666667
325.10,8.22541666667,8.967625,6.97983333333,6.06358333333,4.79725,6.5445,9.67325000001,4.48566666667,19.5795,5.78963095239,12.6522083333,9.09399999999
325.47,8.41675,9.17933333334,7.33470833333,6.34366666667,5.11875,6.71058333333,9.85608333332,4.64522222222,19.6383333333,5.96816666667,12.998125,9.35316666667
325.84,8.45275,9.25304166667,7.3515,6.468,5.23058333333,6.68816666667,9.87066666667,4.55255555555,19.6850833334,5.93986904762,13.047375,9.39725
326.21,8.45324999999,9.27366666668,7.35175,6.57066666667,5.2395,6.65858333333,9.98525,4.57433333333,19.7398333333,5.96289285714,13.1815,9.52150000001
326.57,8.24866666667,9.05683333333,7.16570833333,6.39425,5.06175,6.46275,9.80758333332,4.39266666667,19.5604166667,5.85021428571,13.072375,9.32924999999
326.94,7.99858333332,8.8665,6.993125,6.23741666667,4.87533333333,6.36808333333,9.53508333335,4.19822222222,19.4484166667,5.70851190476,12.9849583334,9.11524999999
327.31,7.72316666668,8.51229166667,6.80683333333,5.92933333333,4.69991666667,6.16583333333,9.32883333333,4.08588888889,19.2081666667,5.5409047619,12.8155,8.82666666667
327.67,7.86166666666,8.78654166667,7.01191666667,6.1205,4.78166666667,6.21783333333,9.43850000001,4.29777777778,19.3995833333,5.72782142857,13.0837083333,9.05483333332
328.04,7.97408333333,8.84795833333,7.151125,6.15658333333,4.89583333333,6.25633333333,9.52941666665,4.432,19.5040833333,5.86825,13.2046666666,9.03583333334
328.41,7.69633333333,8.81679166667,6.992875,5.83025,4.60583333333,5.98958333334,9.16241666667,4.071,19.2774166666,5.63379761905,12.9694583333,8.71724999999
328.78,7.47600000001,8.62833333334,6.81016666667,5.60458333334,4.47683333333,5.73475,9.11008333333,3.828,19.1869166667,5.49225,12.793625,8.55833333333
329.14,7.55658333332,8.83958333333,7.08641666666,5.68308333334,4.63933333333,5.84891666666,9.19908333334,3.88333333333,19.3218333333,5.6618452381,12.9004166667,8.60991666667
329.51,7.71908333334,9.00358333333,7.2255,5.76683333333,4.6725,5.96658333333,9.39599999999,4.02,19.5378333333,5.72051190476,13.059375,8.66458333334
329.88,7.77799999999,8.94870833334,7.247,5.79608333333,4.5925,6.01391666667,9.30699999999,4.02888888889,19.4166666667,5.70458333333,13.1055,8.52166666666
330.24,8.33091666668,9.22970833333,7.74433333333,6.24566666666,4.99416666667,6.45475,9.76441666666,4.472,19.9468333333,6.17015476191,13.5685,8.76841666666
330.61,8.25450000001,8.8835,7.61716666667,6.10108333333,4.7155,6.20941666666,9.6205,4.30522222222,19.7774166667,5.92630952381,13.445125,8.49808333333
330.98,8.331,8.94579166667,7.68304166667,6.1005,4.68025,6.10533333333,9.78275000001,4.363,19.8120833333,6.02046428571,13.5260833333,8.52116666668
331.34,8.40416666666,8.957,7.61058333333,6.0495,4.46983333333,5.91508333333,9.7515,4.23511111111,19.9311666667,5.82876190476,13.5392083334,8.40666666666
331.71,8.60350000001,9.09558333333,7.61933333333,6.10458333333,4.5055,5.91416666667,9.82616666666,4.16766666667,19.872,5.72501190476,13.5550833333,8.45883333332
332.08,8.42691666666,9.092875,7.31154166666,5.89908333333,4.193,5.75525,9.65841666668,3.87188888889,19.7765833334,5.53271428572,13.364875,8.36199999999
332.44,8.75691666668,9.36254166666,7.46266666667,6.0715,4.50975,5.99333333333,9.96108333334,4.14533333333,20.1140833333,5.82194047619,13.620375,8.50141666667
332.81,8.80591666667,9.437,7.34641666667,6.14525,4.53908333334,6.03583333334,9.94183333333,4.11844444444,20.1,5.82639285714,13.7419166667,8.44758333333
333.18,8.60791666666,9.154875,6.999,5.95083333333,4.23183333333,5.71733333334,9.81416666667,3.89066666666,19.8639166667,5.552,13.6123333333,8.17075
333.54,8.40825,9.08079166667,6.77866666666,5.77433333333,4.08533333333,5.48441666667,9.79158333333,3.61722222222,19.7646666667,5.44540476191,13.5109583333,8.05925000001
333.91,8.15191666668,8.87979166666,6.43316666667,5.454,3.81366666667,5.13358333333,9.63516666667,3.26244444444,19.611,5.17344047619,13.3212083334,7.76416666666
334.28,7.80341666668,8.80916666666,6.10970833333,5.19125,3.57941666667,4.82691666666,9.37766666666,2.98533333333,19.3934166667,4.97391666667,13.1029166667,7.54716666667
334.64,7.77641666666,9.01804166667,5.99608333334,5.24458333333,3.58016666666,4.8515,9.40816666669,3.00577777778,19.5675833333,5.06426190476,13.23175,7.50316666667
335.01,7.88908333334,9.099,6.01220833333,5.3565,3.72766666667,5.00483333334,9.51125,3.19277777778,19.85725,5.14886904762,13.3684166666,7.58900000001
335.38,7.78191666668,9.20475,6.001875,5.34358333334,3.77441666667,4.9935,9.50383333332,3.18633333333,19.8304166667,5.17475,13.4212916667,7.61233333333
335.74,7.53541666667,9.13758333333,5.980375,5.32366666667,3.7175,4.99925,9.51658333333,3.2,19.93175,5.21207142857,13.4852083333,7.58575
336.11,7.78591666668,9.29433333334,6.3345,5.6935,4.0385,5.22591666667,9.87966666666,3.55522222222,20.2026666667,5.43903571428,13.6394166666,7.93758333332
336.47,7.82716666667,9.344875,6.48541666667,5.90658333333,4.10933333333,5.32966666667,9.94916666667,3.67133333333,20.1323333333,5.48861904762,13.777875,8.02074999999
336.84,7.90308333334,9.38591666667,6.73491666667,5.94941666666,4.24833333334,5.523,9.95075000001,3.88244444445,20.23575,5.53071428572,13.8503333334,8.09633333334
337.21,7.80241666667,9.31175,6.63075,5.893,4.12408333334,5.44716666667,9.87041666667,3.84811111111,20.2241666667,5.35907142857,13.8719166667,8.02633333333
337.57,7.82216666666,9.33516666667,6.69391666666,5.99675,4.09916666666,5.49725,9.78466666667,3.96666666667,20.3603333333,5.41929761905,13.912,8.02008333333
337.94,7.93950000001,9.50279166667,6.948625,6.22458333333,4.20558333334,5.75291666667,10.0580833333,4.20688888889,20.6286666667,5.62477380953,14.1262916666,8.16183333334
338.31,8.05683333334,9.752125,7.191875,6.41766666667,4.39575,5.9965,10.2856666667,4.44333333333,20.7299166666,5.86128571428,14.3335,8.30824999999
338.67,8.24125,10.025875,7.52683333334,6.56483333333,4.68125,6.16358333333,10.5684166667,4.61588888889,20.81025,6.05011904761,14.4479583333,8.58491666667
339.04,8.30283333333,10.2029166667,7.66954166667,6.651,4.74225,6.20791666667,10.7064166667,4.59388888889,20.8218333333,6.07220238095,14.6572083333,8.62291666667
339.40,8.26858333333,10.1202083333,7.607125,6.66375,4.59183333333,6.18141666667,10.7101666667,4.47277777778,20.7303333333,5.94479761905,14.5004166667,8.50475000001
339.77,8.373,10.2030416667,7.573,6.63966666666,4.60858333333,6.19408333333,10.8786666667,4.49866666667,20.7915833333,5.94584523809,14.4923333333,8.46800000001
340.14,8.16150000001,10.1403333333,7.33379166667,6.47825,4.38658333333,6.01525,10.6174166667,4.26722222222,20.6284166667,5.83111904762,14.4629166667,8.25191666667
340.50,8.23033333332,10.2050833333,7.28895833333,6.5395,4.41525,6.07775,10.6903333333,4.33322222222,20.7274166667,5.8945,14.531125,8.40283333334
340.87,8.454,10.4152916667,7.36654166667,6.72866666667,4.57975,6.14941666667,10.9445,4.42522222222,21.03125,6.09919047619,14.6987916667,8.56175000001
341.23,8.51791666667,10.5462083333,7.41975,6.71833333333,4.64925,6.17383333333,11.1185833333,4.46166666667,21.1849166667,6.23970238095,14.8227916667,8.58616666668
341.60,8.58575000001,10.4819166666,7.37683333333,6.67275,4.62116666667,6.086,11.2116666667,4.39844444444,21.1323333333,6.20179761905,14.709,8.48875
341.96,8.38950000001,10.349,7.10429166667,6.37725,4.43766666666,5.83541666667,11.0254166667,4.24666666667,21.0009166667,5.989,14.5357083333,8.25016666667
342.33,8.49133333333,10.4365416667,7.174375,6.40183333333,4.49166666667,5.86458333333,11.2153333333,4.25477777778,21.2771666667,6.01389285714,14.7055416666,8.30649999999
342.70,8.44808333333,10.3548333333,7.08475,6.41858333333,4.42625,5.82341666667,11.11875,4.17555555556,21.3473333333,5.95290476191,14.7176666667,8.14974999999
343.06,8.30741666667,10.2085416667,6.97495833334,6.27783333333,4.23791666667,5.63766666667,11.0118333333,4.09166666667,21.2218333333,5.83451190476,14.5156666667,8.06258333334
343.43,8.24949999999,10.1872916667,6.873,6.21408333334,4.21291666667,5.48633333333,11.0449166667,4.049,21.2901666667,5.81379761905,14.6885833333,8.04241666668
343.79,8.03158333334,10.0413333333,6.65920833334,5.90416666667,3.91733333334,5.1175,10.7948333333,3.75422222222,21.2180833334,5.54721428572,14.5545,7.74150000001
344.16,8.10416666668,10.06925,6.63983333333,5.84333333333,3.884,5.02008333333,10.8835833333,3.75955555555,21.3203333333,5.48964285714,14.5440416666,7.55358333334
344.52,8.17650000001,10.2515833333,6.790625,5.80766666667,3.92566666667,4.94741666667,10.9465833333,3.80333333333,21.4095,5.49854761905,14.6502916667,7.52266666666
344.89,8.00616666666,10.2020416667,6.615125,5.58875,3.63091666667,4.73025,10.7685833333,3.65933333333,21.2985833333,5.25997619048,14.5871666666,7.34558333333
345.25,8.38816666667,10.5505416667,6.99341666667,5.9565,3.991,5.08416666667,11.0229166667,4.01833333333,21.6203333333,5.58169047619,14.9010833333,7.73999999999
345.62,8.43433333334,10.7727916667,7.14083333333,6.032,4.109,5.22208333334,11.1351666667,4.12711111111,21.7491666667,5.61671428572,15.18475,7.81849999999
345.99,8.61708333334,10.9573333333,7.23216666667,6.22391666667,4.2445,5.28958333333,11.233,4.19322222222,21.9624166667,5.69384523809,15.4132083333,8.03208333334
346.35,8.51849999999,10.885625,7.05341666667,6.12825,4.09716666667,5.0985,11.0318333333,4.02588888889,21.7824166667,5.53791666667,15.2877916667,7.90066666666
346.72,8.47591666666,10.9805416667,7.02375,6.10216666667,4.15466666667,5.14675,11.0886666667,4.10322222222,21.85525,5.51513095239,15.3819583333,7.92299999999
347.08,8.47649999999,11.0830833333,6.99916666667,6.12233333333,4.161,5.19666666667,11.12225,4.03655555556,21.9099166667,5.56419047619,15.492125,7.79391666667
347.45,8.50141666666,11.216,7.19066666667,6.17933333334,4.30333333333,5.34475,11.2054166667,4.05811111111,22.0244166666,5.63795238095,15.54525,7.80766666666
347.81,8.70733333332,11.3387916667,7.4075,6.51391666666,4.55266666667,5.62116666667,11.3615,4.26088888889,22.02175,5.84945238095,15.65625,7.97399999999
348.18,8.65024999999,11.376875,7.55545833333,6.666,4.63641666667,5.74908333334,11.4544166667,4.42877777778,22.1715833333,5.97709523809,15.8418333333,8.03741666667
348.54,8.49408333334,11.22525,7.501875,6.64825,4.55275,5.71566666667,11.4084166667,4.31666666667,22.2769166666,5.93705952381,15.8127083333,7.91008333334
348.91,8.66308333334,11.3684583334,7.69795833334,6.89458333333,4.80441666667,5.88583333334,11.7039166666,4.41644444444,22.4101666666,6.19367857142,16.0839166666,7.98733333334
349.27,8.46549999999,11.1756666667,7.45208333333,6.71116666667,4.55325,5.68958333333,11.5404166667,4.18133333333,22.24,6.02966666667,15.924125,7.71999999999
349.64,8.43458333334,11.1797083333,7.41595833333,6.69908333333,4.48558333333,5.63325,11.5599166667,4.08611111111,22.25025,6.08485714286,15.908875,7.61274999999
350.00,8.42408333334,11.188,7.45383333333,6.60108333333,4.46275,5.59325,11.6403333333,4.07377777778,22.2789166667,6.12653571428,15.861,7.55633333333
350.37,8.53591666667,11.2400833334,7.58258333334,6.631,4.5505,5.65091666667,11.8655,4.20955555556,22.4225833333,6.20895238095,15.9873333333,7.55091666666
350.73,8.52358333333,11.1297083333,7.56845833334,6.58641666667,4.338,5.47966666667,11.8269166666,4.065,22.2970833333,6.13759523809,15.9275833333,7.54891666667
351.10,8.64208333333,11.211125,7.66741666667,6.70858333333,4.36625,5.55458333333,11.9839166666,4.13566666667,22.4474166666,6.15383333333,16.0755416667,7.57999999999
351.46,8.95183333334,11.5204166667,7.898875,6.95708333333,4.51233333333,5.76158333333,12.2610833333,4.44333333333,22.7038333333,6.38680952381,16.3489166667,7.84316666666
351.83,8.94408333333,11.5447083334,7.86291666667,6.88016666667,4.47741666667,5.691,12.3226666667,4.39455555555,22.8289166667,6.41585714286,16.4142916667,7.84083333334
352.19,9.16516666667,11.6665,8.00991666667,6.94866666667,4.60608333334,5.75241666667,12.4871666666,4.42511111111,22.8305833333,6.493,16.4700416667,7.99041666666
352.55,9.22133333334,11.6133333333,7.91129166667,6.90166666667,4.55041666666,5.74275,12.5603333333,4.44977777778,22.757,6.45617857143,16.4462083333,7.94183333333
352.92,9.08333333332,11.5000833333,7.779375,6.70433333333,4.42416666667,5.55441666667,12.4505,4.34777777778,22.71675,6.24784523809,16.3635833333,7.80791666667
353.28,9.10000000001,11.5962083333,7.858125,6.71433333333,4.46625,5.46575,12.57725,4.26466666667,22.7434166667,6.27582142858,16.406375,7.81283333334
353.65,9.12658333332,11.6839583334,7.9505,6.75116666667,4.56025,5.50033333333,12.6840833333,4.35788888889,22.8049166666,6.32578571428,16.4841666667,7.89924999999
354.01,9.10391666667,11.6854583334,8.03295833333,6.79783333334,4.5895,5.49125,12.7110833333,4.39455555555,22.7528333334,6.32659523809,16.467875,7.88549999999
354.38,8.94000000001,11.623875,8.07545833333,6.74366666667,4.60808333333,5.44666666667,12.5509166667,4.32988888889,22.662,6.31566666667,16.3682083333,7.91625
354.74,9.15408333332,11.8896666667,8.307125,6.89325,4.81308333334,5.64783333333,12.8295833333,4.51211111111,22.9004166667,6.519,16.6000416667,8.01541666667
355.11,9.13141666668,11.9339166667,8.30520833333,6.88366666667,4.83091666667,5.59058333333,12.8683333333,4.508,22.95275,6.52236904762,16.6005416667,8.09741666666
355.47,9.11358333333,11.9302083333,8.18975,6.91183333334,4.89075,5.61341666666,12.89,4.403,23.0363333333,6.50446428572,16.676,8.03824999999
355.83,9.12708333333,12.016375,8.361625,7.016,4.97958333333,5.69325,13.03075,4.45233333333,23.2248333333,6.54702380952,16.8997083333,8.08425000001
356.20,9.027,12.0571666667,8.31475,6.94725,4.96016666667,5.62283333333,13.023,4.39644444445,23.2793333333,6.44930952381,16.906,8.036
356.56,9.05308333332,12.2057916667,8.457375,7.00266666667,5.03758333333,5.66408333333,13.1025833333,4.39588888889,23.46725,6.50445238095,17.13175,8.15066666666
356.93,9.10291666668,12.27025,8.48524999999,7.05708333333,5.07166666667,5.73516666667,13.13925,4.36377777778,23.4483333333,6.53642857142,17.1255833333,8.26041666668
357.29,8.987,12.212875,8.44979166666,7.03075,5.02225,5.77225,13.0298333333,4.32222222222,23.5145,6.44209523809,17.1257916667,8.22091666666
357.66,8.79,12.0981666667,8.218125,6.839,4.7735,5.59058333333,12.79225,4.08433333333,23.4273333333,6.23383333333,16.9822916667,8.02966666667
358.02,8.77241666668,12.1392916667,8.227375,6.8905,4.76191666667,5.60733333334,12.8249166667,4.07622222222,23.47975,6.20533333333,17.0285833333,8.02749999999
358.38,8.896,12.19875,8.24108333333,7.02591666667,4.7615,5.64608333333,12.97025,4.13288888889,23.5316666667,6.21577380953,17.126375,7.9985
358.75,8.96716666668,12.271375,8.25991666667,7.13858333333,4.79983333333,5.67475,13.0396666667,4.15433333333,23.6135,6.24619047619,17.26475,8.01566666666
359.11,9.04200000001,12.3103333333,8.26858333333,7.135,4.83975,5.64425,13.0524166667,4.175,23.6675,6.29244047619,17.3675416667,8.04674999999
359.48,8.98241666666,12.2923333333,8.26858333334,7.07883333333,4.76275,5.499,13.05425,4.16466666667,23.5880833333,6.24495238095,17.3385833333,8.019
359.84,9.06391666667,12.4105416667,8.26891666667,7.1475,4.76016666667,5.50333333334,13.0549166667,4.23555555556,23.5966666667,6.26236904761,17.4034583333,8.06150000001
360.20,9.06841666666,12.4761666667,8.26395833334,7.17175,4.70125,5.51183333333,13.1094166667,4.24333333333,23.6385,6.30021428572,17.572625,8.05074999999
360.57,8.96558333333,12.4375416667,8.12175,7.10216666667,4.57416666667,5.37116666667,13.0580833333,4.11688888889,23.51425,6.18402380953,17.495875,7.96783333334
360.93,8.85166666666,12.3585,8.082375,7.02341666667,4.4155,5.25833333333,12.9784166667,4.04622222222,23.4516666667,6.09852380953,17.438875,7.80891666667
