wavelength,Back_HemRucm,Belly_HemRucm,Breast_HemRucm,Crissum_HemRucm,Crown_HemRucm,DorTail_HemRucm,Patch10_HemRucm,Patch11_HemRucm,Rump_HemRucm,Throat_HemRucm,WingTip_HemRucm
347.45,6.92413333333,18.3246,4.1776,16.1844,2.89413333333,8.0532,13.2634666666,20.7819333333,4.3538,4.93486666666,7.94193333334
347.81,7.2844,18.6377333333,4.60933333333,16.3874666667,3.21553333333,8.42773333333,13.5278,21.1300666667,4.7722,5.2516,8.27453333333
348.18,7.18553333333,18.5849333333,4.59333333333,16.3622,3.22093333333,8.3822,13.5089333333,21.1015333333,4.68846666667,5.19413333333,8.24579999999
348.54,7.23786666667,18.7872666667,4.8122,16.5842,3.33586666667,8.51626666667,13.5460666666,21.1965333333,4.80386666667,5.19846666667,8.26913333333
348.91,7.00433333333,18.5416666667,4.57386666667,16.3803333333,3.02093333333,8.249,13.2517333333,20.9101333333,4.53133333333,4.97666666667,8.04353333333
349.27,6.97486666667,18.5401333333,4.51586666667,16.451,2.96513333333,8.38453333333,13.228,20.7948,4.52393333333,4.98633333333,7.99186666667
349.64,7.11006666667,18.7498,4.69826666667,16.6,3.1558,8.53206666667,13.3943333333,21.0155333333,4.70946666667,5.1948,8.08219999999
350.00,7.22733333333,18.9138,4.78986666667,16.7258666667,3.23433333333,8.59133333333,13.3699333333,21.0637333333,4.80586666667,5.30433333333,8.08166666666
350.37,7.20146666667,18.8922666667,4.8692,16.775,3.22013333333,8.60993333333,13.2968666667,21.035,4.7172,5.27253333333,8.14946666667
350.73,7.17586666667,18.7776,4.82366666667,16.6822666667,3.2644,8.483,13.1468666667,20.9498,4.69833333333,5.26093333333,8.04113333333
351.10,6.62766666667,18.4268,4.473,16.1661333333,2.8764,7.9544,12.7719333333,20.5362,4.2626,4.629,7.58179999999
351.46,6.43386666667,18.3017333333,4.33806666667,15.9286,2.535,7.8364,12.4996666667,20.2128,4.02066666667,4.38733333333,7.34319999999
351.83,6.362,18.1676666667,4.21586666666,15.8056666667,2.4018,7.7322,12.2404,20.1439333333,3.78873333333,4.35506666667,7.18093333334
352.19,6.23473333333,18.2633333333,4.27833333333,15.7974666667,2.48386666667,7.77593333333,12.1633333333,20.2197333333,3.87366666667,4.4708,7.10606666667
352.55,6.1056,18.0303333333,4.073,15.5790666667,2.34026666667,7.58926666667,11.8885333333,20.0885333333,3.61553333333,4.29653333333,6.9442
352.92,6.07213333333,18.0999333333,4.1486,15.6706666667,2.46486666667,7.65226666667,11.9282666667,20.289,3.66233333333,4.32926666667,7.02979999999
353.28,6.21586666667,18.0360666667,4.3174,15.6186666667,2.65746666667,7.725,11.9232,20.3503333333,3.874,4.50213333334,7.1624
353.65,6.04806666667,17.8708,4.17933333333,15.5532,2.53486666666,7.586,11.7753333333,20.3022,3.79373333333,4.437,6.99606666667
354.01,5.95346666667,17.858,4.18233333333,15.5488666667,2.52673333333,7.63306666667,11.753,20.2744,3.7506,4.3704,7.01906666666
354.38,5.83646666667,17.9232,4.14286666667,15.5480666667,2.45713333333,7.6558,11.6562,20.3720666667,3.7874,4.29446666667,6.95799999999
354.74,5.99966666667,18.0379333333,4.3778,15.7393333333,2.643,7.82533333333,11.7784,20.4955333333,4.00593333333,4.50426666667,7.14726666666
355.11,6.222,18.1225333333,4.48573333334,15.9522666667,2.8226,7.99953333333,11.9060666667,20.6444666667,4.16606666667,4.7826,7.15673333333
355.47,6.35173333333,18.2232,4.61566666667,16.0978,3.07646666667,8.11026666667,12.0046,20.8882666667,4.31386666666,4.9514,7.2402
355.83,6.19086666667,18.1906,4.51,16.0724666666,2.97326666667,7.9822,11.9678,20.814,4.31333333333,4.8276,7.15273333333
356.20,6.5948,18.3134666667,4.7772,16.4077333333,3.2408,8.2322,12.1092666667,21.0373333333,4.52873333333,5.0142,7.37500000001
356.56,6.67533333333,18.5219333333,4.96526666667,16.5340666667,3.36806666667,8.28366666667,12.2136666667,21.1880666667,4.73586666667,5.23313333333,7.56080000001
356.93,6.83213333333,18.5961333333,5.06933333333,16.5632,3.55233333333,8.36133333333,12.2323333333,21.213,4.81513333333,5.31626666667,7.62173333333
357.29,6.80906666667,18.7862,5.18866666667,16.6786,3.5612,8.50033333333,12.2728,21.285,4.81113333333,5.28053333333,7.68126666666
357.66,6.9074,18.8884666667,5.3122,16.7334,3.5728,8.56926666667,12.3361333333,21.3616,4.85,5.34066666666,7.88413333333
358.02,6.84013333333,18.7566666667,5.16553333333,16.6825333333,3.505,8.41973333333,12.206,21.3147333333,4.82213333333,5.2932,7.72480000001
358.38,7.02593333333,18.8315333333,5.26506666667,16.7872666667,3.6628,8.4654,12.2624,21.3956666667,4.97706666667,5.45693333333,7.82373333334
358.75,6.98433333333,18.813,5.33366666667,16.8031333333,3.67073333333,8.51266666667,12.2507333333,21.4552,4.99913333333,5.42586666667,7.83793333333
359.11,6.72153333333,18.7215333333,5.1726,16.6412666667,3.46973333333,8.31786666667,11.9679333333,21.3314666667,4.78013333333,5.18806666667,7.72753333333
359.48,6.72746666667,18.6915333333,5.143,16.6014666667,3.45593333334,8.3172,11.8522,21.2946666667,4.80713333333,5.13653333333,7.73946666667
359.84,6.8772,18.8748,5.3754,16.7216666667,3.64133333333,8.52206666667,11.8813333333,21.5204666667,4.99893333333,5.28733333333,7.92686666667
360.20,6.741,18.7235333333,5.27446666666,16.4689333333,3.42946666667,8.4132,11.6816,21.3639333334,4.89,5.17086666667,7.85339999999
360.57,6.7464,18.7263333333,5.203,16.4348666667,3.3732,8.40886666667,11.5606666667,21.4095333333,4.85846666667,5.02393333333,7.82320000001
360.93,6.7034,18.7455333333,5.1784,16.4299333333,3.28786666667,8.38606666667,11.4652,21.4583333333,4.84986666667,4.9444,7.80133333333
361.29,6.79266666667,18.7693333333,5.19553333333,16.4365333333,3.39966666667,8.39446666667,11.473,21.5374666667,4.9826,5.07533333333,7.86979999999
361.66,6.6788,18.7194,5.01833333333,16.3080666667,3.29713333333,8.32893333333,11.2763333333,21.4728,4.907,4.99046666667,7.68953333333
362.02,6.59793333333,18.6159333333,4.9986,16.1932666667,3.23953333333,8.2094,11.1242,21.3970666667,4.7778,4.90026666667,7.61159999999
362.39,6.4862,18.4794,4.91646666667,16.0475333333,3.12453333333,8.16126666667,10.9526,21.3262666667,4.6424,4.785,7.48993333334
362.75,6.44153333333,18.4361333333,4.81066666667,15.9643333334,3.0756,8.1608,10.8317333333,21.2502,4.54186666667,4.74273333333,7.44253333334
363.11,6.4062,18.4303333333,4.82893333333,15.9496,3.0762,8.17233333333,10.7688,21.294,4.52526666667,4.74913333333,7.41253333334
363.48,6.505,18.5217333333,4.9926,16.0584,3.22026666667,8.31206666667,10.8862666667,21.4046,4.66566666667,4.918,7.53606666666
363.84,6.47433333333,18.442,4.90273333333,15.9872666667,3.24553333333,8.3048,10.8428,21.3309333333,4.5926,4.93473333333,7.4978
364.20,6.2026,18.3490666667,4.69586666667,15.8362666667,3.0716,8.07653333333,10.6852,21.2342,4.38886666667,4.7552,7.28079999999
364.57,6.03726666667,18.1545333333,4.619,15.6965333333,3.0236,7.9902,10.5286666667,20.9978,4.26346666667,4.71973333333,7.11506666666
364.93,5.9442,18.0817333333,4.55033333333,15.5674666667,2.9606,7.9268,10.4431333333,20.8944,4.2206,4.61753333333,7.00740000001
365.29,5.619,17.7767333333,4.22106666667,15.2622666667,2.58266666667,7.58033333333,10.0298666667,20.5370666667,3.84853333333,4.2312,6.64633333334
365.66,5.8084,17.8091333333,4.50206666667,15.3405333333,2.82406666667,7.74793333333,10.0944,20.5896666667,3.99,4.3536,6.81206666667
366.02,6.11413333333,18.1704,4.87246666667,15.6355333333,3.19273333333,8.11686666667,10.3846666667,20.8975333333,4.4274,4.7268,7.17160000001
366.38,6.15386666667,18.2543333333,4.94946666667,15.6364666667,3.25673333333,8.18393333333,10.4066666667,20.8591333333,4.42646666667,4.75666666667,7.19580000001
366.75,6.11193333333,18.2209333334,5.02053333333,15.5606,3.28013333333,8.14813333333,10.3652,20.8688,4.51653333333,4.801,7.18799999999
367.11,6.40273333334,18.419,5.21873333333,15.7097333333,3.48146666666,8.37446666667,10.5256666667,20.9974666667,4.7976,4.965,7.39226666667
367.47,6.12433333333,18.1926666667,4.86546666667,15.4474666666,3.13573333333,8.02446666666,10.1682,20.7511333333,4.46693333333,4.59013333333,7.09786666666
367.84,6.14926666667,18.2847333333,4.982,15.4392666666,3.1432,8.0158,10.1718666667,20.8581333333,4.5148,4.60473333333,7.11866666666
368.20,6.38933333333,18.5169333333,5.21933333333,15.6364666667,3.4058,8.265,10.3131333333,21.0271333333,4.7948,4.87046666667,7.39286666667
368.56,6.476,18.6712666667,5.3912,15.7313333333,3.50433333333,8.33833333333,10.3524666667,21.2092,4.939,4.93093333333,7.51780000001
368.93,6.55286666667,18.6855333333,5.5004,15.7946,3.5972,8.4166,10.3442,21.2839333333,5.01013333333,5.08626666667,7.61866666666
369.29,6.7432,18.8324,5.73586666667,15.9565333333,3.88026666667,8.67033333333,10.5116666667,21.6128666667,5.2464,5.33193333333,7.79486666666
369.65,6.60626666667,18.8703333333,5.62546666667,15.8818,3.77586666667,8.59066666667,10.3901333333,21.6392,5.17253333333,5.3074,7.72593333333
370.01,6.52286666667,18.7758,5.5344,15.7317333333,3.69553333333,8.50653333333,10.2883333333,21.5660666667,5.0576,5.22353333333,7.67306666667
370.38,6.4336,18.6666666667,5.44433333333,15.6639333333,3.63906666667,8.39053333333,10.0946666667,21.612,4.99633333333,5.18266666667,7.68873333333
370.74,6.47733333333,18.8618666667,5.43786666667,15.7219333333,3.72093333333,8.40826666667,10.1076666667,21.6746,4.98613333333,5.12633333333,7.74759999999
371.10,6.33473333334,18.6792,5.33613333333,15.5275333333,3.6246,8.26853333333,9.86446666667,21.6174,4.81413333333,5.03546666667,7.68199999999
371.46,6.38666666667,18.675,5.4938,15.4806666667,3.7086,8.33546666667,9.86406666666,21.6738,4.86906666666,5.1268,7.74166666666
371.83,6.38853333333,18.6612,5.5224,15.5054666667,3.78713333333,8.35773333333,9.86573333332,21.6526,4.9276,5.17006666666,7.75893333333
372.19,6.04346666667,18.3244666667,5.1524,15.0539333333,3.47393333333,8.02333333333,9.43486666666,21.4134,4.5332,4.7722,7.405
372.55,6.2048,18.3772666667,5.20233333333,15.0104666667,3.65893333333,8.17293333333,9.50266666666,21.5101333333,4.63826666667,4.9388,7.55719999999
372.92,6.12286666667,18.2486666667,5.1574,14.8530666667,3.60613333333,8.08073333333,9.34339999999,21.4618,4.644,4.87166666667,7.55413333333
373.28,5.89666666667,18.0559333333,4.95606666667,14.5341333333,3.37166666667,7.8068,9.06259999999,21.1979333333,4.45766666667,4.67613333333,7.39760000001
373.64,5.74213333333,17.8608,4.81273333333,14.3062666667,3.21066666667,7.59806666667,8.92906666667,21.0657333333,4.32846666667,4.52353333333,7.28626666666
374.00,5.6312,17.7417333333,4.75486666667,14.1863333333,3.1356,7.51946666667,8.74420000001,21.0242666667,4.2474,4.41686666667,7.23526666667
374.37,5.6782,17.8081333333,4.902,14.1560666667,3.3096,7.61226666667,8.85559999999,21.1179333333,4.39573333333,4.51586666667,7.32459999999
374.73,5.61073333333,17.5844666667,4.83113333333,13.9546,3.22273333333,7.5268,8.67233333334,21.0375333333,4.3398,4.55306666667,7.27220000001
375.09,5.62553333333,17.5414,4.8998,13.9596,3.31133333333,7.6154,8.67993333333,21.05,4.43133333334,4.64813333333,7.37813333334
375.45,5.68313333333,17.5688666667,4.9574,13.9390666667,3.46506666667,7.72946666667,8.63393333333,21.1059333334,4.5666,4.78586666667,7.55693333333
375.81,5.56766666666,17.3031333333,4.82633333333,13.6781333333,3.28693333333,7.56186666667,8.42866666666,20.9528666667,4.42373333333,4.63353333333,7.49066666666
376.18,5.70966666667,17.3443333333,5.01693333333,13.7612666667,3.45713333333,7.69926666667,8.53599999999,21.02,4.593,4.857,7.67066666667
376.54,5.5202,17.1178666667,4.84833333333,13.5541333333,3.32833333334,7.57233333333,8.33366666667,20.8372,4.41266666667,4.7118,7.53039999999
376.90,5.6332,17.2285333333,4.9442,13.6306,3.4434,7.67413333333,8.46580000001,21.0220666667,4.52733333333,4.8424,7.68626666667
377.26,5.73593333333,17.3578666667,5.1138,13.7344666667,3.6388,7.8804,8.57486666667,21.1542,4.61786666667,5.01173333333,7.89493333333
377.63,5.71593333333,17.2933333333,5.09933333333,13.6412666667,3.63133333333,7.87726666667,8.51446666667,21.1321333333,4.6116,4.97886666667,7.88979999999
377.99,5.68346666667,17.1563333333,5.02246666667,13.5278,3.62146666667,7.84346666667,8.44953333333,21.114,4.57253333333,5.021,7.89373333334
378.35,5.56933333333,16.9920666667,4.89146666667,13.3442,3.4636,7.70253333333,8.26400000001,20.986,4.44026666667,4.9754,7.79266666666
378.71,5.4406,16.8222,4.77506666667,13.0908,3.33993333333,7.5754,8.07339999999,20.8453333333,4.2896,4.813,7.68513333333
379.07,5.42566666667,16.8596666667,4.7842,12.9813333333,3.3418,7.51333333333,8.03586666666,20.8513333333,4.26253333333,4.81346666667,7.65986666666
379.44,5.40026666666,16.8324,4.793,12.9019333333,3.32133333333,7.5048,8.02206666667,20.8996,4.25253333333,4.853,7.63393333333
379.80,5.22746666666,16.7839333333,4.65306666666,12.7328,3.2692,7.4148,7.84,20.8718666667,4.16793333333,4.77526666667,7.55626666666
380.16,5.28866666667,16.7803333333,4.73193333333,12.7322666667,3.37253333333,7.46806666667,7.88493333333,20.9212,4.22993333334,4.82413333333,7.64633333333
380.52,5.16173333333,16.7118666667,4.67786666667,12.5512666667,3.26453333333,7.34306666667,7.73199999999,20.9242666667,4.17706666666,4.78406666667,7.57553333333
380.88,4.9432,16.5842666667,4.54553333333,12.2822,3.12726666667,7.20166666667,7.50066666667,20.6966666666,3.9378,4.63213333333,7.36100000001
381.24,4.96146666667,16.5657333333,4.585,12.2112,3.16266666667,7.1956,7.46560000001,20.7284666667,3.97893333334,4.66586666667,7.4206
381.61,5.15513333333,16.7124666667,4.8242,12.3592,3.43253333333,7.39953333333,7.60379999999,20.8808,4.19193333333,4.94173333333,7.63626666666
381.97,5.23106666667,16.8093333333,4.90946666667,12.3132,3.54613333334,7.47573333333,7.61600000001,20.8924666667,4.27866666667,5.01173333333,7.72986666666
382.33,5.36446666667,16.9357333333,5.04313333333,12.4173333334,3.68506666667,7.63946666667,7.71719999999,21.0288666667,4.46433333333,5.15173333333,7.93920000001
382.69,5.43413333333,17.0892666667,5.1602,12.4959333333,3.81826666667,7.72473333333,7.79493333334,21.1304,4.58826666667,5.26306666667,8.06593333333
383.05,5.43366666667,17.1077333333,5.21393333333,12.4935333333,3.86993333333,7.754,7.83006666666,21.1876666667,4.63033333333,5.322,8.13533333333
383.41,5.3784,17.0340666667,5.09413333333,12.431,3.81826666667,7.65026666667,7.72573333334,21.1151333333,4.5524,5.2486,8.11626666666
383.77,5.38986666667,16.9645333333,5.08666666667,12.3748,3.81733333333,7.63873333333,7.69493333333,21.054,4.49833333333,5.2532,8.12960000001
384.14,5.33733333333,16.9215333333,5.04953333333,12.2911333333,3.768,7.5776,7.6334,21.0409333334,4.45413333333,5.21666666667,8.07559999999
384.50,5.4252,17.0265333333,5.15026666667,12.3944,3.87746666667,7.64173333333,7.69339999999,21.1036666667,4.54933333333,5.29913333333,8.13199999999
384.86,5.54833333333,17.1390666667,5.2362,12.4816666667,3.97146666667,7.74113333333,7.76626666667,21.2256,4.705,5.43153333333,8.26293333333
385.22,5.5004,17.0766,5.14046666667,12.4468,3.885,7.71106666667,7.67519999999,21.1975333333,4.64946666667,5.38706666667,8.18653333333
385.58,5.374,17.0592666667,5.06213333333,12.3604666667,3.77826666667,7.6144,7.55266666667,21.1133333333,4.5446,5.28813333333,8.10353333334
385.94,5.30473333333,17.0471333333,5.08713333333,12.3087333333,3.70133333333,7.57766666667,7.49679999999,21.0907333333,4.51893333333,5.2604,8.02753333334
386.30,5.10386666667,16.8327333333,4.8116,12.0446666667,3.46553333334,7.3234,7.24733333333,20.8373333333,4.21933333333,5.01773333334,7.7634
386.66,5.12553333333,16.8648,4.81186666667,12.0480666667,3.47966666667,7.3454,7.26393333334,20.916,4.24033333333,5.08006666667,7.79899999999
387.03,5.09946666667,16.8152666667,4.6874,11.9384666667,3.37466666667,7.24106666667,7.11126666666,20.8062,4.16126666667,5.021,7.69733333334
387.39,5.12126666667,16.9242,4.7636,11.9344666667,3.4182,7.26753333333,7.13673333334,20.8528,4.18206666667,5.07906666667,7.7292
387.75,5.08086666667,16.9492,4.73273333333,11.9108666667,3.35146666667,7.2248,7.0946,20.8723333334,4.1692,5.0626,7.69200000001
388.11,5.09826666667,17.0692666667,4.76666666667,11.9643333333,3.36166666667,7.2688,7.06806666667,20.9384,4.17553333333,5.12113333333,7.7668
388.47,5.12366666667,17.0836,4.8008,11.9354,3.38326666667,7.28806666667,7.06533333333,20.945,4.2082,5.18753333333,7.86460000001
388.83,5.01193333333,16.9934666667,4.70606666667,11.8014,3.28766666667,7.1448,6.92286666667,20.8058666667,4.06146666667,5.1376,7.80426666667
389.19,5.00833333333,17.0277333333,4.70586666667,11.7597333333,3.29253333333,7.11566666667,6.90720000001,20.7988,4.049,5.1632,7.76906666667
389.55,5.05286666667,17.0884666667,4.7252,11.7442666667,3.3402,7.06326666667,6.8818,20.8333333333,4.09033333334,5.2038,7.81286666667
389.91,5.1024,17.1792666667,4.66706666667,11.7132,3.35446666667,7.0466,6.89166666667,20.8662666667,4.09986666667,5.2496,7.85313333334
390.27,5.26686666667,17.3793333333,4.88473333333,11.8738666667,3.5762,7.206,7.0396,21.0575333333,4.3258,5.4492,8.05193333333
390.63,5.1936,17.3112,4.802,11.7768666667,3.5218,7.12493333333,6.92319999999,20.9812,4.2206,5.37006666667,7.96773333334
391.00,5.17606666667,17.3224,4.859,11.7844666667,3.57053333333,7.13166666667,6.87359999999,20.9767333333,4.21866666667,5.3842,7.98126666667
391.36,5.21586666667,17.4028,4.9338,11.8036,3.6534,7.21206666667,6.92906666666,21.0280666666,4.29606666667,5.499,8.05233333333
391.72,5.2954,17.5451333333,5.06186666667,11.8724666667,3.78186666667,7.2908,6.99893333333,21.1052,4.38246666667,5.63506666667,8.1566
392.08,5.26653333333,17.562,5.05166666666,11.8030666667,3.81273333333,7.29066666667,6.9442,21.107,4.40306666666,5.6562,8.15626666666
392.44,5.2032,17.5250666667,4.99373333333,11.6936666667,3.74326666667,7.21553333333,6.82746666667,21.0652,4.33986666667,5.59846666667,8.05186666667
392.80,5.32006666667,17.6452666667,5.1446,11.8003333333,3.91453333333,7.37966666667,6.94286666667,21.2104,4.49006666667,5.71926666667,8.17766666666
393.16,5.34053333334,17.7085333333,5.2108,11.7644,3.9446,7.38926666667,6.93446666667,21.2798666667,4.52466666667,5.754,8.2468
393.52,5.29046666667,17.6449333333,5.14386666667,11.6727333333,3.93993333333,7.40573333333,6.87953333333,21.2514,4.45506666667,5.73646666667,8.17520000001
393.88,5.27673333333,17.5906666667,5.20533333334,11.6608666667,3.99506666667,7.44613333333,6.85786666667,21.2452666667,4.4998,5.77386666667,8.21986666667
394.24,5.17033333333,17.5007333333,5.14586666667,11.5066666667,3.92166666667,7.38606666666,6.72206666667,21.1452666667,4.42553333333,5.703,8.13873333333
394.60,5.2,17.4649333333,5.18206666667,11.4884666667,3.9368,7.37246666667,6.72133333333,21.1053333333,4.45946666667,5.76893333333,8.16953333333
394.96,5.14886666666,17.416,5.1386,11.3694,3.93853333333,7.33,6.69339999999,21.1377333333,4.44986666667,5.7684,8.17566666667
395.32,5.19633333333,17.3499333333,5.16993333333,11.324,3.95186666667,7.35873333333,6.66306666666,21.1478,4.47066666667,5.8014,8.17073333333
395.68,5.17773333333,17.2086666667,5.12613333333,11.2202666667,3.93473333333,7.336,6.5646,21.064,4.44346666666,5.7598,8.10666666667
396.04,5.2154,17.1424,5.1688,11.1910666667,3.9524,7.35853333333,6.58233333334,21.0556666667,4.47106666667,5.80366666667,8.11573333333
396.40,5.2858,17.1548666666,5.26406666667,11.1941333333,4.02033333333,7.4508,6.6186,21.0933333333,4.5238,5.8982,8.22066666667
396.76,5.16073333333,16.9075333333,5.1194,10.9946,3.89986666666,7.3404,6.44193333333,20.9624666667,4.38686666667,5.80226666667,8.10260000001
397.12,5.11146666667,16.7483333333,5.08586666667,10.8791333333,3.89233333333,7.34073333333,6.34166666667,20.8632666667,4.33566666667,5.76046666667,8.07286666667
397.48,5.19313333333,16.6720666667,5.217,10.8675333333,3.9774,7.41666666667,6.35593333333,20.9198,4.421,5.87493333333,8.21473333334
397.84,5.1024,16.5005333333,5.13406666667,10.7388,3.89966666667,7.34913333333,6.21586666666,20.8282,4.28593333333,5.79293333333,8.11813333333
398.20,5.2234,16.4696,5.23026666667,10.8105333333,4.0046,7.5024,6.2978,20.9750666667,4.40366666667,5.9298,8.22666666667
398.56,5.17833333333,16.3378666667,5.21373333333,10.7270666667,4.02353333333,7.51953333333,6.18580000001,20.9664666667,4.36746666667,5.89373333333,8.2038
398.92,5.21793333333,16.2175333333,5.22626666667,10.6810666667,4.02233333333,7.59413333333,6.14126666667,20.8834666667,4.37593333333,5.92013333333,8.19180000001
399.28,5.12013333333,16.064,5.15246666666,10.5651333333,3.96626666667,7.55593333333,5.99993333334,20.8381333333,4.26933333333,5.809,8.12500000001
399.64,5.0972,15.9436666667,5.1336,10.475,3.9604,7.5638,5.9536,20.8386,4.26633333333,5.80166666667,8.15566666667
400.00,5.04146666667,15.7666,5.04613333333,10.34,3.90313333333,7.5112,5.84166666667,20.7207333333,4.17086666667,5.709,8.04826666667
400.36,4.9646,15.5922666667,4.9712,10.2522,3.88386666667,7.4704,5.7676,20.6400666667,4.12026666667,5.64053333333,7.973
400.72,5.0236,15.5515333333,5.0128,10.2418666667,3.93006666667,7.52113333333,5.73906666667,20.6987333333,4.137,5.69073333333,8.01933333333
401.08,5.05546666667,15.4720666667,4.98286666667,10.2395333333,3.96373333333,7.51893333333,5.7398,20.7059333333,4.18953333333,5.75846666667,8.00906666666
401.44,4.9714,15.3273333333,4.89013333333,10.126,3.8968,7.46186666667,5.63853333333,20.6372666667,4.1268,5.68726666667,7.90793333333
401.80,5.14066666667,15.3806,5.04226666667,10.2297333333,4.04733333333,7.59853333333,5.77366666666,20.7558666667,4.32233333333,5.8498,8.07113333333
402.16,5.133,15.3457333333,5.0486,10.1720666666,4.075,7.57026666667,5.7312,20.7324666667,4.3256,5.84813333333,8.07413333334
402.52,5.2312,15.3477333333,5.11726666667,10.1817333333,4.14906666667,7.66066666667,5.8002,20.7612666667,4.4122,5.91046666667,8.14439999999
402.88,5.1978,15.3086666667,5.1222,10.1952666667,4.13726666666,7.67826666667,5.7852,20.8034,4.40646666667,5.90353333333,8.17826666666
403.24,5.2876,15.3376,5.2182,10.2576666666,4.27566666667,7.76086666667,5.85713333333,20.8482,4.52866666667,6.00593333333,8.28279999999
403.60,5.2952,15.3214,5.22293333333,10.2488,4.29866666667,7.76646666667,5.84393333333,20.8384666667,4.5408,6.02913333333,8.24306666667
403.95,5.2824,15.2983333333,5.23246666667,10.1957333333,4.29826666667,7.7494,5.82726666667,20.8768,4.54293333333,6.04433333333,8.26633333333
404.31,5.38773333333,15.3663333333,5.3018,10.2342,4.3832,7.8388,5.88906666667,20.9986666667,4.61366666667,6.14373333333,8.34866666666
404.67,5.3668,15.3512666667,5.29006666667,10.1620666667,4.37526666667,7.79393333333,5.87986666667,20.9053333333,4.616,6.09473333333,8.30166666666
405.03,5.3428,15.3420666666,5.26686666667,10.106,4.3316,7.77206666667,5.81593333333,20.8948,4.58093333333,6.0364,8.27766666666
405.39,5.30306666667,15.3192,5.22013333333,10.0690666667,4.27266666667,7.7224,5.7624,20.8669333333,4.5326,5.9612,8.23093333333
405.75,5.25566666667,15.3015333333,5.19186666667,10.0138666667,4.2498,7.69806666667,5.68893333333,20.8587333333,4.4554,5.87873333333,8.17933333333
406.11,5.25553333333,15.2967333333,5.20286666667,10.0114666667,4.25246666667,7.68066666667,5.68373333333,20.826,4.43153333334,5.87186666667,8.14906666667
406.47,5.24293333333,15.3520666666,5.20026666667,10.03,4.26326666667,7.69393333333,5.67353333333,20.8362,4.4512,5.91186666667,8.1588
406.83,5.28953333333,15.4160666667,5.23173333333,10.0326,4.30653333333,7.71026666667,5.67233333333,20.8888666667,4.47673333333,5.94686666667,8.15739999999
407.19,5.22306666667,15.3353333333,5.13686666666,9.90753333334,4.183,7.57726666667,5.553,20.7693333333,4.36153333333,5.84273333333,8.02853333333
407.55,5.34026666667,15.4696,5.24853333333,9.97759999999,4.26773333333,7.6846,5.6264,20.8704,4.437,5.91346666667,8.11253333333
407.90,5.3648,15.5731333333,5.27146666667,10.0460666667,4.31173333333,7.71866666667,5.64006666667,20.9139333333,4.46933333333,5.95086666667,8.14086666667
408.26,5.32006666667,15.5685333333,5.22786666667,10.0329333333,4.25546666667,7.65933333333,5.57733333333,20.8504666667,4.44033333333,5.87433333333,8.08559999999
408.62,5.38333333333,15.7087333333,5.297,10.1234,4.299,7.74133333333,5.61426666667,20.9921333333,4.49126666667,5.9324,8.16120000001
408.98,5.42193333333,15.8057333333,5.3582,10.1988666667,4.3576,7.82,5.67433333333,21.0479333333,4.51766666667,5.9882,8.23086666667
409.34,5.50913333333,15.9677333333,5.44333333333,10.2868,4.46613333333,7.92126666667,5.74473333333,21.1483333333,4.61333333333,6.07866666667,8.31246666667
409.70,5.5008,16.0536666667,5.403,10.2650666667,4.4442,7.92253333333,5.7192,21.1555333333,4.60886666667,6.09506666667,8.28846666667
410.06,5.56746666667,16.2231333333,5.459,10.3318666667,4.51113333333,8.0228,5.8004,21.2634666667,4.66846666667,6.17533333333,8.37820000001
410.42,5.58913333333,16.2947333333,5.50506666667,10.3490666667,4.51946666667,8.04846666667,5.81586666667,21.3670666667,4.65033333333,6.15066666667,8.36940000001
410.77,5.61646666666,16.4276666667,5.54486666667,10.3746,4.58466666667,8.0762,5.83733333333,21.4275333333,4.70286666667,6.1918,8.40879999999
411.13,5.70426666667,16.6592666667,5.63206666667,10.5131333333,4.69913333333,8.21273333333,5.95193333333,21.5920666667,4.82186666667,6.3042,8.50900000001
411.49,5.65173333333,16.7178666667,5.56946666667,10.5030666667,4.6774,8.14833333333,5.90439999999,21.5749333333,4.7786,6.26226666667,8.47880000001
411.85,5.68946666667,16.7932,5.60366666667,10.5207333333,4.6956,8.17253333333,5.89673333332,21.5706,4.78713333333,6.249,8.46873333333
412.21,5.72193333333,16.9604,5.65053333333,10.5674,4.74706666667,8.2304,5.95846666667,21.6172666667,4.78753333333,6.2972,8.49919999999
412.57,5.7082,17.0289333333,5.63253333333,10.5534,4.74766666667,8.2058,5.95446666666,21.5831333333,4.7832,6.29853333333,8.4582
412.92,5.68206666667,17.1139333333,5.61093333333,10.5170666667,4.7374,8.16973333333,5.91846666667,21.6020666667,4.76093333333,6.25566666667,8.40499999999
413.28,5.672,17.2071333333,5.60353333333,10.5053333333,4.72106666666,8.15026666667,5.93733333334,21.5896666667,4.7202,6.2606,8.39706666666
413.64,5.67993333334,17.2982,5.63873333333,10.5332666667,4.72993333333,8.14693333333,5.93693333334,21.6344,4.70706666667,6.26926666667,8.39966666667
414.00,5.572,17.2874666667,5.51653333333,10.4422,4.62306666667,8.02813333333,5.79466666667,21.5710666667,4.5846,6.15093333333,8.28719999999
414.36,5.53146666667,17.4102666667,5.47546666667,10.4304666667,4.61126666667,7.97993333333,5.75613333332,21.5668666667,4.56293333333,6.15626666667,8.285
414.72,5.4876,17.4584666667,5.42686666667,10.4182,4.56293333333,7.93446666667,5.73653333333,21.5368,4.48313333333,6.11066666667,8.2186
