wavelength,Back_TanCyof,Belly_TanCyof,Breast_TanCyof,Crissum_TanCyof,Crown_TanCyof,DorTail_TanCyof,Patch10_TanCyof,Patch11_TanCyof,Patch12_TanCyof,Patch13_TanCyof,Rump_TanCyof,Throat_TanCyof,WingTip_TanCyof
339.40,8.37522222222,10.9044444444,10.9003333333,5.43888888889,2.922,5.97911111111,8.52866666668,8.29966666667,6.35977777778,14.8926666667,14.1538888889,10.4665555556,5.41033333333
339.77,8.27977777778,10.8355555555,10.8988888889,5.45877777778,2.82522222222,5.90733333333,8.47344444443,8.27977777778,6.26033333333,14.7807777778,14.1423333333,10.4154444444,5.21588888889
340.14,8.53988888889,11.0463333333,11.0525555555,5.60911111111,3.03188888889,6.03966666667,8.58055555557,8.42888888889,6.39744444445,14.9131111111,14.2501111111,10.5391111111,5.332
340.50,8.727,11.1251111111,11.2772222222,5.84277777778,3.21844444444,6.261,8.74733333333,8.71511111111,6.55144444444,15.1605555556,14.4297777778,10.6827777778,5.52844444445
340.87,8.79544444444,11.1547777778,11.3752222222,5.94777777778,3.38,6.36677777778,8.85122222223,8.82322222223,6.63077777778,15.216,14.4991111111,10.682,5.54666666667
341.23,8.98688888889,11.3317777778,11.588,6.05511111111,3.53288888889,6.46488888889,8.91011111111,8.92588888888,6.79,15.2706666666,14.5276666667,10.6697777778,5.655
341.60,9.01200000001,11.5048888889,11.7328888889,6.21333333333,3.63677777778,6.59933333333,9.02555555556,8.90666666667,6.92277777778,15.3073333333,14.5725555556,10.8013333334,5.69088888889
341.96,8.80444444444,11.4874444445,11.584,6.11344444444,3.47855555556,6.58066666667,8.89500000001,8.74255555555,6.90677777778,15.1204444444,14.5105555556,10.7712222222,5.49744444444
342.33,8.97511111111,11.6371111111,11.7495555555,6.36244444444,3.55588888889,6.66366666667,9.02633333333,8.98644444443,7.05611111111,15.2556666667,14.6477777778,10.9546666667,5.57366666666
342.70,8.95933333333,11.6678888889,11.8383333333,6.47966666667,3.552,6.66311111111,9.06044444445,9.05700000001,7.11322222222,15.2122222222,14.6797777778,10.9836666667,5.63622222222
343.06,9.05822222222,11.763,11.9105555555,6.58222222222,3.60577777778,6.669,9.13933333332,9.10966666665,7.24877777778,15.365,14.7502222222,11.0666666667,5.68111111111
343.43,9.16944444445,11.8755555556,12.0326666667,6.63522222222,3.64566666667,6.668,9.22033333333,9.14933333332,7.38288888889,15.5231111111,14.9124444445,11.1751111111,5.71555555556
343.79,9.2241111111,11.9791111111,12.0996666667,6.74533333333,3.68444444444,6.74522222222,9.33355555557,9.18266666665,7.53266666667,15.6546666667,14.9536666667,11.244,5.80533333333
344.16,9.07288888888,11.9068888889,12.0026666667,6.56844444444,3.53755555556,6.64655555556,9.26766666667,9.03577777777,7.40155555556,15.5651111111,14.8774444445,11.1712222222,5.70533333333
344.52,9.00133333333,11.9147777778,11.9062222222,6.431,3.43,6.57455555556,9.21677777777,8.81388888889,7.30822222222,15.4358888889,14.8213333333,11.1303333334,5.58011111111
344.89,8.84233333333,11.8582222222,11.8527777778,6.365,3.24355555555,6.46755555556,9.10477777779,8.71555555555,7.23011111111,15.3898888889,14.8061111111,11.052,5.48433333333
345.25,8.67822222222,11.7615555556,11.7012222222,6.26255555555,3.09511111111,6.32111111111,9.04311111111,8.63522222222,7.08688888889,15.3041111111,14.8206666667,11.0234444444,5.356
345.62,8.615,11.7235555556,11.6105555556,6.12077777778,2.96777777778,6.21677777778,8.99088888888,8.567,7.073,15.2505555556,14.8406666666,10.979,5.24411111111
345.99,8.55766666666,11.6567777778,11.6122222222,5.98388888889,2.81855555556,6.07966666667,8.94944444446,8.48588888889,6.96744444444,15.1676666667,14.865,10.9126666667,5.13733333333
346.35,8.41766666667,11.5001111111,11.476,5.75166666667,2.67122222222,5.954,8.87833333332,8.21377777778,6.81066666667,15.0227777778,14.7727777778,10.7872222222,4.99611111111
346.72,8.41866666667,11.4706666667,11.45,5.67088888889,2.63577777778,5.92544444444,8.90544444444,8.15533333333,6.81311111111,14.9392222222,14.7345555556,10.7944444444,4.86566666667
347.08,8.41177777778,11.5373333333,11.4994444445,5.604,2.59555555555,5.96822222222,8.92633333334,8.04588888889,6.83611111111,14.8336666667,14.7664444444,10.7936666667,4.72211111111
347.45,8.35455555556,11.5815555556,11.4431111111,5.60311111111,2.58877777778,5.92633333333,8.97366666667,8.02944444444,6.84811111111,14.7412222222,14.7773333334,10.7721111111,4.66233333333
347.81,8.346,11.5164444444,11.3823333333,5.45033333333,2.53733333333,5.80677777778,8.8938888889,7.90777777778,6.77722222222,14.5997777778,14.7684444445,10.7458888889,4.57566666667
348.18,8.336,11.4784444445,11.4103333334,5.47311111111,2.44433333333,5.72,8.87844444443,7.81966666667,6.77177777778,14.5111111111,14.8015555556,10.6894444445,4.58444444444
348.54,8.219,11.4312222222,11.3696666667,5.32866666666,2.30288888889,5.58555555556,8.69211111111,7.75277777778,6.72033333333,14.3902222222,14.795,10.6641111111,4.53188888889
348.91,8.14622222222,11.3684444444,11.2758888889,5.17255555556,2.22544444445,5.47388888889,8.57911111112,7.61011111111,6.60766666667,14.2668888889,14.7383333333,10.6538888889,4.43144444444
349.27,8.08411111111,11.3303333333,11.2322222222,5.10455555555,2.17244444444,5.48555555555,8.49122222223,7.47,6.57855555556,14.2134444444,14.7557777778,10.5812222222,4.38344444445
349.64,8.087,11.2647777778,11.2402222222,5.08733333334,2.11222222222,5.47711111111,8.40833333333,7.45966666667,6.53211111111,14.1158888889,14.7992222222,10.4297777778,4.27322222222
350.00,8.19344444444,11.364,11.3482222222,5.23388888889,2.21522222222,5.51477777778,8.5751111111,7.61655555556,6.68411111111,14.1822222222,14.8774444444,10.5343333333,4.39566666667
350.37,8.18244444445,11.4291111111,11.4673333333,5.29722222222,2.26311111111,5.558,8.61811111111,7.73111111111,6.73211111111,14.1468888889,14.9473333333,10.5457777778,4.39977777778
350.73,8.11244444444,11.4084444444,11.5321111111,5.21522222222,2.203,5.49366666667,8.56444444446,7.69655555555,6.69144444445,14.163,14.986,10.5354444444,4.34055555556
351.10,8.01455555556,11.3253333333,11.4691111111,5.16988888889,2.13688888889,5.32266666666,8.50822222221,7.689,6.60766666666,14.0774444444,14.9718888889,10.4548888889,4.27377777778
351.46,8.01088888889,11.3253333333,11.5737777778,5.11855555556,2.037,5.33444444444,8.45155555557,7.66233333333,6.56055555555,13.9933333333,15.0103333334,10.424,4.309
351.83,8.02177777778,11.4238888889,11.6248888889,5.15055555556,1.96477777778,5.39733333333,8.48,7.72922222222,6.62344444445,13.9841111111,15.0933333334,10.4685555556,4.34566666667
352.19,8.03711111111,11.4861111111,11.665,5.15055555556,1.96633333333,5.50377777778,8.57099999999,7.86144444444,6.74522222222,13.9491111111,15.1404444445,10.574,4.31044444444
352.55,8.09044444444,11.5537777778,11.7336666667,5.24011111111,2.01633333333,5.54388888889,8.67188888888,7.95844444444,6.82055555556,14.008,15.1142222222,10.6253333334,4.30033333333
352.92,8.25844444444,11.793,11.9197777778,5.38955555556,2.17555555556,5.69355555556,8.88455555557,8.18455555555,7.04588888889,14.1246666666,15.3158888889,10.8053333333,4.44633333333
353.28,8.38644444444,11.8954444444,12.1418888889,5.60822222222,2.28055555556,5.78477777778,9.08344444446,8.38966666667,7.23233333333,14.1647777778,15.473,10.9685555556,4.53677777778
353.65,8.41655555555,12.01,12.2794444444,5.69277777778,2.39777777778,5.83255555556,9.20433333332,8.46622222222,7.36211111111,14.2744444444,15.6418888889,11.1545555556,4.60766666667
354.01,8.34,11.9155555556,12.2222222222,5.59744444444,2.32366666667,5.77911111111,9.10500000001,8.34322222222,7.30944444444,14.1936666667,15.6447777778,11.0841111111,4.53044444444
354.38,8.37211111111,11.9801111111,12.2712222222,5.649,2.34955555556,5.79855555556,9.17422222222,8.31933333333,7.39766666667,14.2376666667,15.6778888889,11.181,4.57622222222
354.74,8.33766666667,11.9414444444,12.1842222222,5.59455555556,2.23477777778,5.69966666667,9.03955555556,8.22444444445,7.359,14.071,15.6402222222,11.0791111111,4.45711111111
355.11,8.50444444445,12.0644444445,12.3295555555,5.81766666667,2.331,5.88777777778,9.25088888888,8.41522222222,7.56777777778,14.2061111111,15.8607777778,11.2944444444,4.62455555556
355.47,8.703,12.2475555555,12.504,6.06177777778,2.52022222222,6.09966666667,9.45755555556,8.65622222222,7.85655555556,14.268,16.035,11.5393333333,4.70677777778
355.83,8.80555555556,12.3562222222,12.6967777778,6.2,2.67366666666,6.27,9.66811111111,8.7241111111,8.021,14.3336666667,16.2416666667,11.6928888889,4.77133333333
356.20,8.96077777778,12.5208888889,12.9064444444,6.361,2.89077777778,6.41122222222,9.84977777778,8.83255555555,8.22766666667,14.4362222222,16.483,11.8542222222,4.91644444444
356.56,9.03177777778,12.6092222222,13.0146666667,6.47433333333,2.96166666667,6.50566666667,10.0006666667,8.89311111112,8.34333333333,14.4257777778,16.6714444444,11.9576666667,4.957
356.93,8.98455555556,12.5404444444,13.0031111111,6.46833333333,2.93144444444,6.51011111111,10.0188888889,8.8551111111,8.41011111112,14.346,16.749,11.9674444444,4.95422222222
357.29,9.02244444444,12.606,13.0266666667,6.40722222222,2.92133333333,6.51666666667,10.0866666667,8.83322222223,8.46022222221,14.3347777778,16.8591111111,12.0223333333,4.96622222222
357.66,9.08966666667,12.665,13.1103333333,6.48088888889,2.87266666667,6.53877777778,10.1915555555,8.87555555557,8.5668888889,14.3332222222,16.9273333333,12.099,5.08188888889
358.02,9.17177777778,12.8785555555,13.2417777778,6.59055555555,2.96122222222,6.63944444445,10.3216666667,8.9871111111,8.73777777779,14.4277777778,17.08,12.239,5.13166666667
358.38,9.28666666667,12.9687777778,13.3436666667,6.65722222222,3.01722222222,6.72466666667,10.4741111111,9.10866666667,8.90400000001,14.4282222222,17.2444444444,12.3215555555,5.186
358.75,9.42077777778,13.2153333333,13.5454444444,6.84255555556,3.22577777778,6.92788888889,10.8008888889,9.31822222222,9.137,14.6431111111,17.5261111111,12.5451111111,5.34477777778
359.11,9.33088888889,13.1665555556,13.464,6.65588888889,3.11388888889,6.72111111111,10.6426666666,9.12811111112,9.08744444445,14.5336666667,17.5311111111,12.4881111111,5.20022222222
359.48,9.21411111111,13.086,13.3852222222,6.50644444445,2.97422222222,6.539,10.5624444444,8.99322222222,8.96922222223,14.4754444444,17.5384444445,12.3946666667,5.092
359.84,9.15355555556,13.0627777778,13.3211111111,6.45322222222,2.88722222222,6.37844444444,10.4816666667,8.97377777779,8.91744444446,14.419,17.5432222222,12.3385555556,5.00355555556
360.20,9.10933333333,13.081,13.308,6.40122222222,2.81488888889,6.29811111111,10.4237777778,8.9371111111,8.90855555555,14.3206666667,17.5688888889,12.2996666667,4.95377777778
360.57,9.17644444444,13.1691111111,13.4166666667,6.47566666667,2.87344444444,6.32911111111,10.4751111111,9.008,9.10255555557,14.3677777778,17.7363333333,12.3797777778,5.04366666667
360.93,9.28466666667,13.3576666666,13.6075555556,6.61011111111,3.00233333333,6.43655555556,10.6168888889,9.14322222221,9.25244444444,14.4188888889,17.8961111111,12.4861111111,5.11944444444
361.29,9.31555555556,13.4151111111,13.6758888889,6.67377777778,3.044,6.409,10.6352222222,9.20877777778,9.31766666667,14.4047777778,17.9476666667,12.5535555556,5.17933333333
361.66,9.33311111111,13.5053333333,13.7074444444,6.66133333334,3.10633333333,6.38477777778,10.659,9.21866666665,9.39077777779,14.4082222222,18.014,12.6322222222,5.17111111111
362.02,9.43588888889,13.5636666667,13.7943333333,6.70877777778,3.146,6.43288888889,10.7587777778,9.26922222223,9.4788888889,14.3763333333,18.1192222222,12.6901111111,5.22366666667
362.39,9.43944444445,13.5917777778,13.8576666667,6.69777777778,3.15355555555,6.37333333333,10.7416666667,9.24466666668,9.49222222223,14.3567777778,18.1783333333,12.7318888889,5.18577777778
362.75,9.52055555556,13.6162222222,13.9451111111,6.75044444445,3.21833333333,6.41455555556,10.765,9.29911111112,9.61288888888,14.3831111111,18.2671111111,12.8016666666,5.29255555555
363.11,9.67822222223,13.7882222222,14.1938888889,6.926,3.36677777778,6.63388888889,10.9608888889,9.5138888889,9.77366666667,14.4726666667,18.4306666667,12.979,5.45555555556
363.48,9.79211111112,13.9214444444,14.3783333333,7.0381111111,3.46011111111,6.74366666667,11.0986666667,9.64533333333,9.95422222223,14.525,18.597,13.1187777778,5.60233333333
363.84,9.88200000001,14.0776666667,14.5027777778,7.13522222221,3.555,6.809,11.185,9.73922222222,10.1434444445,14.5777777778,18.7336666667,13.1965555556,5.69455555556
364.20,9.98344444446,14.1885555556,14.5917777778,7.24222222222,3.62211111111,6.84955555556,11.3228888889,9.85366666668,10.2727777778,14.6438888889,18.8777777778,13.2781111111,5.71888888889
364.57,9.90100000001,14.1943333333,14.5947777778,7.18999999999,3.53566666667,6.78722222222,11.3532222222,9.77411111112,10.1994444444,14.5568888889,18.8872222222,13.249,5.65422222222
364.93,9.87811111111,14.2017777778,14.5335555556,7.16477777778,3.46344444444,6.76122222222,11.3436666667,9.74400000001,10.1872222222,14.4861111111,18.9045555556,13.2524444444,5.617
365.29,9.86477777778,14.2207777778,14.5725555556,7.20633333334,3.44788888889,6.82666666667,11.4104444444,9.75011111111,10.2691111111,14.4441111111,18.9876666667,13.2594444444,5.57388888889
365.66,10.0127777778,14.3098888889,14.7016666667,7.36222222221,3.55811111111,6.99377777778,11.529,9.84644444446,10.3798888889,14.4591111111,19.1763333334,13.3854444444,5.68655555556
366.02,9.99677777779,14.3595555556,14.7396666667,7.37877777779,3.58344444445,7.02344444444,11.5544444444,9.8568888889,10.4535555556,14.4214444445,19.2692222222,13.4446666667,5.73333333333
366.38,9.96488888888,14.3681111111,14.7196666667,7.38755555557,3.51688888889,7.05966666667,11.5695555555,9.8798888889,10.5208888889,14.3657777778,19.3148888889,13.4716666667,5.71822222222
366.75,9.9322222222,14.4047777778,14.7468888889,7.43566666667,3.47477777778,7.01833333333,11.6071111111,9.8388888889,10.5101111111,14.2577777778,19.3982222222,13.5028888889,5.67755555556
367.11,9.86255555555,14.4155555556,14.6188888889,7.36088888889,3.38433333333,6.90477777778,11.5616666667,9.78133333333,10.5313333333,14.0996666667,19.3695555556,13.4481111111,5.59222222222
367.47,9.8041111111,14.451,14.5301111111,7.37044444443,3.33655555556,6.85955555555,11.5441111111,9.74033333332,10.5201111111,14.0076666667,19.4285555556,13.4384444444,5.51144444444
367.84,9.74666666667,14.4056666667,14.5365555556,7.31899999999,3.23144444445,6.81988888889,11.5251111111,9.6741111111,10.5236666667,13.87,19.4473333333,13.4594444445,5.41188888889
368.20,9.71944444445,14.379,14.6121111111,7.35155555554,3.184,6.88255555556,11.5028888889,9.66322222223,10.5194444444,13.8044444444,19.4738888889,13.4872222222,5.37055555555
368.56,9.85333333332,14.4936666667,14.7361111111,7.46077777777,3.31011111111,7.00188888889,11.5664444445,9.80844444446,10.6731111111,13.8692222222,19.6134444444,13.6221111111,5.42122222222
368.93,9.92211111111,14.61,14.8865555556,7.50733333334,3.333,7.00155555556,11.6214444444,9.85877777779,10.8253333333,13.8923333333,19.798,13.7481111111,5.42888888889
369.29,9.88244444446,14.6806666667,14.8481111111,7.40966666665,3.30944444445,6.93033333333,11.5535555556,9.82600000001,10.8417777778,13.8336666667,19.8735555556,13.7566666667,5.34977777778
369.65,9.70566666667,14.6422222222,14.7804444445,7.2748888889,3.16433333333,6.78577777778,11.4892222222,9.76155555555,10.814,13.7292222222,19.8212222222,13.7063333333,5.12288888889
370.01,9.662,14.6202222222,14.8194444444,7.31411111111,3.13377777778,6.76688888889,11.483,9.77455555555,10.8495555556,13.6964444445,19.9291111111,13.7321111111,5.06311111111
370.38,9.71566666667,14.7372222222,14.9058888889,7.4108888889,3.23711111111,6.80144444444,11.5464444445,9.82255555554,10.9637777778,13.6733333333,20.1262222222,13.8387777778,5.15988888889
370.74,9.65144444444,14.7603333333,14.8911111111,7.28677777777,3.16455555556,6.76033333333,11.488,9.83122222221,11.0118888889,13.5898888889,20.1225555556,13.8217777778,5.11222222222
371.10,9.64944444444,14.8107777778,15.0433333333,7.37066666667,3.20888888889,6.767,11.5552222222,9.84755555556,11.1032222222,13.6181111111,20.2236666667,13.9205555556,5.13577777778
371.46,9.64722222222,14.8916666667,15.1697777778,7.37544444444,3.26522222222,6.76211111111,11.5802222222,9.87144444445,11.2144444444,13.5893333333,20.2856666667,14.0191111111,5.15344444445
371.83,9.72088888888,15.0306666667,15.2566666667,7.46455555554,3.36044444445,6.828,11.6974444445,9.94355555554,11.3107777778,13.6613333333,20.4542222222,14.1614444444,5.24744444444
372.19,9.72633333334,15.0934444445,15.3004444445,7.44422222223,3.42388888889,6.77422222222,11.7583333333,9.93044444443,11.4255555556,13.6448888889,20.5556666667,14.2542222222,5.33422222222
372.55,9.80577777778,15.2071111111,15.3432222222,7.49577777778,3.44811111111,6.80911111111,11.8226666667,9.9861111111,11.5732222222,13.5888888889,20.6806666667,14.311,5.39877777778
372.92,9.83588888888,15.2358888889,15.4092222222,7.54800000001,3.47033333333,6.84833333334,11.8721111111,10.0575555556,11.6286666667,13.5786666667,20.7403333334,14.2964444444,5.47966666666
373.28,10.0223333333,15.4344444444,15.6743333333,7.78188888888,3.60111111111,7.04466666667,12.0538888889,10.2482222222,11.8677777778,13.7127777778,20.9422222222,14.5102222222,5.68288888889
373.64,10.0898888889,15.5427777778,15.7891111111,7.87100000001,3.63566666667,7.11022222222,12.1163333333,10.3151111111,11.9606666667,13.6527777778,21.0564444444,14.5676666667,5.77622222222
374.00,10.1125555556,15.5778888889,15.8498888889,7.84544444443,3.61866666667,7.09455555556,12.1127777778,10.3312222222,12.0507777778,13.5585555555,21.0552222222,14.638,5.72233333333
374.37,10.1957777778,15.6464444444,16.0258888889,7.8911111111,3.61988888889,7.15233333334,12.187,10.3987777778,12.1957777778,13.5844444444,21.1463333333,14.701,5.75811111111
374.73,10.3267777778,15.8256666667,16.2087777778,8.08288888889,3.685,7.24655555556,12.2987777778,10.5282222222,12.3633333333,13.6127777778,21.3805555556,14.8701111111,5.84644444444
375.09,10.4056666667,15.9162222222,16.2293333333,8.17977777778,3.71488888889,7.34533333333,12.3208888889,10.6357777778,12.4625555556,13.6316666666,21.5325555556,14.9506666667,5.919
375.45,10.559,16.0577777778,16.3623333333,8.32444444445,3.764,7.42577777778,12.4484444445,10.7553333333,12.6651111111,13.7137777778,21.6926666667,15.0356666667,5.96222222222
375.81,10.5667777778,16.0533333333,16.388,8.37288888888,3.76144444445,7.42877777778,12.4472222222,10.8074444444,12.7107777778,13.6538888889,21.7232222222,15.089,5.96244444445
376.18,10.5811111111,16.0991111111,16.4825555556,8.41755555556,3.73588888889,7.50533333333,12.4805555555,10.8687777778,12.8116666667,13.6401111111,21.8497777778,15.169,5.98122222222
376.54,10.5087777778,16.1028888889,16.5466666667,8.40577777778,3.711,7.47455555556,12.5086666667,10.8567777778,12.8172222222,13.5823333333,21.8537777778,15.2477777778,5.95022222222
376.90,10.4911111111,16.143,16.5342222222,8.39255555556,3.691,7.461,12.5383333333,10.8603333333,12.8753333333,13.581,21.9041111111,15.3624444445,5.90555555555
377.26,10.4533333333,16.1682222222,16.5408888889,8.34655555557,3.62888888889,7.39133333333,12.5366666667,10.8407777778,12.8865555555,13.5165555555,21.9426666667,15.4223333334,5.82877777778
377.63,10.5314444444,16.2613333333,16.6531111111,8.40744444446,3.68266666667,7.43977777778,12.6334444444,10.9448888889,13.0412222222,13.6105555555,22.1471111111,15.5721111111,5.88188888889
377.99,10.5184444445,16.3262222222,16.6571111111,8.41300000001,3.65077777778,7.39888888889,12.6076666667,10.9494444444,13.0145555556,13.6162222222,22.2128888889,15.5408888889,5.84155555556
378.35,10.4551111111,16.3586666667,16.5891111111,8.38488888889,3.62566666667,7.34966666667,12.5945555555,10.9363333333,12.9882222222,13.5686666667,22.2303333333,15.5414444444,5.77622222222
378.71,10.3893333333,16.3491111111,16.548,8.33477777778,3.59477777778,7.29066666667,12.553,10.868,12.991,13.5097777778,22.1878888889,15.5261111111,5.71488888889
379.07,10.3324444445,16.3498888889,16.5175555556,8.23033333334,3.53333333334,7.17122222222,12.5164444445,10.8064444444,13.0138888889,13.4024444445,22.1616666667,15.5053333333,5.60555555556
379.44,10.2582222222,16.3054444445,16.4682222222,8.14333333334,3.48522222222,7.11322222222,12.4172222222,10.7413333334,12.9804444444,13.3158888889,22.1824444444,15.5236666667,5.54777777778
379.80,10.2442222222,16.3583333333,16.4482222222,8.10644444443,3.47655555556,7.07177777778,12.3888888889,10.7404444444,13.0548888889,13.2613333334,22.2214444445,15.5478888889,5.50577777778
380.16,10.2425555555,16.4235555555,16.455,8.10866666666,3.46744444444,7.02277777778,12.3746666667,10.744,13.1096666667,13.2422222222,22.2374444444,15.5673333333,5.43811111111
380.52,10.2717777778,16.4753333334,16.4294444444,8.08644444446,3.421,6.98511111111,12.293,10.7445555556,13.1141111111,13.2061111111,22.2651111111,15.5696666667,5.37744444444
380.88,10.2425555556,16.4922222222,16.4252222222,8.09066666666,3.391,6.94433333333,12.2085555555,10.7475555556,13.1348888889,13.1027777778,22.2756666667,15.5745555555,5.32844444444
381.24,10.1963333333,16.4481111111,16.346,8.09222222222,3.36366666667,6.88988888889,12.1617777778,10.7397777778,13.1402222222,13.0271111111,22.2538888889,15.5255555555,5.29822222222
381.61,10.1523333333,16.43,16.2893333333,8.10488888888,3.31422222222,6.84222222222,12.0942222222,10.6946666667,13.1263333333,12.9034444445,22.2291111111,15.4975555556,5.24222222222
381.97,10.2836666667,16.6198888889,16.5023333333,8.29666666667,3.44044444444,6.99522222222,12.2838888889,10.8555555556,13.3823333333,13.0515555556,22.4433333333,15.7425555556,5.44322222222
382.33,10.3218888889,16.7033333333,16.5905555556,8.35555555554,3.46,6.99955555556,12.3023333333,10.9165555556,13.4502222222,13.0542222222,22.5222222222,15.8267777778,5.44044444444
382.69,10.3447777778,16.7657777778,16.6801111111,8.39655555557,3.44744444445,7.01633333334,12.3093333334,10.9468888889,13.5143333333,13.0583333333,22.586,15.8934444445,5.45155555556
383.05,10.4767777778,16.9158888889,16.8531111111,8.5511111111,3.55322222222,7.17588888889,12.4203333333,11.0814444444,13.6636666667,13.1414444444,22.7477777778,16.0454444445,5.58777777778
383.41,10.5551111111,17.1064444445,16.9478888889,8.67155555555,3.63077777778,7.26155555556,12.5257777778,11.1803333333,13.7796666667,13.1886666667,22.8694444445,16.143,5.67488888889
383.77,10.5398888889,17.1745555555,17.066,8.71488888889,3.66366666667,7.30988888889,12.5553333333,11.2163333333,13.7813333333,13.1978888889,22.9275555556,16.2186666667,5.73455555555
384.14,10.5747777778,17.2303333333,17.1076666667,8.7158888889,3.67577777778,7.30577777778,12.5722222222,11.2662222222,13.818,13.1905555555,22.9718888889,16.3221111111,5.74966666667
384.50,10.5992222222,17.3278888889,17.1844444444,8.80133333332,3.745,7.32333333333,12.6134444444,11.323,13.925,13.1815555555,23.0513333333,16.3771111111,5.78266666667
384.86,10.7522222222,17.5298888889,17.3473333333,8.95222222221,3.85877777778,7.46533333333,12.7763333333,11.4323333333,14.0721111111,13.3016666667,23.2266666667,16.54,5.91444444444
385.22,10.825,17.666,17.433,9.02811111111,3.91488888889,7.52544444444,12.8366666667,11.4895555555,14.1804444444,13.3303333333,23.3501111111,16.6495555556,5.97444444444
385.58,10.8663333333,17.7775555556,17.5202222222,9.07033333334,3.93055555555,7.57766666667,12.8602222222,11.5495555555,14.2892222222,13.3922222222,23.4065555555,16.7198888889,6.04333333334
385.94,10.8605555556,17.7905555556,17.5133333333,9.05511111111,3.93044444444,7.55255555556,12.8321111111,11.5446666666,14.319,13.3108888889,23.428,16.7087777778,6.00588888889
386.30,10.8755555555,17.8591111111,17.5194444444,9.07588888889,3.936,7.57811111111,12.8375555555,11.5782222222,14.4037777778,13.3165555556,23.4757777778,16.7346666667,6.02866666667
386.66,10.9021111111,17.909,17.5291111111,9.15077777778,3.98455555556,7.60588888889,12.8491111111,11.6341111111,14.4394444445,13.3123333333,23.5191111111,16.7941111111,6.06366666667
387.03,10.7885555556,17.8818888889,17.451,9.1161111111,3.91688888889,7.50677777778,12.7566666666,11.5746666667,14.4125555556,13.263,23.4582222222,16.7891111111,5.99255555555
387.39,10.7861111111,17.8613333333,17.4185555556,9.13366666665,3.90333333333,7.47,12.7175555555,11.576,14.4411111111,13.2264444445,23.4742222222,16.8555555556,6.00011111111
387.75,10.8546666667,17.9397777778,17.4944444444,9.21255555554,3.86977777778,7.48622222222,12.7906666667,11.6305555556,14.6021111111,13.2561111111,23.6008888889,16.9301111111,5.99822222222
388.11,10.801,17.9647777778,17.4741111111,9.26777777778,3.86355555555,7.44677777778,12.7653333333,11.6381111111,14.6366666667,13.2266666667,23.6444444444,16.9085555555,6.01577777778
388.47,10.7705555555,17.9594444445,17.4745555556,9.2988888889,3.82222222222,7.45177777778,12.7593333333,11.6458888889,14.6771111111,13.2276666667,23.694,16.9282222222,6.02933333333
388.83,10.6868888889,17.9427777778,17.4513333333,9.25522222221,3.73988888889,7.38455555556,12.6686666667,11.5984444444,14.7258888889,13.1368888889,23.6758888889,16.9204444444,5.953
389.19,10.6904444444,18.0148888889,17.5046666667,9.27433333333,3.74633333333,7.42433333333,12.6336666667,11.601,14.7721111111,13.1554444444,23.7314444444,17.0014444445,5.96077777778
389.55,10.6783333333,18.0514444444,17.4831111111,9.27700000001,3.69666666667,7.39011111111,12.5933333333,11.5523333333,14.798,13.0992222222,23.7893333333,17.0225555555,5.90011111111
389.91,10.6337777778,18.113,17.4783333334,9.30055555555,3.62922222222,7.35622222222,12.5507777778,11.5048888889,14.7961111111,13.0805555556,23.7765555555,17.0261111111,5.857
390.27,10.6216666667,18.1375555555,17.5067777778,9.36044444443,3.64077777778,7.40844444444,12.5697777778,11.5221111111,14.8452222222,13.0692222222,23.8183333333,17.1028888889,5.881
390.63,10.6543333333,18.2325555555,17.5574444444,9.40555555556,3.67122222222,7.46066666667,12.5702222222,11.5941111111,14.9241111111,13.0942222222,23.8882222222,17.153,5.88522222222
391.00,10.735,18.3701111111,17.6432222222,9.50600000001,3.70622222222,7.542,12.6381111111,11.6641111111,15.0336666667,13.1374444444,24.0312222222,17.2513333333,5.91888888889
391.36,10.7365555555,18.4073333333,17.701,9.54400000001,3.69611111111,7.575,12.6474444444,11.6653333334,15.0775555556,13.1326666667,24.0547777778,17.2663333333,5.906
391.72,10.7565555556,18.4367777778,17.7053333333,9.54277777779,3.74566666667,7.59755555556,12.6375555556,11.6483333333,15.1032222222,13.0762222222,24.0364444444,17.2732222222,5.93444444444
392.08,10.8102222222,18.5204444444,17.7497777778,9.60444444443,3.77811111111,7.67977777778,12.6451111111,11.6678888889,15.1638888889,13.0677777778,24.0755555556,17.3088888889,5.95288888889
392.44,10.837,18.5803333334,17.7655555556,9.62633333333,3.78244444445,7.69966666667,12.6503333333,11.6876666667,15.171,13.0723333334,24.152,17.3461111111,5.97422222222
392.80,10.8213333333,18.598,17.7656666667,9.63644444443,3.77722222222,7.66411111111,12.6238888889,11.6784444445,15.1311111111,13.0758888889,24.1355555556,17.3274444445,5.98111111111
393.16,10.8345555556,18.6516666667,17.7738888889,9.67055555557,3.77977777778,7.633,12.634,11.7336666667,15.1742222222,13.0667777778,24.1337777778,17.342,5.95666666667
393.52,10.8024444445,18.6734444444,17.7953333333,9.69688888888,3.81433333333,7.63244444445,12.6113333334,11.7824444444,15.1983333334,13.0687777778,24.1125555555,17.3204444445,6.00077777778
393.88,10.7864444444,18.6984444444,17.7593333333,9.69144444446,3.83733333333,7.63088888889,12.5805555556,11.82,15.1957777778,13.022,24.1198888889,17.3261111111,6.00466666667
