wavelength,Back_TanLarm,Belly_TanLarm,Breast_TanLarm,Crissum_TanLarm,Crown_TanLarm,DorTail_TanLarm,Patch10_TanLarm,Patch11_TanLarm,Patch12_TanLarm,Patch13_TanLarm,Patch14_TanLarm,Patch15_TanLarm,Rump_TanLarm,Throat_TanLarm,WingTip_TanLarm
183.73,1.68250000002,8.33333333333,20.152125,-4.40683333333,17.94875,8.05291666666,9.85583333334,50.0801666667,-0.16025,-2.00308333333,17.1474166667,16.0256666667,31.0898333333,35.49675,14.2628333333
184.11,-6.00358333332,3.31558333333,14.247375,-12.54475,11.2903333334,-2.24020833334,-1.16483333331,48.2975,-10.8420833333,-9.40858333335,7.88533333333,8.42283333333,29.0323333333,32.7061666667,8.37812500001
184.49,-10.0186666667,6.08608333335,9.55058333333,-16.1048333333,8.52058333333,-2.94958333332,-8.70783333333,44.663,-13.2958333333,-9.83141666665,1.1235,-0.468333333349,29.869,29.9625833333,4.40075
184.87,-19.3374166667,3.31175,5.18162500003,-26.0684166667,-1.17508333333,-9.24158333335,-23.8249166667,42.3075833333,-22.329,-17.52125,-7.47866666666,-7.79925000001,30.44875,23.5043333333,-3.52570833334
185.25,-9.66324999999,6.38291666667,9.796,-16.0460833333,1.86175000001,-2.88129166667,-17.2871666667,42.37575,-12.1453333333,-8.59933333335,0.177166666667,-2.92558333334,32.9786666666,24.1136666667,-1.50720833334
185.63,-1.4265,12.6124166667,17.7176666667,-3.82883333331,11.862,6.11858333332,-5.40533333333,40.8409166667,1.42633333334,2.25225000001,12.6125833333,3.45333333333,35.5856666666,29.5045,7.01966666667
186.01,-1.05100000002,14.4895833333,13.8888333333,-4.20424999998,9.15908333333,6.60645833334,-2.853,39.6396666667,7.883,2.70275000001,16.2161666667,2.70266666666,36.2613333334,27.8528333333,4.61716666668
186.39,-7.94025,7.54700000001,-0.943500000018,-10.9275833334,1.17924999998,-0.825375,-11.8710833333,33.1760833333,3.61616666666,-1.49375000001,9.66983333332,-6.36791666668,29.6383333333,17.9244166666,-2.59420833333
186.77,-7.73800000002,9.60883333333,-5.10212500002,-10.5441666667,4.08158333332,-5.654625,-12.75525,33.7585833333,4.25166666665,0.935416666668,12.92525,-7.73816666667,34.1836666667,18.8775,-7.10016666666
187.15,-5.55558333332,13.3333333333,-6.71283333334,-10.18525,7.77774999998,-5.78704166667,-13.7963333333,39.9074166668,8.14825,6.57400000001,12.5,-4.81491666666,38.6111666666,22.8704166667,-10.8799166667
187.53,-1.85174999999,21.2963333333,-5.23166666666,-6.20374999999,9.90733333333,-0.277666666667,-9.81483333334,45.0926666667,10.27775,10.463,14.0741666667,-3.05549999998,44.9075,24.5371666666,-6.48129166666
187.91,13.9175833333,33.7630833333,2.534375,9.27850000002,21.90725,13.745875,2.66325,53.7802499999,21.4776666667,21.9070833333,25.1716666667,8.07558333332,54.4674166667,32.2164166667,1.76125
188.29,12.046,28.3829166666,-0.247541666675,9.32341666666,17.8218333333,12.8299583333,0.5775,48.10225,14.6865,19.3068333333,25.8250833333,5.77558333333,49.34,24.8350833333,-2.76429166668
188.67,5.29516666667,21.52775,-7.42183333332,8.07300000001,14.3229166667,8.28983333332,-2.17016666667,47.3090833333,9.72233333335,13.8019166667,28.21175,4.16666666667,45.3993333334,19.5311666667,-7.50874999999
189.05,10.4560833333,23.6635,-1.72954166667,16.6666666667,21.1476666667,15.8803333333,7.54716666666,51.3364999999,15.6445833333,19.9685833333,31.6038333333,13.4433333334,46.541,23.2704166667,-3.85216666667
189.43,2.03483333335,18.8954166667,-13.1299166667,13.9534166667,17.5388333333,9.10854166665,2.90691666667,53.3915000001,8.43025,18.6046666667,26.1625833333,13.8565833333,50.9689166667,16.1820833333,-13.2753333333
189.81,0.870500000017,20.27375,-24.5646666667,15.2984166667,15.174,0.746250000025,1.11941666667,65.5473333333,0.248750000025,15.4229166667,22.63675,17.9104166667,63.1840833333,9.57716666667,-25.8705833333
190.19,3.62324999999,14.9758333333,-25.72475,13.1640833333,10.0244166667,-9.78275,-9.42033333335,59.2994999999,-13.2850833333,10.6279166667,14.8549166667,15.33825,60.1449166666,2.05308333335,-27.415375
190.57,7.33833333334,20.5225,-15.0499166667,21.1443333333,7.83583333332,-7.213875,-5.59700000002,63.5572499999,-17.9105,12.3135,18.6568333333,18.2835,67.6616666667,4.97525,-27.4252083333
190.95,-6.3725,3.30883333333,-24.632375,7.23033333333,-11.6420833333,-19.240125,-22.4265,48.5294166666,-32.4754166667,-2.32858333333,-0.1225,-0.735333333343,53.554,-8.57841666668,-45.2819166666
191.33,-9.45275,-3.98008333332,-22.0148333333,10.8209166667,-17.9104166667,-22.8855833333,-25.8705833333,39.6767500001,-41.04475,-10.0745833334,-3.10941666668,-7.58708333333,53.1095,-18.1593333333,-52.9851666667
191.71,-14.58325,-10.2678333333,-25.5951666667,10.7141666667,-22.7678333334,-28.1249166667,-32.7381666667,43.1547499999,-47.1724166667,-20.6845,-6.99400000001,-11.756,60.7142500001,-23.6608333333,-72.0980416667
192.09,-35.8526666667,-13.7595833333,-31.6861666667,6.00775,-39.1471666667,-46.317875,-46.3178333333,49.0310833333,-63.9536666666,-37.7906666667,-14.7288333333,-15.8914166667,71.7054999999,-35.8526666667,-92.5385833333
192.47,-40.238,-2.619,-29.6427083333,5.47625,-44.52375,-60.238125,-50.4760833334,64.5237499999,-63.0951666668,-48.8094166668,-30.7143333333,-17.6189166667,97.1429166667,-30.9525,-106.904708333
192.85,-34.1955833334,6.60924999993,-29.741375,10.6320833333,-63.2182500002,-73.1320833333,-58.3334166667,84.7701666668,-77.8734999999,-62.0689166668,-61.7816666667,-26.4368333333,118.1035,-33.0459166667,-154.310291667
193.23,-69.6969166666,-1.89383333335,-44.1285,-14.3939166668,-107.575833333,-132.197041667,-85.9847500001,96.9698333333,-111.363666667,-105.68175,-84.0909166668,-69.3180833332,140.1515,-48.8636666666,-226.136416667
193.61,-15.19625,34.3136666667,3.43141666668,19.8530833333,-41.1765,-60.4165416667,-33.3333333333,81.3725833333,-35.7844166667,-46.3235833333,-27.6960833333,-30.1470833333,112.745,4.65683333335,-128.921458333
193.99,-42.3076666667,34.6153333332,-19.0704583334,4.80766666665,-83.9745833332,-97.2753750001,-83.3333333332,62.8205000001,-65.3845833332,-85.8973333332,-58.9745000001,-78.2050833334,116.025583333,-8.33333333333,-205.769166667
194.37,-0.925916666675,69.2129166667,27.0833333333,41.6666666668,-18.0555833333,-18.2870833334,-15.5093333333,72.4537500002,-1.15733333332,-25.4629166668,-9.25925,-22.9165833333,117.592583334,40.0463333333,-112.615666667
194.75,-15.77375,76.1905833332,9.97020833335,35.1188333332,-26.1905833334,-37.2022916667,-25.2975833333,69.6429166667,2.67850000016,-40.4761666667,-29.76175,-38.988,142.261916667,29.1666666667,-142.113166667
195.13,-0.724500000075,118.478333333,17.2099999999,58.3333333333,2.17400000018,-34.2391666668,-6.52175000001,76.8115,14.1303333333,-39.4926666665,-25.0001666667,-21.7390833333,192.029083333,32.6086666667,-129.529125
195.51,-59.3750000001,156.25,-36.4583333333,53.6458333333,-27.0833333333,-99.4791666666,-55.2083333333,64.5833333332,-26.5624999999,-97.3958333332,-74.4791666665,-73.4375000001,227.083333334,23.9583333333,-217.447916667
195.89,-89.5833333335,98.75,-77.4999999999,18.3333333335,-51.2499999999,-122.708333333,-70.4166666666,-0.41666666675,-65.0,-104.166666667,-71.6666666669,-80.4166666667,135.0,-17.9166666666,-212.291666667
196.27,-55.1724166665,72.9885,-57.4714166667,33.9080833333,-30.4596666666,-84.3390833334,-31.3219166667,-7.18391666685,-37.3563333333,-53.4483333333,-55.4598333333,-70.1149166667,86.207,-6.60925000001,-146.69525
196.65,-59.94625,62.09675,-73.9247083333,14.5161666668,-46.2365833333,-86.0215416666,-32.5269166667,-22.8495833334,-42.4730833333,-43.0107500001,-49.4624166667,-84.6773333334,68.2795833333,-26.88175,-150.672041667
197.03,-31.4625833333,51.7006666667,-35.3741666667,17.6870833333,-6.8027500001,-38.8605833333,-8.67341666666,-8.50341666676,-15.64625,-16.83675,-9.86383333335,-41.83675,55.2721666667,-7.65316666668,-67.3470833333
197.40,-33.3334166667,51.5305833333,-41.5815833333,29.0816666667,-1.3604999999,-33.3333333333,-7.14275,-14.7960833333,-15.81625,-18.0271666667,-10.2040833333,-47.4490833333,56.4625833333,-11.0545,-62.2450416667
197.78,-88.4260000002,22.4536666667,-110.416458333,-12.0369999999,-53.9352500002,-95.0231666668,-49.537,-67.1295833332,-75.0000833335,-76.3889166667,-58.5648333334,-109.25925,26.6202500002,-76.3888333333,-129.513791667
198.16,-57.1666666666,15.3333333333,-71.5,-7.16666666666,-34.1666666667,-70.8333333332,-18.5,-40.3333333334,-47.1666666667,-46.5000000001,-34.6666666667,-64.8333333332,29.3333333333,-55.6666666666,-81.0
198.54,-60.8491666666,12.5785,-74.2137916666,-11.3206666667,-31.4464166666,-76.8081666667,-21.3836666667,-40.2515833334,-44.6540833333,-46.0692500001,-32.0755,-60.849,25.3144166667,-57.0755,-83.4904166667
198.92,-70.2613333334,5.06533333333,-81.86275,-13.23525,-38.3989166667,-85.8660416667,-30.8823333333,-46.7320833333,-52.6144166667,-56.6993333334,-38.7253333333,-69.1176666666,17.647,-62.7451666666,-109.640458333
199.30,-57.62725,5.22608333335,-66.8784583333,-2.54241666668,-36.1580833334,-69.7033333334,-22.17525,-28.8135833332,-31.9209166667,-41.8078333333,-26.8360833333,-57.4859166667,19.2089166667,-50.7063333333,-95.0562916667
199.68,-35.9525,8.80958333332,-53.6309999999,4.40475000002,-23.2143333332,-55.119,-6.07141666668,-14.5237500001,-14.7618333333,-30.47625,-19.6426666667,-44.6428333333,22.2619166666,-34.1665833333,-66.7857083334
200.06,-55.4014166666,-9.25925000002,-81.63575,-9.10483333333,-41.8210833334,-86.5740416665,-22.2223333333,-32.5617499999,-32.7160000001,-57.7158333333,-44.7531666667,-72.9939166667,17.4383333334,-52.4691666667,-99.1509999999
200.44,-95.1755833333,-48.0263333333,-139.363916667,-46.0525,-94.0789999999,-138.81575,-56.79825,-66.8859999999,-77.1929166668,-117.982416667,-94.2983333334,-123.464833333,0.219249999925,-94.2982499999,-161.951875
200.82,-141.666583333,-88.4408333334,-196.908625,-59.9460833333,-130.107583333,-199.86575,-92.2044166667,-113.171916667,-122.580666667,-176.344083333,-141.397833333,-168.548416667,-26.3441666666,-137.634416666,-211.96225
201.19,-1794.44433334,-1311.11108333,-2398.61125,-975.000083333,-1897.22225,-2655.5555,-1244.44458333,-1641.66666667,-1722.22225,-2108.33325,-1924.99975,-2100.0,-552.77775,-1866.66666667,-2406.944375
201.57,335.416666667,267.083333333,421.875,232.5,361.666666667,487.291666666,264.583333333,328.333333333,337.916666667,377.916666666,372.5,367.916666666,157.5,357.083333334,410.833333333
201.95,305.555583333,239.28575,374.404833333,172.222083333,305.555416667,416.46825,210.714166667,290.476166667,277.381,313.888833333,323.412833333,328.96825,113.492083333,298.41275,349.603041666
202.33,227.222333333,172.5,270.833333333,126.388833333,218.33325,285.694416666,157.777833333,206.666666667,183.889,231.666666667,226.66675,250.833333333,86.6665833332,213.055666667,241.944625
202.71,140.029666667,112.648666667,163.988041667,81.6964999999,142.708416666,165.476208333,100.595166667,133.3335,117.70825,140.922583333,140.773833333,155.059583334,66.2203333332,135.863166667,143.452333333
203.09,136.111166667,101.754333333,154.386041667,70.0294166667,136.54975,152.850833333,89.47375,129.6785,106.871333333,129.97075,132.163583333,146.491166667,57.6023333334,124.7075,121.198958333
203.47,106.5845,86.2140000001,124.331333333,63.7859166666,109.053583333,122.273583333,77.7778333333,110.90525,93.8271666668,106.687166667,104.7325,117.695416667,56.4814166667,96.2962499999,98.40525
203.85,97.2220833332,82.5000833332,108.935166667,59.5369166666,102.314833333,110.740833333,74.4444166667,103.981416667,90.463,94.4445000001,89.72225,106.018583333,53.4259166666,92.2222499999,91.99075
204.22,88.5416666667,76.1285833334,100.217125,54.94775,94.2708333333,102.474,69.0971666667,100.08675,83.85425,84.5486666669,83.1596666667,98.3506666667,51.302,89.9305833334,86.8488749999
204.60,96.6484166665,80.2535833333,105.797083333,58.8768333334,94.4745833332,110.688375,75.1812500001,107.880416667,88.2245833333,88.5869999998,87.9528333333,101.811583333,55.6159166667,99.1848333333,92.7083750001
204.98,95.4731666668,76.1316666667,101.183083333,54.9383333333,88.6830833333,106.327041667,71.09075,109.876583333,79.52675,85.59675,84.3621666667,98.8684166667,47.2221666667,96.2962500001,88.3744999999
205.36,112.738166667,87.4999166666,119.047583333,62.1428333333,96.7857499999,117.380875,86.9046666667,125.47625,85.3571666667,101.78575,92.6190833333,114.1665,56.1904166667,110.833416667,104.642833333
205.74,135.37725,96.3835833334,135.29875,63.2075833334,112.42125,137.814333333,99.0566666668,148.11325,95.5975833333,120.911916667,105.345916667,136.792416667,51.5724166666,131.446666667,124.68575
206.12,140.523083333,94.9348333333,136.356291667,62.2548333334,119.4445,146.241916667,108.987,154.248416667,97.0587500002,128.75825,112.418333333,133.006583333,51.4706666667,134.640666667,120.42475
206.50,135.277833333,98.8888333334,129.3055,67.08325,120.139,143.264,109.444583333,153.33325,108.889,120.972166667,117.222083333,132.222166667,63.33325,136.111166666,118.472208333
206.87,142.9895,102.513166667,138.161333333,77.2485833333,129.1005,154.4975,117.46025,161.507833333,115.343833333,129.89425,126.58725,138.492083333,76.5873333334,145.767166667,123.280541666
207.25,145.833416667,105.599,142.448041667,88.1511666668,130.078166667,158.789125,126.5625,169.791583333,123.567666667,138.672,127.734333333,147.395833333,83.5935833333,154.036583334,127.213458333
207.63,197.163,125.000083333,180.762291667,115.425583333,170.035416667,198.758791667,159.574416667,215.780166667,142.376,180.673666667,169.5035,190.4255,102.837,204.432666666,163.829875
208.01,171.527833333,106.388833333,157.638875,98.8889166666,137.63875,164.4445,133.749916667,183.194416667,112.638916667,150.277833333,151.250083334,163.888833333,87.2222500001,167.916583333,139.097375
208.39,185.807166667,114.974,168.88,112.109416667,153.5155,172.39575,146.74475,186.327833333,118.75,160.546833333,159.635416667,177.60425,99.8697500001,179.947916667,145.768208333
208.77,177.199,111.3425,158.449,101.50475,143.402666667,162.847166667,139.12025,169.097333333,108.911916667,145.486083333,145.023,170.83325,99.30575,171.99075,133.912041667
209.14,161.302583333,107.375583333,148.132208333,100.287333333,138.218583333,152.682166667,131.705,148.08425,108.62075,134.291,133.141666667,156.417833333,101.245333333,156.896583333,127.346666667
209.52,146.122166667,98.9274166667,134.571083333,92.9866666666,128.382916666,137.582458333,120.462,134.818416667,102.475166667,124.01,123.67975,141.831833333,101.485166666,140.181583333,114.3975
209.90,135.879666667,96.4506666666,130.131125,90.2005833334,123.842583333,129.745625,113.734583333,126.003166667,96.7593333332,117.592666667,116.28075,135.493916667,101.466,135.570916667,105.63275
210.28,127.727166666,94.0150833333,126.7805,89.6213333333,118.333333334,125.416625,109.394083333,121.363583333,93.2576666667,111.66675,108.106,132.802916667,98.4849166667,132.3485,103.977333333
210.66,122.880083333,90.4970833333,124.5615,88.0116666665,111.768916667,119.225166667,107.45625,116.081916667,87.06125,105.04375,101.023583333,125.0,95.7601666667,125.804166667,102.046958333
211.03,120.330416667,92.3132499999,120.079208333,88.6494166668,108.261583333,114.906541667,105.819083333,113.002916667,87.9310833334,100.718416667,98.2040000001,122.844833333,94.6120833334,121.408,101.760125
211.41,128.086333333,99.3828333333,128.510791667,93.5185833332,117.129666667,121.064875,111.651166667,118.5185,93.2098333334,104.552416667,108.256166667,128.395166667,104.243833333,128.163583333,111.188166667
211.79,133.974416667,107.692166667,136.818958333,96.1537500001,122.516083334,130.769166667,117.868666667,124.278833334,105.048083333,111.217916667,114.583416667,135.25625,113.702,135.25625,116.145708333
212.17,152.036916667,120.648166667,154.907333333,114.722083333,145.277833333,148.564833333,136.851833334,143.055666667,127.22225,128.611,129.351833333,155.370333333,133.9815,156.574,129.768458333
212.55,162.395833333,125.9375,163.645833334,119.166666667,152.5,158.072916667,143.333333333,155.0,138.4375,137.604166667,139.166666667,166.770833333,143.541666667,164.270833333,135.208333333
212.92,179.0,142.444416667,184.4445,141.222166667,173.222333333,172.500041667,160.77775,178.889,157.999833333,155.110916667,155.333333333,182.222166667,156.0,180.5555,153.444416667
213.30,203.360166666,156.720333333,205.309125,151.075416667,190.72575,191.061666667,173.521416667,206.048416667,173.521583333,170.5645,174.865583333,204.166666667,170.698833334,206.586166667,168.279416667
213.68,246.376833333,183.152083333,239.492875,176.087,225.180916666,222.554375,200.362333333,242.753583333,206.521583333,192.934833333,208.333416667,246.195583333,194.384,245.28975,208.333541667
214.06,247.048666667,184.027833333,233.507041667,174.479166667,214.757,212.934208333,200.868,239.236083334,200.173583333,189.757,207.465166667,237.32625,192.187416667,238.888916666,210.41675
214.44,222.41375,160.632083333,204.885125,152.8735,188.50575,188.577625,181.465416667,209.338916667,182.615,173.13225,188.6495,211.06325,173.419666667,210.775833333,191.738708333
214.81,232.12125,160.606,209.772708333,147.424166667,192.87875,189.924291667,181.060666667,212.878833333,188.636416667,178.030333333,190.454416667,215.757666667,175.908833333,209.999916667,193.788
215.19,267.962916667,174.629666667,236.759208333,154.444583333,210.0,212.685125,196.4815,235.000083333,207.777833333,203.333416667,211.4815,243.703666667,192.5925,238.703666666,216.9445
215.57,224.851083333,154.16675,199.181458333,140.625,177.380833333,183.85425,166.071416667,195.684416667,180.357083333,182.737916667,178.273916667,212.053583334,161.755916667,205.357166667,182.589291667
215.95,195.955833333,142.5245,175.000041667,130.759916667,157.352916667,159.436125,145.343166667,176.348,159.068583333,159.19125,158.088166667,187.6225,144.362666667,177.083416667,166.360291667
216.32,154.166583334,114.49275,137.726375,104.438416667,125.18125,124.09425,113.22475,135.054416667,121.829666667,126.35875,123.913083333,146.195583333,111.5035,136.14125,135.054083333
216.70,156.111083334,115.648166667,134.120458333,104.352,127.407166667,126.481333333,110.83325,129.4445,120.370333333,122.129583333,124.444416667,144.166583333,109.81475,135.0,134.907416667
217.08,155.246916666,106.995916667,128.497916667,94.1358333333,125.102916666,125.462875,104.012416667,122.73675,113.4775,117.798333334,121.296416667,143.312916667,108.84775,129.01225,128.292166667
217.46,159.839416667,114.558083333,131.074416667,99.4980833333,131.726916667,132.730875,108.032,128.815166667,122.49,124.498083334,123.895666667,146.686833334,116.566416667,136.144583333,140.411416667
217.83,183.6855,130.985916667,153.58,111.97175,153.990666667,158.802958333,122.417833333,151.056416667,138.615,140.023333333,142.605416667,166.784,133.33325,162.441166667,160.446083333
218.21,207.627083333,150.706166666,177.401166666,128.672333334,178.10725,184.11,137.712,172.457666667,155.932083333,160.310666667,159.039666667,194.209166667,152.401166667,185.875666666,186.15825
218.59,271.230166667,195.039666667,230.555375,167.460416667,234.920583333,237.5,175.198416667,235.91275,203.77,203.571333334,202.380916667,253.174583333,200.595166667,240.873083333,229.464166667
218.97,275.625,205.416666666,232.083333334,177.5,231.875,239.375,180.416666667,241.666666667,206.041666667,211.458333334,208.958333334,260.625,205.0,250.833333334,223.125
219.34,328.431333333,250.980333333,281.372666667,215.441166667,278.43125,287.500125,227.206,290.931333333,242.401916667,261.274333333,255.392083334,313.7255,246.3235,292.892166667,260.53925
219.72,343.010916667,260.483833333,301.612833333,201.613,289.24725,296.639875,233.871,301.344083334,238.172,261.558916667,259.946416667,312.365666667,247.8495,302.68825,261.693583333
220.10,305.555333333,237.373833333,272.096,180.303083333,261.111,271.212166667,219.697083334,269.191916667,211.111166667,233.83825,231.818166667,275.757583334,218.18175,284.090916667,235.353291667
220.47,2008.33333333,1616.66666667,1861.45833333,995.833333332,1654.16666667,1771.875,1406.25,1827.08333333,1325.0,1479.16666667,1558.33333333,1787.5,1414.58333334,1966.66666667,1516.66666667
220.85,-546.794916666,-453.205166667,-555.76925,-264.102583333,-442.948666667,-472.435916667,-393.58975,-529.487166667,-358.33325,-438.4615,-412.179416667,-511.538333333,-365.384583333,-555.769333333,-431.41025
221.23,-409.803916667,-355.882333334,-438.480375,-210.784333334,-346.568666667,-354.166625,-301.960666667,-421.568583333,-281.862666667,-350.490166667,-334.313666667,-390.196,-274.999916667,-444.60775,-353.921458333
221.61,-372.916666667,-323.4375,-425.0,-177.604166667,-317.708333333,-325.78125,-273.4375,-386.458333334,-232.8125,-318.75,-315.104166667,-351.5625,-226.041666667,-395.3125,-292.447916667
221.98,801.041666668,707.291666667,883.854166667,467.708333333,672.916666667,695.3125,608.333333334,796.875000001,508.333333333,747.916666668,662.500000001,756.25,533.333333333,811.458333334,669.791666666
222.36,267.62825,230.44875,293.269166666,156.730666667,239.743666666,242.467875,212.179416667,265.384583334,181.730833334,249.359166667,233.97425,251.28225,191.666666667,269.230833334,231.890791667
222.74,186.111166666,155.982833333,186.965791667,107.051416667,165.59825,169.017208334,140.812,167.093833334,122.008583333,165.812,163.461416667,159.828916667,127.9915,177.13675,166.346125
223.11,231.547583333,183.333333333,224.256,121.428666667,204.166666667,215.178583334,170.833333333,200.595333334,144.940416667,207.142916667,202.380916667,191.66675,155.059416667,216.964333334,207.44025
223.49,170.370083333,149.305666667,169.56025,104.166583333,167.361166666,160.648166667,138.888833333,156.249916667,125.463,150.463083333,160.648166667,144.4445,130.0925,170.138916667,169.328708334
223.87,270.588083333,216.666666666,249.50975,147.059,279.901916667,252.205916667,208.3335,262.255,194.60775,211.274583333,253.9215,225.980416667,195.098,250.980333333,289.460833334
224.24,358.333416666,265.909083333,303.030416667,163.63625,353.03025,315.909166667,258.333416666,341.666583333,253.787833334,277.27275,341.666833333,298.48475,246.212083333,261.363666667,343.560541667
224.62,403.472333333,257.639,309.027791667,196.527833334,328.472166667,305.90275,249.305416667,325.000083334,263.888916666,279.861166667,313.888833333,309.027666667,254.861166666,245.138833333,328.125083334
225.00,260.185166667,141.203666667,191.203708333,116.666666667,196.296333334,181.94425,153.240833333,181.944416667,155.5555,144.907416667,180.092666667,176.851833333,157.407416667,140.740666667,178.703708333
225.38,237.5,85.6482500001,134.027791667,82.8703333334,133.33325,156.712958333,107.407416666,140.277833333,122.68525,105.0925,116.66675,141.666666667,107.870333333,78.7037500001,149.7685
225.75,301.960833333,124.509916667,160.294083333,145.098,153.921416667,179.656791667,148.529333333,180.392166667,175.490333333,163.235333333,147.058833333,212.745083333,149.019583333,138.235333333,204.65675
226.13,-2741.66666667,-1033.33333333,-1335.41666667,-1287.5,-1400.0,-1500.0,-1470.83333333,-1683.33333333,-1716.66666667,-1333.33333333,-1383.33333333,-2016.66666667,-1129.16666666,-1270.83333333,-1543.75
226.51,-155.729166667,-33.3333333333,-57.8125000002,-64.3229166666,-49.21875,-64.453125,-60.6770833333,-79.1666666666,-81.7708333333,-58.3333333334,-69.2708333332,-97.3958333332,-35.4166666667,-48.6979166665,-57.8125
226.88,-79.3716666666,-20.6284166667,-39.480875,-34.01625,-23.907,-35.5189166667,-33.1966666667,-44.9454166667,-42.3496666667,-32.9234166667,-39.8905833334,-59.0164166667,-16.3935833333,-26.7760833333,-24.5220833333
227.26,-96.4645833334,-39.1414166667,-62.37375,-57.9546666667,-47.2221666667,-53.156625,-50.12625,-63.5101666667,-57.8284166667,-48.48475,-59.8484166667,-73.106,-29.0404166666,-49.9999166667,-44.886125
227.64,-73.4043333333,-25.70925,-41.8883333333,-38.3865,-31.6489166667,-39.184375,-30.7624166667,-43.08525,-33.6878333333,-35.7270833333,-38.0319166666,-47.4290833333,-10.7268333333,-35.1064166666,-28.9006666667
228.01,-67.57575,-28.0303333333,-40.5303333333,-39.1668333333,-29.5453333333,-38.2954166667,-30.8334166667,-35.3788333333,-30.1514166667,-37.8788333333,-32.9545,-43.6364166667,-10.3788333333,-34.4698333333,-25.7575
228.39,-53.1715833333,-19.83825,-32.49375,-27.5495833333,-22.2015,-27.7051666667,-22.8233333333,-26.55475,-22.5125,-25.06225,-21.7660833334,-31.34325,-2.48749999999,-26.9279166667,-16.418
228.76,-38.6943333334,-13.69425,-21.6560833333,-18.3120833333,-17.8345,-21.443625,-14.7556666667,-18.5775,-14.7028333333,-16.0296666667,-13.8005,-21.76225,5.41416666668,-19.4798333333,-5.3875
229.14,-33.5295,-12.7941666666,-17.5734166667,-14.2646666667,-14.6568333333,-20.3432083333,-10.3430833334,-15.5881666667,-10.7354166666,-17.15675,-12.2059166667,-17.2059166667,7.50008333334,-18.2354166667,-4.14220833334
229.52,-31.4273333333,-15.91325,-16.932625,-15.4699166667,-16.9769166666,-20.7004583333,-12.94325,-14.2731666667,-11.4805,-16.1791666667,-14.1844166667,-18.3510833333,6.42724999999,-20.3901666666,-4.78745833334
