wavelength,Back_CreDenm,Belly_CreDenm,Breast_CreDenm,Crissum_CreDenm,Crown_CreDenm,DorTail_CreDenm,Patch10_CreDenm,Rump_CreDenm,Throat_CreDenm,WingTip_CreDenm
190.95,-489.583333334,-316.666666666,-957.291666667,-841.666666667,-768.75,-1205.20833333,-495.833333334,-523.958333334,-502.083333333,-206.25
191.33,-204.166666667,-59.1666666667,-357.916666667,-273.333333333,-291.666666667,-429.166666667,-126.666666667,-193.333333334,-190.833333333,-44.1666666667
191.71,-413.333333333,-173.333333334,-726.666666666,-456.666666666,-675.0,-1025.83333333,-185.000000001,-407.500000001,-479.999999999,-125.000000001
192.09,-257.291666667,-115.625,-482.8125,-356.25,-440.625000001,-656.25,-163.541666666,-287.5,-333.333333332,-131.25
192.47,-123.529416667,-57.3529166667,-256.862916667,-193.6275,-210.784333333,-327.206,-77.9412499999,-146.323583333,-142.647083333,-69.1175833332
192.85,-119.642916667,-50.5952500002,-283.035666667,-223.809666667,-230.357083333,-369.345125,-71.4285000001,-172.023875,-161.904833333,-44.6428333335
193.23,-97.3958333332,-28.6458333335,-253.385416667,-185.9375,-173.4375,-326.822916667,-64.5833333334,-140.885416667,-128.125,-25.0
193.61,-68.3333333333,-12.0833333333,-189.166666667,-122.083333333,-128.333333333,-256.875,-31.2499999998,-105.416666667,-65.8333333335,-10.4166666667
193.99,-48.1061666667,-35.9848333335,-179.924291667,-110.984833333,-126.515083334,-215.909166667,-30.6819166667,-93.9393333335,-41.6666666668,2.65141666675
194.37,-45.5882500001,-44.3627499999,-135.784291667,-81.3725,-100.0,-144.607708333,-45.5881666667,-84.9264583332,-47.0588333334,-9.06858333317
194.75,-54.7980833334,-58.5858333333,-147.601,-88.3840000001,-122.97975,-172.727125,-73.2324166667,-104.92425,-71.9695833334,-18.6869166664
195.13,-58.3332499999,-67.1569166667,-151.103125,-98.7745,-124.754833333,-177.696041667,-81.3724999999,-119.607958333,-82.1077500001,-28.4311666668
195.51,-33.5366666668,-53.6584999998,-119.816958333,-79.0650833335,-91.0569166666,-144.613791667,-65.6504166667,-95.2235833333,-47.9676666665,-22.7641666668
195.89,-30.1282499999,-47.4358333332,-117.948666667,-75.2135,-88.0340833333,-122.008583333,-64.1025,-86.1110833334,-27.1367499999,-13.4615000002
196.27,-71.2365,-79.3010000001,-173.924833333,-104.301333333,-132.795833333,-178.897833333,-99.1935833333,-121.908458333,-53.4945833332,-38.4408333332
196.65,-32.176,-37.2685833333,-113.773083333,-53.2407500002,-90.7406666667,-122.800958333,-57.1759166668,-81.4815833333,-25.6945833335,4.86116666657
197.03,-23.2320833334,-22.47475,-110.227208333,-41.1615000001,-87.8787500003,-116.919166667,-49.2423333334,-63.6365,-12.1211666667,18.18175
197.40,3.54616666668,0.88666666675,-52.039125,-3.36891666668,-40.6029166666,-60.5495833333,-15.2481666665,-26.7730833333,4.60991666665,40.2482500001
197.78,9.77558333333,4.32691666668,-42.3076666667,8.17283333333,-31.7305833333,-52.8045833333,-4.96791666667,-18.5095833333,7.8525,47.9166666667
198.16,3.26816666665,6.536,-41.9935833333,9.47700000001,-33.3332500001,-63.1534583334,-10.6209166666,-25.816875,4.08508333333,36.7647499999
198.54,15.7800833333,18.7943333333,-36.4361666666,29.078,-18.7942499999,-59.5745416667,3.01416666675,-12.6774166667,19.8581666667,44.3261666667
198.92,25.1771666667,37.7659166667,-25.8864166668,44.3264166667,-4.25533333333,-37.499875,20.5673333334,5.67358333335,36.1702500001,51.2410833333
199.30,23.7805,51.4225833332,-38.6177916668,63.8210833333,-3.04874999983,-39.0244166666,25.8129166667,3.76016666668,38.4146666667,56.7073333333
199.68,20.471,42.5724999999,-39.2211666666,50.5435833332,-5.61600000009,-33.3332916667,30.0724166666,-4.07616666667,21.92025,50.7245000001
200.06,28.6666666667,42.3333333334,-30.3333333332,49.6666666666,9.16666666675,-28.5,37.3333333332,-4.25000000001,19.3333333334,53.1666666667
200.44,43.1216666667,44.3122499999,-8.00245833335,48.2803333333,23.5449166666,-9.52383333334,49.3386666666,7.142875,30.0265833333,59.7883333333
200.82,40.2115833333,37.1694166666,-5.754,51.4549166666,27.3809999999,-10.0529583333,53.8360000001,8.86254166667,33.73025,59.1270000001
201.19,26.0135833333,19.0314166667,-12.894125,42.2296666666,18.8064166667,-16.32875,45.9459166666,0.84445833335,22.1846666667,41.2163333332
201.57,19.3121666667,10.8465,-29.6295,31.8780833334,11.3756666666,-30.8862916667,44.3122500002,-9.98683333335,16.0053333333,31.6137499999
201.95,24.9999166667,17.1569166667,-22.4877916667,29.5343333333,14.8284166667,-17.46325,41.7893333334,-7.046625,19.3626666667,37.3773333333
202.33,23.8281666667,6.25016666665,-31.6404166667,23.6979166667,11.4585,-22.0700416667,42.0574166666,-10.4816249999,13.9324166667,38.5418333332
202.71,38.08025,17.19425,-5.01045833333,30.4851666667,25.6329166667,0.31641666665,54.6411666667,10.6539583333,27.10975,45.9914999999
203.09,47.1630833333,22.5178333334,9.352875,34.3970833334,36.702,12.1897916666,58.0674166666,19.104625,39.0958333333,52.8369166666
203.47,47.9773333333,17.07125,13.066375,31.5533333333,38.6731666667,16.2622916667,53.8026666668,25.6067916667,40.3720833333,52.91275
203.85,49.2139166667,19.1823333333,18.4355416667,32.0755,42.45275,22.3270416667,53.3018333335,35.0627083334,44.9685833333,52.59425
204.22,47.7564166667,17.1475,13.9022083334,31.2499166667,35.0961666667,17.027125,49.359,31.8910416667,45.9936666667,49.4391666667
204.60,47.8365833333,18.3493333334,15.9454583333,35.2564166667,35.8974166667,20.993625,49.9999999999,32.9327083333,48.55775,46.3942499999
204.98,51.4605,24.3986666667,12.1134166667,39.5188333333,35.567,22.0360833333,53.4363333333,36.8555,52.3196666667,45.79025
205.36,56.9579166667,31.3916666667,17.1117083333,43.2848333333,36.5696666667,27.0631666667,50.8899166666,39.4013333333,55.7445833333,48.3010833334
205.74,57.9166666667,29.8333333333,13.3333333333,46.4166666667,35.5833333333,22.4583333333,49.3333333331,39.75,55.25,48.0833333334
206.12,60.3135,30.6106666667,20.6685,57.50825,39.6865,22.5660416667,56.0230000001,45.4209166666,57.67325,46.8647500001
206.50,65.5611666667,31.1225,23.894625,62.2449166666,42.0918333333,23.8946666667,57.99325,49.44725,60.1190833333,47.3639166666
