wavelength,Back_CreDenm,Belly_CreDenm,Breast_CreDenm,Crissum_CreDenm,Crown_CreDenm,DorTail_CreDenm,Patch10_CreDenm,Rump_CreDenm,Throat_CreDenm,WingTip_CreDenm
379.44,8.06908333333,14.0540833333,10.84425,13.2505833333,3.85675,6.91170833334,3.29791666667,7.91991666666,9.77966666668,8.53758333333
379.80,8.08566666667,14.0808333334,10.94,13.25275,3.91358333334,6.93666666667,3.3365,7.96587500001,9.81258333334,8.59666666666
380.16,8.03141666667,14.02125,10.9095833333,13.1989166667,3.85216666667,6.86245833333,3.25941666667,7.91845833333,9.76925000001,8.55308333333
380.52,8.05175,14.0255,10.9579583333,13.1955,3.8585,6.89725,3.28058333333,7.94354166668,9.81116666666,8.53391666667
380.88,8.06308333334,14.0643333333,10.98775,13.2495,3.85358333334,6.89275,3.30358333333,7.93562500001,9.80499999999,8.51508333333
381.24,8.11875,14.1063333333,11.002875,13.2819166666,3.92583333333,6.91529166667,3.33875,7.98487500001,9.84666666667,8.56416666667
381.61,8.01566666667,14.0696666667,10.99025,13.2288333333,3.85825,6.81979166667,3.24775,7.92275,9.82058333333,8.53008333333
381.97,7.90025,13.9879166666,10.8996666667,13.1399166667,3.72733333333,6.74620833333,3.09625,7.82170833334,9.76300000001,8.46
382.33,7.89241666667,13.9973333333,10.894875,13.1394166667,3.68775,6.74516666667,3.04825,7.77350000001,9.74816666667,8.43058333334
382.69,7.875,13.9724166667,10.867375,13.12325,3.64983333333,6.71208333334,2.9885,7.75704166666,9.711,8.36508333334
383.05,7.88633333334,13.94325,10.8789166666,13.1870833333,3.60516666667,6.677625,2.93983333333,7.76050000001,9.74083333334,8.31533333333
383.41,7.96566666666,13.99825,10.9374583333,13.187,3.63075,6.716375,2.97866666667,7.76579166667,9.80749999999,8.37433333333
383.77,7.95875,14.0276666667,10.9024166667,13.2118333333,3.5915,6.7105,2.94433333333,7.73291666666,9.83133333333,8.34275
384.14,8.0465,14.1629166667,10.976375,13.3235,3.66183333333,6.81679166667,3.01533333333,7.80487499999,9.92824999999,8.41808333333
384.50,8.08883333333,14.1884166667,10.9960416667,13.3985,3.67925,6.81725,3.04108333333,7.84045833332,9.93058333333,8.44883333333
384.86,8.11566666667,14.2039166667,11.0625416667,13.33925,3.70516666666,6.83845833333,3.05441666667,7.88058333333,9.97783333333,8.45991666667
385.22,8.14983333333,14.2620833334,11.1364583333,13.3738333333,3.71525,6.84641666667,3.07775,7.89691666667,10.0628333333,8.49058333333
385.58,8.17583333333,14.2676666667,11.14725,13.3610833333,3.68966666667,6.85445833333,3.0755,7.87654166667,10.0751666667,8.48675
385.94,8.29608333333,14.3668333333,11.225,13.4515,3.79191666667,6.93091666667,3.15008333334,7.970625,10.176,8.54800000001
386.30,8.34925,14.4176666666,11.2999166667,13.5050833333,3.866,6.985875,3.21116666667,8.03549999999,10.2408333333,8.64175000001
386.66,8.436,14.4923333333,11.4039583333,13.6063333333,3.93825,7.06429166666,3.27875,8.10116666668,10.31325,8.72558333333
387.03,8.4405,14.5505833334,11.4111666667,13.5856666666,3.96691666667,7.111125,3.31583333333,8.07908333333,10.3276666667,8.76774999999
387.39,8.44941666666,14.5905,11.4383333333,13.6020833333,3.9695,7.14004166667,3.30008333333,8.11187500001,10.32025,8.78716666666
387.75,8.51533333334,14.6260833333,11.5154583333,13.6645,4.04016666667,7.20116666667,3.35541666667,8.20716666667,10.389,8.83899999999
388.11,8.49266666667,14.6060833333,11.5453333333,13.617,4.06075,7.20725,3.35183333334,8.20099999999,10.36725,8.84583333334
388.47,8.52916666667,14.6829166666,11.558625,13.6306666667,4.09975,7.27091666667,3.33641666667,8.21824999999,10.3853333333,8.8705
388.83,8.50433333333,14.6843333334,11.5005416667,13.6645,4.10725,7.2555,3.31416666667,8.21308333332,10.3663333333,8.88108333332
389.19,8.48658333334,14.6490833333,11.481875,13.6344166667,4.093,7.26725,3.31466666667,8.21358333334,10.3531666667,8.87249999999
389.55,8.45283333333,14.666,11.4512083333,13.6380833333,4.054,7.22304166666,3.28008333333,8.17116666668,10.3560833333,8.83708333334
389.91,8.43308333333,14.6913333334,11.496,13.6518333333,4.04883333333,7.18858333333,3.28966666667,8.16670833334,10.36075,8.85008333333
390.27,8.39933333333,14.6796666667,11.43825,13.59075,4.0155,7.134,3.23216666667,8.11975,10.31575,8.774
390.63,8.3195,14.61975,11.3744583333,13.4883333333,3.93175,7.03345833334,3.17891666667,8.065,10.26725,8.68858333333
391.00,8.26641666667,14.6025,11.3687916667,13.4403333334,3.8415,6.9695,3.103,8.05808333332,10.2413333333,8.64033333334
391.36,8.26166666667,14.6313333333,11.3979583333,13.4889166667,3.83491666667,6.98375,3.08633333333,8.06637500001,10.2821666667,8.65724999999
391.72,8.21158333333,14.6293333333,11.3312916666,13.3868333333,3.74533333334,6.90604166667,3.039,8.00449999999,10.228,8.59974999999
392.08,8.15708333333,14.60475,11.29225,13.3515833333,3.699,6.825875,3.00225,7.98779166667,10.1803333333,8.52858333333
392.44,8.08883333333,14.5550833333,11.26025,13.2968333333,3.63725,6.747,2.97241666667,7.93600000001,10.1640833333,8.48191666666
392.80,8.10116666667,14.5784166666,11.30425,13.28,3.62658333334,6.76383333334,2.96775,7.93350000001,10.1825,8.49799999999
393.16,8.10975,14.6174166666,11.2992916666,13.295,3.61275,6.74120833333,2.93183333334,7.94849999999,10.18575,8.48333333334
393.52,8.13591666667,14.6251666666,11.3364583333,13.2905833333,3.65858333333,6.80779166667,2.98308333334,7.99829166667,10.2060833333,8.52166666667
393.88,8.10283333333,14.6224166667,11.3201666666,13.2788333333,3.6245,6.79770833333,2.96583333333,7.97154166667,10.1765,8.49233333333
394.24,8.07983333333,14.6073333334,11.3304583333,13.3110833333,3.59741666667,6.79075,2.93625,7.96462500001,10.1840833333,8.50466666666
394.60,8.10591666667,14.6495,11.3730833333,13.3503333333,3.61441666667,6.82875,2.95583333334,7.98554166666,10.2140833333,8.53075000001
394.96,8.07058333333,14.6250833334,11.3572916667,13.3556666667,3.63741666667,6.81604166666,2.9495,7.95225000001,10.19825,8.49083333334
395.32,7.95433333333,14.5358333333,11.2482916667,13.2616666667,3.5395,6.71066666667,2.85533333333,7.86204166666,10.1115833333,8.39150000001
395.68,7.91191666667,14.49075,11.2335416667,13.24925,3.51558333333,6.676625,2.81341666667,7.82437499999,10.06725,8.3565
396.04,7.92925,14.46675,11.22675,13.2564166667,3.49075,6.683625,2.76683333333,7.78279166666,10.0696666667,8.34691666667
396.40,7.93941666667,14.4640833334,11.2532916667,13.27525,3.51916666666,6.72854166667,2.78675,7.78429166667,10.0618333333,8.35641666666
396.76,7.90025,14.44525,11.2833333333,13.298,3.52933333333,6.70745833333,2.765,7.75016666667,10.06625,8.34441666668
397.12,7.89591666667,14.46425,11.3294583333,13.34675,3.54916666667,6.6985,2.77291666667,7.739625,10.0426666667,8.34291666666
397.48,7.87466666667,14.47475,11.3324166667,13.3698333333,3.54816666666,6.66820833334,2.73725,7.72033333333,10.0515,8.2975
397.84,7.91708333333,14.4869166667,11.4276666667,13.3978333333,3.60225,6.69529166667,2.77333333333,7.76516666668,10.0878333333,8.32725
398.20,7.95366666667,14.5266666667,11.4745,13.4416666667,3.61941666667,6.713,2.81258333333,7.78283333333,10.095,8.3645
398.56,7.94341666666,14.554,11.49425,13.44925,3.637,6.70854166667,2.80166666667,7.7795,10.0985,8.35225
398.92,7.986,14.58975,11.5278333333,13.4749166667,3.64366666667,6.71908333333,2.79758333333,7.78983333333,10.1453333333,8.39658333333
399.28,7.9825,14.5965,11.5607916667,13.5004166667,3.63383333334,6.70066666667,2.8115,7.76916666667,10.1450833333,8.35425000001
399.64,7.94516666667,14.5924166667,11.5865416667,13.4840833334,3.64491666667,6.68033333333,2.79783333333,7.72604166668,10.1389166667,8.33383333333
400.00,7.95083333333,14.6601666667,11.6189166666,13.51975,3.6535,6.69845833334,2.83,7.74000000001,10.189,8.3555
400.36,7.926,14.6643333333,11.6190833333,13.4695833334,3.62391666667,6.65579166667,2.76758333334,7.72562499999,10.1825,8.34133333333
400.72,7.95108333333,14.6851666667,11.646,13.4686666667,3.57391666667,6.653875,2.75091666667,7.73287500001,10.18025,8.30891666667
401.08,7.86941666667,14.5934166667,11.5705416667,13.3930833333,3.48475,6.56695833333,2.65291666667,7.63295833332,10.1236666667,8.22983333333
401.44,7.87825,14.6355833334,11.619375,13.39675,3.46233333334,6.58141666666,2.66458333333,7.64295833332,10.144,8.24066666666
401.80,7.847,14.6260833333,11.5513333333,13.3869166667,3.41091666667,6.57679166667,2.62008333333,7.59700000001,10.1309166667,8.22125
402.16,7.86708333333,14.67825,11.5859166667,13.399,3.43533333334,6.59204166667,2.61658333333,7.62058333334,10.16475,8.22025
402.52,7.85525,14.6570833334,11.5708333333,13.415,3.40683333334,6.59141666667,2.60833333334,7.59700000001,10.1500833333,8.208
402.88,7.94091666667,14.7223333333,11.6497916666,13.4783333333,3.488,6.65470833333,2.69066666666,7.67333333333,10.19225,8.25933333334
403.24,8.04775,14.7845,11.6985,13.5073333333,3.575,6.712125,2.76075,7.77275000001,10.2661666666,8.33083333332
403.60,8.066,14.7945833334,11.72375,13.579,3.56633333333,6.72675,2.77241666667,7.81591666667,10.2879166667,8.34716666667
403.95,8.08725,14.8230833333,11.7691666667,13.59575,3.57791666667,6.72991666666,2.7855,7.84704166668,10.27725,8.36641666667
404.31,8.09566666667,14.83625,11.8054583333,13.6434166666,3.5665,6.69141666666,2.78475,7.84562500001,10.2833333333,8.34141666666
404.67,8.0975,14.81575,11.769625,13.6353333334,3.57358333333,6.66729166667,2.78658333333,7.8355,10.2575833333,8.31891666667
405.03,8.1505,14.92375,11.849625,13.7111666667,3.62508333334,6.75058333333,2.84375,7.90654166668,10.30375,8.35816666666
405.39,8.144,14.8925,11.8171666667,13.7005833334,3.61933333333,6.70816666667,2.79041666667,7.86291666667,10.274,8.32975000001
405.75,8.11858333333,14.896,11.804625,13.6888333333,3.59075,6.66558333333,2.73966666666,7.83891666667,10.2448333333,8.28591666667
406.11,8.031,14.8285833333,11.728,13.6128333334,3.50991666667,6.61933333333,2.66033333333,7.75241666667,10.175,8.17091666667
406.47,8.08766666667,14.8795,11.8005416667,13.6780833333,3.56675,6.67183333333,2.7015,7.80824999999,10.23725,8.21333333334
406.83,8.01683333333,14.8340833333,11.7682916667,13.6289166667,3.49908333334,6.62070833333,2.66633333333,7.76462500001,10.1920833333,8.14616666666
407.19,8.00633333333,14.8503333333,11.790875,13.6796666667,3.509,6.64433333333,2.66066666667,7.76066666668,10.1899166667,8.136
407.55,8.02483333333,14.8673333333,11.8075833333,13.6865833333,3.55116666666,6.67925,2.67916666667,7.76329166666,10.214,8.1385
407.90,7.98475,14.8423333333,11.78125,13.6686666667,3.53758333333,6.65158333333,2.65025,7.735875,10.2138333333,8.106
408.26,8.0255,14.8683333333,11.8061666667,13.7245833333,3.59008333333,6.723875,2.71266666667,7.76991666666,10.2494166667,8.15791666667
408.62,7.99491666667,14.8636666667,11.8037916666,13.7449166666,3.58908333334,6.71675,2.711,7.75933333334,10.2616666667,8.15841666667
408.98,8.02691666667,14.858,11.8324583333,13.7501666667,3.61441666667,6.73354166667,2.73775,7.76545833333,10.2776666667,8.18833333333
409.34,8.07133333333,14.9013333333,11.8974583334,13.8055,3.65441666667,6.77633333333,2.78775,7.83712499999,10.3256666667,8.2385
409.70,8.08041666667,14.8971666667,11.9062083333,13.8025833333,3.66458333333,6.78954166667,2.803,7.85175000001,10.3510833333,8.22716666667
410.06,8.14166666666,14.9224166667,11.95625,13.837,3.732,6.79025,2.84891666667,7.88987500001,10.4018333333,8.29125
410.42,8.12183333333,14.9179166667,11.9282083333,13.7891666667,3.69958333334,6.76429166667,2.81433333333,7.85837500001,10.38075,8.26583333333
410.77,8.14166666666,14.9228333333,11.9049583333,13.8005833333,3.70475,6.76225,2.785,7.84933333333,10.3805833333,8.2815
411.13,8.13533333333,14.8883333333,11.919375,13.7825833334,3.68191666666,6.75708333333,2.77991666667,7.8465,10.3778333333,8.297
411.49,8.19091666667,14.9314166666,11.961875,13.7949166666,3.69741666667,6.76954166667,2.80333333333,7.88075,10.4050833333,8.327
411.85,8.23258333334,14.9373333333,11.9880416667,13.8316666667,3.74866666667,6.81,2.82775,7.90500000001,10.4278333333,8.36700000001
412.21,8.22533333333,14.9255,11.96,13.7744166667,3.72308333333,6.76391666667,2.81641666667,7.88975,10.4025833333,8.32983333333
412.57,8.21508333333,14.9295,11.9801666667,13.7694166667,3.70083333333,6.76854166667,2.81266666667,7.86808333333,10.3928333333,8.307
412.92,8.15608333333,14.8838333333,11.9233333333,13.7265,3.61875,6.69866666667,2.74341666667,7.81287499999,10.3568333333,8.24425
413.28,8.16241666667,14.89225,11.9199583333,13.7323333333,3.611,6.6985,2.75908333333,7.80008333332,10.3530833333,8.25158333333
413.64,8.19858333333,14.9256666667,11.9749166667,13.7921666667,3.65983333333,6.7345,2.81808333333,7.84833333332,10.3795,8.30816666667
414.00,8.23225,14.96325,12.009875,13.8641666667,3.6795,6.77525,2.84208333334,7.87079166667,10.4004166667,8.32416666667
414.36,8.25025,14.952,12.0374166667,13.9056666667,3.68991666666,6.81166666667,2.86541666667,7.887625,10.4165,8.34591666666
414.72,8.2655,14.9880833333,12.0826666667,13.9464166667,3.67983333333,6.822625,2.88166666667,7.88791666667,10.44175,8.3495
415.07,8.30408333333,15.0669166667,12.1274166666,14.0140833333,3.70875,6.829875,2.89033333334,7.90325000001,10.4759166667,8.38266666666
415.43,8.27233333334,15.048,12.10525,13.9965833333,3.67983333333,6.80845833333,2.88808333333,7.88600000001,10.4744166667,8.363
415.79,8.269,15.0574166667,12.1055,13.9771666666,3.652,6.81183333333,2.88466666666,7.88150000001,10.4764166667,8.33833333333
416.15,8.28258333333,15.0535833333,12.1115416667,14.011,3.66641666667,6.852375,2.89091666667,7.89600000001,10.47975,8.36125
416.51,8.35791666667,15.1414166666,12.172,14.0716666667,3.72375,6.88329166667,2.949,7.97712500001,10.55075,8.43941666666
416.86,8.385,15.1451666666,12.1857916666,14.0583333333,3.74816666667,6.91,2.97691666667,7.98666666667,10.5779166667,8.46416666667
417.22,8.40966666667,15.1729166666,12.206,14.07475,3.75233333334,6.90629166667,2.97441666667,7.98841666666,10.603,8.47858333334
417.58,8.42741666667,15.1865,12.203875,14.07175,3.7645,6.90925,2.99266666667,7.98804166667,10.62725,8.48858333332
417.94,8.43916666667,15.20975,12.2394166666,14.0764166667,3.78841666667,6.93070833333,3.02858333333,8.02012499999,10.6503333333,8.52316666666
418.29,8.47,15.241,12.256125,14.0805833333,3.81841666667,6.92733333333,3.07541666667,8.05083333334,10.6773333333,8.55074999999
418.65,8.49708333333,15.2511666667,12.2894583333,14.0714166667,3.85283333333,6.956,3.11791666666,8.08854166667,10.717,8.59008333334
419.01,8.4855,15.2299166667,12.26025,14.05325,3.83925,6.951875,3.13741666667,8.07641666666,10.7143333333,8.57041666667
419.37,8.5125,15.2611666667,12.28325,14.0865,3.86858333333,6.97975,3.16308333333,8.11933333334,10.7466666667,8.61316666667
419.73,8.52075,15.27825,12.2899583333,14.1140833333,3.87725,6.98104166666,3.17575,8.12704166666,10.7651666667,8.63233333334
420.08,8.51075,15.3049166666,12.3040416667,14.11825,3.86975,6.98095833333,3.18241666667,8.11587500001,10.787,8.63091666667
420.44,8.50175,15.3005833333,12.2928333333,14.1065,3.85933333333,6.98516666667,3.1765,8.10670833333,10.78475,8.61866666666
420.80,8.52416666667,15.3260833333,12.294625,14.1238333333,3.86875,6.98566666666,3.20075,8.12612500001,10.8018333334,8.63358333333
421.16,8.50925,15.3175,12.278375,14.1041666667,3.85383333333,6.977,3.20408333333,8.1205,10.7876666667,8.62275000001
421.51,8.51325,15.3248333333,12.29725,14.1130833333,3.86375,6.98720833333,3.2075,8.13333333332,10.79825,8.63383333333
421.87,8.52075,15.336,12.2887083333,14.1176666667,3.86408333333,6.9955,3.23641666667,8.14166666668,10.80825,8.63608333334
422.23,8.51775,15.3321666667,12.2760833333,14.1170833333,3.84908333333,7.00416666667,3.22875,8.12733333332,10.8110833333,8.62233333334
422.58,8.50716666667,15.3281666667,12.264625,14.1388333334,3.84058333333,6.99695833333,3.22016666666,8.11716666667,10.8026666667,8.60866666668
422.94,8.53566666667,15.3646666667,12.31,14.1715833333,3.86358333333,7.02858333333,3.24108333333,8.14304166666,10.8348333333,8.64033333333
423.30,8.50841666667,15.3305833333,12.2924166666,14.1644166667,3.83766666667,7.00795833333,3.22225,8.11525,10.8235833333,8.60683333334
423.66,8.51658333333,15.3293333333,12.2948333333,14.1576666667,3.83666666666,7.01591666667,3.23808333334,8.11379166667,10.8273333333,8.60425
424.01,8.54166666666,15.3511666667,12.3150416666,14.1848333333,3.85858333333,7.036375,3.259,8.14341666667,10.8485,8.62733333333
424.37,8.55033333333,15.3434166667,12.31975,14.20075,3.87041666667,7.04383333333,3.27541666666,8.14808333333,10.8483333333,8.63116666666
424.73,8.571,15.3745,12.3704166666,14.2555833333,3.906,7.07783333334,3.30266666667,8.17866666667,10.8850833333,8.65641666667
425.08,8.57633333333,15.37725,12.390125,14.2771666667,3.93291666667,7.09420833333,3.32141666666,8.19483333333,10.9099166667,8.66333333333
425.44,8.55175,15.3625,12.3642916667,14.2703333333,3.90533333333,7.08483333333,3.3155,8.16791666666,10.9008333333,8.64216666667
425.80,8.57358333333,15.3845833334,12.3927916667,14.3073333333,3.91441666667,7.10175,3.32025,8.17570833333,10.9314166666,8.67358333334
426.16,8.58783333333,15.4154166667,12.4172083334,14.3504166667,3.93808333333,7.09679166667,3.32366666667,8.19941666667,10.9400833333,8.69908333334
426.51,8.61925,15.4656666667,12.448875,14.3833333334,3.97433333333,7.122,3.361,8.22212500001,10.9735,8.73183333334
426.87,8.61941666667,15.4703333333,12.4442083333,14.3806666667,3.99016666667,7.11675,3.36425,8.22987499999,10.9915833333,8.73025
427.23,8.66808333333,15.5310833333,12.481625,14.4303333333,4.02025,7.13645833333,3.40216666667,8.24858333334,11.02025,8.76891666668
427.58,8.69383333333,15.5700833334,12.5114583333,14.4791666667,4.03208333334,7.16220833333,3.41966666667,8.27625,11.0459166667,8.79608333333
427.94,8.69933333333,15.5796666667,12.538125,14.4781666666,4.0285,7.16433333333,3.42691666667,8.28987499999,11.0678333334,8.80200000001
428.30,8.7265,15.63625,12.57375,14.5175833334,4.04358333333,7.18691666666,3.44691666666,8.3225,11.10475,8.83483333333
428.65,8.72108333333,15.6375833333,12.5735416666,14.5136666666,4.04458333333,7.18508333333,3.45483333333,8.33324999999,11.11275,8.83699999999
429.01,8.7505,15.6785833333,12.6189583334,14.5366666667,4.06933333333,7.22329166667,3.4895,8.36908333334,11.1649166667,8.88666666666
429.37,8.81716666667,15.7409166667,12.7057083333,14.6058333333,4.11875,7.25975,3.54841666667,8.43558333334,11.2245,8.93558333334
429.72,8.79108333333,15.7431666666,12.685375,14.5723333333,4.09,7.24241666667,3.52158333333,8.44320833333,11.21125,8.90424999999
430.08,8.79275,15.76125,12.724875,14.5824166667,4.10708333333,7.27491666666,3.55308333333,8.459375,11.2440833333,8.92374999999
430.44,8.78183333333,15.74425,12.7022916667,14.57275,4.07408333333,7.26495833333,3.52966666667,8.46675,11.24075,8.91816666667
430.79,8.815,15.79075,12.7475833333,14.6098333333,4.09833333333,7.322625,3.55933333334,8.49429166666,11.2744166666,8.96033333333
431.15,8.83916666666,15.8249166667,12.7642916667,14.5949166667,4.11983333333,7.36041666667,3.56316666667,8.52583333333,11.29625,8.97258333333
431.50,8.84283333334,15.8155833333,12.781875,14.5961666667,4.12566666667,7.3445,3.55241666667,8.51604166667,11.3223333333,8.96833333334
431.86,8.83616666668,15.7986666667,12.7712916667,14.6020833334,4.11966666667,7.33979166667,3.53925,8.50058333333,11.3210833333,8.96191666668
432.22,8.81825,15.77325,12.75575,14.5981666667,4.09991666666,7.317625,3.51675,8.47029166667,11.3245,8.93608333332
432.57,8.81266666667,15.77625,12.7625,14.6023333333,4.10741666667,7.311375,3.521,8.47416666667,11.33575,8.93358333333
432.93,8.79441666667,15.7771666667,12.7309583333,14.598,4.06741666667,7.28345833334,3.48725,8.448875,11.3105,8.90024999999
433.29,8.77791666666,15.7659166666,12.7078333333,14.5853333333,4.04391666667,7.267125,3.45341666667,8.41600000001,11.29125,8.88083333333
433.64,8.77716666666,15.7661666667,12.7204583333,14.6046666667,4.05683333333,7.266625,3.45591666667,8.39954166668,11.2919166667,8.88608333333
434.00,8.75408333334,15.7374166667,12.6884583333,14.5795,4.03391666667,7.235625,3.44016666667,8.37750000001,11.26625,8.86733333334
434.35,8.73383333333,15.7180833334,12.689,14.57475,4.03175,7.21470833333,3.42283333333,8.34658333333,11.2634166667,8.83966666666
434.71,8.72191666667,15.713,12.6739166666,14.5829166667,4.01508333333,7.17341666667,3.41125,8.34612500001,11.2585,8.83458333334
435.07,8.66566666667,15.67025,12.63825,14.5628333333,3.98216666666,7.12075,3.376,8.30000000001,11.2239166667,8.80083333333
435.42,8.64616666666,15.6796666667,12.6154166667,14.5509166667,3.97158333333,7.11570833334,3.3745,8.28862499999,11.2025,8.79116666667
435.78,8.65366666667,15.7168333333,12.6075,14.5643333333,3.98175,7.11670833333,3.38716666667,8.29133333334,11.22725,8.79808333332
436.13,8.6665,15.7331666667,12.6317916667,14.5815833333,4.01208333333,7.13133333333,3.40058333333,8.32,11.2405,8.8215
436.49,8.664,15.7263333333,12.622125,14.58575,3.99341666667,7.13670833333,3.38491666667,8.29779166667,11.2326666666,8.82458333333
436.84,8.6755,15.7289166667,12.6470833333,14.59125,4.00833333333,7.16241666667,3.40041666666,8.31070833334,11.249,8.84583333334
437.20,8.69716666667,15.76175,12.6534166667,14.6196666667,4.036,7.19404166667,3.42966666667,8.34362500001,11.2865833333,8.88308333333
437.56,8.69333333333,15.75275,12.6471666667,14.6151666667,4.02233333334,7.191625,3.41591666667,8.33708333332,11.2851666667,8.88458333333
437.91,8.72941666666,15.7948333333,12.68,14.6419166667,4.03633333333,7.22595833333,3.431,8.35066666666,11.3165,8.89799999999
438.27,8.74075,15.8183333333,12.695375,14.6415,4.04033333333,7.24275,3.43025,8.36120833334,11.32375,8.91758333333
438.62,8.73866666667,15.81325,12.6959583333,14.64125,4.03833333333,7.2395,3.42441666667,8.33758333334,11.3145,8.89524999999
438.98,8.75133333333,15.8279166667,12.716875,14.6453333333,4.04766666667,7.25320833333,3.42608333333,8.34504166666,11.3315,8.90725
439.33,8.74675,15.8318333333,12.7407083333,14.6658333333,4.05525,7.26841666667,3.42916666667,8.364125,11.3565833333,8.91949999999
439.69,8.77141666667,15.8564166667,12.7735833334,14.6898333334,4.08516666667,7.303125,3.44808333333,8.37795833334,11.3724166667,8.95458333332
440.04,8.76216666667,15.864,12.7644583333,14.6623333334,4.06816666667,7.29425,3.42766666666,8.353,11.3535833333,8.95316666667
440.40,8.76608333334,15.8813333333,12.765375,14.6595,4.07375,7.30154166666,3.43308333334,8.35633333334,11.3619166666,8.95133333332
440.75,8.76033333333,15.8949166667,12.7658333334,14.6785833333,4.07908333334,7.30058333333,3.42791666667,8.34908333334,11.35475,8.94383333333
441.11,8.75216666667,15.8875,12.7695833333,14.6565833333,4.06933333333,7.28908333333,3.41066666667,8.32199999999,11.343,8.93175000001
441.47,8.75966666667,15.89425,12.7830416667,14.6594166667,4.07725,7.28783333333,3.42441666666,8.32870833333,11.3525833333,8.93049999999
441.82,8.75433333333,15.8905833333,12.7897083333,14.6575,4.08558333333,7.2785,3.42083333334,8.330875,11.3625,8.93741666666
442.18,8.73,15.8743333333,12.7785833333,14.6356666666,4.07975,7.265625,3.41591666667,8.31000000001,11.34525,8.91741666667
442.53,8.70041666667,15.8366666667,12.750375,14.5845,4.05258333333,7.25433333333,3.38183333333,8.28470833332,11.3176666667,8.89366666666
442.89,8.70841666667,15.85675,12.7730416667,14.6113333334,4.05666666667,7.25716666667,3.3845,8.28870833334,11.3333333333,8.89891666667
443.24,8.711,15.8536666667,12.7545,14.5913333334,4.05633333333,7.23608333333,3.37516666667,8.27104166667,11.3170833333,8.897
443.60,8.67758333333,15.8316666667,12.7359166667,14.5644166667,4.02816666667,7.20183333333,3.34408333333,8.24579166668,11.285,8.86133333333
443.95,8.67366666666,15.8175,12.730125,14.57325,4.02066666667,7.20404166667,3.34166666667,8.23850000001,11.2889166667,8.84708333334
444.31,8.65108333334,15.8109166666,12.7371666667,14.58575,3.98775,7.18358333333,3.31041666666,8.20662499999,11.273,8.84208333334
444.66,8.65516666667,15.80625,12.7392083333,14.57675,3.99875,7.17508333333,3.30866666667,8.20374999999,11.2816666667,8.84049999999
445.02,8.65508333333,15.8013333333,12.7376666667,14.5818333333,4.0035,7.17720833333,3.30775,8.21879166667,11.2796666667,8.82916666667
445.37,8.65975,15.8104166666,12.7519583333,14.59425,4.0175,7.20258333334,3.30333333333,8.22624999999,11.2835,8.83616666668
445.72,8.64616666667,15.8149166667,12.7522916667,14.5966666667,4.021,7.20116666667,3.301,8.22108333332,11.27475,8.83191666667
446.08,8.65958333333,15.82925,12.770875,14.6191666667,4.03216666667,7.22191666666,3.32283333333,8.24175,11.2930833333,8.85216666668
446.43,8.66008333333,15.8476666667,12.7814166667,14.6279166667,4.03908333333,7.22283333333,3.33258333333,8.24829166666,11.296,8.8595
446.79,8.67283333333,15.84475,12.7976666666,14.6293333333,4.05425,7.235,3.342,8.25329166668,11.2983333333,8.87774999999
447.14,8.66158333333,15.8430833333,12.795625,14.6295833333,4.04825,7.240125,3.3335,8.242625,11.30375,8.86374999999
447.50,8.64258333333,15.8131666667,12.7714583333,14.6088333334,4.02525,7.21966666667,3.30475,8.21279166667,11.2794166667,8.84475
447.85,8.65541666667,15.82975,12.8064166667,14.62625,4.05125,7.23283333333,3.32858333333,8.23366666666,11.2956666666,8.85574999999
448.21,8.67058333333,15.8425833333,12.80825,14.6236666667,4.07566666667,7.25,3.337,8.24458333334,11.3026666667,8.85024999999
448.56,8.67125,15.8329166667,12.8107916667,14.6101666667,4.06716666667,7.25216666667,3.32075,8.22474999999,11.2906666667,8.84141666668
448.92,8.64966666667,15.8368333333,12.8052083333,14.5950833333,4.06141666667,7.23379166666,3.30416666667,8.19570833333,11.282,8.84033333333
449.27,8.64916666667,15.8433333333,12.8177083333,14.5809166667,4.06491666667,7.21116666667,3.29758333333,8.18625000001,11.2910833333,8.83758333333
449.62,8.63958333333,15.8229166667,12.8074166666,14.5598333333,4.04575,7.193625,3.26908333333,8.160875,11.2839166667,8.81658333332
449.98,8.64183333334,15.8194166666,12.8079166666,14.5526666667,4.05083333333,7.183625,3.24408333334,8.15129166668,11.2868333333,8.81491666667
450.33,8.62316666666,15.8135833333,12.7905,14.549,4.04158333333,7.1615,3.21266666667,8.12333333333,11.2756666667,8.79916666666
450.69,8.60158333334,15.8151666667,12.7795416667,14.548,4.03008333333,7.151375,3.205,8.10854166667,11.2848333334,8.78083333334
451.04,8.59341666667,15.8120833333,12.790375,14.54575,4.03266666666,7.134875,3.19275,8.09208333333,11.2719166667,8.76333333333
451.40,8.60766666666,15.84325,12.80575,14.5755,4.0565,7.13541666667,3.20208333334,8.10916666666,11.2904166667,8.77033333333
451.75,8.56841666667,15.8229166667,12.7459583333,14.5441666667,4.01516666667,7.09570833333,3.134,8.06075000001,11.2505,8.742
452.10,8.5705,15.7954166666,12.7504166667,14.5275833333,4.02725,7.06795833333,3.13616666666,8.06908333333,11.22575,8.74458333333
452.46,8.57208333333,15.8258333333,12.75725,14.5575,4.04033333333,7.06095833333,3.14958333334,8.07941666667,11.2539166667,8.75733333334
