wavelength,Back_ThrPalm,Belly_ThrPalm,Breast_ThrPalm,Crissum_ThrPalm,Crown_ThrPalm,DorTail_ThrPalm,Patch10_ThrPalm,Patch11_ThrPalm,Rump_ThrPalm,Throat_ThrPalm,WingTip_ThrPalm
313.33,9.40286666668,20.2593,18.9326,15.2823288889,18.9497666667,5.87743333333,16.3364666667,20.7738666667,19.4362,15.8256666667,4.6248
313.70,9.64120000001,20.4612,19.3112666667,15.6068901961,19.2636333333,6.04796666667,16.7707333333,21.1166,19.8347333333,16.0314666667,4.89066666667
314.07,9.76499999999,20.5844666667,19.3628666667,15.6607848366,19.4902333333,6.15286666667,17.0290666667,21.2126666667,20.0436666667,16.0674,4.98993333333
314.43,9.92446666667,20.7741333333,19.4874666667,15.789700915,19.6945,6.28886666667,17.2936666667,21.5175333333,20.3226,16.0682666666,4.96726666667
314.80,9.82433333334,20.7038,19.362,15.7089139869,19.7323,6.0352,17.0808,21.4930666667,20.1923333333,15.8825333333,4.78053333333
315.17,9.69779999999,20.5681666667,19.2567333333,15.5186261438,19.7020666667,5.6938,16.8686,21.4184666667,20.0192,15.6721333333,4.47713333333
315.54,9.70013333333,20.6658333333,19.3224,15.6338862745,19.9924,5.56143333333,16.9469333333,21.5437333333,20.0627333333,15.6999333333,4.44506666666
315.91,9.83753333333,20.6502333333,19.4322,15.941086536,20.3077666666,5.76626666667,17.1412666667,21.8486666667,20.26,15.8278,4.56213333333
316.28,9.7254,20.6421333333,19.3328666667,15.9851830065,20.4685666667,5.50236666667,16.9761333333,21.6850666667,20.1024666667,15.7140666667,4.32313333333
316.64,10.0427333333,21.0202333333,19.6616666667,16.4261351634,20.896,5.79996666667,17.3818,22.0846,20.5754666667,16.1449333333,4.637
317.01,10.0948666667,21.0414,19.5456,16.4409037908,21.0611333333,5.62313333333,17.2777333333,21.9833333333,20.653,16.2056666667,4.61713333333
317.38,9.68099999999,20.7884666667,19.4473333333,16.1934569935,20.9018333333,4.99103333333,16.9024,21.7946666667,20.3728666667,15.9006666667,4.0274
317.75,9.63806666667,20.8972333334,19.5428666667,16.1650067974,21.0442666667,4.8201,16.9473333333,21.6564666667,20.3122,15.9446666667,4.01226666667
318.12,9.71033333333,21.0116333333,19.7486666667,16.3832583007,21.2785333333,4.92866666667,17.1712,21.8601333333,20.4503333333,16.1779333333,4.19553333334
318.49,9.80193333333,21.2469333333,19.8958666667,16.5567286274,21.6468666667,5.05146666667,17.3474,22.1362,20.6638666667,16.3800666667,4.3266
318.85,9.73546666667,21.2541,19.9707333333,16.5321652288,21.6311333333,5.07843333333,17.3859333333,22.0556666667,20.5763333333,16.3053333333,4.2014
319.22,9.76186666667,21.3446666667,20.0907333333,16.4181576471,21.7438333333,4.8911,17.4036,22.1136,20.6462666667,16.2857333333,4.05653333333
319.59,10.1525333333,21.8897,20.6786,16.8243939869,22.268,5.29436666667,17.9978,22.7519333333,21.1994,16.638,4.36653333333
319.96,9.70600000001,21.6372,20.4043333333,16.3478996078,22.0507,4.79966666667,17.6972666667,22.4584,20.7179333333,16.2658,3.83873333333
320.32,9.28646666666,21.5383,20.3077333333,16.0836569935,21.8425,4.417,17.6192666667,22.3240666667,20.5016666667,16.0950666667,3.38166666667
320.69,9.40760000001,21.7155333333,20.4874666667,16.209412549,22.2099333333,4.6202,17.9441333333,22.5738,20.6688666667,16.3899333333,3.636
321.06,9.36866666667,21.5853666667,20.3934666667,16.1451160784,22.358,4.48753333333,17.9198666667,22.6618,20.7890666667,16.3511333333,3.53126666667
321.43,9.45913333332,21.8035333333,20.6076,16.2748292811,22.5185,4.47703333333,18.3058666667,22.9044,21.1104,16.4617333333,3.4358
321.80,9.47060000001,21.9919666667,20.7431333333,16.4121905882,22.5771666667,4.36246666667,18.6396666667,23.0960666667,21.3128666667,16.5644666667,3.43546666667
322.16,9.79566666667,22.3231666667,21.158,16.6950015686,22.8306,4.4867,19.0956,23.5634666667,21.9285333333,17.0260666667,3.84086666667
322.53,9.95706666665,22.6573666667,21.3542,17.1032912418,23.2777,4.76976666667,19.5177333333,24.1320666667,22.3234666667,17.3728,3.96526666667
322.90,10.1725333333,22.8899,21.5273333333,17.3782117647,23.5433333334,5.04906666667,19.7361333333,24.379,22.5222666667,17.7619333333,4.18966666667
323.27,10.6189333333,23.2389333333,21.9486666667,17.8857508497,24.1299666667,5.3193,20.2348,24.8014,23.1752666667,18.0995333333,4.56446666667
323.63,11.2286,23.6976,22.3622,18.4717670588,24.7075666667,5.92366666667,20.7514666667,25.1974,23.6752666667,18.5454666667,4.94193333333
324.00,11.4723333333,23.9295,22.4952,18.7602643138,25.0014333333,6.11573333333,20.9337333333,25.6220666667,24.0093333334,18.7504666667,5.07446666667
324.37,11.4609333333,24.0571666667,22.7334,18.9780295425,25.2899,6.16303333333,21.2214666667,25.8575333333,24.3096666667,18.9988,5.11266666667
324.74,11.3324666667,23.9307666667,22.7696666667,18.7752512418,25.3766,6.0777,21.2007333333,25.8318,24.3134,18.8727333333,4.95626666667
325.10,11.4624666666,23.9425666667,22.9552666667,18.8062891503,25.4418,6.17356666667,21.2146,25.9576,24.362,18.8817333333,4.88073333333
325.47,11.6855333333,24.0780333333,23.0596,18.9741383007,25.7736333333,6.39213333333,21.3324666667,26.134,24.5028,19.06,4.90266666667
325.84,11.7909333333,24.2448666667,23.245,19.1458091503,25.9279,6.46656666667,21.5423333334,26.1639333333,24.6756666667,19.1874,5.0578
326.21,11.5613333333,24.0531,23.0977333333,18.898423268,25.8447,6.07386666667,21.4112,25.9735333333,24.6245333333,18.9567333333,4.84133333333
326.57,11.2846666667,23.9849666667,22.9396,18.6350794771,25.6301,5.7756,21.1979333333,25.8212666666,24.4006,18.7406666667,4.5654
326.94,11.268,24.1331666667,23.0996,18.6415406536,25.7216,5.71976666667,21.332,25.9542666667,24.5594,18.8098666667,4.54353333333
327.31,11.29,24.3002666667,23.3317333334,18.7401335948,25.8377666667,5.70646666667,21.4381333333,25.8835333333,24.7148,18.8718,4.54246666667
327.67,11.2248,24.4088666667,23.2749333333,18.6247890196,25.8068666667,5.6662,21.3308,25.8500666667,24.7173333333,18.6815333333,4.43086666667
328.04,11.5599333333,24.6994666667,23.5039333333,18.9344711111,26.1079333333,5.88893333333,21.4895333333,26.1488666667,25.0594,18.9640666667,4.64873333334
328.41,11.6572666667,24.9099666667,23.5770666666,19.1195498039,26.3984666667,5.9555,21.6997333333,26.1229333333,25.3238666667,19.1447333333,4.71873333333
328.78,11.2852666667,24.5918,23.372,18.8063320261,26.2031666667,5.56626666667,21.5168666667,25.8115333333,25.1701333333,18.7553333333,4.4328
329.14,11.0743333333,24.2812666667,23.2115333333,18.520090719,26.0761,5.22176666667,21.1791333333,25.5380666667,25.0196,18.5009333333,4.09706666667
329.51,10.8955333333,24.2033,23.0994666667,18.35924,26.0876666667,5.12836666667,21.0687333333,25.5123333333,24.9078666667,18.3762,3.763
329.88,11.1941333333,24.3449,23.4114666667,18.4798373856,26.4601,5.31906666667,21.255,25.7728,25.0797333333,18.5887333333,3.87086666667
330.24,11.1093333333,24.3437,23.3304666667,18.3963649673,26.5087,5.18846666667,21.056,25.7752666667,25.0139333333,18.4985333333,3.8322
330.61,10.8534666666,24.1528333333,22.8838666667,18.0315803922,26.1361,4.74736666667,20.7114666667,25.4992666667,24.6758,18.1134,3.38066666667
330.98,10.8538,23.8287666666,22.6644666667,17.9103665359,26.0158333333,4.5588,20.6326666667,25.3231333333,24.4864,18.0636,3.3238
331.34,10.7466666667,23.9058333333,22.6454,17.8381294118,25.9389666667,4.32733333333,20.6442,25.1013333333,24.3774,17.8756,3.10606666666
331.71,10.7675333333,24.0271,22.7693333333,17.824166536,26.0615666667,4.30253333333,20.6162666667,25.2419333333,24.4294666667,17.8302,3.14846666667
332.08,10.9052666667,24.2670333333,22.963,18.0052677124,26.2843666667,4.4499,20.8050666667,25.5307333333,24.6079333333,18.1178666667,3.27546666667
332.44,10.9292666667,24.4451,23.1012,18.1246075817,26.4246,4.48483333333,20.9572666667,25.8376,24.7340666666,18.1919333333,3.383
332.81,11.2471333333,24.7957333333,23.4694666667,18.4363087582,26.7503333333,4.7271,21.3636,26.0828,25.0859333333,18.4298,3.6226
333.18,11.2488,24.922,23.4980666667,18.5955579085,26.6884333334,4.8462,21.5006666667,26.1474666667,25.1921333333,18.4139333333,3.62193333333
333.54,11.2808,24.8963666667,23.5408,18.5578287582,26.8146666667,4.813,21.7119333333,26.2021333333,25.2575333333,18.4,3.52686666666
333.91,11.6873333333,25.2773333333,24.0814,18.9602044444,27.2908666667,5.37913333333,22.2384666667,26.6597333333,25.7426666667,18.8252666667,4.02746666667
334.28,11.9949333333,25.8155666667,24.4938,19.27788,27.7104666667,5.6595,22.5665333333,27.012,26.1111333333,19.0956,4.2436
334.64,12.1376,25.9284333334,24.6817333333,19.3893615686,27.9386666667,5.84483333333,22.7919333333,27.2014666667,26.4059333333,19.3602,4.40773333333
335.01,12.1344,25.9121666667,24.7619333333,19.4272413072,28.0847333333,5.86266666667,22.9122666667,27.2376,26.5547333334,19.5084,4.34326666667
335.38,12.3872,26.2371333334,25.0434666667,19.6145746405,28.5106333333,6.00726666667,23.2414666667,27.5643333333,26.8825333333,19.7018666666,4.4262
335.74,12.7306666667,26.5878333333,25.4168666667,19.9714661438,28.9144,6.30726666667,23.6122666666,27.8622,27.2277333333,20.0177333333,4.6596
336.11,12.7419333333,26.4117333333,25.4338,19.9280368627,28.8954666667,6.26763333333,23.4811333333,27.9261333333,27.1908666667,20.011,4.697
336.47,12.7905333333,26.4602333333,25.436,19.887936732,29.1049,6.19046666667,23.4571333333,28.018,27.3068,20.1360666667,4.6474
336.84,12.9792,26.6789333333,25.727,20.0720261438,29.3409333333,6.30633333333,23.6544,28.1245333333,27.6000666667,20.3036,4.66626666667
337.21,12.9186666667,26.5561333333,25.7229333333,19.9739550327,29.3779666667,6.11646666667,23.6069333333,28.0524666667,27.4962666667,20.1845333333,4.4454
337.57,13.2637333333,26.8175333333,26.1618666667,20.4061019608,29.8347666667,6.3742,24.0093333334,28.4008,27.9126666667,20.5698666667,4.7218
337.94,13.244,26.9005,26.2216,20.4203291503,29.9925666667,6.2731,24.0075333333,28.4449333333,27.8911333333,20.557,4.63726666667
338.31,13.3392666666,27.0235333333,26.4104666667,20.5108303268,30.2041,6.31266666667,24.1602,28.7061333333,28.0389333333,20.6491333333,4.695
338.67,13.3828,26.9118,26.4702,20.5213466667,30.2031,6.27163333333,24.1780666667,28.7174,28.0668666667,20.5906,4.65486666667
339.04,13.0820666667,26.586,26.0804666666,20.0605369935,29.9208,5.8914,23.8019333333,28.2918666667,27.7626,20.1913333333,4.19213333333
339.40,13.2083333333,26.8641333333,26.214,20.1744802614,30.1049666667,5.96006666667,24.0458666667,28.3626,27.9025333333,20.3098,4.2842
339.77,13.3126,26.9465,26.4390666667,20.2822517647,30.3883,5.97196666667,24.3278666667,28.5219333333,28.0414,20.415,4.3442
340.14,13.292,26.9422,26.428,20.2285098039,30.5230666666,6.0006,24.3152,28.6336,28.0531333333,20.4154666667,4.44193333334
340.50,13.4452666667,27.1170333333,26.5183333333,20.3630467974,30.7555666667,6.1953,24.508,28.8283333333,28.2815333333,20.7157333333,4.62266666667
340.87,13.3575333333,26.986,26.3653333333,20.0778588235,30.6106333333,6.1602,24.345,28.8598,28.0769333333,20.5743333333,4.54353333333
341.23,13.5325333333,27.1334333334,26.4884,20.197288366,30.7089333334,6.34306666667,24.4908,29.0896,28.2291333333,20.7102666667,4.70546666667
341.60,13.6518666667,27.3408,26.5296666667,20.2982606536,30.8484666667,6.40996666667,24.6733333333,29.2455333334,28.3166666667,20.8388666667,4.8118
341.96,13.7108666667,27.4836666667,26.5302666667,20.3826828758,30.9976,6.45616666667,24.7016,29.3692,28.3006666667,20.9035333333,4.91546666667
342.33,14.0279333333,27.7918,26.8941333333,20.679995817,31.3675,6.66183333333,25.1686666667,29.7356,28.7178666667,21.2370666667,5.209
342.70,14.2363333333,28.0923666667,27.1694,20.9077947712,31.6842666667,6.7583,25.382,30.0326666667,28.9847333333,21.4496,5.34893333333
343.06,14.5466,28.5331333333,27.4702,21.1974224837,32.0799333333,7.0179,25.7054,30.3315333333,29.4386666667,21.7464666667,5.573
343.43,14.559,28.5862333333,27.5523333333,21.292389281,32.0843666667,7.05133333333,25.7486666667,30.3918,29.4168666667,21.7792,5.49526666667
343.79,14.4643333333,28.5774,27.5636,21.2130601307,32.0571333333,6.79216666667,25.6904666667,30.3854666667,29.4146666667,21.6325333333,5.31433333333
344.16,14.4452,28.6915666667,27.7422666667,21.3199973856,32.2687,6.6785,25.8422,30.4896666667,29.5941333333,21.6684,5.2022
344.52,14.3794666667,28.6705666667,27.7653333333,21.2925223529,32.3461,6.6574,25.8676666667,30.5948666667,29.6360666667,21.6901333333,5.1876
344.89,14.5665333333,28.9386666667,28.0352,21.5019986928,32.6873,6.91666666667,26.0304666667,30.8005333333,29.9882666667,21.8608,5.33386666667
345.25,14.6669333333,29.0497666667,28.1866666667,21.630732549,32.8676,7.02763333333,26.168,30.9783333333,30.3272,21.9832666667,5.31713333333
345.62,14.5898666667,29.0858,28.1646666667,21.6139082353,32.9319,7.01616666667,26.0414,31.0156,30.2722666667,21.9772666667,5.28453333333
345.99,14.5957333333,28.9512666667,28.1840666667,21.5656138562,32.9639,7.0234,25.9858,31.0614666667,30.2936666667,21.9243333333,5.20326666667
346.35,14.5223333334,28.7971333333,28.1486,21.4882935948,32.8847333333,6.95613333333,25.9495333333,31.0382,30.2119333333,21.8422666667,5.1294
346.72,14.5327333333,28.7974666667,28.1408666667,21.4599043137,32.9416666667,6.79246666667,26.0362666667,31.1304,30.322,21.8615333333,5.0642
347.08,14.5612666667,28.8324666667,28.2429333333,21.5436935948,33.1647333333,6.81626666667,26.0862666667,31.2672,30.4740666667,21.9488666667,5.0428
347.45,14.7058666667,28.9736,28.3933333334,21.6218033987,33.4017333333,6.89793333333,26.096,31.3646,30.6880666666,22.0377333333,5.15893333333
347.81,14.8844666667,29.0559333333,28.525,21.7212405229,33.5936,6.95046666667,26.2132,31.5370666667,30.8876666667,22.1161333333,5.1752
348.18,15.0043333333,29.0332,28.6164,21.849075817,33.6461666667,6.97213333333,26.3804,31.599,30.993,22.2408666667,5.23946666667
348.54,15.1572,29.2432333333,28.9566,21.9753864052,33.9702666667,7.05876666667,26.6254,31.7988,31.1119333334,22.4382,5.36533333333
348.91,15.4245333333,29.4338666667,29.2840666667,22.1772703268,34.2862333333,7.2122,26.9501333333,32.0434,31.4162,22.6646,5.50353333333
349.27,15.5587333334,29.7198666667,29.4053333333,22.3870256209,34.5258666667,7.25276666667,27.1996,32.2118,31.6741333334,22.8202666667,5.59706666667
349.64,15.5292666667,29.7126,29.4485333333,22.3800546405,34.5002333333,7.14076666667,27.0609333333,32.2207333333,31.6444666667,22.7633333333,5.51706666667
350.00,15.7436666667,29.9708,29.7448666667,22.6120909804,34.9065,7.37806666667,27.2114666667,32.5697333333,31.9968666667,22.9576,5.62693333333
350.37,15.8562666667,30.0716333333,29.8308,22.7106475817,35.0550333333,7.52566666667,27.3813333333,32.6922,32.0507333333,23.0104,5.67526666667
350.73,15.7170666667,30.0165666667,29.7237333333,22.6601369935,34.8769,7.3995,27.2944,32.6018,31.9212666667,22.9340666667,5.49213333333
351.10,15.6425333333,30.0183333333,29.7052666667,22.6838269281,35.0062333334,7.35986666667,27.2465333333,32.5756666667,31.9884666667,22.9508666667,5.49373333334
351.46,15.4918,29.9310666667,29.5882666667,22.480100915,34.9819,7.12313333333,27.0304,32.4815333333,31.9203333333,22.7241333333,5.2762
351.83,15.2110666667,29.6671,29.2736666666,22.1650028758,34.7877666667,6.81576666667,26.7864,32.2354666667,31.6998,22.4955333333,4.96286666667
352.19,15.1693333333,29.7552666667,29.2525333333,22.181627451,34.8149,6.80836666667,26.7542666667,32.2728,31.6911333333,22.5133333333,4.90306666667
352.55,15.0961333333,29.6341,29.2693333333,22.1519620915,34.8747666667,6.76353333333,26.7165333333,32.2916666667,31.6818,22.5318,4.83413333333
352.92,15.1496666666,29.8183333333,29.3962666667,22.2546060131,35.168,6.8304,26.9253333333,32.488,31.8701333333,22.6869333333,4.87466666667
353.28,15.11,29.7702333333,29.3834,22.1870261438,35.1378666667,6.76443333333,26.9702,32.4273333333,31.8055333333,22.6848666667,4.87973333333
353.65,15.2848,29.9259,29.5804,22.3008494118,35.3296333333,6.80066666667,27.1035333333,32.5894,32.0024,22.8286666667,4.9784
354.01,15.5375333333,30.1344666666,29.7734666667,22.5043176471,35.6565666667,7.03313333333,27.3808,32.8574,32.3215333333,23.0220666667,5.1898
354.38,15.6810666667,30.3915333333,30.0941333333,22.6899129412,35.8829666667,7.10533333333,27.58,33.0666666666,32.5062,23.2207333333,5.1112
354.74,15.7753333333,30.5781666667,30.3406,22.8742240523,36.0735666667,7.26653333333,27.8539333333,33.3376666667,32.7194,23.4900666667,5.1896
355.11,16.0054,30.8130666666,30.6108,23.113734902,36.279,7.4301,28.0614666667,33.5514666667,32.9120666667,23.6329333333,5.35266666667
355.47,16.0682666667,30.9131,30.8208666667,23.2407814379,36.3939,7.4523,28.1966666667,33.725,33.0872,23.7173333333,5.388
355.83,16.1051333333,31.0107666667,30.9940666667,23.2647819608,36.5112333333,7.445,28.3694,33.7918666667,33.2548666667,23.7792666667,5.3402
356.20,16.1342666667,31.0456,31.0964666667,23.3507780392,36.5618,7.39896666667,28.4478666667,33.8952666667,33.2998666667,23.8205333333,5.2948
356.56,16.2304,31.2210666667,31.2394,23.4429220915,36.7916666667,7.33876666667,28.5396666667,34.1351333333,33.4628,23.9116666667,5.25293333333
356.93,16.3096666667,31.4463666667,31.412,23.5847644444,37.0132333333,7.4163,28.7704,34.3066666667,33.7524,24.0916,5.2836
357.29,16.2451333333,31.5352333333,31.5554666667,23.5798379085,37.0666666667,7.31753333333,28.8594,34.3836666667,33.8054,24.1922666667,5.204
357.66,16.4087333333,31.7174333333,31.671,23.7019233987,37.2914666667,7.3807,29.0832,34.6013333333,34.0127333333,24.3352,5.3932
358.02,16.6156,31.9270666667,31.8419333333,23.9018326797,37.5215,7.4699,29.2676,34.7260666667,34.1770666667,24.4019333333,5.52146666667
358.38,16.81,32.1951,32.0978,24.1105194771,37.8321666667,7.6128,29.5093333333,35.0174,34.5263333333,24.6352,5.64193333333
358.75,16.8222666667,32.2488666667,32.1377333333,24.0965563399,37.9837666667,7.5959,29.5629333333,35.1086666667,34.6435333334,24.6566,5.5976
359.11,16.9544,32.4337666667,32.2571333333,24.1901333333,38.2340666667,7.59713333333,29.6582666667,35.3488,34.8066,24.7414,5.65766666667
359.48,17.1185333333,32.6210666667,32.4148,24.2726481046,38.4785,7.655,29.7358,35.5028,35.0235333333,24.8596666667,5.6926
359.84,17.313,32.8847,32.6655333333,24.4928969935,38.7208,7.87313333333,29.9229333333,35.6800666667,35.3198666667,25.0748666667,5.89486666667
360.20,17.2632,32.9093,32.656,24.4619147712,38.7162,7.7475,29.8476,35.6648,35.2715333333,25.0461333333,5.87053333333
360.57,17.4382,33.0292666667,32.8490666667,24.5966779085,38.9197,7.8223,29.964,35.8748666667,35.4588666667,25.1408666667,5.9352
360.93,17.4394,33.0297,32.9758,24.5896054902,39.0230666667,7.77226666667,29.9505333333,35.8909333333,35.4915333333,25.1490666667,5.84226666667
361.29,17.3471333333,32.9422333333,32.9613333334,24.4230227451,38.996,7.60113333333,29.8730666667,35.856,35.428,25.1166666666,5.69013333333
361.66,17.4688666667,33.1269,33.1282666667,24.6022460131,39.1934666667,7.69023333333,29.9826,36.0555333333,35.6030666667,25.293,5.7858
362.02,17.5510666667,33.1876,33.2160666667,24.6497503268,39.2703,7.7351,30.0303333333,36.1362,35.6934666666,25.3612,5.8388
362.39,17.5792,33.2122333333,33.3056666667,24.6881422222,39.3102333333,7.79053333333,29.9798666667,36.1036,35.7421333333,25.4502666667,5.84433333333
362.75,17.5064666667,33.1401333333,33.2772666667,24.6132496732,39.2798333333,7.72436666667,29.9079333333,36.0286,35.6809333333,25.3679333333,5.78986666667
363.11,17.4213333333,33.1189666667,33.255,24.580970719,39.2920333333,7.5753,29.9253333334,35.9242666667,35.6304666666,25.3352666667,5.642
363.48,17.5274666667,33.2382,33.4723333333,24.7146849673,39.5034666667,7.62303333333,30.0683333333,36.2093333333,35.8220666667,25.482,5.64813333333
363.84,17.4356,33.2202,33.3932,24.6584198693,39.5103333333,7.5398,30.021,36.1084,35.7426,25.4368,5.52833333333
364.20,17.4162666667,33.2472333333,33.318,24.667071634,39.4790666667,7.5497,30.0484,36.1358666667,35.7826,25.4435333333,5.539
364.57,17.5112666666,33.4629333333,33.4724666667,24.8298235294,39.6716333334,7.6791,30.1554,36.3332666667,35.9600666667,25.6275333333,5.62066666667
364.93,17.372,33.3058,33.3608666667,24.6350726798,39.4961,7.47656666667,30.0355333334,36.1486666667,35.8326,25.5246,5.49366666667
365.29,17.5100666667,33.4783,33.5531333333,24.7593173856,39.6931,7.4973,30.2506666667,36.3178,36.0253333333,25.7013333333,5.54286666667
365.66,17.5521333333,33.5388,33.5958,24.8246052288,39.7576333333,7.48696666667,30.3727333333,36.3961333333,36.0879333333,25.7579333333,5.5526
366.02,17.6564,33.6857333333,33.749,24.9333908497,39.9617,7.5834,30.5555333333,36.5488,36.2452666667,25.9490666666,5.64466666667
366.38,17.6904666667,33.6653666667,33.8195333333,24.9387858824,39.9991333333,7.60553333333,30.493,36.6646666666,36.2744666666,25.9736,5.67473333333
366.75,17.7166,33.6125,33.7822,24.8637866667,39.964,7.5855,30.4200666667,36.4816666667,36.2216,25.8898,5.712
367.11,17.755,33.6619333333,33.8022666667,24.8527673203,40.0444666667,7.5931,30.4294666667,36.5656666667,36.2840666667,25.953,5.7656
367.47,17.801,33.7066333334,33.9618666666,24.8817383007,40.1696,7.5387,30.4636,36.6146666667,36.3687333333,26.013,5.76693333333
367.84,17.745,33.5766333333,33.9484,24.7917532026,40.1187,7.48223333333,30.3859333333,36.4724666667,36.3034,25.9151333333,5.70673333333
368.20,17.6327333333,33.5004333333,33.9191333333,24.7228951634,40.1200666667,7.35443333333,30.2941333333,36.4593333333,36.2330666667,25.835,5.54326666667
368.56,17.5408,33.3695,33.7544666667,24.6488711111,40.0254,7.24106666667,30.072,36.3402666667,36.0998,25.7191333333,5.42846666667
368.93,17.492,33.4288666667,33.8140666667,24.578652549,40.0946,7.11376666667,30.0102666667,36.4792666667,36.1418,25.7254666667,5.3124
369.29,17.4442666667,33.3986333333,33.7862666667,24.5572669281,40.0225666667,7.0188,29.9614,36.4323333333,36.1200666667,25.7082666667,5.21493333333
369.65,17.6362666667,33.6045666667,33.9934666667,24.7140596078,40.1723,7.11076666667,30.1721333333,36.5385333333,36.3252,25.8798,5.39073333333
370.01,17.6192666667,33.7376666667,34.1711333333,24.7682881046,40.2752,7.12503333333,30.2906,36.7311333333,36.5348666667,26.0372666667,5.33066666667
370.38,17.7490666667,33.8324666667,34.3862666667,24.9014146405,40.4197,7.17226666667,30.4438666667,36.8848,36.7098666666,26.1838,5.38473333333
370.74,17.8894,34.0035666667,34.5488,24.9773440523,40.5831666667,7.30593333333,30.5993333333,37.0785333333,36.8432,26.3534666667,5.4702
371.10,18.0330666667,34.1704,34.6758,25.0996875817,40.7905,7.32096666667,30.7678666667,37.3277333333,37.0066666667,26.4654,5.53806666667
371.46,18.1765333334,34.3546333333,34.7986,25.2247803922,40.9971333333,7.4983,30.9674,37.4856,37.1528,26.5904,5.69353333333
371.83,18.1429333333,34.42,34.9211333333,25.1673372549,41.0550666667,7.50956666667,30.964,37.4663333333,37.2202,26.6025333333,5.67753333333
372.19,18.1588666667,34.4367,34.8426666667,25.1680603922,41.0273666667,7.60656666667,31.0411333333,37.3169333333,37.1548666667,26.6666666667,5.7614
372.55,18.288,34.6191333333,35.0262,25.2710726798,41.1983666667,7.6759,31.1643333333,37.4544,37.3816666667,26.8179333333,5.8474
372.92,18.0834,34.4073333333,34.8284,25.054608366,41.048,7.48876666667,30.9460666667,37.2812,37.2324,26.6567333333,5.61933333333
373.28,18.0397333333,34.3421333333,34.7396,24.978732549,40.9629666667,7.42433333333,30.8292,37.2096,37.1081333333,26.5940666667,5.58166666667
373.64,18.0085333333,34.3153333333,34.6739333333,24.8932175163,40.902,7.32303333333,30.7566,37.169,37.0395333333,26.5576,5.516
374.00,17.9795333334,34.1879,34.6029333333,24.8746781699,40.7681666667,7.3226,30.6834666667,37.067,36.9003333333,26.5006,5.49773333333
374.37,17.865,34.0878666667,34.4690666667,24.730740915,40.5255333333,7.27673333333,30.4910666667,36.8695333333,36.7307333333,26.4396666667,5.4366
374.73,17.8975333333,34.1685333333,34.5678666667,24.8304583007,40.5564666666,7.29206666667,30.501,36.8952,36.8104666667,26.5152666667,5.4876
375.09,17.9659333333,34.2217333333,34.6272,24.9243466667,40.6085,7.30053333333,30.6303333333,36.9594666667,36.8589333333,26.6407333333,5.5204
375.45,18.0829333334,34.2693666667,34.8318666667,25.031006013,40.6752666667,7.32276666667,30.6859333333,37.1914,36.9478,26.6768666667,5.56266666666
375.81,18.0868,34.2951333333,34.8727333333,25.0894475817,40.7086,7.3314,30.7566666667,37.2678666667,36.9565333333,26.7339333333,5.5634
376.18,18.2342666667,34.4415666667,35.0229333333,25.2404930719,40.8144,7.48696666667,30.8499333334,37.4413333333,37.0322,26.9006,5.71933333333
376.54,18.3659333333,34.5394666667,35.1262,25.3420949019,40.8813666667,7.58906666667,30.9099333333,37.5232666667,37.0724666667,27.0066,5.86446666667
376.90,18.3418666667,34.5924666667,35.1997333333,25.3918305882,40.8652,7.59026666667,30.8883333333,37.561,37.0948666667,27.0308,5.8602
377.26,18.2956666667,34.6728333333,35.2428666667,25.3786036601,40.902,7.4844,30.9275333333,37.5614,37.1817333333,27.0733333333,5.8136
377.63,18.4474,34.8091666667,35.4678,25.5601722876,41.0380333333,7.56366666667,31.0381333333,37.6976666667,37.3658666667,27.2323333333,5.917
377.99,18.4299333333,34.6945333333,35.4097333333,25.4221155556,40.8904,7.4952,30.9352666667,37.6109333333,37.2899333333,27.1896666667,5.84053333333
378.35,18.4309333333,34.7188666667,35.4022,25.392328366,40.8013666667,7.5158,30.8656666667,37.5944666667,37.2384,27.2086,5.8806
378.71,18.3605333333,34.7278666667,35.3847333333,25.3371741177,40.7629666667,7.48963333333,30.8409333333,37.4923333334,37.2268666666,27.2290666667,5.82473333334
379.07,18.3762,34.6871333333,35.3984,25.3076005229,40.6834333334,7.56743333333,30.7939333333,37.5002666667,37.1658666667,27.227,5.86586666667
379.44,18.2913333333,34.6410333333,35.3789333333,25.2663030065,40.5910333333,7.5321,30.7568666667,37.3778,37.121,27.1964,5.78473333333
379.80,18.233,34.5699333333,35.3454666667,25.2232185621,40.5952,7.49853333333,30.7283333333,37.336,37.0466,27.1993333333,5.7382
380.16,18.202,34.5026,35.2730666667,25.1702284967,40.5295666667,7.51243333333,30.7008666667,37.2224,36.9594,27.1908,5.75333333333
380.52,18.1783333333,34.4925333333,35.248,25.1295469281,40.4892333333,7.4779,30.6210666667,37.1975333333,36.8970666667,27.1584666667,5.7154
380.88,18.0719333333,34.4058,35.101,25.0005498039,40.3891333333,7.38943333333,30.5529333333,37.1007333333,36.7242,27.1041333333,5.63133333333
381.24,18.1548,34.4647,35.2260666667,25.0889652287,40.4146666667,7.43706666667,30.6186666667,37.1807333333,36.7382666667,27.1772666667,5.70066666667
381.61,18.1142,34.3687,35.2102,25.1083547712,40.4025333334,7.43233333333,30.5810666667,37.1467333333,36.6883333333,27.1852666667,5.6762
