wavelength,Back_LanAurf,Belly_LanAurf,Breast_LanAurf,Crissum_LanAurf,Crown_LanAurf,DorTail_LanAurf,Patch10_LanAurf,Patch11_LanAurf,Rump_LanAurf,Throat_LanAurf,WingTip_LanAurf
524.87,5.50053333333,30.4730666667,23.0309333333,15.1510666667,5.2344,7.24826666667,7.37566666667,15.8258666667,6.40173333333,13.1873333333,8.2772
525.21,5.53386666667,30.5710666667,23.1095,15.2215333333,5.275,7.28753333333,7.41806666667,15.8810666666,6.45906666667,13.2123333333,8.31346666666
525.56,5.556,30.6587333333,23.1952666667,15.2836666667,5.29633333333,7.3128,7.4426,15.9281333333,6.5066,13.2310666667,8.33613333333
525.90,5.60146666667,30.7952666667,23.3010333333,15.3810666667,5.32226666666,7.34566666667,7.4852,16.0042,6.54946666667,13.2859333333,8.38226666667
526.25,5.628,30.9274666667,23.3904,15.4615333333,5.3434,7.3796,7.52906666667,16.0555333333,6.59193333334,13.3204,8.40553333333
526.59,5.64706666667,31.0858666667,23.5104333333,15.5432666667,5.3588,7.41253333333,7.55333333333,16.1258,6.62006666667,13.3630666667,8.4334
526.94,5.6718,31.1996666667,23.6001666667,15.6096,5.37386666667,7.43173333333,7.5746,16.1732666667,6.65166666667,13.3934,8.45426666667
527.28,5.6898,31.317,23.6806666667,15.6654,5.38066666667,7.44573333333,7.58473333333,16.2190666667,6.6742,13.4178,8.4706
527.63,5.71133333333,31.4188666667,23.7524333333,15.7316666667,5.39673333333,7.47366666667,7.61366666667,16.2682666667,6.71626666667,13.4543333333,8.49773333333
527.97,5.7344,31.4979333333,23.8128666667,15.7889333333,5.413,7.4976,7.63426666667,16.3040666667,6.74173333333,13.4724,8.52046666667
528.32,5.7414,31.5747333333,23.8702,15.8307333333,5.42053333333,7.51306666667,7.6532,16.3286666667,6.7652,13.4922666667,8.53313333333
528.66,5.74286666667,31.6106,23.8929333333,15.8464,5.41466666667,7.50933333333,7.65333333333,16.339,6.77373333334,13.4904666667,8.52813333333
529.01,5.7446,31.6514,23.9169333333,15.8669333333,5.4072,7.51133333333,7.65026666667,16.3496666667,6.77646666667,13.4929333333,8.529
529.35,5.7496,31.7152666667,23.9525666667,15.9020666667,5.4094,7.51353333333,7.66593333333,16.3695333333,6.7878,13.5108,8.53526666667
529.70,5.74146666667,31.7354666667,23.9643666667,15.9072666667,5.40093333333,7.50386666667,7.6628,16.3613333333,6.7898,13.4997333333,8.52806666667
530.04,5.7392,31.7705333333,23.9944333333,15.9347333333,5.39413333333,7.50073333333,7.6596,16.3698,6.80013333333,13.5057333333,8.52773333333
530.39,5.75333333333,31.7720666667,23.9939,15.9629333333,5.39966666667,7.50826666667,7.67,16.3692666667,6.82293333333,13.5033333333,8.53466666667
530.73,5.7528,31.7839333333,23.9971,15.9783333333,5.39033333333,7.50286666667,7.67373333333,16.365,6.8346,13.4982,8.52306666667
531.08,5.75006666667,31.7762,23.9879666666,15.9978666667,5.3814,7.49353333333,7.67633333333,16.3563333333,6.84546666667,13.4826666667,8.51166666667
531.42,5.76466666667,31.8132666667,24.0126333333,16.0214,5.38333333333,7.49673333333,7.67846666667,16.3582,6.86546666667,13.4814,8.51593333333
531.77,5.7582,31.8425333333,24.0254333333,16.0356666667,5.37186666667,7.48813333333,7.67413333333,16.3614666667,6.86846666667,13.4780666667,8.50273333333
532.11,5.77406666667,31.8706666667,24.0331333333,16.0677333333,5.37586666667,7.49386666667,7.68153333333,16.373,6.8922,13.4792,8.50506666667
532.46,5.78313333333,31.9444,24.0840333333,16.1198,5.3874,7.50926666667,7.697,16.4039333333,6.92093333333,13.4968,8.51773333333
532.80,5.7856,31.9932666667,24.1257,16.1545333333,5.38213333333,7.51033333334,7.7064,16.4168666667,6.93406666667,13.5102,8.51926666667
533.15,5.7798,32.0010666667,24.1305,16.1680666667,5.3618,7.50053333333,7.69,16.4023333333,6.92846666667,13.4951333333,8.5054
533.49,5.79046666667,32.0412666667,24.1621,16.2039333333,5.37706666667,7.51893333333,7.70026666667,16.4186,6.96346666667,13.5121333333,8.51373333333
533.84,5.809,32.1,24.2,16.244,5.40113333333,7.54346666667,7.72406666667,16.4537333333,7.00066666667,13.5297333333,8.54366666667
534.18,5.8066,32.1513333333,24.2462666667,16.27,5.39526666666,7.54653333333,7.73113333333,16.4782,7.0158,13.548,8.53866666667
534.52,5.80993333333,32.2032666667,24.2825666667,16.2991333333,5.39366666667,7.5536,7.73613333333,16.4887333333,7.02813333333,13.5574,8.54853333333
534.87,5.8232,32.2647333333,24.3402333333,16.3432666667,5.4014,7.5766,7.7534,16.5211333334,7.06046666667,13.5872666667,8.56486666667
535.21,5.8222,32.3132,24.375,16.3988,5.4062,7.59073333333,7.76893333333,16.5514,7.08106666667,13.6094666667,8.57093333333
535.56,5.83513333333,32.3706666667,24.4036666667,16.4412,5.41433333334,7.60786666667,7.78133333333,16.5734666667,7.11913333333,13.6295333333,8.57746666667
535.90,5.84146666667,32.4286666667,24.4526333333,16.4866,5.41966666667,7.6232,7.79473333333,16.6034666667,7.14906666667,13.6580666667,8.58173333333
536.25,5.84953333333,32.4798,24.4906666667,16.5239333333,5.42593333333,7.6308,7.80113333333,16.6300666667,7.17133333333,13.6798666667,8.58733333333
536.59,5.867,32.5394,24.5290333333,16.5803333333,5.44786666667,7.65686666667,7.81693333333,16.6665333333,7.21393333333,13.7077333333,8.60286666667
536.93,5.8926,32.6198666667,24.5812333333,16.6331333333,5.47833333333,7.68766666667,7.847,16.7166666667,7.25906666667,13.7464666667,8.62673333333
537.28,5.90346666667,32.6982,24.6440666667,16.6992666667,5.48266666667,7.71673333333,7.86593333333,16.7540666667,7.28406666667,13.7694666667,8.64313333333
537.62,5.92133333333,32.7247333333,24.6747666667,16.7448,5.4838,7.73173333333,7.8768,16.7728666667,7.30553333333,13.7792,8.64266666667
537.97,5.93686666667,32.7790666667,24.7114,16.7832666667,5.49446666667,7.7474,7.88573333333,16.7906,7.33339999999,13.8039333333,8.66346666667
538.31,5.96753333333,32.8637333333,24.7784666667,16.8534666667,5.52013333333,7.78753333333,7.9222,16.8418,7.37873333333,13.8388666667,8.69406666667
538.65,5.99046666667,32.9169333333,24.8046333333,16.8942,5.53066666667,7.80526666667,7.9382,16.8460666667,7.39800000001,13.8455333333,8.71113333334
539.00,6.01133333333,32.9514,24.8304333333,16.9250666667,5.53953333333,7.82413333333,7.962,16.8514,7.42606666666,13.8442,8.719
539.34,6.03453333333,32.9901333333,24.8735333333,16.9718,5.5576,7.84753333333,7.98366666667,16.8801333333,7.44800000001,13.8536666667,8.74633333333
539.69,6.02993333333,33.0326,24.9058333333,17.0091333334,5.5488,7.8532,7.99026666667,16.8914,7.45033333333,13.8436666667,8.75206666667
540.03,6.03733333333,33.0702,24.9409,17.0373333333,5.54033333333,7.86286666667,8.0014,16.9055333333,7.46739999999,13.8494666667,8.74946666667
540.37,6.0632,33.11,24.9881333333,17.0808666667,5.54846666667,7.88573333333,8.02766666667,16.9321333334,7.49639999999,13.8637333333,8.76806666666
540.72,6.06073333333,33.1442,25.0184666667,17.1108,5.5344,7.88493333333,8.03173333333,16.9452,7.50366666667,13.8724666667,8.7784
541.06,6.06326666667,33.1572666667,25.0212666666,17.1152,5.5232,7.87066666667,8.0326,16.9408,7.50033333333,13.8736666667,8.76473333333
541.40,6.0658,33.1835333333,25.0431333333,17.1328666667,5.51786666667,7.8698,8.03006666667,16.9454666666,7.50699999999,13.8788666667,8.75933333333
541.75,6.07926666667,33.2209333333,25.0643666667,17.1691333333,5.524,7.878,8.043,16.9563333333,7.5266,13.8922,8.77906666667
542.09,6.0964,33.2546666667,25.0869333333,17.2003333333,5.53713333333,7.8892,8.0526,16.9721333333,7.55373333333,13.9061333333,8.79666666667
542.43,6.104,33.2915333333,25.1159666667,17.2374,5.54873333333,7.9,8.06206666667,17.0098,7.58720000001,13.9312,8.804
542.78,6.1128,33.3219333333,25.1490666667,17.2712,5.5512,7.9062,8.066,17.0266,7.60593333333,13.9516666667,8.81273333333
543.12,6.11353333333,33.3504,25.1858333333,17.3047333333,5.547,7.9042,8.07066666667,17.0352666667,7.61979999999,13.9648666667,8.81533333333
543.46,6.1394,33.3892666667,25.2241333333,17.3401333333,5.56626666667,7.9214,8.0864,17.0597333333,7.64913333333,13.9904666666,8.8302
543.81,6.16406666667,33.4193333333,25.2464666667,17.3873333333,5.5734,7.94213333333,8.1018,17.0726666667,7.67426666667,14.0139333333,8.84706666667
544.15,6.1636,33.4379333333,25.2484333333,17.4054,5.567,7.94086666667,8.10306666667,17.0806666667,7.67733333333,14.0126666667,8.848
544.49,6.20146666667,33.5066,25.3009333333,17.4658,5.60253333333,7.9776,8.13446666667,17.1309333333,7.72306666667,14.0488666667,8.86286666667
544.84,6.22213333333,33.5739333333,25.3542333333,17.5200666667,5.63173333333,8.01466666666,8.1544,17.1801333333,7.76993333333,14.087,8.89733333333
545.18,6.22606666667,33.6156,25.3847666667,17.5682666667,5.6328,8.02986666667,8.1654,17.2009333333,7.79486666667,14.1092666667,8.9154
545.52,6.22133333333,33.6540666667,25.4149,17.6097333333,5.62993333333,8.0332,8.167,17.2219333333,7.8186,14.1109333334,8.8984
545.87,6.20986666667,33.6653333333,25.4256,17.6363333333,5.62046666667,8.029,8.17093333333,17.2326666667,7.83106666667,14.1178666667,8.87493333333
546.21,6.2178,33.7120666667,25.4558,17.6854,5.6228,8.03926666667,8.18473333333,17.2485333333,7.84280000001,14.1329333333,8.88766666667
546.55,6.21973333333,33.725,25.4677,17.7195333333,5.62326666667,8.04586666667,8.1822,17.2706666667,7.85280000001,14.1388,8.8872
546.90,6.2352,33.7930666667,25.5023,17.7768666667,5.62833333333,8.0632,8.2056,17.3076666667,7.89586666667,14.1743333333,8.89626666667
547.24,6.25826666667,33.8303333333,25.5128333334,17.824,5.6358,8.08206666667,8.22806666667,17.3433333334,7.92473333334,14.1978,8.9062
547.58,6.27933333333,33.9050666667,25.5706333333,17.8950666667,5.66853333333,8.1164,8.25626666667,17.3856,7.97386666667,14.2341333333,8.93606666666
547.92,6.30653333333,33.9897333333,25.6337,17.9610666667,5.68493333333,8.14900000001,8.2784,17.4314,8.01993333334,14.2804666667,8.96013333333
548.27,6.3178,34.0129333333,25.6359,17.9958666666,5.68766666667,8.15933333334,8.28146666667,17.4343333333,8.03966666667,14.2971333333,8.97166666667
548.61,6.344,34.0592,25.6720333333,18.0638,5.6938,8.17699999999,8.30726666667,17.4514,8.06966666667,14.3144,8.99146666667
548.95,6.3782,34.1162666667,25.7182,18.1242,5.71266666667,8.19633333333,8.33766666667,17.4924,8.10613333333,14.3341333333,8.99873333333
549.29,6.4088,34.1489333333,25.7424333333,18.1746,5.73146666667,8.22080000001,8.36513333334,17.5211333333,8.13346666666,14.3659333333,9.023
549.64,6.4524,34.2082,25.8134,18.2620666667,5.75726666667,8.26426666667,8.40346666667,17.5652,8.17319999999,14.4254,9.06153333333
549.98,6.49913333333,34.2746,25.8811,18.3352666666,5.77746666666,8.32733333333,8.4442,17.6258666667,8.23073333333,14.4836,9.09113333333
550.32,6.5396,34.3896,25.9552333333,18.4117333333,5.80406666667,8.37319999999,8.49746666667,17.6789333333,8.29546666667,14.5418,9.13053333333
550.66,6.57346666667,34.4438,25.9868666667,18.4568,5.82993333333,8.40419999999,8.524,17.7139333334,8.32273333334,14.5836666667,9.1602
551.01,6.5958,34.5596,26.0744666667,18.5328,5.859,8.4246,8.5596,17.7499333333,8.36393333333,14.6420666667,9.19226666666
551.35,6.605,34.625,26.1178,18.5704,5.8584,8.41973333333,8.5712,17.7842666667,8.36713333333,14.6631333333,9.20293333334
551.69,6.61873333333,34.6543333333,26.1390666666,18.6094,5.89246666667,8.42366666667,8.6014,17.7930666667,8.39306666666,14.6826,9.21113333334
552.03,6.617,34.6812,26.1919333333,18.6484666667,5.892,8.44406666667,8.61826666667,17.8327333333,8.40913333334,14.6986,9.22753333333
552.38,6.63066666667,34.7201333333,26.2184666667,18.6838666666,5.90266666667,8.46293333333,8.63433333333,17.8774,8.44080000001,14.7146666666,9.23379999999
552.72,6.643,34.7555333333,26.2465666667,18.7187333333,5.90526666667,8.4686,8.64913333334,17.8874,8.45780000001,14.7349333333,9.24626666666
553.06,6.65406666667,34.8015333333,26.2995,18.7646666667,5.914,8.4892,8.6622,17.9174666666,8.48113333334,14.7501333333,9.24979999999
553.40,6.62433333333,34.8745333333,26.3258,18.7668,5.887,8.46286666667,8.652,17.9170666667,8.47573333334,14.7222,9.23260000001
553.74,6.56513333333,34.8247333333,26.286,18.74,5.8564,8.40106666667,8.62126666667,17.8517333333,8.43646666667,14.6712,9.18426666667
554.09,6.5384,34.8046,26.2829,18.7367333333,5.83346666667,8.36246666666,8.59226666667,17.8255333333,8.42206666667,14.6470666667,9.16813333333
554.43,6.5218,34.8226,26.3243666667,18.7775333333,5.8212,8.36986666666,8.5948,17.834,8.43133333333,14.6363333333,9.15319999999
554.77,6.53513333333,34.7974,26.3351333333,18.8037333333,5.81473333333,8.38613333333,8.58753333333,17.8308666667,8.45599999999,14.6242666667,9.15620000001
555.11,6.53346666667,34.7634666667,26.3218,18.808,5.80893333333,8.39213333334,8.57993333333,17.8315333333,8.46766666666,14.6108,9.15153333333
555.45,6.53133333333,34.7713333333,26.3456333333,18.8318666667,5.80146666667,8.41073333334,8.56886666667,17.8544,8.48333333334,14.6260666667,9.14986666667
555.80,6.5574,34.8342666667,26.3675666667,18.8946666667,5.82346666667,8.4212,8.59153333333,17.8580666666,8.52246666667,14.6631333333,9.16326666667
556.14,6.57893333333,34.8353333333,26.3665,18.9068,5.83053333333,8.42440000001,8.60353333333,17.8493333333,8.53800000001,14.6692666667,9.15506666667
556.48,6.59466666667,34.8694666667,26.4016666667,18.9515333333,5.8522,8.45479999999,8.60593333333,17.877,8.57406666667,14.6838666666,9.17386666667
556.82,6.61393333333,34.9034,26.4183333333,18.9826,5.86293333333,8.47066666667,8.62966666667,17.9015333333,8.60880000001,14.7085333333,9.19773333333
557.16,6.63353333333,34.9083333333,26.4155333334,19.0476666667,5.87713333333,8.50500000001,8.62306666666,17.9208666667,8.62486666666,14.7228666667,9.2062
557.50,6.677,34.9974,26.4777,19.1250666667,5.89746666667,8.55206666666,8.63933333333,17.9810666667,8.66313333334,14.7524666667,9.24199999999
557.85,6.68886666667,35.0675333333,26.5259,19.1897333333,5.91686666667,8.60333333333,8.68266666667,18.0274,8.69213333334,14.7982666667,9.25793333333
558.19,6.71873333333,35.1330666667,26.5563333333,19.2496,5.9418,8.62893333334,8.71113333333,18.0604,8.71699999999,14.8326666667,9.29986666667
558.53,6.71786666667,35.1638,26.5774,19.3027333333,5.941,8.64079999999,8.7312,18.106,8.72026666666,14.8736666667,9.2844
558.87,6.75553333333,35.2208,26.6240333333,19.3816,5.97893333333,8.68826666667,8.77113333333,18.1352666667,8.77860000001,14.9057333333,9.33146666666
559.21,6.75426666667,35.2507333333,26.6325666667,19.4166666667,5.95506666666,8.66226666667,8.76480000001,18.1317333333,8.77086666667,14.9043333333,9.31599999999
559.55,6.72413333333,35.2486,26.6431333333,19.41,5.91273333333,8.6394,8.73899999999,18.1216,8.74866666667,14.8732666667,9.29213333333
559.89,6.7242,35.3096666667,26.6908666667,19.4802,5.91053333333,8.64193333334,8.72760000001,18.1445333333,8.76426666667,14.8953333333,9.30239999999
560.23,6.72386666667,35.3108666667,26.6812333333,19.493,5.90486666667,8.63953333333,8.73726666668,18.1524,8.75813333334,14.9073333333,9.29393333333
560.58,6.71653333334,35.3351333333,26.6908333333,19.5394666667,5.89153333333,8.65000000001,8.70999999999,18.1559333333,8.75200000001,14.9118,9.28313333334
560.92,6.7538,35.3559333333,26.7309333333,19.5890666667,5.91306666667,8.67580000001,8.74953333333,18.1943333333,8.80153333334,14.9559333333,9.33306666666
561.26,6.76713333333,35.3612666666,26.7245666667,19.6107333333,5.91026666667,8.67473333333,8.74506666666,18.2180666667,8.82313333333,14.9764,9.33853333333
561.60,6.78646666667,35.3428666666,26.7191666666,19.6426,5.9192,8.68033333334,8.74780000001,18.2270666667,8.83680000001,14.9736666666,9.34899999999
561.94,6.7834,35.3577333333,26.7429666667,19.6498666667,5.90126666667,8.66946666666,8.73833333333,18.2354666667,8.85553333333,14.9498,9.31779999999
562.28,6.7858,35.3886,26.7655666667,19.6646,5.90866666667,8.67713333333,8.74906666667,18.2348,8.8814,14.9542,9.33799999999
562.62,6.7574,35.3736666667,26.7237666667,19.6564,5.8774,8.65726666667,8.74486666667,18.2082,8.86726666666,14.9667333333,9.3082
562.96,6.73426666667,35.4018666667,26.7269666667,19.674,5.85173333333,8.6608,8.7488,18.2068,8.8796,14.9575333333,9.30779999999
563.30,6.77773333333,35.4311333333,26.7528666667,19.7378666667,5.87766666667,8.7102,8.78686666667,18.2356666667,8.92986666666,14.9922666667,9.33426666667
563.64,6.77106666667,35.3818,26.7360666667,19.7238666667,5.84533333333,8.7118,8.79833333334,18.2132666667,8.94606666667,14.9784666667,9.33179999999
563.99,6.7802,35.4246666667,26.7698,19.7431333334,5.84286666667,8.72653333333,8.8142,18.2248,8.9782,15.016,9.35666666667
564.33,6.7906,35.4542,26.7927,19.7450666667,5.85406666667,8.73406666667,8.86526666667,18.2353333333,9.003,15.0284666667,9.36679999999
564.67,6.8054,35.4729333333,26.8218333333,19.7589333333,5.85933333333,8.75193333333,8.88299999999,18.2316,9.03579999999,15.0359333333,9.38633333333
565.01,6.8208,35.5042,26.8624,19.804,5.8714,8.7804,8.94,18.242,9.0792,15.0578,9.3988
565.35,6.84566666667,35.5540666667,26.8965,19.839,5.87613333333,8.80026666667,8.94113333334,18.2588,9.1152,15.0758,9.40946666667
565.69,6.85333333333,35.4984666667,26.8706666667,19.8423333333,5.87353333333,8.80793333333,8.92906666667,18.236,9.11506666667,15.0719333333,9.4128
566.03,6.85793333333,35.4918666667,26.8483333333,19.8532666666,5.8758,8.819,8.93486666667,18.2356,9.13326666667,15.0472,9.41653333334
566.37,6.85213333333,35.4946666667,26.8766333333,19.8679333333,5.8656,8.8158,8.92873333333,18.2605333333,9.15133333333,15.0353333333,9.40926666666
566.71,6.89473333333,35.5236666666,26.9059666667,19.9226666667,5.8868,8.86380000001,8.96833333333,18.3047333333,9.1878,15.0685333333,9.42799999999
567.05,6.90366666667,35.5484666667,26.9329333333,19.9608,5.906,8.87733333333,8.99153333333,18.3316,9.21140000001,15.0895333333,9.45340000001
567.39,6.9526,35.6322666667,27.0036666667,20.0518666667,5.96626666667,8.93953333333,9.04493333333,18.4064666667,9.26866666666,15.1589333333,9.50493333334
567.73,6.999,35.7012,27.0644,20.1535333333,6.016,8.99426666667,9.09886666667,18.4801333333,9.33826666666,15.1953333333,9.54620000001
568.07,7.00393333333,35.7106666667,27.0718333333,20.1861333333,6.00853333333,8.99293333333,9.0882,18.4983333334,9.35773333333,15.1892666667,9.55593333334
568.41,6.98753333333,35.7010666667,27.0597333333,20.2052666667,5.99633333333,8.98786666667,9.07920000001,18.4905333333,9.34213333333,15.1764666667,9.52253333334
568.75,7.0202,35.7505333333,27.0811333334,20.2514,6.00946666667,9.00813333333,9.09286666667,18.5114666667,9.36399999999,15.2060666667,9.5526
569.09,7.03266666667,35.779,27.0986333333,20.3043333333,6.0226,9.03886666667,9.14233333334,18.5277333333,9.40166666666,15.2415333333,9.58426666667
569.43,7.06306666667,35.8824666666,27.1766666667,20.3844,6.05466666667,9.07926666667,9.18506666667,18.5844,9.45339999999,15.2942,9.62473333334
569.77,7.08713333333,35.9327333333,27.2432666667,20.4514666667,6.05986666667,9.1082,9.21193333334,18.6196666667,9.49846666666,15.3304666667,9.66060000001
570.11,7.118,35.9944666667,27.2982666667,20.5144666667,6.08946666666,9.14780000001,9.24386666667,18.6378,9.537,15.3668666667,9.69833333333
570.45,7.1248,36.0066666667,27.3313333333,20.5265333333,6.1058,9.1456,9.24646666667,18.6362,9.569,15.3776,9.71900000001
570.79,7.13793333333,36.0032666667,27.3543,20.5465333333,6.10146666666,9.15793333334,9.25433333333,18.6446666667,9.58046666666,15.3856,9.71713333333
571.13,7.1122,36.0244,27.3692666667,20.5590666667,6.087,9.13846666666,9.2368,18.6355333333,9.574,15.3696666667,9.70566666666
571.47,7.10886666667,36.0145333333,27.3631,20.5402,6.05753333333,9.11613333333,9.22913333332,18.6029333333,9.56366666666,15.3508,9.69393333334
571.81,7.14053333333,36.0525333334,27.3965,20.5927333333,6.07713333334,9.14780000001,9.2464,18.6229333333,9.58813333333,15.3922666667,9.71099999999
572.15,7.1908,36.1011333333,27.4332333333,20.6422666667,6.12126666666,9.18760000001,9.30259999999,18.6698,9.65340000001,15.4512,9.76026666667
572.49,7.15513333333,36.0684,27.4158,20.6215333333,6.09046666667,9.16320000001,9.27233333335,18.6414,9.62193333334,15.4297333333,9.72866666667
572.83,7.16773333333,36.0731333333,27.4368,20.6288,6.08293333333,9.15226666667,9.26846666667,18.6512,9.62346666667,15.4270666667,9.72760000001
573.17,7.20326666667,36.1141333333,27.4718,20.6888,6.10586666667,9.18873333334,9.30966666667,18.6797333333,9.6612,15.4748666667,9.76146666666
573.51,7.2022,36.1298666667,27.4735666667,20.6936,6.10753333333,9.18386666667,9.29713333334,18.6684666667,9.6422,15.4906,9.75566666666
573.85,7.21806666667,36.1843333333,27.5234666667,20.7356666667,6.10853333334,9.18199999999,9.30839999999,18.7,9.659,15.5119333333,9.76446666665
574.19,7.21273333333,36.1844,27.5009666667,20.7592,6.11446666667,9.18973333333,9.31673333333,18.7023333333,9.66206666667,15.5157333333,9.75519999999
574.53,7.19526666667,36.2251333333,27.5021,20.7834666667,6.09466666667,9.17706666666,9.30673333333,18.6944,9.66213333333,15.5094,9.74533333335
574.87,7.20646666667,36.2474666667,27.5011333333,20.8179333333,6.089,9.18846666667,9.32113333334,18.7080666666,9.68633333333,15.5048,9.75080000001
575.21,7.201,36.2572,27.5023333333,20.8408,6.0894,9.20613333333,9.32086666666,18.7168,9.68060000001,15.507,9.72926666668
575.55,7.2204,36.2982,27.5373,20.8903333333,6.10086666667,9.23199999999,9.34893333334,18.7483333333,9.71153333333,15.5203333333,9.75306666667
575.89,7.2264,36.3412666667,27.5614333333,20.9277333333,6.09326666667,9.24386666667,9.3476,18.7642666667,9.72173333333,15.515,9.7508
576.22,7.275,36.4153333333,27.6163666667,21.0038666667,6.1316,9.30900000001,9.39933333333,18.8290666667,9.80173333334,15.5704,9.78606666667
576.56,7.2548,36.4426,27.6179333333,21.0268666667,6.13326666667,9.31726666667,9.39273333332,18.8406666667,9.8022,15.5722666667,9.77206666667
576.90,7.23813333333,36.4135333333,27.5571,20.9874,6.10986666667,9.30546666667,9.374,18.8214,9.78853333334,15.5482,9.74759999999
577.24,7.2936,36.4580666667,27.6148666667,21.0566666667,6.1424,9.34846666667,9.42993333334,18.8772666667,9.86366666666,15.5746666667,9.7844
577.58,7.3272,36.4526,27.6087666667,21.1067333333,6.1668,9.37913333333,9.46026666667,18.8890666667,9.89786666666,15.5929333333,9.79066666668
577.92,7.34726666667,36.5114666667,27.6722,21.1589333333,6.17033333333,9.40239999999,9.47620000001,18.9151333333,9.92373333333,15.6252666667,9.80719999999
578.26,7.35886666667,36.5030666667,27.6732,21.1726,6.1704,9.41853333333,9.48486666665,18.9077333333,9.95620000001,15.6406,9.80213333332
578.60,7.38073333333,36.4888,27.6850333333,21.1915333333,6.1732,9.4272,9.49213333333,18.9066666667,9.96626666668,15.6652666667,9.79900000001
578.94,7.40426666667,36.5720666667,27.7529666667,21.2815333333,6.20653333333,9.45546666667,9.52873333335,18.9577333333,10.0301333333,15.7273333333,9.83700000001
579.28,7.38706666667,36.5508666667,27.7206666667,21.2835333333,6.18253333333,9.43653333333,9.52126666667,18.9243333333,10.0232666667,15.7304,9.81259999999
579.61,7.3624,36.5558666667,27.7314333333,21.3060666667,6.16453333333,9.41946666667,9.50573333333,18.9122,10.0159333333,15.7355333333,9.8082
579.95,7.3722,36.5390666667,27.7319333333,21.3273333334,6.17593333334,9.42126666666,9.51,18.9185333333,10.0178,15.7352666667,9.81846666667
580.29,7.4074,36.594,27.7914666667,21.3908,6.18886666667,9.45913333333,9.55059999999,18.9314666667,10.0613333333,15.7687333333,9.8482
580.63,7.3966,36.61,27.835,21.4536,6.1772,9.45933333334,9.55753333333,18.9373333333,10.0776666667,15.7715333333,9.85019999999
580.97,7.3382,36.582,27.7800666667,21.4516,6.12806666667,9.41806666668,9.53133333334,18.8912666667,10.0476,15.7577333333,9.79259999999
581.31,7.2956,36.5552666667,27.7111,21.4044666667,6.07553333333,9.38813333334,9.47733333333,18.8436666667,9.99440000001,15.701,9.76133333334
581.65,7.3356,36.5990666666,27.7443666667,21.4628,6.105,9.43179999999,9.52219999999,18.8742666667,10.0289333333,15.7288666667,9.79466666667
581.98,7.38013333333,36.6442,27.7932333333,21.5210666666,6.15306666667,9.47853333333,9.56866666667,18.9447333334,10.0883333333,15.7867333333,9.85686666668
582.32,7.38333333333,36.6866,27.8027333333,21.5482666667,6.15513333334,9.497,9.58153333333,18.9703333333,10.115,15.802,9.87093333334
582.66,7.38486666667,36.6802666667,27.7978333333,21.5405333333,6.12686666667,9.49839999999,9.57093333333,18.9720666667,10.1226666667,15.7852,9.87940000001
583.00,7.43753333333,36.7464666666,27.8614,21.6029333333,6.1746,9.56600000001,9.61866666667,19.0364,10.1858,15.8371333333,9.92433333333
583.34,7.4712,36.7740666667,27.8953666667,21.6421333333,6.18693333333,9.61193333333,9.63653333333,19.0840666667,10.2099333333,15.8702666666,9.94126666668
583.68,7.4162,36.7962666667,27.9078,21.6529333333,6.13866666667,9.58173333333,9.60053333333,19.0805333333,10.1966666667,15.8344,9.92059999999
584.01,7.39506666667,36.7638,27.8416333333,21.6440666667,6.1054,9.55980000001,9.57213333334,19.0704666667,10.193,15.816,9.87866666667
584.35,7.37866666667,36.7494666667,27.8285333333,21.6274666667,6.08166666667,9.53413333333,9.54313333334,19.043,10.1808666667,15.797,9.83680000001
584.69,7.40333333333,36.7431333333,27.8511333333,21.6405333333,6.09526666667,9.56493333333,9.52553333333,19.0686,10.1908666667,15.7897333333,9.86566666665
585.03,7.39966666667,36.7583333333,27.8807666667,21.6824,6.08626666667,9.56026666667,9.5306,19.0824666667,10.208,15.8080666667,9.86046666665
585.37,7.39706666667,36.7518,27.8538333333,21.6917333333,6.06646666667,9.54599999999,9.51766666666,19.0597333333,10.2231333333,15.8036666666,9.86066666668
585.70,7.3624,36.7566666667,27.8431,21.7108666667,6.0246,9.52806666667,9.48993333334,19.0318666667,10.1941333333,15.7608,9.82286666668
586.04,7.3512,36.7732666667,27.8599666667,21.7446,6.00933333333,9.53820000001,9.47953333333,19.0436666667,10.1972,15.7689333333,9.81553333332
586.38,7.3274,36.6763333333,27.7997,21.7258666667,5.9936,9.5314,9.44219999999,18.9936666667,10.1727333333,15.7322666666,9.79293333335
586.72,7.33693333334,36.6811333334,27.8454,21.7789333333,5.99286666667,9.55833333333,9.49686666667,19.0292,10.2224,15.7560666667,9.84773333335
587.06,7.28893333333,36.6547333333,27.8062,21.7684666667,5.95286666667,9.50313333333,9.47013333335,18.9602,10.2137333334,15.6953333333,9.79953333334
587.39,7.32633333333,36.7025333333,27.8481666667,21.8175333333,5.9802,9.54113333333,9.49813333333,18.9718,10.2560666667,15.7370666667,9.81346666665
587.73,7.3764,36.7954,27.9904,21.8987333333,6.03006666667,9.60133333334,9.54406666667,19.0475333333,10.3199333333,15.7854,9.87560000001
588.07,7.4346,36.8773333333,28.0676333333,22.0027333333,6.1032,9.67786666666,9.60299999999,19.1264,10.3932,15.8382,9.94253333334
588.41,7.47226666667,36.9587333333,28.1036333333,22.053,6.12566666667,9.72706666666,9.67933333333,19.1566666667,10.4504,15.8982,9.97893333333
