wavelength,Back_EmbLonf,Belly_EmbLonf,Breast_EmbLonf,Crissum_EmbLonf,Crown_EmbLonf,DorTail_EmbLonf,Patch10_EmbLonf,Rump_EmbLonf,Throat_EmbLonf,WingTip_EmbLonf
529.01,10.6958333334,43.3793333334,22.9825,16.0596666667,8.96533333333,8.96625,16.3058333334,10.7523333334,38.2106666666,10.4553333333
529.35,10.7026666667,43.4061666667,22.997,16.0616666667,8.96216666667,8.9565,16.3026666667,10.7513333333,38.2311666666,10.4645
529.70,10.7418333333,43.4505,23.024,16.102,8.98066666667,8.972,16.3345,10.783,38.2768333333,10.4868333334
530.04,10.7398333333,43.4813333334,23.0333333334,16.1145,8.998,8.97075,16.3325,10.7803333334,38.2666666667,10.498
530.39,10.7425,43.489,23.0485,16.1375,8.98933333334,8.9725,16.3196666667,10.789,38.262,10.4983333334
530.73,10.7421666667,43.4901666666,23.0456666666,16.1668333333,9.0005,8.9645,16.3158333333,10.7996666667,38.28,10.5018333333
531.08,10.792,43.5451666667,23.087,16.2196666667,9.01883333333,8.9925,16.3555,10.8365,38.3148333333,10.5445
531.42,10.8125,43.5585,23.1106666667,16.2671666666,9.03816666667,9.00975,16.3453333333,10.8405,38.324,10.5643333333
531.77,10.8071666667,43.585,23.1348333334,16.3028333334,9.0555,9.01725,16.3626666667,10.8378333333,38.3386666666,10.565
532.11,10.8285,43.6321666666,23.1431666666,16.3241666667,9.09716666667,9.0395,16.3826666666,10.8435,38.35,10.5705
532.46,10.849,43.7096666667,23.1736666666,16.3521666667,9.10183333333,9.03575,16.396,10.8453333334,38.385,10.5566666666
532.80,10.8623333333,43.7313333334,23.2118333334,16.378,9.10333333334,9.038,16.4408333333,10.8705,38.4068333334,10.559
533.15,10.8801666667,43.7651666667,23.2325,16.4225,9.12166666666,9.037,16.4813333334,10.8985,38.4351666667,10.5656666666
533.49,10.8986666666,43.8203333333,23.2775,16.446,9.14966666667,9.0475,16.4995,10.9058333333,38.4745,10.5786666666
533.84,10.9413333333,43.8446666666,23.3001666667,16.4886666666,9.15983333334,9.07225,16.549,10.9348333333,38.5455,10.5836666667
534.18,10.978,43.897,23.3253333334,16.5245,9.19183333334,9.09875,16.6018333333,10.9636666666,38.6046666667,10.5753333333
534.52,11.0115,43.9553333333,23.398,16.57,9.23416666667,9.139,16.6535,10.9836666666,38.665,10.6331666667
534.87,11.0115,43.9851666667,23.4066666667,16.6131666667,9.2655,9.1385,16.6698333333,10.9921666667,38.7091666667,10.6361666666
535.21,11.029,44.0208333333,23.4441666666,16.659,9.28033333334,9.15075,16.687,11.0243333334,38.7701666667,10.6706666666
535.56,11.0336666666,44.0085,23.4378333333,16.6578333333,9.28633333334,9.148,16.6901666667,11.0331666667,38.7588333333,10.6563333334
535.90,11.0453333333,44.0616666667,23.4708333334,16.6956666667,9.29316666666,9.16575,16.7231666667,11.0511666667,38.8101666666,10.6865
536.25,11.0425,44.0531666667,23.5043333334,16.725,9.30016666666,9.171,16.732,11.0796666667,38.8408333333,10.7166666666
536.59,11.0775,44.1338333333,23.5293333333,16.7835,9.361,9.209,16.7488333333,11.1156666667,38.9246666666,10.7578333333
536.93,11.0941666667,44.1726666667,23.593,16.7845,9.37733333333,9.22,16.7526666667,11.1116666666,38.9725,10.8018333334
537.28,11.0951666667,44.1395,23.5708333333,16.8023333333,9.38233333333,9.20925,16.7486666666,11.1123333333,38.9548333333,10.7988333334
537.62,11.0735,44.143,23.5796666666,16.8045,9.38,9.175,16.7225,11.1061666667,38.951,10.814
537.97,11.0903333333,44.1863333333,23.5906666667,16.8165,9.384,9.18675,16.7283333333,11.111,38.9528333334,10.851
538.31,11.101,44.1871666667,23.5515,16.8355,9.37816666667,9.1795,16.707,11.1023333333,38.9661666666,10.839
538.65,11.088,44.192,23.5608333333,16.8021666667,9.3485,9.184,16.7023333333,11.0981666667,38.906,10.8055
539.00,11.1241666667,44.1985,23.5775,16.8195,9.35416666667,9.2135,16.733,11.1038333333,38.8605,10.8181666667
539.34,11.1406666667,44.1896666666,23.571,16.8636666667,9.35483333333,9.223,16.7581666667,11.1098333333,38.8645,10.8398333334
539.69,11.1513333333,44.125,23.5471666666,16.8596666666,9.3395,9.2,16.755,11.1286666667,38.8143333333,10.8031666667
540.03,11.1828333334,44.1673333333,23.5718333333,16.9195,9.35933333333,9.2595,16.7856666667,11.144,38.8698333334,10.8065
540.37,11.1381666667,44.063,23.5201666666,16.879,9.30233333333,9.2465,16.7653333333,11.117,38.7766666667,10.7426666666
540.72,11.103,44.0453333334,23.4598333334,16.8815,9.27716666666,9.257,16.7426666667,11.0878333333,38.7163333333,10.7191666667
541.06,11.0871666666,44.0511666667,23.4418333334,16.8911666667,9.25733333333,9.2605,16.728,11.0793333334,38.7165,10.7311666667
541.40,11.1021666666,44.0601666666,23.4553333333,16.9275,9.279,9.2795,16.7573333334,11.1235,38.7158333333,10.7448333333
541.75,11.1223333333,44.06,23.4745,16.9725,9.30216666667,9.308,16.754,11.1476666667,38.7286666666,10.7838333333
542.09,11.1346666667,44.1156666667,23.5003333333,17.0195,9.306,9.3045,16.7708333333,11.1583333333,38.7318333333,10.8026666667
542.43,11.1631666666,44.1388333334,23.5213333334,17.0745,9.331,9.31525,16.785,11.1661666667,38.7926666667,10.8288333333
542.78,11.1648333333,44.1426666667,23.5188333334,17.1196666667,9.35616666667,9.334,16.7958333333,11.1918333334,38.807,10.8341666666
543.12,11.1791666667,44.1608333333,23.5391666667,17.1638333333,9.372,9.33675,16.789,11.2073333334,38.8473333333,10.8488333334
543.46,11.1911666667,44.2346666666,23.582,17.2206666667,9.39683333333,9.36025,16.7973333334,11.2081666666,38.8976666666,10.8875
543.81,11.2136666666,44.2723333334,23.6231666667,17.2503333333,9.42466666667,9.34275,16.8003333334,11.2318333333,38.8965,10.9073333333
544.15,11.255,44.3596666666,23.6638333333,17.3353333334,9.45366666667,9.38125,16.8178333333,11.2848333333,38.9563333334,10.9808333334
544.49,11.3345,44.4323333334,23.7161666667,17.4528333334,9.5215,9.4295,16.8875,11.3941666667,39.07,11.043
544.84,11.3511666667,44.487,23.7755,17.5053333334,9.55516666666,9.44575,16.9276666667,11.4291666667,39.1436666667,11.0726666667
545.18,11.3766666666,44.516,23.765,17.5326666667,9.5575,9.48825,16.9166666667,11.401,39.1623333333,11.0708333333
545.52,11.3868333333,44.6058333333,23.7955,17.5538333333,9.56866666667,9.46475,16.9676666667,11.4206666667,39.2295,11.0865
545.87,11.3831666667,44.558,23.7733333334,17.5191666667,9.55233333333,9.46525,16.9503333333,11.4331666666,39.1915,11.0423333333
546.21,11.393,44.534,23.7748333333,17.5228333334,9.58733333333,9.5065,16.9996666667,11.4935,39.1551666667,11.0866666667
546.55,11.3811666666,44.5731666666,23.8283333333,17.4975,9.561,9.47025,16.985,11.4676666667,39.187,11.0711666667
546.90,11.38,44.6651666667,23.8618333333,17.496,9.55183333334,9.48,17.0328333333,11.5075,39.2238333334,11.077
547.24,11.4046666666,44.6646666666,23.8341666666,17.5283333333,9.568,9.4945,17.0568333333,11.5366666666,39.2356666666,11.0508333333
547.58,11.3586666667,44.6433333334,23.7688333333,17.4906666667,9.49166666667,9.4715,17.0323333333,11.4708333334,39.2005,11.013
547.92,11.3601666666,44.681,23.8131666666,17.4655,9.50583333333,9.41875,17.0423333333,11.4305,39.2293333333,10.9615
548.27,11.304,44.6763333334,23.8085,17.4128333334,9.44383333334,9.37925,16.9953333333,11.3628333334,39.1891666667,10.886
548.61,11.3345,44.748,23.8443333334,17.435,9.42366666666,9.381,17.0035,11.3691666667,39.217,10.9015
548.95,11.3265,44.8306666667,23.9213333333,17.485,9.45083333333,9.34925,17.0775,11.4148333333,39.2718333334,10.9141666667
549.29,11.338,44.8456666667,23.9446666667,17.5313333333,9.471,9.37275,17.0781666667,11.4465,39.3275,10.9128333334
549.64,11.371,44.9561666667,24.025,17.6208333333,9.5525,9.44175,17.1831666667,11.4928333333,39.4693333333,11.0088333334
549.98,11.4525,45.1148333333,24.1005,17.725,9.56966666667,9.4965,17.1808333334,11.5173333333,39.6023333333,11.0278333333
550.32,11.4971666666,45.1933333333,24.1206666667,17.786,9.6265,9.5505,17.225,11.5968333334,39.675,11.071
550.66,11.4723333333,45.1275,24.1133333333,17.7666666666,9.61216666667,9.4935,17.1896666666,11.5705,39.6013333333,11.0345
551.01,11.4451666666,45.1906666667,24.1553333334,17.7886666667,9.55933333334,9.49025,17.2068333333,11.561,39.6493333333,11.0393333334
551.35,11.5413333333,45.2415,24.2341666666,17.8925,9.6365,9.53425,17.264,11.649,39.7655,11.1213333333
551.69,11.5815,45.2826666667,24.2813333333,17.9915,9.6915,9.5995,17.2841666667,11.7226666666,39.8473333334,11.1881666666
552.03,11.6618333333,45.3206666666,24.3306666666,18.053,9.74666666667,9.67425,17.3266666667,11.7545,39.8936666666,11.2521666666
552.38,11.6753333333,45.2711666667,24.3116666666,18.0641666666,9.797,9.68675,17.3418333333,11.7648333333,39.913,11.273
552.72,11.7425,45.2845,24.387,18.1015,9.80866666665,9.77025,17.3771666666,11.8215,39.9676666667,11.2886666667
553.06,11.7218333334,45.2453333333,24.4056666666,18.0795,9.792,9.75375,17.359,11.7935,39.9121666667,11.3066666666
553.40,11.7195,45.2786666666,24.3845,18.0751666666,9.73,9.711,17.3093333334,11.7655,39.9346666667,11.261
553.74,11.668,45.2235,24.3538333333,18.0018333333,9.6905,9.61825,17.2911666666,11.7336666666,39.879,11.2118333334
554.09,11.6618333333,45.2401666667,24.331,17.9998333334,9.6595,9.58725,17.2908333333,11.6671666667,39.8735,11.172
554.43,11.7466666667,45.3055,24.3858333333,18.0778333333,9.7375,9.67275,17.3396666667,11.6818333333,39.9653333333,11.222
554.77,11.7891666667,45.3481666667,24.407,18.1038333333,9.81183333332,9.69325,17.3426666667,11.7085,40.0113333333,11.2605
555.11,11.7693333334,45.32,24.4021666667,18.108,9.81483333333,9.74925,17.3111666667,11.6803333333,39.972,11.235
555.45,11.787,45.3425,24.4065,18.0936666667,9.79383333333,9.72225,17.3218333333,11.6371666666,39.9661666667,11.2306666667
555.80,11.7755,45.3911666667,24.4265,18.0625,9.77116666667,9.70675,17.326,11.6468333333,40.0015,11.2113333333
556.14,11.7223333333,45.3836666667,24.4406666666,18.01,9.72066666667,9.64775,17.2481666667,11.5865,39.9626666667,11.0965
556.48,11.6541666666,45.341,24.4055,17.9608333333,9.67033333333,9.571,17.199,11.5096666666,39.8951666666,11.0988333334
556.82,11.596,45.2696666666,24.3346666667,17.9136666667,9.57683333333,9.49475,17.1555,11.4253333334,39.8328333333,10.987
557.16,11.607,45.1858333334,24.3098333333,17.8891666666,9.54466666666,9.47575,17.1065,11.4048333334,39.7463333334,10.9763333333
557.50,11.5845,45.2281666666,24.3115,17.95,9.50433333333,9.458,17.1238333333,11.3651666667,39.7865,11.0273333334
557.85,11.5851666667,45.1395,24.3376666667,17.956,9.52666666667,9.4745,17.1375,11.3805,39.7536666667,11.1038333333
558.19,11.571,45.1871666667,24.3568333334,17.9788333333,9.5015,9.45175,17.1383333333,11.3908333333,39.8133333333,11.0551666666
558.53,11.6151666666,45.1963333333,24.3898333333,18.0318333334,9.515,9.464,17.1588333333,11.408,39.798,11.1428333334
558.87,11.605,45.297,24.4195,18.0053333333,9.48483333334,9.3825,17.201,11.4371666667,39.8811666667,11.141
559.21,11.6801666666,45.341,24.4485,18.0575,9.53183333334,9.467,17.268,11.4818333333,39.8956666667,11.2425
559.55,11.6851666666,45.3513333333,24.486,18.1198333333,9.5475,9.531,17.2991666667,11.4978333334,39.938,11.2571666667
559.89,11.741,45.4915,24.5253333333,18.2225,9.562,9.62525,17.3698333333,11.544,39.9625,11.315
560.23,11.8045,45.5285,24.462,18.271,9.57366666667,9.65575,17.3708333333,11.557,39.9821666667,11.2975
560.58,11.9621666666,45.7171666667,24.6096666666,18.4461666667,9.71066666667,9.79775,17.519,11.6946666667,40.1275,11.459
560.92,12.0188333333,45.9015,24.7183333333,18.5423333334,9.79916666669,9.86,17.6448333334,11.7995,40.2436666667,11.5521666666
561.26,11.9416666667,45.8423333333,24.6235,18.4363333333,9.75416666669,9.80475,17.5676666666,11.7481666667,40.1923333333,11.4431666667
561.60,11.9733333333,45.9361666666,24.6091666667,18.4713333333,9.74816666666,9.81275,17.5716666667,11.7413333333,40.2721666667,11.4173333333
561.94,11.9721666667,45.9085,24.5945,18.458,9.735,9.8195,17.5548333333,11.6956666667,40.2426666667,11.4488333333
562.28,11.9105,45.8868333333,24.5218333334,18.4316666667,9.69,9.771,17.5298333333,11.6578333334,40.2753333333,11.4068333334
562.62,11.95,45.8708333333,24.547,18.5195,9.7235,9.853,17.5621666667,11.6998333333,40.2858333333,11.4333333333
562.96,11.9726666667,45.8708333333,24.5421666666,18.5568333333,9.7015,9.8495,17.5795,11.7155,40.323,11.3658333334
563.30,11.9768333333,45.8628333333,24.5245,18.551,9.70516666667,9.7845,17.5761666666,11.6846666667,40.2863333333,11.3761666667
563.64,11.9531666667,45.8241666667,24.4925,18.5461666667,9.70333333333,9.762,17.5591666667,11.6908333333,40.3076666666,11.3841666666
563.99,11.9956666666,45.8935,24.5798333334,18.5713333333,9.73766666666,9.806,17.6028333333,11.7585,40.411,11.417
564.33,11.9095,45.9198333333,24.5665,18.5273333334,9.72333333333,9.7495,17.5623333333,11.7035,40.4208333334,11.3218333333
564.67,11.8616666667,45.7865,24.5226666667,18.47,9.6625,9.72525,17.4976666666,11.6255,40.3908333334,11.2641666667
565.01,11.9718333333,45.8081666667,24.6038333333,18.5841666667,9.72983333333,9.8165,17.5656666667,11.6965,40.4398333333,11.3596666666
565.35,11.924,45.7876666666,24.6166666666,18.536,9.65416666666,9.794,17.5365,11.671,40.4255,11.3541666667
565.69,11.899,45.834,24.6521666667,18.5543333333,9.63866666666,9.80175,17.527,11.6885,40.4365,11.3831666667
566.03,11.9695,45.9106666667,24.8016666667,18.6306666667,9.6815,9.892,17.6065,11.7346666666,40.4815,11.3993333334
566.37,11.9115,45.8738333333,24.7761666666,18.5835,9.66566666667,9.862,17.5885,11.706,40.3901666667,11.3513333334
566.71,11.8278333334,45.8465,24.7663333334,18.4983333334,9.61833333333,9.7985,17.568,11.6571666666,40.337,11.2708333333
567.05,11.8375,45.8496666666,24.77,18.515,9.59133333334,9.77925,17.5641666666,11.6755,40.3906666666,11.2636666666
567.39,11.8518333334,45.855,24.7768333333,18.5605,9.61666666666,9.79,17.6008333333,11.6961666667,40.4066666666,11.2708333333
567.73,11.791,45.8455,24.7165,18.5711666667,9.60466666667,9.738,17.5566666667,11.6643333333,40.3733333334,11.245
568.07,11.8011666667,45.8393333333,24.708,18.5846666667,9.58966666667,9.7215,17.5413333333,11.6823333334,40.3793333334,11.2443333333
568.41,11.7728333334,45.8818333334,24.6918333334,18.6483333333,9.591,9.69575,17.5528333333,11.6996666666,40.3896666667,11.2536666667
568.75,11.7813333334,45.9546666666,24.7311666667,18.6786666667,9.57666666667,9.702,17.5858333333,11.702,40.4043333333,11.266
569.09,11.8175,45.9903333333,24.7428333333,18.7476666667,9.645,9.733,17.6291666667,11.765,40.4301666667,11.2773333334
569.43,11.8326666666,45.9666666666,24.7121666666,18.7411666666,9.65916666666,9.69875,17.6263333334,11.7856666667,40.4321666667,11.2621666666
569.77,11.8008333333,45.9415,24.6581666667,18.6955,9.66416666667,9.6935,17.5875,11.789,40.3856666666,11.2696666667
570.11,11.8558333333,45.9445,24.5913333334,18.7098333333,9.6755,9.721,17.5813333334,11.785,40.4186666666,11.323
570.45,11.91,45.9921666667,24.6298333333,18.8051666667,9.7415,9.80525,17.6138333334,11.8823333334,40.4613333333,11.4805
570.79,11.8843333333,45.9811666667,24.6058333333,18.818,9.745,9.81925,17.6205,11.8905,40.3893333333,11.5108333333
571.13,11.882,45.98,24.6503333333,18.7973333334,9.71116666667,9.822,17.6203333334,11.8728333333,40.3456666666,11.5038333334
571.47,11.9398333334,45.9628333334,24.7135,18.8146666667,9.71383333333,9.8425,17.6388333333,11.8903333334,40.3356666667,11.5585
571.81,11.9041666666,45.8845,24.6295,18.7466666667,9.66633333333,9.80275,17.5905,11.8311666666,40.2603333334,11.53
572.15,11.9608333333,45.9746666666,24.699,18.7955,9.73933333334,9.85975,17.647,11.8766666667,40.2976666667,11.5568333333
572.49,11.9273333333,45.9801666667,24.732,18.7998333334,9.73633333334,9.8225,17.6396666667,11.8658333333,40.3448333333,11.547
572.83,11.9751666667,46.038,24.799,18.8621666667,9.76566666667,9.863,17.6745,11.8866666667,40.385,11.598
573.17,11.9941666666,45.9943333333,24.7641666666,18.871,9.74333333333,9.88025,17.6871666667,11.879,40.3353333334,11.6115
573.51,11.9968333333,45.9478333333,24.7588333333,18.8381666667,9.69283333333,9.83925,17.6686666666,11.8388333333,40.286,11.6135
573.85,11.985,45.9115,24.809,18.812,9.65233333334,9.76725,17.6775,11.8096666666,40.2808333334,11.5868333334
574.19,11.9521666667,45.8816666667,24.7455,18.751,9.60616666667,9.709,17.6061666667,11.7046666667,40.2271666666,11.5186666666
574.53,11.9321666667,45.8251666666,24.7211666666,18.7341666667,9.5565,9.63275,17.5601666666,11.6648333333,40.2405,11.514
574.87,11.9286666666,45.8621666666,24.7263333333,18.76,9.57183333333,9.6085,17.5443333334,11.695,40.2733333333,11.5363333334
575.21,11.9108333334,45.9448333333,24.772,18.7805,9.5825,9.61775,17.5456666667,11.6791666667,40.3536666666,11.5616666666
575.55,11.9458333333,46.01,24.9011666666,18.8536666667,9.62983333334,9.72625,17.5946666667,11.7356666667,40.4511666666,11.641
575.89,11.93,46.0013333333,24.8911666667,18.8218333333,9.616,9.7355,17.5923333333,11.7223333334,40.478,11.6706666666
576.22,11.913,45.8728333333,24.8553333333,18.7758333334,9.60633333333,9.71725,17.5458333334,11.708,40.3705,11.6356666666
576.56,11.8303333333,45.8418333333,24.7885,18.7058333334,9.56566666666,9.66725,17.4875,11.71,40.3115,11.5996666666
576.90,11.8461666666,45.94,24.8443333334,18.736,9.62283333333,9.73925,17.5626666666,11.7661666666,40.3931666667,11.6658333334
577.24,11.9158333333,46.081,24.871,18.8536666666,9.68716666667,9.79425,17.597,11.8206666667,40.55,11.7016666666
577.58,11.9501666667,46.1685,24.9533333334,18.9113333334,9.7625,9.886,17.6108333334,11.8893333333,40.6121666666,11.8201666666
577.92,12.0146666667,46.3603333333,25.0711666667,19.0361666667,9.84266666665,9.94275,17.7048333333,12.006,40.777,11.8901666666
578.26,12.1221666666,46.5266666667,25.2101666667,19.1491666667,9.97000000002,10.07975,17.778,12.097,40.853,11.9526666666
578.60,12.2006666667,46.5436666666,25.2088333334,19.2306666667,10.0301666667,10.166,17.8773333333,12.1633333333,40.9356666667,12.0116666667
578.94,12.2176666667,46.541,25.1788333333,19.2738333333,10.0623333333,10.20075,17.9405,12.2028333333,40.8713333333,12.0151666666
579.28,12.2551666667,46.5531666667,25.1303333334,19.3305,10.1028333333,10.19575,17.9886666667,12.2363333334,40.8393333333,12.063
579.61,12.1925,46.5241666667,25.06,19.3043333333,9.98533333332,10.0975,17.9461666667,12.212,40.7778333334,12.0255
579.95,12.2658333333,46.7408333333,25.1116666667,19.4125,10.0121666667,10.18625,18.0301666667,12.3101666667,40.947,12.069
580.29,12.2918333333,46.695,25.1031666666,19.4595,10.0306666666,10.17975,18.056,12.311,40.9268333334,12.0973333334
580.63,12.3018333333,46.6831666667,25.1743333333,19.5083333334,10.077,10.16625,18.0336666666,12.326,40.9683333333,12.0801666667
580.97,12.2438333333,46.5878333333,25.1468333333,19.4726666666,10.0573333333,10.16275,18.0336666666,12.3328333333,40.9131666666,12.0371666667
581.31,12.2501666666,46.699,25.0983333333,19.4935,10.0515,10.12,18.0381666666,12.3163333333,40.9028333334,11.942
581.65,12.1503333334,46.5688333333,25.0696666667,19.423,9.95500000002,10.0365,17.9566666667,12.2213333333,40.8036666667,11.8393333333
581.98,12.0838333334,46.5653333333,24.9821666667,19.3935,9.90150000001,10.037,17.9673333333,12.2261666667,40.742,11.8175
582.32,12.0648333334,46.656,25.0501666667,19.3863333333,9.9075,10.03175,17.9438333333,12.174,40.7281666667,11.827
582.66,12.0735,46.6146666666,25.0938333333,19.3511666667,9.94283333332,10.02525,17.9385,12.1858333334,40.7531666667,11.7915
583.00,12.0323333333,46.575,25.0813333334,19.2826666667,9.85966666665,9.96025,17.8566666666,12.1018333334,40.7041666666,11.7698333334
583.34,12.1878333333,46.5981666667,25.1535,19.3776666667,10.0191666667,10.114,17.9245,12.1618333333,40.7611666667,11.8151666667
583.68,12.1791666667,46.486,25.092,19.3528333333,10.0098333333,10.0665,17.8756666666,12.0926666667,40.6873333333,11.8
584.01,12.2355,46.6116666667,25.1903333333,19.4418333333,10.034,10.1475,17.8961666667,12.1346666667,40.8315,11.8193333333
584.35,12.2403333333,46.6308333333,25.14,19.4773333333,10.022,10.15775,17.9478333333,12.1945,40.7995,11.8683333333
584.69,12.2956666667,46.7311666666,25.2388333334,19.5306666666,10.046,10.17775,18.0193333334,12.2495,40.8006666667,11.9498333333
585.03,12.22,46.5826666667,25.1928333334,19.5506666667,9.99600000001,10.132,17.9571666667,12.2443333333,40.7393333334,11.9235
585.37,12.2378333333,46.5251666667,25.111,19.5853333334,10.0141666666,10.13825,18.003,12.3321666667,40.7271666666,11.9686666667
585.70,12.3458333333,46.5711666667,25.2155,19.647,10.1143333334,10.2005,18.0703333333,12.3755,40.8328333333,12.0165
586.04,12.3625,46.5086666667,25.159,19.6671666667,10.1105,10.1715,18.0966666667,12.3898333333,40.781,12.0145
586.38,12.2498333334,46.5276666667,25.0803333333,19.6858333333,10.0321666667,10.09275,18.0546666667,12.365,40.797,12.078
586.72,12.2545,46.5276666667,25.0805,19.7293333333,10.084,10.11975,18.1133333333,12.4151666667,40.8403333334,12.0708333334
587.06,12.1533333333,46.5778333334,25.0703333333,19.711,9.97366666667,10.04925,18.0376666666,12.361,40.8843333333,12.0556666667
587.39,12.2463333333,46.7036666666,25.19,19.8115,10.0771666667,10.17925,18.0971666666,12.4658333333,40.9621666666,12.2145
587.73,12.205,46.515,25.1208333333,19.725,10.0591666667,10.1205,18.059,12.4043333333,40.812,12.2288333333
588.07,12.2088333334,46.5228333334,25.1796666667,19.6941666666,10.0135,10.0645,18.0096666666,12.35,40.7523333333,12.143
588.41,12.1785,46.5381666666,25.1575,19.7105,10.02,10.0685,18.0088333334,12.3206666667,40.7908333333,12.1136666667
588.74,12.2641666667,46.5998333333,25.2613333334,19.7748333333,10.0933333333,10.22425,18.1303333334,12.4041666667,40.877,12.2093333333
589.08,12.3271666667,46.6836666666,25.3721666667,19.7911666666,10.1456666666,10.3465,18.1605,12.4036666667,40.9081666667,12.3198333334
589.42,12.2491666666,46.5986666667,25.2876666666,19.7358333333,10.082,10.29575,18.1193333333,12.3638333333,40.8071666667,12.2535
589.76,12.2671666666,46.5816666667,25.3138333333,19.6988333334,10.0513333333,10.30625,18.0755,12.3446666667,40.8285,12.2563333333
590.09,12.3213333334,46.5091666667,25.2798333333,19.7011666667,10.0296666667,10.32975,18.0578333334,12.2961666667,40.7398333333,12.1578333334
590.43,12.3823333334,46.6315,25.317,19.7906666667,10.0676666667,10.36325,18.074,12.344,40.785,12.2205
590.77,12.4325,46.5825,25.3531666667,19.8391666667,10.1293333333,10.38525,18.1261666667,12.3786666667,40.7658333333,12.236
591.11,12.3655,46.5946666666,25.3325,19.7636666667,10.0695,10.297,18.1318333334,12.2931666667,40.779,12.1001666667
591.44,12.4058333333,46.7245,25.3751666667,19.8463333333,10.0733333333,10.288,18.188,12.3146666666,40.8596666666,12.012
591.78,12.4285,46.726,25.436,19.8748333334,10.1405,10.331,18.1836666666,12.3115,40.9316666667,12.0711666667
592.12,12.443,46.6605,25.4536666667,19.8668333334,10.1498333333,10.34375,18.1335,12.3118333334,40.9,12.0968333333
592.46,12.454,46.7796666667,25.4948333334,19.8815,10.181,10.34525,18.1735,12.266,40.9425,12.1286666667
592.79,12.4625,46.8108333333,25.5036666666,19.9758333333,10.1913333333,10.3215,18.1948333333,12.2165,41.018,12.071
593.13,12.4826666667,46.9043333333,25.5551666666,20.0005,10.2043333333,10.30075,18.2575,12.1723333333,41.1126666667,12.1318333334
593.47,12.5233333333,47.023,25.6165,20.0606666667,10.2946666666,10.395,18.3035,12.2311666667,41.1758333333,12.1346666667
593.80,12.5856666666,47.0371666666,25.7196666666,20.0918333333,10.3111666666,10.4365,18.3476666666,12.2955,41.1775,12.2171666666
594.14,12.5586666666,46.9198333333,25.7265,20.0161666667,10.2915,10.43675,18.3551666667,12.2506666666,41.1095,12.1573333333
594.48,12.6405,46.9543333334,25.7775,20.0575,10.3106666667,10.49525,18.4038333333,12.296,41.115,12.2291666667
594.81,12.6873333334,47.0123333333,25.7978333333,20.1523333333,10.3695,10.599,18.4793333333,12.3665,41.1255,12.3095
595.15,12.6623333333,46.9798333333,25.734,20.1398333334,10.3528333334,10.614,18.4358333333,12.3491666667,41.1111666666,12.362
595.49,12.623,47.0161666667,25.6861666666,20.1253333333,10.311,10.595,18.4695,12.339,41.1166666666,12.369
595.82,12.6726666667,47.1313333333,25.7386666666,20.1493333333,10.333,10.65575,18.504,12.4098333333,41.264,12.4173333334
596.16,12.6916666667,47.083,25.7128333333,20.1698333333,10.3528333334,10.681,18.4836666667,12.4698333333,41.2675,12.4678333334
596.50,12.7241666667,47.0191666666,25.6816666667,20.1415,10.3331666666,10.66175,18.4396666666,12.5036666667,41.2146666667,12.4796666667
596.83,12.7356666667,46.9908333333,25.6776666666,20.1826666667,10.3658333334,10.72075,18.3935,12.5688333333,41.1978333334,12.4995
597.17,12.7175,46.9206666666,25.6771666667,20.2223333334,10.3676666666,10.67825,18.393,12.5668333333,41.2288333333,12.5785
597.51,12.7236666667,47.0065,25.7011666666,20.2355,10.3793333333,10.72575,18.4051666666,12.572,41.3323333334,12.5473333334
597.84,12.8108333334,47.1,25.7716666666,20.3481666667,10.4216666666,10.79425,18.4375,12.6663333333,41.4796666667,12.5991666666
598.18,12.7891666667,47.1576666667,25.7833333334,20.3525,10.5065,10.8515,18.4625,12.7216666667,41.5983333333,12.61
598.52,12.8231666667,47.1841666667,25.8063333334,20.3988333334,10.5341666667,10.83575,18.4956666667,12.7783333333,41.6481666667,12.645
598.85,12.8603333333,47.2578333333,25.9215,20.4191666666,10.6025,10.93575,18.5551666666,12.8388333333,41.6843333333,12.6703333334
599.19,12.9103333333,47.2706666667,25.939,20.4541666666,10.6371666667,10.959,18.501,12.848,41.7503333333,12.6908333333
599.53,12.8675,47.2726666667,25.9178333333,20.4551666667,10.626,10.83975,18.48,12.769,41.6565,12.6655
599.86,12.7998333333,47.3016666667,25.95,20.3885,10.5958333334,10.733,18.4408333333,12.7201666666,41.665,12.5848333333
600.20,12.7835,47.2833333334,25.9605,20.3693333333,10.6551666667,10.771,18.4998333333,12.719,41.6571666666,12.649
600.53,12.7825,47.3625,26.0295,20.3711666667,10.6296666666,10.78925,18.5646666666,12.6923333333,41.7026666667,12.6465
600.87,12.7678333333,47.4616666667,25.9826666666,20.3201666667,10.6041666667,10.8215,18.5725,12.6748333333,41.7555,12.5641666666
601.21,12.7793333333,47.4493333333,25.9638333333,20.353,10.6863333333,10.81525,18.578,12.7123333333,41.7666666667,12.6671666667
601.54,12.7521666666,47.4355,25.9543333334,20.3155,10.6763333334,10.80075,18.6266666667,12.7256666666,41.676,12.6231666667
601.88,12.7365,47.328,25.8275,20.3258333333,10.5825,10.69175,18.581,12.6636666667,41.6148333334,12.632
602.21,12.6953333333,47.2316666666,25.7626666666,20.2808333333,10.523,10.67025,18.486,12.572,41.5108333333,12.5701666666
