wavelength,Back_SpoInaf,Belly_SpoInaf,Breast_SpoInaf,Crissum_SpoInaf,Crown_SpoInaf,DorTail_SpoInaf,Patch10_SpoInaf,Rump_SpoInaf,Throat_SpoInaf,WingTip_SpoInaf
541.40,16.710025,38.5033333333,23.9876666667,41.1085,15.7464285715,12.3956666667,17.6233333334,15.5531666667,19.8111666666,14.0146666666
541.75,16.7072333334,38.4753333333,23.9791666666,41.0468333334,15.7458095238,12.4138333334,17.6258333334,15.5711666667,19.8415,14.0081666667
542.09,16.653025,38.4391666666,23.961,40.9993333333,15.7108095238,12.3501666667,17.5735,15.5223333333,19.838,13.9453333333
542.43,16.6413833333,38.4486666666,23.9945,40.9831666667,15.7147619048,12.342,17.5774166667,15.5206666667,19.8663333333,13.948
542.78,16.6833333333,38.5243333333,24.028,41.0316666666,15.7699047619,12.3841666666,17.6149166667,15.5701666666,19.925,13.979
543.12,16.6759833334,38.5513333334,24.0423333334,40.9845,15.7855952381,12.3858333333,17.6364166666,15.5855,19.9686666667,13.9648333334
543.46,16.6995833333,38.6148333333,24.0745,41.0276666667,15.8056190476,12.3813333333,17.65225,15.6248333333,20.011,13.99
543.81,16.69875,38.6925,24.1075,41.047,15.8279761905,12.396,17.677,15.6071666667,20.0438333334,13.996
544.15,16.7447583333,38.7016666666,24.1543333333,41.0648333333,15.8504047619,12.3988333333,17.7091666666,15.609,20.039,14.0055
544.49,16.7974583333,38.8031666667,24.2405,41.1805,15.9032380952,12.4268333334,17.7696666667,15.6668333334,20.1145,14.0525
544.84,16.8821166666,38.9186666666,24.3278333333,41.3161666667,15.9864047619,12.4738333334,17.8638333334,15.7568333334,20.198,14.1266666666
545.18,16.9680833334,39.0568333333,24.3993333334,41.4315,16.0648095238,12.5636666667,17.9413333334,15.8241666667,20.2555,14.1975
545.52,17.0065166667,39.1611666667,24.496,41.5516666667,16.1277857143,12.5885,17.9824166666,15.8558333333,20.306,14.279
545.87,17.129825,39.3343333334,24.6065,41.7481666666,16.2396904762,12.716,18.1146666667,15.9526666666,20.4086666666,14.3735
546.21,17.19605,39.4381666667,24.6806666666,41.8403333334,16.3358095238,12.7873333334,18.1998333333,16.0235,20.4376666667,14.4371666667
546.55,17.2135416667,39.509,24.729,41.9285,16.3632142857,12.808,18.2414166667,16.059,20.4793333333,14.4703333334
546.90,17.3047,39.6401666667,24.8573333333,42.1158333333,16.4378809524,12.8833333334,18.3245833333,16.1321666667,20.56,14.5803333334
547.24,17.3454166667,39.7698333333,24.963,42.2385,16.5175952381,12.9558333334,18.4150833334,16.1895,20.6293333333,14.6316666667
547.58,17.3458083333,39.7973333333,24.9891666667,42.2773333334,16.4997380953,12.9513333334,18.4225,16.232,20.6653333333,14.6311666666
547.92,17.38795,39.9441666667,25.0836666667,42.4271666667,16.562047619,13.0183333334,18.4685833334,16.2956666667,20.791,14.6933333334
548.27,17.3792666667,39.9943333333,25.0856666666,42.4611666667,16.5769285714,13.0198333334,18.46675,16.2658333333,20.7828333333,14.6783333334
548.61,17.3771333333,40.0776666667,25.0963333334,42.476,16.5859047619,13.0735,18.4504166666,16.3013333334,20.8143333333,14.6725
548.95,17.369275,40.1221666667,25.1808333334,42.5398333333,16.5674285715,13.0443333333,18.424,16.3201666667,20.8893333333,14.7068333334
549.29,17.413,40.19,25.1436666666,42.654,16.5504047619,13.009,18.4108333333,16.3281666666,20.9491666667,14.6796666667
549.64,17.3942833333,40.1758333333,25.1638333333,42.6058333333,16.5373095238,12.948,18.33925,16.3088333333,20.9633333334,14.6858333334
549.98,17.4229833334,40.3216666667,25.1871666667,42.6841666667,16.5078333333,12.9113333333,18.3213333334,16.3261666666,21.0416666666,14.6575
550.32,17.4016083333,40.3133333333,25.2405,42.6806666666,16.4627142857,12.8106666667,18.2115,16.2981666667,21.0128333333,14.62
550.66,17.4454833333,40.3851666667,25.3211666667,42.7903333333,16.4834523809,12.7913333333,18.2375,16.3385,21.032,14.6083333334
551.01,17.4442916667,40.3208333333,25.2758333334,42.7336666667,16.432,12.7403333333,18.1825,16.3073333333,21.0013333334,14.6191666666
551.35,17.4976666666,40.4188333334,25.3251666666,42.8348333334,16.4710714286,12.7943333333,18.2266666667,16.3438333334,21.0585,14.6735
551.69,17.496275,40.4708333334,25.312,42.866,16.5022619048,12.7856666667,18.2506666667,16.3431666666,21.0125,14.682
552.03,17.5261833333,40.5126666667,25.2881666667,42.9648333334,16.4948809524,12.8105,18.24,16.367,21.0781666666,14.7621666666
552.38,17.5440583333,40.5435,25.2983333334,42.9881666667,16.5382857143,12.788,18.26375,16.3596666667,21.078,14.7738333334
552.72,17.6257833334,40.6313333333,25.3588333333,43.0903333334,16.6239761905,12.8731666667,18.34725,16.4106666667,21.1601666666,14.816
553.06,17.6366583333,40.7101666667,25.4541666666,43.1478333333,16.6660714285,12.9053333334,18.3568333334,16.4243333333,21.175,14.8315
553.40,17.6954833333,40.7871666666,25.5155,43.2541666667,16.7408333334,12.9951666667,18.46425,16.5001666666,21.2443333333,14.871
553.74,17.6998583334,40.808,25.6001666666,43.354,16.8051904762,13.0156666667,18.46425,16.5271666667,21.274,14.939
554.09,17.7623416666,40.9025,25.563,43.392,16.8131428572,13.076,18.54475,16.5338333333,21.267,15.003
554.43,17.7079916667,40.8758333334,25.4818333334,43.3635,16.7923333334,13.0485,18.4945833334,16.4695,21.2175,14.9956666666
554.77,17.7921,41.0408333333,25.5933333333,43.5516666667,16.8886190476,13.1591666667,18.5959166667,16.5576666667,21.383,15.0593333334
555.11,17.8171333334,41.035,25.6563333333,43.5393333334,16.9242857143,13.1776666667,18.6076666667,16.5795,21.4076666667,15.054
555.45,17.8298666666,41.0961666666,25.7303333333,43.6251666667,16.9423571428,13.1903333333,18.6041666666,16.6408333333,21.51,15.0698333334
555.80,17.8355,41.1285,25.8138333333,43.6318333333,16.9185238095,13.1791666667,18.5755833334,16.6406666666,21.5283333333,15.0193333333
556.14,17.891475,41.1541666666,25.8795,43.7213333333,16.9164523809,13.2261666666,18.60225,16.6283333333,21.6073333333,15.069
556.48,17.8968666666,41.2303333334,25.8878333334,43.7506666667,16.9530714286,13.2936666667,18.6240833334,16.6526666666,21.6105,15.1245
556.82,17.89415,41.1838333334,25.8683333333,43.7173333333,16.9831666666,13.3218333333,18.68375,16.6585,21.6161666667,15.1693333334
557.16,17.957575,41.2356666667,25.9103333333,43.7516666667,17.0139047619,13.3281666667,18.6855,16.6505,21.5695,15.1903333334
557.50,17.97785,41.2396666667,25.9253333333,43.8026666666,17.0446190476,13.3446666667,18.7480833333,16.6383333333,21.5773333333,15.1715
557.85,18.0290833334,41.2675,26.0611666667,43.9486666667,17.1601428571,13.4506666666,18.8015,16.7323333333,21.6998333333,15.2431666667
558.19,18.0022833334,41.2403333333,26.0198333334,43.8928333333,17.1211904761,13.4566666667,18.7744166666,16.717,21.735,15.205
558.53,18.026725,41.2706666667,26.0076666666,43.8616666666,17.1222380952,13.4626666667,18.7486666666,16.7408333334,21.6665,15.1998333333
558.87,18.0378333334,41.4266666667,26.0605,44.0131666667,17.1748571429,13.5355,18.8444166666,16.8053333333,21.7116666667,15.2721666667
559.21,18.1043583333,41.4231666666,26.099,44.0,17.1742380952,13.544,18.8525833334,16.834,21.7058333334,15.3785
559.55,18.1729583333,41.5346666667,26.158,44.0176666667,17.2888333333,13.6256666666,19.0019166667,16.9433333333,21.7805,15.5121666666
559.89,18.1154666667,41.582,26.1571666667,44.0601666667,17.2672380952,13.6215,18.9668333333,16.965,21.7975,15.4456666667
560.23,18.109875,41.5883333334,26.1565,44.0875,17.2455238096,13.5765,18.99475,16.9588333333,21.7941666666,15.4053333334
560.58,18.1275,41.6275,26.2041666666,44.1888333334,17.2600714286,13.577,18.9918333333,16.9713333333,21.8098333333,15.4326666667
560.92,18.0292166667,41.5993333334,26.1931666667,44.164,17.1995714286,13.5,18.9298333334,16.9145,21.8096666667,15.3678333333
561.26,18.11815,41.7568333334,26.2735,44.1855,17.2662380952,13.5641666666,18.99425,16.9858333334,21.9495,15.4896666666
561.60,18.119825,41.7531666667,26.2191666667,44.1213333333,17.2441904762,13.5196666667,18.9953333334,16.931,21.9381666667,15.451
561.94,18.2588833333,41.889,26.3135,44.238,17.3903095238,13.6273333334,19.1090833334,17.0016666667,21.988,15.5145
562.28,18.21305,41.9115,26.3063333333,44.2895,17.3804047619,13.5696666667,19.1121666667,16.9673333333,21.942,15.4525
562.62,18.1356666667,41.786,26.2513333333,44.2148333334,17.3241190476,13.4955,19.0179166666,16.862,21.9103333333,15.3556666666
562.96,18.0857666667,41.8021666667,26.23,44.236,17.281452381,13.4386666667,18.96625,16.7525,21.8791666667,15.1985
563.30,18.1174333334,41.8673333334,26.2663333333,44.3735,17.3285952381,13.4533333333,18.9588333334,16.7111666667,21.9593333333,15.1796666667
563.64,18.2009,41.9073333333,26.3708333333,44.4073333333,17.3559285715,13.45,18.9858333334,16.7723333333,21.9825,15.2198333333
563.99,18.2283416666,41.8941666667,26.3985,44.3835,17.3638809524,13.4393333333,18.9698333333,16.758,21.9521666667,15.246
564.33,18.2478666666,41.9475,26.3973333333,44.3815,17.3608333333,13.461,18.96925,16.8231666667,21.9538333334,15.2501666666
564.67,18.2897916667,41.9525,26.395,44.4951666667,17.3573333333,13.5055,19.0065,16.8753333333,22.007,15.2943333334
565.01,18.213025,41.8466666666,26.3205,44.4158333334,17.2356190476,13.3935,18.88625,16.8193333333,21.8735,15.1771666666
565.35,18.2166083334,41.8698333334,26.3638333334,44.448,17.2258095238,13.403,18.8713333334,16.828,21.918,15.12
565.69,18.2714,41.9251666667,26.5346666666,44.5616666667,17.2860476191,13.4451666666,18.9370833333,16.9235,21.9948333334,15.1875
566.03,18.2953333334,41.9125,26.605,44.6118333333,17.2997142857,13.5008333333,18.9404166667,16.9535,22.0476666666,15.2203333334
566.37,18.3607,42.0331666667,26.6596666667,44.6651666667,17.3344523809,13.5153333334,18.9509166667,16.995,22.071,15.3256666667
566.71,18.4104583334,42.1128333333,26.7341666667,44.6948333333,17.4349285715,13.6223333333,19.0553333333,17.0823333334,22.195,15.4421666666
567.05,18.393225,42.1188333333,26.772,44.7236666667,17.4266904762,13.6043333334,19.0286666667,17.092,22.1291666667,15.421
567.39,18.3859916667,42.0991666666,26.7445,44.7576666666,17.4376904761,13.602,19.03175,17.0535,22.1133333333,15.4543333334
567.73,18.3859583333,42.1243333334,26.7351666666,44.823,17.4741190476,13.6086666667,19.0543333334,17.0968333333,22.19,15.433
568.07,18.3877166667,42.1475,26.8,44.9115,17.4662857142,13.6523333333,19.067,17.038,22.2571666667,15.4426666667
568.41,18.3925916666,42.255,26.8891666667,44.8916666667,17.466,13.6761666667,19.0411666666,17.0673333333,22.325,15.4548333333
568.75,18.4247583333,42.342,26.982,44.9746666666,17.5298809524,13.7658333333,19.1000833333,17.1178333333,22.422,15.4968333334
569.09,18.4332166667,42.3851666667,26.9805,44.9851666667,17.5670476191,13.7865,19.1454166667,17.1618333333,22.4816666666,15.5781666667
569.43,18.358075,42.2756666667,26.8633333333,44.8445,17.4760714286,13.6916666667,19.03475,17.0526666667,22.4558333334,15.5393333334
569.77,18.3539333333,42.3233333333,26.8151666667,44.8435,17.4912619048,13.6585,19.0678333333,17.0528333333,22.5051666666,15.5293333333
570.11,18.3367916667,42.2935,26.7816666667,44.8505,17.4942857143,13.6498333333,19.0623333334,17.0413333333,22.5301666667,15.4776666666
570.45,18.3432666667,42.2671666666,26.7583333334,44.7841666667,17.4829523809,13.6336666667,19.0581666666,17.0656666666,22.548,15.4213333333
570.79,18.3165583333,42.2418333334,26.7336666667,44.685,17.4342142857,13.6103333333,19.0250833334,17.0246666666,22.5748333333,15.3915
571.13,18.3440333333,42.3183333333,26.7603333333,44.6388333333,17.4655952381,13.6396666667,19.0636666667,17.0823333334,22.632,15.4093333333
571.47,18.3278916667,42.3423333333,26.8316666667,44.6416666667,17.4326190477,13.648,19.0365833334,17.0601666667,22.6393333334,15.4286666666
571.81,18.357875,42.4613333333,26.8593333334,44.673,17.4987380953,13.6446666667,19.06025,17.1273333333,22.68,15.4378333333
572.15,18.3748666667,42.4836666666,26.8925,44.7161666666,17.5441666666,13.6598333334,19.0906666666,17.126,22.7246666667,15.465
572.49,18.369875,42.5021666666,26.8803333334,44.7963333333,17.569,13.653,19.10575,17.1181666666,22.7085,15.4641666667
572.83,18.3626083333,42.5285,26.9061666667,44.7901666667,17.5499523809,13.6431666666,19.0681666667,17.0843333333,22.6616666666,15.4198333333
573.17,18.3529083334,42.5613333333,26.9081666666,44.8433333333,17.5570238095,13.6655,19.1203333334,17.1073333333,22.6416666666,15.3788333334
573.51,18.3703583333,42.6016666667,26.989,44.8686666667,17.5496904761,13.7091666666,19.10675,17.0995,22.6706666666,15.3885
573.85,18.39865,42.6838333333,27.0395,44.906,17.561952381,13.7296666667,19.1305833333,17.1425,22.6991666667,15.3883333333
574.19,18.3437,42.6916666667,27.0468333333,44.9695,17.5583571428,13.7415,19.12175,17.1023333333,22.6878333333,15.3573333333
574.53,18.3544833334,42.6823333333,27.0526666666,45.0123333333,17.5747857143,13.7616666667,19.12525,17.1468333334,22.6838333334,15.4363333333
574.87,18.3576083334,42.732,27.1628333333,45.0975,17.5928095238,13.7926666667,19.14475,17.1345,22.669,15.3911666667
575.21,18.4115083333,42.7306666666,27.1946666667,45.1515,17.6425952381,13.8141666666,19.1815833333,17.154,22.665,15.4595
575.55,18.4340916667,42.7285,27.2158333333,45.1576666667,17.6048571429,13.8068333333,19.1700833334,17.1521666667,22.7026666666,15.4276666666
575.89,18.4697416667,42.7363333334,27.227,45.1656666667,17.6274761905,13.8278333334,19.2288333333,17.1535,22.6821666667,15.444
576.22,18.4576166667,42.7353333333,27.2481666667,45.0765,17.6245952381,13.8436666666,19.2283333334,17.168,22.704,15.471
576.56,18.441225,42.7515,27.2773333334,45.1536666667,17.6552857143,13.8296666667,19.25075,17.1655,22.7835,15.4698333333
576.90,18.4405,42.8326666666,27.3588333333,45.2056666667,17.6747857143,13.8395,19.2460833334,17.1778333334,22.8065,15.5381666666
577.24,18.4422166666,42.8361666667,27.4428333333,45.2383333333,17.7155,13.8333333333,19.2646666667,17.1786666667,22.8758333334,15.5878333333
577.58,18.443025,42.787,27.458,45.2035,17.7378333334,13.8305,19.2736666667,17.1355,22.9185,15.5966666666
577.92,18.5456916667,42.854,27.551,45.2916666667,17.7904285715,13.8346666667,19.2981666667,17.1883333334,22.9545,15.725
578.26,18.6052666666,42.9968333333,27.6558333333,45.4136666667,17.8651428572,13.8875,19.3608333334,17.2041666667,23.0511666666,15.6496666667
578.60,18.6526833333,43.0608333334,27.7083333333,45.4645,17.9205714286,13.9543333333,19.3930833333,17.2558333333,23.1985,15.7043333334
578.94,18.6121916666,43.1603333333,27.741,45.493,17.949,13.9433333334,19.441,17.2445,23.34,15.6393333333
579.28,18.603,43.1708333333,27.818,45.5403333333,18.0148809523,13.9525,19.5136666666,17.239,23.3023333333,15.6243333334
579.61,18.5780583334,43.1731666667,27.8001666667,45.5041666667,17.9978571429,13.9065,19.451,17.2835,23.3061666667,15.6071666667
579.95,18.68925,43.2671666666,27.8588333333,45.659,18.0593809524,13.9191666666,19.4720833333,17.2786666666,23.3695,15.6376666667
580.29,18.6916916667,43.3115,27.8475,45.6405,18.0511666666,13.9528333334,19.4374166666,17.3176666667,23.4471666667,15.645
580.63,18.6972083333,43.3243333333,27.8125,45.6485,18.0412142857,13.9246666667,19.4010833334,17.3275,23.5366666666,15.656
580.97,18.64515,43.2885,27.6781666667,45.5795,18.0032857143,13.836,19.4183333333,17.2808333333,23.4261666666,15.6513333334
581.31,18.7418333333,43.4926666666,27.7735,45.7503333333,18.0944047619,13.9506666667,19.5379166666,17.3773333333,23.4641666666,15.7171666667
581.65,18.7942416666,43.6186666667,27.9005,45.9236666667,18.1991904762,14.0031666666,19.6250833333,17.4733333333,23.5668333334,15.7908333333
581.98,18.856325,43.586,27.9333333333,45.9203333333,18.2105476191,13.9821666666,19.6845,17.5056666667,23.6195,15.9456666666
582.32,18.9445166666,43.6596666666,27.9688333333,45.9766666666,18.2816428571,14.0371666667,19.7799166666,17.5891666667,23.6868333334,16.0778333334
582.66,19.0186,43.7346666666,28.069,46.0748333333,18.2894761905,14.0608333333,19.7875,17.685,23.6806666667,16.1216666667
583.00,18.9775833334,43.7071666666,28.0236666667,46.0451666667,18.2752619047,14.0833333333,19.7538333334,17.65,23.7141666666,16.0711666667
583.34,18.943625,43.7733333333,28.072,46.1641666667,18.2834761905,14.1303333333,19.7793333333,17.6103333333,23.7756666666,16.048
583.68,18.8589083333,43.6588333334,27.995,46.0085,18.2147380952,14.118,19.7605833333,17.6163333333,23.7755,15.9581666666
584.01,18.8751,43.7105,28.0661666666,46.1356666666,18.268952381,14.1485,19.8675833333,17.6181666666,23.7546666666,16.0106666666
584.35,18.9380416667,43.8336666667,28.1265,46.1908333333,18.3216904762,14.1901666667,19.9041666666,17.6741666666,23.822,16.038
584.69,18.9515916667,43.9401666667,28.2805,46.2165,18.3043095238,14.2613333334,19.8578333334,17.7246666667,23.8821666666,16.0061666666
585.03,18.9890583334,43.8863333334,28.3486666667,46.1628333334,18.3326190476,14.24,19.8268333333,17.767,23.9966666667,16.0658333333
585.37,18.9389916667,43.8481666667,28.2798333333,46.048,18.2848333333,14.2068333333,19.8145833334,17.6866666666,23.9876666667,15.9866666666
585.70,18.9003166666,43.7766666667,28.225,46.043,18.2932619048,14.2288333333,19.8099166667,17.6806666666,23.9368333333,15.8683333334
586.04,18.6941083333,43.6156666667,28.0381666667,45.8898333333,18.1273333333,14.0781666666,19.6099166667,17.4661666667,23.794,15.7071666667
586.38,18.6001416666,43.5393333334,27.9296666667,45.775,18.0505,14.0735,19.495,17.4066666667,23.7846666666,15.6933333334
586.72,18.7419666667,43.5401666666,28.0211666667,45.7975,18.1366428572,14.1888333334,19.5639166667,17.5075,23.9136666667,15.8231666666
587.06,18.7408666667,43.4398333333,27.9805,45.7365,18.0502142857,14.0876666667,19.4514166667,17.4346666667,23.8405,15.735
587.39,18.7950416667,43.5188333334,28.0928333334,45.8725,18.1194047619,14.0776666667,19.4823333333,17.4351666666,23.8515,15.8061666667
587.73,18.8492083333,43.5365,28.1426666667,45.8766666666,18.1525238095,14.084,19.489,17.4731666667,23.9108333333,15.8845
588.07,18.8736583334,43.5186666666,28.1711666667,45.9081666667,18.1943809524,14.1441666666,19.5289166666,17.4705,23.939,15.9508333333
588.41,19.034525,43.5715,28.2636666666,46.0983333333,18.3477619048,14.2758333334,19.62525,17.6125,24.0956666667,16.104
588.74,19.04265,43.623,28.2958333334,46.2023333333,18.3284761905,14.282,19.6068333334,17.607,24.0711666667,16.0838333334
589.08,19.0615,43.6668333333,28.3106666667,46.2656666667,18.2858809523,14.326,19.6005833334,17.6136666667,24.0398333333,16.1116666666
589.42,19.021025,43.796,28.4051666666,46.2603333333,18.2483809523,14.2958333333,19.5808333334,17.6536666667,24.126,16.1423333333
589.76,19.0879833333,43.8788333334,28.4928333333,46.3255,18.3180714285,14.3723333333,19.6561666666,17.7348333333,24.1693333334,16.2115
590.09,19.168775,44.011,28.5893333333,46.4258333333,18.4024285715,14.4558333334,19.7775833334,17.7683333334,24.1848333333,16.236
590.43,19.1238916667,44.084,28.6201666667,46.4546666666,18.3326190476,14.3531666667,19.7150833333,17.6985,24.0996666667,16.287
590.77,19.1842583333,44.1725,28.7438333333,46.5388333333,18.4883333333,14.506,19.8608333334,17.8246666666,24.252,16.458
591.11,19.1837833334,44.2013333334,28.7495,46.5591666667,18.4742142857,14.5531666667,19.8713333334,17.8456666667,24.2938333334,16.4711666666
591.44,19.2465166666,44.2331666666,28.8195,46.5525,18.4951190476,14.6341666666,19.9536666667,17.9133333333,24.3378333334,16.4918333334
591.78,19.2739416666,44.3023333333,28.9426666667,46.6126666667,18.5445,14.6765,19.9899166667,17.9505,24.3555,16.482
592.12,19.2283333334,44.26,28.9383333334,46.5393333333,18.5120952381,14.6246666667,19.9973333333,17.9481666667,24.353,16.516
592.46,19.2076916667,44.1986666666,28.9508333333,46.4666666666,18.5166428571,14.5713333333,20.0170833334,17.9346666666,24.318,16.5186666666
592.79,19.1810333334,44.1853333334,28.9345,46.4486666667,18.5743571428,14.5713333334,20.0115,17.9246666667,24.4036666666,16.474
593.13,19.2655083333,44.1501666667,28.8771666666,46.4563333334,18.6573571429,14.6683333334,20.0451666667,17.9213333333,24.3825,16.4855
593.47,19.3180666667,44.2008333334,28.9453333333,46.5041666667,18.6578095238,14.5861666666,19.9853333333,17.8971666667,24.404,16.5215
593.80,19.2182666667,44.035,28.827,46.3656666667,18.5621428572,14.445,19.8555833334,17.7956666666,24.261,16.4475
594.14,19.2676,44.0653333333,28.8338333333,46.3726666667,18.6251190476,14.4873333333,19.90625,17.8591666666,24.3323333334,16.4065
594.48,19.3228166667,44.1846666667,28.8496666667,46.4686666667,18.632047619,14.4535,19.9095833333,17.9066666666,24.3718333334,16.3861666666
594.81,19.3407333333,44.2135,28.8721666667,46.535,18.6148095238,14.4695,19.9190833334,17.8913333334,24.3848333333,16.4241666666
595.15,19.331125,44.2625,28.845,46.564,18.6228333334,14.3988333333,19.8566666666,17.8381666667,24.32,16.3663333333
595.49,19.2869,44.2408333333,28.7931666667,46.5233333333,18.5506666667,14.335,19.7908333334,17.7761666666,24.2503333333,16.3065
595.82,19.2845583333,44.2611666667,28.744,46.5873333334,18.5280238095,14.3403333333,19.8098333333,17.6993333333,24.1906666667,16.2145
596.16,19.2401583333,44.2585,28.6945,46.6283333333,18.5009285715,14.3373333333,19.7921666667,17.708,24.1731666667,16.1583333334
596.50,19.2738416667,44.274,28.7355,46.6611666666,18.4655952381,14.3013333333,19.7395833333,17.7545,24.1575,16.2425
596.83,19.3185166666,44.3498333334,28.8476666667,46.7546666666,18.490547619,14.3088333333,19.75775,17.8201666667,24.251,16.3698333333
597.17,19.3294333333,44.278,28.8483333333,46.7343333334,18.5313571428,14.3688333333,19.8615,17.8611666666,24.221,16.4223333334
597.51,19.458625,44.4253333333,29.0028333334,46.9413333334,18.6292142857,14.4336666667,19.9054166666,17.9645,24.3638333334,16.5376666667
597.84,19.458925,44.4488333333,29.0856666667,47.0088333333,18.6068571429,14.398,19.9000833334,17.9743333333,24.3723333333,16.5733333333
598.18,19.490875,44.4881666667,29.1745,47.0371666667,18.6565714286,14.474,19.9543333334,18.0038333334,24.3953333333,16.635
598.52,19.576325,44.6435,29.292,47.0663333333,18.7670476191,14.5013333333,19.9779166666,18.1428333333,24.5275,16.6711666667
598.85,19.4994166666,44.5753333333,29.2596666667,47.0015,18.6972380952,14.477,19.9109166666,18.1593333333,24.5235,16.6378333333
599.19,19.5908166667,44.6776666666,29.3336666667,47.094,18.7983809524,14.5425,20.02025,18.2578333333,24.6395,16.685
599.53,19.5922833333,44.7375,29.366,47.1045,18.8300238095,14.5365,20.0485833333,18.2973333334,24.7358333334,16.7146666667
599.86,19.6722416667,44.81,29.5043333333,47.188,18.8522142857,14.588,20.0618333334,18.2881666666,24.8745,16.8113333333
600.20,19.6556416666,44.8136666667,29.5613333333,47.1645,18.8675952381,14.6191666667,20.11725,18.2718333333,24.8833333333,16.7608333333
600.53,19.6557833333,44.899,29.5841666666,47.1945,18.9175714285,14.5976666667,20.1540833334,18.2606666667,24.9051666667,16.6708333334
600.87,19.7405166667,45.061,29.698,47.3548333333,18.9478333334,14.6546666666,20.13275,18.3085,25.0245,16.6396666667
601.21,19.7079166667,45.004,29.6836666666,47.261,18.9098809524,14.636,20.1324166667,18.331,24.99,16.5986666666
601.54,19.6909166667,44.9878333333,29.5711666667,47.289,18.9215952381,14.6625,20.1148333333,18.346,24.9985,16.6611666667
601.88,19.6900833333,44.9293333334,29.569,47.1598333334,18.8801428571,14.5795,20.0689166667,18.2938333334,24.9471666666,16.5821666667
602.21,19.6887,44.8745,29.5526666667,47.1811666667,18.8734523809,14.6391666666,20.17975,18.219,24.8898333334,16.5586666666
602.55,19.7154333333,44.8338333334,29.5555,47.1911666666,18.8883095238,14.688,20.1870833333,18.1868333334,24.8935,16.6141666667
602.88,19.6229166666,44.7668333334,29.5925,47.2285,18.8615,14.6993333333,20.15325,18.1416666667,24.8848333333,16.6375
603.22,19.6023333333,44.7726666666,29.5468333334,47.1628333334,18.8342142857,14.6923333333,20.0921666667,18.0593333333,24.796,16.5748333333
603.56,19.6368083333,44.8401666666,29.59,47.2118333334,18.8926428572,14.7493333333,20.1236666666,18.1003333334,24.7811666667,16.6481666666
603.89,19.7100916667,44.911,29.6116666667,47.2881666667,18.9462380952,14.7721666667,20.1581666667,18.1568333334,24.7978333333,16.7286666666
604.23,19.6920666667,44.8053333333,29.6066666666,47.2396666666,18.8885952381,14.7711666667,20.1255,18.0856666666,24.7305,16.7198333333
604.56,19.6904083333,44.8418333334,29.5921666667,47.2391666667,18.9403809524,14.758,20.1904166667,18.0563333334,24.7155,16.8145
604.90,19.6425166666,44.8681666667,29.5065,47.2348333333,18.9247857142,14.7745,20.2273333334,18.0068333333,24.674,16.7585
605.23,19.68405,44.9378333333,29.566,47.2968333334,18.9737619047,14.7955,20.2685,18.0056666667,24.7408333334,16.773
605.57,19.6978416667,44.9541666666,29.5555,47.3681666666,18.9921190477,14.8565,20.29675,18.0081666666,24.8041666667,16.8775
605.90,19.7049333333,45.0698333334,29.6185,47.4566666667,18.9997619047,14.8498333334,20.2578333333,18.0656666667,24.8261666666,16.9486666666
606.24,19.824225,45.2555,29.7388333333,47.6408333334,19.093047619,14.8768333333,20.3676666666,18.1841666667,24.9775,17.0991666666
606.58,19.880575,45.2955,29.727,47.5693333333,19.0614761905,14.8296666667,20.3715833334,18.1625,25.0006666666,17.051
606.91,19.8690416666,45.245,29.7706666667,47.583,19.0065952381,14.7611666667,20.2830833333,18.1805,25.0333333334,17.085
607.25,19.8745166667,45.3105,29.7645,47.637,19.0023809524,14.7683333333,20.3114166667,18.1956666666,25.096,17.0963333334
607.58,19.8059666667,45.3216666667,29.7598333334,47.588,18.9200238095,14.707,20.2503333333,18.1203333333,25.079,17.0385
607.92,19.7681833333,45.3916666667,29.7375,47.5286666667,18.9220952381,14.6531666667,20.2448333334,18.0931666666,25.1386666666,17.0171666666
608.25,19.7837166667,45.3416666666,29.7985,47.4408333333,18.8912619047,14.6145,20.1851666666,18.107,25.232,16.9868333333
608.59,19.8360666667,45.2901666666,29.8791666667,47.3695,18.9545476191,14.6435,20.2008333334,18.1025,25.3903333334,17.0516666667
608.92,19.8066833334,45.2163333334,29.9208333333,47.1363333333,18.9290238095,14.6353333334,20.1775833334,18.0743333333,25.3705,17.0515
609.26,19.811425,45.1275,29.9143333334,47.0363333334,18.9853095238,14.572,20.2119166666,18.042,25.3968333333,17.0503333334
609.59,19.7420333334,44.942,29.8386666666,46.8543333333,18.9627857142,14.494,20.16925,17.929,25.4325,17.0201666666
609.93,19.6737166667,44.843,29.7963333333,46.707,18.9716190476,14.453,20.1280833333,17.8165,25.411,16.907
610.26,19.63085,44.784,29.7506666666,46.6431666667,19.0046428572,14.4321666666,20.1495833334,17.8435,25.4743333333,16.9123333333
610.60,19.661225,44.8153333333,29.774,46.6345,19.0939047619,14.465,20.2765833333,17.8763333334,25.5971666667,16.9681666666
610.93,19.5355666667,44.6608333333,29.6903333334,46.4026666667,19.0603095238,14.3586666667,20.2624166666,17.7985,25.5348333334,16.8806666667
611.27,19.5203083333,44.6266666667,29.6468333333,46.3566666666,19.1309523809,14.386,20.3039166667,17.7878333333,25.639,16.8235
611.60,19.5700333334,44.6338333333,29.694,46.449,19.1940476191,14.4803333333,20.39075,17.8885,25.7125,16.9001666667
