wavelength,Back_SpoInaf,Belly_SpoInaf,Breast_SpoInaf,Crissum_SpoInaf,Crown_SpoInaf,DorTail_SpoInaf,Patch10_SpoInaf,Rump_SpoInaf,Throat_SpoInaf,WingTip_SpoInaf
346.35,10.2926916667,12.6618333333,9.40699999999,14.1083333333,8.2789761905,8.4695,10.6686666667,10.2151666667,7.5855,9.43383333335
346.72,10.6525416667,12.8901666666,9.55049999998,14.2856666667,8.429,8.48483333334,10.8344166667,10.3218333333,7.62416666666,9.66216666665
347.08,10.5665916667,12.5903333333,9.38233333335,14.0446666667,8.16623809524,8.33133333333,10.5524166667,10.0446666667,7.4185,9.61533333335
347.45,10.636125,12.7586666667,9.61299999998,14.2018333333,8.39264285716,8.52383333333,10.702,10.088,7.4525,9.54566666665
347.81,10.9054666666,12.8273333333,9.782,14.2851666667,8.5775,8.77733333334,10.8809166667,10.2841666667,7.4725,9.73716666665
348.18,10.985625,12.9043333333,9.78216666669,14.3198333333,8.52988095236,8.78766666667,10.85925,10.2121666667,7.55616666666,10.0061666666
348.54,11.129075,13.1921666667,9.87966666665,14.59,8.83852380951,8.95783333333,11.1649166667,10.5131666667,7.79833333334,10.194
348.91,11.10835,13.2725,9.96766666667,14.84,8.83395238097,8.96016666666,11.3378333333,10.6213333333,7.83166666667,10.3796666666
349.27,10.7055083334,12.9293333333,9.74266666667,14.6588333333,8.51866666667,8.748,11.0155,10.4465,7.7305,9.8455
349.64,10.48435,12.961,9.798,14.8578333334,8.39935714286,8.83183333334,10.9136666667,10.3536666667,7.76416666666,9.7935
350.00,10.72475,13.2088333334,9.88683333333,15.3343333333,8.68166666666,8.98416666667,11.18425,10.448,7.92766666667,10.0315
350.37,10.0520416667,12.848,9.37833333335,14.8426666667,8.09023809524,8.34416666667,10.63075,9.84550000002,7.4495,9.52683333334
350.73,9.94965833335,12.9481666667,9.54100000001,14.9915,8.22376190476,8.46333333334,10.6299166667,9.90899999998,7.48066666666,9.59316666667
351.10,9.89083333333,13.2198333333,9.94083333334,15.2098333333,8.33821428572,8.53516666666,10.7206666667,10.0568333333,7.64116666667,9.56233333334
351.46,9.87455000001,13.3343333333,9.83183333332,15.1535,8.33842857142,8.70533333334,10.7518333333,10.1761666667,7.50666666667,9.56816666667
351.83,9.55045833335,13.2706666666,9.61583333331,14.8098333333,8.04785714285,8.45,10.4405833333,9.989,7.212,9.18333333333
352.19,9.72920833335,13.5771666667,9.88866666665,15.1093333333,8.23254761905,8.71616666667,10.6818333333,10.2276666667,7.38483333334,9.34016666667
352.55,9.503325,13.364,9.53616666669,14.8393333333,7.84833333334,8.53566666666,10.3296666667,9.94150000002,7.1675,8.945
352.92,9.523425,13.2733333333,9.53966666665,14.693,7.94642857143,8.61233333334,10.3273333333,9.77350000002,7.34866666667,8.76416666666
353.28,10.0820666667,13.8135,9.98383333335,15.1573333333,8.26321428571,8.93083333333,10.65775,10.129,7.75233333333,9.201
353.65,10.0857333333,13.702,9.9155,15.0586666667,8.24652380952,8.72216666667,10.3681666667,10.0671666667,7.66466666666,9.181
354.01,9.84006666666,13.4258333333,9.82916666665,14.8801666667,7.91397619048,8.39066666667,10.0328333334,9.75433333335,7.537,8.86066666667
354.38,10.009325,13.4386666667,10.1061666667,15.078,8.10154761905,8.66466666667,10.2105,9.99766666667,7.76966666667,9.06383333333
354.74,10.126825,13.5566666666,10.1211666667,15.1478333333,8.15204761905,8.79166666667,10.409,10.1288333333,7.80333333333,9.0795
355.11,10.3423416667,13.7826666667,10.1681666667,15.2281666667,8.3233095238,8.82633333334,10.539,10.1793333333,7.95166666666,9.212
355.47,10.307225,13.7101666667,10.2018333333,15.1266666666,8.26459523809,8.6185,10.56525,9.96216666667,7.95366666666,9.15216666666
355.83,10.3045083333,13.7478333334,10.2973333333,15.3418333333,8.30197619047,8.57233333333,10.6515833334,9.961,8.10816666666,9.28783333333
356.20,10.0924,13.6466666667,10.1971666666,15.2508333333,8.17333333334,8.492,10.56025,9.81366666667,8.04916666667,9.23466666666
356.56,10.1916083333,13.782,10.4726666667,15.4846666667,8.4232142857,8.66066666667,10.759,10.0273333333,8.24966666667,9.34883333333
356.93,10.0741916666,13.8383333333,10.479,15.54,8.22997619046,8.50483333334,10.51575,9.9745,8.06083333334,9.211
357.29,9.85848333332,13.5716666666,10.38,15.4285,8.13850000002,8.4565,10.3815833334,9.89099999998,7.99733333333,9.0455
357.66,9.99934166665,13.6925,10.4588333333,15.544,8.26416666666,8.64383333333,10.6051666666,10.006,8.079,9.13933333333
358.02,10.1600583333,13.8185,10.48,15.7085,8.39204761906,8.7445,10.7525,10.2638333334,8.0445,9.2995
358.38,10.1970416667,13.809,10.3705,15.7693333333,8.42647619046,8.70683333333,10.8015,10.2075,7.9755,9.31033333333
358.75,10.3321583333,13.7448333333,10.3511666667,15.8333333333,8.37876190476,8.56783333333,10.7440833333,10.1748333333,7.93516666666,9.45766666667
359.11,10.1801,13.665,10.3235,15.8451666666,8.18909523811,8.54166666666,10.6155,10.0981666667,7.76366666666,9.3755
359.48,10.31105,13.7028333333,10.5313333334,16.128,8.24552380951,8.65383333334,10.6279166667,10.3236666667,7.96483333333,9.45383333333
359.84,10.3530833333,13.7061666667,10.5268333333,16.1231666667,8.23226190479,8.58333333333,10.6349166666,10.3541666667,7.9665,9.35183333333
360.20,10.3700333333,13.7601666667,10.4915,16.081,8.21754761903,8.37716666667,10.6271666666,10.3923333333,7.92716666667,9.334
360.57,10.3958916667,13.8691666666,10.5265,16.1711666666,8.26019047619,8.33183333334,10.7136666666,10.3668333333,7.97683333333,9.348
360.93,10.5629083333,14.0865,10.6568333333,16.398,8.47514285715,8.4315,10.9139166666,10.5441666667,8.13316666666,9.73516666667
361.29,10.7181666667,14.3503333333,10.8455,16.6586666666,8.62942857145,8.6135,11.07825,10.6695,8.27166666667,9.96983333333
361.66,10.56355,14.3346666667,10.807,16.6848333333,8.49864285713,8.52683333333,11.002,10.5721666667,8.15783333333,9.8415
362.02,10.435775,14.3448333333,10.8058333333,16.6283333333,8.44423809521,8.51716666667,10.8886666666,10.4611666666,8.19333333333,9.678
362.39,10.3667333334,14.3828333333,10.8013333333,16.5758333333,8.38438095238,8.3965,10.77225,10.3918333333,8.10816666666,9.54833333334
362.75,10.2876833333,14.4443333333,10.8473333334,16.5961666666,8.41288095239,8.501,10.8406666666,10.3701666667,8.14533333333,9.41683333333
363.11,10.4280583334,14.5396666666,10.801,16.639,8.52519047618,8.543,10.9464166667,10.4373333334,8.18416666666,9.40416666666
363.48,10.256525,14.5298333334,10.5125,16.5181666666,8.36845238095,8.34216666666,10.8115833334,10.1823333333,8.02216666666,9.30433333333
363.84,10.21355,14.5826666667,10.5031666667,16.5418333333,8.35916666667,8.406,10.7370833334,10.1153333333,8.0575,9.3165
364.20,10.384925,14.7583333333,10.6896666667,16.6506666667,8.5581904762,8.7125,10.8686666667,10.1965,8.20066666667,9.412
364.57,10.3836,14.8485,10.6995,16.6611666667,8.53919047617,8.65983333334,10.7816666667,10.2218333333,8.31716666666,9.426
364.93,10.399625,14.874,10.6341666667,16.5981666667,8.58609523809,8.79466666666,10.89525,10.1688333333,8.31833333333,9.26533333334
365.29,10.137625,14.7011666667,10.4263333333,16.2591666667,8.28061904761,8.40283333333,10.61625,9.83583333333,8.056,8.9765
365.66,10.2414666667,14.8673333334,10.5206666666,16.2788333333,8.38823809523,8.48116666667,10.7491666666,9.97916666668,8.19683333334,9.042
366.02,10.5537916667,15.2,10.817,16.513,8.69402380952,8.716,11.0848333333,10.2525,8.32233333333,9.4535
366.38,10.594325,15.2555,10.9036666667,16.5828333333,8.79621428574,8.8345,11.17,10.3271666667,8.51233333334,9.55966666665
366.75,10.3396166667,15.181,10.8191666667,16.473,8.63576190476,8.64216666667,11.0085,10.2205,8.47366666667,9.32183333334
367.11,10.3047166667,15.1426666667,10.8636666666,16.4895,8.6539047619,8.69333333333,11.04925,10.2648333334,8.5415,9.4105
367.47,10.4469833333,15.2316666666,11.0175,16.5993333333,8.77904761903,8.88916666667,11.2311666667,10.3941666667,8.68133333333,9.4505
367.84,10.686175,15.3003333334,11.1616666666,16.7425,8.99359523808,8.99283333333,11.4099166667,10.5918333333,8.81316666666,9.596
368.20,10.5706083333,15.253,10.9978333333,16.7871666667,8.88283333331,8.87183333334,11.4161666666,10.5153333333,8.83516666666,9.5255
368.56,10.5972083333,15.1621666667,11.0108333333,16.8238333333,8.85095238095,8.9425,11.4263333333,10.458,8.6505,9.4955
368.93,10.53785,15.2405,10.9363333333,16.9328333333,8.79373809525,8.87716666666,11.3091666667,10.5078333333,8.70333333333,9.25533333334
369.29,10.670075,15.362,11.1061666667,17.0646666666,9.01523809522,9.08166666667,11.4303333333,10.7086666667,8.82283333333,9.35116666666
369.65,10.795875,15.541,11.2153333333,17.2711666667,9.15754761904,9.197,11.5316666667,10.7136666667,9.01116666666,9.516
370.01,10.741275,15.4193333334,11.0826666666,17.3496666667,8.94749999999,9.07,11.2670833334,10.5456666667,9.0095,9.51566666667
370.38,10.8156666666,15.6826666667,11.2465,17.5935,9.02654761907,9.251,11.451,10.7095,9.161,9.657
370.74,11.1040083333,15.8655,11.442,17.8588333333,9.25564285717,9.39466666666,11.6440833334,10.8403333333,9.319,9.97466666665
371.10,11.194125,16.0325,11.6408333333,18.1063333333,9.39,9.51333333333,11.716,10.9638333333,9.44916666667,10.0326666666
371.46,11.1283916666,16.0081666666,11.5935,18.0823333334,9.40542857145,9.41833333333,11.6243333334,10.9641666666,9.3865,10.0156666666
371.83,11.1226083333,16.2013333333,11.6831666666,18.1763333334,9.43185714285,9.52566666666,11.745,10.9453333333,9.35133333333,10.0335
372.19,11.18005,16.2903333333,11.8383333333,18.2533333333,9.49523809525,9.60166666667,11.6634166667,10.9988333333,9.35416666666,9.95916666665
372.55,11.24855,16.4238333334,11.9736666667,18.3666666667,9.5609761905,9.6575,11.6891666666,11.099,9.5085,10.0201666666
372.92,11.24285,16.4608333333,12.0646666667,18.3138333334,9.57892857145,9.58916666667,11.7808333333,11.1501666667,9.43583333333,10.1523333334
373.28,11.2716,16.4845,12.0735,18.4383333333,9.57123809522,9.5645,11.8466666667,11.1145,9.5255,10.221
373.64,11.2589166667,16.3443333334,11.9838333334,18.3911666667,9.487,9.454,11.7680833333,11.0513333333,9.33983333333,10.1578333334
374.00,11.3337833334,16.4981666667,12.1445,18.5223333333,9.61935714287,9.64366666669,11.8204166667,11.2035,9.56583333334,10.1801666666
374.37,11.4008583334,16.4781666667,12.0906666667,18.5468333334,9.6210238095,9.552,11.7690833334,11.1996666666,9.578,10.1153333333
374.73,11.1880583333,16.4773333333,11.8858333333,18.2773333333,9.4435,9.29316666666,11.579,11.014,9.41616666666,9.8455
375.09,11.16895,16.6338333333,11.843,18.2106666666,9.4772857143,9.24916666667,11.598,10.8916666667,9.47383333334,9.91016666665
375.45,11.2152833334,16.8741666667,11.9328333334,18.2996666667,9.51790476192,9.28233333333,11.7193333334,10.9595,9.53166666667,10.0183333334
375.81,10.9819083333,16.766,11.7111666667,18.2123333333,9.31333333334,9.03216666666,11.58025,10.772,9.4425,9.83066666665
376.18,11.0414083333,16.8311666666,11.7531666667,18.1683333333,9.3109761905,8.97333333333,11.6913333334,10.7591666666,9.41733333333,9.984
376.54,10.9431333334,16.7693333333,11.6681666666,18.127,9.25040476189,8.89183333334,11.6540833333,10.6795,9.29866666666,9.99
376.90,10.955175,16.6756666667,11.7441666667,18.1601666666,9.25142857143,8.8625,11.6034166667,10.6353333333,9.44683333334,10.0145
377.26,11.0595916667,16.9436666666,11.9043333333,18.3893333333,9.40490476188,9.08283333333,11.7850833334,10.8506666667,9.5535,10.0828333333
377.63,11.1745,17.0885,12.1058333333,18.5353333333,9.51426190479,9.20766666667,11.8896666667,10.9963333333,9.78916666667,10.1641666667
377.99,10.9736333333,17.0001666667,11.9923333334,18.377,9.37607142858,9.03933333333,11.8681666666,10.844,9.59466666666,9.924
378.35,10.89655,16.9431666667,11.938,18.4031666666,9.29507142855,8.89383333333,11.7858333334,10.7716666666,9.4505,9.82933333335
378.71,11.01595,16.9988333333,12.118,18.609,9.41566666665,9.08233333334,11.93575,10.9323333333,9.55883333334,9.919
379.07,10.8365083334,16.7031666666,11.947,18.6591666667,9.1807857143,8.89416666667,11.7273333333,10.7466666667,9.34466666666,9.71616666665
379.44,10.8952666667,16.7201666667,12.095,18.7855,9.24828571427,9.01683333334,11.7425833334,10.7906666667,9.49683333333,9.73016666665
379.80,10.9208333334,16.6925,12.2003333333,18.8318333333,9.26114285714,9.03766666667,11.7080833334,10.8275,9.51083333334,9.7195
380.16,10.779925,16.6518333334,12.1471666667,18.8816666666,9.22904761905,8.9175,11.6621666667,10.7338333333,9.459,9.59333333335
380.52,10.7667916667,16.7178333333,12.1143333333,18.978,9.25302380951,8.8835,11.6915833333,10.6926666667,9.505,9.55183333334
380.88,10.7861,16.8068333333,12.1496666666,19.0791666667,9.2237142857,8.84233333334,11.6844166666,10.6171666667,9.46083333333,9.55833333333
381.24,10.79865,16.8056666666,12.1131666667,19.0805,9.23504761906,8.74233333333,11.6525,10.5531666667,9.43766666667,9.56833333334
381.61,10.7723416667,16.9553333333,12.0996666667,19.2535,9.29235714285,8.81216666667,11.7084166667,10.6231666667,9.50416666667,9.5985
381.97,10.8509833334,16.9658333333,12.1325,19.3616666666,9.37690476189,8.823,11.781,10.6356666667,9.51183333333,9.68266666665
382.33,10.9616,17.1598333333,12.3285,19.4701666667,9.49028571427,8.985,11.9226666667,10.6923333333,9.6855,9.90866666665
382.69,10.950675,17.1778333334,12.3358333333,19.526,9.44702380954,8.90933333334,11.80675,10.6365,9.75766666666,9.93383333335
383.05,11.089475,17.4101666666,12.5145,19.5646666666,9.60514285715,8.99866666667,11.9255833333,10.8985,9.97483333333,10.104
383.41,11.1441833333,17.4796666667,12.5148333333,19.6181666666,9.65028571429,9.01633333333,12.0101666667,10.9216666667,10.0006666667,10.0625
383.77,11.3028166666,17.625,12.6371666666,19.7793333333,9.78004761905,9.10483333333,12.1243333334,11.0503333333,10.1621666667,10.1676666666
384.14,11.3780833334,17.7018333333,12.715,19.8913333333,9.8260952381,9.20783333333,12.1418333334,11.2003333333,10.2781666667,10.2226666666
384.50,11.4873333333,17.8431666666,12.8938333333,20.07,9.96721428574,9.32016666666,12.29175,11.3421666666,10.3763333333,10.2646666667
384.86,11.4825333334,17.8581666667,12.8536666666,20.1065,9.94714285713,9.37766666667,12.2450833333,11.355,10.4311666667,10.2083333334
385.22,11.4098833333,17.8835,12.8233333333,20.1005,9.82638095236,9.269,12.13325,11.2536666667,10.42,10.2036666666
385.58,11.4004166666,17.8243333334,12.7886666667,20.043,9.72516666668,9.20733333334,12.0235833334,11.1325,10.365,10.2231666667
385.94,11.3460166667,17.8721666667,12.7786666667,19.968,9.65073809525,9.138,11.9540833334,11.0916666666,10.3415,10.139
386.30,11.2788166667,17.8676666667,12.733,19.9536666667,9.61826190478,9.12816666666,11.9375833334,11.0598333333,10.3225,9.9715
386.66,11.2522833333,17.8535,12.719,19.9468333333,9.61914285717,9.15883333333,11.95575,10.9995,10.2366666667,9.92216666665
387.03,11.1693583334,17.8358333333,12.6578333334,19.966,9.6350238095,9.15783333334,12.0214166666,10.9171666667,10.1648333333,9.772
387.39,11.057475,17.8331666667,12.6006666667,20.0038333333,9.56147619048,9.053,11.934,10.8793333333,10.0433333333,9.7705
387.75,10.9987166667,17.9023333333,12.6323333333,20.0083333334,9.5650238095,9.0155,11.9598333334,10.9083333334,9.98883333334,9.7085
388.11,10.936725,17.9561666666,12.5926666667,20.0893333333,9.56790476191,9.00983333333,11.93925,10.8335,9.97966666667,9.65
388.47,10.85915,17.9548333333,12.5831666667,20.0441666666,9.50826190475,8.9825,11.89125,10.792,9.9045,9.63983333333
388.83,10.8399666667,18.1011666667,12.6303333333,20.1478333334,9.60819047618,9.0005,11.9999166666,10.823,9.92666666666,9.69416666667
389.19,10.8591333333,18.0928333334,12.7381666667,20.2128333333,9.65423809525,9.07133333333,12.0730833333,10.8618333333,9.93,9.677
389.55,10.9215666667,18.2785,12.8781666667,20.3376666667,9.84111904764,9.18233333333,12.2924166667,11.0296666667,10.0458333333,9.7455
389.91,10.9949416666,18.467,13.0368333333,20.536,9.9771904762,9.31366666667,12.44475,11.14,10.1958333333,9.808
390.27,11.0709583333,18.5656666666,13.1468333333,20.6888333333,10.0193571429,9.36466666666,12.4965833333,11.24,10.311,9.8625
390.63,11.13605,18.762,13.2241666667,20.87,10.1064285714,9.43366666667,12.6236666666,11.3203333333,10.4528333333,9.96533333335
391.00,11.2974833333,18.9163333333,13.3448333333,21.0345,10.2139285714,9.5655,12.7044166666,11.3811666666,10.5401666667,10.0815
391.36,11.3502916667,18.9853333333,13.3843333333,21.0936666667,10.2242857143,9.54683333333,12.7098333334,11.3696666667,10.6426666667,10.1058333333
391.72,11.4494916667,19.043,13.433,21.1928333333,10.2839285714,9.65333333335,12.7695833333,11.3486666667,10.7105,10.2923333334
392.08,11.4796666667,19.0298333333,13.4053333334,21.1961666667,10.2419285714,9.614,12.7459166667,11.3778333333,10.7345,10.2931666666
392.44,11.5705416666,19.0935,13.4083333334,21.2436666667,10.2401190476,9.65149999998,12.6953333333,11.383,10.701,10.3088333333
392.80,11.6197583333,19.0633333333,13.4501666667,21.2655,10.2092857143,9.66833333333,12.7179166666,11.4248333334,10.7186666667,10.2826666666
393.16,11.5972583334,19.0328333333,13.3581666667,21.2495,10.1515952381,9.63133333332,12.6543333333,11.4206666666,10.707,10.2003333333
393.52,11.5340583333,18.9393333333,13.3261666666,21.2501666666,10.0197619048,9.47666666667,12.52775,11.313,10.5956666667,10.0558333333
393.88,11.506775,18.807,13.2396666666,21.255,9.92445238093,9.38816666667,12.41825,11.2148333333,10.6146666667,9.99083333335
394.24,11.4899,18.823,13.2213333333,21.1975,9.94380952382,9.34283333334,12.39925,11.1393333333,10.5253333333,10.0223333333
394.60,11.5162083334,18.8038333333,13.2573333334,21.2461666666,9.93964285716,9.351,12.383,11.199,10.5928333333,10.0745
394.96,11.4542416667,18.7221666667,13.2335,21.179,9.82052380951,9.192,12.2874166666,11.0713333334,10.6205,10.04
395.32,11.410675,18.7268333333,13.2543333334,21.222,9.75071428572,9.18333333333,12.235,11.0208333333,10.5485,9.97983333335
395.68,11.404375,18.8463333333,13.2868333333,21.2985,9.74921428572,9.189,12.1936666666,11.0913333334,10.6606666667,9.973
396.04,11.4523916666,18.9805,13.4276666666,21.3711666666,9.80278571427,9.2425,12.2769166666,11.1078333333,10.7121666667,9.99266666665
396.40,11.454025,19.0496666667,13.5075,21.4641666667,9.8348095238,9.24833333333,12.3055,11.1363333333,10.8093333333,10.041
396.76,11.4328083333,19.101,13.497,21.4985,9.7811904762,9.19433333333,12.2235833333,11.0698333333,10.8268333333,10.0278333333
397.12,11.4212833333,19.2033333333,13.5141666666,21.566,9.8080952381,9.1525,12.2860833333,11.0191666667,10.875,10.0581666666
397.48,11.4726416667,19.3585,13.602,21.7143333333,9.8976904762,9.24833333333,12.36725,11.0796666667,11.0165,10.128
397.84,11.5912416666,19.6178333333,13.759,21.8736666666,9.97957142857,9.342,12.3934166667,11.1826666667,11.12,10.3343333333
398.20,11.6343583333,19.6911666666,13.8335,22.1108333333,10.0514285714,9.47299999998,12.4743333333,11.2823333333,11.321,10.4375
398.56,11.65065,19.7915,13.8375,22.1558333333,10.1037142857,9.49633333335,12.5239166666,11.2871666667,11.305,10.3816666667
398.92,11.7508583333,20.0123333333,13.979,22.3603333333,10.2091666667,9.71566666666,12.7005,11.4435,11.4375,10.4876666667
399.28,11.8501333334,20.1211666666,14.0538333333,22.4758333333,10.3565714286,9.81516666667,12.8331666666,11.5818333333,11.5616666667,10.6066666666
399.64,11.8282916666,20.0571666666,14.0023333333,22.4908333333,10.3516190476,9.76166666667,12.8863333333,11.5146666667,11.4708333333,10.51
400.00,11.797325,20.0271666667,13.982,22.5805,10.3727380952,9.76516666669,12.821,11.5013333334,11.5045,10.4803333333
400.36,11.82775,20.0778333333,14.0083333333,22.6623333333,10.4437619048,9.83733333335,12.966,11.5655,11.6171666667,10.4656666666
400.72,11.9505,20.2388333334,14.1791666666,22.8628333333,10.6067857143,9.96266666667,13.13275,11.7133333334,11.6513333333,10.6328333333
401.08,12.0926666667,20.4336666667,14.4223333334,23.0541666666,10.759452381,10.1288333333,13.2605833333,11.87,11.8175,10.7808333333
401.44,12.0130833334,20.4318333333,14.2845,22.9851666666,10.6745714285,10.04,13.1490833333,11.8285,11.6616666667,10.73
401.80,11.9537416667,20.381,14.2845,22.9983333334,10.6705,10.0168333334,13.1906666666,11.8008333333,11.6031666667,10.6576666666
402.16,11.9781333334,20.4931666666,14.2695,22.9653333334,10.6537142857,9.97500000002,13.1933333333,11.8396666667,11.6035,10.5565
402.52,11.9427833334,20.54,14.2983333333,23.0356666667,10.600952381,9.92383333335,13.1425,11.8318333333,11.5425,10.477
402.88,11.8236583333,20.4916666667,14.2105,22.9803333333,10.5283809524,9.79399999999,13.0415833333,11.8071666667,11.364,10.307
403.24,11.7503,20.516,14.2255,23.063,10.5251428571,9.78233333333,13.0086666667,11.7856666667,11.359,10.2523333334
403.60,11.7617416666,20.5983333333,14.2878333333,23.14,10.4773571429,9.76400000001,12.9461666666,11.8023333333,11.3953333333,10.286
403.95,11.7985666667,20.6786666667,14.3155,23.2021666667,10.445,9.71399999998,12.951,11.8103333334,11.3588333333,10.2985
404.31,11.749625,20.6551666667,14.2728333333,23.1245,10.3125238095,9.59200000002,12.82025,11.697,11.2815,10.275
404.67,11.6849583334,20.6566666667,14.2256666666,23.145,10.2816666667,9.56183333332,12.7840833334,11.6563333334,11.3085,10.2215
405.03,11.618525,20.6745,14.1021666666,23.1523333334,10.2151904762,9.4625,12.71875,11.5766666666,11.2135,10.1751666667
405.39,11.6618416666,20.7423333333,14.1985,23.2753333333,10.2317619048,9.48600000002,12.7818333334,11.5695,11.2885,10.1758333333
405.75,11.7131083334,20.85,14.2146666667,23.3228333333,10.2894761905,9.54016666666,12.8313333333,11.6428333333,11.3271666667,10.1766666667
406.11,11.719575,20.8291666666,14.231,23.4213333333,10.2636904762,9.47866666665,12.7788333333,11.5868333334,11.2446666667,10.2163333334
406.47,11.7492666667,20.8806666667,14.2373333334,23.496,10.3063333333,9.49433333333,12.8438333334,11.6176666666,11.3195,10.3005
406.83,11.8128,20.9303333333,14.235,23.5466666667,10.3719761905,9.48149999999,12.8686666667,11.5918333333,11.3841666667,10.3715
407.19,11.7918833334,20.9261666667,14.228,23.4806666667,10.2856904762,9.41666666668,12.8549166667,11.5133333333,11.4126666667,10.3211666667
407.55,11.7437916667,20.9485,14.2223333334,23.4948333333,10.3252857143,9.403,12.8574166666,11.473,11.3693333333,10.253
407.90,11.6507166667,20.9473333334,14.1575,23.4203333334,10.3092857143,9.384,12.8675833333,11.4105,11.3188333333,10.1906666666
408.26,11.6361333333,20.9785,14.17,23.5045,10.3389761905,9.392,12.8936666666,11.4338333333,11.3161666667,10.1156666667
408.62,11.652825,20.9383333334,14.1413333333,23.556,10.3084523809,9.333,12.88575,11.3866666667,11.3186666667,10.118
408.98,11.6905833333,20.953,14.2133333334,23.5771666667,10.329452381,9.37466666667,12.9339166666,11.4418333334,11.3941666667,10.0821666667
409.34,11.7602833333,21.0328333333,14.2653333333,23.6121666666,10.3972142857,9.444,12.9874166666,11.5151666666,11.4933333333,10.1485
409.70,11.6657166666,21.0048333333,14.2321666667,23.6311666667,10.31,9.36366666667,12.91875,11.4108333333,11.4521666667,10.0883333334
410.06,11.62095,21.0213333334,14.2448333333,23.5626666666,10.2945952381,9.37366666666,12.9466666666,11.3921666667,11.4718333333,10.029
410.42,11.5608583333,20.9586666667,14.2613333334,23.5333333333,10.2348571429,9.31366666667,12.8750833333,11.2975,11.4133333333,9.94516666665
410.77,11.6031416667,21.0631666667,14.3396666667,23.6473333333,10.2445952381,9.3485,12.9021666667,11.3431666666,11.475,9.93866666665
411.13,11.645075,21.1613333334,14.3451666667,23.698,10.3053333333,9.35983333334,12.9441666667,11.3876666666,11.5091666667,9.95516666665
411.49,11.7580166667,21.2545,14.4281666667,23.8015,10.336047619,9.452,13.0276666666,11.4823333333,11.5815,10.0261666666
411.85,11.8724,21.355,14.5333333333,23.951,10.3814285714,9.51083333331,13.0995833334,11.554,11.6718333333,10.1408333333
412.21,11.9473333333,21.5266666667,14.6411666667,24.0616666667,10.4994047619,9.57216666665,13.2120833334,11.651,11.7816666667,10.2776666666
412.57,12.0028333334,21.6848333333,14.7318333334,24.1493333333,10.5553095238,9.63966666665,13.2618333333,11.738,11.7993333333,10.3231666666
412.92,11.9749833333,21.6735,14.697,24.184,10.4991428572,9.60283333335,13.2345833333,11.6756666667,11.7135,10.2908333334
413.28,12.0101,21.7923333334,14.777,24.2481666667,10.5183095238,9.62750000002,13.2911666666,11.7131666667,11.7378333333,10.307
413.64,12.081675,21.8665,14.7986666666,24.3375,10.6115,9.68833333332,13.4014166667,11.7648333333,11.7193333333,10.3675
414.00,12.0823416666,21.946,14.7941666667,24.4341666667,10.6040714286,9.6995,13.3818333334,11.7655,11.7418333333,10.3751666666
414.36,12.1316333334,22.1296666666,14.8441666667,24.5625,10.624547619,9.76166666668,13.40575,11.8256666667,11.8033333333,10.401
414.72,12.0749583334,22.0875,14.8061666667,24.5743333333,10.5385238095,9.67599999998,13.337,11.747,11.7633333333,10.3691666666
415.07,12.1020583333,22.16,14.8635,24.6866666666,10.5073809524,9.67533333331,13.3133333333,11.772,11.7891666667,10.4105
415.43,12.103075,22.1875,14.8875,24.7336666666,10.562952381,9.62066666669,13.3303333333,11.7706666666,11.851,10.4125
415.79,12.0681166667,22.2448333334,14.8638333333,24.7068333333,10.5478095238,9.60249999998,13.2953333334,11.735,11.8948333333,10.3836666667
416.15,12.06965,22.2625,14.8441666667,24.7931666667,10.5288333333,9.64950000001,13.2735,11.7066666666,11.8876666667,10.3828333333
416.51,12.027675,22.2805,14.8593333333,24.7953333334,10.5209285714,9.69699999998,13.2800833333,11.6496666667,11.8841666667,10.3173333333
416.86,12.0807916667,22.3608333334,14.9398333334,24.8611666666,10.6028809524,9.72600000001,13.3581666666,11.7065,11.9518333333,10.3681666667
417.22,12.0614,22.3096666666,14.9123333334,24.9195,10.5867619048,9.67883333335,13.2751666666,11.6705,11.9213333333,10.3773333334
417.58,12.04745,22.3613333334,14.9606666666,24.9625,10.5768809524,9.64416666668,13.2560833334,11.663,11.9585,10.365
417.94,12.098475,22.3985,15.0208333333,25.0393333334,10.6122380952,9.64616666665,13.3116666667,11.6808333333,11.9661666667,10.4236666666
418.29,12.169175,22.441,15.0856666666,25.1273333334,10.6723571429,9.68066666667,13.3840833334,11.7558333333,12.0111666667,10.527
418.65,12.2463083334,22.5691666666,15.1965,25.2263333333,10.7755,9.8085,13.5019166667,11.8735,12.084,10.6076666667
419.01,12.3018333334,22.6281666666,15.2588333333,25.314,10.8430952381,9.85733333332,13.56475,11.9411666667,12.1545,10.6525
419.37,12.2871083333,22.683,15.22,25.3596666667,10.8121666667,9.8585,13.5480833334,11.914,12.1555,10.633
419.73,12.3270583333,22.7163333333,15.2696666667,25.4575,10.8642142857,9.87616666665,13.593,11.953,12.1461666667,10.6868333334
420.08,12.3457083334,22.7603333333,15.2873333333,25.4718333333,10.8579523809,9.85283333333,13.5978333333,11.947,12.1746666667,10.6913333334
420.44,12.3847833333,22.822,15.3093333333,25.523,10.8927619047,9.8345,13.6221666666,11.9826666667,12.1998333333,10.7483333334
420.80,12.386,22.874,15.3508333333,25.5868333334,10.8963809524,9.8395,13.61675,11.9788333333,12.2328333333,10.7595
