wavelength,Back_TanRuff,Belly_TanRuff,Breast_TanRuff,Crissum_TanRuff,Crown_TanRuff,DorTail_TanRuff,Patch10_TanRuff,Patch11_TanRuff,Patch12_TanRuff,Patch13_TanRuff,Patch14_TanRuff,Rump_TanRuff,Throat_TanRuff,WingTip_TanRuff
554.77,21.5632,55.1129333334,42.5246,28.3389333333,11.9344666667,10.8847666667,27.0314,35.6248666667,6.39286666667,9.2198,41.1506,51.0938666667,33.0,8.59786666667
555.11,21.5185777778,55.1055333333,42.4882666667,28.3696333333,11.9464666667,10.8426666667,26.9955333333,35.4456666667,6.37906666667,9.18486666667,41.0345333333,51.0506666666,32.9022,8.5738
555.45,21.5672666667,55.1866,42.5473333333,28.4774666667,12.0254,10.9339333333,27.0284,35.3323333333,6.45266666667,9.2486,41.0546,51.0703333333,32.928,8.65093333334
555.80,21.5816222222,55.2585333333,42.5216,28.5681,12.0788,10.9206666667,27.0458,35.2148666667,6.49493333333,9.25453333333,41.0370666667,51.0658666667,32.9086,8.70800000001
556.14,21.5945333334,55.2670666667,42.4675333333,28.6356,12.1341333333,10.9571,27.0195333333,35.0252666667,6.53513333333,9.27453333333,40.9734666667,51.0245333333,32.8437333333,8.72933333333
556.48,21.6400888889,55.4250666667,42.5672,28.7623,12.2166666667,11.0324,27.0713333333,34.9384,6.5766,9.32079999999,41.0106,51.0852666667,32.888,8.8018
556.82,21.6022444444,55.4187333333,42.51,28.7878,12.2299333333,11.0419666667,27.0089333333,34.7737333333,6.55693333333,9.30206666667,40.9727333333,51.0215333333,32.8117333333,8.79753333333
557.16,21.6442666667,55.5577333333,42.5352,28.9102666667,12.2894666667,11.0644333333,27.0821333333,34.6744666667,6.60213333333,9.3538,41.0178,51.0629333333,32.8477333333,8.85026666667
557.50,21.6313333333,55.5582,42.5316,28.9483333333,12.3094666667,11.0497,27.0712666667,34.5132,6.615,9.37246666667,40.9984666667,51.0145333333,32.7712666667,8.87573333333
557.85,21.6352444445,55.581,42.545,29.0600666667,12.3527333333,11.0713666667,27.0725333334,34.3906,6.6418,9.40026666666,40.9722,50.9576666667,32.6966666667,8.92193333333
558.19,21.5494888889,55.5744666667,42.4758666667,29.0570333333,12.3146666667,11.0029,27.0008666667,34.2112666667,6.61993333333,9.33160000001,40.8566,50.8406666667,32.5918666667,8.89500000001
558.53,21.5609555555,55.6208,42.454,29.1579,12.3319333333,11.0017666667,26.9982,34.0714,6.6504,9.34733333333,40.8327333334,50.7816666667,32.5552666667,8.932
558.87,21.6013111111,55.7408666667,42.4854666667,29.2716333333,12.3968,11.0673,27.0386666667,33.9658666667,6.71873333333,9.38506666666,40.8634,50.7806,32.5826666667,9.00340000001
559.21,21.5728666667,55.7581333334,42.4443333333,29.3168,12.3863333333,11.0141333333,27.0158666667,33.8283333333,6.68106666667,9.32699999999,40.8289333333,50.7282,32.4955333333,8.98033333333
559.55,21.5834666667,55.8142,42.4733333333,29.3979666667,12.4260666667,11.0246,26.9904666667,33.6974666667,6.6954,9.35286666666,40.8063333333,50.7078,32.4812666667,8.99280000001
559.89,21.5328888889,55.834,42.4641333333,29.4448,12.433,10.9786333333,26.9440666667,33.5458666667,6.691,9.335,40.7728,50.6358666667,32.4306666667,8.99386666667
560.23,21.4696222222,55.7908,42.3848,29.4328333333,12.4184,10.9225666667,26.8477333333,33.3466,6.6586,9.28366666667,40.6713333333,50.5016,32.3068,8.96613333334
560.58,21.4266666667,55.7921333333,42.2864,29.4798333333,12.4153333333,10.8922333333,26.7972666667,33.1746666666,6.64953333333,9.27573333334,40.5743333333,50.3755333333,32.1984666667,8.96879999999
560.92,21.3827333333,55.8108666667,42.2646,29.5129,12.4050666667,10.8523,26.7135333333,32.9920666667,6.6256,9.23306666667,40.49,50.2922,32.1508666667,8.9588
561.26,21.3551333333,55.9140666667,42.2544666667,29.5676666667,12.4032,10.848,26.6786,32.8605333333,6.60106666667,9.19026666666,40.4348666667,50.2438,32.1092666667,8.93439999999
561.60,21.3324444444,55.9641333333,42.2039333333,29.5926333333,12.4118666667,10.8008666667,26.6164,32.6977333333,6.5818,9.16066666666,40.3863333333,50.1760666667,32.0270666666,8.92773333333
561.94,21.3329333334,55.9828,42.1594666667,29.6689666667,12.4560666667,10.8221,26.5692,32.5465333333,6.588,9.20173333333,40.3572666667,50.1012666667,31.968,8.94119999999
562.28,21.3419111111,56.0173333333,42.1496,29.7149333333,12.5224666667,10.8693666667,26.5461333333,32.4205333333,6.6208,9.23446666667,40.3074666667,50.0386,31.917,8.99166666666
562.62,21.2532,55.9518,42.0254,29.6946666667,12.4922,10.7718333333,26.4178,32.1827333333,6.55353333333,9.18266666666,40.1776666667,49.8568,31.7462666667,8.93493333333
562.96,21.205,55.9397333333,41.9313333333,29.7273,12.5142666667,10.7594333333,26.3261333333,31.9807333333,6.54573333333,9.18519999999,40.0631333333,49.6860666667,31.6447333333,8.92879999999
563.30,21.1278888889,55.9088666667,41.8184,29.6930333333,12.4838666667,10.7125,26.2353333333,31.7644,6.4854,9.12533333334,39.9410666666,49.5382666667,31.487,8.89146666667
563.64,21.0582,55.8973333333,41.7383333333,29.6797,12.4512666667,10.6539333333,26.1322,31.5418666667,6.44526666667,9.0842,39.8464,49.4142666666,31.3271333333,8.8464
563.99,21.0347111111,55.9541333333,41.6877333333,29.7400666667,12.4548,10.6266666667,26.0944,31.3804,6.44173333333,9.07853333333,39.7866,49.3371333333,31.2262,8.85266666667
564.33,20.9877111111,55.9712,41.6444,29.7790333333,12.4858666667,10.6033666667,26.0366666667,31.2203333333,6.42593333333,9.0486,39.7125333333,49.2457333333,31.1686666667,8.84746666667
564.67,20.9269555556,55.8982,41.4982666667,29.7521,12.4729333333,10.5847333333,25.9346,31.0376,6.40733333333,9.0374,39.6018666667,49.0636,31.0069333333,8.82986666667
565.01,20.9234666667,55.8783333333,41.4303333333,29.8025333333,12.5224666667,10.5993666667,25.8968666667,30.914,6.44346666667,9.06513333333,39.5616666667,48.9401333333,30.9218,8.88519999999
565.35,20.8617555556,55.8681333333,41.3506,29.8212333333,12.5047333333,10.5782333333,25.8452666667,30.7388,6.41166666667,9.03766666667,39.4731333333,48.8249333333,30.8368,8.87326666667
565.69,20.8456,55.9369333333,41.3020666667,29.8736666667,12.5220666667,10.5584666667,25.8130666666,30.625,6.41353333333,9.00853333334,39.4274666667,48.7578666667,30.774,8.90333333334
566.03,20.8069555556,55.9822,41.2461333333,29.9407666667,12.5248,10.5351666667,25.7526666667,30.5138666667,6.40946666667,8.99573333333,39.3854666667,48.6882666667,30.7238,8.89133333333
566.37,20.7801777778,55.9844666667,41.1693333333,29.9701,12.5489333333,10.5291666667,25.7100666667,30.3728,6.43126666667,8.99920000001,39.3433333333,48.5869333333,30.667,8.92519999999
566.71,20.7472444444,56.0149333333,41.1186666667,30.0189666667,12.5865333333,10.5251,25.6749333333,30.2447333333,6.45286666667,9.01826666666,39.3064666667,48.5205333333,30.6259333333,8.95593333334
567.05,20.6891333333,56.0040666667,41.0172,30.0684333333,12.5861333333,10.4958666667,25.6181333333,30.0884666667,6.439,8.99673333333,39.2466666667,48.3834,30.5240666667,8.96106666667
567.39,20.6893555556,56.0397333333,40.9420666667,30.1527333333,12.6539333333,10.5299666667,25.6042,29.9806,6.47313333333,9.01746666666,39.2079333333,48.2880666667,30.4688,9.02013333334
567.73,20.6699555556,56.0319333333,40.8504666667,30.2003666667,12.7107333333,10.5609,25.5613333333,29.8518,6.49953333334,9.03106666666,39.1336,48.181,30.4224666667,9.05133333333
568.07,20.6557555556,56.0502666667,40.7645333333,30.2488666667,12.7444666666,10.5643333333,25.519,29.7067333333,6.53146666667,9.06520000001,39.0684666667,48.0585333333,30.3182666666,9.09253333333
568.41,20.6320222222,56.1054666666,40.7220666667,30.3262666667,12.7899333333,10.5559,25.4858666667,29.5592666667,6.54306666667,9.07506666666,39.0375333333,47.982,30.2612666667,9.13306666667
568.75,20.5876,56.1551333333,40.6350666667,30.3743,12.7983333333,10.5099333333,25.4086666667,29.3778666667,6.5316,9.07013333334,38.9491333333,47.8780666667,30.1745333334,9.13479999999
569.09,20.5624888889,56.1526,40.512,30.4125333333,12.8349333333,10.5218,25.3436666667,29.2296,6.5504,9.08260000001,38.8843333333,47.7332,30.0793333333,9.15466666667
569.43,20.4764888889,56.0386666667,40.3754,30.4218333333,12.8141333333,10.4972333333,25.2410666667,29.0074666667,6.5316,9.07673333334,38.7385333333,47.5154666667,29.9233333334,9.13379999999
569.77,20.4318888889,55.9780666667,40.2554,30.4427666667,12.8282666667,10.4738666667,25.1520666667,28.7978,6.5286,9.06920000001,38.6459333333,47.3402,29.7714,9.15259999999
570.11,20.3831111111,55.9268666667,40.1475333333,30.4729333333,12.8507333333,10.4812666667,25.0648666667,28.6277333333,6.53306666667,9.07673333334,38.5296666667,47.1749333333,29.6532666667,9.15460000001
570.45,20.3154222222,55.8673333333,39.9998,30.4612,12.8425333333,10.4644,24.9586,28.4294666667,6.52566666667,9.05626666666,38.4030666667,46.9854666667,29.5004666667,9.1536
570.79,20.3254888889,55.9343333334,39.9484666667,30.5344666667,12.8983333333,10.4888666667,24.9310666667,28.3240666666,6.57206666667,9.10146666666,38.3780666667,46.9012666667,29.4549333333,9.19686666667
571.13,20.2701111111,55.9031333333,39.8231333333,30.5553666667,12.9131333333,10.4628,24.8489333333,28.1554666667,6.55786666667,9.08906666666,38.2853333333,46.7485333333,29.3355333333,9.19026666666
571.47,20.2033111111,55.8898666667,39.7216666667,30.5648333333,12.8979333333,10.3994,24.7708666667,27.9995333333,6.53246666667,9.06613333334,38.1990666667,46.5982,29.2288,9.1764
571.81,20.1562666667,55.8598666666,39.6097333333,30.5823333333,12.9022,10.3814666667,24.6926,27.8346666667,6.52713333333,9.0492,38.0978666667,46.464,29.1090666667,9.17173333334
572.15,20.1164,55.8123333333,39.4953333333,30.6042333333,12.9198,10.4024666667,24.6136666667,27.6825333333,6.54646666667,9.04899999999,37.9748666667,46.3030666667,28.9889333333,9.18353333333
572.49,20.0029111111,55.6952,39.3110666667,30.5597,12.8874,10.3365333333,24.4842666667,27.453,6.50346666667,8.98526666667,37.8275333333,46.0546,28.8018,9.12473333334
572.83,19.9662,55.7248666667,39.2386666667,30.6246,12.9435333333,10.3293666667,24.4372,27.3377333333,6.53673333333,8.99780000001,37.7578,45.9478,28.7222,9.16433333333
573.17,19.9406888889,55.7594,39.1426,30.6604666667,12.9606,10.2983333333,24.3406666667,27.1953333334,6.52733333334,8.97986666667,37.6892,45.8386,28.6530666667,9.15659999999
573.51,19.8494,55.7132,38.9731333333,30.6522666667,12.9365333334,10.2353666667,24.2353333333,27.0011333333,6.49886666667,8.94926666668,37.5358666667,45.6266,28.5214666667,9.12573333333
573.85,19.8154444445,55.7666666667,38.8689333333,30.7077666667,12.9508,10.2147333333,24.1864666667,26.8728,6.48426666667,8.93253333333,37.4720666667,45.5135333333,28.4489333333,9.14526666667
574.19,19.7450222222,55.7380666667,38.7311333333,30.7377333333,12.9310666667,10.1361,24.093,26.7050666667,6.44686666667,8.89953333334,37.3623333333,45.3184666667,28.3236666667,9.10419999999
574.53,19.6659333333,55.6793333333,38.5865333333,30.7487666667,12.9426666667,10.1086,23.9980666667,26.5309333333,6.4486,8.8886,37.2238,45.1268666667,28.1950666667,9.08946666667
574.87,19.625,55.6712666667,38.4596666667,30.7904333333,12.9444666667,10.0863333333,23.9188666667,26.3906,6.44866666666,8.87506666667,37.1212666667,44.9666,28.1082,9.09120000001
575.21,19.5846444444,55.6521333333,38.3442,30.8313,12.9538,10.0621666667,23.833,26.2281333333,6.447,8.85320000001,37.0253333333,44.799,27.9802,9.08546666667
575.55,19.5278444444,55.6083333333,38.2139333333,30.8682,12.9611333333,10.0383333333,23.7370666667,26.0620666667,6.4282,8.83833333334,36.9252666667,44.6024,27.8836,9.07853333333
575.89,19.4777777778,55.563,38.0508666667,30.8951333333,13.0023333333,10.0089666667,23.6747333333,25.9198666667,6.4282,8.82186666667,36.8354666667,44.4335333334,27.8007333334,9.07893333333
576.22,19.4478444445,55.5376,37.9109333334,30.9736666667,13.0549333333,10.0313,23.612,25.8208,6.444,8.83993333334,36.7384,44.2781333333,27.7552,9.11733333333
576.56,19.3907555556,55.434,37.7278666667,30.9471333333,13.0507333333,9.99226666667,23.4898666667,25.6302,6.42213333333,8.81613333333,36.5957333333,44.0404,27.6193333334,9.08586666666
576.90,19.3610222222,55.3820666667,37.5674,30.9671,13.1221333333,10.0159666667,23.4537333333,25.5148,6.4656,8.85333333334,36.4715333333,43.8271333333,27.5153333333,9.14413333334
577.24,19.3639333333,55.4206,37.4685333333,31.0732666667,13.2106,10.0811666667,23.4322666667,25.4260666667,6.5118,8.89193333333,36.4464,43.7124666667,27.4844,9.21173333333
577.58,19.3306888889,55.3835333333,37.3419333333,31.1069666667,13.2799333333,10.0919666667,23.3585333333,25.2866666667,6.55646666667,8.92566666667,36.3425333333,43.4986,27.3705333333,9.225
577.92,19.3291333333,55.4068,37.223,31.1824333333,13.3598666667,10.1349666667,23.3119333333,25.1755333333,6.5954,8.94173333334,36.2516666667,43.3416666667,27.2901333333,9.28913333333
578.26,19.3067333333,55.3493333333,37.0875333333,31.2299,13.4173333333,10.1365666667,23.2258,25.0516,6.6222,8.95133333333,36.1565333333,43.1600666666,27.2018666667,9.33506666667
578.60,19.2489555555,55.3169333333,36.9632666667,31.2784,13.4613333333,10.1223,23.1568666667,24.9063333333,6.63146666667,8.9662,36.0490666667,42.9834666667,27.0848666667,9.37206666666
578.94,19.2107333333,55.2411333333,36.7764,31.3077666667,13.5065333333,10.1519333333,23.0743333333,24.7618,6.6604,9.00539999999,35.9287333333,42.7662666667,26.9905333333,9.42193333333
579.28,19.1667111111,55.2108,36.6504,31.3463333333,13.5452,10.1439,23.0298,24.6467333333,6.6884,9.02406666666,35.829,42.6103333333,26.8968666667,9.45619999999
579.61,19.1001555555,55.2260666667,36.5127333333,31.3763,13.5441333333,10.1025333333,22.9221333333,24.4944666667,6.66933333333,9.03033333333,35.7216666667,42.3880666667,26.7454666667,9.43506666667
579.95,19.0650666667,55.2206666667,36.3951333333,31.4075,13.5652,10.0779,22.8348666667,24.3306666667,6.6826,9.03346666667,35.6244666667,42.2409333333,26.6341333333,9.43279999999
580.29,18.9563333333,55.1442,36.2110666667,31.4139666667,13.5198666667,10.0030666667,22.6937333333,24.1548666667,6.63386666667,8.98353333333,35.5039333333,41.9983333333,26.4748666667,9.39919999999
580.63,18.8524,55.0614,36.0680666667,31.4436333333,13.4884666667,9.98503333335,22.5763333333,23.9730666667,6.61,8.95246666666,35.3987333333,41.7704,26.3113333333,9.38420000001
580.97,18.7362888889,54.9123333333,35.8538666667,31.3822,13.449,9.89766666668,22.3990666667,23.7639333333,6.55153333334,8.90106666666,35.1904666667,41.478,26.1342,9.31893333334
581.31,18.6627555555,54.8990666667,35.7011333333,31.4353333333,13.4234666667,9.84879999999,22.2906666667,23.6212,6.49226666667,8.84266666666,35.11,41.3188,26.0263333333,9.30293333333
581.65,18.5556,54.7878,35.5154666667,31.4282333333,13.4079333333,9.77913333333,22.1742,23.4489333333,6.4756,8.81099999999,34.9627333333,41.1259333333,25.8890666667,9.27246666666
581.98,18.4558,54.7556,35.3453333333,31.4085666667,13.3876666667,9.71483333333,22.0716,23.2932,6.43113333333,8.76773333334,34.8222666667,40.9298,25.7564666667,9.23026666667
582.32,18.3846,54.7189333333,35.1894666667,31.4088666667,13.3857333333,9.68310000001,21.9418,23.1678,6.40493333333,8.72486666666,34.7172,40.7154666667,25.6656666667,9.1886
582.66,18.2643777778,54.6974666666,35.0236666667,31.4323333333,13.3608666667,9.60603333334,21.7781333333,22.9947333333,6.34186666667,8.65700000001,34.5952666667,40.5045333333,25.5155333333,9.12486666667
583.00,18.1416666667,54.5886666667,34.7563333333,31.3921666667,13.3103333333,9.53316666666,21.5708666667,22.8164666667,6.28313333333,8.56780000001,34.4203333333,40.2100666666,25.3498,9.07880000001
583.34,18.0447111111,54.4942,34.5947333333,31.4074,13.2806666667,9.52549999999,21.4556666667,22.6503333333,6.27073333334,8.54860000001,34.2914666667,40.0030666667,25.2296,9.07906666666
583.68,17.9860666667,54.4507333333,34.4561333333,31.4472333333,13.2810666667,9.48349999999,21.3897333333,22.5379333333,6.26213333333,8.5478,34.2048666667,39.7865333333,25.1001333333,9.1012
584.01,17.9376,54.4092666667,34.3358666666,31.5073,13.3264666667,9.51709999999,21.35,22.4335333333,6.29613333333,8.562,34.1072,39.5907333333,25.0304666667,9.12480000001
584.35,17.9216,54.386,34.1734666667,31.5399,13.4018,9.52320000001,21.2850666667,22.3105333333,6.34533333333,8.59393333333,34.0206,39.4362666666,24.9606666667,9.1694
584.69,17.8655777778,54.3664,34.0401333333,31.5820666667,13.4274,9.52749999999,21.2150666667,22.1980666667,6.37346666667,8.59986666667,33.9161333333,39.2300666667,24.8386,9.19806666666
585.03,17.7495555556,54.2890666667,33.8557333333,31.5763,13.4113333333,9.44486666666,21.0836666667,22.0474666666,6.35233333333,8.57899999999,33.736,38.976,24.6984666667,9.16293333334
585.37,17.7091555556,54.3154666667,33.7225333333,31.5974666667,13.4450666667,9.45980000001,21.0145333333,21.9586666667,6.36393333333,8.602,33.6943333333,38.8023333333,24.6192666667,9.1862
585.70,17.6606888889,54.2581333333,33.5712,31.6533333333,13.465,9.47056666667,20.9328,21.8169333333,6.3804,8.62606666667,33.6116,38.5766666667,24.51,9.21679999999
586.04,17.5850666667,54.2113333333,33.3664,31.6384333333,13.4437333333,9.44193333333,20.8381333333,21.6448,6.3686,8.60819999999,33.4770666667,38.3701333333,24.3771333333,9.21680000001
586.38,17.5472666667,54.1364,33.2317333333,31.6621,13.4977333333,9.47606666667,20.7878,21.5669333333,6.4196,8.64833333333,33.3841333333,38.2192666667,24.2930666667,9.28406666667
586.72,17.556,54.122,33.1526666667,31.7434,13.6054,9.53386666667,20.8004,21.4728666667,6.4978,8.7256,33.3171333333,38.0704666667,24.2345333333,9.33706666667
587.06,17.4444444445,54.0806666667,32.9664666667,31.7293666667,13.5641333333,9.43593333333,20.648,21.2853333333,6.44686666667,8.65606666667,33.1784,37.8697333333,24.0899333333,9.29133333333
587.39,17.3356,54.075,32.8028,31.7591,13.5843333333,9.44963333333,20.5498666666,21.1777333333,6.43973333333,8.62573333333,33.0651333333,37.6918666667,24.0026,9.27240000001
587.73,17.2889555556,53.9925333333,32.6172,31.7632666667,13.5956666667,9.40480000001,20.4488,21.0538666667,6.447,8.62726666667,32.913,37.5226666667,23.8648,9.30653333334
588.07,17.1785333333,53.9084,32.4389333333,31.7443666667,13.5692666667,9.35206666667,20.3323333333,20.9269333333,6.41653333333,8.59613333334,32.7528666667,37.2912666667,23.7580666667,9.28986666666
588.41,17.1649333333,53.8939333333,32.3376666667,31.8100666667,13.6176,9.37180000001,20.2994,20.8327333333,6.4562,8.61659999999,32.7005333333,37.1724,23.7181333333,9.3388
588.74,17.1052,53.7836666667,32.1638666667,31.7918333333,13.6396,9.40619999999,20.2251333333,20.6973333333,6.477,8.61033333333,32.5609333333,36.9784,23.5844,9.36640000001
589.08,17.0598888889,53.7363333333,32.0335333333,31.8532,13.6450666667,9.40069999999,20.1192666667,20.5655333333,6.4628,8.59313333334,32.4378,36.8143333333,23.4802666666,9.38559999999
589.42,16.9599777778,53.6957333333,31.8548,31.8481,13.6266,9.31830000001,19.9612,20.4128666667,6.39413333333,8.5406,32.2756666667,36.6356,23.3637333333,9.33566666666
589.76,16.9537555556,53.6968,31.7982666667,31.9565,13.7070666667,9.36943333333,19.9391333334,20.3456,6.4502,8.59953333334,32.2178,36.5104,23.3304666667,9.40773333334
590.09,16.9382222222,53.7251333333,31.6954666667,32.0041333333,13.7488666667,9.36203333334,19.8886,20.2515333333,6.446,8.60980000001,32.1157333333,36.3340666667,23.2624666667,9.4176
590.43,16.83,53.7033333333,31.5391333333,32.0034666667,13.7132666667,9.29103333334,19.7352666667,20.0989333333,6.38873333333,8.54353333333,31.9926666667,36.173,23.1422,9.38966666667
590.77,16.8555777778,53.7185333333,31.4626,32.1028666667,13.8400666667,9.39266666667,19.765,20.0887333333,6.49206666666,8.62146666666,31.9334,36.0430666667,23.1419333333,9.49200000001
591.11,16.8476888889,53.6434,31.3632666667,32.1417,13.8968,9.43126666667,19.6928,19.9870666667,6.54813333333,8.66493333333,31.8510666667,35.9004666667,23.0514,9.56486666667
591.44,16.7942444445,53.6552666667,31.2562,32.2017333333,13.9367333333,9.48526666666,19.5976666667,19.8541333333,6.55473333333,8.69253333333,31.7868,35.7316666667,22.9878666667,9.5768
591.78,16.7112888889,53.6188,31.0786666667,32.2232666667,13.9270666667,9.42360000001,19.4696666667,19.707,6.51613333333,8.64580000001,31.6757333333,35.5024,22.8100666666,9.52313333333
592.12,16.5818444444,53.5237333333,30.8708,32.2013333333,13.9044,9.35713333333,19.3175333333,19.5608666667,6.47173333333,8.61226666666,31.5206666667,35.2558,22.6546666667,9.49
592.46,16.5481111111,53.5392666667,30.7445333333,32.2599,13.9348666667,9.35366666666,19.2294666667,19.463,6.48226666666,8.63226666666,31.46,35.0925333333,22.5632666667,9.52886666666
592.79,16.4732888889,53.4685333333,30.6002,32.2735666667,13.9668,9.3507,19.1642666667,19.391,6.53033333333,8.65860000001,31.3603333333,34.8739333333,22.4684666666,9.55673333333
593.13,16.4165555556,53.4150666667,30.4634666667,32.2753666667,13.9774,9.35746666667,19.0874666667,19.2816,6.54946666667,8.65159999999,31.274,34.6542666667,22.3450666667,9.56433333334
593.47,16.3376444444,53.32,30.2760666666,32.254,13.9856666667,9.3453,18.9720666667,19.2041333333,6.55833333333,8.64173333333,31.1442666667,34.4294666667,22.215,9.54593333334
593.80,16.2736666666,53.2296666667,30.0923333333,32.2478,13.9771333333,9.34396666667,18.8736666667,19.0827333333,6.56,8.62206666667,31.0028,34.2362,22.1068,9.55073333333
594.14,16.1997111111,53.1715333333,29.9284,32.2577,14.004,9.36576666667,18.7963333333,18.9804,6.57466666667,8.63080000001,30.9057333333,34.0005333334,21.9829333333,9.55293333333
594.48,16.1152888889,53.1238666667,29.7806666667,32.2469333333,14.0023333333,9.3364,18.6587333333,18.8592,6.53306666667,8.60533333333,30.7811333333,33.8188,21.8330666666,9.52953333333
594.81,16.0491777778,53.0632666667,29.6117333333,32.2319666667,13.9998666667,9.30233333333,18.5669333333,18.7365333333,6.52353333333,8.59819999999,30.6246,33.6054,21.717,9.52600000001
595.15,15.9536222222,53.0615333333,29.4518,32.2419,13.9828,9.22956666667,18.4626,18.621,6.4902,8.54306666667,30.4938666667,33.4167333333,21.5848,9.49126666666
595.49,15.9160888889,53.0868666667,29.3725333333,32.3265,14.0387333333,9.28940000001,18.4166,18.5584,6.5266,8.57573333333,30.4173333333,33.2967333333,21.5418,9.54613333334
595.82,15.8810444445,53.1008666667,29.2670666667,32.3617666667,14.0875333333,9.2876,18.3702,18.4775333334,6.54153333333,8.57560000001,30.3348,33.1497333333,21.4544666667,9.56813333332
596.16,15.8135111111,53.0282666667,29.1232666667,32.3540333333,14.1061333333,9.26193333333,18.2648,18.3822666667,6.5354,8.55880000001,30.2259333333,32.9771333333,21.3832666666,9.56233333333
596.50,15.7118666667,52.9982,28.9687333333,32.3475333333,14.0838,9.21450000001,18.1705333333,18.2326666667,6.46433333333,8.488,30.1053333333,32.788,21.2574666667,9.52560000001
596.83,15.6789333333,53.0120666667,28.8467333333,32.404,14.1179333333,9.21656666667,18.1046,18.1739333333,6.4746,8.48593333333,30.0402666667,32.6949333333,21.1972,9.54526666667
597.17,15.5829777778,52.9476666667,28.6869333333,32.3973,14.0944,9.16829999999,17.9906666667,18.0392,6.42566666667,8.4234,29.8939333333,32.4842,21.0676666667,9.50733333333
597.51,15.4959333333,52.8747333333,28.5580666667,32.4139,14.1098666667,9.135,17.8918,17.9394,6.42066666667,8.40846666666,29.8250666667,32.3050666667,20.9666,9.49173333333
597.84,15.4284,52.7926,28.4051333333,32.4198333333,14.1081333333,9.10466666667,17.7912666667,17.8380666666,6.40293333333,8.39386666666,29.6845333333,32.1417333333,20.8758,9.49833333333
598.18,15.3502888889,52.776,28.2560666667,32.4752,14.0991333333,9.04786666667,17.6908,17.7186,6.3664,8.35873333333,29.6004,31.9619333333,20.7752666667,9.47579999999
598.52,15.2613777778,52.7183333333,28.0928,32.4761666667,14.1048,8.97263333333,17.5908,17.6165333333,6.32426666667,8.30626666666,29.5003333334,31.7590666667,20.6735333333,9.45439999999
598.85,15.1844888889,52.5327333333,27.8886,32.4293666667,14.1050666667,8.99400000001,17.4818666667,17.4846,6.31926666667,8.30259999999,29.3439333333,31.5070666667,20.5480666666,9.44293333333
599.19,15.1398444445,52.5175333333,27.7444666667,32.4606333333,14.1447333333,8.95650000001,17.3869333333,17.3748,6.31886666667,8.27759999999,29.2916,31.3579333333,20.4550666667,9.40626666667
599.53,15.0626,52.4518,27.5747333333,32.4939333333,14.1561333333,8.97126666666,17.2932,17.2644,6.3004,8.28233333333,29.1818,31.1952666667,20.3642666667,9.40280000001
599.86,14.9751777778,52.3946,27.3976666667,32.5408333333,14.1554,8.92583333333,17.1879333333,17.1581333333,6.2934,8.24766666667,29.0675333333,30.9854666667,20.2492666667,9.36626666667
600.20,14.9552888889,52.3322666667,27.2576,32.5642,14.2020666667,8.9215,17.1050666667,17.1008,6.33353333333,8.27613333333,28.9818,30.8155333333,20.1712,9.37193333333
600.53,14.8977333334,52.2014,27.1108,32.5771333333,14.2324666667,8.95586666666,17.0472,17.0226,6.36253333333,8.3048,28.8206666667,30.5779333333,20.0805333333,9.38759999999
600.87,14.8218888889,52.1453333333,26.9674666667,32.5826333333,14.2337333333,8.95026666667,16.9442,16.9071333333,6.36446666667,8.32013333333,28.7354,30.4104666667,19.9806666666,9.3958
601.21,14.7389777778,52.0488666667,26.7881333333,32.5440666667,14.2182666667,8.93940000001,16.8352666667,16.8052,6.35366666667,8.3468,28.5809333333,30.1825333333,19.8414666667,9.41966666667
601.54,14.7038222222,52.0854,26.6966,32.5917,14.2216,8.94153333333,16.7692666667,16.7503333333,6.33753333333,8.34519999999,28.5401333334,30.0518666667,19.7652,9.42599999999
601.88,14.6747555555,52.0127333334,26.5767333333,32.595,14.2716666667,8.95390000001,16.7086,16.7166666667,6.38413333333,8.36900000001,28.4452666667,29.8621333333,19.7131333333,9.48093333333
602.21,14.6706888889,52.0614,26.4876,32.6890333333,14.3279333333,9.05913333334,16.6492,16.685,6.43333333333,8.42453333333,28.4102666667,29.7434666667,19.6658,9.54086666667
602.55,14.6040888889,52.0424666667,26.3337333333,32.7121333333,14.3381333333,9.00086666667,16.56,16.6024666667,6.4002,8.3966,28.3139333333,29.5742666667,19.5574666667,9.55193333334
602.88,14.5355111111,51.914,26.1718666667,32.6766,14.3042666667,8.98906666667,16.4694,16.53,6.38446666667,8.40353333334,28.1561333333,29.3522666667,19.4584666666,9.58553333333
603.22,14.4841111111,51.8685333333,26.0741333334,32.6449,14.3072666667,8.96193333333,16.3814,16.4550666667,6.3886,8.39260000001,28.0517333333,29.2041333333,19.3966,9.58619999999
603.56,14.4766,51.865,25.9970666667,32.6771333333,14.3556666667,9.00876666667,16.3573333333,16.3976,6.41373333333,8.42513333333,27.9891333333,29.0812666667,19.3354666667,9.62240000001
603.89,14.4194666667,51.7738666667,25.8490666667,32.6436,14.3406,9.01210000001,16.2562,16.3154,6.42606666667,8.41979999999,27.8583333333,28.9275333333,19.2466,9.63386666667
604.23,14.3869333333,51.7889333333,25.7677333333,32.6843,14.3766666667,9.01073333333,16.2159333333,16.2725333333,6.43753333333,8.42739999999,27.8188666667,28.8188,19.1944666667,9.66626666667
