wavelength,Back_TanDesf,Belly_TanDesf,Breast_TanDesf,Crissum_TanDesf,Crown_TanDesf,DorTail_TanDesf,Patch10_TanDesf,Patch11_TanDesf,Patch12_TanDesf,Patch13_TanDesf,Patch14_TanDesf,Patch15_TanDesf,Patch16_TanDesf,Rump_TanDesf,Throat_TanDesf,WingTip_TanDesf
185.63,-15.78425,-27.2548333333,-40.8824166667,-2.20587500002,7.35291666668,-11.2745416667,-41.0784166667,-16.5685833334,-14.50975,10.68625,31.1763333333,16.3725,22.4509166667,20.7844166667,-22.5489166667,-65.7352916667
186.01,-22.5225,-36.9369166667,-49.7748333333,-15.7093333334,0.900916666675,-25.4503333334,-56.3063333333,-22.5225,-23.0856666667,4.27916666665,28.0405,7.77041666667,18.5811666667,18.3559166667,-37.9503333333,-86.1487916667
186.39,-16.6666666667,-30.0595,-40.3770833334,-12.549625,-2.1825,-21.3788333333,-46.23025,-15.77375,-18.6509166667,4.86108333333,23.4125833333,0.793499999992,16.2698333333,18.75,-38.4919166667,-82.5891666667
186.77,-4.34391666667,-18.1739166667,-23.93625,-3.36879166666,6.47166666667,-10.8155833333,-30.6738333333,1.50708333333,-2.57091666667,13.7410833333,28.812,9.75183333333,23.4928333333,25.6206666667,-25.0000833333,-65.7357916667
187.15,-9.84849999999,-27.0833333333,-25.4734166667,-10.1325416667,5.11366666667,-15.9090833333,-32.0075833333,1.42049999998,-1.894,11.269,26.32575,3.12499999999,21.8749166667,22.3484166667,-32.38625,-73.2954583333
187.53,-1.14375,-20.99675,-17.1568333333,-6.41345833334,10.6210833333,-11.151875,-25.6536666667,4.73841666667,5.39216666665,11.5195833333,24.91825,6.12758333333,21.4051666667,21.40525,-24.5913333333,-59.027875
187.91,1.634,-20.5065833334,-20.01625,-7.10783333334,10.9478333333,-12.4998333333,-25.1634166667,5.80075,5.88241666667,8.74183333333,22.3855833333,4.00333333331,21.6503333333,18.464,-29.4118333333,-55.392125
188.29,-2.64799999998,-16.511,-22.1961666667,-7.55450000001,8.41108333332,-10.9422916667,-28.193,8.41116666667,5.60758333334,4.20558333333,20.5608333333,4.75066666667,18.4579166667,15.2648333333,-33.3334166667,-51.1680416667
188.67,-9.92066666668,-22.2221666667,-22.6985,-14.4840833333,4.68258333332,-13.3729583333,-31.2698333333,2.61900000002,-0.634833333335,-6.50791666666,15.79375,-0.714250000008,10.873,11.2698333333,-40.2380833333,-53.7699583333
189.05,-19.4745833333,-30.97825,-38.6776666666,-28.2607083333,-2.44566666667,-27.626625,-44.3841666667,-4.529,-9.42033333333,-20.2898333333,4.16658333336,-15.7608333333,0.27175,3.53275000002,-60.0543333333,-69.6559166667
189.43,-35.34475,-43.5824166667,-52.2031666667,-44.6360416667,-14.55925,-45.8810833333,-58.0458333334,-17.8161666667,-21.5516666667,-34.4828333333,-13.0268333333,-33.429,-12.4523333333,-13.69725,-80.843,-83.6205833333
189.81,-32.8703333333,-45.1850833333,-49.3519166667,-46.388875,-15.5556666666,-45.9259583333,-56.3889166667,-20.7406666667,-25.74075,-34.1665833333,-13.2408333333,-33.7036666667,-13.1480833333,-14.7221666667,-83.7036666666,-77.63875
190.19,-33.93475,-45.3606666667,-45.7903333333,-45.188875,-19.3299166667,-44.45875,-51.54625,-21.04825,-25.8590833333,-34.0205833334,-12.457,-32.38825,-14.2610833333,-14.26125,-84.1925833334,-67.99825
190.57,-50.1915833333,-64.4636666666,-56.4178333333,-64.3198333333,-31.7048333333,-63.0745416666,-66.3792499999,-33.908,-41.18775,-54.1187500001,-24.7126666668,-47.1264166667,-26.05375,-29.9809166666,-104.980916667,-81.896625
