wavelength,Back_TacRuff,Belly_TacRuff,Breast_TacRuff,Crissum_TacRuff,Crown_TacRuff,DorTail_TacRuff,Patch10_TacRuff,Rump_TacRuff,Throat_TacRuff,WingTip_TacRuff
368.20,5.7836,6.6699,5.82493333333,5.99652222222,5.5038,7.10545185185,6.76253333333,5.29046666667,8.3174,7.50586666667
368.56,5.78846666667,6.72496666667,5.84786666667,6.12482222222,5.59673333333,7.11227407407,6.81933333333,5.3636,8.45806666667,7.552
368.93,5.79406666667,6.79406666667,5.82526666667,6.17883888889,5.63266666667,7.1481,6.86953333333,5.36486666667,8.46926666667,7.59706666667
369.29,5.66566666667,6.66936666667,5.66446666667,6.02690555556,5.4574,6.97655925926,6.71846666667,5.2402,8.41366666667,7.4524
369.65,5.627,6.58203333333,5.6102,6.0078,5.4842,6.94603333333,6.7258,5.21173333333,8.34646666667,7.50603333333
370.01,5.5266,6.42263333333,5.50486666667,5.82230555555,5.33286666667,6.76431111111,6.57813333333,5.07873333333,8.24166666667,7.4061
370.38,5.63226666667,6.5021,5.62233333333,5.89171666667,5.42933333333,6.86507037037,6.616,5.18386666667,8.36913333333,7.5713
370.74,5.7506,6.53066666667,5.59386666667,5.84814444444,5.41313333333,6.94058888889,6.6402,5.1886,8.38946666667,7.67436666667
371.10,5.82693333333,6.55883333333,5.62246666667,5.85795,5.50293333333,7.04302222222,6.7302,5.28746666667,8.5604,7.72243333333
371.46,6.1854,6.89196666667,5.93673333334,6.20259444444,5.80993333333,7.44478888889,7.052,5.6622,8.92906666667,8.0386
371.83,5.95713333333,6.66063333333,5.6772,5.98273888889,5.6246,7.26742962963,6.9026,5.41066666667,8.74086666667,7.83146666667
372.19,5.9222,6.82966666667,5.71373333333,6.06222777778,5.63006666667,7.21635555555,6.85573333333,5.39126666667,8.75793333333,7.82563333333
372.55,5.97886666667,6.91763333333,5.83886666667,6.10198333333,5.6846,7.24096666667,6.83093333333,5.3936,8.73959999999,7.9379
372.92,6.03933333333,7.0588,5.97093333333,6.16453333333,5.73206666667,7.26999259259,6.86453333333,5.4742,8.78173333333,7.96586666667
373.28,6.23153333333,7.10786666667,6.1276,6.28813888889,5.86406666667,7.44268518519,7.0184,5.53013333333,8.93853333334,8.01616666667
373.64,6.19466666667,7.1386,6.17073333333,6.27148333333,5.86593333334,7.39696666667,6.9188,5.47046666667,8.93466666667,7.9345
374.00,6.3728,7.33063333333,6.39993333333,6.51104444444,6.01746666667,7.57991851852,7.098,5.63126666667,9.12373333334,8.18133333333
374.37,6.18353333333,7.23076666667,6.1412,6.41521666667,5.81926666667,7.44617777778,6.93666666667,5.49053333333,8.84913333333,7.88113333333
374.73,6.24333333333,7.35243333333,6.24913333333,6.58606111111,5.93553333333,7.5555962963,7.02353333333,5.58106666667,8.90913333333,7.87883333333
375.09,6.2008,7.31096666667,6.13646666667,6.52711666667,5.80013333333,7.48514074074,6.8916,5.45933333333,8.79433333334,7.7644
375.45,5.83926666667,6.95963333333,5.77806666667,6.1686,5.41946666667,7.06974074074,6.60993333333,5.13106666667,8.52920000001,7.3748
375.81,5.78393333333,6.925,5.73373333333,6.09554444444,5.4024,6.99031851852,6.48153333333,5.1032,8.51006666666,7.33466666667
376.18,5.84246666667,6.90993333333,5.74406666667,6.06615555556,5.43473333333,7.01085555555,6.51586666667,5.21173333333,8.52273333333,7.3636
376.54,5.7834,6.82336666667,5.69966666667,5.99553888889,5.3582,6.97831481482,6.49273333333,5.16386666667,8.44526666667,7.2823
376.90,5.80686666667,6.70193333333,5.667,6.02318888889,5.37286666667,6.9102,6.5174,5.16993333333,8.4524,7.36613333333
377.26,5.73266666667,6.76593333333,5.66206666667,6.0456,5.39633333333,6.89160740741,6.53186666667,5.23973333333,8.433,7.46
377.63,5.75853333333,6.7494,5.7044,6.10702777778,5.41226666667,6.91352592592,6.59826666667,5.30593333333,8.40846666667,7.3848
377.99,5.7018,6.7569,5.61466666667,6.02763333333,5.34053333333,6.9068,6.56346666667,5.27866666667,8.30873333333,7.25073333333
378.35,5.72386666666,6.72033333333,5.65373333333,5.94833888889,5.34646666667,6.84273703704,6.60053333333,5.2248,8.40166666667,7.33656666667
378.71,5.6294,6.58816666667,5.5734,5.85195,5.2226,6.7463962963,6.41873333333,5.10666666667,8.28653333333,7.27776666667
379.07,5.62153333333,6.52736666667,5.542,5.79133333333,5.25066666667,6.69257407407,6.38226666667,5.1066,8.24666666667,7.29456666667
379.44,5.68326666667,6.5575,5.57253333333,5.82518888889,5.2948,6.7566,6.34833333333,5.11793333333,8.22033333333,7.33533333333
379.80,5.93253333333,6.77596666667,5.8272,6.10088333333,5.50673333333,6.99854814815,6.64606666667,5.38553333333,8.41313333333,7.58873333333
380.16,6.09313333334,6.87536666667,6.00013333333,6.25325555556,5.6598,7.13457777778,6.8254,5.53246666667,8.56346666666,7.76266666667
380.52,6.1732,6.95623333333,6.0172,6.32903333333,5.67293333333,7.16289259259,6.88906666667,5.64073333333,8.64246666666,7.8526
380.88,5.97306666667,6.88373333333,5.9104,6.15649444444,5.54966666667,7.11444074074,6.79473333333,5.5358,8.59566666667,7.6497
381.24,6.1662,7.03076666667,6.07213333333,6.33667222222,5.70186666667,7.28413333333,6.90526666667,5.68713333333,8.77579999999,7.8022
381.61,6.0856,6.98996666667,5.9566,6.24754444444,5.58326666667,7.21215925926,6.8186,5.6122,8.78339999999,7.82166666667
381.97,6.01506666667,6.8151,5.85106666667,6.16585,5.4212,7.02133333333,6.69026666667,5.51626666667,8.74746666666,7.73793333333
382.33,6.1204,6.9267,5.93793333333,6.3539,5.54706666667,7.18100740741,6.74953333333,5.62813333333,8.85913333333,7.81923333333
382.69,6.12986666667,6.93816666667,5.8692,6.32102777778,5.55913333333,7.15220740741,6.81166666667,5.66453333333,8.89653333333,7.8306
383.05,6.03826666667,7.00076666667,5.8832,6.33832777778,5.56753333333,7.15397037037,6.85506666667,5.67146666667,8.94293333333,7.7589
383.41,5.996,7.0277,5.84473333333,6.32477222222,5.5426,7.11868148148,6.84913333333,5.64386666667,8.90786666667,7.6992
383.77,5.943,7.0302,5.82213333333,6.22462222222,5.4712,7.06992962963,6.85086666667,5.57373333333,8.88486666666,7.64843333333
384.14,5.84513333333,6.9287,5.72486666667,6.08960555556,5.35613333333,7.0226962963,6.69,5.48833333333,8.79526666666,7.52186666667
384.50,5.83273333333,6.9514,5.7252,6.12500555556,5.40593333334,7.01884444444,6.70946666667,5.43486666667,8.81859999999,7.5019
384.86,5.90566666667,6.92176666667,5.7214,6.15343888889,5.41886666667,7.0432037037,6.64153333333,5.47086666667,8.81873333333,7.5291
385.22,5.794,6.8612,5.6398,6.03008888889,5.32906666667,6.92686666667,6.57993333333,5.36046666667,8.69166666667,7.43126666667
385.58,5.6522,6.7326,5.5214,5.87203888889,5.1928,6.80863333334,6.44993333333,5.26326666667,8.59899999999,7.3082
385.94,5.6076,6.72143333333,5.52473333334,5.84355,5.19853333333,6.79042222222,6.40446666667,5.22506666667,8.53340000001,7.26836666667
386.30,5.58933333333,6.73796666667,5.57246666667,5.83457222222,5.22873333333,6.79690370371,6.4848,5.31473333333,8.56046666667,7.30386666667
386.66,5.5856,6.7224,5.65113333333,5.86406666667,5.2478,6.8162037037,6.49713333333,5.29026666667,8.56886666667,7.27653333333
387.03,5.6238,6.7133,5.67166666667,5.8553,5.18646666667,6.7810037037,6.43726666667,5.2446,8.54133333334,7.293
387.39,5.64586666666,6.75423333333,5.72906666667,5.91315555556,5.2906,6.82575925926,6.47366666667,5.28506666667,8.56493333333,7.3223
387.75,5.54706666666,6.5238,5.603,5.82401111111,5.20533333333,6.68411851852,6.2564,5.14306666667,8.4508,7.227
388.11,5.56766666667,6.58086666667,5.5818,5.86152222222,5.18806666667,6.6275,6.2886,5.1082,8.47246666667,7.24386666667
388.47,5.59446666667,6.58636666667,5.6382,5.8769,5.21553333333,6.67658518519,6.3532,5.19286666667,8.50246666666,7.23543333333
388.83,5.5646,6.58076666667,5.61013333333,5.84298888889,5.16966666667,6.64594074074,6.37753333334,5.10786666666,8.4504,7.1823
389.19,5.57453333333,6.58776666667,5.57226666667,5.83383333333,5.1508,6.63232222222,6.33393333333,5.1156,8.49746666667,7.08613333333
389.55,5.84726666667,6.80173333333,5.7848,6.06067222222,5.417,6.85388888889,6.5888,5.32866666667,8.72433333334,7.27833333333
389.91,5.99493333334,6.92606666667,5.9096,6.2062,5.61166666667,7.06552592593,6.7844,5.50066666667,8.88626666667,7.44993333333
390.27,5.98713333333,6.8671,5.84673333333,6.12622777778,5.52986666667,6.99351111111,6.6988,5.39746666667,8.78959999999,7.4297
390.63,5.9588,6.8729,5.8464,6.07374444444,5.49086666667,6.94044074074,6.64226666667,5.39873333333,8.75940000001,7.40426666667
391.00,6.05686666667,6.967,5.94306666667,6.18025555555,5.57246666667,7.02878888889,6.72346666666,5.4952,8.86000000001,7.46556666667
391.36,6.08846666667,6.99663333333,5.95246666667,6.15404444444,5.5104,7.04968518519,6.73806666667,5.5216,8.973,7.49843333333
391.72,6.1762,7.18596666667,6.0534,6.27528333333,5.62493333333,7.16980740741,6.8676,5.66166666667,9.09653333333,7.59323333333
392.08,6.14386666667,7.1592,6.00453333333,6.24269444445,5.58853333333,7.14861111111,6.82773333333,5.63206666667,9.11926666667,7.54196666667
392.44,6.1806,7.2195,6.03973333333,6.25748888889,5.633,7.21871111111,6.8308,5.62433333333,9.17773333333,7.60163333333
392.80,6.13593333333,7.2743,6.08233333333,6.23222777778,5.67713333333,7.21795185185,6.81926666667,5.65126666667,9.2088,7.59533333333
393.16,6.07926666667,7.24393333333,6.10233333333,6.20618888889,5.6546,7.20403333333,6.737,5.6238,9.16859999999,7.60163333333
393.52,5.98313333333,7.2033,6.0362,6.14781111111,5.5844,7.12852592593,6.615,5.5254,9.13439999999,7.5107
393.88,5.97333333333,7.2043,6.0368,6.15465555556,5.55546666667,7.10655555556,6.58753333333,5.5246,9.15286666666,7.47
394.24,5.95146666667,7.2784,6.07893333333,6.19149444444,5.58986666667,7.16455185185,6.6022,5.5536,9.23306666667,7.39573333333
394.60,6.06693333333,7.4251,6.18966666667,6.28544444444,5.725,7.32187037037,6.73133333333,5.67073333333,9.37786666667,7.49236666667
394.96,6.0432,7.40073333333,6.1696,6.28508888889,5.71086666667,7.34249259259,6.76446666667,5.7048,9.39853333334,7.4889
395.32,6.0348,7.39513333333,6.1592,6.30487777778,5.73306666667,7.3234962963,6.75753333333,5.6388,9.33533333334,7.48686666667
395.68,6.107,7.43763333333,6.203,6.34894444444,5.80813333333,7.36342222222,6.8314,5.7262,9.40373333334,7.4916
396.04,6.12773333333,7.43686666667,6.29813333333,6.37895,5.9222,7.41901111111,6.8792,5.7694,9.42893333333,7.5146
396.40,5.9504,7.27753333333,6.12193333333,6.21797222222,5.65826666667,7.23162592593,6.69746666667,5.59986666667,9.23986666666,7.3263
396.76,6.1558,7.38586666667,6.2756,6.39736666667,5.7696,7.41042222222,6.8208,5.7604,9.40346666666,7.5187
397.12,6.18633333333,7.38996666667,6.2658,6.40379444444,5.74806666667,7.42152222222,6.86893333333,5.75773333333,9.45239999999,7.52536666667
397.48,6.19093333333,7.39086666667,6.27313333333,6.38408888889,5.74086666667,7.42419259259,6.90793333333,5.7458,9.40539999999,7.59933333333
397.84,6.08106666667,7.29106666667,6.15873333334,6.26809444444,5.62713333333,7.28781111111,6.7944,5.62233333333,9.30266666666,7.53746666667
398.20,6.10826666667,7.24266666667,6.10493333333,6.23115555556,5.5568,7.19230740741,6.7468,5.59206666667,9.27906666666,7.54043333333
398.56,5.98946666667,7.09653333333,5.97293333333,6.1155,5.4436,7.04836666667,6.59153333333,5.48553333333,9.18933333333,7.4515
398.92,6.02813333333,7.1432,6.00273333333,6.1526,5.51453333333,7.05685555556,6.63233333333,5.47613333333,9.20766666667,7.50713333333
399.28,5.95686666667,7.11953333333,5.9506,6.08827222222,5.47206666667,7.00347777778,6.58273333333,5.45226666667,9.13399999999,7.44476666667
399.64,6.0016,7.19036666667,6.022,6.11267222222,5.48106666667,7.06045555555,6.60013333333,5.473,9.16459999999,7.51223333333
400.00,6.00526666667,7.23156666667,6.02073333333,6.1538,5.4658,7.04332592592,6.58553333333,5.47393333333,9.18533333333,7.50816666667
400.36,6.05046666667,7.31026666667,6.04626666667,6.19607222222,5.6186,7.09591111111,6.60226666667,5.52913333333,9.252,7.5283
400.72,5.97313333333,7.29176666667,6.00566666667,6.12034444444,5.58266666667,7.00236666667,6.58153333333,5.4368,9.21826666666,7.4384
401.08,6.1754,7.43426666667,6.15393333333,6.27121111111,5.74873333333,7.14993703704,6.72786666667,5.5962,9.38553333333,7.62206666667
401.44,6.264,7.5289,6.22706666667,6.34206111111,5.84086666667,7.21464074074,6.79846666667,5.71693333333,9.46486666667,7.62376666667
401.80,6.2652,7.5918,6.3152,6.38207222222,5.87286666667,7.26244444445,6.8084,5.7314,9.56026666667,7.6891
402.16,6.22266666667,7.552,6.29013333333,6.34784444444,5.8768,7.26367407407,6.78033333333,5.67453333333,9.55793333333,7.70146666667
402.52,6.33326666667,7.65803333333,6.34393333333,6.41406666667,5.91306666667,7.29723333333,6.88893333333,5.67966666667,9.62653333332,7.7544
402.88,6.38266666667,7.68933333333,6.38066666667,6.43594444444,5.97773333333,7.33625185185,6.93273333333,5.7372,9.6652,7.7967
403.24,6.38133333333,7.6564,6.37653333333,6.43281666667,5.9596,7.29657037037,6.89533333333,5.71086666667,9.68693333333,7.79223333333
403.60,6.29893333333,7.53096666667,6.2978,6.37146111111,5.87766666667,7.22334814815,6.8402,5.59886666667,9.62253333333,7.72843333333
403.95,6.38453333333,7.60636666667,6.4002,6.43774444444,5.9502,7.34343333333,6.9568,5.70313333333,9.71999999999,7.79913333333
404.31,6.48386666667,7.65566666667,6.51066666667,6.52207777778,5.98733333333,7.40659259259,7.07266666667,5.7558,9.79713333333,7.89746666667
404.67,6.4454,7.6179,6.45226666667,6.47167222222,5.9328,7.38185185185,6.99833333333,5.73033333333,9.76280000001,7.85576666667
405.03,6.3272,7.51413333333,6.3616,6.39277777778,5.82933333333,7.28378148148,6.92126666667,5.6184,9.65973333334,7.74703333333
405.39,6.27953333333,7.45143333333,6.3656,6.37297777778,5.74613333333,7.26044444445,6.88753333333,5.56993333333,9.65473333333,7.70646666667
405.75,6.29946666666,7.4746,6.3678,6.38995,5.74686666667,7.24661481481,6.9136,5.56713333333,9.64846666667,7.65466666667
406.11,6.3318,7.5123,6.38986666667,6.42939444444,5.77566666667,7.25462222222,6.9454,5.5976,9.67106666667,7.6513
406.47,6.2422,7.42383333333,6.33746666667,6.39848333333,5.74526666667,7.23428518519,6.90666666667,5.5836,9.62353333333,7.59976666667
406.83,6.18006666667,7.39646666667,6.3136,6.34278333333,5.64446666666,7.19998518519,6.82726666667,5.50793333333,9.5988,7.5221
407.19,6.27646666667,7.49293333333,6.38526666667,6.41687222222,5.6988,7.28304444444,6.90566666667,5.6016,9.69060000001,7.62673333333
407.55,6.2672,7.50346666667,6.36886666667,6.38043888889,5.70313333333,7.25104444444,6.8764,5.5928,9.69453333333,7.6114
407.90,6.21086666667,7.47503333333,6.3042,6.29885555556,5.64913333333,7.15414074074,6.79046666667,5.50206666667,9.6266,7.5623
408.26,6.14453333333,7.43396666667,6.2604,6.22468888889,5.57966666667,7.07066666667,6.718,5.47073333333,9.61419999999,7.4997
408.62,6.19346666667,7.43506666667,6.31,6.27927222222,5.625,7.09316296296,6.74233333333,5.47886666667,9.64173333333,7.5291
408.98,6.16406666667,7.42213333333,6.29053333333,6.23191666667,5.63833333333,7.04973703704,6.7236,5.43486666667,9.61339999999,7.50476666667
409.34,6.13726666666,7.41453333333,6.2554,6.21166666667,5.6438,7.01448148148,6.68693333333,5.4044,9.58293333334,7.5564
409.70,6.23366666667,7.4844,6.309,6.27146666667,5.7056,7.07837777778,6.74846666667,5.48466666667,9.67966666667,7.65406666667
410.06,6.22386666667,7.50463333333,6.31986666667,6.27555555555,5.7024,7.09121851852,6.76353333334,5.48446666667,9.69766666666,7.6625
410.42,6.27693333333,7.56513333333,6.42206666667,6.32356666667,5.76633333333,7.11815925926,6.82606666667,5.52906666667,9.7556,7.71493333333
410.77,6.31386666667,7.58843333333,6.42266666667,6.34562222222,5.8052,7.10762222222,6.8552,5.5596,9.77413333333,7.73193333333
411.13,6.32013333333,7.5835,6.43413333333,6.39222222222,5.84206666667,7.13775925926,6.90746666667,5.6128,9.83133333334,7.72073333333
411.49,6.327,7.576,6.44446666667,6.41802222222,5.849,7.15218888889,6.90066666667,5.6248,9.83439999999,7.7139
411.85,6.33606666667,7.56826666667,6.42026666667,6.43236111111,5.82193333333,7.13762962963,6.8924,5.6258,9.83926666666,7.7168
412.21,6.3312,7.5575,6.3938,6.42536111111,5.8426,7.13112222222,6.87113333333,5.5802,9.80899999999,7.7053
412.57,6.3034,7.55293333333,6.3542,6.38357777778,5.81206666667,7.07412222222,6.83846666667,5.54633333333,9.78159999999,7.6913
412.92,6.39906666667,7.6719,6.48286666667,6.52461666667,5.9086,7.18780740741,6.9264,5.6676,9.90406666667,7.75733333333
413.28,6.48653333333,7.75333333333,6.53513333333,6.60591111111,5.98333333333,7.2558962963,6.95953333333,5.70126666667,10.0112666667,7.7846
413.64,6.51773333333,7.8035,6.5966,6.6586,6.04953333333,7.32651851852,7.02633333333,5.7594,10.0556,7.8184
414.00,6.5426,7.81213333333,6.64273333333,6.65695,6.0552,7.3412037037,7.02093333333,5.7514,10.0933333333,7.80356666667
414.36,6.45386666667,7.72113333333,6.52953333333,6.58446111111,5.93653333333,7.27301481482,6.90546666667,5.67433333334,10.0165333333,7.67613333333
414.72,6.40006666667,7.69826666667,6.5498,6.55723888889,5.90366666667,7.26159259259,6.8874,5.65366666667,9.97199999999,7.63386666667
415.07,6.4354,7.73826666667,6.58546666667,6.55125555556,5.89853333333,7.26807037037,6.85133333333,5.6422,9.97813333333,7.65933333333
415.43,6.4874,7.8607,6.62753333333,6.61647222222,5.93706666667,7.36933333333,6.91453333333,5.6828,10.0717333333,7.7438
415.79,6.5782,7.97883333333,6.75753333334,6.72624444444,6.04646666667,7.48578888889,7.01853333334,5.79566666667,10.2070666667,7.8431
416.15,6.64993333333,8.0318,6.83133333333,6.80634444444,6.13493333333,7.55893703704,7.11713333333,5.89573333333,10.3134,7.90363333333
416.51,6.68993333333,8.10706666667,6.89953333333,6.87523333333,6.18626666667,7.63316666667,7.20146666667,5.98046666666,10.3914,7.9555
416.86,6.6816,8.09833333333,6.85206666667,6.83145555556,6.15546666667,7.59650740741,7.19893333333,5.97913333333,10.3769333333,7.97563333333
417.22,6.67166666667,8.0988,6.8556,6.79875,6.1268,7.58269259259,7.1976,5.97473333333,10.3618666667,7.96836666667
417.58,6.61133333333,8.02396666667,6.78513333333,6.73939444444,6.06853333333,7.50805555556,7.12853333333,5.90026666667,10.3013333333,7.87473333333
417.94,6.652,8.0842,6.829,6.8091,6.1254,7.54656296296,7.1924,5.98206666667,10.3464666667,7.93933333333
418.29,6.68413333333,8.15556666667,6.88753333333,6.84213333333,6.16406666667,7.57458888889,7.2078,6.00853333333,10.4002,7.99626666667
418.65,6.6594,8.1468,6.86453333333,6.82942777778,6.14186666667,7.56115555556,7.17166666667,5.952,10.4071333333,7.9891
419.01,6.63053333334,8.1598,6.87046666666,6.82781666667,6.14806666667,7.57627407407,7.17493333333,5.93653333333,10.4240666667,7.98343333333
419.37,6.62733333333,8.1312,6.87473333333,6.81661111111,6.1408,7.53733333333,7.16373333333,5.94406666667,10.4234,7.9785
419.73,6.61333333333,8.10356666666,6.86226666667,6.79969444444,6.14586666667,7.53588888889,7.16533333333,5.91733333333,10.3878,7.96583333333
420.08,6.60546666667,8.14203333333,6.85853333333,6.8307,6.1374,7.56516296296,7.17466666667,5.9298,10.4122,7.97436666667
420.44,6.61273333333,8.15346666667,6.854,6.83749444444,6.13933333333,7.57398518519,7.16973333333,5.92206666667,10.4192,7.982
420.80,6.636,8.19853333333,6.9108,6.88939444445,6.1762,7.60544444444,7.2024,5.94486666667,10.4764,8.02253333333
421.16,6.625,8.19303333333,6.90706666667,6.89512222222,6.17413333333,7.58937407407,7.21166666667,5.93673333333,10.4760666667,7.9939
421.51,6.67313333333,8.27746666667,6.9804,6.95017777778,6.23846666667,7.64533333333,7.26093333333,5.9948,10.5445333333,8.07193333333
421.87,6.6996,8.30666666667,7.00046666667,6.97447222222,6.2764,7.6830037037,7.27386666667,6.00453333334,10.5838,8.10873333333
422.23,6.74253333333,8.35556666667,7.02653333333,7.01188888889,6.30713333333,7.72073703704,7.3128,6.0374,10.6270666667,8.15166666667
422.58,6.80673333333,8.4338,7.09173333333,7.07913888889,6.37166666667,7.79797407407,7.37813333333,6.1174,10.722,8.2082
422.94,6.82473333334,8.46856666667,7.12493333333,7.09817777778,6.3966,7.82259259259,7.4018,6.13953333333,10.7476666667,8.2291
423.30,6.84326666667,8.509,7.1568,7.13305555556,6.41366666667,7.85685185185,7.4388,6.15193333333,10.7808666667,8.23683333333
423.66,6.84353333333,8.50323333333,7.13606666667,7.124,6.38246666667,7.84977037037,7.43073333333,6.1502,10.7886,8.22483333333
424.01,6.87753333333,8.5463,7.18066666667,7.13681666667,6.40286666667,7.86885555555,7.43193333333,6.16913333333,10.815,8.2538
424.37,6.869,8.54666666667,7.18106666667,7.14302222222,6.4002,7.8543037037,7.43186666667,6.17646666667,10.8055333333,8.23326666667
424.73,6.8966,8.58126666667,7.20153333333,7.15905555556,6.4252,7.88400740741,7.452,6.20273333333,10.8093333333,8.22273333333
425.08,6.9166,8.62366666667,7.219,7.17981666667,6.44366666667,7.91271111111,7.47626666667,6.22393333333,10.8434666667,8.23933333333
425.44,6.9108,8.59356666667,7.19533333334,7.15636111111,6.40593333333,7.89062962963,7.44786666667,6.2044,10.8286,8.21093333333
425.80,6.89286666667,8.58453333333,7.1954,7.14850555555,6.37773333333,7.87858518518,7.4306,6.20253333333,10.8275333334,8.1852
426.16,6.88226666667,8.5662,7.203,7.13831666667,6.3628,7.86591851852,7.43173333333,6.20306666667,10.8200666667,8.1543
426.51,6.88613333333,8.55283333333,7.19866666667,7.12408333333,6.36286666667,7.8447037037,7.4208,6.21326666667,10.8039333333,8.15936666667
426.87,6.90146666667,8.5704,7.20766666667,7.13430555556,6.3538,7.82365925926,7.41273333333,6.2154,10.8086,8.13336666667
427.23,6.88566666666,8.5756,7.193,7.11606666667,6.33266666667,7.82125185185,7.375,6.1988,10.8162666667,8.10936666667
427.58,6.88866666667,8.63,7.234,7.14688888889,6.35313333333,7.82675925926,7.37726666667,6.21653333333,10.8570666667,8.12546666667
427.94,6.8814,8.62526666667,7.241,7.14891111111,6.3622,7.82167777778,7.3986,6.235,10.8644666667,8.11823333333
428.30,6.9092,8.66053333333,7.29493333333,7.17947222222,6.38706666667,7.85371851852,7.43726666666,6.26713333333,10.9396,8.14873333333
428.65,6.87073333334,8.643,7.2778,7.15871111111,6.36093333333,7.83879259259,7.40333333333,6.245,10.9481333333,8.1437
429.01,6.88966666666,8.69276666667,7.3208,7.18222777778,6.40413333333,7.84520370371,7.43793333333,6.28633333333,10.9592666667,8.18476666667
429.37,6.89606666667,8.7291,7.3536,7.20376666667,6.4284,7.86496296296,7.46413333333,6.30113333333,10.9857333333,8.21346666667
429.72,6.913,8.7822,7.36813333333,7.22638888889,6.43826666667,7.87633703704,7.48593333333,6.305,11.0097333333,8.21846666667
430.08,6.96993333333,8.8728,7.40766666667,7.2853,6.5326,7.93700740741,7.53613333333,6.3432,11.0985333333,8.3025
430.44,6.97086666667,8.87603333333,7.39486666667,7.30223333333,6.5282,7.94006296296,7.55506666667,6.33193333333,11.1001333333,8.27313333333
430.79,7.0048,8.91890000001,7.4142,7.34951666667,6.5606,7.97806666667,7.59986666667,6.3536,11.1443333333,8.3325
431.15,7.04093333334,8.96263333333,7.46173333333,7.38978888889,6.60546666667,7.9840962963,7.65806666667,6.39,11.1892666666,8.3834
431.50,7.0638,8.98123333333,7.4836,7.40367222222,6.6202,7.99247407407,7.67813333333,6.392,11.216,8.38556666667
431.86,7.04353333333,8.97333333334,7.4848,7.38866666667,6.59513333333,7.94387777778,7.64746666667,6.3332,11.1980666667,8.37873333333
432.22,7.0302,9.00546666667,7.46313333333,7.37446111111,6.587,7.92966296296,7.62013333333,6.32226666667,11.1780666667,8.3638
432.57,7.029,8.99893333333,7.4494,7.36578888889,6.59806666667,7.90794444445,7.60786666667,6.30293333333,11.1776666667,8.35076666667
432.93,7.0176,8.99559999999,7.45426666667,7.38317222222,6.58853333334,7.91994074074,7.59233333333,6.27453333333,11.2036,8.3514
433.29,6.998,8.99896666666,7.44606666667,7.37617222222,6.57213333333,7.89231481481,7.56233333333,6.25986666667,11.2306,8.321
433.64,7.0004,9.0039,7.4478,7.36606111111,6.5858,7.86966296296,7.5882,6.26933333333,11.2423333333,8.32946666667
434.00,7.005,8.98933333334,7.47833333333,7.37612777778,6.57353333333,7.86387777778,7.59266666667,6.28066666667,11.2478,8.30266666667
434.35,6.98726666667,9.01786666666,7.4718,7.38225,6.56953333333,7.84898518519,7.57,6.26806666667,11.2524666667,8.31763333333
434.71,7.0158,9.03066666667,7.51153333333,7.41227777778,6.61146666667,7.87366296296,7.59206666667,6.3032,11.292,8.3186
435.07,7.02146666667,9.05946666667,7.5326,7.41985,6.6236,7.8696,7.597,6.29866666667,11.3022,8.30453333333
435.42,6.99293333333,9.08273333333,7.51866666667,7.41195555555,6.60926666667,7.87311481481,7.5764,6.27586666667,11.2975333333,8.29583333333
435.78,7.02433333333,9.11946666666,7.54353333334,7.4398,6.64546666667,7.9003037037,7.60246666667,6.32113333333,11.3428,8.29923333333
436.13,7.10126666667,9.18476666666,7.645,7.5128,6.7262,7.98443703704,7.67766666667,6.3776,11.4371333333,8.36566666667
436.49,7.1396,9.24606666667,7.67713333333,7.53790555556,6.71606666667,7.9949962963,7.6984,6.39233333333,11.4790666667,8.38153333333
436.84,7.17833333333,9.28136666667,7.70466666667,7.56216666667,6.74553333334,8.04081481482,7.71193333333,6.4438,11.5188666667,8.40813333333
437.20,7.2102,9.33703333333,7.73486666667,7.60380555556,6.77253333333,8.08189259259,7.75906666667,6.4948,11.5433333333,8.4351
437.56,7.22866666667,9.35950000001,7.76786666667,7.62585,6.7618,8.1098962963,7.73293333333,6.48873333333,11.5670666667,8.46253333333
437.91,7.2142,9.38796666666,7.74926666667,7.62882777778,6.7424,8.09671481481,7.73393333333,6.4692,11.5655333333,8.4678
438.27,7.22226666667,9.41353333335,7.80906666667,7.6311,6.74373333333,8.10865555556,7.772,6.4948,11.6058,8.45703333333
438.62,7.20526666667,9.42006666666,7.8072,7.61613888889,6.70813333333,8.08840740741,7.75146666667,6.47466666667,11.6052,8.4872
438.98,7.17713333333,9.38773333335,7.79286666667,7.59795555556,6.6944,8.08187407407,7.7306,6.47846666667,11.6008666667,8.4724
439.33,7.25593333333,9.44820000001,7.86546666667,7.66588888889,6.75486666667,8.13445185185,7.79606666667,6.55633333333,11.6861333333,8.543
439.69,7.23526666667,9.44429999999,7.855,7.64115555556,6.72653333333,8.12687777778,7.7862,6.51886666667,11.6840666667,8.52686666667
440.04,7.22846666667,9.42656666667,7.82433333333,7.63237777778,6.71606666666,8.10792592593,7.7598,6.49326666667,11.6787333333,8.5347
440.40,7.19493333333,9.41823333333,7.82786666667,7.62419444444,6.70153333333,8.11358148148,7.74873333333,6.4854,11.6886666667,8.50683333333
440.75,7.15153333334,9.3893,7.80466666667,7.59271666667,6.63766666667,8.05677037037,7.70493333333,6.43233333333,11.6740666667,8.468
441.11,7.1628,9.39016666667,7.8284,7.60865555556,6.6454,8.07055555556,7.733,6.42446666667,11.6881333333,8.48973333333
