wavelength,Back_PooErym,Belly_PooErym,Breast_PooErym,Crissum_PooErym,Crown_PooErym,DorTail_PooErym,Patch10_PooErym,Rump_PooErym,Throat_PooErym,WingTip_PooErym
187.15,101.74596,60.4763333333,-1.3491,11.1112,46.6667999999,41.2785703703,113.492133333,42.2221333334,15.7141333333,61.7459999999
187.53,87.7531866667,66.6666,38.0248,45.0206,61.2345333333,63.4795592592,101.728466667,61.3992,51.3579333333,65.5144
187.91,91.1878266668,75.0192,46.0537,55.4023333333,68.4290000001,70.8728518519,109.3486,73.1034333333,62.7586666667,70.4214666667
188.29,93.1974,75.8504666667,50.8842333333,59.8638666667,72.3809333333,77.9781074073,107.347066667,78.6733666666,67.5509333333,73.1293333333
188.67,99.91052,85.3782,66.3587666667,73.4454,79.6637999999,83.1340962963,108.0114,91.0085666667,79.7198666667,78.1512
189.05,101.4576,89.4915999999,71.6948666667,76.0451333333,86.9492666668,84.3754777777,109.491533333,96.7796666668,84.7458,82.8812666667
189.43,103.266666667,92.5333333334,72.6,75.7333333334,95.4666666665,87.5074074074,116.733333333,104.366666667,89.1333333334,86.5333333333
189.81,103.720613333,98.7936666668,79.3968,81.2063333333,101.0794,94.1623074074,123.238066667,109.301466667,96.3809333333,89.3334666667
190.19,119.091506667,112.014533333,91.1721666667,94.2855333335,113.186866667,109.857574074,141.465266667,126.703266667,111.428666667,101.391933333
190.57,107.210306667,99.4175333334,80.4205666667,84.9837333334,104.401266667,99.3564037037,124.7896,112.718433333,96.1812666667,91.7153999999
190.95,102.601906667,95.8575333333,77.6699,82.0712666667,104.724866667,95.8577740741,120.517733334,111.423966667,93.0097333333,88.6732666667
191.33,110.021146667,104.0,84.9123333335,88.7017333333,115.7194,103.828344444,129.965066667,121.403466667,99.5087333333,99.4385333332
191.71,107.955493333,102.148066667,85.1112,86.5925333333,112.8888,98.7613333333,123.555666667,118.074,90.2222666667,101.481466667
192.09,87.4968533333,84.5284666667,73.5220666666,71.6981333333,95.346,82.0579592593,101.383733333,96.7610333333,75.4716666667,89.3082666667
192.47,79.5632399999,80.2951333333,66.2243666667,68.7316000001,91.4454,74.510137037,93.0384666668,91.1209333333,70.0296,84.3068666667
192.85,75.2199733334,80.5660666667,63.4591,68.8679333334,93.3332666667,75.5239592593,93.3963333333,89.5597666666,67.1069333333,83.3332666667
193.23,77.1271733333,84.3636666667,64.9999999999,74.3029333333,94.7878666667,82.4343296296,97.3938666666,91.1515,65.8182666667,85.6968666667
193.61,72.4548266667,79.0699333333,62.7908333334,73.9018666667,88.0103333333,79.3022518518,91.2144666667,87.6227666667,62.1187999999,79.5866
193.99,72.5458800001,76.2206,62.1260333333,74.9080000001,86.9815333333,81.1430296296,90.1311333333,87.9264333333,63.3594666667,78.5826
194.37,63.3150533333,68.4474,55.7305666667,66.3470000001,78.2192666667,69.9519185185,80.5936666667,77.8767,55.0685333333,69.8630666667
194.75,57.65168,64.6268666667,52.5622,62.8358000001,76.6667333333,65.3731555556,77.6615333333,72.413,48.6568666666,64.2786
195.13,54.10928,62.587,51.4177666667,60.2487333333,74.0298,62.1973592593,74.0795999999,67.9602,46.6667333333,57.5123333333
195.51,49.2505333333,55.652,49.6274,57.5569333333,66.0454666667,59.9032481482,65.2174666667,61.1388,46.6252666667,53.7061333333
195.89,47.9320533333,56.8153333333,46.8576666667,56.8152666667,67.2611333333,60.9789074074,65.7324,61.4651666667,48.0679333333,50.3184
196.27,49.8717866667,58.5044,46.6452666667,59.2307333333,69.1025333333,62.5071703704,69.2735333333,62.0513333333,50.0854666667,48.9743333333
196.65,49.5731466666,60.3357333333,49.5923333333,62.9256666667,71.1752666667,66.4161148148,73.8130666667,61.0552333333,52.8536666667,46.3310666667
197.03,46.87916,57.7294,46.1112666667,59.8550666667,68.6957333333,64.6859555556,69.4686666668,56.6909,50.5314000001,43.6714666667
197.40,36.85004,48.7248666667,38.8814333333,48.8142666667,59.15,52.5080074074,58.2102666667,47.4721333333,45.5929333333,32.9754666667
197.78,34.11552,49.0222,35.6222666667,49.8222,57.2889333333,46.9949925926,56.8000666667,45.7779333333,44.8889333333,32.4443333333
198.16,26.10108,42.707,26.5051333333,42.1416666667,48.1616666667,38.0270111111,48.6466,37.8788333333,36.8888666667,24.7676666667
198.54,27.1856666667,44.5507333333,28.3035333333,44.3114666667,49.9002666667,41.2176444445,49.3413333333,40.4392666667,40.0798,24.7903333333
198.92,34.3768133333,50.7608666667,34.6558666667,50.0725333334,53.9492,47.2485851852,54.5651333333,46.9746333333,47.3188666667,32.5725333333
199.30,30.4786933333,52.5279333334,32.5057,55.1676666667,57.0022,47.6335444445,58.5681333333,48.2772666667,50.3356666667,31.4094
199.68,29.9512933333,57.1817333333,30.7045,58.0488,61.7886,46.3417111111,64.1192666667,52.5474333333,53.6584666667,30.2980666667
200.06,27.0797333333,49.9999333333,28.8733666667,50.5634,54.2724,43.2707962963,55.0704,47.3004333333,48.8262666667,29.4366666666
200.44,28.93604,49.3598,34.3709333333,53.1567333334,55.276,46.3698296296,53.3774666667,50.9050333333,50.3311333333,32.5826666667
200.82,25.5946533333,46.6231333334,33.8563,49.9783333333,51.2418,42.5902703704,46.4488666666,49.1285666667,45.6644666667,30.937
201.19,24.14448,43.7792666667,32.6540333333,47.4734,48.1953333333,37.4356333333,43.5245333333,47.4735333333,45.138,30.276
201.57,26.48836,47.6057333333,37.2769666667,53.4272666667,51.5962,41.5179111111,45.5399333334,53.4507333333,49.7652,34.7418
201.95,27.10492,46.1074,39.3707,51.0955333333,49.7436666667,42.8153814815,42.098,53.2168,49.4638666667,33.2866
202.33,29.3051466667,48.8732,44.7888,57.6056666667,55.1174,46.9848185185,46.1032666667,58.1456666667,49.3898666667,36.9014666667
202.71,23.9095333333,48.3616666667,44.4916,62.3730000001,57.4576666667,47.3760555556,43.6724,60.6780666667,46.6666666667,35.7062666667
203.09,-0.513959999994,30.9721333333,27.8472333333,50.9028,43.2638666667,30.1658925926,25.5555333333,50.6597333333,29.8611333333,17.2221333333
203.47,10.3543333333,39.159,35.8558,52.973,46.4865333333,38.9623185185,31.7116666667,55.6156333333,34.4746,27.2672
203.85,-4.36608,27.9739333333,27.9413333333,43.9216666667,34.4445333333,28.837962963,21.2418,46.9281666667,18.3007333333,11.8301333333
204.22,-22.7555466667,23.5555333333,23.2443666667,52.0888000001,35.5556,20.7604185185,19.9111333333,49.0222000001,11.3778000001,2.75546666668
204.60,-44.8394533333,22.7161333334,18.3332,54.0740666667,38.0247333333,18.6694814815,17.1606666667,49.4443333333,4.568,-8.395
204.98,-48.6153466667,20.0001333333,7.75643333333,51.0255999999,37.0513333333,20.1781518518,19.6154,47.3717999999,-1.79500000008,-11.4101333333
205.36,-70.2028666667,7.39139999999,-5.43480000001,46.8116,29.2754,13.5425814815,13.3332,41.6666666667,-22.3189333334,-24.3476666667
205.74,-76.4967733333,0.13066666666,-20.0653666667,36.0783333333,20.3920666667,4.8003925926,6.2744,28.4313,-33.7254000001,-39.6079333334
206.12,-136.54068,-27.2073333333,-57.6577333333,18.3783333333,3.2432,-24.884937037,-15.6757333333,1.71159999998,-77.8379333334,-93.874
206.50,-221.230813333,-48.2051999999,-95.3847666667,-16.6667333333,-19.7437333333,-57.7778407407,-55.1282666667,-29.8718333333,-127.1794,-155.641
206.87,-170.470466667,-49.6078000001,-61.6667,-22.7450666667,-26.8628000001,-47.2004407407,-44.5096666667,-36.0784666667,-94.5097333333,-123.3334
207.25,-144.6094,-29.7141999999,-34.8570666667,-0.38100000014,-12.3808666665,-29.3966666667,-27.9999333333,-23.5237666667,-77.7142000001,-100.3808
207.63,-244.461413333,-85.8974666667,-89.1026,-48.9743333334,-54.3591333333,-92.2079407407,-86.6666666667,-81.6667000001,-141.025533333,-182.051333333
208.01,-507.179586667,-180.0,-204.615433333,-110.7692,-111.794933333,-218.803288889,-206.6666,-199.230833333,-283.077,-375.384666667
208.39,-621.444426667,-246.111066667,-276.944466667,-173.333333333,-206.666733333,-277.376566667,-328.333466667,-268.6111,-367.2222,-506.666666667
208.77,-524.444413333,-222.6666,-261.111066667,-152.889,-207.5556,-256.049492593,-312.000133333,-227.555566667,-326.2224,-428.444466667
209.14,-810.399999999,-322.0,-369.0,-215.333333333,-316.666666667,-399.740740741,-466.666666667,-363.0,-466.0,-650.666666667
209.52,1347.99997333,623.8094,629.0477,448.571466666,575.2382,723.227637037,847.619066667,699.523666667,796.1906,1135.23813333
209.90,497.666666667,264.333333333,252.666666667,191.0,249.0,282.444444444,339.333333333,305.0,326.0,421.666666667
210.28,308.114266667,166.2856,171.428566667,127.0476,157.3334,177.777814815,204.9524,194.5714,209.5238,248.380866666
210.66,236.993013333,142.2696,152.127666667,102.269533333,134.326333333,149.4404,164.539133333,152.907766667,167.233933333,192.765933333
211.03,256.463826666,148.260866667,178.912966667,115.2174,146.086933333,170.628059259,179.5652,166.1594,189.999866667,201.4494
211.41,219.382773333,121.234533333,152.0987,98.6418666666,118.888933333,145.569270371,150.246933333,141.604966667,160.987533333,169.382733333
211.79,235.44,131.333333333,165.0,102.4,129.333333333,153.385185185,160.133333333,151.533333333,173.6,181.866666667
212.17,256.51064,142.411333333,176.2412,117.730333333,143.545933333,164.4208,172.198533333,162.1986,193.333266667,204.964533333
212.55,247.304373333,135.942,169.7827,119.130533333,132.028933333,165.708522222,166.231866667,159.710166667,187.825866667,193.0434
212.92,267.4074,153.037133333,185.3335,132.5926,145.481666667,178.419903704,179.407466667,177.185233333,206.963,211.703733333
213.30,350.470533333,198.8236,261.5686,175.6862,184.1176,222.287396296,241.568533334,226.764666667,274.313733333,274.313733333
213.68,313.8,178.5,245.666666667,176.333333333,175.833333333,193.944444445,218.5,206.416666667,250.833333333,243.666666667
214.06,229.97776,143.333266667,178.666766667,137.2224,136.555666667,151.493896296,168.333333333,152.0555,180.333466667,184.4444
214.44,225.155626667,137.000066666,162.222133333,131.222333333,135.6666,146.049285185,162.3334,146.388966667,168.999933333,178.666733333
214.81,199.166666667,131.333333334,145.291666667,129.166666667,128.75,136.712962963,153.0,138.458333333,157.333333333,163.75
215.19,171.043586667,117.536266666,125.6885,116.087,113.333333333,120.13697037,134.420333333,122.572366667,138.115866667,148.478333333
215.57,178.28976,127.101466667,133.5507,123.550733333,119.058066667,126.767344444,143.260866667,133.2609,144.275266667,156.811666667
215.95,176.376933333,126.3044,132.971,126.231933333,120.869533333,131.30027037,142.6088,133.043533333,148.188333333,153.043466667
216.32,212.038653333,146.763333333,161.207833333,140.772933333,134.7826,147.750992593,168.405933333,155.507233333,170.917733333,176.4252
216.70,225.95696,160.752666667,173.1719,147.741866667,146.0214,154.90452963,178.6022,164.1935,185.161266667,185.1614
217.08,184.972866667,131.621733333,138.693566667,125.225266667,122.432333333,130.009903704,147.4774,136.801733333,152.882933333,151.4414
217.46,152.275466667,109.275266667,110.217333333,106.159533333,104.637733333,111.320325926,122.971066667,111.956533333,126.739066667,125.144933333
217.83,144.085053334,105.461,105.815733333,97.8724000001,101.702266667,110.937762963,122.2696,107.5177,119.787266667,119.149
218.21,153.22836,106.516866667,110.674333333,102.0224,105.0186,116.262903704,123.8202,113.220966667,124.8688,120.449533333
218.59,169.58968,121.965866667,126.068433333,111.367533333,114.1026,128.509137037,140.7692,124.9144,140.170933333,134.2736
218.97,192.42224,138.0,137.000133333,119.777866667,125.4446,145.376574074,161.555733333,142.222133333,156.555666667,147.5556
219.34,213.00008,140.8974,150.705233333,126.025733333,134.871866667,150.968733333,174.2308,152.500133333,169.358866667,152.3078
219.72,202.394986667,130.864133333,142.962833333,122.469,132.716066667,142.791274074,165.061666667,141.790133334,160.493866667,144.567866667
220.10,235.78788,153.0302,165.227333333,141.969733333,154.242466667,159.890651852,190.454533333,162.727266667,183.787866667,177.4242
220.47,220.326506666,157.959266667,155.782366667,148.027066667,164.0816,170.634985185,190.068,165.6463,183.1292,175.782266667
220.85,174.941226667,125.6862,121.911633333,117.9412,129.803933333,134.144685185,147.255066666,133.627433333,145.294266666,145.588266667
221.23,168.543706667,125.614,120.0876,111.929933333,127.105333333,134.892888889,136.052533333,129.6491,142.192933333,143.421133333
221.61,160.61904,127.380933333,115.714233333,110.476333333,127.063466667,138.262877778,125.317533333,130.476166667,137.8572,138.412733333
221.98,208.70052,162.5988,140.112933333,134.3504,157.966133333,170.521159259,148.022533333,166.723166667,180.790933333,174.802266667
222.36,204.023466667,160.467866667,140.584666667,135.6724,155.555533333,165.9519,147.2514,168.5965,182.1052,180.818733333
222.74,197.65668,160.606,141.818133333,139.191933333,159.3938,166.902266667,146.060466666,167.373733333,180.707066667,176.5656
223.11,197.009493333,155.809733334,142.714233333,138.380866666,158.095266667,162.851862963,140.476266667,159.9523,172.190533334,170.0952
223.49,188.23936,156.324733333,139.871766667,138.376133333,155.213666667,162.193803704,138.547,155.683766667,164.53,164.444333333
223.87,182.516666666,151.5,140.583333333,132.666666667,149.5,154.75,132.166666667,151.083333333,157.0,159.0
224.24,155.546266667,132.165066667,124.398733333,117.5258,129.278333333,133.955659259,118.6942,132.886533333,135.188933333,134.914066667
224.62,152.56148,126.1754,123.228066667,112.842,123.859666667,124.101385185,111.6492,125.964866666,132.140333333,129.122733333
225.00,165.544666667,140.000066667,136.707366667,124.552866667,140.975666667,131.90607037,125.365933333,139.7562,148.618,135.934866666
225.38,188.497453333,158.308466667,154.975033333,147.562,161.492466666,147.462696296,152.139266667,162.4378,174.1294,151.8408
225.75,287.65816,247.863133333,256.495866667,228.376066667,248.034133333,211.994340741,250.0854,245.811866667,271.794866667,238.8036
226.13,248.93024,220.620133333,224.1861,209.922466667,219.5348,190.180885185,224.9612,216.589066667,238.294666667,207.2868
226.51,422.89848,372.463733333,381.5941,361.739133333,377.971,325.507188889,378.5508,357.826033333,405.507333333,320.869533333
226.88,454.22232,390.7408,414.814933333,404.444333334,421.111133333,339.89717037,435.555533333,372.7777,436.6666,345.5556
227.26,2329.77781333,2057.77773333,2076.66656667,2126.66673333,2235.5556,1764.81472222,2215.55566667,1978.8889,2395.5556,1860.00006667
227.64,-163.91112,-150.444466667,-149.1112,-151.111066667,-173.3332,-112.604974074,-156.4444,-140.444466667,-178.4446,-120.888933333
228.01,-80.6923066666,-81.154,-76.2178999999,-76.0256,-95.2563333334,-50.8831777778,-75.5128000001,-76.6026666667,-98.8462666667,-58.9744
228.39,-48.9571866667,-42.0513333334,-38.6324333333,-36.6666666667,-48.8889333333,-22.3173037037,-33.1623333333,-39.9572,-58.6324666667,-29.0598666667
228.76,-54.50416,-49.4309333333,-43.4960333333,-46.3414,-57.6421333333,-36.6395925926,-42.195,-51.1788666667,-63.4147333333,-37.8862
229.14,-50.5413066667,-47.9215333333,-39.4901333333,-41.647,-53.5686,-41.2244296296,-38.3531333334,-45.7255333333,-54.0392666667,-36.4706
229.52,-60.1787466667,-59.9187333333,-49.7967,-48.7804,-62.1952,-49.1326148148,-45.6096666666,-53.2113666667,-58.6990666667,-47.2357333333
229.89,-95.1515866666,-82.4242666667,-76.4142333333,-76.8687999999,-89.1919999999,-75.1345703704,-68.0808,-85.6061666667,-87.6767333333,-75.7575333333
230.27,-131.044533333,-110.555533333,-114.0555,-107.6666,-124.2222,-106.388892592,-101.333266667,-117.5,-119.555666667,-109.111066667
230.65,-150.214146667,-125.238133333,-131.249966667,-121.190466667,-138.571533333,-123.273811111,-119.642866667,-139.107,-136.5476,-130.595266667
231.02,-123.543,-104.190466667,-113.714366667,-97.2380666665,-107.619133333,-101.772459259,-88.8572666667,-112.857333333,-112.381,-103.904733333
231.40,-127.961426667,-110.434866667,-125.652233333,-103.0918,-114.202933334,-103.78967037,-99.3236666667,-119.9517,-118.454066667,-110.724666667
231.78,-269.47372,-231.403466667,-267.543733333,-217.894733333,-234.912333333,-225.964951852,-216.140333333,-249.035166667,-242.456133333,-238.07
232.15,-233.396986667,-196.190466667,-219.761833333,-195.555666667,-198.412666667,-195.493866667,-187.4604,-199.920566667,-203.333266667,-199.206466667
232.53,-210.573666667,-189.922666667,-207.2094,-185.7364,-188.527133333,-177.243751852,-174.108533334,-184.108466667,-188.992266667,-182.790666667
232.90,-205.690973333,-190.731666667,-208.942866667,-184.715466667,-185.528533333,-168.428244444,-167.154466667,-172.0325,-188.455266667,-174.4716
233.28,-220.715506667,-195.447066667,-213.9838,-209.5934,-195.447133333,-171.969285185,-174.634066667,-186.422833333,-207.642133333,-187.479666667
233.66,-258.742786667,-224.761933333,-253.142833333,-242.095266667,-222.8572,-205.915429629,-186.6668,-209.142933333,-240.000066667,-204.571266667
234.03,-222.631653333,-210.175333333,-217.719133333,-214.912466667,-202.280666667,-185.604214815,-159.824533333,-176.491166667,-214.736866667,-165.9648
234.41,-109.69312,-106.878266667,-106.349266667,-104.4444,-96.6138666667,-87.8776999999,-64.1270666667,-77.1429,-108.359666667,-75.5555333333
234.78,-85.4999733334,-86.0185333333,-84.2131333334,-83.0553999999,-76.3888666666,-63.6009111111,-43.2407333333,-54.3054666667,-85.1852000001,-55.3704
235.16,-66.6831466666,-68.3950666667,-65.3087666667,-68.1482,-60.9876666667,-46.2094666667,-34.7326,-40.2468333333,-69.4650666667,-39.8353333333
235.54,-52.52184,-52.4638,-46.0507666667,-49.4927333333,-46.7392,-33.2044814815,-20.2898666667,-25.7246,-53.8406,-26.3768
235.91,-37.6524,-36.1823333333,-26.3247666667,-34.1311333333,-32.6494666667,-23.2953629629,-10.6552,-13.8462333333,-39.5441333333,-17.265
236.29,-36.45972,-33.7930666667,-22.2126,-30.3448666667,-31.8392,-22.1520296296,-11.8965333333,-11.6379666667,-37.8737333333,-16.2068666667
236.66,-37.7366666667,-33.3893333333,-21.0924666667,-29.9720666667,-35.4620666667,-21.8049444444,-17.1429333333,-13.8655333333,-38.4313333333,-17.9271333333
237.04,-31.5177866667,-23.6880666666,-12.5058666667,-21.4185333333,-26.4774666667,-14.7123962963,-14.3734666667,-10.851,-28.2269333333,-12.3876
237.41,-23.1466666667,-15.3333333333,-6.26663333334,-10.5332666667,-17.8222,-8.88385555556,-6.53333333333,-2.04443333335,-20.0888666667,-3.77780000001
237.79,-14.3771466667,-7.46659999999,-1.29523333333,-4.79993333332,-11.6953333333,-1.15124444444,-0.647466666674,3.08573333333,-13.7904,1.06666666667
238.17,-6.76611999999,-1.62506666666,3.68173333334,-1.6584,-5.80433333333,3.52320740741,4.54386666666,6.25206666666,-8.75626666667,4.27873333333
238.54,-13.00364,-8.17219999999,-2.75986666666,-8.49473333333,-13.7275333333,-2.60069629629,-1.4338,-0.645033333326,-15.1970666667,-2.043
238.92,-10.72764,-8.3248,-0.389100000006,-5.14386666667,-12.5212,-3.93877407407,0.135266666654,1.28596666668,-13.8070666667,-2.70726666666
239.29,-11.7179333333,-8.87819999999,-2.00313333334,-5.25646666667,-11.3782666667,-4.71142222222,0.6412,-0.224400000007,-14.4553333333,-4.80773333333
239.67,-7.69877333333,-5.29993333333,-0.055866666674,-3.51453333334,-5.46713333333,-2.91316296296,3.79353333334,1.39456666668,-10.1813333333,-0.446200000001
240.04,-4.84125333333,-2.85706666667,-0.317533333334,-1.98413333333,-4.02120000001,2.28832962963,5.50266666667,2.97626666666,-7.8308,2.328
240.42,-4.89792,-3.36753333334,-2.85239999999,-2.42853333334,-4.28406666667,1.38464814815,5.10873333333,2.23366666666,-7.92666666667,1.53493333333
240.79,-4.27484,-3.42573333333,-4.4821,-2.318,-3.42566666666,-0.164111111111,5.3334,2.523,-7.17946666665,1.12813333333
241.17,-6.1512,-5.75580000001,-7.74223333333,-4.06986666667,-5.15506666667,-2.24476666667,4.63193333334,0.697733333332,-9.72873333333,-0.639533333336
241.54,-5.64464,-6.02373333333,-7.66486666667,-3.95926666667,-4.26393333333,-1.27841851852,4.78846666667,0.998300000002,-7.8004,-0.372200000001
241.92,-4.34010666667,-5.553,-6.2604,-3.23553333334,-3.3408,-0.396307407409,5.23686666667,1.03083333333,-6.54626666667,0.240800000001
242.29,-3.0,-3.69446666667,-4.5762,-1.29166666667,-1.73613333333,1.18752222222,6.65286666667,2.61806666667,-4.22226666666,1.59713333333
242.67,0.632293333333,0.330133333333,-1.33336666667,2.26019999999,2.13320000001,4.94541851851,10.146,5.29533333333,-0.4318,4.9904
243.05,0.0147733333314,-0.147866666667,-2.93896666667,1.93473333333,1.55266666667,4.9421,9.20520000001,4.3314,-0.727133333334,5.28640000001
243.42,1.80690666667,1.0484,-0.742099999999,3.45106666667,2.50886666666,5.82172962963,10.2592,5.46523333333,1.16613333334,7.49106666668
243.80,1.53553333333,-0.392866666665,-1.85723333333,2.21413333333,0.452266666666,4.79224074074,9.0714,4.107,-0.107133333333,6.46426666667
244.17,0.778226666666,-1.2776,-2.05576666667,1.74206666667,0.011666666666,3.11011111111,8.91993333335,3.47256666667,-0.731666666665,5.77233333333
244.55,0.724360000001,-1.84493333333,-1.96926666667,1.02993333333,-0.147066666668,2.52211111111,9.05486666665,2.7108,-0.939333333332,5.60266666667
244.92,0.78212,-1.3248,-1.43086666667,1.14466666667,0.3074,2.87590740741,9.72980000001,2.4431,-0.943199999998,6.20033333333
245.30,2.39206666667,0.246266666667,-0.274766666667,2.52826666667,1.57193333333,4.44540740741,10.9846666667,3.8115,0.757600000002,7.59466666667
245.67,1.89006666667,0.0784666666666,-0.994766666667,1.7714,0.811533333334,3.71873333333,10.9076,2.6309,-0.200733333332,6.64053333333
246.05,2.95250666667,1.78766666667,0.249766666666,3.2866,2.20913333333,4.8598,12.2638666667,3.96183333333,1.56893333333,7.93913333333
246.42,2.52776,1.319,-0.569866666667,3.6702,2.13613333333,4.86013703704,12.3942,3.92466666667,1.448,7.75626666667
246.79,0.880386666666,-0.278066666666,-1.62866666667,2.198,0.854066666666,3.63823333333,10.9832,2.59526666667,-0.238266666667,6.22973333333
247.17,1.33809333333,0.3104,-0.7854,2.1614,1.437,4.21924444445,11.586,2.8736,0.0792,6.62413333333
247.54,1.65702666667,0.693933333333,-0.471233333333,2.37066666667,1.7346,4.50257407407,11.8416666667,3.14266666667,0.537666666665,6.9672
247.92,1.39705333333,0.507399999999,-0.838766666667,2.35226666667,1.86173333333,4.35370370371,12.0064666667,3.1186,0.574066666665,6.91193333334
248.29,2.37906666667,1.38933333333,0.0513000000006,3.25806666666,2.85953333333,5.45062592593,12.6332,3.85836666667,1.4754,7.77586666667
248.67,2.66984,1.82853333333,0.196833333333,4.06146666667,3.45193333333,5.8970962963,13.2090666667,4.1343,2.0334,8.30099999999
249.04,3.26494666667,2.1342,0.616100000001,4.5818,3.82273333333,6.57408888889,13.5368,4.82113333333,2.64033333333,8.65780000001
249.42,3.53214666667,1.96566666667,1.26283333333,4.6894,4.15866666667,6.81390740741,13.8000666667,5.1413,3.00966666667,8.64379999999
249.79,4.63644,2.7568,2.695,5.9204,5.37766666666,7.93874444445,14.4187333333,6.2319,3.916,9.6392
250.17,4.87429333333,2.44853333333,2.74103333333,5.90146666667,5.54206666667,7.97789259259,14.0518,6.41373333333,3.67266666667,9.81373333333
250.54,5.16912,2.98946666667,3.81053333333,6.16853333332,6.06326666667,8.04243703704,14.5544,7.02453333334,4.014,10.1965333333
250.92,7.3288,4.82873333333,5.71426666667,7.85706666666,7.93893333333,9.28607777778,16.0118,8.73133333333,6.2054,12.1651333333
251.29,8.66354666667,5.914,7.05463333333,9.516,9.12433333333,10.3827185185,16.9814666667,10.0537333333,7.79559999999,13.0644
251.66,8.09642666667,5.16406666667,6.5679,9.27633333333,8.48546666667,10.0205925926,16.1960666667,9.22109999999,6.82480000001,12.2498666667
252.04,9.39750666667,7.36546666667,8.51813333334,11.1404666667,10.1686,11.7735814815,17.5984,10.9035333333,8.42573333333,13.5903333333
252.41,8.24437333333,6.359,7.70983333333,10.2826,9.16053333334,10.912062963,17.1073333333,10.3491,7.58113333334,12.7764666667
252.79,9.15425333333,7.32193333333,8.93023333333,10.7296,9.85893333333,11.8214888889,17.5621333333,11.5631333333,8.07640000001,13.3169333333
253.16,8.50566666667,7.3138,9.11446666667,10.2171333333,9.48499999999,10.6550111111,17.5990666667,10.9536,7.63733333333,12.9416666667
253.54,8.77352000001,7.76926666666,9.05699999999,10.379,9.56926666667,10.6508481481,18.1222,10.9130666667,7.43333333334,13.2558666667
