wavelength,Back_ButAurf,Belly_ButAurf,Breast_ButAurf,Crissum_ButAurf,Crown_ButAurf,DorTail_ButAurf,Patch10_ButAurf,Patch11_ButAurf,Patch12_ButAurf,Rump_ButAurf,Throat_ButAurf,WingTip_ButAurf
386.30,5.09093333333,6.22993333333,6.85920000001,3.48013333333,28.9960666667,4.36296666667,36.9638,3.6844,5.78606666666,5.0862,4.46633333334,5.08393333333
386.66,5.0702,6.17813333333,6.77646666667,3.48286666667,28.892,4.3818,36.9402,3.7026,5.8766,5.04913333333,4.43653333333,5.07953333333
387.03,4.91453333333,5.93606666667,6.55726666667,3.33673333333,28.705,4.22343333333,36.8306666667,3.59053333333,5.701,4.82373333333,4.31173333333,4.96326666667
387.39,4.8336,5.844,6.46053333333,3.2836,28.7267333333,4.16393333333,36.7907333333,3.50373333333,5.60533333333,4.66233333333,4.2406,4.93106666667
387.75,4.82846666667,5.8368,6.4396,3.28686666667,28.8664,4.18063333333,36.9517333333,3.45846666666,5.61666666667,4.66626666667,4.23046666667,4.88866666667
388.11,4.53146666667,5.521,6.12833333333,2.95766666667,28.4100666667,3.91056666667,36.4788666667,3.18666666667,5.30373333333,4.3598,3.9062,4.5682
388.47,4.3856,5.40593333333,6.027,2.8084,28.3952,3.7552,36.4603333334,3.08806666667,5.17886666667,4.17026666667,3.77806666667,4.46826666667
388.83,4.36173333333,5.38206666667,5.94013333333,2.8084,28.4546,3.7091,36.5174666667,3.1204,5.14526666667,4.09513333333,3.79693333333,4.38213333333
389.19,4.1374,5.26253333333,5.7412,2.58366666667,28.4268666667,3.50236666667,36.4863333333,2.91933333333,4.94946666667,3.85833333333,3.6044,4.20793333333
389.55,4.11673333333,5.33006666667,5.76373333333,2.63046666667,28.468,3.52563333333,36.4755333333,2.90773333333,5.01286666667,3.96466666667,3.66066666667,4.27533333333
389.91,4.07466666667,5.31426666667,5.65253333333,2.57,28.5271333334,3.43496666667,36.6566666667,2.80853333333,4.963,3.90013333333,3.59293333333,4.27133333333
390.27,4.03266666667,5.30933333333,5.63506666667,2.588,28.5792666667,3.44036666667,36.7322,2.8438,5.0012,3.96073333333,3.63066666667,4.30813333333
390.63,3.90626666666,5.14133333333,5.529,2.5,28.5862666667,3.29843333333,36.8433333333,2.73626666667,4.84213333333,3.81313333333,3.5206,4.19226666667
391.00,3.937,5.13386666667,5.57486666667,2.50913333333,28.7775333333,3.3344,36.9771333333,2.76593333333,4.9218,3.85573333333,3.57306666667,4.2112
391.36,3.94293333334,5.1216,5.55333333333,2.46973333333,28.8085333333,3.36813333333,36.9841333333,2.80213333333,4.93326666667,3.93226666667,3.57866666667,4.20733333334
391.72,3.8656,5.01926666667,5.45673333333,2.42426666667,28.7304666667,3.2771,36.9176,2.7826,4.80893333333,3.89053333333,3.54886666667,4.18213333333
392.08,3.86326666667,5.0016,5.38933333333,2.4428,28.902,3.3022,37.2378666667,2.7746,4.85013333333,3.9026,3.57066666667,4.18666666667
392.44,3.6678,4.91146666667,5.19173333334,2.371,28.882,3.26803333333,37.1628666667,2.72893333333,4.77246666667,3.8028,3.44693333333,4.09746666667
392.80,3.5792,4.8648,5.15653333333,2.3242,28.9480666667,3.21693333333,37.3348,2.65486666667,4.78306666667,3.75673333333,3.34053333333,4.11193333333
393.16,3.61866666667,4.8592,5.1558,2.3662,28.8572666667,3.26876666667,37.2486,2.70093333333,4.815,3.8588,3.40106666667,4.14933333333
393.52,3.58866666667,4.77206666667,5.06786666667,2.3122,28.9421333333,3.22593333333,37.4184,2.66866666667,4.78006666666,3.77906666667,3.33753333333,4.04853333333
393.88,3.57433333333,4.6802,5.07886666667,2.25466666667,28.9824666667,3.21953333333,37.3794,2.64513333333,4.78193333333,3.75726666667,3.2958,4.01346666667
394.24,3.47833333333,4.554,4.96013333333,2.14346666667,28.806,3.09156666667,37.2546,2.525,4.62953333333,3.65186666667,3.17613333333,3.8928
394.60,3.60253333333,4.71593333333,5.07426666667,2.28026666667,28.8732666667,3.27406666667,37.2776,2.64053333333,4.72826666666,3.797,3.3406,4.0672
394.96,3.51266666667,4.64526666667,4.9504,2.23386666667,28.7706666667,3.16013333333,37.1946,2.57026666667,4.635,3.71686666667,3.19106666667,4.01393333333
395.32,3.58286666667,4.667,5.02493333333,2.3096,28.9492,3.2229,37.4011333333,2.6862,4.74826666667,3.80146666667,3.29373333333,4.12626666667
395.68,3.69113333333,4.73193333333,5.15153333333,2.36926666667,29.1156,3.38786666667,37.591,2.812,4.93546666667,3.88006666666,3.3806,4.22833333333
396.04,3.66633333333,4.68973333333,5.15693333333,2.36613333333,29.1384,3.39466666667,37.56,2.79953333333,4.89906666667,3.87573333333,3.34286666667,4.24986666667
396.40,3.82006666667,4.75966666667,5.2596,2.46,29.244,3.48596666667,37.805,2.8464,5.00326666667,3.96553333333,3.48726666666,4.36046666667
396.76,3.80893333333,4.66166666667,5.21633333333,2.4314,29.1837333333,3.46623333333,37.7206,2.83186666666,4.8992,3.93113333333,3.46613333333,4.30806666667
397.12,3.64793333333,4.48706666667,5.12053333333,2.3354,29.2096666667,3.36576666667,37.8354,2.71586666667,4.81573333333,3.754,3.31493333334,4.24273333334
397.48,3.52553333333,4.38453333334,4.97633333333,2.24526666667,29.0653333333,3.2955,37.6684,2.649,4.7366,3.65926666667,3.24053333333,4.18173333333
397.84,3.21966666667,4.0766,4.65,2.03826666666,28.8672666667,3.0868,37.4641333333,2.4148,4.43566666667,3.38626666667,2.96446666667,3.9814
398.20,3.153,4.026,4.58133333333,2.05093333333,28.9703333333,3.08266666667,37.5450666667,2.40946666667,4.428,3.37333333333,2.9044,3.987
398.56,2.98566666667,3.7846,4.43006666667,1.9258,28.9486,2.90916666667,37.5323333333,2.31866666667,4.33713333333,3.2276,2.73533333333,3.8536
398.92,2.896,3.69933333333,4.37753333333,1.85306666667,29.0659333333,2.86573333333,37.659,2.28266666667,4.28026666667,3.16593333333,2.7276,3.78153333333
399.28,2.55613333333,3.40106666667,4.02453333333,1.55646666667,28.6788666667,2.56043333333,37.3384666667,1.92413333333,3.9084,2.80553333333,2.352,3.41613333333
399.64,2.41426666667,3.267,3.86033333333,1.49093333333,28.5733333333,2.5064,37.14,1.77593333333,3.779,2.68206666667,2.18073333333,3.31833333333
400.00,2.452,3.28933333333,3.9384,1.5354,28.6647333333,2.56446666667,37.2995333333,1.81173333334,3.86326666667,2.739,2.24433333333,3.41353333333
400.36,2.58713333333,3.32693333333,4.07513333333,1.6518,28.6417333333,2.7019,37.2065333333,1.9558,3.9646,2.8614,2.34466666667,3.55666666667
400.72,2.395,3.11913333333,3.89146666667,1.4942,28.5196,2.5906,37.0474666667,1.78753333333,3.8536,2.69706666667,2.1652,3.48
401.08,2.5256,3.2036,3.98406666667,1.64673333333,28.6252666667,2.68986666667,37.058,1.88733333334,3.99246666667,2.82273333333,2.29326666667,3.55713333333
401.44,2.538,3.09446666667,3.99986666667,1.62613333334,28.7748,2.67706666667,37.134,1.8566,3.92733333333,2.76013333333,2.295,3.53273333333
401.80,2.5636,3.13406666667,4.09086666667,1.6786,28.7826666667,2.7384,37.2913333333,1.8626,4.02746666667,2.79273333334,2.441,3.549
402.16,2.49246666667,3.0258,3.9904,1.5438,28.6318666667,2.65836666667,37.0701333333,1.72953333333,3.93453333333,2.6304,2.3888,3.41326666667
402.52,2.47993333333,3.0482,3.95626666667,1.54266666667,28.6546,2.7407,37.0493333333,1.70873333333,3.97766666667,2.6226,2.45273333333,3.39766666667
402.88,2.6302,3.15273333333,4.0934,1.70293333333,28.6012,2.92863333333,36.9954666667,1.8206,4.13146666667,2.78026666667,2.63593333333,3.55186666667
403.24,2.7512,3.19053333333,4.20093333333,1.82433333333,28.7134,3.01256666667,37.0892666667,1.904,4.251,2.8236,2.73453333333,3.66146666667
403.60,2.69646666666,3.09446666667,4.16833333333,1.7716,28.6236,2.9046,37.1200666667,1.86086666667,4.1646,2.7456,2.74013333333,3.61026666667
403.95,2.6158,3.00973333333,4.04726666666,1.73446666667,28.481,2.86153333333,36.9426,1.79646666667,4.0614,2.65333333333,2.66926666667,3.5274
404.31,2.4202,2.85186666667,3.84433333333,1.62786666667,28.3763333333,2.75443333334,36.8258666667,1.6644,3.9244,2.49153333333,2.56106666667,3.33933333333
404.67,2.47886666667,2.92333333333,3.90113333333,1.69673333333,28.3805333333,2.8169,36.8982666667,1.74806666667,3.98186666667,2.5836,2.7088,3.36926666667
405.03,2.5148,2.9436,3.95006666667,1.73353333333,28.3885333333,2.94016666667,36.909,1.82013333333,3.99246666667,2.65213333333,2.78093333333,3.44686666667
405.39,2.58126666667,3.02706666667,3.9778,1.82233333333,28.2736666667,3.0187,36.8365333333,1.89633333333,4.0972,2.74613333333,2.81833333333,3.55026666667
405.75,2.67893333333,3.07266666667,4.01306666667,1.91753333333,28.3614,3.1196,36.7296,2.0298,4.1656,2.8716,2.89506666667,3.65946666667
406.11,2.7768,3.15586666667,4.10553333333,2.056,28.4668666667,3.21963333333,36.7484,2.13346666667,4.26713333333,2.98906666667,2.9906,3.80573333333
406.47,2.77553333333,3.13553333333,4.1294,2.08433333333,28.3976666667,3.23353333333,36.6414,2.15526666667,4.2242,3.00033333333,2.98026666667,3.82186666667
406.83,2.71366666667,3.08866666667,4.07053333333,2.03706666667,28.3695333333,3.2046,36.6180666667,2.10346666666,4.14386666667,2.908,2.89786666667,3.7722
407.19,2.71633333333,3.09853333333,4.07546666667,2.0308,28.3907333333,3.24413333333,36.5827333333,2.15766666667,4.13013333333,2.98726666667,2.95953333333,3.8132
407.55,2.8214,3.18673333333,4.1642,2.15586666667,28.4332666667,3.38816666667,36.58,2.26226666667,4.28946666667,3.11466666667,3.0786,3.91553333333
407.90,2.8008,3.11233333333,4.12926666667,2.104,28.3120666667,3.34533333333,36.362,2.19493333333,4.25946666667,3.06953333333,3.04073333333,3.84853333333
408.26,2.85626666667,3.12466666667,4.20886666667,2.14306666667,28.3873333333,3.34703333333,36.3759333333,2.19773333333,4.3116,3.10246666667,3.04766666666,3.89593333333
408.62,2.97506666667,3.2032,4.36573333333,2.25153333333,28.4265333333,3.4584,36.3424,2.29253333333,4.39293333333,3.2134,3.08073333333,3.97586666666
408.98,3.04046666667,3.2226,4.3736,2.28306666666,28.4251333333,3.46606666667,36.3892,2.351,4.42973333333,3.21926666667,3.08986666667,3.96326666666
409.34,3.02226666667,3.20313333333,4.42246666667,2.27973333333,28.4153333333,3.4703,36.3216,2.36413333333,4.41913333333,3.19993333333,3.10313333333,3.94386666666
409.70,3.00393333333,3.16713333333,4.395,2.25806666667,28.2594,3.3979,36.2331333333,2.29853333333,4.4052,3.1686,3.0242,3.89113333333
410.06,3.09373333333,3.21173333333,4.47173333333,2.36653333333,28.1743333333,3.4764,36.0992,2.40966666667,4.51166666667,3.29006666667,3.13033333333,3.95733333333
410.42,3.3044,3.3392,4.57706666667,2.50253333333,28.2404666667,3.5796,36.0938666667,2.52253333333,4.68626666667,3.45813333333,3.27293333333,4.11773333333
410.77,3.3762,3.36466666667,4.6106,2.5612,28.219,3.6123,36.0888666667,2.58266666667,4.73753333333,3.56713333333,3.33346666667,4.17946666667
411.13,3.4346,3.41973333333,4.658,2.64106666667,28.1336666667,3.70056666667,35.9824666667,2.60973333333,4.81766666667,3.61246666667,3.39506666667,4.24146666667
411.49,3.45726666667,3.4292,4.669,2.63493333333,28.1724,3.6858,35.9190666667,2.6168,4.806,3.64206666667,3.41093333333,4.25946666667
411.85,3.52766666667,3.51586666667,4.77273333333,2.7042,28.2370666667,3.72593333333,36.0358,2.7556,4.8738,3.70853333333,3.51593333333,4.29113333333
412.21,3.6468,3.59173333334,4.8374,2.773,28.1940666667,3.8044,36.008,2.83973333333,4.95753333333,3.7936,3.58173333333,4.37053333333
412.57,3.54846666667,3.525,4.70073333333,2.68946666667,28.0632666667,3.7018,35.8368,2.74806666667,4.86493333333,3.69593333333,3.5484,4.29366666667
412.92,3.6282,3.645,4.801,2.76866666667,27.9844,3.77903333333,35.6822666667,2.79853333333,4.93246666667,3.74646666667,3.6298,4.35126666667
413.28,3.70326666667,3.70146666667,4.82746666667,2.86406666667,27.9120666667,3.82323333333,35.5954666667,2.81926666667,4.9054,3.79593333334,3.68826666667,4.39633333333
413.64,3.8534,3.86673333333,5.026,3.01333333333,27.9532,3.9957,35.6685333333,2.99513333333,5.02286666667,3.89806666667,3.875,4.53333333333
414.00,3.82493333333,3.86753333333,5.02446666667,2.95306666667,27.8466,4.00436666667,35.6505333333,2.9794,5.0018,3.8348,3.83813333333,4.51493333333
414.36,3.79233333333,3.81186666667,5.00953333333,2.91786666667,27.7254666667,3.98643333333,35.6093333333,2.95193333333,4.93366666667,3.77613333333,3.8022,4.46153333333
414.72,3.83533333334,3.85573333334,5.09513333333,2.98633333333,27.7116666667,4.03216666667,35.4248666667,3.02593333333,5.0258,3.81626666667,3.83526666667,4.4772
415.07,3.81646666667,3.79353333333,5.0592,2.93753333333,27.6146666667,3.98673333333,35.3320666667,2.9898,5.00226666667,3.77513333333,3.80586666667,4.44233333333
415.43,3.8298,3.80313333333,5.10546666667,2.93746666667,27.4628666667,4.009,35.1874666667,3.0204,4.9826,3.76326666667,3.81926666667,4.47933333333
415.79,3.86706666667,3.79866666667,5.10793333333,3.0106,27.375,4.06413333333,35.0902,3.0334,5.03106666667,3.77586666666,3.79846666667,4.56786666667
416.15,3.8962,3.83053333333,5.15306666667,3.06013333333,27.3046666667,4.12626666667,35.0615333333,3.0998,5.08053333333,3.82526666666,3.843,4.62713333333
416.51,3.99,3.8996,5.242,3.17346666667,27.3312,4.22993333333,35.1592666667,3.21666666667,5.1816,3.93366666667,3.92313333333,4.73066666667
416.86,3.9078,3.764,5.13326666667,3.10793333333,27.1636,4.12826666667,35.0255333333,3.15926666667,5.15073333333,3.8916,3.8628,4.7166
417.22,3.9128,3.75173333333,5.13113333333,3.11013333333,27.0112,4.1426,34.8428,3.1706,5.2092,3.89753333333,3.8998,4.7334
417.58,3.86053333333,3.67713333333,5.06386666667,3.05586666667,26.8727333334,4.08353333333,34.6862666667,3.09746666667,5.15053333333,3.83926666666,3.8414,4.69906666667
417.94,3.9108,3.69546666667,5.0922,3.12546666667,26.7802,4.1223,34.6401333333,3.1406,5.17993333333,3.86673333333,3.87746666667,4.7484
418.29,3.882,3.7088,5.064,3.12913333333,26.7012666667,4.10656666667,34.5162,3.1566,5.178,3.84526666667,3.8768,4.74913333333
418.65,3.841,3.63253333333,4.98213333333,3.04853333333,26.53,4.0429,34.4454666667,3.1066,5.09633333333,3.77033333333,3.837,4.706
419.01,3.84713333333,3.65766666667,4.97013333333,3.08186666667,26.4549333333,4.06146666667,34.3813333333,3.155,5.0976,3.7724,3.8536,4.7398
419.37,3.8244,3.64833333333,4.91813333333,3.07406666667,26.3515333333,4.04383333333,34.305,3.1316,5.07986666667,3.736,3.81106666667,4.70933333333
419.73,3.82326666667,3.66206666667,4.921,3.0752,26.2666666667,4.05656666667,34.2689333333,3.15293333333,5.07433333333,3.73813333333,3.84286666667,4.71446666667
420.08,3.8482,3.68586666667,4.95226666667,3.1112,26.2239333333,4.09236666666,34.2213333333,3.18773333333,5.0834,3.74186666667,3.89693333333,4.74946666667
420.44,3.8248,3.6272,4.91686666667,3.0708,26.0172666667,4.04353333333,33.9858,3.16586666667,5.04493333333,3.67026666667,3.87506666667,4.71306666667
420.80,3.812,3.6312,4.92566666667,3.05726666666,25.9307333333,4.02306666667,33.8914666667,3.13806666667,5.03453333333,3.63666666667,3.884,4.69806666667
421.16,3.7466,3.54006666667,4.83493333333,3.00613333333,25.8489333333,3.96463333333,33.8411333333,3.0818,4.96533333333,3.55486666667,3.7998,4.6214
421.51,3.74986666667,3.52526666667,4.80886666666,2.9988,25.7298,3.9743,33.7294,3.10506666667,4.99473333333,3.54566666667,3.8256,4.604
421.87,3.78066666667,3.5422,4.81706666667,3.0176,25.7041333333,3.99836666667,33.6898666667,3.14453333333,5.0346,3.56006666667,3.88073333333,4.62133333333
422.23,3.78813333333,3.5308,4.82813333333,3.02986666667,25.5628,4.00483333333,33.5775333333,3.17406666667,5.03253333333,3.56906666667,3.89766666667,4.62293333333
422.58,3.82226666667,3.56466666667,4.8596,3.086,25.5019333333,4.03003333333,33.4656666667,3.2076,5.06993333333,3.59453333333,3.94513333333,4.66173333333
422.94,3.7888,3.51073333333,4.83126666667,3.06046666667,25.3816666667,3.9894,33.3363333333,3.1812,5.03113333333,3.5462,3.9234,4.62573333333
423.30,3.74853333333,3.46946666667,4.7924,3.03866666667,25.2158666667,3.95406666667,33.1739333333,3.17213333333,5.01033333333,3.5096,3.91226666667,4.58393333333
423.66,3.7266,3.41593333333,4.75786666667,2.9866,25.0836666667,3.91376666666,33.0017333333,3.13626666667,4.99466666667,3.45633333333,3.8878,4.57526666667
424.01,3.66906666667,3.33,4.67126666667,2.9122,24.9192666667,3.8341,32.8293333333,3.06186666667,4.9106,3.39373333334,3.81953333333,4.49493333333
424.37,3.61886666667,3.28286666667,4.60086666667,2.86173333333,24.8755333333,3.81516666667,32.7988,3.0184,4.86653333333,3.3384,3.76313333333,4.4554
424.73,3.5836,3.22413333333,4.536,2.8372,24.7842,3.8091,32.6738,3.00346666667,4.81173333333,3.29473333333,3.70626666667,4.41273333334
425.08,3.55346666667,3.201,4.5154,2.79446666667,24.6682,3.7813,32.5470666667,2.9746,4.78926666667,3.2584,3.6958,4.38353333333
425.44,3.53906666667,3.18266666667,4.5056,2.7934,24.5988,3.76623333333,32.4692,2.94833333333,4.74533333333,3.24146666667,3.66246666667,4.37466666667
425.80,3.4728,3.12586666666,4.45106666667,2.7476,24.4841333333,3.71076666667,32.3373333333,2.9014,4.68113333334,3.19073333333,3.5856,4.32606666666
426.16,3.43706666667,3.103,4.3896,2.72726666667,24.4203333333,3.67833333333,32.2152666667,2.86233333333,4.6636,3.14706666667,3.54466666667,4.31193333333
426.51,3.34293333333,3.0152,4.29526666667,2.64053333333,24.2970666667,3.62263333333,32.1376666667,2.77993333333,4.57333333333,3.04393333334,3.45353333333,4.25626666667
426.87,3.3284,2.97913333333,4.25346666667,2.61653333333,24.1446,3.6071,31.9648,2.75433333333,4.5444,3.01633333333,3.40353333333,4.208
427.23,3.35433333333,2.97,4.26106666667,2.62173333333,24.1158,3.62833333333,31.9227333333,2.768,4.55506666667,3.01633333333,3.40533333333,4.2298
427.58,3.38053333333,3.01233333333,4.24026666667,2.67446666667,23.9930666667,3.65143333333,31.7253333333,2.8194,4.566,3.0538,3.43873333333,4.2314
427.94,3.36026666667,3.0096,4.19686666667,2.6458,23.8329333333,3.62496666667,31.5028,2.8216,4.54553333333,3.00353333333,3.41826666667,4.22926666667
428.30,3.45926666667,3.12926666667,4.30506666667,2.77066666667,23.7598,3.70156666667,31.3514666667,2.94013333333,4.6536,3.1106,3.55806666667,4.34866666667
428.65,3.55866666667,3.2512,4.3932,2.8652,23.7229333333,3.791,31.2857333333,3.089,4.776,3.21086666667,3.68486666667,4.4568
429.01,3.7236,3.43093333333,4.56733333333,3.045,23.7590666667,3.9728,31.2511333333,3.2926,4.95026666667,3.3838,3.84266666667,4.64353333333
429.37,3.70786666667,3.43253333333,4.51526666667,2.999,23.6645333333,3.9696,31.1362666667,3.30133333334,4.93686666667,3.3458,3.81826666667,4.6224
429.72,3.68653333333,3.46946666667,4.47506666667,2.991,23.5235333334,3.9701,30.9785333333,3.28366666667,4.93086666667,3.3344,3.83133333333,4.61873333333
430.08,3.67826666667,3.45973333333,4.47093333333,2.97773333334,23.3996666667,3.97343333333,30.8493333333,3.26713333334,4.94113333334,3.29746666667,3.83846666667,4.5796
430.44,3.6922,3.4786,4.46233333333,2.98313333333,23.2451333333,3.98476666667,30.6758,3.2968,4.9718,3.30013333333,3.84106666667,4.57766666667
430.79,3.66513333333,3.48193333333,4.44593333333,2.95906666667,23.0833333333,3.95553333333,30.5338,3.26453333333,4.97173333333,3.28,3.84006666667,4.58033333333
431.15,3.63093333333,3.45613333333,4.3838,2.91346666667,22.9043333333,3.93313333333,30.3491333333,3.2086,4.92846666667,3.256,3.79253333333,4.56873333333
431.50,3.60946666667,3.4182,4.36486666667,2.89973333333,22.8292,3.8965,30.3434666667,3.195,4.908,3.22186666667,3.74533333333,4.55793333333
431.86,3.59266666667,3.39606666667,4.36313333333,2.9342,22.7095333333,3.882,30.241,3.19926666667,4.92053333333,3.2118,3.73453333333,4.55973333333
432.22,3.5362,3.33386666667,4.30226666667,2.87333333333,22.5725333333,3.79776666667,30.1129333333,3.1416,4.84593333333,3.1378,3.65353333333,4.51126666667
432.57,3.4474,3.233,4.218,2.78093333333,22.4100666667,3.7094,29.9935333333,3.0056,4.73166666667,3.02773333333,3.56706666666,4.42146666666
432.93,3.31826666667,3.10326666667,4.08986666667,2.64753333333,22.1628666667,3.57603333333,29.7499333333,2.88713333333,4.59953333333,2.91873333333,3.44493333333,4.3158
433.29,3.30893333333,3.11673333333,4.0896,2.6744,22.0524,3.58486666667,29.6047333333,2.9022,4.60793333333,2.93966666667,3.4544,4.35413333333
433.64,3.28773333333,3.03593333333,4.06486666667,2.6418,21.9258,3.54986666667,29.4457333333,2.88013333333,4.55313333334,2.88626666667,3.40653333333,4.32806666667
434.00,3.26673333333,3.00726666667,4.03346666667,2.5952,21.8204666667,3.5464,29.3906,2.88906666667,4.51433333334,2.87146666667,3.38413333333,4.31326666667
434.35,3.24913333333,3.00293333333,4.0348,2.5876,21.7494,3.53656666667,29.2789333333,2.88853333333,4.50966666667,2.87993333333,3.39453333333,4.31046666667
434.71,3.2658,3.0226,4.02573333333,2.60153333333,21.6584,3.54886666666,29.17,2.89926666667,4.50226666667,2.87873333333,3.38753333333,4.31993333333
435.07,3.2196,2.98766666667,4.00046666667,2.6056,21.5384666667,3.52116666667,29.0141333333,2.8738,4.45193333333,2.83133333333,3.36666666667,4.275
435.42,3.1566,2.94173333333,3.9744,2.56546666667,21.3771333333,3.52466666667,28.827,2.82246666667,4.4008,2.78593333333,3.34153333333,4.23866666667
435.78,3.11066666667,2.92946666667,3.93326666667,2.4968,21.2922666667,3.51093333333,28.6874666667,2.77773333333,4.3686,2.7564,3.30846666667,4.20126666667
436.13,3.06266666667,2.88566666667,3.87933333333,2.45573333333,21.1173333333,3.49486666667,28.4807333333,2.7234,4.328,2.7208,3.29413333333,4.13873333333
436.49,3.09866666667,2.942,3.91926666667,2.5074,21.0110666667,3.5451,28.3298,2.76793333333,4.38133333333,2.7716,3.31973333333,4.19666666667
436.84,3.10773333333,2.97193333333,3.91753333333,2.51153333334,20.9238666667,3.53033333333,28.2878666667,2.76333333333,4.40613333334,2.76146666667,3.33346666667,4.21693333333
437.20,3.08433333333,2.94733333333,3.89513333333,2.4882,20.7645333334,3.49386666667,28.1098666667,2.71586666667,4.38966666667,2.7206,3.32126666667,4.17373333333
437.56,3.07426666667,2.9822,3.90686666666,2.49326666667,20.6803333333,3.52093333333,28.0127333333,2.71866666667,4.4114,2.74873333333,3.3286,4.1778
437.91,3.04693333333,2.96293333333,3.9064,2.50093333333,20.5405333333,3.49373333333,27.8764,2.69226666667,4.4204,2.73053333334,3.29986666667,4.20486666667
438.27,3.0246,2.9428,3.90233333333,2.51313333333,20.3826666667,3.4686,27.7652,2.6748,4.412,2.70613333333,3.2742,4.18413333333
438.62,3.0318,2.9444,3.92926666667,2.5236,20.3706666667,3.50406666667,27.6872666667,2.7018,4.44586666667,2.73913333333,3.33286666667,4.2084
438.98,3.1232,2.99813333333,3.9838,2.55873333333,20.3557333333,3.55596666667,27.6488,2.7748,4.51506666666,2.80546666667,3.38633333333,4.29166666667
439.33,3.07913333333,2.98366666667,3.94853333333,2.5262,20.2079333333,3.49966666667,27.4842666667,2.7304,4.48353333333,2.78526666667,3.3374,4.25126666667
439.69,3.06326666667,2.9768,3.97406666667,2.55986666667,20.0754666667,3.48743333333,27.3470666667,2.74813333333,4.48233333333,2.80533333333,3.33166666667,4.2506
440.04,3.1032,3.00826666667,4.01733333333,2.58653333333,20.0336,3.52753333333,27.2962,2.7818,4.5144,2.84513333333,3.34646666667,4.28626666667
440.40,3.15133333333,3.04033333333,4.063,2.61926666667,20.0102666667,3.55726666667,27.2462666667,2.833,4.5692,2.9048,3.39773333333,4.3166
440.75,3.13433333333,3.01666666667,4.05146666667,2.6106,19.9048666667,3.54466666667,27.0546666667,2.81786666667,4.55253333333,2.89106666667,3.40006666667,4.2892
441.11,3.15046666667,3.0462,4.09726666667,2.64146666667,19.8644,3.5816,26.9743333333,2.87326666667,4.58666666667,2.9242,3.42606666667,4.33446666667
441.47,3.19873333333,3.086,4.13973333333,2.6968,19.8236666667,3.59506666667,26.9548666667,2.91353333333,4.6384,2.955,3.467,4.39153333333
441.82,3.1896,3.07926666667,4.12653333333,2.65586666667,19.7235333333,3.58126666667,26.7768,2.8874,4.60466666667,2.9556,3.46433333333,4.3442
442.18,3.24053333333,3.1306,4.15873333333,2.69013333333,19.6978666667,3.64596666667,26.6584666667,2.9214,4.64013333333,3.00833333333,3.5108,4.39833333333
442.53,3.2382,3.14286666667,4.17873333333,2.70346666667,19.5779333333,3.6527,26.5078,2.92386666667,4.648,3.02106666666,3.49993333333,4.41006666667
442.89,3.18086666667,3.10613333333,4.13706666667,2.67666666667,19.435,3.62526666667,26.3617333333,2.886,4.63126666667,2.98573333333,3.4758,4.36553333334
443.24,3.20586666667,3.11366666667,4.14506666667,2.68346666667,19.3388666666,3.66063333333,26.2273333333,2.9152,4.63926666667,3.0082,3.49493333333,4.36526666667
443.60,3.27326666667,3.17486666667,4.1892,2.72086666667,19.2836666666,3.73793333333,26.1785333333,2.94566666667,4.7186,3.05246666667,3.56533333333,4.4372
443.95,3.23026666667,3.13773333333,4.16426666667,2.69386666667,19.1447333333,3.7386,26.011,2.91473333333,4.708,3.04126666666,3.5574,4.42633333333
444.31,3.1558,3.0872,4.08606666667,2.64773333333,18.9506666667,3.68,25.7962,2.8492,4.63113333333,2.95173333333,3.4904,4.37186666667
444.66,3.18646666667,3.1272,4.1264,2.6898,18.9179333333,3.75243333333,25.8278666667,2.89626666667,4.67526666667,2.9938,3.5104,4.41893333333
445.02,3.18333333333,3.11553333333,4.10666666667,2.68066666667,18.8027333333,3.7415,25.689,2.86606666667,4.65473333333,2.98593333334,3.502,4.3866
445.37,3.1512,3.0562,4.0782,2.63093333333,18.6618,3.71446666667,25.5070666667,2.81,4.6044,2.959,3.4838,4.36626666667
445.72,3.201,3.0978,4.14126666667,2.6964,18.6146666667,3.77096666667,25.3906666667,2.87013333333,4.67373333333,3.0214,3.5422,4.4342
446.08,3.2312,3.11206666666,4.17953333333,2.72513333333,18.547,3.78423333333,25.2844666667,2.90146666667,4.70286666667,3.04186666667,3.5856,4.4674
446.43,3.24713333333,3.1136,4.1882,2.7306,18.5069333333,3.7842,25.2444666667,2.9132,4.73066666667,3.0494,3.61573333333,4.49086666667
446.79,3.32553333333,3.17513333333,4.26173333333,2.79913333333,18.4670666667,3.8476,25.1777333333,2.976,4.79146666667,3.12233333333,3.6832,4.5586
447.14,3.36366666667,3.206,4.3076,2.8454,18.4588,3.86806666667,25.1555333333,2.99826666667,4.83653333334,3.152,3.72906666667,4.61413333333
447.50,3.43313333333,3.2598,4.3604,2.91073333333,18.4614666667,3.93696666667,25.1025333333,3.07253333333,4.8862,3.22586666667,3.79393333333,4.69346666667
447.85,3.43746666667,3.27313333333,4.3746,2.91686666667,18.3772666667,3.9307,25.0007333333,3.08246666667,4.8894,3.21573333333,3.79373333333,4.7032
448.21,3.49486666667,3.31833333333,4.43673333333,2.96973333333,18.3661333333,3.99033333333,24.9354,3.14326666667,4.933,3.26926666667,3.85073333333,4.74573333333
