wavelength,Back_PhrDorf,Belly_PhrDorf,Breast_PhrDorf,Crissum_PhrDorf,Crown_PhrDorf,DorTail_PhrDorf,Patch10_PhrDorf,Rump_PhrDorf,Throat_PhrDorf,WingTip_PhrDorf
353.65,7.58833333333,19.2291111111,10.8018888889,19.7765555556,8.23372222222,8.82011111111,7.81116666667,10.0956703704,20.6581111111,9.53283333333
354.01,7.484,19.2095,10.8498888889,19.6925555555,8.14705555556,8.75888888889,7.837,10.0931666667,20.555,9.47066666667
354.38,7.44844444444,19.3272777778,10.944,19.8043333333,8.11427777778,8.75266666667,7.80983333333,10.1069962963,20.694,9.55777777777
354.74,7.59355555556,19.4125,10.9861111111,19.866,8.17872222222,8.85977777778,7.81566666667,10.2880407408,20.7146666666,9.59466666667
355.11,7.69033333333,19.3944444444,11.1044444444,19.8419444445,8.26716666667,8.91088888889,7.93266666666,10.4311962963,20.6823333333,9.6418888889
355.47,7.62344444444,19.3363888889,11.1601111111,19.8159444444,8.23894444444,8.78866666667,7.811,10.4257518518,20.751,9.60083333333
355.83,7.871,19.6432222222,11.38,20.0147222222,8.44494444445,8.98333333334,8.011,10.6105222222,20.9415555556,9.86772222223
356.20,7.91044444444,19.7162222222,11.3507222222,20.0847777778,8.55411111111,8.99288888889,8.149,10.7083925926,21.0504444444,9.9056111111
356.56,7.84611111111,19.6961666667,11.1879444444,19.8587777778,8.49555555556,8.87933333333,8.00583333333,10.6055925926,21.0275555555,9.8955
356.93,7.82266666667,19.7307777778,11.1393888889,19.8101111111,8.40427777778,8.79411111111,7.92933333334,10.5369666667,20.9668888889,9.79805555557
357.29,7.774,19.6693888889,11.0505555555,19.7125555556,8.32666666667,8.71144444444,7.914,10.420962963,20.9105555556,9.71355555557
357.66,7.86122222222,19.6387777778,11.0664444444,19.6618333333,8.33761111111,8.64466666667,8.02366666667,10.3989962963,20.9137777778,9.63066666667
358.02,7.84433333333,19.7678888889,11.0726666667,19.7368888889,8.28505555556,8.67088888889,7.94583333333,10.3950925926,21.0292222222,9.6571111111
358.38,7.78744444444,19.7348333333,10.9401666667,19.7211666667,8.23755555555,8.70088888889,7.96816666667,10.3499777778,20.9783333333,9.49277777777
358.75,7.71444444444,19.7910555556,10.9146666667,19.8173888889,8.21544444445,8.66344444444,7.93316666667,10.2665777778,21.0632222222,9.48022222223
359.11,7.84266666667,20.0376666667,11.0087222222,20.0178888889,8.37344444444,8.76733333333,7.99183333334,10.3191703704,21.3281111111,9.65505555557
359.48,7.88344444445,20.1721666667,11.0973333333,20.1167222222,8.39338888889,8.86644444444,8.0375,10.3931222222,21.355,9.67344444443
359.84,8.05711111111,20.3552222222,11.2124444444,20.3382777778,8.45722222222,8.95788888889,8.17116666667,10.5042148148,21.4777777778,9.76977777777
360.20,8.22088888889,20.5801666667,11.4428888889,20.5992222222,8.63955555556,9.116,8.264,10.6536962963,21.643,9.93427777777
360.57,8.04522222222,20.5373333333,11.3811111111,20.6168888889,8.55244444444,8.99211111111,8.11516666666,10.5110814815,21.5582222222,9.82905555557
360.93,8.02811111111,20.7208333333,11.5010555556,20.6917222222,8.60405555556,8.97577777778,8.03216666667,10.5257666667,21.6747777778,9.7836111111
361.29,8.13933333333,20.9183888889,11.5841111111,20.8642777778,8.763,9.062,8.19916666667,10.6690518519,21.7753333333,9.95955555557
361.66,8.24666666667,21.0852222222,11.7302777778,21.0806111111,8.83261111111,9.243,8.269,10.8046037037,21.9516666667,10.0734444444
362.02,8.28011111111,21.1602777778,11.7575555555,21.1148333333,8.87744444444,9.28644444445,8.30683333333,10.8340518519,21.9315555555,9.97127777777
362.39,8.41655555556,21.3439444444,11.9128333333,21.2358888889,9.04444444445,9.38211111111,8.43333333333,11.020037037,22.1182222222,10.1550555556
362.75,8.38477777778,21.2955,11.9509444444,21.1582222222,8.98777777778,9.28511111111,8.4595,10.9896148148,22.1055555556,10.2002777778
363.11,8.36477777778,21.4142777778,11.9722222222,21.2686111111,8.96594444444,9.22466666667,8.432,10.9876555556,22.1431111111,10.1333333333
363.48,8.34922222222,21.4677777778,11.961,21.2930555556,8.98183333333,9.143,8.43683333334,10.9489296296,22.2205555556,10.1245555556
363.84,8.21255555555,21.4333333333,11.8865555556,21.2106666667,8.87811111111,9.046,8.35683333334,10.8961925926,22.2718888889,10.0121666667
364.20,8.10144444444,21.3725555556,11.7740555556,21.0795,8.79644444444,8.98788888889,8.32416666667,10.8289851852,22.1946666667,9.9216111111
364.57,8.187,21.5454444444,11.9142777778,21.2157777778,8.85216666667,8.97822222222,8.39183333333,10.9828185185,22.3546666667,9.9303888889
364.93,8.25377777778,21.6823333333,12.0102222222,21.3553888889,8.97044444445,9.07755555555,8.447,11.1684814815,22.5616666667,10.1237222222
365.29,8.36444444445,21.8059444444,12.1347777778,21.5205555556,9.03355555556,9.149,8.5085,11.2647407407,22.6766666667,10.1654444444
365.66,8.35544444444,21.9228888889,12.1387777778,21.5252777778,9.02905555556,9.11855555555,8.58133333333,11.2827518518,22.6724444445,10.1430555556
366.02,8.35888888889,21.9383888889,12.121,21.6271666667,9.08244444444,9.13188888889,8.64033333333,11.301837037,22.743,10.1789444444
366.38,8.11622222222,21.6966111111,11.8797222222,21.4423888889,8.79661111111,8.90655555555,8.34783333334,11.0555222222,22.4262222222,9.9318888889
366.75,8.063,21.7421111111,11.7988888889,21.524,8.72316666667,8.84411111111,8.24066666666,11.012537037,22.4236666667,9.8055
367.11,7.94255555556,21.6355,11.7596666667,21.4730555556,8.59338888889,8.84933333333,8.10916666667,10.9549814815,22.3961111111,9.65827777777
367.47,8.00855555555,21.7820555555,11.7898888889,21.5808888889,8.58955555556,8.88366666666,8.14883333334,11.0488074074,22.4585555556,9.71855555557
367.84,8.061,21.8971111111,11.8637777778,21.6734444444,8.62788888889,8.934,8.13316666667,11.0378888889,22.4827777778,9.67972222223
368.20,8.08622222222,22.0867777778,11.9785,21.8067777778,8.71005555555,8.99233333333,8.17083333334,11.1079962963,22.6095555555,9.70972222223
368.56,8.22277777778,22.2523888889,12.0638333333,21.9329444445,8.85016666666,9.21055555556,8.363,11.1369518519,22.7005555555,9.8636111111
368.93,8.10322222222,22.1402777778,11.8956111111,21.893,8.71916666667,9.091,8.32583333333,10.9213518519,22.6347777778,9.71955555557
369.29,7.85544444444,22.0515555555,11.7277777778,21.7337222222,8.58338888889,8.93522222222,8.10316666667,10.7397814815,22.4787777778,9.52022222223
369.65,7.701,22.0081111111,11.5483333333,21.6810555556,8.45461111111,8.82388888889,7.8455,10.6478185185,22.5012222222,9.4406111111
370.01,7.645,22.0376666667,11.5293888889,21.6128333333,8.39616666666,8.77844444445,7.73366666667,10.5818333333,22.5543333333,9.3415
370.38,7.82444444444,22.3402777778,11.7092222222,21.8461666667,8.60205555556,8.90677777778,7.86766666667,10.7396481481,22.7841111111,9.46116666667
370.74,7.95566666667,22.5334444444,11.8750555556,22.0019444444,8.76227777778,9.08711111111,8.01816666666,10.9015962963,22.9553333334,9.62655555557
371.10,7.99922222222,22.675,11.9016111111,22.0182222222,8.78344444444,9.06122222222,8.098,10.9487185185,23.0127777778,9.679
371.46,7.98311111111,22.6923888889,11.9419444444,21.9662222222,8.8295,9.06611111111,8.06933333333,10.9061666667,22.995,9.6625
371.83,8.16344444445,22.8655555556,12.1306111111,22.1036666667,9.02166666667,9.204,8.301,11.1298444445,23.1365555556,9.9353888889
372.19,8.19655555555,22.8631666667,12.0682222222,22.1573333333,9.00688888889,9.10533333333,8.3105,11.0655703704,23.1572222222,9.95116666667
372.55,8.11533333333,22.8728888889,11.9781111111,22.1460555556,8.95577777778,9.04655555555,8.219,11.1106814815,23.1607777778,9.94994444443
372.92,8.23388888889,23.1648333333,12.0505555555,22.2961111111,9.0815,9.15588888889,8.298,11.2400407408,23.2401111111,9.996
373.28,8.37411111111,23.2770555556,12.1293333333,22.4439444445,9.15227777778,9.24933333333,8.46516666666,11.3591074074,23.406,10.0718333333
373.64,8.39266666666,23.2858333333,12.1421666667,22.4865555556,9.15544444444,9.13977777778,8.548,11.3032518518,23.3328888889,10.0444444444
374.00,8.43622222222,23.3809444444,12.1183888889,22.5745555556,9.16666666667,9.17877777778,8.64616666666,11.3571777778,23.4182222222,10.1113888889
374.37,8.32566666667,23.4171111111,12.0227222222,22.6518333333,9.06538888889,9.16833333333,8.55833333333,11.2989814815,23.4663333333,10.0925
374.73,8.17588888889,23.3028333333,11.8605,22.5186666667,8.90005555555,8.93466666667,8.40783333333,11.1148481482,23.3481111111,9.78272222223
375.09,8.22755555555,23.3321666667,11.8922222222,22.6222222222,8.98533333333,9.00533333333,8.40916666667,11.1550370371,23.4981111111,9.79655555557
375.45,8.30166666667,23.4807777778,11.9478333333,22.8346111111,9.04322222222,9.07377777778,8.51316666667,11.2476444444,23.6545555555,9.87366666667
375.81,8.02555555556,23.1756111111,11.6656666667,22.6845555555,8.76811111111,8.796,8.24233333333,10.9731703704,23.4867777778,9.56127777777
376.18,7.85755555556,23.1185,11.5991666667,22.6427777778,8.62461111111,8.77188888889,8.11333333333,10.8835148148,23.4675555555,9.3848888889
376.54,7.95522222222,23.1892222222,11.7501666667,22.8017222222,8.71066666667,8.84322222222,8.23033333334,10.9267925926,23.5982222222,9.3378888889
376.90,7.92944444445,23.1738888889,11.7462777778,22.7447777778,8.67305555556,8.797,8.22533333333,10.8534481481,23.5988888889,9.23183333333
377.26,7.84244444445,23.2450555556,11.6878888889,22.7651111111,8.63161111111,8.69344444444,8.11766666667,10.7846037037,23.5942222222,9.16577777777
377.63,7.80766666667,23.329,11.7136111111,22.8446111111,8.67916666667,8.70955555556,8.06216666667,10.8368407408,23.7103333333,9.19122222223
377.99,7.70355555556,23.3116666667,11.6871666667,22.8307777778,8.608,8.57711111111,7.8965,10.7550296297,23.6547777778,9.12272222223
378.35,7.71666666667,23.2928333333,11.6959444444,22.753,8.5985,8.52388888889,7.8275,10.7115222222,23.6538888889,9.04044444443
378.71,7.67666666667,23.3453333333,11.6544444444,22.7115555556,8.55227777778,8.49122222222,7.73016666667,10.6351296296,23.6664444444,9.06955555557
379.07,7.74866666667,23.4035,11.738,22.7573333333,8.61627777778,8.529,7.7595,10.6870185185,23.639,9.1426111111
379.44,7.68211111111,23.2972222222,11.6549444445,22.6552777778,8.524,8.45722222222,7.65766666667,10.5833555556,23.5025555556,9.0508888889
379.80,7.79055555556,23.5331111111,11.7428888889,22.7022222222,8.61883333333,8.50211111111,7.69516666667,10.6142777778,23.5776666667,9.06605555557
380.16,7.93111111111,23.7052777778,11.8760555555,22.8453333333,8.72166666667,8.56244444444,7.73816666667,10.7465037037,23.7284444444,9.16416666667
380.52,7.90833333333,23.7987777778,11.8928888889,22.8268333333,8.64305555555,8.50788888889,7.70866666667,10.7027888889,23.7694444445,9.185
380.88,8.00566666667,23.8592222222,11.9998888889,22.9743888889,8.74844444445,8.59322222222,7.8425,10.7847259259,23.92,9.41516666667
381.24,8.12911111111,23.9381666667,12.1458333333,23.1668888889,8.81388888889,8.73966666667,7.89933333333,10.8969111111,24.0457777778,9.5141111111
381.61,8.17088888889,23.9584444444,12.1643888889,23.1563333333,8.81944444444,8.77822222222,7.8915,10.8641481481,24.0718888889,9.50027777777
381.97,8.21377777778,24.0302222222,12.1969444445,23.2790555555,8.85416666667,8.82233333334,7.94966666667,10.8891814815,24.0822222222,9.5318888889
382.33,8.27033333333,24.1733333333,12.3048333333,23.4033888889,8.92961111111,8.86366666667,8.07866666667,10.9864777778,24.1675555556,9.5946111111
382.69,8.22944444445,24.1568333333,12.2476111111,23.4258888889,8.90866666667,8.83388888889,8.0865,10.9640444444,24.1725555555,9.53255555557
383.05,8.17111111111,24.2027222222,12.2305,23.4378888889,8.8595,8.79377777778,8.1565,10.9127814815,24.1554444445,9.4735
383.41,8.14488888889,24.3043333333,12.2755,23.4830555555,8.867,8.77155555556,8.17483333333,10.9472814815,24.2434444445,9.40344444443
383.77,8.10144444444,24.3566111111,12.2587222222,23.5915555556,8.8885,8.78377777778,8.2085,11.0176259259,24.3145555555,9.47877777777
384.14,8.04955555556,24.4035,12.1585555556,23.5316111111,8.89105555556,8.78266666667,8.20083333333,10.9542851852,24.2136666667,9.47422222223
384.50,8.07411111111,24.4404444445,12.1727222222,23.5843333333,8.98077777778,8.86044444444,8.19533333333,10.9854,24.2434444444,9.49766666667
384.86,7.98811111111,24.4437222222,12.0641666667,23.4871666667,8.91944444444,8.775,8.05116666666,10.9597703704,24.1845555556,9.30472222223
385.22,7.87522222222,24.4837222222,12.0227222222,23.4088888889,8.87561111111,8.68788888889,8.00033333333,10.8899740741,24.1844444444,9.25133333333
385.58,7.90844444444,24.6202777778,12.1015555556,23.5203888889,8.93638888889,8.765,8.06483333333,10.9448185185,24.3128888889,9.31955555557
385.94,7.96044444445,24.7248333333,12.1346111111,23.5391111111,9.02822222222,8.82477777778,8.16616666666,11.0114222222,24.4456666667,9.41222222223
386.30,7.96877777778,24.8034444444,12.1343333333,23.6026111111,9.06222222222,8.83277777778,8.21,11.0496444444,24.4865555556,9.43544444443
386.66,7.97877777778,24.8931111111,12.2262777778,23.6994444445,9.09666666667,8.89944444445,8.24933333334,11.1295333333,24.5366666667,9.4636111111
387.03,7.97355555556,25.0020555555,12.2416666667,23.7908333333,9.096,8.915,8.20516666667,11.1290296296,24.6164444444,9.43977777777
387.39,7.96266666667,24.9815555556,12.1175555556,23.8211666667,9.03577777778,8.926,8.14566666667,11.0888,24.621,9.44044444443
387.75,8.01988888889,25.0921666667,12.161,23.8504444444,9.07466666666,8.99455555555,8.18516666667,11.0995037037,24.6573333333,9.40144444443
388.11,8.10733333333,25.1750555555,12.2695555556,23.9883333333,9.14155555555,9.025,8.27466666667,11.1770296296,24.7972222222,9.46177777777
388.47,8.03477777778,25.1721666667,12.2026111111,23.9943333333,9.05711111111,8.92622222222,8.20766666667,11.1202888889,24.7656666667,9.39072222223
388.83,8.07622222222,25.2207222222,12.2311111111,24.1068333333,9.07427777778,8.942,8.254,11.0867814815,24.7967777778,9.47644444443
389.19,8.167,25.3468333333,12.2951666667,24.2438333333,9.17277777778,9.01244444444,8.35866666667,11.1909037037,24.8936666667,9.4776111111
389.55,8.20988888889,25.465,12.3246666667,24.2858333333,9.18077777778,9.00711111111,8.3875,11.2217185185,24.9488888889,9.4691111111
389.91,8.13344444444,25.4295,12.2695,24.2559444445,9.03394444445,8.89222222222,8.26066666666,11.1181666666,24.8701111111,9.31333333333
390.27,8.11122222222,25.4573888889,12.2712777778,24.2544444444,9.02216666667,8.87322222222,8.23816666667,11.1185740741,24.9093333333,9.3413888889
390.63,8.179,25.5947777778,12.2672222222,24.3689444444,9.07233333333,8.93444444444,8.27,11.1518444444,25.0588888889,9.40527777777
391.00,8.14466666667,25.5494444444,12.2223888889,24.3328888889,9.04766666667,8.90977777778,8.22716666666,11.1242740741,25.0974444444,9.4196111111
391.36,8.24111111111,25.7778333333,12.4191666667,24.4508333333,9.17605555556,8.99488888889,8.33066666666,11.2434407407,25.2222222222,9.52222222223
391.72,8.17155555556,25.8193888889,12.427,24.5033888889,9.12822222222,8.93055555556,8.20883333334,11.2082222222,25.2542222222,9.532
392.08,8.02422222222,25.7912777778,12.3146666667,24.4053333333,9.02205555556,8.802,8.0375,11.0917740741,25.2004444444,9.37766666667
392.44,8.09688888889,25.9327777778,12.3956666667,24.4767777778,9.09422222222,8.87433333334,8.104,11.1549333333,25.3122222222,9.45977777777
392.80,8.16111111111,26.0882777778,12.5187222222,24.5577222222,9.16505555555,8.94311111111,8.13966666667,11.2311592593,25.4402222222,9.51377777777
393.16,8.17966666667,26.0798888889,12.4965,24.5313333333,9.15983333333,8.93888888889,8.10766666667,11.1874925926,25.4468888889,9.53916666667
393.52,8.12666666667,26.0042777778,12.4207222222,24.5748888889,9.10811111111,8.886,8.08516666666,11.1868148148,25.3778888889,9.50777777777
393.88,8.23311111111,26.1361111111,12.5289444444,24.6576111111,9.22266666667,8.97288888889,8.18333333333,11.2778296296,25.5098888889,9.60022222223
394.24,8.26566666667,26.1565555555,12.5298333333,24.6960555555,9.24705555555,8.98655555555,8.19783333333,11.259537037,25.5215555556,9.56227777777
394.60,8.31922222222,26.2281111111,12.5921666667,24.7087222222,9.30133333333,9.01566666667,8.19733333333,11.3303481481,25.5132222222,9.6633888889
394.96,8.36144444445,26.3459444445,12.6504444444,24.7971111111,9.33422222222,9.03322222222,8.2535,11.3706148148,25.5553333333,9.68166666667
395.32,8.277,26.2802222222,12.5442777778,24.7671111111,9.28283333333,8.92244444444,8.22416666666,11.2741592592,25.4787777778,9.59544444443
395.68,8.26277777778,26.2923888889,12.4832222222,24.7717222222,9.26827777778,8.88533333333,8.2405,11.2511296296,25.4732222222,9.54994444443
396.04,8.37355555555,26.3906111111,12.5955555556,24.9127777778,9.28766666667,8.94666666667,8.359,11.3131481482,25.5855555556,9.6118888889
396.40,8.33166666667,26.4707777778,12.5563333333,24.9595,9.24638888889,8.901,8.293,11.2966333333,25.6232222222,9.53972222223
396.76,8.22933333333,26.4351666667,12.4696666667,24.9338888889,9.1535,8.82977777778,8.211,11.2130259259,25.5727777778,9.4835
397.12,8.27266666667,26.5478888889,12.5383888889,25.0264444444,9.20305555556,8.88422222222,8.27066666667,11.2842407407,25.6886666667,9.52977777777
397.48,8.347,26.6908888889,12.5978888889,25.0795555556,9.28544444445,8.94777777778,8.30316666666,11.3017481481,25.8422222222,9.6133888889
397.84,8.273,26.7331666667,12.5131111111,25.0981666667,9.23183333333,8.89377777778,8.21266666666,11.2445740741,25.7917777778,9.57772222223
398.20,8.17544444444,26.7935,12.4575,25.1491666667,9.17588888889,8.88266666667,8.07433333333,11.2184666667,25.8632222222,9.5646111111
398.56,8.17255555555,26.8350555555,12.4803333333,25.2748333333,9.21816666667,8.83855555556,8.14983333333,11.189662963,25.91,9.55933333333
398.92,8.18444444445,26.8867222222,12.4662222222,25.3248888889,9.26094444445,8.81411111111,8.1525,11.211062963,25.9374444444,9.53555555557
399.28,8.20722222222,26.9928888889,12.5278333333,25.3865,9.29244444445,8.85322222222,8.1125,11.2579925926,26.0757777778,9.57922222223
399.64,8.257,27.0723333333,12.6180555556,25.4256111111,9.31911111111,8.90655555556,8.1625,11.317637037,26.2053333334,9.61305555557
400.00,8.20988888889,27.1021111111,12.6021111111,25.4051111111,9.32827777778,8.943,8.13166666666,11.2997962963,26.2356666667,9.62972222223
400.36,8.18266666667,27.0008888889,12.5685,25.3102777778,9.32488888889,8.90566666667,8.116,11.2388296296,26.179,9.64705555557
400.72,8.23522222222,27.1508333333,12.6257222222,25.433,9.40183333333,8.96777777778,8.19066666666,11.3071740741,26.3117777778,9.62705555557
401.08,8.08577777778,27.0548333333,12.4560555555,25.3317222222,9.27794444445,8.80677777778,8.03483333333,11.1653962963,26.2298888889,9.53633333333
401.44,8.09722222222,27.1945,12.5540555555,25.4206111111,9.34133333333,8.85766666667,8.07333333333,11.2153407407,26.2863333333,9.534
401.80,8.17088888889,27.3403888889,12.7079444444,25.5917222222,9.449,8.97122222222,8.17466666667,11.3434,26.4836666666,9.6148888889
402.16,8.28488888889,27.4112777778,12.835,25.6165,9.5265,9.03455555556,8.28566666666,11.3840259259,26.5404444444,9.6571111111
402.52,8.31144444444,27.5126666667,12.8878888889,25.6187222222,9.54822222222,9.04744444445,8.27566666667,11.4079407407,26.6417777778,9.6235
402.88,8.27566666667,27.5472777778,12.9318888889,25.6357222222,9.47977777778,9.05444444444,8.22766666666,11.3886,26.7063333333,9.60705555557
403.24,8.27522222222,27.5856111111,12.9297777778,25.7151111111,9.47744444444,9.07022222222,8.22766666667,11.3779111111,26.7797777778,9.57866666667
403.60,8.36344444445,27.7176666667,13.0128333333,25.8466111111,9.56472222222,9.15355555556,8.307,11.4777148148,26.8715555556,9.68072222223
403.95,8.454,27.8508888889,13.0683888889,25.9733888889,9.66583333333,9.193,8.39133333333,11.5626259259,26.9461111111,9.72977777777
404.31,8.48066666667,28.0321111111,13.1112222222,26.1098888889,9.66405555556,9.23666666667,8.42166666667,11.6128851852,27.065,9.6775
404.67,8.50655555556,28.0315,13.1226111111,26.1191666667,9.67327777777,9.23877777778,8.439,11.6440037037,27.0542222222,9.70683333333
405.03,8.57066666667,28.1871111111,13.2088888889,26.237,9.72716666665,9.30577777778,8.5085,11.7283,27.1525555556,9.7558888889
405.39,8.59088888889,28.2376666667,13.1770555556,26.2666111111,9.70155555555,9.26566666667,8.50733333333,11.7270592592,27.1645555556,9.74533333333
405.75,8.551,28.2381111111,13.1047777778,26.2197222222,9.65377777779,9.174,8.422,11.6593333333,27.0965555556,9.691
406.11,8.54855555555,28.3130555555,13.0888888889,26.2812222222,9.66944444443,9.16511111111,8.447,11.6614666667,27.1521111111,9.66877777777
406.47,8.489,28.3066666667,13.0697777778,26.2609444445,9.60344444445,9.12311111111,8.411,11.6274,27.1227777778,9.59322222223
406.83,8.47333333333,28.3392777778,12.9886111111,26.3226666667,9.58694444444,9.11033333333,8.37266666666,11.6136925926,27.0867777778,9.58722222223
407.19,8.52055555555,28.4045555555,13.0251111111,26.3997777778,9.63100000001,9.16155555556,8.38583333334,11.6653185185,27.1305555556,9.65827777777
407.55,8.49333333333,28.4335555556,13.0068333333,26.4487222222,9.5863888889,9.13111111111,8.34983333333,11.6255888889,27.1593333333,9.63033333333
407.90,8.36433333333,28.3456111111,12.9246111111,26.3917222222,9.46766666667,9.01988888889,8.21133333333,11.5094814815,27.0747777778,9.4838888889
408.26,8.31688888889,28.2373333333,12.8926666667,26.3347222222,9.46255555556,8.91266666667,8.1695,11.4528888889,26.974,9.4721111111
408.62,8.32722222222,28.2939444445,12.88,26.3990555556,9.45766666667,8.89544444444,8.17233333333,11.4578444444,27.0041111111,9.50594444443
408.98,8.32588888889,28.3285,12.8728888889,26.4106666667,9.462,8.90233333333,8.16066666666,11.4429777778,26.9874444444,9.5098888889
409.34,8.25511111111,28.3018333333,12.8600555555,26.3531666667,9.43411111111,8.87322222222,8.11283333334,11.4132666666,26.9791111111,9.4631111111
409.70,8.288,28.3603333333,12.8965555555,26.4239444444,9.49488888889,8.91944444445,8.17616666666,11.4725851852,27.0502222222,9.5003888889
410.06,8.32677777778,28.4692222222,12.9665555556,26.5153333333,9.51366666667,8.95588888889,8.186,11.5295925926,27.1348888889,9.58455555557
410.42,8.35377777778,28.5372222222,12.9549444445,26.5907777778,9.52966666667,8.98455555555,8.205,11.5641259259,27.1711111111,9.63772222223
410.77,8.43966666667,28.6318888889,13.0272222222,26.6798888889,9.61922222222,9.05711111111,8.25583333333,11.623362963,27.2656666666,9.69483333333
411.13,8.44744444444,28.7136666667,13.0542777778,26.7076111111,9.64405555556,9.00155555555,8.272,11.5900407407,27.2867777778,9.6975
411.49,8.44088888889,28.7428333333,13.0492222222,26.7290555556,9.66816666668,9.00144444444,8.271,11.581862963,27.2961111111,9.65905555557
411.85,8.45455555555,28.7553888889,13.0278333333,26.7444444444,9.64144444443,8.98166666667,8.27516666667,11.5912740741,27.3296666667,9.67272222223
412.21,8.46288888889,28.8898333333,13.0473888889,26.8690555556,9.64150000001,9.04622222222,8.2635,11.616537037,27.45,9.71644444443
412.57,8.43933333333,28.9488333333,13.0385555555,26.8772777778,9.61527777778,9.012,8.2555,11.5655518519,27.443,9.6766111111
412.92,8.482,29.0977222222,13.1125,27.0028888889,9.6375,9.07277777778,8.28233333333,11.5865444444,27.5621111111,9.69922222223
413.28,8.57222222222,29.2692777778,13.2103333333,27.1709444444,9.72844444444,9.19044444444,8.34783333333,11.6575555555,27.7366666667,9.79916666667
413.64,8.60355555556,29.354,13.2534444444,27.2777777778,9.73455555555,9.22977777778,8.37066666667,11.6792074074,27.8428888889,9.84722222223
414.00,8.55566666667,29.3945555555,13.2048888889,27.3277222222,9.70011111111,9.19311111111,8.35983333334,11.6376740741,27.8108888889,9.8303888889
414.36,8.57811111111,29.4696111111,13.2514444445,27.39,9.72644444445,9.23088888889,8.3375,11.6419111111,27.8485555556,9.84094444443
414.72,8.58433333333,29.5782777778,13.2948333333,27.42,9.73372222222,9.22,8.3895,11.6642925926,27.9323333333,9.8288888889
415.07,8.60377777778,29.5944444445,13.3075555556,27.4591666667,9.72172222223,9.25133333333,8.437,11.7042407407,27.9704444445,9.8373888889
415.43,8.60688888889,29.6393333333,13.3251666667,27.4636111111,9.74116666668,9.24033333333,8.45266666667,11.7160185185,27.9995555556,9.8843888889
415.79,8.68422222222,29.7918333333,13.4057777778,27.555,9.81877777777,9.32566666666,8.521,11.8124888889,28.0735555556,9.973
416.15,8.70255555555,29.8050555556,13.3717222222,27.5436111111,9.80294444443,9.31133333334,8.5295,11.8244925926,28.0972222222,9.98977777777
416.51,8.71222222222,29.8993888889,13.4140555556,27.6297777778,9.82772222221,9.33,8.5185,11.8597148148,28.1732222222,10.0236111111
416.86,8.73533333333,29.8497222222,13.4414444444,27.6196111111,9.86083333335,9.33211111111,8.54216666667,11.8813222222,28.1897777778,10.0610555556
417.22,8.681,29.791,13.3708888889,27.5496666667,9.78666666668,9.25966666667,8.48116666667,11.8167925926,28.1158888889,10.0194444444
417.58,8.60711111111,29.7772222222,13.3050555556,27.4851666667,9.71866666668,9.19444444444,8.41516666666,11.7304814815,28.0686666667,9.93966666667
417.94,8.61355555556,29.7496111111,13.2901111111,27.4686666667,9.7145,9.17266666667,8.3845,11.7285666667,28.0871111111,9.92916666667
418.29,8.58022222222,29.7485,13.2672222222,27.4546111111,9.69149999999,9.16766666667,8.37383333333,11.7006777778,28.0937777778,9.88416666667
418.65,8.55788888889,29.743,13.2463333333,27.4501666667,9.68672222221,9.16466666667,8.34583333334,11.6670407407,28.0858888889,9.8911111111
419.01,8.57644444444,29.8104444444,13.2803333333,27.5037777778,9.71255555554,9.21822222222,8.35233333334,11.6796592592,28.1363333334,9.9103888889
419.37,8.56355555556,29.8265555556,13.2740555556,27.4995,9.69761111111,9.20233333333,8.32366666667,11.6732851852,28.1441111111,9.8991111111
419.73,8.56911111111,29.8559444444,13.2819444444,27.5353333333,9.72711111111,9.20622222222,8.31866666666,11.6677481481,28.191,9.91805555557
420.08,8.60455555555,29.904,13.3258888889,27.5765,9.75844444443,9.22333333333,8.373,11.6998148148,28.2058888889,9.93144444443
420.44,8.61855555556,29.9393333333,13.3499444444,27.5813333333,9.76805555556,9.25144444444,8.38366666667,11.7045148148,28.2535555555,9.93116666667
420.80,8.60988888889,29.9794444444,13.3274444444,27.5950555555,9.76038888888,9.23311111111,8.366,11.7039592593,28.2464444444,9.90866666667
421.16,8.62,30.0331111111,13.3486111111,27.6522222222,9.75844444445,9.24211111111,8.36583333334,11.7088296296,28.2943333334,9.9051111111
421.51,8.64688888889,30.1039444445,13.3758888889,27.6818333333,9.78338888888,9.26222222222,8.39333333334,11.7318111111,28.3446666667,9.9318888889
421.87,8.64755555555,30.1674444444,13.3935,27.7278333333,9.80550000001,9.294,8.43583333334,11.751062963,28.3631111111,9.943
422.23,8.68255555555,30.2435,13.4062222222,27.7759444444,9.83755555554,9.31655555555,8.44933333333,11.7687333333,28.4047777778,9.99744444443
422.58,8.69233333333,30.2892222222,13.4262777778,27.8172222222,9.84766666666,9.324,8.444,11.7798814815,28.4412222222,10.0066666667
422.94,8.65188888889,30.2880555555,13.3693888889,27.7955555556,9.81016666668,9.26733333333,8.39483333333,11.7375148148,28.3987777778,9.96572222223
423.30,8.65844444444,30.3231666667,13.3718888889,27.8422222222,9.79149999999,9.26922222222,8.378,11.7167814815,28.4374444444,9.95633333333
423.66,8.65,30.3563333333,13.3661666667,27.8628888889,9.77900000001,9.26066666666,8.3865,11.7139259259,28.4402222222,9.9323888889
424.01,8.63622222222,30.4241666667,13.3707222222,27.9003888889,9.76894444444,9.26477777778,8.364,11.7092925926,28.4863333334,9.91977777777
