wavelength,Back_PooNigm,Belly_PooNigm,Breast_PooNigm,Crissum_PooNigm,Crown_PooNigm,DorTail_PooNigm,Patch10_PooNigm,Rump_PooNigm,Throat_PooNigm,WingTip_PooNigm
539.69,8.80799999999,47.9791333333,12.7297333333,21.9925333333,8.5726,7.9075,28.7519166667,9.08846666666,17.713,10.4311666667
540.03,8.8286,47.9805333334,12.7841666667,22.0203333333,8.60193333333,7.9441,28.7575,9.10079999999,17.7542,10.4519166666
540.37,8.84446666666,48.0362666666,12.8044333333,22.0748,8.616,7.96973333333,28.80525,9.12153333333,17.8061333333,10.4685833333
540.72,8.80993333333,48.0286,12.8177333333,22.0844666667,8.58186666667,7.96003333333,28.8009166667,9.10406666667,17.8084,10.4668333333
541.06,8.79673333333,48.0058666667,12.8373333333,22.092,8.582,7.96393333333,28.7894166667,9.10433333333,17.8265333333,10.4604166666
541.40,8.81346666667,47.9827333333,12.8702,22.1144666667,8.60153333333,7.97606666667,28.82075,9.11713333334,17.8598,10.4790833333
541.75,8.80320000001,47.9627333333,12.8841333333,22.1269333333,8.59866666667,7.9702,28.8465,9.10573333333,17.8869333333,10.4784166667
542.09,8.79639999999,47.9596666667,12.9026333333,22.1544,8.60453333334,7.9893,28.8585833333,9.10613333334,17.9176,10.4859166667
542.43,8.77380000001,47.9552666667,12.9093666667,22.1585333333,8.59046666667,7.97683333333,28.87425,9.09333333334,17.9363333333,10.4783333334
542.78,8.7854,47.9489333333,12.9361666667,22.1842,8.59973333333,7.9807,28.8881666667,9.09366666667,17.9725333333,10.4841666667
543.12,8.7722,47.9558,12.9560333333,22.1934,8.58806666667,7.96593333333,28.89025,9.09106666666,17.987,10.4730833333
543.46,8.77306666666,47.9948,12.9911666667,22.2212,8.58499999999,7.9531,28.9375,9.09606666667,18.0156,10.46325
543.81,8.78473333334,47.982,13.0157,22.2445333333,8.59893333333,7.95476666667,28.9773333333,9.11113333334,18.0614,10.47625
544.15,8.75459999999,47.9503333333,13.0282666667,22.2439333333,8.5692,7.9242,28.9576666666,9.08586666667,18.0616,10.4460833333
544.49,8.77766666666,47.9312666667,13.0463,22.2657333333,8.58813333334,7.94293333333,28.9796666667,9.10933333333,18.1123333333,10.4445833333
544.84,8.81399999999,47.9825333333,13.1056333333,22.3446666667,8.61893333334,7.9738,29.0393333333,9.13600000001,18.1838,10.4968333333
545.18,8.82506666666,48.0808666667,13.1522333333,22.4314666667,8.63646666666,7.967,29.0694166666,9.14320000001,18.2485333333,10.50925
545.52,8.84086666667,48.1532666667,13.2078666667,22.4856,8.66486666666,7.97683333333,29.06925,9.17320000001,18.3158666667,10.51125
545.87,8.86599999999,48.2244666667,13.2365666667,22.5342666667,8.67253333333,7.95843333333,29.08675,9.18139999999,18.3509333333,10.5081666667
546.21,8.91546666666,48.2939333333,13.3067333333,22.6220666667,8.7142,8.0071,29.1099166667,9.21153333333,18.4271333333,10.5596666667
546.55,8.92566666666,48.3710666667,13.3483333333,22.698,8.73893333333,8.02333333333,29.152,9.23579999999,18.4940666667,10.5874166666
546.90,8.96026666667,48.4120666666,13.3944666667,22.7588666667,8.7586,8.0422,29.20325,9.25586666666,18.5512,10.6216666667
547.24,9.02206666667,48.4725333333,13.4772,22.8589333333,8.82033333333,8.08893333333,29.2565,9.29453333333,18.6510666666,10.6779166667
547.58,9.03386666667,48.4900666667,13.5091333333,22.9144666667,8.83546666667,8.0767,29.2473333333,9.30820000001,18.6844,10.6890833333
547.92,9.0786,48.5243333334,13.5768666667,22.9930666667,8.86579999999,8.10266666667,29.2295833333,9.34013333333,18.7622666666,10.7184166667
548.27,9.10973333333,48.5440666667,13.6435666667,23.0492666667,8.88259999999,8.12400000001,29.2185833333,9.35026666666,18.8081333333,10.74275
548.61,9.14753333334,48.6379333333,13.6955,23.1208666667,8.89453333334,8.1336,29.2333333333,9.37653333333,18.8646666667,10.7431666667
548.95,9.1784,48.5940666667,13.7318,23.0994,8.90260000001,8.16753333333,29.23075,9.39133333333,18.8766666667,10.7633333333
549.29,9.20266666667,48.6363333333,13.7884333333,23.1797333333,8.92060000001,8.2075,29.2635833333,9.42773333333,18.9146666667,10.8064166667
549.64,9.17973333333,48.5902,13.833,23.2056666667,8.90513333333,8.2001,29.2778333333,9.41846666666,18.9400666667,10.8120833333
549.98,9.21160000001,48.6733333333,13.9028333333,23.2861333333,8.93560000001,8.21696666667,29.3675833333,9.47700000001,19.0302,10.8621666667
550.32,9.23273333334,48.7508,13.9681,23.3308666667,8.97006666667,8.23996666666,29.3693333333,9.49306666667,19.0801333333,10.86925
550.66,9.27106666667,48.8771333333,14.0537,23.4260666667,8.99093333335,8.28263333333,29.40625,9.52719999999,19.1674666667,10.8985
551.01,9.16253333333,48.8054,13.9868333333,23.3515333333,8.90599999999,8.20760000001,29.30725,9.46666666667,19.1199333333,10.80875
551.35,9.16459999999,48.8821333333,14.0711333333,23.4286666667,8.90106666666,8.22933333334,29.3156666667,9.49706666666,19.1968666667,10.8659166667
551.69,9.18619999999,48.9295333333,14.1262666667,23.4832,8.95299999999,8.26823333333,29.3825,9.52093333333,19.2626,10.89675
552.03,9.2204,49.0415333333,14.1938333333,23.5972666667,9.0188,8.31030000001,29.4718333333,9.58413333333,19.3580666667,10.962
552.38,9.20273333334,49.0428,14.2334666667,23.6396,9.01866666666,8.30403333334,29.4915,9.56860000001,19.4164,10.9675833333
552.72,9.19039999999,49.081,14.2783,23.7074,9.02293333333,8.30476666667,29.4698333333,9.57326666667,19.4674666667,10.98175
553.06,9.2084,49.0941333333,14.3159,23.7270666667,9.03000000001,8.31356666667,29.4439166667,9.59393333333,19.5126,10.9803333333
553.40,9.23953333333,49.1672666667,14.3870333333,23.8069333333,9.07726666667,8.34706666666,29.4575,9.61099999999,19.5762,11.0308333333
553.74,9.19226666666,49.0952,14.3712333333,23.7462666667,9.04080000001,8.31176666667,29.3735,9.56146666667,19.5500666667,10.9681666666
554.09,9.26046666667,49.1528666667,14.4355,23.8479333333,9.07093333334,8.36303333333,29.4680833334,9.62753333334,19.6242666667,11.036
554.43,9.26820000001,49.1569333333,14.4320666667,23.8956666667,9.10099999999,8.38340000001,29.4599166666,9.62186666666,19.6558666667,11.0528333333
554.77,9.36446666666,49.2564,14.5589333333,24.0118666667,9.1918,8.45976666667,29.515,9.66846666667,19.7754,11.15275
555.11,9.33146666667,49.261,14.5325333333,23.9962,9.16273333334,8.40900000001,29.5065,9.58366666666,19.7535333333,11.0701666667
555.45,9.35226666666,49.2997333333,14.5551666667,24.039,9.15886666667,8.43063333333,29.5171666667,9.58713333333,19.7980666667,11.1139166667
555.80,9.35906666666,49.3152666667,14.5996,24.0294,9.17133333334,8.42723333333,29.49975,9.59,19.8399333333,11.1395
556.14,9.3868,49.3100666667,14.6555,24.0922,9.22059999999,8.48593333334,29.5383333333,9.65533333334,19.9011333333,11.1805833334
556.48,9.40426666667,49.3284666667,14.6828333333,24.1207333333,9.23326666667,8.49403333333,29.5998333333,9.6696,19.9876,11.1889166667
556.82,9.4106,49.4124666667,14.7202,24.2144666667,9.24740000001,8.4794,29.68575,9.65213333334,20.0506666667,11.2240833333
557.16,9.42546666667,49.4313333333,14.7438,24.2219333333,9.23413333332,8.44393333334,29.6816666666,9.64873333333,20.0951333333,11.1978333333
557.50,9.45526666668,49.4603333333,14.8047333333,24.3142666667,9.26013333333,8.47633333333,29.7129166667,9.69573333334,20.1511333333,11.2089166667
557.85,9.45313333334,49.4162,14.8734,24.3224,9.26879999999,8.41129999999,29.6743333333,9.6662,20.1874,11.184
558.19,9.39313333333,49.4444666667,14.9171666667,24.3057333333,9.21306666666,8.33619999999,29.6823333333,9.62413333333,20.2119333333,11.1564166667
558.53,9.37220000001,49.4348666667,14.9554666667,24.3277333333,9.19093333333,8.32113333333,29.7005833333,9.62073333333,20.2,11.15375
558.87,9.40966666666,49.4582666667,15.0475,24.4013333333,9.24913333334,8.38206666666,29.7434166667,9.70426666666,20.2933333333,11.2529166667
559.21,9.37006666667,49.4604,15.0935,24.4161333333,9.24713333333,8.35126666667,29.744,9.70093333333,20.3224,11.2153333333
559.55,9.30879999999,49.4185333333,15.0643,24.3977333333,9.17193333334,8.27146666667,29.6730833333,9.6424,20.2925333333,11.132
559.89,9.28553333333,49.4576666667,15.0582666667,24.3712,9.13320000001,8.22933333334,29.66775,9.58826666666,20.3144666667,11.1136666667
560.23,9.32526666667,49.4912,15.1482333333,24.4227333333,9.19486666666,8.282,29.6965833333,9.62166666667,20.3648666667,11.1805
560.58,9.31900000001,49.5044666666,15.2240666667,24.4636,9.21506666667,8.3156,29.7544166667,9.65619999999,20.4218666667,11.1800833333
560.92,9.34926666667,49.5065333333,15.2542333333,24.4834666667,9.26240000001,8.38036666667,29.79675,9.72106666667,20.5046666666,11.2515833334
561.26,9.40066666666,49.609,15.3320666667,24.5469333333,9.31226666667,8.42520000001,29.86225,9.76366666666,20.5945333333,11.3135
561.60,9.37746666667,49.5975333334,15.3525,24.556,9.3212,8.47836666667,29.8758333333,9.7802,20.6386666667,11.3336666667
561.94,9.41013333333,49.6006666667,15.4217666667,24.5782,9.35379999999,8.53246666667,29.8595,9.80260000001,20.6993333333,11.3315833334
562.28,9.43926666666,49.6716666667,15.4616666667,24.6682,9.40026666665,8.57526666667,29.9195833333,9.83419999999,20.7983333333,11.3645833333
562.62,9.50719999999,49.7869333333,15.5468666667,24.7723333333,9.4736,8.6514,30.0006666667,9.89700000001,20.913,11.42275
562.96,9.50020000001,49.8095333333,15.5813333333,24.7969333333,9.45173333333,8.6321,29.98575,9.86553333334,20.9495333333,11.4453333333
563.30,9.57006666667,49.9094666667,15.6881333333,24.8940666667,9.51973333333,8.71563333333,30.0948333333,9.93173333334,21.0818666667,11.5286666667
563.64,9.55953333333,49.8629333333,15.722,24.8944,9.50973333334,8.6876,30.0546666667,9.91913333333,21.1060666667,11.53975
563.99,9.57340000001,49.8668,15.7687333333,24.9522666666,9.51840000001,8.67113333334,30.0068333333,9.94293333333,21.154,11.5523333333
564.33,9.59280000001,49.8774,15.7713666667,24.9713333333,9.51273333335,8.65873333333,29.9570833333,9.931,21.1645333333,11.565
564.67,9.55400000001,49.8978,15.8060333333,25.0163333333,9.47753333334,8.62773333334,29.932,9.901,21.1506666667,11.53075
565.01,9.5208,49.7823333333,15.7929,24.9985333333,9.42493333333,8.56006666667,29.8520833334,9.83773333333,21.1352,11.5243333333
565.35,9.54173333334,49.8165333333,15.8148,25.0604666667,9.41473333333,8.53363333333,29.8433333333,9.82759999999,21.1707333333,11.516
565.69,9.56493333333,49.7572,15.8353333333,25.0994666667,9.42706666668,8.51526666667,29.87,9.84473333333,21.2020666667,11.55975
566.03,9.53673333333,49.6952,15.8315333333,25.0714,9.38513333334,8.48406666667,29.85025,9.8316,21.1883333333,11.5314166666
566.37,9.4692,49.5838666667,15.7818333333,25.0004666666,9.29633333333,8.37873333333,29.7295,9.74593333333,21.1298666667,11.4440833333
566.71,9.49713333334,49.5927333333,15.8560666667,25.0382,9.32793333334,8.41006666667,29.7505833333,9.77273333333,21.1844,11.46025
567.05,9.50186666667,49.5293333333,15.8817,25.0458666667,9.33679999999,8.41813333334,29.7068333333,9.76879999999,21.1872666667,11.4585
567.39,9.53273333333,49.5824666667,15.9688333333,25.1125333333,9.3676,8.46166666667,29.7303333333,9.79273333333,21.2528666666,11.4655
567.73,9.49953333333,49.6339333333,15.9775,25.1306666667,9.3256,8.44533333333,29.75875,9.75586666667,21.2632,11.4443333334
568.07,9.5474,49.6270666667,16.0750666667,25.1834,9.36379999999,8.48226666667,29.7744166667,9.78499999999,21.3532,11.4825
568.41,9.59026666667,49.6890666667,16.1871333333,25.2564666667,9.4322,8.54680000001,29.81275,9.82006666667,21.4663333333,11.5301666667
568.75,9.60059999999,49.7772666667,16.2571666667,25.3177333333,9.47013333333,8.60286666667,29.87625,9.87333333333,21.5282666667,11.5693333333
569.09,9.63226666666,49.809,16.3663,25.3762,9.5154,8.64963333334,29.9093333333,9.90879999999,21.6070666667,11.63225
569.43,9.6228,49.8934666667,16.4261,25.4226666667,9.52506666666,8.67870000001,29.9265833333,9.9224,21.6534666667,11.6506666667
569.77,9.70693333333,50.002,16.5715666667,25.5183333333,9.63746666668,8.76313333333,29.9888333334,9.99466666667,21.7904666667,11.7285833334
570.11,9.74113333334,50.0908666667,16.6498,25.6324,9.68033333335,8.81223333333,30.0985,10.0294,21.8889333333,11.7784166666
570.45,9.7644,50.155,16.7013666667,25.7302,9.72480000001,8.85353333334,30.14275,10.0871333333,21.9514,11.8444166667
570.79,9.71980000001,50.2224666667,16.7086333333,25.7730666667,9.70046666667,8.81533333333,30.1649166667,10.0693333333,21.9861333333,11.82225
571.13,9.67586666667,50.2221333333,16.6991666667,25.7762,9.67566666667,8.78233333333,30.1950833333,10.0516,21.9978666667,11.8145
571.47,9.72359999999,50.2167333333,16.7743333333,25.8234666667,9.73239999999,8.83946666667,30.2186666667,10.117,22.0686666667,11.8674166667
571.81,9.73593333334,50.2358666667,16.824,25.8534666667,9.75473333333,8.85046666667,30.2353333333,10.1512,22.1128666667,11.91525
572.15,9.7928,50.2482666667,16.8676,25.9175333333,9.78179999999,8.88306666667,30.2803333334,10.2116666667,22.1908,11.9605833333
572.49,9.84106666666,50.2492666667,16.9472666667,25.9649333333,9.83179999999,8.93603333334,30.3106666667,10.2267333333,22.2662,11.985
572.83,9.79873333333,50.2396666667,16.9217,25.9315333333,9.78973333332,8.899,30.2555,10.1979333333,22.2504666667,11.9319166667
573.17,9.8162,50.2574666667,16.9641333333,25.9679333333,9.8142,8.91643333334,30.2465833334,10.2216,22.3044,11.959
573.51,9.80086666667,50.2467333333,17.0051666667,25.9910666667,9.78273333333,8.90733333333,30.2316666666,10.2098666667,22.3104,11.9484166667
573.85,9.7774,50.1898666667,17.0159333333,25.9640666667,9.76713333332,8.89603333334,30.1785,10.2090666667,22.2836666667,11.9440833333
574.19,9.78226666666,50.1667333334,17.0419333333,25.9922666667,9.78686666667,8.90126666667,30.1814166667,10.2223333333,22.3219333333,11.9468333333
574.53,9.81560000001,50.1301333333,17.0998,26.0118,9.83233333333,8.92113333333,30.175,10.2338666667,22.3684,11.9908333334
574.87,9.85179999999,50.1288666667,17.1691666667,26.0685333333,9.86946666667,8.96173333334,30.14075,10.2584,22.4297333333,12.0183333333
575.21,9.80213333333,50.1232666667,17.1904666667,26.0589333334,9.83473333334,8.91013333334,30.1043333333,10.2076666667,22.4419333333,11.9821666667
575.55,9.77299999999,50.1288666667,17.1751,26.0773333333,9.79440000001,8.87960000001,30.12775,10.1726,22.4499333333,11.9405
575.89,9.66719999999,50.1145333333,17.1051,26.0010666667,9.68826666666,8.75816666666,30.0453333333,10.0438666667,22.3777333333,11.8393333333
576.22,9.635,50.1268,17.1133666667,26.0352666667,9.64533333333,8.71643333333,30.0433333333,10.0334,22.3958666667,11.8041666667
576.56,9.65733333333,50.1502666667,17.1705,26.0896666667,9.66620000001,8.73843333333,30.08675,10.0342666667,22.4696666667,11.8374166667
576.90,9.65739999999,50.1696666667,17.1665,26.1232,9.63453333333,8.70683333333,30.0958333334,10.0045333333,22.4948,11.8005833333
577.24,9.60993333333,50.1257333333,17.1184666667,26.0858666667,9.59320000001,8.62990000001,30.0240833333,9.94653333332,22.4975333333,11.76375
577.58,9.68373333333,50.1826,17.2270666667,26.1732,9.6444,8.66703333333,30.1125833333,9.97406666666,22.6034666667,11.8315833333
577.92,9.71126666667,50.2573333333,17.2894666667,26.1942,9.65373333335,8.65316666667,30.15525,9.98000000001,22.6648666667,11.8210833333
578.26,9.69853333333,50.2764,17.3291333333,26.2214,9.61313333334,8.63600000001,30.1875833333,9.99220000001,22.7157333333,11.7894166667
578.60,9.70413333333,50.3063333333,17.3555333333,26.2699333333,9.61639999999,8.64466666667,30.2458333333,10.0060666667,22.7647333333,11.8164166667
578.94,9.70519999999,50.352,17.3901333333,26.3567333333,9.61439999999,8.67890000001,30.3155,10.0140666667,22.7890666667,11.811
579.28,9.68913333333,50.4217333333,17.4796,26.4020666666,9.66766666667,8.72119999999,30.3425,10.0376666667,22.8815333333,11.8454166667
579.61,9.69566666666,50.3979333333,17.5569,26.4761333333,9.69686666667,8.78943333334,30.3956666667,10.0567333333,22.9277333333,11.8676666667
579.95,9.79766666666,50.4588666667,17.6315666667,26.5653333333,9.79626666666,8.90509999999,30.4450833333,10.1421333333,23.0242666667,11.9665
580.29,9.76460000001,50.4619333333,17.6487,26.6097333333,9.79933333333,8.92083333334,30.4670833333,10.1476666667,23.0770666667,11.96875
580.63,9.76266666667,50.4428,17.7456,26.6467333333,9.85886666667,9.00126666667,30.509,10.1943333333,23.1442666667,12.0135833333
580.97,9.78266666666,50.4349333333,17.7839666667,26.6775333333,9.8566,9.0238,30.5550833333,10.2008666667,23.2149333333,12.0113333333
581.31,9.74846666667,50.4934,17.8064333333,26.699,9.83713333333,9.01423333333,30.5096666667,10.2090666667,23.2699333333,11.9895833333
581.65,9.74633333333,50.4022,17.8034666667,26.6762,9.8024,9.03543333333,30.5085833333,10.2101333333,23.2772666667,11.9840833333
581.98,9.78359999999,50.4361333333,17.909,26.7629333333,9.84573333335,9.10796666667,30.5315,10.2310666667,23.3283333333,12.005
582.32,9.79733333333,50.4297333333,17.9789666667,26.7939333333,9.86986666667,9.1352,30.5539166667,10.2728666667,23.3706666667,12.0340833334
582.66,9.88013333334,50.4504666667,18.0616,26.8383333333,9.92273333333,9.17846666667,30.5675,10.3518666667,23.4674666667,12.0905833333
583.00,9.88073333333,50.4558666667,18.0322,26.8650666667,9.88586666667,9.17159999999,30.56325,10.3218,23.4586666667,12.025
583.34,9.95366666667,50.4701333333,18.1118,26.9272666666,9.91793333333,9.20306666666,30.611,10.4044666667,23.5527333334,12.0928333334
583.68,9.87659999999,50.4802,18.1351666667,26.9247333333,9.84493333333,9.13646666667,30.54525,10.3132666667,23.5667333333,12.0428333333
584.01,9.93846666666,50.4711333333,18.1882,26.9864666667,9.84573333333,9.13523333334,30.5786666667,10.3456,23.5934,12.0424166667
584.35,9.99706666667,50.4912666667,18.3035,27.0262,9.88693333332,9.16053333333,30.6421666666,10.3944666667,23.6581333333,12.099
584.69,10.0582666667,50.6228666667,18.4050666667,27.1488666667,9.95146666667,9.23529999999,30.7206666667,10.4670666667,23.7482666667,12.1904166667
585.03,10.0954666667,50.6548666667,18.4988666667,27.238,10.0248,9.32656666667,30.79575,10.5089333333,23.8230666667,12.19525
585.37,10.0336,50.5993333333,18.5052666667,27.248,9.97120000001,9.28003333333,30.7179166667,10.4458,23.8448666667,12.1870833333
585.70,10.0638666667,50.6452666667,18.5329333333,27.2949333333,9.97633333333,9.28923333333,30.7725,10.4744,23.922,12.2416666667
586.04,10.1436666667,50.6846666667,18.6031,27.376,10.043,9.31673333334,30.7941666667,10.4973333333,24.0098,12.2889166667
586.38,10.0917333333,50.6529333333,18.5965333333,27.3484666667,10.0308,9.26496666666,30.8299166666,10.4409333333,24.0173333333,12.2539166667
586.72,10.1673333333,50.6318666667,18.6838,27.4187333333,10.0774,9.31280000001,30.8408333333,10.5192666667,24.0875333334,12.3430833333
587.06,10.1598666667,50.7921333333,18.7579,27.4893333333,10.1152,9.31963333333,30.8626666667,10.5244666667,24.1485333333,12.3644166666
587.39,10.1488,50.7002666667,18.7939,27.4740666667,10.1435333333,9.29796666667,30.9078333333,10.5416666667,24.1762,12.3640833333
587.73,10.1391333333,50.7619333333,18.8849333333,27.4808,10.1878666667,9.32619999999,30.9090833334,10.547,24.2522,12.3943333333
588.07,10.1078666667,50.7273333333,18.8654333333,27.5010666667,10.1522,9.26303333334,30.8079166667,10.4815333333,24.2948,12.3321666667
588.41,10.0286,50.6189333333,18.8629666667,27.4483333333,10.0749333333,9.18843333333,30.73425,10.4178666667,24.2490666666,12.24975
588.74,10.0221333333,50.5774666667,18.8908,27.4151333333,10.0621333333,9.17856666666,30.74725,10.4006,24.2664,12.2809166667
589.08,10.0934666667,50.6994,19.0357666667,27.4798,10.1314666667,9.24590000001,30.83375,10.4572,24.3124,12.309
589.42,10.0952,50.755,19.0702666667,27.4881333333,10.148,9.21906666666,30.8326666667,10.4479333333,24.3304,12.2844166667
589.76,10.0787333333,50.7835333333,19.1351333333,27.5154666667,10.1181333333,9.22116666667,30.846,10.4728,24.3327333333,12.2851666667
590.09,10.0519333333,50.7925333333,19.1619333333,27.5562666667,10.0797333333,9.19666666667,30.7538333333,10.4670666667,24.3727333333,12.3175
590.43,10.0322666667,50.7804666667,19.2230666667,27.5436666667,10.0679333333,9.18479999999,30.7191666667,10.4478,24.3996666667,12.3495833333
590.77,10.0729333333,50.7558,19.2765,27.5850666667,10.1038666667,9.2488,30.7406666667,10.4890666667,24.4798,12.3903333333
591.11,10.0595333333,50.8283333333,19.3400666667,27.6735333333,10.1071333333,9.25603333333,30.7823333334,10.5433333333,24.5816,12.42275
591.44,10.1026,50.8772666667,19.4217333333,27.7089333333,10.1286,9.30326666667,30.80875,10.5916,24.6801333334,12.4808333333
591.78,10.2013333333,50.9167333333,19.5473333333,27.753,10.2235333333,9.47133333333,30.8828333333,10.7068,24.7498,12.6385
592.12,10.2345333333,50.9729333334,19.6149333333,27.8174666667,10.2763333333,9.50276666666,30.8854166667,10.7448,24.8137333333,12.6901666667
592.46,10.2147333333,50.9890666667,19.6132,27.8668666667,10.2529333333,9.47843333333,30.8105833333,10.7609333333,24.8432,12.6784166667
592.79,10.2215333333,51.0552666667,19.6586333333,27.9122,10.2978,9.48386666666,30.83675,10.8300666667,24.9470666667,12.7524166666
593.13,10.2096,51.0432,19.7155666667,27.9729333333,10.3156666667,9.51823333333,30.7820833333,10.8394666667,25.0044,12.768
593.47,10.1901333333,51.0247333333,19.7311,27.9694666667,10.3210666667,9.53633333334,30.7858333333,10.8218666667,25.0541333333,12.76475
593.80,10.3109333333,51.1202,19.9067,28.0930666667,10.4292,9.64413333333,30.8814166667,10.918,25.1977333333,12.8331666667
594.14,10.2602666667,51.1272,19.9209666667,28.1086,10.3972,9.58666666667,30.8818333334,10.8248,25.2320666667,12.755
594.48,10.2140666667,51.1458666667,19.9391333333,28.116,10.3524666667,9.51543333334,30.8329166667,10.7856,25.2620666666,12.7059166667
594.81,10.2754666667,51.1978,20.0512666667,28.1464666667,10.3855333333,9.52623333334,30.7963333333,10.7581333333,25.2868,12.711
595.15,10.2878,51.2100666667,20.0827,28.1932,10.3796,9.52133333333,30.7805,10.7554666667,25.3050666667,12.6970833333
595.49,10.2438666667,51.3320666667,20.1001333333,28.2514,10.3194666667,9.40829999999,30.8144166667,10.6822666667,25.3624666666,12.6505
595.82,10.309,51.4302,20.2047666667,28.3417333333,10.3739333333,9.47583333333,30.9471666667,10.7577333333,25.4718,12.7306666667
596.16,10.316,51.4282,20.2672333333,28.3526666667,10.3672,9.48826666667,30.9929166667,10.7486,25.5151333333,12.7220833333
596.50,10.2457333333,51.3406,20.2395,28.3326666667,10.2928666667,9.41283333333,30.9268333334,10.6408,25.4573333333,12.6535833333
596.83,10.2316,51.296,20.2643666667,28.2743333333,10.2632666667,9.39180000001,30.9341666667,10.6218,25.4587333333,12.6495833333
597.17,10.2200666667,51.3072666667,20.2966666667,28.272,10.2373333333,9.33550000001,30.9270833333,10.5817333333,25.4732666667,12.6019166667
597.51,10.169,51.1739333333,20.2416666667,28.2015333333,10.1937333333,9.2792,30.8790833333,10.5266666667,25.4150666667,12.567
597.84,10.1954,51.1592666667,20.2773333333,28.2078,10.2236,9.30286666667,30.8545,10.5543333333,25.4256,12.5685
598.18,10.2176666667,51.0932666667,20.2907,28.1702,10.2398,9.32056666667,30.8414166667,10.5534,25.4297333333,12.5673333333
598.52,10.2243333333,51.0465333333,20.2890333333,28.1498,10.2567333333,9.34679999999,30.8399166666,10.5789333333,25.4351333333,12.5591666667
598.85,10.0690666667,51.0697333333,20.2309333333,28.1180666667,10.1495333333,9.23803333333,30.7890833333,10.4819333333,25.3608,12.49
599.19,9.9848,50.9844666667,20.1875,28.0915333333,10.0941333333,9.17450000001,30.75725,10.4275333333,25.3241333333,12.3923333333
599.53,9.93819999999,50.9016,20.1779,28.0407333333,10.0686,9.12676666667,30.6489166667,10.3747333333,25.2982,12.3511666667
599.86,10.0683333333,51.0473333333,20.2859,28.1935333333,10.2029333333,9.19466666667,30.7608333333,10.4733333333,25.4496,12.4735833333
600.20,10.1861333333,51.2300666667,20.4531666667,28.2984,10.3084666667,9.33186666667,30.9023333334,10.6181333333,25.6331333333,12.5824166666
600.53,10.1525333333,51.2011333333,20.4184333333,28.3448,10.2821333333,9.31486666666,30.8974166667,10.6045333333,25.6594666667,12.5775
600.87,10.1634666667,51.1776,20.4583666667,28.3518666667,10.3056666667,9.36056666667,30.8509166667,10.6202666667,25.7013333333,12.6270833333
601.21,10.1768666667,51.3326,20.5646333333,28.4570666667,10.3414666667,9.3752,30.9300833333,10.6564,25.8008666667,12.6591666667
601.54,10.1550666667,51.3748,20.5999,28.5142,10.3338,9.30893333334,30.9639166667,10.6466666667,25.8613333333,12.68725
601.88,10.1768666667,51.4042666667,20.7157333333,28.6122666667,10.3740666667,9.3538,31.0348333333,10.6959333333,25.9173333333,12.7483333333
602.21,10.1299333333,51.3982666667,20.7174666667,28.6294666667,10.2990666667,9.31036666667,31.0359166667,10.6400666667,25.9245333333,12.7586666667
602.55,10.3381333333,51.4828,20.9573333333,28.812,10.5001333333,9.45713333333,31.2376666667,10.7885333333,26.1154666667,12.926
602.88,10.3909333333,51.5060666667,21.0520666667,28.9056666667,10.5584,9.49379999999,31.2339166667,10.8574,26.2114666667,12.9929166667
603.22,10.3,51.435,20.9875666667,28.8562666667,10.476,9.39733333333,31.1891666667,10.7503333333,26.1536666667,12.9041666667
603.56,10.1847333333,51.3543333333,20.9612666667,28.7300666667,10.3644666667,9.30323333334,31.073,10.6656,26.0643333333,12.8206666667
603.89,10.1571333333,51.3376666667,20.9522666667,28.7423333333,10.3216666667,9.2594,31.0309166667,10.5954,26.0577333334,12.7815833333
604.23,10.195,51.4037333333,21.0509,28.8191333333,10.3412666667,9.28570000001,31.0560833333,10.6085333333,26.1225333333,12.7936666667
604.56,10.1774666667,51.4592666667,21.0797333333,28.8757333333,10.3336666667,9.26079999999,31.0648333334,10.6172,26.1591333333,12.7838333333
604.90,10.2134,51.4551333333,21.0969,28.8924,10.3716,9.33666666667,31.0665833333,10.6587333333,26.2,12.80325
605.23,10.2413333333,51.423,21.1446333333,28.8872,10.3710666667,9.3777,31.0211666667,10.6784666667,26.2198,12.83525
605.57,10.2268666667,51.4273333333,21.153,28.9146666667,10.3418,9.37063333333,30.99625,10.6388,26.2316666667,12.8080833333
605.90,10.272,51.4042666667,21.1798,28.9166,10.3807333333,9.3994,30.9963333333,10.6596666667,26.27,12.7885833334
606.24,10.2201333333,51.2926666667,21.1142333333,28.8583333333,10.3018666667,9.37316666666,30.9013333333,10.6072666667,26.2199333333,12.7161666667
606.58,10.2399333333,51.3792,21.2025333333,28.8862,10.2934666667,9.38076666667,30.93575,10.6084666667,26.2551333333,12.7145833333
606.91,10.3159333333,51.4356666667,21.3565666667,28.9856666667,10.3633333333,9.47153333333,30.9735833333,10.7042666667,26.3797333333,12.7851666667
607.25,10.3252,51.4568,21.4209333333,29.0630666667,10.3730666667,9.473,31.0170833333,10.7092,26.4708666667,12.77975
607.58,10.2196666667,51.3592666666,21.3916,29.0122,10.3299333333,9.42183333334,30.94275,10.6537333333,26.4588,12.6904166667
607.92,10.1998,51.2710666667,21.3626666667,28.9734,10.3115333333,9.39773333333,30.9336666666,10.6470666667,26.4251333333,12.6929166667
608.25,10.2192666667,51.2461333333,21.4278333333,29.0033333333,10.3516,9.46043333334,31.0165833333,10.6779333333,26.4631333333,12.7384166667
