wavelength,Back_RamBrem,Belly_RamBrem,Breast_RamBrem,Crissum_RamBrem,Crown_RamBrem,DorTail_RamBrem,Rump_RamBrem,Throat_RamBrem,WingTip_RamBrem
318.12,-0.570666666667,2.08133333334,-1.36288888889,-1.32255555556,-1.00033333333,1.77911111111,-0.819111111111,-1.32922222222,3.33011111111
318.49,-0.972222222221,1.65933333333,-1.69333333333,-1.79522222222,-1.44822222222,1.53011111111,-1.04722222222,-1.34644444444,3.09072222222
318.85,-0.657444444444,1.993,-1.51866666667,-1.61344444445,-1.30833333333,1.42377777778,-0.691333333336,-1.18633333333,3.40333333333
319.22,-0.854222222221,1.75666666667,-1.68777777778,-1.80488888889,-1.82555555555,0.888666666667,-0.957555555554,-1.17111111111,3.20333333333
319.59,-0.986666666666,1.427,-2.02333333333,-1.99522222222,-2.05177777778,0.802333333333,-1.50522222222,-1.66855555556,3.0315
319.96,-0.361555555556,2.24077777778,-1.47477777778,-1.19111111111,-1.06366666667,1.68744444444,-0.99988888889,-0.928888888888,3.47794444444
320.32,0.283333333331,2.75655555555,-0.474777777777,-0.0284444444443,-0.453333333333,2.77777777778,-0.155888888889,-0.141666666667,4.17027777778
320.69,-0.346666666667,2.34244444444,-0.594555555556,-0.339666666668,-0.927111111111,2.46288888889,-0.325444444444,-0.332444444446,4.01977777778
321.06,0.51711111111,3.12388888889,0.405222222222,0.286444444444,-0.139555555555,3.00488888889,0.670777777777,1.03433333333,4.81816666667
321.43,0.919555555555,3.35066666667,0.571,0.599111111112,0.146333333333,3.26722222222,0.773444444446,1.15633333333,4.90422222222
321.80,1.94433333333,3.92966666667,1.16922222222,1.12077777778,0.366666666667,4.03333333333,1.48055555556,1.792,5.55222222222
322.16,2.56555555556,4.54766666667,1.99555555556,2.09711111111,1.12677777778,4.77855555556,2.15844444444,2.37566666667,6.25794444444
322.53,2.649,4.59766666666,2.33188888889,2.38477777778,1.40033333333,5.07988888889,2.246,2.54322222222,6.42083333333
322.90,1.90744444445,3.99122222222,1.93344444444,2.19455555556,0.940777777779,4.61188888889,1.594,2.13577777778,6.08788888889
323.27,2.08122222222,4.23822222222,2.10033333333,2.60322222222,1.33933333333,4.81677777778,1.89266666667,2.38322222222,6.62133333333
323.63,2.41311111111,4.56822222222,2.401,3.01933333333,1.79488888889,4.91044444444,2.33511111111,2.98333333334,6.93922222222
324.00,2.07711111111,4.34277777778,2.11255555556,2.89133333333,1.19777777778,4.585,2.36611111111,2.51366666667,6.98955555556
324.37,2.32466666667,4.47877777778,2.03411111111,2.70077777778,1.38466666667,4.68944444445,2.32488888889,2.37044444444,7.24516666667
324.74,2.63666666667,4.80211111111,2.13255555556,2.90233333333,1.77811111111,5.13455555556,2.53144444444,2.714,7.67122222222
325.10,1.65122222222,3.83622222222,1.06811111111,1.929,0.844555555556,4.22311111111,1.444,1.44388888889,6.65355555556
325.47,1.82377777778,4.02166666667,1.25966666667,2.26111111111,1.10144444444,4.41711111111,1.79744444445,1.81311111111,6.91288888889
325.84,1.45877777778,4.09422222222,1.22777777778,2.137,1.32533333333,4.505,1.89033333334,1.947,6.81666666667
326.21,1.38677777778,3.99711111111,1.15666666667,1.87311111111,1.18733333333,4.18666666667,1.54055555555,1.89877777778,6.59427777778
326.57,1.97022222222,4.47455555555,1.85944444445,2.50922222222,1.83933333333,4.656,1.92488888889,2.48422222222,7.25372222222
326.94,2.18422222222,4.613,1.79544444444,2.48833333334,1.96488888889,4.79755555556,2.02966666667,2.51344444444,7.11155555556
327.31,2.37788888889,4.637,1.991,2.57166666667,2.25888888889,4.92011111111,2.29855555556,2.71066666667,7.06733333333
327.67,2.305,4.70044444444,2.155,2.43511111111,2.535,5.06066666667,2.42011111111,2.64,7.1935
328.04,2.30677777778,4.47766666667,2.16077777778,2.20122222222,2.574,5.09211111111,2.25644444444,2.55355555556,7.1245
328.41,2.23355555556,4.53811111111,2.34555555556,2.33511111111,2.59966666667,5.20944444444,2.21322222222,2.79822222222,7.33611111111
328.78,1.71411111111,4.27,2.08366666667,2.03744444444,2.12466666667,4.79355555555,1.87311111111,2.289,6.81816666667
329.14,1.95188888889,4.52011111111,2.42844444445,2.48511111111,2.40244444445,5.19311111111,2.44377777778,2.61466666666,7.08555555556
329.51,1.46277777778,4.07688888889,2.31811111111,2.04888888889,2.049,4.97466666667,2.255,2.26555555556,6.77277777778
329.88,1.62011111111,4.03688888889,2.727,2.34733333333,2.35255555556,5.08511111111,2.41677777778,2.59866666667,6.98588888889
330.24,1.50155555556,4.038,2.47755555556,2.23622222222,2.06455555555,5.15888888889,2.28988888889,2.40777777778,6.99788888889
330.61,1.06888888889,3.59577777778,1.78711111111,1.79777777778,1.46855555556,4.859,2.04077777778,1.98688888889,6.44627777778
330.98,1.10377777778,3.43444444444,1.96488888889,1.90566666667,1.42644444444,4.93655555556,2.15322222222,2.11033333333,6.50277777778
331.34,0.301444444447,2.75633333334,1.18966666667,1.35122222222,0.818222222221,4.52733333333,1.29733333333,1.405,5.85433333333
331.71,0.191333333333,2.76433333333,1.10566666667,1.32355555555,0.494555555557,4.52955555556,1.25466666667,1.37688888889,5.60866666667
332.08,0.395111111111,3.13,1.35711111111,1.89255555556,0.96188888889,4.78333333333,1.66911111111,2.01211111111,6.02611111111
332.44,-0.0204444444443,2.56611111111,0.790444444444,1.48322222222,0.579777777779,4.26488888889,1.14455555556,1.555,5.47088888889
332.81,0.281666666667,2.68477777778,0.935000000001,1.84511111111,1.01044444444,4.41444444444,1.38766666667,1.855,5.81461111111
333.18,0.433666666667,3.09433333333,1.14311111111,2.11377777778,1.23666666667,4.57266666667,1.56688888889,2.17277777778,6.38344444444
333.54,0.429666666667,3.11455555555,0.869222222222,1.75288888889,1.04766666667,4.23,1.38588888889,2.02811111111,6.14222222222
333.91,0.271111111111,3.02988888889,0.542222222222,1.50777777778,0.894444444445,3.88588888889,1.11277777778,1.72188888889,6.09538888889
334.28,0.604555555556,3.237,1.06511111111,1.88822222222,1.358,4.08811111111,1.66522222222,2.18588888889,6.51838888889
334.64,0.640333333333,3.53,1.30311111111,1.87022222222,1.38111111111,4.15166666667,1.80144444444,2.268,6.74005555556
335.01,1.00433333333,4.11166666667,1.56933333333,2.17011111111,1.69933333333,4.54222222222,2.11633333333,2.52444444444,6.88511111111
335.38,2.09977777778,5.17244444444,2.65444444444,3.13877777778,2.69855555556,5.27822222222,3.40288888889,3.52633333333,8.02305555556
335.74,2.44655555555,5.26122222222,2.741,3.23011111111,2.90555555556,5.12255555556,3.48588888889,3.55066666667,8.08216666667
336.11,2.49766666667,5.10655555556,2.58766666667,2.88677777778,2.64311111111,5.004,3.19477777778,3.21611111111,7.76666666667
336.47,3.23955555555,5.76144444444,3.06977777778,3.32422222222,3.163,5.46855555556,3.85511111111,3.63,8.18577777778
336.84,2.80422222222,5.50277777778,2.71533333333,2.65177777778,2.58422222222,5.01188888889,3.38366666667,3.02822222222,7.82472222222
337.21,3.13044444445,5.635,3.01788888889,2.755,2.84266666667,5.10466666667,3.51033333334,3.31822222222,7.85516666667
337.57,3.18244444444,5.66833333333,2.98633333333,2.86522222222,2.86111111111,5.18855555556,3.41177777778,3.324,7.81611111111
337.94,3.384,6.00388888889,3.17655555556,3.11844444444,3.17222222222,5.59711111111,3.73711111111,3.60822222222,7.99911111111
338.31,3.48133333333,6.06855555555,3.13533333334,3.3,3.21355555556,5.75544444444,3.73655555555,3.53488888889,7.88305555556
338.67,3.58088888889,5.94644444445,3.19211111111,3.35177777778,3.42944444444,5.63944444444,3.73644444445,3.52377777778,7.96811111111
339.04,3.87988888889,6.162,3.61755555556,3.76533333333,3.77733333334,6.04311111111,4.11744444444,4.01088888889,8.63244444444
339.40,3.372,5.83088888889,3.15988888889,3.30666666667,3.32711111111,5.81022222222,3.69811111111,3.71033333333,8.33011111111
339.77,3.12033333333,5.70722222222,3.01922222222,3.25366666667,3.26177777778,5.85266666667,3.74288888889,3.64166666667,8.38288888889
340.14,3.092,5.80777777778,3.136,3.408,3.36,5.80755555555,3.86388888889,3.884,8.469
340.50,2.59311111111,5.45866666667,2.78666666666,3.06733333333,2.99222222222,5.41922222222,3.41511111111,3.61666666667,8.07344444444
340.87,3.30155555555,6.07055555556,3.31733333334,3.88111111111,3.74788888889,5.96866666667,3.92833333333,4.31588888889,8.55966666667
341.23,3.41211111111,6.04688888889,3.19944444444,4.07777777778,3.83788888889,6.02377777778,4.128,4.22844444444,8.52488888889
341.60,3.544,6.12222222222,3.43755555555,4.34633333333,3.913,5.98922222222,4.36155555556,4.33111111111,8.73255555556
341.96,3.44077777778,5.97644444444,3.37333333333,4.23344444444,3.68377777778,5.84155555555,4.18488888889,4.01288888889,8.5175
342.33,3.22922222222,5.67877777778,3.097,3.90244444444,3.36533333333,5.43233333333,3.79566666667,3.71111111111,8.40233333333
342.70,2.97255555556,5.45355555556,2.816,3.785,2.98733333333,5.31522222222,3.43544444445,3.46811111111,7.97088888889
343.06,2.84466666667,5.32533333333,2.61266666667,3.48355555555,2.77333333333,5.20766666667,3.18377777778,3.198,7.72933333333
343.43,3.11044444445,5.52388888889,2.92733333334,3.66966666667,2.91688888889,5.35855555556,3.20533333333,3.28622222222,7.7475
343.79,3.03388888889,5.40244444444,2.85611111111,3.53533333333,2.62622222222,5.28033333334,3.00244444444,3.15566666667,7.60022222222
344.16,3.25777777778,5.73033333333,3.07944444444,3.91633333333,2.91833333333,5.57966666667,3.26477777778,3.27511111111,7.84638888889
344.52,3.58577777778,6.05266666667,3.48455555555,4.23266666667,3.11422222222,6.09655555555,3.71711111111,3.61955555555,8.25172222222
344.89,3.42411111111,5.77677777778,3.33455555555,3.92677777778,2.91511111111,6.13955555555,3.78688888889,3.40744444445,7.96983333333
345.25,3.34833333333,5.73877777778,3.39444444444,3.82355555556,2.81655555555,6.18455555555,3.69155555556,3.36466666667,7.85716666667
345.62,3.20611111111,5.57377777778,3.27888888889,3.42411111111,2.64488888889,6.22766666667,3.53322222222,3.16666666667,7.59294444444
345.99,2.98111111111,5.33811111111,2.91155555555,3.22011111111,2.284,5.959,3.29322222222,3.05088888889,7.32672222222
346.35,3.15188888889,5.446,3.03222222222,3.31466666667,2.37388888889,6.01433333334,3.59077777778,3.27144444444,7.39733333333
346.72,3.33888888889,5.59033333333,3.07033333333,3.382,2.48366666667,6.03122222222,3.86633333333,3.54777777778,7.61472222222
347.08,3.25233333333,5.373,3.03344444444,3.156,2.54533333333,5.80766666667,3.76344444444,3.45477777778,7.492
347.45,3.044,5.13311111111,2.83433333333,3.10055555556,2.46166666667,5.65866666667,3.72577777778,3.30011111111,7.31866666667
347.81,3.30066666667,5.39233333333,3.14766666667,3.43066666667,2.90111111111,5.88522222222,3.87033333333,3.57722222222,7.57244444444
348.18,3.00133333333,5.03122222222,2.94777777778,3.08188888889,2.61611111111,5.56066666667,3.63766666667,3.31288888889,7.294
348.54,3.14455555556,5.22755555556,3.16466666667,3.21466666667,2.80622222222,5.58244444444,3.78422222222,3.38222222222,7.49294444444
348.91,3.20633333334,5.34755555555,3.46288888889,3.44955555555,2.94677777778,5.56055555556,3.82244444444,3.60933333333,7.76666666667
349.27,3.35744444444,5.56555555556,3.68266666667,3.52,3.17122222222,5.66855555555,3.99822222222,3.90855555556,8.0045
349.64,3.84766666667,6.05166666667,4.19155555556,4.16533333333,3.63488888889,6.10722222222,4.53866666667,4.40766666667,8.58611111111
350.00,4.28355555556,6.43666666667,4.69377777778,4.58711111111,4.05444444445,6.35933333333,4.82922222222,4.76788888889,8.94677777778
350.37,4.45988888889,6.76677777778,4.99166666667,4.65233333333,4.28988888889,6.69277777778,4.966,5.07166666666,8.99483333333
350.73,4.50166666667,6.87288888889,5.146,4.63488888889,4.45411111111,6.90155555556,5.08244444444,5.06033333333,9.00616666667
351.10,4.609,7.11988888889,5.10677777778,4.80111111111,4.44811111111,6.86755555555,5.24833333333,5.18855555556,8.93911111111
351.46,4.83233333333,7.18922222222,5.24366666667,4.88211111111,4.44888888889,6.98022222222,5.34988888889,5.34344444444,9.16888888889
351.83,4.80044444444,7.04122222222,5.04177777778,4.692,4.172,6.74411111111,5.31111111111,5.18422222222,8.89361111111
352.19,5.02844444444,7.19522222222,5.13288888889,4.68711111111,4.22022222222,6.87555555555,5.38188888889,5.23755555556,9.04227777778
352.55,4.88588888889,6.96488888889,4.86455555556,4.57233333334,4.22222222222,6.79144444444,5.12655555556,5.12022222222,8.68805555556
352.92,4.66444444445,6.68588888889,4.54633333333,4.38555555556,3.96144444444,6.51333333333,4.91622222222,4.88266666667,8.49094444444
353.28,4.369,6.46977777778,4.34222222222,4.18955555555,3.65088888889,6.31122222222,4.764,4.67122222222,8.32805555556
353.65,4.19577777778,6.23,4.12766666667,4.00611111111,3.49611111111,6.12055555555,4.51333333333,4.602,8.03766666667
354.01,3.74977777778,5.808,3.80255555556,3.52066666667,3.17122222222,5.81088888889,4.14922222222,4.18122222222,7.6845
354.38,3.50111111111,5.62488888889,3.48677777778,3.44611111111,3.10477777778,5.65966666667,3.93233333333,4.01033333333,7.56083333333
354.74,3.091,5.34955555555,3.02255555556,3.11688888889,2.66766666667,5.14633333333,3.49755555556,3.67511111111,7.13577777778
355.11,2.967,5.26122222222,3.06522222222,3.05122222222,2.53822222222,5.21044444445,3.35122222222,3.58977777778,7.19733333333
355.47,2.65377777778,5.17544444444,2.753,2.68977777778,2.41688888889,4.89411111111,3.183,3.32333333334,6.98855555556
355.83,2.58155555555,5.18455555556,2.78855555555,2.57622222222,2.51433333333,4.98555555556,3.165,3.34244444444,7.01833333333
356.20,2.52555555556,5.16977777778,2.75788888889,2.60744444444,2.507,4.95066666667,3.17011111111,3.342,6.90938888889
356.56,2.604,5.223,2.72055555556,2.56488888889,2.52611111111,4.91433333333,3.25522222222,3.39311111111,7.07677777778
356.93,2.59077777778,5.34533333333,2.70077777778,2.496,2.57277777778,4.98911111111,3.23144444444,3.45444444445,6.99438888889
357.29,2.64922222222,5.27311111111,2.59611111111,2.47944444444,2.48455555556,4.94133333333,3.04177777778,3.35577777778,6.85094444444
357.66,2.48866666667,5.259,2.45111111111,2.36311111111,2.41077777778,4.809,2.926,3.17244444444,6.80116666667
358.02,2.52122222222,5.30466666666,2.44955555556,2.373,2.39777777778,4.80522222222,3.07755555555,3.18611111111,6.7595
358.38,2.483,5.17577777778,2.53177777778,2.34144444444,2.31955555556,4.77055555555,3.04222222222,3.04211111111,6.6995
358.75,3.04044444444,5.50688888889,3.007,2.80211111111,2.81411111111,5.23755555556,3.46466666667,3.47177777778,7.20327777778
359.11,2.76366666667,5.15911111111,2.644,2.53622222222,2.55488888889,4.94555555556,3.20244444444,3.17444444444,6.81788888889
359.48,2.69077777778,5.02333333333,2.55311111111,2.47288888889,2.41544444445,4.842,2.97044444444,3.014,6.69572222222
359.84,2.71244444444,5.12577777778,2.69222222222,2.65444444444,2.516,4.87144444444,3.11444444444,3.18355555556,6.83361111111
360.20,2.79777777778,5.162,2.82155555555,2.70522222222,2.57355555555,4.94233333333,3.078,3.19844444444,6.961
360.57,2.69422222222,5.07577777778,2.82666666667,2.73633333333,2.44444444444,4.914,3.085,3.11655555556,6.96155555556
360.93,2.87044444444,5.19288888889,2.93555555556,2.905,2.55177777778,5.06844444444,3.25444444444,3.18466666667,7.08138888889
361.29,2.899,5.25055555556,3.017,2.93111111111,2.59122222222,5.08866666667,3.34688888889,3.20511111111,7.167
361.66,3.05577777778,5.30222222222,3.12011111111,2.91533333333,2.64233333333,5.189,3.38711111111,3.206,7.2715
362.02,3.19577777778,5.411,3.23044444444,3.10144444444,2.78366666667,5.28588888889,3.39233333333,3.371,7.50205555556
362.39,3.19466666667,5.44466666667,3.25755555556,3.118,2.76822222222,5.16744444444,3.40288888889,3.40088888889,7.51111111111
362.75,3.06144444445,5.36377777778,3.13811111111,3.03855555556,2.68955555555,5.02455555556,3.22244444444,3.27233333333,7.45616666667
363.11,3.08377777778,5.40744444445,3.23388888889,3.174,2.78933333333,5.08622222222,3.26466666667,3.36644444444,7.62644444444
363.48,3.24622222222,5.53933333333,3.442,3.35866666667,2.92844444445,5.318,3.45188888889,3.53511111111,7.73088888889
363.84,3.08444444444,5.34844444444,3.21044444444,3.19477777778,2.74533333333,5.16911111111,3.22844444444,3.29155555555,7.56516666667
364.20,2.82766666666,5.081,2.88422222222,2.94433333333,2.51122222222,4.90755555556,3.02311111111,3.10977777778,7.28983333333
364.57,2.89488888889,5.11666666666,3.00744444444,2.99288888889,2.58188888889,4.92233333333,2.98277777778,3.23444444445,7.2485
364.93,2.88977777778,5.07011111111,3.09522222222,2.97277777778,2.56833333333,4.81277777778,2.91255555556,3.313,7.28138888889
365.29,2.90444444444,5.07311111111,3.06833333333,3.00522222222,2.66077777778,4.82944444444,2.92955555556,3.34577777778,7.34927777778
365.66,2.691,4.87288888889,2.88177777778,2.97066666666,2.57,4.62677777778,2.79911111111,3.312,7.20211111111
366.02,2.73033333333,4.89388888889,2.83266666667,2.91366666667,2.515,4.65077777778,2.90511111111,3.31233333333,7.11883333333
366.38,2.93866666667,4.97377777778,2.88311111111,3.05588888889,2.69977777778,4.85222222222,3.03666666667,3.42244444444,7.3775
366.75,2.81677777778,4.87,2.78244444444,2.804,2.54155555556,4.71022222222,2.94255555555,3.35188888889,7.26466666667
367.11,3.00722222222,4.96944444444,2.87722222222,2.90266666666,2.66244444444,4.767,3.05611111111,3.48377777778,7.24983333333
367.47,3.14766666667,5.00266666667,2.93522222222,2.94588888889,2.83088888889,4.81966666667,3.11388888889,3.55844444444,7.27094444444
367.84,3.40888888889,5.178,3.03866666667,3.04955555555,2.97933333333,4.99955555556,3.21522222222,3.76611111111,7.41305555556
368.20,3.686,5.49611111111,3.36344444444,3.321,3.23166666667,5.28188888889,3.52055555556,4.01077777778,7.76144444444
368.56,3.69244444445,5.53655555556,3.36,3.31555555556,3.25411111111,5.25711111111,3.53144444444,3.97622222222,7.8155
368.93,3.57544444445,5.4,3.15688888889,3.15244444444,3.20966666667,5.10833333333,3.38722222222,3.85655555556,7.71316666667
369.29,3.53766666667,5.38833333333,3.21144444444,3.15911111111,3.241,5.13177777778,3.36311111111,3.81944444445,7.64938888889
369.65,3.659,5.48633333333,3.21688888889,3.15588888889,3.31544444444,5.21411111111,3.416,3.87255555556,7.68388888889
370.01,3.62455555555,5.40333333333,3.222,3.16544444444,3.26155555555,5.26777777778,3.33255555555,3.84144444444,7.79438888889
370.38,3.50377777778,5.32211111111,3.08877777778,3.06822222222,3.12155555555,5.08877777778,3.163,3.69177777778,7.49344444444
370.74,3.70777777778,5.426,3.33022222222,3.39533333334,3.26888888889,5.328,3.41177777778,3.76088888889,7.60216666667
371.10,3.87888888889,5.60522222222,3.46033333333,3.50688888889,3.38755555556,5.46355555556,3.65455555556,3.883,7.94988888889
371.46,3.96211111111,5.81144444444,3.62677777778,3.74911111111,3.58044444444,5.647,3.82155555555,4.05244444444,8.20444444444
371.83,3.96177777778,5.81088888889,3.65055555555,3.87,3.57266666667,5.64933333333,3.856,3.99566666667,8.21166666667
372.19,3.83422222222,5.76422222222,3.62533333333,3.78644444445,3.526,5.58922222222,3.82233333333,3.92166666667,8.03116666667
372.55,3.72155555556,5.64011111111,3.50233333333,3.59011111111,3.31722222222,5.49077777778,3.72966666667,3.77955555555,7.85966666667
372.92,3.89011111111,5.785,3.72622222222,3.77377777778,3.41566666667,5.73944444444,3.90011111111,3.90222222222,7.89905555556
373.28,3.93988888889,5.891,3.75477777778,3.87677777778,3.35555555555,5.78466666667,3.94366666667,3.98888888889,7.97872222222
373.64,3.96088888889,6.021,3.90588888889,4.01222222222,3.41311111111,5.858,3.99422222222,4.09044444444,7.98861111111
374.00,3.98022222222,6.07944444444,3.95488888889,4.05644444445,3.51766666667,5.83755555556,4.10311111111,4.15166666666,7.92416666667
374.37,3.99722222222,6.172,4.06488888889,4.14422222222,3.61522222222,6.01088888889,4.29555555555,4.31288888889,8.08988888889
374.73,3.78588888889,6.06655555556,3.89744444444,3.90322222222,3.41444444444,5.87222222222,4.07244444444,4.31511111111,7.95755555556
375.09,3.52366666667,5.857,3.74811111111,3.67577777778,3.111,5.62488888889,3.811,4.17777777778,7.60944444444
375.45,3.28366666667,5.55555555555,3.45544444444,3.362,2.75733333334,5.31488888889,3.49844444444,3.97077777778,7.24594444444
375.81,3.32588888889,5.605,3.50511111111,3.35333333333,2.831,5.32522222222,3.60744444444,3.99311111111,7.30894444444
376.18,3.38455555556,5.62244444444,3.44877777778,3.45077777778,2.881,5.27788888889,3.61844444445,4.04366666667,7.33433333333
376.54,3.499,5.73088888889,3.51277777778,3.62633333333,3.08544444444,5.35755555555,3.68222222222,4.13944444444,7.47611111111
376.90,3.35422222222,5.667,3.37833333334,3.50155555556,2.96388888889,5.211,3.57344444445,3.99488888889,7.40905555556
377.26,3.35933333333,5.60622222222,3.36944444444,3.39666666667,2.97733333333,5.155,3.49622222222,3.92055555556,7.34344444444
377.63,3.21722222222,5.35511111111,3.17222222222,3.16711111111,2.78955555555,5.02077777778,3.40122222222,3.69877777778,7.17838888889
377.99,3.22566666667,5.33855555556,3.15288888889,3.20411111111,2.79844444444,5.04544444445,3.28855555556,3.66122222222,7.13283333333
378.35,3.16955555556,5.246,3.01333333333,3.06944444444,2.63455555555,4.96111111111,3.14644444444,3.53677777778,7.01205555556
378.71,3.26088888889,5.33177777778,3.05577777778,3.15655555556,2.77555555556,5.09555555556,3.23155555556,3.52133333333,7.03
379.07,3.176,5.26022222222,2.91011111111,3.03011111111,2.72833333333,5.07533333333,3.13055555556,3.33011111111,6.96283333333
379.44,3.282,5.37488888889,3.01977777778,3.19955555556,2.86733333333,5.20466666667,3.31155555555,3.454,7.1375
379.80,3.33522222222,5.44155555556,3.15066666667,3.31244444444,2.957,5.30911111111,3.35933333333,3.55811111111,7.16011111111
380.16,3.37044444444,5.43988888889,3.194,3.31533333333,2.95777777778,5.34111111111,3.37533333334,3.62111111111,7.23683333333
380.52,3.31055555555,5.40288888889,3.228,3.28933333333,2.97222222222,5.35555555556,3.41255555556,3.60022222222,7.22944444444
380.88,3.42622222222,5.41211111111,3.22366666667,3.39511111111,3.05677777778,5.43811111111,3.50244444445,3.62711111111,7.27033333333
381.24,3.36555555556,5.32322222222,3.16777777778,3.409,3.02022222222,5.42466666667,3.49255555556,3.62288888889,7.19661111111
381.61,3.51266666667,5.53177777778,3.40188888889,3.64288888889,3.16877777778,5.52544444445,3.68733333333,3.80622222222,7.37861111111
381.97,3.47322222222,5.51488888889,3.42788888889,3.57833333333,3.15211111111,5.45377777778,3.74766666667,3.81644444444,7.40977777778
382.33,3.64722222222,5.72811111111,3.65966666667,3.81355555556,3.43,5.63711111111,3.889,4.03077777778,7.59472222222
382.69,3.69866666667,5.75011111111,3.72911111111,3.84911111111,3.428,5.67111111111,3.96477777778,4.06533333333,7.71072222222
383.05,3.91588888889,5.959,3.99366666667,4.14455555556,3.712,5.87511111111,4.25411111111,4.26166666667,7.94305555556
383.41,3.878,5.99788888889,4.00466666667,4.14588888889,3.72911111111,5.85355555556,4.25788888889,4.19733333333,7.88622222222
383.77,3.74155555555,5.846,3.87211111111,4.05822222222,3.599,5.737,4.135,4.09733333333,7.83455555556
384.14,3.69188888889,5.75177777778,3.80877777778,4.00566666667,3.50344444444,5.72611111111,4.07555555556,4.02277777778,7.74311111111
384.50,3.604,5.65455555556,3.69522222222,3.955,3.406,5.66844444444,3.98188888889,3.92844444445,7.67988888889
384.86,3.45711111111,5.53233333333,3.60011111111,3.79811111111,3.23711111111,5.51577777778,3.83388888889,3.84633333333,7.52261111111
385.22,3.58966666667,5.60077777778,3.63266666667,3.85355555556,3.35511111111,5.59544444445,3.867,3.91322222222,7.64766666667
385.58,3.50588888889,5.56355555555,3.52855555555,3.77511111111,3.31555555556,5.565,3.71222222222,3.84344444444,7.58644444444
385.94,3.45455555556,5.56822222222,3.44777777778,3.746,3.29811111111,5.55488888889,3.62311111111,3.766,7.53138888889
386.30,3.39133333333,5.48688888889,3.41488888889,3.69522222222,3.23922222222,5.51433333333,3.58911111111,3.706,7.50738888889
386.66,3.29388888889,5.403,3.28355555555,3.64455555556,3.21833333333,5.36266666667,3.49744444444,3.61722222222,7.40261111111
387.03,3.30155555556,5.363,3.22133333333,3.59633333333,3.20444444445,5.32422222222,3.44755555555,3.64155555555,7.32844444444
387.39,3.41255555555,5.38822222222,3.28933333333,3.64344444444,3.24044444444,5.42133333333,3.47277777778,3.75011111111,7.39977777778
387.75,3.27288888889,5.27077777778,3.16011111111,3.47766666667,3.11266666667,5.24788888889,3.347,3.644,7.18805555556
388.11,3.25155555555,5.27188888889,3.161,3.44166666667,3.16755555556,5.23877777778,3.332,3.62766666667,7.17627777778
388.47,3.317,5.34644444444,3.199,3.493,3.21155555556,5.29955555555,3.32688888889,3.706,7.11761111111
388.83,3.476,5.515,3.40888888889,3.66533333333,3.41777777778,5.50255555556,3.49477777778,3.851,7.32494444444
389.19,3.404,5.52977777778,3.44266666667,3.66588888889,3.36611111111,5.46833333333,3.50788888889,3.84677777778,7.25361111111
389.55,3.39488888889,5.38188888889,3.38988888889,3.55077777778,3.27455555556,5.38088888889,3.48266666667,3.77255555556,7.19783333333
389.91,3.46266666667,5.37133333333,3.37111111111,3.56177777778,3.28077777778,5.37111111111,3.51411111111,3.83266666667,7.17722222222
390.27,3.376,5.288,3.30733333333,3.48344444445,3.167,5.25044444444,3.49188888889,3.754,7.06361111111
390.63,3.47733333333,5.412,3.50955555555,3.58088888889,3.26644444444,5.42988888889,3.61555555556,3.88122222222,7.18894444444
391.00,3.35711111111,5.31722222222,3.40633333333,3.43833333333,3.11033333333,5.316,3.47466666667,3.766,7.07655555556
391.36,3.35377777778,5.31422222222,3.41311111111,3.42011111111,3.06633333333,5.27355555555,3.49911111111,3.77688888889,7.08827777778
391.72,3.60488888889,5.539,3.63466666667,3.63,3.28477777778,5.50344444445,3.74555555556,3.97911111111,7.33055555556
392.08,3.61022222222,5.54377777778,3.60544444445,3.67222222222,3.26588888889,5.50755555555,3.78488888889,3.99922222222,7.33444444444
392.44,3.65188888889,5.55788888889,3.65211111111,3.713,3.27222222222,5.53777777778,3.85822222222,4.02044444445,7.38766666667
392.80,3.562,5.49166666667,3.52677777778,3.66533333333,3.20277777778,5.43466666667,3.78288888889,3.97155555556,7.33883333333
393.16,3.51766666667,5.38866666667,3.42077777778,3.57622222222,3.129,5.33077777778,3.70366666667,3.88777777778,7.28011111111
393.52,3.59011111111,5.54411111111,3.511,3.742,3.21066666667,5.40766666667,3.78,4.04555555556,7.40638888889
393.88,3.66066666667,5.59988888889,3.63466666667,3.80277777778,3.25966666667,5.473,3.89266666667,4.08555555556,7.47544444444
394.24,3.67288888889,5.53966666667,3.55233333333,3.785,3.27522222222,5.49633333333,3.86522222222,4.05544444444,7.47666666667
394.60,3.655,5.48011111111,3.42544444444,3.774,3.18255555555,5.38188888889,3.809,3.97511111111,7.38222222222
394.96,3.726,5.591,3.58633333333,3.92755555555,3.26588888889,5.46766666667,3.96044444444,4.042,7.49283333333
395.32,3.651,5.54333333333,3.49822222222,3.88333333333,3.241,5.44922222222,3.89366666666,3.992,7.46055555556
395.68,3.58911111111,5.48655555556,3.431,3.87577777778,3.19688888889,5.46188888889,3.79455555555,3.94133333333,7.43888888889
396.04,3.64088888889,5.57011111111,3.49255555556,3.92177777778,3.25677777778,5.50166666667,3.79244444444,3.94733333333,7.48383333333
396.40,3.76988888889,5.68088888889,3.57788888889,3.99722222222,3.32022222222,5.568,3.87066666667,4.04911111111,7.56933333333
396.76,3.84977777778,5.73333333334,3.67433333333,4.02755555556,3.36177777778,5.611,3.93455555555,4.11455555555,7.57277777778
