wavelength,Back_SpoNicm,Belly_SpoNicm,Breast_SpoNicm,Crissum_SpoNicm,Crown_SpoNicm,DorTail_SpoNicm,Rump_SpoNicm,Throat_SpoNicm,WingTip_SpoNicm
352.19,10.6233333333,32.2399333333,28.5458666667,29.0705333333,5.496,9.68866666666,11.5810666667,7.0384,11.0561333333
352.55,10.3568,32.0079333333,28.4441333333,28.8627333333,5.10586666667,9.30740000001,11.255,6.6768,10.7798
352.92,10.3574,32.0356666667,28.4926,28.82,5.11626666667,9.25213333333,11.2245333333,6.66526666667,10.6905333333
353.28,10.1738,31.8072666667,28.2972666667,28.556,4.9922,9.10546666666,11.0428666667,6.5254,10.4520666667
353.65,10.1502,31.8638666667,28.3536666667,28.6638666666,4.85333333333,8.93893333333,11.0049333333,6.4604,10.362
354.01,10.3259333333,32.0682,28.541,28.8694,5.07966666667,9.0718,11.2308,6.5456,10.4580666667
354.38,10.456,32.1765333333,28.7966,29.0087333333,5.16646666667,9.21680000001,11.2076666667,6.57213333333,10.4601333333
354.74,10.4228666667,32.1175333333,28.8266,28.9844666667,5.0716,9.13559999999,11.0646,6.50886666666,10.4508
355.11,10.6844666667,32.2792,28.8986666667,29.2277333333,5.31706666667,9.37100000001,11.3256,6.65633333333,10.6522666667
355.47,10.6348,32.3764,28.9577333333,29.2576,5.2908,9.373,11.3132,6.6552,10.5500666667
355.83,10.6905333333,32.4036666667,28.9659333333,29.1934,5.30686666666,9.3678,11.3987333334,6.6826,10.6260666667
356.20,10.6402666667,32.4785333333,29.0724,29.2675333333,5.36066666667,9.40453333333,11.4284,6.646,10.6523333333
356.56,10.508,32.5898,29.1128,29.3064666667,5.25573333333,9.40946666666,11.2912666667,6.57573333333,10.5536
356.93,10.3058,32.5442666667,29.0884,29.2506,4.97833333333,9.20686666667,11.0844,6.30946666667,10.4218666666
357.29,10.3884666667,32.5702666666,29.1308666667,29.3453333334,5.0124,9.19493333334,11.0594666667,6.34946666666,10.5250666667
357.66,10.382,32.473,29.0588,29.3120666667,5.0078,9.18946666667,11.0018,6.28073333333,10.483
358.02,10.2751333333,32.3907333333,28.914,29.2084666667,4.87713333333,9.0922,10.8648666667,6.23366666667,10.4114
358.38,10.1962666667,32.3935333333,28.9426,29.2898,4.7836,9.01566666667,10.8756,6.10633333334,10.2752
358.75,10.2428,32.3766,28.9248666667,29.3163333333,4.7564,9.0082,10.9086666667,6.05913333333,10.2004666667
359.11,10.1775333333,32.4108666667,29.0118666667,29.3797333333,4.70406666667,8.9896,10.8354,6.01953333333,10.1998
359.48,10.0837333333,32.2604,28.8709333333,29.2521333333,4.5862,8.81266666667,10.6928666667,5.81446666667,10.05
359.84,9.93039999999,32.1698666667,28.8067333333,29.3168,4.45706666667,8.65253333333,10.544,5.62453333333,9.90146666666
360.20,10.042,32.2297333333,28.8661333333,29.423,4.54453333333,8.79166666667,10.5934,5.676,9.9734
360.57,10.2534666667,32.3404666667,28.9846,29.6677333333,4.78853333333,9.01186666667,10.7954,5.9124,10.1656
360.93,10.4442,32.5152666667,29.1441333334,29.8412666667,4.9604,9.2346,10.9968,6.06013333334,10.317
361.29,10.3328666667,32.5417333333,29.1149333333,29.7886,4.84973333333,9.17606666667,10.9462,6.0244,10.2086666667
361.66,10.2158,32.4049333333,29.019,29.676,4.7368,9.07233333333,10.7891333333,5.86593333333,10.0630666667
362.02,10.1978,32.4203333333,29.1447333333,29.8066666667,4.72173333334,9.07246666667,10.7716,5.82866666667,10.0376666667
362.39,10.3498666667,32.5246666667,29.2089333333,29.9228666667,4.86013333333,9.24406666666,10.8864666667,6.00626666667,10.1816
362.75,10.2974666667,32.5003333333,29.184,29.9422666667,4.8454,9.22206666666,10.8492,5.96593333333,10.1890666667
363.11,10.2517333333,32.5461333333,29.2151333333,29.9790666667,4.71033333333,9.08093333333,10.7822,5.85093333333,10.1007333333
363.48,10.3402666667,32.5552,29.2626,30.0562666667,4.76733333333,9.19366666667,10.8371333333,5.93393333333,10.1478
363.84,10.4012666667,32.6080666667,29.2779333334,30.0761333333,4.7984,9.2484,10.878,6.01046666667,10.2032
364.20,10.4439333333,32.6808666667,29.3794666667,30.1352666667,4.7612,9.25266666667,10.9207333333,6.07246666667,10.1512666667
364.57,10.4432666667,32.7299333333,29.485,30.2185333333,4.67653333333,9.1666,10.9252666667,6.027,10.1104
364.93,10.4607333333,32.7230666667,29.4400666667,30.2361333333,4.69546666667,9.148,10.8820666667,6.07273333333,10.0789333333
365.29,10.4780666667,32.7180666667,29.5181333334,30.3718666667,4.62813333333,9.11413333333,10.8760666667,5.96573333333,10.0467333333
365.66,10.4548666667,32.8978,29.6128666667,30.5646,4.55726666667,9.13113333333,10.9325333333,6.0014,10.0613333333
366.02,10.4618666667,32.9233333333,29.617,30.5320666667,4.58213333333,9.122,10.9746666667,6.00993333333,10.0627333333
366.38,10.1974,32.7509333333,29.5029333333,30.386,4.33033333333,8.81653333333,10.7282,5.66286666667,9.78986666665
366.75,10.0729333333,32.7702,29.5336666667,30.3694666667,4.1642,8.7078,10.6010666666,5.61013333333,9.66559999999
367.11,9.94246666666,32.6384,29.4854,30.2966666667,4.119,8.696,10.5964666667,5.567,9.59953333333
367.47,9.91173333334,32.7318666667,29.5699333333,30.419,4.14946666667,8.66973333333,10.6847333333,5.59593333333,9.60700000001
367.84,9.95666666665,32.8510666667,29.7492666667,30.611,4.23033333333,8.76066666667,10.7712,5.63793333333,9.64266666667
368.20,9.81106666665,32.8154,29.5965333333,30.6716,4.17,8.595,10.6363333333,5.48693333333,9.55826666667
368.56,9.6576,32.6808666667,29.4033333333,30.5152,4.06986666667,8.46113333333,10.4952,5.27213333333,9.4306
368.93,9.69953333334,32.7244,29.5358,30.6486666666,4.18466666667,8.4694,10.6054,5.34533333333,9.5008
369.29,9.85633333334,32.9774,29.6772,30.8657333333,4.4408,8.67866666667,10.7614666667,5.5746,9.64940000001
369.65,10.0182,33.0808,29.7844666667,30.9937333333,4.62786666667,8.7992,10.8852,5.72866666667,9.73019999999
370.01,10.0663333333,33.0943333333,29.7628666667,31.0610666667,4.572,8.76426666667,10.8034,5.70726666667,9.64859999999
370.38,10.4058666667,33.3894666667,30.0492666667,31.4129333333,4.871,9.09153333333,11.1347333333,6.05093333333,10.0087333333
370.74,10.4912,33.4538,30.1086,31.5597333333,5.01646666667,9.19786666667,11.2308,6.1042,10.0731333333
371.10,10.4711333333,33.5145333333,30.0502,31.5144666666,4.96233333333,9.14933333333,11.1123333333,6.08266666667,9.97513333334
371.46,10.6310666667,33.6009333333,30.0802666667,31.536,5.08986666667,9.26653333333,11.1644,6.21993333333,10.0754
371.83,10.6972666667,33.7298666667,30.1879333333,31.5816666667,5.17306666667,9.31386666667,11.1478,6.28146666667,10.1189333333
372.19,10.7480666667,33.7838666667,30.3096666667,31.5776666667,5.1902,9.37146666667,11.2041333333,6.30613333333,10.1240666667
372.55,10.7242666667,33.7703333333,30.2935333334,31.5723333333,5.17406666667,9.32186666667,11.1558,6.30526666667,10.0687333333
372.92,10.5697333333,33.6877333333,30.1730666666,31.5516666666,5.0036,9.215,10.9837333333,6.1816,9.96593333333
373.28,10.4245333333,33.5366666667,30.1274666667,31.4926,4.8592,9.05013333333,10.8337333333,6.0292,9.83113333332
373.64,10.4442666666,33.5017333333,30.1624,31.4308666667,4.88033333333,9.0094,10.7645333333,6.0078,9.83213333333
374.00,10.3908666667,33.4964,30.1707333333,31.3774666667,4.87266666667,8.9384,10.7513333333,6.02233333333,9.78473333333
374.37,10.0949333333,33.2703333333,29.877,31.0973333334,4.64506666667,8.63153333333,10.5092666667,5.7896,9.52126666666
374.73,10.1174,33.3086666667,29.8478666667,31.1454,4.62666666667,8.60893333333,10.4838666667,5.77886666667,9.51353333334
375.09,10.1607333333,33.2706,29.8776666667,31.2075333333,4.69133333333,8.6052,10.5273333333,5.78273333334,9.54833333333
375.45,10.0165333333,33.2426,29.83,31.2024666667,4.5376,8.45513333333,10.3462,5.61193333333,9.42860000001
375.81,9.84733333335,32.9947333333,29.5874666667,31.0237333333,4.4216,8.24186666667,10.1927333333,5.4392,9.1668
376.18,9.85506666668,32.9688666667,29.5118666667,30.9834666667,4.43993333333,8.24653333333,10.1260666667,5.4718,9.21453333333
376.54,9.92633333333,33.0059333333,29.6005333333,30.9818666667,4.5026,8.33993333333,10.1572,5.54353333333,9.2482
376.90,9.85113333332,32.9575333333,29.5132666667,30.8389333333,4.46126666667,8.294,10.1181333333,5.4878,9.09320000001
377.26,10.0008666667,33.1294,29.5828666667,30.9072,4.635,8.42513333333,10.2301333334,5.6582,9.26320000001
377.63,9.97206666668,33.149,29.5838,30.9478666666,4.65246666667,8.46426666667,10.2554666667,5.65993333333,9.2964
377.99,9.94066666667,33.1152666667,29.5714666667,30.9362666667,4.6554,8.50086666667,10.2355333333,5.60006666667,9.30246666665
378.35,9.94939999999,33.1666666667,29.5580666667,30.9575333333,4.6558,8.5048,10.1847333333,5.6028,9.2784
378.71,9.9264,33.1882666667,29.5524,30.9099333333,4.69033333333,8.4894,10.203,5.6854,9.31313333333
379.07,9.94679999999,33.2446666667,29.5112666667,30.9354666667,4.73,8.5364,10.1797333333,5.7232,9.29433333334
379.44,9.9098,33.1932,29.4526,30.9267333333,4.74633333333,8.5358,10.1941333333,5.72326666667,9.27286666667
379.80,9.97046666665,33.3089333333,29.549,31.0150666667,4.80753333333,8.5998,10.2665333333,5.8198,9.41366666667
380.16,9.8854,33.2414666667,29.5232,30.9656666667,4.74873333333,8.5308,10.2329333333,5.79113333333,9.28873333334
380.52,9.82353333332,33.2854,29.4521333333,30.9823333333,4.6678,8.41873333333,10.1809333333,5.72206666666,9.24086666666
380.88,9.76806666669,33.2021333333,29.4333333333,30.9474,4.57533333333,8.309,10.0941333333,5.6852,9.19733333334
381.24,9.63219999999,33.0751333333,29.4023333333,30.8660666667,4.43493333333,8.173,9.99186666667,5.5752,9.02600000001
381.61,9.55300000001,33.0137333333,29.275,30.8068666667,4.33286666667,8.0192,9.88926666667,5.47473333333,8.90939999999
381.97,9.54220000001,33.0698,29.2836,30.8778666667,4.31773333333,7.9528,9.876,5.50306666666,8.90726666666
382.33,9.55460000001,33.0496666667,29.3404,30.894,4.3802,7.99213333333,9.92586666667,5.5826,8.96646666667
382.69,9.40393333333,32.9526,29.3011333333,30.7860666667,4.29426666667,7.8334,9.77720000001,5.4116,8.79766666666
383.05,9.34346666668,32.9618,29.3381333333,30.7590666667,4.28606666666,7.80446666667,9.78126666667,5.39846666667,8.8452
383.41,9.23046666668,32.9114,29.2619333333,30.6308,4.1748,7.66253333333,9.65513333333,5.30513333333,8.69939999999
383.77,9.07046666667,32.76,29.1066666667,30.5095333333,3.9992,7.54286666667,9.501,5.18173333333,8.54806666666
384.14,9.042,32.7922,29.1126,30.5305333333,3.937,7.52466666667,9.44560000001,5.15126666667,8.52679999999
384.50,9.1108,32.8294,29.1894666667,30.613,4.0924,7.66946666667,9.51106666666,5.2902,8.6296
384.86,9.20493333333,32.9584,29.2618,30.7058,4.24906666667,7.772,9.59286666667,5.3458,8.71700000001
385.22,9.19593333333,33.0182,29.2328666667,30.7295333333,4.27446666666,7.7982,9.58733333332,5.31286666667,8.72093333333
385.58,9.20020000001,32.9694,29.2233333333,30.6748,4.3314,7.82833333333,9.60473333334,5.33753333333,8.75579999999
385.94,9.17526666667,33.0164666667,29.1938666667,30.6557333333,4.36933333333,7.88233333333,9.60673333334,5.36826666667,8.75986666666
386.30,9.1988,33.0443333333,29.1558666667,30.6426666667,4.33366666667,7.8374,9.563,5.30686666667,8.66553333333
386.66,9.29226666666,33.1366666667,29.1781333333,30.7364666667,4.40086666667,7.93973333333,9.68513333332,5.40186666667,8.7592
387.03,9.27253333333,33.1040666667,29.122,30.7656,4.35086666667,7.8874,9.63046666667,5.36246666667,8.70860000001
387.39,9.40753333333,33.1496666667,29.2045333333,30.8994,4.46953333333,8.02573333333,9.72526666667,5.48186666667,8.84326666667
387.75,9.59873333333,33.4002666666,29.4064,31.1112666667,4.6574,8.20166666667,9.86726666668,5.63706666667,9.06306666667
388.11,9.57780000001,33.4114,29.3598,31.106,4.73353333333,8.21533333333,9.87893333333,5.62393333333,9.11100000001
388.47,9.50819999999,33.3778,29.3106,31.0401333333,4.65333333333,8.13413333333,9.83279999999,5.55326666667,9.04826666667
388.83,9.47040000001,33.3626,29.2938,31.0554666667,4.6142,8.11733333333,9.7934,5.5706,9.04419999999
389.19,9.44226666667,33.2891333333,29.2462,31.0344,4.6398,8.13013333333,9.78173333333,5.57426666666,9.04840000001
389.55,9.51026666667,33.3663333333,29.3144666667,31.1564666667,4.67653333333,8.1934,9.82486666667,5.63186666667,9.08386666668
389.91,9.50446666667,33.2574,29.2805333333,31.1433333333,4.62586666667,8.14893333333,9.80353333333,5.5998,9.05166666665
390.27,9.44193333333,33.2156,29.2953333333,31.1522666667,4.58966666667,8.14826666667,9.76106666667,5.58333333333,9.07486666666
390.63,9.36973333333,33.119,29.2491333333,31.1184,4.51366666667,8.071,9.65180000001,5.48846666667,8.99566666667
391.00,9.36220000001,33.0605333333,29.2052,31.0087333333,4.56613333333,8.11066666667,9.67360000001,5.505,8.99659999999
391.36,9.28686666667,33.0196,29.1557333333,30.9488666667,4.55046666667,8.03733333333,9.63286666668,5.45486666666,8.97853333334
391.72,9.18566666666,32.8708666667,29.0072,30.8251333333,4.50113333333,7.963,9.58593333333,5.39446666667,8.8956
392.08,9.16086666667,32.8261333334,29.0072,30.8147333333,4.4768,7.95726666667,9.56586666668,5.37966666667,8.87599999999
392.44,9.11,32.7288,28.9214666667,30.7691333333,4.46466666667,7.938,9.51793333332,5.36326666667,8.82913333334
392.80,9.096,32.6571333333,28.849,30.6998666667,4.4738,7.91286666667,9.48439999999,5.3318,8.8346
393.16,9.03166666667,32.5837333333,28.7422,30.6109333333,4.3678,7.82246666667,9.40033333332,5.2824,8.78979999999
393.52,8.9454,32.5313333333,28.6673333333,30.4987333333,4.33313333333,7.7576,9.34673333333,5.2702,8.74246666666
393.88,8.99666666667,32.5694666667,28.7283333333,30.5426,4.4654,7.85413333333,9.423,5.35006666667,8.84293333333
394.24,9.07779999999,32.5446,28.7338666667,30.5262666667,4.59153333333,7.95253333333,9.50599999999,5.42313333333,8.91246666666
394.60,9.08446666667,32.5357333333,28.6647333333,30.4800666667,4.5814,7.99426666667,9.50046666667,5.43873333333,8.9574
394.96,9.072,32.5149333333,28.6476666667,30.5045333333,4.53893333333,7.97753333333,9.44640000001,5.42153333333,8.95553333333
395.32,9.11906666667,32.546,28.6408,30.5352666667,4.56286666666,8.02886666666,9.45466666667,5.46813333333,8.99059999999
395.68,9.01293333333,32.3812,28.5038,30.4246,4.4546,7.91993333333,9.32246666667,5.35,8.8404
396.04,9.0484,32.3467333333,28.4304666667,30.4063333333,4.4838,7.9552,9.36039999999,5.3994,8.86653333333
396.40,9.02186666667,32.3247333333,28.3533333333,30.3803333333,4.48453333333,7.93726666667,9.36093333334,5.36386666667,8.9096
396.76,9.04593333333,32.2760666667,28.2774,30.3332,4.4856,7.95866666667,9.35639999999,5.3884,8.93546666667
397.12,9.06033333333,32.2597333333,28.2779333333,30.3606,4.51786666667,7.9564,9.34839999999,5.39313333333,8.92179999999
397.48,9.0318,32.1460666667,28.1972666667,30.3012666666,4.49233333334,7.962,9.30546666666,5.34873333333,8.93966666666
397.84,9.0174,32.0665333333,28.0826666667,30.2048666667,4.42986666667,7.94113333333,9.23920000001,5.3236,8.93460000001
398.20,8.94346666667,31.9806666667,27.9058,30.1114,4.332,7.84126666667,9.15473333333,5.27013333333,8.89600000001
398.56,8.87606666667,31.8356666667,27.7790666667,29.9557333333,4.31146666667,7.7858,9.08886666666,5.22946666667,8.85259999999
398.92,8.829,31.7425333333,27.6389333333,29.884,4.26066666667,7.73206666667,9.02513333334,5.1912,8.80593333332
399.28,8.7236,31.6202666667,27.5128,29.7738,4.21206666667,7.67786666667,8.97986666666,5.14873333333,8.74113333333
399.64,8.73626666667,31.6432,27.498,29.8025333333,4.2196,7.68586666667,8.99326666667,5.1724,8.77326666666
400.00,8.7326,31.56,27.4438,29.7378666667,4.20173333333,7.6664,8.93199999999,5.15106666667,8.75933333333
400.36,8.75973333333,31.5218,27.4329333333,29.7094,4.2036,7.68746666667,8.93973333334,5.21026666667,8.73679999999
400.72,8.65886666667,31.4319333333,27.3556,29.6404666666,4.11006666666,7.6308,8.83480000001,5.1284,8.65846666667
401.08,8.65953333333,31.3838,27.2918,29.5706666667,4.1126,7.6586,8.82173333334,5.14166666667,8.68500000001
401.44,8.69246666667,31.3921333333,27.2762,29.5995333333,4.12613333333,7.71166666667,8.85133333333,5.1818,8.69993333333
401.80,8.62613333333,31.3399333333,27.2214,29.5666,4.06273333333,7.65466666667,8.7716,5.131,8.6112
402.16,8.57513333333,31.2882666667,27.1564,29.5182,4.01913333333,7.6258,8.73080000001,5.09986666667,8.55793333333
402.52,8.64846666667,31.3732666667,27.2386666667,29.6126666667,4.0728,7.68506666667,8.78486666667,5.14546666667,8.6044
402.88,8.65706666667,31.3736666666,27.2632666667,29.6177333333,4.114,7.71926666667,8.81613333334,5.1994,8.62620000001
403.24,8.64093333333,31.3216666667,27.2098666667,29.5661333333,4.05733333333,7.68666666667,8.76213333333,5.1518,8.60313333334
403.60,8.63913333333,31.2958,27.1866666667,29.536,4.07413333333,7.71733333333,8.75686666668,5.181,8.63366666667
403.95,8.55146666667,31.1961333333,27.1266666667,29.4649333333,4.02253333333,7.69406666667,8.712,5.159,8.59153333333
404.31,8.50293333333,31.1198666667,27.06,29.4265333333,3.98473333333,7.667,8.67606666666,5.11466666667,8.56466666667
404.67,8.52006666667,31.1068,27.034,29.4312,4.01533333333,7.68066666667,8.73553333333,5.14233333333,8.5744
405.03,8.4606,31.0071333334,26.941,29.3765333333,3.93746666667,7.61606666667,8.68646666667,5.072,8.51359999999
405.39,8.39873333333,30.9575333333,26.837,29.3492,3.89233333333,7.54613333334,8.61520000001,5.02313333333,8.45120000001
405.75,8.39713333333,30.9323333333,26.8076666667,29.3130666667,3.9126,7.575,8.66126666667,5.06726666667,8.49420000001
406.11,8.394,30.9042666667,26.7752666667,29.3236,3.92766666667,7.5546,8.66286666667,5.0656,8.47900000001
406.47,8.41006666667,30.9178,26.798,29.3936,3.96206666666,7.5844,8.70513333333,5.117,8.54146666667
406.83,8.41093333333,30.9393333333,26.7694,29.4210666667,3.96326666667,7.57826666667,8.71406666666,5.10533333333,8.55426666666
407.19,8.44693333333,30.9526666667,26.785,29.4722,4.00513333333,7.62186666667,8.75626666666,5.15113333333,8.58813333333
407.55,8.48546666667,30.9333333333,26.766,29.4561333333,4.02426666667,7.65106666667,8.79720000001,5.1642,8.61413333333
407.90,8.5248,30.9711333333,26.7618666667,29.4964,4.02986666667,7.63173333334,8.80386666666,5.15093333333,8.61900000001
408.26,8.5982,31.0044,26.781,29.5178,4.07373333333,7.6974,8.82533333334,5.21933333333,8.6692
408.62,8.61893333333,31.0278666667,26.7731333333,29.5263333333,4.06973333333,7.7204,8.8232,5.22726666667,8.68573333333
408.98,8.7204,31.1115333333,26.8482,29.5756,4.18766666667,7.8584,8.917,5.34886666667,8.77419999999
409.34,8.7964,31.1824666667,26.9740666667,29.6324666667,4.26686666667,7.94313333333,9.01253333333,5.43853333333,8.86886666666
409.70,8.7798,31.2032666667,26.971,29.6750666667,4.231,7.90606666667,8.98413333334,5.3842,8.83373333334
410.06,8.863,31.2413333333,27.0544,29.7424666667,4.2908,8.00326666667,9.03106666667,5.46346666667,8.90373333333
410.42,8.79146666667,31.1156666667,26.9292666667,29.6426666667,4.24373333333,7.94846666667,8.96753333333,5.40653333334,8.80533333333
410.77,8.85353333333,31.116,26.9593333333,29.6724,4.28806666667,8.00133333333,8.99886666667,5.45346666667,8.86273333334
411.13,8.85673333333,31.1277333333,26.9902,29.6923333333,4.2904,8.0088,9.001,5.47426666667,8.89366666667
411.49,8.87726666667,31.1398666666,27.0043333333,29.7300666667,4.29246666667,8.02086666667,8.98353333333,5.51046666667,8.91533333333
411.85,8.90893333333,31.1504,27.0378,29.7660666666,4.32606666667,8.062,9.02253333333,5.5628,8.96046666667
412.21,8.79466666667,31.0338,26.9583333333,29.7109333333,4.22413333333,7.94,8.90813333334,5.44673333333,8.85566666667
412.57,8.7968,30.9931333333,26.9359333333,29.6887333333,4.24666666667,7.962,8.91059999999,5.46906666667,8.86566666666
412.92,8.75206666666,30.9296666667,26.8804666667,29.6752666667,4.22013333333,7.90453333333,8.87673333334,5.46,8.88339999999
413.28,8.70866666667,30.8281333333,26.7715333333,29.5982,4.15453333333,7.85766666667,8.79886666667,5.38673333333,8.82066666667
413.64,8.7422,30.7907333333,26.7641333333,29.5934666667,4.2046,7.87493333333,8.81806666667,5.4202,8.86606666667
414.00,8.64746666666,30.6942666667,26.6536666667,29.506,4.11413333333,7.806,8.73153333334,5.35053333334,8.8128
414.36,8.64933333333,30.649,26.6192666667,29.4762666667,4.0914,7.79726666667,8.70546666667,5.35486666667,8.8304
414.72,8.5802,30.5369333333,26.5108666667,29.3600666667,4.054,7.748,8.66313333334,5.30606666666,8.7926
415.07,8.53506666667,30.4350666667,26.3802666667,29.2605333333,4.03066666667,7.7238,8.63133333333,5.2794,8.73273333333
415.43,8.50806666667,30.3519333333,26.2866,29.1819333333,4.05186666667,7.7484,8.62353333333,5.28393333334,8.74206666666
415.79,8.44666666667,30.268,26.1336,29.0859333333,4.02726666667,7.71226666667,8.57806666667,5.23733333333,8.7092
416.15,8.4978,30.2616666667,26.0718666667,29.0502666667,4.1106,7.79053333333,8.64073333333,5.2966,8.79626666667
416.51,8.47306666667,30.2091333333,26.0117333333,29.0122666667,4.08306666666,7.75153333333,8.59906666667,5.2614,8.77500000001
416.86,8.52553333333,30.1788,25.9487333333,28.9608666667,4.14473333333,7.7964,8.62120000001,5.29166666667,8.78819999999
417.22,8.47946666667,30.0347333333,25.7944666667,28.8121333333,4.11113333333,7.73913333333,8.56393333334,5.24533333333,8.73813333333
417.58,8.42613333333,29.9032,25.6325333333,28.6794666667,4.06093333333,7.70786666667,8.49253333333,5.20193333333,8.6944
417.94,8.42986666667,29.8216,25.5138,28.5738,4.0792,7.7046,8.47493333333,5.19786666667,8.69126666667
418.29,8.42993333333,29.7714,25.447,28.5163333333,4.08233333333,7.71693333333,8.4632,5.1938,8.68893333333
418.65,8.42926666667,29.6770666667,25.3656,28.4487333333,4.09226666667,7.722,8.43833333333,5.19073333333,8.67306666667
419.01,8.4162,29.5856666667,25.2565333333,28.3654,4.08813333334,7.71626666667,8.3904,5.16526666667,8.66886666667
419.37,8.38826666667,29.5021333333,25.1396,28.2758,4.05573333333,7.68046666666,8.34973333333,5.131,8.63633333334
419.73,8.35753333333,29.4120666667,25.062,28.2030666667,4.03093333333,7.651,8.28013333334,5.09133333333,8.60773333334
420.08,8.33033333334,29.3202,24.9862666667,28.1202666667,4.00826666667,7.6276,8.245,5.066,8.57753333333
420.44,8.31066666667,29.2420666666,24.9032,28.0274,4.02086666667,7.63833333333,8.22673333333,5.05533333333,8.57579999999
420.80,8.26126666667,29.1487333333,24.8150666667,27.9585333333,3.96813333333,7.5982,8.17106666667,5.01706666666,8.53279999999
421.16,8.25326666667,29.0901333333,24.7584,27.9237333333,3.98666666667,7.60986666667,8.16593333333,5.03493333333,8.53946666666
421.51,8.2678,29.0383333333,24.7028666667,27.8843333334,4.0096,7.6218,8.15493333333,5.04986666667,8.54546666667
421.87,8.2392,28.9608666667,24.6350666667,27.8116666667,3.9952,7.62366666667,8.1236,5.04266666667,8.53833333333
422.23,8.19446666667,28.846,24.52,27.7116,3.96666666667,7.59446666667,8.06586666667,5.02606666667,8.50593333333
422.58,8.18946666667,28.8112666667,24.4596,27.6682,3.9612,7.58886666667,8.04213333333,5.02946666667,8.52273333333
422.94,8.1836,28.7416,24.3939333333,27.5848,3.97006666667,7.5868,8.02506666667,5.03473333333,8.5152
423.30,8.18873333333,28.7050666667,24.3758666667,27.5581333333,3.9906,7.6008,8.02233333333,5.06493333333,8.53033333333
423.66,8.19433333333,28.6352666666,24.3116666667,27.4756666667,3.9972,7.61253333333,8.0326,5.09233333333,8.54006666667
424.01,8.2008,28.5805333333,24.2582,27.425,4.00193333334,7.6184,8.0166,5.10333333333,8.55573333333
424.37,8.21073333333,28.5249333333,24.2133333333,27.4064,4.01066666667,7.61766666666,8.0132,5.13373333334,8.55900000001
424.73,8.16053333333,28.4306666667,24.1206,27.308,3.97073333333,7.571,7.952,5.08886666667,8.51453333334
425.08,8.16153333333,28.3713333333,24.0666666667,27.2580666667,3.96613333333,7.56346666667,7.92273333333,5.0942,8.51600000001
425.44,8.11886666667,28.3117333333,24.0234666667,27.1956,3.9522,7.54053333333,7.89906666666,5.0688,8.50026666667
425.80,8.1306,28.2695333333,24.0046,27.1790666667,3.98213333333,7.5394,7.90173333333,5.08586666667,8.51213333333
426.16,8.17526666666,28.2699333334,24.0052,27.1942,4.04433333333,7.5808,7.9452,5.1372,8.56173333334
426.51,8.12593333333,28.1933333333,23.9451333333,27.1324666667,4.02006666667,7.553,7.90033333333,5.10766666667,8.50980000001
426.87,8.1752,28.2281333333,23.9808,27.1753333333,4.0574,7.598,7.94113333333,5.15773333333,8.56733333333
427.23,8.189,28.2012666667,23.9496666667,27.1454666666,4.06913333334,7.6086,7.95133333333,5.15686666667,8.57626666666
427.58,8.20693333333,28.2186666667,23.9614666667,27.1947333333,4.09226666667,7.6306,7.96866666667,5.17133333333,8.60466666667
427.94,8.21146666667,28.2272666667,23.9530666667,27.2126666667,4.098,7.61606666666,7.959,5.17046666666,8.59546666666
428.30,8.193,28.2079333333,23.9124666667,27.1861333333,4.07673333333,7.60433333333,7.93806666667,5.13873333333,8.58446666667
428.65,8.22886666667,28.2761333333,23.9572,27.2488666667,4.12546666667,7.6438,7.9838,5.17833333333,8.65233333333
429.01,8.21106666667,28.3155333333,23.9636,27.2604666667,4.1232,7.6512,7.996,5.17733333333,8.66453333333
429.37,8.26513333333,28.4078666667,24.0144666667,27.3326666667,4.1546,7.7052,8.0596,5.2336,8.71000000001
429.72,8.26646666667,28.4852,24.0478,27.3892,4.1298,7.70726666667,8.06206666667,5.22933333333,8.71760000001
430.08,8.22973333333,28.5403333333,24.0917333333,27.4152666667,4.09126666667,7.68873333333,8.046,5.20066666667,8.70053333334
430.44,8.22273333333,28.5301333333,24.074,27.3898666667,4.08233333333,7.6742,8.04846666667,5.18813333333,8.69193333333
430.79,8.14333333333,28.5090666667,24.0457333333,27.3642,4.0214,7.62226666667,8.01233333333,5.13633333334,8.6494
431.15,8.094,28.5125333333,24.0436,27.3606666667,3.9724,7.56806666667,7.9652,5.07793333333,8.59633333334
431.50,8.0988,28.5495333333,24.0662,27.3648666667,3.9762,7.55806666667,7.96106666667,5.0846,8.58433333333
431.86,8.0822,28.5535333333,24.0506666667,27.3529333333,3.96866666667,7.55513333333,7.9542,5.07713333333,8.57253333334
432.22,8.10466666667,28.6079333333,24.0902,27.3656,3.99973333333,7.57286666667,7.9746,5.11213333334,8.59540000001
432.57,8.10706666667,28.6169333333,24.1076,27.3806,3.9928,7.5794,7.97733333333,5.10933333333,8.57100000001
432.93,8.13753333333,28.6508,24.1525333334,27.4171333333,4.0132,7.60133333333,7.98766666667,5.1184,8.58746666667
433.29,8.11106666667,28.6120666667,24.1164,27.3940666666,3.99866666667,7.57853333333,7.94893333333,5.08873333333,8.55500000001
433.64,8.09813333333,28.5892,24.1032,27.3828666667,3.98933333333,7.56386666667,7.93973333333,5.079,8.53486666667
434.00,8.1088,28.5995333333,24.1058,27.3822,3.98326666667,7.55373333333,7.92966666667,5.073,8.52726666667
