wavelength,Back_TanSchm,Belly_TanSchm,Breast_TanSchm,Crissum_TanSchm,Crown_TanSchm,DorTail_TanSchm,Patch10_TanSchm,Patch11_TanSchm,Patch12_TanSchm,Patch13_TanSchm,Patch14_TanSchm,Patch15_TanSchm,Rump_TanSchm,Throat_TanSchm,WingTip_TanSchm
182.21,75.4761904763,89.7916666667,91.0833333334,108.583333333,102.5,95.1666666667,112.25,63.4166666666,55.4166666666,93.3750000001,107.833333333,67.1666666666,113.333333333,50.3333333333,86.3750000001
182.59,83.988895238,90.8695000001,93.4298666665,118.454066666,108.695666667,99.2753666667,117.294733333,62.2222000001,50.7245333333,96.5699333333,115.4588,69.1788,122.318733333,51.8841333333,90.0482666666
182.97,91.4287238095,91.7141666667,101.8096,122.476133333,114.571533333,104.047433333,123.142733333,66.0,59.0475333333,100.0952,125.047666667,76.7617333333,128.476,63.5236,94.0952333333
183.35,118.8,114.866666667,131.866666667,157.866666667,149.2,138.466666667,159.6,86.2666666667,79.5999999999,129.666666667,170.533333333,96.7999999999,169.066666667,88.6666666668,119.933333333
183.73,145.124685714,132.5397,152.2222,181.428533333,166.1906,154.206366667,179.682533333,98.5714666668,84.4443999999,144.047566667,206.508,113.0158,202.2222,105.872933333,139.047833333
184.11,213.956,174.487166667,206.1538,259.743533333,238.205066667,223.205,250.2564,143.5896,115.384466667,220.128166667,314.102466667,152.051266667,299.487066667,152.051133334,182.5639
184.49,282.047619048,230.666666667,269.333333333,314.0,319.666666667,288.833333333,324.333333333,199.333333333,171.666666667,273.833333333,406.0,178.0,390.333333333,201.0,229.5
184.87,315.839619047,249.473733333,282.806866667,323.1578,341.7544,316.666633333,349.1228,220.000066667,203.508733333,281.579066667,434.386,195.088,427.017533333,222.807133333,241.754366667
185.25,257.802342857,200.128333333,222.8206,251.7948,260.512733333,256.153833333,275.897333333,182.8206,190.769266667,215.128333333,340.000066667,170.0,344.6154,190.7692,202.1794
185.63,418.630952381,310.0,349.166666667,387.083333333,422.083333333,405.625,442.916666666,301.666666667,312.083333333,372.5,546.666666666,277.5,557.5,315.833333333,296.875
186.01,-504.069333333,-292.121233333,-370.909266667,-421.212133333,-463.6364,-454.242333333,-520.606066667,-327.272733333,-324.848333333,-418.484966667,-649.090733333,-258.787933333,-686.060666667,-347.272733333,-315.454566667
186.39,-250.606085714,-156.5152,-194.848466667,-206.969666667,-244.545533333,-237.5759,-266.969733333,-162.727266667,-162.121133333,-217.575833333,-331.515066667,-147.272666667,-356.9696,-195.757733333,-175.908966667
186.77,-166.058238095,-108.981533334,-135.1852,-124.2592,-156.111066667,-153.796266667,-172.037133333,-109.2592,-122.962933333,-143.518366667,-220.370466667,-104.074133334,-234.074133333,-133.518466667,-120.926066667
187.15,-116.590476191,-84.1999999999,-92.2666666668,-83.2000000002,-108.133333333,-109.4,-118.533333333,-79.0666666667,-88.6666666667,-107.333333333,-147.466666667,-71.4666666667,-166.0,-96.5333333334,-86.2
187.53,-147.796228571,-104.031133333,-114.108466667,-109.612466667,-137.3644,-130.775166667,-148.837266667,-104.961266667,-111.007733333,-133.1783,-183.4108,-87.9069333333,-212.558266667,-124.6512,-115.348933333
187.91,-111.485714286,-67.4666666667,-73.7333333333,-79.4666666666,-100.8,-94.3333333333,-116.933333333,-79.8666666667,-79.7333333335,-96.0666666667,-137.2,-57.3333333334,-166.266666667,-93.9999999999,-90.9333333333
188.29,-128.616809524,-73.8889000001,-83.4921333333,-89.6826000001,-112.539666666,-103.0158,-145.714266667,-96.0318666667,-91.9047333333,-100.714166667,-162.2222,-66.9840666667,-199.5238,-110.3174,-108.0951
188.67,-83.5097999999,-35.5556000001,-39.6295999999,-57.9014,-66.9135333333,-60.1850666666,-95.8025333335,-59.3827333333,-51.1111999999,-64.9381666666,-103.9506,-40.4938666667,-140.123266667,-71.8519333333,-65.9259666667
189.05,-52.773247619,-11.6667,-24.4116,-40.9804,-42.0588,-34.3138333333,-62.9412666667,-40.8823333334,-29.9020666667,-45.0978666667,-75.9804,-26.1764666667,-98.6274,-51.0784,-42.8431999999
189.43,-46.8190190476,-7.68893333333,-22.5777333333,-38.8444,-32.0889333334,-21.0222333333,-54.4001333333,-38.3110666667,-24.2666,-41.9111666667,-67.3777333333,-20.2666666667,-87.8221333333,-43.0221333333,-32.4888666667
189.81,-46.052647619,-5.87716666667,-26.3158,-41.2279333333,-26.579,-17.6315666667,-51.4911333333,-37.5439333333,-25.1754,-33.6403333333,-68.6842666666,-19.9999333333,-81.7544666666,-41.9299333333,-33.5526
190.19,-62.2826571428,-13.3334,-36.2964000001,-54.0741333333,-39.5766666667,-26.4548999999,-69.6295333334,-51.5344,-33.4392,-40.4231,-88.3597999999,-34.7089999999,-99.9999999999,-55.2381333333,-47.6720666667
190.57,-77.0067809524,-5.71423333331,-40.9524666667,-57.9760666667,-35.4762,-22.3808666667,-73.5714000001,-56.7856666667,-30.4762,-43.9881333333,-98.2142,-36.0714000001,-107.976266667,-52.5,-50.3572666667
190.95,-83.1056285713,3.62323333335,-31.1594000001,-62.6085333333,-31.7391999999,-18.1883333333,-83.1883333335,-63.6231333333,-27.5363333333,-48.6955,-111.739133333,-35.9420666667,-122.318866667,-53.3334,-59.6377000001
191.33,-84.9134666666,23.8634666667,-19.697,-54.5454,-18.7877999999,-4.9242666668,-75.6060666667,-51.3635333333,-11.6667333333,-43.8636333333,-115.606133333,-24.6969333334,-124.091,-44.9999333333,-55.6059666666
191.71,-101.672485714,12.6015,-33.4958666667,-61.4634000001,-36.4228666666,-14.0649333334,-87.6422,-65.2031999999,-25.0406666667,-55.9349,-132.682866667,-44.8781333332,-135.934866667,-60.3251333333,-76.7479
192.09,-76.2682761905,19.4558333333,-26.8028,-40.5442666667,-27.0749333334,-5.57836666666,-60.0,-41.0883333333,-19.456,-37.6190666667,-104.4898,-26.6665333333,-104.2176,-39.728,-53.4013333333
192.47,-68.626447619,16.8591333333,-29.9998666667,-38.9743999999,-26.7948666667,-5.76926666662,-57.8204,-31.0256,-23.8460666667,-34.5513333333,-92.6923333332,-29.2308666666,-91.5385333335,-39.1025333333,-53.5897333333
192.85,-121.904828571,-22.7777666667,-84.2856666667,-79.3652,-65.5556000001,-48.6509000001,-109.841333333,-62.2221333333,-55.5555999999,-79.9206333333,-151.428466667,-68.8888000001,-142.857,-81.9047333333,-112.6984
193.23,-193.511904762,-62.8125000001,-148.125,-117.083333333,-105.0,-92.3958333334,-175.833333333,-102.291666667,-103.541666667,-126.770833333,-221.041666667,-112.083333333,-212.916666667,-129.166666667,-175.208333333
193.61,-233.047580952,-97.7778333334,-189.111066667,-144.666666667,-144.444533333,-128.7778,-211.3334,-127.999866667,-141.7776,-156.555633333,-259.1112,-146.0,-254.4444,-171.777666667,-228.3334
193.99,-173.687066667,-52.0951666667,-126.476133333,-84.9523333333,-98.2856666667,-83.3333333334,-155.047666666,-78.6666666667,-101.7144,-108.952333333,-182.857133333,-91.6191333333,-200.381066667,-117.523733333,-174.761833333
194.37,-99.4047619047,-12.9859,-66.5278666667,-35.9721333333,-38.1945333333,-27.2221333333,-82.4999999999,-30.2778666667,-53.4723333334,-51.1805666667,-110.555533333,-38.7499333333,-124.861133333,-66.9444666666,-101.875033333
194.75,-100.059371429,-16.7361,-69.4444000001,-41.1110666668,-42.6388666666,-27.5695333334,-91.5277333333,-36.2499333333,-60.1388,-57.0831999999,-115.694533333,-43.0554,-131.527666667,-73.1944,-107.5
195.13,-59.4777238095,2.8494,-40.5375333333,-18.6022,-16.9892,-4.46243333335,-57.0968666666,-18.3870666667,-29.8924666667,-27.2582,-67.5268666666,-15.6989333333,-88.4946000001,-39.7849333333,-62.7418999999
195.51,-72.2857809524,-7.11093333333,-53.3332666667,-27.3332666667,-29.4444,-11.2223333333,-67.2222,-30.1110666667,-41.8889333334,-26.0554666667,-74.3333333333,-31.2221999999,-99.7776,-51.1111333333,-71.3889666667
195.89,-96.6198666667,-19.7385666667,-73.5946666666,-40.9150666667,-37.5162666667,-19.0196333334,-86.5358000001,-42.8758,-59.8691333333,-42.1568333334,-92.4183333334,-42.8759333334,-127.451,-64.8365333333,-90.0652666667
196.27,-102.533971429,-26.2499333333,-75.1191333335,-45.8334000001,-47.5,-24.5833666667,-87.0237999999,-51.3095333333,-68.0952,-57.1427333333,-92.2619333332,-56.4288000001,-127.0238,-71.0714,-90.4762333333
196.65,-79.378952381,-17.4396,-54.2029333333,-33.5264666667,-33.3332666667,-15.1691333333,-59.1304000001,-36.0385333333,-47.7294000001,-42.9952333333,-68.7922,-36.3285333333,-103.188466667,-53.8164666667,-68.9854666666
197.03,-78.6888761905,-17.0049333333,-50.3381333333,-34.4928666667,-31.5942666667,-12.1256,-55.2657333333,-39.7101333333,-50.0483999999,-39.2271,-67.1496666667,-37.8744000001,-104.541,-53.7198666667,-63.5747666667
197.40,-51.8225619048,-6.13036666668,-27.0498,-20.0766000001,-18.9272,3.71633333335,-31.4942666667,-22.6054,-31.7241333333,-24.9809,-42.5287333333,-20.3830666667,-73.7931333333,-31.3409333333,-43.5632666667
197.78,-22.0371428571,11.3334333333,-1.62320000001,2.43466666665,0.985466666672,20.4928,-8.57960000002,-0.11593333334,-6.31873333332,-4.28983333334,-14.6087333333,0.40573333332,-38.7246666667,-7.59413333334,-14.6665333333
198.16,-23.1280380952,5.5013,-6.3416,-3.03513333334,-2.98093333333,14.3088666667,-11.3821333333,-3.73986666666,-7.10026666666,-8.97013333332,-15.7723333333,-2.49333333332,-38.2654666666,-9.81033333332,-18.0487333333
198.54,-25.1861238095,3.67183333333,-8.95833333334,-4.47906666667,-7.18759999999,9.06246666665,-14.1147333333,-8.95846666668,-8.74999999999,-12.2917,-15.5209333333,-3.54159999999,-37.2397333333,-10.3648,-20.573
198.92,-24.4282380952,0.365033333334,-11.5814666667,-3.94146666667,-8.46720000001,3.74693333333,-14.8905333333,-11.5328,-10.3163333333,-12.3114333333,-14.7932666667,-6.18013333332,-35.4258,-11.1922,-21.1678666667
199.30,-25.8101238095,1.15093333335,-12.8535333333,-4.31666666667,-9.44846666667,5.46766666666,-13.669,-10.7434,-9.78400000001,-13.3573333333,-14.8681333333,-7.0504,-33.1415333333,-12.2302,-20.9593666667
199.68,-18.2340095238,4.43706666668,-8.56539999999,0.088333333326,-5.29799999999,10.1324333333,-7.72626666666,-6.13686666666,-5.96020000001,-10.4637333333,-7.50546666666,-2.07500000001,-27.2847333333,-8.21193333333,-17.7263666667
200.06,-15.0697714286,6.91063333334,-4.51220000001,1.78853333334,-3.29266666667,12.9065333333,-4.71546666668,-3.21153333333,-3.53653333333,-7.80476666668,-1.91066666668,0.650266666666,-22.6421333333,-5.28439999999,-13.7601333333
200.44,-13.7566571429,5.1441,-4.97946666667,2.67486666667,-2.22219999999,14.0328666667,-4.93826666666,-4.44453333334,-1.97533333335,-4.58853333334,-0.3292,1.31679999999,-20.5762,-4.77373333333,-14.2386
200.82,-16.6111047619,4.22079999999,-6.06073333332,2.85720000001,-1.81820000001,14.3289,-8.91786666668,-7.83546666666,-2.55406666667,-7.79223333334,-0.822466666666,-0.995533333319,-20.7792,-5.49793333333,-16.0823333333
201.19,-6.56419047619,12.6792666667,2.7426,11.8144,8.90286666666,25.9072,0.63293333334,1.47679999999,9.19826666665,2.02539999999,11.308,10.0,-9.49366666666,3.58653333334,-8.29116666666
201.57,-5.58173333334,13.6708,4.68353333333,13.8818,11.2658666667,28.2699666667,3.2068,2.57386666667,12.4051333333,5.97053333334,14.2616,9.70453333334,-7.89040000001,4.76793333334,-7.57373333332
201.95,-4.11487619047,14.2521,5.25639999999,15.5556,12.3931333333,30.6624,4.40179999998,2.64946666666,12.8203333333,9.01696666667,15.0426666667,10.2565333333,-6.02559999999,6.06833333333,-9.08116666667
202.33,-4.63700952382,15.4943666667,6.39073333333,17.1954666667,12.5056,33.4252666667,4.87366666668,0.551733333328,11.7701333333,8.4368,14.4368666667,9.70113333335,-6.57459999999,6.66673333335,-11.1723666667
202.71,-3.48757142856,17.4646666667,8.07506666666,17.9342666667,14.5540666667,36.4552333333,8.49766666667,3.09846666666,13.6150666667,10.493,16.3849333333,9.81219999999,-4.83566666666,8.45073333332,-10.0938333333
203.09,0.149714285713,23.1428,14.7620666667,20.9048666667,19.7142,44.2618333333,14.1904,10.6191333333,18.857,14.9284333333,23.0952,13.9048,0.857066666674,11.6666666667,-4.40483333334
203.47,-9.59841904762,16.3542333333,5.2604,13.5937333333,12.6562666667,35.8334,7.0832,5.72906666667,8.2812,11.5362666667,16.0417333333,6.1458,-7.29173333335,0.989466666654,-14.297
203.85,-8.43428571429,21.76,7.67999999999,15.9466666667,17.1733333333,36.0266666667,8.96000000001,10.08,11.2,14.5333333333,18.08,9.92000000002,-1.17333333332,5.17333333333,-10.4
204.22,-11.5738285714,20.0565,5.93213333333,14.2372666667,14.6326666667,33.2203666667,2.76833333335,7.17506666665,7.28826666666,12.5707666667,12.9378,6.15813333333,-3.16373333333,0.282533333326,-13.1356333333
204.60,-12.9590285714,21.8235,4.55846666665,11.5669333333,15.0426666667,32.3646333333,1.02560000001,6.38173333335,4.90026666667,8.60399999999,10.0284666667,5.92593333333,-5.92586666666,-3.02,-12.9914333333
204.98,-24.9911904762,12.4690666667,-6.85180000001,1.41979999999,5.43206666668,23.4877,-8.33339999998,-3.27153333334,-7.77793333333,1.54296666668,-1.91353333334,-7.3456,-19.7530666667,-16.6049333333,-25.8333333333
205.36,-21.6130476191,15.9458666667,-3.78380000001,5.52553333333,3.66366666666,23.5734666667,-5.40546666668,-1.68166666666,-10.3904,1.7116,-1.68173333333,-6.30620000002,-16.7568,-12.1321333333,-20.2403
205.74,-22.3854761905,15.8575,-6.34306666668,8.41453333333,4.20719999999,20.7444666667,-6.53733333335,-1.42386666665,-12.6214666666,-0.9061,-0.58246666668,-4.85433333335,-17.0226,-14.5631333333,-20.1941333333
206.12,-40.2835428571,3.09516666668,-22.4604,-4.04773333334,-8.33340000001,7.8175,-22.7777333334,-18.0160666667,-29.9998666667,-18.0556333333,-12.6982666667,-17.7777333333,-38.0952666667,-29.762,-32.6588333333
206.50,-56.8622,-13.5897333333,-35.8121333333,-18.547,-24.8716,-2.9487,-40.2564666666,-33.0769333333,-46.9230666667,-31.7094333333,-24.9572000001,-32.4785333333,-52.9058666667,-48.376,-45.6410666667
206.87,-75.0674571428,-27.5622666667,-48.4576,-29.3532000001,-39.8008666666,-10.597,-59.7014,-47.1641333333,-68.8557999999,-48.4576,-37.9104666667,-46.6666,-73.5323333334,-67.7612,-58.1590333333
207.25,-95.7962952379,-46.8965,-67.1265333333,-41.6093333333,-58.5057333333,-23.9654333333,-76.092,-64.9426000001,-90.9196,-64.3102999999,-54.4827999999,-61.2645333332,-94.7126666667,-84.1378666667,-75.5746333334
207.63,-53.4105047619,-26.2162,-32.2522666667,-11.7118,-25.8558,5.63069999999,-39.9999999999,-33.6938,-50.5406,-40.0451,-21.7115999999,-28.6487333333,-56.4864666667,-41.8017333333,-41.4865333333
208.01,-37.0521047619,-20.4763333334,-20.9524666667,-4.84133333334,-14.3652,13.4920666667,-28.8889333333,-23.8094666667,-38.1747333333,-29.5635333333,-13.254,-17.2222,-42.3016,-29.7618666667,-31.0315333333
208.39,-26.1624666667,-11.9607666667,-14.0391333333,5.41186666666,-1.33333333333,20.902,-15.8432666667,-15.8430666667,-28.706,-22.0784333333,-5.09813333335,-7.05879999998,-33.0980666667,-20.3921333333,-23.2941333333
208.77,-25.1351333333,-15.0001,-12.1621333334,7.38726666668,-1.5314,24.5945666667,-13.7837333333,-17.1171333333,-31.0812,-21.5765666667,-1.62173333333,-8.10813333334,-33.9639333333,-15.7658,-26.1259666667
209.14,-0.70061904762,7.08806666665,10.1148666667,26.1302666667,17.2414666666,40.3831666667,9.34860000001,4.75099999999,-6.51333333334,2.8736,20.843,16.7049333333,-5.28733333334,11.6476,-0.191633333328
209.52,-7.17095238097,0.706033333346,3.37253333333,19.5293333333,14.4312,30.5098666667,-0.23526666664,-0.549,-16.0,1.3725,14.6666,12.7058666666,-10.5882,3.6078,-8.54903333334
209.90,-4.39481904763,6.97923333332,9.02773333333,19.2359333333,20.1389333333,32.6389666667,2.43066666666,5.1388,-10.0,5.38196666666,17.4998666667,15.4861333334,-6.11099999999,8.95833333332,-3.57646666667
210.28,-0.323714285704,14.8221666667,16.958,25.4369333333,30.9384666667,38.2847,10.8736666667,17.4110666667,-2.45966666667,11.5535333333,26.2782666667,23.2364,6.40786666667,15.5338666667,0.45296666668
210.66,9.10154285715,23.8261,20.0579333333,33.971,41.1014,41.5943666667,20.5216,24.6956,9.68113333334,19.8260333333,32.9854666667,31.3622,16.5797333333,25.3332666667,8.52166666667
211.03,5.14944761904,16.6383666667,10.3954666667,27.7966,36.5538,32.0903666667,14.9152,16.9491333333,5.81933333335,12.9378,24.1808666667,26.0452,10.6779333333,22.8248666667,-1.1018
211.41,-1.09084761904,12.1082,3.07679999999,20.4558,31.6809333333,25.4417,6.38166666666,10.0854,-1.59546666665,3.61833333332,16.4102666667,19.9999333333,3.19086666665,15.2136,-8.54696666668
211.79,-12.7674952381,6.8319,-10.0330666667,13.4654,27.4586,14.8845666667,-3.82833333332,0.924133333334,-15.9077333333,-5.08246666668,5.87446666666,9.109,-8.3168,6.27066666666,-19.9340333333
212.17,-17.2775238095,4.14143333332,-15.3534666667,8.88880000001,24.3772666667,8.38386666667,-9.09086666664,-2.82826666667,-22.2222666667,-10.7408,1.75079999999,2.69373333333,-13.4006666667,1.95306666668,-24.1415666667
212.55,-19.6792666667,3.33333326001e-05,-19.6041333333,2.44226666667,18.4818666667,1.74920000001,-12.5411333333,-7.85473333333,-24.8843333333,-15.2474,-0.46213333332,-3.89439999999,-19.0098666667,-1.3202,-28.3169
212.92,-10.0158095238,6.22210000001,-9.22226666667,11.3890666667,22.5001333333,8.36113333333,-3.99993333332,0.999999999986,-15.2222,-4.30563333333,5.9444,1.61113333333,-10.6668,2.94446666667,-15.3056
213.30,-7.1428952381,9.86966666666,-5.62493333335,14.479,23.4374,8.41133333333,-0.05213333332,4.68753333333,-11.3541333334,-4.21873333334,7.65626666668,3.33326666665,-6.82286666667,4.79153333333,-12.6303
213.68,-6.09067619047,7.82256666667,-5.32266666664,15.3226666667,23.7635333333,9.91936666666,4.35486666665,6.61286666667,-8.3334,-8.44093333333,7.47306666667,2.63440000001,-8.70966666666,4.19353333333,-10.7526
214.06,-19.548352381,-4.12356666666,-23.1614,1.78699999999,12.7836,-2.92093333334,-10.1032,-9.00340000001,-23.6426666667,-25.6701,-9.07199999999,-12.7836,-25.8418666667,-8.79719999999,-29.8282666667
214.44,-19.7951904762,-7.02510000001,-27.5984666667,-0.86013333334,4.37279999999,-8.35129999999,-16.2724666667,-16.9174666667,-25.9498,-30.7884,-15.8422,-19.7849333333,-33.1181333333,-14.6954,-33.7275
214.81,-27.1365142857,-12.9777666667,-32.7111333333,-6.39993333332,-4.62213333334,-16.0,-24.0888,-23.5555333333,-40.6222,-38.4889333333,-24.0001333333,-31.7334,-48.0000666667,-24.0889333333,-43.3778666667
215.19,-13.7357714286,5.11753333334,-15.3992666667,8.92006666665,6.19713333334,-4.03750000001,-9.76526666666,-7.41779999998,-30.0470666667,-25.4459666667,-7.69959999998,-18.6853333333,-33.7088666667,-13.2394666667,-28.6853333333
215.57,9.59625714285,25.5433,7.89846666667,26.8840666667,20.0,12.9710333333,15.2899333333,11.9563333333,-3.18833333333,2.35500000002,15.7246,6.15940000002,-4.71006666666,10.0726,-1.30450000001
215.95,11.6067142857,27.0406,15.701,26.0436666667,19.7508,18.3488333333,19.5016,11.9002666667,5.0466,6.88463333334,20.9969333333,14.2679333333,2.80379999999,14.2056,4.95323333333
216.32,7.96537142859,19.7273666667,14.7273333333,24.4243333333,16.1817333333,16.1213,16.4848666667,9.33333333333,4.84866666667,7.78786666667,16.7878,13.3940666667,-0.908999999994,9.81826666667,2.3031
216.70,0.843542857126,11.1112333333,7.80953333333,19.6189333333,8.76200000001,8.69853333333,6.92060000002,3.23813333333,-0.063399999986,-0.3493,7.74626666665,8.63486666666,-9.96833333335,3.49193333333,-3.77776666667
217.08,-19.4122,-5.14399999999,-10.0411333333,7.16046666667,-8.06586666667,-8.3951,-11.8518,-11.358,-17.4485333333,-24.5266666667,-12.4280666667,-1.15233333334,-30.5350666667,-9.87660000001,-24.8558333333
217.46,-25.3198476191,-20.3809,-16.1904,-1.04766666668,-20.7618666667,-14.8094,-22.8572,-21.5238,-26.1904,-38.5239333333,-22.5714,-9.14286666668,-39.8096666667,-20.0000666667,-30.4286333333
217.83,-19.4814571429,-6.24456666665,-8.94533333334,4.13493333333,-12.4894,-6.0759,-18.1435333333,-14.0927333333,-20.0844,-28.6076,-11.8988,-4.05066666668,-30.2952666667,-8.6076,-19.6202666667
218.21,-1.8673047619,9.73860000002,7.7778,19.0848666667,4.44453333334,10.5881666667,1.69933333334,6.01300000001,-4.1176,-9.28103333334,7.25506666667,14.0522666667,-7.451,10.0000666667,2.22209999999
218.59,-7.77781904761,6.90976666667,0.624933333326,10.2083333333,0.902733333332,4.54853333333,-2.22226666667,0.624933333326,-11.1112,-16.0765333333,3.61093333333,9.30553333333,-14.1666,7.22226666666,-5.65963333333
218.97,-3.94693333334,9.9039,3.20513333333,10.3847333333,6.73079999999,9.83973333332,3.52566666668,5.96160000001,-3.14119999999,-12.9487333333,6.4102,15.0000666667,-8.52573333333,12.9488,-0.576966666673
219.34,-12.4195142857,3.7373,-2.96306666666,0.3368,1.81820000001,6.16166666667,-1.61626666665,-0.269400000006,-9.96626666667,-16.4309666667,1.34686666669,7.54213333334,-15.6902666667,6.39726666667,-6.70043333332
219.72,-20.4146095238,-4.90216666667,-12.3136666667,-6.98033333334,-3.13726666666,1.96093333333,-7.37246666666,-6.82346666667,-16.9412,-27.7255333333,-6.82359999999,-0.941066666666,-22.5098,-0.705933333334,-13.7646333333
220.10,-18.3724285714,-7.04653333333,-15.8651333333,-9.19826666668,-7.08866666667,-3.16449999999,-10.8016666667,-10.1266,-17.8903333333,-30.6329333333,-10.8859333333,-5.14760000001,-24.1350666667,-2.61620000001,-18.7342
220.47,-6.06801904762,9.47616666668,-7.80960000001,-0.666733333326,3.71426666667,10.6666333333,-0.38100000002,-8.00000000001,-7.04766666668,-26.2857666667,5.8094,3.33333333332,-13.6191333333,10.9525333333,-11.7142
220.85,-1.20715238095,16.5257333333,-0.751133333327,0.18766666666,6.19726666667,17.8404333333,6.66666666668,-5.82173333334,-7.79333333334,-20.8451,10.7042,3.94373333333,-4.88253333333,15.9625333333,-10.2349
221.23,-1.29865714285,14.9783333333,-1.64513333335,-4.93506666668,2.77066666666,14.2857666667,8.83113333333,-9.35053333334,-5.71426666666,-18.4415333333,9.43733333334,0.779333333326,-4.06913333334,14.2857333333,-11.8614333333
221.61,-17.1721047619,4.8205,-21.8462,-19.8974,-11.1794,2.92313333334,-2.8718,-27.282,-26.2563333334,-31.4873,-2.97446666666,-11.2820666667,-17.641,4.41019999999,-31.5383333333
221.98,-23.8401238095,0.214966666668,-26.9892666666,-21.0753333333,-17.6344666667,-2.79570000001,-3.7634,-34.4088,-31.7204,-34.8925666667,-13.9784,-15.9140666667,-17.4194,-4.30106666667,-39.3012
222.36,-52.8967047619,-23.264,-54.4445333333,-48.4722666667,-50.5556666667,-24.3055333333,-25.2776,-66.6667333333,-60.9722,-68.6806666667,-49.4444666667,-47.9165333334,-41.5277333333,-31.5278,-72.7082666667
222.74,-40.0937047619,-16.7213,-37.2678666667,-33.4425333333,-33.6612,-16.5028333333,-18.6886,-46.0109333333,-46.0109333333,-46.4482,-43.3880666667,-31.694,-24.8086666667,-24.0436666667,-48.3607
223.11,-37.3741333333,-16.8571666667,-32.1904,-25.0476,-27.9998666667,-21.0000333334,-20.0952666667,-39.2380666667,-39.0476,-40.2381666667,-40.6667333333,-33.5236666667,-24.3809333333,-29.1428666667,-43.6667
223.49,-26.6543714286,-13.6326,-22.2221333333,-10.5128,-20.9402,-14.0171,-15.2992666667,-26.2393333333,-24.6154,-30.2991666667,-32.3076,-25.9828666667,-15.6410666667,-21.1965333333,-34.6582
223.87,-42.142847619,-30.5883,-33.4313333334,-20.4903333333,-35.4902,-29.1176666667,-33.0390666667,-39.5097333333,-39.1177333333,-42.7451,-49.7059333333,-40.7842,-36.0784,-29.6078666667,-53.9706333333
224.24,-53.4846,-37.4072,-40.0,-22.1164666666,-40.3174666666,-32.857,-40.0,-35.2381333333,-44.8677333333,-48.6242333333,-57.2486,-45.5026,-45.8201333333,-35.8729333334,-59.1005333333
224.62,-75.7223809524,-57.2316666667,-61.2429333333,-37.7399333333,-62.1469333333,-54.2938,-56.1582666666,-40.339,-67.3447999999,-65.2542666666,-85.4237333334,-67.9096666667,-62.9378666667,-53.5593333333,-79.4914999999
225.00,-61.5921142857,-45.821,-53.8308,-28.5572666667,-49.1542,-48.0099333333,-44.0796,-28.3583333333,-50.9452666667,-52.1393,-69.9502666667,-56.7164666667,-47.6618666667,-41.0945333333,-64.0299666667
225.38,-46.4376761905,-27.4262333333,-38.6496,-15.2742,-28.6921333333,-35.5273666667,-31.9830666667,-12.9114,-34.0929333333,-38.4809666667,-50.211,-39.578,-31.8986666667,-25.232,-42.7427
225.75,-33.3038190476,-13.5051,-24.0550666667,-9.27839999999,-16.9758666666,-23.5738333333,-19.3126,-5.01726666667,-21.6494666667,-24.6048333333,-34.7078666667,-28.0412666667,-21.3059333333,-12.7148666667,-31.1683666667
