wavelength,Back_TanSchm,Belly_TanSchm,Breast_TanSchm,Crissum_TanSchm,Crown_TanSchm,DorTail_TanSchm,Patch10_TanSchm,Patch11_TanSchm,Patch12_TanSchm,Patch13_TanSchm,Patch14_TanSchm,Patch15_TanSchm,Rump_TanSchm,Throat_TanSchm,WingTip_TanSchm
343.43,3.36197142857,12.0988,7.6584,11.1301333333,2.486,4.77656666666,6.9592,9.74186666667,2.66386666667,2.39346666667,1.60693333333,2.37213333333,5.90413333333,6.45006666667,5.8216
343.79,3.46008571429,12.2614333333,7.76833333333,11.3076,2.56546666667,4.88163333333,7.07353333333,9.92393333333,2.73206666667,2.48596666667,1.68813333333,2.38393333333,5.92793333333,6.499,5.9368
344.16,3.57713333333,12.3377,7.87479999999,11.4517333333,2.66946666667,4.99766666667,7.21786666667,10.0692666667,2.84173333333,2.6441,1.80853333333,2.45493333334,6.025,6.63773333333,6.05136666667
344.52,3.77397142857,12.5544666667,8.06480000001,11.693,2.83993333333,5.1603,7.4836,10.3358,3.07553333333,2.8803,2.03153333333,2.66606666667,6.20039999999,6.8966,6.29336666667
344.89,3.64648571429,12.5257,7.95466666667,11.5855333333,2.7452,5.08723333333,7.33986666667,10.3041333333,2.99146666667,2.73596666667,1.9536,2.58453333333,6.10546666667,6.84253333333,6.24226666667
345.25,3.58213333333,12.5636,7.9348,11.605,2.72546666666,5.0266,7.35026666667,10.3184,2.98306666667,2.74266666667,1.93186666667,2.52186666667,6.1102,6.8122,6.21416666667
345.62,3.55542857143,12.5626333333,7.99206666667,11.6693333333,2.712,5.06506666667,7.33866666667,10.3884666667,2.99793333333,2.75793333333,1.93326666667,2.51513333333,6.06906666667,6.7836,6.2519
345.99,3.64881904762,12.7033666667,8.17220000001,11.8286666667,2.8192,5.12366666667,7.5122,10.4975333333,3.1626,2.87173333333,2.01513333333,2.5654,6.20053333333,6.9546,6.3459
346.35,3.80255238095,12.8941666667,8.36353333333,11.9887333333,2.943,5.2817,7.698,10.7166,3.3312,3.02813333333,2.1734,2.67566666667,6.37906666666,7.1304,6.50986666667
346.72,3.76972380952,12.8646333333,8.32113333333,11.9563333334,2.88946666667,5.24723333333,7.62986666667,10.7175333333,3.29133333333,2.97386666667,2.1394,2.65726666667,6.36053333333,7.16446666667,6.46806666667
347.08,3.85640952381,12.9572666667,8.40786666667,12.0556666667,2.98,5.30023333333,7.7084,10.8002666667,3.31213333333,3.03996666667,2.2222,2.7032,6.45940000001,7.2874,6.54186666667
347.45,3.93861904762,13.0156,8.47233333334,12.2088666667,3.01926666667,5.3952,7.79406666667,10.8809333333,3.3682,3.11106666667,2.27426666667,2.79846666667,6.5302,7.382,6.5929
347.81,3.82976190476,12.8268666667,8.3592,12.1188666667,2.90886666667,5.24536666667,7.68866666667,10.7752,3.27706666667,3.0631,2.15733333333,2.7416,6.37186666666,7.26093333333,6.44753333333
348.18,3.80153333333,12.8603666667,8.32393333333,12.1545333333,2.8698,5.19213333333,7.7108,10.7814666667,3.20426666667,3.00123333333,2.12186666667,2.74993333333,6.30593333334,7.22473333333,6.45593333333
348.54,3.75779047619,12.8230666667,8.23920000001,12.1163333333,2.88573333333,5.17373333333,7.66933333333,10.7516666667,3.0812,2.9527,2.08133333333,2.72026666667,6.23539999999,7.17466666667,6.38136666667
348.91,3.88644761905,13.0484333333,8.41679999999,12.3564,3.013,5.35263333333,7.91726666667,10.9199333333,3.1914,3.07556666667,2.22746666667,2.87386666667,6.40706666667,7.34193333333,6.52803333333
349.27,4.12404761905,13.2317666667,8.6576,12.5795333333,3.26793333333,5.5901,8.12926666667,11.2052,3.4172,3.30233333333,2.43986666667,3.17793333333,6.63220000001,7.6672,6.7418
349.64,4.2669047619,13.3397666667,8.76873333333,12.7001333333,3.4098,5.67866666667,8.263,11.3326666667,3.50573333333,3.39236666667,2.53793333333,3.32413333333,6.75233333334,7.827,6.84696666667
350.00,4.50880952381,13.5633,8.95739999999,12.922,3.59813333333,5.9167,8.54793333333,11.5906,3.7076,3.66096666667,2.78473333333,3.59093333333,6.97606666667,8.03846666667,7.1028
350.37,4.54088571429,13.5544333333,8.9148,12.8812,3.63653333333,5.88456666667,8.52799999999,11.5993333333,3.6654,3.64243333333,2.7786,3.58273333333,6.90366666667,8.06693333333,7.03683333333
350.73,4.57452380952,13.5779,8.91113333333,12.9146666667,3.71766666667,5.83793333333,8.62260000001,11.6794,3.7006,3.66706666667,2.78173333333,3.6236,6.91806666667,8.09093333333,7.06723333333
351.10,4.63567619048,13.6044333333,8.96453333333,12.9959333333,3.7288,5.93026666667,8.74913333333,11.8271333333,3.7674,3.70893333333,2.80313333333,3.66693333333,6.94406666667,8.12993333333,7.111
351.46,4.6406952381,13.6204666667,8.97973333334,13.0258,3.77213333333,5.9555,8.75246666667,11.8451333333,3.79986666667,3.69526666667,2.79993333333,3.67133333334,6.94766666667,8.15146666667,7.13266666667
351.83,4.76102857143,13.7652333333,9.0436,13.1209333333,3.87993333333,6.08426666667,8.88593333333,12.0347333333,3.90653333333,3.7069,2.8974,3.77106666667,7.08906666666,8.3478,7.23823333333
352.19,4.63558095238,13.6741333333,8.99986666666,13.0317333333,3.77513333333,5.98,8.80126666667,11.9890666667,3.80666666667,3.54086666667,2.7756,3.65733333333,6.99639999999,8.24473333333,7.09836666667
352.55,4.55321904762,13.5776,8.93133333334,12.9519333333,3.6456,5.8705,8.70193333333,11.8721333333,3.72166666667,3.4074,2.6528,3.55046666667,6.90566666667,8.12873333333,6.99283333333
352.92,4.48371428571,13.4545,8.83466666666,12.8880666667,3.5986,5.76613333333,8.63546666666,11.9376666667,3.63233333333,3.30946666667,2.5846,3.4394,6.80500000001,8.038,6.9067
353.28,4.3544952381,13.3372333334,8.69793333333,12.7736666667,3.48666666667,5.64763333333,8.57573333333,11.8831333333,3.5098,3.18726666667,2.46193333333,3.3134,6.67353333334,7.8498,6.75276666667
353.65,4.24744761905,13.2453,8.51353333334,12.684,3.34046666667,5.55003333333,8.51093333333,11.8038666667,3.4096,3.10566666667,2.36946666667,3.20266666667,6.53400000001,7.7314,6.65433333333
354.01,3.98294285714,13.0361666667,8.23266666667,12.4415333333,3.10866666667,5.347,8.27293333333,11.6286666667,3.1692,2.82086666667,2.0892,2.95173333333,6.24273333333,7.46766666667,6.37776666667
354.38,3.94635238095,13.0250666667,8.1836,12.4388,3.07333333333,5.36863333333,8.33,11.6492666667,3.15873333333,2.81323333333,2.10693333333,2.9742,6.22806666666,7.4586,6.413
354.74,3.88659047619,12.9758,8.12813333333,12.4336666667,2.97613333333,5.38783333333,8.29380000001,11.6629333333,3.13266666667,2.77826666667,2.1034,2.93286666667,6.1602,7.38513333333,6.35923333333
355.11,3.84017142857,12.9880666667,8.04646666666,12.405,2.92593333333,5.32026666667,8.25366666667,11.6622,3.08986666667,2.7683,2.08406666667,2.91093333333,6.0912,7.32066666667,6.28973333333
355.47,3.82684761905,12.9738333333,8.00966666666,12.3538,2.90313333333,5.27806666667,8.33533333334,11.7304666667,3.0666,2.7306,2.1074,2.92286666667,6.06393333333,7.30166666667,6.2899
355.83,3.85804761905,13.0198666667,8.04946666667,12.4041333333,2.958,5.3182,8.43099999999,11.8396,3.13573333333,2.80773333333,2.18353333333,2.99953333333,6.08366666667,7.28726666667,6.32246666667
356.20,3.93745714286,13.0496333333,8.03993333334,12.5214,3.04173333333,5.40283333333,8.51553333333,11.9478666667,3.20953333333,2.94316666667,2.30066666667,3.101,6.12566666666,7.3456,6.40426666667
356.56,4.0175047619,13.1445333333,8.09506666666,12.6412666667,3.12866666667,5.5287,8.66073333333,12.1512,3.29306666667,3.04686666667,2.41886666667,3.2124,6.18406666667,7.45346666667,6.4957
356.93,3.97068571429,13.0725333333,8.02186666666,12.5632,3.08953333333,5.5229,8.60593333334,12.1104666667,3.2364,3.04316666667,2.38473333333,3.21453333333,6.10946666666,7.39693333333,6.46293333333
357.29,3.81493333333,12.9018666667,7.8416,12.4132666666,2.8906,5.37106666667,8.46566666667,12.0258,3.06986666666,2.85896666667,2.24913333333,3.05826666667,5.9138,7.24473333333,6.34916666667
357.66,3.80568571429,12.8659,7.83960000001,12.3956666667,2.88126666667,5.37506666667,8.46233333333,12.0714666667,3.04613333333,2.8275,2.26346666667,3.07526666667,5.88613333333,7.2106,6.296
358.02,3.86851428571,12.8906666667,7.89953333334,12.4780666667,2.93133333333,5.42773333333,8.5406,12.1911333333,3.06946666667,2.8738,2.33006666667,3.186,5.93906666667,7.2636,6.36426666667
358.38,3.79562857143,12.7941,7.82546666667,12.4638,2.85966666667,5.33086666666,8.50493333334,12.2002666667,2.986,2.80216666667,2.23693333333,3.13566666667,5.8546,7.1286,6.26406666667
358.75,3.83258095238,12.8215333333,7.84913333333,12.4926,2.8868,5.3612,8.59726666667,12.2771333333,3.01266666667,2.84606666667,2.26846666667,3.16146666667,5.8838,7.12473333333,6.2732
359.11,3.75740952381,12.7917333333,7.77940000001,12.4574666667,2.86593333333,5.34833333333,8.55746666667,12.2984666667,2.98473333333,2.81493333333,2.23926666667,3.15646666667,5.8612,7.09766666667,6.25303333333
359.48,3.6921047619,12.7030333333,7.73566666667,12.4503333333,2.8448,5.34013333333,8.5008,12.3272,2.98553333333,2.77656666667,2.16006666667,3.1086,5.8166,7.06186666667,6.1811
359.84,3.72233333334,12.7188,7.77833333333,12.485,2.8692,5.39276666667,8.53046666667,12.3855333334,2.99893333333,2.77966666667,2.22186666666,3.173,5.82833333333,7.094,6.2309
360.20,3.71060952381,12.7164333333,7.74973333334,12.4192,2.85233333333,5.435,8.55293333333,12.4335333333,2.98713333333,2.75096666667,2.2062,3.1746,5.8194,7.08813333333,6.20443333333
360.57,3.71773333333,12.6636,7.7568,12.3894666667,2.84573333333,5.4378,8.565,12.4922666666,3.0008,2.76243333333,2.19353333333,3.229,5.81093333333,7.057,6.20436666667
360.93,3.75283809524,12.7176,7.8018,12.4462,2.86893333333,5.4304,8.66073333334,12.5389333333,3.0492,2.7997,2.22406666667,3.26786666667,5.84453333333,7.06966666667,6.2237
361.29,3.8764,12.8627666667,7.91559999999,12.5964666667,3.00553333333,5.5502,8.81173333333,12.6616,3.19413333334,2.943,2.3676,3.37706666667,5.95926666666,7.2116,6.34613333333
361.66,3.9325047619,12.9067333334,7.94460000001,12.6762,3.06906666667,5.60683333333,8.90720000001,12.7689333333,3.26406666667,3.00133333333,2.43866666667,3.4286,6.00786666667,7.28693333334,6.41183333333
362.02,3.9376,12.8844,7.88780000001,12.6524,3.05553333333,5.5823,8.92473333333,12.7771333333,3.2652,2.9923,2.42526666667,3.43733333333,6.006,7.25446666667,6.4128
362.39,3.98833333333,12.9119666667,7.91146666666,12.6532666667,3.09513333333,5.6351,8.94633333334,12.8511333333,3.3156,3.01433333333,2.45686666667,3.46173333333,6.026,7.3086,6.49043333333
362.75,4.03634285714,12.9644666667,7.9458,12.6817333333,3.15073333333,5.6707,8.98066666666,12.9282666667,3.3424,3.0184,2.4726,3.5092,6.04746666667,7.3778,6.54003333333
363.11,4.10210476191,12.9852666667,7.99786666667,12.7238666666,3.19286666667,5.68366666667,9.02879999999,12.987,3.35586666667,3.02296666667,2.476,3.5034,6.06473333333,7.41453333333,6.605
363.48,4.1001047619,12.9448333333,7.92653333333,12.6736,3.1346,5.62933333333,9.0132,12.9722,3.26573333333,2.9684,2.4614,3.49146666667,6.02313333333,7.3504,6.57203333333
363.84,4.1024,12.9641333333,7.90866666667,12.6721333333,3.13566666667,5.59886666667,8.9982,12.978,3.27066666667,2.99566666667,2.4392,3.44733333333,6.02186666667,7.33066666666,6.55566666667
364.20,4.1041047619,12.9474,7.9262,12.7030666667,3.13093333333,5.55786666667,9.00546666666,12.9856,3.273,2.9587,2.4086,3.41466666667,6.00693333333,7.31146666667,6.5488
364.57,4.12645714286,12.9909666667,7.94459999999,12.7342666667,3.1556,5.55103333333,9.01446666667,13.0326,3.3116,2.97493333333,2.45726666667,3.37693333333,6.03653333333,7.37266666667,6.5795
364.93,4.13964761905,13.0174333333,7.90593333333,12.7586666667,3.17806666667,5.5794,9.03133333333,13.0915333333,3.35,2.96356666667,2.4638,3.39013333333,6.01566666667,7.41926666667,6.58513333333
365.29,3.99907619048,12.8642,7.74946666666,12.5806666667,3.05426666667,5.44016666667,8.89753333333,12.9736,3.17953333333,2.7925,2.3094,3.2812,5.8608,7.25553333333,6.43583333333
365.66,4.02402857143,12.8873333333,7.7878,12.5785333333,3.1056,5.45843333333,8.903,13.0259333333,3.19453333333,2.82773333333,2.33866666667,3.30046666667,5.86553333333,7.282,6.46996666667
366.02,4.09520952381,12.9744666667,7.89306666667,12.6902,3.18406666667,5.56483333333,8.9644,13.1509333333,3.2348,2.90426666667,2.4444,3.37193333333,5.924,7.37253333333,6.51756666667
366.38,4.10924761905,13.0327333333,7.91873333334,12.7515333333,3.23046666667,5.58316666667,8.98233333334,13.2220666667,3.26486666667,2.95143333333,2.49386666667,3.43813333333,5.9834,7.43586666667,6.5045
366.75,4.12632380952,13.0515333333,7.94940000001,12.8009333333,3.2646,5.6005,9.0014,13.2722666667,3.32206666667,2.9802,2.53766666667,3.47933333333,6.01653333333,7.4676,6.48843333333
367.11,4.1532,13.106,8.01573333333,12.8413333333,3.34353333333,5.66916666667,9.07086666666,13.3482,3.3938,3.06343333333,2.6322,3.597,6.0792,7.50993333333,6.50233333333
367.47,4.16833333333,13.166,8.09926666666,12.9354,3.39513333333,5.70936666667,9.12646666667,13.418,3.49213333333,3.16346666667,2.68586666667,3.68446666667,6.14873333333,7.5808,6.5568
367.84,4.16193333333,13.1769666667,8.11326666667,12.9468,3.40073333333,5.74363333333,9.19086666668,13.4933333333,3.51933333333,3.21133333333,2.71953333333,3.7784,6.165,7.6372,6.59463333333
368.20,4.20999047619,13.2502333333,8.157,13.0038,3.465,5.81093333333,9.2766,13.6272666667,3.56673333333,3.30783333333,2.79846666667,3.8608,6.22926666667,7.7228,6.65693333333
368.56,4.21465714286,13.2627333333,8.15213333334,12.9953333333,3.47553333333,5.8327,9.29386666668,13.6375333333,3.54426666667,3.29813333333,2.8026,3.9166,6.2238,7.7006,6.6392
368.93,4.31320952381,13.2947666667,8.25953333334,13.0613333333,3.58526666667,5.94293333333,9.37446666666,13.7244,3.58766666667,3.42016666667,2.89333333333,4.008,6.32293333334,7.7576,6.68776666667
369.29,4.51998095238,13.4615666667,8.44620000001,13.2738,3.7802,6.1523,9.55886666667,13.9451333333,3.7646,3.6156,3.0758,4.23246666667,6.5072,7.93246666666,6.88383333333
369.65,4.44557142857,13.3801333333,8.35466666666,13.1847333333,3.69106666667,6.06406666667,9.50473333333,13.9001333333,3.722,3.5209,3.02246666667,4.2134,6.43666666667,7.828,6.7864
370.01,4.40588571429,13.3216333333,8.28713333333,13.1319333333,3.67433333333,6.00353333333,9.44153333332,13.8432666667,3.71346666667,3.46126666667,2.99906666667,4.1854,6.37719999999,7.78086666666,6.75663333333
370.38,4.40202857143,13.2265666667,8.23066666667,13.0513333333,3.6256,5.97806666667,9.40633333333,13.7758,3.6588,3.3962,2.9806,4.14046666667,6.30126666667,7.702,6.72466666667
370.74,4.42532380952,13.1517333333,8.17693333334,12.9918666667,3.578,5.9503,9.40393333333,13.7700666667,3.5764,3.35756666667,2.92733333333,4.11573333333,6.27186666667,7.6496,6.70673333333
371.10,4.45282857143,13.1213,8.16820000001,13.0071333333,3.5566,5.98473333333,9.4234,13.8142666667,3.5998,3.36816666667,2.9276,4.1254,6.27453333334,7.6706,6.72166666667
371.46,4.48347619048,13.0823,8.14126666666,12.9812,3.58086666667,6.02423333333,9.41100000001,13.832,3.59373333333,3.36503333333,2.93693333333,4.13393333333,6.23186666667,7.67693333333,6.6987
371.83,4.39172380952,12.9197,7.98706666667,12.8894666667,3.47393333333,5.93476666667,9.28093333334,13.6971333333,3.4892,3.21653333333,2.82953333333,3.99813333333,6.087,7.50973333333,6.54966666667
372.19,4.34523809524,12.8096666667,7.89253333333,12.8138,3.39306666667,5.87053333333,9.17340000001,13.59,3.43446666667,3.14023333333,2.76813333333,3.96993333333,6.00606666667,7.3874,6.46663333333
372.55,4.35514285714,12.7628666667,7.87266666666,12.8022,3.427,5.8881,9.17433333334,13.6147333333,3.44106666667,3.1445,2.76726666667,3.99033333333,5.9972,7.36646666667,6.45536666667
372.92,4.23315238095,12.6059666667,7.71493333333,12.6362,3.24673333333,5.7429,9.047,13.5302,3.31166666667,2.97366666667,2.6358,3.88206666666,5.82646666667,7.1872,6.33513333333
373.28,4.26974285714,12.5813,7.68033333334,12.6087333333,3.25426666667,5.7431,9.07346666667,13.5828666667,3.35133333333,3.0487,2.7136,3.91066666667,5.86746666667,7.16386666667,6.3507
373.64,4.31545714286,12.6054666667,7.69606666667,12.6819333333,3.3068,5.8019,9.14886666666,13.6528,3.37493333333,3.1199,2.7452,3.9558,5.9148,7.18753333333,6.44033333333
374.00,4.26262857143,12.4665,7.59379999999,12.5757333333,3.25553333333,5.7193,9.12626666666,13.6208,3.34606666667,3.0999,2.6624,3.91773333333,5.8516,7.07626666667,6.37233333333
374.37,4.27362857143,12.4659,7.58366666667,12.6273333334,3.2758,5.7436,9.20886666666,13.7127333333,3.41853333333,3.18226666667,2.7114,4.00433333333,5.90266666667,7.06866666667,6.40823333333
374.73,4.16945714286,12.3451,7.46446666666,12.5333333333,3.2262,5.699,9.11273333333,13.6766,3.4034,3.1422,2.70026666667,3.97673333333,5.8156,6.94326666667,6.34233333333
375.09,4.19065714286,12.3173,7.43406666667,12.5081333333,3.264,5.7015,9.12800000001,13.6852666667,3.41526666667,3.17806666667,2.74653333333,4.0298,5.79293333333,6.91406666667,6.3502
375.45,4.29101904762,12.3696333333,7.48813333333,12.5860666667,3.3602,5.80456666667,9.22633333333,13.7956,3.51753333333,3.29593333333,2.867,4.17573333333,5.8972,6.976,6.4807
375.81,4.38985714286,12.418,7.5614,12.6162666667,3.45793333334,5.87306666667,9.33206666668,13.9285333333,3.591,3.3885,2.9702,4.2874,5.98553333333,7.03286666667,6.59533333333
376.18,4.41882857143,12.3781,7.54213333333,12.5874666667,3.51846666667,5.8884,9.37506666666,13.9607333333,3.61886666667,3.42913333333,3.03713333333,4.30993333333,5.99093333333,7.05446666667,6.65193333333
376.54,4.40838095238,12.3478666667,7.50079999999,12.5569333333,3.47833333333,5.88596666666,9.37593333334,13.9700666666,3.61353333334,3.4321,3.06193333333,4.30973333333,5.96333333333,7.0072,6.68643333333
376.90,4.46332380953,12.3652666667,7.52506666666,12.6138666667,3.57206666667,5.9833,9.41160000001,14.0329333333,3.7348,3.53213333333,3.15166666667,4.3994,6.01553333333,7.05513333333,6.78563333333
377.26,4.40927619047,12.2892,7.48986666667,12.5726,3.54046666666,5.96216666667,9.38293333335,14.0038,3.69706666667,3.4599,3.1106,4.38953333333,5.926,6.9896,6.7387
377.63,4.37830476191,12.1791333333,7.41953333333,12.5010666667,3.50433333333,5.94486666667,9.30479999999,13.971,3.68266666667,3.4285,3.0894,4.38293333333,5.88,6.9346,6.68383333333
377.99,4.45565714286,12.2285666667,7.49106666667,12.5448666667,3.57666666666,6.0699,9.36146666666,14.0608666667,3.763,3.51466666667,3.22306666667,4.48666666667,5.95186666667,7.0078,6.779
378.35,4.50675238095,12.2393333334,7.52313333333,12.5465333333,3.62626666667,6.14083333333,9.35713333333,14.1025333333,3.8092,3.55053333333,3.27206666667,4.53573333333,5.93833333333,7.02013333333,6.8282
378.71,4.63727619048,12.3469666667,7.63273333334,12.6485333334,3.73013333333,6.26156666667,9.47079999999,14.2216,3.91666666667,3.67123333333,3.3928,4.6832,6.03693333333,7.11993333334,6.95916666667
379.07,4.70426666667,12.3798333333,7.69166666666,12.6857333333,3.78893333333,6.35203333333,9.53813333333,14.3132,4.00086666667,3.75043333333,3.48866666667,4.79893333333,6.11153333333,7.139,7.04093333333
379.44,4.6315047619,12.2985666667,7.61066666667,12.5717333334,3.72666666667,6.30873333333,9.48046666667,14.2399333333,3.9454,3.6905,3.43813333333,4.74173333333,6.025,7.019,6.9871
379.80,4.58932380952,12.1778,7.523,12.5190666667,3.7012,6.2669,9.40593333334,14.1780666667,3.899,3.6701,3.3988,4.73226666667,5.9582,6.96053333333,6.92843333333
380.16,4.60880952381,12.2001666667,7.55500000001,12.572,3.72606666667,6.3234,9.43580000001,14.2332,3.9282,3.7102,3.43746666666,4.83333333333,5.9718,6.9562,6.98586666667
380.52,4.57843809524,12.1415,7.49953333333,12.5444,3.71846666667,6.31773333333,9.41633333333,14.183,3.89886666667,3.68356666667,3.41493333333,4.8314,5.9272,6.928,6.94423333333
380.88,4.58549523809,12.1373333333,7.4962,12.4985333333,3.70633333333,6.29836666667,9.44086666666,14.1910666667,3.8692,3.66953333333,3.4122,4.852,5.92313333333,6.91493333333,6.9441
381.24,4.51572380952,12.0320333333,7.39846666667,12.3826666667,3.65786666666,6.20983333333,9.34246666667,14.0694666667,3.83586666667,3.61373333333,3.33946666667,4.79973333333,5.86233333333,6.8434,6.88936666667
381.61,4.5038952381,12.0177333333,7.38359999999,12.3343333333,3.66793333333,6.18483333333,9.3444,14.0331333333,3.83273333333,3.61476666667,3.3212,4.81633333333,5.83753333334,6.82433333334,6.89966666667
381.97,4.48065714286,11.966,7.33386666666,12.3236666667,3.64713333333,6.1258,9.32093333332,14.0018666667,3.7754,3.5753,3.26153333333,4.81126666667,5.7768,6.77406666667,6.8608
382.33,4.43988571429,11.8875,7.3158,12.2830666667,3.64053333333,6.07526666667,9.30733333333,13.9340666666,3.75613333333,3.55183333333,3.2458,4.81326666667,5.778,6.74073333333,6.82256666667
382.69,4.38082857143,11.7995666667,7.23706666667,12.2013333333,3.59813333333,6.01646666667,9.2568,13.8496,3.70306666667,3.4914,3.19153333333,4.776,5.7032,6.66293333333,6.75806666667
383.05,4.30821904762,11.6951,7.13440000001,12.1104666667,3.5298,5.93123333333,9.16393333333,13.7431333333,3.60133333333,3.39336666667,3.10933333333,4.69266666667,5.60873333333,6.58673333333,6.67713333333
383.41,4.35198095238,11.735,7.16419999999,12.198,3.56633333333,5.9512,9.20186666667,13.7739333333,3.6344,3.43426666667,3.15746666667,4.76506666667,5.65186666667,6.6368,6.70276666667
383.77,4.33641904762,11.7666,7.15826666667,12.2076,3.54946666667,5.95226666667,9.22653333334,13.7392,3.62,3.42413333333,3.1696,4.78033333333,5.67393333333,6.61793333333,6.71486666667
384.14,4.30610476191,11.7434,7.10946666667,12.1375333333,3.49193333333,5.90706666667,9.19166666667,13.6844,3.593,3.37676666667,3.11893333333,4.73093333333,5.6338,6.58086666667,6.6893
384.50,4.33322857143,11.7309333333,7.13826666667,12.1486,3.52613333333,5.9323,9.18013333333,13.7008666667,3.65166666667,3.40746666667,3.1476,4.77686666667,5.64906666667,6.59833333333,6.70936666667
384.86,4.33086666667,11.7116,7.12986666666,12.1642666667,3.54346666667,5.9402,9.15199999999,13.6766666667,3.66226666667,3.4192,3.179,4.80133333333,5.63466666667,6.59113333333,6.68923333333
385.22,4.36072380953,11.7503666667,7.1586,12.2381333333,3.56366666667,5.99553333333,9.18959999999,13.7229333333,3.6816,3.43866666667,3.2358,4.8384,5.66566666667,6.61173333333,6.6999
385.58,4.39384761905,11.7752333333,7.18846666667,12.2720666667,3.5786,6.0333,9.20433333333,13.7430666667,3.70686666667,3.46036666667,3.28413333333,4.86513333333,5.70293333333,6.6166,6.7223
385.94,4.35,11.7329,7.13893333334,12.2274666667,3.5516,5.99606666667,9.153,13.6892666667,3.6802,3.42646666667,3.27593333333,4.8598,5.66446666667,6.5808,6.70486666667
386.30,4.2886952381,11.6808666667,7.05406666667,12.1522,3.4684,5.92126666667,9.06593333333,13.6144,3.57833333333,3.35016666667,3.22546666667,4.80626666667,5.58106666667,6.50013333333,6.6259
386.66,4.24884761905,11.6658666667,7.05120000001,12.1314,3.44026666667,5.89256666667,9.01639999999,13.5528,3.5596,3.33426666667,3.21526666667,4.79133333333,5.559,6.48906666667,6.6039
387.03,4.26743809524,11.6875333333,7.06986666667,12.1661333333,3.44106666667,5.89873333333,8.99440000001,13.5479333333,3.57626666667,3.3504,3.21753333333,4.81666666667,5.58413333333,6.49966666667,6.63286666667
387.39,4.20391428571,11.6348333333,7.01253333333,12.09,3.3804,5.8297,8.8912,13.4744,3.51726666667,3.27613333333,3.1784,4.76313333333,5.5206,6.447,6.59236666667
387.75,4.21460952381,11.6570333333,7.06393333333,12.1156666667,3.3888,5.85786666667,8.88893333334,13.5037333333,3.55273333334,3.3,3.19766666667,4.80233333333,5.5282,6.47653333333,6.60936666667
388.11,4.16638095238,11.5836333333,7.01453333334,12.0826666666,3.3516,5.80283333333,8.79626666667,13.4358,3.49086666667,3.2497,3.16833333333,4.7878,5.48433333333,6.4268,6.52593333333
388.47,4.12253333333,11.5689666667,6.98760000001,12.0364,3.29073333333,5.7388,8.74960000001,13.3887333333,3.4342,3.1998,3.14246666667,4.7704,5.4426,6.38913333333,6.50816666667
388.83,4.09122857143,11.5338666667,6.95413333334,12.001,3.2402,5.66693333333,8.70606666667,13.3306,3.36973333333,3.14896666667,3.09846666667,4.73966666667,5.4224,6.3368,6.47926666667
389.19,4.12002857143,11.5670666667,6.98353333333,12.0247333333,3.26966666667,5.67593333333,8.70033333334,13.3379333333,3.39206666666,3.1961,3.13373333333,4.8152,5.4574,6.36433333333,6.509
389.55,4.10457142857,11.5563666667,6.98299999999,12.0323333333,3.27306666667,5.67983333333,8.67933333333,13.3254666667,3.38433333333,3.18163333333,3.1398,4.8504,5.46033333333,6.37353333333,6.49313333333
389.91,4.09566666667,11.5920666667,7.01666666667,12.0613333333,3.26486666667,5.679,8.68553333333,13.3312,3.37533333333,3.1782,3.14433333333,4.8666,5.4906,6.3772,6.48386666667
390.27,4.16761904762,11.6532,7.07940000001,12.1230666667,3.35786666667,5.76436666667,8.73646666666,13.3792666667,3.45846666667,3.27716666667,3.2236,4.94293333333,5.55586666667,6.46453333333,6.57633333333
390.63,4.22634285714,11.6621,7.12426666667,12.1628,3.40346666667,5.8162,8.78306666666,13.4186666667,3.523,3.33363333333,3.2918,5.0282,5.60886666667,6.49733333333,6.62493333333
391.00,4.196,11.6307666667,7.08666666667,12.1242666667,3.379,5.78433333333,8.75046666667,13.3551333333,3.4936,3.30323333333,3.27886666667,5.0244,5.57893333333,6.46446666666,6.5737
391.36,4.22418095238,11.6460333333,7.09846666666,12.1254,3.40253333333,5.8169,8.80706666667,13.3653333333,3.52306666667,3.34153333333,3.321,5.0658,5.6042,6.45066666667,6.57053333333
391.72,4.19823809524,11.5792666667,7.03219999999,12.0474666667,3.35533333333,5.75436666667,8.75380000001,13.3068666667,3.46873333333,3.30483333333,3.29866666667,5.0422,5.57093333333,6.37386666667,6.52003333333
392.08,4.25545714286,11.6166,7.07119999999,12.0935333333,3.41546666667,5.80463333333,8.83266666666,13.3556666667,3.54533333333,3.35723333333,3.39086666667,5.12953333333,5.63606666667,6.40653333333,6.5845
392.44,4.33231428572,11.6447666667,7.09386666667,12.1390666667,3.498,5.85706666667,8.8874,13.3804666667,3.6028,3.4216,3.46153333333,5.21693333333,5.70253333333,6.45313333333,6.63203333333
392.80,4.34327619047,11.6282333333,7.07893333334,12.1217333333,3.53413333333,5.90006666667,8.89166666666,13.381,3.642,3.45733333333,3.5008,5.28426666667,5.7194,6.45813333333,6.65043333333
393.16,4.31800952381,11.5704,7.06100000001,12.0654666667,3.52906666667,5.8864,8.8942,13.3409333333,3.61493333334,3.45463333333,3.4978,5.30566666667,5.69646666667,6.42233333333,6.65176666667
393.52,4.34740952381,11.5637,7.04666666666,12.0479333333,3.54426666667,5.8956,8.90926666666,13.3194666667,3.62566666667,3.47406666667,3.55306666667,5.3668,5.69466666667,6.41633333333,6.68856666667
