wavelength,Back_DigDuif,Belly_DigDuif,Breast_DigDuif,Crissum_DigDuif,Crown_DigDuif,DorTail_DigDuif,Rump_DigDuif,Throat_DigDuif,WingTip_DigDuif
187.91,86.8888999999,40.8887333333,86.3702,35.4074,79.2592,-0.296266666586,55.2593333333,74.8147333333,1.92603333332
188.29,93.5087333334,58.2457333333,88.7718000001,50.5264666668,79.2982000001,29.2397333333,71.696,87.6022666666,28.7718666667
188.67,74.9333333333,48.8000666667,65.1554666667,41.0667333334,59.3778666667,23.4666,57.1553999999,67.7333999999,22.9333333333
189.05,91.0929666667,55.3006,77.2677333334,40.9836,61.0929333333,25.2458666667,61.9670000001,79.0163999999,26.8850666667
189.43,97.8787333334,50.3029333333,82.9091333333,36.1212666666,60.8484666667,19.1515333333,59.6364666665,79.8788666666,30.9092000001
189.81,85.0227666667,49.7716,70.4109333333,35.2511333334,56.8949333333,22.9223333333,56.8037333333,74.4291999999,31.3242666667
190.19,78.3332333333,46.0000666667,62.7620000001,28.5713333333,54.1904666667,16.6668,55.5237333333,71.9047333335,29.8572
190.57,70.8717333333,38.7691333333,53.1280666667,13.3332666667,44.6152666667,8.71800000001,49.0256,62.6666666667,24.6155
190.95,43.9726333333,15.6164666667,31.2328666667,-6.39266666665,25.2054666667,-10.2283333333,22.6484666667,40.3651999999,9.04113333333
191.33,41.2450666667,15.0200666667,29.1566,4.81913333333,26.3453333333,2.57020000002,26.4256666667,43.1325333333,17.1887666667
191.71,36.3003666667,9.81686666667,24.9816666667,3.37006666667,17.9486666667,-0.219866666654,25.2014,32.3077333333,16.7399666667
192.09,27.0288666667,3.47826666667,16.8842,-5.79713333335,12.3913333333,-12.1738666667,18.6232,25.3623333333,11.9202
192.47,18.1633,-4.83,7.68720000001,-6.59866666669,6.80273333333,-19.9318666667,8.50346666667,19.3198,4.4898
192.85,13.0797666667,-9.27526666667,9.4926,-6.52159999998,8.6956,-24.6376,3.47826666667,17.5363333333,3.98563333333
193.23,11.4386,-10.0351333333,7.50873333333,-4.21046666667,11.2982666667,-23.4386666667,2.10526666668,17.4034666667,6.14019999999
193.61,19.0966,-1.43300000001,15.0778,7.53906666667,20.9346666667,-11.7756,11.4642666667,23.3022,11.3394333333
193.99,17.8788333333,-0.740666666674,13.67,10.9764,20.9427333334,-14.2087333333,11.2458,24.4444,10.4715333333
194.37,16.0666666667,-2.79999999999,10.0,10.6,15.4,-16.0666666667,3.93333333331,22.7333333333,8.73333333334
194.75,26.6097666667,6.55273333333,20.2280666667,23.3048666667,21.0255333333,-4.67226666668,15.2705333333,31.339,19.3732666667
195.13,32.4518333333,14.1048,25.2892666667,31.6804,27.9339333333,0.11026666668,22.5895333333,35.9778666667,27.4381666667
195.51,32.6665666667,14.3187333333,22.8404666667,27.942,26.6667333333,-3.65226666668,16.6378,33.2753333333,26.5507666667
195.89,35.9804,17.9084666667,23.4639333333,26.6666666667,25.2286666667,-2.41846666666,17.1242,36.9281333333,29.8365
196.27,37.1427666667,18.0317333333,20.508,29.7777333333,21.4602666667,0.761999999986,18.5395333333,39.1111333333,31.3014666667
196.65,38.3801,21.2461333333,21.4953333333,25.4204666666,20.4983333333,5.91893333335,19.8128666667,39.0030666666,34.2367
197.03,40.7823333333,23.2652666667,16.8707333333,20.6802,13.6734666667,1.08846666667,15.3740666667,36.9387333334,32.7890333333
197.40,35.4886,23.4482666667,15.4024,22.4136666667,12.4712,3.908,15.8622,33.9656,29.5116666667
197.78,30.5375666667,19.7848666667,11.9891333333,19.0859333333,8.06459999999,5.05373333334,10.4840666667,34.4624,30.5375666667
198.16,30.1866666667,14.6666666667,12.4266666667,17.9733333333,7.36000000002,7.94666666667,7.25333333334,32.48,32.6666666667
198.54,26.6067333333,12.3724,9.00919999999,18.4986,4.6848,6.24620000001,8.82880000002,29.8498,36.3363
198.92,19.9999,5.38999999999,-3.12059999999,8.7234,-3.26233333331,-0.638133333334,2.34040000001,23.8296,32.5887333333
199.30,-2.06896666667,-17.2414,-26.5134666667,-12.8735333333,-26.0538,-15.9386666667,-20.3065333333,3.90806666666,12.9502666667
199.68,-7.18876666667,-21.9278,-31.2449333333,-17.2689333333,-33.1726666667,-15.261,-22.1685333333,1.68679999999,15.3011666667
200.06,-6.96666666667,-19.3333333333,-27.7333333333,-10.6,-27.0,-12.6,-20.6,0.66666666668,12.1
200.44,-7.81146666666,-17.0370666667,-25.7239333333,-10.0337333333,-28.8888,-10.505,-18.3164666667,-3.03040000001,16.2289666667
200.82,-21.9444333333,-28.0160666667,-40.7936,-19.0478,-43.8888666667,-26.9049333333,-28.9681333333,-16.0317333333,14.5237666667
201.19,-21.5326,-27.8162,-38.1609333333,-17.6245333333,-38.8506666667,-16.9347333333,-23.9846,-14.2529333334,20.9960666667
201.57,-34.3039,-40.0844,-46.7512,-29.6202666666,-55.3586,-26.3290666667,-36.0338,-27.5949333333,17.3417666667
201.95,-34.2187333333,-36.9791333333,-49.7916666667,-23.8540666667,-57.0832666667,-25.6249999999,-33.2291333334,-26.5624666667,32.6041
202.33,-36.7157666667,-34.3136666667,-51.0784666667,-19.7056666667,-55.0981333333,-28.8236,-30.4903333334,-30.3922,32.3528666667
202.71,-32.2522666667,-31.1712666667,-44.9550666667,-15.8559333334,-50.0,-24.5045333333,-31.2612,-21.8018666667,30.6305
203.09,-28.8744333333,-27.7056666667,-37.1428,-11.0823999999,-43.5498,-21.6450666666,-33.1602666666,-14.8052666667,41.6017333333
203.47,-17.1830333333,-14.0846,-28.075,0.93906666672,-35.3991333333,-11.7371333334,-21.9718,-2.62913333333,62.8638666667
203.85,-40.2942,-30.4900666667,-50.8823333333,-15.5882,-53.1373333333,-33.0393333333,-35.1961333334,-17.7451333333,43.2352333333
204.22,-61.017,-44.4068,-69.1523999999,-31.4125333333,-64.4066666667,-50.1694,-46.8927333333,-30.8474666667,47.3446333333
204.60,-64.5403,-42.6436666667,-74.3676666667,-37.2414666667,-64.8276,-56.3216666667,-56.5516666667,-28.046,45.8621
204.98,-34.2512666667,-15.6521333333,-45.1207333333,-11.2077333333,-39.0338000001,-24.8308,-31.1111333333,-8.4058,51.0144333333
205.36,-20.9524333333,-1.33339999999,-28.9522666667,10.0953333333,-28.8571333334,-13.2380666667,-17.3332,7.80966666666,67.8571333333
205.74,-20.9038333333,2.03386666667,-34.5763333333,15.4802,-29.1526,-13.1074,-15.2542666667,14.9152666667,88.5311333334
206.12,-60.3703,-32.7407333333,-85.0370666667,-19.7037333333,-77.0369333333,-47.1112666666,-56.1482000001,-29.1852,77.4074000001
206.50,-61.3333333333,-26.6666666667,-85.5,-33.0,-83.5,-53.0000000001,-59.6666666665,-23.8333333333,87.6666666666
206.87,-91.4814999999,-48.3332666667,-116.851866667,-68.5185333334,-110.555533333,-62.9630000001,-78.3332000001,-46.6666,79.7221666667
207.25,-68.1394,-25.7363333333,-94.7286666666,-44.186,-88.8372,-40.62,-51.9379999999,-33.3332,61.8606666667
207.63,-81.3491333333,-31.5873333333,-108.571466667,-52.5396666666,-98.0952,-48.0951999999,-54.6031333333,-33.0158666667,55.8730999999
208.01,-34.7059333333,-9.01966666665,-45.098,-9.01960000003,-51.1112000001,-14.9019999999,-19.3464,2.22220000001,79.1505
208.39,-8.94183333333,10.7937333333,-17.3543333333,13.2275333333,-25.82,12.0634666667,4.55026666666,21.4814666667,78.0423666666
208.77,-4.84849999999,16.0606666667,-4.9496,24.3435333333,-11.9191333333,27.1717333333,16.8687333333,29.0908666667,80.5555666666
209.14,-15.8065333333,9.13986666666,-12.5806666667,14.8386,-14.1937333333,19.2471999999,13.7633999999,22.9033333333,82.2041666667
209.52,-50.0707666667,-16.8793333333,-43.9716666667,-16.1702666667,-43.8298666667,-7.6595333334,-2.55313333334,-6.52473333335,70.5673666667
209.90,-79.7673666667,-36.8993333333,-70.2325999999,-42.0156000001,-69.6124666667,-25.7364666666,-27.7519333334,-35.6591333334,56.7441000001
210.28,-54.4243666667,-10.0606666667,-31.3939333333,-18.9092666667,-41.3334,-7.87879999987,-9.69693333334,-13.3334,60.6061333333
210.66,-59.4444666666,-17.2222,-35.0,-22.5555333333,-48.4444666666,-7.88893333328,-18.6666666667,-20.0,48.6668333334
211.03,-71.1950333333,-27.7987333333,-43.2704,-24.1508,-58.8679333333,-17.8616000001,-22.8930666667,-29.9373333333,52.3900333333
211.41,-184.6428,-122.380933333,-126.666666667,-107.142866667,-160.000066667,-78.5714666667,-82.8571333333,-109.285733333,48.3333333334
211.79,-272.3189,-206.666666666,-179.710066667,-173.043466667,-245.507266667,-126.086933333,-148.116066667,-196.521666667,26.3766666667
212.17,-650.000066667,-453.3332,-466.0606,-435.151466667,-599.393933334,-321.212066667,-374.5454,-513.3334,1.51510000006
212.55,795.666666666,572.0,593.333333333,594.666666667,754.0,486.000000001,538.0,664.666666667,46.6666666668
212.92,622.619066667,507.619066667,509.523866667,514.285666667,613.3334,426.666666667,437.142933333,569.999933333,72.8570666665
213.30,289.0625,248.333333333,249.791666667,243.958333334,291.041666667,202.708333333,218.75,265.416666667,52.9166666667
213.68,297.777833333,256.222133333,255.777666666,247.333266666,296.444533333,193.3332,221.555533333,270.0,50.7777999999
214.06,408.772,348.421066667,354.737066667,348.070333333,398.596466667,275.438666667,285.614066667,368.070266667,43.6841666667
214.44,853.333333334,790.370266667,804.4444,776.296266667,823.703733334,577.777733334,607.407199999,787.4074,108.888866667
214.81,478.666666667,440.000066667,436.889066666,424.0,474.222266667,329.777866667,318.666533333,459.555666667,48.0000666668
215.19,570.277766666,529.4446,489.999866667,534.4444,568.888866667,424.444533333,402.222266666,579.999999999,54.1666666666
215.57,609.697,531.515266667,516.363666667,557.575799999,584.2424,448.484666667,435.151533333,635.151599999,3.0303666666
215.95,694.583333333,633.333333333,607.5,679.166666667,724.166666667,580.833333334,507.499999999,764.999999999,-44.5833333333
216.32,427.948733333,384.102533333,359.487066667,415.897533333,422.051333333,344.102466667,295.3846,437.9488,-21.282
216.70,247.1605,227.9012,205.432066667,220.740666666,242.716133333,201.728333333,174.568,247.654466667,35.5555666666
217.08,185.0981,168.823533333,138.8236,170.784266667,180.196066667,146.666733333,135.882333333,179.411866667,31.8625999999
217.46,165.7365,154.4186,120.310066667,152.868266667,154.418666667,135.5038,121.550466667,152.5582,45.2713333333
217.83,185.526233333,174.035066667,133.859533333,167.193066667,169.824533333,152.105266667,143.859733333,162.9826,46.5789666667
218.21,146.242366667,144.363733333,109.696933333,125.697,140.3638,116.3636,118.4242,130.545466667,52.6060999999
218.59,135.925933333,131.005266667,98.8360666666,112.0636,136.1904,107.195733333,107.619066667,111.322666667,54.1799333334
218.97,124.554033333,124.037533333,97.7463999999,104.882466667,122.253466667,97.0891999999,101.502266667,98.9671999999,52.2064333334
219.34,137.241266667,138.160866666,113.448466667,111.839066667,138.276066667,98.2757333332,114.252933333,101.839133333,57.4712666666
219.72,191.666666667,192.352933333,150.980466667,145.294066667,196.8628,132.549133333,161.372666667,128.039133333,69.7059333333
220.10,217.0116,205.057266667,171.954066667,162.7586,199.77,132.413866667,173.333333333,132.643666666,61.9540333334
220.47,265.6,259.733333333,234.4,216.266666667,252.266666667,161.066666666,221.6,176.8,96.2666666668
220.85,658.75,660.0,556.666666667,564.166666667,606.666666667,295.833333333,516.666666667,408.333333333,195.416666667
221.23,783.3334,811.111133333,708.888933333,623.333333333,726.666733333,354.444333333,622.222399999,508.8888,190.000166667
221.61,-99.7849000002,-99.9999333335,-83.6559333333,-65.5914,-85.3763333332,-16.1290666667,-71.3978000002,-63.4409333333,12.6882
221.98,-231.568733333,-198.0392,-171.7648,-154.117533333,-193.7254,-74.1175999999,-163.5294,-165.882466667,-9.4116333334
222.36,-50.2899333333,-32.4638666667,-24.3476666667,-26.9564666667,-35.942,4.63773333332,-26.087,-30.5796666667,33.1159333333
222.74,-56.8421333333,-32.4561333333,-24.3858666667,-24.386,-31.7544666667,4.21066666662,-25.7895333334,-50.7015999999,39.0353333333
223.11,-48.6666333333,-20.1480666666,-9.33340000002,-13.3333333334,-25.3333333333,6.51840000002,-16.5926,-42.8148666667,30.4443666667
223.49,-50.3175666667,-15.3969333333,-7.61899999999,-6.8254,-23.3333333333,2.69840000002,-13.0158,-49.6825333333,45.9524333333
223.87,-305.1111,-215.999866667,-170.6666,-167.111133333,-217.333266667,-161.777933333,-164.444533333,-288.000066667,-16.0001
224.24,-514.583333333,-392.5,-249.166666667,-228.333333333,-374.166666667,-278.333333333,-281.666666667,-499.166666667,-5.8333333332
224.62,-103.066666667,-80.5333333333,-28.0,-29.3333333333,-78.9333333334,-60.5333333335,-28.8,-112.0,35.6
225.00,-73.4343333334,-45.4545333333,-16.7676,-1.41419999998,-52.9293333334,-38.9898666667,-16.3635333335,-71.7171333334,42.6262333333
225.38,-74.8570999999,-43.8095333333,-9.52386666668,-10.2856666667,-62.2856666667,-44.9525333333,-17.3334000001,-63.0475333332,40.0001
225.75,-203.958333333,-155.416666667,-56.6666666666,-72.5000000001,-207.916666667,-152.083333333,-74.9999999999,-175.0,36.0416666667
226.13,-44.3703333333,-42.0740666667,-6.96293333333,-10.6664666667,-58.2223333333,-37.4814666667,-3.99999999998,-33.6296666667,31.3332666667
226.51,-88.9654,-87.1264666667,-47.5863333334,-37.4713333333,-118.6206,-83.9080666669,-36.5517333333,-73.3332666667,13.9082
226.88,-65.9649666667,-70.3507333334,-34.9122666667,-28.2458,-89.4737333333,-60.7017999999,-25.4386,-40.1754,17.1051666667
227.26,-45.0794333333,-56.9841333333,-19.0475333333,-23.3334,-67.3016,-50.1587333332,-7.3016,-22.2222,27.9364666667
227.64,-95.3572666667,-121.6666,-40.0001333333,-63.5713333333,-129.285866667,-102.3808,-28.8095333335,-62.619,13.4523333333
228.01,-32.7777666667,-41.6667333333,-4.30539999998,-15.2776666667,-55.9722666667,-33.7500666667,-1.24993333334,-18.4720666667,30.8333333333
228.39,-28.2738,-21.5476,3.4522,-10.8332,-45.3571333333,-18.9286,4.76186666666,-12.0238,32.0237666667
228.76,-25.0274333333,-11.1476,6.12026666665,-5.57373333333,-34.7540666667,-8.85246666666,1.093,-7.97800000001,37.2131666667
229.14,-36.7798,-25.4236666667,-10.7346666667,-26.1015333333,-49.9434666667,-23.7289333333,-18.983,-21.6949333333,23.6157333333
229.52,-28.4889,-20.8889333333,-15.8223333333,-15.2,-37.8666666667,-15.7332666667,-17.8665333333,-17.689,20.5333333333
229.89,-24.0,-17.3333333333,-14.5,-9.75000000001,-30.5833333333,-14.0,-21.25,-11.4166666667,19.75
230.27,-16.1627333333,-10.6201333333,-5.5038,-1.08533333334,-19.3023333333,-6.434,-13.4108666667,-4.80613333333,23.5271333333
230.65,-2.50003333334,-1.66673333334,6.92306666667,9.61526666667,-1.92313333333,5.83326666668,2.1796,7.05139999999,32.0513666667
231.02,-12.0833666667,-14.2360666667,-7.50013333334,-4.79159999999,-13.4025333333,-5.69439999999,-13.3334,-5.9028,19.5484666667
231.40,-25.8889,-27.8518666667,-27.9258,-20.8147333334,-26.5925333333,-16.9628666667,-29.9259333333,-21.3333333333,7.44439999999
231.78,-24.2857666667,-23.7415333333,-29.3197333333,-18.8434666667,-25.9184666667,-10.6803333333,-26.5306,-17.6871333333,4.89799999999
232.15,-28.7096333333,-31.0392666667,-33.9784666667,-25.2330666667,-29.9641333333,-12.6882,-28.3154666667,-18.4228666667,-1.14703333333
232.53,-29.5833,-39.0384,-39.9359333333,-26.0897333333,-33.0769333333,-20.1282666667,-30.6412,-22.5640666667,-11.4422666667
232.90,-55.4733,-72.8394666667,-70.0412000001,-53.2509333333,-61.8107333333,-47.8188666667,-58.5185333333,-53.1686666667,-37.0371333333
233.28,-45.6098666667,-61.3822,-57.8862666667,-40.2439333333,-52.6016666667,-37.8861333333,-38.7803333333,-49.4308666667,-28.2926666667
233.66,-38.114,-50.5263333333,-48.6841333333,-39.2106,-47.8068,-31.8421333333,-26.9298,-47.5438,-20.614
234.03,-35.5416666667,-49.0833333333,-47.6666666667,-39.4166666667,-45.0833333333,-23.9166666667,-16.5833333333,-51.0,-16.5833333333
234.41,-50.1010333333,-67.7778666667,-71.1111333333,-57.5759333333,-65.4546666666,-32.0200666667,-32.1211333333,-75.8587333333,-26.6162
234.78,-96.6666000001,-122.4836,-131.1112,-111.3726,-125.359466667,-82.0915333333,-79.0849333334,-140.392266667,-72.8756666667
235.16,-45.8903333333,-61.4612666666,-70.2282666667,-49.315,-65.9362,-32.6028666667,-27.8538666667,-72.146,-25.2053666667
235.54,-46.1403,-55.9649333333,-66.0526,-45.614,-63.772,-33.5087333334,-27.5438666667,-68.9473999999,-23.4210333333
235.91,-35.7832333333,-43.4538666667,-55.9841333333,-36.9476,-50.9237333333,-32.2088666667,-23.2129333333,-59.1968,-17.7912666667
236.29,-17.0748666667,-23.6736,-33.6056,-18.2991333333,-30.7484,-15.3742666667,-5.98646666666,-39.7958,-3.4014
236.66,-13.1248666667,-19.3056,-28.125,-15.0,-29.3751333333,-12.2224,-1.111,-36.5278,1.7707
237.04,-6.43333333334,-11.6666666667,-18.2,-6.46666666667,-22.0,-3.00000000001,6.66666666669,-24.8,12.3
237.41,3.639,0.944466666653,-3.44433333334,2.61119999999,-7.66653333334,7.5002,11.1667333333,-7.33326666667,18.6112666667
237.79,0.592500000008,-3.25913333333,-6.32113333333,0.790066666653,-7.01246666667,2.32106666666,6.46906666666,-5.53093333333,12.1233666667
238.17,4.6212,-0.757666666666,-5.303,2.07073333333,-7.77766666666,0.505,5.35339999999,-0.858600000014,11.9191666667
238.54,4.43683333334,-0.135133333339,-4.45960000001,-0.540533333341,-6.89186666666,-2.70266666666,3.64853333333,-1.21626666665,7.97293333334
238.92,9.27213333333,8.69726666666,5.21066666667,7.73946666667,2.33713333333,4.44459999999,10.1914,9.502,14.5019333333
239.29,6.66676666666,6.15379999999,5.67766666666,3.77293333334,0.695866666659,1.94153333333,8.16846666667,4.28573333334,10.8423
239.67,8.09526666667,6.53539999999,9.42520000001,6.30533333334,1.642,2.62713333333,9.32673333333,5.77999999999,12.5781
240.04,7.73916666667,5.68106666666,10.2318,6.55073333333,2.174,3.59426666667,9.50733333334,4.72459999999,12.7101333333
240.42,7.6383,7.0356,9.0282,6.4944,4.0344,3.8622,8.1918,5.8794,12.8535
240.79,7.00529999999,8.48680000001,7.51333333334,6.37026666667,5.79893333333,5.56606666667,8.12693333334,6.77260000001,13.3651333333
241.17,9.07539999998,9.83113333333,7.92893333333,8.2668,8.19546666667,7.52,8.67546666666,7.78673333333,13.3777333333
241.54,4.75613333333,5.61166666667,3.93300000001,4.78013333334,4.62026666667,4.31653333333,4.38059999999,3.91686666667,9.72816666667
241.92,4.43243333333,6.34859999999,4.09260000001,4.74346666666,4.88793333333,4.75773333333,4.43959999999,3.42733333333,9.19739999999
242.29,4.06613333333,7.08913333333,5.10893333333,5.30699999999,6.00666666667,5.9538,4.91086666666,3.37966666667,8.79879999999
242.67,3.7179,6.58126666668,4.98146666667,5.72660000001,5.83639999999,6.03186666666,5.10386666666,3.02806666667,9.08416666667
243.05,6.92536666666,8.8536,7.78373333333,7.83066666667,8.52439999999,9.124,7.86586666667,5.30273333333,12.0988666667
243.42,7.9501,9.41106666667,9.06653333335,8.85540000001,9.27786666666,9.62240000001,8.42206666667,6.83340000001,12.8444
243.80,9.3646,11.2008666667,10.1776,10.7700666667,11.4378666667,11.5347333333,9.84379999999,8.79913333334,13.7641
244.17,9.2464,11.1146,9.76433333334,10.5807333333,11.5646,11.7634666667,9.7018,9.19926666667,13.6212
244.55,10.0856333333,11.4373333333,10.9228666667,11.1042666667,11.8506666666,12.4860666667,10.5900666667,9.88413333333,14.2511666667
244.92,9.82433333333,10.571,11.1663333333,10.2782,11.1567333333,12.2889333333,10.4928666667,9.37046666667,13.8213333333
245.30,8.493,9.9056,10.9582,9.73466666667,10.1395333333,11.705,10.1395333333,9.22179999999,13.4098
245.67,8.66496666667,9.73219999999,11.0260666667,9.80646666668,9.81446666667,11.5616666667,10.7951333333,9.45179999999,13.8897
246.05,8.16333333333,8.5376,10.4086666667,8.90433333334,9.141,11.1645333333,10.2939333333,8.91180000001,13.8182666667
246.42,7.02963333333,7.206,9.28079999999,7.62799999999,7.63493333333,9.97926666667,9.40520000001,7.91153333334,13.0636333333
246.79,7.334,7.83613333334,9.64733333334,7.82326666666,7.8042,10.2446,9.88240000001,8.3826,13.292
247.17,6.5611,7.05333333333,8.62926666667,6.90686666667,6.87173333333,9.1154,8.85753333334,7.46333333333,11.8629333333
247.54,6.62756666667,7.19766666667,7.99106666667,6.7002,6.82866666667,9.0584,8.62246666667,7.1864,11.7266666667
247.92,6.97506666667,6.983,8.00766666667,6.4896,6.63986666667,9.00513333333,8.71006666667,7.0206,11.8852333333
248.29,6.8967,7.064,7.97386666667,6.515,6.52533333333,8.74226666666,8.64840000001,7.085,11.9451666667
248.67,6.23976666667,6.66673333333,7.46213333333,6.01966666667,5.88173333333,8.48600000001,8.05086666667,6.50746666667,11.4877
249.04,6.13493333333,6.59093333333,7.08226666667,6.27806666667,5.93253333333,8.25353333334,7.68713333333,6.53706666667,11.004
249.42,6.72329999999,7.23113333333,7.2312,6.723,6.37313333333,8.50133333334,7.99873333333,6.96586666667,11.3998666667
249.79,7.2572,7.4764,7.44586666667,6.86753333333,6.51446666667,8.42633333333,7.98786666667,7.18426666667,11.4338
250.17,8.41766666665,8.67053333333,8.638,8.17773333333,7.32173333333,9.28666666667,8.79373333333,8.57966666666,12.0264
250.54,10.6830333333,10.9344666667,10.5064,10.5946,9.52080000001,11.4578666667,10.8393333333,11.0772666667,14.0197
250.92,11.8267,11.8834,11.6701333333,11.7482666667,10.7959333333,12.4378,11.5494666667,12.2316666667,14.8971666667
251.29,11.2666666667,11.9432,10.9266,11.7414,10.9044666667,13.0568,11.0987333333,12.6906666667,15.0486
251.66,11.7160666667,12.7638,11.5566666667,12.3082666667,11.4199333333,13.9482666667,11.7919333333,13.4624,15.6797333333
252.04,11.6723666667,13.0648,11.4460666667,12.5968,11.7223333334,13.9164,12.0291333333,13.8628,15.6923666667
252.41,12.3162666667,13.3412,11.9984,12.8884,11.7997333333,14.6922,12.1810666667,14.3266666667,15.5541
252.79,11.7444666667,12.5528666667,11.3818666667,12.4652666667,11.4536,13.6996,11.6766,13.7953333333,14.5917
253.16,11.9646,12.9388,12.2209333333,12.426,11.2506,14.1221333333,12.1578666667,13.5068666667,14.9507666667
253.54,11.5408333333,12.2795333333,12.3832666667,12.2714666667,10.6266666667,13.7963333333,11.8962,12.7344,14.2594333333
253.91,12.2449666667,13.1312,13.0260666667,12.8237333333,11.5615333333,14.9271333334,12.7022666667,13.0502,14.5671333333
254.28,10.9392333333,11.8500666667,11.7922666667,11.7098666666,10.3254666667,13.902,11.5450666667,11.2814666667,13.0365666667
254.66,9.01126666667,10.0431333333,10.4231333333,9.57693333335,8.44546666667,11.9516,9.75820000001,9.38686666667,11.2305666667
255.03,7.43516666667,8.59253333333,9.22213333333,8.46313333333,6.98153333333,10.8334,8.55546666666,8.14806666667,9.8934
255.41,7.08450000001,7.90593333333,9.09706666667,7.99233333333,6.69540000001,9.30833333333,8.64546666666,6.97406666667,9.00573333333
255.78,6.85153333334,7.1864,9.25540000001,7.27633333334,6.25693333333,8.62566666666,8.09600000001,6.82653333333,8.86046666667
256.15,6.74796666666,7.13420000001,9.54266666667,6.75799999999,5.9146,8.98366666667,7.12406666667,6.29066666667,8.90246666667
256.53,5.3812,6.17786666666,8.651,5.8944,5.5914,8.18193333333,6.87186666667,5.54246666667,8.49943333333
256.90,5.92693333334,6.26406666667,8.51133333333,5.98306666667,5.65533333333,9.10119999999,7.32213333333,5.73033333333,9.56926666667
257.28,6.21106666667,6.036,8.5064,6.20233333333,6.07093333333,8.60266666667,7.59513333333,6.0534,10.3985333333
257.65,6.97399999999,6.62,8.837,6.8378,7.19566666667,9.33473333333,8.71273333333,7.39006666667,11.3653333333
258.02,7.0005,6.31293333333,8.50186666667,7.0138,7.22726666667,9.31593333333,8.74206666666,7.5542,11.5950333333
258.40,6.91280000001,5.75193333333,7.73373333333,6.27366666667,6.50833333333,8.87713333333,8.09146666667,7.31133333334,11.5948666667
258.77,7.17146666667,6.17466666667,7.8042,6.51806666667,6.75373333333,9.09039999999,8.17826666667,7.54813333333,11.7473333333
259.15,7.39686666667,6.4036,7.70066666667,6.4218,6.73913333333,9.40593333333,8.2132,7.5646,11.9388333333
259.52,7.34739999999,6.6666,7.6444,6.3986,6.448,9.64106666665,7.9662,7.40513333333,11.9638666667
