wavelength,Back_TacLucm,Belly_TacLucm,Breast_TacLucm,Crissum_TacLucm,Crown_TacLucm,DorTail_TacLucm,Patch10_TacLucm,Rump_TacLucm,Throat_TacLucm,WingTip_TacLucm
549.64,4.05766666667,3.907,3.53453333333,3.317,2.7976,5.60446666666,53.6004,6.83923333333,4.39313333333,4.99503333333
549.98,4.04706666667,3.91373333333,3.51786666667,3.31213333333,2.7932,5.60173333333,53.5857333333,6.84226666667,4.39426666667,4.9899
550.32,4.0208,3.90053333333,3.4842,3.27193333333,2.75266666667,5.56626666667,53.5664666667,6.82116666667,4.37413333333,4.96203333333
550.66,3.99553333333,3.86326666667,3.45173333333,3.232,2.72093333333,5.54593333333,53.5877333333,6.80023333334,4.35033333333,4.93486666667
551.01,3.9598,3.83773333333,3.43093333333,3.2062,2.68813333333,5.5244,53.5996666667,6.78303333334,4.33873333333,4.92626666667
551.35,3.91106666667,3.78773333333,3.38513333334,3.15486666667,2.64206666667,5.47853333333,53.5289333333,6.72206666666,4.28106666667,4.8683
551.69,3.88126666667,3.75626666667,3.35093333333,3.1114,2.61446666667,5.4418,53.5291333333,6.69346666666,4.24506666667,4.84553333333
552.03,3.89753333333,3.7826,3.36453333333,3.11793333333,2.6242,5.45026666667,53.5552666667,6.71826666667,4.2646,4.865
552.38,3.81206666667,3.7084,3.28253333333,3.03426666667,2.55573333333,5.36213333333,53.4237333333,6.64886666667,4.18113333333,4.7962
552.72,3.79253333334,3.6752,3.25313333333,3.01313333333,2.51473333333,5.33186666667,53.4354,6.63096666667,4.13766666667,4.7757
553.06,3.83993333333,3.70613333333,3.28113333333,3.0486,2.5392,5.35486666667,53.4424,6.66109999999,4.15906666667,4.80493333333
553.40,3.86733333333,3.73606666666,3.29346666667,3.07766666667,2.56213333333,5.3724,53.4522,6.69223333334,4.18846666667,4.83836666666
553.74,3.8906,3.74893333333,3.3252,3.104,2.5846,5.389,53.4979333333,6.72096666666,4.20733333333,4.85386666667
554.09,3.909,3.75533333333,3.33406666667,3.1346,2.60746666667,5.41193333333,53.4708,6.73100000001,4.2172,4.8791
554.43,3.9896,3.83253333334,3.40433333333,3.23286666667,2.67313333333,5.47353333333,53.5104,6.81803333334,4.2922,4.98133333333
554.77,4.06553333333,3.905,3.45826666667,3.2972,2.74106666666,5.53726666667,53.529,6.88033333333,4.34666666667,5.0541
555.11,4.14433333333,3.97493333333,3.5254,3.36906666667,2.82593333334,5.61013333333,53.6395333333,6.94913333333,4.4258,5.11613333333
555.45,4.17573333333,4.01173333333,3.54413333333,3.40253333333,2.85666666666,5.631,53.6878666667,6.96916666667,4.45006666667,5.15443333333
555.80,4.2094,4.0206,3.56466666667,3.42333333333,2.87906666667,5.6362,53.6845333333,6.98356666667,4.47513333333,5.17723333333
556.14,4.28186666666,4.07033333333,3.61053333333,3.49713333333,2.93646666667,5.69373333333,53.7873333333,7.04826666667,4.53266666666,5.24666666666
556.48,4.28866666666,4.0964,3.62766666667,3.5076,2.96686666667,5.71486666667,53.7619333333,7.05086666666,4.55593333333,5.25853333333
556.82,4.26273333333,4.08906666667,3.62586666667,3.4824,2.94266666667,5.6914,53.7443333333,7.04050000001,4.54893333333,5.24913333333
557.16,4.2696,4.07433333333,3.61593333333,3.4772,2.94113333333,5.68393333333,53.7030666667,7.01673333333,4.53166666667,5.23176666667
557.50,4.2876,4.1082,3.64326666667,3.50806666666,2.9656,5.7092,53.6548666667,7.02560000001,4.56493333333,5.2792
557.85,4.29713333333,4.13273333333,3.66353333333,3.53033333333,2.9816,5.70513333333,53.6778,7.02393333334,4.58873333333,5.30426666667
558.19,4.18726666667,4.047,3.55613333333,3.42153333333,2.8934,5.6052,53.6265333333,6.91023333333,4.49193333333,5.18536666667
558.53,4.08626666667,3.9634,3.47313333333,3.3218,2.80886666667,5.50353333333,53.6159333333,6.82496666667,4.39813333333,5.0829
558.87,4.01806666667,3.8998,3.4178,3.26513333333,2.72906666667,5.44033333333,53.5121333333,6.76553333333,4.3288,5.0248
559.21,4.0304,3.91106666667,3.42926666667,3.27626666667,2.73386666667,5.46093333333,53.5036,6.77693333333,4.35133333333,5.03756666667
559.55,4.0384,3.93633333333,3.43953333334,3.28766666667,2.7456,5.49266666667,53.5474,6.80566666667,4.36586666667,5.05233333333
559.89,4.04526666667,3.9686,3.47226666667,3.299,2.7536,5.52993333333,53.5966,6.81923333333,4.39013333333,5.07556666667
560.23,4.03726666667,3.95686666667,3.46673333333,3.28606666667,2.748,5.5312,53.6347333333,6.80183333334,4.39213333333,5.0917
560.58,4.0236,3.92786666667,3.43666666667,3.26933333333,2.73366666667,5.5286,53.6115333333,6.77060000001,4.37826666667,5.07473333333
560.92,4.01433333333,3.93913333333,3.4426,3.2702,2.73426666667,5.54706666667,53.6122666667,6.78556666667,4.39673333333,5.08906666667
561.26,4.00506666667,3.92833333333,3.4334,3.2614,2.71993333333,5.5368,53.6378666667,6.79343333334,4.38386666666,5.0791
561.60,4.0076,3.94173333333,3.42926666667,3.24426666667,2.7266,5.5626,53.6386666667,6.80263333334,4.3752,5.0606
561.94,4.0626,3.98366666667,3.48613333333,3.29173333333,2.7668,5.61706666667,53.6744666667,6.84806666666,4.41886666667,5.1183
562.28,4.0662,3.962,3.49993333333,3.29033333333,2.7638,5.63173333333,53.6392,6.83590000001,4.43313333333,5.1362
562.62,4.10013333333,3.99433333334,3.53193333333,3.30273333333,2.78886666667,5.66626666667,53.7018,6.85873333334,4.45253333333,5.17366666667
562.96,4.06566666667,3.95413333333,3.4972,3.26593333333,2.7558,5.6196,53.7234666667,6.83246666666,4.40606666667,5.15586666667
563.30,4.0228,3.91033333333,3.48613333333,3.2388,2.71726666667,5.57913333333,53.7178,6.79276666667,4.376,5.1145
563.64,3.992,3.85673333333,3.42333333333,3.2028,2.66546666667,5.53966666667,53.7166666667,6.7618,4.335,5.06583333333
563.99,3.99993333333,3.8804,3.43446666667,3.2324,2.66446666667,5.5538,53.7669333333,6.80016666666,4.35626666667,5.07013333333
564.33,3.99386666667,3.88653333333,3.44806666667,3.227,2.66166666667,5.55226666667,53.7504,6.80713333333,4.34286666667,5.07196666667
564.67,3.9756,3.87233333333,3.43366666667,3.2164,2.65073333333,5.52646666667,53.8027333333,6.77526666666,4.31433333333,5.06036666667
565.01,3.96033333333,3.84273333333,3.4222,3.20186666667,2.63113333334,5.50666666667,53.7861333333,6.74073333333,4.30873333333,5.04953333333
565.35,3.99213333333,3.85846666667,3.46886666667,3.24173333333,2.651,5.51686666667,53.8682,6.77049999999,4.34746666667,5.09263333333
565.69,3.9956,3.87126666667,3.4818,3.2458,2.65733333333,5.52,53.8834666667,6.77273333333,4.3672,5.10263333333
566.03,4.05913333333,3.9678,3.54086666667,3.3326,2.72953333333,5.59393333333,53.905,6.85133333333,4.44733333333,5.17993333333
566.37,4.0552,3.97906666667,3.54026666667,3.35646666667,2.74366666667,5.581,53.9136,6.85749999999,4.4644,5.19053333333
566.71,4.0648,3.99106666667,3.5566,3.3646,2.75033333333,5.60086666667,53.8737333333,6.86086666667,4.48146666667,5.18493333333
567.05,4.0478,3.9608,3.525,3.33533333333,2.723,5.57546666667,53.8544,6.81606666667,4.4486,5.17563333333
567.39,4.05513333333,3.95753333333,3.54346666667,3.33933333333,2.72953333333,5.567,53.8008,6.8017,4.44033333333,5.1861
567.73,4.0504,3.92766666667,3.53306666667,3.3172,2.71306666667,5.53346666667,53.7405333333,6.76726666667,4.417,5.18086666667
568.07,4.0642,3.94973333334,3.53506666667,3.3362,2.71213333333,5.53106666667,53.7548666667,6.7709,4.42766666667,5.19346666667
568.41,4.10773333333,3.99953333333,3.5888,3.3864,2.74413333333,5.57493333333,53.7209333333,6.82689999999,4.48493333333,5.2338
568.75,4.124,4.03813333333,3.60093333333,3.41193333333,2.7726,5.60306666667,53.739,6.85466666666,4.49926666667,5.25943333333
569.09,4.08926666667,4.0112,3.54813333333,3.3732,2.7284,5.56993333333,53.6438,6.81216666666,4.45713333333,5.2217
569.43,4.05946666666,3.98193333333,3.51293333333,3.3528,2.70746666667,5.54893333333,53.6066666667,6.79213333333,4.43053333333,5.20246666667
569.77,4.0076,3.91146666667,3.45706666667,3.29306666667,2.6364,5.479,53.5808,6.72866666667,4.36473333333,5.1469
570.11,3.9856,3.8772,3.41906666667,3.24653333333,2.5962,5.46966666667,53.5678,6.70356666667,4.3436,5.12413333333
570.45,3.97393333333,3.88313333333,3.42013333333,3.243,2.597,5.46033333334,53.5571333333,6.69373333334,4.34033333333,5.1229
570.79,4.0098,3.92426666667,3.45186666667,3.28693333333,2.6364,5.49426666667,53.5657333333,6.74233333333,4.38386666667,5.15433333333
571.13,4.00993333333,3.94066666667,3.4462,3.2792,2.64033333333,5.49706666667,53.5323333333,6.73336666666,4.38866666667,5.14176666667
571.47,4.0076,3.9528,3.43646666667,3.2726,2.6376,5.50493333333,53.5306666667,6.72796666667,4.38693333333,5.13546666667
571.81,4.00313333333,3.94153333333,3.42186666667,3.2688,2.63613333333,5.5102,53.565,6.73619999999,4.39946666667,5.1252
572.15,3.93933333333,3.88333333333,3.35866666667,3.2114,2.58566666667,5.4538,53.4863333333,6.67233333333,4.33886666667,5.0853
572.49,3.9086,3.83853333333,3.3256,3.17106666667,2.55086666667,5.41166666667,53.4387333333,6.64166666667,4.3052,5.04843333333
572.83,3.89813333333,3.8176,3.31573333333,3.15246666667,2.55146666667,5.4146,53.461,6.64400000001,4.3014,5.0461
573.17,3.90866666667,3.80706666667,3.31653333333,3.14433333333,2.55093333333,5.42373333333,53.4620666667,6.64686666666,4.2928,5.0518
573.51,3.9478,3.838,3.34273333333,3.17426666667,2.58793333333,5.47286666667,53.4904666667,6.68376666667,4.3266,5.09083333333
573.85,3.98406666667,3.87486666667,3.37926666667,3.2176,2.62613333333,5.50653333333,53.534,6.71533333333,4.3592,5.13166666667
574.19,4.0006,3.88693333333,3.38726666667,3.22986666667,2.63453333333,5.531,53.5527333334,6.7314,4.3628,5.14123333333
574.53,3.97426666667,3.8584,3.36126666667,3.2018,2.60833333333,5.5192,53.5206666666,6.71253333334,4.33766666667,5.10256666667
574.87,3.96133333333,3.84413333333,3.36006666666,3.1948,2.59206666667,5.51806666667,53.5662,6.72213333334,4.33606666667,5.1227
575.21,3.956,3.82813333333,3.3652,3.1998,2.5886,5.52646666666,53.5986,6.73086666666,4.32933333333,5.12426666667
575.55,3.92606666667,3.8094,3.36526666667,3.18206666667,2.5758,5.50466666667,53.5611333333,6.69700000001,4.30186666667,5.10936666667
575.89,3.9498,3.82906666667,3.37653333333,3.19013333334,2.5856,5.5264,53.6552,6.7193,4.32,5.1368
576.22,3.9486,3.85353333333,3.39466666667,3.19513333333,2.5908,5.54486666667,53.6692666667,6.7249,4.3162,5.15216666666
576.56,3.95026666667,3.878,3.41713333333,3.216,2.60893333333,5.5774,53.7103333333,6.73359999999,4.3294,5.1694
576.90,3.98826666667,3.9446,3.4738,3.27366666667,2.65566666667,5.61326666667,53.775,6.78066666666,4.38213333334,5.19906666667
577.24,3.99033333333,3.94326666667,3.48673333333,3.2642,2.64573333333,5.58406666667,53.7990666667,6.77553333333,4.3768,5.19113333333
577.58,3.9574,3.9174,3.48473333333,3.24733333333,2.61846666666,5.5534,53.7194666667,6.75026666667,4.34733333333,5.16116666667
577.92,3.9452,3.91626666667,3.47673333333,3.253,2.61353333333,5.55753333333,53.7978,6.73323333334,4.34026666667,5.1651
578.26,3.95493333333,3.9372,3.50093333333,3.2772,2.64633333333,5.58693333333,53.7870666667,6.75846666667,4.36173333333,5.20406666667
578.60,3.9682,3.95366666667,3.52966666667,3.293,2.66993333333,5.6184,53.7427333334,6.77776666667,4.38593333333,5.19753333333
578.94,4.0072,4.00533333333,3.57806666667,3.32673333333,2.71446666667,5.65066666667,53.8102666667,6.84506666666,4.42466666667,5.23346666667
579.28,4.05206666667,4.04646666667,3.60833333333,3.37666666667,2.75433333333,5.70633333333,53.8404,6.88613333333,4.47653333333,5.27363333333
579.61,4.0628,4.04913333334,3.62733333333,3.39173333333,2.763,5.71593333333,53.7548666667,6.90220000001,4.4854,5.2672
579.95,4.11586666667,4.0844,3.65953333333,3.42713333334,2.80226666667,5.7594,53.8189333333,6.94426666666,4.5262,5.31363333333
580.29,4.14173333333,4.10666666667,3.67806666667,3.44806666667,2.827,5.76393333333,53.7694666667,6.97560000001,4.53893333333,5.32076666667
580.63,4.0948,4.06533333333,3.62586666667,3.4138,2.7968,5.742,53.7086,6.94356666667,4.49673333333,5.30723333333
580.97,4.07633333333,4.05526666667,3.61746666667,3.41086666667,2.80633333333,5.76426666667,53.7041333333,6.94923333334,4.488,5.28946666667
581.31,4.09153333333,4.03653333333,3.6288,3.4008,2.81106666667,5.7956,53.7357333333,6.9591,4.4884,5.31186666667
581.65,4.12426666667,4.04213333333,3.65146666667,3.4142,2.8212,5.82273333333,53.6668666667,6.99003333333,4.5134,5.35036666667
581.98,4.20213333333,4.10426666667,3.72346666667,3.48006666667,2.85966666667,5.8818,53.7442666667,7.03673333333,4.55453333333,5.3972
582.32,4.2402,4.1354,3.73046666667,3.50773333333,2.87526666667,5.89253333333,53.8614,7.06449999999,4.556,5.4229
582.66,4.2062,4.0876,3.7002,3.48486666667,2.86426666667,5.8554,53.7321333333,7.00443333333,4.5354,5.3893
583.00,4.2012,4.0508,3.67486666667,3.45186666667,2.8554,5.84293333333,53.6926666666,6.98313333334,4.4888,5.3798
583.34,4.20366666667,4.04513333333,3.66846666667,3.44053333333,2.8308,5.8498,53.7266666667,6.96419999999,4.4796,5.36836666667
583.68,4.1862,4.01306666667,3.66,3.43966666667,2.80633333333,5.83886666667,53.6649333333,6.94893333333,4.47113333333,5.33916666667
584.01,4.196,4.01433333333,3.67473333333,3.4588,2.7968,5.83786666666,53.6790666667,6.95773333334,4.4798,5.3454
584.35,4.1734,3.97506666667,3.66206666667,3.4298,2.75906666667,5.82366666667,53.6728,6.9361,4.46793333333,5.31243333333
584.69,4.11113333333,3.9086,3.60613333333,3.37386666667,2.68673333333,5.76246666667,53.5848,6.86413333334,4.4072,5.2607
585.03,4.10853333333,3.9138,3.58833333333,3.36853333333,2.6934,5.75293333333,53.5394,6.85663333333,4.41333333333,5.242
585.37,4.16073333333,3.96326666667,3.63846666667,3.42586666667,2.7382,5.778,53.5058,6.90406666667,4.46313333334,5.27903333333
585.70,4.16706666667,3.993,3.62993333333,3.42573333333,2.75106666667,5.7758,53.4848666667,6.90076666667,4.49133333333,5.29033333333
586.04,4.16593333334,3.98713333333,3.63966666667,3.4426,2.75266666667,5.77226666667,53.4148,6.88503333334,4.50913333333,5.29463333333
586.38,4.17206666667,4.0056,3.6344,3.447,2.7284,5.78313333333,53.5044,6.87956666667,4.50786666667,5.31473333333
586.72,4.17153333333,4.0222,3.6456,3.44553333333,2.7092,5.79906666667,53.5388666667,6.89843333333,4.51913333333,5.3258
587.06,4.1824,4.02366666667,3.6618,3.4774,2.7458,5.786,53.5048,6.92176666667,4.52306666667,5.33833333333
587.39,4.21413333333,4.03746666667,3.68506666667,3.49906666667,2.77873333334,5.79713333334,53.5683333333,6.95536666666,4.5666,5.36186666667
587.73,4.18386666667,4.01753333333,3.659,3.46473333334,2.7442,5.78446666667,53.5912,6.90520000001,4.53186666667,5.35093333333
588.07,4.2044,4.04273333333,3.68066666667,3.4858,2.75753333333,5.80813333333,53.5364666667,6.9054,4.547,5.37073333333
588.41,4.22333333333,4.0538,3.69646666667,3.50746666667,2.77406666667,5.7966,53.5777333333,6.91549999999,4.56813333333,5.3983
588.74,4.2164,4.0734,3.7006,3.52733333333,2.77966666667,5.7986,53.5804666667,6.93033333333,4.5774,5.40566666667
589.08,4.16266666667,4.025,3.6478,3.4794,2.74413333333,5.7502,53.5224,6.88660000001,4.52826666667,5.36946666667
589.42,4.10306666667,3.94673333333,3.58506666667,3.4078,2.67106666667,5.66353333333,53.512,6.83146666667,4.463,5.31756666667
589.76,4.0926,3.96653333333,3.58653333333,3.40806666667,2.66733333333,5.6622,53.5744,6.83813333333,4.46886666667,5.3393
590.09,4.09406666666,3.9858,3.5828,3.39926666667,2.66653333333,5.66486666667,53.4965333333,6.85843333334,4.46666666667,5.32873333333
590.43,4.06513333333,3.9574,3.5318,3.35806666667,2.64386666667,5.60486666667,53.4918,6.82556666667,4.43346666667,5.30913333333
590.77,4.03913333333,3.9494,3.51293333333,3.34393333333,2.6314,5.60946666667,53.5024666667,6.81809999999,4.422,5.30476666667
591.11,3.9848,3.9204,3.45293333333,3.30086666667,2.57,5.5706,53.5096,6.78586666666,4.36953333333,5.27383333333
591.44,3.95,3.90053333333,3.40406666667,3.26613333333,2.54133333333,5.53766666667,53.3628666667,6.7793,4.365,5.25066666667
591.78,3.95906666667,3.90613333333,3.3892,3.25553333333,2.53553333333,5.52633333333,53.4162666667,6.80153333334,4.3644,5.26423333333
592.12,4.0052,3.97653333333,3.41106666667,3.29986666667,2.57146666667,5.6058,53.4776,6.86143333333,4.39853333333,5.31506666666
592.46,3.99213333333,3.96673333333,3.39926666667,3.28486666667,2.54673333333,5.60766666667,53.4898,6.8412,4.38046666667,5.32353333333
592.79,3.93653333333,3.92106666667,3.35993333333,3.23246666667,2.49066666667,5.58093333334,53.5232,6.79099999999,4.34013333334,5.2623
593.13,3.89786666667,3.9236,3.35166666667,3.24266666666,2.479,5.60353333333,53.4810666667,6.77556666666,4.3186,5.2692
593.47,3.87366666667,3.88133333333,3.329,3.20673333333,2.45093333333,5.5782,53.4048,6.74103333334,4.27093333333,5.2311
593.80,3.84133333334,3.82793333333,3.30373333333,3.18406666667,2.42373333334,5.53793333333,53.494,6.70430000001,4.24613333333,5.20676666667
594.14,3.84593333333,3.85393333333,3.35226666667,3.21713333333,2.4406,5.55986666667,53.5391333333,6.72070000001,4.28813333333,5.2097
594.48,3.8884,3.89713333333,3.39413333333,3.24146666667,2.4712,5.59306666667,53.6244666667,6.74396666667,4.32813333333,5.26226666667
594.81,3.91386666667,3.93106666667,3.42006666667,3.24753333333,2.4948,5.61413333333,53.6233333333,6.73359999999,4.35626666667,5.2892
595.15,3.97653333333,3.94886666667,3.47386666667,3.29326666667,2.55926666667,5.6326,53.6724,6.7561,4.39206666667,5.32133333333
595.49,4.01366666667,3.9668,3.50746666667,3.33813333333,2.61653333333,5.6578,53.6861333333,6.7956,4.42473333333,5.34963333333
595.82,3.99186666667,3.92406666667,3.49373333333,3.31886666667,2.6014,5.62473333333,53.6326,6.76209999999,4.402,5.3216
596.16,4.03713333333,3.95953333333,3.52473333333,3.35753333334,2.64666666667,5.6498,53.728,6.81390000001,4.45046666667,5.36116666667
596.50,4.03786666667,3.9602,3.50773333333,3.35626666667,2.6614,5.6486,53.7652666667,6.82143333333,4.4612,5.35663333333
596.83,4.07953333333,3.96686666667,3.52686666667,3.3754,2.69993333333,5.6668,53.8292666667,6.85173333333,4.49126666667,5.392
597.17,4.04573333334,3.94706666667,3.496,3.3466,2.6974,5.6398,53.871,6.84233333334,4.49286666667,5.3732
597.51,4.06393333333,3.96446666667,3.503,3.35773333333,2.7242,5.6608,53.8157333333,6.86043333333,4.5118,5.39226666667
597.84,4.11406666667,3.99293333334,3.52793333333,3.4078,2.77346666667,5.70233333333,53.7391333333,6.89663333333,4.55533333333,5.45096666667
598.18,4.11526666667,3.97126666667,3.50193333333,3.40926666667,2.763,5.6962,53.6968666667,6.89123333333,4.53933333333,5.42463333333
598.52,4.1354,3.96573333333,3.49853333333,3.4346,2.76606666667,5.70646666667,53.6393333333,6.8942,4.53266666667,5.43456666667
598.85,4.08866666667,3.94253333333,3.4494,3.39806666667,2.72686666667,5.67566666667,53.649,6.8721,4.479,5.40996666667
599.19,4.03753333333,3.88106666667,3.40586666667,3.33233333333,2.65653333333,5.611,53.6922666667,6.80456666666,4.41846666667,5.36423333333
599.53,4.0456,3.87666666667,3.4016,3.32686666667,2.6514,5.60586666667,53.7272666667,6.80803333333,4.40413333333,5.3611
599.86,4.01253333333,3.85853333333,3.36153333333,3.29893333333,2.61646666667,5.57053333334,53.6902,6.76326666667,4.35826666667,5.33476666667
600.20,3.9994,3.84873333333,3.3422,3.2768,2.56753333333,5.53793333333,53.6906,6.75936666667,4.35053333333,5.3604
600.53,3.9554,3.82966666667,3.31013333333,3.2412,2.51573333333,5.52306666667,53.6584,6.74510000001,4.32366666667,5.34196666667
600.87,3.96433333333,3.82533333334,3.2914,3.24413333333,2.4956,5.51706666667,53.6428666667,6.74413333333,4.31706666667,5.3574
601.21,3.95566666667,3.82153333333,3.2766,3.2414,2.46553333333,5.5078,53.6691333333,6.70916666666,4.29433333333,5.35613333333
601.54,3.89626666667,3.77353333333,3.2192,3.1762,2.40006666667,5.45606666667,53.7614,6.64839999999,4.2346,5.2793
601.88,3.895,3.77313333333,3.21246666667,3.17366666667,2.3874,5.4488,53.8033333333,6.63706666667,4.237,5.26553333333
602.21,3.8538,3.74566666667,3.18766666667,3.14866666667,2.38226666667,5.42606666666,53.8904666667,6.61996666667,4.224,5.21693333333
602.55,3.9028,3.7844,3.23406666667,3.18413333333,2.41593333333,5.47566666667,53.9580666667,6.63893333334,4.27793333333,5.2433
602.88,3.94926666667,3.84753333333,3.27933333333,3.24313333333,2.45586666667,5.54033333333,53.9275333333,6.68483333334,4.33626666667,5.2645
603.22,3.98106666667,3.8974,3.331,3.2834,2.49293333333,5.57886666667,53.8842666667,6.71396666667,4.39473333333,5.3139
603.56,4.0294,3.94946666667,3.3918,3.33113333333,2.5502,5.62126666667,53.8604666667,6.74576666666,4.44073333333,5.36146666667
603.89,4.10473333333,4.03813333333,3.49226666667,3.42806666667,2.65706666667,5.71286666667,53.9984666667,6.81363333333,4.5056,5.43506666667
604.23,4.14646666667,4.0698,3.53446666667,3.4732,2.70806666667,5.7358,54.0286666667,6.84536666667,4.5538,5.46033333333
604.56,4.19726666667,4.12946666667,3.59773333333,3.53126666667,2.7606,5.7912,54.0738666667,6.89123333334,4.60713333333,5.50446666667
604.90,4.2258,4.16166666667,3.6374,3.55773333333,2.78373333333,5.8172,54.0763333333,6.92953333334,4.64613333334,5.5251
605.23,4.24946666667,4.1824,3.6608,3.57853333333,2.81093333333,5.82393333333,54.1052,6.95666666667,4.6486,5.55393333333
605.57,4.2838,4.2238,3.71626666667,3.6014,2.84846666667,5.86706666667,54.1918666667,6.99613333333,4.6922,5.60323333333
605.90,4.3668,4.29833333334,3.79053333333,3.67506666667,2.91646666667,5.9384,54.1996,7.06233333333,4.76233333333,5.70226666667
606.24,4.32613333333,4.2668,3.75733333333,3.6446,2.86053333333,5.9064,54.203,7.0407,4.73246666667,5.69416666667
606.58,4.26006666667,4.22026666667,3.70793333333,3.59326666667,2.81886666667,5.83906666667,54.1654,6.99589999999,4.67293333333,5.67133333333
606.91,4.24086666667,4.20113333333,3.68366666667,3.5852,2.80153333333,5.8364,54.2185333334,7.00226666667,4.66926666667,5.6463
607.25,4.20113333333,4.1514,3.653,3.5486,2.7492,5.81246666667,54.0996,6.97670000001,4.651,5.61426666667
607.58,4.19333333333,4.11393333333,3.62626666667,3.5178,2.7146,5.78066666667,53.9865333333,6.96383333334,4.6334,5.59113333333
607.92,4.1368,4.06913333333,3.5904,3.43586666667,2.64846666667,5.7288,53.9431333333,6.89840000001,4.56373333333,5.52296666667
608.25,4.1228,4.0484,3.585,3.41726666667,2.62646666667,5.73906666667,53.924,6.89226666667,4.5292,5.49123333333
608.59,4.1118,4.04666666667,3.57673333333,3.406,2.62806666667,5.7514,53.8870666667,6.88949999999,4.51166666667,5.50313333333
608.92,4.12726666666,4.0566,3.605,3.43693333333,2.64046666667,5.80513333333,53.8574666667,6.9052,4.54626666667,5.53833333333
609.26,4.1296,4.0658,3.61773333334,3.4516,2.65886666666,5.8218,53.7286,6.91313333333,4.54373333334,5.55286666667
609.59,4.04126666667,3.96993333333,3.5408,3.35113333333,2.5572,5.75406666667,53.6505333333,6.83953333333,4.43893333334,5.44576666667
609.93,4.03373333333,3.9596,3.5434,3.34826666667,2.55906666667,5.7744,53.5976666667,6.86003333333,4.4372,5.43423333333
610.26,4.08433333333,3.99186666667,3.59126666667,3.3948,2.5888,5.851,53.5578666667,6.89429999999,4.49086666666,5.47133333333
610.60,4.0886,4.00266666667,3.59973333333,3.37346666667,2.59,5.859,53.5196,6.87563333333,4.48933333333,5.47993333333
610.93,4.12313333333,4.02866666667,3.62773333333,3.41746666667,2.62246666667,5.92606666667,53.577,6.91946666667,4.52686666667,5.51013333333
611.27,4.1134,4.01906666667,3.61993333333,3.41386666667,2.61186666667,5.9378,53.4965333333,6.9047,4.53993333333,5.5188
611.60,4.1478,4.05353333333,3.65153333333,3.46986666667,2.646,5.98506666667,53.4372,6.96070000001,4.58793333333,5.56246666667
611.93,4.10733333333,4.01593333333,3.59866666667,3.4166,2.60446666667,5.94313333333,53.4012,6.92726666667,4.57206666667,5.54666666667
612.27,4.1464,4.0312,3.64186666667,3.4664,2.6402,5.9778,53.4507333333,6.98603333333,4.617,5.56903333333
612.60,4.17333333334,4.06,3.65726666667,3.49146666667,2.67466666667,6.00086666667,53.4033333333,7.01706666666,4.65413333333,5.59606666667
612.94,4.2062,4.09,3.69213333333,3.5214,2.7044,6.03973333333,53.405,7.04813333333,4.71946666667,5.6424
613.27,4.36333333334,4.26686666667,3.8852,3.68266666667,2.88666666667,6.1944,53.4566666667,7.20353333333,4.90553333333,5.82256666667
613.61,4.50926666667,4.41893333333,4.0484,3.83986666667,3.0572,6.31673333333,53.5332,7.32223333333,5.05593333333,5.9917
613.94,4.5402,4.4658,4.10966666667,3.88593333333,3.10706666667,6.34186666667,53.5742666667,7.35143333333,5.09473333333,6.0367
614.28,4.602,4.51873333333,4.1752,3.9718,3.16946666667,6.42053333333,53.6004666667,7.41053333333,5.15453333333,6.11926666667
614.61,4.6384,4.53926666667,4.20126666667,3.96566666667,3.19406666667,6.40906666667,53.7318,7.42796666667,5.1694,6.15306666667
614.94,4.61433333333,4.52366666667,4.22026666667,3.92753333333,3.1618,6.3914,53.7958,7.39836666667,5.11933333333,6.10143333333
615.28,4.62533333333,4.54,4.23373333333,3.96413333333,3.1936,6.3956,53.8257333333,7.39366666667,5.14506666667,6.1527
615.61,4.63286666667,4.5506,4.2398,3.9952,3.21426666667,6.40986666667,53.8358666667,7.36913333333,5.14813333333,6.17326666667
615.95,4.59246666667,4.52126666667,4.23446666667,3.95146666666,3.1732,6.3968,53.8037333334,7.30610000001,5.12493333333,6.16126666666
616.28,4.56173333333,4.48426666667,4.21726666667,3.91073333333,3.13,6.34906666667,53.7866,7.27163333333,5.07853333333,6.11916666667
616.61,4.46313333333,4.389,4.0984,3.8102,3.024,6.237,53.7458666667,7.1801,4.9642,5.99223333333
616.95,4.36826666667,4.30213333333,3.98933333333,3.733,2.92646666667,6.14593333333,53.7776,7.11836666667,4.8856,5.90946666667
617.28,4.31606666667,4.27046666667,3.90433333333,3.66726666667,2.84646666667,6.10313333333,53.7583333333,7.05919999999,4.8238,5.83236666667
617.62,4.27946666667,4.25126666667,3.836,3.60693333334,2.8086,6.06626666667,53.7179333334,7.04109999999,4.80913333333,5.81666666667
617.95,4.13893333333,4.1252,3.6972,3.4674,2.65806666667,5.91,53.6291333333,6.9328,4.6812,5.68513333333
618.28,4.07846666667,4.08993333333,3.62893333333,3.4292,2.6032,5.8656,53.5649333333,6.88859999999,4.6314,5.63153333333
618.62,4.10353333333,4.10486666667,3.6108,3.46993333333,2.62446666667,5.90126666667,53.4946666667,6.92583333333,4.6656,5.6825
618.95,4.06553333333,4.0638,3.55126666667,3.40733333333,2.58053333333,5.86793333333,53.4822,6.88973333333,4.61426666667,5.63653333333
619.28,4.10133333333,4.1186,3.6044,3.45766666667,2.6134,5.9118,53.4371333333,6.93973333333,4.65826666666,5.6695
