wavelength,Back_PhrPlem,Belly_PhrPlem,Breast_PhrPlem,Crissum_PhrPlem,Crown_PhrPlem,DorTail_PhrPlem,Rump_PhrPlem,Throat_PhrPlem,WingTip_PhrPlem
368.20,6.78846666667,21.7497,18.5932,19.4797333333,6.74766666667,6.99485416668,8.70753333333,23.2762,6.19136666667
368.56,6.77706666667,21.7978,18.5809333333,19.5037333333,6.7286,7.02128333334,8.68106666667,23.2860666667,6.18683333333
368.93,6.7578,21.8378666667,18.6311333334,19.5110666667,6.70486666667,7.02347499999,8.65106666667,23.2548,6.209
369.29,6.72066666667,21.9154666667,18.6810666667,19.5488666667,6.67406666667,7.00186666667,8.6018,23.259,6.14576666667
369.65,6.7156,21.9578333333,18.7657333333,19.6353333333,6.66546666667,7.00665833334,8.61473333333,23.3208,6.14113333333
370.01,6.74913333333,22.0560666667,18.8224,19.7282,6.71586666667,7.02112916667,8.61333333333,23.3638,6.1764
370.38,6.834,22.1342333333,18.9104,19.8376666667,6.77746666667,7.03033333333,8.67593333333,23.458,6.21143333333
370.74,6.839,22.1909333333,18.9777333333,19.9158666667,6.838,7.08742916667,8.71066666667,23.5495333333,6.26693333333
371.10,6.92126666667,22.3122666667,19.1102666667,20.0131333333,6.91066666667,7.20988750001,8.78413333333,23.625,6.35123333333
371.46,6.9692,22.4551,19.2394666667,20.1319333333,6.97946666667,7.25883750001,8.83426666667,23.7342666667,6.38386666667
371.83,6.99386666667,22.4975333333,19.2794,20.2012666667,7.01353333333,7.27497083334,8.83493333333,23.7782666667,6.4086
372.19,7.0354,22.6629333333,19.3987333334,20.3105333333,7.03966666667,7.32467499999,8.87073333333,23.8634666666,6.46303333333
372.55,7.01326666667,22.7124333333,19.4644666666,20.388,7.0188,7.28803333333,8.86626666667,23.8912666667,6.452
372.92,6.91413333334,22.7015333333,19.3842666667,20.3774666667,6.91673333333,7.1895125,8.77733333333,23.8698666667,6.31033333334
373.28,6.9242,22.7409666667,19.4084666666,20.4312,6.94173333333,7.19194166666,8.78106666667,23.9,6.34706666667
373.64,6.87846666667,22.7316666667,19.3846,20.3647333333,6.91053333333,7.14173333333,8.72726666667,23.8612666667,6.29793333334
374.00,6.7912,22.6745333333,19.3319333333,20.2870666667,6.80413333333,7.05555416666,8.62646666667,23.8214666667,6.1665
374.37,6.79453333333,22.7143333333,19.3968,20.3604,6.8056,7.08552499999,8.64186666667,23.8864666667,6.1708
374.73,6.80413333333,22.7615666667,19.4252666667,20.3977333333,6.7784,7.03820833333,8.6636,23.9086,6.13513333333
375.09,6.79966666667,22.7810666667,19.4624,20.4190666667,6.7354,6.98455833333,8.65906666667,23.9644,6.10263333333
375.45,6.79526666667,22.8339666666,19.5155333333,20.493,6.75086666667,7.02245416667,8.66913333333,24.0344666667,6.1365
375.81,6.75133333334,22.8267333333,19.5150666667,20.5124666666,6.70026666667,6.96335000001,8.6354,24.0308,6.082
376.18,6.67786666667,22.7328,19.4795333333,20.4767333333,6.64306666667,6.88270416667,8.56566666667,24.019,5.99833333333
376.54,6.722,22.8478333333,19.5030666667,20.4877333333,6.69846666667,6.92429999999,8.59373333333,24.0641333333,5.99403333334
376.90,6.81013333333,22.8813333333,19.5837333333,20.5808666667,6.79653333333,6.98615416667,8.64806666667,24.1106,6.09536666667
377.26,6.84493333333,22.9805333333,19.6411333334,20.6922,6.84306666667,7.03457499999,8.70813333333,24.1972,6.1079
377.63,6.81893333333,22.99,19.6469333333,20.7158,6.80926666667,6.98974166667,8.66433333333,24.2,6.0775
377.99,6.91426666667,23.0935333333,19.7258666667,20.8610666667,6.94046666667,7.05864166667,8.75933333333,24.2567333333,6.18336666667
378.35,6.89286666667,23.0918,19.6948666667,20.8499333333,6.91886666667,7.03445833333,8.7292,24.236,6.16886666667
378.71,6.8454,23.1036,19.6841333333,20.8707333333,6.91313333333,7.01722083334,8.6822,24.2227333333,6.12733333333
379.07,6.7654,23.1019,19.6102666667,20.8560666667,6.88093333333,6.95888333333,8.5868,24.1682,6.0459
379.44,6.72366666667,23.0823333333,19.5668,20.8355333333,6.82813333334,6.8926625,8.53893333333,24.1146,5.97556666667
379.80,6.7346,23.1100666667,19.5960666667,20.879,6.8182,6.90523333333,8.5456,24.13,5.98756666667
380.16,6.69313333333,23.1703,19.588,20.9231333333,6.79706666666,6.87329583333,8.51846666667,24.108,5.96446666667
380.52,6.6852,23.1288666667,19.5764,20.9601333333,6.75846666667,6.83814583334,8.47733333333,24.0922666667,5.94993333333
380.88,6.6872,23.2303,19.6224666667,21.0166666667,6.7654,6.85627083333,8.5164,24.1887333333,5.94053333333
381.24,6.68,23.2094666667,19.6129333333,20.9744666667,6.76213333333,6.83550833333,8.49073333333,24.1614,5.92396666667
381.61,6.72646666667,23.2912666667,19.6786666667,21.068,6.80786666666,6.88629583333,8.52193333333,24.2630666667,5.95133333333
381.97,6.6444,23.3052666667,19.6774666667,21.0446,6.7094,6.81024583333,8.4488,24.3116666667,5.8677
382.33,6.59286666667,23.3648,19.6806666667,21.072,6.66553333333,6.78924583333,8.43793333333,24.3733333333,5.80596666667
382.69,6.58,23.3811333333,19.7106666667,21.1182,6.60086666667,6.74653333333,8.4162,24.3901333333,5.77813333333
383.05,6.6174,23.4635,19.8071333333,21.2294,6.65193333333,6.80776249999,8.4824,24.4564666667,5.83503333333
383.41,6.6546,23.5795666667,19.8975333333,21.3008,6.70346666667,6.85842916667,8.51426666667,24.5602,5.8962
383.77,6.66333333333,23.6375,19.9446666667,21.3235333333,6.73133333333,6.88016666666,8.51153333333,24.6171333333,5.89673333333
384.14,6.71346666666,23.7264,20.021,21.3964666667,6.77366666667,6.93565,8.55273333333,24.6889333333,5.92343333333
384.50,6.69306666667,23.7704666667,20.0491333333,21.4377333333,6.77446666667,6.92391666667,8.55773333333,24.7336,5.8842
384.86,6.6934,23.8403,20.0891333333,21.4920666667,6.77133333333,6.9076,8.52593333333,24.7687333333,5.8575
385.22,6.69566666666,23.8861333333,20.1556666667,21.5894,6.77386666667,6.92039166666,8.54026666667,24.8318,5.858
385.58,6.70013333333,23.9469666667,20.2297333333,21.6662666667,6.7906,6.92420416666,8.58206666667,24.8758,5.855
385.94,6.70766666666,23.9617333333,20.2712,21.7012666667,6.80633333333,6.92940416667,8.59593333333,24.8645333333,5.87613333333
386.30,6.77033333333,24.0124333333,20.3877333334,21.7643333333,6.87826666667,6.96897499999,8.65273333333,24.8890666667,5.9383
386.66,6.841,24.0740333333,20.4467333333,21.8268666667,6.96293333333,7.04753333334,8.72026666666,24.9212666667,5.98196666667
387.03,6.8808,24.1311333333,20.5086,21.865,6.98053333333,7.06879999999,8.76193333334,24.9529333333,6.01256666667
387.39,6.91713333333,24.1316,20.5171333333,21.9046,7.00846666667,7.09013749999,8.80346666668,24.9653333333,6.0411
387.75,6.99626666667,24.2565666667,20.6517333333,22.0654666667,7.087,7.15624166666,8.91293333333,25.0742,6.13786666667
388.11,6.9672,24.2414333333,20.6374,22.0409333333,7.07893333333,7.12416666667,8.91206666667,25.0572666666,6.11043333333
388.47,7.0026,24.2880333333,20.7282666667,22.1276,7.1222,7.15664166667,8.93673333334,25.0899333333,6.13586666667
388.83,6.9984,24.2815666667,20.7464666667,22.1297333333,7.1336,7.1611,8.9676,25.0923333333,6.15686666667
389.19,7.02153333333,24.3677666667,20.8077333333,22.1878,7.15766666667,7.18342916667,8.99339999999,25.1704,6.19896666667
389.55,6.9966,24.3780333333,20.7994,22.2028666666,7.12766666667,7.15868333333,8.95333333334,25.1771333333,6.16496666667
389.91,6.99,24.4146666667,20.8382666667,22.2834,7.13493333333,7.18717916667,8.97086666666,25.2342666667,6.16426666667
390.27,6.962,24.4419,20.8376,22.3460666667,7.1114,7.16168750001,8.93213333333,25.2545333333,6.136
390.63,6.8856,24.4262666667,20.8267333333,22.3326666667,7.04306666667,7.08350416667,8.86260000001,25.2540666667,6.08173333333
391.00,6.86393333333,24.4292333333,20.8262,22.3786666667,7.0238,7.04525000001,8.81239999999,25.2677333333,6.03553333333
391.36,6.872,24.4878,20.882,22.4478666667,7.03706666667,7.04673750001,8.826,25.3044,6.02506666667
391.72,6.83213333333,24.4801333333,20.8231333333,22.4327333333,7.00173333333,6.99429166666,8.78513333334,25.3144666667,5.9677
392.08,6.87346666667,24.5528333333,20.8909333333,22.5298,7.02926666667,7.01815833333,8.79073333333,25.3687333333,5.99216666666
392.44,6.86786666667,24.6138333333,20.9410666667,22.577,7.01786666667,6.99424166667,8.78533333333,25.4198666667,5.98746666667
392.80,6.8408,24.6254333333,20.9396666667,22.6138,6.98706666667,6.97677083333,8.75213333334,25.4102,5.9356
393.16,6.80553333333,24.5916333333,20.9106,22.632,6.9584,6.92283749999,8.7204,25.3696666667,5.88473333333
393.52,6.80046666667,24.612,20.9255333333,22.6559333333,6.96826666667,6.91033749999,8.71486666667,25.3405333333,5.8885
393.88,6.82286666667,24.6759,20.9912666667,22.7056666667,6.98566666666,6.91580833333,8.72146666667,25.3715333333,5.89066666667
394.24,6.83,24.6867666667,20.9976,22.73,6.97773333333,6.91453333334,8.70493333333,25.3643333333,5.88016666667
394.60,6.9022,24.7584333333,21.0516,22.8208666667,7.05033333333,6.96923333334,8.75820000001,25.4342,5.92863333333
394.96,6.93166666667,24.829,21.1070666667,22.8978,7.09246666667,7.00227083333,8.81773333333,25.5177333333,5.97116666667
395.32,6.9228,24.8373666667,21.1216666667,22.9475333333,7.08,6.98342499999,8.80499999999,25.5488666667,5.93786666667
395.68,6.96433333333,24.9117,21.2144666667,23.0407333333,7.09813333333,7.01351249999,8.81660000001,25.5917333333,5.96963333333
396.04,6.9918,24.9683,21.2550666667,23.1111333333,7.13726666667,7.03947916666,8.85453333334,25.6375333333,6.0068
396.40,6.9946,24.9756,21.2574,23.1265333333,7.14513333333,7.05098333333,8.8488,25.6276,6.01096666667
396.76,7.0156,25.0393666667,21.3174666667,23.2071333333,7.16593333333,7.04938749999,8.87433333334,25.6777333333,6.05416666667
397.12,7.065,25.1451333333,21.418,23.2976,7.20406666667,7.11168333333,8.92793333333,25.7785333333,6.09496666667
397.48,7.12613333333,25.2472666667,21.5167333333,23.4006,7.25293333333,7.1784875,8.98660000001,25.8783333333,6.13683333333
397.84,7.1154,25.2419,21.4974,23.4102,7.234,7.12587500001,8.96826666667,25.8703333333,6.13246666667
398.20,7.11753333333,25.3101666667,21.5703333333,23.4990666667,7.25973333333,7.13200833334,8.99306666668,25.9096666667,6.13503333333
398.56,7.113,25.3520333333,21.6233333333,23.5482666667,7.2556,7.132275,9.00466666665,25.9387333333,6.15026666666
398.92,7.105,25.4039,21.6771333333,23.6206666667,7.25933333333,7.13585833333,8.99959999999,25.9646,6.13703333333
399.28,7.08206666667,25.4548666667,21.6808,23.6646666667,7.2338,7.10460833333,8.97213333332,25.9465333333,6.12273333333
399.64,7.0818,25.4605666667,21.6994,23.6886666667,7.25753333333,7.11336666666,8.98973333333,25.9479333333,6.10853333333
400.00,7.04206666667,25.4582,21.713,23.709,7.20006666667,7.06363333332,8.94713333333,25.9475333333,6.0372
400.36,6.98953333333,25.4398333333,21.6822,23.7410666667,7.16166666667,7.02420416666,8.92853333334,25.9565333333,6.0031
400.72,7.01433333333,25.5071333333,21.7161333333,23.7832,7.1792,7.04679583333,8.93759999999,26.0044,5.99623333333
401.08,7.01146666667,25.5500666667,21.7163333333,23.8104666667,7.17993333333,7.04052083333,8.925,26.0252,5.9802
401.44,7.0172,25.5919333333,21.744,23.8683333333,7.20406666667,7.038975,8.95686666666,26.0785333333,6.0019
401.80,7.07986666667,25.6900333333,21.8248,23.9845333333,7.25486666667,7.10964583333,9.01266666667,26.1894666667,6.03133333333
402.16,7.06933333333,25.7093666667,21.8228666667,24.0006,7.2304,7.081475,8.98926666667,26.2241333333,6.01413333333
402.52,7.0408,25.7412,21.8242,24.0328666667,7.21566666667,7.06780416667,8.95693333334,26.2494,5.96953333333
402.88,7.03366666667,25.7267666667,21.8035333333,24.0242666667,7.17006666667,7.05624583333,8.92459999999,26.2256666667,5.95073333333
403.24,7.02093333333,25.7321,21.8328666667,24.0277333333,7.1542,7.04566666666,8.9182,26.2275333333,5.94113333333
403.60,7.0016,25.7703333333,21.8523333333,24.0703333333,7.1522,7.03366666667,8.92353333334,26.2551333333,5.93866666667
403.95,7.04966666667,25.8411333333,21.9146,24.1634666667,7.18926666667,7.08265,8.97113333333,26.3388,6.00456666667
404.31,7.09313333333,25.9467333333,21.986,24.2452,7.2082,7.12135,8.9928,26.4301333333,6.03693333333
404.67,7.08786666667,25.9533333333,22.011,24.293,7.22886666667,7.12071249999,8.9902,26.4356666667,6.05383333333
405.03,7.10606666667,25.9788333333,22.0834,24.3490666667,7.25273333333,7.1352,9.01233333333,26.4627333333,6.0871
405.39,7.08733333333,25.9921333333,22.0952,24.3724,7.23893333333,7.12654166666,8.98033333333,26.4766,6.0662
405.75,7.07373333333,26.0217333333,22.1325333334,24.4131333333,7.224,7.11690833334,8.96886666667,26.471,6.0625
406.11,7.1066,26.0935,22.186,24.4728666667,7.25233333333,7.15333749999,9.01673333333,26.5140666667,6.09626666666
406.47,7.11246666667,26.1513333333,22.2459333333,24.5518,7.27093333333,7.16638333333,9.03513333333,26.5490666667,6.11683333333
406.83,7.1288,26.1979,22.2754666667,24.6032666667,7.2986,7.15412916666,9.03453333333,26.5934,6.12926666667
407.19,7.16386666667,26.291,22.3648666667,24.7125333333,7.35306666667,7.20342500001,9.08546666668,26.6959333333,6.1768
407.55,7.19926666667,26.3495,22.419,24.7599333334,7.37833333333,7.2289,9.10526666667,26.7338666667,6.18706666667
407.90,7.17953333333,26.3699666667,22.4299333333,24.7627333333,7.397,7.21158333333,9.09666666667,26.719,6.15623333334
408.26,7.22066666667,26.4347666667,22.5080666667,24.8536666667,7.45526666667,7.26248750001,9.15339999999,26.7707333333,6.18576666667
408.62,7.25006666667,26.4816666667,22.5854,24.9238666667,7.45746666667,7.28162916667,9.18593333333,26.8342,6.18846666667
408.98,7.2058,26.4704333333,22.5578666667,24.9243333333,7.39813333333,7.21486250001,9.12673333333,26.8034,6.11266666667
409.34,7.1876,26.4780333333,22.5598666667,24.9570666667,7.37046666667,7.18718333333,9.11426666667,26.7777333333,6.0822
409.70,7.18413333333,26.5029,22.5501333334,24.9809333333,7.38346666667,7.18335833333,9.10673333334,26.7885333333,6.08003333333
410.06,7.13726666667,26.4701,22.5372,24.9715333333,7.35406666667,7.14080416667,9.06679999999,26.7488666667,6.04323333333
410.42,7.1618,26.4810333334,22.5408666666,24.9944666667,7.37153333334,7.16654583333,9.08660000001,26.7734,6.05723333333
410.77,7.15586666667,26.518,22.5836666667,25.0254,7.38546666667,7.18894583334,9.11426666667,26.7777333333,6.05666666667
411.13,7.17013333333,26.5405666667,22.6066666667,25.069,7.40293333333,7.19688333333,9.12346666667,26.7757333333,6.06446666667
411.49,7.16826666667,26.5691666667,22.6280666667,25.1381333333,7.39686666667,7.18893333334,9.11006666666,26.8195333333,6.07726666667
411.85,7.16953333333,26.5908333333,22.6612666667,25.1882666667,7.38046666666,7.18332499999,9.09613333333,26.8474666667,6.08043333333
412.21,7.16046666667,26.6088333333,22.6656,25.2048,7.3672,7.15099166667,9.08639999999,26.8286666667,6.06303333333
412.57,7.1126,26.5934333333,22.6198,25.1889333333,7.35053333333,7.10444583334,9.04813333333,26.8013333334,6.0195
412.92,7.1322,26.6520333333,22.6627333333,25.2838,7.37973333333,7.13260416667,9.09066666667,26.8584666667,6.04266666667
413.28,7.1306,26.6801666667,22.6646,25.3022,7.372,7.13354166667,9.08533333333,26.8701333333,6.04316666667
413.64,7.16173333333,26.6829666667,22.6818,25.3277333333,7.38546666667,7.16372916667,9.10899999999,26.8662666667,6.05123333333
414.00,7.2016,26.7539666667,22.7456666666,25.4135333333,7.43873333333,7.19677916667,9.14046666666,26.9409333333,6.07903333333
414.36,7.21326666667,26.8276,22.8159333333,25.4774666667,7.4456,7.18436250001,9.1536,26.9832,6.09333333333
414.72,7.2436,26.8755333333,22.8496666667,25.5466,7.46853333334,7.20501249999,9.17873333333,27.0252666667,6.10696666667
415.07,7.23426666667,26.8772333333,22.8386666666,25.5422666667,7.458,7.2000125,9.1824,27.0272666667,6.09266666667
415.43,7.19546666667,26.8416666667,22.8065333333,25.5222666667,7.42206666667,7.17714583333,9.14793333334,26.9752666667,6.04683333334
415.79,7.2188,26.8812666667,22.8536,25.6065333333,7.4528,7.20361250001,9.18239999999,27.0086,6.0708
416.15,7.2338,26.9051333333,22.8833333333,25.6407333333,7.465,7.22277083334,9.18453333332,27.0378,6.08303333333
416.51,7.29726666667,26.9882666667,22.9468,25.7272666667,7.5074,7.27945833334,9.23173333333,27.1026666667,6.1404
416.86,7.3818,27.0768333333,23.0216666667,25.8055333333,7.59266666667,7.35770833334,9.30813333334,27.173,6.23166666667
417.22,7.37086666666,27.0626666667,23.0306,25.8182,7.5898,7.33673749999,9.29553333334,27.1666666667,6.20773333333
417.58,7.33346666667,27.1064666667,23.0510666667,25.8645333333,7.57366666667,7.30514583333,9.27499999999,27.2194666667,6.1865
417.94,7.335,27.1166333333,23.0417333333,25.8881333333,7.56773333333,7.29845416667,9.27253333335,27.2402,6.18466666667
418.29,7.32193333333,27.0981666667,23.0121333333,25.9046,7.55093333333,7.27885000001,9.26213333333,27.2262,6.15573333333
418.65,7.3158,27.1104333333,23.0085333333,25.9266,7.53746666667,7.25844583334,9.244,27.2385333333,6.1546
419.01,7.29213333333,27.1317333333,23.0182666667,25.9724666667,7.51606666667,7.23036250001,9.21779999999,27.2386,6.13633333333
419.37,7.3004,27.1755,23.0552666667,26.0300666667,7.52686666667,7.22118333333,9.22806666667,27.2708,6.1391
419.73,7.29086666667,27.1801333333,23.0431333333,26.0224,7.51206666667,7.20510833333,9.20873333333,27.2576,6.11836666667
420.08,7.279,27.1941666667,23.0367333333,26.0349333333,7.50546666667,7.19160833333,9.20273333335,27.2476,6.10433333333
420.44,7.25573333333,27.2117666667,23.0497333333,26.0481333333,7.48786666667,7.17887083333,9.18940000001,27.2472,6.09516666667
420.80,7.21786666667,27.1944666667,23.0150666667,26.025,7.4488,7.136675,9.15239999999,27.2074666667,6.04573333333
421.16,7.24893333333,27.2504,23.0603333333,26.0883333333,7.467,7.15725416667,9.17146666667,27.262,6.0712
421.51,7.26713333333,27.2751666666,23.0822666667,26.1269333333,7.4838,7.16145,9.18713333333,27.267,6.07723333333
421.87,7.2714,27.2978333333,23.1174,26.1664666666,7.485,7.17218749999,9.19173333333,27.2721333333,6.07176666667
422.23,7.2814,27.3583,23.1519333333,26.208,7.48873333333,7.18086249999,9.19759999999,27.299,6.08756666667
422.58,7.27613333333,27.3586333333,23.1749333333,26.2334666666,7.48706666666,7.18402083333,9.195,27.2888,6.08443333333
422.94,7.29353333333,27.3756666667,23.1822,26.2448666667,7.5038,7.20055833333,9.20473333333,27.3014,6.0973
423.30,7.31253333333,27.4132,23.2106,26.2788666667,7.5192,7.22697916667,9.2202,27.3277333333,6.1136
423.66,7.3044,27.4314666667,23.2276,26.3146666667,7.51606666667,7.2344625,9.22333333333,27.3528666667,6.11656666667
424.01,7.29973333333,27.4398333333,23.2497333334,26.3565333333,7.5152,7.22821666666,9.22820000001,27.3643333333,6.11396666667
424.37,7.305,27.4559333333,23.2667333333,26.3934,7.52453333333,7.22995000001,9.24220000001,27.3656,6.1136
424.73,7.3142,27.4867,23.3058,26.4514,7.53746666667,7.24550833334,9.25033333333,27.4026,6.12606666667
425.08,7.33346666667,27.5127666667,23.3305333333,26.5042,7.563,7.26807500001,9.27060000001,27.4163333333,6.13846666666
425.44,7.3394,27.5401,23.3654,26.5408666667,7.57106666667,7.28085833333,9.27886666665,27.44,6.14456666667
425.80,7.37493333333,27.6133,23.425,26.6166,7.60893333333,7.3025875,9.31186666667,27.4990666667,6.18506666667
426.16,7.37946666667,27.6031333333,23.4433333333,26.6510666667,7.61886666667,7.31435,9.30820000001,27.4926666667,6.18076666667
426.51,7.39686666667,27.6656,23.4893333333,26.7224666667,7.646,7.32874166667,9.327,27.5456,6.1904
426.87,7.41306666667,27.7149333333,23.5486,26.7953333333,7.66273333333,7.34227916667,9.34706666668,27.5956666667,6.19443333333
427.23,7.40606666667,27.7167,23.5512666667,26.828,7.66046666667,7.32900416667,9.33886666667,27.5824,6.18936666667
427.58,7.4452,27.7948333333,23.624,26.9196,7.69406666667,7.3478875,9.36426666667,27.6177333333,6.21906666667
427.94,7.49886666667,27.8883666667,23.7040666667,27.0251333333,7.73386666667,7.38821666666,9.39640000001,27.6846666666,6.25473333333
428.30,7.52486666667,27.9361,23.7419333333,27.0881333333,7.74853333333,7.39716250001,9.39986666667,27.7362666666,6.26056666667
428.65,7.5292,27.9561333333,23.7682666667,27.1363333333,7.7604,7.39488333333,9.40239999999,27.7461333333,6.26583333333
429.01,7.5142,27.9996666667,23.8076666667,27.1886,7.74806666667,7.37074166667,9.40279999999,27.7843333333,6.25806666667
429.37,7.52526666667,28.0314,23.8248666667,27.2458666667,7.7506,7.3708,9.39933333333,27.8129333333,6.26173333333
429.72,7.49246666667,28.0346666667,23.8136666667,27.2773333333,7.72433333333,7.35148333333,9.37666666667,27.7966,6.23036666667
430.08,7.51506666667,28.1061333333,23.879,27.3458,7.74986666667,7.35358333334,9.40433333333,27.8615333334,6.2507
430.44,7.52473333333,28.1197333333,23.8711333333,27.3724666667,7.74146666667,7.34375000001,9.40639999999,27.8565333333,6.24796666667
430.79,7.54213333333,28.1769333333,23.9175333333,27.4353333333,7.75033333333,7.34075833334,9.41620000001,27.8875333333,6.24733333333
431.15,7.55666666667,28.2394,23.9894666667,27.4984,7.77113333333,7.35042083334,9.44833333333,27.9436666667,6.26693333333
431.50,7.5536,28.2675333333,24.0072666667,27.5484,7.77246666667,7.35494583334,9.45340000001,27.9757333333,6.25876666667
431.86,7.5422,28.2829333333,24.0192666667,27.5704666667,7.7704,7.34495833334,9.44620000001,27.9931333333,6.2558
432.22,7.53413333333,28.2845,24.0118,27.5839333334,7.77393333334,7.35070833334,9.43173333332,28.0022666667,6.2497
432.57,7.53646666667,28.3251333333,24.0454666667,27.6363333333,7.7734,7.36574583333,9.4342,28.0364666667,6.25786666667
432.93,7.54006666666,28.3370666667,24.063,27.6625333333,7.7792,7.37646666666,9.44126666666,28.0342,6.25613333333
433.29,7.53013333333,28.3261333333,24.0648666667,27.6656,7.765,7.3697,9.42940000001,28.0132666667,6.24496666667
433.64,7.54506666667,28.3365666667,24.0692,27.6671333333,7.7864,7.37837083333,9.44026666667,28.0326,6.25773333333
434.00,7.5346,28.3331333333,24.0693333333,27.6815333333,7.78006666667,7.37789166666,9.42820000001,28.0329333333,6.2382
434.35,7.52866666667,28.3492666667,24.095,27.7175333333,7.78073333333,7.37950833334,9.41766666667,28.0684666667,6.2288
434.71,7.5192,28.3269666667,24.0859333333,27.7225333333,7.77026666667,7.38433333333,9.40306666667,28.0464,6.2316
435.07,7.51486666667,28.3479,24.0878666666,27.7776,7.7674,7.38854166667,9.39193333333,28.0702666667,6.2138
435.42,7.51,28.3316333333,24.0785333333,27.7718,7.76046666667,7.37367083333,9.37713333332,28.0578666667,6.20143333333
435.78,7.5292,28.3444666666,24.0967333333,27.8122666667,7.7844,7.39095416666,9.39139999999,28.0726666667,6.2148
436.13,7.55913333333,28.4027333333,24.1775333333,27.9150666667,7.803,7.407925,9.42093333334,28.1122,6.23583333333
436.49,7.59193333333,28.4795,24.2327333333,27.9924666667,7.84046666667,7.42256250001,9.44039999999,28.1781333333,6.252
436.84,7.60213333333,28.5144666667,24.2386,28.0365333333,7.8512,7.4265,9.4402,28.1963333333,6.26933333333
437.20,7.61133333333,28.5785333333,24.2836,28.1176666667,7.86713333333,7.42775833333,9.45519999999,28.2544,6.2702
437.56,7.61926666667,28.6215,24.3260666667,28.1947333333,7.86133333333,7.43079583333,9.45986666668,28.2878666667,6.26023333333
437.91,7.6372,28.6588666667,24.3578,28.2579333333,7.87146666667,7.43128333334,9.47233333334,28.3214,6.28383333333
438.27,7.6594,28.7009333333,24.3986,28.3165333333,7.88373333333,7.44713750001,9.4932,28.3348,6.30646666667
438.62,7.65946666667,28.7420333333,24.4404666667,28.387,7.89953333333,7.44074166667,9.50253333333,28.3833333333,6.30636666667
438.98,7.674,28.7703333333,24.4644,28.4161333333,7.90753333333,7.45070000001,9.50899999999,28.3860666667,6.31846666667
439.33,7.7,28.8169333333,24.4944,28.4706,7.93613333333,7.46346666666,9.53506666667,28.4191333333,6.33086666667
439.69,7.67986666667,28.8252666667,24.4836666667,28.4820666667,7.9144,7.44632916667,9.52613333333,28.4071333333,6.32403333333
440.04,7.6638,28.8174666667,24.4719333333,28.4797333333,7.91353333333,7.41880833333,9.50833333334,28.3936,6.30536666667
440.40,7.64253333333,28.7910666667,24.452,28.4739333333,7.88793333334,7.38656666666,9.48819999999,28.3546,6.27096666667
440.75,7.64546666667,28.8052,24.4844666667,28.504,7.89906666667,7.38830000001,9.49226666667,28.3757333333,6.26546666667
441.11,7.657,28.8180333333,24.4936,28.5393333333,7.913,7.40193749999,9.4992,28.3696,6.28303333333
441.47,7.658,28.8483666667,24.5132666667,28.5809333333,7.90853333333,7.38650000001,9.49626666667,28.3746666667,6.27523333333
441.82,7.654,28.8638333334,24.5235333333,28.6165333333,7.91266666667,7.38687916667,9.50193333333,28.3714666667,6.26766666667
442.18,7.64286666667,28.8589,24.52,28.6263333333,7.91173333333,7.37711249999,9.50233333333,28.3640666667,6.25653333333
442.53,7.6546,28.8770666667,24.5252666667,28.6467333333,7.91993333333,7.38470416667,9.50553333334,28.357,6.2607
442.89,7.67786666667,28.9263333333,24.5763333333,28.7200666667,7.9392,7.39129583333,9.52793333334,28.4058666667,6.28136666667
443.24,7.6896,28.9880333333,24.6336666667,28.7954666667,7.95573333333,7.40400833333,9.54613333333,28.4362666667,6.2968
443.60,7.70746666667,29.0327666667,24.6937333333,28.8574,7.9798,7.41717083333,9.55913333333,28.4898666667,6.2995
443.95,7.7332,29.1240333334,24.7596,28.9524666667,7.99993333333,7.45442916667,9.59200000001,28.5571333333,6.3249
444.31,7.74606666667,29.1587,24.7908666667,28.9903333333,8.00733333333,7.46665833333,9.60786666668,28.5914,6.34806666667
444.66,7.76133333333,29.2022333333,24.8180666667,29.0279333333,8.01073333334,7.47866249999,9.61446666666,28.6097333333,6.37163333333
445.02,7.76493333333,29.2326666667,24.8483333333,29.0712666667,8.00686666667,7.46979166666,9.61173333332,28.6268,6.36103333333
445.37,7.77973333333,29.2631333333,24.8690666667,29.0981333333,8.02493333333,7.49047916667,9.62353333335,28.6569333333,6.38496666667
445.72,7.78113333333,29.3118666667,24.901,29.1508666667,8.01973333333,7.49449166667,9.61540000001,28.6816666667,6.3828
446.08,7.78893333333,29.3602,24.9369333333,29.1968,8.03093333333,7.503775,9.62033333334,28.7145333333,6.39096666667
446.43,7.8002,29.3852666667,24.955,29.2322,8.03186666667,7.5064,9.62146666667,28.7384,6.39803333333
446.79,7.803,29.3982,24.9565333333,29.2508,8.03913333333,7.51511250001,9.6262,28.7372,6.4002
447.14,7.79126666667,29.3869666667,24.9562666667,29.2666666667,8.03486666667,7.50684999999,9.61939999999,28.738,6.3966
447.50,7.79813333333,29.4036666667,24.9734666667,29.307,8.04293333333,7.50937083333,9.61893333335,28.742,6.39793333333
447.85,7.78213333333,29.3666,24.9322666667,29.2745333333,8.0246,7.48052916667,9.59699999999,28.6991333333,6.3781
448.21,7.7898,29.392,24.9451333333,29.3284666667,8.0334,7.48667499999,9.5986,28.7185333333,6.36943333333
448.56,7.7992,29.4079333333,24.9553333333,29.3790666667,8.04646666667,7.49109583333,9.60833333333,28.7281333333,6.3641
