wavelength,Back_TanChim,Belly_TanChim,Breast_TanChim,Crissum_TanChim,Crown_TanChim,DorTail_TanChim,Patch10_TanChim,Patch11_TanChim,Rump_TanChim,Throat_TanChim,WingTip_TanChim
530.73,13.515,5.33423333333,91.4142666667,5.50508070175,44.5245333333,4.06,24.8246666667,100.485466667,4.2462,24.4696,5.41386666667
531.08,13.557675,5.3474,91.6844666667,5.51743508772,44.9024666667,4.0762,24.7739333333,100.874133333,4.2634,24.4482666667,5.426
531.42,13.5955583333,5.34643333333,92.0604666667,5.52874736842,45.3342,4.0786,24.7226666667,101.363333333,4.28173333333,24.4418666667,5.43606666667
531.77,13.6281166667,5.3459,92.4361333334,5.52725263158,45.731,4.07166666667,24.6717333333,101.8338,4.28186666666,24.4228666667,5.44013333333
532.11,13.6881416667,5.35203333333,92.9008666667,5.53858596491,46.1732,4.0778,24.6506,102.427933333,4.293,24.4470666667,5.45273333333
532.46,13.7224416666,5.35003333333,93.3012000001,5.54134385965,46.5718666667,4.0714,24.6283333333,102.918733333,4.2948,24.4623333333,5.4488
532.80,13.7502166667,5.341,93.6047999999,5.54061754386,46.9035333333,4.07473333333,24.5913333334,103.293266667,4.30086666667,24.4498,5.45046666667
533.15,13.7834666667,5.34083333333,93.9612666667,5.54331929825,47.2448666667,4.0594,24.5796666667,103.753533333,4.29993333333,24.4549333333,5.44566666667
533.49,13.8269333333,5.34386666666,94.3320666666,5.55529473684,47.6125333333,4.06373333333,24.5792666667,104.222733333,4.32146666667,24.4807333334,5.4512
533.84,13.842575,5.3413,94.6437333333,5.55131578948,47.9348666667,4.05773333334,24.5358666667,104.5964,4.32373333334,24.4858,5.44753333334
534.18,13.8867083333,5.3538,94.945,5.58451228071,48.304,4.08033333333,24.5264666667,105.020733333,4.35193333333,24.5026666667,5.4746
534.52,13.9201333333,5.35176666667,95.2620666666,5.5879508772,48.6676666667,4.07006666667,24.497,105.434733333,4.35813333333,24.5075333333,5.47353333333
534.87,13.9496416667,5.34596666667,95.5973333333,5.58823157895,49.0162,4.0584,24.4575333333,105.8678,4.36373333333,24.5112666667,5.4752
535.21,13.9960083333,5.36186666667,95.9218666666,5.59593333334,49.3746666667,4.07426666667,24.4382,106.2926,4.3814,24.5246666667,5.48866666667
535.56,14.03545,5.38366666667,96.2052666666,5.62120701755,49.7030666667,4.0948,24.4068666667,106.677733334,4.4082,24.5410666667,5.50313333333
535.90,14.0664916667,5.39296666667,96.4341333333,5.63964912281,50.0526666667,4.10986666667,24.3720666666,107.010866667,4.4378,24.5527333333,5.5122
536.25,14.1170583333,5.41406666667,96.6548000001,5.67984561404,50.3546,4.1368,24.332,107.319466667,4.47106666667,24.559,5.54686666667
536.59,14.1780166667,5.44853333333,97.0589333333,5.71861403509,50.7726,4.15866666667,24.3304666667,107.838733333,4.50233333333,24.6128,5.56906666667
536.93,14.2298083333,5.48133333333,97.3359333333,5.74658947369,51.1269333333,4.19646666667,24.3058666667,108.2284,4.5406,24.6442,5.59626666667
537.28,14.2727916667,5.50113333333,97.4967999999,5.77501403509,51.4443333333,4.22526666667,24.2496,108.4616,4.56613333333,24.6576,5.6222
537.62,14.3396916667,5.50636666667,97.7794666667,5.80282456141,51.8045333333,4.2358,24.2343333334,108.8872,4.60146666667,24.6706,5.6412
537.97,14.3480333333,5.49156666667,97.9555333334,5.78637543859,52.0726666666,4.22073333333,24.1486666667,109.162733333,4.601,24.6472,5.6176
538.31,14.412525,5.53653333333,98.2256000001,5.83028421053,52.4591333333,4.27906666667,24.1328,109.590466667,4.66266666667,24.663,5.64686666667
538.65,14.433625,5.53283333333,98.5148666668,5.8240491228,52.8395333333,4.26953333333,24.0454,110.010466667,4.66806666667,24.6407333333,5.63673333333
539.00,14.4383,5.49396666667,98.9074666667,5.80072280703,53.2168666667,4.2256,23.9473333333,110.533666667,4.6384,24.6139333333,5.60586666667
539.34,14.4821166667,5.48116666667,99.3420666667,5.80647719299,53.6496,4.2228,23.8952,111.092,4.64933333333,24.6374,5.60933333333
539.69,14.4875,5.46176666667,99.7119333333,5.79387017543,53.9768666667,4.20213333333,23.8214,111.519666667,4.6414,24.6299333333,5.60106666667
540.03,14.4958833333,5.42783333333,100.027666667,5.76964561403,54.2811333333,4.1758,23.7464666667,111.932466667,4.62006666667,24.6109333333,5.5738
540.37,14.4932666667,5.3919,100.218666667,5.74765263158,54.5219333333,4.1584,23.6672666667,112.235333333,4.61126666667,24.5863333333,5.56006666667
540.72,14.4870666667,5.35913333333,100.415266667,5.72776491227,54.7564666667,4.12053333333,23.5751333333,112.500866667,4.59946666667,24.558,5.53166666666
541.06,14.4819166667,5.34113333333,100.593533333,5.70988070176,54.9590666667,4.0966,23.5133333333,112.777133333,4.5886,24.5324666667,5.5192
541.40,14.4698416667,5.32493333333,100.662,5.69882105263,55.1077333333,4.07933333333,23.4271333333,112.903333333,4.57826666667,24.5019333334,5.51286666667
541.75,14.4830666667,5.3178,100.822733333,5.69843508771,55.3462666667,4.07973333333,23.3746666667,113.1568,4.5834,24.5008666667,5.51073333333
542.09,14.4640916667,5.28676666667,100.9084,5.67169122807,55.5167333333,4.04433333334,23.2806666667,113.296666667,4.55846666667,24.4617333333,5.49306666667
542.43,14.479375,5.28816666667,101.002,5.68949473684,55.7399333333,4.05446666667,23.2351333333,113.460533333,4.57766666667,24.4568,5.5108
542.78,14.489125,5.29426666667,101.004666667,5.70924210525,55.9346,4.06753333333,23.1748,113.5614,4.59886666667,24.4469333333,5.5128
543.12,14.4884583333,5.2975,100.950266667,5.72195789474,56.1373333334,4.07853333333,23.0853333333,113.600133333,4.6122,24.4124,5.51133333333
543.46,14.5092,5.30623333333,100.996466667,5.73644210527,56.4136,4.07606666667,23.0232666667,113.819666667,4.63186666667,24.4036,5.51813333333
543.81,14.5289666667,5.3305,101.007733333,5.76574035088,56.6834666667,4.1026,22.9652,113.9496,4.679,24.4078,5.54493333334
544.15,14.5444333333,5.3504,101.046666667,5.79091578947,56.9394,4.12306666667,22.8933333333,114.054533333,4.7112,24.404,5.57353333333
544.49,14.54715,5.36283333333,101.025866667,5.81202456141,57.1714666667,4.14746666667,22.8149333333,114.113266667,4.7432,24.4051333333,5.59766666667
544.84,14.5901583333,5.367,101.194866667,5.83997543859,57.5256,4.16526666667,22.7614,114.416733333,4.78,24.4314,5.61413333333
545.18,14.6008833333,5.36916666667,101.3004,5.85381052631,57.8516666667,4.1716,22.6876666667,114.660866667,4.8078,24.4359333333,5.6206
545.52,14.639625,5.40356666667,101.370533333,5.8885122807,58.1385333333,4.19733333333,22.6318666667,114.800533333,4.8526,24.4496666667,5.65486666666
545.87,14.6686083333,5.41336666666,101.497466667,5.91947719299,58.4730666667,4.22453333333,22.5735333333,115.011866667,4.90286666667,24.479,5.67786666667
546.21,14.6807916667,5.4158,101.517266667,5.92199649122,58.7519333333,4.22293333333,22.4903333333,115.171066667,4.92433333334,24.4894666667,5.6832
546.55,14.706175,5.45343333333,101.5212,5.95761754385,59.0390666667,4.25666666667,22.4239333333,115.257,4.98526666666,24.5162,5.73013333333
546.90,14.7445416667,5.4833,101.656,5.97422456141,59.3448666666,4.26553333333,22.3994,115.487733333,5.02539999999,24.56,5.76333333333
547.24,14.7660416667,5.49576666667,101.651,5.99068421052,59.5871333333,4.2972,22.3401333333,115.5348,5.06373333334,24.5721333333,5.77926666667
547.58,14.7615,5.47573333333,101.6726,5.97736491229,59.8334666667,4.2804,22.2476,115.637066667,5.07306666667,24.5582666667,5.77506666666
547.92,14.7362166667,5.45523333333,101.554,5.95334736841,60.0320666667,4.23993333333,22.1372,115.624933333,5.07046666667,24.5054666667,5.74753333334
548.27,14.7423083333,5.4304,101.6514,5.93770526317,60.3844,4.20973333333,22.0722,115.862866666,5.06860000001,24.4939333333,5.7288
548.61,14.7403833333,5.44546666667,101.5624,5.94524561403,60.6362666667,4.23186666666,21.9943333333,115.807333333,5.11180000001,24.4814,5.744
548.95,14.75,5.44216666667,101.4912,5.95678947369,60.9446,4.24666666666,21.9225333333,115.818866667,5.15053333333,24.4697333333,5.75413333333
549.29,14.698025,5.41046666667,101.396866667,5.93543157895,61.2144,4.22373333333,21.8078,115.795666667,5.17480000001,24.4515333333,5.74273333333
549.64,14.6641333333,5.3608,101.3098,5.8951754386,61.4746,4.18046666666,21.6989333334,115.849533333,5.16706666667,24.432,5.7078
549.98,14.6796166667,5.3721,101.316,5.89891929824,61.7924666667,4.18726666667,21.6263333333,115.974333333,5.21166666667,24.4652,5.71413333333
550.32,14.6659083333,5.35086666667,101.275133333,5.88375087719,62.0662,4.17693333333,21.5252,116.016,5.2378,24.4462666667,5.6942
550.66,14.5731583333,5.2696,101.089,5.80903508772,62.1947333333,4.12373333333,21.3382666667,115.8734,5.21139999999,24.3642,5.649
551.01,14.5491166666,5.2364,100.98,5.78270526317,62.3859333333,4.10386666667,21.217,115.862266667,5.23666666666,24.3256,5.6404
551.35,14.550075,5.26806666667,100.910266667,5.79497894737,62.6386666667,4.12406666667,21.1470666666,115.865866667,5.28606666666,24.3427333333,5.639
551.69,14.5848583333,5.30746666667,100.8966,5.84275087719,62.9271333333,4.1874,21.0931333333,115.9086,5.36606666667,24.3983333333,5.6864
552.03,14.60395,5.34366666667,100.7378,5.8727754386,63.0985333333,4.223,21.0244666667,115.815333333,5.44126666667,24.4132666667,5.73593333333
552.38,14.5664416667,5.3286,100.457266666,5.85072280703,63.1667333333,4.1986,20.8990666667,115.574066667,5.45299999999,24.3581333333,5.71933333333
552.72,14.5504833333,5.34676666667,100.269533333,5.85610526317,63.3100666667,4.22013333333,20.8106666667,115.392866667,5.49626666667,24.3509333333,5.74686666667
553.06,14.5176416667,5.31273333333,100.0256,5.8363614035,63.4003333333,4.201,20.6982,115.1554,5.4996,24.2856,5.71906666667
553.40,14.5527666667,5.37963333333,99.8244666666,5.89339649123,63.5986,4.25226666667,20.6602666667,114.990266667,5.57513333334,24.2864,5.78306666667
553.74,14.4922833333,5.34686666667,99.4724666666,5.8735754386,63.6520666667,4.24313333334,20.5411333333,114.656866667,5.59726666666,24.2025333334,5.77353333333
554.09,14.4722166667,5.3402,99.2386666667,5.85954736842,63.8108,4.2484,20.4742666667,114.477933333,5.62279999999,24.1942666667,5.77493333333
554.43,14.5015666666,5.38186666667,99.0304666667,5.92815087719,64.0583333333,4.30733333333,20.4393333333,114.328133333,5.73193333333,24.2056,5.80733333333
554.77,14.4522,5.38423333334,98.6928666667,5.92382456141,64.1880666667,4.30533333333,20.3130666667,114.001466667,5.76346666667,24.1634,5.79086666667
555.11,14.4189083333,5.36916666667,98.3920666667,5.9207614035,64.3574,4.32126666667,20.2122666667,113.729466667,5.81440000001,24.1328666667,5.80726666666
555.45,14.314525,5.3071,97.994,5.85737192982,64.4579333333,4.25273333333,20.0586666666,113.375066667,5.8028,24.0413333333,5.7512
555.80,14.2592583333,5.2809,97.6963999999,5.85096842105,64.6146666667,4.25066666667,19.9465333333,113.1114,5.84686666667,23.9882,5.74213333333
556.14,14.2232,5.257,97.4396,5.84642807017,64.7963333333,4.2442,19.844,112.897,5.87626666667,23.9701333333,5.73986666667
556.48,14.191225,5.26533333333,97.1762000001,5.82605263158,64.9609333333,4.24253333333,19.7522666667,112.658733333,5.9244,23.9356666667,5.72473333333
556.82,14.2305333333,5.33543333333,96.9038666665,5.87637894737,65.2000666667,4.29093333333,19.7188,112.465866667,6.02740000001,23.9688,5.79353333333
557.16,14.1705,5.28686666667,96.5812666668,5.83909824561,65.3253333333,4.28206666667,19.5901333333,112.1624,6.07560000001,23.9297333333,5.7722
557.50,14.14165,5.30863333333,96.2351333333,5.84757543859,65.4219333333,4.30633333333,19.4926,111.7484,6.15753333334,23.904,5.79873333333
557.85,14.1309916667,5.3117,95.9652666667,5.86587368421,65.6178666667,4.3136,19.3932,111.4682,6.24933333333,23.8991333333,5.83806666667
558.19,14.0763833333,5.29156666667,95.5190666669,5.83314035087,65.676,4.2882,19.2685333333,110.996466667,6.28046666668,23.8384,5.8426
558.53,14.09905,5.31733333333,95.2267333333,5.88484210526,65.8847333333,4.33926666666,19.2201333333,110.6934,6.39666666666,23.8424,5.91446666667
558.87,14.062225,5.29743333333,94.7935333333,5.87694736842,65.9473333333,4.31906666667,19.1029333333,110.261866667,6.45946666667,23.7672666667,5.91686666667
559.21,14.0594666667,5.3141,94.3196000001,5.8984,66.0039333333,4.35533333333,19.017,109.807333333,6.56960000001,23.7201333333,5.9508
559.55,14.0123,5.31066666667,93.7698666666,5.87810877192,65.9953333333,4.36146666667,18.8904,109.219266667,6.62673333334,23.6530666667,5.95286666667
559.89,13.9844583333,5.3588,93.2275333333,5.90514035088,66.0444666667,4.39546666667,18.819,108.6562,6.74506666666,23.6098666666,5.99333333333
560.23,13.893425,5.30843333333,92.6818,5.88690877193,66.0438,4.35006666667,18.6626,108.1114,6.77459999999,23.5346666667,5.96753333333
560.58,13.8216583333,5.28826666667,92.2183999999,5.87154385965,66.0414,4.34253333333,18.5402,107.629733333,6.8484,23.4666,5.95993333334
560.92,13.7688166667,5.29993333333,91.7302,5.87582456141,66.0696,4.32966666667,18.4328666667,107.089533333,6.9208,23.3912666667,5.96626666667
561.26,13.7172666667,5.30223333333,91.2593333333,5.8864,66.1465333333,4.33086666667,18.3417333333,106.632,6.99266666667,23.34,5.96686666667
561.60,13.6137083333,5.26633333333,90.6753333333,5.83532631578,66.1444,4.29053333333,18.2069333333,106.072466667,7.03526666667,23.2296666667,5.91566666667
561.94,13.55385,5.26096666667,90.1469333333,5.82675789473,66.1672666667,4.28726666667,18.1004,105.586266667,7.13246666667,23.1659333333,5.903
562.28,13.434925,5.20093333333,89.5134,5.74162456141,66.0978666666,4.24206666667,17.9424666667,104.947733333,7.16640000001,23.0497333333,5.85
562.62,13.3349583333,5.16403333333,88.9362,5.68027368421,66.1332666667,4.2082,17.8076666667,104.376866667,7.21540000001,22.9704,5.81746666667
562.96,13.263125,5.1492,88.4960666667,5.67096491227,66.2362666666,4.204,17.7025333333,103.909333333,7.30233333334,22.9494,5.80993333333
563.30,13.216925,5.1658,87.8986,5.69589122807,66.2418666667,4.22466666666,17.5927333333,103.3044,7.4274,22.9151333333,5.8342
563.64,13.1494833333,5.13656666667,87.4000666667,5.67482456141,66.3382666667,4.20293333333,17.4621333333,102.8296,7.52459999999,22.8788,5.80726666667
563.99,13.12705,5.16033333333,86.8445333333,5.68580701754,66.3883333333,4.23566666667,17.3924666667,102.310266667,7.69006666666,22.8448666667,5.84986666667
564.33,13.0353583333,5.12246666667,86.1442666667,5.63876842105,66.3494666667,4.2212,17.2678666667,101.630866667,7.77333333334,22.7854,5.83433333333
564.67,13.03085,5.14793333333,85.6778666667,5.6624,66.4469333334,4.27273333333,17.2269333333,101.2108,7.93993333334,22.8087333333,5.877
565.01,13.0008833333,5.15726666667,85.079,5.67939649122,66.424,4.2926,17.1650666667,100.600733333,8.07213333333,22.7656666667,5.88046666667
565.35,12.9732416667,5.15906666667,84.6250666667,5.69329473685,66.4714,4.32566666667,17.0828666667,100.0672,8.20926666667,22.737,5.90626666667
565.69,12.8770916667,5.11116666667,84.088,5.65782807017,66.4455333333,4.29306666667,16.9580666667,99.4750666667,8.27533333333,22.6652,5.88266666667
566.03,12.8053833333,5.08153333333,83.6436666667,5.64298245615,66.5266,4.26353333333,16.8756666667,99.0284000001,8.3736,22.6217333333,5.877
566.37,12.7742583333,5.10233333333,83.1895333333,5.66864210526,66.5595333333,4.29053333333,16.8114,98.5124666667,8.52873333334,22.6076666667,5.90546666667
566.71,12.739425,5.1291,82.6058,5.67718596491,66.5081333333,4.31953333334,16.7594666667,97.8798666667,8.67806666667,22.5256666667,5.929
567.05,12.6869916667,5.1071,82.1475333333,5.67764210525,66.5418,4.3078,16.7082,97.3664666667,8.81653333333,22.4776666666,5.92253333333
567.39,12.6063416667,5.0981,81.5466,5.66497192983,66.4542,4.31533333333,16.6322666667,96.6431999999,8.95546666667,22.3932666667,5.94513333333
567.73,12.5327666667,5.09236666667,80.9204666667,5.66380350877,66.3917333333,4.3354,16.5520666667,95.9042000001,9.09233333333,22.3257333333,5.94593333333
568.07,12.5033916667,5.1161,80.337,5.69348070175,66.3585333333,4.37773333333,16.4922666667,95.2043333334,9.28693333334,22.2620666667,6.00173333333
568.41,12.3721416667,5.08816666667,79.5537333333,5.65526666666,66.1834666667,4.35113333333,16.3526,94.2758666667,9.40560000001,22.1292666667,5.98506666667
568.75,12.2821916667,5.0689,78.9208666667,5.63556842105,66.1483333333,4.36453333333,16.2562,93.4960666665,9.58679999999,22.0722666667,6.005
569.09,12.1900166667,5.06956666667,78.2173333333,5.60582456141,66.0522,4.3564,16.1696,92.7254000001,9.75340000001,21.9728666667,6.01573333333
569.43,12.1199083333,5.09496666667,77.4608,5.60957192983,65.9048666667,4.36353333333,16.0834666666,91.8545999999,9.94593333333,21.8908,6.02493333333
569.77,12.0958833333,5.15253333334,76.7347333333,5.64962807017,65.7559333333,4.4282,16.0420666667,90.9863333333,10.1888666667,21.8512666667,6.0678
570.11,12.0320083333,5.1665,76.0419333333,5.64886315789,65.6178666667,4.44833333333,15.9654666667,90.1704666666,10.4036,21.7886666667,6.09513333333
570.45,11.9562166667,5.13513333333,75.4775333334,5.62254385965,65.5812,4.42226666667,15.8670666667,89.4828666667,10.5952,21.7405333333,6.08953333333
570.79,11.85175,5.1191,74.8058,5.57384561404,65.457,4.40333333333,15.7573333333,88.6902666666,10.7445333333,21.6435333333,6.08206666667
571.13,11.7724583333,5.09693333333,74.1718666667,5.54065964913,65.3380666667,4.4004,15.6467333333,87.9587333334,10.9052666667,21.5522666667,6.06053333333
571.47,11.69375,5.0748,73.5926,5.50991578947,65.2451333333,4.38133333333,15.5447333333,87.2484666667,11.078,21.4748666667,6.0498
571.81,11.5863916667,5.02303333333,73.0384666667,5.45180350878,65.2152666667,4.32453333334,15.4319333333,86.5994666665,11.2310666667,21.3618,5.97133333333
572.15,11.5231166667,4.9943,72.4594666667,5.42972631579,65.1356666667,4.2928,15.3413333333,85.9462666667,11.4150666667,21.2862,5.94226666667
572.49,11.4401416667,4.97876666666,71.8749333333,5.40768070175,65.0428666667,4.2686,15.2291333333,85.2769999999,11.6061333333,21.1890666667,5.93953333333
572.83,11.3561416667,4.94043333333,71.1746666667,5.37989122806,64.8328666667,4.25473333333,15.1242666667,84.4261999999,11.7872666667,21.0982,5.91586666667
573.17,11.3110166667,4.9357,70.6433333333,5.36206315789,64.8137333333,4.27713333333,15.0594,83.7985333333,12.0231333333,21.0340666667,5.94386666667
573.51,11.199475,4.89296666667,69.952,5.31933333333,64.6508,4.2358,14.9412666667,82.9291333333,12.1936,20.8972,5.9104
573.85,11.0956416667,4.85923333333,69.2516666667,5.2856245614,64.4773333333,4.21233333333,14.8295333333,82.0805333333,12.3804666667,20.7734,5.87706666667
574.19,11.0388833333,4.87946666667,68.5771333333,5.3038,64.3512666667,4.24566666667,14.7789333333,81.2803333333,12.6016,20.7031333333,5.9132
574.53,10.96495,4.86906666667,67.8688666666,5.2806,64.1604,4.24026666667,14.6752666667,80.4025999999,12.8232666667,20.5984666667,5.904
574.87,10.9183166667,4.90866666667,67.2597333333,5.30583157894,64.0416,4.27526666667,14.644,79.6466666667,13.085,20.5430666666,5.95426666667
575.21,10.8739916667,4.91916666667,66.6524666667,5.32210175439,63.9200666667,4.29453333333,14.6106666667,78.9267333334,13.3346,20.4826666667,5.9788
575.55,10.8181083333,4.95426666667,65.9739333333,5.33402807018,63.7136,4.33826666667,14.5461333333,78.0659333333,13.5744666666,20.4416666667,6.03273333333
575.89,10.762325,4.97106666667,65.3088,5.34728070175,63.5072,4.39053333333,14.4930666667,77.2166666666,13.8157333333,20.3686,6.0814
576.22,10.6974416667,4.96743333333,64.6396666667,5.32473333334,63.3220666667,4.3916,14.4269333333,76.3691999999,14.0391333333,20.2722,6.07493333333
576.56,10.6224166667,4.9837,64.0255333333,5.31153333333,63.1551333333,4.38793333333,14.3696666667,75.6003333334,14.2836666667,20.1832,6.0906
576.90,10.5272083333,4.9435,63.3476666667,5.30271578947,62.8797333333,4.37673333333,14.2986,74.7008666667,14.5086666667,20.0605333333,6.0804
577.24,10.4759416667,4.96506666667,62.7734,5.31269824561,62.7362666666,4.41086666667,14.2618666667,74.0076,14.7920666667,20.0053333333,6.12413333333
577.58,10.4196166667,4.97886666667,62.1647333333,5.30818596492,62.5728666667,4.44386666666,14.2373333333,73.2453333333,15.0479333333,19.9293333333,6.14686666667
577.92,10.35425,5.00343333333,61.5361333334,5.30739649122,62.3390666667,4.477,14.1688666667,72.4088,15.3230666667,19.8408666667,6.1654
578.26,10.3670333333,5.076,61.0423333333,5.38585614035,62.2822,4.5762,14.2119333333,71.7420666667,15.6800666667,19.8131333333,6.26266666667
578.60,10.2867583333,5.03543333333,60.3243333333,5.3500877193,62.015,4.53853333333,14.1072,70.8620666667,15.9497333333,19.6954666667,6.25006666667
578.94,10.17415,5.0132,59.6207333333,5.31348771929,61.7621333333,4.51206666667,13.9978666666,70.0123333333,16.2066666667,19.5460666667,6.2376
579.28,10.0603416666,4.9621,59.0159333333,5.26941052632,61.5014666667,4.4504,13.8966,69.2594666667,16.4903333333,19.4072,6.20273333333
579.61,9.94702499999,4.92776666667,58.3872666667,5.22500350877,61.2666666667,4.40226666667,13.7967333333,68.5178,16.7665333333,19.2746666667,6.1676
579.95,9.85219166667,4.89426666667,57.704,5.20457894737,60.9282666667,4.37873333333,13.7013333333,67.6717333333,17.0368,19.1604,6.17046666667
580.29,9.81676666665,4.92343333333,57.0908666667,5.25361052631,60.7012666667,4.43913333333,13.6484666667,66.8756666667,17.3707333333,19.0932666667,6.24533333334
580.63,9.79840833333,5.01383333333,56.4845333333,5.29202105264,60.5326666666,4.50533333333,13.6382666667,66.1483333333,17.7435333333,19.0978,6.33133333333
580.97,9.72150833333,5.0077,55.8180666667,5.30103508773,60.2400666667,4.5226,13.5490666667,65.3454,18.0533333333,19.0151333333,6.33853333333
581.31,9.68679166667,5.03506666667,55.1675333333,5.33520701754,59.9394666667,4.5376,13.4836666667,64.5471333333,18.3873333333,18.9344,6.40306666667
581.65,9.60938333333,5.00096666667,54.5440666667,5.30923157895,59.6695333333,4.5168,13.3944,63.7912,18.6910666667,18.8582666667,6.3984
581.98,9.42440000001,4.90643333333,53.842,5.21076842105,59.2922,4.43086666666,13.2164,63.0031333333,18.909,18.7101333333,6.3126
582.32,9.35449999998,4.91146666667,53.2878666667,5.19103508771,59.0435333333,4.4424,13.1547333333,62.3327333333,19.2077333333,18.6197333333,6.30173333333
582.66,9.3688,4.98643333333,52.8121333333,5.22831929825,58.8278,4.5224,13.1814666667,61.6410666667,19.5971333333,18.6239333333,6.354
583.00,9.32769166667,5.003,52.2202,5.25045263158,58.5574666667,4.56646666666,13.1396666667,60.9218,19.9258666666,18.5357333333,6.39413333333
583.34,9.26936666666,5.01933333333,51.6462666667,5.24403508773,58.2642,4.59506666667,13.1050666667,60.1029333333,20.2562,18.4496,6.42113333333
583.68,9.24860833333,5.07426666667,51.1540666667,5.26681052632,58.069,4.65146666667,13.1097333333,59.4654,20.6432,18.4359333333,6.43646666667
584.01,9.14147500001,5.0365,50.5289333333,5.22079649123,57.7132666667,4.59426666667,13.027,58.7198666667,20.9177333333,18.3111333333,6.38886666667
584.35,9.03382499999,4.97596666667,49.9266,5.16387017544,57.3489333333,4.5452,12.9126,57.9861333333,21.187,18.1832,6.34326666667
584.69,8.9835,4.98516666667,49.3750666667,5.13262807018,57.0142666667,4.53533333333,12.8581333333,57.2588,21.4852666667,18.0610666666,6.34
585.03,8.86414166667,4.93213333333,48.7865333333,5.07617192982,56.7165333334,4.4836,12.7654666667,56.5556666667,21.7707333333,17.9617333334,6.2884
585.37,8.75250833334,4.90393333334,48.1772666667,5.06065614035,56.3256,4.47426666667,12.6959333333,55.7711333334,22.0679333333,17.8077333333,6.2554
585.70,8.72856666665,4.90893333333,47.655,5.06869473685,55.9948666667,4.48786666667,12.6793333333,55.0709333333,22.4264,17.7188,6.2738
586.04,8.60498333333,4.8592,47.1362,5.01734736841,55.7133333333,4.42093333333,12.6036666667,54.3964,22.7656666667,17.6228,6.23313333333
586.38,8.44778333333,4.767,46.4942666667,4.92398947369,55.2745333333,4.32973333333,12.4502666667,53.6279333333,23.0054,17.4305333333,6.166
586.72,8.38976666667,4.7724,45.9759333333,4.93095438597,54.9478,4.33726666667,12.4484666667,52.9544,23.3642666667,17.4168666667,6.17393333333
587.06,8.30274166667,4.72563333333,45.5452666667,4.89322807018,54.6982666667,4.28286666667,12.3533333333,52.4150666667,23.7020666667,17.3108666667,6.13373333333
587.39,8.24566666667,4.72803333333,45.1086,4.88567368422,54.4492,4.28833333333,12.3142666667,51.8970666667,24.0574666667,17.2269333333,6.16253333333
587.73,8.232275,4.77603333333,44.6995333333,4.93043508773,54.19,4.34213333333,12.3083333333,51.3675333333,24.4395333333,17.2074666667,6.18713333333
588.07,8.18078333333,4.77346666667,44.3503333333,4.9337614035,53.9677333333,4.35066666667,12.2819333333,50.8053333333,24.8175333333,17.1255333333,6.18193333333
588.41,8.13827500001,4.7793,43.9775333333,4.93507719297,53.7335333333,4.38353333334,12.2491333333,50.2739333333,25.2137333333,17.1263333333,6.21146666667
588.74,8.14101666667,4.8272,43.6706666667,4.97372280702,53.4890666667,4.45486666667,12.2692666667,49.7892,25.6196666667,17.1226,6.27226666666
589.08,8.09533333334,4.8242,43.2008666667,4.91525614035,53.1725333333,4.42446666667,12.1970666667,49.2392666667,25.9257333333,17.0542666667,6.2652
589.42,8.02151666668,4.84496666667,42.7926666667,4.88514035087,52.901,4.42893333333,12.1414666666,48.713,26.2714,17.0207333333,6.2932
589.76,8.05595,4.93953333334,42.4294666666,4.9595368421,52.6284666667,4.54806666667,12.17,48.1974,26.6118,17.0059333333,6.37486666666
590.09,8.04614999999,4.97893333333,42.0727333333,5.01476842105,52.3382,4.60353333333,12.1851333333,47.7139333333,26.9691333333,17.0,6.43786666667
590.43,8.05239166666,5.04173333333,41.73,5.05567017544,52.0910666666,4.6716,12.1763333333,47.2116666667,27.3258666667,16.9402,6.50806666667
590.77,8.0872,5.1435,41.3056666667,5.14225964911,51.7342666667,4.77786666667,12.2342,46.6416666667,27.6973333333,16.9714666667,6.60266666667
591.11,7.97804166666,5.08423333333,40.8030666667,5.07906315789,51.3228666667,4.7306,12.1478,45.9645333334,27.9536,16.8401333334,6.5448
591.44,7.91839166666,5.07303333333,40.4122666667,5.05248421052,50.9976666667,4.7098,12.1098,45.4056666667,28.3015333333,16.7497333333,6.53413333333
591.78,7.83159166666,5.0398,39.9026666667,4.99274736841,50.5856666667,4.66686666667,12.0195333333,44.8106666667,28.5858666667,16.6465333333,6.48686666667
592.12,7.75505000001,5.01316666667,39.4668666667,4.96641052631,50.2330666667,4.63086666667,11.9758,44.2473333333,28.9050666667,16.5605333333,6.47266666667
592.46,7.61935000001,4.93586666667,38.9201333333,4.86814035088,49.7768666667,4.53453333333,11.8374,43.5856,29.1658666667,16.3894666667,6.393
592.79,7.56410833334,4.9311,38.5638,4.86604912281,49.4694666667,4.5366,11.8256666667,43.1069333333,29.5447333333,16.3236,6.39473333333
593.13,7.4968,4.87836666667,38.1552,4.83999649123,49.1158,4.5236,11.7943333333,42.5475333333,29.8285333333,16.2215333333,6.36613333333
593.47,7.40674166667,4.81093333333,37.7195333333,4.80582456141,48.744,4.4766,11.7372666667,42.0106,30.1678,16.1454,6.34026666667
593.80,7.37612499999,4.80766666667,37.3658666667,4.80390526316,48.4447333333,4.47793333333,11.7010666667,41.5381333333,30.5592666667,16.1009333333,6.3578
