wavelength,Back_SalNigf,Belly_SalNigf,Breast_SalNigf,Crissum_SalNigf,Crown_SalNigf,DorTail_SalNigf,Patch10_SalNigf,Rump_SalNigf,Throat_SalNigf,WingTip_SalNigf
193.23,63.0108333333,53.9785,78.4946666667,84.1935,103.7635,65.215,113.5485,86.8278333334,57.7418333334,88.9248333333
193.61,60.3895,55.5196666666,77.2726666666,81.7101666667,104.329166667,61.7426666666,112.338,86.5800833335,58.7663333333,89.9349999998
193.99,55.7358333334,49.4588333334,71.8615,78.3548333333,96.6451666669,56.7098333334,105.411333333,77.1645833334,57.4673333333,84.5236666667
194.37,58.7146666667,49.2375,70.1523333334,79.9561666667,97.6035,56.4268333333,106.754,76.1981666666,62.2005,85.73
194.75,66.6666666667,53.0301666667,75.541,82.0345,103.788,65.6385,111.904833333,83.8745,72.4026666667,92.0993333335
195.13,63.5056666667,51.2451666667,65.6128333333,77.7776666666,94.3486666665,63.1225833333,103.3525,77.4425833333,67.8161666667,83.4293333334
195.51,62.2165,50.6983333333,65.2703333333,74.1711666667,87.7835,62.8708333334,94.0661666666,72.0768333333,66.3176666666,77.3125
195.89,63.6438333334,51.062,65.4411666667,72.3038333333,85.8661666667,61.5195833333,89.4608333333,70.6698333333,65.1961666667,72.304
196.27,64.532,52.0526666667,66.6663333333,72.0031666667,85.468,62.4794166667,89.3266666666,71.01825,64.2856666667,70.0331666667
196.65,67.5788333333,54.0628333333,69.9005,73.7146666667,88.64,67.41275,90.0496666666,74.1706666667,67.6616666667,69.071
197.03,69.9651666666,55.5556666666,73.0903333334,75.6943333333,93.2291666669,71.7015,94.7048333333,78.7761666666,68.7503333333,72.1355
197.40,68.499,54.6246666667,73.3856666666,76.7888333333,92.2338333335,77.7488333334,95.2878333333,78.534,69.0228333334,72.7746666667
197.78,63.4281666667,48.8151666667,69.1155,71.485,84.1233333333,76.3430833333,88.6255,71.0506666667,63.823,70.774
198.16,65.3153333333,53.4535,68.3933333333,73.2733333333,88.3633333333,77.7401666666,91.2161666666,75.0749166667,68.018,75.6755
198.54,66.0713333333,57.4405,70.238,74.9998333333,91.4433333333,81.064,93.7498333333,78.0505833334,69.7918333333,78.3483333333
198.92,65.2175,59.4926666666,68.9853333333,76.5216666666,89.7103333334,80.2899166667,94.2755,76.5579166667,67.6086666666,77.1013333333
199.30,62.5731666667,57.968,69.4443333334,74.6346666666,89.1813333333,78.6184166667,93.4211666667,74.1595,67.6901666667,76.2425
199.68,64.7376666667,60.2623333333,75.2315,77.6235,94.5986666667,81.8675,99.8453333333,78.9736666667,70.0615,82.253
200.06,67.1406666666,65.166,81.8324999999,82.3855,99.921,86.9274166667,110.5845,84.0443333334,75.9083333333,88.7045
200.44,68.0885,69.8261666666,87.0458333335,83.2543333333,102.448666667,88.1516666667,116.034666667,87.91475,79.2261666667,94.3126666666
200.82,68.3575,70.2093333334,87.4398333335,83.9775,102.979,87.5604166666,118.357333333,89.9355833335,81.562,101.6105
201.19,68.661,70.2278333333,82.4786666665,79.2736666667,95.0143333334,80.7693333334,108.476,84.4730833333,80.057,98.5041666665
201.57,69.6778333333,72.2686666667,84.1035,77.171,95.7983333331,78.5715833333,108.473333333,84.0686666667,79.6218333333,100.07
201.95,73.44,78.3866666667,87.7475000002,79.2236666667,101.0655,81.2784166667,114.9165,90.06875,84.0183333333,104.414
202.33,72.0658333333,77.23,91.4711666665,78.2473333333,98.5918333335,79.8906666666,112.676333333,89.08475,81.7685,102.191
202.71,69.9828333334,75.2551666667,91.5818333334,77.2961666666,97.9591666667,77.8485,113.095,87.4150833333,79.9318333333,103.401
203.09,68.2405,72.3146666667,91.0186666669,75.6481666667,96.852,77.0370833333,111.7595,85.3704166667,79.3518333333,105.833
203.47,73.0608333334,77.4633333333,96.8554999998,80.9225,103.459166667,82.9140833333,117.190666667,93.08175,83.4381666667,115.618833333
203.85,71.5418333333,75.3968333334,94.4444999998,81.6328333333,105.2155,85.7709166667,121.882166666,94.3310833335,85.2608333333,116.213166667
204.22,73.236,80.4136666667,100.000166666,87.9563333334,113.990333333,91.6056666666,130.413666667,100.182416667,91.241,123.236333333
204.60,72.047,76.378,100.131166667,86.2205,115.354166666,93.4385,129.0025,98.03125,92.2573333335,123.097
204.98,65.1128333333,68.7853333333,94.0676666666,79.096,110.310666666,89.4068333333,128.1075,92.2316666669,84.6045000001,112.712
205.36,61.4381666667,70.9148333333,94.4444999998,80.3921666669,120.751666667,101.062166667,143.463833334,98.9380833335,89.0521666667,113.889
205.74,62.3763333334,75.0825,93.7295000002,88.6138333335,121.452333333,106.930666667,137.293833334,100.33,92.0791666666,108.415833333
206.12,56.6666666667,69.5,91.3333333333,91.6666666669,119.166666667,100.916666667,125.166666666,96.5833333335,89.6666666669,106.0
206.50,58.1698333333,73.366,92.1568333335,91.6666666669,125.816833333,107.761333333,126.9605,99.1011666669,92.1568333331,108.823833333
206.87,60.5796666667,75.2175,90.2898333335,85.0724999999,121.594166667,107.46375,116.811666667,96.3768333335,94.3478333335,104.927666667
207.25,62.8086666667,79.7841666667,96.7589999999,87.0370000002,134.8765,109.567666667,126.2345,104.629833334,99.2283333334,107.8705
207.63,60.096,76.6026666667,96.9551666667,81.5706666669,136.858666666,107.371583333,126.6025,101.923166667,99.1985,104.968
208.01,59.6573333333,77.726,94.7041666665,76.4798333334,131.62,98.4424166667,116.978333333,95.1712500001,93.4580000002,103.894
208.39,58.772,72.3683333333,83.3333333335,68.421,120.613833333,92.1784166667,101.608,86.5497499999,84.2104999999,96.1986666666
208.77,61.7886666667,73.9838333333,82.7911666666,71.8158333333,119.1055,93.4280833334,99.9998333333,89.3630833334,80.7588333333,95.122
209.14,65.4856666667,77.9528333334,85.8266666669,71.7846666667,121.784666667,100.459333333,96.719,91.2727500001,80.9713333333,97.5065
209.52,65.0498333333,78.3581666667,84.9501666667,70.0248333333,113.557166666,97.3258333334,88.3085,86.0695833333,76.8656666667,97.0148333333
209.90,62.0771666667,77.657,83.2125000002,61.5941666666,106.280333333,92.8745,82.6088333333,81.5821666665,75.0,95.7731666666
210.28,64.5555,78.2223333333,82.6666666669,59.3333333333,102.777833333,94.0556666666,82.7778333334,78.9445833334,75.2221666666,95.6666666669
210.66,69.259,80.7405,85.4321666665,60.2468333334,104.567833333,99.2591666667,89.1356666666,82.037,76.6666666667,99.3826666667
211.03,65.0666666667,76.6666666667,85.3333333335,58.5333333334,98.5333333332,96.1333333334,92.6666666667,78.6666666669,71.0666666667,97.3333333333
211.41,62.8676666666,76.4706666667,82.1080000001,57.4755,89.3385,92.3404166667,83.8238333333,72.5489166667,68.6273333333,94.4851666667
211.79,67.0188333333,82.5118333333,84.8591666665,63.3801666667,92.2536666667,94.4835833333,88.1455,79.4600833333,74.2956666666,96.1266666666
212.17,64.352,82.2915,82.9863333332,62.037,93.1711666667,94.5025,90.8561666666,81.3657499999,76.3886666667,93.2871666665
212.55,59.9485,81.3951666666,83.4623333335,58.527,92.894,92.9585833333,92.8938333334,80.5555,77.7778333334,91.9898333335
212.92,51.5535,74.7175,76.4123333333,49.7175,85.452,85.6639166667,85.8756666667,72.4573333332,75.2825,86.158
213.30,49.8538333333,70.614,77.9240000002,48.3918333333,81.4328333334,76.462,85.38,70.3946666665,80.7016666669,85.8186666665
213.68,51.5,67.8333333333,84.3333333333,51.8333333333,87.0,79.1666666667,91.3333333333,75.1666666667,85.8333333333,93.1666666665
214.06,52.0598333333,63.8578333334,88.5766666666,59.9251666667,87.0786666667,83.0523333333,94.382,82.7715833333,85.7678333335,98.6891666667
214.44,57.0421666666,66.9011666666,101.643333333,63.8496666666,95.7746666667,93.8968333334,108.685666667,97.535,92.4883333335,113.849666667
214.81,69.1256666667,71.5845,124.043833333,81.1475,112.8415,105.601083333,111.475166667,116.257083333,101.912666667,134.6995
215.19,79.5976666666,84.1956666666,138.2185,92.2415,133.333166667,113.2185,118.678166667,132.758666667,111.494166667,143.9655
215.57,102.845333333,106.910333333,191.87,122.357833333,181.707333333,154.674916666,163.008,183.33325,146.341666667,185.772333334
215.95,94.4443333333,91.4141666665,217.171666666,119.697,187.878833333,162.121,153.030166667,193.43425,140.909,214.141333334
216.32,108.9285,89.8811666665,251.190666666,141.6665,181.547666666,172.321583333,137.499833333,200.297666666,133.333166667,236.309666666
216.70,108.642,87.6545000001,257.407333333,149.382666667,169.753166667,191.666583334,130.864,198.765416667,120.370166666,228.395166667
217.08,306.25,256.25,752.083333335,414.583333333,477.083333333,585.416666667,297.916666667,542.708333333,300.0,652.083333333
217.46,-153.03,-157.575833333,-477.272666667,-246.969833333,-289.393833334,-412.878833333,-143.939333333,-329.5455,-128.787833333,-412.121166667
217.83,-28.8463333334,-32.0513333331,-162.8205,-51.2821666666,-83.9743333331,-139.102666666,-22.4356666666,-83.9743333333,-35.2563333333,-123.077
218.21,-5.1281666667,-2.564,-77.7778333333,-19.2308333333,-29.0598333333,-67.7349166667,8.97466666665,-24.1451666666,-7.265,-56.4103333333
218.59,-56.818,-60.6061666668,-182.575833333,-94.6970000001,-72.7271666667,-148.86375,4.54566666665,-65.5303333331,-45.4545,-121.969666667
218.97,-520.833333332,-600.0,-1250.0,-745.833333333,-683.333333333,-1083.33333333,-345.833333333,-556.25,-620.833333332,-945.833333331
219.34,196.666666667,278.333333333,488.333333333,323.333333333,261.666666667,459.166666666,151.666666667,206.666666666,256.666666667,411.666666666
219.72,84.7826666667,136.231833333,215.2175,144.202833333,116.666666667,213.0435,63.768,100.72475,136.956666666,187.681166667
220.10,68.9815,117.592833333,153.703666667,106.481333333,93.5186666667,169.212916667,69.9075,68.05575,108.3335,131.018666666
220.47,53.6231666667,105.434833333,126.086833333,92.7534999998,90.2175,152.536416667,67.0293333333,60.3261666667,105.0725,118.116
220.85,60.452,101.412333334,120.903833333,88.7005,95.7625000001,132.909583333,74.0113333333,70.9038333334,105.932166666,115.536666667
221.23,59.9206666666,84.5236666665,104.365166666,74.4046666667,84.5240000001,105.555583333,77.7778333334,69.0475833334,94.8413333335,102.182666667
221.61,56.2891666667,76.1005,92.6101666668,70.5973333333,78.1446666667,87.5,71.3838333333,63.99375,83.805,88.9935000001
221.98,52.9041666667,74.116,86.8688333332,67.4241666667,74.2423333334,81.0604166666,68.9395,63.9519166667,74.7473333333,81.8181666667
222.36,48.889,72.8398333334,88.7651666667,64.1976666666,73.9506666666,76.42,73.5801666667,63.0863333333,70.3705,78.642
222.74,45.0141666666,76.3533333334,88.8891666666,63.6753333333,79.3448333333,78.98875,82.1938333333,67.7351666667,77.3503333333,80.3418333333
223.11,34.7896666666,74.272,83.4951666665,59.2231666667,71.8448333333,71.44025,77.3466666667,61.08425,73.1391666667,75.4045
223.49,40.4443333334,85.3335,98.2223333335,67.7776666667,88.0,83.8886666666,89.9996666667,74.4444166667,90.4444999998,88.4445000002
223.87,45.3215,90.0585,105.263,81.2865,93.8596666667,82.8945833333,102.339166667,78.801,97.6606666665,95.3215000001
224.24,50.9258333333,105.0925,133.796166667,102.314833333,106.0185,99.3055833335,109.722,91.6665833335,125.463,112.5
224.62,135.714,323.8095,480.952166667,276.1905,357.143,295.238416666,330.952666667,291.66675,404.761833334,326.190333334
225.00,-121.428666667,-276.1905,-342.857166667,-219.047666666,-259.524,-201.190416666,-166.666833333,-154.762,-328.571333333,-257.143
225.38,-155.0,-266.666666666,-258.333333333,-296.666666667,-240.0,-165.833333334,-103.333333333,-170.833333334,-268.333333333,-213.333333333
225.75,-118.888833334,-198.888666667,-152.222166667,-198.888833334,-179.999833333,-137.778,-105.5555,-133.333333333,-184.4445,-177.777833333
226.13,-32.9166666667,-47.5,-30.4166666667,-65.0,-42.9166666667,-36.875,-24.1666666667,-31.25,-55.4166666667,-50.4166666667
226.51,-58.9148333334,-56.2016666667,-41.8606666666,-82.1706666665,-74.8063333335,-75.0000833334,-31.3953333333,-62.4032499998,-79.4573333335,-65.5038333334
226.88,-47.9533333334,-39.1813333333,-39.766,-66.3743333333,-59.3568333334,-59.7950833334,-14.035,-44.00575,-54.3858333333,-52.9241666666
227.26,-35.654,-28.0591666667,-28.4813333334,-44.0928333334,-44.9366666666,-46.519,-6.751,-34.9155,-34.8103333333,-33.1225
227.64,-35.038,-32.5756666667,-35.2275,-46.9695,-42.8028333333,-49.14775,-5.6815,-35.9846666667,-38.2576666666,-33.7125
228.01,-34.0581666666,-37.5,-45.29,-45.8333333333,-50.7248333333,-55.0725833334,-9.23933333334,-42.93475,-45.4708333333,-33.5145
228.39,-33.3333333333,-36.6971666666,-44.4953333333,-46.636,-50.306,-48.1649166667,-18.5016666666,-48.24175,-44.0368333333,-33.4865
228.76,-43.4781666667,-42.6086666666,-56.8116666666,-58.9855,-62.0293333333,-55.2898333334,-32.464,-59.42025,-52.6088333333,-44.3476666667
229.14,-32.2463333333,-34.7828333333,-48.7921666667,-47.7053333333,-52.2948333333,-48.007,-27.8983333333,-52.1135833333,-39.9758333333,-34.0578333333
229.52,-19.4443333334,-23.8683333334,-36.3168333333,-31.5843333333,-38.3745,-33.5904166667,-17.0783333333,-36.9341666667,-24.4855,-22.3251666666
229.89,-13.7038333333,-18.4256666667,-31.0186666666,-25.5555,-28.9815,-25.741,-8.426,-26.2501666667,-16.2038333333,-12.1295
230.27,-15.93,-20.626,-34.1621666667,-24.4016666667,-29.5578333333,-25.8746666667,-5.801,-25.3221666666,-13.1678333333,-10.5893333333
230.65,-10.0695,-16.927,-26.8226666667,-16.84,-21.2673333333,-17.8385,-0.6945,-15.19075,-6.33666666665,-3.646
231.02,-13.0555,-21.2963333333,-31.1111666667,-21.4815,-25.5555,-20.3704166667,-5.27766666666,-18.61125,-9.07416666667,-5.55533333333
231.40,-16.966,-27.0458333334,-34.1316666667,-26.8465,-31.2375,-24.0018333333,-9.88033333333,-22.455,-17.3653333333,-8.982
231.78,-18.9161666667,-28.3228333333,-36.4008333333,-30.2656666667,-35.8895,-24.9999166667,-15.133,-24.6421666666,-18.507,-10.3271666666
232.15,-20.5521666667,-29.0388333333,-32.822,-32.1063333334,-35.3781666667,-26.1245833333,-15.4395,-22.6993333333,-14.9283333333,-12.1676666666
232.53,-24.724,-33.5543333334,-35.9823333333,-34.3266666666,-37.8588333333,-29.691,-17.1083333334,-21.7993333333,-14.3486666667,-13.4658333333
232.90,-21.839,-32.529,-31.7241666667,-31.0345,-32.2988333333,-27.2414166667,-11.3793333333,-18.6206666667,-12.7586666667,-10.0001666667
233.28,-21.562,-29.9533333334,-31.7015,-31.8183333334,-29.4871666666,-24.0094166667,-7.80883333335,-16.6666666667,-13.2868333333,-12.2376666667
233.66,-13.7681666667,-20.0828333333,-24.8445,-22.4636666666,-19.4618333333,-18.0643333333,-3.83,-9.16158333334,-8.28166666669,-3.72683333333
234.03,-11.238,-14.6666666667,-19.9046666667,-18.3808333333,-16.476,-16.2855,-1.0475,-8.38091666668,-9.0475,-1.8095
234.41,-1.79766666667,-5.39216666667,-8.57833333335,-11.4378333333,-7.92499999998,-7.067,4.33,-1.83841666669,-4.41166666669,4.57516666666
234.78,-0.697666666665,-5.03866666666,-5.81400000002,-9.845,-7.59666666666,-3.72083333333,3.56583333334,-2.44183333334,-4.65116666667,2.558
235.16,2.03266666667,-1.69366666666,-2.6423333333,-2.64233333333,-3.31983333332,-0.406583333335,6.09766666667,0.60975,-1.15183333333,4.87833333334
235.54,1.41033333334,-0.3205,-4.61533333335,-1.15366666667,-2.75633333333,-1.25008333333,5.19216666666,-0.064083333335,-0.256666666665,4.87166666667
235.91,2.355,1.14716666667,-1.69066666665,2.23416666667,0.785166666665,-1.41933333333,7.488,3.89483333333,1.08683333333,6.40083333333
236.29,7.39516666667,5.96016666666,1.98683333333,8.3885,5.96016666665,4.16666666666,12.9138333333,8.85783333335,5.02216666667,9.16099999999
236.66,9.00616666668,7.50516666666,3.83016666666,11.3353333334,7.66050000002,5.87491666666,14.855,10.40375,7.19466666667,10.7141666667
237.04,8.61033333335,6.69683333334,3.22266666667,10.977,7.855,5.161,14.854,10.95175,8.50966666666,11.7823333333
237.41,9.43983333332,8.45616666667,4.71983333333,12.5368333333,9.63616666665,6.53875,15.8798333333,12.0450833334,11.111,15.585
237.79,8.6455,8.88566666666,6.14783333333,11.8635,9.84633333332,7.0365,16.5225,11.9595833334,9.79816666668,16.0423333333
238.17,9.2795,10.4503333333,8.01783333333,12.2523333333,11.5315,8.44608333334,16.6218333334,12.4324166667,10.4955,16.7118333333
238.54,8.85133333332,9.67183333331,6.60633333333,11.442,10.2763333333,8.87283333333,15.6305,11.9604166666,9.15383333335,16.235
238.92,7.857,9.28566666665,5.119,10.1191666667,9.64283333332,7.93658333334,14.246,10.5355833333,8.651,16.4683333333
239.29,6.16266666667,8.17816666668,4.18616666667,7.48066666666,8.3335,6.29841666667,13.3335,8.75958333333,7.0155,16.3565
239.67,6.73033333333,7.50516666666,4.5805,6.6595,8.8795,7.18816666666,13.7066666667,9.53133333333,8.10416666666,16.561
240.04,6.35816666667,6.96833333333,3.33983333334,5.55566666667,8.1565,6.90425,12.492,7.99608333334,7.2575,15.8316666666
240.42,5.78633333333,6.174,3.184,4.23583333333,7.64133333333,5.73083333333,11.9048333334,6.31233333333,6.78316666667,15.5871666667
240.79,6.139,5.85133333333,3.1415,4.07666666666,7.14633333334,5.288,11.1271666667,6.079,6.16316666666,15.1556666667
241.17,7.71283333334,7.2375,4.71466666667,6.2035,8.33333333333,7.17541666667,12.138,7.651,6.67883333333,16.1288333333
241.54,8.232,7.09016666667,5.39583333334,6.9245,8.5635,7.56891666667,12.4865,8.50841666666,6.243,16.059
241.92,7.85416666666,5.73483333334,4.99483333334,6.12166666666,7.85416666666,6.98791666667,11.9071666666,8.039,5.718,15.3211666667
242.29,7.36016666667,4.78666666666,4.37866666667,5.82233333333,6.87366666667,6.74833333334,11.2521666667,7.68975,5.06916666667,13.9518333333
242.67,7.57583333333,4.90183333333,4.76816666667,6.25383333333,7.42733333333,6.40208333333,11.854,7.96941666666,5.28816666667,13.9485
243.05,7.4185,5.2555,4.79083333333,6.62033333333,7.6365,6.46783333334,12.6308333334,8.602,5.34266666667,13.6905
243.42,8.06483333333,5.72033333334,5.22583333333,7.3025,8.60166666667,6.9775,13.432,9.83058333335,5.72033333334,13.997
243.80,8.0955,5.8725,5.35516666667,7.24283333333,8.697,7.01208333334,13.9261666667,9.94825000001,5.6485,13.954
244.17,8.67166666667,6.55883333334,6.06183333334,7.912,9.59666666666,8.10533333334,15.341,10.4666666666,6.33783333333,14.4298333334
244.55,8.72683333333,6.90816666667,6.28383333334,8.1705,10.2333333334,9.039,15.6891666666,10.6676666667,6.50083333333,14.5763333333
244.92,8.31383333333,7.195,6.47916666666,7.48116666667,9.97916666665,9.20508333334,15.9381666666,10.1939166667,6.32333333334,14.2465
245.30,7.47633333333,6.54,5.85933333333,6.35783333333,9.02016666667,8.27225,15.5361666667,8.91683333333,5.53133333333,13.044
245.67,6.78633333333,6.02133333334,5.77733333334,5.53316666667,8.26116666666,7.79533333333,14.9591666666,8.117,4.90133333333,12.209
246.05,6.5265,6.14616666666,5.4155,5.4755,8.04833333333,7.25225,14.685,7.57766666667,4.76483333333,11.7316666667
246.42,6.532,5.88633333334,5.49483333334,5.28566666666,7.98783333333,6.99591666666,14.5925,7.178,4.758,11.9815
246.79,5.52466666667,4.93133333333,4.80416666667,4.41433333333,6.98183333334,6.42691666666,13.7858333333,6.23608333333,4.0415,11.1338333334
247.17,5.495,4.72933333333,4.9265,4.35833333334,6.84516666666,6.31616666666,13.6981666666,5.85833333334,3.94733333333,11.14
247.54,5.62766666667,4.912,5.18066666666,4.65883333334,6.6935,6.47716666667,13.4761666667,5.75441666667,4.1965,11.3076666667
247.92,5.53633333333,5.033,5.31366666667,5.05466666666,6.61483333333,6.38475,13.4023333334,5.878,4.149,11.4538333333
248.29,5.1255,4.58983333334,4.97066666667,4.639,5.82333333333,5.70366666666,12.7816666667,5.52016666667,3.62383333333,11.1603333333
248.67,4.532,3.96466666666,4.54616666667,4.0,4.915,4.98958333334,12.163,5.24808333333,3.01416666666,10.7161666667
249.04,5.10966666666,4.29583333333,5.08783333334,4.5865,5.5095,5.54208333334,12.9523333333,5.89108333334,3.39433333334,11.266
249.42,5.6555,4.71916666667,5.65533333333,4.9415,6.01616666667,6.185,13.4901666666,6.49175,4.02883333334,11.9091666667
249.79,5.35633333333,4.40616666667,5.11883333333,4.70916666667,5.774,5.77383333334,13.3576666667,6.30216666667,3.95583333333,11.6951666667
250.17,4.89566666666,4.10183333333,5.00266666667,4.548,5.51983333333,5.63608333333,13.0281666666,6.24241666667,3.88783333334,11.4858333333
250.54,4.707,4.14983333333,5.00466666666,4.71666666667,5.62916666667,5.43708333333,13.0645,6.43133333334,4.12116666667,11.7963333333
250.92,4.94683333333,4.48816666667,5.4775,5.2225,5.92616666666,5.6305,13.1171666667,6.7065,4.39633333333,12.1991666667
251.29,4.94266666666,4.4325,5.55916666666,5.15516666667,5.81416666667,5.60133333333,12.872,6.91441666666,4.2305,12.1066666666
251.66,4.65216666667,4.279,5.39833333333,4.49866666667,5.7495,5.5025,12.8266666667,6.693,4.01583333333,11.466
252.04,5.34366666667,4.66333333334,5.92366666667,4.42883333333,6.25816666666,6.18041666666,13.2416666667,6.79375,4.68533333334,11.7133333334
252.41,5.85133333333,5.02033333333,6.6265,4.94166666667,6.98566666666,6.7835,13.612,7.23258333333,5.64933333333,12.2753333333
252.79,6.58216666666,5.9205,7.25533333333,5.6925,7.6315,7.30675,13.8943333333,7.8825,6.206,12.6968333333
253.16,5.6175,5.28066666667,6.30216666667,5.10683333333,6.42983333333,6.54566666667,12.3606666667,7.34108333333,5.74483333334,11.9545
253.54,5.39966666666,5.02583333333,5.70333333333,5.18916666666,6.1945,6.21183333333,12.0266666666,7.19375,5.65683333333,11.8163333333
253.91,6.41316666666,5.9225,6.49666666667,5.9105,6.95133333334,7.107,12.6463333334,7.95041666667,6.64016666666,12.5746666666
254.28,7.30633333334,6.28533333334,6.87566666666,6.13766666666,7.26933333334,7.58316666666,13.4931666666,8.444,6.87566666667,12.9645
254.66,7.82533333334,6.73283333333,7.17733333333,6.2245,7.27883333333,8.111,13.5796666667,8.56833333334,7.025,13.0083333334
255.03,8.17016666667,6.42116666667,7.20433333333,6.00366666667,7.00866666667,7.8375,13.5081666667,8.40516666667,7.0475,12.8035
255.41,8.7675,6.47416666667,7.19316666667,6.162,7.36983333333,7.90566666666,13.477,8.67258333333,7.28816666667,13.2463333334
