wavelength,Back_SalNigf,Belly_SalNigf,Breast_SalNigf,Crissum_SalNigf,Crown_SalNigf,DorTail_SalNigf,Patch10_SalNigf,Rump_SalNigf,Throat_SalNigf,WingTip_SalNigf
379.44,8.992,16.1161666667,13.9391666667,9.36166666669,9.48816666665,5.64208333334,20.5038333334,10.0215833333,5.18116666666,10.935
379.80,8.97933333333,16.2396666667,13.9675,9.40983333331,9.5245,5.64658333334,20.5773333334,10.03875,5.19583333333,10.9071666667
380.16,9.02166666667,16.2741666667,13.9496666666,9.45050000001,9.48583333332,5.68591666667,20.5708333334,10.0245,5.2345,10.9441666667
380.52,9.03466666667,16.3336666667,13.9536666667,9.43533333335,9.50066666665,5.6515,20.6428333334,10.0235,5.252,10.9711666666
380.88,9.04966666667,16.365,14.031,9.44516666665,9.48749999999,5.61583333333,20.6415,10.076,5.21833333333,11.0375
381.24,8.985,16.2881666666,13.9646666667,9.38200000002,9.40433333333,5.48791666667,20.5335,10.0465833334,5.12283333334,10.9675
381.61,8.95716666667,16.2596666667,13.9735,9.31516666665,9.38516666669,5.43866666667,20.498,10.051,5.084,10.9686666667
381.97,8.9545,16.36,14.0125,9.37333333331,9.454,5.4715,20.5666666667,10.0940833333,5.10933333333,11.0738333333
382.33,8.923,16.3681666666,14.0468333333,9.3455,9.4525,5.4635,20.5996666667,10.099,5.10533333334,11.0881666667
382.69,8.90083333333,16.3261666667,13.998,9.29016666668,9.35300000001,5.45233333333,20.4381666666,10.0355833333,5.03566666666,11.0696666667
383.05,8.89583333333,16.3658333334,13.9758333333,9.26816666665,9.372,5.48083333334,20.4556666666,10.0311666667,5.02966666666,11.06
383.41,8.92983333334,16.4493333333,14.0655,9.32299999999,9.41899999999,5.44916666666,20.4931666666,10.0564166667,5.03833333333,11.0606666667
383.77,8.95483333333,16.4691666667,14.1128333334,9.37183333335,9.43366666668,5.48691666666,20.5688333333,10.05175,5.06066666667,11.0836666667
384.14,9.00416666667,16.4991666666,14.1151666666,9.37383333333,9.42899999998,5.4625,20.5383333334,10.0468333333,5.02,11.0413333333
384.50,9.06733333334,16.5086666667,14.1286666667,9.39683333333,9.47183333335,5.50758333334,20.5458333334,10.0645,5.03366666667,11.0353333333
384.86,8.97316666666,16.4526666666,13.9783333334,9.36416666665,9.4135,5.44658333333,20.489,9.96333333331,4.99,10.9093333333
385.22,8.97466666666,16.494,13.9973333333,9.39866666667,9.45966666667,5.46833333333,20.5346666667,9.98508333333,4.97766666666,10.9108333333
385.58,8.976,16.6115,14.0088333334,9.49650000002,9.50050000002,5.49725,20.5796666666,10.0360833333,4.99966666667,10.9093333334
385.94,9.009,16.6361666667,14.017,9.56933333333,9.51466666667,5.50016666667,20.6695,10.0499166667,5.0155,10.9005
386.30,9.041,16.6615,14.0008333334,9.59983333331,9.51133333332,5.515,20.6485,10.0875,5.00566666667,10.89
386.66,9.11366666667,16.765,14.06,9.70699999998,9.64083333331,5.5445,20.8236666666,10.1653333333,5.05716666667,10.9121666667
387.03,9.097,16.7708333333,14.0578333334,9.69333333331,9.63866666665,5.51708333334,20.8073333334,10.1859166667,5.02466666667,10.8776666667
387.39,9.056,16.7353333333,14.0098333334,9.66183333335,9.61366666667,5.5085,20.8295,10.1845833333,4.99683333334,10.8628333333
387.75,9.1285,16.7585,13.997,9.6795,9.69383333332,5.56633333333,20.8973333333,10.24525,5.0405,10.8753333333
388.11,9.065,16.761,13.9593333333,9.649,9.71699999998,5.58208333333,20.981,10.2291666667,5.01616666666,10.8151666667
388.47,9.00683333333,16.8071666666,13.953,9.66266666667,9.68816666666,5.5555,21.0066666666,10.2325,4.9635,10.7598333333
388.83,8.9865,16.8511666667,13.9815,9.61233333335,9.65566666669,5.54058333334,21.0208333333,10.19125,4.8975,10.7463333333
389.19,8.96883333333,16.8706666667,13.941,9.60633333333,9.61633333335,5.50483333334,21.0273333334,10.16075,4.85833333333,10.7083333333
389.55,8.93166666667,16.8216666667,13.9058333333,9.55050000001,9.604,5.45891666666,21.0573333334,10.1368333333,4.81233333333,10.6605
389.91,8.87166666667,16.8428333334,13.8978333334,9.48283333335,9.54683333333,5.39158333334,21.0025,10.0956666667,4.77633333333,10.6395
390.27,8.85233333333,16.8748333333,13.9011666667,9.50116666667,9.54916666665,5.37758333334,21.0775,10.0895,4.79466666667,10.6423333333
390.63,8.78383333334,16.8625,13.8916666666,9.43533333334,9.44966666669,5.30941666666,20.9976666667,10.0156666667,4.7675,10.615
391.00,8.80833333333,16.9291666667,13.9715,9.459,9.45549999999,5.30433333334,21.0743333333,10.0336666667,4.76483333333,10.6415
391.36,8.82833333333,17.0531666667,14.0336666666,9.52716666666,9.49733333333,5.3605,21.1035,10.0920833334,4.79266666666,10.6893333333
391.72,8.78566666667,17.0933333333,14.1155,9.51666666668,9.47949999999,5.28425,21.1373333333,10.0839166667,4.75266666667,10.7436666667
392.08,8.861,17.1696666667,14.197,9.5895,9.52066666667,5.27825,21.1273333334,10.1265833333,4.77666666667,10.8691666666
392.44,8.86683333333,17.1975,14.1921666667,9.62216666665,9.53833333331,5.28008333333,21.1613333334,10.1195833334,4.77083333334,10.8966666666
392.80,8.99,17.273,14.2768333333,9.71916666665,9.62750000002,5.33375,21.2648333333,10.24025,4.853,11.0011666667
393.16,9.02033333333,17.3196666667,14.3863333333,9.74399999999,9.65316666668,5.34816666666,21.3135,10.2679166666,4.87583333333,11.0495
393.52,9.042,17.3436666667,14.3566666667,9.77133333334,9.64833333335,5.35466666667,21.2776666666,10.275,4.86133333333,11.03
393.88,9.074,17.371,14.4073333333,9.80983333331,9.65399999999,5.38,21.279,10.2631666667,4.86433333333,11.0088333333
394.24,9.0835,17.4081666667,14.4418333334,9.83116666665,9.66316666666,5.39066666667,21.2688333333,10.25875,4.86633333333,11.008
394.60,9.04733333333,17.4188333333,14.4186666667,9.85483333333,9.67766666668,5.40575,21.3441666666,10.2541666667,4.82516666667,11.01
394.96,9.02716666666,17.3963333334,14.3708333333,9.88133333332,9.64116666667,5.37875,21.26,10.2143333333,4.82016666667,10.9656666667
395.32,9.06883333334,17.4043333333,14.4028333333,9.8865,9.67483333332,5.37125,21.2955,10.2133333334,4.84133333333,10.9415
395.68,9.12,17.4348333333,14.3996666666,9.91516666665,9.69950000002,5.412,21.3061666667,10.2485833333,4.84083333333,10.9355
396.04,9.13483333333,17.4938333333,14.3973333333,9.9765,9.726,5.45116666666,21.3813333333,10.2809166667,4.88533333333,10.908
396.40,9.18266666666,17.5316666666,14.4518333333,9.98400000001,9.74433333333,5.46033333333,21.4063333333,10.3319166667,4.94633333333,10.9395
396.76,9.19816666666,17.5603333333,14.473,10.0205,9.77983333332,5.47225,21.4488333334,10.335,4.966,10.9225
397.12,9.20283333334,17.5951666667,14.4233333333,10.0565,9.81433333332,5.48916666666,21.4666666666,10.3694166667,4.98166666667,10.9096666667
397.48,9.21383333333,17.6661666667,14.5353333333,10.1,9.84716666667,5.50983333334,21.5478333333,10.3935833333,5.01133333333,10.9593333333
397.84,9.271,17.7065,14.5575,10.137,9.93166666667,5.52716666666,21.6513333334,10.4889166667,5.04266666667,11.0266666666
398.20,9.2715,17.744,14.58,10.1615,9.97716666666,5.547,21.7078333334,10.5373333333,5.02583333334,11.0526666667
398.56,9.3625,17.8221666666,14.643,10.2461666666,10.0565,5.61383333334,21.7235,10.6228333334,5.09983333333,11.1008333333
398.92,9.45666666667,17.9725,14.7925,10.3643333333,10.151,5.71883333334,21.8685,10.7261666667,5.19233333334,11.2163333333
399.28,9.46916666667,18.0161666667,14.7925,10.3923333333,10.134,5.68141666667,21.8835,10.7328333333,5.18116666667,11.261
399.64,9.4345,18.011,14.7788333333,10.4036666667,10.1305,5.643,21.8936666666,10.7260833333,5.17033333333,11.1988333333
400.00,9.36566666666,18.0448333333,14.7861666667,10.3616666667,10.0868333333,5.5665,21.8731666667,10.685,5.122,11.151
400.36,9.33983333333,18.087,14.7923333334,10.4093333333,10.1028333333,5.55716666667,21.8973333333,10.6663333333,5.11816666667,11.1533333333
400.72,9.297,18.1921666666,14.833,10.465,10.081,5.53108333333,21.914,10.6704166667,5.136,11.1611666667
401.08,9.26433333333,18.1968333333,14.8365,10.4725,10.0091666666,5.49208333333,21.8636666666,10.6253333333,5.111,11.1306666667
401.44,9.25633333333,18.2045,14.8218333333,10.5006666666,9.98116666667,5.46833333333,21.8236666666,10.6265,5.1245,11.079
401.80,9.23966666667,18.2751666667,14.8643333334,10.5495,9.99199999999,5.46516666666,21.8748333333,10.6298333333,5.136,11.0786666667
402.16,9.26816666666,18.3548333333,14.932,10.5823333333,9.998,5.45133333334,21.9006666667,10.6185833333,5.1675,11.0698333333
402.52,9.23116666667,18.3696666667,14.9461666667,10.5613333333,9.95716666665,5.3765,21.9273333333,10.5905833334,5.12733333334,11.0103333334
402.88,9.1975,18.3566666666,14.923,10.5393333333,9.91933333334,5.32691666666,21.922,10.5611666666,5.07933333333,11.0056666667
403.24,9.16966666666,18.362,14.9223333334,10.5798333333,9.92350000002,5.35408333333,21.9453333333,10.57475,5.074,10.9753333334
403.60,9.204,18.4105,14.952,10.6265,9.93433333335,5.39991666666,21.9786666666,10.5879166666,5.1045,11.0438333334
403.95,9.27433333333,18.4581666667,15.0405,10.7211666666,9.98833333333,5.49091666667,22.0368333333,10.6483333333,5.17166666667,11.109
404.31,9.32066666667,18.4701666667,15.0206666667,10.7378333333,10.0145,5.49633333334,22.0728333333,10.6696666666,5.17183333333,11.091
404.67,9.33216666667,18.4338333334,14.9965,10.674,10.022,5.495,22.0675,10.6876666666,5.13583333334,11.079
405.03,9.3425,18.4555,15.0068333333,10.6738333333,10.0511666667,5.50691666667,22.1143333334,10.71225,5.14283333334,11.0811666667
405.39,9.33933333333,18.4825,15.008,10.6686666667,10.0631666666,5.49675,22.1733333334,10.7101666667,5.09483333333,11.0856666667
405.75,9.349,18.4903333333,14.9995,10.6961666667,10.026,5.51583333333,22.1083333334,10.6893333333,5.08533333333,11.066
406.11,9.34583333334,18.4826666667,14.9665,10.7326666667,10.0193333333,5.53408333333,22.116,10.71175,5.09383333334,11.088
406.47,9.39466666666,18.5383333333,15.001,10.8005,10.05,5.57733333333,22.0913333334,10.7616666667,5.11116666666,11.1448333334
406.83,9.38166666666,18.5638333333,14.9751666667,10.7986666666,10.082,5.57225,22.134,10.7816666667,5.0785,11.1066666666
407.19,9.37666666666,18.6083333333,14.9981666667,10.7918333333,10.0755,5.56625,22.129,10.7779166667,5.05483333333,11.1001666667
407.55,9.34716666667,18.6163333333,14.9865,10.7913333333,10.0661666667,5.5445,22.0791666666,10.78875,4.99666666666,11.0716666666
407.90,9.3245,18.6186666667,14.9656666666,10.7633333333,10.0586666667,5.48633333334,22.0648333334,10.7866666666,4.94433333334,11.0245
408.26,9.304,18.6346666666,15.005,10.7388333333,10.0196666667,5.47616666666,22.0286666667,10.7905833333,4.8975,11.002
408.62,9.31466666667,18.671,14.9816666667,10.809,10.0208333333,5.47325,22.0283333333,10.76425,4.9155,10.9898333333
408.98,9.4245,18.8175,15.096,10.892,10.1138333333,5.55233333333,22.1641666667,10.8504166666,4.97766666667,11.0691666667
409.34,9.48566666667,18.911,15.1373333333,10.9775,10.1475,5.63208333334,22.1926666666,10.8886666666,5.05033333333,11.1505
409.70,9.50683333333,18.9555,15.1531666666,10.9923333334,10.179,5.64375,22.2571666667,10.9099166667,5.05766666667,11.1593333333
410.06,9.54183333333,18.9825,15.2103333334,11.0198333334,10.1938333333,5.65058333333,22.2811666667,10.9239166667,5.06483333333,11.1323333333
410.42,9.52983333334,18.9856666666,15.2323333333,11.0266666667,10.2091666667,5.64825,22.3698333334,10.91075,5.082,11.118
410.77,9.5165,19.0056666667,15.2491666667,11.0311666667,10.1771666667,5.632,22.3355,10.89175,5.09833333333,11.1133333333
411.13,9.506,18.9628333333,15.2228333333,11.0411666666,10.1625,5.6085,22.3708333333,10.885,5.09283333333,11.1063333334
411.49,9.5115,19.0276666666,15.2233333333,11.0821666667,10.1651666667,5.60225,22.4135,10.9073333333,5.1325,11.087
411.85,9.5345,19.0446666667,15.229,11.1045,10.1525,5.58358333333,22.4481666667,10.8901666666,5.11516666667,11.0826666666
412.21,9.5355,19.102,15.2361666666,11.165,10.1911666667,5.60591666667,22.5123333333,10.9370833333,5.13216666667,11.1003333333
412.57,9.57666666666,19.1916666667,15.3148333334,11.2361666666,10.2408333333,5.62716666666,22.5911666667,11.013,5.136,11.1588333333
412.92,9.51883333333,19.1705,15.2626666666,11.2681666667,10.2133333333,5.58083333333,22.5065,10.9890833333,5.09116666667,11.116
413.28,9.48583333334,19.1303333334,15.2665,11.2486666666,10.2075,5.51125,22.507,10.9970833333,5.05716666667,11.0553333333
413.64,9.4505,19.1543333334,15.3171666666,11.2446666667,10.1925,5.49833333334,22.4596666667,11.0339166667,5.05633333334,11.0603333333
414.00,9.43816666667,19.2126666667,15.3315,11.2815,10.1836666667,5.48116666667,22.5305,11.0510833334,5.0335,11.093
414.36,9.42966666666,19.2475,15.315,11.283,10.1581666667,5.45566666666,22.5193333333,11.0579166667,5.02283333334,11.0906666666
414.72,9.47416666666,19.274,15.3738333333,11.3416666667,10.1955,5.5225,22.543,11.1024166667,5.05016666666,11.1415
415.07,9.53566666667,19.3806666667,15.4348333333,11.4213333333,10.2618333333,5.58,22.6033333334,11.1734166667,5.1025,11.218
415.43,9.565,19.3983333334,15.4705,11.4358333333,10.2693333334,5.60108333333,22.622,11.1589166667,5.1185,11.2341666667
415.79,9.5925,19.4756666666,15.5126666667,11.5113333333,10.3191666667,5.66725,22.6981666666,11.2149166667,5.17733333333,11.3021666667
416.15,9.63533333333,19.5113333333,15.5836666667,11.5741666667,10.3413333334,5.67933333334,22.7255,11.2335833334,5.22016666666,11.3585
416.51,9.616,19.5015,15.5863333333,11.5796666667,10.3305,5.67858333334,22.714,11.225,5.2145,11.3163333334
416.86,9.64066666667,19.5461666667,15.6068333334,11.6071666667,10.345,5.706,22.748,11.25325,5.23816666667,11.3543333333
417.22,9.64683333333,19.592,15.5925,11.6381666667,10.3416666666,5.69858333333,22.7755,11.2406666667,5.21683333333,11.368
417.58,9.634,19.5765,15.5653333334,11.6663333333,10.3366666667,5.68575,22.7945,11.2026666667,5.19233333333,11.3511666666
417.94,9.6495,19.615,15.5733333333,11.7093333333,10.364,5.71183333333,22.7723333333,11.2154166667,5.1975,11.3678333333
418.29,9.66933333334,19.6438333333,15.564,11.759,10.3758333334,5.71475,22.7773333334,11.2236666667,5.18966666667,11.3528333333
418.65,9.64966666666,19.668,15.526,11.783,10.3573333333,5.68408333333,22.791,11.1909166667,5.16816666667,11.312
419.01,9.62683333333,19.6491666667,15.5058333334,11.769,10.3361666667,5.66033333334,22.7665,11.1666666667,5.14733333333,11.2851666666
419.37,9.59266666667,19.666,15.4993333334,11.7886666667,10.3038333333,5.62966666666,22.74,11.15475,5.13366666667,11.2571666667
419.73,9.56883333334,19.6461666667,15.4763333334,11.7753333333,10.2741666667,5.6045,22.72,11.13175,5.11833333334,11.2451666667
420.08,9.55766666667,19.6461666667,15.455,11.7946666667,10.26,5.59283333334,22.698,11.1305833333,5.10133333333,11.2261666667
420.44,9.56483333333,19.7,15.4545,11.8198333333,10.2671666667,5.59975,22.7288333333,11.14425,5.10316666667,11.2325
420.80,9.55266666667,19.7196666667,15.4535,11.851,10.253,5.59225,22.7206666667,11.1136666667,5.09316666666,11.2023333334
421.16,9.55816666666,19.7433333334,15.4616666667,11.8786666667,10.2583333333,5.60083333334,22.7353333333,11.1236666666,5.10366666666,11.2091666667
421.51,9.58533333334,19.8003333333,15.4773333333,11.907,10.2878333334,5.61891666667,22.7718333333,11.1403333334,5.11783333333,11.2211666667
421.87,9.5785,19.8088333334,15.4721666667,11.9168333333,10.2813333334,5.60425,22.787,11.1455,5.10766666667,11.201
422.23,9.58016666667,19.8281666666,15.515,11.937,10.2771666667,5.62308333333,22.7936666667,11.1565833333,5.11783333333,11.207
422.58,9.61383333334,19.8695,15.5525,11.9753333333,10.2978333333,5.64033333334,22.8241666667,11.1936666667,5.14183333334,11.2356666667
422.94,9.644,19.9041666666,15.5676666667,12.0013333334,10.3091666667,5.65591666667,22.841,11.1981666666,5.14966666667,11.2415
423.30,9.66766666666,19.9223333334,15.5966666667,12.0365,10.3403333333,5.688,22.8865,11.2233333333,5.15316666667,11.2661666666
423.66,9.66716666667,19.9685,15.6253333333,12.086,10.3701666667,5.701,22.9035,11.2461666667,5.16483333334,11.2431666667
424.01,9.65633333333,20.0085,15.6545,12.1016666667,10.372,5.71291666667,22.917,11.2351666667,5.1615,11.2383333333
424.37,9.64283333334,19.9798333334,15.6545,12.1123333333,10.362,5.70475,22.9148333333,11.2320833333,5.15416666666,11.215
424.73,9.65283333333,19.996,15.6765,12.132,10.3885,5.707,22.9596666667,11.265,5.17716666667,11.2351666667
425.08,9.65816666667,20.023,15.7131666667,12.159,10.4018333333,5.72141666667,22.9691666667,11.2806666666,5.18833333333,11.2453333334
425.44,9.6475,20.0403333333,15.7036666666,12.1925,10.3923333333,5.717,22.9835,11.2879166667,5.17783333334,11.2378333334
425.80,9.6465,20.0703333333,15.7163333334,12.2215,10.41,5.7055,23.0078333333,11.2768333333,5.17666666666,11.2278333333
426.16,9.63633333333,20.1066666666,15.721,12.251,10.4363333333,5.69891666666,23.0451666666,11.2778333333,5.1725,11.2361666666
426.51,9.62583333333,20.128,15.7033333333,12.2741666667,10.4365,5.69525,23.0238333334,11.2655,5.16883333333,11.252
426.87,9.60633333333,20.1813333334,15.7186666667,12.3325,10.4378333333,5.68708333333,23.0503333334,11.2764166667,5.1555,11.2308333333
427.23,9.5925,20.227,15.7121666666,12.3606666667,10.436,5.65758333333,23.0768333334,11.27475,5.13383333333,11.22
427.58,9.60233333334,20.2535,15.6955,12.3698333333,10.4091666667,5.63341666667,23.0606666667,11.2643333333,5.10133333333,11.2265
427.94,9.6525,20.3291666667,15.734,12.4395,10.455,5.65125,23.1263333334,11.3155,5.13266666667,11.252
428.30,9.69866666667,20.403,15.7663333333,12.5183333333,10.4953333333,5.68275,23.1585,11.3351666667,5.15683333334,11.2998333333
428.65,9.7005,20.439,15.7965,12.563,10.4815,5.6835,23.1768333334,11.3318333333,5.1395,11.2953333333
429.01,9.73616666666,20.4988333333,15.8066666667,12.6446666667,10.5058333333,5.70641666666,23.2106666666,11.3590833334,5.15383333334,11.3036666667
429.37,9.7455,20.5168333334,15.8313333333,12.6778333333,10.5131666667,5.68241666667,23.2285,11.3665,5.158,11.331
429.72,9.75816666667,20.5366666666,15.8625,12.72,10.5053333333,5.70858333333,23.2285,11.4076666666,5.18683333334,11.363
430.08,9.80550000001,20.6071666667,15.9126666667,12.806,10.5293333333,5.74741666666,23.2405,11.4610833334,5.22066666667,11.3886666666
430.44,9.79383333333,20.6225,15.9453333333,12.8226666667,10.5128333333,5.72075,23.2541666667,11.4660833333,5.18433333334,11.3478333333
430.79,9.82883333331,20.662,15.9856666667,12.879,10.5353333333,5.73008333334,23.2853333334,11.4885833334,5.22016666666,11.3868333333
431.15,9.86600000001,20.7128333333,16.0261666667,12.945,10.5588333333,5.7635,23.31,11.495,5.2655,11.4381666667
431.50,9.87299999998,20.7466666667,16.0521666667,12.9935,10.6141666667,5.78491666666,23.3653333334,11.54075,5.292,11.4595
431.86,9.85099999998,20.7221666666,16.0403333333,12.9973333333,10.5891666667,5.78175,23.333,11.52075,5.259,11.4503333333
432.22,9.83433333333,20.7833333333,16.0631666667,13.0221666666,10.6111666666,5.78141666667,23.3715,11.5471666666,5.2645,11.4611666667
432.57,9.85883333335,20.8226666667,16.0695,13.0508333333,10.6233333334,5.793,23.3738333333,11.5680833333,5.29033333333,11.4828333334
432.93,9.83349999999,20.8253333334,16.064,13.0365,10.5883333334,5.75666666666,23.3606666667,11.54125,5.26266666667,11.4695
433.29,9.85683333335,20.8843333333,16.0758333333,13.072,10.6058333333,5.76841666667,23.399,11.5746666666,5.26983333334,11.4856666667
433.64,9.86183333335,20.9126666666,16.0628333333,13.0963333333,10.6185,5.779,23.4208333334,11.5765,5.26233333334,11.48
434.00,9.84366666665,20.9068333334,16.0416666667,13.0908333333,10.621,5.7585,23.442,11.5549166666,5.25366666667,11.4671666667
434.35,9.85633333331,20.9308333333,16.0556666666,13.1216666667,10.6426666667,5.78733333334,23.4788333333,11.57975,5.28683333333,11.471
434.71,9.83866666669,20.9441666666,16.0503333334,13.1423333333,10.6455,5.77908333334,23.5025,11.5723333333,5.2655,11.467
435.07,9.83833333331,20.974,16.057,13.152,10.6553333333,5.76375,23.5116666667,11.5855,5.2565,11.438
435.42,9.87066666667,21.001,16.0656666666,13.2023333333,10.6471666666,5.772,23.5165,11.5821666667,5.26366666667,11.4605
435.78,9.88183333335,21.0605,16.0505,13.2345,10.6598333333,5.76233333334,23.5571666666,11.5941666667,5.26783333334,11.4616666667
436.13,9.90599999998,21.0788333333,16.0643333333,13.2731666667,10.6556666666,5.76208333334,23.5378333334,11.5995833333,5.27733333334,11.4776666667
436.49,9.87333333334,21.1055,16.0398333333,13.304,10.6485,5.73883333334,23.5473333334,11.6005,5.22383333333,11.449
436.84,9.86600000001,21.1201666667,16.0341666667,13.3361666666,10.6626666667,5.73016666666,23.576,11.606,5.22933333334,11.4391666667
437.20,9.83833333335,21.089,16.0506666666,13.3598333333,10.638,5.72675,23.5298333333,11.58675,5.22066666667,11.385
437.56,9.82983333335,21.1236666666,16.0755,13.3963333333,10.6233333333,5.72741666667,23.538,11.5848333333,5.23016666666,11.3708333333
437.91,9.85766666665,21.1721666666,16.0778333334,13.4365,10.6303333333,5.73375,23.5743333333,11.6094166667,5.2425,11.4045
438.27,9.88166666668,21.2135,16.0981666667,13.5078333333,10.6548333333,5.75341666667,23.6006666666,11.6268333333,5.2555,11.434
438.62,9.88316666665,21.2221666666,16.1123333333,13.5361666667,10.6563333333,5.75875,23.5905,11.648,5.25816666666,11.4368333333
438.98,9.87700000002,21.2245,16.1166666667,13.5773333333,10.6588333333,5.77683333334,23.583,11.6516666666,5.259,11.4498333333
439.33,9.87616666667,21.2576666667,16.1375,13.6103333333,10.6745,5.76958333334,23.6121666666,11.6561666666,5.24683333334,11.4366666666
439.69,9.87116666668,21.2783333333,16.1596666667,13.654,10.7005,5.76283333333,23.629,11.6649166667,5.25733333333,11.4453333333
440.04,9.88849999999,21.2986666667,16.1755,13.6873333334,10.727,5.75633333334,23.674,11.6721666666,5.262,11.4351666667
440.40,9.89499999999,21.2958333334,16.19,13.703,10.7355,5.76158333334,23.6688333334,11.6781666667,5.277,11.4436666666
440.75,9.9085,21.3088333334,16.1968333333,13.718,10.7396666667,5.77258333333,23.6533333333,11.6831666667,5.2795,11.4448333333
441.11,9.93166666667,21.3783333333,16.1981666667,13.7675,10.773,5.77466666667,23.6976666667,11.70525,5.29066666667,11.4828333333
441.47,9.95433333331,21.405,16.1961666667,13.8041666667,10.7816666667,5.77091666667,23.6928333334,11.7098333334,5.2885,11.4966666667
441.82,9.92750000001,21.3738333333,16.1821666667,13.8126666666,10.7578333333,5.73025,23.6553333334,11.6825833333,5.2455,11.4513333334
442.18,9.91316666666,21.3971666667,16.1786666667,13.8178333334,10.7603333333,5.71491666667,23.6551666667,11.6789166667,5.22566666667,11.4468333333
442.53,9.92233333332,21.4673333333,16.1993333333,13.8713333333,10.7896666667,5.74583333333,23.6941666666,11.694,5.24516666666,11.4651666666
442.89,9.948,21.5025,16.221,13.9131666667,10.8013333334,5.75591666666,23.7415,11.7190833333,5.26183333333,11.4621666667
443.24,9.92966666665,21.5218333333,16.2435,13.9323333334,10.79,5.76125,23.739,11.7359166666,5.26216666667,11.4638333333
443.60,9.9415,21.5611666667,16.2408333334,13.9791666667,10.7818333333,5.76833333333,23.7553333333,11.7366666667,5.27633333333,11.4796666667
443.95,9.91000000001,21.5523333333,16.2085,13.993,10.738,5.76283333334,23.73,11.7026666667,5.2495,11.4655
444.31,9.91783333335,21.5996666667,16.218,14.0423333333,10.75,5.79066666667,23.7636666666,11.7009166667,5.251,11.4511666667
444.66,9.91916666669,21.6333333333,16.2423333334,14.1113333334,10.7486666667,5.79175,23.7851666666,11.7175833333,5.2615,11.4573333334
445.02,9.90183333332,21.657,16.2536666667,14.1215,10.7465,5.80783333334,23.7936666667,11.7249166666,5.25733333333,11.451
445.37,9.89933333334,21.6876666667,16.286,14.1643333333,10.7653333333,5.815,23.8031666667,11.7495833333,5.26716666667,11.4571666667
445.72,9.89983333331,21.7598333333,16.3048333334,14.2081666666,10.7731666667,5.833,23.8201666666,11.77925,5.28,11.4725
446.08,9.89866666668,21.7636666666,16.3006666667,14.2295,10.768,5.82025,23.8128333333,11.7769166666,5.27516666667,11.4575
446.43,9.88,21.7465,16.2863333334,14.2288333333,10.736,5.79158333333,23.788,11.7610833333,5.25516666667,11.4416666667
446.79,9.88566666669,21.7678333333,16.2863333334,14.2541666667,10.7361666667,5.78075,23.7813333333,11.7655,5.24883333333,11.4448333333
447.14,9.89633333331,21.7921666666,16.2878333334,14.2861666666,10.7495,5.79216666667,23.7991666667,11.7580833334,5.26166666667,11.441
447.50,9.89533333335,21.7903333333,16.2906666666,14.2925,10.7451666667,5.79775,23.776,11.7611666667,5.25483333333,11.4226666667
447.85,9.89,21.8211666667,16.3041666667,14.3186666666,10.741,5.79366666667,23.7691666667,11.7671666667,5.24616666666,11.4088333333
448.21,9.89716666668,21.8403333333,16.3135,14.3586666666,10.7516666667,5.781,23.776,11.7879166667,5.246,11.4398333334
448.56,9.92116666669,21.8745,16.3416666666,14.4093333333,10.7923333333,5.80958333334,23.8195,11.80975,5.25566666667,11.4493333334
448.92,9.95483333333,21.8988333333,16.3508333334,14.452,10.795,5.80983333333,23.821,11.8261666666,5.27366666667,11.4446666667
449.27,9.95683333335,21.9123333333,16.3578333333,14.4685,10.779,5.79466666666,23.8276666666,11.8256666667,5.25633333333,11.4455
449.62,9.99083333334,21.9145,16.3908333334,14.5116666667,10.8098333333,5.814,23.8575,11.8493333333,5.27566666667,11.4613333334
449.98,10.0116666667,21.9718333333,16.4215,14.5891666666,10.8086666667,5.842,23.8626666667,11.8723333333,5.29233333333,11.4818333333
450.33,10.0408333333,22.0196666667,16.4341666667,14.6493333334,10.8475,5.85875,23.896,11.8908333333,5.30516666667,11.4738333334
450.69,10.0346666667,22.0638333334,16.4441666666,14.6971666667,10.865,5.86116666666,23.9255,11.90725,5.3015,11.4686666666
451.04,10.0446666667,22.0831666667,16.4368333334,14.7371666667,10.8615,5.85041666666,23.9316666667,11.9068333334,5.28883333333,11.4668333333
451.40,10.0631666667,22.141,16.4588333334,14.8041666667,10.8683333333,5.85675,23.9741666666,11.9370833333,5.2765,11.5023333334
451.75,10.0875,22.205,16.4776666667,14.878,10.892,5.87491666666,24.0061666666,11.9766666667,5.291,11.5393333333
452.10,10.1103333333,22.2398333333,16.5091666666,14.9041666666,10.9083333334,5.90791666666,24.0365,11.9945,5.32983333334,11.5551666667
452.46,10.1296666667,22.3233333333,16.5313333333,14.9553333333,10.9331666666,5.91041666667,24.0895,12.0275833333,5.33483333334,11.5785
452.81,10.1155,22.3256666667,16.5435,15.007,10.9541666666,5.92191666667,24.1071666667,12.0254166667,5.32716666667,11.5895
453.17,10.1188333334,22.3445,16.5238333333,15.025,10.9511666666,5.92975,24.0958333334,12.0179166666,5.34433333333,11.5965
453.52,10.1136666667,22.3675,16.5153333334,15.0413333333,10.9495,5.92375,24.1086666667,11.986,5.3345,11.5963333333
453.87,10.1113333333,22.3698333333,16.5236666667,15.0451666667,10.9675,5.92375,24.1581666667,11.9893333334,5.34033333333,11.5871666667
454.23,10.1411666667,22.409,16.556,15.1041666667,10.9738333334,5.93741666666,24.1956666666,12.0198333334,5.3495,11.6141666667
