wavelength,Back_SpoBoef,Belly_SpoBoef,Breast_SpoBoef,Crissum_SpoBoef,Crown_SpoBoef,DorTail_SpoBoef,Patch10_SpoBoef,Rump_SpoBoef,Throat_SpoBoef,WingTip_SpoBoef
537.62,12.984,35.8316666667,21.587,26.8906666667,11.1493333333,6.662,28.8183333333,11.651,29.2986666667,10.0893333333
537.97,12.9823333333,35.8483333333,21.6406666667,26.945,11.1543333333,6.717,28.8226666667,11.6713333333,29.3123333333,10.0936666667
538.31,13.0143333333,35.9076666667,21.65,26.9596666667,11.1903333333,6.70333333333,28.865,11.721,29.355,10.0796666667
538.65,13.053,35.8923333333,21.6153333333,26.9953333333,11.1743333333,6.67633333333,28.93,11.7013333333,29.3626666667,10.007
539.00,13.0476666667,35.929,21.6336666667,27.015,11.198,6.69266666667,28.9763333333,11.6996666667,29.4123333333,10.0013333333
539.34,12.9953333333,35.895,21.6063333333,26.9616666667,11.1743333333,6.632,28.9986666667,11.6566666667,29.35,9.96133333333
539.69,12.9953333333,35.9016666667,21.5836666667,26.961,11.1373333333,6.60966666667,29.0936666667,11.66,29.3043333333,9.93666666667
540.03,12.9933333333,35.8893333333,21.5893333333,26.9636666667,11.131,6.61733333333,29.154,11.6393333333,29.3136666667,9.924
540.37,13.0186666667,35.9556666667,21.632,26.9686666667,11.121,6.62533333333,29.1876666667,11.6166666667,29.323,9.91066666667
540.72,13.009,35.9176666667,21.6303333333,26.92,11.0666666667,6.63866666667,29.1796666667,11.5896666667,29.2643333333,9.9
541.06,12.9996666667,35.9516666667,21.6453333333,26.921,11.0626666667,6.637,29.164,11.596,29.2563333333,9.87066666667
541.40,12.9656666667,35.9856666667,21.6236666667,26.914,11.0256666667,6.621,29.0973333333,11.56,29.2553333333,9.84233333333
541.75,12.9753333333,36.068,21.6593333333,26.9426666667,11.038,6.62,29.119,11.5876666667,29.2916666667,9.86733333333
542.09,12.9536666667,36.0803333333,21.6666666667,26.9586666667,11.004,6.60933333333,29.0503333333,11.5543333333,29.2676666667,9.86866666667
542.43,12.9533333333,36.1426666667,21.7536666667,27.005,11.0163333333,6.61533333333,29.0253333333,11.579,29.344,9.94
542.78,12.9763333333,36.217,21.793,27.0426666667,11.0253333333,6.62733333333,28.9593333333,11.614,29.388,9.96933333333
543.12,12.99,36.293,21.849,27.0953333333,11.0053333333,6.65833333333,28.884,11.6446666667,29.4513333333,10.0263333333
543.46,12.958,36.3916666667,21.925,27.1446666667,11.02,6.695,28.773,11.6803333333,29.521,10.0393333333
543.81,12.974,36.495,22.003,27.184,11.0426666667,6.706,28.7253333333,11.739,29.5923333333,10.0566666667
544.15,12.983,36.605,22.0106666667,27.2606666667,11.0573333333,6.7,28.7306666667,11.7923333333,29.6446666667,10.1063333333
544.49,13.0273333333,36.7296666667,22.0906666667,27.3546666667,11.1366666667,6.70766666667,28.771,11.848,29.729,10.1443333333
544.84,13.0726666667,36.7826666667,22.1573333333,27.4006666667,11.1703333333,6.75133333333,28.7956666667,11.8733333333,29.8006666667,10.1826666667
545.18,13.1126666667,36.838,22.2646666667,27.4933333333,11.211,6.76566666667,28.894,11.9173333333,29.8906666667,10.2283333333
545.52,13.1486666667,36.9193333333,22.3826666667,27.5423333333,11.2626666667,6.76733333333,28.9416666667,11.9796666667,29.9816666667,10.2596666667
545.87,13.1783333333,36.999,22.4636666667,27.62,11.2956666667,6.79233333333,29.0343333333,12.032,30.079,10.302
546.21,13.1453333333,37.052,22.493,27.6486666667,11.2906666667,6.86033333333,29.058,12.0486666667,30.0643333333,10.317
546.55,13.15,37.1303333333,22.566,27.731,11.3116666667,6.87933333333,29.1046666667,12.0526666667,30.134,10.3386666667
546.90,13.1876666667,37.2263333333,22.581,27.7846666667,11.37,6.93933333333,29.188,12.0923333333,30.2033333333,10.355
547.24,13.2363333333,37.2946666667,22.6343333333,27.84,11.376,6.904,29.2393333333,12.051,30.2053333333,10.393
547.58,13.2123333333,37.334,22.6286666667,27.8643333333,11.3583333333,6.90133333333,29.1863333333,11.997,30.2023333333,10.423
547.92,13.1813333333,37.3053333333,22.66,27.8906666667,11.3313333333,6.921,29.159,11.9326666667,30.1686666667,10.4193333333
548.27,13.1893333333,37.3726666667,22.682,27.9593333333,11.3443333333,6.92066666667,29.1486666667,11.9773333333,30.2303333333,10.4533333333
548.61,13.1713333333,37.4533333333,22.6893333333,28.02,11.3496666667,6.87933333333,29.1306666667,11.9516666667,30.2713333333,10.4406666667
548.95,13.2016666667,37.5283333333,22.6856666667,28.0323333333,11.4163333333,6.91,29.076,11.992,30.304,10.4296666667
549.29,13.215,37.5876666667,22.6723333333,28.096,11.4023333333,6.90433333333,29.0576666667,11.968,30.2733333333,10.4436666667
549.64,13.2756666667,37.6886666667,22.7463333333,28.1736666667,11.4593333333,6.956,29.0533333333,12.0003333333,30.3556666667,10.5056666667
549.98,13.3853333333,37.8046666667,22.7846666667,28.1913333333,11.5043333333,6.90633333333,29.092,12.0643333333,30.4116666667,10.4813333333
550.32,13.413,37.7986666667,22.7536666667,28.2123333333,11.5416666667,6.90133333333,29.1393333333,12.0663333333,30.4146666667,10.482
550.66,13.4486666667,37.8103333333,22.8416666667,28.2833333333,11.543,6.88966666667,29.1826666667,12.1176666667,30.4506666667,10.5436666667
551.01,13.5,37.8413333333,22.873,28.305,11.5946666667,6.94933333333,29.2793333333,12.18,30.536,10.5283333333
551.35,13.6226666667,37.94,22.9993333333,28.4026666667,11.6506666667,7.06433333333,29.485,12.3033333333,30.6513333333,10.6313333333
551.69,13.6653333333,37.9446666667,23.0503333333,28.3936666667,11.621,7.03633333333,29.4886666667,12.3306666667,30.719,10.592
552.03,13.656,38.008,23.1363333333,28.4013333333,11.6163333333,7.01733333333,29.568,12.3093333333,30.776,10.6136666667
552.38,13.646,38.0646666667,23.2023333333,28.482,11.6263333333,7.02766666667,29.54,12.361,30.797,10.6603333333
552.72,13.7046666667,38.0946666667,23.2493333333,28.5166666667,11.613,7.05366666667,29.5803333333,12.355,30.8493333333,10.7216666667
553.06,13.6513333333,38.0966666667,23.244,28.5336666667,11.6056666667,7.06666666667,29.5773333333,12.318,30.8973333333,10.6983333333
553.40,13.6393333333,38.058,23.2646666667,28.559,11.5833333333,7.01766666667,29.6086666667,12.333,30.9036666667,10.616
553.74,13.628,38.057,23.3243333333,28.6096666667,11.5833333333,7.03633333333,29.538,12.3086666667,30.896,10.6873333333
554.09,13.6386666667,38.1153333333,23.3963333333,28.619,11.5466666667,7.05933333333,29.5183333333,12.3543333333,30.8683333333,10.7446666667
554.43,13.6563333333,38.2096666667,23.477,28.6356666667,11.598,7.08266666667,29.49,12.387,30.8623333333,10.7323333333
554.77,13.605,38.214,23.4683333333,28.6293333333,11.5616666667,7.055,29.4656666667,12.3553333333,30.9126666667,10.8003333333
555.11,13.579,38.2223333333,23.466,28.6793333333,11.5366666667,6.992,29.3573333333,12.3333333333,30.935,10.735
555.45,13.5873333333,38.3,23.5486666667,28.6926666667,11.5956666667,7.004,29.35,12.3666666667,30.9946666667,10.824
555.80,13.5773333333,38.2636666667,23.505,28.7063333333,11.5866666667,7.05366666667,29.2756666667,12.39,30.9826666667,10.751
556.14,13.6756666667,38.3403333333,23.5496666667,28.7446666667,11.66,7.12166666667,29.4253333333,12.491,31.0893333333,10.807
556.48,13.652,38.3406666667,23.5686666667,28.757,11.7,7.11866666667,29.4463333333,12.503,31.0426666667,10.8026666667
556.82,13.7213333333,38.371,23.5976666667,28.8123333333,11.7796666667,7.171,29.4226666667,12.5686666667,31.0703333333,10.868
557.16,13.6926666667,38.463,23.5443333333,28.7786666667,11.7793333333,7.20466666667,29.396,12.5183333333,31.0673333333,10.9266666667
557.50,13.6476666667,38.5413333333,23.5016666667,28.7856666667,11.7583333333,7.179,29.447,12.483,31.085,10.865
557.85,13.648,38.5783333333,23.5313333333,28.8713333333,11.7426666667,7.17066666667,29.472,12.5423333333,31.1053333333,10.8313333333
558.19,13.6733333333,38.6013333333,23.4903333333,28.892,11.723,7.211,29.5256666667,12.5193333333,31.1823333333,10.8073333333
558.53,13.667,38.6466666667,23.5066666667,28.963,11.6233333333,7.20266666667,29.508,12.4953333333,31.122,10.695
558.87,13.626,38.665,23.4973333333,28.987,11.624,7.155,29.5623333333,12.5206666667,31.153,10.6883333333
559.21,13.704,38.7223333333,23.4843333333,29.1426666667,11.7303333333,7.22566666667,29.6303333333,12.5683333333,31.2203333333,10.743
559.55,13.7863333333,38.8446666667,23.548,29.2013333333,11.723,7.199,29.7206666667,12.594,31.2976666667,10.8006666667
559.89,13.7643333333,38.7926666667,23.5243333333,29.1316666667,11.6676666667,7.13833333333,29.6223333333,12.5373333333,31.2626666667,10.728
560.23,13.8966666667,39.045,23.683,29.2536666667,11.7406666667,7.243,29.7303333333,12.705,31.412,10.82
560.58,13.9233333333,39.1086666667,23.6656666667,29.2456666667,11.7243333333,7.147,29.7316666667,12.6736666667,31.412,10.8383333333
560.92,14.0396666667,39.216,23.7766666667,29.4316666667,11.811,7.20566666667,29.7886666667,12.7913333333,31.5453333333,10.918
561.26,14.166,39.3016666667,23.885,29.543,11.8883333333,7.27766666667,29.8373333333,12.8623333333,31.661,10.9753333333
561.60,14.1953333333,39.2943333333,23.9123333333,29.4576666667,11.9073333333,7.242,29.8276666667,12.816,31.6746666667,10.9546666667
561.94,14.1996666667,39.3756666667,24.062,29.564,11.9613333333,7.22866666667,29.8433333333,12.848,31.7533333333,11.0396666667
562.28,14.2653333333,39.4493333333,24.1706666667,29.68,12.1133333333,7.269,29.8966666667,12.9573333333,31.8733333333,11.152
562.62,14.3593333333,39.6326666667,24.325,29.7806666667,12.2613333333,7.35933333333,29.9906666667,12.9976666667,31.927,11.259
562.96,14.3693333333,39.6883333333,24.4116666667,29.8166666667,12.2776666667,7.35733333333,30.0836666667,13.0646666667,31.9506666667,11.2313333333
563.30,14.3653333333,39.705,24.4403333333,29.8583333333,12.289,7.33633333333,30.0833333333,13.0423333333,31.9523333333,11.2276666667
563.64,14.429,39.8206666667,24.5586666667,29.968,12.3703333333,7.407,30.222,13.091,32.0263333333,11.3016666667
563.99,14.4246666667,39.858,24.6613333333,30.0353333333,12.3976666667,7.408,30.2763333333,13.0983333333,32.1203333333,11.322
564.33,14.412,39.998,24.7763333333,30.0913333333,12.4223333333,7.40566666667,30.3843333333,13.177,32.2103333333,11.2943333333
564.67,14.345,39.9776666667,24.801,30.0333333333,12.403,7.35366666667,30.3763333333,13.0843333333,32.1793333333,11.2293333333
565.01,14.3716666667,39.9746666667,24.8616666667,30.1093333333,12.4186666667,7.36566666667,30.361,13.124,32.232,11.2963333333
565.35,14.4376666667,40.0043333333,24.9166666667,30.22,12.5123333333,7.42966666667,30.413,13.1763333333,32.309,11.3876666667
565.69,14.4063333333,39.9943333333,24.8816666667,30.1636666667,12.5073333333,7.376,30.384,13.196,32.2783333333,11.338
566.03,14.447,40.0706666667,24.9223333333,30.1353333333,12.5163333333,7.414,30.407,13.173,32.277,11.3496666667
566.37,14.5016666667,40.0643333333,24.993,30.153,12.5093333333,7.461,30.4066666667,13.237,32.3196666667,11.3303333333
566.71,14.511,40.1126666667,25.035,30.1806666667,12.4906666667,7.46366666667,30.3463333333,13.2706666667,32.3656666667,11.3443333333
567.05,14.588,40.189,25.1443333333,30.2706666667,12.6086666667,7.57133333333,30.387,13.374,32.4253333333,11.4676666667
567.39,14.5433333333,40.31,25.1893333333,30.3023333333,12.5893333333,7.56833333333,30.3213333333,13.3963333333,32.4976666667,11.4656666667
567.73,14.5303333333,40.2343333333,25.124,30.2886666667,12.5446666667,7.53,30.2176666667,13.358,32.4663333333,11.437
568.07,14.58,40.1943333333,25.151,30.2896666667,12.5486666667,7.616,30.1943333333,13.356,32.453,11.4176666667
568.41,14.606,40.3263333333,25.1693333333,30.3333333333,12.56,7.68133333333,30.2316666667,13.4336666667,32.5826666667,11.4386666667
568.75,14.556,40.461,25.2623333333,30.3153333333,12.5246666667,7.656,30.2463333333,13.4633333333,32.6136666667,11.3983333333
569.09,14.5316666667,40.691,25.342,30.3946666667,12.4826666667,7.64266666667,30.3816666667,13.4893333333,32.7493333333,11.399
569.43,14.6066666667,40.8143333333,25.4386666667,30.5073333333,12.5543333333,7.749,30.5693333333,13.537,32.88,11.47
569.77,14.5836666667,40.9133333333,25.4763333333,30.5643333333,12.5383333333,7.71166666667,30.585,13.5703333333,32.937,11.4703333333
570.11,14.5886666667,41.0036666667,25.4926666667,30.5856666667,12.548,7.717,30.609,13.562,32.9683333333,11.4963333333
570.45,14.5603333333,41.077,25.484,30.5966666667,12.5263333333,7.70433333333,30.6196666667,13.5336666667,32.9806666667,11.4766666667
570.79,14.5186666667,41.1276666667,25.497,30.5713333333,12.4663333333,7.691,30.617,13.4816666667,33.0536666667,11.453
571.13,14.6023333333,41.1756666667,25.569,30.6253333333,12.5126666667,7.74366666667,30.6656666667,13.5426666667,33.0533333333,11.459
571.47,14.5923333333,41.218,25.606,30.687,12.5213333333,7.72266666667,30.6903333333,13.5143333333,33.0286666667,11.457
571.81,14.6883333333,41.3356666667,25.7226666667,30.7893333333,12.5766666667,7.74566666667,30.7266666667,13.6143333333,33.122,11.55
572.15,14.7166666667,41.3473333333,25.759,30.8106666667,12.57,7.77866666667,30.7076666667,13.6446666667,33.0806666667,11.597
572.49,14.7086666667,41.35,25.7693333333,30.845,12.6306666667,7.82466666667,30.795,13.649,33.1093333333,11.622
572.83,14.6733333333,41.3136666667,25.7933333333,30.8286666667,12.6496666667,7.832,30.701,13.6286666667,33.0956666667,11.604
573.17,14.6626666667,41.3643333333,25.7766666667,30.7983333333,12.611,7.735,30.6006666667,13.6033333333,33.0963333333,11.519
573.51,14.7066666667,41.317,25.7686666667,30.8,12.6043333333,7.772,30.563,13.622,33.12,11.5453333333
573.85,14.6263333333,41.3713333333,25.7906666667,30.7976666667,12.5423333333,7.685,30.558,13.649,33.1346666667,11.5463333333
574.19,14.6606666667,41.3326666667,25.8773333333,30.8436666667,12.5296666667,7.692,30.597,13.6093333333,33.1563333333,11.5086666667
574.53,14.6783333333,41.4253333333,25.9096666667,30.9203333333,12.5626666667,7.66866666667,30.6423333333,13.68,33.134,11.4756666667
574.87,14.691,41.4473333333,25.9373333333,30.976,12.6136666667,7.654,30.664,13.6936666667,33.175,11.512
575.21,14.7223333333,41.5943333333,25.9793333333,30.941,12.6336666667,7.693,30.6856666667,13.7566666667,33.223,11.5673333333
575.55,14.606,41.562,25.8866666667,30.865,12.5276666667,7.64366666667,30.565,13.627,33.1713333333,11.46
575.89,14.656,41.6126666667,25.9353333333,30.8643333333,12.5406666667,7.607,30.572,13.6443333333,33.2813333333,11.4783333333
576.22,14.6426666667,41.594,25.8736666667,30.8286666667,12.4686666667,7.53666666667,30.4653333333,13.5983333333,33.27,11.4476666667
576.56,14.7313333333,41.6726666667,25.8923333333,30.7986666667,12.473,7.55733333333,30.46,13.6243333333,33.2666666667,11.4513333333
576.90,14.7746666667,41.753,25.9643333333,30.8556666667,12.5056666667,7.63166666667,30.4146666667,13.649,33.2386666667,11.5236666667
577.24,14.7026666667,41.8956666667,26.001,30.8696666667,12.4873333333,7.57366666667,30.3996666667,13.638,33.274,11.457
577.58,14.7433333333,41.9213333333,25.995,30.886,12.4936666667,7.61366666667,30.285,13.588,33.2516666667,11.4456666667
577.92,14.758,42.1293333333,25.9923333333,30.8973333333,12.4806666667,7.61966666667,30.2433333333,13.7063333333,33.2976666667,11.5256666667
578.26,14.7446666667,42.1843333333,26.0596666667,30.8946666667,12.5093333333,7.63733333333,30.1766666667,13.7553333333,33.374,11.6016666667
578.60,14.7056666667,42.232,26.102,30.919,12.4986666667,7.74533333333,30.206,13.813,33.4616666667,11.7023333333
578.94,14.7076666667,42.2176666667,26.0943333333,30.9803333333,12.4633333333,7.745,30.1613333333,13.8203333333,33.4743333333,11.6466666667
579.28,14.7886666667,42.306,26.1643333333,31.049,12.5456666667,7.78066666667,30.232,13.929,33.5346666667,11.784
579.61,14.6383333333,42.277,26.1446666667,31.0443333333,12.4993333333,7.696,30.126,13.8953333333,33.4003333333,11.711
579.95,14.6346666667,42.369,26.1813333333,31.034,12.5033333333,7.69933333333,30.0883333333,13.903,33.4183333333,11.6653333333
580.29,14.5786666667,42.3613333333,26.1366666667,31.0246666667,12.416,7.62866666667,30.0746666667,13.955,33.4366666667,11.6376666667
580.63,14.4526666667,42.2816666667,26.06,30.91,12.3013333333,7.493,29.9916666667,13.8393333333,33.4576666667,11.5046666667
580.97,14.4816666667,42.3516666667,26.132,30.8573333333,12.3003333333,7.55066666667,30.0146666667,13.876,33.568,11.569
581.31,14.5126666667,42.4303333333,26.1613333333,30.866,12.3553333333,7.553,30.055,14.001,33.6966666667,11.542
581.65,14.482,42.342,26.1663333333,30.848,12.4483333333,7.583,30.026,14.0506666667,33.7223333333,11.5453333333
581.98,14.479,42.4096666667,26.1776666667,30.885,12.448,7.594,30.0046666667,14.048,33.7303333333,11.5203333333
582.32,14.523,42.4916666667,26.1266666667,30.8923333333,12.4283333333,7.52133333333,29.9973333333,14.04,33.6793333333,11.476
582.66,14.496,42.528,26.1806666667,30.8893333333,12.491,7.53633333333,30.044,14.032,33.7373333333,11.4916666667
583.00,14.3796666667,42.6203333333,26.2416666667,30.8323333333,12.4336666667,7.49433333333,30.0663333333,14.0233333333,33.7913333333,11.4666666667
583.34,14.4486666667,42.7673333333,26.3396666667,30.8576666667,12.4596666667,7.562,30.152,14.1083333333,33.7923333333,11.5163333333
583.68,14.404,42.8063333333,26.2943333333,30.8643333333,12.352,7.559,30.1336666667,14.0573333333,33.727,11.5133333333
584.01,14.3703333333,42.915,26.366,30.9753333333,12.415,7.551,30.177,14.0336666667,33.7336666667,11.5063333333
584.35,14.3053333333,43.0116666667,26.3746666667,30.9826666667,12.3503333333,7.548,30.2326666667,14.0713333333,33.62,11.4866666667
584.69,14.2373333333,42.998,26.325,31.0026666667,12.3653333333,7.488,30.1736666667,14.069,33.4093333333,11.4843333333
585.03,14.1783333333,42.8893333333,26.223,30.9733333333,12.3133333333,7.522,30.122,13.988,33.2596666667,11.4376666667
585.37,14.1676666667,42.9766666667,26.1956666667,30.9723333333,12.2736666667,7.48766666667,30.16,13.9436666667,33.281,11.447
585.70,14.138,42.9476666667,26.182,30.918,12.1966666667,7.46066666667,30.1293333333,13.9046666667,33.3143333333,11.427
586.04,14.0163333333,42.8376666667,26.1516666667,30.723,12.074,7.379,29.9386666667,13.7926666667,33.2026666667,11.3296666667
586.38,13.9636666667,42.8756666667,26.1806666667,30.6373333333,12.0103333333,7.295,29.8756666667,13.738,33.1196666667,11.2723333333
586.72,14.0356666667,42.8783333333,26.1443333333,30.727,11.9506666667,7.34233333333,29.9266666667,13.7926666667,33.0946666667,11.2493333333
587.06,13.9846666667,42.8926666667,26.077,30.7603333333,11.9,7.31066666667,29.955,13.7593333333,33.122,11.224
587.39,14.0513333333,42.9673333333,26.1743333333,30.8666666667,12.0563333333,7.35466666667,30.0803333333,13.965,33.235,11.2653333333
587.73,14.1233333333,42.919,26.142,30.7983333333,11.9816666667,7.46433333333,30.0246666667,13.9776666667,33.1806666667,11.264
588.07,14.2083333333,42.919,26.1796666667,30.8113333333,12.052,7.602,30.02,14.0606666667,33.3336666667,11.362
588.41,14.2056666667,42.9373333333,26.1673333333,30.886,12.019,7.59133333333,30.0983333333,14.05,33.4386666667,11.3503333333
588.74,14.207,43.036,26.2896666667,30.903,12.0166666667,7.558,30.09,14.0446666667,33.6096666667,11.4363333333
589.08,14.277,43.0803333333,26.3623333333,30.87,11.978,7.584,30.102,14.0446666667,33.6546666667,11.4356666667
589.42,14.1713333333,42.9943333333,26.307,30.74,11.849,7.532,30.0673333333,13.9773333333,33.541,11.311
589.76,14.163,43.1526666667,26.3123333333,30.7656666667,11.8336666667,7.51933333333,30.1623333333,13.9893333333,33.6213333333,11.3396666667
590.09,14.13,43.1326666667,26.251,30.8083333333,11.8206666667,7.52666666667,30.1833333333,14.08,33.6356666667,11.3536666667
590.43,14.0293333333,43.0266666667,26.146,30.6453333333,11.7946666667,7.383,29.9686666667,14.0086666667,33.568,11.2653333333
590.77,14.0993333333,43.0533333333,26.213,30.6406666667,11.824,7.34066666667,29.9086666667,14.0113333333,33.5743333333,11.2586666667
591.11,13.9783333333,42.9653333333,26.1196666667,30.482,11.7086666667,7.216,29.7776666667,13.869,33.4123333333,11.104
591.44,13.9506666667,43.0726666667,26.2096666667,30.528,11.768,7.119,29.7,13.906,33.5206666667,11.155
591.78,13.963,43.1663333333,26.271,30.5976666667,11.756,7.03233333333,29.6753333333,13.9043333333,33.486,11.1456666667
592.12,13.9416666667,43.174,26.3023333333,30.4976666667,11.7546666667,6.96533333333,29.6423333333,13.9066666667,33.489,11.0733333333
592.46,14.0303333333,43.2733333333,26.3676666667,30.517,11.8426666667,7.013,29.7093333333,13.974,33.503,11.0796666667
592.79,13.9216666667,43.3213333333,26.3336666667,30.5446666667,11.838,6.96933333333,29.729,13.9453333333,33.4226666667,11.0436666667
593.13,14.078,43.5323333333,26.416,30.756,11.943,7.00866666667,29.7846666667,14.0286666667,33.5696666667,11.1516666667
593.47,14.1523333333,43.553,26.4946666667,30.8976666667,12.025,7.068,29.9243333333,14.1453333333,33.702,11.1396666667
593.80,14.2413333333,43.6193333333,26.6303333333,30.9606666667,12.051,7.084,30.038,14.1613333333,33.7466666667,11.1493333333
594.14,14.2556666667,43.785,26.8156666667,31.1463333333,12.1586666667,7.221,30.2326666667,14.2403333333,33.8756666667,11.2493333333
594.48,14.1926666667,43.7466666667,26.809,31.1856666667,12.0886666667,7.18933333333,30.26,14.2016666667,33.913,11.1876666667
594.81,14.3566666667,43.8616666667,26.9486666667,31.2723333333,12.167,7.27333333333,30.3406666667,14.3223333333,34.049,11.2826666667
595.15,14.452,43.8173333333,26.9846666667,31.3033333333,12.1676666667,7.38633333333,30.48,14.35,34.0753333333,11.3236666667
595.49,14.5013333333,43.7536666667,27.0573333333,31.3386666667,12.1946666667,7.42433333333,30.533,14.4076666667,34.1266666667,11.381
595.82,14.5306666667,43.72,27.01,31.3886666667,12.223,7.50166666667,30.5226666667,14.36,34.0913333333,11.4173333333
596.16,14.464,43.745,26.957,31.4686666667,12.1666666667,7.436,30.477,14.343,34.027,11.3976666667
596.50,14.5236666667,43.769,27.0273333333,31.5686666667,12.1946666667,7.46866666667,30.4793333333,14.4066666667,34.104,11.39
596.83,14.5043333333,43.7246666667,26.9876666667,31.56,12.2143333333,7.43433333333,30.4733333333,14.3996666667,34.0716666667,11.4146666667
597.17,14.465,43.61,26.9803333333,31.5166666667,12.165,7.352,30.3666666667,14.35,33.956,11.419
597.51,14.4243333333,43.6553333333,26.912,31.5916666667,12.1523333333,7.35166666667,30.3043333333,14.3763333333,34.054,11.428
597.84,14.519,43.643,26.937,31.64,12.1943333333,7.34166666667,30.3056666667,14.447,34.0773333333,11.51
598.18,14.639,43.6766666667,27.008,31.6583333333,12.3333333333,7.479,30.343,14.5736666667,34.1193333333,11.6943333333
598.52,14.6383333333,43.6956666667,27.0886666667,31.813,12.3963333333,7.58566666667,30.2953333333,14.6553333333,34.1843333333,11.8266666667
598.85,14.5926666667,43.878,27.091,31.9053333333,12.4696666667,7.54366666667,30.2856666667,14.6303333333,34.2353333333,11.801
599.19,14.5286666667,43.9113333333,27.0366666667,31.9913333333,12.4256666667,7.53533333333,30.2286666667,14.609,34.1883333333,11.8256666667
599.53,14.5536666667,43.9956666667,27.1863333333,32.055,12.47,7.57366666667,30.226,14.7186666667,34.2446666667,11.915
599.86,14.639,43.9426666667,27.3146666667,32.077,12.5826666667,7.68866666667,30.3356666667,14.7943333333,34.365,12.021
600.20,14.7023333333,43.994,27.3706666667,32.129,12.6683333333,7.756,30.3593333333,14.8223333333,34.403,12.1443333333
600.53,14.7926666667,44.0183333333,27.474,32.2056666667,12.8253333333,7.84366666667,30.4783333333,14.9273333333,34.4586666667,12.23
600.87,14.9136666667,44.178,27.573,32.2606666667,12.8926666667,7.91733333333,30.5293333333,14.935,34.4603333333,12.305
601.21,15.06,44.2766666667,27.657,32.29,12.9103333333,7.959,30.6953333333,14.9216666667,34.4936666667,12.4053333333
601.54,15.0983333333,44.2716666667,27.6153333333,32.3443333333,12.8733333333,7.943,30.7106666667,14.861,34.4823333333,12.286
601.88,15.0913333333,44.363,27.675,32.4396666667,12.8683333333,7.955,30.85,14.9183333333,34.574,12.248
602.21,15.2096666667,44.467,27.743,32.489,12.8733333333,7.94833333333,31.04,14.9083333333,34.662,12.3243333333
602.55,15.2613333333,44.441,27.7856666667,32.49,12.8803333333,7.987,31.1416666667,14.9636666667,34.6726666667,12.3763333333
602.88,15.4086666667,44.565,27.873,32.555,12.9916666667,8.029,31.256,15.039,34.8226666667,12.3693333333
603.22,15.4663333333,44.6456666667,27.87,32.6196666667,12.997,8.00333333333,31.281,15.0573333333,34.7703333333,12.3186666667
603.56,15.4186666667,44.7563333333,27.808,32.6233333333,12.957,7.937,31.2653333333,15.0346666667,34.709,12.2523333333
603.89,15.426,44.7733333333,27.849,32.6863333333,12.9443333333,7.86266666667,31.289,15.025,34.807,12.274
604.23,15.456,44.8046666667,27.9006666667,32.7043333333,12.8933333333,7.86966666667,31.2173333333,15.011,34.8426666667,12.2526666667
604.56,15.4866666667,44.8146666667,27.876,32.763,12.9116666667,7.861,31.191,15.0386666667,34.932,12.292
604.90,15.4376666667,44.8136666667,27.8913333333,32.8313333333,12.9746666667,7.888,31.064,15.0916666667,34.9216666667,12.2726666667
605.23,15.4206666667,44.8906666667,27.969,32.876,13.015,7.93633333333,31.0626666667,15.1336666667,34.971,12.3916666667
605.57,15.48,44.9313333333,28.049,32.9943333333,13.074,7.93533333333,30.9753333333,15.1146666667,34.995,12.43
605.90,15.4713333333,44.8846666667,28.0236666667,32.9936666667,13.138,7.92766666667,30.898,15.1583333333,34.9646666667,12.4343333333
606.24,15.5036666667,44.8503333333,28.017,33.0786666667,13.176,7.874,30.7653333333,15.1663333333,34.9466666667,12.47
606.58,15.5276666667,44.9383333333,28.0866666667,33.125,13.2206666667,7.90466666667,30.7803333333,15.1726666667,34.9723333333,12.5586666667
606.91,15.6363333333,45.0023333333,28.226,33.1716666667,13.3293333333,7.982,30.8476666667,15.275,35.196,12.6063333333
607.25,15.7536666667,45.017,28.4336666667,33.2883333333,13.403,8.04433333333,30.987,15.2866666667,35.3106666667,12.6563333333
607.58,15.7293333333,44.9496666667,28.3953333333,33.206,13.3676666667,8.01966666667,30.9273333333,15.185,35.193,12.6216666667
607.92,15.7246666667,44.9863333333,28.4363333333,33.2763333333,13.3766666667,8.01566666667,30.998,15.193,35.256,12.6906666667
608.25,15.7133333333,45.106,28.4793333333,33.2806666667,13.354,8.04633333333,31.0643333333,15.18,35.3133333333,12.6473333333
608.59,15.825,45.2233333333,28.623,33.344,13.3866666667,8.05633333333,31.2166666667,15.2213333333,35.429,12.691
608.92,15.8753333333,45.275,28.6346666667,33.3626666667,13.4086666667,8.04366666667,31.267,15.2196666667,35.406,12.713
609.26,15.803,45.363,28.6283333333,33.3503333333,13.3926666667,8.09733333333,31.3483333333,15.2103333333,35.4043333333,12.7813333333
609.59,15.8296666667,45.567,28.6766666667,33.3543333333,13.3833333333,8.16366666667,31.353,15.186,35.5036666667,12.8413333333
609.93,15.879,45.7076666667,28.799,33.4653333333,13.475,8.256,31.4396666667,15.2113333333,35.6113333333,12.993
610.26,15.9003333333,45.773,28.8103333333,33.5216666667,13.519,8.21366666667,31.3093333333,15.2223333333,35.624,13.066
610.60,15.856,45.768,28.8176666667,33.6253333333,13.5286666667,8.216,31.3073333333,15.194,35.6566666667,13.203
