wavelength,Back_DigGlsf,Belly_DigGlsf,Breast_DigGlsf,Crissum_DigGlsf,Crown_DigGlsf,DorTail_DigGlsf,Patch10_DigGlsf,Rump_DigGlsf,Throat_DigGlsf,WingTip_DigGlsf
349.27,7.10158333333,4.13283333334,5.643,5.07583333333,9.00316666665,8.33316666667,22.494,6.6425,5.91144444445,8.078
349.64,6.78147222221,3.93316666666,5.486,4.73616666666,8.68716666667,7.85583333333,22.0613333333,6.26816666666,5.70858333333,7.719
350.00,6.71566666666,3.908,5.47616666666,4.72183333333,8.62333333331,7.44233333334,21.9335,6.1995,5.52341666666,7.57716666667
350.37,6.42775,3.84,5.33766666667,4.52116666666,8.528,7.08216666666,21.7753333333,6.196,5.21152777779,7.30483333333
350.73,6.44441666667,3.89883333333,5.28433333333,4.55366666667,8.48733333334,7.01916666666,21.8226666667,6.24,5.22080555555,7.34475
351.10,6.16102777778,3.57833333333,4.84433333333,4.294,8.16833333332,6.66083333334,21.6316666666,5.93166666667,4.89975,6.93475
351.46,5.83819444445,3.265,4.4615,3.9385,7.84633333332,6.05816666667,21.3471666667,5.5725,4.54691666667,6.65625
351.83,5.70013888888,3.14033333333,4.4015,3.84533333333,7.81266666668,5.85966666666,21.2855,5.56466666667,4.34283333333,6.5055
352.19,5.75538888889,3.281,4.60116666667,4.0185,7.97633333335,6.0395,21.4161666666,5.69933333333,4.39683333333,6.63883333334
352.55,5.62872222221,3.17316666666,4.56666666667,3.91816666667,7.75949999998,5.8805,21.2796666667,5.57116666667,4.19241666667,6.564
352.92,5.57197222221,2.98783333333,4.52666666666,3.84466666667,7.54766666665,5.74866666667,21.144,5.51166666667,4.20994444445,6.5115
353.28,5.34580555555,2.69066666666,4.24,3.63,7.33533333331,5.5315,20.9068333334,5.22166666667,3.90094444444,6.19075
353.65,5.14825,2.45233333333,3.93133333333,3.50433333333,7.09883333333,5.4455,20.7823333334,5.03466666667,3.60916666667,6.04591666667
354.01,5.24325,2.41966666667,3.95083333333,3.593,7.045,5.61616666667,20.8573333333,4.97033333334,3.64394444444,6.06233333334
354.38,5.29955555555,2.29516666666,3.92583333333,3.52283333333,6.99233333333,5.71083333333,20.8443333334,4.85133333333,3.64388888889,6.09808333334
354.74,5.33661111111,2.36183333333,3.911,3.59866666666,6.95933333333,5.89233333333,20.7381666667,4.87866666666,3.61963888889,6.11533333334
355.11,5.25927777778,2.30633333333,3.85216666667,3.41566666667,6.877,5.71283333334,20.6098333333,4.822,3.6045,6.224
355.47,5.37222222222,2.3215,3.98116666667,3.44583333333,6.90316666666,5.68183333333,20.6328333333,4.9895,3.7435,6.34741666666
355.83,5.45802777779,2.40933333333,4.16366666667,3.56083333334,6.93933333334,5.75916666666,20.6628333334,5.02366666667,3.86822222222,6.38441666667
356.20,5.41897222222,2.32433333333,3.98233333334,3.49483333333,6.92733333333,5.58666666666,20.6688333333,4.966,3.88680555556,6.30691666666
356.56,5.40144444445,2.29533333333,3.91283333333,3.50866666667,6.99166666666,5.628,20.716,4.9615,3.87233333333,6.22083333333
356.93,5.24941666667,2.28233333333,3.69483333333,3.34666666667,6.86866666666,5.47216666667,20.5945,4.75633333334,3.77344444445,5.99908333334
357.29,5.32869444445,2.41933333334,3.758,3.37783333333,7.02533333333,5.578,20.7273333333,4.88683333333,3.96555555555,6.10858333333
357.66,5.55319444445,2.66683333333,4.0,3.55116666666,7.27483333333,5.81383333334,20.9085,5.1685,4.38219444445,6.31191666666
358.02,5.51752777778,2.69783333334,4.05066666667,3.57333333333,7.35683333333,5.85733333333,20.9768333334,5.26716666667,4.50633333334,6.33958333333
358.38,5.53869444445,2.75966666666,4.15366666667,3.63133333334,7.39966666667,5.84783333334,21.0271666667,5.2995,4.53688888888,6.34566666667
358.75,5.71763888889,2.84916666666,4.39166666667,3.7625,7.58366666665,5.8555,21.2841666667,5.42716666667,4.67563888889,6.45975
359.11,5.86580555555,2.96883333334,4.6515,3.96516666667,7.84150000001,5.9555,21.4696666667,5.62816666666,4.85294444445,6.445
359.48,5.74908333333,2.93416666667,4.54183333334,3.9055,7.83766666669,6.033,21.529,5.57666666666,4.77327777778,6.43041666666
359.84,5.81661111111,3.0735,4.55933333334,3.92233333333,7.89933333331,6.161,21.5635,5.66316666667,4.90613888888,6.477
360.20,5.82569444445,3.12666666666,4.6885,3.9555,7.90183333335,6.2185,21.513,5.71633333333,4.87930555555,6.50625
360.57,5.89772222222,3.17616666667,4.81033333334,4.06416666666,7.96233333333,6.21316666666,21.5678333334,5.85516666667,4.96455555555,6.62708333334
360.93,6.08225,3.37566666666,4.9865,4.27033333334,8.15583333331,6.47,21.7026666667,6.14116666667,5.08680555555,6.80891666667
361.29,6.07030555555,3.37933333333,4.972,4.24,8.08400000001,6.41516666666,21.685,6.17766666667,5.03052777778,6.78575
361.66,5.96075,3.26083333333,4.82733333333,4.16733333333,7.99299999998,6.22983333333,21.6286666667,6.06866666666,4.90919444445,6.65416666667
362.02,5.80152777778,3.1375,4.67483333334,4.01166666667,7.86149999998,6.01566666667,21.5621666667,5.94383333334,4.70083333333,6.49533333334
362.39,5.74475,3.109,4.6025,3.98083333333,7.87000000002,6.0085,21.5355,5.95966666667,4.66841666667,6.46483333334
362.75,5.56777777779,2.879,4.364,3.7535,7.75216666669,5.81483333333,21.3875,5.83666666666,4.51247222221,6.37475
363.11,5.46844444445,2.81883333333,4.186,3.61866666666,7.62716666665,5.71466666666,21.2793333333,5.678,4.31297222222,6.40575
363.48,5.43161111112,2.69066666666,4.1255,3.5265,7.53250000002,5.57466666666,21.1463333334,5.51316666667,4.25180555555,6.21791666667
363.84,5.26608333333,2.45033333333,3.91483333333,3.39033333334,7.3555,5.436,21.1103333333,5.35633333333,4.06755555555,5.99841666667
364.20,5.15725,2.31316666666,3.763,3.30466666666,7.26249999998,5.305,21.0571666667,5.27933333333,4.02016666667,5.83816666666
364.57,5.11127777779,2.2915,3.62433333334,3.16766666667,7.13933333332,5.25866666667,20.885,5.1755,3.94069444445,5.74241666667
364.93,4.98777777779,2.16783333333,3.4625,3.00266666667,7.00966666668,5.133,20.8,5.0195,3.83175,5.60141666667
365.29,5.00261111111,2.11933333333,3.50966666667,3.107,7.0015,5.19033333334,20.7185,5.02833333334,3.91097222222,5.5595
365.66,4.97572222222,2.0985,3.516,3.0035,6.885,5.12466666667,20.6253333333,4.941,3.87866666667,5.53283333333
366.02,4.87586111112,1.9775,3.43766666667,2.916,6.775,5.04833333334,20.4026666666,4.80683333333,3.85775,5.406
366.38,4.88058333334,1.8895,3.37666666666,2.88383333333,6.68483333333,4.99216666666,20.3673333333,4.75233333333,3.87961111111,5.37083333333
366.75,4.77466666667,1.9235,3.29416666667,2.8885,6.55666666666,4.93833333334,20.3073333334,4.66983333334,3.90047222222,5.21891666667
367.11,4.70527777778,1.88433333333,3.27533333334,2.787,6.456,4.853,20.2413333333,4.63883333333,3.99141666667,5.05575
367.47,4.70422222221,2.039,3.37616666667,2.86816666667,6.49633333334,4.98833333333,20.281,4.80583333333,4.14588888889,5.105
367.84,4.69105555555,2.1245,3.41716666667,2.84966666666,6.56316666666,4.95066666667,20.297,4.9255,4.18008333333,5.21483333333
368.20,4.69513888888,2.08583333333,3.36016666667,2.73466666667,6.537,4.89283333334,20.2805,4.86933333333,4.12594444445,5.244
368.56,4.68958333334,2.08366666667,3.36833333333,2.72483333333,6.54316666666,4.83016666666,20.3331666667,4.888,4.11313888889,5.26116666666
368.93,4.81130555555,2.177,3.571,2.8975,6.62233333333,4.84883333333,20.4031666667,5.01866666667,4.299,5.36475
369.29,4.88511111112,2.24683333334,3.627,2.92533333333,6.71033333334,4.93533333334,20.5328333333,5.1395,4.30677777778,5.51491666667
369.65,4.92180555555,2.2555,3.708,3.02683333333,6.83166666666,5.0085,20.6461666667,5.29633333334,4.30122222222,5.60366666666
370.01,5.16980555555,2.6175,3.9285,3.298,7.037,5.30133333334,20.8305,5.54783333333,4.471,5.91333333334
370.38,5.22133333333,2.83483333334,4.05166666667,3.42733333334,7.21,5.409,20.9538333333,5.67833333333,4.54902777777,5.91958333333
370.74,5.36361111112,2.90616666667,4.1765,3.43066666667,7.25783333333,5.46533333333,21.0361666667,5.74533333333,4.53508333333,5.996
371.10,5.60208333333,3.06183333333,4.36216666666,3.67316666666,7.46833333335,5.705,21.2678333333,5.96616666667,4.64886111112,6.1845
371.46,5.72952777778,3.08333333334,4.373,3.73016666667,7.52583333334,5.70816666666,21.3123333333,6.0205,4.66613888888,6.24225
371.83,5.88577777778,3.18433333333,4.49416666667,3.92283333334,7.6545,5.81033333334,21.467,6.07966666667,4.82038888889,6.397
372.19,5.86447222221,3.2135,4.60016666667,4.00583333333,7.67566666669,5.917,21.5116666667,6.15416666666,4.85833333333,6.42183333333
372.55,5.94097222222,3.2835,4.658,4.04816666666,7.80833333333,6.04916666667,21.582,6.215,4.96616666667,6.5155
372.92,5.83030555555,3.16266666667,4.53,3.9415,7.72466666666,6.01283333334,21.509,6.08116666667,4.84175,6.475
373.28,5.82983333334,3.12666666666,4.56516666667,3.8875,7.72583333332,5.97566666667,21.4833333334,6.04216666667,4.85647222222,6.48541666667
373.64,5.80394444445,3.10333333334,4.53533333334,3.84083333333,7.69000000001,5.9755,21.467,5.99516666667,4.88216666667,6.50491666667
374.00,5.77566666666,2.92716666667,4.49183333334,3.75316666666,7.69350000001,5.89266666667,21.5203333334,5.97583333333,4.86927777778,6.4685
374.37,5.79041666667,2.79033333333,4.40416666666,3.70016666666,7.57433333333,5.81833333333,21.4121666667,5.92233333333,4.71577777779,6.44083333334
374.73,5.68705555555,2.65316666667,4.30566666667,3.71233333333,7.56283333333,5.80733333334,21.2555,5.83666666667,4.68969444445,6.33991666667
375.09,5.47375,2.484,4.11833333334,3.52416666666,7.32950000001,5.70533333334,21.0668333333,5.69733333333,4.55213888888,6.12608333333
375.45,5.46036111112,2.5105,4.16516666666,3.59183333333,7.3575,5.74583333333,21.135,5.748,4.48355555555,6.15458333333
375.81,5.46141666667,2.605,4.19766666667,3.57866666666,7.41966666665,5.77866666666,21.1046666667,5.82483333334,4.46680555555,6.14233333334
376.18,5.42155555555,2.63666666667,4.05816666667,3.5535,7.34083333334,5.76433333334,21.0566666666,5.74866666667,4.40036111112,6.14508333334
376.54,5.42288888888,2.59366666667,4.03433333333,3.57766666667,7.27449999999,5.6955,21.0806666666,5.67066666666,4.35161111112,6.05241666666
376.90,5.40722222222,2.596,4.02333333333,3.552,7.25049999999,5.6335,21.0545,5.652,4.33094444445,6.05508333334
377.26,5.38522222221,2.7225,3.98216666667,3.58083333333,7.32266666667,5.608,21.139,5.656,4.35738888889,6.08516666666
377.63,5.48122222221,2.84333333333,4.06933333333,3.65566666666,7.41366666665,5.73216666666,21.2386666666,5.78866666667,4.41858333333,6.16016666666
377.99,5.59813888888,3.042,4.15883333333,3.73516666667,7.48850000001,5.795,21.2513333333,5.91516666666,4.50583333333,6.21708333334
378.35,5.53130555555,3.0795,4.11533333333,3.66533333333,7.52266666669,5.76716666667,21.2843333333,5.87416666667,4.55422222222,6.23108333334
378.71,5.69397222222,3.25433333333,4.21033333333,3.7535,7.59183333333,5.83683333333,21.3603333333,6.02166666667,4.64194444445,6.41883333333
379.07,5.79783333333,3.31366666667,4.32,3.86333333334,7.67799999999,5.83616666667,21.325,6.06016666667,4.70694444445,6.52866666666
379.44,5.89080555555,3.40933333333,4.42466666666,3.89816666666,7.75950000002,5.91666666666,21.361,6.12866666667,4.79875,6.61716666666
379.80,5.83191666667,3.3125,4.3595,3.8325,7.63033333333,5.86783333333,21.2688333334,6.02516666667,4.7535,6.5705
380.16,5.85152777778,3.31983333333,4.42116666667,3.86266666667,7.69583333335,5.86433333333,21.2545,6.03433333333,4.83605555555,6.55883333334
380.52,5.74594444445,3.358,4.37916666667,3.8365,7.69566666668,5.8515,21.148,6.09533333334,4.80425,6.54983333334
380.88,5.84213888888,3.45916666666,4.42316666667,3.9135,7.79283333335,5.903,21.1946666667,6.18716666667,4.81652777778,6.52633333333
381.24,5.86266666666,3.39566666666,4.43666666667,3.98033333333,7.78449999998,5.90883333334,21.1685,6.179,4.77263888888,6.46708333334
381.61,5.81091666666,3.35083333333,4.398,3.95983333334,7.70299999998,5.80933333334,21.0223333333,6.09383333333,4.74141666666,6.41758333334
381.97,5.82288888889,3.357,4.4165,3.97733333333,7.7415,5.90133333333,21.1116666667,6.08416666667,4.80916666667,6.49475
382.33,5.80716666666,3.30933333333,4.46683333333,4.02316666667,7.72983333335,5.89133333333,21.1615,6.02833333333,4.80886111112,6.48166666666
382.69,5.63766666666,3.17266666667,4.36933333333,3.91366666667,7.66216666665,5.73616666666,21.0278333333,5.92583333334,4.66933333334,6.30508333334
383.05,5.64577777778,3.27283333333,4.40466666667,3.98883333334,7.76816666665,5.80183333333,21.1396666667,5.99033333334,4.71738888888,6.37566666666
383.41,5.59561111111,3.18616666666,4.311,4.0105,7.71083333333,5.77583333334,21.1343333333,5.93266666666,4.67825,6.39641666666
383.77,5.58069444445,3.1685,4.3085,3.98283333333,7.68883333335,5.7625,21.0593333333,5.92916666667,4.62388888889,6.344
384.14,5.70991666667,3.27816666667,4.46366666667,4.0665,7.7605,5.79116666667,21.135,6.08933333334,4.66861111112,6.46525
384.50,5.77613888888,3.36483333333,4.56616666667,4.1725,7.82266666667,5.90283333333,21.1666666667,6.15383333334,4.70977777778,6.53658333333
384.86,5.71022222222,3.352,4.53,4.155,7.78133333332,5.88183333333,21.0901666666,6.1475,4.73016666667,6.51283333333
385.22,5.63761111112,3.334,4.43433333333,4.07833333333,7.67833333332,5.8685,20.9981666667,6.07166666667,4.69619444445,6.43725
385.58,5.59180555555,3.25216666667,4.36816666666,4.08283333333,7.6235,5.84516666666,20.9128333333,6.03466666667,4.63202777778,6.36866666666
385.94,5.554,3.1445,4.33433333333,4.0685,7.57716666665,5.7405,20.8121666667,6.01766666667,4.53922222222,6.30266666666
386.30,5.58344444445,3.12416666667,4.32616666667,4.04,7.52233333335,5.70816666666,20.7613333333,6.11466666667,4.53769444445,6.3115
386.66,5.68105555555,3.2355,4.4405,4.1695,7.63816666665,5.85333333333,20.8781666667,6.21533333333,4.69319444445,6.37725
387.03,5.72311111112,3.2415,4.421,4.159,7.58466666669,5.86966666667,20.851,6.23933333334,4.74019444445,6.35058333333
387.39,5.71638888888,3.30766666666,4.42,4.11983333333,7.61566666667,5.88833333333,20.8225,6.20916666667,4.76166666667,6.25516666666
387.75,5.73258333334,3.26783333334,4.41016666666,4.16466666667,7.67783333335,5.86033333334,20.9085,6.15683333333,4.74883333333,6.24966666667
388.11,5.62713888888,3.194,4.276,4.05766666666,7.61250000001,5.77116666666,20.7616666667,6.03966666667,4.67461111112,6.14016666667
388.47,5.61761111111,3.15166666667,4.25333333334,4.0225,7.57750000002,5.68166666667,20.7603333334,6.022,4.69313888888,6.06633333333
388.83,5.60519444445,3.15366666667,4.2895,4.02533333334,7.59149999999,5.70483333334,20.7315,6.0005,4.68636111112,6.079
389.19,5.69527777778,3.21116666667,4.36033333333,4.14933333333,7.64833333331,5.72183333334,20.7811666667,6.10183333333,4.74488888888,6.21325
389.55,5.72825,3.29233333333,4.38333333333,4.15883333334,7.71716666666,5.67566666667,20.8948333334,6.16516666667,4.80113888889,6.27275
389.91,5.65555555555,3.32383333334,4.314,4.14066666667,7.65750000002,5.61316666667,20.8178333333,6.118,4.80202777778,6.23075
390.27,5.58261111112,3.263,4.24133333333,4.085,7.65149999999,5.52983333334,20.7178333334,5.98183333334,4.69908333334,6.20866666666
390.63,5.61458333333,3.28383333333,4.289,4.08816666666,7.65566666669,5.597,20.7205,5.98533333334,4.75627777778,6.316
391.00,5.53263888888,3.20483333334,4.25633333333,4.00433333333,7.64283333332,5.51983333333,20.686,5.917,4.66847222222,6.28416666666
391.36,5.45963888888,3.10933333333,4.218,3.93083333334,7.58516666666,5.35166666667,20.6146666666,5.84083333333,4.63594444445,6.24466666666
391.72,5.4935,3.20416666666,4.307,4.0075,7.63066666665,5.38616666666,20.6143333333,5.93416666666,4.74863888888,6.29133333334
392.08,5.56288888889,3.21416666667,4.38883333334,4.09283333334,7.67283333335,5.4525,20.7063333334,5.96033333333,4.80044444445,6.31183333334
392.44,5.53738888888,3.18616666667,4.38133333333,4.089,7.68950000002,5.43066666666,20.6296666667,5.9045,4.80727777778,6.3505
392.80,5.5475,3.17633333334,4.367,4.066,7.68883333335,5.39166666666,20.6788333333,5.919,4.82163888888,6.36491666666
393.16,5.47983333333,3.1615,4.328,3.99033333333,7.659,5.3585,20.6441666667,5.88433333334,4.78166666667,6.24775
393.52,5.5205,3.23583333334,4.40866666667,4.06683333333,7.67249999998,5.42116666667,20.5971666667,5.91583333333,4.78569444445,6.2615
393.88,5.57458333334,3.29766666667,4.51033333333,4.11666666667,7.73166666666,5.50083333334,20.671,5.98283333333,4.82052777778,6.26075
394.24,5.69652777779,3.48066666666,4.62066666667,4.2085,7.84566666667,5.66166666666,20.7148333334,6.13316666667,4.97761111112,6.36716666666
394.60,5.62627777779,3.41066666667,4.52783333333,4.14883333333,7.76083333333,5.521,20.6645,6.04566666666,4.83427777778,6.233
394.96,5.64155555555,3.43016666667,4.51983333334,4.1915,7.77483333333,5.53483333333,20.6848333333,6.06533333333,4.81858333333,6.22816666667
395.32,5.67541666667,3.45183333334,4.57033333334,4.26166666667,7.77999999998,5.61183333333,20.6956666667,6.16883333333,4.82397222221,6.27841666667
395.68,5.64861111112,3.43316666667,4.54183333333,4.2355,7.74166666669,5.67166666666,20.6586666666,6.134,4.80927777778,6.29266666667
396.04,5.56202777778,3.40766666667,4.475,4.153,7.66983333334,5.6345,20.5645,6.11266666667,4.75322222222,6.26516666667
396.40,5.54769444445,3.336,4.4075,4.0815,7.57400000002,5.59916666666,20.5105,6.096,4.68591666667,6.16808333333
396.76,5.55080555555,3.35166666666,4.44583333333,4.1705,7.58066666669,5.62833333334,20.4698333334,6.10016666667,4.71152777778,6.20358333334
397.12,5.49602777778,3.267,4.37466666667,4.1185,7.56933333335,5.5795,20.4676666667,6.04383333333,4.65322222221,6.19491666666
397.48,5.48930555555,3.24483333333,4.38416666667,4.07016666667,7.59466666668,5.58083333334,20.4733333333,6.025,4.66386111111,6.17375
397.84,5.36808333333,3.10583333334,4.266,3.96416666667,7.50916666665,5.48016666666,20.3475,5.92566666667,4.55961111112,6.12358333333
398.20,5.34897222222,3.0135,4.27933333333,4.00133333333,7.47466666666,5.4605,20.3401666667,5.8615,4.51433333334,6.13425
398.56,5.34786111111,3.039,4.29766666667,4.017,7.50566666667,5.516,20.3131666666,5.90466666666,4.56336111112,6.145
398.92,5.36977777778,3.037,4.329,4.0265,7.52183333333,5.51766666667,20.2655,5.9295,4.6335,6.17225
399.28,5.42147222221,3.10366666667,4.3625,4.07216666666,7.57683333331,5.55166666666,20.3153333333,5.93366666667,4.68544444445,6.22091666667
399.64,5.43675,3.07916666667,4.331,4.044,7.57366666666,5.42216666666,20.2766666667,5.9025,4.6505,6.19466666667
400.00,5.51513888888,3.1115,4.37333333333,4.10183333333,7.63633333335,5.4245,20.3395,5.931,4.70722222221,6.21675
400.36,5.57033333334,3.18766666666,4.43783333333,4.16533333333,7.71833333333,5.54266666667,20.4315,6.02116666666,4.78177777778,6.34016666667
400.72,5.58177777778,3.12366666666,4.39566666666,4.14016666666,7.7315,5.58066666666,20.464,6.02116666666,4.75386111112,6.29641666667
401.08,5.63108333334,3.12,4.43616666667,4.16133333333,7.71533333333,5.5635,20.3546666667,6.0125,4.77613888888,6.33658333333
401.44,5.62219444445,3.0795,4.38083333333,4.12716666666,7.68616666667,5.55266666666,20.3496666667,5.98016666667,4.73030555555,6.31366666667
401.80,5.65233333334,3.09316666666,4.38166666666,4.13583333334,7.69883333334,5.51,20.3428333333,5.98366666667,4.76533333333,6.32908333334
402.16,5.70544444445,3.18133333334,4.4035,4.15766666667,7.75866666669,5.51816666666,20.4191666667,6.05716666666,4.80719444445,6.32433333333
402.52,5.70805555555,3.12066666667,4.37633333333,4.15316666667,7.74016666668,5.49966666667,20.4043333333,6.00683333333,4.77519444445,6.33041666667
402.88,5.69191666666,3.12966666667,4.37683333334,4.13966666666,7.72199999998,5.52516666666,20.4668333333,5.95216666667,4.77580555555,6.31791666666
403.24,5.68577777778,3.1265,4.348,4.1435,7.718,5.53366666667,20.4841666667,5.95233333333,4.77988888888,6.27733333334
403.60,5.62425,3.0625,4.31766666667,4.11066666666,7.68349999998,5.52483333333,20.464,5.94866666667,4.71966666667,6.23333333334
403.95,5.5895,3.10133333333,4.31866666666,4.15283333333,7.67750000001,5.57383333334,20.4375,5.9705,4.71402777779,6.25866666667
404.31,5.60891666667,3.1515,4.36216666667,4.2215,7.71216666669,5.56333333334,20.4301666667,5.98183333334,4.71277777778,6.25683333334
404.67,5.65416666667,3.21666666667,4.39883333334,4.24166666667,7.702,5.5545,20.4265,5.99183333334,4.75980555555,6.27258333333
405.03,5.679,3.28883333333,4.4495,4.29416666667,7.73183333335,5.65633333334,20.5033333333,6.031,4.79133333333,6.27083333334
405.39,5.66944444445,3.26233333333,4.45816666667,4.31066666666,7.71283333334,5.68566666666,20.4405,6.0445,4.79105555555,6.25633333334
405.75,5.73216666666,3.29383333333,4.54866666667,4.36383333333,7.74283333333,5.76433333333,20.4758333333,6.07933333333,4.79938888888,6.3055
406.11,5.6525,3.17266666667,4.4945,4.32833333334,7.64833333335,5.73866666666,20.3401666666,6.03333333333,4.74916666667,6.25525
406.47,5.66438888889,3.245,4.5645,4.35966666667,7.67416666665,5.78266666666,20.3851666667,6.06283333333,4.7885,6.28125
406.83,5.68211111111,3.24783333333,4.60083333334,4.41016666666,7.67366666666,5.764,20.285,6.09633333334,4.78113888888,6.28741666666
407.19,5.65502777778,3.228,4.63566666667,4.37733333333,7.64316666667,5.79633333333,20.1675,6.07633333333,4.76308333333,6.28691666667
407.55,5.68552777778,3.30283333333,4.67383333334,4.434,7.63683333333,5.877,20.0998333333,6.08933333334,4.80675,6.34041666666
407.90,5.69130555555,3.23783333333,4.64733333334,4.41516666666,7.63466666668,5.85366666667,20.0706666666,6.02166666667,4.81936111112,6.31191666667
408.26,5.64577777778,3.1585,4.58516666666,4.347,7.57216666668,5.812,20.03,5.93783333333,4.73241666667,6.23383333334
408.62,5.59019444445,3.114,4.526,4.293,7.54949999999,5.78516666666,19.9773333333,5.8725,4.66919444444,6.21675
408.98,5.54361111112,3.07383333334,4.48483333334,4.268,7.50583333334,5.68966666666,19.882,5.8585,4.64613888888,6.195
409.34,5.58280555555,3.0955,4.50683333333,4.2865,7.54016666666,5.684,19.9646666667,5.84616666667,4.64913888889,6.25358333333
409.70,5.56897222221,3.144,4.51666666667,4.30583333334,7.58233333335,5.709,20.0238333333,5.8625,4.70813888889,6.2815
410.06,5.56127777778,3.1885,4.5535,4.32416666667,7.60383333332,5.70516666667,20.0131666667,5.85033333333,4.72466666666,6.2835
410.42,5.55358333334,3.163,4.52483333333,4.33183333333,7.57550000001,5.6625,19.9473333334,5.866,4.69977777779,6.25875
410.77,5.55458333333,3.2,4.532,4.35116666666,7.59666666668,5.6685,19.9776666667,5.84433333334,4.67691666666,6.26241666666
411.13,5.58058333334,3.2525,4.53333333333,4.414,7.62666666669,5.64616666666,20.026,5.87433333334,4.68227777778,6.2625
411.49,5.61961111111,3.25516666667,4.55016666666,4.4495,7.67883333332,5.65783333334,20.0853333334,5.94933333333,4.70747222222,6.28041666666
411.85,5.60825,3.2995,4.61,4.4395,7.68933333334,5.65233333333,20.1056666667,6.01166666667,4.69602777778,6.30433333334
412.21,5.61683333334,3.32883333333,4.64416666667,4.431,7.69566666668,5.60133333333,20.1238333333,6.0275,4.72827777779,6.31783333334
412.57,5.57447222222,3.29966666666,4.63733333334,4.38733333334,7.65816666669,5.558,20.1266666667,6.0305,4.68277777778,6.27066666666
412.92,5.59197222222,3.30416666667,4.642,4.35066666667,7.64899999998,5.61316666667,20.0871666666,6.00083333334,4.65705555555,6.27141666667
413.28,5.53925,3.31966666667,4.58733333333,4.31216666667,7.61133333332,5.56983333333,20.0381666667,5.9705,4.67072222222,6.20066666667
413.64,5.50386111112,3.24416666666,4.52933333333,4.25766666667,7.53733333334,5.50183333334,19.9226666667,5.903,4.59794444444,6.12116666666
414.00,5.50652777779,3.26666666666,4.51,4.283,7.53750000001,5.504,19.9663333334,5.9065,4.60094444445,6.10166666667
414.36,5.46680555555,3.2335,4.4725,4.27083333333,7.52083333332,5.498,19.9506666667,5.84916666666,4.52313888889,6.07175
414.72,5.43561111112,3.17216666666,4.41333333334,4.22683333333,7.48816666667,5.4485,19.937,5.83816666666,4.464,6.05283333334
415.07,5.39808333334,3.105,4.372,4.20216666666,7.42733333333,5.39366666667,19.8531666667,5.79066666667,4.4185,6.02983333333
415.43,5.38458333333,3.10883333333,4.37033333334,4.17666666666,7.38116666665,5.36616666667,19.861,5.747,4.39947222223,6.01825
415.79,5.35858333333,3.08733333334,4.346,4.181,7.36200000001,5.339,19.8201666667,5.72116666667,4.34788888889,5.97941666667
416.15,5.32597222222,3.0415,4.34033333333,4.14883333333,7.32933333335,5.35416666666,19.7593333333,5.69233333334,4.35194444445,5.94433333333
416.51,5.32447222222,3.038,4.36716666667,4.16633333333,7.37583333332,5.36616666667,19.7801666667,5.70833333333,4.35377777778,5.9475
416.86,5.35894444445,3.07266666666,4.44766666667,4.229,7.4115,5.37533333333,19.8898333333,5.76183333333,4.41083333333,6.00275
417.22,5.39455555555,3.10616666667,4.50316666667,4.29633333333,7.42183333333,5.42483333334,19.8661666666,5.78966666667,4.44827777778,6.03241666667
417.58,5.4355,3.2,4.5405,4.35283333333,7.4495,5.46416666667,19.9066666667,5.81666666667,4.5005,6.0825
417.94,5.47294444445,3.24016666666,4.57766666667,4.38183333333,7.49966666669,5.5075,19.9335,5.85966666667,4.53966666667,6.14333333333
418.29,5.50705555555,3.29133333333,4.6205,4.376,7.516,5.47433333334,19.9405,5.90633333333,4.59558333333,6.1685
418.65,5.48747222222,3.32566666667,4.62933333333,4.3615,7.48666666669,5.47916666666,19.891,5.90066666666,4.61508333333,6.15133333333
419.01,5.48613888888,3.339,4.62466666667,4.34283333334,7.48483333335,5.49383333333,19.8953333334,5.91166666666,4.63172222222,6.14875
419.37,5.46869444445,3.34783333334,4.64183333334,4.36166666667,7.52,5.5075,19.89,5.90316666667,4.652,6.15441666666
419.73,5.47261111112,3.37066666667,4.62466666667,4.37366666667,7.53633333331,5.49766666666,19.9226666666,5.9115,4.69202777778,6.15925
420.08,5.48952777778,3.39983333333,4.61766666667,4.41816666667,7.554,5.4855,19.9261666666,5.9245,4.7225,6.19575
420.44,5.53344444445,3.46316666666,4.65733333333,4.47816666667,7.57733333331,5.52383333334,19.8938333333,5.96916666667,4.77630555555,6.2425
420.80,5.52644444445,3.45666666666,4.63883333334,4.466,7.58433333335,5.49866666666,19.8801666667,5.94433333334,4.76322222222,6.23633333333
421.16,5.50744444445,3.43983333333,4.61716666666,4.43133333333,7.56599999999,5.432,19.8676666666,5.93616666666,4.74572222222,6.23075
421.51,5.4735,3.4145,4.61183333333,4.4035,7.56599999998,5.42366666666,19.8548333334,5.9245,4.71516666667,6.22891666667
421.87,5.44355555555,3.38566666667,4.592,4.37733333333,7.52133333332,5.38983333333,19.8056666667,5.88583333334,4.68213888889,6.19683333334
422.23,5.44097222222,3.4015,4.60133333333,4.401,7.5295,5.41616666667,19.8001666667,5.87666666667,4.69658333333,6.2175
422.58,5.45211111112,3.396,4.59433333333,4.412,7.54283333332,5.42133333334,19.7961666667,5.84783333333,4.70019444444,6.21525
422.94,5.45552777778,3.38633333333,4.59916666666,4.40683333334,7.55000000002,5.40366666666,19.7981666667,5.81383333333,4.69538888889,6.22091666666
