wavelength,Back_DonAlbf,Belly_DonAlbf,Breast_DonAlbf,Crissum_DonAlbf,Crown_DonAlbf,DorTail_DonAlbf,Patch10_DonAlbf,Patch11_DonAlbf,Patch12_DonAlbf,Rump_DonAlbf,Throat_DonAlbf,WingTip_DonAlbf
199.68,-288.492083333,-258.9285,-257.53975,-120.106680184,-210.714416667,8.73008333332,-176.984166667,-312.853768116,-238.888916667,-123.41275,-218.254083333,-258.73
200.06,-277.380833333,-272.02375,-225.793666667,-106.029512124,-171.031583333,29.1666250001,-147.619,-287.715648551,-229.365083333,-116.666625,-201.984083333,-216.26975
200.44,-874.999999999,-796.875,-723.958333333,-422.232093088,-605.208333333,-144.270833333,-597.916666667,-825.951086958,-735.416666667,-482.8125,-638.541666667,-712.500000001
200.82,-7408.33333334,-6179.16666667,-5991.66666666,-3529.68227425,-5133.33333333,-1279.16666667,-4833.33333333,-6796.73913044,-6150.0,-4283.33333333,-5516.66666666,-5408.33333333
201.19,1508.33333333,1280.0,1166.66666667,703.157748049,1023.33333334,270.833333333,918.333333332,1373.76811594,1288.33333333,862.500000001,1075.0,1090.0
201.57,548.888833333,484.444458333,446.111166667,274.47038378,393.889083333,122.5,342.777666667,529.009728261,477.77775,325.000041667,367.777833333,415.5555
201.95,3.96090734272e+15,3.37183565851e+15,3.04398128223e+15,1.44199050047e+15,2.36694866779e+15,1.43936067636e+14,2.5162157009e+15,3.63479132475e+15,3.1825863844e+15,2.07374556706e+15,2.58018728652e+15,2.68680659587e+15
202.33,-522.916583333,-474.3055,-454.166583333,-205.604244844,-314.583416667,-11.1110833333,-372.916583333,-483.212615942,-442.36125,-332.291625,-359.02775,-364.583333333
202.71,-263.0435,-248.00725,-235.869666667,-87.9467219901,-144.20275,18.6595416667,-168.478166667,-241.320105073,-232.971,-177.354958333,-194.927416666,-174.275416667
203.09,-229.861166666,-218.75,-207.291583333,-73.6169233557,-123.95825,13.367875,-138.541583333,-216.817673913,-195.486166667,-153.472166667,-180.90275,-148.9585
203.47,-667.592583333,-601.851958333,-597.222166667,-275.210693701,-309.259166667,-65.7408333333,-316.666666667,-617.512119565,-512.037083333,-445.3705,-462.037083334,-398.148333333
203.85,274.38275,243.055791667,252.77775,165.272167503,172.530833333,95.8333333333,158.02475,264.049938406,225.926,210.185291667,202.777666667,182.40725
204.22,247.474666667,225.884,227.525333333,157.125457915,177.525333333,116.919291667,152.272666667,248.396989131,202.52525,182.828083333,187.37375,185.60625
204.60,171.701583333,168.663208333,150.694583333,102.562630156,125.000083333,82.4653333333,101.90975,175.135800725,140.972333333,124.132083333,130.5555,120.65975
204.98,169.005916667,171.856833333,149.7075,107.779727843,131.432833333,102.778,106.579,176.976757246,143.56725,126.169708333,134.941416667,141.228083333
205.36,178.686083333,188.702083333,160.256416667,111.147547241,141.025416667,112.500041667,120.512916667,189.673894927,153.685916667,135.657208333,146.474416667,153.20525
205.74,195.644,214.677916667,174.8105,115.511435201,147.53775,123.484875,123.2955,208.596815218,166.856166667,147.064458334,167.613666667,163.447
206.12,235.370416667,254.166583333,207.59275,155.31062068,182.037166667,164.537,151.851833333,250.298054347,200.555583333,186.296291667,197.222083333,207.777916667
206.50,239.087333333,269.642916667,207.73825,158.068061455,182.3415,183.035541667,158.9285,263.336764492,204.960583333,186.111125,211.11125,218.651
206.87,187.946416666,217.485125,171.726333333,132.243573578,155.20825,157.514875,141.0715,212.292996377,162.7975,152.3065,172.470416667,182.14275
207.25,149.675416667,178.679666666,141.017416667,109.169554069,125.324666667,119.751125,116.01725,167.847739131,133.00875,123.8095,132.90025,149.242416667
207.63,155.917833333,195.772916667,144.082083334,115.484927676,132.367083333,125.7245,126.69075,180.266619565,146.0145,133.031416667,144.082166667,163.164416667
208.01,176.969666666,223.863666667,153.485083334,119.917361901,133.484916667,132.727208333,139.545583333,204.064576087,159.8485,138.257458333,155.909083334,182.27275
208.39,156.446583333,192.452833333,133.333333334,96.3486794872,112.421333333,110.062875,122.79875,185.4115,133.647833334,122.248583333,134.434,150.471666667
208.77,192.037,217.685416667,160.555666667,127.112346154,134.4445,143.796166667,150.000083333,227.69725,162.036916667,155.092625,166.4815,187.592666667
209.14,149.149833333,180.442125,117.176583333,98.3398954848,98.9795833334,110.204208333,117.17675,186.091365942,117.687,121.428583333,135.034166667,144.217583333
209.52,148.581583333,180.141958333,115.425583333,102.74911427,96.9857500002,115.514125,120.921833333,195.058554348,110.106416667,118.971458333,139.00725,143.971833333
209.90,148.95825,165.364541667,105.555583333,102.855892419,88.5417499999,116.666583333,120.833416667,192.308286232,103.298666667,121.267416667,131.944416667,152.430583333
210.28,141.851916666,157.036875,97.4073333332,95.2784091417,88.8887499999,109.166708333,109.62975,193.164137681,104.259166666,113.426,123.148083333,150.000083333
210.66,109.375,114.583375,76.6924166668,77.5588170291,70.5725833332,84.244625,83.9841666666,144.40090942,79.9476666667,87.9555,88.0206666667,114.322666666
211.03,116.666666667,113.1695,73.6607499999,83.0010406912,70.3869166667,84.0772916666,80.0595833332,147.612557971,86.0119166666,91.9642499998,83.4823333332,119.345166667
211.41,204.629583333,175.462875,91.9753333333,134.924608556,114.50625,148.610833333,120.679,257.420905797,145.98775,144.907375,134.567916666,190.432
211.79,236.859,178.044833333,110.577166667,142.979338211,143.26925,163.140958333,131.08975,261.050793478,144.871833333,149.198625,133.012916667,191.02575
212.17,246.428666667,193.303708333,131.250083333,160.272965998,165.178583333,202.827416667,150.0,275.724699275,164.881,178.571416667,152.380916667,216.666833333
212.55,250.26875,202.957083333,141.129083333,174.338292921,166.666416666,199.05925,158.064416667,265.591282609,177.956916667,182.392416667,160.215083333,237.903083334
212.92,285.144916667,248.550791667,144.202833333,183.979807135,167.753583333,185.869583333,168.478166666,296.518485507,189.130416667,186.05075,162.31875,262.318833333
213.30,411.458333333,400.520833333,251.5625,276.762820513,246.354166667,256.770833333,271.875,441.666666667,288.541666667,283.072916667,217.708333333,403.125
213.68,555.5555,537.152625,384.027833333,371.821590162,377.777833333,349.999916667,370.138833334,612.500094203,417.361083333,383.333208333,283.333416667,565.277833333
214.06,294.87175,300.961625,228.525666667,213.038646878,251.282166666,214.583416667,222.435833333,324.261568841,257.051333333,209.775583333,168.269333334,300.320416667
214.44,187.592666667,200.2775,149.25925,142.903044593,162.592583333,143.333375,156.29625,209.557076087,164.074166667,138.425916667,116.111083333,195.18525
214.81,192.021333333,196.63125,142.375916667,141.465998328,166.666583333,147.960958333,148.581583333,202.227873188,164.893583333,135.460916667,120.921833333,191.489416667
215.19,174.829916667,186.904666666,134.86375,125.229514632,161.05425,146.003375,144.72775,198.994463768,154.591833333,126.870583333,111.904833333,191.496666667
215.57,125.81025,130.960625,98.8425833333,83.507322603,112.963,106.944458333,102.662083333,142.255387681,109.95375,92.4767083334,82.7545833333,137.84725
215.95,128.308833333,138.786833333,105.26975,88.6787562709,122.671583333,109.926458333,104.779416667,157.118496377,119.485333333,98.407,92.1570833334,149.142166667
216.32,112.962916667,128.009125,90.0461666666,76.1091433946,106.712916667,91.4931666667,87.6158333333,138.093811594,98.95825,79.2824999999,82.6389166667,129.74525
216.70,111.859,132.104583333,91.3461666667,75.3073382107,110.149666667,98.8781666667,90.8120000001,135.340126811,95.6195833332,85.6302500001,85.8974166667,130.44875
217.08,114.516166667,126.61275,94.7130833333,81.5805876533,114.157583333,105.018,92.2043333334,130.142528986,98.2974166667,90.2777083332,91.8458333333,130.64525
217.46,123.765166666,127.571958333,96.1934166667,85.5291429765,122.530916667,109.207791667,86.9340833334,136.209550725,104.423833333,94.2900000001,95.8846666666,136.419833333
217.83,116.96075,120.195875,84.902,87.3285707914,111.56875,100.539041667,78.03925,123.384423913,96.2745,91.0783750001,87.6470833333,121.470416667
218.21,115.888833334,119.110916667,77.8888333334,87.4452572465,102.111166667,98.388875,68.6666666667,121.690771739,88.8888333333,86.333375,80.9999166668,115.222166667
218.59,108.208916667,105.845666667,63.9303333333,77.7842940356,94.0298333333,98.258875,54.4775833333,114.308978261,80.2238333334,81.2811249999,67.1643333334,105.223916667
218.97,147.863166667,141.453083333,88.0343333333,101.784870401,132.051166666,136.645333333,67.5214166666,170.763713768,106.837666667,114.2095,76.0682499999,149.786333334
219.34,376.388833333,361.458166667,155.555666667,228.604422937,286.111,340.625083333,98.6110833333,424.27532971,214.583333333,230.20825,122.916666666,275.694416667
219.72,-454.6295,-413.889,-164.814833333,-278.751597129,-305.555583333,-418.055666667,-101.851833333,-524.396108696,-212.962916667,-260.64825,-124.074,-332.40725
220.10,-268.589666667,-232.692458333,-58.9743333333,-168.666994983,-171.794833333,-284.294875,-95.5126666667,-299.442536232,-93.58975,-153.525625,-60.8973333335,-217.30775
220.47,-51.0685,-36.8588333333,7.90616666675,-27.8017012263,-37.6067500001,-56.089875,-5.12816666668,-67.7163985506,-13.4614166667,-31.73075,0.427249999917,-50.4273333333
220.85,-20.7515,-14.869125,19.281,-10.1405943422,-12.0913333333,-31.1276666667,9.80408333331,-44.0467028986,-5.88225,-6.61762500001,15.6863333334,-15.84975
221.23,-8.49999999999,-12.5,28.6666666667,-1.05546265328,-7.83333333333,-30.0833333333,14.6666666667,-42.1086956522,-1.49999999998,5.24999999998,16.1666666668,-5.33333333332
221.61,-29.5455833333,-15.4355,9.09083333342,-13.2982513935,-25.3788333334,-61.4584583333,-13.8255833334,-58.8191195652,-22.9166666666,-9.56433333332,3.03024999999,-22.91675
221.98,-24.6666666667,-3.25,12.5,-2.89297658862,-22.1666666667,-50.25,-12.1666666667,-47.7173913044,-14.8333333333,0.333333333325,-2.66666666667,-20.1666666667
222.36,-23.7421666667,-1.02191666668,10.3775833333,5.05800181158,-23.7419166666,-43.0816666667,-18.2390833333,-47.2654528986,-11.32075,-4.08799999998,-4.55983333333,-22.48425
222.74,-51.4184166666,-25.266,-14.1844166667,-11.2269133222,-44.5036666666,-69.3262083333,-48.9363333333,-76.6497463768,-28.5460833333,-19.59225,-29.43275,-47.6950833332
223.11,-109.722166667,-71.5277916667,-38.6110833333,-48.9208167504,-82.77775,-124.999875,-113.611,-146.388902174,-72.7777500001,-69.4444583333,-71.6665833334,-103.88875
223.49,-1644.44441666,-1180.5555,-852.777833333,-957.534481884,-1227.77783333,-1609.72220834,-1677.77783333,-1934.78269565,-1138.88883333,-1219.44445833,-1361.11108334,-1633.33333333
223.87,5125.0,4187.5,2808.33333333,3370.42920847,4141.66666667,4795.83333333,5100.0,5764.49275362,3641.66666666,3633.33333333,4375.0,5083.33333333
224.24,333.823416667,258.333416667,162.254833333,203.844531076,243.6275,272.794166667,283.333333333,339.663307971,251.960833333,229.1665,251.960833334,292.647083334
224.62,147.8725,110.461,80.1418333333,97.1984526199,108.865166667,121.719666667,123.581666667,143.825018116,112.94325,103.81225,106.91475,117.907833333
225.00,125.416666667,94.7916250001,71.6666666668,85.7622958474,93.7500000001,96.0417083332,109.16675,116.346692029,97.77775,95.2777916665,92.0832499999,108.888916667
225.38,127.00625,87.1142083333,72.0678333334,88.5656707079,85.6483333334,87.7315,104.629583333,113.976021739,94.7531666668,96.0647916664,83.0246666667,112.8085
225.75,108.939416667,81.8180416667,54.5454166667,77.7808889353,72.27275,68.4849166667,93.7878333334,102.760112319,80.4545833334,84.5454166667,72.1213333334,93.6364166667
226.13,97.5258333333,79.29675,48.0468333333,68.6680809643,54.0365833333,58.984125,81.5103333333,85.1165217391,70.9635833333,79.6223333334,57.5520833333,89.5831666667
226.51,106.178166667,93.75,53.8794166667,78.0741721014,63.0748333333,68.5345416667,81.7528333333,91.7104746376,83.3333333332,91.8103333331,59.77,101.149333333
226.88,128.125,121.006833333,68.4025833334,97.1232775919,88.7151666666,78.2119166667,100.173583333,110.446884058,111.458333333,119.618083333,77.7778333334,125.52075
227.26,163.963833333,163.5135,90.31525,114.046032609,126.351166667,102.027,124.549583333,137.26993116,141.891833333,145.495458334,111.936916667,164.865
227.64,414.743666667,417.307583334,221.79475,267.185492754,321.153916667,283.3335,296.153833333,346.822811594,370.51275,379.80775,254.487416666,460.25625
228.01,527.777916667,545.833208333,286.111166667,286.044496237,384.2595,400.462958333,371.296333333,489.935652174,458.3335,535.648083333,335.185083333,580.555416667
228.39,-584.523833333,-701.785791667,-363.09525,-325.334426003,-405.952416667,-534.523708334,-409.523833333,-613.457492753,-475.000166667,-611.90475,-399.999916667,-672.619083333
228.76,-67.6829999999,-100.812791667,-40.8535833333,-28.3101796265,-32.9268333333,-70.5285,-43.6991666667,-76.1046702899,-45.5284999999,-75.1015833334,-35.5691666666,-87.6015833334
229.14,-41.6665833333,-61.4942083334,-24.1380833333,-12.2854286511,-13.2185833333,-41.020125,-20.8334166666,-47.4387282609,-22.41375,-43.8936666667,-18.6781666667,-55.3160833333
229.52,-54.3715833333,-63.7295416667,-32.9235,-23.7166397715,-22.1311666667,-54.9864166667,-38.6611666667,-60.3469673913,-37.1585833333,-60.5191666666,-32.51375,-65.7104166667
229.89,-66.7969166667,-73.1772500001,-41.797,-35.7596645763,-32.1615,-58.4634583334,-47.6563333333,-74.1510289855,-52.9949166667,-69.6616250001,-41.0156666666,-78.125
230.27,-58.2158333334,-61.3850416666,-48.5916666667,-35.1947639353,-43.31,-58.098625,-44.2489166667,-72.2240289855,-53.4038333333,-67.9577083332,-44.2489166667,-76.1738333333
230.65,-50.10825,-50.2165833333,-43.6145833333,-31.4901992754,-35.71425,-51.136375,-38.09525,-63.3351811594,-47.6190833333,-59.9566666667,-36.1471666667,-65.5843333334
231.02,-32.4074166667,-30.2316666667,-25.4628333333,-19.9265996377,-18.5184166667,-35.787125,-20.1851666667,-40.3138405797,-29.3516666667,-40.5092083333,-17.963,-51.5741666667
231.40,-34.127,-26.2400833333,-25.1985833333,-24.0463744426,-15.6744166667,-45.536,-22.71825,-44.9491521739,-35.2181666667,-44.9405833333,-17.4605,-54.1666666667
231.78,-46.0,-32.2778333334,-32.55575,-36.2800908584,-22.0000833333,-47.7222916667,-32.2221666667,-54.5072789855,-45.66675,-58.1110833334,-23.0000833333,-66.2221666666
232.15,-48.2905833333,-31.8909583333,-28.7394166667,-42.4288571628,-27.6708333333,-47.329125,-36.3245833333,-51.1241195652,-47.7565,-54.9146666666,-19.4444166667,-69.765
232.53,-61.3333333333,-36.8889166667,-40.4443333333,-55.3899998607,-42.33325,-54.722375,-50.4445,-66.2510797101,-65.6665,-68.5555833334,-31.3333333333,-83.3331666667
232.90,-106.073416667,-70.3389166666,-81.4971666667,-86.6844095598,-84.1806666667,-91.3842916667,-88.9830000002,-110.009815218,-111.723083333,-108.121583333,-68.2203333334,-139.68925
233.28,-85.9374166666,-54.2319583334,-64.9740833333,-72.7385684226,-75.1301666668,-82.0963333333,-71.4843333333,-90.426862319,-96.0935,-88.150875,-53.2550833333,-119.5315
233.66,-64.0766666667,-43.8625416667,-54.5045,-52.6868202341,-63.2884166667,-60.5292083333,-56.41875,-71.318076087,-75.9008333333,-66.1599583333,-35.6981666667,-95.4956666666
234.03,-46.7949166667,-29.540875,-45.0855,-36.7919836956,-53.09825,-53.8459166667,-42.3075833333,-51.5700760869,-55.0214166666,-50.8548333334,-23.6111666667,-80.1281666667
234.41,-49.8958333333,-35.1041666667,-41.1458333333,-34.36106466,-52.5,-55.15625,-40.8333333333,-52.9710144927,-54.5833333333,-49.1145833333,-20.9375,-74.1666666667
234.78,-47.28925,-30.22075,-36.3454166667,-31.0130560201,-48.0924166667,-48.996125,-36.546,-47.3023731884,-50.7029166667,-43.473875,-18.1726666667,-65.5623333333
235.16,-69.58875,-51.569125,-59.8483333333,-47.1020111483,-64.7185,-67.4784166667,-58.3333333333,-72.0592065217,-71.2121666668,-63.2035833333,-39.8268333333,-84.3072499999
235.54,-50.7245833333,-39.900375,-46.6488333333,-32.2029085842,-50.3623333333,-46.2863333333,-43.8405,-53.2174565218,-51.4493333333,-47.3279583333,-24.4565833333,-63.94925
235.91,-37.66325,-35.0488333333,-40.03275,-28.5374123467,-44.3628333333,-41.2175,-38.2351666667,-43.8511376811,-43.7908333333,-40.5227083333,-20.5883333333,-52.2058333333
236.29,-61.8628333333,-61.4214583333,-70.3920833334,-51.0600806856,-67.9410833333,-66.078625,-61.1764166667,-68.0519311594,-73.03925,-68.284375,-41.3724166666,-74.9019166667
236.66,-54.8850833333,-58.525,-60.15325,-40.2571015887,-56.5134166667,-58.6207083333,-50.0958333333,-54.247807971,-62.83525,-59.1954583334,-31.6091666667,-69.06125
237.04,-55.1724166667,-56.80075,-56.705,-42.7207394091,-54.6933333334,-55.316,-51.91575,-55.2766413044,-62.3564166666,-61.4943333333,-27.58625,-64.55925
237.41,-67.8860833333,-71.189125,-67.2764166667,-51.525432971,-63.2113333333,-63.9737083333,-64.4308333333,-63.1362572464,-72.2560833333,-70.9350416667,-36.8901666667,-67.4794166666
237.79,-53.07025,-55.921,-48.4211666667,-37.0133743032,-46.3158333333,-50.833375,-46.14025,-46.2089818841,-52.6314166667,-52.9385833333,-26.6668333333,-48.9475
238.17,-59.0613333333,-65.2913333333,-51.7799166667,-41.8917470736,-51.6183333333,-58.576,-50.0808333333,-54.3935905797,-57.7671666667,-58.8187916667,-33.4141666666,-55.1780833333
238.54,-44.9595833333,-53.797125,-43.21225,-35.0489184783,-41.129,-47.009625,-44.9596666667,-44.7404637681,-46.5054166667,-47.64775,-28.3601666667,-43.9518333334
238.92,-53.1420833333,-62.1925833333,-52.7320833333,-42.7815235507,-47.60925,-57.6159583334,-55.3961666667,-54.2556956522,-54.5765833333,-57.3088333333,-37.6366666667,-51.4345
239.29,-34.8485,-44.6096666666,-34.3823333333,-29.929715301,-34.7319166667,-38.5778333334,-37.0046666667,-37.0882644927,-39.2774166667,-42.3952083333,-24.6503333333,-32.9836666667
