wavelength,Back_PhrPatm,Belly_PhrPatm,Breast_PhrPatm,Crissum_PhrPatm,Crown_PhrPatm,DorTail_PhrPatm,Rump_PhrPatm,Throat_PhrPatm,WingTip_PhrPatm
362.02,5.7172,15.4512666667,9.32180000001,20.8621333333,9.56713333333,9.08613333333,8.27115238095,16.7783666667,9.06533333333
362.39,5.80606666667,15.5161333333,9.39939999999,21.0309333333,9.628,9.21146666667,8.35136190476,16.9046333333,9.18853333333
362.75,5.66673333333,15.4813333333,9.278,20.9852,9.42799999999,9.1288,8.22233333333,16.7812333333,9.11006666667
363.11,5.78806666667,15.5496666667,9.37279999999,21.0778666667,9.46233333333,9.21733333333,8.34538095238,16.8611666667,9.21553333333
363.48,5.68933333333,15.4658,9.26646666667,21.0276,9.33080000001,9.0728,8.26964761905,16.7670666667,9.09246666667
363.84,5.64546666667,15.4442666667,9.22053333334,21.0134,9.25226666665,9.05373333333,8.23721904762,16.7491,9.12333333333
364.20,5.61653333333,15.4113333333,9.18926666665,20.9316666667,9.20246666667,9.09013333333,8.17602857143,16.6669,9.12200000001
364.57,5.6686,15.3520666667,9.16140000001,20.9281333333,9.16706666667,9.1152,8.12461904762,16.6481333333,9.15626666667
364.93,5.5352,15.2348,9.00806666666,20.8322,9.05286666667,9.00366666667,7.98615238095,16.5341,9.06686666666
365.29,5.51913333333,15.2378666667,9.01226666667,20.9034,9.01373333333,8.996,7.95531428571,16.5080666667,9.05860000001
365.66,5.50053333333,15.2126666667,8.96366666667,20.8299333333,9.02366666667,8.93326666667,7.95050476191,16.4528,9.06506666667
366.02,5.6344,15.3654666667,9.0566,20.9129333333,9.16406666668,9.12146666667,8.10604761905,16.5922,9.22533333334
366.38,5.4912,15.2238666667,8.93539999999,20.8268,9.03846666667,8.9642,7.97711428571,16.4940333333,9.10120000001
366.75,5.47266666667,15.1772666667,8.93813333335,20.9107333333,9.0306,8.95106666667,7.94987619047,16.5709666667,9.11533333334
367.11,5.41553333333,15.0898,8.84573333333,20.8847333334,9.00193333335,8.8496,7.88114285714,16.4931,9.09546666666
367.47,5.33346666667,15.0137333333,8.7668,20.8794,9.00573333335,8.7822,7.80191428571,16.5566,9.09006666667
367.84,5.31326666667,14.9576666667,8.75853333333,20.8582,9.01793333334,8.70293333333,7.74036190476,16.5265333333,9.01453333333
368.20,5.1948,14.8566666666,8.63466666667,20.9186666667,8.92613333334,8.57373333333,7.58549523809,16.5176333333,8.90833333333
368.56,5.10053333333,14.8124666667,8.5366,20.9364666667,8.9412,8.4848,7.51071428571,16.4748333333,8.86953333333
368.93,5.13806666667,14.8330666667,8.60720000001,21.0921333333,9.027,8.50346666667,7.56227619047,16.5739333333,8.93320000001
369.29,5.1552,14.8561333333,8.67173333333,21.1976666667,9.07686666668,8.52326666667,7.61878095238,16.7136333333,8.96693333333
369.65,5.19233333333,14.9198,8.69266666667,21.3798666667,9.08926666667,8.5654,7.66811428571,16.8036333333,8.97873333334
370.01,5.14993333333,14.8629333333,8.65946666667,21.4945333334,9.0548,8.5292,7.61753333333,16.7938333333,8.94180000001
370.38,5.1388,14.7849333333,8.60446666667,21.4841333333,8.98393333332,8.51373333333,7.58569523809,16.6796,8.85133333334
370.74,5.18806666667,14.7720666667,8.56199999999,21.5460666667,9.03780000001,8.48913333333,7.60064761905,16.6601666667,8.86400000001
371.10,5.10286666667,14.768,8.51133333334,21.6494666667,9.00120000001,8.53766666667,7.54974285714,16.6684333333,8.78173333334
371.46,5.19326666667,14.7601333333,8.5482,21.6940666667,9.04580000001,8.619,7.61913333333,16.5955666667,8.8182
371.83,5.16186666667,14.6991333333,8.4876,21.7202666667,9.01766666666,8.63766666667,7.57707619047,16.5726666667,8.82339999999
372.19,5.23893333333,14.6914,8.477,21.8013333333,9.11006666667,8.72853333333,7.64467619048,16.5357,8.86213333333
372.55,5.21386666667,14.688,8.47619999999,21.8108666667,9.06793333334,8.77993333333,7.63117142857,16.5092,8.78966666667
372.92,5.27686666667,14.7512,8.46866666667,21.8659333333,9.0932,8.86113333333,7.67606666667,16.5380666667,8.81353333334
373.28,5.25873333333,14.6609333333,8.40520000001,21.8459333333,9.06233333334,8.81173333333,7.62889523809,16.3851,8.75706666666
373.64,5.3242,14.6067333333,8.40526666667,21.968,9.13026666667,8.86046666667,7.61350476191,16.4146666667,8.78533333334
374.00,5.31766666667,14.5400666667,8.39466666667,21.9967333333,9.09933333334,8.82173333333,7.58925714286,16.3923,8.71086666667
374.37,5.49846666667,14.7137333333,8.52893333334,22.242,9.35566666667,8.98446666667,7.7184,16.5724,8.91473333333
374.73,5.43646666667,14.6598,8.49120000001,22.2668666667,9.3076,8.94293333333,7.63616190476,16.5496333333,8.85633333333
375.09,5.43573333333,14.5696666667,8.44113333333,22.2586,9.3136,8.90746666667,7.57689523809,16.4820333333,8.85479999999
375.45,5.46466666667,14.5643333333,8.49466666667,22.4540666667,9.35966666668,8.92333333333,7.57149523809,16.6015666667,8.89360000001
375.81,5.5036,14.5575333333,8.47986666667,22.5550666667,9.42313333332,8.92246666667,7.58403809524,16.6318,8.93566666667
376.18,5.46133333333,14.5555333333,8.49146666667,22.555,9.40739999999,8.90453333333,7.57892380953,16.6662,8.94293333334
376.54,5.49346666667,14.5403333333,8.497,22.7001333334,9.41946666667,8.89633333333,7.60686666667,16.7419,9.01166666667
376.90,5.47886666667,14.5236,8.54906666666,22.7556666667,9.45840000001,8.9234,7.60778095238,16.7792333333,9.0512
377.26,5.5238,14.5615333333,8.59586666667,22.8978,9.51533333332,8.98813333333,7.6532,16.8991333333,9.14279999999
377.63,5.4922,14.5180666667,8.60746666667,22.7849333333,9.49333333333,8.93433333333,7.63630476191,16.8519666667,9.14266666667
377.99,5.49893333333,14.5120666667,8.59493333333,22.8102666667,9.54513333335,8.97753333333,7.6534952381,16.853,9.168
378.35,5.27486666667,14.3020666667,8.37066666666,22.7104,9.34253333335,8.755,7.44015238095,16.6593666667,8.9872
378.71,5.29793333333,14.2366666667,8.31459999999,22.7232666667,9.37886666667,8.77213333333,7.42863809524,16.6421,8.97806666667
379.07,5.3318,14.2276,8.31379999999,22.7753333333,9.40773333333,8.7898,7.44581904762,16.6344,8.98593333334
379.44,5.3496,14.2600666667,8.30140000001,22.879,9.42773333333,8.76946666667,7.43327619047,16.6741333333,8.97486666667
379.80,5.34906666666,14.213,8.26726666667,22.9246,9.39553333334,8.75546666667,7.38365714286,16.6761333333,8.90113333334
380.16,5.40906666667,14.1416,8.26846666667,23.0464666667,9.41146666667,8.76006666667,7.39057142857,16.6912333333,8.91580000001
380.52,5.39393333333,14.1094,8.25299999999,23.1058,9.39259999999,8.74733333333,7.37927619047,16.6599333333,8.83593333333
380.88,5.4386,14.0782,8.23953333333,23.1865333334,9.39346666668,8.77086666667,7.34399047619,16.6115666667,8.84213333334
381.24,5.45253333333,14.0511333333,8.20973333333,23.1952666667,9.38873333332,8.76626666667,7.33040952381,16.6034333333,8.78533333333
381.61,5.41346666667,13.967,8.112,23.3196,9.37299999999,8.77373333333,7.28759047619,16.5793,8.72586666667
381.97,5.33913333333,13.8636666667,8.04146666666,23.3852666667,9.26479999999,8.7296,7.18845714286,16.5282666667,8.64453333333
382.33,5.44773333333,13.9189333333,8.12753333333,23.4652666667,9.37233333333,8.82606666667,7.24711428571,16.6100333333,8.7022
382.69,5.4426,13.9198666667,8.1436,23.54,9.39713333335,8.85113333333,7.27011428571,16.6284,8.70293333333
383.05,5.3426,13.8186,8.07313333333,23.5256,9.31086666667,8.7888,7.19338095238,16.5752333333,8.61326666667
383.41,5.3366,13.7859333333,8.06526666666,23.5555333333,9.28666666667,8.85753333333,7.21464761905,16.5464,8.6028
383.77,5.34386666666,13.7578,8.08546666667,23.5703333333,9.30900000001,8.89006666667,7.23496190476,16.5700333333,8.6248
384.14,5.30446666667,13.7054,8.06066666667,23.5712,9.32273333333,8.88793333333,7.22784761905,16.5644,8.56833333333
384.50,5.3516,13.6825333333,8.06153333334,23.5436,9.37380000001,8.89053333333,7.21714285714,16.6103666667,8.5964
384.86,5.3602,13.677,8.05846666667,23.584,9.40539999999,8.9226,7.26012380953,16.6488,8.59413333333
385.22,5.3876,13.7092666667,8.08513333333,23.6752666667,9.47320000001,8.97,7.28205714286,16.6581333333,8.6568
385.58,5.3528,13.6071333334,8.03953333334,23.6410666667,9.43180000001,8.9126,7.23171428571,16.6454,8.60646666667
385.94,5.4936,13.6664,8.129,23.7009333333,9.55140000001,8.9782,7.33382857143,16.7384666667,8.71353333333
386.30,5.53466666667,13.6234666667,8.14806666667,23.7606,9.56359999999,9.04386666667,7.39144761904,16.8337,8.74573333333
386.66,5.59833333333,13.6148,8.20566666667,23.8119333333,9.60486666667,9.04346666667,7.40894285714,16.8906333333,8.75446666667
387.03,5.70626666667,13.6450666667,8.26633333333,23.9100666667,9.69980000001,9.08033333334,7.47698095238,16.9401333333,8.84293333333
387.39,5.7014,13.6261333333,8.30800000001,23.9344,9.755,9.06526666667,7.49694285714,16.9235333333,8.82773333333
387.75,5.7978,13.7164,8.3966,24.1194,9.8784,9.17846666667,7.61412380953,17.0638,8.93186666666
388.11,5.79986666667,13.6628,8.37933333334,24.1046666667,9.86726666668,9.138,7.56715238095,16.9748,8.9034
388.47,5.7754,13.6059333333,8.37006666667,24.128,9.88226666666,9.10466666667,7.54103809524,16.9272666667,8.9078
388.83,5.74573333333,13.5371333333,8.32393333334,24.1232,9.86193333334,9.06813333333,7.46014285714,16.8947666667,8.8386
389.19,5.7422,13.4659333333,8.29026666667,24.1246,9.83879999999,9.05333333333,7.42604761905,16.8710333333,8.77733333333
389.55,5.79386666667,13.5204666667,8.35473333333,24.2577333333,9.91013333334,9.128,7.44212380953,16.9263,8.8644
389.91,5.73453333334,13.4547333333,8.28726666667,24.3116666667,9.90546666667,9.07686666667,7.3466,16.9386666667,8.817
390.27,5.7226,13.4109333333,8.25579999999,24.3456,9.94106666667,9.0322,7.27162857143,16.8808666667,8.81633333333
390.63,5.7378,13.395,8.25393333334,24.4016,9.96120000001,9.07553333333,7.27479047619,16.9075666667,8.8608
391.00,5.74926666667,13.3484,8.28019999999,24.4362666667,9.98566666665,9.12206666667,7.26157142857,16.9610666667,8.8688
391.36,5.75526666667,13.2800666667,8.25026666667,24.4789333333,9.98600000001,9.12,7.2023047619,17.0048,8.86813333333
391.72,5.7004,13.1358,8.12733333333,24.4149333333,9.92026666666,9.0404,7.10227619047,16.9062333333,8.79886666667
392.08,5.74286666667,13.0990666667,8.09333333333,24.4816666667,9.92433333333,9.07646666667,7.08664761905,17.0017333333,8.83286666667
392.44,5.8246,13.1069333333,8.12246666667,24.6083333333,9.98693333333,9.1782,7.13335238095,17.1109,8.86846666667
392.80,5.8228,13.0044666667,8.06513333333,24.5941333334,9.94900000001,9.12306666667,7.06977142857,17.0879333333,8.85633333333
393.16,5.8186,12.9366666667,8.05059999999,24.6576,9.96933333333,9.138,7.05295238095,17.1338333333,8.89113333333
393.52,5.87873333333,12.8967333333,8.04080000001,24.7191333333,10.0012,9.15633333333,7.11081904762,17.1743666667,8.89606666667
393.88,5.9034,12.7962666667,8.00539999999,24.7110666667,9.99073333333,9.1638,7.11754285714,17.1303666667,8.89966666667
394.24,5.91606666667,12.7119333333,7.96693333333,24.6754666667,9.91926666667,9.15186666667,7.12241904762,17.0963333333,8.86086666667
394.60,5.90573333333,12.6447333333,7.91126666666,24.692,9.91306666667,9.16246666667,7.09674285714,17.0494333333,8.8588
394.96,5.87086666667,12.5568,7.83313333334,24.7537333333,9.91853333333,9.11573333333,7.07032380953,17.0459333333,8.84226666667
395.32,5.84386666667,12.4426,7.74526666666,24.7282666667,9.87860000001,9.02606666667,7.00387619047,16.9734666667,8.82513333333
395.68,5.811,12.3355333333,7.70846666666,24.6836666667,9.81853333333,9.0028,6.93615238095,16.9269666667,8.78666666667
396.04,5.81846666666,12.2755333333,7.71746666666,24.7214666667,9.84346666667,9.0454,6.94954285714,16.9380666667,8.78806666667
396.40,5.834,12.1807333333,7.67746666666,24.7592,9.8314,9.04826666667,6.93557142857,16.8859666667,8.80093333333
396.76,5.78286666667,12.0732,7.58666666666,24.8075333333,9.83480000001,9.0258,6.90757142857,16.8988,8.80733333333
397.12,5.69446666667,11.878,7.45906666667,24.7735333333,9.74259999999,8.96193333333,6.80248571429,16.7970333333,8.71286666667
397.48,5.66446666667,11.7709333333,7.40253333333,24.7701333333,9.73586666668,8.95353333333,6.73724761905,16.7614,8.68646666667
397.84,5.67806666667,11.7837333333,7.41833333333,24.9161333333,9.80859999999,8.96,6.74298095238,16.8605333333,8.74986666667
398.20,5.68493333333,11.734,7.3992,25.0463333333,9.87453333333,8.96086666667,6.72866666667,16.9304,8.79813333333
398.56,5.6596,11.6214666667,7.34406666667,25.0878666667,9.85839999999,8.947,6.69767619048,16.9456666667,8.799
398.92,5.64186666667,11.5186,7.28506666666,25.0474666667,9.81193333335,8.986,6.66013333333,16.8968,8.76773333333
399.28,5.58506666667,11.3961333333,7.1818,25.0399333333,9.77073333333,8.97133333333,6.62748571429,16.8740333333,8.71813333334
399.64,5.54353333333,11.2980666667,7.12906666667,25.0718666667,9.75500000001,8.96426666667,6.56273333333,16.8393666667,8.70726666667
400.00,5.5012,11.2087333333,7.05266666667,25.0676,9.73013333333,8.94186666667,6.49518095238,16.8283,8.69313333333
400.36,5.39726666667,11.0740666667,6.9462,24.9599333333,9.6828,8.86113333333,6.37138095238,16.8027333333,8.62206666667
400.72,5.4706,11.0886,7.0094,25.0067333333,9.7434,8.92513333334,6.43212380952,16.8488333333,8.6472
401.08,5.4934,11.0697333333,6.99606666667,25.0157333333,9.75460000001,8.93333333333,6.40951428571,16.8765333333,8.65553333333
401.44,5.44086666667,11.0242,6.9274,25.0144,9.75126666666,8.92133333333,6.37004761905,16.8568666667,8.65053333333
401.80,5.42386666667,10.9237333333,6.87946666667,24.9750666667,9.72139999999,8.91453333333,6.32437142857,16.7888333333,8.616
402.16,5.39293333333,10.859,6.8286,24.979,9.71786666667,8.89513333333,6.29527619047,16.8075,8.5904
402.52,5.3958,10.8004,6.80126666667,24.9829333333,9.71006666667,8.88226666667,6.25625714286,16.8049666667,8.58953333333
402.88,5.43846666667,10.7983333333,6.81033333333,25.0503333333,9.75706666667,8.89553333333,6.25686666667,16.9141666667,8.6352
403.24,5.50833333333,10.8272666667,6.8432,25.1513333333,9.8214,8.96573333333,6.28477142857,16.9808666667,8.71
403.60,5.5922,10.8945333333,6.90286666667,25.3194666667,9.90153333335,9.0364,6.38074285714,17.1052,8.78266666667
403.95,5.65953333333,10.9302,6.96693333333,25.4258666667,9.95966666667,9.027,6.45547619048,17.1579333333,8.87273333333
404.31,5.67213333333,10.9282666667,6.96486666667,25.4934,9.94540000001,9.04226666667,6.47231428571,17.1522333333,8.88206666667
404.67,5.58466666666,10.8434,6.89646666667,25.5291333333,9.87619999999,9.01726666667,6.38639047619,17.1064666667,8.84786666667
405.03,5.59293333333,10.8193333333,6.89706666667,25.602,9.89146666668,8.98993333333,6.38976190476,17.1094,8.8546
405.39,5.642,10.815,6.9292,25.6002666667,9.90146666668,8.9746,6.41136190476,17.1410333333,8.88233333333
405.75,5.6214,10.7691333333,6.89133333333,25.5644,9.86093333335,8.9302,6.37246666667,17.1377,8.8288
406.11,5.5724,10.6951333333,6.8378,25.5516,9.80646666665,8.88153333333,6.297,17.0882,8.7796
406.47,5.571,10.6888,6.83786666667,25.5989333333,9.82453333332,8.8712,6.29573333333,17.1330666667,8.765
406.83,5.5398,10.6709333333,6.8072,25.6435333333,9.79733333333,8.84,6.2722,17.0925,8.7634
407.19,5.4864,10.5996666667,6.795,25.6483333333,9.75506666667,8.80826666667,6.22556190476,17.0844666667,8.7246
407.55,5.4208,10.5238,6.72726666667,25.5889333333,9.70706666667,8.7118,6.16196190476,17.0353333333,8.6736
407.90,5.33926666667,10.4396666667,6.6404,25.5598666667,9.66293333332,8.6542,6.06043809524,16.995,8.59986666667
408.26,5.32593333333,10.4196,6.60913333333,25.613,9.66593333333,8.6278,6.01692380952,17.0251333333,8.58833333333
408.62,5.36026666667,10.4386,6.6382,25.6194,9.70973333332,8.58733333333,6.05231428572,17.0473,8.61486666667
408.98,5.37613333333,10.4339333333,6.63833333333,25.6468666667,9.74519999999,8.61533333333,6.04285714286,17.0929,8.65726666667
409.34,5.27993333333,10.3278,6.52793333333,25.66,9.66699999999,8.56366666667,5.93913333333,17.0627666667,8.57673333333
409.70,5.28426666667,10.3103333333,6.5122,25.7183333333,9.66333333333,8.5722,5.93104761905,17.0906333333,8.62713333333
410.06,5.3218,10.3560666667,6.55406666667,25.7567333333,9.72620000001,8.627,5.97144761905,17.1182,8.6766
410.42,5.2738,10.3090666667,6.5186,25.7437333333,9.69173333332,8.60533333333,5.9266952381,17.0831666667,8.64733333333
410.77,5.24893333333,10.278,6.5088,25.7463333333,9.69006666667,8.59606666667,5.91417142857,17.0977666667,8.6258
411.13,5.23193333333,10.2816,6.51806666667,25.7599333333,9.67373333333,8.58753333333,5.91115238095,17.0890666667,8.6076
411.49,5.26586666667,10.2800666667,6.5474,25.8520666667,9.69173333333,8.60433333333,5.92578095238,17.0944666667,8.64373333333
411.85,5.236,10.2546,6.54246666667,25.8464,9.67793333332,8.59026666667,5.90397142857,17.0867333333,8.61973333334
412.21,5.2048,10.2044666667,6.5398,25.8163333333,9.65926666665,8.5836,5.8958,17.0628,8.6326
412.57,5.20366666667,10.1890666667,6.516,25.8695333333,9.66006666667,8.61473333333,5.88839047619,17.0912666667,8.6562
412.92,5.16126666667,10.1515333333,6.4724,25.842,9.62499999999,8.59446666667,5.85345714286,17.0495,8.64686666667
413.28,5.22433333333,10.1879333333,6.52173333333,25.9344666667,9.67613333333,8.6152,5.88343809524,17.0948333333,8.712
413.64,5.229,10.1725333333,6.53273333333,25.9749333333,9.70220000001,8.63893333333,5.90303809524,17.0666333333,8.72533333333
414.00,5.23913333333,10.1640666667,6.547,26.0874,9.70453333333,8.65586666667,5.89782857143,17.0928333333,8.77593333333
414.36,5.31106666667,10.1906,6.56906666667,26.1794666667,9.7582,8.69326666667,5.92443809524,17.1267,8.84473333333
414.72,5.33633333333,10.1811333333,6.57146666667,26.2488,9.79313333333,8.7346,5.92127619048,17.1357666667,8.87793333333
415.07,5.33726666667,10.1472666667,6.5002,26.2400666667,9.806,8.71653333334,5.88531428571,17.1314666667,8.89966666667
415.43,5.35113333333,10.1252,6.49606666667,26.2441333333,9.82766666667,8.76133333333,5.87704761905,17.1692333333,8.91513333333
415.79,5.35186666667,10.0708666667,6.46886666667,26.2659333333,9.80753333335,8.77486666667,5.85175238095,17.1699,8.92833333333
416.15,5.39713333333,10.044,6.4866,26.3358,9.839,8.83433333333,5.86979047619,17.1845666667,8.963
416.51,5.41493333333,9.98646666668,6.49266666667,26.3570666667,9.85253333333,8.83693333333,5.85557142857,17.2078666667,8.98906666667
416.86,5.44613333333,9.94559999999,6.52593333333,26.4048666667,9.87713333333,8.864,5.87634285714,17.2501333333,9.02826666667
417.22,5.44766666667,9.89779999999,6.54013333333,26.4204,9.8848,8.9064,5.89513333333,17.2478666667,9.068
417.58,5.43666666667,9.82386666667,6.5114,26.3922,9.87053333333,8.89873333333,5.85391428571,17.2472333333,9.05973333333
417.94,5.44273333333,9.77153333333,6.50246666667,26.3908666667,9.88319999999,8.92093333333,5.85662857143,17.2744333333,9.06446666667
418.29,5.4166,9.67620000001,6.4726,26.3856666667,9.85546666667,8.91619999999,5.81524761905,17.2664666667,9.06366666667
418.65,5.43286666667,9.6218,6.4602,26.3978,9.85733333333,8.89693333333,5.79919047619,17.2667,9.07646666667
419.01,5.47166666667,9.58633333331,6.4774,26.4400666667,9.88806666667,8.95306666666,5.81615238095,17.2957,9.1138
419.37,5.46833333333,9.52413333333,6.4378,26.4645333333,9.86759999999,8.94753333334,5.79746666667,17.3002333333,9.10726666667
419.73,5.48986666667,9.46673333335,6.43673333333,26.4876,9.88206666666,8.97153333333,5.80841904762,17.2879666667,9.1284
420.08,5.51706666667,9.43726666667,6.44586666666,26.512,9.91273333333,8.98979999999,5.81946666667,17.3089666667,9.17266666667
420.44,5.51,9.37826666665,6.41426666667,26.5114,9.90353333334,9.00173333333,5.80173333333,17.2871666667,9.16306666667
420.80,5.4992,9.34073333333,6.3818,26.5262666667,9.90659999999,9.01146666667,5.78784761905,17.2901,9.15426666667
421.16,5.4918,9.27806666668,6.34473333333,26.5266666667,9.90699999999,9.01093333334,5.74637142857,17.2962333333,9.13886666667
421.51,5.49633333333,9.25379999999,6.3422,26.5571333334,9.92813333333,9.03326666666,5.74551428571,17.3,9.15793333333
421.87,5.4892,9.17746666667,6.31253333333,26.5625333333,9.91113333334,9.02000000001,5.72084761905,17.2733,9.15926666667
422.23,5.5086,9.1614,6.29653333333,26.5812666667,9.92979999999,9.04133333333,5.73562857143,17.2663,9.17886666667
422.58,5.5092,9.10746666668,6.28766666667,26.5746666667,9.93000000001,9.0526,5.72620952381,17.2532666667,9.18766666667
422.94,5.51026666667,9.06,6.26673333333,26.595,9.92793333333,9.06206666667,5.71498095238,17.2384,9.1928
423.30,5.50006666667,9.01646666666,6.26573333333,26.5852666667,9.95479999999,9.05893333334,5.70011428571,17.2290666667,9.20846666667
423.66,5.51633333333,9.00853333334,6.25393333333,26.6139333333,9.97446666667,9.07280000001,5.69705714286,17.2437333333,9.23106666667
424.01,5.48193333333,8.95153333333,6.21246666667,26.6112666667,9.9422,9.04200000001,5.65367619048,17.2073666667,9.19473333334
424.37,5.48406666667,8.91566666666,6.206,26.6376,9.95026666667,9.04113333333,5.63855238095,17.2101,9.19866666667
424.73,5.5056,8.89546666668,6.2078,26.6706666667,9.96453333333,9.05166666667,5.64053333333,17.2243333333,9.214
425.08,5.539,8.90806666667,6.23293333333,26.7241333333,9.99966666667,9.08026666667,5.67771428572,17.2251333333,9.25253333333
425.44,5.56213333333,8.89246666668,6.24086666667,26.7734666667,10.0114,9.1088,5.68721904762,17.241,9.27553333333
425.80,5.58166666667,8.89419999999,6.24326666667,26.8042666667,10.0232666667,9.1302,5.6894,17.2460666667,9.2842
426.16,5.5976,8.88099999999,6.26973333333,26.8446,10.0402666667,9.132,5.69571428571,17.2687,9.2904
426.51,5.57706666667,8.84486666667,6.23813333333,26.8511333333,10.0106,9.11673333333,5.67261904762,17.2512666667,9.26713333333
426.87,5.57806666667,8.82713333333,6.24993333333,26.8768666667,10.0384666667,9.10246666667,5.66764761905,17.2655,9.278
427.23,5.60893333333,8.8242,6.26953333333,26.952,10.0586666667,9.12726666666,5.67879047619,17.2829333333,9.29806666667
427.58,5.6412,8.83566666667,6.30766666667,27.0096,10.0908,9.17120000001,5.70201904762,17.3200333333,9.32973333333
427.94,5.6542,8.82726666665,6.3104,27.0556,10.1104666667,9.19433333334,5.70912380953,17.3539,9.35226666666
428.30,5.654,8.81486666665,6.30293333333,27.0946666667,10.1057333333,9.19920000001,5.70937142857,17.3436666667,9.35993333333
428.65,5.67213333333,8.83053333333,6.33246666667,27.1388666667,10.1186,9.21866666667,5.72326666667,17.3541,9.3692
429.01,5.65833333333,8.78759999999,6.3088,27.1448,10.1075333333,9.20540000001,5.69573333333,17.3478333333,9.3632
429.37,5.65233333333,8.75120000001,6.29666666667,27.1711333333,10.1062,9.18033333333,5.67597142857,17.3394333333,9.3424
429.72,5.6396,8.74066666668,6.2784,27.1894666667,10.1063333333,9.17173333334,5.66725714286,17.3288,9.34266666667
430.08,5.6128,8.70506666666,6.2532,27.1876666667,10.0759333333,9.158,5.62845714286,17.2982666667,9.31586666667
430.44,5.6664,8.75266666668,6.30053333333,27.2802,10.1366,9.19000000001,5.66274285714,17.3308333333,9.38093333333
430.79,5.69046666667,8.7766,6.32633333333,27.3132666666,10.1321333333,9.2222,5.68593333333,17.3428666667,9.4098
431.15,5.67,8.77493333332,6.30746666667,27.2948,10.1144,9.22386666667,5.67839047619,17.3295666667,9.4084
431.50,5.60946666667,8.72406666667,6.25846666667,27.3021333333,10.076,9.18093333334,5.62630476191,17.2707666667,9.37633333333
431.86,5.63186666667,8.75639999999,6.2846,27.3241333333,10.1032666667,9.20726666667,5.64637142857,17.2845666667,9.38646666667
432.22,5.6712,8.79660000001,6.30746666667,27.3468666667,10.1398,9.23899999999,5.6668,17.3089333333,9.39913333333
432.57,5.6542,8.76300000001,6.28106666667,27.3437333333,10.1311333333,9.21893333333,5.65145714286,17.2938333333,9.39393333333
432.93,5.639,8.76906666667,6.2696,27.3267333333,10.1099333333,9.19759999999,5.64196190476,17.2732333333,9.37106666667
433.29,5.60773333333,8.76879999999,6.25846666667,27.2882,10.0760666667,9.15786666667,5.62806666667,17.2376,9.34866666667
433.64,5.62286666667,8.80266666667,6.27673333333,27.2943333333,10.0971333333,9.14966666667,5.63457142857,17.2480333333,9.35486666667
434.00,5.635,8.82786666666,6.29253333333,27.2994666667,10.1053333333,9.14680000001,5.64449523809,17.2414666667,9.36493333333
434.35,5.6192,8.84086666667,6.2984,27.2873333333,10.0900666667,9.14946666667,5.64288571429,17.2403,9.34253333333
434.71,5.59813333334,8.84479999999,6.2734,27.3043333333,10.0809333333,9.12213333334,5.62787619048,17.2268666667,9.3148
435.07,5.62613333333,8.86973333334,6.30646666667,27.3598,10.0907333333,9.14659999999,5.65012380953,17.2356666667,9.3138
435.42,5.66653333333,8.91919999999,6.34393333333,27.3632666667,10.1152,9.1576,5.69175238095,17.2557333333,9.325
435.78,5.63433333334,8.89866666666,6.31713333333,27.3463333333,10.0755333333,9.09733333334,5.65628571428,17.2029666667,9.28646666667
436.13,5.61933333333,8.91226666667,6.32753333333,27.3521333333,10.0542,9.07766666667,5.66095238095,17.1757666667,9.27393333333
436.49,5.617,8.94413333333,6.332,27.3670666667,10.0328666667,9.05626666667,5.65991428571,17.1582,9.2656
436.84,5.63333333333,8.99026666667,6.36386666667,27.4077333333,10.0486666667,9.075,5.68129523809,17.1664333333,9.28926666667
437.20,5.67793333333,9.02973333333,6.40266666667,27.4773333333,10.0842,9.1316,5.70250476191,17.2201333333,9.32333333333
437.56,5.687,9.0398,6.4138,27.5056,10.1018666667,9.14273333333,5.72377142857,17.2176333333,9.33513333333
437.91,5.708,9.075,6.44913333333,27.5812666667,10.1379333333,9.19720000001,5.75952380952,17.2413333333,9.36426666667
438.27,5.76053333333,9.10766666667,6.488,27.6549333333,10.1870666667,9.25779999999,5.81148571429,17.2763666667,9.413
438.62,5.76553333333,9.11226666666,6.5028,27.6633333334,10.1778666667,9.25906666667,5.81973333333,17.2661,9.42073333333
438.98,5.74153333333,9.1028,6.4828,27.6334,10.1612666667,9.23913333334,5.79620952381,17.2282,9.4122
439.33,5.74126666667,9.08280000001,6.477,27.6540666667,10.1526666667,9.22980000001,5.78780952381,17.2172666667,9.40233333333
439.69,5.7624,9.09080000001,6.4866,27.6940666667,10.1582666667,9.24753333334,5.82490476191,17.2308333333,9.41506666667
440.04,5.748,9.07073333335,6.4716,27.7052,10.1472666667,9.24860000001,5.81455238095,17.2246333333,9.4046
440.40,5.75586666667,9.06233333333,6.4722,27.7074666667,10.1704,9.25520000001,5.81455238095,17.2287,9.4138
440.75,5.75093333333,9.02906666667,6.45966666667,27.7186,10.1526666667,9.2456,5.79840952381,17.2208333333,9.39426666667
441.11,5.7548,9.02746666666,6.44806666667,27.7482,10.1626666667,9.24586666666,5.81280952381,17.2192666667,9.411
441.47,5.75473333333,9.01266666665,6.45193333333,27.7876666667,10.1407333333,9.25159999999,5.81232380953,17.2284666667,9.4028
441.82,5.75226666667,8.98746666665,6.42333333333,27.7658666667,10.1285333333,9.22546666667,5.80117142857,17.2193666667,9.40093333333
