wavelength,Back_DacNigf,Belly_DacNigf,Breast_DacNigf,Crissum_DacNigf,Crown_DacNigf,DorTail_DacNigf,Rump_DacNigf,Throat_DacNigf,WingTip_DacNigf
337.21,8.25466666667,15.6133333333,8.89333333333,8.05466666667,10.7996666667,7.635,22.61,7.759,5.3
337.57,8.30233333333,15.7563333333,9.048,8.26533333333,10.8123333333,7.56666666667,22.9076666667,8.12333333333,5.28333333333
337.94,8.483,15.816,9.147,8.44533333333,10.7836666667,7.417,23.148,8.36166666667,5.191
338.31,8.26633333333,15.7436666667,9.18433333333,8.424,10.78,7.35666666667,23.2116666667,8.55366666667,5.344
338.67,8.69233333333,16.4273333333,9.58433333333,8.43466666667,11.111,7.717,23.3076666667,8.90333333333,5.574
339.04,9.07,16.6213333333,9.89833333333,8.597,11.2533333333,7.99666666667,23.499,9.052,5.70433333333
339.40,8.94833333333,16.662,9.84933333333,8.543,11.2643333333,7.82166666667,23.3486666667,8.98466666667,5.80366666667
339.77,9.05366666667,16.5096666667,9.879,8.70333333333,11.261,7.72533333333,23.3916666667,9.00833333333,5.922
340.14,9.06733333333,16.814,9.48666666667,8.639,11.4056666667,7.372,23.4003333333,8.87966666667,5.97066666667
340.50,9.24833333333,16.8776666667,9.539,9.31033333333,11.607,7.53233333333,23.8383333333,9.07266666667,6.089
340.87,9.23666666667,16.766,9.32333333333,9.19333333333,11.8186666667,7.573,23.7936666667,8.90733333333,5.84866666667
341.23,9.37266666667,17.132,9.40666666667,9.253,11.9503333333,7.66566666667,23.5166666667,8.91166666667,5.85533333333
341.60,9.503,17.376,9.25866666667,9.07266666667,11.894,7.932,23.5173333333,8.84433333333,6.133
341.96,9.494,17.3353333333,9.56066666667,9.303,11.8863333333,8.25666666667,23.615,8.92933333333,6.18
342.33,9.628,17.628,9.587,9.50533333333,11.869,8.25333333333,23.8116666667,8.91633333333,6.225
342.70,9.48566666667,17.233,9.47733333333,9.583,11.8873333333,8.022,23.694,8.78233333333,6.23466666667
343.06,9.839,17.6046666667,9.609,9.895,12.2953333333,8.329,24.1136666667,8.93366666667,6.50966666667
343.43,10.279,17.8123333333,9.90266666667,10.3656666667,12.5553333333,8.506,24.5056666667,9.00833333333,6.51266666667
343.79,10.0393333333,17.6676666667,9.8,10.2096666667,12.474,8.27733333333,24.1906666667,8.772,6.22933333333
344.16,9.92433333333,17.842,10.108,10.1996666667,12.5353333333,8.39266666667,24.3433333333,8.82933333333,6.23366666667
344.52,9.92666666667,18.118,10.3506666667,10.1233333333,12.4803333333,8.38833333333,24.513,8.77466666667,6.30433333333
344.89,9.71233333333,18.1436666667,10.3903333333,10.0133333333,12.553,8.356,24.4873333333,8.61966666667,6.374
345.25,9.68733333333,18.4023333333,10.6226666667,10.1663333333,12.6643333333,8.505,24.9473333333,8.685,6.62766666667
345.62,9.613,18.4546666667,10.7403333333,10.0206666667,12.921,8.411,24.915,8.59666666667,6.40066666667
345.99,9.61333333333,18.5053333333,10.7386666667,9.75333333333,13.0183333333,8.282,24.9776666667,8.554,6.436
346.35,9.45966666667,18.3596666667,10.4826666667,9.36433333333,13.03,7.98733333333,24.7056666667,8.30366666667,6.13233333333
346.72,9.318,18.3993333333,10.4783333333,9.23666666667,12.909,7.818,24.8576666667,8.409,6.052
347.08,8.78233333333,18.181,10.356,8.76,12.539,7.268,24.6173333333,8.159,5.783
347.45,8.64533333333,18.1583333333,10.018,8.43,12.3776666667,7.072,24.5546666667,8.27366666667,5.677
347.81,8.83133333333,18.707,10.129,8.45833333333,12.4786666667,7.19,25.0016666667,8.436,5.85533333333
348.18,8.985,18.824,10.24,8.68066666667,12.6083333333,7.35866666667,25.3063333333,8.58366666667,6.05933333333
348.54,8.87733333333,18.8283333333,10.0623333333,8.38133333333,12.772,7.22633333333,25.1593333333,8.60366666667,5.916
348.91,9.111,19.077,10.224,8.40333333333,12.863,7.31233333333,25.527,8.78633333333,6.08166666667
349.27,8.939,19.07,10.0496666667,8.10966666667,12.76,7.243,25.5276666667,8.65,5.791
349.64,8.83533333333,18.986,9.833,8.274,12.7216666667,7.048,25.5173333333,8.69566666667,5.76266666667
350.00,9.01466666667,19.1853333333,9.98533333333,8.35566666667,12.7336666667,7.0,25.815,8.75566666667,5.963
350.37,9.07566666667,19.2676666667,10.1486666667,8.517,12.669,7.106,26.0363333333,8.84066666667,5.945
350.73,9.07566666667,19.3596666667,10.2253333333,8.55133333333,12.6273333333,7.22,26.019,8.80633333333,5.786
351.10,9.27266666667,19.5656666667,10.105,8.77266666667,12.5663333333,7.27466666667,26.0733333333,8.78,5.74033333333
351.46,9.13066666667,19.4183333333,9.986,8.728,12.457,7.148,26.135,8.69933333333,5.72533333333
351.83,8.84766666667,18.8696666667,9.83,8.65533333333,12.428,6.99666666667,25.767,8.563,5.65166666667
352.19,8.80633333333,18.879,9.735,8.48966666667,12.3233333333,6.92133333333,25.582,8.53166666667,5.585
352.55,8.89933333333,19.0316666667,9.92933333333,8.577,12.4376666667,7.22433333333,25.8076666667,8.416,5.627
352.92,8.91733333333,19.0716666667,9.98033333333,8.73633333333,12.5176666667,7.11033333333,25.841,8.29133333333,5.63
353.28,9.121,19.159,10.141,8.90833333333,12.6606666667,6.95033333333,26.0066666667,8.39533333333,5.745
353.65,9.39166666667,19.357,10.41,8.974,12.857,7.28166666667,26.2543333333,8.549,5.96
354.01,9.209,19.387,10.2176666667,8.93733333333,12.958,7.245,26.294,8.559,5.83166666667
354.38,9.13566666667,19.3073333333,10.1713333333,8.745,12.9453333333,7.15633333333,26.3593333333,8.491,6.043
354.74,8.99933333333,19.34,9.91066666667,8.52433333333,12.857,6.92566666667,26.4263333333,8.261,5.93733333333
355.11,9.137,19.417,10.073,8.654,13.2376666667,7.18433333333,26.7643333333,8.415,6.18566666667
355.47,8.99733333333,19.492,10.1806666667,8.461,13.151,7.044,26.7456666667,8.332,5.922
355.83,9.23066666667,19.9816666667,10.4073333333,8.7,13.4,7.11933333333,27.3603333333,8.53066666667,6.00933333333
356.20,9.289,20.238,10.6703333333,8.84466666667,13.694,7.11933333333,27.6066666667,8.60733333333,5.97566666667
356.56,9.38466666667,20.4296666667,10.7313333333,9.03633333333,13.8386666667,7.16033333333,27.6713333333,8.711,5.92333333333
356.93,9.55,20.5623333333,10.915,9.127,13.931,7.271,27.8156666667,8.893,6.02
357.29,9.42166666667,20.4636666667,10.873,9.18,13.978,7.43066666667,27.9446666667,8.92666666667,5.94533333333
357.66,9.212,20.4733333333,10.883,9.00066666667,13.8233333333,7.207,28.1033333333,8.68866666667,5.781
358.02,9.19,20.481,10.8893333333,9.08533333333,13.76,7.21533333333,28.1253333333,8.772,5.582
358.38,9.27333333333,20.655,10.9946666667,9.371,13.899,7.181,28.2393333333,8.89733333333,5.47566666667
358.75,9.49433333333,20.835,11.25,9.53666666667,14.148,7.32733333333,28.4503333333,9.12033333333,5.68366666667
359.11,9.45366666667,20.8623333333,11.3253333333,9.41133333333,13.9976666667,7.116,28.4966666667,9.15533333333,5.574
359.48,9.83033333333,21.2713333333,11.5883333333,9.82,14.4576666667,7.491,29.022,9.443,5.94233333333
359.84,9.876,21.1956666667,11.5316666667,9.80666666667,14.3556666667,7.54966666667,28.9423333333,9.55033333333,5.94833333333
360.20,9.992,21.2383333333,11.4226666667,9.858,14.2463333333,7.631,29.041,9.52433333333,6.14266666667
360.57,10.047,21.2626666667,11.488,10.024,14.2043333333,7.67266666667,29.393,9.64033333333,6.28666666667
360.93,9.94433333333,21.396,11.3886666667,9.82733333333,14.1423333333,7.61766666667,29.3916666667,9.58866666667,6.16433333333
361.29,9.97533333333,21.386,11.283,9.575,14.0166666667,7.34266666667,29.3493333333,9.46033333333,6.08366666667
361.66,10.1916666667,21.525,11.4106666667,9.868,14.246,7.521,29.5946666667,9.73366666667,6.26333333333
362.02,10.3326666667,21.837,11.607,10.034,14.5313333333,7.63866666667,29.8123333333,9.80366666667,6.58966666667
362.39,10.337,21.9346666667,11.7286666667,9.95633333333,14.5796666667,7.753,30.119,9.81666666667,6.56433333333
362.75,10.242,22.0113333333,11.6343333333,9.96766666667,14.5576666667,7.648,30.195,9.80366666667,6.53833333333
363.11,10.2596666667,22.1176666667,11.6343333333,10.039,14.782,7.793,30.4143333333,9.904,6.693
363.48,10.132,22.215,11.6346666667,9.90633333333,14.7376666667,7.674,30.431,9.936,6.637
363.84,10.18,22.4636666667,11.867,10.002,14.912,7.80733333333,30.679,10.0366666667,6.81866666667
364.20,10.177,22.651,12.0126666667,9.96833333333,15.077,7.8,30.8413333333,10.1063333333,6.60266666667
364.57,10.2266666667,22.6996666667,12.116,9.91933333333,15.1436666667,7.71866666667,30.83,10.2086666667,6.61633333333
364.93,10.226,22.7723333333,12.23,10.061,15.2106666667,7.773,31.0726666667,10.391,6.718
365.29,10.2536666667,23.0796666667,12.381,10.3273333333,15.4916666667,7.99166666667,31.391,10.629,6.82766666667
365.66,10.3113333333,23.12,12.3136666667,10.3583333333,15.4926666667,7.95866666667,31.368,10.5263333333,6.666
366.02,10.4466666667,23.2426666667,12.3833333333,10.334,15.5296666667,8.079,31.5233333333,10.6016666667,6.57366666667
366.38,10.6103333333,23.5453333333,12.5,10.6386666667,15.7453333333,8.20233333333,31.6403333333,10.8116666667,6.823
366.75,10.792,23.662,12.6636666667,10.736,15.853,8.339,31.7573333333,10.82,6.95566666667
367.11,10.8003333333,23.616,12.7736666667,10.8003333333,15.7743333333,8.24733333333,31.7836666667,10.8333333333,6.89066666667
367.47,10.8773333333,23.451,12.806,10.7683333333,15.74,8.19933333333,31.8593333333,10.811,6.78733333333
367.84,11.1156666667,23.6026666667,12.8143333333,10.8456666667,15.8366666667,8.17933333333,31.929,10.8076666667,6.917
368.20,11.0476666667,23.629,12.719,10.8243333333,15.8953333333,8.09933333333,32.1556666667,10.853,6.97933333333
368.56,10.991,23.678,12.711,10.6773333333,16.0226666667,7.94966666667,32.207,10.8336666667,6.91866666667
368.93,11.081,23.7086666667,12.67,10.6683333333,16.1473333333,7.88866666667,32.1996666667,10.8486666667,6.859
369.29,11.1676666667,23.644,12.7456666667,10.7003333333,16.043,7.79933333333,32.1996666667,10.7853333333,6.864
369.65,11.0593333333,23.9006666667,12.7946666667,10.7533333333,16.2036666667,7.67866666667,32.3503333333,10.9043333333,6.94466666667
370.01,10.9463333333,23.8376666667,12.635,10.634,16.1046666667,7.47633333333,32.3306666667,10.8063333333,6.72966666667
370.38,10.7856666667,23.8203333333,12.581,10.4336666667,16.0006666667,7.40333333333,32.2833333333,10.7256666667,6.62633333333
370.74,10.731,23.9823333333,12.6053333333,10.5566666667,16.172,7.48566666667,32.5816666667,10.8956666667,6.46333333333
371.10,10.7,24.0796666667,12.613,10.6956666667,16.2676666667,7.463,32.6756666667,10.986,6.40666666667
371.46,10.4613333333,24.059,12.5326666667,10.659,16.1546666667,7.392,32.565,10.843,6.37633333333
371.83,10.121,23.8926666667,12.4636666667,10.3226666667,15.876,7.161,32.6256666667,10.5916666667,6.046
372.19,10.1376666667,23.9516666667,12.5456666667,10.4363333333,15.7543333333,7.11166666667,32.5276666667,10.5696666667,6.026
372.55,10.084,24.054,12.4626666667,10.4173333333,15.726,7.16266666667,32.644,10.493,5.95366666667
372.92,9.93733333333,24.0706666667,12.415,10.297,15.683,7.10866666667,32.756,10.2973333333,5.78133333333
373.28,9.90833333333,24.2513333333,12.5276666667,10.319,15.814,7.12066666667,32.7943333333,10.3056666667,5.73833333333
373.64,9.90366666667,24.1203333333,12.6063333333,10.3396666667,15.696,7.27566666667,32.893,10.3043333333,5.753
374.00,10.0043333333,24.2246666667,12.7273333333,10.593,15.8586666667,7.42233333333,33.0743333333,10.4393333333,5.99466666667
374.37,10.1546666667,24.208,12.77,10.702,15.9986666667,7.465,33.2153333333,10.4876666667,5.90966666667
374.73,10.242,24.1393333333,12.8576666667,10.7313333333,16.0626666667,7.47466666667,33.1253333333,10.4413333333,5.985
375.09,10.213,24.2236666667,12.8516666667,10.7733333333,16.145,7.51833333333,33.2946666667,10.431,5.97866666667
375.45,10.3623333333,24.352,12.936,10.9206666667,16.3496666667,7.503,33.5016666667,10.5176666667,6.01233333333
375.81,10.5236666667,24.5556666667,12.9593333333,11.2013333333,16.558,7.68533333333,33.6826666667,10.721,6.00133333333
376.18,10.6086666667,24.5416666667,13.0606666667,11.2116666667,16.6626666667,7.863,33.9203333333,10.7976666667,6.06633333333
376.54,10.7043333333,24.484,13.016,11.1766666667,16.521,7.833,33.9163333333,10.7866666667,6.08033333333
376.90,10.7223333333,24.5663333333,12.9633333333,11.228,16.522,7.79333333333,33.9283333333,10.811,6.11666666667
377.26,10.7546666667,24.551,13.006,11.2206666667,16.6303333333,7.92033333333,33.982,10.8766666667,6.27233333333
377.63,10.8436666667,24.688,13.0903333333,11.149,16.7516666667,7.865,34.0156666667,10.9603333333,6.26233333333
377.99,10.813,24.7763333333,13.1883333333,11.0516666667,16.801,7.78866666667,33.9523333333,10.9583333333,6.21933333333
378.35,10.6473333333,24.8363333333,13.1156666667,11.0173333333,16.7426666667,7.59733333333,34.0143333333,10.9136666667,6.19866666667
378.71,10.5766666667,24.896,12.9626666667,10.875,16.639,7.529,33.9946666667,10.9296666667,6.16133333333
379.07,10.6923333333,25.07,13.0116666667,10.7323333333,16.6246666667,7.51433333333,33.9726666667,10.959,6.22433333333
379.44,10.6673333333,25.1526666667,13.0526666667,10.773,16.6773333333,7.54833333333,33.9876666667,10.9256666667,6.24966666667
379.80,10.739,25.147,13.052,10.8003333333,16.6196666667,7.53733333333,33.852,10.9093333333,6.37033333333
380.16,10.6876666667,25.2996666667,13.0366666667,10.84,16.7356666667,7.489,33.8923333333,11.0286666667,6.37466666667
380.52,10.5733333333,25.5,13.067,10.9273333333,16.8566666667,7.48166666667,33.8763333333,11.1303333333,6.26933333333
380.88,10.6913333333,25.5786666667,13.2423333333,11.0523333333,16.9373333333,7.516,33.9253333333,11.3193333333,6.376
381.24,10.5906666667,25.6006666667,13.0963333333,11.1326666667,16.8586666667,7.44233333333,33.9723333333,11.341,6.225
381.61,10.4923333333,25.5786666667,12.9526666667,11.085,16.752,7.31433333333,33.887,11.2413333333,6.17133333333
381.97,10.425,25.4503333333,12.8236666667,10.987,16.609,7.24066666667,33.8846666667,11.124,6.11366666667
382.33,10.511,25.519,12.9216666667,11.0793333333,16.7546666667,7.38033333333,33.8016666667,11.2166666667,6.16466666667
382.69,10.5283333333,25.5506666667,13.0706666667,11.241,16.8043333333,7.433,33.8593333333,11.248,6.08566666667
383.05,10.4396666667,25.5953333333,12.958,11.298,16.882,7.46066666667,33.784,11.1676666667,6.00133333333
383.41,10.4536666667,25.653,12.934,11.2386666667,16.8283333333,7.377,33.673,11.0836666667,5.86666666667
383.77,10.362,25.7423333333,12.9216666667,11.196,16.927,7.301,33.6656666667,11.0233333333,5.673
384.14,10.4113333333,25.728,12.9423333333,11.2326666667,16.9176666667,7.35,33.4066666667,10.958,5.71066666667
384.50,10.4453333333,25.701,13.003,11.4206666667,17.0363333333,7.384,33.4246666667,10.9393333333,5.72566666667
384.86,10.4783333333,25.8036666667,13.0873333333,11.52,17.1146666667,7.41866666667,33.556,10.9513333333,5.72166666667
385.22,10.4263333333,25.8376666667,13.1136666667,11.507,17.1306666667,7.28,33.531,10.9163333333,5.737
385.58,10.476,26.037,13.269,11.604,17.211,7.416,33.591,11.034,5.778
385.94,10.402,26.1863333333,13.3153333333,11.728,17.288,7.41133333333,33.6656666667,11.1053333333,5.74133333333
386.30,10.4413333333,26.305,13.283,11.73,17.196,7.358,33.66,11.0886666667,5.66066666667
386.66,10.4696666667,26.4976666667,13.3353333333,11.7443333333,17.2176666667,7.33566666667,33.6726666667,11.1743333333,5.695
387.03,10.5816666667,26.5396666667,13.453,11.8616666667,17.183,7.326,33.6796666667,11.2216666667,5.66733333333
387.39,10.619,26.6973333333,13.4976666667,11.8806666667,17.2873333333,7.368,33.773,11.3513333333,5.72466666667
387.75,10.553,26.792,13.5413333333,11.9303333333,17.3483333333,7.36566666667,33.878,11.5096666667,5.84966666667
388.11,10.6323333333,26.957,13.63,12.0313333333,17.399,7.34266666667,33.944,11.5583333333,5.82633333333
388.47,10.655,27.1956666667,13.7206666667,11.9723333333,17.324,7.30333333333,33.9733333333,11.6406666667,5.93766666667
388.83,10.5893333333,27.1846666667,13.6836666667,11.993,17.306,7.19966666667,33.822,11.6573333333,5.88966666667
389.19,10.731,27.406,13.8056666667,12.0546666667,17.317,7.29,33.8206666667,11.7643333333,5.91566666667
389.55,10.7076666667,27.479,13.8076666667,12.032,17.2983333333,7.248,33.7433333333,11.6806666667,5.82666666667
389.91,10.7756666667,27.6166666667,13.788,11.985,17.3193333333,7.26066666667,33.6603333333,11.688,5.85933333333
390.27,10.758,27.677,13.7703333333,11.994,17.3393333333,7.273,33.6316666667,11.6306666667,5.89533333333
390.63,10.695,27.592,13.6873333333,11.8923333333,17.26,7.17366666667,33.4563333333,11.4936666667,5.89933333333
391.00,10.6096666667,27.65,13.7206666667,11.864,17.2583333333,7.235,33.328,11.533,5.87533333333
391.36,10.5993333333,27.668,13.759,11.9793333333,17.1543333333,7.292,33.1516666667,11.551,5.87533333333
391.72,10.7306666667,27.774,13.8703333333,12.033,17.176,7.32266666667,33.0803333333,11.621,5.862
392.08,10.7166666667,27.771,13.85,11.9756666667,17.163,7.31766666667,33.103,11.7373333333,5.81333333333
392.44,10.7673333333,27.8143333333,13.841,11.9776666667,17.238,7.33033333333,33.0316666667,11.7163333333,5.771
392.80,10.8263333333,27.8533333333,13.917,12.106,17.2093333333,7.443,32.8853333333,11.7443333333,5.79466666667
393.16,10.758,27.9153333333,13.8173333333,12.119,17.1886666667,7.37466666667,32.831,11.6436666667,5.779
393.52,10.8166666667,27.9286666667,13.809,12.234,17.219,7.363,32.7606666667,11.7146666667,5.91433333333
393.88,10.8096666667,27.965,13.848,12.3113333333,17.216,7.32733333333,32.5753333333,11.692,5.842
394.24,10.793,28.0643333333,13.9543333333,12.376,17.2256666667,7.295,32.4616666667,11.8183333333,5.85833333333
394.60,10.8666666667,28.1786666667,14.1003333333,12.518,17.3143333333,7.39966666667,32.5336666667,11.917,5.871
394.96,10.9156666667,28.2426666667,14.1336666667,12.5583333333,17.332,7.25766666667,32.4676666667,11.873,5.912
395.32,10.8533333333,28.3033333333,14.0723333333,12.552,17.3083333333,7.20633333333,32.4056666667,11.9103333333,5.91333333333
395.68,10.8623333333,28.4143333333,14.1236666667,12.6406666667,17.3543333333,7.27666666667,32.3353333333,11.908,5.91633333333
396.04,10.8923333333,28.5083333333,14.2,12.6756666667,17.3246666667,7.29,32.2363333333,11.8456666667,6.02466666667
396.40,10.8716666667,28.4383333333,14.208,12.7253333333,17.2473333333,7.21666666667,32.0683333333,11.8073333333,5.97733333333
396.76,10.835,28.6266666667,14.201,12.5883333333,17.264,7.20366666667,32.0083333333,11.7623333333,5.94533333333
397.12,10.89,28.7123333333,14.3126666667,12.6253333333,17.3386666667,7.27266666667,31.892,11.8683333333,5.93633333333
397.48,10.844,28.843,14.3776666667,12.635,17.3313333333,7.28766666667,31.8013333333,11.9063333333,5.88666666667
397.84,10.8436666667,28.8833333333,14.352,12.6333333333,17.324,7.29366666667,31.73,11.9813333333,5.91233333333
398.20,10.873,28.932,14.3956666667,12.6423333333,17.3293333333,7.35,31.6616666667,11.966,5.95733333333
398.56,10.812,28.891,14.3436666667,12.5803333333,17.2623333333,7.26733333333,31.514,11.929,5.94933333333
398.92,10.8693333333,29.054,14.366,12.6023333333,17.2823333333,7.34266666667,31.4586666667,12.02,5.98466666667
399.28,10.9733333333,29.2466666667,14.525,12.6556666667,17.3956666667,7.37833333333,31.4866666667,12.0503333333,6.08466666667
399.64,10.916,29.263,14.495,12.5736666667,17.278,7.304,31.3023333333,12.0453333333,6.13666666667
400.00,10.7966666667,29.25,14.398,12.577,17.2423333333,7.26533333333,31.233,12.0553333333,6.02866666667
400.36,10.7783333333,29.3906666667,14.363,12.5496666667,17.2613333333,7.28366666667,31.1266666667,12.0673333333,6.097
400.72,10.852,29.42,14.4636666667,12.709,17.2436666667,7.317,31.1226666667,12.132,6.21033333333
401.08,10.8823333333,29.4326666667,14.4996666667,12.7756666667,17.1666666667,7.35066666667,31.0703333333,12.143,6.30133333333
401.44,10.992,29.4933333333,14.6096666667,12.817,17.1993333333,7.421,31.0836666667,12.2406666667,6.28766666667
401.80,11.043,29.565,14.703,12.925,17.177,7.484,31.0376666667,12.2896666667,6.29533333333
402.16,11.0183333333,29.5463333333,14.607,12.962,17.0576666667,7.44133333333,30.937,12.232,6.176
402.52,11.1073333333,29.7476666667,14.6213333333,13.048,17.0206666667,7.43433333333,30.8206666667,12.2376666667,6.119
402.88,11.1043333333,29.825,14.732,13.1356666667,17.0163333333,7.46533333333,30.787,12.301,6.124
403.24,11.0846666667,29.7673333333,14.7146666667,13.1033333333,16.915,7.45066666667,30.717,12.327,6.05
403.60,11.0716666667,29.78,14.6703333333,13.093,16.8546666667,7.41933333333,30.671,12.29,5.95766666667
403.95,11.0356666667,29.8433333333,14.729,13.0776666667,16.8396666667,7.37566666667,30.4963333333,12.3136666667,5.888
404.31,11.0256666667,29.8216666667,14.7363333333,13.171,16.8123333333,7.401,30.441,12.359,5.94866666667
404.67,10.9423333333,29.783,14.607,13.052,16.6786666667,7.27733333333,30.324,12.2776666667,5.811
405.03,10.9183333333,29.8653333333,14.6226666667,13.059,16.6773333333,7.27966666667,30.2173333333,12.3433333333,5.795
405.39,10.8956666667,29.8233333333,14.5693333333,13.0283333333,16.5796666667,7.21133333333,30.068,12.312,5.79866666667
405.75,10.8273333333,29.8476666667,14.555,12.9926666667,16.4983333333,7.20366666667,29.942,12.2826666667,5.793
406.11,10.866,29.8746666667,14.6466666667,12.9806666667,16.5036666667,7.237,29.8733333333,12.4123333333,5.89066666667
406.47,10.8206666667,29.832,14.7066666667,12.9963333333,16.5333333333,7.26166666667,29.81,12.462,5.93633333333
406.83,10.7583333333,29.812,14.6263333333,12.935,16.4783333333,7.21733333333,29.703,12.4396666667,5.952
407.19,10.8543333333,29.886,14.639,12.991,16.482,7.27366666667,29.5246666667,12.4543333333,6.01866666667
407.55,10.9323333333,29.972,14.6983333333,13.153,16.4903333333,7.282,29.459,12.5016666667,6.14533333333
407.90,10.989,29.9913333333,14.6973333333,13.281,16.4166666667,7.27366666667,29.3563333333,12.52,6.17233333333
408.26,11.0403333333,30.0933333333,14.812,13.249,16.3463333333,7.26233333333,29.2163333333,12.567,6.04466666667
408.62,11.1066666667,30.1226666667,14.9326666667,13.402,16.4126666667,7.36266666667,29.1576666667,12.7306666667,6.13566666667
408.98,11.1606666667,30.0903333333,14.9336666667,13.3966666667,16.3746666667,7.38233333333,29.049,12.732,6.11366666667
409.34,11.1606666667,30.1643333333,14.965,13.4226666667,16.357,7.366,28.962,12.7533333333,6.06266666667
409.70,11.209,30.2833333333,15.0006666667,13.5333333333,16.3953333333,7.38233333333,28.975,12.8586666667,6.11366666667
410.06,11.2423333333,30.3713333333,14.9976666667,13.6356666667,16.4083333333,7.415,28.8803333333,12.8113333333,6.08366666667
410.42,11.3046666667,30.4836666667,15.0046666667,13.6796666667,16.3703333333,7.45,28.849,12.8836666667,6.11366666667
410.77,11.386,30.5566666667,15.0876666667,13.7616666667,16.3303333333,7.571,28.8223333333,12.9486666667,6.116
411.13,11.2553333333,30.498,15.0793333333,13.7236666667,16.2806666667,7.482,28.7386666667,12.941,6.02333333333
411.49,11.2303333333,30.4273333333,15.072,13.7156666667,16.228,7.51966666667,28.5753333333,12.93,5.96066666667
411.85,11.2886666667,30.5033333333,15.1083333333,13.6616666667,16.2836666667,7.57533333333,28.6116666667,12.9576666667,5.98366666667
412.21,11.2756666667,30.4893333333,15.099,13.675,16.2503333333,7.60433333333,28.6476666667,12.9886666667,6.04
412.57,11.2586666667,30.5653333333,15.054,13.5876666667,16.1853333333,7.585,28.5456666667,12.9366666667,5.962
412.92,11.199,30.537,15.0723333333,13.5906666667,16.0636666667,7.6,28.4313333333,12.9296666667,5.91433333333
413.28,11.083,30.4773333333,15.0093333333,13.5763333333,15.9523333333,7.58633333333,28.2953333333,12.853,5.902
413.64,11.132,30.3963333333,15.0846666667,13.5866666667,15.8473333333,7.58133333333,28.2143333333,12.881,5.93466666667
414.00,11.108,30.35,15.122,13.5916666667,15.8,7.568,28.1183333333,12.91,5.91033333333
414.36,11.045,30.3466666667,15.1223333333,13.6363333333,15.7563333333,7.62066666667,28.0033333333,12.8713333333,5.896
414.72,10.9453333333,30.2126666667,15.0143333333,13.5903333333,15.5926666667,7.51166666667,27.848,12.8,5.766
415.07,10.9406666667,30.2403333333,15.0066666667,13.5973333333,15.555,7.55233333333,27.766,12.8203333333,5.72033333333
415.43,10.9803333333,30.3483333333,15.0596666667,13.695,15.588,7.59066666667,27.782,12.977,5.74633333333
415.79,10.9783333333,30.4193333333,15.0806666667,13.794,15.5136666667,7.572,27.664,12.911,5.78666666667
416.15,10.985,30.4663333333,15.0503333333,13.8543333333,15.494,7.58866666667,27.5586666667,12.941,5.76766666667
416.51,10.9963333333,30.427,15.077,13.8786666667,15.4283333333,7.62133333333,27.513,12.9773333333,5.80133333333
416.86,11.019,30.4753333333,15.1126666667,13.8433333333,15.415,7.567,27.4663333333,12.9726666667,5.813
417.22,11.071,30.5693333333,15.187,13.8736666667,15.4196666667,7.58766666667,27.4196666667,13.0916666667,5.78866666667
417.58,11.0456666667,30.5743333333,15.2313333333,13.8766666667,15.4276666667,7.62033333333,27.3093333333,13.0723333333,5.75733333333
417.94,11.0606666667,30.6423333333,15.28,13.9233333333,15.4236666667,7.62233333333,27.264,13.118,5.83266666667
418.29,11.1133333333,30.6646666667,15.3166666667,13.9783333333,15.397,7.601,27.186,13.1513333333,5.834
418.65,11.1063333333,30.677,15.3303333333,13.9853333333,15.3803333333,7.593,27.102,13.1723333333,5.86066666667
419.01,11.1436666667,30.668,15.3823333333,13.9833333333,15.3246666667,7.59866666667,27.051,13.2113333333,5.93566666667
419.37,11.0756666667,30.588,15.353,13.886,15.2183333333,7.571,26.909,13.141,5.89733333333
419.73,11.0876666667,30.5556666667,15.3636666667,13.8866666667,15.1816666667,7.578,26.8943333333,13.1883333333,5.9
420.08,11.097,30.558,15.416,13.901,15.151,7.57866666667,26.822,13.207,5.93233333333
420.44,11.0493333333,30.577,15.429,13.931,15.143,7.55933333333,26.741,13.1833333333,5.92666666667
420.80,11.0763333333,30.6446666667,15.45,14.002,15.1286666667,7.60533333333,26.7013333333,13.2553333333,5.97133333333
421.16,11.0746666667,30.651,15.432,14.0136666667,15.0773333333,7.60233333333,26.701,13.2336666667,6.02766666667
421.51,11.0513333333,30.6603333333,15.3916666667,13.9996666667,15.0143333333,7.54033333333,26.6473333333,13.244,6.00266666667
421.87,11.0133333333,30.6373333333,15.3596666667,13.9706666667,14.905,7.50266666667,26.5363333333,13.2276666667,5.929
422.23,11.0006666667,30.5826666667,15.3593333333,13.9333333333,14.832,7.52166666667,26.5173333333,13.235,5.92833333333
422.58,11.03,30.6543333333,15.414,13.9593333333,14.808,7.52266666667,26.4916666667,13.2833333333,5.96033333333
422.94,11.029,30.7253333333,15.4156666667,14.009,14.7653333333,7.52533333333,26.4533333333,13.2893333333,5.91566666667
423.30,11.0553333333,30.771,15.4573333333,14.0613333333,14.7423333333,7.528,26.456,13.3326666667,5.925
423.66,11.043,30.7736666667,15.4646666667,14.0433333333,14.675,7.524,26.363,13.3593333333,5.938
424.01,11.0236666667,30.7393333333,15.456,14.0553333333,14.6076666667,7.51433333333,26.2673333333,13.3306666667,5.92633333333
424.37,11.041,30.7643333333,15.485,14.0486666667,14.5653333333,7.516,26.2206666667,13.3523333333,5.94733333333
