wavelength,Back_DacNigf,Belly_DacNigf,Breast_DacNigf,Crissum_DacNigf,Crown_DacNigf,DorTail_DacNigf,Rump_DacNigf,Throat_DacNigf,WingTip_DacNigf
202.71,-17.021,11.7023333333,9.22,6.73766666667,37.234,24.1136666667,17.0213333333,41.489,13.475
203.09,-32.5393333333,-14.6826666667,-11.508,-13.889,15.0793333333,4.762,8.73,17.0636666667,2.77766666667
203.47,-36.842,-29.8246666667,-26.3156666667,-16.228,20.614,-3.07,10.5263333333,2.193,-4.82433333333
203.85,-27.4776666667,-31.5316666667,-24.3243333333,-16.216,31.982,2.25266666667,10.8106666667,4.054,-1.80166666667
204.22,-34.742,-44.6006666667,-24.8823333333,-29.5776666667,16.9016666667,-15.9623333333,-4.22566666667,5.63366666667,-8.45066666667
204.60,-77.7776666667,-124.183,-61.438,-73.856,-4.575,-63.3986666667,-54.2483333333,-28.7583333333,-52.941
204.98,-98.5816666667,-177.305,-91.489,-105.673333333,-12.766,-97.1633333333,-80.1416666667,-31.915,-73.05
205.36,-113.333333333,-200.833333333,-108.333333333,-156.666666667,-22.5,-116.666666667,-102.5,-52.5,-98.3333333333
205.74,-121.666666667,-204.166666667,-107.5,-172.5,-31.6666666667,-126.666666667,-105.833333333,-65.0,-109.166666667
206.12,-256.410333333,-353.846,-205.128333333,-298.718,-69.2306666667,-250.0,-205.128,-143.59,-178.205333333
206.50,-244.086,-337.634333333,-206.451666667,-272.043333333,-95.699,-234.408666667,-211.827666667,-156.989333333,-149.462333333
206.87,-141.085,-237.209,-119.379666667,-151.163,-34.1086666667,-124.806,-109.302333333,-58.1393333333,-62.791
207.25,-141.481666667,-196.296,-108.889,-125.926,-20.0,-101.481333333,-104.444666667,-17.7776666667,-64.4446666667
207.63,-128.148,-180.0,-105.185333333,-125.185333333,-28.889,-88.148,-75.5556666667,6.66633333333,-56.296
208.01,-275.757333333,-378.787666667,-251.515333333,-237.879,-66.6666666667,-224.242,-157.576,25.7576666667,-153.03
208.39,-234.666666667,-332.0,-233.333333333,-185.333333333,-54.6666666667,-186.666666667,-98.6666666667,20.0,-82.6666666667
208.77,-95.2383333333,-174.603,-109.523666667,-82.5396666667,10.3173333333,-92.857,-35.714,39.6826666667,-9.52366666667
209.14,-55.357,-110.119,-57.7383333333,-24.405,20.8333333333,-50.0,0.0,43.4526666667,10.7146666667
209.52,-25.61,-40.6503333333,-31.301,0.0,27.6423333333,-16.6666666667,13.008,47.561,30.4876666667
209.90,-3.74133333333,-11.5643333333,-10.8843333333,20.7483333333,34.694,2.381,27.551,57.8233333333,43.5376666667
210.28,8.86866666667,4.28133333333,6.72766666667,28.1343333333,40.9786666667,19.572,38.8376666667,64.832,51.682
210.66,13.5803333333,9.56766666667,13.2713333333,29.0123333333,43.2096666667,19.7533333333,55.247,68.8273333333,54.321
211.03,5.42666666667,4.65133333333,3.87566666667,9.30266666667,32.5583333333,-1.55033333333,63.566,73.2556666667,52.3256666667
211.41,1.19066666667,-4.762,-1.587,13.8886666667,28.1743333333,-5.55566666667,67.8573333333,74.2063333333,51.984
211.79,-6.43933333333,-10.9846666667,-8.712,16.2876666667,19.6966666667,-4.16666666667,55.682,65.1516666667,47.7273333333
212.17,-3.55966666667,-5.50166666667,-0.970666666667,14.2393333333,15.534,5.92118946467e-16,57.2816666667,55.987,55.6633333333
212.55,-3.42666666667,-10.28,-1.869,7.788,13.7073333333,4.98433333333,54.2053333333,57.0096666667,46.729
212.92,-2.04666666667,14.0353333333,10.5263333333,17.5436666667,13.7426666667,17.544,64.62,61.111,51.7543333333
213.30,-6.83766666667,12.2506666667,4.84333333333,13.1053333333,6.83733333333,12.8206666667,59.8293333333,52.9916666667,49.2876666667
213.68,-7.30166666667,-0.635,4.76166666667,18.0953333333,2.857,6.984,64.4446666667,53.6506666667,44.4443333333
214.06,-9.786,-13.1496666667,6.42233333333,12.844,1.529,4.28133333333,58.7156666667,46.789,47.4006666667
214.44,-15.0443333333,-20.649,5.60466666667,5.31,-1.475,-4.13,56.932,40.708,44.2476666667
214.81,-18.1286666667,-23.684,5.84833333333,14.3273333333,-2.33933333333,-4.67866666667,49.415,38.0116666667,42.9826666667
215.19,-15.427,-21.212,3.581,18.7326666667,0.826666666667,-1.653,48.485,36.088,46.5566666667
215.57,-8.594,-9.63533333333,8.59333333333,23.1773333333,8.33333333333,7.03133333333,47.1353333333,37.5,51.042
215.95,-9.62966666667,-6.66633333333,12.0986666667,15.062,12.3456666667,2.963,42.963,37.0373333333,44.691
216.32,-16.667,-10.9373333333,11.1976666667,11.198,7.29166666667,-0.781666666667,33.8543333333,35.9373333333,32.2913333333
216.70,-19.9376666667,-2.80366666667,10.592,13.3956666667,14.953,-6.542,39.5636666667,37.6943333333,39.8753333333
217.08,-31.228,-20.351,-4.21066666667,-1.75433333333,10.8773333333,-24.9123333333,31.228,29.123,32.9826666667
217.46,-18.5963333333,-4.56166666667,17.193,4.21066666667,25.614,-14.386,39.649,52.2806666667,43.5086666667
217.83,-30.6513333333,-3.44866666667,14.5593333333,-9.19533333333,21.8393333333,-24.904,38.314,50.1916666667,54.4056666667
218.21,-53.8096666667,-6.66666666667,-2.38133333333,-20.952,8.09533333333,-54.2856666667,25.7143333333,46.1903333333,45.7146666667
218.59,-32.353,13.7256666667,6.37266666667,-1.96066666667,22.059,-43.1373333333,24.5096666667,68.137,67.1566666667
218.97,-17.677,26.2626666667,5.55566666667,-8.586,32.3233333333,-45.4546666667,24.7473333333,61.616,58.081
219.34,-4.95466666667,31.982,13.5133333333,8.55833333333,30.1803333333,-36.4866666667,25.225,60.811,59.4596666667
219.72,-3.61466666667,22.8916666667,10.4416666667,9.63833333333,24.4983333333,-34.538,30.1203333333,40.5623333333,59.4376666667
220.10,-5.48533333333,25.3166666667,14.346,18.9873333333,21.941,-39.2406666667,36.287,43.46,72.574
220.47,-9.829,27.35,14.1026666667,16.6663333333,21.3673333333,-44.4443333333,35.0426666667,36.752,77.778
220.85,-19.2983333333,3.07033333333,10.5263333333,11.8423333333,0.877333333333,-54.8243333333,27.6316666667,33.3333333333,66.6663333333
221.23,-32.8766666667,-8.219,6.84933333333,12.7856666667,-8.67566666667,-57.0776666667,26.0273333333,24.201,71.2326666667
221.61,-72.1213333333,-39.394,-21.2123333333,4.242,-39.394,-89.091,24.8483333333,-6.66666666667,80.0
221.98,-71.7946666667,-54.487,-35.2563333333,7.05133333333,-36.5383333333,-94.2306666667,32.6923333333,-3.20533333333,76.282
222.36,-51.6666666667,-34.4443333333,-22.2223333333,8.33366666667,-26.6666666667,-67.7776666667,30.0,4.44466666667,49.4443333333
222.74,-57.8946666667,-30.994,-34.503,4.09366666667,-26.316,-73.684,35.6726666667,-7.60266666667,40.9353333333
223.11,-108.695333333,-42.029,-64.4926666667,-7.97066666667,-64.4926666667,-113.043333333,16.667,-20.29,41.3046666667
223.49,-126.530666667,-46.939,-65.306,-11.565,-61.2243333333,-112.925,5.44233333333,-28.5713333333,23.8096666667
223.87,-165.656666667,-74.7473333333,-97.98,-39.3936666667,-107.070666667,-185.858333333,-17.1716666667,-27.273,-6.06066666667
224.24,-151.428666667,-78.095,-112.380666667,-58.0953333333,-102.857333333,-172.381,-28.5713333333,-42.857,-31.429
224.62,-168.687,-76.768,-124.242333333,-60.606,-97.98,-161.616333333,-12.1213333333,-33.3333333333,-41.414
225.00,-156.910666667,-54.4713333333,-115.447333333,-52.033,-88.618,-143.902333333,-22.764,-49.5933333333,-38.2113333333
225.38,-141.228333333,-41.228,-119.298333333,-35.965,-70.1753333333,-161.403666667,-18.421,-38.5963333333,-43.8596666667
225.75,-84.7956666667,-17.544,-67.836,-24.5613333333,-37.427,-114.035,-9.35666666667,-14.0353333333,-30.409
226.13,-87.7193333333,-14.6196666667,-56.7253333333,-32.7483333333,-42.105,-116.959333333,-22.222,-32.1636666667,-43.2746666667
226.51,-103.921666667,-40.523,-70.5883333333,-50.327,-43.791,-135.947666667,-18.3006666667,-52.9413333333,-24.183
226.88,-185.0,-116.666666667,-111.666666667,-104.166666667,-98.3333333333,-213.333333333,-60.8333333333,-105.833333333,-77.5
227.26,-87.619,-56.1906666667,-47.1426666667,-48.095,-41.9046666667,-96.6663333333,-8.09533333333,-40.9523333333,-31.4283333333
227.64,-92.3073333333,-60.0,-61.026,-63.59,-44.6153333333,-96.9233333333,-9.74366666667,-49.2306666667,-34.872
228.01,-73.8093333333,-30.159,-35.7143333333,-44.4446666667,-20.635,-66.27,12.6983333333,-32.143,-3.57166666667
228.39,-59.9996666667,-20.0,-20.702,-27.7193333333,-13.3333333333,-54.0353333333,24.2106666667,-21.7543333333,5.61433333333
228.76,-28.2483333333,-9.60466666667,-8.19233333333,-8.75733333333,-0.282333333333,-35.8756666667,31.0733333333,-11.2996666667,14.6893333333
229.14,-6.235,5.516,9.83233333333,1.67866666667,17.2663333333,-13.669,37.65,8.633,25.4193333333
229.52,-3.22566666667,8.60233333333,11.828,3.441,15.4836666667,-4.73133333333,38.7096666667,12.6883333333,23.871
229.89,-3.05033333333,6.536,4.35733333333,-3.48566666667,8.93233333333,-6.10033333333,35.5116666667,10.2396666667,23.0936666667
230.27,0.000333333333333,4.969,4.14066666667,1.86333333333,6.21133333333,-3.31266666667,35.6106666667,10.766,24.4306666667
230.65,8.33333333333,12.6893333333,11.932,4.73466666667,8.144,4.356,39.0153333333,16.667,23.864
231.02,14.9123333333,20.5263333333,14.5613333333,10.5263333333,11.228,9.649,44.5613333333,19.649,27.544
231.40,17.3993333333,26.923,18.315,13.7363333333,14.286,10.6226666667,45.6043333333,24.9083333333,33.1503333333
231.78,19.326,25.1773333333,20.5673333333,15.78,15.4253333333,9.75166666667,42.021,25.709,28.7236666667
232.15,23.0476666667,25.524,20.381,14.0953333333,17.7143333333,10.4763333333,44.3806666667,30.476,24.9526666667
