wavelength,Back_ThrGlaf,Belly_ThrGlaf,Breast_ThrGlaf,Crissum_ThrGlaf,Crown_ThrGlaf,DorTail_ThrGlaf,Patch10_ThrGlaf,Patch11_ThrGlaf,Rump_ThrGlaf,Throat_ThrGlaf,WingTip_ThrGlaf
506.15,19.5158333334,48.2123333334,38.0906666667,37.7589259259,14.7393333334,15.8175,26.8091666667,21.73,24.4573333334,29.3993333334,10.9899166667
506.49,19.5121666667,48.2269166666,38.1168333333,37.79703125,14.6665,15.812,26.8086666666,21.7268333334,24.4598333333,29.3741666666,10.984
506.84,19.5315,48.3014166666,38.256,37.8050960648,14.6963333333,15.8781666666,26.8355,21.7698333333,24.4823333333,29.2908333334,10.9773333333
507.19,19.5385,48.385,38.359,37.8360960648,14.6781666667,15.9081666667,26.8631666667,21.8528333333,24.5345,29.2848333334,10.9824166666
507.54,19.4893333334,48.478,38.4236666667,37.8911655093,14.6116666666,15.8648333333,26.862,21.8668333334,24.5098333333,29.2573333333,10.9355
507.88,19.462,48.56725,38.4763333333,37.9028368055,14.5678333334,15.8128333333,26.899,21.8306666666,24.5208333333,29.2366666667,10.8870833333
508.23,19.4338333334,48.5310833333,38.506,37.930693287,14.5336666667,15.8321666667,26.9051666667,21.8135,24.5276666666,29.2325,10.89375
508.58,19.4718333333,48.6245,38.6318333333,37.9947847223,14.5403333333,15.8861666666,26.9816666667,21.872,24.5635,29.285,10.91925
508.93,19.5481666667,48.7660833333,38.7623333333,38.1304409722,14.5658333333,15.9553333334,27.0671666666,21.9631666667,24.6593333333,29.358,10.9804166667
509.27,19.5285,48.8168333334,38.7628333334,38.0992349537,14.5156666667,15.9156666666,27.06,21.9471666666,24.6315,29.2913333333,10.9089166667
509.62,19.527,48.8553333334,38.7658333334,38.0901493055,14.5233333333,15.9361666667,27.0525,21.9688333333,24.6431666667,29.283,10.9098333334
509.97,19.5293333333,48.9250833334,38.846,38.1538148148,14.538,15.9351666666,27.053,21.9756666667,24.6428333334,29.2736666667,10.8859166667
510.32,19.5298333333,48.975,38.8941666667,38.1898113426,14.5703333333,15.9513333334,27.059,22.0181666666,24.6905,29.2941666666,10.84475
510.66,19.5806666667,49.0690833334,38.9746666667,38.2895648149,14.5516666667,15.9335,27.0998333333,22.0656666667,24.7848333334,29.3268333334,10.8615
511.01,19.5925,49.1093333334,38.9896666666,38.3102175926,14.5476666667,15.938,27.1303333334,22.094,24.7965,29.324,10.8435833334
511.36,19.6718333334,49.1429166666,39.0986666667,38.3525428241,14.6088333333,15.98,27.217,22.1346666667,24.8626666667,29.4171666666,10.89125
511.70,19.6951666666,49.1820833334,39.1903333333,38.4204872686,14.6273333333,16.0256666667,27.2508333334,22.234,24.9076666667,29.4071666666,10.9015
512.05,19.6991666667,49.2050833334,39.2345,38.4256284722,14.5961666666,15.9873333333,27.2468333334,22.2583333333,24.8925,29.3808333334,10.87175
512.40,19.7273333333,49.2438333333,39.2805,38.4612523148,14.6566666667,15.994,27.2528333333,22.2865,24.9275,29.4195,10.861
512.75,19.6663333333,49.2271666666,39.2963333333,38.4280960648,14.6568333334,15.9536666667,27.2503333333,22.2743333334,24.93,29.367,10.8268333333
513.09,19.7245,49.2819166666,39.3756666667,38.5268402778,14.7396666666,16.009,27.3088333333,22.3741666666,25.0243333334,29.4865,10.9098333334
513.44,19.7896666666,49.2928333334,39.4875,38.6224131944,14.7661666667,16.0306666666,27.3843333333,22.4208333333,25.083,29.491,10.9650833333
513.79,19.876,49.383,39.6033333333,38.7192083333,14.828,16.1338333334,27.4803333333,22.5181666666,25.2083333333,29.6465,11.0090833333
514.13,19.9491666667,49.4405833334,39.6853333334,38.781542824,14.8806666667,16.1905,27.5698333334,22.5926666667,25.224,29.6728333333,11.0669166667
514.48,20.004,49.5166666666,39.7483333334,38.8332523148,14.9465,16.2476666666,27.6305,22.6488333333,25.2328333334,29.7196666666,11.0983333333
514.83,20.019,49.51675,39.8048333333,38.8706828704,15.0046666667,16.2598333333,27.6533333333,22.6455,25.259,29.7231666667,11.12125
515.17,20.0151666666,49.5541666667,39.8453333333,38.8972233797,14.9958333333,16.2863333333,27.6391666666,22.671,25.2646666667,29.6915,11.1176666667
515.52,20.0088333333,49.6195833334,39.8446666666,38.8665671297,14.9891666667,16.2901666667,27.647,22.659,25.277,29.7365,11.114
515.87,20.041,49.7206666667,39.9445,38.9488703703,15.029,16.3296666667,27.726,22.696,25.3295,29.7521666666,11.1271666666
516.21,20.0413333333,49.8118333333,40.0125,38.9987986111,14.9896666667,16.3185,27.784,22.718,25.3878333333,29.7451666667,11.1326666666
516.56,20.0773333334,49.8395833334,40.075,39.028400463,14.996,16.3251666667,27.7918333333,22.7381666666,25.3911666667,29.7513333334,11.119
516.91,20.07,49.8735833333,40.1763333334,39.0655219907,14.9936666667,16.3106666667,27.833,22.7636666667,25.3885,29.757,11.0724166666
517.25,20.0633333333,49.9835,40.2886666667,39.1002766204,14.9841666667,16.3175,27.8588333333,22.7905,25.4328333333,29.8301666667,11.0311666666
517.60,20.0201666666,50.02025,40.3175,39.0236527778,14.9246666666,16.2525,27.817,22.7905,25.4166666667,29.7295,10.9725833334
517.95,19.9858333334,50.112,40.3773333333,39.0227222222,14.8773333334,16.2256666666,27.8063333334,22.793,25.4585,29.7293333333,10.9295
518.29,19.9601666667,50.1465,40.4118333333,39.0099212963,14.8406666667,16.2136666666,27.8271666667,22.8158333333,25.4943333333,29.7311666666,10.8879166666
518.64,19.9526666666,50.1874166666,40.4806666667,39.0269525463,14.8165,16.2236666667,27.849,22.8503333333,25.5231666666,29.809,10.8771666666
518.99,19.9938333334,50.2896666666,40.5871666666,39.0822534723,14.826,16.2741666667,27.8823333334,22.915,25.599,29.8533333334,10.87575
519.33,20.0648333334,50.3461666666,40.7268333334,39.1983425926,14.8883333334,16.3361666667,27.9766666666,23.0326666667,25.6835,29.905,10.9315
519.68,20.103,50.4020833333,40.8098333333,39.2459745371,14.8886666667,16.3725,27.995,23.0816666667,25.7236666667,29.9581666667,10.9264166667
520.02,20.1428333333,50.4454166667,40.8925,39.28171875,14.9503333333,16.4185,28.0403333333,23.1351666667,25.762,29.975,10.9415
520.37,20.1826666667,50.5091666667,40.9586666667,39.3400243056,14.978,16.476,28.1156666667,23.1983333333,25.8345,30.023,10.9871666667
520.72,20.1853333333,50.5313333334,40.9983333334,39.3243773148,14.9406666666,16.482,28.1246666667,23.2001666667,25.8531666667,29.9815,11.0026666667
521.06,20.2035,50.5576666667,41.013,39.3688009259,14.971,16.5166666666,28.177,23.2848333333,25.8913333333,29.9735,10.9736666667
521.41,20.2716666666,50.6464166666,41.1403333333,39.5145173611,15.041,16.6056666667,28.3023333333,23.3833333334,25.9631666667,30.0658333333,11.0528333333
521.75,20.3355,50.7043333334,41.2396666667,39.6158368056,15.1083333334,16.6478333333,28.4081666667,23.5008333333,26.0403333333,30.155,11.09775
522.10,20.3466666667,50.75575,41.3166666667,39.6907835648,15.1448333334,16.6845,28.4313333333,23.5403333333,26.0898333334,30.2006666667,11.1183333333
522.45,20.4121666667,50.8681666666,41.4388333334,39.7928587963,15.184,16.7268333333,28.5005,23.595,26.1673333334,30.1878333333,11.1345
522.79,20.4551666667,50.9760833333,41.5305,39.8846539352,15.2473333333,16.7691666667,28.6011666667,23.6561666667,26.2,30.2123333334,11.1855833333
523.14,20.4858333333,51.04525,41.6045,39.8932476852,15.2558333334,16.7793333333,28.6313333333,23.615,26.2096666667,30.1853333334,11.1924166667
523.48,20.5365,51.1509166666,41.6576666667,39.910712963,15.2906666667,16.7865,28.6858333334,23.6648333333,26.25,30.1291666667,11.2159166666
523.83,20.4991666666,51.1069166667,41.6748333334,39.9073287037,15.243,16.7793333333,28.6916666667,23.629,26.2313333334,30.069,11.1518333333
524.17,20.5023333333,51.1233333334,41.7073333334,39.8698425926,15.214,16.7623333333,28.6841666667,23.6108333334,26.1931666667,30.0376666667,11.09025
524.52,20.5385,51.1900833334,41.775,39.9367372685,15.2561666667,16.8126666667,28.7585,23.6705,26.2558333333,30.0596666666,11.1028333333
524.87,20.5648333333,51.2033333334,41.8588333333,39.9290381945,15.2608333333,16.8211666667,28.7896666667,23.6393333333,26.2598333333,30.0391666666,11.1414166667
525.21,20.5401666667,51.1591666666,41.8445,39.8882777778,15.2455,16.7805,28.7886666667,23.6098333334,26.2275,29.9648333334,11.1035
525.56,20.536,51.1778333334,41.9148333334,39.8988460648,15.2296666667,16.8021666667,28.8246666666,23.6175,26.2648333333,29.9583333333,11.0880833333
525.90,20.6016666667,51.24775,41.9628333333,39.9682488426,15.2395,16.8498333333,28.9236666666,23.6928333333,26.3085,29.977,11.1045833333
526.25,20.5878333333,51.2379166667,41.971,39.9221064815,15.1995,16.8543333333,28.9425,23.7098333334,26.2976666667,29.9268333334,11.0704166667
526.59,20.5656666667,51.2100833333,41.993,39.9188356482,15.1565,16.8558333333,28.9798333334,23.7348333334,26.2928333333,29.8958333333,11.024
526.94,20.571,51.2598333334,42.0626666667,39.954599537,15.149,16.8748333333,29.035,23.7895,26.3361666667,29.894,11.0080833334
527.28,20.5736666666,51.2165,42.1348333334,39.9410381945,15.1308333334,16.8911666667,29.0598333333,23.8138333334,26.3473333334,29.9203333334,11.019
527.63,20.615,51.2975,42.2223333333,39.9954201389,15.1551666667,16.9363333333,29.123,23.891,26.3953333334,29.9741666666,11.0393333333
527.97,20.626,51.3326666666,42.262,40.0236458334,15.1665,16.9513333334,29.1665,23.919,26.4165,29.9861666666,11.0444166667
528.32,20.6481666667,51.36475,42.3176666666,40.0524710648,15.177,16.9633333333,29.206,23.9366666666,26.4238333333,29.9858333334,11.0279166667
528.66,20.665,51.38925,42.35,40.0745706018,15.1891666666,16.9795,29.2298333333,23.9863333334,26.4465,29.991,11.0401666667
529.01,20.6828333333,51.4268333334,42.398,40.101787037,15.1855,17.0115,29.261,24.0111666666,26.4855,30.0165,11.0219166667
529.35,20.7143333333,51.4388333333,42.4355,40.1318611111,15.2018333334,17.0353333333,29.3033333333,24.0186666667,26.4903333333,30.0331666667,11.0119166667
529.70,20.719,51.4573333334,42.5158333334,40.1571458334,15.2168333333,17.0273333334,29.3198333333,24.0263333333,26.4956666666,30.0306666666,11.005
530.04,20.7371666666,51.484,42.5788333333,40.2226840278,15.2493333333,17.0326666667,29.3643333334,24.0706666667,26.53,30.0543333334,11.0168333334
530.39,20.77,51.5043333334,42.617,40.2552708333,15.2825,17.0348333334,29.4063333333,24.1021666667,26.5495,30.0821666667,11.0313333334
530.73,20.7751666667,51.4956666666,42.649,40.2811689815,15.3026666666,17.0585,29.4263333334,24.1111666666,26.554,30.1145,11.044
531.08,20.8003333333,51.5703333333,42.7003333334,40.358150463,15.3373333333,17.0983333333,29.5068333333,24.1445,26.5991666666,30.1483333334,11.029
531.42,20.7995,51.5611666666,42.7128333334,40.3512372686,15.3348333333,17.0788333333,29.5373333333,24.1353333334,26.5933333333,30.1026666667,10.9994166666
531.77,20.8093333334,51.6275833334,42.7975,40.4177395833,15.3475,17.134,29.5986666666,24.1795,26.628,30.1283333333,10.9845833333
532.11,20.7881666666,51.6429166667,42.8128333333,40.4286273148,15.3503333334,17.147,29.6295,24.189,26.6476666667,30.1658333334,10.9611666666
532.46,20.8345,51.7123333334,42.8838333333,40.5139618055,15.366,17.1931666667,29.7031666666,24.2133333333,26.6956666666,30.2123333334,10.9715833334
532.80,20.8616666667,51.78875,42.9833333333,40.5722407408,15.4096666667,17.252,29.7775,24.2698333333,26.7196666666,30.2281666667,11.0213333334
533.15,20.8753333333,51.8253333334,43.05,40.602650463,15.4406666666,17.2851666666,29.8236666666,24.3303333333,26.7503333333,30.2158333333,11.0368333333
533.49,20.8953333333,51.8589166667,43.1005,40.6456377315,15.4628333333,17.3396666667,29.8763333334,24.3803333334,26.806,30.2603333334,11.0575
533.84,20.9253333334,51.9415833333,43.1756666667,40.6832303241,15.4861666667,17.3858333333,29.9463333333,24.4108333333,26.8295,30.3033333334,11.05725
534.18,20.9511666667,52.0035833334,43.262,40.6972407407,15.4953333334,17.429,29.9803333333,24.4436666667,26.8606666667,30.3365,11.064
534.52,21.009,52.07925,43.3568333333,40.7742476852,15.5456666666,17.4856666667,30.0821666667,24.5296666667,26.9135,30.3821666667,11.0668333334
534.87,21.0315,52.1555833333,43.4193333333,40.8382951389,15.5733333333,17.4936666667,30.1086666667,24.5813333334,26.9495,30.4135,11.0584166667
535.21,21.1191666667,52.2496666667,43.5596666667,40.9552152778,15.6385,17.6091666666,30.1913333334,24.6855,27.0435,30.5248333333,11.1494166667
535.56,21.1666666667,52.2639166666,43.5986666667,40.9844490741,15.6613333334,17.628,30.2616666667,24.7281666667,27.1041666667,30.5525,11.1925833334
535.90,21.2706666667,52.3798333333,43.7475,41.1137881944,15.73,17.7053333333,30.3641666667,24.8668333333,27.195,30.5963333333,11.2814166666
536.25,21.3198333334,52.4531666666,43.8395,41.1742430555,15.8191666667,17.8008333333,30.4561666666,24.9491666667,27.2501666666,30.6455,11.3178333334
536.59,21.4225,52.52025,43.9196666667,41.2541412037,15.8938333334,17.8591666667,30.5358333333,25.0106666667,27.3293333334,30.7436666667,11.367
536.93,21.4545,52.587,43.9551666667,41.2879236111,15.8931666666,17.8691666667,30.6006666666,25.0226666667,27.3705,30.7841666666,11.409
537.28,21.462,52.5920833334,43.9573333334,41.2616307871,15.9178333333,17.8803333333,30.6306666667,25.0161666667,27.3556666667,30.7863333334,11.38525
537.62,21.4925,52.5924166666,43.9988333333,41.2814560186,15.949,17.889,30.693,25.005,27.3586666667,30.8091666667,11.402
537.97,21.5151666666,52.6135833334,44.064,41.3574733797,15.9906666667,17.8838333333,30.7708333333,25.0386666667,27.4171666667,30.8308333334,11.4100833334
538.31,21.5443333334,52.6875,44.1468333334,41.4078969908,16.0191666667,17.8976666667,30.8441666667,25.0713333333,27.4765,30.8606666666,11.4291666667
538.65,21.5825,52.7503333333,44.2853333333,41.4745775463,16.0613333333,17.9718333333,30.9855,25.1313333333,27.5098333333,30.9183333333,11.479
539.00,21.5375,52.7254166666,44.2705,41.4261550926,16.0161666667,17.8996666666,31.035,25.0941666666,27.4615,30.8393333334,11.41525
539.34,21.5251666667,52.7111666667,44.3496666667,41.4171215277,16.0576666667,17.8978333334,31.0855,25.1288333334,27.4418333334,30.8428333334,11.4240833333
539.69,21.4873333334,52.6196666667,44.3091666667,41.3462731482,16.0158333333,17.8541666667,31.0618333334,25.0478333333,27.3923333333,30.8086666666,11.3535833333
540.03,21.4666666666,52.6059166667,44.3486666667,41.3355787037,15.9648333334,17.8218333333,31.1136666667,25.0675,27.4181666666,30.8348333333,11.35
540.37,21.4191666666,52.54625,44.2933333333,41.295074074,15.9081666667,17.7636666666,31.116,25.0395,27.3596666667,30.7931666666,11.3126666666
540.72,21.4301666666,52.5274166666,44.3261666667,41.3126365741,15.9136666666,17.7743333333,31.1436666666,25.0676666667,27.3661666667,30.8123333334,11.3015
541.06,21.4446666667,52.4926666667,44.3358333333,41.2945613426,15.8853333334,17.7976666667,31.209,25.0775,27.369,30.7961666667,11.3279166667
541.40,21.4596666667,52.4485833334,44.3463333334,41.3218865741,15.9036666667,17.8535,31.2296666666,25.111,27.4056666666,30.8171666666,11.3575833334
541.75,21.4728333333,52.453,44.3266666666,41.3271261574,15.9395,17.9138333333,31.2663333333,25.1171666667,27.4071666666,30.8315,11.3593333333
542.09,21.4738333334,52.3439166667,44.287,41.2835324074,15.9183333333,17.892,31.2561666666,25.0698333333,27.3643333333,30.812,11.336
542.43,21.4781666667,52.305,44.2546666667,41.2792835648,15.9483333333,17.9013333333,31.253,25.0681666667,27.375,30.8043333334,11.344
542.78,21.5028333333,52.285,44.286,41.3276284722,15.988,17.9228333333,31.293,25.0983333333,27.3875,30.8493333333,11.3438333334
543.12,21.5521666666,52.2853333333,44.3193333333,41.3972060185,16.0165,17.9558333334,31.3401666666,25.122,27.4285,30.8723333333,11.3615833333
543.46,21.558,52.28125,44.3428333333,41.4329375,16.0513333334,17.9876666667,31.4058333333,25.1618333333,27.442,30.9276666666,11.4053333334
543.81,21.5743333334,52.238,44.3378333334,41.4554189815,16.1043333333,18.0141666667,31.404,25.1761666667,27.4435,30.9633333334,11.4065833333
544.15,21.618,52.2455833333,44.4431666667,41.5218518519,16.1851666667,18.106,31.4968333334,25.2631666667,27.5345,31.0221666667,11.4349166667
544.49,21.6386666667,52.28675,44.5308333333,41.5950138889,16.216,18.1431666666,31.5571666667,25.2956666666,27.5435,31.046,11.4415833333
544.84,21.6453333333,52.3371666666,44.5793333334,41.6725659722,16.2473333333,18.1283333333,31.5646666666,25.288,27.5516666667,31.1018333334,11.41075
545.18,21.6933333334,52.4386666667,44.6181666666,41.7216493056,16.3056666667,18.1523333334,31.6358333333,25.3528333333,27.6008333333,31.131,11.4124166666
545.52,21.7845,52.488,44.7346666666,41.8015150463,16.33,18.191,31.7208333334,25.4306666667,27.6643333333,31.18,11.4678333334
545.87,21.817,52.5741666667,44.771,41.8742997685,16.3865,18.2396666667,31.8071666667,25.5266666667,27.7051666667,31.2256666666,11.5295833334
546.21,21.886,52.6510833334,44.8495,41.9393368055,16.4541666667,18.2885,31.9396666667,25.586,27.7761666667,31.3121666667,11.5936666666
546.55,21.9246666667,52.7358333334,44.895,41.9747233797,16.5041666667,18.3495,32.037,25.6263333334,27.8341666667,31.407,11.6484166667
546.90,21.9195,52.7515,44.884,41.9523078703,16.519,18.3461666667,32.0996666667,25.6275,27.8493333333,31.4296666667,11.669
547.24,21.9868333333,52.8339166666,44.962,42.0194340277,16.5866666667,18.4095,32.1731666667,25.6705,27.9361666667,31.4658333334,11.6896666666
547.58,22.0335,52.87975,45.0581666666,42.0856967592,16.6156666667,18.451,32.2785,25.6688333334,27.9455,31.4893333334,11.6955833334
547.92,22.0421666667,52.8733333334,45.0295,42.1066909722,16.6086666667,18.4533333333,32.3196666667,25.6531666667,27.934,31.5118333333,11.7139166667
548.27,22.1395,52.8970833333,45.0285,42.1755034722,16.7371666667,18.5736666666,32.4335,25.726,28.045,31.6296666667,11.8385
548.61,22.2156666667,53.0096666667,45.1685,42.3001261574,16.8681666667,18.6963333333,32.5931666667,25.907,28.1348333334,31.7303333333,11.9731666667
548.95,22.201,53.0020833334,45.2433333333,42.3710810186,16.8883333333,18.7071666667,32.6806666666,25.951,28.1901666667,31.8116666666,11.9851666667
549.29,22.1968333333,53.1015833333,45.3618333333,42.4713935185,16.9695,18.7301666666,32.8085,25.9996666667,28.2671666666,31.9463333334,12.0100833333
549.64,22.236,53.1995,45.4815,42.5596180556,17.0256666667,18.797,32.9163333333,26.0435,28.3941666667,32.0581666666,12.0485833333
549.98,22.2561666666,53.1725,45.5013333333,42.5619456018,17.0043333334,18.7968333334,32.9415,26.0445,28.3816666667,32.0876666667,12.0251666667
550.32,22.2775,53.23375,45.5581666667,42.6232326388,17.0445,18.861,32.9948333334,26.0991666666,28.4193333333,32.1476666666,12.0486666666
550.66,22.3095,53.2938333334,45.6658333333,42.7234444444,17.0613333333,18.8716666667,33.0566666667,26.1368333333,28.4265,32.176,11.9865833333
551.01,22.372,53.298,45.709,42.7913310185,17.1445,18.9091666667,33.228,26.2285,28.4563333333,32.2581666666,12.0171666666
551.35,22.3831666666,53.359,45.6743333333,42.8080173611,17.1948333333,18.927,33.3315,26.2435,28.5105,32.3055,12.0353333333
551.69,22.4436666666,53.4608333333,45.7331666666,42.9435150463,17.2663333334,18.9326666667,33.4246666666,26.2791666666,28.5666666667,32.3686666667,12.02925
552.03,22.3838333333,53.4379166666,45.6913333334,42.8963692129,17.1928333333,18.9126666667,33.418,26.2488333333,28.465,32.299,11.9245
552.38,22.333,53.3293333334,45.5623333333,42.8655381944,17.1208333333,18.8328333334,33.4268333334,26.116,28.4368333334,32.2643333334,11.842
552.72,22.3828333333,53.3805833334,45.5718333333,42.8651585648,17.1635,18.8411666667,33.4786666666,26.1068333334,28.4168333333,32.2295,11.8888333334
553.06,22.3825,53.36425,45.5816666667,42.8687824074,17.1881666667,18.8966666666,33.52,26.0963333333,28.4091666667,32.27,11.9129166666
553.40,22.356,53.2803333334,45.5078333333,42.8721481482,17.2026666666,18.8441666666,33.5386666667,26.0673333333,28.3248333333,32.2173333333,11.82575
553.74,22.4298333334,53.251,45.502,42.9623148148,17.3056666667,18.9708333334,33.6481666667,26.1566666667,28.3958333333,32.2961666667,11.9260833334
554.09,22.4363333333,53.20825,45.4995,43.0527534722,17.3328333333,18.9893333334,33.6958333334,26.1695,28.404,32.278,11.9218333334
554.43,22.5123333333,53.2435,45.5673333333,43.184261574,17.4433333334,19.15,33.8381666667,26.2983333334,28.53,32.3648333333,12.0314166666
554.77,22.5341666667,53.2464166666,45.6008333333,43.2684224537,17.425,19.1731666667,33.8428333334,26.3036666667,28.6023333333,32.357,12.0641666666
555.11,22.5706666666,53.2599166666,45.7043333333,43.3692546296,17.4335,19.1823333333,33.9096666666,26.392,28.6151666667,32.3661666667,12.09425
555.45,22.6,53.2983333334,45.7391666667,43.4121898148,17.4493333334,19.2298333334,33.9928333333,26.4145,28.5996666667,32.4183333333,12.1066666666
555.80,22.6306666667,53.3481666667,45.802,43.5154421296,17.5306666667,19.271,34.0936666667,26.4745,28.7013333333,32.4501666666,12.1309166666
556.14,22.7383333333,53.3931666667,45.89,43.5642824074,17.6403333334,19.401,34.1893333333,26.592,28.7261666667,32.567,12.2251666667
556.48,22.79,53.4105833334,45.9171666667,43.6833576388,17.6998333333,19.5325,34.3561666667,26.6551666667,28.7688333333,32.7058333334,12.2564166667
556.82,22.813,53.4038333334,45.8281666666,43.7104166667,17.7001666666,19.4688333333,34.4125,26.6925,28.758,32.635,12.2411666666
557.16,22.9186666667,53.5271666667,45.945,43.7738703704,17.8201666666,19.6136666667,34.5351666666,26.8213333333,28.9003333333,32.7896666666,12.4134166667
557.50,22.8166666667,53.574,45.9071666666,43.7351782407,17.7163333334,19.4573333334,34.5813333333,26.764,28.833,32.6596666666,12.31525
557.85,22.8946666667,53.5671666667,45.9798333334,43.773613426,17.7771666667,19.5096666666,34.6713333334,26.8155,28.8566666666,32.7295,12.3830833334
558.19,22.8483333333,53.6139166666,45.9256666667,43.7275601851,17.7275,19.504,34.7065,26.7793333333,28.7878333333,32.7538333334,12.3295833334
558.53,22.75,53.5259166667,45.7495,43.5882962963,17.7086666667,19.4175,34.6803333333,26.7025,28.6461666667,32.681,12.1980833334
558.87,22.7903333333,53.53825,45.7233333333,43.5777106482,17.785,19.4621666667,34.7443333333,26.6605,28.7005,32.7076666666,12.237
559.21,22.7301666666,53.4599166667,45.613,43.5602141203,17.7806666666,19.4583333334,34.7443333333,26.6298333333,28.6178333333,32.5916666666,12.23225
559.55,22.724,53.4223333333,45.522,43.5358356481,17.7935,19.4185,34.7885,26.5731666666,28.542,32.6598333334,12.2668333334
559.89,22.7365,53.5009166666,45.5336666666,43.6104201389,17.8356666667,19.3808333333,34.8511666667,26.5951666667,28.5875,32.7423333333,12.233
560.23,22.653,53.4486666666,45.4835,43.497894676,17.7398333333,19.2841666667,34.8183333333,26.5738333333,28.4945,32.6808333334,12.1715
560.58,22.727,53.4159166666,45.4845,43.5171666666,17.8558333333,19.4215,34.8945,26.5553333333,28.525,32.7196666666,12.24925
560.92,22.7328333334,53.3624166666,45.4373333333,43.5573206019,17.8028333334,19.3873333333,34.9201666667,26.4915,28.4973333333,32.6801666666,12.23925
561.26,22.7446666666,53.3604166666,45.4628333333,43.6271932871,17.8935,19.4185,34.9426666667,26.4726666666,28.4811666666,32.8125,12.2244166667
561.60,22.776,53.4669166667,45.4101666666,43.6218229167,17.9303333333,19.4023333333,35.0286666666,26.4918333333,28.5115,32.8631666667,12.2495833333
561.94,22.7965,53.3970833333,45.3883333333,43.6208726852,17.9735,19.377,35.0628333333,26.4581666667,28.5093333333,32.919,12.25675
562.28,22.8108333334,53.3605,45.4191666666,43.6534814815,17.9855,19.4606666666,35.1191666667,26.4655,28.4951666667,32.9923333333,12.3236666666
562.62,22.7096666667,53.2315,45.2556666667,43.550193287,17.905,19.4241666667,35.088,26.4311666667,28.3881666667,32.9648333334,12.2293333333
562.96,22.675,53.1714166667,45.2523333333,43.5398576388,17.9045,19.4306666666,35.0768333333,26.4086666667,28.4168333333,32.9826666666,12.2369166666
563.30,22.6535,53.1386666666,45.254,43.5456956018,17.874,19.4125,35.0833333333,26.3433333333,28.3935,32.92,12.1768333334
563.64,22.7301666666,53.2143333333,45.3851666667,43.6568622685,17.972,19.5731666666,35.2218333334,26.4321666666,28.4908333334,32.9163333333,12.2769166666
563.99,22.8163333334,53.1875,45.3278333333,43.7053159722,18.0976666666,19.7116666667,35.2691666667,26.43,28.5631666667,33.0083333333,12.3516666667
564.33,22.7253333333,53.16225,45.2776666666,43.6980659723,17.988,19.6336666667,35.2871666667,26.4088333333,28.5446666667,33.0281666667,12.26725
564.67,22.6793333334,53.1589166667,45.239,43.679462963,18.0048333333,19.7183333333,35.3431666667,26.4043333333,28.4751666667,33.0408333334,12.217
565.01,22.7056666666,53.1173333334,45.2125,43.6601493056,18.0086666667,19.715,35.3693333333,26.4173333334,28.4731666667,33.0185,12.25075
565.35,22.6828333334,53.0473333333,45.2198333333,43.6425034722,18.046,19.7628333333,35.4113333333,26.4218333333,28.4453333333,33.0488333333,12.2054166666
565.69,22.6921666666,53.0720833333,45.192,43.6870717593,18.0535,19.771,35.4271666667,26.4471666666,28.4756666667,33.0913333334,12.2095833334
566.03,22.73,53.1160833334,45.1688333334,43.7176793981,18.0661666666,19.8126666666,35.4973333333,26.4983333334,28.5035,33.0593333333,12.2196666666
566.37,22.7446666666,53.1351666667,45.2191666666,43.7454756945,18.0846666667,19.8221666666,35.5678333334,26.4885,28.4908333334,33.0118333333,12.23275
566.71,22.8398333334,53.115,45.2151666667,43.7485347222,18.1605,19.878,35.6896666666,26.5183333333,28.4823333333,33.0863333333,12.3065833333
567.05,22.9118333333,53.1635833333,45.3031666667,43.8036215278,18.2585,19.9531666666,35.8058333334,26.6265,28.5555,33.2625,12.4026666666
567.39,22.8621666667,53.08075,45.1268333333,43.7660185185,18.2381666667,19.9031666667,35.7925,26.5671666667,28.5255,33.2925,12.4189166666
567.73,22.863,53.07525,45.119,43.7720150463,18.2158333333,19.8506666667,35.7843333333,26.5573333333,28.5198333334,33.3135,12.3880833334
568.07,22.8273333333,52.97975,45.0288333334,43.717125,18.2486666667,19.7971666667,35.7401666667,26.551,28.4145,33.2798333333,12.4161666666
568.41,22.8548333333,52.8844166666,44.9488333333,43.6593483796,18.266,19.745,35.7398333333,26.5441666666,28.3795,33.3698333334,12.4691666667
568.75,22.8386666666,52.81675,44.8603333333,43.6046956018,18.2425,19.7326666666,35.7456666667,26.5291666666,28.3648333333,33.3845,12.4376666666
569.09,22.8108333333,52.8084166666,44.789,43.6409699074,18.2133333334,19.6836666666,35.7505,26.5155,28.319,33.381,12.4333333333
569.43,22.7798333333,52.76175,44.7426666666,43.667755787,18.1875,19.6963333333,35.8023333333,26.446,28.2676666667,33.3463333334,12.4205833333
569.77,22.7785,52.7558333333,44.751,43.7182696759,18.2315,19.7138333333,35.877,26.3861666666,28.2886666667,33.451,12.452
570.11,22.8003333333,52.6785833333,44.6898333334,43.6977256944,18.3015,19.7291666667,35.8976666666,26.4268333334,28.2888333333,33.5158333334,12.49925
570.45,22.7036666667,52.5953333333,44.5701666666,43.651050926,18.2211666666,19.6081666666,35.8615,26.3363333333,28.2246666667,33.5005,12.4256666666
570.79,22.6795,52.5236666667,44.3838333333,43.622787037,18.212,19.5946666666,35.8395,26.248,28.1628333334,33.3928333333,12.41625
571.13,22.6276666667,52.3578333334,44.3155,43.4977002315,18.2055,19.5855,35.8333333333,26.2035,28.0905,33.3518333334,12.3633333333
