wavelength,Back_ConSitm,Belly_ConSitm,Breast_ConSitm,Crissum_ConSitm,Crown_ConSitm,DorTail_ConSitm,Rump_ConSitm,Throat_ConSitm,WingTip_ConSitm
212.17,69.5238000001,67.9853333332,49.011,60.8792,44.6154,53.7728000001,41.685,59.9267333334,73.9194333332
212.55,63.8519333334,63.7038666667,44.7408,44.5925333333,32.4444666667,46.0741333333,33.9259333332,49.4074,64.7037666667
212.92,49.4999999999,51.25,30.5,28.25,18.5833333333,30.7500000001,21.4166666667,38.1666666667,48.875
213.30,34.9166666667,39.5833333333,19.8333333333,12.5833333333,7.25000000001,21.4166666667,9.5,29.2500000001,37.625
213.68,28.6758,39.7259333333,11.6895333333,-0.4566,-0.36526666666,19.0866666667,-0.54799999994,20.3651999999,35.9360666667
214.06,23.9854666667,35.7246666667,11.739,-1.52166666665,1.52173333334,18.3334,-2.10146666672,19.6376,33.9855666667
214.44,24.2202666667,38.8379333334,16.7585333333,6.60566666668,7.58406666667,22.3852,4.03666666666,21.3456666667,35.6576
214.81,21.0774666667,37.9123333333,16.4308666667,3.56900000001,2.69366666668,20.0673333333,-3.56906666659,18.1144666666,33.4343666667
215.19,13.26,36.4834666667,11.2087333333,-3.15020000001,-2.85726666666,16.9963333333,-15.0182000001,15.4578,25.7142666667
215.57,-3.73733333332,28.4848,-6.06066666665,-23.8384,-29.2929333334,2.92920000001,-45.5556,0.80806666666,13.3333333333
215.95,-22.6666666667,22.2666666667,-21.4666666667,-54.4000000001,-54.8000000001,-12.3999999999,-71.4666666667,-13.0666666665,7.06666666667
216.32,-50.5426,5.11626666666,-50.0775333334,-93.9534666667,-87.4419333331,-37.2092666667,-104.651133333,-35.3487999999,-9.84509999998
216.70,-63.8095333333,-6.47620000006,-60.3810000001,-102.476266667,-91.4285999999,-47.2380666666,-113.5238,-29.3334666667,-5.33343333334
217.08,-97.8788666667,-9.0908666666,-77.5759333332,-149.696933333,-145.1516,-80.3030000001,-167.8788,-39.3939333331,7.42433333326
217.46,-117.083333333,-10.0,-92.5,-209.166666667,-211.25,-120.0,-218.75,-59.9999999998,15.0
217.83,-59.7529333333,-5.43213333326,-38.5186,-102.2222,-110.8642,-65.4321333333,-131.604866667,-27.6543333334,13.5803000001
218.21,-127.619066667,-33.6508000001,-100.9524,-161.904866667,-193.3334,-129.206333334,-194.285666667,-70.7936666667,-37.6191666668
218.59,-268.666666667,-81.3333333332,-210.0,-319.333333333,-390.0,-253.333333333,-382.0,-106.0,-85.6666666666
218.97,-138.0392,-15.6862666665,-92.9412000001,-145.490266667,-175.294066667,-106.274466667,-166.2746,-31.7645333331,-5.29413333326
219.34,-129.866666667,-35.4666666667,-81.5999999999,-101.333333333,-139.466666667,-95.4666666667,-135.466666667,-54.1333333333,-29.6000000001
219.72,-88.0000000001,-46.0000000001,-64.0,-68.5,-93.3333333332,-66.6666666667,-96.3333333333,-49.3333333333,-26.5833333333
220.10,-60.9696666666,-39.5151333333,-53.3332666666,-45.8182666667,-67.3938666667,-50.3029999999,-70.1817333333,-40.0000666667,-25.8787666667
