wavelength,Back_ConSitm,Belly_ConSitm,Breast_ConSitm,Crissum_ConSitm,Crown_ConSitm,DorTail_ConSitm,Rump_ConSitm,Throat_ConSitm,WingTip_ConSitm
371.83,14.6925333334,6.0844,5.69733333333,4.7602,3.50206666667,5.9036,21.0731333333,5.04046666667,5.47236666667
372.19,14.7287333333,6.13646666667,5.763,4.83846666667,3.56226666667,5.92653333333,21.0889333333,5.07233333333,5.5532
372.55,14.8147333333,6.19993333333,5.78293333333,4.85873333333,3.65213333333,5.98086666666,21.1302,5.13773333333,5.63123333333
372.92,14.9421333333,6.27786666667,5.84233333333,4.91546666667,3.68726666667,6.057,21.265,5.17266666667,5.70836666667
373.28,15.0366,6.37266666667,5.9718,5.00026666667,3.76906666667,6.1412,21.3969333333,5.2106,5.8325
373.64,15.1486666667,6.4622,6.0526,5.14733333334,3.8632,6.1772,21.4783333334,5.248,5.8871
374.00,15.1043333333,6.43166666667,6.05713333333,5.1308,3.82286666667,6.15573333333,21.3992666667,5.2472,5.8472
374.37,15.0218666667,6.36106666667,5.9456,4.98386666667,3.71673333333,6.03153333333,21.2722,5.12093333333,5.71556666667
374.73,14.9646666667,6.28073333333,5.909,4.8744,3.6408,5.95666666667,21.2352,5.04093333333,5.6172
375.09,15.0345333333,6.34746666666,6.04473333333,4.9156,3.69326666667,6.03986666667,21.3576666667,5.11653333333,5.69803333333
375.45,15.154,6.48033333333,6.1726,5.0628,3.84446666666,6.16293333333,21.5419333333,5.24913333333,5.7965
375.81,15.261,6.5916,6.2878,5.19933333333,3.9652,6.24546666667,21.5803333333,5.38186666667,5.8882
376.18,15.2823333333,6.6264,6.3282,5.20986666667,3.984,6.2858,21.5839333333,5.39613333334,5.9017
376.54,15.2907333333,6.63726666667,6.36673333333,5.20086666667,3.971,6.26713333333,21.6033333333,5.35873333333,5.85103333334
376.90,15.1659333333,6.55926666667,6.30246666667,5.15113333333,3.91446666667,6.1982,21.4934666667,5.2824,5.7805
377.26,15.0330666667,6.44786666667,6.1338,5.06866666667,3.74373333333,6.0904,21.3520666667,5.16526666667,5.60646666667
377.63,15.0142,6.473,6.09486666667,5.0036,3.70886666667,6.07806666667,21.3603333333,5.1752,5.59236666667
377.99,15.0051333334,6.53453333333,6.12406666667,5.05133333333,3.76146666667,6.11426666667,21.3953333333,5.1882,5.5937
378.35,15.1188,6.66366666667,6.2244,5.2158,3.87973333333,6.24306666667,21.4816,5.2956,5.70026666667
378.71,15.1244,6.68273333333,6.21453333333,5.21953333333,3.86326666667,6.20553333333,21.4285333333,5.28233333333,5.6995
379.07,15.0981333333,6.68973333333,6.17553333333,5.19213333333,3.88946666667,6.18253333333,21.3286666667,5.2596,5.66803333333
379.44,15.0329333333,6.65906666667,6.1524,5.14453333333,3.85053333333,6.13426666667,21.2524666667,5.2362,5.65733333333
379.80,14.9561333333,6.59413333333,6.11773333333,5.04093333333,3.77366666667,6.0598,21.1822666667,5.14113333333,5.6155
380.16,15.0386666667,6.67386666667,6.1626,5.13666666667,3.8224,6.13753333333,21.2919333333,5.2336,5.68613333333
380.52,15.1033333333,6.73433333333,6.19873333333,5.2466,3.855,6.20473333333,21.3468666667,5.32433333333,5.8145
380.88,15.2012666667,6.7734,6.31613333333,5.32473333333,3.90526666667,6.25693333333,21.4675333333,5.39986666667,5.8855
381.24,15.2637333333,6.83386666667,6.4266,5.34866666667,3.99273333333,6.34373333333,21.5248,5.49006666667,5.95746666667
381.61,15.2278666667,6.83133333333,6.437,5.3342,3.9872,6.32566666667,21.5099333333,5.462,5.94243333333
381.97,15.3502666667,6.88573333333,6.47293333333,5.35893333333,4.02926666667,6.36773333333,21.6502,5.49946666667,6.0107
382.33,15.3744666667,6.92206666667,6.55253333333,5.38613333333,4.0696,6.38386666667,21.6869333333,5.5668,6.05186666667
382.69,15.3354,6.8742,6.53453333333,5.37033333333,4.0478,6.34646666667,21.6939333333,5.51466666667,6.017
383.05,15.3118666667,6.81706666667,6.50866666667,5.336,3.99153333333,6.27606666667,21.6584666667,5.47053333333,5.98823333333
383.41,15.4444666667,6.885,6.621,5.43033333333,4.05746666667,6.38553333333,21.7877333333,5.56786666667,6.06683333333
383.77,15.4652,6.92346666667,6.61853333333,5.50406666667,4.07266666667,6.43513333333,21.8728666667,5.6358,6.09756666667
384.14,15.3554,6.8676,6.56153333333,5.42093333333,3.99946666667,6.34966666667,21.7622,5.54806666667,5.99273333333
384.50,15.3011333333,6.82113333333,6.50386666667,5.36853333333,3.95146666667,6.2902,21.7021333333,5.46546666667,5.88486666667
384.86,15.2453333333,6.81293333333,6.42706666667,5.32193333333,3.9058,6.24113333333,21.6028666667,5.4214,5.82373333333
385.22,15.3417333334,6.91993333333,6.51393333333,5.43633333333,3.98406666667,6.29246666667,21.7149333333,5.4736,5.91676666667
385.58,15.3938,6.96486666667,6.5544,5.502,4.01966666667,6.32606666667,21.7473333333,5.49493333334,5.96273333333
385.94,15.349,6.97866666667,6.53933333333,5.5104,3.9894,6.3102,21.6261333333,5.45366666667,5.91473333333
386.30,15.2745333333,6.93193333333,6.47986666667,5.45653333333,3.9258,6.23293333333,21.5703333333,5.3924,5.8505
386.66,15.2867333333,6.97146666667,6.55206666667,5.46766666667,3.98426666667,6.24586666666,21.5920666666,5.43,5.8714
387.03,15.3427333333,7.0498,6.63133333333,5.55866666667,4.03933333333,6.3176,21.6662,5.4846,5.919
387.39,15.2278666667,7.0218,6.54946666667,5.51286666667,3.96813333333,6.24073333333,21.5467333333,5.40026666667,5.83463333333
387.75,15.3419333334,7.12813333333,6.6532,5.59153333333,4.04726666666,6.30353333333,21.6026666667,5.45153333333,5.90963333333
388.11,15.4146666667,7.18366666667,6.69826666667,5.646,4.09926666667,6.3262,21.6483333333,5.50006666667,5.96576666667
388.47,15.4302,7.197,6.72113333333,5.6522,4.08393333333,6.31846666667,21.6438,5.518,5.9805
388.83,15.4298,7.2108,6.75166666667,5.656,4.0894,6.30653333333,21.6969333333,5.52793333333,5.9806
389.19,15.3367333333,7.12493333333,6.66,5.58746666667,4.00913333333,6.23186666667,21.5830666667,5.461,5.90776666667
389.55,15.3029333333,7.09993333333,6.63126666667,5.56666666667,3.98526666667,6.21386666667,21.5764666667,5.45113333334,5.88076666667
389.91,15.2842,7.099,6.65246666667,5.5888,4.00273333333,6.19966666667,21.5683333333,5.47966666667,5.90956666667
390.27,15.3185333333,7.155,6.7024,5.633,4.01813333333,6.2436,21.5942666667,5.51633333333,5.9284
390.63,15.3776,7.19706666667,6.71266666667,5.70986666667,4.01366666667,6.29226666667,21.6372666667,5.56693333333,5.9622
391.00,15.3699333333,7.189,6.68506666667,5.72866666667,4.00726666667,6.2682,21.6118,5.5724,5.9512
391.36,15.3543333333,7.13733333333,6.65813333333,5.6968,3.98473333333,6.2018,21.6042666667,5.53986666667,5.92096666667
391.72,15.2625333334,7.0452,6.55306666667,5.60593333333,3.8926,6.09046666667,21.5279333333,5.44633333333,5.82826666667
392.08,15.1748,6.96906666667,6.50266666667,5.52593333333,3.81793333333,6.03546666667,21.4978666667,5.36073333334,5.75843333333
392.44,15.1650666667,7.0218,6.53093333333,5.55953333333,3.8488,6.0626,21.5521333333,5.40373333333,5.78323333333
392.80,15.1743333333,7.08526666667,6.582,5.60666666667,3.91406666667,6.1106,21.5368666667,5.43706666667,5.83096666667
393.16,15.2252,7.1592,6.66873333333,5.66226666667,3.9694,6.15406666667,21.6126666667,5.48146666667,5.87313333333
393.52,15.222,7.14066666667,6.67433333333,5.65873333334,3.94126666667,6.12933333333,21.5713333333,5.45453333333,5.84466666667
393.88,15.2386666667,7.14933333333,6.68373333333,5.6502,3.9176,6.12326666667,21.5812666667,5.4498,5.86206666667
394.24,15.2644666667,7.17533333333,6.7152,5.69993333333,3.95726666667,6.14566666667,21.6009333333,5.47313333333,5.90363333333
394.60,15.2155333333,7.16833333333,6.71,5.6842,3.96453333333,6.12066666667,21.5424666667,5.44006666667,5.88273333333
394.96,15.145,7.1246,6.6592,5.61386666667,3.88573333333,6.04306666667,21.4550666667,5.36486666667,5.82323333333
395.32,15.1731333333,7.18946666666,6.7102,5.6564,3.91206666667,6.0998,21.4670666667,5.38386666667,5.8486
395.68,15.1630666667,7.2172,6.78926666667,5.7032,3.94026666667,6.12066666667,21.4652,5.40873333333,5.86043333333
396.04,15.2078666667,7.3008,6.87006666667,5.8014,4.01146666667,6.1654,21.4964,5.49046666667,5.92503333333
396.40,15.2143333333,7.3176,6.89413333333,5.83046666667,4.04093333333,6.17306666667,21.5072666667,5.4878,5.93463333333
396.76,15.2689333333,7.35553333333,6.91713333333,5.8714,4.05086666667,6.193,21.553,5.5004,5.96306666667
397.12,15.2644666667,7.36193333333,6.9184,5.8674,4.0388,6.1786,21.5265333333,5.49386666667,5.9525
397.48,15.2658666667,7.4006,6.95913333333,5.89926666667,4.06426666667,6.20686666667,21.5308666667,5.528,6.00476666667
397.84,15.3130666667,7.48206666667,7.03853333333,5.95193333333,4.12593333333,6.26206666667,21.6108666667,5.5872,6.0128
398.20,15.3026,7.4974,7.05873333333,5.959,4.1342,6.2568,21.6214666667,5.5656,5.99936666667
398.56,15.3284,7.5438,7.12233333333,6.0102,4.17606666667,6.29633333333,21.6634,5.61553333333,6.06816666667
398.92,15.3720666667,7.60186666667,7.22473333333,6.06733333333,4.2076,6.36933333333,21.7576666667,5.6586,6.0993
399.28,15.3134666667,7.60546666667,7.1938,6.03913333333,4.16846666667,6.3622,21.7196666667,5.63986666667,6.0836
399.64,15.3082,7.62166666667,7.22653333333,6.04726666667,4.17626666667,6.39113333333,21.7023333333,5.672,6.1235
400.00,15.3386,7.651,7.2172,6.03253333333,4.14853333333,6.34786666667,21.6982666667,5.6454,6.12513333333
400.36,15.2670666667,7.589,7.16566666667,5.94133333333,4.06513333333,6.2726,21.5913333333,5.57653333333,6.0565
400.72,15.1877333334,7.53606666667,7.10286666667,5.9074,4.02,6.19573333333,21.4833333333,5.51673333333,6.0037
401.08,15.1034666667,7.51906666667,7.0818,5.9024,4.0232,6.17253333333,21.4288666667,5.50193333333,6.01416666667
401.44,15.135,7.57326666667,7.11666666667,5.92413333333,4.0784,6.20853333334,21.4455333333,5.531,6.0351
401.80,15.1282666667,7.59606666667,7.14046666667,5.96073333333,4.0906,6.2276,21.426,5.53473333333,6.0642
402.16,15.0916666667,7.5622,7.12866666667,5.94133333333,4.0654,6.2246,21.3695333333,5.5262,6.06173333333
402.52,15.0515333333,7.5728,7.12193333333,5.92273333333,4.0392,6.21746666667,21.3112,5.5088,6.0299
402.88,15.0740666667,7.64793333333,7.1622,6.00373333333,4.12553333333,6.26046666667,21.3438,5.56133333333,6.09423333333
403.24,15.0741333333,7.63493333333,7.1742,5.97713333333,4.13766666667,6.22746666667,21.3519333334,5.534,6.09623333333
403.60,15.067,7.66,7.18253333333,6.00706666667,4.16233333333,6.25046666667,21.339,5.5268,6.1022
403.95,15.0826666667,7.699,7.24626666667,6.07386666667,4.2324,6.34373333333,21.3398,5.5724,6.13996666667
404.31,15.0950666667,7.77006666667,7.29053333333,6.13406666667,4.28993333333,6.37213333333,21.3610666667,5.60006666667,6.1919
404.67,15.0822,7.79833333333,7.33446666667,6.1402,4.28333333333,6.39086666667,21.3566,5.63093333333,6.17973333333
405.03,15.1333333333,7.86046666667,7.39386666667,6.1976,4.30226666667,6.44646666666,21.423,5.67066666666,6.20413333333
405.39,15.0643333333,7.82053333333,7.36666666667,6.1636,4.22933333333,6.38873333333,21.3695333333,5.6058,6.1553
405.75,15.0100666667,7.76166666667,7.318,6.12006666667,4.18546666667,6.32073333333,21.3069333333,5.5502,6.11616666667
406.11,15.0337333333,7.81786666667,7.375,6.1612,4.23286666667,6.354,21.3460666667,5.56826666667,6.1557
406.47,15.0552,7.84253333333,7.38453333333,6.18746666667,4.23573333334,6.35826666667,21.3522666667,5.575,6.164
406.83,14.9914666667,7.8114,7.3692,6.153,4.1936,6.33286666667,21.2520666667,5.56013333333,6.1531
407.19,14.9667333333,7.82933333333,7.41173333333,6.20866666667,4.20513333333,6.3556,21.2084,5.5794,6.16876666667
407.55,14.9310666667,7.80733333333,7.38673333333,6.18186666667,4.16233333333,6.30926666667,21.1788666667,5.55693333334,6.1259
407.90,14.8758666667,7.80033333333,7.38333333333,6.16173333333,4.13686666667,6.27073333333,21.1385333333,5.52546666667,6.10463333333
408.26,14.872,7.78846666667,7.38186666667,6.1506,4.10933333333,6.26873333333,21.1056,5.52506666666,6.09456666667
408.62,14.8854666667,7.81906666667,7.38873333333,6.18673333333,4.13,6.29533333333,21.1179333333,5.53186666667,6.1467
408.98,14.8512666667,7.77886666667,7.3716,6.16786666667,4.1036,6.26806666667,21.036,5.5122,6.1184
409.34,14.8861333333,7.8274,7.4152,6.2154,4.1406,6.29013333333,21.0485333333,5.53446666667,6.14246666667
409.70,14.8984,7.89513333334,7.48313333333,6.24846666667,4.1814,6.34113333333,21.0316,5.5702,6.184
410.06,14.8594,7.90293333334,7.46073333333,6.23786666667,4.13233333333,6.3048,20.9862,5.5678,6.16023333333
410.42,14.796,7.86753333333,7.43613333333,6.1838,4.1098,6.2786,20.9356666667,5.53953333333,6.12686666667
410.77,14.7945333333,7.89893333334,7.453,6.21026666667,4.1204,6.29566666667,20.9356,5.53793333334,6.12583333333
411.13,14.8722666667,7.952,7.5192,6.27106666667,4.17126666667,6.33206666667,20.9528,5.5894,6.16403333333
411.49,14.8907333333,8.01819999999,7.56053333333,6.30833333333,4.2134,6.36073333333,20.9598,5.61386666667,6.18746666667
411.85,14.8791333334,8.011,7.53813333333,6.29713333333,4.2014,6.343,20.9478666667,5.60213333333,6.17536666666
412.21,14.8754666667,8.07026666666,7.59833333334,6.3498,4.23513333333,6.3674,20.9471333334,5.6368,6.2164
412.57,14.8982,8.10973333333,7.65066666667,6.36206666667,4.26566666667,6.38513333333,20.927,5.6468,6.2411
412.92,14.8872,8.12986666667,7.67873333333,6.3552,4.2684,6.35786666667,20.9114,5.6216,6.23066666667
413.28,14.8361333333,8.11693333333,7.65626666667,6.3316,4.22266666667,6.31593333333,20.8812,5.59586666667,6.19543333333
413.64,14.7441333333,8.03793333333,7.59033333333,6.26273333333,4.14,6.23506666667,20.8045333333,5.5198,6.11636666667
414.00,14.7180666667,8.00986666668,7.56706666667,6.22793333333,4.11013333333,6.20753333333,20.7595333333,5.48146666667,6.08796666667
414.36,14.7322,8.06493333333,7.63506666667,6.295,4.16133333333,6.24066666667,20.7739333333,5.50626666667,6.1041
414.72,14.7771333333,8.14313333333,7.6826,6.3546,4.198,6.28433333333,20.7938,5.54633333333,6.16876666667
415.07,14.6994,8.11933333333,7.62106666667,6.29933333333,4.15706666667,6.25813333333,20.7653333333,5.497,6.13523333333
415.43,14.7447333333,8.19666666667,7.70826666667,6.36186666666,4.22006666667,6.32773333333,20.7866666667,5.5606,6.22103333333
415.79,14.7047333333,8.19306666666,7.7324,6.3744,4.20966666667,6.3288,20.7244666667,5.55566666667,6.217
416.15,14.7158,8.22086666666,7.76946666667,6.4206,4.22946666667,6.35673333333,20.7133333333,5.559,6.22303333333
416.51,14.6992666667,8.26046666666,7.81286666667,6.45553333333,4.2518,6.387,20.725,5.58553333333,6.2427
416.86,14.7509333333,8.35313333333,7.88686666667,6.5374,4.30753333334,6.46586666667,20.7549333333,5.64846666667,6.3145
417.22,14.7426666667,8.38946666667,7.933,6.5748,4.34366666667,6.51633333333,20.7114666667,5.69653333333,6.34113333333
417.58,14.7633333333,8.43080000001,7.97973333333,6.6334,4.38593333333,6.5576,20.7367333333,5.74793333333,6.37996666667
417.94,14.7495333333,8.45466666667,8.00906666667,6.66413333333,4.426,6.56073333333,20.6863333333,5.7562,6.40206666667
418.29,14.7289333333,8.47526666667,7.99433333333,6.67473333333,4.41686666667,6.56613333333,20.6514,5.76693333333,6.4204
418.65,14.6735333333,8.43333333333,7.9832,6.64726666667,4.38493333333,6.5496,20.5933333333,5.7378,6.3672
419.01,14.6219333333,8.43146666666,7.97546666667,6.6396,4.35013333333,6.51993333333,20.5186,5.7152,6.33303333333
419.37,14.5378666667,8.36040000001,7.91706666667,6.58966666667,4.2658,6.4504,20.43,5.64533333333,6.25083333333
419.73,14.5189333333,8.36173333334,7.90653333333,6.57073333333,4.24093333333,6.42673333333,20.3872,5.63306666667,6.22946666667
420.08,14.4655333333,8.34633333334,7.88906666667,6.53793333333,4.21486666667,6.39013333333,20.3367333333,5.6138,6.20603333333
420.44,14.4337333334,8.32586666666,7.87153333333,6.52926666666,4.184,6.36126666667,20.2766,5.59753333333,6.17393333333
420.80,14.383,8.31206666667,7.85433333333,6.51106666667,4.17026666667,6.33466666667,20.2234666667,5.58046666667,6.14533333333
421.16,14.3792666667,8.33193333333,7.8828,6.53386666667,4.18753333333,6.33586666667,20.2309333334,5.574,6.1613
421.51,14.3496,8.32706666667,7.89346666667,6.5198,4.1668,6.3166,20.1949333333,5.55446666667,6.1429
421.87,14.3186666667,8.3346,7.88746666667,6.51806666667,4.13493333333,6.3092,20.1806,5.54733333333,6.12186666667
422.23,14.2694666667,8.31446666667,7.8782,6.49953333333,4.1072,6.2622,20.1296,5.50713333333,6.09543333333
422.58,14.2744,8.35186666667,7.9208,6.51693333333,4.1294,6.26326666667,20.1172666667,5.50973333333,6.1191
422.94,14.2801333333,8.38440000001,7.9652,6.55726666667,4.16013333333,6.28926666667,20.1236,5.54633333333,6.1489
423.30,14.2880666667,8.42500000001,8.00546666667,6.5812,4.19606666667,6.3206,20.1304666667,5.57046666667,6.18386666667
423.66,14.2834,8.46606666666,8.048,6.63053333333,4.23706666667,6.34473333333,20.1335333333,5.59686666667,6.21146666667
424.01,14.286,8.49246666666,8.06693333333,6.66686666667,4.26006666667,6.36286666667,20.1287333333,5.6002,6.21643333333
