wavelength,Back_TanCyvm,Belly_TanCyvm,Breast_TanCyvm,Crissum_TanCyvm,Crown_TanCyvm,DorTail_TanCyvm,Patch10_TanCyvm,Patch11_TanCyvm,Rump_TanCyvm,Throat_TanCyvm,WingTip_TanCyvm
547.24,17.3092222222,80.3344444444,66.948,35.2934444444,23.4445555555,15.6674444445,35.7592222222,8.79355555555,35.8187777778,7.81,9.67677777778
547.58,17.3886666666,80.5064444444,67.0335555556,35.354,23.5115555555,15.7471111111,35.9153333333,8.88033333332,35.9145555556,7.87244444445,9.67466666667
547.92,17.4871111111,80.7231111111,67.1772222222,35.454,23.6341111111,15.8394444445,36.0836666667,8.96922222223,36.0111111111,7.94322222222,9.70933333333
548.27,17.5251111111,80.8497777778,67.2232222222,35.4785555556,23.667,15.8545555556,36.1552222222,8.95322222223,36.0267777778,7.92755555556,9.68377777778
548.61,17.578,80.9735555556,67.2478888889,35.5382222222,23.7352222222,15.8844444444,36.2593333333,9.00055555554,36.0488888889,7.97411111111,9.696
548.95,17.6353333333,81.1544444444,67.3133333334,35.6015555555,23.8191111111,15.9486666667,36.3743333333,9.0738888889,36.149,8.00833333333,9.71711111112
549.29,17.648,81.3453333333,67.3708888889,35.5976666667,23.8382222222,15.9473333333,36.4427777778,9.04822222221,36.2235555556,7.95822222222,9.68233333334
549.64,17.7411111111,81.6033333333,67.4718888889,35.6365555556,23.9034444445,16.0272222222,36.5302222222,9.10400000001,36.3421111111,7.98622222222,9.71744444446
549.98,17.8086666667,81.6337777778,67.4941111111,35.6561111111,23.9638888889,16.0665555556,36.6365555556,9.17455555556,36.3972222222,8.03966666667,9.79011111112
550.32,17.8098888889,81.7474444444,67.5042222222,35.6765555555,24.0153333333,16.0331111111,36.6946666667,9.1701111111,36.4311111111,7.99088888889,9.75166666668
550.66,17.8837777778,81.9063333333,67.5914444444,35.7452222222,24.1048888889,16.0706666667,36.8085555556,9.22755555557,36.5156666667,8.051,9.83800000001
551.01,17.977,82.0962222222,67.7041111111,35.8518888889,24.249,16.1137777778,36.9316666667,9.31511111112,36.6482222222,8.139,9.92288888888
551.35,17.9414444445,82.1625555556,67.7323333334,35.8456666666,24.2684444444,16.0043333333,36.8913333333,9.24222222222,36.6501111111,8.048,9.87944444446
551.69,17.9684444444,82.2231111111,67.7033333333,35.8397777778,24.2721111111,15.9567777778,36.8863333333,9.23322222223,36.6491111111,8.03444444444,9.86055555557
552.03,17.9773333333,82.3897777778,67.8338888889,35.9161111111,24.3437777778,15.9506666667,37.0031111111,9.26433333335,36.7258888889,8.04355555555,9.87355555557
552.38,17.9616666666,82.4543333333,67.8585555556,35.8557777778,24.3536666667,15.9643333333,37.032,9.24477777779,36.7502222222,8.01811111111,9.86977777779
552.72,17.9881111111,82.5734444444,67.8712222222,35.8761111111,24.4067777778,15.959,37.0368888889,9.25511111111,36.7574444444,8.01622222222,9.8798888889
553.06,18.0957777778,82.7351111111,67.955,35.976,24.5387777778,15.9924444444,37.1772222222,9.35766666666,36.866,8.10444444444,9.96900000001
553.40,18.1114444444,82.786,67.9471111111,36.0106666667,24.5687777778,15.9728888889,37.2012222222,9.36277777778,36.8963333333,8.11655555556,9.95444444446
553.74,18.0762222222,82.9378888889,67.9284444444,36.013,24.58,15.9374444444,37.213,9.3128888889,36.9218888889,8.05755555556,9.91111111111
554.09,18.1546666667,83.04,67.9854444444,36.0681111111,24.6737777778,15.9892222222,37.2885555556,9.35811111112,36.9973333334,8.11488888889,9.97522222223
554.43,18.1422222222,83.1692222222,67.937,36.078,24.704,15.9662222222,37.3011111111,9.33577777777,37.0551111111,8.03322222222,9.93266666668
554.77,18.0608888889,83.2366666666,67.809,36.0576666666,24.6525555555,15.8727777778,37.2791111111,9.25277777778,36.9993333333,7.942,9.81733333333
555.11,18.1834444444,83.3554444444,67.8385555555,36.1602222222,24.7784444444,15.99,37.4252222222,9.36633333333,37.0895555555,8.04411111111,9.93400000001
555.45,18.1416666667,83.4016666667,67.7997777778,36.1261111111,24.7975555555,15.9416666667,37.4263333333,9.34811111111,37.1081111111,8.00211111111,9.91644444443
555.80,18.1997777778,83.4853333333,67.6895555556,36.1484444444,24.8954444444,15.9513333333,37.4371111111,9.38755555557,37.1746666667,8.02122222222,9.96744444446
556.14,18.2205555556,83.5371111111,67.6287777778,36.152,24.9022222222,15.8868888889,37.4852222222,9.35411111112,37.168,7.97611111111,9.94822222223
556.48,18.2184444444,83.5631111111,67.5661111111,36.1738888889,24.926,15.8695555556,37.5037777778,9.31766666666,37.1696666667,7.96011111111,9.90644444444
556.82,18.1117777778,83.4777777778,67.4302222222,36.0508888889,24.8394444444,15.7658888889,37.3983333333,9.19755555555,37.0707777778,7.81111111111,9.7928888889
557.16,18.1082222222,83.583,67.445,36.0357777778,24.9105555556,15.731,37.4271111111,9.19877777777,37.0852222222,7.789,9.8168888889
557.50,18.1658888889,83.7344444444,67.5118888889,36.0902222222,25.0112222222,15.7545555555,37.4826666667,9.245,37.1647777778,7.81877777778,9.84244444445
557.85,18.187,83.802,67.4875555555,36.1346666667,25.0483333333,15.7221111111,37.528,9.27933333333,37.1803333333,7.82,9.8648888889
558.19,18.287,83.8666666667,67.5044444444,36.1813333333,25.1543333334,15.7438888889,37.5998888889,9.35266666667,37.2126666666,7.873,9.91555555557
558.53,18.3567777778,83.9683333333,67.5783333333,36.1917777778,25.2504444445,15.7147777778,37.6645555556,9.35699999999,37.3011111111,7.86511111111,9.97100000001
558.87,18.2894444445,84.0072222222,67.4757777778,36.1312222222,25.1828888889,15.5714444445,37.6401111111,9.26144444444,37.2557777778,7.74166666667,9.88288888889
559.21,18.3833333333,84.0728888889,67.4658888889,36.1703333333,25.2713333333,15.6227777778,37.7251111111,9.32122222222,37.2833333333,7.79511111111,9.95922222221
559.55,18.4001111111,84.007,67.3638888889,36.1184444444,25.2791111111,15.5997777778,37.7308888889,9.351,37.2816666666,7.81955555556,10.0231111111
559.89,18.4593333333,84.0506666667,67.3044444444,36.1558888889,25.3767777778,15.5903333334,37.7516666667,9.40711111111,37.3347777778,7.879,10.0706666667
560.23,18.4861111111,84.0324444444,67.2143333333,36.093,25.4028888889,15.4843333333,37.7567777778,9.42088888889,37.317,7.87211111111,10.1276666667
560.58,18.5184444445,84.0215555556,67.101,36.1051111111,25.4882222222,15.4367777778,37.7594444444,9.45200000001,37.3447777778,7.91244444445,10.1832222222
560.92,18.5446666667,83.9388888889,66.9444444444,36.1124444445,25.5287777778,15.4165555556,37.7256666667,9.4578888889,37.3412222222,7.94666666667,10.1886666667
561.26,18.5971111111,83.875,66.8425555555,36.1113333333,25.591,15.389,37.7371111111,9.51366666667,37.388,7.97488888889,10.2422222222
561.60,18.6044444445,83.9013333333,66.7787777778,36.0848888889,25.6185555556,15.3586666667,37.7233333333,9.49155555555,37.4388888889,7.98955555556,10.2303333334
561.94,18.5657777778,83.8341111111,66.6594444445,36.0716666667,25.6226666667,15.301,37.6826666667,9.49233333333,37.4513333333,8.00877777778,10.2302222222
562.28,18.5518888889,83.7925555555,66.5257777778,36.0972222222,25.6498888889,15.2735555556,37.6252222222,9.4971111111,37.437,8.059,10.2574444444
562.62,18.5646666667,83.7466666667,66.4395555555,36.0711111111,25.7042222222,15.2143333333,37.5396666667,9.47600000002,37.4321111111,8.10288888889,10.2606666667
562.96,18.5445555556,83.808,66.3704444444,36.0857777778,25.7327777778,15.0756666667,37.4802222222,9.44400000001,37.4665555555,8.045,10.2276666667
563.30,18.5217777778,83.7173333333,66.2025555556,36.063,25.7366666667,14.9671111111,37.4126666667,9.3912222222,37.3798888889,8.01177777778,10.1825555556
563.64,18.5292222222,83.6118888889,66.0862222222,36.0613333333,25.8195555555,14.9246666667,37.3621111111,9.41144444444,37.3805555556,8.04855555555,10.2331111111
563.99,18.4025555556,83.4112222222,65.8601111111,35.9565555556,25.7558888889,14.7758888889,37.2031111111,9.30766666666,37.2992222222,7.92322222222,10.1296666666
564.33,18.356,83.2887777778,65.672,35.9138888889,25.7416666667,14.6882222222,37.1337777778,9.25122222221,37.2421111111,7.886,10.0937777778
564.67,18.271,83.0027777778,65.4247777778,35.7957777778,25.6621111111,14.5443333333,37.0062222222,9.17388888888,37.1327777778,7.81477777778,10.0127777778
565.01,18.1914444444,82.8507777778,65.1881111111,35.7495555556,25.623,14.43,36.9265555555,9.08322222223,37.0471111111,7.75322222222,9.94666666668
565.35,18.2123333333,82.7451111111,65.022,35.713,25.6974444445,14.3963333333,36.884,9.09566666668,37.0533333333,7.75522222222,9.97222222221
565.69,18.1574444444,82.5976666667,64.812,35.6374444445,25.678,14.2757777778,36.7685555555,9.0308888889,36.9731111111,7.69733333333,9.95144444443
566.03,18.1632222222,82.479,64.6772222222,35.6005555556,25.699,14.2203333333,36.7312222222,9.02066666667,36.9617777778,7.65622222222,9.9458888889
566.37,18.1498888889,82.3696666667,64.5261111111,35.6076666667,25.74,14.1707777778,36.7015555556,9.04655555554,36.9608888889,7.65633333333,9.97344444444
566.71,18.1194444445,82.1262222222,64.2682222222,35.5052222222,25.7355555556,14.1004444444,36.5735555556,8.99444444443,36.8703333333,7.64344444445,9.94211111112
567.05,18.0948888889,82.0685555556,64.1911111111,35.4843333333,25.7812222222,14.0405555555,36.549,8.97366666668,36.9045555556,7.59855555556,9.90688888888
567.39,18.0402222222,82.0143333334,64.0222222222,35.4222222222,25.7415555556,13.966,36.4565555555,8.93022222221,36.8837777778,7.52711111111,9.86611111112
567.73,18.0654444444,81.8993333333,63.8417777778,35.4516666667,25.8398888889,14.0103333333,36.402,8.98944444446,36.8991111111,7.61888888889,9.92455555556
568.07,18.0971111111,81.7662222222,63.6936666667,35.4446666667,25.8957777778,13.9796666667,36.3443333333,9.03233333333,36.8855555556,7.65166666667,9.96344444447
568.41,18.0653333333,81.6247777778,63.4877777778,35.3974444444,25.9401111111,13.9057777778,36.2454444444,9.03155555556,36.8733333333,7.63677777778,10.0003333333
568.75,18.183,81.5536666667,63.3834444445,35.4314444444,26.0692222222,13.9211111111,36.2402222222,9.1031111111,36.919,7.73344444444,10.1082222222
569.09,18.1681111111,81.3051111111,63.1191111111,35.4261111111,26.0756666667,13.8464444445,36.1156666667,9.07977777778,36.8345555556,7.73366666667,10.1248888889
569.43,18.2398888889,81.2293333333,62.9848888889,35.4692222222,26.1823333333,13.8475555555,36.086,9.11511111111,36.9162222222,7.77711111111,10.1871111111
569.77,18.2024444444,81.013,62.6938888889,35.3996666667,26.1862222222,13.7628888889,35.9324444444,9.10244444444,36.8678888889,7.74311111111,10.147
570.11,18.199,80.8484444445,62.4594444444,35.3407777778,26.2167777778,13.6871111111,35.8148888889,9.05922222223,36.8415555556,7.697,10.1044444444
570.45,18.2262222222,80.6371111111,62.2453333334,35.3522222222,26.2675555555,13.6996666667,35.7494444444,9.10455555557,36.8728888889,7.75133333333,10.1834444444
570.79,18.2478888889,80.4048888889,61.9694444444,35.3298888889,26.3062222222,13.6847777778,35.611,9.11577777777,36.8524444445,7.78988888889,10.2341111111
571.13,18.3015555556,80.1505555556,61.7274444444,35.3205555556,26.3711111111,13.6502222222,35.5633333333,9.1281111111,36.7945555555,7.82888888889,10.2592222222
571.47,18.3988888889,80.0297777778,61.5663333334,35.3264444444,26.4512222222,13.6458888889,35.5648888889,9.17766666667,36.8522222222,7.86344444445,10.3287777778
571.81,18.466,79.8967777778,61.3708888889,35.3392222222,26.5614444445,13.6662222222,35.534,9.20022222222,36.948,7.91611111111,10.3887777778
572.15,18.5741111111,79.8628888889,61.2677777778,35.4084444444,26.6878888889,13.6801111111,35.5425555556,9.24755555557,37.0041111111,7.97911111111,10.4487777778
572.49,18.5055555555,79.5332222222,60.987,35.3084444444,26.6444444444,13.5766666667,35.3623333333,9.21422222222,36.945,7.92644444444,10.4105555556
572.83,18.478,79.309,60.659,35.2457777778,26.6676666666,13.4976666666,35.1975555556,9.23288888889,36.885,7.89188888889,10.3911111111
573.17,18.4306666666,79.0067777778,60.3382222222,35.1335555556,26.6486666667,13.3988888889,35.0493333334,9.1848888889,36.7674444444,7.84955555556,10.3548888889
573.51,18.4698888889,78.8834444444,60.1336666667,35.153,26.7284444445,13.4024444444,34.9814444445,9.17755555556,36.7921111111,7.89077777778,10.3998888889
573.85,18.5212222222,78.6417777778,59.8827777778,35.1216666667,26.7977777778,13.4177777778,34.9005555556,9.22944444444,36.7886666666,7.95533333333,10.4523333333
574.19,18.5491111111,78.455,59.631,35.0973333333,26.8732222222,13.3752222222,34.8022222222,9.23344444444,36.7446666667,7.95155555555,10.4486666667
574.53,18.5885555555,78.2904444444,59.42,35.088,26.9182222222,13.3396666667,34.7318888889,9.27122222221,36.7465555556,7.98955555556,10.434
574.87,18.6487777778,78.1382222222,59.2004444444,35.0931111111,26.9726666667,13.3181111111,34.6207777778,9.30088888889,36.7743333333,7.99966666666,10.4574444444
575.21,18.6316666667,77.8815555556,58.9753333333,35.0504444444,27.0038888889,13.273,34.4967777778,9.28255555558,36.7354444444,8.00055555556,10.4311111111
575.55,18.5882222222,77.6807777778,58.7427777778,35.0036666667,27.0105555556,13.1967777778,34.3126666667,9.26055555557,36.6487777778,7.964,10.389
575.89,18.5855555555,77.3866666667,58.4184444444,34.9417777778,27.022,13.1978888889,34.1431111111,9.26844444446,36.6216666667,7.96166666667,10.3795555556
576.22,18.6071111111,77.1608888889,58.1312222222,34.9231111111,27.0847777778,13.1846666667,34.0436666667,9.30122222221,36.5861111111,7.95855555555,10.3826666667
576.56,18.6656666666,76.9961111111,58.0085555556,34.9396666667,27.1336666667,13.2231111111,34.0172222222,9.29622222223,36.6075555555,8.004,10.4053333333
576.90,18.7782222222,76.8056666667,57.7888888889,34.974,27.2357777778,13.2866666667,33.9348888889,9.39099999999,36.6817777778,8.07711111111,10.4582222222
577.24,18.8197777778,76.4416666667,57.5154444444,34.9007777778,27.2704444445,13.311,33.8037777778,9.47977777779,36.6468888889,8.10188888889,10.4874444444
577.58,18.8397777778,76.1122222222,57.1524444444,34.8612222222,27.2444444445,13.3093333334,33.6737777778,9.5048888889,36.5893333333,8.10611111111,10.5074444445
577.92,18.8816666667,75.8562222222,56.91,34.8523333333,27.307,13.3093333334,33.616,9.55244444445,36.6067777778,8.12944444444,10.5304444444
578.26,18.9153333333,75.5893333333,56.6148888889,34.7987777778,27.3677777778,13.3303333333,33.5207777778,9.55555555554,36.5755555556,8.11022222222,10.5696666667
578.60,18.8708888889,75.2713333333,56.2836666667,34.7201111111,27.4112222222,13.3322222222,33.3861111111,9.59055555556,36.5606666667,8.11311111111,10.5774444445
578.94,18.9127777778,75.0144444444,55.99,34.6951111111,27.4342222222,13.3037777778,33.2363333333,9.60588888888,36.5644444444,8.09122222222,10.5752222222
579.28,18.9406666667,74.5175555556,55.5424444445,34.6017777778,27.4017777778,13.2905555555,33.0641111111,9.62533333333,36.5025555556,8.06955555556,10.5425555556
579.61,18.9798888889,74.1681111111,55.2227777778,34.5723333333,27.4318888889,13.2698888889,32.9877777778,9.68322222222,36.481,8.08433333333,10.5364444444
579.95,18.9798888889,73.8154444445,54.914,34.5192222222,27.4572222222,13.2605555556,32.8223333333,9.69844444444,36.4338888889,8.087,10.5094444445
580.29,19.025,73.4491111111,54.5978888889,34.4808888889,27.5237777778,13.2443333333,32.6986666666,9.73688888889,36.4923333333,8.12177777778,10.5036666667
580.63,19.0067777778,72.9568888889,54.1997777778,34.3701111111,27.5083333334,13.177,32.503,9.71866666666,36.3847777778,8.07644444445,10.4488888889
580.97,19.1193333333,72.7167777778,53.9002222222,34.4082222222,27.6346666667,13.1995555555,32.4433333333,9.8078888889,36.4528888889,8.14822222222,10.5381111111
581.31,19.2007777778,72.4685555556,53.6347777778,34.4007777778,27.7712222222,13.2053333333,32.3822222222,9.88466666666,36.4956666667,8.20033333333,10.5844444444
581.65,19.3507777778,72.1787777778,53.3692222222,34.4931111111,27.8845555556,13.3352222222,32.324,10.0458888889,36.5371111111,8.32911111111,10.7333333334
581.98,19.3768888889,71.7726666667,52.9652222222,34.486,27.9506666667,13.3102222222,32.1287777778,10.0852222222,36.4887777778,8.37011111111,10.7548888889
582.32,19.4663333333,71.399,52.6103333333,34.4513333333,27.9988888889,13.2763333333,31.9765555555,10.1101111111,36.4252222222,8.37288888889,10.7365555556
582.66,19.5718888889,71.0844444444,52.289,34.4854444444,28.1201111111,13.3477777778,31.9056666667,10.2316666667,36.3758888889,8.47188888889,10.8137777778
583.00,19.6467777778,70.8152222222,52.0461111111,34.4302222222,28.2002222222,13.344,31.7801111111,10.301,36.3685555556,8.53288888889,10.897
583.34,19.6706666667,70.4531111111,51.6714444444,34.32,28.2308888889,13.3082222222,31.5695555556,10.3182222222,36.3053333333,8.52144444444,10.8693333334
583.68,19.7621111111,70.1182222222,51.348,34.2735555556,28.3,13.335,31.4654444445,10.3761111111,36.2987777778,8.615,10.9392222222
584.01,19.812,69.7346666667,50.9521111111,34.2356666667,28.3545555555,13.297,31.318,10.4387777778,36.217,8.60144444444,10.9636666667
584.35,19.8588888889,69.467,50.6823333333,34.2585555556,28.4228888889,13.3197777778,31.2406666667,10.5151111111,36.2243333333,8.68133333334,11.0717777778
584.69,19.8366666667,68.9936666667,50.2843333333,34.1237777778,28.3906666667,13.1953333333,31.0217777778,10.4543333333,36.0898888889,8.63688888889,10.9665555555
585.03,19.7883333333,68.597,49.9454444444,34.0657777778,28.4528888889,13.1305555556,30.8124444444,10.4211111111,36.0443333333,8.58722222222,10.9424444445
585.37,19.7118888889,68.1777777778,49.536,33.8948888889,28.4385555556,12.9653333333,30.5465555555,10.3361111111,35.9506666667,8.50544444445,10.836
585.70,19.7201111111,67.7177777778,49.1704444445,33.745,28.4172222222,12.8687777778,30.3235555556,10.3564444444,35.8621111111,8.51666666667,10.8406666666
586.04,19.7858888889,67.3942222222,48.9386666667,33.7664444444,28.502,12.9144444444,30.204,10.459,35.9316666667,8.57111111111,10.9386666666
586.38,19.7307777778,66.8344444444,48.5535555556,33.6342222222,28.4552222222,12.7931111111,29.9553333333,10.3866666666,35.8047777778,8.51166666667,10.91
586.72,19.7772222222,66.422,48.2356666667,33.6511111111,28.5323333333,12.8146666667,29.8541111111,10.4382222222,35.7931111111,8.57522222222,10.9378888889
587.06,19.8421111111,66.0757777778,48.0167777778,33.7143333333,28.6701111111,12.8173333334,29.7654444444,10.4731111111,35.8366666667,8.66066666667,11.0552222222
587.39,19.7883333333,65.6822222222,47.6331111111,33.6157777778,28.6644444444,12.6966666667,29.5692222222,10.4062222222,35.7855555556,8.57977777778,11.0204444445
587.73,19.8101111111,65.3081111111,47.3825555555,33.5657777778,28.728,12.7245555556,29.4584444444,10.4286666667,35.8061111111,8.61211111111,11.0644444444
588.07,19.7878888889,64.8851111111,47.0308888889,33.5043333333,28.7687777778,12.6236666667,29.2561111111,10.4098888889,35.7117777778,8.60288888889,11.0284444444
588.41,19.7685555555,64.3872222222,46.6898888889,33.3997777778,28.7544444445,12.5875555556,29.0386666667,10.3703333333,35.63,8.57933333333,11.0794444444
588.74,19.8312222222,63.871,46.3691111111,33.3454444445,28.7468888889,12.5264444444,28.8286666666,10.3844444444,35.5465555556,8.62377777778,11.1292222222
589.08,19.793,63.4296666667,46.0185555555,33.2211111111,28.6904444444,12.4512222222,28.6482222222,10.3032222222,35.4527777778,8.58955555556,11.0754444444
589.42,19.8082222222,63.1138888889,45.8308888889,33.2033333333,28.7486666667,12.4544444445,28.5292222222,10.2801111111,35.458,8.561,11.0572222222
589.76,19.6931111111,62.6237777778,45.4312222222,33.0595555556,28.7015555556,12.2966666666,28.2801111111,10.168,35.2901111111,8.48,10.9702222222
590.09,19.7082222222,62.3462222222,45.1243333333,33.0034444445,28.755,12.2521111111,28.1208888889,10.174,35.3314444444,8.50277777778,10.9641111111
590.43,19.7185555556,61.9571111111,44.8078888889,32.8967777778,28.8006666667,12.1991111111,27.9565555555,10.197,35.2756666667,8.49866666667,10.9946666667
590.77,19.6362222222,61.4454444445,44.3705555555,32.6546666667,28.6991111111,12.0584444444,27.663,10.1526666667,35.067,8.39,10.8742222222
591.11,19.7077777778,60.9743333333,44.0491111111,32.6413333333,28.74,12.0646666667,27.4783333333,10.176,34.9905555555,8.43288888889,10.9143333333
591.44,19.7174444444,60.5016666667,43.6866666667,32.5625555556,28.7294444444,11.979,27.2134444444,10.1884444445,34.8483333334,8.42911111111,10.893
591.78,19.7127777778,60.0652222222,43.3243333333,32.4614444444,28.7585555556,11.9457777778,26.9821111111,10.1432222222,34.8207777778,8.37188888889,10.872
592.12,19.7494444444,59.7227777778,43.0805555556,32.4867777778,28.8755555556,11.9288888889,26.8971111111,10.2066666667,34.8093333333,8.397,10.8937777778
592.46,19.721,59.3603333333,42.813,32.4116666667,28.9136666667,11.9256666667,26.7771111111,10.1952222222,34.7802222222,8.41322222222,10.8555555555
592.79,19.7124444444,58.8973333333,42.5011111111,32.346,28.9704444445,11.8435555556,26.6085555556,10.222,34.6952222222,8.42911111111,10.8801111111
593.13,19.665,58.3254444444,42.0603333333,32.2136666667,28.9773333333,11.7701111111,26.3975555556,10.2042222222,34.6031111111,8.45033333333,10.8646666667
593.47,19.6937777778,57.7953333333,41.6973333333,32.143,28.9861111111,11.768,26.2405555556,10.2314444445,34.5451111111,8.50322222222,10.9206666667
593.80,19.6415555556,57.2398888889,41.3457777778,32.0267777778,28.9694444444,11.6896666667,26.0501111111,10.2187777778,34.3873333333,8.47788888889,10.9183333333
594.14,19.624,56.7727777778,41.0182222222,32.0111111111,29.0058888889,11.6362222222,25.8924444444,10.1746666667,34.3305555556,8.49344444444,10.9344444445
594.48,19.5867777778,56.3061111111,40.6995555556,32.007,29.0127777778,11.5964444444,25.7312222222,10.0904444444,34.2964444445,8.48177777778,10.97
594.81,19.5095555555,55.8552222222,40.3887777778,31.8561111111,29.0763333333,11.4914444444,25.5225555556,10.0451111111,34.2165555555,8.42533333333,10.9411111111
595.15,19.4637777778,55.4403333333,40.0907777778,31.7668888889,29.1062222222,11.3904444444,25.3322222222,9.98133333334,34.176,8.40766666667,10.9485555556
595.49,19.454,55.0584444444,39.8361111111,31.689,29.1212222222,11.3315555556,25.1903333333,9.98188888888,34.1174444444,8.43477777778,10.9747777778
595.82,19.4505555556,54.6591111111,39.5317777778,31.6044444444,29.15,11.3108888889,25.077,9.97933333336,34.1234444445,8.46544444445,11.0055555556
596.16,19.4877777778,54.3748888889,39.2478888889,31.611,29.2243333333,11.2684444444,24.9541111111,9.978,34.0826666667,8.47244444445,11.0455555556
596.50,19.5043333333,54.0525555556,39.022,31.5874444444,29.2834444445,11.3097777778,24.8015555556,10.0066666666,34.0864444444,8.47777777778,11.0797777778
596.83,19.5278888889,53.7564444444,38.8282222222,31.5846666666,29.294,11.2744444444,24.6587777778,10.0285555556,34.0557777778,8.48133333333,11.1048888889
597.17,19.5122222222,53.4526666667,38.6214444444,31.5243333333,29.3338888889,11.233,24.5182222222,10.0217777778,34.0396666667,8.46455555556,11.074
597.51,19.5697777778,53.1962222222,38.3767777778,31.508,29.3943333333,11.2322222222,24.4326666667,10.0363333333,34.0736666667,8.47188888889,11.1318888889
597.84,19.5878888889,52.8886666667,38.1311111111,31.4153333333,29.417,11.2178888889,24.2718888889,10.0535555556,34.0598888889,8.46088888889,11.1496666667
598.18,19.6272222222,52.6018888889,37.877,31.3325555555,29.4682222222,11.21,24.1033333333,10.1194444444,34.039,8.49111111111,11.1556666667
598.52,19.7096666667,52.3377777778,37.6511111111,31.3514444444,29.5418888889,11.2451111111,23.991,10.1962222222,34.1295555555,8.55022222222,11.1914444445
598.85,19.719,51.9732222222,37.3511111111,31.2895555556,29.5727777778,11.2797777778,23.882,10.2534444444,34.1106666667,8.60511111111,11.2398888889
599.19,19.766,51.6082222222,37.0804444444,31.2698888889,29.5946666667,11.3383333333,23.766,10.3131111111,34.094,8.63866666667,11.2517777778
599.53,19.7246666667,51.1712222222,36.7133333333,31.1907777778,29.544,11.2562222222,23.4802222222,10.2381111111,33.9346666667,8.61066666667,11.1615555556
599.86,19.587,50.6337777778,36.3125555555,31.0043333333,29.4576666667,11.1221111111,23.1938888889,10.1651111111,33.7862222222,8.47511111111,11.0366666667
600.20,19.5945555555,50.1755555556,35.9733333333,30.8826666666,29.442,11.0733333333,23.0146666667,10.2087777778,33.67,8.49477777778,11.0324444445
600.53,19.5121111111,49.6393333333,35.4981111111,30.7014444445,29.3724444444,11.0213333333,22.7684444444,10.1514444444,33.5167777778,8.40544444445,11.0166666667
600.87,19.5668888889,49.2685555556,35.2197777778,30.6882222222,29.4406666667,11.0392222222,22.6185555556,10.1796666667,33.4935555556,8.43966666667,11.0427777778
601.21,19.4996666667,48.711,34.8802222222,30.6007777778,29.3952222222,11.0056666667,22.3783333334,10.1686666667,33.3666666667,8.47566666667,11.0036666667
601.54,19.4585555556,48.2582222222,34.4835555556,30.531,29.4045555556,10.9116666667,22.1335555555,10.0896666666,33.2234444445,8.40466666666,10.981
601.88,19.4487777778,47.7293333333,34.1808888889,30.4503333333,29.474,10.8987777778,21.9915555556,10.0552222222,33.167,8.38388888889,11.04
602.21,19.3638888889,47.1715555556,33.7888888889,30.2846666667,29.335,10.7495555556,21.7667777778,9.96811111112,32.9603333334,8.32122222222,11.0261111111
602.55,19.2928888889,46.7615555556,33.4657777778,30.1421111111,29.3127777778,10.6066666667,21.5386666667,9.86477777776,32.8572222222,8.21777777778,10.9486666666
602.88,19.2238888889,46.3008888889,33.2436666667,30.0296666667,29.3088888889,10.5488888889,21.3852222222,9.84022222222,32.7915555556,8.22988888889,11.017
603.22,19.2208888889,45.9181111111,33.029,29.9303333333,29.327,10.496,21.2137777778,9.84822222221,32.745,8.19977777778,11.0707777778
603.56,19.1961111111,45.5847777778,32.8256666666,29.8458888889,29.318,10.4566666667,21.0415555556,9.81766666668,32.6956666667,8.188,11.0791111111
603.89,19.123,45.2807777778,32.5733333333,29.8025555556,29.3307777778,10.3631111111,20.8296666667,9.70377777778,32.6904444444,8.136,11.0848888889
604.23,19.1936666667,45.0706666667,32.4634444445,29.8565555556,29.4113333333,10.3676666667,20.7993333333,9.77400000001,32.706,8.20422222222,11.1587777778
604.56,19.1281111111,44.7285555555,32.2233333333,29.7391111111,29.3645555556,10.2978888889,20.6436666667,9.70800000002,32.5896666667,8.16233333333,11.192
604.90,19.1385555556,44.4463333333,32.0275555555,29.6517777778,29.3878888889,10.2843333333,20.5235555556,9.70433333331,32.5795555556,8.16255555556,11.237
605.23,19.1378888889,44.0697777778,31.8551111111,29.55,29.3307777778,10.2715555556,20.4105555556,9.71599999998,32.553,8.18444444444,11.2314444445
605.57,19.0817777778,43.7964444444,31.6396666667,29.4853333334,29.2695555556,10.161,20.2451111111,9.67233333334,32.4472222222,8.14988888889,11.1874444444
605.90,19.0696666667,43.536,31.4692222222,29.4934444444,29.3411111111,10.2064444445,20.1283333333,9.71022222223,32.4418888889,8.179,11.2016666667
606.24,19.1208888889,43.2076666667,31.2504444445,29.4665555556,29.3423333333,10.2472222222,20.0121111111,9.74144444442,32.4222222222,8.20388888889,11.2558888889
606.58,19.1171111111,42.8994444444,30.9207777778,29.3666666667,29.3485555556,10.1323333333,19.8115555555,9.67222222221,32.3443333333,8.12055555556,11.1758888889
606.91,19.0667777778,42.5441111111,30.6471111111,29.2694444445,29.2994444444,10.0701111111,19.6441111111,9.6377777778,32.2913333333,8.07233333333,11.1411111111
607.25,19.1116666667,42.224,30.4428888889,29.2576666666,29.3273333333,10.0552222222,19.5344444445,9.67588888889,32.3195555556,8.11611111111,11.1965555555
607.58,19.1304444445,41.8392222222,30.2166666667,29.2018888889,29.3354444444,10.0346666667,19.4474444444,9.67055555557,32.232,8.11333333333,11.2151111111
