wavelength,Back_TanCyvm,Belly_TanCyvm,Breast_TanCyvm,Crissum_TanCyvm,Crown_TanCyvm,DorTail_TanCyvm,Patch10_TanCyvm,Patch11_TanCyvm,Rump_TanCyvm,Throat_TanCyvm,WingTip_TanCyvm
211.41,44.152,21.0526666666,20.9064444445,-14.3274444444,54.0934444444,15.351,26.9004444445,23.3918888889,20.0291111111,40.7896666667,23.8305555556
211.79,57.0881111111,28.9272222222,35.6322222222,-29.5018888889,71.2644444446,13.6016666666,40.4215555557,32.1838888889,22.0306666667,63.4097777778,30.4598888889
212.17,54.074,27.7036666667,42.3704444444,-7.55555555554,58.8147777778,19.1112222222,42.3703333333,37.0371111111,23.8518888889,52.4444444444,29.3333333333
212.55,52.9913333333,39.6011111111,47.5783333333,5.84033333332,65.0996666667,30.4845555555,46.5811111111,46.4388888889,28.6325555556,62.3931111111,34.3305555555
212.92,60.5634444445,37.8715555556,51.0171111111,7.82466666667,70.891888889,28.0126666667,43.6618888888,43.8185555556,22.5352222222,61.9717777778,36.6197777778
213.30,71.4285555556,48.9796666666,62.5850000001,7.02944444444,93.8776666667,35.3742222222,47.3921111111,57.1428888889,24.0364444444,75.0566666666,42.4036666667
213.68,61.6162222222,46.8975555556,58.8745555556,23.3764444445,72.4387777777,32.3233333333,35.2092222222,53.5354444444,31.3131111111,62.6264444444,37.3737777778
214.06,59.3272222222,57.4924444445,60.4485555555,34.9643333333,68.2976666667,40.2648888889,45.7696666667,58.2058888889,39.3475555555,63.2006666667,41.0803333333
214.44,67.961,70.3344444446,72.3842222222,44.8758888889,83.9265555555,51.9957777778,59.9782222221,67.9612222222,48.4357777778,69.2556666667,55.987
214.81,61.9703333333,62.8865555555,64.4904444444,33.3333333333,78.0069999999,39.175,55.8991111111,60.2521111111,37.2278888889,60.9391111111,45.2463333334
215.19,73.4301111111,67.8743333332,67.1498888889,35.8694444445,84.7826666666,44.3235555556,64.0097777778,71.4977777778,42.1497777778,63.6473333333,52.6571111111
215.57,75.6726666667,60.8186666667,60.3507777778,32.7485555555,83.508888889,39.883,59.5322222222,71.8126666667,38.9474444445,65.6138888889,51.5788888889
215.95,75.5273333333,59.353,50.7734444445,29.2546666667,78.4811111111,29.2545555556,56.3993333334,69.7608888889,29.3951111111,54.7116666667,42.0534444444
216.32,82.4476666665,63.4462222223,47.504,31.079,82.4475555555,34.7826666667,57.1657777778,73.1078888888,23.5104444445,62.3187777778,41.3848888889
216.70,99.8085555557,79.8851111112,62.8351111111,33.1416666666,100.383111111,46.1685555555,71.4558888889,93.8696666666,32.1837777778,76.4366666667,53.6398888889
217.08,104.081777778,81.6325555556,60.7711111111,17.2335555556,98.8663333332,36.9614444444,70.7481111111,104.988666667,18.5941111112,78.0046666666,44.2176666667
217.46,76.939111111,55.3458888889,44.2347777778,-7.5471111111,72.3271111112,13.6268888889,47.3793333333,82.3898888889,-2.51566666667,45.4926666667,23.6896666667
217.83,171.605,103.086333333,52.4692222222,-97.5308888888,159.259222222,30.2468888888,103.703777778,198.765333333,-72.2222222222,72.8393333334,19.7531111111
218.21,-486.111111112,-33.3333333337,-2.77777777767,511.11111111,-397.222222222,136.111111111,-33.3333333333,-566.666666668,716.666666666,47.2222222223,144.444444444
218.59,-147.777777778,106.666666667,86.6666666666,251.111111111,-21.111111111,123.333333333,65.5555555557,-190.0,402.222222222,53.3333333332,156.666666666
218.97,-150.292444444,-8.1872222222,-61.4034444446,35.6726666667,-74.8537777777,-2.33899999989,-40.9356666666,-173.684111111,135.087666667,-55.5553333333,-1.75444444444
219.34,-151.462,-10.5262222222,-108.187111111,51.462111111,-86.5497777779,6.43277777777,-6.4327777779,-171.345,136.257444444,-53.8013333334,-40.9356666667
219.72,-51.029,34.1564444445,-53.498,74.8971111112,6.17277777767,43.6214444446,19.3414444444,-70.7817777778,130.452666667,10.288,24.6913333333
