wavelength,Back_LoxNocf,Belly_LoxNocf,Breast_LoxNocf,Crissum_LoxNocf,Crown_LoxNocf,DorTail_LoxNocf,Rump_LoxNocf,Throat_LoxNocf,WingTip_LoxNocf
523.48,7.473,24.5988,17.0135333333,15.6257333334,7.9342,9.4354,8.58433333333,13.0705333333,10.5311333333
523.83,7.46166666667,24.5882,17.004,15.6468666667,7.9274,9.43406666667,8.58506666667,13.0506666667,10.5202
524.17,7.4786,24.5903333333,16.9987333334,15.6808666666,7.93266666667,9.44486666667,8.58886666667,13.0356666667,10.5420666667
524.52,7.49046666667,24.6167333333,17.0126,15.7147333333,7.94346666667,9.46893333333,8.60546666667,13.047,10.5616
524.87,7.50033333333,24.6286666667,17.0242666667,15.7514666667,7.96153333333,9.48353333334,8.62653333333,13.0481333333,10.5857333333
525.21,7.5014,24.6164666666,17.0093333333,15.7797333333,7.9618,9.49300000001,8.621,13.0342,10.5838
525.56,7.51606666667,24.6434,17.0332666667,15.8288,7.97726666667,9.50706666667,8.63706666667,13.048,10.6092
525.90,7.535,24.6598,17.0501333333,15.8830666667,7.9798,9.53679999999,8.65706666667,13.0626666667,10.6332666666
526.25,7.5462,24.7037333333,17.0694666667,15.9402666667,7.99126666667,9.55566666666,8.67566666667,13.0832,10.6506666667
526.59,7.56526666667,24.7521333333,17.1080666667,16.0118,8.00353333333,9.57833333333,8.7,13.1081333333,10.6940666667
526.94,7.5922,24.7872666667,17.1365333333,16.0825333333,8.02673333333,9.60613333334,8.7372,13.1482666666,10.7305333333
527.28,7.59326666667,24.8296,17.1574666667,16.1334,8.02926666667,9.61946666666,8.74986666667,13.1656,10.7543333333
527.63,7.60406666667,24.8711333333,17.1950666667,16.1844666667,8.0498,9.63633333334,8.7722,13.1898,10.7842
527.97,7.5998,24.8586,17.1905333333,16.1985333333,8.0484,9.63526666667,8.77766666667,13.1856666667,10.7788666667
528.32,7.5956,24.8582,17.1874666667,16.2202666667,8.04413333333,9.63173333334,8.77106666667,13.1846666667,10.7769333333
528.66,7.5962,24.8572,17.1996,16.2363333333,8.03866666667,9.62986666666,8.7676,13.1822666667,10.7756666667
529.01,7.59886666667,24.8573333333,17.2102666667,16.2565333333,8.04213333334,9.63213333333,8.779,13.182,10.7722
529.35,7.61506666667,24.8873333333,17.2308,16.3037333333,8.05986666667,9.64806666667,8.79866666667,13.2044666667,10.7870666667
529.70,7.6166,24.8851333333,17.2252666667,16.3200666667,8.06373333333,9.65006666667,8.79393333333,13.2006,10.7864666667
530.04,7.61906666667,24.8802,17.2318666667,16.3389333333,8.06526666667,9.64606666667,8.79746666667,13.1972,10.7866
530.39,7.6198,24.8654,17.2212666667,16.3551333333,8.06993333333,9.64360000001,8.80193333333,13.1903333334,10.7741333334
530.73,7.60773333333,24.8466,17.2076,16.3599333333,8.05573333333,9.63213333334,8.7908,13.1605333333,10.7534666667
531.08,7.60433333333,24.8244666667,17.198,16.3792666667,8.06333333333,9.63493333334,8.79233333333,13.1535333334,10.7436
531.42,7.6064,24.8136,17.1842666667,16.4083333333,8.0584,9.64113333333,8.79073333333,13.1396666667,10.7357333333
531.77,7.61986666667,24.8412666667,17.2037333334,16.4686666667,8.07373333333,9.664,8.8006,13.1609333333,10.7586666666
532.11,7.6378,24.8787333333,17.2315333333,16.5195333333,8.0972,9.68626666667,8.82673333333,13.1780666667,10.7803333333
532.46,7.65326666666,24.9102666667,17.2416666667,16.5806666667,8.11166666667,9.70933333334,8.8434,13.1995333334,10.8031333333
532.80,7.67126666667,24.9441333333,17.2557333333,16.6368,8.13346666667,9.73553333333,8.85806666667,13.2244666667,10.8409333333
533.15,7.65813333333,24.9138666667,17.2274,16.6302666667,8.11993333333,9.73673333333,8.83986666667,13.2042,10.8268666667
533.49,7.66626666667,24.9348666667,17.2455333333,16.6645333333,8.1326,9.74913333334,8.8548,13.2154666667,10.8427333333
533.84,7.67726666667,24.9626666667,17.2594666667,16.7211333333,8.15093333333,9.77959999999,8.87593333333,13.2387333333,10.8612
534.18,7.68106666667,24.9724,17.2661333333,16.7548666666,8.1576,9.79419999999,8.88046666667,13.2423333333,10.8711333333
534.52,7.69786666667,25.0001333333,17.2864666667,16.8145333333,8.1824,9.81166666666,8.89686666667,13.2696,10.8932
534.87,7.714,25.0113333333,17.2930666667,16.8577333333,8.19713333334,9.83179999999,8.89933333333,13.2737333333,10.911
535.21,7.72973333333,25.028,17.3039333333,16.9051333333,8.21633333334,9.84266666666,8.91453333333,13.2942666667,10.9254666667
535.56,7.733,25.0315333333,17.2959333333,16.9351333333,8.2182,9.84020000001,8.91506666667,13.2930666667,10.922
535.90,7.74146666667,25.0324666667,17.3002666666,16.9787333333,8.21773333333,9.84453333334,8.91906666667,13.2972,10.9238666667
536.25,7.75766666667,25.0646,17.3135333333,17.0199333333,8.24033333334,9.85873333333,8.9256,13.3106666667,10.9318666667
536.59,7.77053333333,25.0924666667,17.3310666667,17.0680666667,8.25833333333,9.88093333333,8.94453333333,13.3202666667,10.9438
536.93,7.80453333333,25.1319333333,17.3724,17.1508,8.29253333333,9.91306666667,8.98106666667,13.3584666667,10.9912666667
537.28,7.82493333333,25.1725333334,17.3935333333,17.2126,8.31513333333,9.93613333334,9.00153333333,13.3855333334,11.0072666667
537.62,7.83526666666,25.1694666667,17.4013333333,17.2319333333,8.32693333333,9.94473333333,9.01166666667,13.3880666667,11.0206666667
537.97,7.85026666667,25.1856666667,17.4234,17.2834666667,8.34413333333,9.95733333333,9.02713333333,13.4070666667,11.0358
538.31,7.86866666667,25.2143333333,17.4360666667,17.3366,8.36366666667,9.98873333333,9.05946666667,13.4222,11.0657333333
538.65,7.87366666667,25.2289333333,17.4602,17.3876666667,8.37266666667,9.99113333334,9.08546666667,13.4259333333,11.0702666667
539.00,7.8742,25.22,17.4586666667,17.4225333333,8.3776,10.0119333333,9.09093333333,13.4171333333,11.084
539.34,7.9056,25.2726666667,17.5022,17.5087333333,8.4046,10.063,9.13046666667,13.4455333333,11.1256
539.69,7.915,25.2943333333,17.5105333333,17.5748666667,8.42573333334,10.0977333333,9.14246666667,13.4620666667,11.1562666667
540.03,7.90906666667,25.2935333333,17.5161333333,17.6252,8.42833333333,10.1048666667,9.15433333333,13.4550666666,11.1839333333
540.37,7.91146666667,25.2954666667,17.5147333333,17.6648666667,8.42526666667,10.1021333333,9.1562,13.4639333333,11.1888666667
540.72,7.89653333333,25.3021333334,17.5003333333,17.6832,8.40773333333,10.0917333333,9.15206666667,13.441,11.1742
541.06,7.90666666667,25.2955333333,17.5022,17.7157333334,8.4082,10.0990666667,9.1554,13.4382666667,11.1870666667
541.40,7.9128,25.2988,17.4996666667,17.7519333333,8.41346666667,10.1082666667,9.15239999999,13.4337333333,11.1895333333
541.75,7.9082,25.3112,17.4977333333,17.7837333333,8.40666666667,10.1054,9.1542,13.4406666667,11.1854
542.09,7.9136,25.3044666667,17.5016,17.8054,8.41346666667,10.1018666667,9.146,13.4385333333,11.1816666667
542.43,7.9244,25.314,17.4949333333,17.8414666667,8.42093333334,10.1071333333,9.1466,13.4523333333,11.1877333333
542.78,7.93846666667,25.3335333333,17.5088,17.8729333334,8.4324,10.1139333333,9.16226666667,13.4704,11.1932666667
543.12,7.93593333333,25.3273333334,17.5118666666,17.8935333333,8.43613333333,10.1062666667,9.15633333333,13.4742,11.1904
543.46,7.9404,25.3232,17.5146666667,17.9099333333,8.43813333333,10.1012,9.16053333333,13.4644,11.1784
543.81,7.94586666667,25.3186666667,17.5060666667,17.9284,8.43633333333,10.0983333333,9.161,13.4662,11.1568666667
544.15,7.93933333333,25.306,17.5072,17.9516,8.43913333333,10.0950666667,9.15846666667,13.4574,11.1476666667
544.49,7.97846666667,25.3312,17.5424,18.0133333333,8.48086666667,10.1336666667,9.1952,13.5026666667,11.1861333333
544.84,7.98853333333,25.3595333333,17.5704,18.0629333333,8.50333333333,10.1444,9.215,13.5193333334,11.1981333333
545.18,8.00486666667,25.4044666667,17.6085333333,18.1278666667,8.52713333333,10.1641333333,9.24166666666,13.5522,11.228
545.52,8.0278,25.4146,17.6145333333,18.1624,8.5588,10.1848,9.25393333333,13.5606666667,11.2496
545.87,8.0224,25.4285333333,17.6211333333,18.192,8.5574,10.1816,9.24866666667,13.568,11.2532
546.21,8.02486666667,25.4438666667,17.6487333333,18.2335333333,8.558,10.1968666667,9.25126666666,13.5726,11.2604
546.55,8.03506666667,25.4845333333,17.6776666667,18.3066666667,8.574,10.2085333333,9.25966666667,13.585,11.2726
546.90,8.06806666667,25.5329333333,17.7142,18.3784,8.61126666667,10.2399333333,9.29966666666,13.6177333334,11.3162666667
547.24,8.10686666667,25.5838666666,17.7499333333,18.4580666667,8.6492,10.2709333333,9.33753333333,13.6784,11.3620666667
547.58,8.15173333333,25.6618,17.8042666667,18.5478666667,8.6954,10.3141333333,9.37553333333,13.7286,11.4143333333
547.92,8.20346666667,25.7503333333,17.875,18.6444,8.74893333333,10.3644666667,9.42900000001,13.7927333333,11.4684666667
548.27,8.2024,25.7696,17.8983333333,18.6927333333,8.76266666667,10.3571333333,9.41786666665,13.7868,11.4669333333
548.61,8.19666666667,25.786,17.8865333333,18.7216666667,8.76326666667,10.3487333333,9.41173333333,13.7893333333,11.4598666667
548.95,8.21273333333,25.8126,17.9026666667,18.772,8.7878,10.352,9.42773333333,13.805,11.4568
549.29,8.2254,25.8880666666,17.9663333333,18.8673333333,8.8014,10.3681333333,9.44713333333,13.8342666667,11.4816666667
549.64,8.27393333333,25.9725333333,18.0462,18.9982,8.85326666667,10.442,9.51566666666,13.8907333333,11.5497333333
549.98,8.33206666667,26.0616666667,18.1174666667,19.1081333334,8.91993333333,10.4982,9.57793333333,13.9529333333,11.619
550.32,8.356,26.0888,18.1533333333,19.1743333333,8.96193333333,10.5470666667,9.62293333333,13.9975333333,11.6665333333
550.66,8.34633333333,26.0903333333,18.1389333333,19.2174,8.94386666667,10.5430666667,9.59986666666,13.9742,11.6582
551.01,8.3208,26.0913333333,18.1438,19.2568666667,8.91873333334,10.5486666667,9.58366666667,13.9392,11.6582666666
551.35,8.29626666667,26.0708,18.1404,19.2867333333,8.8988,10.5472,9.5786,13.9205333333,11.6603333333
551.69,8.28733333333,26.0606666667,18.1278,19.2968666667,8.87813333333,10.5504666667,9.55460000001,13.9046666667,11.6383333333
552.03,8.29526666667,26.0862666667,18.1429333333,19.3378,8.8698,10.5629333333,9.57053333333,13.9196,11.6412
552.38,8.30906666667,26.1126,18.1823333333,19.4180666667,8.89733333333,10.5993333333,9.60126666667,13.9471333333,11.6710666667
552.72,8.2976,26.1038666667,18.1770666667,19.446,8.8814,10.6166,9.59053333333,13.9367333333,11.6637333333
553.06,8.29966666667,26.0805333333,18.1606666667,19.4470666667,8.87753333333,10.6214,9.5872,13.9219333333,11.6494666667
553.40,8.26066666667,26.0464,18.1292,19.4356666667,8.84813333333,10.5678666667,9.55513333333,13.8954666667,11.6186666667
553.74,8.25466666667,26.0371333334,18.1306,19.4667333333,8.85346666667,10.5826666667,9.55673333333,13.8925333333,11.6112666667
554.09,8.26066666667,26.0272,18.0971333334,19.4906666667,8.83986666667,10.5554666667,9.53073333335,13.8764666666,11.6011333333
554.43,8.2726,26.0472,18.13,19.5310666667,8.87453333333,10.5855333333,9.57093333332,13.9008,11.6201333333
554.77,8.285,26.0863333333,18.1556666667,19.5678666667,8.9194,10.5974,9.583,13.9246,11.6349333333
555.11,8.31766666667,26.1418666667,18.1842666667,19.6374,8.96826666667,10.6352666667,9.61106666667,13.9761333333,11.6611333333
555.45,8.31286666667,26.1516,18.1853333333,19.6825333333,8.96953333333,10.6263333333,9.62719999999,13.9572666667,11.6720666667
555.80,8.30173333333,26.1706666667,18.1910666667,19.7256666667,8.99106666667,10.6488,9.62566666666,13.9696,11.7030666667
556.14,8.3066,26.1652,18.1725333333,19.7523333333,8.99553333333,10.6510666667,9.61873333333,13.9588666667,11.6780666667
556.48,8.3064,26.1788,18.1741333333,19.8070666667,8.997,10.6327333333,9.61540000001,13.9598666667,11.6949333333
556.82,8.3302,26.2076666667,18.1977333333,19.8508666667,9.0422,10.659,9.64433333333,13.9740666667,11.7340666667
557.16,8.3702,26.2734,18.2322666666,19.9283333333,9.07546666667,10.722,9.67126666667,13.9932666667,11.7596666667
557.50,8.37833333333,26.2954666667,18.2159333333,19.9774666667,9.0732,10.7076,9.67600000001,13.9889333333,11.789
557.85,8.39293333333,26.3488,18.2784666667,20.0415333333,9.099,10.7691333333,9.7168,14.0147333333,11.8340666667
558.19,8.39093333334,26.3434666667,18.2791333333,20.0633333333,9.08626666667,10.7453333333,9.68873333334,14.0217333333,11.8229333333
558.53,8.45033333333,26.4058666667,18.3374666667,20.1694666666,9.11453333333,10.7826,9.73639999999,14.0683333333,11.8722
558.87,8.46573333333,26.3959333333,18.3508,20.1943333333,9.11926666667,10.7886666667,9.75260000001,14.071,11.8902
559.21,8.50346666667,26.4526,18.3898666667,20.2664,9.14973333333,10.8408,9.79233333334,14.1190666667,11.9367333333
559.55,8.53406666667,26.4650666666,18.4094666667,20.3386,9.16266666667,10.873,9.81719999999,14.1466666667,11.9528666667
559.89,8.60813333333,26.5600666667,18.4989333333,20.4482,9.2158,10.9394666666,9.88333333333,14.2138,12.0565333333
560.23,8.66160000001,26.6214666667,18.5424,20.5110666666,9.2542,10.9973333333,9.93966666666,14.2603333333,12.0922666667
560.58,8.68220000001,26.625,18.5659333333,20.58,9.25293333333,11.0156666667,9.95213333334,14.2774666667,12.1204
560.92,8.7076,26.6378,18.5822,20.6158666667,9.27306666666,11.0276,9.96146666668,14.2794,12.1608
561.26,8.71746666667,26.6466,18.6147333333,20.659,9.2854,11.0493333333,9.99313333333,14.3019333333,12.1692
561.60,8.68099999999,26.5926,18.5638666667,20.6638666667,9.27093333333,10.9999333333,9.95553333333,14.2639333333,12.1288
561.94,8.68846666667,26.6363333333,18.5786666667,20.7426,9.28273333334,11.0562666667,9.99526666665,14.2862666667,12.1639333333
562.28,8.63826666667,26.5663333333,18.5212666667,20.7226,9.2444,11.0262666667,9.97013333333,14.2445333333,12.1180666667
562.62,8.62086666667,26.5415333333,18.4950666667,20.7590666667,9.22706666667,11.0169333333,9.94806666667,14.2022,12.0984666667
562.96,8.57159999999,26.4538,18.4320666667,20.7439333333,9.19786666667,10.9763333333,9.89613333332,14.1594666667,12.0547333333
563.30,8.57039999999,26.4502666667,18.4247333333,20.7672,9.21406666667,10.9593333333,9.90733333333,14.1642666666,12.0544
563.64,8.5338,26.3836,18.3824666667,20.7372,9.17673333333,10.9336,9.86833333335,14.1204666667,12.0012666667
563.99,8.49886666667,26.3524,18.3561333333,20.7346,9.16293333333,10.9232,9.84919999999,14.1073333333,11.9987333333
564.33,8.48946666667,26.3552666667,18.3427333333,20.7632666667,9.16413333333,10.9365333333,9.85519999999,14.1047333333,12.0127333333
564.67,8.4966,26.3579333333,18.3388,20.8276,9.17426666667,10.9504,9.87673333334,14.1278666667,12.0126
565.01,8.51713333333,26.3809333333,18.3366,20.8639333333,9.19813333333,10.9885333333,9.885,14.1269333333,12.0368
565.35,8.58293333333,26.4482666667,18.3956,20.9592666667,9.2354,11.0541333333,9.94146666665,14.198,12.109
565.69,8.60700000001,26.4526,18.4239333333,20.9884,9.264,11.0614,9.94753333333,14.2139333333,12.1148
566.03,8.641,26.5056666667,18.4565333333,21.047,9.30293333333,11.104,9.97706666666,14.2433333333,12.1650666666
566.37,8.66779999999,26.5434,18.4941333333,21.1070666667,9.3296,11.1350666667,10.0078,14.2884666667,12.2051333333
566.71,8.72233333333,26.5953333333,18.5489333333,21.1823333333,9.38466666667,11.1740666667,10.0510666667,14.3257333333,12.2677333333
567.05,8.71966666667,26.62,18.5532666667,21.2042666667,9.37093333333,11.1851333333,10.0486,14.3156,12.2696666667
567.39,8.71640000001,26.6541333333,18.5564666667,21.2654666667,9.38273333333,11.201,10.0699333333,14.3284,12.2892
567.73,8.76466666666,26.6984666667,18.6076,21.3544,9.42666666667,11.2355333333,10.1008666667,14.3613333333,12.3376666667
568.07,8.78326666666,26.724,18.6222666667,21.427,9.4476,11.2549333333,10.1190666667,14.3856,12.3376
568.41,8.79133333334,26.7128666667,18.6226666667,21.4321333333,9.45013333333,11.2426,10.1298666667,14.3768666667,12.3409333333
568.75,8.79406666666,26.7086666667,18.6423333333,21.4749333333,9.45273333333,11.2410666667,10.132,14.3857333333,12.3584666667
569.09,8.79479999999,26.7066666667,18.6571333333,21.5076,9.4628,11.2592666667,10.1377333333,14.3652666667,12.3724666667
569.43,8.811,26.7480666667,18.6734666667,21.5696,9.46326666667,11.2786666667,10.1642666667,14.3678666667,12.413
569.77,8.8234,26.7278,18.6635333333,21.5987333333,9.45333333333,11.2852666667,10.1687333333,14.3640666667,12.4248666667
570.11,8.84420000001,26.7517333333,18.6922,21.6468,9.4666,11.3079333333,10.2079333333,14.3788666667,12.4508
570.45,8.87119999999,26.7851333333,18.7054,21.7136666667,9.47873333333,11.351,10.234,14.3993333333,12.4576
570.79,8.87940000001,26.7714666667,18.6953333333,21.7680666667,9.4926,11.3541333333,10.2366,14.3930666667,12.4806
571.13,8.8856,26.7676,18.696,21.7844,9.49886666667,11.3558,10.2569333333,14.4047333333,12.4956666667
571.47,8.88413333333,26.751,18.6802,21.7935333333,9.49433333333,11.3654,10.2596666667,14.3984666667,12.4992666667
571.81,8.88246666667,26.7538666667,18.6904,21.8219333333,9.50013333333,11.3763333333,10.2566,14.3968666666,12.5146666667
572.15,8.8764,26.7445333333,18.6943333334,21.8583333333,9.5012,11.392,10.244,14.4016666667,12.5252
572.49,8.86399999999,26.7484666667,18.6789333334,21.8877333333,9.49693333333,11.3964666667,10.234,14.3943333333,12.5123333333
572.83,8.87473333333,26.7723333333,18.6874666667,21.9355333333,9.4988,11.4162666667,10.2378666667,14.3936666667,12.5242666667
573.17,8.85046666667,26.7446,18.6585333333,21.9305333333,9.492,11.4068666667,10.2264,14.3838,12.5009333333
573.51,8.81380000001,26.7381333333,18.6483333333,21.9534,9.47346666667,11.3846,10.2083333333,14.3507333333,12.4780666667
573.85,8.81299999999,26.7472,18.642,21.9893333333,9.47926666667,11.4042,10.2016666667,14.358,12.4753333333
574.19,8.76306666667,26.7337333333,18.6176666667,22.011,9.44073333333,11.3606,10.1765333333,14.3293333333,12.4596666667
574.53,8.8012,26.7802,18.6678,22.0822,9.47273333333,11.4088,10.2107333333,14.3676,12.5039333333
574.87,8.82053333333,26.7865333333,18.6882666667,22.1412,9.49286666667,11.4256,10.2091333333,14.379,12.5280666667
575.21,8.82380000001,26.8198666667,18.7062,22.2014666667,9.51220000001,11.4382666667,10.2283333333,14.3898666667,12.5412
575.55,8.84866666667,26.8602666667,18.7242666667,22.2588,9.53466666667,11.4715333333,10.2614666667,14.4129333333,12.5768
575.89,8.87680000001,26.9292,18.7656,22.3285333333,9.57753333333,11.5142,10.2994,14.4603333333,12.6132
576.22,8.90059999999,26.9504666667,18.7840666667,22.367,9.60500000001,11.518,10.3246666667,14.4838,12.6270666667
576.56,8.87993333333,26.9408666667,18.7538,22.3659333333,9.59113333333,11.4766,10.31,14.4765333333,12.597
576.90,8.90926666667,26.954,18.7627333334,22.4236666667,9.6136,11.4950666667,10.3062666667,14.4780666667,12.6246666666
577.24,8.95533333333,27.0092666667,18.8014666667,22.4962666667,9.65940000001,11.5451333333,10.3466,14.547,12.6504
577.58,8.95286666667,26.9905333333,18.7831333333,22.5193333333,9.67553333333,11.5301333333,10.3419333333,14.5389333333,12.657
577.92,8.9878,27.0154666667,18.8074,22.5513333333,9.70220000001,11.5801333333,10.3620666666,14.5552666667,12.6726
578.26,8.99080000001,27.0234666667,18.8026,22.5796666667,9.7078,11.5802666667,10.3724,14.5521333333,12.6530666667
578.60,9.04393333334,27.1336,18.8632666667,22.6975333333,9.77060000001,11.6572666667,10.4288666667,14.6139333334,12.7212
578.94,9.05886666666,27.1742,18.8672666667,22.7724666667,9.76360000001,11.6584,10.423,14.6258666667,12.7513333333
579.28,9.03213333333,27.1439333333,18.8454666666,22.7766,9.72906666667,11.6244,10.3716,14.6009333333,12.7137333333
579.61,9.02093333334,27.1224,18.8078,22.8065333333,9.6988,11.6086,10.3370666667,14.5485333333,12.6972666667
579.95,9.02073333334,27.1406,18.8298666667,22.8718,9.68006666667,11.6166,10.3373333333,14.5425333333,12.7015333333
580.29,9.05146666667,27.1641333333,18.8642,22.9486,9.72326666666,11.6801333333,10.3799333333,14.5900666667,12.7590666667
580.63,9.06453333333,27.1898,18.9008666666,23.0281333333,9.75373333333,11.6959333333,10.4182666667,14.6066666667,12.7680666667
580.97,9.0456,27.1657333333,18.8718,23.0346,9.72193333333,11.6495333333,10.3832666667,14.5642666667,12.742
581.31,9.02446666667,27.1746,18.8857333333,23.0630666667,9.68693333333,11.6380666667,10.368,14.5373333333,12.7292
581.65,9.02866666667,27.1999333333,18.9146,23.1205333333,9.71813333334,11.653,10.3652666667,14.5508666667,12.7450666667
581.98,9.02520000001,27.1900666667,18.9174,23.1372666667,9.69719999999,11.654,10.3496,14.5412,12.7450666667
582.32,8.95813333334,27.1102666667,18.8594,23.0866666667,9.64093333333,11.5934666667,10.2868,14.4709333333,12.6610666667
582.66,8.94713333333,27.0755333333,18.8552,23.0819333333,9.65080000001,11.6164,10.2858666667,14.4639333333,12.6280666667
583.00,8.93826666667,27.0829333333,18.8408666667,23.1314,9.65573333334,11.6172666667,10.3138,14.4596,12.6435333333
583.34,8.97140000001,27.1525333333,18.9230666667,23.2116,9.68993333334,11.6650666667,10.3722666666,14.5072,12.6804666667
583.68,9.00173333334,27.1822666667,18.9332,23.2806666667,9.72979999999,11.7104666667,10.4112666667,14.5358666667,12.7310666667
584.01,8.97740000001,27.1748,18.9255333333,23.3049333333,9.70653333333,11.6778666667,10.3770666667,14.5072666667,12.7098
584.35,8.98446666667,27.2014666667,18.9642666667,23.3437333333,9.72039999999,11.7009333333,10.3959333333,14.5232666667,12.7345333333
584.69,9.03406666667,27.222,19.0244,23.4373333333,9.79273333334,11.7818,10.4678,14.5602,12.8212
585.03,9.0368,27.244,19.0404,23.4745333333,9.80660000001,11.814,10.4521333333,14.5872,12.8252
585.37,9.00706666666,27.1929333333,18.9982666667,23.478,9.76360000001,11.7883333333,10.4174,14.5336,12.8076666667
585.70,8.98446666666,27.2132,19.0010666667,23.5179333333,9.78279999999,11.7777333333,10.4151333333,14.514,12.7815333333
586.04,9.00413333333,27.222,19.0036666667,23.5604,9.78519999999,11.8018,10.4458666667,14.522,12.8151333333
586.38,9.01246666667,27.2140666667,19.006,23.5700666667,9.77320000001,11.777,10.4638,14.5138666667,12.8054666667
586.72,9.13079999999,27.3148,19.128,23.7176,9.89400000001,11.9240666667,10.584,14.6384666667,12.9229333333
587.06,9.08246666667,27.2488666667,19.0592,23.7201333333,9.88386666667,11.8724,10.5428,14.5829333334,12.8882666667
587.39,9.0904,27.2736666667,19.0876666667,23.7268,9.88426666667,11.8811333333,10.5362666667,14.5916666667,12.8786
587.73,9.11713333334,27.3082666667,19.0804,23.7906666667,9.89313333334,11.9004,10.5699333333,14.6003333333,12.8710666667
588.07,9.08053333334,27.2492,18.9980666667,23.7688,9.85326666667,11.8696666667,10.5171333333,14.5598,12.8232666667
588.41,9.06073333333,27.2390666667,18.9917333333,23.7771333333,9.8428,11.8573333333,10.4930666667,14.5514666667,12.8025333333
588.74,9.09899999999,27.2847333333,19.0214,23.8744666667,9.88486666667,11.8724,10.5541333333,14.6003333333,12.8497333333
589.08,9.17093333333,27.3560666667,19.0692,23.9581333333,9.93,11.9265333333,10.6242,14.6820666667,12.9308
589.42,9.18860000001,27.3784666667,19.0908,24.0222,9.95166666667,11.9715333333,10.6552,14.735,12.9941333333
589.76,9.22819999999,27.4349333333,19.1486,24.1332666667,10.0104,12.027,10.6946666667,14.7740666667,13.0491333333
590.09,9.21953333333,27.4306666667,19.1466,24.1843333333,10.0327333333,12.0431333333,10.6888,14.7813333333,13.0774666667
590.43,9.1174,27.3565333333,19.0503333333,24.1100666667,9.92719999999,11.9223333333,10.5784,14.6818666667,12.9784666667
590.77,9.15166666667,27.3957333333,19.1034666667,24.1599333333,9.94566666668,11.9760666667,10.5942666667,14.7362,13.0058
591.11,9.15606666666,27.3830666667,19.1162,24.1768,9.96653333333,12.0026666667,10.6202,14.7312666667,13.0323333333
591.44,9.16753333334,27.4139333333,19.1410666667,24.2146,9.98486666666,12.0296,10.6305333333,14.7578,13.0682666667
591.78,9.2036,27.4312666667,19.1857333333,24.2604666667,10.0144,12.0461333333,10.6720666667,14.7871333333,13.1113333333
592.12,9.21260000001,27.4572666667,19.1896666667,24.3117333333,10.0186,12.0506666667,10.6798,14.7976666667,13.1053333333
592.46,9.26453333333,27.4867333333,19.2228,24.3618666667,10.0518,12.1147333333,10.7072,14.8075333333,13.1426
592.79,9.27220000001,27.4806666667,19.2516666667,24.3950666667,10.0695333333,12.1292,10.724,14.8095333333,13.1309333333
593.13,9.31406666666,27.4993333333,19.2624666667,24.4299333333,10.0852,12.1567333333,10.7458,14.8313333333,13.1592666667
593.47,9.30066666667,27.4990666667,19.2728,24.4344666667,10.0848666667,12.1228666667,10.743,14.8263333333,13.1488666667
593.80,9.30906666667,27.5368,19.2816,24.4849333333,10.0882666667,12.1380666667,10.7502,14.8336,13.1456666667
594.14,9.3572,27.5502,19.3378666667,24.5598,10.1346,12.1822666667,10.8014,14.8652666667,13.1994666667
594.48,9.36913333334,27.5679333333,19.3531333333,24.6217333333,10.152,12.2122666667,10.8499333333,14.8848,13.2384
594.81,9.35233333333,27.5630666667,19.3308,24.6772,10.1552,12.2099333334,10.8306666667,14.9011333333,13.2549333333
595.15,9.34313333333,27.5549333333,19.3708666667,24.7192,10.1752,12.2414,10.8298,14.8998,13.2807333333
595.49,9.38080000001,27.6111333333,19.3960666667,24.8165333333,10.206,12.2942,10.8528,14.9344666667,13.3344666667
595.82,9.3696,27.6374666667,19.3980666667,24.8287333333,10.1974,12.3054,10.8454,14.9102,13.3386666667
596.16,9.33953333333,27.6205333333,19.3718,24.8356666667,10.1808,12.2708,10.8276666667,14.8874,13.3182
596.50,9.32353333334,27.6244666667,19.3493333333,24.8613333334,10.2034,12.2731333333,10.8186666667,14.8844,13.3164
596.83,9.3228,27.6394,19.3706,24.9226,10.2275333333,12.2896,10.8277333333,14.8866666667,13.3310666667
597.17,9.34433333332,27.6618666667,19.3832,24.9645333333,10.2322666667,12.329,10.8323333334,14.8734666667,13.3414666667
597.51,9.38959999999,27.6838666667,19.4096,25.0126666667,10.2517333333,12.3565333333,10.8684,14.8897333333,13.3585333333
597.84,9.38493333334,27.7030666667,19.3962666667,25.052,10.2390666667,12.3568,10.8585333333,14.8911333333,13.3417333333
598.18,9.42213333333,27.7478,19.4331333333,25.1239333334,10.2816666667,12.4044666667,10.8815333333,14.9208,13.3937333333
598.52,9.46826666666,27.7801333333,19.4626,25.1693333334,10.2864666667,12.4444666667,10.9134,14.9529333333,13.3990666667
598.85,9.51526666666,27.8186,19.4632666667,25.206,10.3010666667,12.4630666667,10.9435333333,14.9748,13.3931333333
599.19,9.53506666667,27.8822666667,19.5122,25.2513333333,10.332,12.4952666667,10.9626666667,14.9866,13.4144666667
599.53,9.60126666667,27.9211333333,19.5610666667,25.3424,10.3942,12.5598666667,11.0251333333,15.0394666667,13.4738
599.86,9.63366666667,27.9408,19.6057333334,25.4085333333,10.4316666667,12.6059333333,11.0538,15.0560666667,13.5196
600.20,9.64053333333,27.9761333333,19.6410666667,25.441,10.4197333333,12.6223333333,11.0616,15.07,13.5326666667
600.53,9.61946666666,27.9501333333,19.6133333333,25.4316,10.3714,12.6001333333,11.0355333333,15.0321333333,13.4952
