wavelength,Back_LoxNocf,Belly_LoxNocf,Breast_LoxNocf,Crissum_LoxNocf,Crown_LoxNocf,DorTail_LoxNocf,Rump_LoxNocf,Throat_LoxNocf,WingTip_LoxNocf
328.41,3.02093333333,8.94359999999,6.2194,4.43866666667,3.09926666667,6.3014,3.652,4.66793333333,7.55026666667
328.78,2.99806666667,8.93200000001,6.20713333333,4.40633333333,3.085,6.2184,3.55553333333,4.58906666666,7.5024
329.14,3.12553333333,9.09353333333,6.3256,4.5204,3.1786,6.32806666667,3.70293333333,4.66926666667,7.62053333333
329.51,3.27393333333,9.28293333334,6.507,4.6708,3.37233333333,6.45346666667,3.90866666667,4.833,7.7724
329.88,3.6036,9.64119999999,6.84486666667,4.95193333333,3.74206666667,6.82806666667,4.26366666667,5.24793333333,8.04693333333
330.24,3.57046666667,9.61519999999,6.82613333333,4.85953333333,3.70673333333,6.84153333333,4.249,5.2312,7.95586666667
330.61,3.55286666666,9.66846666665,6.81473333333,4.87286666666,3.76273333333,6.93726666667,4.28053333333,5.18313333333,7.9312
330.98,3.60906666667,9.71026666667,6.89473333333,4.9686,3.93146666667,6.98773333333,4.39,5.3112,8.0196
331.34,3.5286,9.67333333335,6.8864,4.93266666667,3.91153333333,6.93713333333,4.34006666667,5.22726666667,8.00126666666
331.71,3.62313333333,9.71773333334,6.99213333333,5.02833333333,3.9874,7.01826666667,4.40993333333,5.259,8.04066666667
332.08,3.7288,9.84346666666,7.1742,5.0394,4.01946666667,7.1188,4.45313333333,5.3338,8.0734
332.44,3.66013333333,9.81346666667,7.20306666667,4.9706,3.949,7.07146666666,4.44766666667,5.28286666667,7.97246666667
332.81,3.5932,9.80993333333,7.17566666667,4.9266,3.86286666667,7.01933333333,4.45126666667,5.248,7.9132
333.18,3.4004,9.69126666667,7.04373333333,4.69973333333,3.70733333334,6.84906666667,4.27166666667,5.1562,7.71593333333
333.54,3.29526666667,9.71933333332,6.99013333333,4.628,3.55073333333,6.82713333333,4.18733333333,5.06066666667,7.56446666667
333.91,3.14133333333,9.61306666667,6.8384,4.52393333333,3.40686666666,6.60993333334,4.02166666667,4.86746666667,7.344
334.28,3.203,9.69493333333,6.89626666667,4.61546666667,3.48533333333,6.63026666667,4.10913333333,4.91373333333,7.43126666667
334.64,3.1462,9.66820000001,6.86573333333,4.508,3.38126666667,6.5592,4.0628,4.88546666667,7.40013333333
335.01,3.11113333333,9.67833333333,6.84413333333,4.45006666667,3.263,6.50693333333,3.97106666667,4.8364,7.37693333333
335.38,3.20886666667,9.79213333333,6.93526666666,4.51686666667,3.2882,6.55993333334,3.9884,4.92613333333,7.40633333333
335.74,3.19186666666,9.82393333333,6.92873333333,4.55,3.2856,6.523,3.89646666667,4.9762,7.36886666667
336.11,3.19186666666,9.85646666666,6.92286666667,4.57113333333,3.34506666667,6.5156,3.927,4.97113333333,7.3548
336.47,3.32373333333,9.98740000001,7.05666666667,4.72353333333,3.4918,6.63073333333,4.0078,5.14533333333,7.45633333333
336.84,3.37473333333,10.0278,7.13786666667,4.80613333333,3.54746666667,6.66993333333,4.04066666667,5.23946666667,7.5588
337.21,3.42353333333,10.0063333333,7.16426666667,4.8466,3.4908,6.65326666667,4.03606666667,5.22386666667,7.54873333333
337.57,3.6006,10.0784,7.2912,4.91513333333,3.60973333334,6.68213333333,4.09273333333,5.34373333333,7.608
337.94,3.64866666666,10.0934666667,7.29426666667,4.91706666667,3.57553333333,6.67786666667,4.06573333333,5.43186666667,7.642
338.31,3.62986666667,10.0602666667,7.2586,4.8392,3.4798,6.5786,3.9886,5.4148,7.52933333333
338.67,3.76386666667,10.2272666667,7.37586666667,5.03006666667,3.63206666667,6.6846,4.143,5.5682,7.64526666667
339.04,3.83766666667,10.3328,7.4406,5.17286666667,3.70433333333,6.78293333333,4.27773333333,5.6654,7.70713333333
339.40,3.85706666667,10.3227333333,7.43113333333,5.22446666667,3.69753333333,6.85506666667,4.3394,5.7408,7.6902
339.77,4.00106666667,10.4546666667,7.52346666667,5.27,3.73353333333,6.93813333333,4.48533333333,5.86333333333,7.82353333333
340.14,4.07926666667,10.5294666667,7.6402,5.345,3.81073333333,7.00786666667,4.55826666667,5.96733333334,7.86933333333
340.50,4.08766666667,10.5525333333,7.58833333333,5.3138,3.7932,6.99246666667,4.57366666667,5.90386666667,7.8594
340.87,4.06986666667,10.5576666667,7.53833333333,5.25746666667,3.76533333333,6.96713333333,4.5608,5.83053333333,7.7636
341.23,4.14073333333,10.7296,7.65286666667,5.324,3.885,7.08586666667,4.6838,5.94686666667,7.85093333334
341.60,4.01886666667,10.7256666667,7.6562,5.30313333333,3.85093333333,7.0588,4.64686666667,5.93466666667,7.8402
341.96,3.88233333333,10.6511333333,7.622,5.17813333333,3.71886666667,6.9428,4.5866,5.7584,7.69106666666
342.33,3.82593333333,10.6448,7.6422,5.11553333333,3.7018,6.95993333333,4.54033333333,5.73066666667,7.602
342.70,3.80366666667,10.6214,7.62866666667,5.052,3.6382,6.9364,4.46373333333,5.72393333333,7.532
343.06,3.72093333333,10.5698,7.60226666667,4.94473333333,3.56793333333,6.86773333333,4.3758,5.64586666667,7.45473333333
343.43,3.67126666667,10.5476666667,7.57446666667,4.8698,3.5418,6.75233333333,4.30853333333,5.61886666667,7.4422
343.79,3.66893333333,10.5645333333,7.65213333333,4.87633333333,3.6284,6.81373333334,4.32413333334,5.6398,7.4364
344.16,3.6924,10.5850666667,7.69726666667,4.91326666666,3.65066666667,6.84286666666,4.3498,5.68913333333,7.427
344.52,3.722,10.7311333334,7.83753333333,5.01186666667,3.7436,6.903,4.41653333333,5.80906666667,7.50446666667
344.89,3.73466666667,10.8018666667,7.92346666666,5.0664,3.78586666667,6.91366666667,4.44013333333,5.8972,7.55546666667
345.25,3.75306666667,10.8070666667,7.93826666667,5.11493333333,3.79366666667,6.88033333333,4.40953333333,5.92073333333,7.5764
345.62,3.7862,10.8992666667,7.945,5.10253333333,3.81233333333,6.84126666667,4.41613333333,5.94026666667,7.57853333333
345.99,3.8858,11.0471333333,8.05426666667,5.21986666667,3.97333333333,6.95893333333,4.48893333333,6.096,7.738
346.35,3.92306666667,11.1654,8.11253333333,5.3028,4.02253333333,6.9952,4.54646666667,6.21026666667,7.83166666667
346.72,3.84646666667,11.1318,8.1086,5.2514,3.98413333333,6.947,4.48193333333,6.1706,7.78453333333
347.08,3.92946666667,11.3046,8.19833333333,5.3448,4.11733333333,7.071,4.5772,6.30866666667,7.85966666667
347.45,4.01326666667,11.4692,8.28786666667,5.42533333333,4.2062,7.181,4.6664,6.38586666667,7.924
347.81,4.0198,11.5804666667,8.2958,5.42593333333,4.2208,7.14233333333,4.711,6.43353333333,7.95233333333
348.18,4.1254,11.8077333333,8.379,5.51706666666,4.3188,7.1902,4.80593333333,6.52586666667,8.07773333333
348.54,4.17113333333,11.8434,8.34993333333,5.51686666667,4.2874,7.16953333333,4.81986666667,6.5446,8.05046666667
348.91,4.2816,11.9867333333,8.44193333333,5.61393333333,4.4162,7.30853333333,4.95406666667,6.64293333333,8.12613333333
349.27,4.28906666667,11.9905333333,8.47926666667,5.60246666667,4.415,7.295,4.98253333333,6.66166666667,8.10073333333
349.64,4.31413333333,11.9312666667,8.48513333333,5.5884,4.39993333333,7.2554,4.98026666667,6.65833333333,8.0864
350.00,4.25153333333,11.8839333333,8.42566666667,5.475,4.32706666667,7.1886,4.9194,6.5862,7.99426666667
350.37,4.23846666667,11.8927333333,8.3754,5.40506666667,4.27426666667,7.08226666667,4.8856,6.51013333333,7.94566666667
350.73,4.255,11.9600666666,8.3962,5.43653333333,4.34026666667,7.10566666667,4.9272,6.54186666667,8.03653333333
351.10,4.2758,11.9786666667,8.42446666667,5.482,4.33513333333,7.08953333333,4.93346666667,6.54506666667,8.069
351.46,4.31753333333,12.0004666667,8.51613333333,5.52853333334,4.38613333333,7.07333333333,4.94913333333,6.60153333333,8.07633333333
351.83,4.29813333333,11.9650666666,8.49273333333,5.54586666666,4.34753333333,7.0412,4.92953333333,6.5494,8.00993333333
352.19,4.20233333333,11.8652,8.43826666667,5.4264,4.20873333333,6.91546666667,4.8284,6.46186666666,7.8916
352.55,4.1312,11.7885333333,8.40553333333,5.3468,4.15413333333,6.8042,4.74573333333,6.39793333333,7.79653333333
352.92,4.01013333333,11.7034666667,8.29093333333,5.2118,3.973,6.64133333333,4.57773333333,6.27806666667,7.65146666667
353.28,4.0588,11.8298,8.36573333333,5.2422,4.00953333333,6.6728,4.62386666667,6.3152,7.68886666667
353.65,4.08986666667,11.8921333333,8.4196,5.33853333333,4.0364,6.799,4.67933333333,6.3734,7.70253333333
354.01,4.07286666667,11.8825333333,8.44786666667,5.38273333333,3.996,6.8288,4.67893333333,6.41,7.71526666667
354.38,4.06366666667,11.9566666667,8.53573333334,5.47353333333,4.03433333333,6.89606666667,4.71926666667,6.47193333333,7.78473333333
354.74,4.01226666667,11.9578666667,8.5364,5.4352,3.92506666667,6.7892,4.67273333333,6.43913333333,7.69126666667
355.11,3.96106666667,11.9460666667,8.51333333333,5.39233333333,3.8924,6.6992,4.65926666667,6.4212,7.60366666667
355.47,3.9242,11.9014,8.45226666667,5.3438,3.8368,6.6334,4.57473333333,6.37606666667,7.5336
355.83,3.90073333333,11.8903333333,8.46566666667,5.31046666667,3.791,6.6286,4.5046,6.37166666667,7.4978
356.20,3.87566666667,11.8939333333,8.4682,5.3342,3.81446666667,6.6258,4.5038,6.36466666667,7.506
356.56,3.9308,12.0381333333,8.53106666667,5.39513333333,3.85426666667,6.75513333333,4.53113333333,6.43973333333,7.56006666667
356.93,3.9562,12.0670666667,8.5544,5.39253333333,3.9,6.74833333333,4.54153333333,6.48066666667,7.5614
357.29,3.92473333333,12.0547333334,8.528,5.36533333333,3.88246666667,6.70973333333,4.48686666667,6.48553333333,7.534
357.66,3.99793333333,12.1756,8.6156,5.45946666667,3.99406666667,6.75793333333,4.56926666667,6.59906666667,7.6416
358.02,4.10153333333,12.3176,8.68973333334,5.55153333333,4.08433333333,6.8056,4.65926666667,6.6902,7.71466666667
358.38,4.15613333333,12.3224666667,8.7288,5.59106666667,4.10913333333,6.82113333333,4.7006,6.7246,7.73906666667
358.75,4.19926666667,12.3998,8.77266666667,5.62526666667,4.16793333333,6.88,4.756,6.78053333333,7.7762
359.11,4.21846666667,12.4079333333,8.8038,5.58226666667,4.13313333333,6.85973333333,4.73466666667,6.76326666667,7.76473333333
359.48,4.28066666667,12.5302,8.89786666667,5.638,4.19313333333,6.9318,4.82393333333,6.8348,7.81266666667
359.84,4.31873333333,12.6182666667,8.9466,5.68853333333,4.2448,6.9474,4.87733333333,6.88386666667,7.85406666667
360.20,4.32246666667,12.6501333334,8.93573333333,5.67833333333,4.2496,6.9498,4.87493333333,6.89726666667,7.83706666667
360.57,4.3178,12.6376,8.99453333333,5.6768,4.24626666667,6.94046666667,4.87586666667,6.92786666667,7.8612
360.93,4.4112,12.7560666667,9.0972,5.76633333333,4.3294,7.05226666667,4.989,7.04386666667,7.99086666667
361.29,4.46706666667,12.8498,9.1828,5.8436,4.4082,7.13286666667,5.0762,7.1158,8.03373333333
361.66,4.42626666667,12.8614,9.18853333333,5.80773333333,4.36646666667,7.0936,5.0332,7.08186666667,7.99053333333
362.02,4.37546666667,12.849,9.17966666666,5.758,4.32633333333,7.06593333333,4.98753333333,7.03433333333,7.925
362.39,4.31186666667,12.837,9.1192,5.68546666667,4.30826666667,7.028,4.9374,7.00966666666,7.85493333333
362.75,4.33346666667,12.8519333333,9.1742,5.70133333333,4.33693333333,7.05693333333,4.95466666667,7.04193333333,7.88033333333
363.11,4.42046666667,13.0089333333,9.32213333333,5.8424,4.4532,7.1786,5.05273333333,7.1742,7.97986666667
363.48,4.4088,13.0171333333,9.31433333333,5.85206666667,4.41393333333,7.15286666667,5.0234,7.16153333333,7.98253333333
363.84,4.42133333333,13.0690666667,9.34853333333,5.90353333333,4.4558,7.2042,5.0582,7.21466666667,7.99426666667
364.20,4.4258,13.1027333333,9.3952,5.9164,4.46926666667,7.23886666667,5.07046666667,7.2488,8.00446666666
364.57,4.38846666667,13.1117333333,9.37166666667,5.8688,4.44786666667,7.17473333333,5.0456,7.2154,7.95633333334
364.93,4.3306,13.1005333333,9.37586666667,5.82906666667,4.41813333333,7.11873333333,4.96346666667,7.1962,7.89393333333
365.29,4.29033333333,13.1106666667,9.3514,5.76966666667,4.3808,7.07586666667,4.90913333333,7.15586666666,7.85153333333
365.66,4.26066666667,13.1123333333,9.3268,5.68026666667,4.3166,7.03613333333,4.85673333333,7.1206,7.80366666667
366.02,4.28,13.1693333333,9.35473333333,5.71573333333,4.35273333333,7.0336,4.87833333333,7.17553333333,7.8322
366.38,4.3692,13.2926666667,9.48893333333,5.7812,4.4238,7.07433333333,4.948,7.23053333333,7.899
366.75,4.45673333333,13.4344666667,9.56166666667,5.87993333333,4.50086666667,7.1338,5.001,7.30766666667,7.94173333334
367.11,4.3302,13.3143333333,9.392,5.695,4.3594,6.9782,4.85013333333,7.196,7.81066666666
367.47,4.28513333333,13.2996666667,9.36853333333,5.6414,4.3592,6.95986666667,4.853,7.192,7.79413333333
367.84,4.18026666667,13.2645333333,9.3232,5.52413333333,4.2592,6.8202,4.76533333333,7.09606666666,7.70726666667
368.20,4.20826666667,13.3479333333,9.3894,5.5832,4.279,6.82966666667,4.82133333333,7.16486666667,7.74046666667
368.56,4.25873333333,13.4336,9.47826666667,5.70013333333,4.351,6.90773333333,4.89133333333,7.237,7.79466666667
368.93,4.38726666667,13.5755333333,9.59893333333,5.8434,4.50266666666,7.0234,5.04246666667,7.35073333333,7.87546666667
369.29,4.46653333333,13.6495333333,9.68326666667,5.97206666667,4.6028,7.08946666667,5.13313333333,7.44233333333,7.96026666667
369.65,4.48653333333,13.7180666667,9.73186666667,6.0656,4.65426666667,7.11113333333,5.16766666667,7.50933333333,7.9914
370.01,4.54626666667,13.8046,9.82606666665,6.14493333333,4.7414,7.14,5.20813333333,7.59133333333,8.0242
370.38,4.55493333333,13.8390666667,9.84893333333,6.16593333333,4.73366666667,7.12006666667,5.19926666667,7.64153333333,8.01933333333
370.74,4.49413333333,13.8205333333,9.80900000001,6.11846666667,4.66253333333,7.04553333333,5.15133333333,7.6052,7.97246666667
371.10,4.5402,13.917,9.89059999999,6.23113333333,4.75313333333,7.09513333333,5.22993333333,7.658,8.04246666666
371.46,4.59913333333,13.9895333333,9.97293333334,6.30073333333,4.83173333333,7.10533333333,5.2574,7.69006666667,8.0624
371.83,4.7334,14.0982,10.1012,6.43746666667,4.972,7.251,5.3888,7.82806666667,8.18526666667
372.19,4.7386,14.0817333334,10.1084666667,6.41753333333,4.9332,7.22546666667,5.35686666667,7.80746666667,8.17806666667
372.55,4.771,14.1396666667,10.1105333333,6.41786666667,4.9462,7.22306666667,5.379,7.8124,8.18553333333
372.92,4.6588,14.0739333334,10.0258,6.31653333333,4.80413333333,7.07673333333,5.25486666667,7.7112,8.08626666667
373.28,4.5302,14.0216,9.95893333333,6.1938,4.6666,6.9526,5.133,7.6038,7.96193333333
373.64,4.49713333333,13.9867333333,9.9022,6.12886666667,4.61973333333,6.8612,5.10173333333,7.57933333333,7.90426666667
374.00,4.44513333333,14.0058,9.8838,6.09533333333,4.5742,6.85366666667,5.07906666667,7.5316,7.88046666667
374.37,4.3858,14.0071333333,9.86819999999,6.09626666667,4.53126666667,6.8368,5.0554,7.5138,7.85
374.73,4.34746666667,14.0174,9.87399999999,6.07166666667,4.5302,6.79693333333,5.03206666667,7.49686666667,7.80773333333
375.09,4.36826666667,14.0801333333,9.93293333334,6.0794,4.52253333333,6.82453333333,5.05266666667,7.51973333333,7.83066666667
375.45,4.3736,14.1956,10.0068,6.12873333333,4.50146666667,6.88493333333,5.0736,7.5938,7.8618
375.81,4.4768,14.3453333333,10.1092,6.2246,4.56186666667,6.93053333333,5.14826666667,7.68773333333,7.93426666667
376.18,4.54193333333,14.4417333333,10.1720666667,6.305,4.66853333333,6.97353333333,5.2238,7.75226666667,7.97366666667
376.54,4.52286666667,14.4689333334,10.207,6.28746666667,4.66693333333,6.9568,5.22593333334,7.76213333333,7.94333333333
376.90,4.5612,14.5497333333,10.2908666667,6.34973333333,4.71126666667,7.032,5.27733333333,7.81806666667,7.98306666667
377.26,4.62146666667,14.6159333333,10.3255333333,6.384,4.7438,7.1076,5.32093333333,7.89326666667,8.031
377.63,4.63086666667,14.6496666667,10.4086,6.41553333333,4.7714,7.19393333333,5.3448,7.91106666667,8.04506666667
377.99,4.62526666667,14.6592666667,10.4236,6.377,4.73573333333,7.1736,5.3318,7.93393333333,8.03906666667
378.35,4.6908,14.7298,10.4918,6.404,4.77713333333,7.217,5.354,7.97633333333,8.0424
378.71,4.76466666667,14.8088666667,10.55,6.46826666667,4.8214,7.28713333333,5.4398,8.03793333333,8.09513333333
379.07,4.75766666666,14.774,10.5358666667,6.47073333333,4.80746666667,7.25633333333,5.4322,8.03046666667,8.0314
379.44,4.7942,14.7984,10.5391333333,6.46766666667,4.8452,7.2648,5.44933333334,8.04953333333,8.0428
379.80,4.80906666667,14.8228,10.5773333333,6.47766666667,4.85393333333,7.2816,5.4448,8.09453333333,8.03833333333
380.16,4.81986666667,14.8382666667,10.6181333333,6.4908,4.85966666667,7.32606666666,5.44286666667,8.1312,8.0364
380.52,4.88453333333,14.9320666667,10.6823333333,6.57533333333,4.92386666667,7.39813333333,5.48566666666,8.21253333333,8.09693333333
380.88,4.9058,14.9944666667,10.7210666667,6.5962,4.93893333333,7.4162,5.4978,8.25053333334,8.11966666667
381.24,4.96313333333,15.0433333333,10.7838,6.6528,4.98253333333,7.41373333333,5.54673333333,8.29359999999,8.13733333333
381.61,5.0328,15.143,10.8244,6.71846666667,5.02366666667,7.44106666667,5.59946666667,8.35326666667,8.201
381.97,5.02793333334,15.1512666667,10.8112666667,6.72166666667,5.0186,7.40913333333,5.59586666667,8.34273333333,8.15326666666
382.33,5.0466,15.1744,10.8158,6.7408,5.0196,7.39546666667,5.62513333333,8.38246666667,8.19426666667
382.69,5.0794,15.2188666667,10.8638,6.7656,5.05013333333,7.40746666667,5.62566666667,8.43593333334,8.2202
383.05,5.13266666667,15.3018666667,10.9460666666,6.79926666667,5.09666666667,7.449,5.64613333333,8.49486666667,8.257
383.41,5.04253333333,15.2252666667,10.8992666667,6.7254,5.0066,7.3442,5.55726666667,8.41139999999,8.16833333333
383.77,4.98246666667,15.2318,10.8794666667,6.68486666667,4.97046666667,7.29946666667,5.51886666667,8.3632,8.13486666667
384.14,4.9902,15.2808,10.9078666667,6.68673333333,4.98366666667,7.28973333333,5.54106666667,8.37493333334,8.14886666667
384.50,4.94573333333,15.2392,10.8828666667,6.66633333333,4.92926666667,7.22166666667,5.50686666667,8.33206666667,8.10233333333
384.86,4.91586666667,15.2122,10.8348666667,6.635,4.88813333333,7.162,5.48713333333,8.29433333333,8.05246666667
385.22,4.88906666666,15.2300666667,10.8315333333,6.6274,4.88386666667,7.13753333333,5.4628,8.27513333334,8.0448
385.58,4.84626666667,15.2488,10.8559333333,6.61066666667,4.882,7.11433333333,5.4318,8.27853333333,8.01953333333
385.94,4.86313333333,15.2666,10.8940666667,6.6434,4.9038,7.131,5.4354,8.28659999999,8.04893333333
386.30,4.8158,15.2506,10.8802,6.59733333333,4.87246666667,7.11806666667,5.37093333333,8.2238,7.99306666667
386.66,4.7358,15.2284,10.8462666666,6.54653333333,4.8148,7.061,5.32033333333,8.178,7.94646666667
387.03,4.69893333333,15.2653333333,10.8555333333,6.54213333334,4.80006666667,7.04273333333,5.3142,8.18233333333,7.97586666667
387.39,4.75606666667,15.3743333333,10.9285333333,6.61273333333,4.85906666667,7.11613333333,5.37873333333,8.2576,8.03153333334
387.75,4.71186666667,15.3528666667,10.9068666667,6.58966666666,4.817,7.07573333333,5.34193333333,8.22926666667,7.98073333333
388.11,4.65693333333,15.3384,10.8652,6.54573333333,4.7372,6.99933333333,5.26753333333,8.1736,7.91766666667
388.47,4.6662,15.4176,10.8854,6.5404,4.7406,7.0152,5.2568,8.21666666667,7.94213333333
388.83,4.70753333333,15.5186666667,10.9687333333,6.59253333333,4.79553333333,7.07566666667,5.3116,8.28966666667,7.97833333333
389.19,4.6984,15.5692666667,11.0083333333,6.61753333333,4.80333333333,7.10173333333,5.3164,8.32126666667,7.9924
389.55,4.64953333333,15.5313333334,10.9404666666,6.5666,4.7284,7.0284,5.26706666667,8.27,7.91786666667
389.91,4.63326666667,15.5782,10.9434666667,6.56526666667,4.69566666667,7.0104,5.2642,8.27466666666,7.88373333333
390.27,4.63226666667,15.6374,10.9623333333,6.59813333333,4.7192,7.01953333333,5.31366666667,8.30493333333,7.90026666667
390.63,4.6872,15.7175333333,11.0282666667,6.6692,4.76606666667,7.0792,5.35813333333,8.37153333334,7.94226666667
391.00,4.7108,15.7408,11.0262,6.67766666667,4.7782,7.1002,5.3712,8.38386666667,7.93346666667
391.36,4.7068,15.7730666667,11.0495333333,6.6756,4.78073333333,7.0772,5.3744,8.38453333333,7.928
391.72,4.7518,15.8319333333,11.0908,6.7258,4.82673333333,7.1104,5.40953333333,8.44020000001,7.97126666667
392.08,4.79506666667,15.9057333334,11.1327333333,6.775,4.9032,7.15746666667,5.46673333333,8.50006666667,8.0244
392.44,4.82313333333,15.9564,11.195,6.82513333333,4.9468,7.19773333333,5.516,8.53553333333,8.055
392.80,4.82326666667,15.9530666667,11.2035333333,6.84293333333,4.9574,7.17913333333,5.5094,8.53053333334,8.0648
393.16,4.83913333333,15.9758666667,11.2234666666,6.84866666667,4.95633333333,7.16293333333,5.51233333333,8.56053333333,8.07013333333
393.52,4.88513333333,16.0464666667,11.3108,6.89873333333,5.01526666667,7.21793333333,5.55713333333,8.61039999999,8.1218
393.88,4.90653333333,16.0991333333,11.364,6.94706666667,5.05393333333,7.23286666667,5.58286666667,8.64426666667,8.16506666667
394.24,4.91086666667,16.0964666667,11.3760666667,6.959,5.04633333333,7.22306666667,5.56846666667,8.66719999999,8.16206666667
394.60,4.90913333333,16.1194666667,11.397,6.965,5.0508,7.2154,5.5528,8.65533333334,8.15746666667
394.96,4.89633333333,16.1328,11.3979333333,6.97433333333,5.05113333333,7.186,5.5424,8.6572,8.11286666667
395.32,4.89473333333,16.1594666667,11.4201333334,6.99786666667,5.05733333333,7.19906666667,5.5368,8.67953333333,8.11986666667
395.68,4.83313333333,16.1292,11.4100666667,6.94513333333,5.01506666667,7.14826666667,5.498,8.64206666666,8.07073333333
396.04,4.77506666666,16.1125333333,11.3904,6.88926666667,4.93806666667,7.09393333333,5.43433333333,8.61046666667,8.00853333333
396.40,4.7212,16.0567333334,11.3389333333,6.8304,4.888,7.01993333333,5.36553333333,8.55706666667,7.9324
396.76,4.677,16.06,11.3139333333,6.79746666667,4.81226666667,6.98113333333,5.31513333333,8.52986666667,7.86646666667
397.12,4.63653333333,16.0396,11.2909333334,6.76053333333,4.7814,6.94093333333,5.27893333333,8.4968,7.8066
397.48,4.62473333334,16.0486666666,11.2638,6.75873333333,4.76473333333,6.9054,5.26566666667,8.48986666667,7.80126666667
397.84,4.6248,16.0724,11.2770666667,6.7554,4.7792,6.92253333333,5.27406666666,8.51226666666,7.80886666667
398.20,4.6628,16.1430666667,11.3254,6.78866666667,4.82013333333,6.93606666667,5.31626666667,8.53593333333,7.82753333333
398.56,4.6716,16.1743333333,11.3448666667,6.8008,4.83086666667,6.95693333333,5.34553333333,8.579,7.8418
398.92,4.71186666666,16.242,11.4076,6.87786666667,4.87953333333,6.9948,5.387,8.6484,7.93746666667
399.28,4.7064,16.2554,11.4084666667,6.88426666667,4.86326666667,6.9788,5.39893333333,8.65873333334,7.9288
399.64,4.73493333333,16.2981333333,11.4022,6.90206666667,4.8558,6.97746666667,5.3922,8.67326666666,7.92633333333
400.00,4.7602,16.3398,11.4489333333,6.97806666667,4.87993333333,6.9914,5.41306666667,8.71293333334,7.93993333333
400.36,4.763,16.3898,11.4796666666,7.00466666667,4.88333333333,7.01346666667,5.4228,8.7246,7.97126666667
400.72,4.82273333333,16.4717333333,11.5511333333,7.06793333333,4.96346666667,7.05386666667,5.47586666667,8.80626666667,8.03526666667
401.08,4.89553333333,16.5792666667,11.6241333334,7.14726666667,5.02833333333,7.1332,5.5576,8.86786666667,8.10306666667
401.44,4.93786666667,16.6471333334,11.7068666667,7.197,5.07553333333,7.17946666667,5.6096,8.93813333333,8.1328
401.80,4.96766666667,16.701,11.7505333333,7.2178,5.10026666667,7.1868,5.62853333333,8.9596,8.1464
402.16,4.97966666667,16.7495333333,11.7678666667,7.21833333333,5.11013333333,7.1844,5.60893333333,8.98533333334,8.14866666667
402.52,4.97113333333,16.7728,11.7752,7.211,5.09953333333,7.14806666667,5.60253333333,8.96693333333,8.15046666667
402.88,4.93713333333,16.7877333333,11.7730666666,7.168,5.07873333333,7.13406666667,5.57053333333,8.94873333333,8.11326666667
403.24,4.96853333333,16.8098,11.7976666667,7.17913333333,5.1072,7.15193333333,5.58153333333,8.971,8.12093333333
403.60,4.9886,16.8514666667,11.8416,7.2116,5.11706666666,7.17226666667,5.6024,8.99153333334,8.14113333334
403.95,5.00506666667,16.9099333333,11.8618666667,7.2206,5.127,7.19206666667,5.63133333333,9.01333333334,8.17233333333
404.31,5.03313333333,16.9211333333,11.8752666667,7.23706666667,5.1476,7.19393333333,5.6552,9.04186666668,8.16626666667
404.67,5.0146,16.9156,11.8791333333,7.21,5.13626666667,7.1856,5.64566666667,9.02320000001,8.16266666667
405.03,5.00913333333,16.9372666667,11.9058,7.20786666667,5.13033333333,7.17073333333,5.64386666667,9.02439999999,8.16533333333
405.39,5.02406666666,16.9742,11.9296666667,7.24686666667,5.1504,7.18786666667,5.65533333333,9.05033333333,8.17666666667
405.75,5.06993333333,17.0306,11.9668666667,7.2958,5.1874,7.22486666667,5.68746666667,9.09106666667,8.20633333333
406.11,5.06506666667,17.0433333333,11.9842,7.2958,5.17513333333,7.22033333333,5.69526666667,9.09653333334,8.1928
406.47,5.09426666667,17.0858,12.0218666667,7.33473333333,5.21426666667,7.2548,5.72946666667,9.14766666667,8.2056
406.83,5.11093333333,17.0846,12.0390666667,7.3406,5.21313333333,7.24653333333,5.74966666666,9.12866666667,8.19506666667
407.19,5.09173333333,17.1194,12.0461333333,7.3452,5.19426666667,7.2386,5.7438,9.13253333333,8.19113333333
407.55,5.1158,17.169,12.0672666667,7.37733333333,5.2232,7.25886666667,5.76433333333,9.17933333333,8.21966666667
407.90,5.1232,17.1954,12.1067333333,7.38386666667,5.23613333334,7.275,5.76286666667,9.19006666666,8.21706666667
408.26,5.10353333333,17.225,12.1122666667,7.37673333333,5.219,7.25926666667,5.73366666667,9.19,8.2128
408.62,5.0696,17.2415333333,12.0930666667,7.36853333333,5.19086666667,7.2308,5.6948,9.17793333334,8.17673333333
408.98,5.02293333333,17.2224666667,12.0794,7.33873333333,5.14806666667,7.18473333333,5.6446,9.1522,8.11613333333
409.34,5.01733333333,17.2399333333,12.0894,7.3216,5.13193333333,7.1782,5.63126666667,9.14179999999,8.10233333334
409.70,4.9448,17.1963333333,12.042,7.27133333333,5.0546,7.12053333333,5.57086666667,9.10093333333,8.045
410.06,4.94126666667,17.2275333333,12.0646,7.31286666667,5.08086666667,7.13893333333,5.58613333333,9.1214,8.06733333333
410.42,4.92146666667,17.2226,12.0432,7.30026666667,5.0654,7.10573333333,5.542,9.08313333333,8.0334
410.77,4.91933333333,17.2632,12.0566,7.33253333333,5.07406666667,7.1176,5.5374,9.12746666667,8.04166666667
411.13,4.92393333333,17.2856,12.0732666667,7.34326666667,5.10013333333,7.11653333334,5.54833333333,9.14759999999,8.054
